0ff940d871a1368e0b0c75a1e1e9622aa4a4c9a6d0814a336264e37e683ee31a,689ec86f2ee2d3eb12c4e696ed0dfb3ec3b0832016d1f43038e616459e6e3f93,31de78b1f319e2a6a1ba8d1c48f242332d471176be8f8655b35f8b8c03f31818,7be76ed031b21bd622c87fb2b7ea600ab104beb95134adb08f87273764f6fdb9,1852961ce0ba1c18a2b8ff41bce0e43c24407e4e4ef50919c4f40030b8f0b56e,26abf870a67b4217262cefd39f4da751f4927bc51ab82bb93ab9f02b8d2886e7,82ac34ce943a6a076b491f9a7fc1b9789f6c0537237ca1002011b503cb45b591,9bd545709790bc166dbcf598f29c96d1f77245ce9f0276778871636c87e796d0,e595eb4f08ca6f51fc3bec419246197535a9844f3fce189757643bf60b6cd957,6c59f2cef82c5d689db30706cdfb0d605ed876c574be02800ca7b61a594591e1,d90cdb5abba29913d9ef1db648166aad3cf33a25eef26f6c8d0132cde67aade4
"","7","2","","","","","","","93","7004"
"psy_fairy_talk","7","1","","","1","","0.2","","3","7005"
"vo_minigame_1008_drama_9902","7","vo_minigame_1008","","0","0","","","","21","7006"
"キュキュッ！","7","1","0","1","6","0","0","0.5","11","7007"
"","7","0","","","","","","","91","7008"
"psy_fairy_idle","7","1","","","1","","0.2","","3","7009"
"psy_miyako_talk3","7","119931","","","1","","0.2","","3","7010"
"vo_minigame_1008_drama_0702","7","vo_minigame_1008","","0","0","","","","21","7011"
"うるさいの！　じゃまするななの！\nミヤコは究極のプリンを考えるのに\n忙しいの！","7","119931","0","1","6","0","0","1","11","7012"
"1","7","3","","","","","","","93","7013"
"psy_miyako_arm_crossed_in","7","119931","0","psy_miyako_arm_crossed_loop","0","1","0.2","","3","7014"
"","7","7012","","","","","","","91","7015"
"0","7","0","","","","","","","22","7016"
"psy_fairy_talk","7","1","","","1","","0.2","","3","7017"
"vo_minigame_1008_drama_9903","7","vo_minigame_1008","","0","0","","","","21","7018"
"キュ～キュ～！","7","1","0","1","6","0","0","0.5","11","7019"
"","7","0","","","","","","","91","7020"
"psy_fairy_idle","7","1","","","1","","0.2","","3","7021"
"psy_miyako_anger2","7","119931","","","1","","0.2","","3","7022"
"vo_minigame_1008_drama_0704","7","vo_minigame_1008","","0","0","","","","21","7023"
"そんなこと言われても知らないの！","7","119931","0","1","6","0","0","0.5","11","7024"
"","7","0","","","","","","","91","7025"
"0","7","0","","","","","","","22","7026"
"psy_miyako_thinking3","7","119931","","","1","","0.2","","3","7027"
"vo_minigame_1008_drama_0705","7","vo_minigame_1008","","0","0","","","","21","7028"
"ん～～……\nでも、試してみるのもよさそうなの。\nミヤコはやさしいから\nオマエの言うことを聞いてやるの！","7","119931","0","1","5","0","0","0.5","11","7029"
"1","7","5","","","","","","","93","7030"
"psy_miyako_doya_in","7","119931","0","psy_miyako_doya_loop","0","1","0.2","","3","7031"
"","7","7029","","","","","","","91","7032"
"0","7","0","","","","","","","22","7033"
"","7","1","","","","","","","93","7034"
"","7","0","","","","","","","91","7035"
"119931","8","1","0","-300","100","-200","1.7","psy_miyako_start","1","8001"
"100411","8","1","1","225","100","-210","1.7","psy_walk2","1","8002"
"103631","8","1","1","480","105","-220","1.7","psy_walk3","1","8003"
"102011","8","1","1","340","110","-235","1.7","psy_walk_glad","1","8004"
"11","8","1","","0","0","1","1","","31","8005"
"1","8","1","0","-300","101","-200","1.7","psy_smoke_start","5","8006"
"110","8","100411","","2","-210","0","","","2","8007"
"365","8","103631","","2.2","-220","0","","","2","8008"
"225","8","102011","","2.3","-235","0","","","2","8009"
"","8","2","","","","","","","93","8010"
"psy_idle_normal","8","100411","","","1","","0.2","","3","8011"
"","8","0.2","","","","","","","93","8012"
"psy_idle_normal","8","103631","","","1","","0.2","","3","8013"
"","8","0.1","","","","","","","93","8014"
"psy_talk_joy1","8","102011","","","1","","0.2","","3","8015"
"vo_minigame_1008_drama_0806","8","vo_minigame_1008","","0","0","","","","21","8016"
"おにいちゃん、遊びにきたよ～\nあれ～？　お留守なのかな？","8","102011","0","1","8","0","0","0.5","11","8017"
"","8","0","","","","","","","91","8018"
"psy_idle_joy1","8","102011","","","1","","0.2","","3","8019"
"psy_miyako_appear","8","119931","0.2","psy_miyako_talk1","0","1","0","","3","8020"
"psy_smoke_appear","8","1","0","psy_smoke_start","0","0","0","","3","8021"
"vo_minigame_1008_drama_0801","8","vo_minigame_1008","","0","0","","","","21","8022"
"ん？　アイツに何か用なの？","8","119931","0","1","6","0","0","0.5","11","8023"
"","8","0","","","","","","","91","8024"
"0","8","0","","","","","","","22","8025"
"psy_miyako_idle","8","119931","","","1","","0.2","","3","8026"
"psy_talk_surprise2","8","103631","","","1","","0.2","","3","8027"
"vo_minigame_1008_drama_0807","8","vo_minigame_1008","","0","0","","","","21","8028"
"きゃ～！？　おばけ！！","8","103631","0","1","8","0","0","0.5","11","8029"
"","8","0","","","","","","","91","8030"
"psy_idle_surprise2","8","103631","","","1","","0.2","","3","8031"
"psy_talk_joy2","8","100411","","","1","","0.2","","3","8032"
"vo_minigame_1008_drama_0808","8","vo_minigame_1008","","0","0","","","","21","8033"
"すごーい！\nにいちゃんがしかけたイタズラかな？\nにいちゃん、隠れてないで出てきなよ～","8","100411","0","1","8","0","0","0.5","11","8034"
"","8","0","","","","","","","91","8035"
"psy_idle_joy2","8","100411","","","1","","0.2","","3","8036"
"psy_miyako_panic2","8","119931","","","1","","0.2","","3","8037"
"vo_minigame_1008_drama_0802","8","vo_minigame_1008","","0","0","","","","21","8038"
"ミヤコはイタズラじゃないの。\n幽霊なの。\nあとアイツは今はいないの。","8","119931","0","1","6","0","0","1","11","8039"
"1","8","3","","","","","","","93","8040"
"psy_miyako_talk2","8","119931","","","1","","0.2","","3","8041"
"","8","8039","","","","","","","91","8042"
"0","8","0","","","","","","","22","8043"
"psy_miyako_idle","8","119931","","","1","","0.2","","3","8044"
"psy_talk_wish","8","100411","","","1","","0.2","","3","8045"
"vo_minigame_1008_drama_0809","8","vo_minigame_1008","","0","0","","","","21","8046"
"いないの？\nそれなら今のうちにイタズラを……","8","100411","0","1","8","0","0","0.5","11","8047"
"","8","0","","","","","","","91","8048"
"psy_idle_wish","8","100411","","","1","","0.2","","3","8049"
"psy_talk_anger","8","103631","","","1","","0.2","","3","8050"
"vo_minigame_1008_drama_0810","8","vo_minigame_1008","","0","0","","","","21","8051"
"お店でそんなことしちゃダメでしょ！\nというか、なんでミソギは平気なの？\n幽霊が出たんだよ？","8","103631","0","1","8","0","0","0.5","11","8052"
"","8","0","","","","","","","91","8053"
"psy_idle_anger","8","103631","","","1","","0.2","","3","8054"
"psy_talk_normal","8","100411","","","1","","0.2","","3","8055"
"0","8","100411","","","","","","","4","8056"
"vo_minigame_1008_drama_0811","8","vo_minigame_1008","","0","0","","","","21","8057"
"だってにいちゃんの友だちみたいだし。\nそれに全然怖くないもん。","8","100411","0","1","8","0","0","0.5","11","8058"
"","8","0","","","","","","","91","8059"
"1","8","100411","","","","","","","4","8060"
"psy_idle_normal","8","100411","","","1","","0.2","","3","8061"
"psy_talk_joy1","8","102011","","","1","","0.2","","3","8062"
"vo_minigame_1008_drama_0812","8","vo_minigame_1008","","0","0","","","","21","8063"
"おにいちゃんが帰ってくるまで\n一緒に遊ぼ～","8","102011","0","1","8","0","0","0.5","11","8064"
"","8","0","","","","","","","91","8065"
"psy_idle_joy1","8","102011","","","1","","0.2","","3","8066"
"psy_miyako_anger3","8","119931","","","1","","0.2","","3","8067"
"vo_minigame_1008_drama_0803","8","vo_minigame_1008","","0","0","","","","21","8068"
"遊ばないの。\nミヤコはプリン作りで忙しいの！","8","119931","0","1","6","0","0","0.5","11","8069"
"","8","0","","","","","","","91","8070"
"0","8","0","","","","","","","22","8071"
"psy_miyako_idle_anger","8","119931","","","1","","0.2","","3","8072"
"psy_talk_joy2","8","102011","","","1","","0.2","","3","8073"
"vo_minigame_1008_drama_0813","8","vo_minigame_1008","","0","0","","","","21","8074"
"プリン作り？　わぁ、楽しそう～\nミミも一緒にやっていい？","8","102011","0","1","8","0","0","0.5","11","8075"
"","8","0","","","","","","","91","8076"
"psy_idle_joy2","8","102011","","","1","","0.2","","3","8077"
"psy_miyako_doya_in","8","119931","0","psy_miyako_doya_loop","0","1","0.2","","3","8078"
"vo_minigame_1008_drama_0804","8","vo_minigame_1008","","0","0","","","","21","8079"
"ミヤコの言うこと聞くなら\n手伝わせてやってもいいの。","8","119931","0","1","6","0","0","0.5","11","8080"
"","8","0","","","","","","","91","8081"
"0","8","0","","","","","","","22","8082"
"psy_miyako_doya_idle","8","119931","","","1","","0.2","","3","8083"
"psy_jump","8","102011","0.4","psy_idle_joy1","0","1","0.2","","3","8084"
"vo_minigame_1008_drama_0814","8","vo_minigame_1008","","0","0","","","","21","8085"
"わ～い！　やった～！","8","102011","0","1","8","0","0","0.5","11","8086"
"","8","0","","","","","","","91","8087"
"psy_talk_joy2","8","100411","","","1","","0.2","","3","8088"
"vo_minigame_1008_drama_0815","8","vo_minigame_1008","","0","0","","","","21","8089"
"にいちゃんにイタズラする用のプリン\n作っちゃお～！","8","100411","0","1","8","0","0","0.5","11","8090"
"","8","0","","","","","","","91","8091"
"psy_idle_joy2","8","100411","","","1","","0.2","","3","8092"
"psy_talk_sad","8","103631","","","1","","0.2","","3","8093"
"vo_minigame_1008_drama_0816","8","vo_minigame_1008","","0","0","","","","21","8094"
"そ、そんな……\n幽霊とプリン作りなんて……","8","103631","0","1","8","0","0","0.5","11","8095"
"","8","0","","","","","","","91","8096"
"psy_idle_sad","8","103631","","","1","","0.2","","3","8097"
"psy_talk_normal","8","100411","","","1","","0.2","","3","8098"
"0","8","100411","","","","","","","4","8099"
"0","8","102011","","","","","","","4","8100"
"vo_minigame_1008_drama_0817","8","vo_minigame_1008","","0","0","","","","21","8101"
"キョウカはやらないの？","8","100411","0","1","8","0","0","0.5","11","8102"
"","8","0","","","","","","","91","8103"
"psy_idle_normal","8","100411","","","1","","0.2","","3","8104"
"psy_talk_joy2","8","102011","","","1","","0.2","","3","8105"
"vo_minigame_1008_drama_0818","8","vo_minigame_1008","","0","0","","","","21","8106"
"ミミ、キョウカちゃんと一緒に\nプリン作りたいな～","8","102011","0","1","8","0","0","0.5","11","8107"
"","8","0","","","","","","","91","8108"
"psy_idle_joy2","8","102011","","","1","","0.2","","3","8109"
"psy_talk_sad","8","103631","","","1","","0.2","","3","8110"
"vo_minigame_1008_drama_0819","8","vo_minigame_1008","","0","0","","","","21","8111"
"うぅ……わかったよ、\n私も一緒に作ります。","8","103631","0","1","8","0","0","0.5","11","8112"
"","8","0","","","","","","","91","8113"
"psy_idle_sad","8","103631","","","1","","0.2","","3","8114"
"psy_miyako_joy1","8","119931","","","1","","0.2","","3","8115"
"vo_minigame_1008_drama_0805","8","vo_minigame_1008","","0","0","","","","21","8116"
"やったの！\n手下が一気に３人も増えたの！","8","119931","0","1","6","0","0","0.5","11","8117"
"","8","0","","","","","","","91","8118"
"0","8","0","","","","","","","22","8119"
"","8","1","","","","","","","93","8120"
"","8","0","","","","","","","91","8121"
"119931","9","1","0","-300","100","-200","1.7","psy_miyako_idle","1","9001"
"1","9","1","1","185","100","-220","1.7","psy_idle_normal","5","9002"
"11","9","1","","0","0","1","1","","31","9003"
"","9","1","","","","","","","93","9004"
"psy_miyako_thinking4","9","119931","","","1","","0.2","","3","9005"
"vo_minigame_1008_drama_0901","9","vo_minigame_1008","","0","0","","","","21","9006"
"むぅ……おいしいプリンを作るのは\nなかなか難しいの。\nミヤコのアイデアもなくなりそうなの！","9","119931","0","1","5","0","0","1","11","9007"
"1","9","6","","","","","","","93","9008"
"psy_miyako_sad2","9","119931","","","1","","0.2","","3","9009"
"","9","9007","","","","","","","91","9010"
"0","9","0","","","","","","","22","9011"
"psy_miyako_talk_joy1","9","119931","","","1","","0.2","","3","9012"
"vo_minigame_1008_drama_0902","9","vo_minigame_1008","","0","0","","","","21","9013"
"オマエ、たくさん知り合いいるの。\n何かプリンのヒントになるようなものを\n持ってくるの！","9","119931","0","1","6","0","0","0.5","11","9014"
"1","9","6","","","","","","","93","9015"
"psy_miyako_guts2_in","9","119931","0","psy_miyako_guts2_loop","0","1","0.2","","3","9016"
"","9","9014","","","","","","","91","9017"
"0","9","0","","","","","","","22","9018"
"11","9","1","0","0","1","0","0","0","12","9019"
"psy_talk_guts2","9","1","0","psy_idle_guts2","0","1","0.2","","3","9020"
"","9","2","","","","","","","93","9021"
"0","9","1","","","","","","","4","9022"
"psy_run","9","1","","","1","","0.2","","3","9023"
"1000","9","1","","3","-220","0","","","2","9024"
"","9","4","","","","","","","93","9025"
"1","9","1","","","","","","","4","9026"
"psy_item01_run","9","1","","","1","","0.2","","3","9027"
"185","9","1","","3","-220","0","","","2","9028"
"","9","3","","","","","","","93","9029"
"psy_item01_up","9","1","0","psy_item01_up_loop","0","1","0.2","","3","9030"
"","9","0.5","","","","","","","93","9031"
"9033","9","手錠とムチを持ってきた。","","","0","","","","103","9032"
"psy_miyako_anger2","9","119931","","","1","","0.2","","3","9033"
"vo_minigame_1008_drama_0903","9","vo_minigame_1008","","0","0","","","","21","9034"
"い、いきなり何を持ってくるの！\nオマエはヘンタイなの！？\n見損なったの！","9","119931","0","1","6","0","0","0.5","11","9035"
"","9","0","","","","","","","91","9036"
"0","9","0","","","","","","","22","9037"
"10","9","1","0","0","2","0","0","0","12","9038"
"psy_item01_up_loop_talk","9","1","","","1","","0.2","","3","9039"
"","9","3","","","","","","","93","9040"
"psy_item01_up_loop","9","1","","","1","","0.2","","3","9041"
"psy_miyako_thinking4","9","119931","","","1","","0.2","","3","9042"
"vo_minigame_1008_drama_0904","9","vo_minigame_1008","","0","0","","","","21","9043"
"…………え？\n手錠とムチを持ってる知り合いが\nいるの？\nオマエ、本当に大丈夫なの？","9","119931","0","1","5","0","0","0.5","11","9044"
"1","9","6","","","","","","","93","9045"
"psy_miyako_talk4","9","119931","","","1","","0.2","","3","9046"
"","9","9044","","","","","","","91","9047"
"0","9","0","","","","","","","22","9048"
"","9","1","","","","","","","93","9049"
"","9","0","","","","","","","91","9050"
"119931","10","1","0","-300","100","-200","1.7","psy_miyako_idle","1","10001"
"1","10","1","1","1000","100","-220","1.7","psy_idle_normal","5","10002"
"11","10","1","","0","0","1","1","","31","10003"
"","10","2","","","","","","","93","10004"
"psy_item02_run","10","1","","","1","","0.2","","3","10005"
"185","10","1","","3","-220","0","","","2","10006"
"","10","3","","","","","","","93","10007"
"psy_item02_up","10","1","0","psy_item02_up_loop","0","1","0.2","","3","10008"
"","10","0.5","","","","","","","93","10009"
"10011","10","ヒントになりそうなものだよ。","","","0","","","","103","10010"
"psy_miyako_anger3","10","119931","","","1","","0.2","","3","10011"
"vo_minigame_1008_drama_1001","10","vo_minigame_1008","","0","0","","","","21","10012"
"また変なもの持ってきたら許さないの！\n……ん？　木の実？\nまともなもの持ってきたの！\n褒めてやるの！","10","119931","0","1","5","0","0","0.5","11","10013"
"1","10","4","","","","","","","93","10014"
"psy_miyako_talk2","10","119931","","","1","","0.2","","3","10015"
"1","10","2.5","","","","","","","93","10016"
"psy_miyako_talk_joy1","10","119931","","","1","","0.2","","3","10017"
"","10","10013","","","","","","","91","10018"
"0","10","0","","","","","","","22","10019"
"psy_miyako_thinking1","10","119931","","","1","","0.2","","3","10020"
"vo_minigame_1008_drama_1002","10","vo_minigame_1008","","0","0","","","","21","10021"
"でもなんの実なの？\nドングリはわかるけど、\nこっちの赤い実は知らないの。","10","119931","0","1","5","0","0","0.5","11","10022"
"","10","0","","","","","","","91","10023"
"0","10","0","","","","","","","22","10024"
"6","10","1","0","0","3","0","0","0","12","10025"
"psy_item02_up_loop_talk","10","1","","","1","","0.2","","3","10026"
"","10","3","","","","","","","93","10027"
"psy_item02_up_loop","10","1","","","1","","0.2","","3","10028"
"psy_miyako_sad1","10","119931","","","1","","0.2","","3","10029"
"vo_minigame_1008_drama_1003","10","vo_minigame_1008","","0","0","","","","21","10030"
"食べると火を吹く実？\nなんでそんな危ない物持ってきたの！\nやっぱりオマエは使えないの～！","10","119931","0","1","6","0","0","0.5","11","10031"
"1","10","3","","","","","","","93","10032"
"psy_miyako_anger2","10","119931","","","1","","0.2","","3","10033"
"","10","10031","","","","","","","91","10034"
"0","10","0","","","","","","","22","10035"
"","10","1","","","","","","","93","10036"
"","10","0","","","","","","","91","10037"
"119931","11","1","0","-300","100","-200","1.7","psy_miyako_idle","1","11001"
"1","11","1","1","1000","100","-220","1.7","psy_idle_normal","5","11002"
"11","11","1","","0","0","1","1","","31","11003"
"","11","2","","","","","","","93","11004"
"psy_item03_run","11","1","","","1","","0.2","","3","11005"
"185","11","1","","3","-220","0","","","2","11006"
"","11","3","","","","","","","93","11007"
"psy_item03_up","11","1","0","psy_item03_up_loop","0","1","0.2","","3","11008"
"","11","0.5","","","","","","","93","11009"
"11011","11","ヒントになりそうなものだよ。","","","0","","","","103","11010"
"psy_miyako_talk3","11","119931","","","1","","0.2","","3","11011"
"vo_minigame_1008_drama_1101","11","vo_minigame_1008","","0","0","","","","21","11012"
"３度目の正直ってやつなの？\n今度こそまともなもの持ってこないと\nオマエをプリンにしてやるの。","11","119931","0","1","6","0","0","1","11","11013"
"1","11","4","","","","","","","93","11014"
"psy_miyako_panic3","11","119931","","","1","","0.2","","3","11015"
"","11","11013","","","","","","","91","11016"
"0","11","0","","","","","","","22","11017"
"psy_miyako_thinking1","11","119931","","","1","","0.2","","3","11018"
"vo_minigame_1008_drama_1102","11","vo_minigame_1008","","0","0","","","","21","11019"
"それで、オマエが手に持ってる紙は\nなんなの？\nおいしいプリンのレシピなの？","11","119931","0","1","6","0","0","0.5","11","11020"
"","11","0","","","","","","","91","11021"
"0","11","0","","","","","","","22","11022"
"11024","11","台本とシフト表","","","0","","","","103","11023"
"psy_miyako_talk4","11","119931","","","1","","0.2","","3","11024"
"vo_minigame_1008_drama_1103","11","vo_minigame_1008","","0","0","","","","21","11025"
"……プリン作りに\nまったく役立たないの。\nオマエに頼ったミヤコが間違ってたの。","11","119931","0","1","6","0","0","0.5","11","11026"
"","11","0","","","","","","","91","11027"
"0","11","0","","","","","","","22","11028"
"psy_miyako_sad1","11","119931","","","1","","0.2","","3","11029"
"vo_minigame_1008_drama_1104","11","vo_minigame_1008","","0","0","","","","21","11030"
"これもオマエの知り合いに関係あるの？\nオマエの知り合いは\n変なヤツばっかりなの！","11","119931","0","1","6","0","0","0.5","11","11031"
"","11","0","","","","","","","91","11032"
"0","11","0","","","","","","","22","11033"
"psy_miyako_talk_joy1","11","119931","","","1","","0.2","","3","11034"
"vo_minigame_1008_drama_1105","11","vo_minigame_1008","","0","0","","","","21","11035"
"でもミヤコはやさしいから、\nオマエの使えないヒントからでも\nおいしいプリンを作ってやるの！\n感謝するの！","11","119931","0","1","6","0","0","0.5","11","11036"
"1","11","5","","","","","","","93","11037"
"psy_miyako_doya_in","11","119931","0","psy_miyako_doya_loop","0","1","0.2","","3","11038"
"","11","11036","","","","","","","91","11039"
"0","11","0","","","","","","","22","11040"
"","11","1.5","","","","","","","93","11041"
"","11","0","","","","","","","91","11042"
