e1beabb179d8316cfc6e16207ca9559ee05c09aac8831329e23ab63865edc020,76d6a7ed3a41505085a388789785a5c0f72e36f0d4e9e5e08ca260af6c544a6c,83bb8d51dcdf1a2d9ec4836eab4326c073d83b3e29422891198878c192af8f9a,28596a9bb46e1988502c659372ed77f7856248ede33961248c2e48642c2159f6,01d6d5c317e12bd4e90a6ebe3b9683a379ca09df6defcf42814ee425372655e8,8c7f664e3f0ed82e2d0ccbf60401982388e3b7997a965b3a2dc1a2f0a274b8b3,a844a0c09f11f852b6554f80c26e3aa0a8f0a767783ca75b15e2c6462d135c80,6efbf240f1154f92c48a0cb0448a39e871b8b28367e371279f1974e37e4d43d4,4ebb787918cf237a3162268d14d6e8b994682fbd1f3a77325ce1d662af22d697,e41493775cc73bf17141969ec08f35f2be218c0ebee34f7ae6c53e3da3fa92b4,3ac124372c0897224a5cdd74c02e1b895a8f88ea0c99fccb892106c71f6160cd,1b75b57659375c92c389ea99234bb3b5091b9e58c2edaa02870f788db876f98e
"260612025","65","0","250","スペシャルダンジョンのバトルを20回クリアしよう","20","3","5","26061","2026/06/17 12:00:00","2026/06/22 04:59:59","202"
"260612026","65","0","300","スペシャルダンジョンのバトルを30回クリアしよう","30","3","5","26061","2026/06/17 12:00:00","2026/06/22 04:59:59","203"
"260612027","65","0","400","スペシャルダンジョンのバトルを40回クリアしよう","40","3","5","26061","2026/06/17 12:00:00","2026/06/22 04:59:59","204"
"260612028","65","0","500","スペシャルダンジョンのバトルを50回クリアしよう","50","3","5","26061","2026/06/17 12:00:00","2026/06/22 04:59:59","205"
"260612029","70","0","1000","エルピス討魔戦線でボスバトルを30回クリアしよう","30","3","5","26061","2026/06/10 12:00:00","2026/06/15 04:59:59","301"
"260612030","70","0","2000","エルピス討魔戦線でボスバトルを75回クリアしよう","75","3","5","26061","2026/06/10 12:00:00","2026/06/15 04:59:59","302"
"260612031","61","0","100","イベントクエストを合計10回クリアしよう（復刻は除く）","10","3","5","26061","2026/05/31 12:00:00","2026/06/23 04:59:59","401"
"260612032","61","0","200","イベントクエストを合計30回クリアしよう（復刻は除く）","30","3","5","26061","2026/05/31 12:00:00","2026/06/23 04:59:59","402"
"260612033","61","0","300","イベントクエストを合計50回クリアしよう（復刻は除く）","50","3","5","26061","2026/05/31 12:00:00","2026/06/23 04:59:59","403"
"260612034","61","0","400","イベントクエストを合計100回クリアしよう（復刻は除く）","100","3","5","26061","2026/05/31 12:00:00","2026/06/23 04:59:59","404"
"260612035","61","0","1000","イベントクエストを合計150回クリアしよう（復刻は除く）","150","3","5","26061","2026/05/31 12:00:00","2026/06/23 04:59:59","405"
"260612036","62","0","1000","ストーリーイベントのボスバトル(SCENARIO)をクリアしよう（復刻は除く）","1","3","5","26061","2026/05/31 12:00:00","2026/06/23 04:59:59","406"
"260612037","63","0","1000","ストーリーイベントのボスバトル(SPECIAL)をクリアしよう（復刻は除く）","1","3","5","26061","2026/05/31 12:00:00","2026/06/23 04:59:59","407"
"260612038","64","5217007","1000","ストーリーイベントの最終話を閲覧しよう（復刻は除く）","1","3","5","26061","2026/05/31 12:00:00","2026/06/23 04:59:59","408"
"260612039","58","0","500","クランバトルに合計3回挑戦しよう","3","3","5","26061","2026/06/25 05:00:00","2026/06/29 23:59:59","501"
"260612040","58","0","500","クランバトルに合計6回挑戦しよう","6","3","5","26061","2026/06/25 05:00:00","2026/06/29 23:59:59","502"
"260612041","58","0","500","クランバトルに合計9回挑戦しよう","9","3","5","26061","2026/06/25 05:00:00","2026/06/29 23:59:59","503"
"260612042","58","0","500","クランバトルに合計12回挑戦しよう","12","3","5","26061","2026/06/25 05:00:00","2026/06/29 23:59:59","504"
"260612043","58","0","1000","クランバトルに合計15回挑戦しよう","15","3","5","26061","2026/06/25 05:00:00","2026/06/29 23:59:59","505"
"260612044","71","0","500","追憶の戦域 追憶戦・覇を3回クリアしよう","3","3","5","26061","2026/06/01 12:00:00","2026/06/30 04:59:59","601"
"260612045","71","0","750","追憶の戦域 追憶戦・覇を6回クリアしよう","6","3","5","26061","2026/06/01 12:00:00","2026/06/30 04:59:59","602"
"260612046","71","0","1000","追憶の戦域 追憶戦・覇を9回クリアしよう","9","3","5","26061","2026/06/01 12:00:00","2026/06/30 04:59:59","603"
"260612047","71","0","1250","追憶の戦域 追憶戦・覇を12回クリアしよう","12","3","5","26061","2026/06/01 12:00:00","2026/06/30 04:59:59","604"
"260612048","71","0","1500","追憶の戦域 追憶戦・覇を18回クリアしよう","18","3","5","26061","2026/06/01 12:00:00","2026/06/30 04:59:59","605"
"260612049","71","0","2000","追憶の戦域 追憶戦・覇を27回クリアしよう","27","3","5","26061","2026/06/01 12:00:00","2026/06/30 04:59:59","606"
"260712001","44","0","500","ゲームに合計5回ログインしよう","5","2","4","26071","2026/06/30 05:00:00","2026/07/28 04:59:59","11"
"260712002","46","0","200","スタミナを合計1000消費しよう","1000","2","4","26071","2026/06/30 05:00:00","2026/07/28 04:59:59","12"
"260712003","46","0","400","スタミナを合計3000消費しよう","3000","2","4","26071","2026/06/30 05:00:00","2026/07/28 04:59:59","13"
"260712004","46","0","600","スタミナを合計5000消費しよう","5000","2","4","26071","2026/06/30 05:00:00","2026/07/28 04:59:59","14"
"260712005","53","0","200","バトルアリーナかプリンセスアリーナで合計5回戦おう","5","2","4","26071","2026/06/30 05:00:00","2026/07/28 04:59:59","18"
"260712006","53","0","400","バトルアリーナかプリンセスアリーナで合計10回戦おう","10","2","4","26071","2026/06/30 05:00:00","2026/07/28 04:59:59","19"
"260712007","53","0","600","バトルアリーナかプリンセスアリーナで合計20回戦おう","20","2","4","26071","2026/06/30 05:00:00","2026/07/28 04:59:59","20"
"260712008","50","0","200","深域クエストを50回クリアしよう","50","2","4","26071","2026/06/30 05:00:00","2026/07/28 04:59:59","21"
"260712009","50","0","400","深域クエストを100回クリアしよう","100","2","4","26071","2026/06/30 05:00:00","2026/07/28 04:59:59","22"
"260712010","50","0","600","深域クエストを250回クリアしよう","250","2","4","26071","2026/06/30 05:00:00","2026/07/28 04:59:59","23"
"260712011","54","0","500","黎明界ラビリンスをスキップせずに1回クリアしよう","1","2","4","26071","2026/06/30 05:00:00","2026/07/28 04:59:59","24"
"260712012","59","0","100","深淵討伐戦でボスに10回挑戦しよう","10","3","5","26071","2026/07/03 12:00:00","2026/07/08 04:59:59","101"
"260712013","59","0","200","深淵討伐戦でボスに20回挑戦しよう","20","3","5","26071","2026/07/03 12:00:00","2026/07/08 04:59:59","102"
"260712014","59","0","300","深淵討伐戦でボスに30回挑戦しよう","30","3","5","26071","2026/07/03 12:00:00","2026/07/08 04:59:59","103"
"260712015","59","0","400","深淵討伐戦でボスに40回挑戦しよう","40","3","5","26071","2026/07/03 12:00:00","2026/07/08 04:59:59","104"
"260712016","59","0","500","深淵討伐戦でボスに50回挑戦しよう","50","3","5","26071","2026/07/03 12:00:00","2026/07/08 04:59:59","105"
"260712017","59","0","1000","深淵討伐戦でボスに60回挑戦しよう","60","3","5","26071","2026/07/03 12:00:00","2026/07/08 04:59:59","106"
"260712018","60","1000000000","100","深淵討伐戦で10億Pt獲得しよう","1","3","5","26071","2026/07/03 12:00:00","2026/07/08 04:59:59","107"
"260712019","60","5000000000","200","深淵討伐戦で50億Pt獲得しよう","1","3","5","26071","2026/07/03 12:00:00","2026/07/08 04:59:59","108"
"260712020","60","10000000000","300","深淵討伐戦で100億Pt獲得しよう","1","3","5","26071","2026/07/03 12:00:00","2026/07/08 04:59:59","109"
"260712021","60","15000000000","400","深淵討伐戦で150億Pt獲得しよう","1","3","5","26071","2026/07/03 12:00:00","2026/07/08 04:59:59","110"
"260712022","60","20000000000","500","深淵討伐戦で200億Pt獲得しよう","1","3","5","26071","2026/07/03 12:00:00","2026/07/08 04:59:59","111"
"260712023","60","50000000000","1000","深淵討伐戦で500億Pt獲得しよう","1","3","5","26071","2026/07/03 12:00:00","2026/07/08 04:59:59","112"
"260712024","70","0","1000","エルピス討魔戦線でボスバトルを30回クリアしよう","30","3","5","26071","2026/07/10 12:00:00","2026/07/15 04:59:59","301"
"260712025","70","0","2000","エルピス討魔戦線でボスバトルを75回クリアしよう","75","3","5","26071","2026/07/10 12:00:00","2026/07/15 04:59:59","302"
"260712026","66","0","100","次元断層で1回勝利しよう（トレジャークエストは除く）","1","3","5","26071","2026/07/17 12:00:00","2026/07/22 20:59:59","201"
"260712027","66","0","100","次元断層で5回勝利しよう（トレジャークエストは除く）","5","3","5","26071","2026/07/17 12:00:00","2026/07/22 20:59:59","202"
"260712028","66","0","200","次元断層で10回勝利しよう（トレジャークエストは除く）","10","3","5","26071","2026/07/17 12:00:00","2026/07/22 20:59:59","203"
"260712029","66","0","300","次元断層で15回勝利しよう（トレジャークエストは除く）","15","3","5","26071","2026/07/17 12:00:00","2026/07/22 20:59:59","204"
"260712030","66","0","400","次元断層で20回勝利しよう（トレジャークエストは除く）","20","3","5","26071","2026/07/17 12:00:00","2026/07/22 20:59:59","205"
"260712031","66","0","500","次元断層で25回勝利しよう（トレジャークエストは除く）","25","3","5","26071","2026/07/17 12:00:00","2026/07/22 20:59:59","206"
"260712032","61","0","100","イベントクエストを合計10回クリアしよう（復刻は除く）","10","3","5","26071","2026/06/30 12:00:00","2026/07/23 04:59:59","401"
"260712033","61","0","200","イベントクエストを合計30回クリアしよう（復刻は除く）","30","3","5","26071","2026/06/30 12:00:00","2026/07/23 04:59:59","402"
"260712034","61","0","300","イベントクエストを合計50回クリアしよう（復刻は除く）","50","3","5","26071","2026/06/30 12:00:00","2026/07/23 04:59:59","403"
"260712035","61","0","400","イベントクエストを合計100回クリアしよう（復刻は除く）","100","3","5","26071","2026/06/30 12:00:00","2026/07/23 04:59:59","404"
"260712036","61","0","1000","イベントクエストを合計150回クリアしよう（復刻は除く）","150","3","5","26071","2026/06/30 12:00:00","2026/07/23 04:59:59","405"
"260712037","62","0","1000","ストーリーイベントのボスバトル(SCENARIO)をクリアしよう（復刻は除く）","1","3","5","26071","2026/06/30 12:00:00","2026/07/23 04:59:59","406"
"260712038","63","0","1000","ストーリーイベントのボスバトル(SPECIAL)をクリアしよう（復刻は除く）","1","3","5","26071","2026/06/30 12:00:00","2026/07/23 04:59:59","407"
"260712039","64","5218007","1000","ストーリーイベントの最終話を閲覧しよう（復刻は除く）","1","3","5","26071","2026/06/30 12:00:00","2026/07/23 04:59:59","408"
"260712040","58","0","500","クランバトルに合計3回挑戦しよう","3","3","5","26071","2026/07/26 05:00:00","2026/07/30 23:59:59","501"
"260712041","58","0","500","クランバトルに合計6回挑戦しよう","6","3","5","26071","2026/07/26 05:00:00","2026/07/30 23:59:59","502"
"260712042","58","0","500","クランバトルに合計9回挑戦しよう","9","3","5","26071","2026/07/26 05:00:00","2026/07/30 23:59:59","503"
"260712043","58","0","500","クランバトルに合計12回挑戦しよう","12","3","5","26071","2026/07/26 05:00:00","2026/07/30 23:59:59","504"
"260712044","58","0","1000","クランバトルに合計15回挑戦しよう","15","3","5","26071","2026/07/26 05:00:00","2026/07/30 23:59:59","505"
"260712045","71","0","500","追憶の戦域 追憶戦・覇を3回クリアしよう","3","3","5","26071","2026/07/06 12:00:00","2026/07/31 04:59:59","601"
"260712046","71","0","750","追憶の戦域 追憶戦・覇を6回クリアしよう","6","3","5","26071","2026/07/06 12:00:00","2026/07/31 04:59:59","602"
"260712047","71","0","1000","追憶の戦域 追憶戦・覇を9回クリアしよう","9","3","5","26071","2026/07/06 12:00:00","2026/07/31 04:59:59","603"
"260712048","71","0","1250","追憶の戦域 追憶戦・覇を12回クリアしよう","12","3","5","26071","2026/07/06 12:00:00","2026/07/31 04:59:59","604"
"260712049","71","0","1500","追憶の戦域 追憶戦・覇を18回クリアしよう","18","3","5","26071","2026/07/06 12:00:00","2026/07/31 04:59:59","605"
"260712050","71","0","2000","追憶の戦域 追憶戦・覇を27回クリアしよう","27","3","5","26071","2026/07/06 12:00:00","2026/07/31 04:59:59","606"
