7f223e859bdb1407ba363e07f3f0b2bd685c658f7f2ccb040e8aa1a03f2142df,d867c461ca5288a3edb4884a1ecddb50bb8dbb88dda71b5deccb10c23b1a8948,10ef2a09fbab93a5bd428cf9845916630325791315501162f918ce42a8f79631,10216d95b2c97b7482e388b306c7c98cb54efd116a5c6b3cfd63a911c69b48ec,bff103eb19bb2471ba35c9080bd961fdf09ab3113bc80f2666a739d24ed9dfce,91032c72c36d9dec09077c5a107db1f106fff739082ea7a1b0f295f23db6617d,500f40a9ce778431cd5ae7a85ea78b9ba4128fde53910b2e9ac0f694ec86e0e9,a4542bd1a7ace5025777419d4b23030ae00526c28f15ece7f61f4feaa2ee2b12,4cefa1a4ed6a2b1cc1053ef0e1509c67b6f1e476fcd1f0bd97174d1602fcbab7,5428b9272cb3a65186f0c044f2fd288c79c8f5b5ccbd34917b2bbc52c35ec587,3203aa38061a042b6ef570ad93ef2a5f6b7aabc7998878abff1ef79ae4f01e5d
"","62157","","","wish_talk_joy","131011","3","","0.2","1","5146062"
"","62158","0","","vo_apg_0214","vo_apg","21","","","0","5146062"
"1","62159","1","0","なんやよう分からへんけど…\n楽しんでくれたならよかったわ～♪","131011","11","0","0","10","5146062"
"","62160","","","","0","91","","","","5146062"
"","62161","","","0","0","22","","","","5146062"
"","62162","","","wish_idle_joy","131011","3","","0.2","1","5146062"
"0","62163","0","0","10","100911","12","0","-30","2","5146062"
"0","62164","0","0","7","131011","12","0","0","2","5146062"
"","62165","","","0","2","93","","","","5146062"
"","62166","","","","62167","101","","","","5146062"
"","62167","","","0.2","0","22","","","","5146062"
"-288","63001","-10","walk_surprise_sad_blue","106611","1","1","1","1.8","110","5146063"
"-288","63002","-10","walk_surprise_sad_blue","1066","3","5","1","1.8","111","5146063"
"-288","63003","260","idle_normal_noface","130911","1","1","1","1.8","100","5146063"
"-288","63004","260","idle_normal_kururu","99","1","5","1","1.8","101","5146063"
"-268","63005","-420","empty","126411","1","1","0","1.8","103","5146063"
"-268","63006","-420","empty","98","1","5","0","1.8","113","5146063"
"","63007","","","210","106611","13","","","","5146063"
"","63008","","","200","130911","13","","","","5146063"
"","63009","","","203","126411","13","","","","5146063"
"-174","63010","0","idle","7","7","5","0","0.85","15","5146063"
"156","63011","0","empty","20","20","5","0","1","210","5146063"
"66","63012","0","empty","22","22","5","0","1","211","5146063"
"153","63013","0","empty","211","21","5","0","1","60","5146063"
"0","63014","0","empty","212","21","5","0","1","190","5146063"
"1","63015","0","","1","1","31","","1","0","5146063"
"1","63016","-57.7","","2","2","31","","1","0","5146063"
"","63017","","","black","2","37","","","","5146063"
"1","63018","0","","10","10","31","","0","0","5146063"
"1","63019","-268","","16","16","31","","0","-420","5146063"
"1","63020","0","","20","20","31","","1","0","5146063"
"","63021","","","20","20","36","","","","5146063"
"","63022","","","22","20","36","","","","5146063"
"","63023","","","0","0","91","","","","5146063"
"","63024","","","0","0","102","","","0","5146063"
"","63025","","","0","0.4","93","","","","5146063"
"","63026","","","iris_out","2","37","","","","5146063"
"0","63027","2.5","","-260","106611","2","","","-288","5146063"
"0","63028","2.5","","-260","1066","2","","","-288","5146063"
"","63029","","","0","2.5","93","","","","5146063"
"","63030","","","sad_idle_blue","106611","3","","0.2","1","5146063"
"0","63031","","","sad_idle_blue","1066","3","","0.2","1","5146063"
"","63032","","","0","0.1","93","","","","5146063"
"","63033","","","tired_talk1","106611","3","","0.2","1","5146063"
"","63034","","","tired_talk1","1066","3","","0.2","1","5146063"
"","63035","0","","vo_apg_0301","vo_apg","21","","","0","5146063"
"1","63036","1","0","ふうううう…ヤ、ヤバかったです…\nこんなゴッツいコースターを作っといて\nなーにが楽しい楽しい\nグランドリームパーク♪　ですか！","106611","11","0","0","10","5146063"
"","63037","","","","0","91","","","","5146063"
"","63038","","","tired_talk2","106611","3","","0.2","1","5146063"
"","63039","","","tired_talk2","1066","3","","0.2","1","5146063"
"","63040","0","","vo_apg_0302","vo_apg","21","","","0","5146063"
"1","63041","1","0","あんなに激しいなんてきいてねーです…\n危うく中身がちょっと\n出ちまうとこでしたよ…","106611","11","0","0","10","5146063"
"","63042","","","","0","91","","","","5146063"
"","63043","","","tired_idle","106611","3","","0.2","1","5146063"
"","63044","","","tired_idle","1066","3","","0.2","1","5146063"
"","63045","","","talk_normal","130911","3","","0.2","1","5146063"
"","63046","","","talk_normal","99","3","","0.2","1","5146063"
"","63047","0","","vo_apg_0303","vo_apg","21","","","0","5146063"
"1","63048","1","0","イノリさん♪\n当園のアトラクションはどうでしたか？\n楽しんでいただけてますですか？","130911","11","0","0","10","5146063"
"","63049","","","","0","91","","","","5146063"
"","63050","","","idle_normal","130911","3","","0.2","1","5146063"
"","63051","","","coaster_3_in","211","3","","0","0","5146063"
"","63052","","","0","106611","4","","","","5146063"
"","63053","","","0","1066","4","","","","5146063"
"1","63054","doya_talk_nervous_furimuki","","doya_in_nervous_furimuki","106611","3","0","0","0","5146063"
"1","63055","doya_talk_nervous_furimuki","","doya_in_nervous_furimuki","1066","3","0","0","0","5146063"
"","63056","0","","vo_apg_0304","vo_apg","21","","","0","5146063"
"1","63057","1","0","ふっ…まあ？　あたしにかかれば\nこんなザコザココースターなんて\nお兄さんくらいちょろいですよ","106611","11","0","0","10","5146063"
"","63058","","","","0","91","","","","5146063"
"","63059","","","cool_talk_dere","106611","3","","0.2","1","5146063"
"","63060","","","cool_talk_dere","1066","3","","0.2","1","5146063"
"","63061","0","","vo_apg_0305","vo_apg","21","","","0","5146063"
"1","63062","1","0","もっとスリルがほしいとこですが、\nま、こんなもんですよねー！","106611","11","0","0","10","5146063"
"","63063","","","","0","91","","","","5146063"
"","63064","","","cool_idle_doya","106611","3","","0.2","1","5146063"
"","63065","","","cool_idle_doya","1066","3","","0.2","1","5146063"
"","63066","","","coaster_3_out","211","3","","0","0","5146063"
"","63067","","","kururu_sad_talk","130911","3","","0.2","1","5146063"
"","63068","","","kururu_sad_talk","99","3","","0.2","1","5146063"
"","63069","0","","vo_apg_0306","vo_apg","21","","","0","5146063"
"1","63070","1","0","そうですか～、それは残念です…\nお客さんに楽しんでもらうためには\n手段は選んでいられません…\nクローチェさーん！","130911","11","0","0","10","5146063"
"","63071","","","","0","91","","","","5146063"
"","63072","","","0","0","22","","","","5146063"
"","63073","","","idle_normal_noface","130911","3","","0.2","1","5146063"
"","63074","","","idle_normal_kururu","99","3","","0.2","1","5146063"
"","63075","","","cool_idle_surprise","106611","3","","0.2","1","5146063"
"","63076","","","cool_idle_surprise","1066","3","","0.2","1","5146063"
"1","63077","kuroche_pose_talk_anger","","kuroche_appear","126411","3","0","0","0","5146063"
"1","63078","kuroche_pose_talk_anger","","kuroche_appear","98","3","0","0","0","5146063"
"","63079","","","0","0.5","93","","","","5146063"
"","63080","","","15","15","122","","","0.5","5146063"
"","63081","","","1","16","32","","","","5146063"
"","63082","","","inori_dodge_in","106611","3","","0","0","5146063"
"","63083","","","inori_dodge_in","1066","3","","0","0","5146063"
"","63084","","","0","0.6","93","","","","5146063"
"","63085","0","","vo_apg_0307","vo_apg","21","","","0","5146063"
"1","63086","1","0","はーいっ！\n…ふむふむ、なるほど…\n話は聞かせてもらいましたっ！\nここはわたしにお任せくださいっ！","126411","11","0","20","10","5146063"
"","63087","","","","0","91","","","","5146063"
"","63088","","","kuroche_pose_idle_doya","126411","3","","0.2","1","5146063"
"1","63089","inori_anger_talk","","inori_dodge_out","106611","3","0","0.1","0","5146063"
"1","63090","inori_anger_talk","","inori_dodge_out","1066","3","0","0.1","0","5146063"
"","63091","0","","vo_apg_0308","vo_apg","21","","","0","5146063"
"1","63092","1","0","は？　いや、こっちは全然\n話がみえねーんですけど…","106611","11","0","0","10","5146063"
"","63093","","","","0","91","","","","5146063"
"","63094","","","inori_anger_idle","106611","3","","0.2","1","5146063"
"","63095","","","inori_anger_idle","1066","3","","0.2","1","5146063"
"","63096","","","kururu_guid_talk","130911","3","","0.2","1","5146063"
"","63097","","","kururu_guid_talk","99","3","","0.2","1","5146063"
"","63098","0","","vo_apg_0309","vo_apg","21","","","0","5146063"
"1","63099","1","0","ではでは、イノリさんには\nスリル溢れる空の旅を\n楽しんでいただきます！\nということで、お願いします！","130911","11","0","0","10","5146063"
"","63100","","","","0","91","","","","5146063"
"","63101","","","idle_normal_noface","130911","3","","0.2","1","5146063"
"","63102","","","idle_normal_kururu","99","3","","0.2","1","5146063"
"","63103","","","low","16","37","","","","5146063"
"","63104","","","se_10055900_chroche_01","se_10055900","23","","","1","5146063"
"1","63105","inori_jitabata_loop","","inori_jitabata_in","106611","3","0","0.2","0","5146063"
"1","63106","inori_jitabata_loop","","inori_jitabata_in","1066","3","0","0.2","0","5146063"
"1","63107","kuroche_catch_loop","","kuroche_catch_in","126411","3","0","0.2","0","5146063"
"1","63108","kuroche_catch_loop","","kuroche_catch_in","98","3","0","0.2","0","5146063"
"","63109","0","","vo_apg_0310","vo_apg","21","","","0","5146063"
"1","63110","1","0","ではではっ♪\nしっかりつかまっててくださいね～っ♪","126411","11","-27","112","10","5146063"
"","63111","","","","0","91","","","","5146063"
"","63112","","","0","0","22","","","","5146063"
"","63113","","","0.2","se_10055900_chroche_01","24","","","","5146063"
"","63114","","","se_10055900_chroche_02","se_10055900","23","","","0","5146063"
"","63115","","","high","16","37","","","","5146063"
"","63116","","","5","5","122","","","1","5146063"
"","63117","","","0","1","93","","","","5146063"
"","63118","","","inori_jitabata_takeoff","106611","3","","0","0","5146063"
"","63119","","","inori_jitabata_takeoff","1066","3","","0","0","5146063"
"","63120","","","kuroche_catch_takeoff","126411","3","","0","0","5146063"
"","63121","","","kuroche_catch_takeoff","98","3","","0","0","5146063"
"","63122","","","100","100","122","","","0.5","5146063"
"","63123","","","0","0.4","93","","","","5146063"
"","63124","","","0","130911","4","","","","5146063"
"","63125","","","kururu_furimuki_watch","130911","3","","0","0","5146063"
"","63126","","","empty","99","3","","0","0","5146063"
"","63127","","","0","1.5","93","","","","5146063"
"","63128","","","fade_in","2","37","","","","5146063"
"","63129","","","0","1.5","93","","","","5146063"
"","63130","","","empty","98","3","","0","0","5146063"
"","63131","","","se_10055900_chroche_03","se_10055900","23","","","1","5146063"
"","63132","","","coaster_4_in","212","3","","0","0","5146063"
"","63133","","","se_10055900_photo","se_10055900","23","","","0","5146063"
"","63134","","","0","0.3","93","","","","5146063"
"","63135","","","30","30","122","","","0.5","5146063"
"","63136","0","","vo_apg_0311","vo_apg","21","","","0","5146063"
"","63137","","","0311_in","20","3","","0","0","5146063"
"","63138","","","1","3.6","93","","","","5146063"
"","63139","","","0311_mid","20","3","","0","0","5146063"
"","63140","","","","","92","","","","5146063"
"","63141","","","0311_out","20","3","","0","0","5146063"
"","63142","","","0","0.2","93","","","","5146063"
"","63143","","","30","30","122","","","0.5","5146063"
"","63144","0","","vo_apg_0312","vo_apg","21","","","0","5146063"
"","63145","","","0312_in","20","3","","0","0","5146063"
"","63146","","","1","2.4","93","","","","5146063"
"","63147","","","0312_mid","20","3","","0","0","5146063"
"","63148","","","","","92","","","","5146063"
"","63149","","","0312_out","20","3","","0","0","5146063"
"","63150","","","0","0.2","93","","","","5146063"
"","63151","","","scale15","20","37","","","","5146063"
"","63152","","","coaster_4_change","212","3","","0","0","5146063"
"","63153","0","","vo_apg_0313","vo_apg","21","","","0","5146063"
"0","63154","0","","0","20","2","","","76","5146063"
"","63155","","","empty","20","3","","0","1","5146063"
"","63156","","","0313_in","22","3","","0","0","5146063"
"","63157","","","1","2.4","93","","","","5146063"
"","63158","","","0313_mid","22","3","","0","1","5146063"
"","63159","","","","","92","","","","5146063"
"","63160","","","0313_out","22","3","","0","0","5146063"
"","63161","","","0","0.2","93","","","","5146063"
"","63162","","","0","0","22","","","","5146063"
"","63163","","","0.5","se_10055900_chroche_03","24","","","","5146063"
"","63164","","","white","2","37","","","","5146063"
"","63165","","","0","2","93","","","","5146063"
"","63166","","","scale1","20","37","","","","5146063"
"","63167","","","empty","212","3","","0","0","5146063"
"","63168","","","kururu_wish_idle_joy","130911","3","","0.2","1","5146063"
"","63169","","","idle_normal","99","3","","0.2","1","5146063"
"","63170","","","see_guru","106611","3","","0.2","1","5146063"
"","63171","","","see_guru","1066","3","","0.2","1","5146063"
"","63172","","","idle_normal_joy","126411","3","","0.2","1","5146063"
"","63173","","","1","130911","4","","","","5146063"
"0","63174","0","","225","130911","2","","","-278","5146063"
"0","63175","0","","0","106611","2","","","-288","5146063"
"0","63176","0","","0","1066","2","","","-288","5146063"
"0","63177","0","","-225","126411","2","","","-278","5146063"
"","63178","","","0","2","93","","","","5146063"
"","63179","","","joy_talk","126411","3","","0.2","1","5146063"
"","63180","0","","vo_apg_0314","vo_apg","21","","","0","5146063"
"1","63181","1","0","はい！\nスリル満点と評判の\n空の旅、いかがでしたか？","126411","11","0","0","10","5146063"
"","63182","","","","0","91","","","","5146063"
"","63183","","","idle_normal_joy","126411","3","","0.2","1","5146063"
"0","63184","0","","23","2","33","","","-108","5146063"
"","63185","","","iris_end_1","2","37","","","","5146063"
"","63186","","","gakkari","106611","3","","0.2","0","5146063"
"","63187","","","gakkari","1066","3","","0.2","0","5146063"
"","63188","0","","vo_apg_0315","vo_apg","21","","","0","5146063"
"0","63189","0","1.1","うぷ…もう、こりごりですよ…","106611","11","-31","23","4","5146063"
"","63190","","","0","6","93","","","","5146063"
"","63191","","","iris_end_2","2","37","","","","5146063"
"","63192","","","0","1","93","","","","5146063"
"","63193","","","","63194","101","","","","5146063"
"","63194","","","0.2","0","22","","","","5146063"
"-480","64001","-130","walk_normal","105811","1","1","1","1.8","106","5146064"
"-480","64002","-130","walk_normal","1058","6","5","1","1.8","107","5146064"
"-480","64003","130","walk_normal","131511","1","1","1","1.8","103","5146064"
"-278","64004","290","idle_normal_noface","130911","1","1","1","1.8","100","5146064"
"-278","64005","290","idle_normal_kururu","99","1","5","1","1.8","101","5146064"
"","64006","","","206","105811","13","","","","5146064"
"","64007","","","203","131511","13","","","","5146064"
"","64008","","","200","130911","13","","","","5146064"
"-174","64009","0","idle","8","8","5","0","0.85","15","5146064"
"-53","64010","-242","empty","20","20","5","0","1","210","5146064"
"-194","64011","-128","empty","22","22","5","0","1","211","5146064"
"1","64012","0","","1","1","31","","1","0","5146064"
"1","64013","-57.7","","2","2","31","","0","0","5146064"
"1","64014","0","","12","12","31","","0","0","5146064"
"1","64015","0","","13","13","31","","0","0","5146064"
"1","64016","0","","20","20","31","","1","0","5146064"
"","64017","","","105811","20","36","","","","5146064"
"","64018","","","131511","20","36","","","","5146064"
"","64019","","","20","20","36","","","","5146064"
"","64020","","","22","20","36","","","","5146064"
"","64021","","","0","0","91","","","","5146064"
"","64022","","","0","0","102","","","0","5146064"
"","64023","","","1","13","32","","","","5146064"
"","64024","","","scale15","20","37","","","","5146064"
"","64025","","","","2","93","","","","5146064"
"","64026","0","","vo_apg_0401","vo_apg","21","","","0","5146064"
"","64027","","","0401_in","22","3","","0","0","5146064"
"","64028","","","1","2.7","93","","","","5146064"
"","64029","","","0401_mid","22","3","","0","0","5146064"
"","64030","","","","","92","","","","5146064"
"","64031","","","0401_out","22","3","","0","0","5146064"
"","64032","","","0","0.2","93","","","","5146064"
"0","64033","0","","129","22","2","","","-194","5146064"
"","64034","0","","vo_apg_0402","vo_apg","21","","","0","5146064"
"","64035","","","0402_in","22","3","","0","0","5146064"
"","64036","","","1","2.9","93","","","","5146064"
"","64037","","","0402_mid","22","3","","0","0","5146064"
"","64038","","","","","92","","","","5146064"
"","64039","","","0402_out","22","3","","0","0","5146064"
"","64040","","","0","0.2","93","","","","5146064"
"","64041","","","0","0","22","","","","5146064"
"","64042","","","empty","22","3","","0","1","5146064"
"","64043","","","0","0.5","93","","","","5146064"
"","64044","","","1","2","32","","","","5146064"
"","64045","","","fade_in","2","37","","","","5146064"
"","64046","","","0","1","93","","","","5146064"
"","64047","","","0","13","32","","","","5146064"
"","64048","","","scale1","20","37","","","","5146064"
"0","64049","0","","-194","105811","2","","","-298","5146064"
"0","64050","0","","-194","1058","2","","","-298","5146064"
"0","64051","0","","-34","131511","2","","","-288","5146064"
"","64052","","","iris_out","2","37","","","","5146064"
"0","64053","2","","-385","105811","2","","","-298","5146064"
"0","64054","2","","-385","1058","2","","","-298","5146064"
"0","64055","2","","-225","131511","2","","","-288","5146064"
"","64056","","","0","2","93","","","","5146064"
"","64057","","","0","105811","4","","","","5146064"
"","64058","","","0","1058","4","","","","5146064"
"","64059","","","0","131511","4","","","","5146064"
"","64060","","","idle_normal","105811","3","","0.2","1","5146064"
"0","64061","","","idle_normal","1058","3","","0.2","1","5146064"
"","64062","","","idle_normal","131511","3","","0.2","1","5146064"
"","64063","","","0","0.5","93","","","","5146064"
"","64064","","","talk_normal","130911","3","","0.2","1","5146064"
"","64065","","","talk_normal","99","3","","0.2","1","5146064"
"","64066","0","","vo_apg_0403","vo_apg","21","","","0","5146064"
"1","64067","1","0","はい、お疲れさまでしたー♪\n観覧車は楽しんでくださいましたか～？","130911","11","0","0","10","5146064"
"","64068","","","","0","91","","","","5146064"
"","64069","","","kururu_wish_talk_joy","130911","3","","0.2","1","5146064"
"","64070","","","kururu_wish_talk_joy","99","3","","0.2","1","5146064"
"","64071","0","","vo_apg_0404","vo_apg","21","","","0","5146064"
"1","64072","1","0","ジオ・テオゴニアの素晴らしい景色が\n遠くまで見渡せたと思いますです♪","130911","11","0","0","10","5146064"
"","64073","","","","0","91","","","","5146064"
"","64074","","","idle_normal_noface","130911","3","","0.2","1","5146064"
"","64075","","","idle_normal_kururu","99","3","","0.2","1","5146064"
"1","64076","guts2_talk_joy","","guts2_in_joy","105811","3","0","0.2","0","5146064"
"1","64077","guts2_talk_joy","","guts2_in_joy","1058","3","0","0.2","0","5146064"
"","64078","0","","vo_apg_0405","vo_apg","21","","","0","5146064"
"1","64079","1","0","はい！　とっても\nおいしそうでした☆","105811","11","0","0","10","5146064"
"","64080","","","","0","91","","","","5146064"
"","64081","","","guts2_idle_joy","105811","3","","0.2","1","5146064"
"","64082","","","guts2_idle_joy","1058","3","","0.2","1","5146064"
"","64083","","","memory_talk","131511","3","","0.5","1","5146064"
"","64084","0","","vo_apg_0406","vo_apg","21","","","0","5146064"
"1","64085","1","0","おなか。\nぐるる…","131511","11","0","0","10","5146064"
"","64086","","","","0","91","","","","5146064"
"","64087","","","memory_idle","131511","3","","0.2","1","5146064"
"","64088","","","joy_talk","130911","3","","0.2","1","5146064"
"","64089","","","joy_talk","99","3","","0.2","1","5146064"
"","64090","0","","vo_apg_0407","vo_apg","21","","","0","5146064"
"1","64091","1","0","ですよねー♪\n美しい景色ってほんとに\nおいしそうで…おいしそう？","130911","11","0","0","10","5146064"
"","64092","","","","0","91","","","","5146064"
"","64093","","","kururu_joy_slow","130911","3","","0.5","1","5146064"
"","64094","","","anger_idle_anger","131511","3","","0.5","1","5146064"
"","64095","0","","vo_apg_0408","vo_apg","21","","","0","5146064"
"1","64096","1","0","だっしゅ","131511","11","0","0","10","5146064"
"","64097","","","","0","91","","","","5146064"
"","64098","","","walk_jog_dere","131511","3","","0.2","1","5146064"
"0","64099","3","","1100","131511","2","","","-288","5146064"
"","64100","","","0","0.5","93","","","","5146064"
"1","64101","anger_talk_normal2","","notice_in_normal2","105811","3","0.2","0.2","0","5146064"
"1","64102","anger_talk_normal2","","notice_in_normal2","1058","3","0.2","0.2","0","5146064"
"","64103","0","","vo_apg_0409","vo_apg","21","","","0","5146064"
"1","64104","1","0","あっ、待ってください\nプレシアちゃん～！\nわたしも行きます！","105811","11","0","0","10","5146064"
"","64105","","","","0","91","","","","5146064"
"","64106","","","0","0","22","","","","5146064"
"","64107","","","run_dash_doya","105811","3","","0.2","1","5146064"
"","64108","","","run_dash_doya","1058","3","","0.2","1","5146064"
"0","64109","1.8","","1100","105811","2","","","-298","5146064"
"0","64110","1.8","","1100","1058","2","","","-298","5146064"
"","64111","","","0","1.8","93","","","","5146064"
"","64112","","","0","130911","4","","","","5146064"
"1","64113","anger_talk_surprise2_shy","","hawawa","130911","3","0.2","0","0","5146064"
"","64114","0","","vo_apg_0410","vo_apg","21","","","0","5146064"
"1","64115","1","0","はわわっ！？　景色じゃなくて\nグルメを物色してましたですっ！？","130911","11","0","0","10","5146064"
"","64116","","","","0","91","","","","5146064"
"","64117","","","0","0","22","","","","5146064"
"","64118","","","0","0.1","93","","","","5146064"
"","64119","","","alter","1","37","","","","5146064"
"","64120","","","1","12","32","","","","5146064"
"","64121","","","0","0.4","93","","","","5146064"
"0","64122","1","","1","8","6","0","0","1","5146064"
"0","64123","0","","-725","105811","2","","","-278","5146064"
"0","64124","0","","-725","1058","2","","","-278","5146064"
"0","64125","0","","-925","131511","2","","","-278","5146064"
"","64126","","","run_dash_peko","105811","3","","0","1","5146064"
"","64127","","","run_dash_peko","1058","3","","0","1","5146064"
"","64128","","","run_dash_presia","131511","3","","0","1","5146064"
"","64129","","","empty","130911","3","","0","1","5146064"
"0","64130","10","","1185","105811","2","","","-278","5146064"
"0","64131","10","","1185","1058","2","","","-278","5146064"
"0","64132","10","","985","131511","2","","","-278","5146064"
"","64133","","","0","0.3","93","","","","5146064"
"","64134","","","0","0.8","93","","","","5146064"
"","64135","0","","vo_apg_0411","vo_apg","21","","","0","5146064"
"0","64136","0","1","まずはあの屋台から～☆","105811","11","0","40","10","5146064"
"","64137","","","0","3","93","","","","5146064"
"","64138","0","","vo_apg_0412","vo_apg","21","","","0","5146064"
"0","64139","0","1.3","ぜんぶ\nたべるよ","131511","11","0","40","8","5146064"
"","64140","","","0","0.3","93","","","","5146064"
"","64141","","","0","3.6","93","","","","5146064"
"","64142","","","","64143","101","","","","5146064"
"","64143","","","0.2","0","22","","","","5146064"
"-278","65001","-225","wish_idle_normal_lookup","131011","1","1","0","1.8","110","5146065"
"-278","65002","-225","idle_normal","99","1","5","0","1.8","111","5146065"
"-278","65003","-225","idle_normal","98","1","5","0","1.8","109","5146065"
"-278","65004","225","idle_normal_noface","130911","1","1","1","1.8","101","5146065"
"-278","65005","225","idle_normal_kururu","97","1","5","1","1.8","102","5146065"
"-278","65006","225","idle_normal","96","1","5","1","1.8","100","5146065"
"-305","65007","-920","empty","106011","1","1","0","1.85","105","5146065"
"-305","65008","-920","empty","1060","4","5","0","1.85","106","5146065"
"","65009","","","210","131011","13","","","","5146065"
"","65010","","","201","130911","13","","","","5146065"
"","65011","","","205","106011","13","","","","5146065"
"-174","65012","0","idle","8","8","5","0","0.85","15","5146065"
"1","65013","0","","1","1","31","","1","0","5146065"
"","65014","","","0","0","91","","","","5146065"
"","65015","","","0","0","102","","","0","5146065"
"","65016","","","0","1","93","","","","5146065"
"","65017","","","wish_idle_joy_lookup","131011","3","","0.2","1","5146065"
"","65018","0","","vo_apg_0501","vo_apg","21","","","0","5146065"
"1","65019","1","0","くる～\nくる～","131011","11","0","0","10","5146065"
"","65020","","","","0","91","","","","5146065"
"","65021","","","talk_normal_surprise","130911","3","","0.2","1","5146065"
"","65022","","","talk_normal_surprise","97","3","","0.2","1","5146065"
"","65023","0","","vo_apg_0502","vo_apg","21","","","0","5146065"
"1","65024","1","0","どうしたんですか\nマホちゃんさん？","130911","11","0","0","10","5146065"
"","65025","","","","0","91","","","","5146065"
"","65026","","","idle_normal_noface","130911","3","","0.2","1","5146065"
"","65027","","","idle_normal_kururu","97","3","","0.2","1","5146065"
"","65028","","","sad_talk_normalR","131011","3","","0.2","1","5146065"
"","65029","0","","vo_apg_0503","vo_apg","21","","","0","5146065"
"1","65030","1","0","ん、観覧車かいらしな～って。\nくるくる～って","131011","11","0","0","10","5146065"
"","65031","","","","0","91","","","","5146065"
"1","65032","notice_loop_normal2","","notice_in_normal2","131011","3","0","0.2","0","5146065"
"","65033","0","","vo_apg_0504","vo_apg","21","","","0","5146065"
"1","65034","1","0","せや♪","131011","11","0","0","10","5146065"
"","65035","","","","0","91","","","","5146065"
"","65036","","","kururu_wish_idle_light","130911","3","","0.2","1","5146065"
"","65037","","","kururu_wish_idle_light","97","3","","0.2","1","5146065"
"1","65038","maho_kururinpa_loop","","maho_kururinpa_in","131011","3","0","0","0","5146065"
"1","65039","maho_kururinpa_loopF","","maho_kururinpa_inF","99","3","0","0","0","5146065"
"1","65040","maho_kururinpa_loopB","","maho_kururinpa_inB","98","3","0","0","0","5146065"
"","65041","0","","vo_apg_0505","vo_apg","21","","","0","5146065"
"1","65042","1","0","みらくるまほりんくるりんぱ～♪","131011","11","0","0","10","5146065"
"","65043","","","","0","91","","","","5146065"
"","65044","","","kururu_wish_talk_joy","130911","3","","0.2","1","5146065"
"","65045","0","","vo_apg_0506","vo_apg","21","","","0","5146065"
"1","65046","1","0","わあっ♪\nなんですなんですっ？\nそれとってもかわいいですます～♪","130911","11","0","0","10","5146065"
"","65047","","","","0","91","","","","5146065"
"1","65048","idle_normal","","maho_kururinpa_out","131011","3","0.2","0","0","5146065"
"1","65049","idle_normal","","maho_kururinpa_outF","99","3","0.2","0","0","5146065"
"1","65050","idle_normal","","maho_kururinpa_outB","98","3","0.2","0","0","5146065"
"0","65051","kururu_kururinpa_loop","","kururu_sad_talk_surprise_to_kururinpa","130911","3","0","0.2","0","5146065"
"0","65052","kururu_kururinpa_loopF","","kururu_sad_talk_surprise_to_kururinpaF","97","3","0","0.2","0","5146065"
"0","65053","kururu_kururinpa_loopB","","kururu_sad_talk_surprise_to_kururinpaB","96","3","0","0.2","0","5146065"
"","65054","0","","vo_apg_0507","vo_apg","21","","","0","5146065"
"1","65055","1","0","えっとえっと\nみらくるまほりんくるりんぱ～♪\n…こんな感じですか？","130911","11","0","0","10","5146065"
"","65056","","","","0","91","","","","5146065"
"1","65057","idle_normal_noface","","kururu_kururinpa_out","130911","3","0","0","0","5146065"
"1","65058","idle_normal_kururu","","kururu_kururinpa_outF","97","3","0","0","0","5146065"
"1","65059","idle_normal","","kururu_kururinpa_outB","96","3","0","0","0","5146065"
"","65060","","","joy_talk","131011","3","","0.2","1","5146065"
"","65061","0","","vo_apg_0508","vo_apg","21","","","0","5146065"
"1","65062","1","0","上手やわあ♪\nまほりんのとこ、\n自分の名前でもう一回♪","131011","11","0","0","10","5146065"
"","65063","","","","0","91","","","","5146065"
"","65064","","","idle_normal","131011","3","","0.2","1","5146065"
"0","65065","kururu_kururinpa_loop","","kururu_hello_fast_to_kururinpa","130911","3","0","0.2","0","5146065"
"0","65066","kururu_kururinpa_loopF","","kururu_hello_fast_to_kururinpaF","97","3","0","0.2","0","5146065"
"0","65067","kururu_kururinpa_loopB","","kururu_hello_fast_to_kururinpaB","96","3","0","0.2","0","5146065"
"","65068","0","","vo_apg_0509","vo_apg","21","","","0","5146065"
"1","65069","1","0","はーい♪\nみらくるくるるんくるりんぱ～♪","130911","11","0","0","10","5146065"
"","65070","","","","0","91","","","","5146065"
"1","65071","idle_normal_noface","","kururu_kururinpa_out","130911","3","0","0","0","5146065"
"1","65072","idle_normal_kururu","","kururu_kururinpa_outF","97","3","0","0","0","5146065"
"1","65073","idle_normal","","kururu_kururinpa_outB","96","3","0","0","0","5146065"
"1","65074","sad_talk_normalR","","smile2","131011","3","0.2","0.2","0","5146065"
"1","65075","sad_talk_normalR","","smile2","99","3","0.2","0.2","0","5146065"
"1","65076","sad_talk_normalR","","smile2","98","3","0.2","0.2","0","5146065"
"","65077","0","","vo_apg_0510","vo_apg","21","","","0","5146065"
"1","65078","1","0","うふふ♪\nくる多いなぁ♪","131011","11","0","0","10","5146065"
"","65079","","","","0","91","","","","5146065"
"1","65080","maho_kurukuru_loop","","maho_kurukuru_in","131011","3","0","0.2","0","5146065"
"1","65081","maho_kurukuru_loopF","","maho_kurukuru_inF","99","3","0","0.2","0","5146065"
