b0c9d87a23cb89acb79011335489447d4e600949d5badfe2d45f671b50ce8b4e,3990d9eafaa85c82ef26efb5542d1e22eed6524f61ab1a7fa8c5bf638e1958e6,1b4b6606cd2674f17bfa70ab3c5615fbcaad487844f879fdc4973f343cbafe14,e98ca55c3fc4beacf1fbbcae3b6d7e113f2764f9167434f9b457b2fd5b5f81e2,1f676c7751e8c9edba4ede215af2720dfa337f1b859c491de3cca646c493eae4,5d45ebab4e2bb4b72100ba806b84392fe241f3546121f61b000e3fc07d130249,4329d48c4d920d5f6026c160df86cd2d24671d8b7b974a8d3930bba197c2bb61,975cc20404dd9a0ac4d904f595c4c50e1094b82fcb587bef4900dc3da282020f,2729e1ad75de6b4fde52cc4a1b67f3db1ff639ac30311cfd0c90eb77121dbe57,ed45b4c0a0ca7f5721125b5952a3407f797e982a74b65f03b9987f6c53c44bfd,7e63cc77d99f1d9f088e35514710b7b95eb93524694fdca4bb710e1ee7cac35f,9cbe09ac429342df7bd6a6db4f9021163e100ae8096f3e9f838a60bb337dda61,1f05a8c90076dd3091fcf85484cbf148de8f11d625f4e2ff7f205c2e42e37d63,2f7cb60832c0f1add8b644ada24f4368410a59a72601eb2c4bc866892e8e4196,2e508459dbdc678c0bdf1c4b67cefe5879aed127db81a66abd38e4598d64a843,8deae55a3649eb602845c37fd36284edf327cefb947640c30c14b1304bc974fc
"112001","152","なに、モタモタしてんのよ\n仕方ないから、あたしが手伝ってあげるわ\nいい？　感謝しなさいよね！","猫と遊ぶ","行き倒れの謎のネコミミ魔法使い","A","39","キャル（ニューイヤー）","14","美食殿","1","獣人族","0","9","2","立花理香"
"112101","154","うぅ…ごめんなさい～…\nまたキッチンを爆発させてしまいました～\nこれじゃあメイド失格です…","ご奉仕","お嬢さまのためにがんばるドジっ娘メイド","O","43","スズメ（ニューイヤー）","15","サレンディア救護院","9","ヒューマン","0","12","12","悠木碧"
"112201","152","","読書、推理","頭脳明晰な美少女名探偵","AB","41","カスミ（マジカル）","15","自警団（カォン）","10","獣人族","0","11","3","水瀬いのり"
"112301","153","ゴホッ、ゴホッ…か、身体は弱いけど、\nせめて気持ちだけでも前向きに…！\nあっ、でもダメ…立ちくらみが…","読書、お散歩","読書が趣味の病弱少女","A","40","シオリ（マジカル）","14","牧場（エリザベスパーク）","11","獣人族","0","11","3","小清水亜美"
"112401","159","","友達と長話","弾ける笑顔！　アイドルを夢見る女の子","O","45","ウヅキ（デレマス）","17","ニュージェネレーションズ","100","ヒューマン","0","4","24","大橋彩香"
"112501","165","","犬の散歩","クールビューティーな「蒼の剣士」","B","44","リン（デレマス）","15","ニュージェネレーションズ","100","ヒューマン","0","8","10","福原綾香"
"112601","161","","ショッピング","スーパースターを目指す元気娘☆☆★","B","46","ミオ（デレマス）","15","ニュージェネレーションズ","100","ヒューマン","0","12","1","原紗友里"
"112701","144","","あんパン","遊びと睡眠が何より大事なぐうたら娘","B","42","リン（レンジャー）","17","牧場（エリザベスパーク）","11","獣人族","0","1","1","小岩井ことり"
"112801","142","オラはどんな時でもみんなに笑顔を届ける\n最高の芸人目指してる！\n一緒に頑張るべ！","漫才","みんなを笑顔にするお笑い牧場主","B","35","マヒル（レンジャー）","20","牧場（エリザベスパーク）","11","ヒューマン","0","3","3","新田恵海"
"112901","156","覚えていないと思うんですけど…\n私は妹なんですよ！\nだからお兄ちゃんって呼んでいいですか？","お裁縫","人懐っこくてマシンガントークな妹系少女","A","44","リノ（ワンダー）","15","ラビリンス","3","ヒューマン","0","8","25","阿澄佳奈"
"113001","155","","観察","どこまでも一途に慕う、純情乙女","O","43","アユミ（ワンダー）","16","ヴァイスフリューゲル　ランドソル支部","15","エルフ","0","4","7","大関英里"
"113101","167","","釣り","人情味溢れる粋でいなせな「姉御」","B","54","ルカ（サマー）","25","トワイライトキャラバン","13","ヒューマン","0","7","11","佐藤利奈"
"113201","159","いいか、絶対に私を真名で呼ぶなよ？\n常に「機関」の眼や耳の存在を疑え\nそれが、生きのびるための術だ…！","小説執筆","前世を信じる中二病患者、「疾風の冥姫」","A","45","アンナ（サマー）","17","トワイライトキャラバン","13","魔族","0","7","5","髙野麻美"
"113301","166","","読書、魔法","オタク全開な魔法少女","O","55","ナナカ（サマー）","18","トワイライトキャラバン","13","魔族","0","8","21","佳村はるか"
"113401","156","私はハツネ！　困っている人の味方だよ！\n困った時は、いつでも言ってね♪\n私のちょ…ま、魔法で助けてあげるから！","妹と遊ぶこと、二度寝、昼寝、早寝","みんなのために超能力を使う眠り姫","A","46","ハツネ（サマー）","17","フォレスティエ","6","エルフ","0","12","24","大橋彩香"
"113501","165","","絵本作り","母性溢れる優しいみんなの「ミサト先生」","O","54","ミサト（サマー）","21","フォレスティエ","6","エルフ","0","9","5","國府田マリ子"
"113601","171","","格闘技、湯浴み","素顔を見せない冷静沈着な女性騎士","A","50","ジュン（サマー）","25","王宮騎士団（NIGHTMARE）","8","ヒューマン","0","10","25","川澄綾子"
"113701","150","アカリ、まだわからないことが多くて…\nだからこれから\nいろいろ教えてくださいね、お兄ちゃん！","サックス","甘え上手なみんなの人気者","O","42","アカリ（エンジェル）","13","悪魔偽王国軍（ディアボロス）","7","魔族","0","11","22","浅倉杏美"
"113801","150","え、えっと…こ、こういうときって、\nどういうことを言えばいいんだっけ…\nうう、どうしてちゃんと喋れないの…","ゲーム全般","人見知りであまのじゃくな女の子","O","40","ヨリ（エンジェル）","13","悪魔偽王国軍（ディアボロス）","7","魔族","0","11","22","原紗友里"
"113901","153","","裁縫","ファッション大好きなキュートガール","AB","45","ツムギ（ハロウィン）","14","カルミナ","4","ヒューマン","0","9","7","木戸衣吹"
"114001","163","キミと会ったのもきっと何かの縁だ\n一緒に塔の頂上を目指す仲間として\n頑張っていこう。よろしく頼む","読書、乗馬、お茶","クールで何事にも真っ直ぐな剣士","B","46","レイ（ハロウィン）","18","トゥインクルウィッシュ","2","魔族","0","1","12","早見沙織"
"114101","146","","ヒーローごっこ","ヒーローに憧れる騎士見習いの少女","O","40","マツリ（ハロウィン）","12","王宮騎士団（NIGHTMARE）","8","獣人族","0","11","25","下田麻美"
"114201","140","「白き翼」こと、ヴァイスフリューゲル…\nその名に恥じぬよう、天高く舞い、\n華麗に敵を倒してみせる！","お菓子屋通い","見た目も中身もお子ちゃまな異国の軍人","A","33","モニカ（マジカル）","17","ヴァイスフリューゲル　ランドソル支部","15","ヒューマン","0","7","28","辻あゆみ"
"114301","149","","剣術、年長者をからかう","義理堅くてからかい好きな剣術少女","A","43","トモ（マジカル）","13","王宮騎士団（NIGHTMARE）","8","ヒューマン","0","8","11","茅原実里"
"114401","157","この私とともにいる限り、\nお金に不自由はさせませんわ！","慈善事業","一人前の商人を目指すパワフルお嬢様","AB","45","アキノ（クリスマス）","18","メルクリウス財団","12","ヒューマン","0","3","12","松嵜麗"
"114501","156","貧乏性？　いいえ、\n「もったいない」の精神で\n日々を過ごしてるだけよ！","経営、お茶会","救護院を経営する優しい庶民派お嬢様","A","43","サレン（クリスマス）","17","サレンディア救護院","9","エルフ","0","10","4","堀江由衣"
"114601","164","キミには情けないところばかり\n見られているけど、こんなところ、\nキミ以外には見せないんだからね？","ウインドーショッピング","純情でほっとけない大人の女性","A","55","ユカリ（クリスマス）","22","メルクリウス財団","12","エルフ","0","3","16","今井麻美"
"114701","148","いいんだ、アタシは……独りでも。大丈夫だから、もう慣れたからさぁ","冒険、思い出話","さまよえる謎の少女","O","40","ムイミ（ニューイヤー）","16","？？？","","ヒューマン","0","8","11","潘めぐみ"
"115001","149","","物真似、芸術鑑賞","研究所に隠れ住む物静かなお姉さん","O","??","ネネカ（ニューイヤー）","24","？？？","","エルフ","0","3","24","井口裕香"
"115501","140","主さまのガイド役を仰せつかりました\nわたくし、主さまに満足していただけるよう\n誠心誠意尽くさせていただきます","瞑想、動植物の飼育","主を慕う、小さなガイド役","B","35","コッコロ（儀装束）","11","美食殿","1","エルフ","0","5","11","伊藤美来"
"115601","158","あんまり役に立てるかはわからないけど…\nわたしも頑張って、\nみんなをサポートするね！","料理、人間観察","戦闘のサポートが得意な、心優しい少女","O","47","ユイ（儀装束）","17","トゥインクルウィッシュ","2","ヒューマン","0","4","5","種田梨沙"
"115701","152","","読書、推理","頭脳明晰な美少女名探偵","AB","41","カスミ（サマー）","15","自警団（カォン）","10","獣人族","0","11","3","水瀬いのり"
"115801","150","私、ごく普通の、どこにでもいる女の子よ！\nみ、見た目以外はね…","毛繕い、お喋り","乙女チックなもふもふアニマル","A","100","リマ（シンデレラ）","17","牧場（エリザベスパーク）","11","獣人族","0","3","14","徳井青空"
"115901","168","腹へってたら言えよな\n簡単でよければ\nすっげー旨いもん食わせてやるよ！","お菓子作り","男勝りで情に厚いワイルド娘","O","54","マコト（シンデレラ）","17","自警団（カォン）","10","獣人族","0","8","9","小松未可子"
"116001","155","マホマホ王国のお姫はんの、マホ姫どす！\nけったいな顔してどないしはったん？\nマホマホ王国はずーっと遠くの国なんどす？","空想、ぬいぐるみ集め","マホマホ王国のプリンセス","O","42","マホ（シンデレラ）","16","自警団（カォン）","10","獣人族","0","9","22","内田真礼"
"116201","154","","ダーツ","ダウンタウン育ちのダウナー系エルフ","O","42","クロエ（聖学祭）","17","聖テレサ女学院（なかよし部）","16","エルフ","0","8","7","種﨑敦美"
"116301","156","","ダンス、カラオケ","自由奔放ナチュラル無礼な現代っ子","O","46","チエル（聖学祭）","16","聖テレサ女学院（なかよし部）","16","ヒューマン","0","9","15","佐倉綾音"
"116401","142","","読書","書庫に眠れる小さな賢人","O","36","ユニ（聖学祭）","18","聖テレサ女学院（なかよし部）","16","ヒューマン","0","2","28","小原好美"
"116501","145","","ゲーム","口が達者なヘタレドラゴン","AB","???","イノリ（タイムトラベル）","13","ドラゴンズネスト","17","ドラゴン族","0","9","29","藤田茜"
"116601","156","","格闘技","拳で語る喧嘩屋ドラゴン少女","B","???","カヤ（タイムトラベル）","16","ドラゴンズネスト","17","ドラゴン族","0","6","25","小市眞琴"
"116701","158","","友達作りのイメトレ","「友達」に憧れる、エルフの森の女の子","AB","44","アオイ（作業服）","13","フォレスティエ","6","エルフ","0","6","6","花澤香菜"
"116801","158","お金もうけの話なら、ぜひともあたしに\n持ってくるにゃ！　稼げるなら１ルピだって\n見逃さないのが、あたしの信条にゃ～♪","猫とたわむれること","弱きを助け強きをくじく猫娘","AB","48","タマキ（作業服）","19","メルクリウス財団","12","獣人族","0","3","1","沼倉愛美"
"116901","163","私がキミの師匠になってあげる！\nもちろんタダとはいかないわ\n時給はしっかりもらうから","傭兵などのアルバイト","仕事も私事も効率優先な傭兵少女","O","49","ミフユ（作業服）","20","メルクリウス財団","12","ヒューマン","0","11","11","田所あずさ"
"117001","154","『壊し屋』の二つ名を持つ私…\nですが、怖がる必要はありませんわ\nあなた様は大切な運命の人ですから…","実験、裁縫、料理","運命の相手に一途すぎる乙女","B","43","エリコ（サマー）","16","トワイライトキャラバン","13","魔族","0","7","30","橋本ちなみ"
"117101","168","身の回りのお世話はお姉ちゃんがやってあげるね！\nお料理も、お洗濯も、お掃除も\nお風呂で背中も流してあげちゃうぞっ！","家事全般","お姉ちゃんがお世話してあげるからねっ！","O","54","シズル（サマー）","18","ラビリンス","3","ヒューマン","0","10","24","生天目仁美"
"117201","157","","舞台鑑賞、ダンス","歌って踊れる大人気アイドル","B","40","ノゾミ（サマー）","17","カルミナ","4","ヒューマン","0","1","24","日笠陽子"
"117301","163","私は人々の平和を守るため、唱喚術を使って\n戦います。…最近は、ア、アイドルとしても\n活動してますが、そちらはまだ不慣れで…","各種楽器","人々を守るために歌う、唱喚士の少女","O","46","チカ（サマー）","17","カルミナ","4","ヒューマン","0","6","3","福原綾香"
"117401","153","","裁縫","ファッション大好きなキュートガール","AB","45","ツムギ（サマー）","14","カルミナ","4","ヒューマン","0","9","7","木戸衣吹"
"117501","166","私は科学者だけど、\n医者の真似事もしてるの\n病気になったら診てあげるわ","研究、実験","実験が趣味の危険な科学者","A","53","ミツキ（オーエド）","27","トワイライトキャラバン","13","ヒューマン","0","3","7","三石琴乃"
"117601","150","ボクって本当に美しいなあ…\n可愛くて美しいなんて本当に罪だと思うけど\n生まれもったものだから仕方ないんだ♪","鏡で自分を見ること","ボクは誰よりも美しい","AB","40","ユキ（オーエド）","14","ヴァイスフリューゲル　ランドソル支部","15","エルフ","0","10","10","大空直美"
"117701","158","ハイターイ！　歌って踊って、\n最高に盛り上がるさ～！\nやさやさ、キミも一緒に踊るさ～！","踊り、空手","いつでも「なんくるないさ～」な天然娘","A","53","カオリ（ハロウィン）","17","自警団（カォン）","10","獣人族","0","7","7","高森奈津美"
"117801","163","スシ、ゲイシャ、テンプラ…\nはふぅ～！\nトーゴクの文化はステキデスね～！","忍法開発","トーゴクの神秘、オシエテクダサイ！","O","51","ニノン（ハロウィン）","16","ヴァイスフリューゲル　ランドソル支部","15","ヒューマン","0","8","31","佐藤聡美"
"117901","167","ヒデサイ、ちょっす～！　うち、漢字と計算は\nちょっち…てか、おに苦手なんだ～\nでもでも、ファッションだったら任せて～！","ファッション","天真爛漫で人気者のカリスマモデル","O","48","スズナ（ハロウィン）","17","ルーセント学院","14","魔族","0","4","10","上坂すみれ"
"118001","160","","お金を数えること、悪だくみ","忠義に目覚めた女商人","A","57","クレジッタ","26","リッチモンド商工会","18","ヒューマン","0","9","19","Lynn"
"118101","165","","歌、読書、詩を書くこと","静寂を求め歌う陰気少女","O","53","ランファ","20","レイジ・レギオン","19","魔族","0","12","28","原田彩楓"
"118201","159","","特に無し","明朗快活、なれど破滅に流るる溌溂少女","A","??","ミソラ","16","レイジ・レギオン","19","ヒューマン","0","7","2","鬼頭明里"
"118501","152","","書類仕事、散歩、ボードゲーム","【ギルド管理協会】職員の親切なお姉さん","A","43","カリン","24","？？？","","ヒューマン","0","9","12","洲崎綾"
"118601","???","","悪戯をすること","幻霧に戯れる悪戯好きなガイド妖精","?","???","ネビア","??","？？？","","？？？","0","?","?","相坂優歌"
"119001","162","いつも助けてくれてありがとう\n私のほうが年上なのに\n頼ってばかりでごめんなさい～","恋愛小説、恋愛舞台、恋愛漫画の鑑賞","多くの男性を魅了する無垢な女教師","B","52","イオ（ノワール）","23","ルーセント学院","14","魔族","0","8","14","伊藤静"
"119101","157","あなたのことを考えていました\n…逆らえないクウカをああして、こうして\nぐふ、ぐふふふ…","小説を読むこと","妄想大好き！　ほんとは照れ屋な女の子","AB","49","クウカ（ノワール）","18","ヴァイスフリューゲル　ランドソル支部","15","ヒューマン","0","11","19","長妻樹里"
"119201","142","オラはどんな時でもみんなに笑顔を届ける\n最高の芸人目指してる！\n一緒に頑張るべ！","漫才","みんなを笑顔にするお笑い牧場主","B","35","マヒル（クリスマス）","20","牧場（エリザベスパーク）","11","ヒューマン","0","3","3","新田恵海"
"119301","156","覚えていないと思うんですけど…\n私は妹なんですよ！\nだからお兄ちゃんって呼んでいいですか？","お裁縫","人懐っこくてマシンガントークな妹系少女","A","44","リノ（クリスマス）","15","ラビリンス","3","ヒューマン","0","8","25","阿澄佳奈"
"119901","130","難しいことはわからないの～\nただ毎日プリンを食べられるなら、\n幽霊のままでいいの～","プリンを食べること","プリン大好きゴースト娘","B","32","ミヤコ（クリスマス）","14","悪魔偽王国軍（ディアボロス）","7","魔族","0","1","23","雨宮天"
"120001","168","身の回りのお世話はお姉ちゃんがやってあげるね！\nお料理も、お洗濯も、お掃除も\nお風呂で背中も流してあげちゃうぞっ！","家事全般","お姉ちゃんがお世話してあげるからねっ！","O","54","シズル（ノワール）","18","ラビリンス","3","ヒューマン","0","10","24","生天目仁美"
"120701","147","","読書、ストレッチ","記憶喪失のドラゴン娘","B","???","シェフィ（ニューイヤー）","14","美食殿","1","ドラゴン族","0","12","14","近藤玲奈"
"120801","167","","釣り","人情味溢れる粋でいなせな「姉御」","B","54","ルカ（ニューイヤー）","25","トワイライトキャラバン","13","ヒューマン","0","7","11","佐藤利奈"
"120901","172","","世界征服","かつては夜を支配した最強の吸血鬼","A","50","イリヤ（ニューイヤー）","??","悪魔偽王国軍（ディアボロス）","7","魔族","0","5","5","丹下桜"
"121001","156","","食べ歩き、料理","いつも元気な腹ペコ少女","O","46","ぺコリーヌ（オーバーロード）","17","美食殿","1","ヒューマン","0","3","31","M・A・O"
"121101","152","","猫と遊ぶ","行き倒れの謎のネコミミ魔法使い","A","39","キャル（オーバーロード）","14","美食殿","1","獣人族","0","9","2","立花理香"
"121201","160","","人間観察","秘密結社ラビリンスの『迷宮女王』","AB","??","ラビリスタ（オーバーロード）","25","ラビリンス","3","ヒューマン","0","7","25","沢城みゆき"
"121301","150","あの、えっと…私、く、クルミですぅ…\nふ、ふぇぇぇ…ど、どうしようぅ…\nは、恥かしくて…ご、ごめんなさいぃぃ！","観劇、おままごと","泣き虫で臆病な守ってあげたい女の子","B","40","クルミ（ステージ）","12","サレンディア救護院","9","ヒューマン","0","6","9","植田佳奈"
"121401","120","アタシのこと呼んだ？\nレディの魅力で夢中にさせてあげるわね！","ファッション誌鑑賞、コスメ集め","ちょっとおませな恋に恋する女の子","A","22","ミサキ（ステージ）","11","ルーセント学院","14","魔族","0","1","3","久野美咲"
"121501","155","","観察","どこまでも一途に慕う、純情乙女","O","43","アユミ（怪盗）","16","ヴァイスフリューゲル　ランドソル支部","15","エルフ","0","4","7","大関英里"
"121601","145","","ゲーム","口が達者なヘタレドラゴン","AB","???","イノリ（怪盗）","13","ドラゴンズネスト","17","ドラゴン族","0","9","29","藤田茜"
"121901","159","いいか、絶対に私を真名で呼ぶなよ？\n常に「機関」の眼や耳の存在を疑え\nそれが、生きのびるための術だ…！","小説執筆","前世を信じる中二病患者、「疾風の冥姫」","A","45","アンナ（パイレーツ）","17","トワイライトキャラバン","13","魔族","0","7","5","髙野麻美"
"122001","157","私、小さい頃から人には見えないものが\n見えていたんです。今もあなたの後ろに\n一人、二人、三人…賑やかですね","占い","占いが得意な霊能少女","AB","42","シノブ（パイレーツ）","18","悪魔偽王国軍（ディアボロス）","7","魔族","0","12","22","大坪由佳"
"122101","158","","友達作りのイメトレ","「友達」に憧れる、エルフの森の女の子","AB","44","アオイ（キャンプ）","13","フォレスティエ","6","エルフ","0","6","6","花澤香菜"
"122201","164","キミには情けないところばかり\n見られているけど、こんなところ、\nキミ以外には見せないんだからね？","ウインドーショッピング","純情でほっとけない大人の女性","A","55","ユカリ（キャンプ）","22","メルクリウス財団","12","エルフ","0","3","16","今井麻美"
"122301","149","","お散歩、お料理","けんぞくのご主人様","AB","41","ヴァンピィ","??","？？？","","魔族","0","12","6","釘宮理恵"
"122401","155","こんにちは！　ヒヨリでっす！\n困っている人がいたら助けにいくよ！\nよかったら一緒に来ない？","人助け、応援","人助けが大好き！　前向き格闘娘","A","44","ヒヨリ（サマー）","16","トゥインクルウィッシュ","2","獣人族","0","8","27","東山奈央"
"122501","163","キミと会ったのもきっと何かの縁だ\n一緒に塔の頂上を目指す仲間として\n頑張っていこう。よろしく頼む","読書、乗馬、お茶","クールで何事にも真っ直ぐな剣士","B","46","レイ（サマー）","18","トゥインクルウィッシュ","2","魔族","0","1","12","早見沙織"
"122601","158","あんまり役に立てるかはわからないけど…\nわたしも頑張って、\nみんなをサポートするね！","料理、人間観察","戦闘のサポートが得意な、心優しい少女","O","47","ユイ（サマー）","17","トゥインクルウィッシュ","2","ヒューマン","0","4","5","種田梨沙"
"122701","118","","お勉強","礼儀正しくしっかり者のちびっ子優等生","A","21","キョウカ（サマー）","8","リトルリリカル","5","エルフ","0","2","2","小倉唯"
"122801","128","イタズラなら任せて！\nにいちゃん、引っかからないように気を付けなよー♪","いたずら、探検","探検好きのイタズラっ子","O","27","ミソギ（サマー）","9","リトルリリカル","5","ヒューマン","0","8","10","諸星すみれ"
"122901","117","ぴょんぴょん、うさぎさんになりたいな～♪　\nミミ、うさぎさんになれたら、\n最初におにいちゃんに見せてあげるね！","かわいいもの集め","お歌もにんじんも、ウサギさんも大好き♪","O","21","ミミ（サマー）","10","リトルリリカル","5","獣人族","0","4","3","日高里菜"
"123001","150","","？？？","新たな姿で騎士の冒険を支え続ける妖精","?","???","アメス","??","？？？","","？？？","0","?","?","相坂優歌"
"123101","155","マホマホ王国のお姫はんの、マホ姫どす！\nけったいな顔してどないしはったん？\nマホマホ王国はずーっと遠くの国なんどす？","空想、ぬいぐるみ集め","マホマホ王国のプリンセス","O","42","マホ（エクスプローラー）","16","自警団（カォン）","10","獣人族","0","9","22","内田真礼"
"123201","148","この子はね、ぷうきちって言うんだ\n武器なんだけど、しゃべるんだよ♪\n大事な大事な、私の友達なんだぁ～！","屋内でできる遊び","ぷうきちといつも一緒！","B","38","アヤネ（エクスプローラー）","14","サレンディア救護院","9","ヒューマン","0","5","10","芹澤優"
"123301","157","","可愛いショタと遊ぶ、買い物","ショタ大好き♪　ギャル系スライム娘","B","55","ネア","19","レイジ・レギオン","19","魔族？","0","6","13","和氣あず未"
"123401","171","","格闘技、湯浴み","素顔を見せない冷静沈着な女性騎士","A","50","ジュン（キャンプ）","25","王宮騎士団（NIGHTMARE）","8","ヒューマン","0","10","25","川澄綾子"
"123501","144","","あんパン","遊びと睡眠が何より大事なぐうたら娘","B","42","リン（ハロウィン）","17","牧場（エリザベスパーク）","11","獣人族","0","1","1","小岩井ことり"
"123601","149","","剣術、年長者をからかう","義理堅くてからかい好きな剣術少女","A","43","トモ（ハロウィン）","13","王宮騎士団（NIGHTMARE）","8","ヒューマン","0","8","11","茅原実里"
"123701","166","","読書、魔法","オタク全開な魔法少女","O","55","ナナカ（ハロウィン）","18","トワイライトキャラバン","13","魔族","0","8","21","佳村はるか"
"123801","165","","強敵との闘争","傍若無人な王宮騎士団副団長","O","??","クリスティーナ（ワイルド）","27","王宮騎士団（NIGHTMARE）","8","ヒューマン","0","2","7","たかはし智秋"
"123901","146","","ヒーローごっこ","ヒーローに憧れる騎士見習いの少女","O","40","マツリ（ワイルド）","12","王宮騎士団（NIGHTMARE）","8","獣人族","0","11","25","下田麻美"
"124001","150","アカリ、まだわからないことが多くて…\nだからこれから\nいろいろ教えてくださいね、お兄ちゃん！","サックス","甘え上手なみんなの人気者","O","42","アカリ（クリスマス）","13","悪魔偽王国軍（ディアボロス）","7","魔族","0","11","22","浅倉杏美"
"124101","150","え、えっと…こ、こういうときって、\nどういうことを言えばいいんだっけ…\nうう、どうしてちゃんと喋れないの…","ゲーム全般","人見知りであまのじゃくな女の子","O","40","ヨリ（クリスマス）","13","悪魔偽王国軍（ディアボロス）","7","魔族","0","11","22","原紗友里"
"124201","171","","格闘技、湯浴み","素顔を見せない冷静沈着な女性騎士","A","50","ジュン（クリスマス）","25","王宮騎士団（NIGHTMARE）","8","ヒューマン","0","10","25","川澄綾子"
"124501","168","","絵画、読書","妖しい微笑で全てを見透かす臥竜の頭領","O","???","ホマレ（ニューイヤー）","25","ドラゴンズネスト","17","ドラゴン族","0","4","17","大西沙織"
"124601","165","","絵本作り","母性溢れる優しいみんなの「ミサト先生」","O","54","ミサト（ニューイヤー）","21","フォレスティエ","6","エルフ","0","9","5","國府田マリ子"
"124701","166","私は科学者だけど、\n医者の真似事もしてるの\n病気になったら診てあげるわ","研究、実験","実験が趣味の危険な科学者","A","53","ミツキ（ニューイヤー）","27","トワイライトキャラバン","13","ヒューマン","0","3","7","三石琴乃"
"124801","157","","舞台鑑賞、ダンス","歌って踊れる大人気アイドル","B","40","ノゾミ（リベレイター）","17","カルミナ","4","ヒューマン","0","1","24","日笠陽子"
"124901","156","","格闘技","拳で語る喧嘩屋ドラゴン少女","B","???","カヤ（リベレイター）","16","ドラゴンズネスト","17","ドラゴン族","0","6","25","小市眞琴"
"125001","148","いいんだ、アタシは……独りでも。大丈夫だから、もう慣れたからさぁ","冒険、思い出話","さまよえる謎の少女","O","40","ムイミ（リベレイター）","16","？？？","","ヒューマン","0","8","11","潘めぐみ"
"125101","158","お金もうけの話なら、ぜひともあたしに\n持ってくるにゃ！　稼げるなら１ルピだって\n見逃さないのが、あたしの信条にゃ～♪","猫とたわむれること","弱きを助け強きをくじく猫娘","AB","48","タマキ（カフェ）","19","メルクリウス財団","12","獣人族","0","3","1","沼倉愛美"
"125201","140","「白き翼」こと、ヴァイスフリューゲル…\nその名に恥じぬよう、天高く舞い、\n華麗に敵を倒してみせる！","お菓子屋通い","見た目も中身もお子ちゃまな異国の軍人","A","33","モニカ（カフェ）","17","ヴァイスフリューゲル　ランドソル支部","15","ヒューマン","0","7","28","辻あゆみ"
"125301","140","主さまのガイド役を仰せつかりました\nわたくし、主さまに満足していただけるよう\n誠心誠意尽くさせていただきます","瞑想、動植物の飼育","主を慕う、小さなガイド役","B","35","コッコロ（レンジャー）","11","美食殿","1","エルフ","0","5","11","伊藤美来"
"125401","153","ゴホッ、ゴホッ…か、身体は弱いけど、\nせめて気持ちだけでも前向きに…！\nあっ、でもダメ…立ちくらみが…","読書、お散歩","読書が趣味の病弱少女","A","40","シオリ（レンジャー）","14","牧場（エリザベスパーク）","11","獣人族","0","11","3","小清水亜美"
"125501","156","","冒険、おしゃべり","空への冒険を夢見る騎空士の少女","O","45","ジータ（ウォーロック）","17","？？？","","ヒューマン","0","3","10","金元寿子"
"125601","145","","ネズ耳作り","陰陽合わせ持つ鼠神宮の巫女","AB","39","ビカラ","14","？？？","","ヒューマン","0","12","4","種﨑敦美"
"125701","152","","書類仕事、散歩、ボードゲーム","【ギルド管理協会】職員の親切なお姉さん","A","43","カリン（アルケミスト）","24","？？？","","ヒューマン","0","9","12","洲崎綾"
"125801","154","","華道、読書（古典）、トーゴク画","贖罪を胸に強さを求める妹系大和撫子","A","44","リリ（フォールン）","15","アルターメイデン","20","ヒューマン","0","4","29","鈴木みのり"
"126001","147","","お菓子作り、花の世話、バイオリン演奏","忘れ難い罪過を抱える、黒き翼の聖女","O","42","クリア（フォールン）","13","アルターメイデン","20","ヒューマン","0","11","1","前田佳織里"
"126101","135","","ごはんをたべること","正義の魂を受け継ぐ、爆食系天然天才娘","O","34","プレシア（フォールン）","10","アルターメイデン","20","獣人族","0","3","1","高尾奏音"
"126201","172","","世界征服","かつては夜を支配した最強の吸血鬼","A","50","イリヤ（儀装束）","??","悪魔偽王国軍（ディアボロス）","7","魔族","0","5","5","丹下桜"
"126301","150","ボクって本当に美しいなあ…\n可愛くて美しいなんて本当に罪だと思うけど\n生まれもったものだから仕方ないんだ♪","鏡で自分を見ること","ボクは誰よりも美しい","AB","40","ユキ（儀装束）","14","ヴァイスフリューゲル　ランドソル支部","15","エルフ","0","10","10","大空直美"
"126401","170","","昼寝、誰かの役に立つこと","スマイル満タン！　パワフル機械少女","?","全重量252","クローチェ","??","？？？","","機械人族","0","11","11","長谷川育美"
"126501","162","","昼寝、新作スイーツの試食","優しさと傲慢さを併せ持つプリンセス","?","??","ライラエル","??","？？？","","天使族","0","1","17","河瀬茉希"
"126601","149","","物真似、芸術鑑賞","研究所に隠れ住む物静かなお姉さん","O","??","ネネカ（サマー）","24","？？？","","エルフ","0","3","24","井口裕香"
"126701","157","この私とともにいる限り、\nお金に不自由はさせませんわ！","慈善事業","一人前の商人を目指すパワフルお嬢様","AB","45","アキノ（サマー）","18","メルクリウス財団","12","ヒューマン","0","3","12","松嵜麗"
"126801","164","キミには情けないところばかり\n見られているけど、こんなところ、\nキミ以外には見せないんだからね？","ウインドーショッピング","純情でほっとけない大人の女性","A","55","ユカリ（サマー）","22","メルクリウス財団","12","エルフ","0","3","16","今井麻美"
"126901","165","","歌、読書、詩を書くこと","静寂を求め歌う陰気少女","O","53","ランファ（サマー）","20","レイジ・レギオン","19","魔族","0","12","28","原田彩楓"
