c7959de53e8345f239a4910ac81155741972dba9992f6c5eceb74ce83512865f,901ca49cc723ac46e4e255c0685d34a73ae71fe90d4c11687de4c1825c9d9e92,bf5956116eb0ca063abba2680b46cd03e56287027f91a181e0f5ba313595254d,0879b8419fa959790d0a74c28f268a2028f773ae908790c381a265b49a08b077,596030aa460abc26b38729598ebf435aefb0008501dc899e94e211765176088a,07f9bf27f74fec26d28389b1e8cf80d14b2518fec5775643e800ae36514a6851,bcb618cccd42068a6522219214f6da5b8d4cc7c5e3963af13499f746b2cc8a70,804e98d80f07d15b823b29513749f11104962a2213b0ebb59ee9e6aba1f56e18,8932594d9365895349bbb0085fb61d4574c06ebff25fce852d7066e5bfb9ddbd,2567b0bbee13300e1fd705949dbf532e52ef5e17394d5e659832183269562ac8,81402571c24e7b0d91d6371f153a56dc9691078442e4d05d974e7ffe11f3f4b7
"36","1","10","0","1360002","1.3","1","10","100","03_uek_cmn_idol_def_N","102831"
"36","1","","","1360003","","93","","","",""
"36","102531","03_uek_36_suzume_loop","0","1360004","0","3","1","0","","03_uek_36_suzume"
"36","102831","03_uek_36_saren_loop","0","1360005","0","3","1","0","","03_uek_36_saren"
"36","0","","","1360006","","91","","","",""
"36","102531","0","","1360007","","11","0","10","","きゃっ！？　おおお\n落ちちゃいます～！\nお嬢様～！！？？"
"36","0","","","1360008","","91","","","",""
"36","102831","0","","1360009","","11","0","10","","スズメ、大丈夫！？\n高い場所だから\n気をつけなさいね"
"37","1","-118","0","1370001","1.3","1","-22","100","01_uek_cmn_idol_def_N","112531"
"37","1","0","0","1370002","1.3","1","0","100","01_uek_cmn_idol_def_N","112431"
"37","1","179","1","1370003","1.3","1","0","100","01_uek_27_tamaki_loop","112631"
"37","112631","","","1370004","","3","0","0","","01_uek_27_tamaki_loop"
"37","0","","","1370005","","91","","","",""
"37","112631","","","1370006","","3","0","0","","01_uek_27_tamaki_loop"
"37","0","","","1370007","","91","","","",""
"37","112631","","","1370008","","3","0","0","","01_uek_27_tamaki_loop"
"37","0","","","1370009","","91","","","",""
"37","112631","","","1370010","0.5","3","0","1","","01_uek_cmn_pose06"
"37","112631","0","","1370011","","11","0","10","","あっ！ほら見て\nしまむー、しぶりん\n星がすごいよ！"
"37","0","","","1370012","","91","","","",""
"37","112531","01_uek_35_rei_loop","","1370013","","3","1","0","","01_uek_35_rei"
"37","112531","0","","1370014","","11","0","10","","…トップアイドルに\nなった時の景色って\nこんな感じなのかな"
"37","0","","","1370015","","91","","","",""
"37","112631","","","1370016","0.2","3","0","1","","01_uek_cmn_idol_def_N"
"37","112431","01_uek_16_uduki_loop","","1370017","","3","1","0","","01_uek_37_uduki"
"37","112431","0","","1370018","","11","0","10","","あの星みたいに\n私たちも\n輝きたいですね！"
"37","0","","","1370019","","91","","","",""
"101","101","30","","11010001","1","31","1","0","","14"
"111","111","150","","11110001","1","31","1","0","","11"
"112","112","150","","11120001","1","31","1","0","","12"
"113","113","125","","11130001","1","31","1","0","","13"
