20721dc10df02449c0260c50b761e095045c94a7272bf7d8d62668b3d3f594ab,f4b9f25b566ba684f2218fcaaa836e2d55be29d1020071c6c9b3f29cbf6bb401,2a9d628bb2ecf21e3c1fcf8ea56c69985093c94c8c8aaa7a83cc0fa28fce1d4d,156259b323189e6986eecd9105926683a2358143a023dbebb81e8bbaa9b0970d,195e4479c028ec470a3b005d6544326554e2c741d8d502ac9cb2dd4eebc524fb,d27a8b4ab8982821f834e1ac81f452e28ab2b855aa8e95c166b629bd39c11e5e,5995b8029c85b35b76340f251514db57ca0878eee457a34feee142f5fbde2287,6bcaad19a83a25daf6a05c29285d344ef81da65a07125b4442a1eb313a652704,0c5ecd51f30f3c66476da05da6d8027b3402e5421ec5fe9e1368fe9fe0a9e80a,b725440e4a91bdf7aaac682e6ae87c0f69b1bd6a67f40bdfc172b96056f6c810,177370a3d4bd846ad77e40416d767d21102475ec01c48bca2982ee6d2319e068,02b31b948874fbd2d3ac114dfd29333d600ebbe3f5f178f25962fcb704ce5cbb,231ee6332fa4dbc8c2f1134681dd38d7781e71f8dabf75f67295584d6f65536b,aab2b1c4e3a984f186d11addecc66da17a751524ad7a9c0ead998c4d239f81c5,97a2f58e2e36950e797cf3e6fa1a8ec91a1945e72bd66683b55e169eaa945358
"26211","2022/11/03 5:00:00","10","26213","410","2621","0","500","103801","26212","9103803","2816","0","263","0"
"26221","2022/11/03 5:00:00","10","26223","310","2622","0","500","101401","26222","9101403","2816","0","264","0"
"26231","2022/11/03 5:00:00","10","26233","220","2623","0","500","109401","26232","9109403","2816","0","265","0"
"26311","2022/11/04 5:00:00","10","26313","564","2631","0","500","0","26312","0","2816","0","266","0"
"26411","2022/11/05 5:00:00","10","26413","499","2641","0","500","0","26412","0","2816","0","267","0"
"26511","2022/11/06 5:00:00","10","26513","435","2651","0","500","0","26512","0","2816","0","268","0"
"26611","2022/11/07 5:00:00","10","26613","372","2661","0","500","0","26612","0","2816","0","269","0"
"26711","2022/11/08 5:00:00","10","26713","309","2671","0","500","0","26712","0","2816","0","270","0"
"26811","2022/11/09 5:00:00","10","26813","246","2681","0","500","0","26812","0","2816","0","271","0"
"26911","2022/11/10 5:00:00","10","26913","183","2691","0","500","0","26912","0","2816","0","272","0"
"27011","2022/11/11 5:00:00","10","27013","85","2701","0","500","104801","27012","9104803","2816","0","273","0"
"27111","2022/11/12 5:00:00","10","27113","120","2711","0","500","0","27112","0","2816","0","274","0"
"27211","2022/11/13 5:00:00","10","27213","57","2721","0","500","0","27212","0","2816","0","275","0"
"27311","2022/11/14 5:00:00","10","27313","-6","2731","0","500","0","27312","0","2816","0","276","0"
"27411","2022/11/15 5:00:00","10","27413","-69","2741","0","500","0","27412","0","2816","0","277","0"
"27511","2022/11/16 5:00:00","10","27513","-132","2751","0","500","0","27512","0","2816","0","278","0"
"27611","2022/11/17 5:00:00","10","27613","-195","2761","0","500","0","27612","0","2816","0","279","0"
"27711","2022/11/18 5:00:00","10","27713","-258","2771","0","500","0","27712","0","2816","0","280","0"
"27811","2022/11/19 5:00:00","10","27813","-75","2781","0","500","104501","27812","9104503","2816","0","281","0"
"27911","2022/11/20 5:00:00","10","27913","-20","2791","0","500","0","27912","0","2816","0","282","0"
"28011","2022/11/21 5:00:00","10","28013","-60","2801","0","500","0","28012","0","2816","0","283","0"
"28111","2022/11/22 5:00:00","10","28113","-235","2811","100601","500","102201","28112","9100603","2816","0","284","0"
"28211","2022/11/23 5:00:00","10","28213","-210","2821","0","500","0","28212","0","2816","0","285","0"
"28311","2022/11/24 5:00:00","10","28313","-240","2831","0","500","0","28312","0","2816","0","286","0"
"28411","2022/11/25 5:00:00","10","28413","-445","2841","0","500","100501","28412","9100503","2816","0","287","0"
"28511","2022/11/26 5:00:00","10","28513","-321","2851","0","500","0","28512","0","2816","0","288","0"
"28611","2022/11/27 5:00:00","10","28613","-384","2861","0","500","0","28612","0","2816","0","289","0"
"28711","2022/11/28 5:00:00","10","28713","-448","2871","0","500","0","28712","0","2816","0","290","0"
"28811","2022/11/29 5:00:00","10","28813","-513","2881","0","500","0","28812","0","2816","0","291","0"
"28911","2022/11/30 5:00:00","10","28913","-579","2891","0","500","0","28912","0","2816","1","292","0"
"29011","2022/12/01 5:00:00","11","29013","330","2901","0","600","109201","29012","9109203","2816","0","293","4"
"29111","2022/12/02 5:00:00","11","29113","395","2911","0","600","0","29112","0","2816","0","294","4"
"29211","2022/12/03 5:00:00","11","29213","360","2921","0","600","0","29212","0","2816","0","295","4"
"29311","2022/12/04 5:00:00","11","29313","325","2931","0","600","0","29312","0","2816","0","296","4"
"29411","2022/12/05 5:00:00","11","29413","290","2941","0","600","0","29412","0","2816","0","297","4"
"29511","2022/12/06 5:00:00","11","29513","255","2951","0","600","0","29512","0","2816","0","298","4"
"29611","2022/12/07 5:00:00","11","29613","220","2961","0","600","0","29612","0","2816","0","299","4"
"29711","2022/12/08 5:00:00","11","29713","185","2971","0","600","0","29712","0","2816","0","300","4"
"29811","2022/12/09 5:00:00","11","29813","150","2981","0","600","0","29812","0","2816","0","301","4"
"29911","2022/12/10 5:00:00","11","29913","115","2991","0","600","0","29912","0","2816","0","302","4"
"30011","2022/12/11 5:00:00","11","30013","80","3001","0","600","0","30012","0","2816","0","303","4"
"30111","2022/12/12 5:00:00","11","30113","250","3011","0","600","102501","30112","9102503","2816","0","304","4"
"30211","2022/12/13 5:00:00","11","30213","45","3021","0","600","0","30212","0","2816","0","305","4"
"30311","2022/12/14 5:00:00","11","30313","95","3031","0","600","106401","30312","9106403","2816","0","306","4"
"30411","2022/12/15 5:00:00","11","30413","10","3041","0","600","0","30412","0","2816","0","307","4"
"30511","2022/12/16 5:00:00","11","30513","-25","3051","0","600","0","30512","0","2816","0","308","4"
"30611","2022/12/17 5:00:00","11","30613","-60","3061","0","600","0","30612","0","2816","0","309","4"
"30711","2022/12/18 5:00:00","11","30713","-95","3071","0","600","0","30712","0","2816","0","310","4"
"30811","2022/12/19 5:00:00","11","30813","-130","3081","0","600","0","30812","0","2816","0","311","4"
"30911","2022/12/20 5:00:00","11","30913","-165","3091","0","600","0","30912","0","2816","0","312","4"
"31011","2022/12/21 5:00:00","11","31013","-200","3101","0","600","0","31012","0","2816","0","313","4"
"31111","2022/12/22 5:00:00","11","31113","-30","3111","0","600","103101","31112","9103103","2816","0","314","4"
"31211","2022/12/23 5:00:00","11","31213","-235","3121","0","600","0","31212","0","2816","0","315","4"
"31311","2022/12/24 5:00:00","11","31313","-190","3131","0","600","101201","31312","9101203","2816","0","316","4"
"31411","2022/12/25 5:00:00","11","31413","-115","3141","0","600","0","31412","0","2816","0","317","4"
"31511","2022/12/26 5:00:00","11","31513","-160","3151","0","600","0","31512","0","2816","0","318","4"
"31611","2022/12/27 5:00:00","11","31613","-270","3161","0","600","0","31612","0","2816","0","319","4"
"31711","2022/12/28 5:00:00","11","31713","-260","3171","0","600","118101","31712","9118103","2816","0","320","4"
"31811","2022/12/29 5:00:00","11","31813","-305","3181","0","600","0","31812","0","2816","0","321","4"
"31911","2022/12/30 5:00:00","11","31913","-340","3191","0","600","0","31912","0","2816","0","322","4"
"32011","2022/12/31 5:00:00","11","32013","-378","3201","0","600","0","32012","0","2816","1","323","4"
"32111","2023/01/01 5:00:00","12","32113","204","3211","0","600","102601","32112","9102603","2816","0","324","4"
"32211","2023/01/02 5:00:00","12","32213","323","3221","0","600","0","32212","0","2816","0","325","4"
"32311","2023/01/03 5:00:00","12","32313","167","3231","0","600","105001","32312","9105003","2816","0","326","4"
"32411","2023/01/04 5:00:00","12","32413","387","3241","0","600","0","32412","0","2816","0","327","4"
"32511","2023/01/05 5:00:00","12","32513","343","3251","0","600","0","32512","0","2816","0","328","4"
"32611","2023/01/06 5:00:00","12","32613","301","3261","0","600","0","32612","0","2816","0","329","4"
"32711","2023/01/07 5:00:00","12","32713","258","3271","0","600","0","32712","0","2816","0","330","4"
"32811","2023/01/08 5:00:00","12","32813","216","3281","0","600","0","32812","0","2816","0","331","4"
"32911","2023/01/09 5:00:00","12","32913","174","3291","0","600","0","32912","0","2816","0","332","4"
"33011","2023/01/10 5:00:00","12","33013","133","3301","0","600","0","33012","0","2816","0","333","4"
"33111","2023/01/11 5:00:00","12","33113","91","3311","0","600","0","33112","0","2816","0","334","4"
"33211","2023/01/12 5:00:00","12","33213","0","3321","0","600","100301","33212","9100303","2816","0","335","4"
"33311","2023/01/13 5:00:00","12","33313","49","3331","0","600","0","33312","0","2816","0","336","4"
"33411","2023/01/14 5:00:00","12","33413","6","3341","0","600","0","33412","0","2816","0","337","4"
"33511","2023/01/15 5:00:00","12","33513","-36","3351","0","600","0","33512","0","2816","0","338","4"
"33611","2023/01/16 5:00:00","12","33613","-76","3361","0","600","0","33612","0","2816","0","339","4"
"33711","2023/01/17 5:00:00","12","33713","-119","3371","0","600","0","33712","0","2816","0","340","4"
"33811","2023/01/18 5:00:00","12","33813","-100","3381","0","600","0","33812","0","2816","0","341","4"
"33911","2023/01/19 5:00:00","12","33913","-81","3391","0","600","0","33912","0","2816","0","342","4"
"34011","2023/01/20 5:00:00","12","34013","-161","3401","0","600","0","34012","0","2816","0","343","4"
"34111","2023/01/21 5:00:00","12","34113","-203","3411","0","600","0","34112","0","2816","0","344","4"
"34211","2023/01/22 5:00:00","12","34213","-246","3421","0","600","0","34212","0","2816","0","345","4"
"34311","2023/01/23 5:00:00","12","34313","-78","3431","0","600","100701","34312","9100703","2816","0","346","4"
"34411","2023/01/24 5:00:00","12","34413","-209","3441","0","600","102901","34412","9102903","2816","0","347","4"
"34511","2023/01/25 5:00:00","12","34513","-288","3451","0","600","0","34512","0","2816","0","348","4"
"34611","2023/01/26 5:00:00","12","34613","-290","3461","0","600","0","34612","0","2816","0","349","4"
"34711","2023/01/27 5:00:00","12","34713","-308","3471","0","600","0","34712","0","2816","0","350","4"
"34811","2023/01/28 5:00:00","12","34813","-332","3481","0","600","0","34812","0","2816","0","351","4"
"34911","2023/01/29 5:00:00","12","34913","-330","3491","0","600","0","34912","0","2816","0","352","4"
"35011","2023/01/30 5:00:00","12","35013","-320","3501","0","600","0","35012","0","2816","0","353","4"
"35111","2023/01/31 5:00:00","12","35113","-378","3511","0","600","0","35112","0","2816","1","354","4"
"35211","2023/02/01 5:00:00","13","35213","382","3521","0","600","0","35212","0","2816","0","355","4"
"35311","2023/02/02 5:00:00","13","35313","323","3531","0","600","103601","35312","9103603","2816","0","356","4"
"35411","2023/02/03 5:00:00","13","35413","381","3541","0","600","0","35412","0","2816","0","357","4"
"35511","2023/02/04 5:00:00","13","35513","185","3551","0","600","109301","35512","9109303","2816","0","358","4"
"35611","2023/02/05 5:00:00","13","35613","191","3561","0","600","0","35612","0","2816","0","359","4"
"35711","2023/02/06 5:00:00","13","35713","72","3571","0","600","0","35712","0","2816","0","360","4"
"35811","2023/02/07 5:00:00","13","35813","7","3581","0","600","107101","35812","9107103","2816","0","361","4"
"35911","2023/02/08 5:00:00","13","35913","332","3591","0","600","0","35912","0","2816","0","362","4"
"36011","2023/02/09 5:00:00","13","36013","285","3601","0","600","0","36012","0","2816","0","363","4"
"36111","2023/02/10 5:00:00","13","36113","237","3611","0","600","0","36112","0","2816","0","364","4"
"36211","2023/02/11 5:00:00","13","36213","192","3621","0","600","0","36212","0","2816","0","365","4"
"36311","2023/02/12 5:00:00","13","36313","144","3631","0","600","0","36312","0","2816","0","366","4"
"36411","2023/02/13 5:00:00","13","36413","97","3641","0","600","0","36412","0","2816","0","367","4"
"36511","2023/02/14 5:00:00","13","36513","50","3651","0","600","0","36512","0","2816","0","368","4"
"36611","2023/02/15 5:00:00","13","36613","3","3661","0","600","0","36612","0","2816","0","369","4"
"36711","2023/02/16 5:00:00","13","36713","-43","3671","0","600","0","36712","0","2816","0","370","4"
"36811","2023/02/17 5:00:00","13","36813","-90","3681","0","600","0","36812","0","2816","0","371","4"
"36911","2023/02/18 5:00:00","13","36913","-153","3691","0","600","123001","36912","9123003","2816","0","372","4"
"37011","2023/02/19 5:00:00","13","37013","-93","3701","0","600","0","37012","0","2816","0","373","4"
"37111","2023/02/20 5:00:00","13","37113","-137","3711","0","600","0","37112","0","2816","0","374","4"
"37211","2023/02/21 5:00:00","13","37213","-185","3721","0","600","0","37212","0","2816","0","375","4"
"37311","2023/02/22 5:00:00","13","37313","-232","3731","0","600","0","37312","0","2816","0","376","4"
"37411","2023/02/23 5:00:00","13","37413","-225","3741","0","600","0","37412","0","2816","0","377","4"
"37511","2023/02/24 5:00:00","13","37513","-256","3751","0","600","0","37512","0","2816","0","378","4"
"37611","2023/02/25 5:00:00","13","37613","-280","3761","0","600","0","37612","0","2816","0","379","4"
"37711","2023/02/26 5:00:00","13","37713","-329","3771","0","600","0","37712","0","2816","0","380","4"
"37811","2023/02/27 5:00:00","13","37813","-379","3781","0","600","0","37812","0","2816","0","381","4"
"37911","2023/02/28 5:00:00","13","37913","-250","3791","0","600","111001","37912","9111003","2816","1","382","4"
"38011","2023/03/01 5:00:00","14","38013","480","3801","0","100","104601","38012","9104603","2816","0","383","1"
"38111","2023/03/02 5:00:00","14","38113","560","3811","0","100","0","38112","0","2816","0","384","1"
"38211","2023/03/03 5:00:00","14","38213","370","3821","0","100","103301","38212","9103303","2816","0","385","1"
"38311","2023/03/04 5:00:00","14","38313","553","3831","0","100","0","38312","0","2816","0","386","1"
"38411","2023/03/05 5:00:00","14","38413","476","3841","0","100","0","38412","0","2816","0","387","1"
"38511","2023/03/06 5:00:00","14","38513","400","3851","0","100","0","38512","0","2816","0","388","1"
"38611","2023/03/07 5:00:00","14","38613","330","3861","0","100","105101","38612","9105103","2816","0","389","1"
"38711","2023/03/08 5:00:00","14","38713","325","3871","0","100","0","38712","0","2816","0","390","1"
"38811","2023/03/09 5:00:00","14","38813","250","3881","0","100","0","38812","0","2816","0","391","1"
"38911","2023/03/10 5:00:00","14","38913","185","3891","0","100","105701","38912","9105703","2816","0","392","1"
"39011","2023/03/11 5:00:00","14","39013","175","3901","0","100","0","39012","0","2816","0","393","1"
"39111","2023/03/12 5:00:00","14","39113","205","3911","0","100","103201","39112","9103203","2816","0","394","1"
"39211","2023/03/13 5:00:00","14","39213","110","3921","0","100","0","39212","0","2816","0","395","1"
"39311","2023/03/14 5:00:00","14","39313","30","3931","0","100","105201","39312","9105203","2816","0","396","1"
"39411","2023/03/15 5:00:00","14","39413","-45","3941","0","100","0","39412","0","2816","0","397","1"
"39511","2023/03/16 5:00:00","14","39513","-250","3951","0","100","103401","39512","9103403","2816","0","398","1"
"39611","2023/03/17 5:00:00","14","39613","-50","3961","0","100","0","39612","0","2816","0","399","1"
"39711","2023/03/18 5:00:00","14","39713","-90","3971","0","100","0","39712","0","2816","0","400","1"
"39811","2023/03/19 5:00:00","14","39813","100","3981","0","100","0","39812","0","2816","0","401","1"
"39911","2023/03/20 5:00:00","14","39913","25","3991","0","100","0","39912","0","2816","0","402","1"
"40011","2023/03/21 5:00:00","14","40013","-50","4001","0","100","0","40012","0","2816","0","403","1"
"40111","2023/03/22 5:00:00","14","40113","-125","4011","0","100","0","40112","0","2816","0","404","1"
"40211","2023/03/23 5:00:00","14","40213","-370","4021","0","100","0","40212","0","2816","0","405","1"
"40311","2023/03/24 5:00:00","14","40313","-460","4031","0","100","107001","40312","9107003","2816","0","406","1"
"40411","2023/03/25 5:00:00","14","40413","-200","4041","0","100","0","40412","0","2816","0","407","1"
"40511","2023/03/26 5:00:00","14","40513","-275","4051","0","100","0","40512","0","2816","0","408","1"
"40611","2023/03/27 5:00:00","14","40613","-350","4061","0","100","0","40612","0","2816","0","409","1"
"40711","2023/03/28 5:00:00","14","40713","-425","4071","0","100","0","40712","0","2816","0","410","1"
"40811","2023/03/29 5:00:00","14","40813","-501","4081","0","100","0","40812","0","2816","0","411","1"
"40911","2023/03/30 5:00:00","14","40913","-579","4091","0","100","0","40912","0","2816","1","412","1"
"40921","2023/03/30 5:00:00","1","40923","0","4092","0","100","0","40922","0","2816","1","413","1"
