b7748691b23229e03a9ee7c3f94abacf67c3cb7125484e506677e472e9d36966,a0c1a2c3927e64c9caa23fb13dd5d2b50be5f490261a958c4cd1efede99144a9,350dee3810480250dd188ea7da025453a17b085e50db3416a1a4dd19332bbd59,be272f364a42429b84a048b4985d012c869993a9ae0dad15e473a293f0d256ee,85c1ec570a5f37da13b01834ce19d5e80cf2f7d5dcfa5ff1d2b04925f1669ee7
"237","74005404","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"238","74005404","9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン"
"239","74005405","limit_time","バトル時間が60秒になる。","バトル時間制限"
"240","74005405","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"241","74005405","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"242","74005405","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"243","74005405","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"244","74005405","9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン"
"245","74005501","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"246","74005501","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"247","74005501","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"248","74005501","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"249","74005501","9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン"
"250","74005501","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"251","74005502","add_shadow","ゴーレム、ウパルパが追加される。","モンスター追加"
"252","74005502","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"253","74005502","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"254","74005502","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"255","74005502","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"256","74005502","9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン"
"257","74005502","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"258","74005503","add_shadow","ミヤコ、アオイが追加される。","モンスター追加"
"259","74005503","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"260","74005503","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"261","74005503","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"262","74005503","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"263","74005503","9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン"
"264","74005503","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"265","74005504","add_shadow","ルナポッドが追加される。","モンスター追加"
"266","74005504","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"267","74005504","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"268","74005504","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"269","74005504","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"270","74005504","9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン"
"271","74005504","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"272","74005505","limit_time","バトル時間が60秒になる。","バトル時間制限"
"273","74005505","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"274","74005505","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"275","74005505","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"276","74005505","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"277","74005505","9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン"
"278","74005505","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"279","74006102","star6_shadow","ハツネ（サマー）、サレン（サマー）、スズナ、キョウカのシャドウに専用装備が追加される。","シャドウ強化"
"280","74006103","star6_shadow","スズナ、キョウカのシャドウが★6になる。","シャドウ強化"
"281","74006103","limit_chara_num","編成可能キャラ数が4キャラになる。","編成キャラ数制限"
"282","74006104","limit_chara_num","編成可能キャラ数が4キャラになる。","編成キャラ数制限"
"283","74006104","27","バトル開始時、すべてのシャドウに物理無効バリアを展開する。","物理無効バリア"
"284","74006104","28","バトル開始時、すべてのシャドウに魔法無効バリアを展開する。","魔法無効バリア"
"285","74006105","limit_chara_num","編成可能キャラ数が4キャラになる。","編成キャラ数制限"
"286","74006105","27","バトル開始時、すべてのシャドウに物理無効バリアを展開する。","物理無効バリア"
"287","74006105","28","バトル開始時、すべてのシャドウに魔法無効バリアを展開する。","魔法無効バリア"
"288","74006202","star6_shadow","レイ（ニューイヤー）、シズル（ノワール）、シズル、ネアのシャドウに専用装備が追加される。","シャドウ強化"
"289","74006203","star6_shadow","レイ（ニューイヤー）、シズルのシャドウが★6になる。","シャドウ強化"
"290","74006203","limit_chara_num","編成可能キャラ数が4キャラになる。","編成キャラ数制限"
"291","74006204","limit_chara_num","編成可能キャラ数が4キャラになる。","編成キャラ数制限"
"292","74006204","energy_recover","バトル開始時、すべてのシャドウのＴＰを特大回復。","ＴＰ回復"
"293","74006205","limit_chara_num","編成可能キャラ数が4キャラになる。","編成キャラ数制限"
"294","74006205","energy_recover","バトル開始時、すべてのシャドウのＴＰを特大回復させ、ＴＰ継続回復状態を付与する。","ＴＰ回復"
"295","74006301","boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"296","74006301","boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"297","74006301","boss_tp_down_cut","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","ＴＰダウンカット"
"298","74006302","boss_magic_cut","バトル開始時、すべてのモンスターが魔法ダメージ30％カット状態になる。","魔法ダメージカット"
"299","74006302","boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"300","74006302","boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"301","74006302","boss_tp_down_cut","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","ＴＰダウンカット"
"302","74006303","boss_magic_cut","バトル開始時、すべてのモンスターが魔法ダメージ60％カット状態になる。","魔法ダメージカット"
"303","74006303","boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"304","74006303","boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"305","74006303","boss_tp_down_cut","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","ＴＰダウンカット"
"306","74006304","boss_ub_enhance","ボスモンスターの行動パターンが変化する。","ボス行動パターン変化"
"307","74006304","boss_magic_cut","バトル開始時、すべてのモンスターが魔法ダメージ90％カット状態になる。","魔法ダメージカット"
"308","74006304","boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"309","74006304","boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"310","74006304","boss_tp_down_cut","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","ＴＰダウンカット"
"311","74006305","boss_ub_enhance","ボスモンスターの行動パターンが変化する。","ボス行動パターン変化"
"312","74006305","boss_magic_cut","バトル開始時、すべてのモンスターが魔法ダメージ90％カット状態になる。","魔法ダメージカット"
"313","74006305","boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"314","74006305","boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"315","74006305","boss_tp_down_cut","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","ＴＰダウンカット"
"316","74006401","boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"317","74006401","boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"318","74006402","boss_physics_cut","バトル開始時、すべてのモンスターが物理ダメージ30％カット状態になる。","物理ダメージカット"
"319","74006402","boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"320","74006402","boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"321","74006403","boss_physics_cut","バトル開始時、すべてのモンスターが物理ダメージ60％カット状態になる。","物理ダメージカット"
"322","74006403","boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"323","74006403","boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"324","74006404","add_shadow","ジャングルガード、マコトのシャドウ、エリコのシャドウ、スタンプが追加される。","モンスター追加"
"325","74006404","boss_ub_enhance","ボスモンスターの行動パターンが変化する。","ボス行動パターン変化"
"326","74006404","boss_physics_cut","バトル開始時、すべてのモンスターが物理ダメージ90％カット状態になる。","物理ダメージカット"
"327","74006404","boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"328","74006404","boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"329","74006405","boss_ub_enhance","ボスモンスターの行動パターンが変化する。","ボス行動パターン変化"
"330","74006405","boss_physics_cut","バトル開始時、すべてのモンスターが物理ダメージ90％カット状態になる。","物理ダメージカット"
"331","74006405","boss_def_lower_limit","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"332","74006405","boss_magic_def_lower_limit","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"333","74006405","boss_tp_down_cut","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","ＴＰダウンカット"
"334","74006501","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"335","74006501","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"336","74006501","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"337","74006501","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"338","74006501","9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン"
"339","74006501","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"340","74006502","33","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","全属性ボーナス特大アップ"
"341","74006502","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"342","74006502","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"343","74006502","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"344","74006502","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"345","74006502","9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン"
"346","74006502","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"347","74006503","33","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","全属性ボーナス特大アップ"
"348","74006503","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"349","74006503","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"350","74006503","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"351","74006503","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"352","74006503","9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン"
"353","74006503","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"354","74006504","33","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","全属性ボーナス特大アップ"
"355","74006504","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"356","74006504","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"357","74006504","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"358","74006504","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"359","74006504","9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン"
"360","74006504","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
"361","74006505","limit_time","バトル時間が60秒になる。","バトル時間制限"
"362","74006505","33","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","全属性ボーナス特大アップ"
"363","74006505","18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","ダメージ減衰"
"364","74006505","17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","ＴＰ上昇上限付与"
"365","74006505","boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","物理防御力（ダウン不可）アップ"
"366","74006505","boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","魔法防御力（ダウン不可）アップ"
"367","74006505","9","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","ＨＰ吸収ダウン"
"368","74006505","boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","ＴＰダウンカット"
