eb6313ab5cd30dbb094200b8d42f8dbefdeff0357c2cc46bfdc10959c11774fc,cb315a27af780f11d4234d5a2a31674ca26fe3832f7450d683fb6652ad3e5b7c,3b18192645a14e2c8fe72562082a53db307751b79eab54dee201f9499ae15121,86f28b4b89b42a8bc62ee0be0e5d7a218c3f7a0ecad0fb06a7092571a9c9742e,90dd786c4e7f5f795a2654584b9ba8f3d358bf4eb3e2abe3434a456541119d4f,fcc599351562aae30424cff721e471ca374a7f2053c8da9265f1886816705706,e04f21617b6a66b2b0a9283a5da0e8deb11c159eb64b4cf56f04ea9e2353077f,316bab890a892f7464b4f9ac0b73c5d8113b10e3475df4a7936b6e3a0f16c67e,d52ea472e7bd8fd9fad8e9738c01fdb68f9e6cf9daea1488ac0e16e1ef9c35ef,11908b444a80f193109d50d98a54fce24bee769a3edac5071bed145793f7671e,730c019dc9c27c89a0ff794e14cb43e3dc1e691fdc86e72891893193dd701750,98a8e31504da4b3e74dbb49f0be323aac01a9f2e19a21fa4edca357be4ed68e9,955e17213feacbc28182bcbf8329bf3c3d37ea3b5e899d0494c7a5740b0f7d11,bd0caf6e8ffaeb40707681d4f9784ceb77705c591b9dc31a4042f152224e2738,e6d2840af79c068f59c16e70fba1e9a9229d30bd59d931a7d2b16743be0d497a,49cfb5d630705c5af18631cf07299cca4b3a9beda4b85e7119d64af6949bf4c8,f6990886d9635ff53e57957d3e360f076bb8d43b786cb0f7e0baa28672278d6a,bb2eb17732cb58d2649b7216255faa2937933a5fe56eb66494a7738beaab7580,05a63001229e34194bcb6e49b186e7b4ee0a29a5080f43605d9228a16f0a2417,a1651f42ac6507ab3f338908f620ac5f399abc3405abae6bcae5099847df1603
"2010","12363","4","12369","3","12427","4","12417","かけめぐる","4","12368","4","有名な俳句「旅に病んで　夢は枯れ野を　○○○○○」","","0","2","空欄に入るのは？","4","2","かけめぐる"
"2011","12402","4","12399","3","12395","4","12395","ひはにしに","4","12375","4","有名な俳句「菜の花や　月は東に　○○○○○」","","0","2","空欄に入るのは？","4","2","ひはにしに"
"2012","12422","4","12365","3","12390","4","12392","ゆきとけて","4","12369","4","有名な俳句「○○○○○　村一ぱいの　子どもかな」","","0","2","空欄に入るのは？","4","2","ゆきとけて"
"2013","12490","5","12452","1","12450","5","12488","ナイトメア","5","12513","5","「い　と　め　あ　な」","","0","2","並び替えて、プリコネにまつわる言葉にすると？","5","1","ナイトメア"
"2014","12521","5","12531","1","12523","5","12489","ランドソル","5","12477","5","「そ　ら　ど　る　ん」","","0","2","並び替えて、プリコネにまつわる言葉にすると？","5","1","ランドソル"
"2015","12381","4","12427","1","12358","4","12398","そるのとう","4","12392","4","「そ　と　の　う　る」","","0","2","並び替えて、プリコネにまつわる言葉にすると？","4","1","そるのとう"
"2016","12427","4","12394","1","12358","4","12398","るなのとう","4","12392","4","「な　と　う　の　る」","","0","2","並び替えて、プリコネにまつわる言葉にすると？","4","1","るなのとう"
"2017","12402","4","12367","2","12356","4","12358","ひくうてい","4","12390","4","「ひ　う　い　て　く」","","5020","2","並び替えて、プリコネにまつわる言葉にすると？","4","1","ひくうてい"
"2019","12405","4","12375","2","12419","4","12435","ふしんしゃ","4","12375","4","「し　ゃ　し　ん　ふ」","","2019","2","並び替えて、プリコネにまつわる言葉にすると？","4","1","ふしんしゃ"
"2020","12416","4","12366","2","12431","4","12375","むぎしゅわ","4","12421","4","「わ　し　む　ぎ　ゅ」","","2020","2","並び替えて、プリコネにまつわる言葉にすると？","4","1","むぎしゅわ"
"2023","28779","6","20107","1","26834","6","22580","火事場泥棒","6","27877","6","人々が混乱しているどさくさに紛れて利益を得ること","","0","2","これ、何と言う？","6","2","火事場泥棒"
"2024","21927","6","22057","1","25943","6","20001","喧嘩両成敗","6","25104","6","「喧嘩をしたものの両方を処分すること」を指す言葉","","0","2","これ、何と言う？","6","2","喧嘩両成敗"
"2025","20116","6","21313","2","27497","6","27497","五十歩百歩","6","30334","6","「大した差が無く、似たり寄ったりであること」を指す言葉","","0","2","これ、何と言う？","6","2","五十歩百歩"
"2026","33258","6","24847","1","21104","6","35672","自意識過剰","6","36942","6","「他人が自分をどう見ているかを気にしすぎる状態」を指す言葉","","0","2","これ、何と言う？","6","2","自意識過剰"
"2027","25163","6","25345","2","27760","6","28961","手持無沙汰","6","27801","6","「何もすることが無く、手が空いてしまい暇な状態」を指す言葉","","0","2","これ、何と言う？","6","2","手持無沙汰"
"2028","26085","6","24120","1","20107","6","33590","日常茶飯事","6","39151","6","「毎日食事をすることと同じように、日々のありふれた、いつものこと」を指す言葉","","0","2","これ、何と言う？","6","2","日常茶飯事"
"2029","24517","6","35201","2","27424","6","19981","必要不可欠","6","21487","6","「必要性が高く、欠かすことができないこと」を指す言葉","","0","2","これ、何と言う？","6","2","必要不可欠"
"2031","74","2","69","3","83","2","65","JEANS","2","78","2","「ジーンズ（服の種類）」を英語で","","0","2","これ、何と書く？","2","2","JEANS"
"2032","65","2","67","3","82","2","84","ACTOR","2","79","2","「アクター（俳優）」を英語で","","0","2","これ、何と書く？","2","2","ACTOR"
"2033","65","2","76","3","84","2","69","ALERT","2","82","2","「アラート（警報）」を英語で","","0","2","これ、何と書く？","2","2","ALERT"
"2034","66","2","69","1","84","2","65","BEAST","2","83","2","「ビースト（獣）」を英語で","","0","2","これ、何と書く？","2","2","BEAST"
"2035","66","2","76","1","75","2","65","BLACK","2","67","2","「ブラック（黒）」を英語で","","0","2","これ、何と書く？","2","2","BLACK"
"2036","66","2","76","2","68","2","79","BLOOD","2","79","2","「ブラッド（血）」を英語で","","0","2","これ、何と書く？","2","2","BLOOD"
"2037","66","2","82","2","78","2","65","BRAIN","2","73","2","「ブレーン（脳）」を英語で","","0","2","これ、何と書く？","2","2","BRAIN"
"2038","66","2","82","2","69","2","65","BRAVE","2","86","2","「ブレイブ（勇敢）」を英語で","","0","2","これ、何と書く？","2","2","BRAVE"
"2039","66","2","82","3","72","2","85","BRUSH","2","83","2","「ブラシ」を英語で","","0","2","これ、何と書く？","2","2","BRUSH"
"2040","66","2","85","2","68","2","73","BUILD","2","76","2","「ビルド（建てる）」を英語で","","0","2","これ、何と書く？","2","2","BUILD"
"2041","66","2","85","2","84","2","82","BURST","2","83","2","「バースト（爆発、破裂）」を英語で","","0","2","これ、何と書く？","2","2","BURST"
"2042","85","2","78","1","78","2","73","UNION","2","79","2","「ユニオン（団結）」を英語で","","0","2","これ、何と書く？","2","2","UNION"
"2043","67","2","72","3","83","2","65","CHAOS","2","79","2","「カオス（混沌）」を英語で","","0","2","これ、何と書く？","2","2","CHAOS"
"2044","67","2","72","3","77","2","65","CHARM","2","82","2","「チャーム（魅力）」を英語で","","0","2","これ、何と書く？","2","2","CHARM"
"2045","67","2","72","2","68","2","73","CHILD","2","76","2","「チャイルド（子ども）」を英語で","","0","2","これ、何と書く？","2","2","CHILD"
"2046","67","2","76","2","82","2","69","CLEAR","2","65","2","「クリア（綺麗、澄んだ）」を英語で","","0","2","これ、何と書く？","2","2","CLEAR"
"2047","67","2","76","3","68","2","79","CLOUD","2","85","2","「クラウド（雲）」を英語で","","0","2","これ、何と書く？","2","2","CLOUD"
"2048","67","2","85","3","69","2","82","CURSE","2","83","2","「カース（呪い）」を英語で","","0","2","これ、何と書く？","2","2","CURSE"
"2049","68","2","69","1","76","2","86","DEVIL","2","73","2","「デビル（悪魔）」を英語で","","0","2","これ、何と書く？","2","2","DEVIL"
"2050","68","2","79","3","84","2","85","DOUBT","2","66","2","「ダウト（疑い）」を英語で","","0","2","これ、何と書く？","2","2","DOUBT"
"2051","69","2","78","1","89","2","69","ENEMY","2","77","2","「エネミー（敵）」を英語で","","0","2","これ、何と書く？","2","2","ENEMY"
"2052","69","2","81","3","80","2","85","EQUIP","2","73","2","「イクイップ（装備する）」を英語で","","0","2","これ、何と書く？","2","2","EQUIP"
"2053","70","2","73","1","84","2","71","FIGHT","2","72","2","「ファイト（戦い）」を英語で","","0","2","これ、何と書く？","2","2","FIGHT"
"2054","70","2","79","2","69","2","82","FORCE","2","67","2","「フォース（力、強制する）」を英語で","","0","2","これ、何と書く？","2","2","FORCE"
"2055","71","2","76","2","89","2","79","GLORY","2","82","2","「グローリー（栄光）」を英語で","","0","2","これ、何と書く？","2","2","GLORY"
"2056","72","2","69","2","89","2","65","HEAVY","2","86","2","「ヘビー（重い）」を英語で","","0","2","これ、何と書く？","2","2","HEAVY"
"2057","72","2","85","1","78","2","77","HUMAN","2","65","2","「ヒューマン（人間）」を英語で","","0","2","これ、何と書く？","2","2","HUMAN"
"2058","74","2","69","3","76","2","87","JEWEL","2","69","2","「ジュエル（宝石）」を英語で","","0","2","これ、何と書く？","2","2","JEWEL"
"2059","76","2","65","2","69","2","78","LANCE","2","67","2","「ランス（槍）」を英語で","","0","2","これ、何と書く？","2","2","LANCE"
"2060","76","2","73","2","84","2","71","LIGHT","2","72","2","「ライト（光）」を英語で","","0","2","これ、何と書く？","2","2","LIGHT"
"2061","78","2","79","2","69","2","73","NOISE","2","83","2","「ノイズ（雑音）」を英語で","","0","2","これ、何と書く？","2","2","NOISE"
"2062","79","2","67","2","78","2","69","OCEAN","2","65","2","「オーシャン（海）」を英語で","","0","2","これ、何と書く？","2","2","OCEAN"
"2063","80","2","73","3","69","2","69","PIECE","2","67","2","「ピース（断片）」を英語で","","0","2","これ、何と書く？","2","2","PIECE"
"2064","80","2","79","1","82","2","87","POWER","2","69","2","「パワー（力、権力）」を英語で","","0","2","これ、何と書く？","2","2","POWER"
"2065","80","2","82","3","69","2","73","PRIZE","2","90","2","「プライズ（賞）」を英語で","","0","2","これ、何と書く？","2","2","PRIZE"
"2066","81","2","85","1","84","2","69","QUEST","2","83","2","「クエスト（探索、探求）」を英語で","","0","2","これ、何と書く？","2","2","QUEST"
"2067","82","2","73","2","76","2","86","RIVAL","2","65","2","「ライバル（競争相手）」を英語で","","0","2","これ、何と書く？","2","2","RIVAL"
"2068","82","2","79","2","76","2","89","ROYAL","2","65","2","「ロイヤル（王の）」を英語で","","0","2","これ、何と書く？","2","2","ROYAL"
"2069","83","2","65","3","84","2","73","SAINT","2","78","2","「セイント（聖人）」を英語で","","0","2","これ、何と書く？","2","2","SAINT"
"2070","83","2","72","2","69","2","65","SHADE","2","68","2","「シェイド（陰）」を英語で","","0","2","これ、何と書く？","2","2","SHADE"
"2071","83","2","72","2","69","2","73","SHINE","2","78","2","「シャイン（光る）」を英語で","","0","2","これ、何と書く？","2","2","SHINE"
"2072","83","2","75","1","76","2","73","SKILL","2","76","2","「スキル（技能）」を英語で","","0","2","これ、何と書く？","2","2","SKILL"
"2073","83","2","80","2","76","2","69","SPELL","2","76","2","「スペル（呪文）」を英語で","","0","2","これ、何と書く？","2","2","SPELL"
"2074","83","2","84","2","76","2","69","STEEL","2","69","2","「スチール（鋼鉄）」を英語で","","0","2","これ、何と書く？","2","2","STEEL"
"2075","83","2","84","2","77","2","79","STORM","2","82","2","「ストーム（嵐）」を英語で","","0","2","これ、何と書く？","2","2","STORM"
"2076","86","2","79","1","69","2","73","VOICE","2","67","2","「ボイス（声）」を英語で","","0","2","これ、何と書く？","2","2","VOICE"
"2077","87","2","65","1","82","2","84","WATER","2","69","2","「ウォーター（水）」を英語で","","0","2","これ、何と書く？","2","2","WATER"
"2078","87","2","79","1","68","2","82","WORLD","2","76","2","「ワールド（世界）」を英語で","","0","2","これ、何と書く？","2","2","WORLD"
"2079","12377","4","12418","2","12385","4","12398","すもももももももものうち","4","12358","4","有名な早口言葉","すもももももももものうち","0","2","空欄に入るのは？","4","2","すものうち"
"2080","12450","5","12531","3","12531","5","12497","アンパサンド","5","12469","5","「＆」マークの正式名称","","0","2","これ、何と言う？","5","2","アンパサン"
"2081","12454","5","12512","3","12488","5","12521","ウムラウト","5","12454","5","「Ä、Ü」などにつく「・・」の部分の名前","","0","2","これ、何と言う？","5","2","ウムラウト"
"2083","12418","4","12392","3","12375","4","12367","とうだいもとくらし","4","12425","4","「どうだ！妹暮らし」ですね！","","2083","2","リノの言い間違い、正しいことわざは？","4","1","もとくらし"
"2084","12377","4","12409","3","12375","4","12390","おわりよければすべてよし","4","12424","4","「終わりよければスベスベお肌」ですね！","","2083","2","リノの言い間違い、正しいことわざは？","4","1","すべてよし"
"2085","12358","4","12428","3","12375","4","12356","そなえあればうれいなし","4","12394","4","「備えあればうれしいな」　　　ですね！","","2083","2","リノの言い間違い、正しいことわざは？","4","1","うれいなし"
"2086","12425","4","12367","3","12367","4","12385","いっけんらくちゃく","4","12419","4","「一件楽チャック」ですね！","","2083","2","リノの言い間違い、正しいことわざは？","4","1","らくちゃく"
"2088","12367","4","12427","1","12401","4","12426","みらくるまほりん、くるりんぱ～♪","4","12435","4","『マホ』の口癖の一つ","","2088","2","これ、何と言う？","4","1","くるりんぱ"
"2089","12522","5","12475","1","12492","5","12456","リセエンヌ","5","12531","5","森の臆病者と聖なる学舎の「異端児」","","0","2","これ、何と読む？","5","1","リセエンヌ"
"2091","23233","6","39135","2","12394","6","12431","秋ナスは嫁に食わすな","4","12377","4","嫁への嫌がらせをする姑の意地悪なあり様をたとえた言葉","秋ナスは嫁に食わすな","0","2","これ、何と言う？","4","2","嫁食わすな"
"2092","12376","4","12421","1","12394","4","12358","じゅうなな番目","4","12394","4","アルファベットで『Q』は何番目の文字？（ひらがなで）","","0","2","これ、何と書く？","4","2","じゅうなな"
"2093","12395","4","12376","2","12395","4","12421","にじゅうに番目","4","12358","4","アルファベットで『V』は何番目の文字？（ひらがなで）","","0","2","これ、何と書く？","4","2","にじゅうに"
"2094","12376","4","12421","1","12435","4","12358","じゅうさん番目","4","12373","4","アルファベットで『M』は何番目の文字？（ひらがなで）","","0","2","これ、何と書く？","4","2","じゅうさん"
"2095","12395","4","12376","2","12372","4","12421","にじゅうご番目","4","12358","4","アルファベットで『Y』は何番目の文字？（ひらがなで）","","0","2","これ、何と書く？","4","2","にじゅうご"
"2096","12458","5","12494","3","12506","5","12510","オノマトペ","5","12488","5","「キラキラ」「クスクス」「ドカン」などの言葉をひとまとめにした呼び方、カタカナで書くと？","","0","2","これ、何と書く？","5","2","オノマトペ"
"2097","12450","5","12522","3","12493","5","12450","アリアドネの糸","5","12489","5","神話に由来する言葉で、困難な状況を解決するときに、そのカギとなる物をこのように呼ぶ","","0","2","これ、何と言う？","5","2","アリアドネ"
"2098","12522","5","12450","1","23455","5","12523","リア充＝リアル充実","6","20805","6","","","0","2","これ、略さずに言うと？","5","1","リアル充実"
"2099","12450","5","12510","1","12450","5","12481","プロ⇔アマチュア","5","12517","5","","","0","2","これ、何と言う？","5","2","アマチュア"
"2100","12412","4","12358","3","12367","4","12375","ぼうしょく","4","12423","4","「七つの大罪」、傲慢・憤怒・嫉妬・怠惰・強欲・色欲、あと一つは？","","0","2","これ、何？","4","2","ぼうしょく"
"2101","12420","4","12362","2","12378","4","12424","やおよろず","4","12429","4","「八百万」の読み仮名。「はっぴゃくまん」以外だと？","","0","2","これ、何と言う？","4","2","やおよろず"
"2102","12501","5","12455","2","12540","5","12450","フェアリーテール","5","12522","5","「おとぎ話」の別の言い方","","0","2","これ、何と言う？","5","2","フェアリー"
"2103","12469","5","12452","1","12473","5","12456","SF＝サイエンスフィクション","5","12531","5","創作物のジャンルの一つ","","0","2","これ、何と言う？","5","2","サイエンス"
"2104","34892","6","12387","1","12428","4","12392","トイレに行っといれ","4","12356","4","もっともポピュラーなダジャレの一つ","","0","2","これ、何と言う？","4","2","行っといれ"
"2105","12414","4","12435","3","12358","4","12376","まんじゅうこわい","4","12421","4","有名な落語の演目。うまく芝居を打ち、たくさんの菓子を手に入れた主人公の狡猾さが描かれる","","0","2","これ、何と言う？","4","2","まんじゅう"
"2106","32070","6","12434","3","12368","4","12388","絆をつなぐものたち","4","12394","4","メインストーリー序章のタイトル","","0","2","これ、何と言う？","4","1","絆をつなぐ"
"2113","36208","6","12428","1","12473","4","12513","走れメロス","5","12525","5","「メロスは激怒した。」の書き出しで始まる文学作品","","0","2","これ、何と言う？","5","2","走れメロス"
"2127","12402","4","12425","1","12510","4","12369","ひらけ、ゴマ","5","12468","5","昔話「アリババと40人の盗賊」で、扉を開けるのに使われる呪文","ひらけ、ゴマ","0","2","これ、何と言う？","4","2","ひらけゴマ"
"2128","12503","5","12524","3","12488","5","12476","ハツネのプレゼント大作戦！","5","12531","5","","","2128","2","このイベント名の「？」に入るのは？","5","1","プレゼント"
"2129","12503","5","12522","3","12473","5","12531","渚のグルメプリンセス","5","12475","5","","","2129","2","このイベント名の「？」に入るのは？","5","1","プリンセス"
"2130","12490","5","12452","3","12450","5","12488","くろがねのナイトメア","5","12513","5","","","2130","2","このイベント名の「？」に入るのは？","5","1","ナイトメア"
"2135","12473","5","12488","3","12540","5","12540","嘆きの追跡者\n＝なげきのストーカー","5","12459","5","","","2135","2","このイベント名の「？」に入るのは？","5","1","ストーカー"
"2137","12471","5","12519","3","12531","5","12540","ショーグン道中記","5","12464","5","","","2137","2","このイベント名の「？」に入るのは？","5","1","ショーグン"
"2139","12524","5","12452","3","12540","5","12531","スズナレインボーステージ！","5","12508","5","","","2139","2","このイベント名の「？」に入るのは？","5","1","レインボー"
"2143","12503","5","12524","3","12488","5","12476","プレゼントパニック！","5","12531","5","","","2143","2","このイベント名の「？」に入るのは？","5","1","プレゼント"
"2148","19981","6","24605","3","22269","6","35696","不思議の国のリノ","4","12398","6","","","2148","2","このイベント名の「？」に入るのは？","6","1","不思議の国"
"2149","12456","5","12531","3","12523","5","12472","ハッピー・\nチェンジ・エンジェルズ","5","12455","5","","","2149","2","このイベント名の「？」に入るのは？","5","1","エンジェル"
"2151","12459","5","12523","3","12488","5","12486","レッツゴー！\nマジカルカルテット！","5","12483","5","","","2151","2","このイベント名の「？」に入るのは？","5","1","カルテット"
"2154","12471","5","12515","3","12522","5","12531","デビュタント・シャングリ・ラ","5","12464","5","","","2154","2","このイベント名の「？」に入るのは？","5","1","シャングリ"
"2157","12471","5","12531","3","12521","5","12487","シンデレラレッスン","5","12524","5","","","2157","2","このイベント名の「？」に入るのは？","5","1","シンデレラ"
"2162","12456","5","12531","3","12473","5","12489","エンドレスサマープロデュース","5","12524","5","","","2162","2","このイベント名の「？」に入るのは？","5","1","エンドレス"
"2163","12514","5","12540","3","12488","5","12513","ジャスト ア モーメント！","5","12531","5","","","2163","2","このイベント名の「？」に入るのは？","5","1","モーメント"
"2164","12452","5","12522","3","12523","5","12540","イリーガルオーエドカルテ","5","12460","5","","","2164","2","このイベント名の「？」に入るのは？","5","1","イリーガル"
"2167","12475","5","12452","3","12474","5","12496","ハロウィンセイバーズスクランブル！","5","12540","5","","","2167","2","このイベント名の「？」に入るのは？","5","1","セイバーズ"
"2169","12494","5","12527","3","12474","5","12540","マジカル★ノワールズ！","5","12523","5","","","2169","2","このイベント名の「？」に入るのは？","5","1","ノワールズ"
"2177","39764","6","27861","3","12523","6","12505","魔法少女ベルルちゃん","5","12523","5","ランドソルに伝わる児童文学。かつて存在した伝説の英雄をモデルにした物語","魔法少女ベルルちゃん","0","2","これ、何と言う？","5","1","魔法ベルル"
"2194","12502","5","12524","1","12531","5","12540","ブレーメンの音楽隊","5","12513","5","有名な童話。ロバ・犬・猫・ニワトリが一致団結し、新生活を切り開く物語","","0","2","これ、何と言う？","5","2","ブレーメン"
"2195","12510","5","12483","1","12426","5","12481","マッチ売りの少女","6","22770","4","有名な童話。貧しい少女が、雪降る街の中でマッチを売る物語","","0","2","これ、何と言う？","5","2","マッチ売り"
"2197","12504","5","12531","1","12540","5","12464","ヘンゼルとグレーテル","5","12524","5","有名な童話。幼い兄妹が、知恵をはたらかせてピンチを脱する物語","ヘンゼルとグレーテル","0","2","これ、何と言う？","5","2","ヘングレー"
"2198","12471","5","12531","1","12521","5","12487","シンデレラ","5","12524","5","和訳すると「灰かぶり」となる名前の童話。魔法の力で成功を掴む物語","","0","2","これ、何と言う？","5","2","シンデレラ"
"2200","35211","6","32862","2","12431","6","12363","見ざる、聞かざる、言わざる","6","35328","4","3匹の猿の彫刻でおなじみの、有名なフレーズ","見ざる、聞かざる、言わざる","0","2","これ、何と言う？","4","2","見聞か言わ"
"2201","12487","5","12472","2","12517","5","12515","デジャヴュ","5","12532","5","実際には体験したことがないのに、既に経験したことがあるように感じること。「既視感」とも","","0","2","これ、何と言う？","5","2","デジャヴュ"
"2202","12463","5","12450","3","12503","5","12489","クアドラプル","5","12521","5","シングル、ダブル、トリプル、その次はなんと言う？","","0","2","これ、何と言う？","5","2","クアドラプ"
"2203","12487","5","12513","1","12488","5","12522","メリット⇔デメリット","5","12483","5","","","0","2","これ、何と言う？","5","2","デメリット"
"2204","12412","4","12387","1","12426","4","12383","ぼったくり","4","12367","4","商売において、実際の価値よりも明らかに高い金銭を要求されること","","0","2","これ、何と言う？","4","2","ぼったくり"
"2205","12458","5","12501","1","12473","5","12455","ディフェンス⇔オフェンス","5","12531","5","","","0","2","これ、何と言う？","5","2","オフェンス"
"2206","12383","4","12356","1","12358","4","12375","お山のたいしょう","4","12423","4","小さな集団の中で、自分が一番だと威張っている、世間知らずな人のこと","","0","2","これ、何と言う？","4","2","たいしょう"
"2211","22823","6","22825","3","27882","6","20351","大天使の泪","4","12398","6","イベント「ハッピー・チェンジ・エンジェルズ」で獲得できるアイテム","","2211","2","これ、何と言う？","6","1","大天使の泪	"
"2214","30707","6","12398","1","12418","4","19978","石の上にも三年","4","12395","4","「辛くてもじっと辛抱していれば、いつか成し遂げられること」を指すことわざ","","0","2","これ、何と言う？","6","2","石の上にも"
"2216","28023","6","32769","1","12427","6","39899","海老で鯛を釣る","6","37347","4","ほんの少しの対価で、運よく大きなものを手に入れること。とある生き物の名を使ったことわざ","海老で鯛を釣る","0","2","これ、何と言う？","6","2","海老鯛釣る"
"2217","27827","6","31461","1","12428","6","24029","河童の川流れ","6","27969","4","どんなに上手な人でも、時には失敗すること。とある妖怪の名を使ったことわざ","河童の川流れ","0","2","これ、何と言う？","6","2","河童川流れ"
"2224","12365","4","12435","1","12435","4","12392","きんとうん","4","12358","4","「西遊記」に登場する孫悟空が乗る雲。仙人のみ乗ることが出来る","","0","2","これ、何と言う？","4","2","きんとうん"
"2227","12422","4","12426","3","12394","4","12398","立てば芍薬、座れば牡丹、\n歩く姿はゆりのはな","4","12399","4","何をしていても美しく魅力的な振る舞いに見える人をあらわすフレーズ","","0","2","これ、何と言う？","4","2","ゆりのはな"
"2228","12524","5","12540","3","12531","5","12471","イラストレーション","5","12519","5","「イラスト」を略さずに言うと？","","0","2","これ、何と言う？","5","2","レーション"
"2229","12406","4","12387","2","12377","4","12371","ぶっころすわよ！","4","12429","4","キャルの口癖の一つ。主に腹を立てたときに言うことが多いが、本気で言ってるわけではない","","2229","2","これ、何と言う？","4","1","ぶっころす"
"2230","12516","5","12496","2","12424","5","12452","ヤバイわよ！","4","12431","4","キャルの口癖の一つ。良い意味でも悪い意味でもヤバイことが起きたときに言うことが多い","","2230","2","これ、何と言う？","5","1","ヤバイわよ"
"2231","12362","4","12356","2","65374","4","12387","おいっす～☆","4","12377","4","ペコリーヌがよく口にする、独特なあいさつ。片手を前に突き出しながら言うのがお決まり","","1255","2","これ、何と言う？","4","1","おいっす～"
"2232","12511","5","12473","2","12489","5","12522","ミスリード","5","12540","5","小説などで、あえて読者が誤った予想をするように誘導し、後で裏切って驚かせるテクニック","","0","2","これ、何と言う？","5","2","ミスリード"
"2233","12363","4","12376","1","12376","4","12362","地震・雷・かじ・おやじ","4","12420","4","恐ろしいものの例えとして、よく浸透したフレーズ","地震・雷・かじ・おやじ","0","2","これ、何と言う？","4","2","かじおやじ"
"2234","12497","5","12540","1","12540","5","12486","パリピ＝パーティーピーポー","5","12451","5","","","0","2","これ、略さずに言うと？","5","2","パーティー"
"2235","12400","4","12435","1","12358","4","12375","森羅ばんしょう（ひらがなで）","4","12423","4","この世に存在するあらゆる物事をあらわした四字熟語","","0","2","これ、何と言う？","4","2","ばんしょう"
"2236","12354","4","12414","1","12426","4","12420","あまやどり","4","12393","4","突然の雨に降られた時に、軒先などで雨が上がるまでの時間をしのぐこと","","0","2","これ、何と言う？","4","2","あまやどり"
"2237","29392","6","12398","3","12426","4","23233","狐の嫁入り","6","20837","4","晴れているときに降る雨の俗称。そういう時にはとある動物が嫁入りする、という言い伝えから","","0","2","これ、何と言う？","6","2","狐の嫁入り"
"2238","12362","4","33457","3","12473","6","35211","お花見デース！！","5","12487","5","","お花見デース！！","2238","2","ニノンはなんと詠んだ？","6","1","お花見デス"
"2240","12375","4","12435","2","12367","4","12385","進捗＝しんちょく","4","12423","4","","","0","2","これ、何と読む？","4","2","しんちょく"
"2241","12450","5","12521","2","12531","5","12499","アラビアンナイト","5","12450","5","「千夜一夜物語」とも呼ばれる説話集。「アラジンと魔法のランプ」も収録されている","","0","2","これ、何と言う？","5","2","アラビアン"
"2242","12497","5","12531","1","31665","5","12489","パンドラの箱","5","12521","6","神話に登場する、あらゆる災厄が詰められた箱。現代では、「触れてはならないもの」の代名詞","パンドラの箱","0","2","これ、何と言う？","5","2","パンドラ箱"
"2243","12472","5","12455","1","12523","5","12531","レディース&ジェントルメン","5","12488","5","ショーなどの始まりに、司会者が言うあいさつとしてお決まりのフレーズ","","0","2","これ、何と言う？","5","2","ジェントル"
"2244","12508","5","12516","3","12517","5","12540","ボン・ボヤージュ！","5","12472","5","旅に出る人に向けてかけるポピュラーなあいさつで、「良い旅を！」という意味がある","","0","2","これ、何と言う？","5","2","ボヤージュ"
"2245","12473","5","12486","2","12540","5","12487","レディ ステディー ゴー！","5","12451","5","「位置について、よーい、どん！」これに意味の近い英語のフレーズ","","0","2","これ、何と言う？","5","2","ステディー"
"2246","12381","4","12391","3","12383","4","12398","そでのした","4","12375","4","「賄賂（わいろ）」の別の呼び方。昔は着物のそでを使って、こっそり隠して渡したことから","","0","2","これ、何と言う？","4","2","そでのした"
"2247","12418","4","12358","2","12358","4","12426","魑魅魍魎＝ちみもうりょう","4","12423","4","","","0","2","これ、何と読む？","4","2","もうりょう"
"2248","12375","4","12421","3","12356","4","12358","しゅうさい","4","12373","4","スズナが使う『ヒデサイ』という言葉、とある言葉の読み間違いだが、本来なんと読むのが正しい？","","2248","2","これ、何と言う？","4","1","しゅうさい"
"2249","12375","4","12398","2","12375","4","12403","抜き足、差し足、しのびあし","4","12354","4","","","0","2","これ、何と言う？","4","2","しのびあし"
"2250","12475","5","12511","2","12531","5","12467","セミコロン","5","12525","5","「：」の読み方は「コロン」、では「；」の読み方は？","","0","2","これ、何と言う？","5","2","セミコロン"
"2251","12450","5","12452","3","12540","5","12467","アイコピー","5","12500","5","無線で会話のやり取りをするときの決めごと。「ユーコピー？」と聞かれたら、なんと返す？","","0","2","これ、何と言う？","5","2","アイコピー"
"2252","12383","4","12365","3","12426","4","12398","鯉のたきのぼり","4","12412","4","非常に勢いに乗っていることや、立身出世をすることをたとえるのに使う言葉","","0","2","これ、何と言う？","4","2","たきのぼり"
"2253","12358","4","12362","3","12429","4","12372","うおごころあれば水心あり","4","12371","4","","","0","2","このことわざ、何と言う？","4","2","うおごころ"
"2254","12363","4","12431","1","23376","4","12356","かわいい子には旅をさせよ","4","12356","6","過保護にせず、世間に出して様々な経験をさせた方が子どものためになる。ということわざ","","0","2","これ、何と言う？","4","2","かわいい子"
"2255","12456","5","12500","2","12464","5","12525","プロローグ⇔エピローグ","5","12540","5","","","0","2","これ、何と言う？","5","2","エピローグ"
"2256","12501","5","12451","2","12523","5","12472","心⇒メンタル　体⇒フィジカル","5","12459","5","","","0","2","これ、何と言う？","5","2","フィジカル"
