8a71d748829710bb48dd43f00d23330bbf4121ea6d770b01170e1e214a349692,e3a45f5b476183dac64b3a6a43794174a66adaac27cc247dd25044bf50fd9447,58fa188c9734cebcdabefa6638ccdadcb02f520d69d600afb359c125c358bb4b,920c1194004a1791469e3cb791dd9286c51f4a0c3a2d3145f50aa23f6c5bec2c,4e90e0a88fa0c50b81ce21af01f37c48db47a2009ff5d88d825d4774dac351de
"1","2","22002","72018011","20018022"
"30","8","91002","72018012","20018023"
"1","2","22002","72018012","20018024"
"30","8","91002","72018013","20018025"
"1","2","22002","72018013","20018026"
"30","8","91002","72018014","20018027"
"1","2","22002","72018014","20018028"
"200","8","91002","72018015","20018029"
"1","2","22002","72018015","20018030"
"60","8","91002","72018016","20018031"
"2","2","22002","72018016","20018032"
"60","8","91002","72018017","20018033"
"2","2","22002","72018017","20018034"
"60","8","91002","72018018","20018035"
"2","2","22002","72018018","20018036"
"60","8","91002","72018019","20018037"
"2","2","22002","72018019","20018038"
"300","8","91002","72018020","20018039"
"2","2","22002","72018020","20018040"
"1","1","111201","72018021","20018041"
"10","2","31112","72018022","20018042"
"10","2","31036","72018022","20018043"
"10","2","31112","72018023","20018044"
"10","2","31036","72018023","20018045"
"30","8","91002","72019001","20019001"
"1","2","22002","72019001","20019002"
"30","8","91002","72019002","20019003"
"1","2","22002","72019002","20019004"
"30","8","91002","72019003","20019005"
"1","2","22002","72019003","20019006"
"30","8","91002","72019004","20019007"
"1","2","22002","72019004","20019008"
"30","8","91002","72019005","20019009"
"1","2","22002","72019005","20019010"
"30","8","91002","72019006","20019011"
"1","2","22002","72019006","20019012"
"30","8","91002","72019007","20019013"
"1","2","22002","72019007","20019014"
"30","8","91002","72019008","20019015"
"1","2","22002","72019008","20019016"
"30","8","91002","72019009","20019017"
"1","2","22002","72019009","20019018"
"30","8","91002","72019010","20019019"
"1","2","22002","72019010","20019020"
"30","8","91002","72019011","20019021"
"1","2","22002","72019011","20019022"
"30","8","91002","72019012","20019023"
"1","2","22002","72019012","20019024"
"30","8","91002","72019013","20019025"
"1","2","22002","72019013","20019026"
"30","8","91002","72019014","20019027"
"1","2","22002","72019014","20019028"
"200","8","91002","72019015","20019029"
"1","2","22002","72019015","20019030"
"60","8","91002","72019016","20019031"
"2","2","22002","72019016","20019032"
"60","8","91002","72019017","20019033"
"2","2","22002","72019017","20019034"
"60","8","91002","72019018","20019035"
"2","2","22002","72019018","20019036"
"60","8","91002","72019019","20019037"
"2","2","22002","72019019","20019038"
"300","8","91002","72019020","20019039"
"2","2","22002","72019020","20019040"
"5","2","31037","72019021","20019041"
"5","2","31005","72019021","20019042"
"5","2","31037","72019022","20019043"
"5","2","31005","72019022","20019044"
"10","2","31037","72019023","20019045"
"10","2","31005","72019023","20019046"
"30","8","91002","72020001","20020001"
"1","2","22002","72020001","20020002"
"30","8","91002","72020002","20020003"
"1","2","22002","72020002","20020004"
"30","8","91002","72020003","20020005"
"1","2","22002","72020003","20020006"
"30","8","91002","72020004","20020007"
"1","2","22002","72020004","20020008"
"30","8","91002","72020005","20020009"
"1","2","22002","72020005","20020010"
"30","8","91002","72020006","20020011"
"1","2","22002","72020006","20020012"
"30","8","91002","72020007","20020013"
"1","2","22002","72020007","20020014"
"30","8","91002","72020008","20020015"
"1","2","22002","72020008","20020016"
"30","8","91002","72020009","20020017"
"1","2","22002","72020009","20020018"
"30","8","91002","72020010","20020019"
"1","2","22002","72020010","20020020"
"30","8","91002","72020011","20020021"
"1","2","22002","72020011","20020022"
"30","8","91002","72020012","20020023"
"1","2","22002","72020012","20020024"
"30","8","91002","72020013","20020025"
"1","2","22002","72020013","20020026"
"30","8","91002","72020014","20020027"
"1","2","22002","72020014","20020028"
"200","8","91002","72020015","20020029"
"1","2","22002","72020015","20020030"
"60","8","91002","72020016","20020031"
"2","2","22002","72020016","20020032"
"60","8","91002","72020017","20020033"
"2","2","22002","72020017","20020034"
"60","8","91002","72020018","20020035"
"2","2","22002","72020018","20020036"
"60","8","91002","72020019","20020037"
"2","2","22002","72020019","20020038"
"300","8","91002","72020020","20020039"
"2","2","22002","72020020","20020040"
"1","1","111601","72020021","20020041"
"10","2","31116","72020022","20020042"
"10","2","31044","72020022","20020043"
"10","2","31116","72020023","20020044"
"10","2","31044","72020023","20020045"
"1","7","2205","72020024","20020046"
"30","8","91002","72021001","20021001"
"1","2","22002","72021001","20021002"
"30","8","91002","72021002","20021003"
"1","2","22002","72021002","20021004"
"30","8","91002","72021003","20021005"
"1","2","22002","72021003","20021006"
"30","8","91002","72021004","20021007"
"1","2","22002","72021004","20021008"
"30","8","91002","72021005","20021009"
"1","2","22002","72021005","20021010"
"30","8","91002","72021006","20021011"
"1","2","22002","72021006","20021012"
"30","8","91002","72021007","20021013"
"1","2","22002","72021007","20021014"
"30","8","91002","72021008","20021015"
"1","2","22002","72021008","20021016"
"30","8","91002","72021009","20021017"
"1","2","22002","72021009","20021018"
"30","8","91002","72021010","20021019"
"1","2","22002","72021010","20021020"
"30","8","91002","72021011","20021021"
"1","2","22002","72021011","20021022"
"30","8","91002","72021012","20021023"
"1","2","22002","72021012","20021024"
"30","8","91002","72021013","20021025"
"1","2","22002","72021013","20021026"
"30","8","91002","72021014","20021027"
"1","2","22002","72021014","20021028"
"200","8","91002","72021015","20021029"
"1","2","22002","72021015","20021030"
"60","8","91002","72021016","20021031"
"2","2","22002","72021016","20021032"
"60","8","91002","72021017","20021033"
"2","2","22002","72021017","20021034"
"60","8","91002","72021018","20021035"
"2","2","22002","72021018","20021036"
"60","8","91002","72021019","20021037"
"2","2","22002","72021019","20021038"
"300","8","91002","72021020","20021039"
"2","2","22002","72021020","20021040"
"1","1","112101","72021021","20021041"
"10","2","31121","72021022","20021042"
"10","2","31021","72021022","20021043"
"10","2","31121","72021023","20021044"
"10","2","31021","72021023","20021045"
"30","8","91002","72022001","20022001"
"1","2","22002","72022001","20022002"
"30","8","91002","72022002","20022003"
"1","2","22002","72022002","20022004"
"30","8","91002","72022003","20022005"
"1","2","22002","72022003","20022006"
"30","8","91002","72022004","20022007"
"1","2","22002","72022004","20022008"
"30","8","91002","72022005","20022009"
"1","2","22002","72022005","20022010"
"30","8","91002","72022006","20022011"
"1","2","22002","72022006","20022012"
"30","8","91002","72022007","20022013"
"1","2","22002","72022007","20022014"
"30","8","91002","72022008","20022015"
"1","2","22002","72022008","20022016"
"30","8","91002","72022009","20022017"
"1","2","22002","72022009","20022018"
"30","8","91002","72022010","20022019"
"1","2","22002","72022010","20022020"
"30","8","91002","72022011","20022021"
"1","2","22002","72022011","20022022"
"30","8","91002","72022012","20022023"
"1","2","22002","72022012","20022024"
"30","8","91002","72022013","20022025"
"1","2","22002","72022013","20022026"
"30","8","91002","72022014","20022027"
"1","2","22002","72022014","20022028"
"200","8","91002","72022015","20022029"
"1","2","22002","72022015","20022030"
"60","8","91002","72022016","20022031"
"2","2","22002","72022016","20022032"
"60","8","91002","72022017","20022033"
"2","2","22002","72022017","20022034"
"60","8","91002","72022018","20022035"
"2","2","22002","72022018","20022036"
"60","8","91002","72022019","20022037"
"2","2","22002","72022019","20022038"
"300","8","91002","72022020","20022039"
"2","2","22002","72022020","20022040"
"1","1","112301","72022021","20022041"
"1","7","2307","72022022","20022042"
"1","7","2308","72022023","20022043"
"10","2","31123","72022024","20022044"
"10","2","31049","72022024","20022045"
"10","2","31123","72022025","20022046"
"10","2","31049","72022025","20022047"
"30","8","91002","72023001","20023001"
"1","2","22002","72023001","20023002"
"30","8","91002","72023002","20023003"
"1","2","22002","72023002","20023004"
"30","8","91002","72023003","20023005"
"1","2","22002","72023003","20023006"
"30","8","91002","72023004","20023007"
"1","2","22002","72023004","20023008"
"30","8","91002","72023005","20023009"
"1","2","22002","72023005","20023010"
"30","8","91002","72023006","20023011"
"1","2","22002","72023006","20023012"
"30","8","91002","72023007","20023013"
"1","2","22002","72023007","20023014"
"30","8","91002","72023008","20023015"
"1","2","22002","72023008","20023016"
"30","8","91002","72023009","20023017"
"1","2","22002","72023009","20023018"
"30","8","91002","72023010","20023019"
"1","2","22002","72023010","20023020"
"30","8","91002","72023011","20023021"
"1","2","22002","72023011","20023022"
"30","8","91002","72023012","20023023"
"1","2","22002","72023012","20023024"
"30","8","91002","72023013","20023025"
"1","2","22002","72023013","20023026"
"30","8","91002","72023014","20023027"
"1","2","22002","72023014","20023028"
"200","8","91002","72023015","20023029"
"1","2","22002","72023015","20023030"
"60","8","91002","72023016","20023031"
"2","2","22002","72023016","20023032"
"60","8","91002","72023017","20023033"
"2","2","22002","72023017","20023034"
"60","8","91002","72023018","20023035"
"2","2","22002","72023018","20023036"
"60","8","91002","72023019","20023037"
"2","2","22002","72023019","20023038"
"300","8","91002","72023020","20023039"
"2","2","22002","72023020","20023040"
"5","2","31107","72023021","20023041"
"5","2","31046","72023021","20023042"
"5","2","31107","72023022","20023043"
"5","2","31046","72023022","20023044"
"10","2","31107","72023023","20023045"
"10","2","31046","72023023","20023046"
"30","8","91002","72024001","20024001"
"1","2","22002","72024001","20024002"
"30","8","91002","72024002","20024003"
"1","2","22002","72024002","20024004"
"30","8","91002","72024003","20024005"
"1","2","22002","72024003","20024006"
"30","8","91002","72024004","20024007"
"1","2","22002","72024004","20024008"
"30","8","91002","72024005","20024009"
"1","2","22002","72024005","20024010"
"30","8","91002","72024006","20024011"
"1","2","22002","72024006","20024012"
"30","8","91002","72024007","20024013"
"1","2","22002","72024007","20024014"
"30","8","91002","72024008","20024015"
"1","2","22002","72024008","20024016"
"30","8","91002","72024009","20024017"
"1","2","22002","72024009","20024018"
"30","8","91002","72024010","20024019"
"1","2","22002","72024010","20024020"
"30","8","91002","72024011","20024021"
"1","2","22002","72024011","20024022"
"30","8","91002","72024012","20024023"
"1","2","22002","72024012","20024024"
"30","8","91002","72024013","20024025"
"1","2","22002","72024013","20024026"
"30","8","91002","72024014","20024027"
"1","2","22002","72024014","20024028"
"200","8","91002","72024015","20024029"
"1","2","22002","72024015","20024030"
"60","8","91002","72024016","20024031"
"2","2","22002","72024016","20024032"
"60","8","91002","72024017","20024033"
"2","2","22002","72024017","20024034"
"60","8","91002","72024018","20024035"
"2","2","22002","72024018","20024036"
"60","8","91002","72024019","20024037"
"2","2","22002","72024019","20024038"
"300","8","91002","72024020","20024039"
"2","2","22002","72024020","20024040"
"5","2","31028","72024021","20024041"
"5","2","31033","72024021","20024042"
"5","2","31028","72024022","20024043"
"5","2","31033","72024022","20024044"
"10","2","31028","72024023","20024045"
"10","2","31033","72024023","20024046"
"30","8","91002","72025001","20025001"
"1","2","22002","72025001","20025002"
"30","8","91002","72025002","20025003"
"1","2","22002","72025002","20025004"
"30","8","91002","72025003","20025005"
"1","2","22002","72025003","20025006"
"30","8","91002","72025004","20025007"
"1","2","22002","72025004","20025008"
"30","8","91002","72025005","20025009"
"1","2","22002","72025005","20025010"
"30","8","91002","72025006","20025011"
"1","2","22002","72025006","20025012"
"30","8","91002","72025007","20025013"
"1","2","22002","72025007","20025014"
"30","8","91002","72025008","20025015"
"1","2","22002","72025008","20025016"
"30","8","91002","72025009","20025017"
"1","2","22002","72025009","20025018"
"30","8","91002","72025010","20025019"
"1","2","22002","72025010","20025020"
"30","8","91002","72025011","20025021"
"1","2","22002","72025011","20025022"
"30","8","91002","72025012","20025023"
"1","2","22002","72025012","20025024"
"30","8","91002","72025013","20025025"
"1","2","22002","72025013","20025026"
"30","8","91002","72025014","20025027"
"1","2","22002","72025014","20025028"
"200","8","91002","72025015","20025029"
"1","2","22002","72025015","20025030"
"60","8","91002","72025016","20025031"
"2","2","22002","72025016","20025032"
"60","8","91002","72025017","20025033"
"2","2","22002","72025017","20025034"
"60","8","91002","72025018","20025035"
"2","2","22002","72025018","20025036"
"60","8","91002","72025019","20025037"
"2","2","22002","72025019","20025038"
"300","8","91002","72025020","20025039"
"2","2","22002","72025020","20025040"
"1","1","113001","72025021","20025041"
"10","2","31130","72025022","20025042"
"10","2","31065","72025022","20025043"
"10","2","31130","72025023","20025044"
"10","2","31065","72025023","20025045"
"30","8","91002","72026001","20026001"
"1","2","22002","72026001","20026002"
"30","8","91002","72026002","20026003"
"1","2","22002","72026002","20026004"
"30","8","91002","72026003","20026005"
"1","2","22002","72026003","20026006"
"30","8","91002","72026004","20026007"
"1","2","22002","72026004","20026008"
"30","8","91002","72026005","20026009"
"1","2","22002","72026005","20026010"
"30","8","91002","72026006","20026011"
"1","2","22002","72026006","20026012"
"30","8","91002","72026007","20026013"
"1","2","22002","72026007","20026014"
"30","8","91002","72026008","20026015"
"1","2","22002","72026008","20026016"
"30","8","91002","72026009","20026017"
"1","2","22002","72026009","20026018"
"30","8","91002","72026010","20026019"
"1","2","22002","72026010","20026020"
"30","8","91002","72026011","20026021"
"1","2","22002","72026011","20026022"
"30","8","91002","72026012","20026023"
"1","2","22002","72026012","20026024"
"30","8","91002","72026013","20026025"
"1","2","22002","72026013","20026026"
"30","8","91002","72026014","20026027"
"1","2","22002","72026014","20026028"
"200","8","91002","72026015","20026029"
"1","2","22002","72026015","20026030"
"60","8","91002","72026016","20026031"
"2","2","22002","72026016","20026032"
"60","8","91002","72026017","20026033"
"2","2","22002","72026017","20026034"
"60","8","91002","72026018","20026035"
"2","2","22002","72026018","20026036"
"60","8","91002","72026019","20026037"
"2","2","22002","72026019","20026038"
"300","8","91002","72026020","20026039"
"2","2","22002","72026020","20026040"
"1","1","113201","72026021","20026041"
"10","2","31132","72026022","20026042"
"10","2","31027","72026022","20026043"
"10","2","31132","72026023","20026044"
"10","2","31027","72026023","20026045"
"30","8","91002","72027001","20027001"
"1","2","22002","72027001","20027002"
"30","8","91002","72027002","20027003"
"1","2","22002","72027002","20027004"
"30","8","91002","72027003","20027005"
"1","2","22002","72027003","20027006"
"30","8","91002","72027004","20027007"
"1","2","22002","72027004","20027008"
"30","8","91002","72027005","20027009"
"1","2","22002","72027005","20027010"
"30","8","91002","72027006","20027011"
"1","2","22002","72027006","20027012"
"30","8","91002","72027007","20027013"
"1","2","22002","72027007","20027014"
"30","8","91002","72027008","20027015"
"1","2","22002","72027008","20027016"
"30","8","91002","72027009","20027017"
"1","2","22002","72027009","20027018"
"30","8","91002","72027010","20027019"
"1","2","22002","72027010","20027020"
"30","8","91002","72027011","20027021"
"1","2","22002","72027011","20027022"
"30","8","91002","72027012","20027023"
"1","2","22002","72027012","20027024"
"30","8","91002","72027013","20027025"
"1","2","22002","72027013","20027026"
"30","8","91002","72027014","20027027"
"1","2","22002","72027014","20027028"
"200","8","91002","72027015","20027029"
"1","2","22002","72027015","20027030"
"60","8","91002","72027016","20027031"
"2","2","22002","72027016","20027032"
"60","8","91002","72027017","20027033"
"2","2","22002","72027017","20027034"
"60","8","91002","72027018","20027035"
"2","2","22002","72027018","20027036"
"60","8","91002","72027019","20027037"
"2","2","22002","72027019","20027038"
"300","8","91002","72027020","20027039"
"2","2","22002","72027020","20027040"
"1","1","113501","72027021","20027041"
"10","2","31135","72027022","20027042"
"10","2","31023","72027022","20027043"
"10","2","31135","72027023","20027044"
"10","2","31023","72027023","20027045"
"30","8","91002","72028001","20028001"
"1","2","22002","72028001","20028002"
"30","8","91002","72028002","20028003"
"1","2","22002","72028002","20028004"
"30","8","91002","72028003","20028005"
"1","2","22002","72028003","20028006"
"30","8","91002","72028004","20028007"
"1","2","22002","72028004","20028008"
"30","8","91002","72028005","20028009"
"1","2","22002","72028005","20028010"
"30","8","91002","72028006","20028011"
"1","2","22002","72028006","20028012"
"30","8","91002","72028007","20028013"
"1","2","22002","72028007","20028014"
"30","8","91002","72028008","20028015"
"1","2","22002","72028008","20028016"
"30","8","91002","72028009","20028017"
"1","2","22002","72028009","20028018"
"30","8","91002","72028010","20028019"
"1","2","22002","72028010","20028020"
"30","8","91002","72028011","20028021"
"1","2","22002","72028011","20028022"
"30","8","91002","72028012","20028023"
"1","2","22002","72028012","20028024"
"30","8","91002","72028013","20028025"
"1","2","22002","72028013","20028026"
"30","8","91002","72028014","20028027"
"1","2","22002","72028014","20028028"
"200","8","91002","72028015","20028029"
"1","2","22002","72028015","20028030"
"60","8","91002","72028016","20028031"
"2","2","22002","72028016","20028032"
"60","8","91002","72028017","20028033"
"2","2","22002","72028017","20028034"
"60","8","91002","72028018","20028035"
"2","2","22002","72028018","20028036"
"60","8","91002","72028019","20028037"
"2","2","22002","72028019","20028038"
"300","8","91002","72028020","20028039"
"2","2","22002","72028020","20028040"
"5","2","31016","72028021","20028041"
"5","2","31013","72028021","20028042"
"5","2","31016","72028022","20028043"
"5","2","31013","72028022","20028044"
"10","2","31016","72028023","20028045"
"10","2","31013","72028023","20028046"
"30","8","91002","72029001","20029001"
"1","2","22002","72029001","20029002"
"30","8","91002","72029002","20029003"
"1","2","22002","72029002","20029004"
"30","8","91002","72029003","20029005"
"1","2","22002","72029003","20029006"
"30","8","91002","72029004","20029007"
"1","2","22002","72029004","20029008"
"30","8","91002","72029005","20029009"
"1","2","22002","72029005","20029010"
"30","8","91002","72029006","20029011"
"1","2","22002","72029006","20029012"
"30","8","91002","72029007","20029013"
"1","2","22002","72029007","20029014"
"30","8","91002","72029008","20029015"
"1","2","22002","72029008","20029016"
"30","8","91002","72029009","20029017"
"1","2","22002","72029009","20029018"
"30","8","91002","72029010","20029019"
"1","2","22002","72029010","20029020"
"30","8","91002","72029011","20029021"
"1","2","22002","72029011","20029022"
"30","8","91002","72029012","20029023"
"1","2","22002","72029012","20029024"
"30","8","91002","72029013","20029025"
"1","2","22002","72029013","20029026"
"30","8","91002","72029014","20029027"
"1","2","22002","72029014","20029028"
"200","8","91002","72029015","20029029"
"1","2","22002","72029015","20029030"
"60","8","91002","72029016","20029031"
"2","2","22002","72029016","20029032"
"60","8","91002","72029017","20029033"
"2","2","22002","72029017","20029034"
"60","8","91002","72029018","20029035"
"2","2","22002","72029018","20029036"
"60","8","91002","72029019","20029037"
"2","2","22002","72029019","20029038"
"300","8","91002","72029020","20029039"
"2","2","22002","72029020","20029040"
"1","1","114101","72029021","20029041"
"10","2","31141","72029022","20029042"
"10","2","31054","72029022","20029043"
"10","2","31141","72029023","20029044"
"10","2","31054","72029023","20029045"
"30","8","91002","72030001","20030001"
"1","2","22002","72030001","20030002"
"30","8","91002","72030002","20030003"
"1","2","22002","72030002","20030004"
"30","8","91002","72030003","20030005"
"1","2","22002","72030003","20030006"
"30","8","91002","72030004","20030007"
"1","2","22002","72030004","20030008"
"30","8","91002","72030005","20030009"
"1","2","22002","72030005","20030010"
"30","8","91002","72030006","20030011"
"1","2","22002","72030006","20030012"
"30","8","91002","72030007","20030013"
"1","2","22002","72030007","20030014"
"30","8","91002","72030008","20030015"
"1","2","22002","72030008","20030016"
"30","8","91002","72030009","20030017"
"1","2","22002","72030009","20030018"
"30","8","91002","72030010","20030019"
"1","2","22002","72030010","20030020"
"30","8","91002","72030011","20030021"
"1","2","22002","72030011","20030022"
"30","8","91002","72030012","20030023"
"1","2","22002","72030012","20030024"
"30","8","91002","72030013","20030025"
"1","2","22002","72030013","20030026"
"30","8","91002","72030014","20030027"
"1","2","22002","72030014","20030028"
"200","8","91002","72030015","20030029"
"1","2","22002","72030015","20030030"
"60","8","91002","72030016","20030031"
"2","2","22002","72030016","20030032"
"60","8","91002","72030017","20030033"
"2","2","22002","72030017","20030034"
"60","8","91002","72030018","20030035"
"2","2","22002","72030018","20030036"
"60","8","91002","72030019","20030037"
"2","2","22002","72030019","20030038"
"300","8","91002","72030020","20030039"
"2","2","22002","72030020","20030040"
"5","2","31014","72030021","20030041"
"5","2","31037","72030021","20030042"
"1","7","2801","72030022","20030043"
"1","7","2802","72030023","20030044"
"5","2","31014","72030024","20030045"
"5","2","31037","72030024","20030046"
"10","2","31014","72030025","20030047"
"10","2","31037","72030025","20030048"
"30","8","91002","72031001","20031001"
"1","2","22002","72031001","20031002"
"30","8","91002","72031002","20031003"
"1","2","22002","72031002","20031004"
"30","8","91002","72031003","20031005"
"1","2","22002","72031003","20031006"
"30","8","91002","72031004","20031007"
"1","2","22002","72031004","20031008"
"30","8","91002","72031005","20031009"
"1","2","22002","72031005","20031010"
"30","8","91002","72031006","20031011"
"1","2","22002","72031006","20031012"
"30","8","91002","72031007","20031013"
"1","2","22002","72031007","20031014"
"30","8","91002","72031008","20031015"
"1","2","22002","72031008","20031016"
"30","8","91002","72031009","20031017"
"1","2","22002","72031009","20031018"
"30","8","91002","72031010","20031019"
"1","2","22002","72031010","20031020"
"30","8","91002","72031011","20031021"
"1","2","22002","72031011","20031022"
"30","8","91002","72031012","20031023"
"1","2","22002","72031012","20031024"
"30","8","91002","72031013","20031025"
"1","2","22002","72031013","20031026"
"30","8","91002","72031014","20031027"
"1","2","22002","72031014","20031028"
"200","8","91002","72031015","20031029"
"1","2","22002","72031015","20031030"
"60","8","91002","72031016","20031031"
"2","2","22002","72031016","20031032"
"60","8","91002","72031017","20031033"
"2","2","22002","72031017","20031034"
"60","8","91002","72031018","20031035"
"2","2","22002","72031018","20031036"
"60","8","91002","72031019","20031037"
"2","2","22002","72031019","20031038"
"300","8","91002","72031020","20031039"
"2","2","22002","72031020","20031040"
"1","1","114601","72031021","20031041"
"1","2","21001","72031022","20031042"
"10","2","31146","72031023","20031043"
"10","2","31048","72031023","20031044"
"10","2","31146","72031024","20031045"
"10","2","31048","72031024","20031046"
"30","8","91002","72032001","20032001"
"1","2","22002","72032001","20032002"
"30","8","91002","72032002","20032003"
"1","2","22002","72032002","20032004"
"30","8","91002","72032003","20032005"
"1","2","22002","72032003","20032006"
"30","8","91002","72032004","20032007"
"1","2","22002","72032004","20032008"
"30","8","91002","72032005","20032009"
"1","2","22002","72032005","20032010"
"30","8","91002","72032006","20032011"
"1","2","22002","72032006","20032012"
"30","8","91002","72032007","20032013"
"1","2","22002","72032007","20032014"
"30","8","91002","72032008","20032015"
"1","2","22002","72032008","20032016"
"30","8","91002","72032009","20032017"
"1","2","22002","72032009","20032018"
"30","8","91002","72032010","20032019"
"1","2","22002","72032010","20032020"
"30","8","91002","72032011","20032021"
"1","2","22002","72032011","20032022"
"30","8","91002","72032012","20032023"
"1","2","22002","72032012","20032024"
"30","8","91002","72032013","20032025"
"1","2","22002","72032013","20032026"
"30","8","91002","72032014","20032027"
"1","2","22002","72032014","20032028"
"200","8","91002","72032015","20032029"
"1","2","22002","72032015","20032030"
"60","8","91002","72032016","20032031"
"2","2","22002","72032016","20032032"
"60","8","91002","72032017","20032033"
"2","2","22002","72032017","20032034"
"60","8","91002","72032018","20032035"
"2","2","22002","72032018","20032036"
"60","8","91002","72032019","20032037"
"2","2","22002","72032019","20032038"
"300","8","91002","72032020","20032039"
"2","2","22002","72032020","20032040"
"1","1","114701","72032021","20032041"
"1","2","21002","72032022","20032042"
"10","2","31147","72032023","20032043"
"10","2","31060","72032023","20032044"
"10","2","31147","72032024","20032045"
"10","2","31060","72032024","20032046"
"30","8","91002","72033001","20033001"
"1","2","22002","72033001","20033002"
"30","8","91002","72033002","20033003"
"1","2","22002","72033002","20033004"
"30","8","91002","72033003","20033005"
"1","2","22002","72033003","20033006"
"30","8","91002","72033004","20033007"
"1","2","22002","72033004","20033008"
"30","8","91002","72033005","20033009"
"1","2","22002","72033005","20033010"
"30","8","91002","72033006","20033011"
"1","2","22002","72033006","20033012"
"30","8","91002","72033007","20033013"
"1","2","22002","72033007","20033014"
"30","8","91002","72033008","20033015"
"1","2","22002","72033008","20033016"
"30","8","91002","72033009","20033017"
"1","2","22002","72033009","20033018"
"30","8","91002","72033010","20033019"
"1","2","22002","72033010","20033020"
"30","8","91002","72033011","20033021"
"1","2","22002","72033011","20033022"
"30","8","91002","72033012","20033023"
"1","2","22002","72033012","20033024"
"30","8","91002","72033013","20033025"
"1","2","22002","72033013","20033026"
"30","8","91002","72033014","20033027"
"1","2","22002","72033014","20033028"
"200","8","91002","72033015","20033029"
"1","2","22002","72033015","20033030"
"60","8","91002","72033016","20033031"
"2","2","22002","72033016","20033032"
"60","8","91002","72033017","20033033"
"2","2","22002","72033017","20033034"
"60","8","91002","72033018","20033035"
"2","2","22002","72033018","20033036"
"60","8","91002","72033019","20033037"
"2","2","22002","72033019","20033038"
"300","8","91002","72033020","20033039"
"2","2","22002","72033020","20033040"
"1","1","115601","72033021","20033041"
"1","2","21003","72033022","20033042"
"10","2","31156","72033023","20033043"
"10","2","31003","72033023","20033044"
"10","2","31156","72033024","20033045"
"10","2","31003","72033024","20033046"
"30","8","91002","72034001","20034001"
"1","2","22002","72034001","20034002"
"30","8","91002","72034002","20034003"
"1","2","22002","72034002","20034004"
"30","8","91002","72034003","20034005"
"1","2","22002","72034003","20034006"
"30","8","91002","72034004","20034007"
"1","2","22002","72034004","20034008"
"30","8","91002","72034005","20034009"
"1","2","22002","72034005","20034010"
"30","8","91002","72034006","20034011"
"1","2","22002","72034006","20034012"
"30","8","91002","72034007","20034013"
"1","2","22002","72034007","20034014"
"30","8","91002","72034008","20034015"
"1","2","22002","72034008","20034016"
"30","8","91002","72034009","20034017"
"1","2","22002","72034009","20034018"
"30","8","91002","72034010","20034019"
"1","2","22002","72034010","20034020"
"30","8","91002","72034011","20034021"
"1","2","22002","72034011","20034022"
"30","8","91002","72034012","20034023"
"1","2","22002","72034012","20034024"
"30","8","91002","72034013","20034025"
"1","2","22002","72034013","20034026"
"30","8","91002","72034014","20034027"
"1","2","22002","72034014","20034028"
"200","8","91002","72034015","20034029"
"1","2","22002","72034015","20034030"
"60","8","91002","72034016","20034031"
"2","2","22002","72034016","20034032"
"60","8","91002","72034017","20034033"
"2","2","22002","72034017","20034034"
"60","8","91002","72034018","20034035"
"2","2","22002","72034018","20034036"
"60","8","91002","72034019","20034037"
"2","2","22002","72034019","20034038"
"300","8","91002","72034020","20034039"
"2","2","22002","72034020","20034040"
"5","2","31156","72034021","20034041"
"5","2","31003","72034021","20034042"
"1","7","2806","72034022","20034043"
"5","2","31156","72034023","20034044"
"5","2","31003","72034023","20034045"
"10","2","31156","72034024","20034046"
"10","2","31003","72034024","20034047"
"30","8","91002","72035001","20035001"
"1","2","22002","72035001","20035002"
"30","8","91002","72035002","20035003"
"1","2","22002","72035002","20035004"
"30","8","91002","72035003","20035005"
"1","2","22002","72035003","20035006"
"30","8","91002","72035004","20035007"
"1","2","22002","72035004","20035008"
"30","8","91002","72035005","20035009"
"1","2","22002","72035005","20035010"
"30","8","91002","72035006","20035011"
"1","2","22002","72035006","20035012"
"30","8","91002","72035007","20035013"
"1","2","22002","72035007","20035014"
"30","8","91002","72035008","20035015"
"1","2","22002","72035008","20035016"
"30","8","91002","72035009","20035017"
"1","2","22002","72035009","20035018"
"30","8","91002","72035010","20035019"
"1","2","22002","72035010","20035020"
"30","8","91002","72035011","20035021"
"1","2","22002","72035011","20035022"
"30","8","91002","72035012","20035023"
"1","2","22002","72035012","20035024"
"30","8","91002","72035013","20035025"
"1","2","22002","72035013","20035026"
"30","8","91002","72035014","20035027"
"1","2","22002","72035014","20035028"
"200","8","91002","72035015","20035029"
"1","2","22002","72035015","20035030"
"60","8","91002","72035016","20035031"
"2","2","22002","72035016","20035032"
"60","8","91002","72035017","20035033"
"2","2","22002","72035017","20035034"
"60","8","91002","72035018","20035035"
"2","2","22002","72035018","20035036"
"60","8","91002","72035019","20035037"
"2","2","22002","72035019","20035038"
"300","8","91002","72035020","20035039"
"2","2","22002","72035020","20035040"
"1","1","115801","72035021","20035041"
"1","2","21004","72035022","20035042"
"10","2","31158","72035023","20035043"
"10","2","31010","72035023","20035044"
"10","2","31158","72035024","20035045"
"10","2","31010","72035024","20035046"
"30","8","91002","72036001","20036001"
"1","2","22002","72036001","20036002"
"30","8","91002","72036002","20036003"
"1","2","22002","72036002","20036004"
"30","8","91002","72036003","20036005"
"1","2","22002","72036003","20036006"
