c64702d61a6037c86859db88c9edf2860e23970c3b96edf3cfe0a1c08b1d53d2,7634d7a0e1ac9090038b609311bd63cc60b7f2da04b920848e5f1ca47a00a7a4,e8976ed95efea0119f3b302f9dc31d6ac1bf5154c5db739d75ae7caca20cf353,fa524edbc2a7159e0a0e7f28c4bdf79d5cbe4c510c4d382cff670b3622a1da54,133c450b0208e3cb161061661cbfc5f1b5bf6da31abea7c974d2bf97e114c822,3ac00da4a4208a194d22e2e9b07e49f9c744f066f19ce0356e4c25d8b0e44cc4,db8bc0ad1f0930770f3ead2082fda310d6fd6e28e86a09a1d4d09ffcbfee7422,7878f63398436764ce52946d477c71e6b60c24ee7805779ba5f48bcd98370747,234b2f38093b3c75c56a3b6f3013d249b2f82cd936bd64b5e816476c1c0924fd,7013bac43a8c4a91e9d5d44fd56f676271ea7d250cb84460f36bb6083c70b76c,d03fbad28417d65d163aaf029d671567c92b45204ed3e62f51b5f1ce346b38d2
"","","72030","72","0","91","","","","0","0"
"0.2","","72031","72","0","3","0","talk2ToKohon","1","clear_kohon_loop_shy","1"
"","","72032","72","0","21","","vo_asb_0726","","0","vo_asb"
"0","0","72033","72","10","11","0","そりゃそうですよね……\nいきなり前のめり過ぎ太郎でした……","1","1","1"
"","","72034","72","0","91","","","","0","0"
"0.2","","72035","72","0","3","0","clear_guts1_in","1","clear_guts1_talk","1"
"","","72036","72","0","21","","vo_asb_0727","","0","vo_asb"
"0","0","72037","72","10","11","0","でも、諦めるわけにはいかないなって。\n時々森に通って、300年を３年くらい\nに、縮めようと思ってるんです！","1","1","1"
"","","72038","72","0","91","","","","0","0"
"","","72039","72","","101","","","","","72040"
"0.3","","72040","72","1","6","0","1","0","1","1"
"0.3","","72041","72","1","6","0","1","0","1","0"
"","","72042","72","-250","2","","-120","1","0.3","1"
"","","72043","72","0","2","","-100","1","0.3","0"
"","","72044","72","","22","","0","","","0"
"","","72045","72","","93","","0","","","0.4"
"2.2","riri_idle","82001","82","52","5","0","1","-250","30","1"
"0","","82002","82","1","6","0","1","0","1","1"
"1","black","82003","82","29","5","0","0","0","50","0"
"0","","82004","82","1","6","0","1","0","1","0"
"","","82005","82","","91","","","","","0"
"0.2","","82006","82","1","6","0","1","1","1","1"
"0.2","","82007","82","1","6","0","1","1","1","0"
"","","82008","82","-250","2","","-20","2","0.3","1"
"","","82009","82","0","2","","0","2","0.3","0"
"","","82010","82","","93","","0","","","0.6"
"0.2","","82011","82","1","3","","riri_talk","","","1"
"","","82012","82","0","21","","vo_asb_0821","","0","vo_asb"
"0","0","82013","82","10","11","0","その頃わたくしは、\nスカウトをお受けしておりました。\nミサト様いわく、わたくしには保育士の\n『天賦の才』があるそうで。","1","1","1"
"","","82014","82","0","91","","","","0","0"
"0.2","","82015","82","1","3","","sad_talk_surprise","","","1"
"","","82016","82","0","21","","vo_asb_0822","","0","vo_asb"
"0","0","82017","82","10","11","0","小さいお子様はともかく、動物さんに\n好かれる自覚はありますし……\n冒険者という仕事に不向きなことも、\n自認していますけれど……","1","1","1"
"","","82018","82","0","91","","","","0","0"
"0.2","","82019","82","1","3","","guts2_talk_Ex1","","","1"
"","","82020","82","0","21","","vo_asb_0823","","0","vo_asb"
"0","0","82021","82","10","11","0","それでも……適性など踏み越えて、\n己の道を突き進むのが冒険者です。\n一度決めたことを、\n曲げるわけには参りません……！","1","1","1"
"","","82022","82","0","91","","","","0","0"
"0.2","","82023","82","1","3","","talk_joy","","","1"
"","","82024","82","0","21","","vo_asb_0824","","0","vo_asb"
"0","0","82025","82","10","11","0","と、不退転の決意を申し上げたら、\nミサト様、「は～い♪」と、\n二つ返事で分かってくださって。","1","1","1"
"","","82026","82","0","91","","","","0","0"
"0.2","","82027","82","1","3","","wish_talk_joyR_riri","","","1"
"","","82028","82","0","21","","vo_asb_0825","","0","vo_asb"
"0","0","82029","82","10","11","0","柔和で、寛容で、お話のわかる……\n彼女こそ、真の保育士さんで\nいらっしゃいますね。","1","1","1"
"","","82030","82","0","91","","","","0","0"
"0.2","","82031","82","1","3","","surprise_talk_nervous","","","1"
"","","82032","82","0","21","","vo_asb_0826","","0","vo_asb"
"0","0","82033","82","10","11","0","……別れ際に、\n「また誘うわね～♪」と、\n同じく柔和な笑顔でおっしゃって\nおられたのがやや気にはなりますが……","1","1","1"
"","","82034","82","0","91","","","","0","0"
"","","82035","82","","101","","","","","82036"
"0.3","","82036","82","1","6","0","1","0","1","1"
"0.3","","82037","82","1","6","0","1","0","1","0"
"","","82038","82","-250","2","","-120","1","0.3","1"
"","","82039","82","0","2","","-100","1","0.3","0"
"","","82040","82","","22","","0","","","0"
"","","82041","82","","93","","0","","","0.4"
"2.2","clear_surprise_talk","92001","92","52","5","0","1","-250","30","2"
"0","","92002","92","1","6","0","1","0","1","1"
"1","black","92003","92","29","5","0","0","0","50","0"
"0","","92004","92","1","6","0","1","0","1","0"
"","","92005","92","","91","","","","","0"
"0.2","","92006","92","1","6","0","1","1","1","1"
"0.2","","92007","92","1","6","0","1","1","1","0"
"","","92008","92","-250","2","","-20","2","0.3","1"
"","","92009","92","0","2","","0","2","0.3","0"
"","","92010","92","","93","","0","","","0.6"
"","","92011","92","0","21","","vo_asb_0921","","0","vo_asb"
"0","0","92012","92","10","11","0","穴って、不思議ですよね……","1","1","1"
"","","92013","92","0","91","","","","0","0"
"","","92014","92","0","21","","vo_asb_0922","","0","vo_asb"
"0","0","92015","92","10","11","0","暗くて、狭くて。\n涼しくて、静かで。\nなんとなく、落ち着く……というか。","1","1","1"
"","","92016","92","0","91","","","","0","0"
"0.1","","92017","92","0","3","0","surpriseToKohon","1","clear_kohon_loop_normal2","1"
"","","92018","92","0","21","","vo_asb_0923","","0","vo_asb"
"0","0","92019","92","10","11","0","そういうの。\nわたし、意外と好きなの、かも……？\n穴があったら入りたい、\nじゃないですけど……","1","1","1"
"","","92020","92","0","91","","","","0","0"
"0.2","","92021","92","1","3","","clear_wish_talk_joy_noShy","","","1"
"","","92022","92","0","21","","vo_asb_0924","","0","vo_asb"
"0","0","92023","92","10","11","0","掘り方、習ったし。\n自分用の穴、掘ってみようかな……？","1","1","1"
"","","92024","92","0","91","","","","0","0"
"","","92025","92","","101","","","","","92026"
"0.3","","92026","92","1","6","0","1","0","1","1"
"0.3","","92027","92","1","6","0","1","0","1","0"
"","","92028","92","-250","2","","-120","1","0.3","1"
"","","92029","92","0","2","","-100","1","0.3","0"
"","","92030","92","","22","","0","","","0"
"","","92031","92","","93","","0","","","0.4"
"2.2","idle_precia","102001","102","52","5","0","1","-250","30","3"
"0","","102002","102","1","6","0","1","0","1","1"
"1","black","102003","102","29","5","0","0","0","50","0"
"0","","102004","102","1","6","0","1","0","1","0"
"","","102005","102","","91","","","","","0"
"0.2","","102006","102","1","6","0","1","1","1","1"
"0.2","","102007","102","1","6","0","1","1","1","0"
"","","102008","102","-250","2","","-20","2","0.3","1"
"","","102009","102","0","2","","0","2","0.3","0"
"","","102010","102","","93","","0","","","0.6"
"0.3","","102011","102","1","3","","doya_idle_surprise_precia","","","1"
"","","102012","102","0","21","","vo_asb_1021","","0","vo_asb"
"0","0","102013","102","10","11","0","「へんたいふしんしゃさんは\nあなにおちるべきです」","1","1","1"
"","","102014","102","0","91","","","","0","0"
"0.3","","102015","102","1","3","","talk_precia","","","1"
"","","102016","102","0","21","","vo_asb_1022","","0","vo_asb"
"0","0","102017","102","10","11","0","キョウカ。\nだん。","1","1","1"
"","","102018","102","0","91","","","","0","0"
"0.3","","102019","102","1","3","","think_idle_anger_precia","","","1"
"","","102020","102","0","21","","vo_asb_1023","","0","vo_asb"
"0","0","102021","102","10","11","0","へんたいふしんしゃ。\nとは……？","1","1","1"
"","","102022","102","0","91","","","","0","0"
"0.2","","102023","102","0","3","0","thinkToSad_precia","1","sad_talk_surprise_precia","1"
"","","102024","102","0","21","","vo_asb_1024","","0","vo_asb"
"0","0","102025","102","10","11","0","……まだ、しらないこと。\nたくさん。","1","1","1"
"","","102026","102","0","91","","","","0","0"
"0.3","","102027","102","1","3","","guts2_talk_joy_precia","","","1"
"","","102028","102","0","21","","vo_asb_1025","","0","vo_asb"
"0","0","102029","102","10","11","0","どんどん。\nまなんでく。ぞ。","1","1","1"
"","","102030","102","0","91","","","","0","0"
"","","102031","102","","101","","","","","102032"
"0.3","","102032","102","1","6","0","1","0","1","1"
"0.3","","102033","102","1","6","0","1","0","1","0"
"","","102034","102","-250","2","","-120","1","0.3","1"
"","","102035","102","0","2","","-100","1","0.3","0"
"","","102036","102","","22","","0","","","0"
"","","102037","102","","93","","0","","","0.4"
"2.2","clear_wish_talk_joy","112001","112","52","5","0","1","-250","30","2"
"0","","112002","112","1","6","0","1","0","1","1"
"1","black","112003","112","29","5","0","0","0","50","0"
"0","","112004","112","1","6","0","1","0","1","0"
"","","112005","112","","91","","","","","0"
"0.2","","112006","112","1","6","0","1","1","1","1"
"0.2","","112007","112","1","6","0","1","1","1","0"
"","","112008","112","-250","2","","-20","2","0.3","1"
"","","112009","112","0","2","","0","2","0.3","0"
"","","112010","112","","93","","0","","","0.6"
"","","112011","112","0","21","","vo_asb_1121","","0","vo_asb"
"0","0","112012","112","10","11","0","ミツキさんの出してくれた\nオリジナルのお茶、\n不思議な香りでした。","1","1","1"
"","","112013","112","0","91","","","","0","0"
"0.2","","112014","112","1","3","","clear_memoly_talk","","","1"
"","","112015","112","0","21","","vo_asb_1122","","0","vo_asb"
"0","0","112016","112","10","11","0","嗅いだだけでふわ～と、\n体が熱くなって。\nミツキさんいわく、\n滋養強壮の効果があるんだそうです。","1","1","1"
"","","112017","112","0","91","","","","0","0"
"0.3","","112018","112","1","3","","clear_surprise_talk","","","1"
"","","112019","112","0","21","","vo_asb_1123","","0","vo_asb"
"0","0","112020","112","10","11","0","なぜかお兄さんが珍しく焦った様子で、\n飲まない方がいい、と止めるので、\n香りを嗅ぐだけに\n留めておきましたけど……","1","1","1"
"","","112021","112","0","91","","","","0","0"
"0.2","","112022","112","1","3","","clear_wish_talk_normal2","","","1"
"","","112023","112","0","21","","vo_asb_1124","","0","vo_asb"
"0","0","112024","112","10","11","0","ミツキさん、\n「次はもっと効くのを\n飲ませてあげるから、\nまたいらっしゃいね」","1","1","1"
"","","112025","112","","91","","","","0","0"
"","","112026","112","0","21","","vo_asb_1125","","0","vo_asb"
"0","0","112027","112","10","11","0","って言ってくれていたので、\nまた遊びに行こうと思います。","1","1","1"
"","","112028","112","0","91","","","","0","0"
"0.2","","112029","112","0","3","0","wishToTalk","1","clear_talk_joyR","1"
"","","112030","112","0","21","","vo_asb_1126","","0","vo_asb"
"0","0","112031","112","10","11","0","ふふ……入口は怖かったですけど。\n見かけによらないんですね、\nギルドって。これも学びです♪","1","1","1"
"","","112032","112","0","91","","","","0","0"
"","","112033","112","","101","","","","","112034"
"0.3","","112034","112","1","6","0","1","0","1","1"
"0.3","","112035","112","1","6","0","1","0","1","0"
"","","112036","112","-250","2","","-120","1","0.3","1"
"","","112037","112","0","2","","-100","1","0.3","0"
"","","112038","112","","22","","0","","","0"
"","","112039","112","","93","","0","","","0.4"
"2.2","notice_loop","122001","122","52","5","0","1","-250","30","3"
"0","","122002","122","1","6","0","1","0","1","1"
"1","black","122003","122","29","5","0","0","0","50","0"
"0","","122004","122","1","6","0","1","0","1","0"
"","","122005","122","","91","","","","","0"
"0.2","","122006","122","1","6","0","1","1","1","1"
"0.2","","122007","122","1","6","0","1","1","1","0"
"","","122008","122","-250","2","","-20","2","0.3","1"
"","","122009","122","0","2","","0","2","0.3","0"
"","","122010","122","","93","","0","","","0.6"
"","","122011","122","0","21","","vo_asb_1221","","0","vo_asb"
"0","0","122012","122","10","11","0","ミツキの。\nけはい……","1","1","1"
"","","122013","122","0","91","","","","0","0"
"0.3","","122014","122","1","3","","sad_idle_surprise","","","1"
"","","122015","122","0","21","","vo_asb_1222","","0","vo_asb"
"0","0","122016","122","10","11","0","のっと。\nただもの。","1","1","1"
"","","122017","122","0","91","","","","0","0"
"0.3","","122018","122","1","3","","surprise_idle_anger_precia","","","1"
"","","122019","122","0","21","","vo_asb_1223","","0","vo_asb"
"0","0","122020","122","10","11","0","わるもの？\nせいぎ、の、みかた？","1","1","1"
"","","122021","122","0","91","","","","0","0"
"0.2","","122022","122","0","3","0","surpriseToThink_precia","1","think_idle_Ex1_precia","1"
"","","122023","122","0","21","","vo_asb_1224","","0","vo_asb"
"0","0","122024","122","10","11","0","ふくざつ。","1","1","1"
"","","122025","122","0","91","","","","0","0"
"","","122026","122","","101","","","","","122027"
"0.3","","122027","122","1","6","0","1","0","1","1"
"0.3","","122028","122","1","6","0","1","0","1","0"
"","","122029","122","-250","2","","-120","1","0.3","1"
"","","122030","122","0","2","","-100","1","0.3","0"
"","","122031","122","","22","","0","","","0"
"","","122032","122","","93","","0","","","0.4"
"2.2","lift_down_normal","132001","132","52","5","0","1","-250","30","3"
"0","","132002","132","1","6","0","1","0","1","1"
"1","black","132003","132","29","5","0","0","0","50","0"
"0","","132004","132","1","6","0","1","0","1","0"
"","","132005","132","","91","","","","","0"
"0.2","","132006","132","1","6","0","1","1","1","1"
"0.2","","132007","132","1","6","0","1","1","1","0"
"","","132008","132","-250","2","","-20","2","0.3","1"
"","","132009","132","0","2","","0","2","0.3","0"
"","","132010","132","","93","","0","","","0.6"
"","","132011","132","0","21","","vo_asb_1321","","0","vo_asb"
"0","0","132012","132","10","11","0","ぼうけん、グッズ。\nたくさん。","1","1","1"
"","","132013","132","0","91","","","","0","0"
"0.2","","132014","132","0","3","0","lift_down_shy_in","1","lift_down_shy","1"
"","","132015","132","0","21","","vo_asb_1322","","0","vo_asb"
"0","0","132016","132","10","11","0","もちきれ……ない。","1","1","1"
"","","132017","132","0","91","","","","0","0"
"0.2","","132018","132","0","3","0","lift_up_in","1","lift_up_loop","1"
"","","132019","132","0","21","","vo_asb_1323","","0","vo_asb"
"0","0","132020","132","10","11","0","でも。\nもつ。よ。","1","1","1"
"","","132021","132","0","91","","","","0","0"
"","","132022","132","0","21","","vo_asb_1324","","0","vo_asb"
"0","0","132023","132","10","11","0","これ、が。\nまもりたいもの、の。\nおもさ。","1","1","1"
"","","132024","132","0","91","","","","0","0"
"","","132025","132","","101","","","","","132026"
"0.3","","132026","132","1","6","0","1","0","1","1"
"0.3","","132027","132","1","6","0","1","0","1","0"
"","","132028","132","-250","2","","-120","1","0.3","1"
"","","132029","132","0","2","","-100","1","0.3","0"
"","","132030","132","","22","","0","","","0"
"","","132031","132","","93","","0","","","0.4"
"2.2","sad_talk_dere","142001","142","52","5","0","1","-250","30","1"
"0","","142002","142","1","6","0","1","0","1","1"
"1","black","142003","142","29","5","0","0","0","50","0"
"0","","142004","142","1","6","0","1","0","1","0"
"","","142005","142","","91","","","","","0"
"0.2","","142006","142","1","6","0","1","1","1","1"
"0.2","","142007","142","1","6","0","1","1","1","0"
"","","142008","142","-250","2","","-20","2","0.3","1"
"","","142009","142","0","2","","0","2","0.3","0"
"","","142010","142","","93","","0","","","0.6"
"","","142011","142","0","21","","vo_asb_1421","","0","vo_asb"
"0","0","142012","142","10","11","0","お礼にいただいたお弁当が、\nあまりにもおいしくて……","1","1","1"
"","","142013","142","0","91","","","","0","0"
"0.3","","142014","142","1","3","","sad_talk_joyR","","","1"
"","","142015","142","0","21","","vo_asb_1422","","0","vo_asb"
"0","0","142016","142","10","11","0","わたくしもいつか、\nあんな心のこもったお弁当を作って、\n兄様にそっとお渡しすることが\nできたら、なんて……","1","1","1"
"","","142017","142","0","91","","","","0","0"
"0.3","","142018","142","1","3","","wish_talk_nervous_riri","","","1"
"","","142019","142","0","21","","vo_asb_1423","","0","vo_asb"
"0","0","142020","142","10","11","0","まだ卵焼きすらも\n焦がしてしまう分際で、\nつい、出過ぎたことを\n夢想してしまいました。","1","1","1"
"","","142021","142","0","91","","","","0","0"
"0.2","","142022","142","1","3","","wish_talk_normal2_riri","","","1"
"","","142023","142","0","21","","vo_asb_1424","","0","vo_asb"
"0","0","142024","142","10","11","0","……でも。\n今回の冒険で、夢見ることは\n大きな力だと知りましたから。","1","1","1"
"","","142025","142","0","91","","","","0","0"
"0.2","","142026","142","1","3","","guts2_talk_riri","","","1"
"","","142027","142","0","21","","vo_asb_1425","","0","vo_asb"
"0","0","142028","142","10","11","0","いつか兄様をもお支えできる\n冒険者になることを、諦めず、\nいつまでも夢想し続けながら、\n一歩ずつ、歩みを進めていく所存です。","1","1","1"
"","","142029","142","0","91","","","","0","0"
"","","142030","142","","101","","","","","142031"
"0.3","","142031","142","1","6","0","1","0","1","1"
"0.3","","142032","142","1","6","0","1","0","1","0"
"","","142033","142","-250","2","","-120","1","0.3","1"
"","","142034","142","0","2","","-100","1","0.3","0"
"","","142035","142","","22","","0","","","0"
"","","142036","142","","93","","0","","","0.4"
