ac1a2a994743dc2ff309016508a6e59b99fa03df0bf3fae37b26c7dc5ee4198e,0b78568d7d577d0cbce4a8e35ce7e8240eab79b73e781bf0c7a43d32821ea7b1,da28464f3bc7d2acce4ec603090df8d169c8a7580b0a6572c646a95de3d87bbe,7a66202544c95e77954db5ce463670f4329cda305396d8b8f7c278e4acc4374f,c0ba4b8e96e79806b7ad3e7b68cee6d85548b25e8247cd0eb1c55ada173dfd87,17d473ebee82f0c5baff1d56a8bbd6b2066217d83046698cc87467e85be1b779,3a8b5323d93b6162a00ea0ecc291f9db1aa569b2fc3bb2bd625a61ffaa0d373c,b6d97668de3ff65afa141d877a01ddb4f449ef2cf60ece49daad5479b3347631,d196984187cdd9ee7fc5f57d23ab7aa23e20c05a977eaff2eb582aeea90d90f5,e2844ec47de79c2c2823d400a15693975c8ad897cfb3b58548c053f34a6a405a,cb469fa63ba6edf8a5560bab28f6689795f1a02760ff960dd4b52ac6bf1f2ca7
"","あれくらいで立ち止まる気は\nなかったからね\nウヅキもミオも、絶対立ち上がるって\n信じてたよ","10","","","11","7","1","112511","1070046","1"
"","","","","","91","7","","0","1070047",""
"","omp_idle_calm","1","0","","3","7","","112511","1070048",""
"","omp_talk_joy1","1","0","","3","7","","112411","1070049",""
"","vo_omp_7007_007","0","","","21","7","0","vo_omp_7007","1070050",""
"","リンちゃん…！","10","","","11","7","1","112411","1070051","1"
"","","","","","91","7","","0","1070052",""
"","0","","","","4","7","","112611","1070053",""
"","omp_psn_20","1","0","","3","7","","112411","1070054",""
"","omp_talk_joy1","1","0","","3","7","","112611","1070055",""
"","vo_omp_7007_008","0","","","21","7","0","vo_omp_7007","1070056",""
"","へへっ、しぶりんってば\nクールぶってるくせに、熱いねぇ♪\nそんなしぶりんは、しまむーと私で\nぎゅ～っとしちゃうぞ～！","10","","","11","7","1","112611","1070057","1"
"","1","","","","93","7","","10","1070058",""
"","0","1","","","4","7","","112611","1070059",""
"","120","-205","","","2","7","0","112611","1070060","1"
"","420","-205","","","2","7","0","112411","1070061","1"
"0.1","omp_psn_13","0","0","","3","7","omp_psn_13_loop","112611","1070062","1"
"0.1","omp_psn_13","0","0","","3","7","omp_psn_13_loop","112411","1070063","1"
"0","omp_psn_15","0","0","","3","7","omp_psn_15_loop","112511","1070064","1"
"","1","","","","93","7","","1","1070065",""
"","omp_surprise","0","0","","3","7","omp_idle_surprise1","105831","1070066","1"
"","omp_surprise","0","0","","3","7","omp_idle_surprise1","105931","1070067","1"
"0.2","omp_surprise","0","0","","3","7","omp_idle_surprise2","106031","1070068","1"
"","","","","","91","7","","1070057","1070069",""
"","vo_omp_7007_009","0","","","21","7","0","vo_omp_7007","1070070",""
"","ちょっ、や、やめてよ…！","10","","","11","7","1","112511","1070071","1"
"","","","","","91","7","","0","1070072",""
"","1","1","","","4","7","","105831","1070073",""
"","omp_talk_joy1","1","0","","3","7","","105831","1070074",""
"","vo_omp_7007_010","0","","","21","7","0","vo_omp_7007","1070075",""
"","キャルちゃん、\nわたしたちもやりましょう♪","10","","","11","7","1","105831","1070076","1"
"","","","","","91","7","","0","1070077",""
"","omp_idle_joy1","1","0","","3","7","","105831","1070078",""
"","omp_talk_tsun","1","0","","3","7","","106031","1070079",""
"","vo_omp_7007_011","0","","","21","7","0","vo_omp_7007","1070080",""
"","は！？　なんでよ、イヤよ、お断りよ！\nこらっ、なんで近づいてくるのよ！？\nコロ助、助けなさいよっ！？","10","","","11","7","1","106031","1070081","1"
"","1","","","","93","7","","4","1070082",""
"","omp_walk","1","0","","3","7","","105831","1070083",""
"","-120","-205","","","2","7","1","105831","1070084","1"
"","","","","","91","7","","0","1070085",""
"","omp_idle_joy1","1","0.2","","3","7","","105831","1070086",""
"","","","","","91","7","","1070081","1070087",""
"","omp_idle_joy1","1","0","","3","7","","105831","1070088",""
"","omp_idle_tsun","1","0","","3","7","","106031","1070089",""
"","omp_talk_normal","1","0","","3","7","","105931","1070090",""
"","vo_omp_7007_012","0","","","21","7","0","vo_omp_7007","1070091",""
"","キャルさま\n逃げ道はございません\n僭越ながら、わたくしも\n参加させてもらいますので…♪","10","","","11","7","1","105931","1070092","1"
"","","","","","91","7","","0","1070093",""
"","-120","-205","","","2","7","0","105831","1070094","1"
"","-440","-205","","","2","7","0","105931","1070095","1"
"0.1","omp_psn_14","0","0","","3","7","omp_psn_14_loop","105831","1070096","1"
"0.1","omp_psn_14","0","0","","3","7","omp_psn_14_loop","105931","1070097","1"
"0","omp_psn_15","0","0","","3","7","omp_psn_15_loop","106031","1070098","1"
"","vo_omp_7007_013","0","","","21","7","0","vo_omp_7007","1070099",""
"","ぎゅう～♪","10","","","11","7","1","105831","1070100","1"
"","","","","","91","7","","0","1070101",""
"","omp_psn_16_loop","1","0","","3","7","","106031","1070102",""
"","vo_omp_7007_014","0","","","21","7","0","vo_omp_7007","1070103",""
"","ちょっ、ふざけんなっ、おぶっ！？\nペコリーヌ、力加減！\nあたしを半分にする気！？\nちょっ、なんなのよ～っ！？","10","","","11","7","1","106031","1070104","1"
"","","","","","91","7","","0","1070105",""
"","omp_psn_13_loop","1","0","","3","7","","112611","1070106",""
"","vo_omp_7007_015","0","","","21","7","0","vo_omp_7007","1070107",""
"","わー！\nキャルキャル～！","10","","","11","7","1","112611","1070108","1"
"","","","","","91","7","","0","1070109",""
"","omp_psn_13_loop","1","0","","3","7","","112611","1070110",""
"","omp_psn_13_loop","1","0","","3","7","","112411","1070111",""
"","vo_omp_7007_016","0","","","21","7","0","vo_omp_7007","1070112",""
"","あはは♪\n【美食殿】のみなさんの\nスキンシップ、大胆ですねっ！","10","","","11","7","1","112411","1070113","1"
"","","","","","91","7","","0","1070114",""
"","omp_psn_13_loop","1","0","","3","7","","112411","1070115",""
"","omp_psn_15_loop","1","0","","3","7","","112511","1070116",""
"","vo_omp_7007_017","0","","","21","7","0","vo_omp_7007","1070117",""
"","大胆とかいうレベルを\n超えてる気がするんだけど…っ！？\nちょっ、やめ…ひゃああっ！","10","","","11","7","1","112511","1070118","1"
"","1","","","","93","7","","5.5","1070119",""
"","omp_psn_16_loop","1","0.1","","3","7","","112511","1070120",""
"","","","","","91","7","","1070118","1070121",""
"","","","","","93","7","","0.4","1070122",""
"1","105831","1600","1.8","omp_idle_normal","1","8","200","1","1080001","-195"
"0","105931","1500","1.8","omp_talk_normal","1","8","0","1","1080002","-185"
"0","106031","1600","1.8","omp_idle_normal","1","8","-200","1","1080003","-205"
"","1","0","1","","31","8","0","1","1080004","1"
"","","","","","93","8","","1","1080005",""
"","vo_omp_7008_000","0","","","21","8","0","vo_omp_7008","1080006",""
"","ムーサの町…初めて訪れましたが\n素敵な町でございますね","10","","","11","8","1","105931","1080007","1"
"","","","","","91","8","","0","1080008",""
"","omp_idle_normal","1","0","","3","8","","105931","1080009",""
"","omp_talk_joy1","1","0","","3","8","","105831","1080010",""
"","vo_omp_7008_001","0","","","21","8","0","vo_omp_7008","1080011",""
"","はい♪　活気もありますし\nなにより色んな特産品が美味しそうで\nやばいですね☆","10","","","11","8","1","105831","1080012","1"
"","","","","","91","8","","0","1080013",""
"","omp_idle_joy1","1","0","","3","8","","105831","1080014",""
"","omp_talk_sad","1","0","","3","8","","106031","1080015",""
"","vo_omp_7008_002","0","","","21","8","0","vo_omp_7008","1080016",""
"","はぁ。本当にあんたの頭の中は\n食べることばっかりね","10","","","11","8","1","106031","1080017","1"
"","","","","","91","8","","0","1080018",""
"","omp_idle_sad","1","0","","3","8","","106031","1080019",""
"","omp_talk_normal","1","0","","3","8","","105931","1080020",""
"","vo_omp_7008_003","0","","","21","8","0","vo_omp_7008","1080021",""
"","ふふ、ではこの後\n食べ歩きをいたしませんか？\nわたくし、お腹が空いてしまいました","10","","","11","8","1","105931","1080022","1"
"","","","","","91","8","","0","1080023",""
"","omp_idle_normal","1","0","","3","8","","105931","1080024",""
"","omp_talk_surprise1","1","0","","3","8","","106031","1080025",""
"","vo_omp_7008_004","0","","","21","8","0","vo_omp_7008","1080026",""
"","コロ助まで！？","10","","","11","8","1","106031","1080027","1"
"","","","","","91","8","","0","1080028",""
"","omp_idle_surprise1","1","0","","3","8","","106031","1080029",""
"","omp_talk_normal","1","0","","3","8","","105831","1080030",""
"","vo_omp_7008_005","0","","","21","8","0","vo_omp_7008","1080031",""
"","キャルちゃんはどうしますか～？","10","","","11","8","1","105831","1080032","1"
"","","","","","91","8","","0","1080033",""
"","1","","","","4","8","","105931","1080034",""
"","omp_idle_normal","1","0","","3","8","","105831","1080035",""
"","omp_talk_tsun","1","0","","3","8","","106031","1080036",""
"","vo_omp_7008_006","0","","","21","8","0","vo_omp_7008","1080037",""
"","あたしだって\n美味しいもの食べたいわよ！\n…魔物料理じゃなきゃね","10","","","11","8","1","106031","1080038","1"
"","","","","","91","8","","0","1080039",""
"","omp_idle_tsun","1","0","","3","8","","106031","1080040",""
"","omp_talk_normal","1","0","","3","8","","105931","1080041",""
"","vo_omp_7008_007","0","","","21","8","0","vo_omp_7008","1080042",""
"","ふふ、わたくしたちの思いは一つ\nさすが【美食殿】でございますね♪","10","","","11","8","1","105931","1080043","1"
"","","","","","91","8","","0","1080044",""
"","0","","","","4","8","","105931","1080045",""
"","omp_idle_normal","1","0","","3","8","","105931","1080046",""
"","omp_talk_joy1","1","0","","3","8","","105831","1080047",""
"","vo_omp_7008_008","0","","","21","8","0","vo_omp_7008","1080048",""
"","えっへへ～♪\nそれじゃあ行きましょう！\nコッコロちゃん！　キャルちゃん！","10","","","11","8","1","105831","1080049","1"
"","","","","","91","8","","0","1080050",""
"","","","","","93","8","","0.4","1080051",""
"1","105831","1600","1.8","omp_idle_normal","1","9","300","1","1090001","-270"
"1","105931","1700","1.8","omp_idle_normal","1","9","450","1","1090002","-285"
"1","106031","1600","1.8","omp_idle_normal","1","9","-310","1","1090003","-230"
"1","112511","1500","1.8","omp_idle_normal","1","9","-45","1","1090004","-190"
"1","112411","1600","1.8","omp_idle_normal","1","9","65","1","1090005","-240"
"1","112611","1500","1.8","omp_idle_normal","1","9","205","1","1090006","-192"
"","1","0","1","","31","9","0","1","1090007","1"
"","","","","","93","9","","0.2","1090008",""
"","omp_idle_normal","1","0.1","","3","9","","112611","1090009",""
"","omp_talk_sad","1","0","","3","9","","106031","1090010",""
"","omp_idle_normal","1","0.1","","3","9","","112511","1090011",""
"","omp_idle_normal","1","0.1","","3","9","","105831","1090012",""
"","","","","","93","9","","0.1","1090013",""
"","","","","","93","9","","1","1090014",""
"","vo_omp_7009_000","0","","","21","9","0","vo_omp_7009","1090015",""
"","ここでのことは思い出したくないわ\nなんであんなことしちゃったのかしら…\nはぁ。ほんっとサイアク！","10","","","11","9","1","106031","1090016","1"
"","","","","","91","9","","0","1090017",""
"","omp_psn_17","0","0","","3","9","","106031","1090018",""
"","vo_omp_7009_001","0","","","21","9","0","vo_omp_7009","1090019",""
"","…きゃるきゃるーん\nなんて、にゃ","10","","","11","9","1","106031","1090020","1"
"","1","","","","93","9","","2","1090021",""
"","omp_talk_sad","1","0.2","","3","9","","106031","1090022",""
"","","","","","91","9","","1090020","1090023",""
"","omp_idle_sad","1","0","","3","9","","106031","1090024",""
"0.2","omp_psn_17","0","0","","3","9","omp_idle_joy1","105831","1090025","1"
"","vo_omp_7009_002","0","","","21","9","0","vo_omp_7009","1090026",""
"","きゃるきゃるーん♪","10","","","11","9","1","105831","1090027","1"
"","","","","","91","9","","0","1090028",""
"0.2","omp_psn_17","1","0","","3","9","omp_idle_normal","105931","1090029",""
"","vo_omp_7009_003","0","","","21","9","0","vo_omp_7009","1090030",""
"","きゃるきゃるーん、でございますにゃ","10","","","11","9","1","105931","1090031","1"
"","","","","","91","9","","0","1090032",""
"","0","","","","4","9","","106031","1090033",""
"0","omp_surprise","0","0","","3","9","omp_idle_surprise1","106031","1090034","1"
"","vo_omp_7009_004","0","","","21","9","0","vo_omp_7009","1090035",""
"","なっ、あんたたち！？\nい、今のっ、見てっ…！？","10","","","11","9","1","106031","1090036","1"
"","","","","","91","9","","0","1090037",""
"0.2","omp_psn_17_other","1","0","","3","9","omp_idle_joy1","112611","1090038",""
"","vo_omp_7009_005","0","","","21","9","0","vo_omp_7009","1090039",""
"","きゃっるきゃる～ん♪\n華麗に登場にゃ☆","10","","","11","9","1","112611","1090040","1"
"","","","","","91","9","","0","1090041",""
"","omp_talk_anger2","1","0","","3","9","","106031","1090042",""
"","vo_omp_7009_006","0","","","21","9","0","vo_omp_7009","1090043",""
"","殺す！　殺すわ！\n全員まとめてぶっ殺して\nあんなことしちゃったあたしも殺すわ！\nみんな消し去ってやるわよぉ～っ！","10","","","11","9","1","106031","1090044","1"
"","","","","","91","9","","0","1090045",""
"","omp_idle_anger2","1","0","","3","9","","106031","1090046",""
"","omp_talk_sad","1","0","","3","9","","112411","1090047",""
"","vo_omp_7009_007","0","","","21","9","0","vo_omp_7009","1090048",""
"","キャ、キャルちゃん。えっと、その…","10","","","11","9","1","112411","1090049","1"
"","","","","","91","9","","0","1090050",""
"","omp_idle_sad","1","0","","3","9","","112411","1090051",""
"","omp_talk_normal","1","0","","3","9","","112511","1090052",""
"","vo_omp_7009_008","0","","","21","9","0","vo_omp_7009","1090053",""
"","大変だね","10","","","11","9","1","112511","1090054","1"
"","","","","","91","9","","0","1090055",""
"","omp_idle_normal","1","0","","3","9","","112511","1090056",""
"","omp_talk_tsun","1","0","","3","9","","106031","1090057",""
"","vo_omp_7009_009","0","","","21","9","0","vo_omp_7009","1090058",""
"","あ、あんたたちは見逃してあげるわ…！\nでもあいつらはダメ！\nこの世から消し去らないとあたしが\n安心できないっ…！","10","","","11","9","1","106031","1090059","1"
"","","","","","91","9","","0","1090060",""
"","omp_idle_tsun","1","0","","3","9","","106031","1090061",""
"","omp_talk_normal","1","0","","3","9","","112511","1090062",""
"","vo_omp_7009_010","0","","","21","9","0","vo_omp_7009","1090063",""
"","でもあれ、かわいかったと思うけど","10","","","11","9","1","112511","1090064","1"
"","","","","","91","9","","0","1090065",""
"","omp_idle_normal","1","0","","3","9","","112511","1090066",""
"","omp_talk_joy2","1","0","","3","9","","112411","1090067",""
"","vo_omp_7009_011","0","","","21","9","0","vo_omp_7009","1090068",""
"","はい！　とっても素敵でした！","10","","","11","9","1","112411","1090069","1"
"","","","","","91","9","","0","1090070",""
"","omp_psn_20","1","0","","3","9","","112411","1090071",""
"","omp_talk_tsun","1","0","","3","9","","106031","1090072",""
"","vo_omp_7009_012","0","","","21","9","0","vo_omp_7009","1090073",""
"","そんなのうれしくないわよ～っ！？","10","","","11","9","1","106031","1090074","1"
"","","","","","91","9","","0","1090075",""
"","omp_idle_tsun","1","0","","3","9","","106031","1090076",""
"0.2","omp_psn_17","0","0","","3","9","omp_idle_joy1","105831","1090077","1"
"0.2","omp_psn_17","0","0","","3","9","omp_idle_normal","105931","1090078","1"
"0.2","omp_psn_17_other","0","0","","3","9","omp_idle_joy1","112611","1090079","1"
"","vo_omp_7009_013","0","","","21","9","0","vo_omp_7009","1090080",""
"","きゃるきゃるーん♪","10","","","11","9","1","105831","1090081","1"
"","","","","","91","9","","0","1090082",""
"","omp_talk_anger2","1","0","","3","9","","106031","1090083",""
"","vo_omp_7009_014","0","","","21","9","0","vo_omp_7009","1090084",""
"","絶対にぶっ殺す～～～～～～～！","10","","","11","9","1","106031","1090085","1"
"","","","","","91","9","","0","1090086",""
"","","","","","93","9","","0.4","1090087",""
