2d83aae9c30cd9ad214ed51427383d01605b75cd9562d2e7461048b92217972f,28d9aaeaaaeac5c960323fbc0472f167ebc9745ccf1fba6627c85a324950083c,bc4a8a994c588ed39b25f6a6cf6e83e832791e908d046bd7d2e0eb763cf5d823,30f471ea01679a98324239164d1deda8a23a3d0b94f19ccef83414519b2d71fb,ce582f2cedf5674ca468b4d33f761e6ab246e80cc29470cb650f3d5fec99c333,969d149c6af89ea5e00bb50c1dec0cea1313797a315a66725cc7a7a45d8dead1,7017df4a966b55f74744a9769aec541b2e047d90a2cf717982fb2c83146bc099,d4a031616084d9368add4387ce734ef3b88d7730129839afdcedfb1aea7f0fcc,4c6739f1c75af06f3a154eb83e187dff896f09ccaf2ece985e3f858725d3314a,0bcb7adaf21ea41f6d1c620fbe8c41a2c0fabe055321acceecf9c96e91e1501c,dad6f39114c1dbf1d7c40b435b8a69a94a6bab5430a626f646ae6922038df3fc
"shock_to_surprise","131711","","0","surprise_idle","5152063","1","0.2","","3","63065"
"empty","1","","1","","5152063","","0.2","","3","63066"
"doya_in_sad","132011","","0","doya_talk_sad","5152063","1","0.2","0","3","63067"
"vo_rag_5009","vo_rag","","0","0","5152063","","","","21","63068"
"これがアイドル…とても過酷だ\nところで…まだ他にも\n色々なタイソーがあるんだろう？","132011","0","10","1","5152063","1","0","0","11","63069"
"","0","","0","0","5152063","","","","91","63070"
"doya_talk","132011","","1","","5152063","","0.2","","3","63071"
"vo_rag_5010","vo_rag","","0","0","5152063","","","","21","63072"
"そちらもぜひご教授願いたいね\nああ、ボクは見ているだけで\n大丈夫だよ","132011","0","10","1","5152063","1","0","0","11","63073"
"","0","","0","0","5152063","","","","91","63074"
"doya_idle","132011","","1","","5152063","","0.2","","3","63075"
"sad_talk_anger","131711","","1","","5152063","","0.2","","3","63076"
"vo_rag_5011","vo_rag","","0","0","5152063","","","","21","63077"
"さすがは『強欲の魔女』\n体力は絶望的でも、\nその知的好奇心は無限なのね","131711","0","10","1","5152063","1","0","0","11","63078"
"","0","","0","0","5152063","","","","91","63079"
"doya_to_doya","132011","","0","doya_idle_normal2","5152063","1","0.2","0","3","63080"
"cool_in_joy2","131711","","0","cool_talk_joy2","5152063","1","0.2","0","3","63081"
"se_10058300_emotion_isekai_1","se_10058300","","0","","5152063","","","","23","63082"
"10","131711","","0.8","0","5152063","0","","","12","63083"
"0","1.5","","","","5152063","","","","93","63084"
"sad_idle_surprise1","132011","","1","","5152063","","0.2","","3","63085"
"ames_idol_dance","131711","","0","","5152063","","0.2","","3","63086"
"0","1.8","","","","5152063","","","","93","63087"
"echidna_interest_in","132011","","0","echidna_interest_talk","5152063","1","0.2","0","3","63088"
"se_10058300_emotion_isekai_2","se_10058300","","0","","5152063","","","","23","63089"
"7","132011","","2","0","5152063","0","","","12","63090"
"0","1.1","","","","5152063","","","","93","63091"
"0","0.5","","","","5152063","","","","93","63092"
"","63094","","","","5152063","","","","101","63093"
"bgm_MC173B","bgm_MC173B","","","","5152063","","","","25","63094"
"0","0","","","","5152063","","","","22","63095"
"102611","1","idle_normal","110","410","5152064","-295","1.55","1","1","64001"
"107811","1","cool_idle","105","176","5152064","-114","1.45","0","1","64002"
"102311","1","joy_idle_normal","106","12","5152064","-179","1.5","0","1","64003"
"110311","1","idle_normal","105","-177","5152064","-116","1.45","0","1","64004"
"102111","1","wish_idle","107","-226","5152064","-258","1.55","0","1","64005"
"131911","1","idle_normal","107","115","5152064","-260","1.55","0","1","64006"
"122811","1","doya_idle","106","-350","5152064","-178","1.5","0","1","64007"
"122911","1","idle_normal","108","-391","5152064","-334","1.6","0","1","64008"
"122711","1","idle_normal","108","-60","5152064","-330","1.6","0","1","64009"
"210","102611","","","","5152064","","","","13","64010"
"207","131911","","","","5152064","","","","13","64011"
"205","110311","","","","5152064","","","","13","64012"
"208","122711","","","","5152064","","","","13","64013"
"206","122811","","","","5152064","","","","13","64014"
"208","122911","","","","5152064","","","","13","64015"
"207","102111","","","","5152064","","","","13","64016"
"206","102311","","","","5152064","","","","13","64017"
"205","107811","","","","5152064","","","","13","64018"
"11","1","empty","115","410","5152064","-295","1.55","1","5","64019"
"61","1","empty","131","115","5152064","-260","1.55","0","5","64020"
"62","1","empty","131","146","5152064","-134","1.55","0","5","64021"
"63","1","empty","132","410","5152064","-295","1.55","0","5","64022"
"64","1","empty","132","-177","5152064","-136","1.55","0","5","64023"
"1","1","","0","40","5152064","1.3","1","","31","64024"
"13","13","","385","-235","5152064","1","0","","31","64025"
"2","2","","0","0","5152064","1","0","","31","64026"
"3","3","","0","0","5152064","1","1","","31","64027"
"0","0","","","","5152064","","","","91","64028"
"telop_4","3","","","","5152064","","","","37","64029"
"0","0","","0","","5152064","","","","102","64030"
"0","1","","","","5152064","","","","93","64031"
"sad_talk_dead","102611","","1","","5152064","","0.2","","3","64032"
"vo_rag_3001","vo_rag","","0","0","5152064","","","","21","64033"
"えぇ…うそ、めっちゃ来てるじゃん…\nこんな朝早くからご苦労さんだねぇ…","102611","0","10","1","5152064","1","0","0","11","64034"
"","0","","0","0","5152064","","","","91","64035"
"talk_normal_surprise","102611","","1","","5152064","","0.2","","3","64036"
"vo_rag_3002","vo_rag","","0","0","5152064","","","","21","64037"
"ほんとはやりたくないけど、\n体操はじめるよ～","102611","0","10","1","5152064","1","0","0","11","64038"
"","0","","0","0","5152064","","","","91","64039"
"idle_normal","102611","","1","","5152064","","0.2","","3","64040"
"bgm_MC175B","bgm_MC175B","","","","5152064","","","","25","64041"
"1","2","","","","5152064","","","","32","64042"
"vo_rag_3003","vo_rag","","0","0","5152064","","","","21","64043"
"まずはその場で跳躍～\nいち、に、さん…","102611","2.2","10","1","5152064","0","0","0","11","64044"
"","3.2","","0","0","5152064","","","","93","64045"
"gutara_jump3time","11","","0","tired_idle","5152064","1","0.2","0.2","3","64046"
"gutara_jump3time","102611","","0","tired_idle","5152064","1","0.2","0.2","3","64047"
"","0.1","","0","0","5152064","","","","93","64048"
"jump3time","131911","","0","idle_normal","5152064","1","0.2","0.2","3","64049"
"jump3time","122911","","0","idle_normal","5152064","1","0.2","0.2","3","64050"
"jump3time","102311","","0","joy_idle_normal","5152064","1","0.2","0.2","3","64051"
"","0.1","","0","0","5152064","","","","93","64052"
"jump3time","107811","","0","idle_normal","5152064","1","0.2","0.2","3","64053"
"jump3time","110311","","0","idle_normal","5152064","1","0.2","0.2","3","64054"
"jump3time","102111","","0","wish_idle","5152064","1","0.2","0.2","3","64055"
"","0.1","","0","0","5152064","","","","93","64056"
"jump3time","122811","","0","doya_idle","5152064","1","0.2","0.2","3","64057"
"jump3time","122711","","0","idle_normal","5152064","1","0.2","0.2","3","64058"
"0","2.1","","","","5152064","","","","93","64059"
"se_10058300_isekai_breath","se_10058300","","0","","5152064","","","","23","64060"
"0","1.7","","","","5152064","","","","93","64061"
"","64044","","0","0","5152064","","","","91","64062"
"bgm_MC173B","bgm_MC173B","","0.5","0.5","5152064","0","0","1","27","64063"
"out","2","","","","5152064","","","","37","64064"
"vo_rag_3004","vo_rag","","0","0","5152064","","","","21","64065"
"…ふぅ、ちょっと休憩しよっか","102611","0","10","1","5152064","1","0","","11","64066"
"","0","","0","0","5152064","","","","91","64067"
"talk_normal_shy","107811","","1","","5152064","","0.2","","3","64068"
"vo_rag_3005","vo_rag","","0","0","5152064","","","","21","64069"
"いくら何でも早すぎるでしょ！？","107811","0","10","1","5152064","1","0","","11","64070"
"","0","","0","0","5152064","","","","91","64071"
"idle_normal_shy","107811","","1","","5152064","","0.2","","3","64072"
"0.3","se_10058300_isekai_breath","","","","5152064","","","","24","64073"
"empty","11","","1","","5152064","","0.2","","3","64074"
"talk_normal_joy","102611","","1","","5152064","","0.2","","3","64075"
"vo_rag_3006","vo_rag","","0","0","5152064","","","","21","64076"
"じゃあ次は横になって深呼吸～","102611","0","10","1","5152064","1","0","","11","64077"
"","0","","0","0","5152064","","","","91","64078"
"idle_to_layLongHair","102611","","0","gutara_sleepy_idle","5152064","1","0.2","0","3","64079"
"","0.2","","0","0","5152064","","","","93","64080"
"idle_to_layLongHair","131911","","0","gutara_breathLongHair_idle","5152064","1","0.2","0","3","64081"
"idle_to_layShortHair","122911","","0","gutara_breathShortHair_idle","5152064","1","0.2","0","3","64082"
"idle_to_layShortHair","102311","","0","gutara_breathShortHair_idle","5152064","1","0.2","0","3","64083"
"","0.2","","0","0","5152064","","","","93","64084"
"idle_to_layLongHair","110311","","0","gutara_breathLongHair_idle","5152064","1","0.2","0","3","64085"
"idle_to_layShortHair","122711","","0","gutara_breathShortHair_idle","5152064","1","0.2","0","3","64086"
"idle_to_layLongHair","107811","","0","gutara_breathLongHair_idle","5152064","1","0.2","0","3","64087"
"","0.1","","0","0","5152064","","","","93","64088"
"idle_to_layShortHair","102111","","0","gutara_breathShortHair_idle","5152064","1","0.2","0","3","64089"
"idle_to_layShortHair","122811","","0","gutara_breathShortHair_idle","5152064","1","0.2","0","3","64090"
"105","0","","1","1","5152064","2.8","12","","121","64091"
"","2","","0","0","5152064","","","","93","64092"
"12","102611","","1.5","0","5152064","0","50","-120","12","64093"
"","1.5","","0","0","5152064","","","","93","64094"
"gutara_sleep2_in","102611","","0","gutara_sleep2_idle","5152064","1","0.2","0","3","64095"
"","1.5","","0","0","5152064","","","","93","64096"
"1","13","","","","5152064","","","","32","64097"
"vo_rag_3007","vo_rag","","0","0","5152064","","","","21","64098"
"すぅ…むにゃむにゃ…","102611","0","10","1","5152064","1","15","-100","11","64099"
"","0","","0","0","5152064","","","","91","64100"
"se_10058300_gutara_sleep","se_10058300","","0","","5152064","","","","23","64101"
"0","11","","","","5152064","","","","4","64102"
"460","11","","-310","0","5152064","0","","","2","64103"
"gutara_sleep","11","","0","","5152064","","","","3","64104"
"gutara_surprise","107811","","0","gutara_sleep1_idle","5152064","1","0.2","0","3","64105"
"vo_rag_3008","vo_rag","","0","0","5152064","","","","21","64106"
"ウソでしょ？　寝てる！？\nやだ、あたしまで眠くなってきた…","107811","1.5","10","1","5152064","0","-15","-40","11","64107"
"0","6.8","","","","5152064","","","","93","64108"
"0","0.5","","","","5152064","","","","93","64109"
"se_10058300_gutara_sleep","se_10058300","","0","","5152064","","","","23","64110"
"gutara_sleep2","62","","0","","5152064","","","","3","64111"
"","64107","","0","0","5152064","","","","91","64112"
"gutara_sleep1ShortHair_in","122911","","0","gutara_sleep1_idle","5152064","1","0.2","0","3","64113"
"","0.2","","0","0","5152064","","","","93","64114"
"gutara_sleep1ShortHair_in","102311","","0","gutara_sleep1_idle","5152064","1","0.2","0","3","64115"
"","0.2","","0","0","5152064","","","","93","64116"
"gutara_sleep1ShortHair_in","122811","","0","gutara_sleep1_idle","5152064","1","0.2","0","3","64117"
"","1.5","","0","0","5152064","","","","93","64118"
"gutara_sleepy_in","110311","","0","gutara_sleep1_idle","5152064","1","0.2","0","3","64119"
"vo_rag_3009","vo_rag","","0","0","5152064","","","","21","64120"
"今日は朝が早かったから…\nあたしも…ふあ……","110311","1.5","10","1","5152064","0","-40","-110","11","64121"
"0","7.4","","","","5152064","","","","93","64122"
"se_10058300_gutara_sleep","se_10058300","","0","","5152064","","","","23","64123"
"gutara_sleep","64","","0","","5152064","","","","3","64124"
"","64121","","0","0","5152064","","","","91","64125"
"gutara_sleep1ShortHair_in","102111","","0","gutara_sleep1_idle","5152064","1","0.2","0","3","64126"
"","0.2","","0","0","5152064","","","","93","64127"
"gutara_sleep1ShortHair_in","122711","","0","gutara_sleep1_idle","5152064","1","0.2","0","3","64128"
"","4","","0","0","5152064","","","","93","64129"
"gutara_notice_in","131911","","0","gutara_notice_talk_shy","5152064","1","0.2","0","3","64130"
"vo_rag_3010","vo_rag","","0","0","5152064","","","","21","64131"
"え、みんな寝ちゃったの！？\nびっくり仰天だわ\nみんなを起こさないと…","131911","0","10","1","5152064","1","-15","-50","11","64132"
"","0","","0","0","5152064","","","","91","64133"
"gutara_notice_to_notice","131911","","0","gutara_notice_talk_dead","5152064","1","0.2","0","3","64134"
"vo_rag_3011","vo_rag","","0","0","5152064","","","","21","64135"
"ふわぁ……\nあれ、どうしてかしら、\n私まで急に眠く…すぅ","131911","0","10","1","5152064","1","-15","-50","11","64136"
"","0","","0","0","5152064","","","","91","64137"
"gutara_notice_out","131911","","0","gutara_sleep1_idle","5152064","1","0.2","0","3","64138"
"","0.5","","0","0","5152064","","","","93","64139"
"se_10058300_gutara_sleep","se_10058300","","0","","5152064","","","","23","64140"
"gutara_sleep","61","","0","","5152064","","","","3","64141"
"","1.3","","0","0","5152064","","","","93","64142"
"se_10058300_gutara_sleep","se_10058300","","0","","5152064","","","","23","64143"
"-205","64","","-305","0","5152064","0","","","2","64144"
"gutara_sleep2","64","","0","","5152064","","","","3","64145"
"","1.3","","0","0","5152064","","","","93","64146"
"se_10058300_gutara_sleep","se_10058300","","0","","5152064","","","","23","64147"
"-300","62","","-190","0","5152064","0","","","2","64148"
"gutara_sleep","62","","0","","5152064","","","","3","64149"
"","2","","0","0","5152064","","","","93","64150"
"0","0.5","","","","5152064","","","","93","64151"
"","64153","","","","5152064","","","","101","64152"
"bgm_MC173B","bgm_MC173B","","","","5152064","","","","25","64153"
"0","0","","","","5152064","","","","22","64154"
"127111","1","idle_normal","109","335","5152065","-280","1.55","1","1","65001"
"132111","1","wish_idle_normal","105","-252","5152065","-179","1.5","0","1","65002"
"4","4","doya_idle","104","-74","5152065","-163","1.5","0","5","65003"
"131911","1","idle_normal","107","29","5152065","-264","1.55","0","1","65004"
"126911","1","wish_idle_normal","109","-346","5152065","-304","1.55","0","1","65005"
"113111","1","idle_normal","108","-150","5152065","-285","1.55","0","1","65006"
"6","6","ghost_dokuro_idle","110","1000","5152065","-280","1.5","1","5","65007"
"1","6","","1","1","5152065","0","0","0","6","65008"
"7","7","idle_normal","106","-507","5152065","-178","1.5","0","5","65009"
"1","7","","1","1","5152065","0","0","0","6","65010"
"209","127111","","","","5152065","","","","13","65011"
"205","132111","","","","5152065","","","","13","65012"
"204","4","","","","5152065","","","","13","65013"
"207","131911","","","","5152065","","","","13","65014"
"209","126911","","","","5152065","","","","13","65015"
"208","113111","","","","5152065","","","","13","65016"
"1","1","","0","0","5152065","1.03","1","","31","65017"
"14","14","","-507","-178","5152065","1","0","","31","65018"
"16","16","","0","0","5152065","1.03","0","","31","65019"
"2","2","","0","0","5152065","1","0","","31","65020"
"3","3","","0","0","5152065","1","1","","31","65021"
"15","15","","1000","-130","5152065","1","0","","31","65022"
"0","0","","","","5152065","","","","91","65023"
"telop_5","3","","","","5152065","","","","37","65024"
"0","0","","0","","5152065","","","","102","65025"
"0","1","","","","5152065","","","","93","65026"
"talk_normal","127111","","1","","5152065","","0.2","","3","65027"
"vo_rag_4001","vo_rag","","0","0","5152065","","","","21","65028"
"本日の体操のお手本を\n務めさせていただくシノブです","127111","0","10","1","5152065","1","0","0","11","65029"
"","0","","0","0","5152065","","","","91","65030"
"talk_normal","127111","","1","","5152065","","0.2","","3","65031"
"vo_rag_4002","vo_rag","","0","0","5152065","","","","21","65032"
"そちらのあなたも一緒にどうぞ\nそれでは始めましょう。いちに、いち…","127111","0","10","1","5152065","1","0","0","11","65033"
"","0","","0","0","5152065","","","","91","65034"
"1","2","","","","5152065","","","","32","65035"
"bgm_MC175C","bgm_MC175C","","","","5152065","","","","25","65036"
"0","0.5","","","","5152065","","","","93","65037"
"radio_stretch1_loop","127111","","1","","5152065","","0.3","","3","65038"
"0","0.1","","","","5152065","","","","93","65039"
"radio_stretch1_loop","132111","","1","","5152065","","0.2","","3","65040"
"radio_stretch1_loop","4","","1","","5152065","","0.2","","3","65041"
"radio_stretch1_loop","131911","","1","","5152065","","0.2","","3","65042"
"radio_stretch1_loop","126911","","1","","5152065","","0.2","","3","65043"
"radio_stretch1_loop","113111","","1","","5152065","","0.2","","3","65044"
"radio_stretch1_loop","7","","1","","5152065","","0.2","","3","65045"
"0","1","","","","5152065","","","","93","65046"
"1","16","","","","5152065","","","","32","65047"
"1","14","","","","5152065","","","","32","65048"
"0","0.7","","","","5152065","","","","93","65049"
"0","65","","1","1","5152065","2.8","12","","121","65050"
"0","1","","","","5152065","","","","93","65051"
"1","7","","1","1","5152065","1","1","0","6","65052"
"0","2.2","","","","5152065","","","","93","65053"
"ghost_stretch1_turn","131911","","0","sad_talkR","5152065","1","0.2","0","3","65054"
"vo_rag_4003","vo_rag","","0","0","5152065","","","","21","65055"
"ええと、そっちには誰も…\nきゃあっ！","131911","0.5","10","1","5152065","0","0","50","11","65056"
"0","2.5","","","","5152065","","","","93","65057"
"shock_inR","131911","","0","shock_loopR","5152065","1","0.2","0","3","65058"
"0","2.1","","","","5152065","","","","93","65059"
"","65056","","0","0","5152065","","","","91","65060"
"ghost_stretch2_turn","131911","","0","","5152065","","0.2","","3","65061"
"0","0.4","","","","5152065","","","","93","65062"
"radio_stretch2R_loop","127111","","1","","5152065","","0.2","","3","65063"
"0","0.1","","","","5152065","","","","93","65064"
"radio_stretch2_loop","132111","","1","","5152065","","0.2","","3","65065"
"radio_stretch2_loop","4","","1","","5152065","","0.2","","3","65066"
"radio_stretch2_loop_faceBlue","131911","","1","","5152065","","0.2","","3","65067"
"radio_stretch2_loop","126911","","1","","5152065","","0.2","","3","65068"
"radio_stretch2_loop_faceBlue","113111","","1","","5152065","","0.2","","3","65069"
"radio_stretch2_loop","7","","1","","5152065","","0.2","","3","65070"
"vo_rag_4004","vo_rag","","0","0","5152065","","","","21","65071"
"お、おいおい、勘弁しとくれよ…","113111","0.5","10","1","5152065","0","0","50","11","65072"
"0","6.6","","","","5152065","","","","93","65073"
"vo_rag_4005","vo_rag","","0","0","5152065","","","","21","65074"
"はい、その調子です","127111","0.5","10","1","5152065","0","0","0","11","65075"
"0","3.4","","","","5152065","","","","93","65076"
"spread","14","","","","5152065","","","","37","65077"
"0","0.3","","","","5152065","","","","93","65078"
"radio_stretch1_loop_surprise1","127111","","1","","5152065","","0.2","","3","65079"
"0","0.1","","","","5152065","","","","93","65080"
"radio_stretch1_loop_faceBlue","132111","","1","","5152065","","0.2","","3","65081"
"radio_stretch1_loop","4","","1","","5152065","","0.2","","3","65082"
"radio_stretch1_loop_faceBlue","131911","","1","","5152065","","0.2","","3","65083"
"radio_stretch1_loop","126911","","1","","5152065","","0.2","","3","65084"
"radio_stretch1_loop_faceBlue","113111","","1","","5152065","","0.2","","3","65085"
"radio_stretch1_loop","7","","1","","5152065","","0.2","","3","65086"
"se_10058300_ghost_cold","se_10058300","","0","","5152065","","","","23","65087"
"0","1","","","","5152065","","","","93","65088"
"vo_rag_4006","vo_rag","","0","0","5152065","","","","21","65089"
"ひゃっ！　ね、姉様…","132111","0.5","10","1","5152065","0","0","0","11","65090"
"0","4.6","","","","5152065","","","","93","65091"
"vo_rag_4007","vo_rag","","0","0","5152065","","","","21","65092"
"にーにっ、さんし…","127111","0.5","10","1","5152065","0","0","0","11","65093"
"0","3.7","","","","5152065","","","","93","65094"
"0","1.1","","","","5152065","","","","93","65095"
"","0","","0","0","5152065","","","","91","65096"
"radio_stretch2R_loop","127111","","1","","5152065","","0.2","","3","65097"
"0","0.1","","","","5152065","","","","93","65098"
"radio_stretch2_loop_faceBlue","132111","","1","","5152065","","0.2","","3","65099"
"radio_stretch2_loop","4","","1","","5152065","","0.2","","3","65100"
"radio_stretch2_loop_faceBlue","131911","","1","","5152065","","0.2","","3","65101"
"radio_stretch2_loop","126911","","1","","5152065","","0.2","","3","65102"
"radio_stretch2_loop_faceBlue","113111","","1","","5152065","","0.2","","3","65103"
"radio_stretch2_loop","7","","1","","5152065","","0.2","","3","65104"
"vo_rag_4008","vo_rag","","0","0","5152065","","","","21","65105"
"風よ\n風の仕業に決まってるわ\nタイソーに集中なさい、レム","4","0.5","10","1","5152065","0","0","0","11","65106"
"0","5.1","","","","5152065","","","","93","65107"
"0","0","","","","5152065","","","","93","65108"
"1","15","","","","5152065","","","","32","65109"
"197","15","","-130","0.8","5152065","11","","","33","65110"
"197","6","","-280","0.8","5152065","11","","","2","65111"
"se_10058300_ghost_soul","se_10058300","","0","","5152065","","","","23","65112"
"0","0.5","","","","5152065","","","","93","65113"
"shock_jump","131911","","0","escape","5152065","1","0.2","0","3","65114"
"shock_jump","113111","","0","escape","5152065","1","0.2","0","3","65115"
"vo_rag_4010","vo_rag","","0","0","5152065","","","","21","65116"
"きゃああぁー！","131911","0.8","20","0","5152065","0","20","80","11","65117"
"vo_rag_4011","vo_rag","","1","0","5152065","","","","21","65118"
"ひ、ひいいいぃー！？","113111","0","20","0","5152065","0","-20","80","11","65119"
"0","0.3","","","","5152065","","","","93","65120"
"0","6","","","","5152065","","","","4","65121"
"0","0.7","","","","5152065","","","","93","65122"
"-1050","131911","","-264","2","5152065","0","","","2","65123"
"-1229","113111","","-285","2","5152065","0","","","2","65124"
"out","2","","","","5152065","","","","37","65125"
"out","16","","","","5152065","","","","37","65126"
"out","14","","","","5152065","","","","37","65127"
"bgm_MC173B","bgm_MC173B","","0.5","0.5","5152065","0","0","1","27","65128"
"idle_normal","7","","1","","5152065","","0.2","","3","65129"
"1","7","","1","1","5152065","0","1.2","0","6","65130"
"sad_idle_normal","127111","","1","","5152065","","0.2","","3","65131"
"0","0.1","","","","5152065","","","","93","65132"
"idle_normal_surprise1","132111","","1","","5152065","","0.2","","3","65133"
"idle_normal_surprise1","4","","1","","5152065","","0.2","","3","65134"
"idle_normal","126911","","1","","5152065","","0.2","","3","65135"
"0","0.1","","","","5152065","","","","93","65136"
"1","6","","1","1","5152065","1","1","0","6","65137"
"0","2","","","","5152065","","","","93","65138"
"vo_rag_4009","vo_rag","","0","0","5152065","","","","21","65139"
"おーい、シノブ…\n捜したんだぞ","6","0","10","1","5152065","1","0","20","11","65140"
"","0","","","","5152065","","","","91","65141"
"sad_talk_talk2","127111","","1","","5152065","","0.2","","3","65142"
"ghost_dokuro_turn","6","","0","ghost_dokuro_idleR","5152065","1","0.2","0","3","65143"
"vo_rag_4012","vo_rag","","0","0","5152065","","","","21","65144"
"さあ、気を取り直して\n体操を続けましょう","127111","0","10","1","5152065","1","0","0","11","65145"
"","65145","","0","0","5152065","","","","91","65146"
"radio_stretch1_loop_surprise1","127111","","1","","5152065","","0.2","","3","65147"
"0","0.1","","","","5152065","","","","93","65148"
"radio_stretch1_loop","132111","","1","","5152065","","0.2","","3","65149"
"radio_stretch1_loop","4","","1","","5152065","","0.2","","3","65150"
"radio_stretch1_loop","126911","","1","","5152065","","0.2","","3","65151"
"0","2.5","","","","5152065","","","","93","65152"
"0","0.5","","","","5152065","","","","93","65153"
"","65155","","","","5152065","","","","101","65154"
"bgm_MC173B","bgm_MC173B","","","","5152065","","","","25","65155"
"0","0","","","","5152065","","","","22","65156"
"0","1","","","","5152065","","","","22","65157"
"131911","1","idle_normal","108","-151","5152066","-259","1.55","0","1","66001"
"132111","1","wish_idle_normal","110","-460","5152066","-295","1.55","0","1","66002"
"4","4","doya_idle","109","-305","5152066","-277","1.55","0","5","66003"
"107511","1","idle_normal","105","89","5152066","-258","1.55","1","1","66004"
"107611","1","wish_idle_normal","107","407","5152066","-297","1.55","1","1","66005"
"107811","1","cool_idle","106","245","5152066","-278","1.55","1","1","66006"
"126911","1","wish_idle_normal","103","329","5152066","-142","1.45","1","1","66007"
"110311","1","idle_normal","104","479","5152066","-158","1.45","1","1","66008"
"113511","1","sad_idle_normal","102","178","5152066","-132","1.45","1","1","66009"
"5","5","empty","107","-151","5152066","-259","1.55","0","5","66010"
"2","2","empty","210","15","5152066","120","0.75","0","5","66011"
"208","131911","","","","5152066","","","","13","66012"
"210","132111","","","","5152066","","","","13","66013"
"209","4","","","","5152066","","","","13","66014"
"205","107511","","","","5152066","","","","13","66015"
"207","107611","","","","5152066","","","","13","66016"
"206","107811","","","","5152066","","","","13","66017"
"203","126911","","","","5152066","","","","13","66018"
"204","110311","","","","5152066","","","","13","66019"
"202","113511","","","","5152066","","","","13","66020"
"1","1","","0","0","5152066","1","1","","31","66021"
"4","4","","0","0","5152066","1","0","","31","66022"
"2","2","","0","0","5152066","1","0","","31","66023"
"3","3","","0","0","5152066","1","1","","31","66024"
"17","17","","0","0","5152066","1","0","","31","66025"
"0","0","","","","5152066","","","","91","66026"
"telop_6","3","","","","5152066","","","","37","66027"
"0","0","","0","","5152066","","","","102","66028"
"0","1","","","","5152066","","","","93","66029"
"talk_normal_joy","131911","","1","","5152066","","0.2","","3","66030"
"vo_rag_1001","vo_rag","","0","0","5152066","","","","21","66031"
"それじゃあみんな、\nラジーオタイソーをはじめるわ！","131911","0","10","1","5152066","1","-10","5","11","66032"
"","66032","","0","0","5152066","","","","91","66033"
"idle_normal_joy","131911","","1","","5152066","","0.2","","3","66034"
"gutsB_in","132111","","0","gutsB_idle","5152066","1","0.2","0","3","66035"
"cool_in_talk2","4","","0","cool_talk_talk2","5152066","1","0.2","0","3","66036"
"handsup_in","107511","","0","handsup_loop","5152066","1","0.2","0","3","66037"
"wish_talk","107611","","1","","5152066","","0.2","","3","66038"
"wish2_idle","126911","","1","","5152066","","0.2","","3","66039"
"joy_idle","110311","","1","","5152066","","0.2","","3","66040"
"doya_in","107811","","0","doya_idle_normal2","5152066","1","0.2","0","3","66041"
"wish_talk_joy_shy","113511","","1","","5152066","","0.2","","3","66042"
"","2.5","","0","0","5152066","","","","93","66043"
"bgm_MC175A","bgm_MC175A","","","","5152066","","","","25","66044"
"1","2","","","","5152066","","","","32","66045"
"wish_idle_normal","132111","","1","","5152066","","0.2","","3","66046"
"doya_idle","4","","1","","5152066","","0.2","","3","66047"
"idle_normal","107511","","1","","5152066","","0.2","","3","66048"
"wish_idle_normal","107611","","1","","5152066","","0.2","","3","66049"
"cool_idle","126911","","1","","5152066","","0.2","","3","66050"
"wish_idle_normal","110311","","1","","5152066","","0.2","","3","66051"
"idle_normal","107811","","1","","5152066","","0.2","","3","66052"
"sad_idle_normal","113511","","1","","5152066","","0.2","","3","66053"
"vo_rag_1002","vo_rag","","0","0","5152066","","","","21","66054"
"まずはぴょんぴょん跳ねて\n全身をほぐしていきます","131911","0.5","10","1","5152066","0","-10","5","11","66055"
"0","0.5","","","","5152066","","","","93","66056"
"radio_jump_loop_normal2","131911","","1","","5152066","","0.2","","3","66057"
"","1.6","","0","0","5152066","","","","93","66058"
"radio_jump_loop","132111","","1","","5152066","","0.2","","3","66059"
"radio_jump_loop_talk2","4","","1","","5152066","","0.2","","3","66060"
"","0.1","","0","0","5152066","","","","93","66061"
"radio_jump_loop","107511","","1","","5152066","","0.2","","3","66062"
"radio_jump_loop","107611","","1","","5152066","","0.2","","3","66063"
"radio_jump_loop","126911","","1","","5152066","","0.2","","3","66064"
"radio_jump_loop","110311","","1","","5152066","","0.2","","3","66065"
"radio_jump_loop","107811","","1","","5152066","","0.2","","3","66066"
"radio_jump_loop","113511","","1","","5152066","","0.2","","3","66067"
"0","3","","","","5152066","","","","93","66068"
"","66055","","0","0","5152066","","","","91","66069"
"vo_rag_1003","vo_rag","","0","0","5152066","","","","21","66070"
"ただ跳ねるだけでも\n案外疲れるものね","4","0.5","10","1","5152066","0","-10","5","11","66071"
"0","3.2","","","","5152066","","","","93","66072"
"","66071","","0","0","5152066","","","","91","66073"
"0","1.5","","","","5152066","","","","93","66074"
"idle_normal","131911","","1","","5152066","","0.3","","3","66075"
"wish_talk","132111","","1","","5152066","","0.3","","3","66076"
"cool_idle","4","","1","","5152066","","0.3","","3","66077"
"0","0.1","","","","5152066","","","","93","66078"
"idle_normal","107511","","1","","5152066","","0.3","","3","66079"
"wish_idle","107611","","1","","5152066","","0.3","","3","66080"
"wish_idle_normal","126911","","1","","5152066","","0.3","","3","66081"
"idle_normal","110311","","1","","5152066","","0.3","","3","66082"
