746cec29f7d18e95ba9776e2099ed15e19096ca4319be7b8a4514c9450e1b19b,81babccd2fca57c5006ad3d8e48e2f5ca53692dbc65cfcdd7942a804c8449ae5,9ffe109a2f669ac15a8e1fca4c29002b99fa633515e85e8099e98b91568cbb63,9c6ee84e8956419388709be717cc43667aa14d29d4da11ba1cb0bedb4653842c,abe393fe3befe5f5e9a8edb68d9f160a73d4cbe978726bd04305e335257d789b,4755c2eb760a6b3009ee5920fe8e056fc0af9c68893edf707d139530141fac4d,02abfe11145a276dfa48ecbed72135f64257c4d2e029fcd9527e8c837a83f9f5,0dc7a9ac6a0df27bb9f9df5769148f97aaafd92db6e11fd376987dbe124ba552,afdb69b868c809b40ed0afe8f9de71499f18b203e689b6edd721f8d890ec6a29,62175d11ab7ea805ea666e0c59370afd3d03e244f4c8807707475086c65ec4db,72903ac771eb92931a62ad9d4606f3f62201cb2343b4a6e696934acc7ee15a54,c695fae9e81eea0100a08e2a653da9e3d3daf6b0015352409e42bc1c43a19f5a,364262af1c2fd42646aab678c6b6d65a4187d4224d30acda829c4ac52657ccbf
"7","0","1","0","3","0","7","0","1004","0","vo_minigame_1012_gamestart_111","13100401","鉄は熱いうちに打て、\n…ってね♪"
"1","0","1","0","3","0","1","0","1004","0","vo_minigame_1012_gamestart_112","13100402","よし、もっぺんやるわよ！"
"9","0","1","0","3","0","9","0","1005","0","vo_minigame_1012_gamestart_113","13100501","スズナもちゃんと勉強してるみたいね～"
"3","0","1","0","3","0","3","0","1005","0","vo_minigame_1012_gamestart_114","13100502","あんたがスズナの\n先生？　…ふーん"
"1","0","1","0","3","0","1","0","1101","0","vo_minigame_1012_start_100","13110101","問題！"
"1","0","1","0","3","0","1","0","1101","0","vo_minigame_1012_start_101","13110102","いくわよ！"
"7","0","1","0","3","0","7","0","1101","0","vo_minigame_1012_start_102","13110103","解けるかしら？"
"2","0","1","0","3","0","2","0","1102","0","vo_minigame_1012_start_103","13110201","次はいける！"
"1","0","1","0","3","0","1","0","1102","0","vo_minigame_1012_start_104","13110202","諦めないで！"
"1","0","1","0","3","0","1","0","1102","0","vo_minigame_1012_start_105","13110203","取り返すのよ！"
"1","0","1","4","3","0","1","2","1103","0","vo_minigame_1012_start_106","13110301","さあ次よ！"
"1","0","1","4","3","0","1","2","1103","0","vo_minigame_1012_start_107","13110302","落ち着いてね！"
"7","0","1","4","3","0","7","2","1103","0","vo_minigame_1012_start_108","13110303","これは解ける？"
"2","0","1","7","3","0","2","5","1103","0","vo_minigame_1012_start_109","13110304","まだ気を抜かないで！"
"1","0","1","7","3","0","1","5","1103","0","vo_minigame_1012_start_110","13110305","ほら、次いくわよ！"
"8","0","1","7","3","0","8","5","1103","0","vo_minigame_1012_start_111","13110306","まだまだ続くわよ！"
"2","0","1","10","3","0","2","8","1103","0","vo_minigame_1012_start_112","13110307","最後まで集中よ！"
"8","0","1","10","1","0","8","8","1103","0","vo_minigame_1012_start_113","13110308","ラストスパート！"
"1","0","1","10","1","0","1","8","1103","0","vo_minigame_1012_start_114","13110309","走り切って！"
"2","0","1","2","3","0","2","2","1104","0","vo_minigame_1012_start_115","13110401","適当に選ぶんじゃないわよ！"
"7","0","1","2","3","0","7","2","1104","0","vo_minigame_1012_start_116","13110402","正解はどれでしょう？"
"1","0","1","2","3","0","1","2","1104","0","vo_minigame_1012_start_117","13110403","正解は一つよ！"
"3","0","1","1","3","0","3","1","1104","0","vo_minigame_1012_start_118","13110404","どっちかしら？"
"2","0","1","1","3","0","2","1","1104","0","vo_minigame_1012_start_119","13110405","迷った時は運任せよ！"
"5","0","1","1","3","0","5","1","1104","0","vo_minigame_1012_start_120","13110406","〇？　それとも×？"
"1","0","1","3","3","0","1","3","1104","0","vo_minigame_1012_start_121","13110407","いくつか選びなさい"
"0","0","1","3","3","0","0","3","1104","0","vo_minigame_1012_start_122","13110408","答えは複数あるわ！"
"3","0","1","3","3","0","3","3","1104","0","vo_minigame_1012_start_123","13110409","いくつ正解があるのかしら？"
"1","0","1","0","3","0","1","0","1105","0","vo_minigame_1012_start_127","13110501","これはできてたわね"
"10","0","1","0","3","0","10","0","1105","0","vo_minigame_1012_start_128","13110502","見覚えのある問題ね"
"8","0","1","0","3","0","8","0","1105","0","vo_minigame_1012_start_129","13110503","前に正解してるわ"
"3","0","1","0","3","0","3","0","1106","0","vo_minigame_1012_start_124","13110601","これは解ける？"
"3","0","1","0","3","0","3","0","1106","0","vo_minigame_1012_start_125","13110602","これまだ正解してないわ"
"1","0","1","0","3","0","1","0","1106","0","vo_minigame_1012_start_126","13110603","目指せ初正解！"
"8","0","1","0","3","0","8","0","1107","0","vo_minigame_1012_start_130","13110701","ここまでパーフェクトよ！"
"7","0","1","0","3","0","7","0","1107","0","vo_minigame_1012_start_131","13110702","最後ビシッと決めちゃえ！"
"3","0","1","0","3","0","3","0","1108","0","vo_minigame_1012_start_132","13110801","次間違えたら…"
"2","0","1","0","3","0","2","0","1108","0","vo_minigame_1012_start_133","13110802","最後くらい正解しなさい！"
"1","0","1","0","3","0","1","0","1201","0","vo_minigame_1012_correct_100","13120101","正解よ！"
"7","0","1","0","3","0","7","0","1201","0","vo_minigame_1012_correct_101","13120102","やるわね！"
"8","0","1","0","3","0","8","0","1201","0","vo_minigame_1012_correct_102","13120103","いいじゃない！"
"1","0","1","0","3","0","1","0","1201","0","vo_minigame_1012_correct_103","13120104","それよ！"
"1","0","1","0","3","0","1","0","1201","0","vo_minigame_1012_correct_104","13120105","できてるわ！"
"8","0","1","0","3","0","8","0","1201","0","vo_minigame_1012_correct_105","13120106","ナイス！"
"7","0","1","0","3","0","7","0","1201","0","vo_minigame_1012_correct_106","13120107","バッチリね！"
"5","0.01","1","3000","3","8","5","0","1202","0","vo_minigame_1012_correct_110","13120201","はやっ！"
"5","0","1","3000","3","0","5","0","1202","0","vo_minigame_1012_correct_111","13120202","すごっ！"
"7","0","1","6000","3","0","7","3001","1202","0","vo_minigame_1012_correct_112","13120203","いいテンポよ！"
"1","0","1","6000","3","0","1","3001","1202","0","vo_minigame_1012_correct_113","13120204","速いわね！"
"8","0","1","6000","3","0","8","3001","1202","0","vo_minigame_1012_correct_114","13120205","素晴らしい！"
"1","0","1","-1","3","0","1","13333","1202","0","vo_minigame_1012_correct_116","13120206","ちょっと迷った？"
"5","0.01","1","0","3","8","5","0","1203","0","vo_minigame_1012_correct_120","13120301","あんた天才！？"
"1","0","1","0","3","0","1","0","1204","0","vo_minigame_1012_correct_124","13120401","覚えてるわね！"
"7","0","1","0","3","0","7","0","1204","0","vo_minigame_1012_correct_126","13120402","完璧みたいね！"
"8","0","1","0","3","0","8","0","1205","0","vo_minigame_1012_correct_121","13120501","解けたわね！"
"8","0","1","0","3","0","8","0","1205","0","vo_minigame_1012_correct_122","13120502","それで正解よ！"
"5","0","1","-1","3","0","5","3","1206","0","vo_minigame_1012_correct_127","13120601","またまた正解！"
"1","0","1","-1","3","0","1","3","1207","0","vo_minigame_1012_correct_130","13120701","こっからよ！"
"4","0","1","0","3","0","4","0","1301","0","vo_minigame_1012_incorrect_100","13130101","不正解！"
"2","0","1","0","3","0","2","0","1301","0","vo_minigame_1012_incorrect_101","13130102","違う！"
"3","0","1","0","3","0","3","0","1301","0","vo_minigame_1012_incorrect_102","13130103","間違いね…！"
"4","0","1","0","3","0","4","0","1301","0","vo_minigame_1012_incorrect_103","13130104","やっちゃった…！"
"4","0","1","0","3","0","4","0","1301","0","vo_minigame_1012_incorrect_104","13130105","あちゃ…！"
"3","0.01","1","0","3","6","3","0","1301","0","vo_minigame_1012_incorrect_105","13130106","残念ね…！"
"2","0","1","0","3","0","2","0","1301","0","vo_minigame_1012_incorrect_106","13130107","次こそは！"
"3","0","1","3000","3","0","3","0","1302","0","vo_minigame_1012_incorrect_110","13130201","落ち着きなさい！？"
"6","0.01","1","3000","3","8","6","0","1302","0","vo_minigame_1012_incorrect_111","13130202","今のなに！？"
"3","0","1","6000","3","0","3","3001","1302","0","vo_minigame_1012_incorrect_112","13130203","焦んないで！"
"2","0","1","6000","3","0","2","3001","1302","0","vo_minigame_1012_incorrect_113","13130204","ゆっくりでいいの！"
"2","0","1","6000","3","0","2","3001","1302","0","vo_minigame_1012_incorrect_114","13130205","速さより正確さ！"
"5","0","1","-1","3","0","5","20000","1302","0","vo_minigame_1012_incorrect_115","13130206","考えすぎた？"
"9","0","1","0","3","0","9","0","1303","0","vo_minigame_1012_incorrect_120","13130301","これはしょうがないわ…"
"3","0.01","1","0","3","6","3","0","1304","0","vo_minigame_1012_incorrect_121","13130401","できてた問題よ？"
"6","0.01","1","0","3","2","6","0","1304","0","vo_minigame_1012_incorrect_122","13130402","ちゃんと復習した？"
"1","0","1","0","3","0","1","0","1305","0","vo_minigame_1012_incorrect_124","13130501","一部は合ってたわ！"
"5","0","1","0","3","0","5","0","1305","0","vo_minigame_1012_incorrect_125","13130502","んー、惜しいわね！"
"3","0","1","0","3","0","3","0","1401","0","vo_minigame_1012_hint_100","13140101","どう…？"
"10","0","1","0","3","0","10","0","1401","0","vo_minigame_1012_hint_101","13140102","解けそう？"
"3","0.01","1","0","3","2","3","0","1401","0","vo_minigame_1012_hint_102","13140103","うーん…"
"1","0","1","0","3","0","1","0","1401","0","vo_minigame_1012_hint_103","13140104","さあどれ？"
"1","0","1","0","3","0","1","0","1401","0","vo_minigame_1012_hint_104","13140105","考えて…"
"6","0","1","0","3","0","6","0","1401","0","vo_minigame_1012_hint_105","13140106","寝てる？"
"2","0","1","0","3","0","2","0","1401","0","vo_minigame_1012_hint_106","13140107","おーい"
"2","0","1","0","3","0","2","0","1401","0","vo_minigame_1012_hint_107","13140108","最悪運任せよ！"
"2","0","1","0","3","0","2","0","1401","0","vo_minigame_1012_hint_108","13140109","よそ見してんじゃないわよ！"
"3","0.01","1","0","3","6","3","0","1402","0","vo_minigame_1012_hint_110","13140201","難しいわね…"
"3","0","1","0","3","0","3","0","1402","0","vo_minigame_1012_hint_111","13140202","難問ね…"
"9","0","1","0","3","0","9","0","1402","0","vo_minigame_1012_hint_112","13140203","勘でいっちゃう…？"
"7","0.01","1","20000","3","11","7","3001","1501","0","vo_minigame_1012_hint_113","13150101","ヒントあげるわ！"
"1","0","1","20000","3","0","1","3001","1501","0","vo_minigame_1012_hint_114","13150102","これで分かる？"
"7","0.01","1","20000","3","11","7","3001","1501","0","vo_minigame_1012_hint_115","13150103","特別サービスよ！"
"5","0","1","3000","3","0","5","0","1501","0","vo_minigame_1012_hint_116","13150104","もう頼っちゃう？"
"9","0","1","3000","3","0","9","0","1501","0","vo_minigame_1012_hint_117","13150105","しょうがないわねー"
"10","0.01","1","4","3","5","10","1","1601","0","vo_minigame_1012_tap_100","13160101","なによ？"
"10","0.01","1","4","3","5","10","1","1601","0","vo_minigame_1012_tap_101","13160102","消しゴム貸してほしいの？"
"4","0","1","9","3","0","4","5","1601","0","vo_minigame_1012_tap_102","13160103","いやなんなのよ？"
"6","0","1","9","3","0","6","5","1601","0","vo_minigame_1012_tap_103","13160104","ゴミでもついてる？"
"2","0.01","1","-1","3","1","2","10","1601","0","vo_minigame_1012_tap_104","13160105","いい加減怒るわよ！"
"2","0.01","1","-1","3","1","2","10","1601","0","vo_minigame_1012_tap_105","13160106","何回触んのよ！！"
"1","0","1","0","3","0","1","0","2001","0","vo_minigame_1012_select_100","13200101","どの科目を勉強するか\n選びなさい！"
"8","0","1","0","3","0","8","0","2001","0","vo_minigame_1012_select_101","13200102","勉強熱心ね！\nさあ科目は何にする？"
"4","3.03","1","0","3","7","8","0","2001","0","vo_minigame_1012_select_102","13200103","勉強、勉強、楽しいな～♪\n…！　は、はやく選びなさい！"
"1","0","1","0","3","0","1","0","4001","0","vo_minigame_1012_archive_100","13400101","これまでに勉強した内容を\n振り返れるわよ\n間違えちゃった問題も\nここで復習できるわ！"
"2","0.01","2","0","1","4","2","0","1201","0","vo_minigame_1012_correct_207","21120101","やった、〇ゲット～♪"
"2","0.01","2","0","1","4","2","0","1201","0","vo_minigame_1012_correct_208","21120102","やったねヒデサイ♪"
"3","0.01","2","0","1","4","3","0","1201","0","vo_minigame_1012_correct_209","21120103","さっすがヒデサイ♪"
"5","0","2","-1","1","0","5","13333","1202","0","vo_minigame_1012_correct_215","21120201","解けたっ…！"
"6","0","2","-1","1","0","6","13333","1202","0","vo_minigame_1012_correct_217","21120202","お、正解？"
"6","0","2","0","1","0","6","0","1203","0","vo_minigame_1012_correct_218","21120301","すごーい！"
"2","0.01","2","0","1","4","2","0","1203","0","vo_minigame_1012_correct_219","21120302","はなまる～♪"
"2","0","2","0","1","0","2","0","1204","0","vo_minigame_1012_correct_225","21120401","覚えてた～"
"4","0","2","0","1","0","4","0","1205","0","vo_minigame_1012_correct_223","21120501","やっと解けたよ～！"
"2","0.01","2","-1","1","4","2","3","1206","0","vo_minigame_1012_correct_228","21120601","テンアゲ～♪"
"3","0","2","-1","1","0","3","3","1207","0","vo_minigame_1012_correct_231","21120701","逆転開始！"
"9","0.01","2","0","1","6","9","0","1301","0","vo_minigame_1012_incorrect_207","21130101","テンサゲ～"
"4","0","2","0","1","0","4","0","1301","0","vo_minigame_1012_incorrect_208","21130102","間違いなの？"
"4","0","2","0","1","0","4","0","1301","0","vo_minigame_1012_incorrect_209","21130103","違うんじゃないかな？"
"4","0","2","-1","1","0","4","20000","1302","0","vo_minigame_1012_incorrect_216","21130201","遅かった？"
"8","0","2","-1","1","0","8","20000","1302","0","vo_minigame_1012_incorrect_217","21130202","ぼーっとしちゃった…！"
"4","0.01","2","0","1","6","4","0","1303","0","vo_minigame_1012_incorrect_218","21130301","きびしーよー"
"8","0","2","0","1","0","8","0","1303","0","vo_minigame_1012_incorrect_219","21130302","おにムズだよね～"
"6","0","2","0","1","0","6","0","1304","0","vo_minigame_1012_incorrect_223","21130401","あれ、違った…？"
"8","0","2","0","1","0","8","0","1305","0","vo_minigame_1012_incorrect_226","21130501","あとちょいだったね…！"
"0","3.32","2","10","1","0","6","10","3001","1","vo_minigame_1012_result_2000","21300101","すご、全部〇じゃん…！\nこの調子で教えてくれたら\nうちも頭よくなりそー！"
"2","6.5","2","10","1","3","6","10","3001","1","vo_minigame_1012_result_2001","21300102","え、〇しかなかった…？\n満点ってほんとにあるんだ…\nヒデサイマジすごい…！"
"6","3.1","2","10","1","5","3","10","3001","1","vo_minigame_1012_result_2002","21300103","満点じゃん！　やりー！\nもしかしてヒデサイには\n簡単過ぎた感じ？"
"2","2.06","2","10","1","11","3","10","3001","2","vo_minigame_1012_result_2003","21300104","ビシッと決まったね！\nヒデサイ、ベンキョー\n教えてくれてありがとー♪"
"7","4.45","2","10","1","0","3","10","3001","2","vo_minigame_1012_result_2004","21300105","ムズい問題もぜーんぶ正解！\n激アツじゃん！\nヒデサイ、頭よすぎ～"
"2","0.01","2","10","1","11","2","10","3001","2","vo_minigame_1012_result_2005","21300106","きゃはっ、満点じゃん！\n一緒にベンキョーしてる\nうちまでいい気分！"
"3","6.64","2","10","1","11","2","10","3001","3","vo_minigame_1012_result_2006","21300107","ヒデサイ、満点パーフェクト！\nこれで、もーサイツヨだね！\nそれっ、ハイタッチ～！"
"6","0","2","10","1","0","6","10","3001","3","vo_minigame_1012_result_2007","21300108","カンペキ過ぎて\nまぶしぃんですけど！\n〇しかないってどゆこと！？"
"7","5.76","2","10","1","0","6","10","3001","3","vo_minigame_1012_result_2008","21300109","おにムズでも満点じゃん…！\nヒデサイセンセーマジすごい！\nこれからも頼りにしてるよ～"
"6","0","2","9","1","0","6","7","3001","1","vo_minigame_1012_result_2009","21300110","ヒデサイ、もしかして\nよゆーな感じ？\n正解しまくりじゃん！"
"7","2.59","2","9","1","0","2","7","3001","1","vo_minigame_1012_result_2010","21300111","〇いっぱいで、わろ～\nてかヒデサイ教えるのうまっ！\nめちゃわかりやすかったよ♪"
"3","4.09","2","9","1","11","2","7","3001","1","vo_minigame_1012_result_2011","21300112","これだけ〇あったら、\nめちゃ気持ちいいね♪\n次は満点取っちゃおー！"
"3","2.47","2","9","1","0","2","7","3001","2","vo_minigame_1012_result_2012","21300113","満点まで、もーすぐじゃん！\nさっすがヒデサイ！\nバイブス上がってきた～"
"3","0.01","2","9","1","11","3","7","3001","2","vo_minigame_1012_result_2013","21300114","きゃはっ、めちゃ解けてる～\nもー次は満点っしょ！\nテンアゲしてきたね♪"
"2","0","2","9","1","0","2","7","3001","2","vo_minigame_1012_result_2014","21300115","ヒデサイのおかげで\nうちもちょっちベンキョー\nわかってきたかも！"
"2","3.45","2","9","1","0","6","7","3001","3","vo_minigame_1012_result_2015","21300116","おにムズ問題も\n〇ばっかじゃん…！\nヒデサイ、マジ心強い！"
"3","0","2","9","1","0","3","7","3001","3","vo_minigame_1012_result_2016","21300117","ヒデサイセンセーに\n追いつけ追い越せ！\nうちもがんばる～！"
"3","4","2","9","1","0","2","7","3001","3","vo_minigame_1012_result_2017","21300118","おにムズ問題も\nあとちょいで満点じゃん！\nもーここまできたら\nやるしかないっしょ！"
"0","0.92","2","6","1","0","6","4","3001","1","vo_minigame_1012_result_2018","21300119","お！　あと半分だし\nうちも、もうちっと\nがんばってみるね！"
"3","4.36","2","6","1","0","0","4","3001","1","vo_minigame_1012_result_2019","21300120","まだイミフな問題あるけど\n悪くないよね？\nバイブス上がってきたし\n次もっとイケんじゃない？"
"2","2.35","2","6","1","0","6","4","3001","1","vo_minigame_1012_result_2020","21300121","だいたい半分ぐらい？\nじゃあ、こっからだね！\n集中、集中！"
"2","2.13","2","6","1","0","0","4","3001","2","vo_minigame_1012_result_2021","21300122","これで半分ぐらい？\nよしっ、とりま赤点回避！\nやりー！"
"2","2.38","2","6","1","0","0","4","3001","2","vo_minigame_1012_result_2022","21300123","あともう半分だね！\nフレッフレッ、ヒデサイ！\nうちもがんばる～！"
"0","3.5","2","6","1","0","4","4","3001","2","vo_minigame_1012_result_2023","21300124","う～ん、やっぱムズいね\nでも、半分ぐらい〇だし\nイケそーな気するね！"
"6","2.25","2","6","1","0","0","4","3001","3","vo_minigame_1012_result_2024","21300125","だいたい半分正解？\nとゆーことは\nあと半分で満点じゃん！"
"6","2.14","2","6","1","0","3","4","3001","3","vo_minigame_1012_result_2025","21300126","やるじゃんヒデサイ！\nえ？　もっと上目指すの？\nじゃあうちもがんばる！"
"2","3.75","2","6","1","0","6","4","3001","3","vo_minigame_1012_result_2026","21300127","おにムズだったのに\n半分解けてる…！？\nヒデサイいい感じ！"
"10","2.53","2","3","1","5","4","1","3001","1","vo_minigame_1012_result_2027","21300128","おにムズだったね～\n…え？　これって簡単なの？\nえへへ、うそだ～？"
"4","0.01","2","3","1","9","4","1","3001","1","vo_minigame_1012_result_2028","21300129","…ねーねー、ヒデサイ\nうちに合わせて\n悪い点取らなくていいんだよ？"
"3","2.93","2","3","1","0","0","1","3001","1","vo_minigame_1012_result_2029","21300130","ウォーミングアップは\nこんなところで…\nヒデサイ、次は\n本気出しちゃおうよ！"
"3","4.26","2","3","1","4","0","1","3001","2","vo_minigame_1012_result_2030","21300131","あ、ヒデサイ\nうちと点数おそろじゃん！\n一緒に赤点取っちゃおっか～♪"
"10","0","2","3","1","0","10","1","3001","2","vo_minigame_1012_result_2031","21300132","えーっと…\nもっかい教えてくれたら\n次はもうちょい\nイケる気するよっ！"
"0","4.98","2","3","1","5","9","1","3001","2","vo_minigame_1012_result_2032","21300133","うちもさっぱりだった～\nどこ間違えたんだろ…？\nもっかいベンキョーしてみる？"
"4","0.01","2","3","1","9","4","1","3001","3","vo_minigame_1012_result_2033","21300134","おにムズ過ぎてマジさっぱり…\nどーしよ…\nヒデサイ、助けて～"
"4","0.01","2","3","1","6","4","1","3001","3","vo_minigame_1012_result_2034","21300135","赤点って感じ？\nう～ん…せっかくだし\nうちと一緒にがんばろ！"
"10","2.51","2","3","1","11","4","1","3001","3","vo_minigame_1012_result_2035","21300136","やっぱムズいね…\nでも０点じゃないし\nオーライっしょ！"
"6","2.54","2","0","1","0","0","0","3001","1","vo_minigame_1012_result_2036","21300137","よし、結果は…\nって０ってマ！？\nヒデサイ、どーしちゃったの？"
"10","4.08","2","0","1","5","2","0","3001","1","vo_minigame_1012_result_2037","21300138","ヒデサイ\nわざと０点取ったっしょ？\n違うの？　ほんとに～？"
"4","3.41","2","0","1","0","6","0","3001","1","vo_minigame_1012_result_2038","21300139","ヒデサイ、０点だね…\nうちが代わりに\nベンキョー教えてあげよっか…？"
"8","4.1","2","0","1","0","10","0","3001","2","vo_minigame_1012_result_2039","21300140","んーっと…\nぜんぜんわかんなかった！\nでも、ベンキョーって\nいつもそーだよね！"
"2","5.8","2","0","1","4","6","0","3001","2","vo_minigame_1012_result_2040","21300141","これ、うちら習ったっけ？\nヒデサイも覚えてない感じ？\nじゃあ仕方ないっしょ！\n次いこ次！"
"8","4.6","2","0","1","3","10","0","3001","2","vo_minigame_1012_result_2041","21300142","ねねね、全部×って\nこれはこれでレアなんじゃ？\n喜んじゃダメ？"
"2","6.04","2","0","1","0","10","0","3001","3","vo_minigame_1012_result_2042","21300143","おにムズってのはわかった！\nこれも一歩前進…だよね？\n次がんばろーよ！"
"3","1.92","2","0","1","4","9","0","3001","3","vo_minigame_1012_result_2043","21300144","０点…！　でもでも\nうちらバイブスは満点じゃん♪\nヒデサイ、もっかいやろ！"
"7","0","2","0","1","0","7","0","3001","3","vo_minigame_1012_result_2044","21300145","ヒデサイと同じ点数\nちょっちうれしーかも？\n一緒に０からがんばろーね！"
"2","0","2","0","2","0","2","0","1201","0","vo_minigame_1012_correct_232","22120101","えへへ～"
"6","0","2","0","2","0","6","0","1201","0","vo_minigame_1012_correct_233","22120102","へぇ～"
"3","0","2","0","2","0","3","0","1201","0","vo_minigame_1012_correct_234","22120103","まる～♪"
"2","0","2","3000","2","0","2","0","1202","0","vo_minigame_1012_correct_235","22120201","びゅーん！"
"2","0","2","3000","2","0","2","0","1202","0","vo_minigame_1012_correct_236","22120202","やりー！"
"3","0","2","6000","2","0","3","3001","1202","0","vo_minigame_1012_correct_237","22120203","ナイス～"
"6","0","2","-1","2","0","6","13333","1202","0","vo_minigame_1012_correct_238","22120204","ギリギリ～！"
"7","0","2","0","2","0","7","0","1203","0","vo_minigame_1012_correct_239","22120301","どやぁ！"
"3","0.01","2","0","2","4","3","0","1204","0","vo_minigame_1012_correct_241","22120401","だよね♪"
"6","0","2","0","2","0","6","0","1205","0","vo_minigame_1012_correct_240","22120501","イケた！"
"2","0","2","-1","2","0","2","3","1206","0","vo_minigame_1012_correct_242","22120601","サイツヨ～"
"5","0","2","-1","2","0","5","3","1207","0","vo_minigame_1012_correct_243","22120701","負けないよ～"
"4","0","2","0","2","0","4","0","1301","0","vo_minigame_1012_incorrect_227","22130101","ダメ？"
"4","0.01","2","0","2","6","4","0","1301","0","vo_minigame_1012_incorrect_228","22130102","ガーンッ…！"
"5","0","2","0","2","0","5","0","1301","0","vo_minigame_1012_incorrect_229","22130103","むむっ…！"
"6","0","2","3000","2","0","6","0","1302","0","vo_minigame_1012_incorrect_231","22130202","ええ…！？"
"4","0","2","6000","2","0","4","3001","1302","0","vo_minigame_1012_incorrect_232","22130203","あちゃ～…"
"4","0","2","-1","2","0","4","20000","1302","0","vo_minigame_1012_incorrect_233","22130204","待ってよ～"
"9","0","2","0","2","0","9","0","1303","0","vo_minigame_1012_incorrect_234","22130301","おにムズ～"
"10","0","2","0","2","0","10","0","1304","0","vo_minigame_1012_incorrect_235","22130401","なんだっけ？"
"5","0","2","0","2","0","5","0","1305","0","vo_minigame_1012_incorrect_236","22130501","くやし～"
"6","0.01","2","30000","2","3","6","20000","1701","0","vo_minigame_1012_time_200","22170101","もー終わりそう！"
"5","0.01","2","30000","2","9","5","20000","1701","0","vo_minigame_1012_time_201","22170102","急がなきゃ…！"
"3","2.81","2","-1","2","4","2","20","3001","1","vo_minigame_1012_result_2045","22300101","〇多すぎてわろ～\nスラスラ解いてくし\nまじカッコよかったよ♪"
"2","2.31","2","-1","2","11","3","20","3001","1","vo_minigame_1012_result_2046","22300102","点数イケイケじゃん！　\nもしかして、ヒデサイには\n簡単過ぎた感じ？"
"3","0.01","2","-1","2","11","3","20","3001","1","vo_minigame_1012_result_2047","22300103","きゃはっ、もうバッチリだね♪\n他の問題も教えてほしーし\n次はムズいのいっちゃう？"
"7","4.33","2","-1","2","11","6","20","3001","2","vo_minigame_1012_result_2048","22300104","ムズい問題なのに\n〇でいっぱいじゃん…！\nさっすが、ヒデサイセンセー！"
"2","5.73","2","-1","2","0","6","20","3001","2","vo_minigame_1012_result_2049","22300105","一緒にベンキョー\nしてるだけなのに\nうちまで賢くなった気する…！\nマジありがとね"
"6","0.01","2","-1","2","8","6","20","3001","2","vo_minigame_1012_result_2050","22300106","これってムズい問題だよね？\nなんで簡単に解いてくの？\nヒデサイ、すごすぎ！"
"3","4.02","2","-1","2","0","6","20","3001","3","vo_minigame_1012_result_2051","22300107","おにムズなのに\n答えるの一瞬だったね…！\nヒデサイ、頭良すぎじゃん？"
"3","5.24","2","-1","2","11","2","20","3001","3","vo_minigame_1012_result_2052","22300108","まる、まる、はなまる～\nきゃははっ、すごっ！\nさっすがヒデサイ！\nハイタッチー！"
"3","4.6","2","-1","2","4","2","20","3001","3","vo_minigame_1012_result_2053","22300109","これだけ教えてもらったら\nもうテストもよゆーっしょ！\nヒデサイ、マジありがとね♪"
"10","5.57","2","-1","2","0","6","20","3001","1","vo_minigame_1012_result_2054","22300110","うちこんなの初めて見た…！\nヒデサイセンセー、神ってる！\nそだ、記念にこれ飾っとこうよ♪\nえ、それはちょっち恥ずかしい？"
"10","5.57","2","-1","2","0","6","20","3001","2","vo_minigame_1012_result_2054","22300112","うちこんなの初めて見た…！\nヒデサイセンセー、神ってる！\nそだ、記念にこれ飾っとこうよ♪\nえ、それはちょっち恥ずかしい？"
"10","5.57","2","-1","2","0","6","20","3001","3","vo_minigame_1012_result_2054","22300114","うちこんなの初めて見た…！\nヒデサイセンセー、神ってる！\nそだ、記念にこれ飾っとこうよ♪\nえ、それはちょっち恥ずかしい？"
"2","0","2","19","2","0","2","15","3001","1","vo_minigame_1012_result_2056","22300116","めちゃ問題あったのに\nバンバン答えてくし\n超頼もしかった！"
"3","5.23","2","19","2","11","6","15","3001","1","vo_minigame_1012_result_2057","22300117","おーさすがヒデサイ！\n〇の数も超ヒデサイだね♪\nイェーイ！"
"2","3.23","2","19","2","11","3","15","3001","1","vo_minigame_1012_result_2058","22300118","ヒデサイ、〇でいっぱいじゃん♪\nうちも教えてもらったとこは\nけっこー覚えてきたかも？"
"7","6","2","19","2","10","3","15","3001","2","vo_minigame_1012_result_2059","22300119","アゲアゲな点数じゃん！\nとりま、どやっとく？\nせーの、どやぁ…！"
"7","0","2","19","2","0","7","15","3001","2","vo_minigame_1012_result_2060","22300120","ムズい問題も\nだんだん解けてくると\nたのしーね\nちょっち感動～"
"6","0","2","19","2","0","6","15","3001","2","vo_minigame_1012_result_2061","22300121","たくさん解いても\nヒデサイは頭パンクしないの？\nスゴ…！"
"2","3.06","2","19","2","3","6","15","3001","3","vo_minigame_1012_result_2062","22300122","わわっ、〇ばっかり…！\nこの調子なら\n次は20に届くんじゃない？"
"5","5.74","2","19","2","0","6","15","3001","3","vo_minigame_1012_result_2063","22300123","15個以上〇って…！\nおにムズなのに、すごすぎ～\nうちもがんばらなきゃ！"
"3","2.67","2","19","2","0","6","15","3001","3","vo_minigame_1012_result_2064","22300124","すっごい集中力…！\nもしかして、ヒデサイ\nおにムズ問題ほど\n燃える感じっしょ？"
"3","0","2","14","2","0","3","10","3001","1","vo_minigame_1012_result_2067","22300131","きゃはっ、いい感じ！\nたくさん解けてるし\nベンキョーの成果\n…ってやつだね♪"
