25ea985587e4620a8409d9afc6251458060fa72094f01186fdd555efa6b8c47c,5a2c59706d76f6d8b67def6d29816d9d4d90e20539a346257296069ca48cb8b0,9b0a59a8b858af5241e385f27759ea02fa6b588591de6bef7ca4b24984f7d912,55bf196cf8532bb9987ca7a826ac3116e7b53d09034b7bf32716a2dc4a8c09d7,9e4e6289bd3a556d36635ebfe74c6574c97a7bc88e9f7109b599a34c15f8370c,68b9a391ea540cb87f811d603c9bb6b7cc913a289cbb1642e28e22f1947566bc,969918ef0132b10ca7e84ee5248a9ec9961e981b0fb3e1b9bcd03cd02e9ab88c
"1635","6","0","1","4","10401","0"
"1650","6","0","1","5","10401","0"
"1725","7","0","1","0","10401","0"
"1740","7","0","1","1","10401","0"
"1755","7","0","1","2","10401","0"
"1770","7","0","1","3","10401","0"
"1785","7","0","1","4","10401","0"
"1800","7","0","1","5","10401","0"
"1875","8","0","1","0","10401","0"
"1890","8","0","1","1","10401","0"
"1905","8","0","1","2","10401","0"
"1920","8","0","1","3","10401","0"
"1935","8","0","1","4","10401","0"
"1950","8","0","1","5","10401","0"
"2025","9","0","1","0","10401","0"
"2040","9","0","1","1","10401","0"
"2055","9","0","1","2","10401","0"
"2070","9","0","1","3","10401","0"
"2085","9","0","1","4","10401","0"
"2100","9","0","1","5","10401","0"
"2175","10","0","1","0","10401","0"
"2190","10","0","1","1","10401","0"
"2205","10","0","1","2","10401","0"
"2220","10","0","1","3","10401","0"
"2235","10","0","1","4","10401","0"
"2250","10","0","1","5","10401","0"
"150","1","0","3","0","10402","0"
"180","1","0","3","1","10402","0"
"210","1","0","3","2","10402","0"
"240","1","0","3","3","10402","0"
"270","1","0","3","4","10402","0"
"300","1","0","3","5","10402","0"
"450","2","0","3","0","10402","0"
"480","2","0","3","1","10402","0"
"510","2","0","3","2","10402","0"
"540","2","0","3","3","10402","0"
"570","2","0","3","4","10402","0"
"600","2","0","3","5","10402","0"
"750","3","0","3","0","10402","0"
"780","3","0","3","1","10402","0"
"810","3","0","3","2","10402","0"
"840","3","0","3","3","10402","0"
"870","3","0","3","4","10402","0"
"900","3","0","3","5","10402","0"
"1050","4","0","3","0","10402","0"
"1080","4","0","3","1","10402","0"
"1110","4","0","3","2","10402","0"
"1140","4","0","3","3","10402","0"
"1170","4","0","3","4","10402","0"
"1200","4","0","3","5","10402","0"
"1350","5","0","3","0","10402","0"
"1380","5","0","3","1","10402","0"
"1410","5","0","3","2","10402","0"
"1440","5","0","3","3","10402","0"
"1470","5","0","3","4","10402","0"
"1500","5","0","3","5","10402","0"
"1575","6","0","3","0","10402","0"
"1590","6","0","3","1","10402","0"
"1605","6","0","3","2","10402","0"
"1620","6","0","3","3","10402","0"
"1635","6","0","3","4","10402","0"
"1650","6","0","3","5","10402","0"
"1725","7","0","3","0","10402","0"
"1740","7","0","3","1","10402","0"
"1755","7","0","3","2","10402","0"
"1770","7","0","3","3","10402","0"
"1785","7","0","3","4","10402","0"
"1800","7","0","3","5","10402","0"
"1875","8","0","3","0","10402","0"
"1890","8","0","3","1","10402","0"
"1905","8","0","3","2","10402","0"
"1920","8","0","3","3","10402","0"
"1935","8","0","3","4","10402","0"
"1950","8","0","3","5","10402","0"
"2025","9","0","3","0","10402","0"
"2040","9","0","3","1","10402","0"
"2055","9","0","3","2","10402","0"
"2070","9","0","3","3","10402","0"
"2085","9","0","3","4","10402","0"
"2100","9","0","3","5","10402","0"
"2175","10","0","3","0","10402","0"
"2190","10","0","3","1","10402","0"
"2205","10","0","3","2","10402","0"
"2220","10","0","3","3","10402","0"
"2235","10","0","3","4","10402","0"
"2250","10","0","3","5","10402","0"
"150","1","0","4","0","10403","0"
"180","1","0","4","1","10403","0"
"210","1","0","4","2","10403","0"
"240","1","0","4","3","10403","0"
"270","1","0","4","4","10403","0"
"300","1","0","4","5","10403","0"
"450","2","0","4","0","10403","0"
"480","2","0","4","1","10403","0"
"510","2","0","4","2","10403","0"
"540","2","0","4","3","10403","0"
"570","2","0","4","4","10403","0"
"600","2","0","4","5","10403","0"
"750","3","0","4","0","10403","0"
"780","3","0","4","1","10403","0"
"810","3","0","4","2","10403","0"
"840","3","0","4","3","10403","0"
"870","3","0","4","4","10403","0"
"900","3","0","4","5","10403","0"
"1050","4","0","4","0","10403","0"
"1080","4","0","4","1","10403","0"
"1110","4","0","4","2","10403","0"
"1140","4","0","4","3","10403","0"
"1170","4","0","4","4","10403","0"
"1200","4","0","4","5","10403","0"
"1350","5","0","4","0","10403","0"
"1380","5","0","4","1","10403","0"
"1410","5","0","4","2","10403","0"
"1440","5","0","4","3","10403","0"
"1470","5","0","4","4","10403","0"
"1500","5","0","4","5","10403","0"
"1575","6","0","4","0","10403","0"
"1590","6","0","4","1","10403","0"
"1605","6","0","4","2","10403","0"
"1620","6","0","4","3","10403","0"
"1635","6","0","4","4","10403","0"
"1650","6","0","4","5","10403","0"
"1725","7","0","4","0","10403","0"
"1740","7","0","4","1","10403","0"
"1755","7","0","4","2","10403","0"
"1770","7","0","4","3","10403","0"
"1785","7","0","4","4","10403","0"
"1800","7","0","4","5","10403","0"
"1875","8","0","4","0","10403","0"
"1890","8","0","4","1","10403","0"
"1905","8","0","4","2","10403","0"
"1920","8","0","4","3","10403","0"
"1935","8","0","4","4","10403","0"
"1950","8","0","4","5","10403","0"
"2025","9","0","4","0","10403","0"
"2040","9","0","4","1","10403","0"
"2055","9","0","4","2","10403","0"
"2070","9","0","4","3","10403","0"
"2085","9","0","4","4","10403","0"
"2100","9","0","4","5","10403","0"
"2175","10","0","4","0","10403","0"
"2190","10","0","4","1","10403","0"
"2205","10","0","4","2","10403","0"
"2220","10","0","4","3","10403","0"
"2235","10","0","4","4","10403","0"
"2250","10","0","4","5","10403","0"
"200","1","0","12","0","10404","0"
"240","1","0","12","1","10404","0"
"280","1","0","12","2","10404","0"
"320","1","0","12","3","10404","0"
"360","1","0","12","4","10404","0"
"400","1","0","12","5","10404","0"
"600","2","0","12","0","10404","0"
"640","2","0","12","1","10404","0"
"680","2","0","12","2","10404","0"
"720","2","0","12","3","10404","0"
"760","2","0","12","4","10404","0"
"800","2","0","12","5","10404","0"
"1000","3","0","12","0","10404","0"
"1040","3","0","12","1","10404","0"
"1080","3","0","12","2","10404","0"
"1120","3","0","12","3","10404","0"
"1160","3","0","12","4","10404","0"
"1200","3","0","12","5","10404","0"
"1400","4","0","12","0","10404","0"
"1440","4","0","12","1","10404","0"
"1480","4","0","12","2","10404","0"
"1520","4","0","12","3","10404","0"
"1560","4","0","12","4","10404","0"
"1600","4","0","12","5","10404","0"
"1800","5","0","12","0","10404","0"
"1840","5","0","12","1","10404","0"
"1880","5","0","12","2","10404","0"
"1920","5","0","12","3","10404","0"
"1960","5","0","12","4","10404","0"
"2000","5","0","12","5","10404","0"
"2100","6","0","12","0","10404","0"
"2120","6","0","12","1","10404","0"
"2140","6","0","12","2","10404","0"
"2160","6","0","12","3","10404","0"
"2180","6","0","12","4","10404","0"
"2200","6","0","12","5","10404","0"
"2300","7","0","12","0","10404","0"
"2320","7","0","12","1","10404","0"
"2340","7","0","12","2","10404","0"
"2360","7","0","12","3","10404","0"
"2380","7","0","12","4","10404","0"
"2400","7","0","12","5","10404","0"
"2500","8","0","12","0","10404","0"
"2520","8","0","12","1","10404","0"
"2540","8","0","12","2","10404","0"
"2560","8","0","12","3","10404","0"
"2580","8","0","12","4","10404","0"
"2600","8","0","12","5","10404","0"
"2700","9","0","12","0","10404","0"
"2720","9","0","12","1","10404","0"
"2740","9","0","12","2","10404","0"
"2760","9","0","12","3","10404","0"
"2780","9","0","12","4","10404","0"
"2800","9","0","12","5","10404","0"
"2900","10","0","12","0","10404","0"
"2920","10","0","12","1","10404","0"
"2940","10","0","12","2","10404","0"
"2960","10","0","12","3","10404","0"
"2980","10","0","12","4","10404","0"
"3000","10","0","12","5","10404","0"
"150","1","0","1","0","10501","0"
"180","1","0","1","1","10501","0"
"210","1","0","1","2","10501","0"
"240","1","0","1","3","10501","0"
"270","1","0","1","4","10501","0"
"300","1","0","1","5","10501","0"
"450","2","0","1","0","10501","0"
"480","2","0","1","1","10501","0"
"510","2","0","1","2","10501","0"
"540","2","0","1","3","10501","0"
"570","2","0","1","4","10501","0"
"600","2","0","1","5","10501","0"
"750","3","0","1","0","10501","0"
"780","3","0","1","1","10501","0"
"810","3","0","1","2","10501","0"
"840","3","0","1","3","10501","0"
"870","3","0","1","4","10501","0"
"900","3","0","1","5","10501","0"
"1050","4","0","1","0","10501","0"
"1080","4","0","1","1","10501","0"
"1110","4","0","1","2","10501","0"
"1140","4","0","1","3","10501","0"
"1170","4","0","1","4","10501","0"
"1200","4","0","1","5","10501","0"
"1350","5","0","1","0","10501","0"
"1380","5","0","1","1","10501","0"
"1410","5","0","1","2","10501","0"
"1440","5","0","1","3","10501","0"
"1470","5","0","1","4","10501","0"
"1500","5","0","1","5","10501","0"
"1575","6","0","1","0","10501","0"
"1590","6","0","1","1","10501","0"
"1605","6","0","1","2","10501","0"
"1620","6","0","1","3","10501","0"
"1635","6","0","1","4","10501","0"
"1650","6","0","1","5","10501","0"
"1725","7","0","1","0","10501","0"
"1740","7","0","1","1","10501","0"
"1755","7","0","1","2","10501","0"
"1770","7","0","1","3","10501","0"
"1785","7","0","1","4","10501","0"
"1800","7","0","1","5","10501","0"
"1875","8","0","1","0","10501","0"
"1890","8","0","1","1","10501","0"
"1905","8","0","1","2","10501","0"
"1920","8","0","1","3","10501","0"
"1935","8","0","1","4","10501","0"
"1950","8","0","1","5","10501","0"
"2025","9","0","1","0","10501","0"
"2040","9","0","1","1","10501","0"
"2055","9","0","1","2","10501","0"
"2070","9","0","1","3","10501","0"
"2085","9","0","1","4","10501","0"
"2100","9","0","1","5","10501","0"
"2175","10","0","1","0","10501","0"
"2190","10","0","1","1","10501","0"
"2205","10","0","1","2","10501","0"
"2220","10","0","1","3","10501","0"
"2235","10","0","1","4","10501","0"
"2250","10","0","1","5","10501","0"
"150","1","0","3","0","10502","0"
"180","1","0","3","1","10502","0"
"210","1","0","3","2","10502","0"
"240","1","0","3","3","10502","0"
"270","1","0","3","4","10502","0"
"300","1","0","3","5","10502","0"
"450","2","0","3","0","10502","0"
"480","2","0","3","1","10502","0"
"510","2","0","3","2","10502","0"
"540","2","0","3","3","10502","0"
"570","2","0","3","4","10502","0"
"600","2","0","3","5","10502","0"
"750","3","0","3","0","10502","0"
"780","3","0","3","1","10502","0"
"810","3","0","3","2","10502","0"
"840","3","0","3","3","10502","0"
"870","3","0","3","4","10502","0"
"900","3","0","3","5","10502","0"
"1050","4","0","3","0","10502","0"
"1080","4","0","3","1","10502","0"
"1110","4","0","3","2","10502","0"
"1140","4","0","3","3","10502","0"
"1170","4","0","3","4","10502","0"
"1200","4","0","3","5","10502","0"
"1350","5","0","3","0","10502","0"
"1380","5","0","3","1","10502","0"
"1410","5","0","3","2","10502","0"
"1440","5","0","3","3","10502","0"
"1470","5","0","3","4","10502","0"
"1500","5","0","3","5","10502","0"
"1575","6","0","3","0","10502","0"
"1590","6","0","3","1","10502","0"
"1605","6","0","3","2","10502","0"
"1620","6","0","3","3","10502","0"
"1635","6","0","3","4","10502","0"
"1650","6","0","3","5","10502","0"
"1725","7","0","3","0","10502","0"
"1740","7","0","3","1","10502","0"
"1755","7","0","3","2","10502","0"
"1770","7","0","3","3","10502","0"
"1785","7","0","3","4","10502","0"
"1800","7","0","3","5","10502","0"
"1875","8","0","3","0","10502","0"
"1890","8","0","3","1","10502","0"
"1905","8","0","3","2","10502","0"
"1920","8","0","3","3","10502","0"
"1935","8","0","3","4","10502","0"
"1950","8","0","3","5","10502","0"
"2025","9","0","3","0","10502","0"
"2040","9","0","3","1","10502","0"
"2055","9","0","3","2","10502","0"
"2070","9","0","3","3","10502","0"
"2085","9","0","3","4","10502","0"
"2100","9","0","3","5","10502","0"
"2175","10","0","3","0","10502","0"
"2190","10","0","3","1","10502","0"
"2205","10","0","3","2","10502","0"
"2220","10","0","3","3","10502","0"
"2235","10","0","3","4","10502","0"
"2250","10","0","3","5","10502","0"
"150","1","0","4","0","10503","0"
"180","1","0","4","1","10503","0"
"210","1","0","4","2","10503","0"
"240","1","0","4","3","10503","0"
"270","1","0","4","4","10503","0"
"300","1","0","4","5","10503","0"
"450","2","0","4","0","10503","0"
"480","2","0","4","1","10503","0"
"510","2","0","4","2","10503","0"
"540","2","0","4","3","10503","0"
"570","2","0","4","4","10503","0"
"600","2","0","4","5","10503","0"
"750","3","0","4","0","10503","0"
"780","3","0","4","1","10503","0"
"810","3","0","4","2","10503","0"
"840","3","0","4","3","10503","0"
"870","3","0","4","4","10503","0"
"900","3","0","4","5","10503","0"
"1050","4","0","4","0","10503","0"
"1080","4","0","4","1","10503","0"
"1110","4","0","4","2","10503","0"
"1140","4","0","4","3","10503","0"
"1170","4","0","4","4","10503","0"
"1200","4","0","4","5","10503","0"
"1350","5","0","4","0","10503","0"
"1380","5","0","4","1","10503","0"
"1410","5","0","4","2","10503","0"
"1440","5","0","4","3","10503","0"
"1470","5","0","4","4","10503","0"
"1500","5","0","4","5","10503","0"
"1575","6","0","4","0","10503","0"
"1590","6","0","4","1","10503","0"
"1605","6","0","4","2","10503","0"
"1620","6","0","4","3","10503","0"
"1635","6","0","4","4","10503","0"
"1650","6","0","4","5","10503","0"
"1725","7","0","4","0","10503","0"
"1740","7","0","4","1","10503","0"
"1755","7","0","4","2","10503","0"
"1770","7","0","4","3","10503","0"
"1785","7","0","4","4","10503","0"
"1800","7","0","4","5","10503","0"
"1875","8","0","4","0","10503","0"
"1890","8","0","4","1","10503","0"
"1905","8","0","4","2","10503","0"
"1920","8","0","4","3","10503","0"
"1935","8","0","4","4","10503","0"
"1950","8","0","4","5","10503","0"
"2025","9","0","4","0","10503","0"
"2040","9","0","4","1","10503","0"
"2055","9","0","4","2","10503","0"
"2070","9","0","4","3","10503","0"
"2085","9","0","4","4","10503","0"
"2100","9","0","4","5","10503","0"
"2175","10","0","4","0","10503","0"
"2190","10","0","4","1","10503","0"
"2205","10","0","4","2","10503","0"
"2220","10","0","4","3","10503","0"
"2235","10","0","4","4","10503","0"
"2250","10","0","4","5","10503","0"
"500","1","0","14","0","10504","0"
"600","1","0","14","1","10504","0"
"700","1","0","14","2","10504","0"
"800","1","0","14","3","10504","0"
"900","1","0","14","4","10504","0"
"1000","1","0","14","5","10504","0"
"1500","2","0","14","0","10504","0"
"1600","2","0","14","1","10504","0"
"1700","2","0","14","2","10504","0"
"1800","2","0","14","3","10504","0"
"1900","2","0","14","4","10504","0"
"2000","2","0","14","5","10504","0"
"2500","3","0","14","0","10504","0"
"2600","3","0","14","1","10504","0"
"2700","3","0","14","2","10504","0"
"2800","3","0","14","3","10504","0"
"2900","3","0","14","4","10504","0"
"3000","3","0","14","5","10504","0"
"3500","4","0","14","0","10504","0"
"3600","4","0","14","1","10504","0"
"3700","4","0","14","2","10504","0"
"3800","4","0","14","3","10504","0"
"3900","4","0","14","4","10504","0"
"4000","4","0","14","5","10504","0"
"4500","5","0","14","0","10504","0"
"4600","5","0","14","1","10504","0"
"4700","5","0","14","2","10504","0"
"4800","5","0","14","3","10504","0"
"4900","5","0","14","4","10504","0"
"5000","5","0","14","5","10504","0"
"5250","6","0","14","0","10504","0"
"5300","6","0","14","1","10504","0"
"5350","6","0","14","2","10504","0"
"5400","6","0","14","3","10504","0"
"5450","6","0","14","4","10504","0"
"5500","6","0","14","5","10504","0"
"5750","7","0","14","0","10504","0"
"5800","7","0","14","1","10504","0"
"5850","7","0","14","2","10504","0"
"5900","7","0","14","3","10504","0"
"5950","7","0","14","4","10504","0"
"6000","7","0","14","5","10504","0"
"6250","8","0","14","0","10504","0"
"6300","8","0","14","1","10504","0"
"6350","8","0","14","2","10504","0"
"6400","8","0","14","3","10504","0"
"6450","8","0","14","4","10504","0"
"6500","8","0","14","5","10504","0"
"6750","9","0","14","0","10504","0"
"6800","9","0","14","1","10504","0"
"6850","9","0","14","2","10504","0"
"6900","9","0","14","3","10504","0"
"6950","9","0","14","4","10504","0"
"7000","9","0","14","5","10504","0"
"7250","10","0","14","0","10504","0"
"7300","10","0","14","1","10504","0"
"7350","10","0","14","2","10504","0"
"7400","10","0","14","3","10504","0"
"7450","10","0","14","4","10504","0"
"7500","10","0","14","5","10504","0"
"150","1","0","1","0","10601","0"
"180","1","0","1","1","10601","0"
"210","1","0","1","2","10601","0"
"240","1","0","1","3","10601","0"
"270","1","0","1","4","10601","0"
"300","1","0","1","5","10601","0"
"450","2","0","1","0","10601","0"
"480","2","0","1","1","10601","0"
"510","2","0","1","2","10601","0"
"540","2","0","1","3","10601","0"
"570","2","0","1","4","10601","0"
"600","2","0","1","5","10601","0"
"750","3","0","1","0","10601","0"
"780","3","0","1","1","10601","0"
"810","3","0","1","2","10601","0"
"840","3","0","1","3","10601","0"
"870","3","0","1","4","10601","0"
"900","3","0","1","5","10601","0"
"1050","4","0","1","0","10601","0"
"1080","4","0","1","1","10601","0"
"1110","4","0","1","2","10601","0"
"1140","4","0","1","3","10601","0"
"1170","4","0","1","4","10601","0"
"1200","4","0","1","5","10601","0"
"1350","5","0","1","0","10601","0"
"1380","5","0","1","1","10601","0"
"1410","5","0","1","2","10601","0"
"1440","5","0","1","3","10601","0"
"1470","5","0","1","4","10601","0"
"1500","5","0","1","5","10601","0"
"1575","6","0","1","0","10601","0"
"1590","6","0","1","1","10601","0"
"1605","6","0","1","2","10601","0"
"1620","6","0","1","3","10601","0"
"1635","6","0","1","4","10601","0"
"1650","6","0","1","5","10601","0"
"1725","7","0","1","0","10601","0"
"1740","7","0","1","1","10601","0"
"1755","7","0","1","2","10601","0"
"1770","7","0","1","3","10601","0"
"1785","7","0","1","4","10601","0"
"1800","7","0","1","5","10601","0"
"1875","8","0","1","0","10601","0"
"1890","8","0","1","1","10601","0"
"1905","8","0","1","2","10601","0"
"1920","8","0","1","3","10601","0"
"1935","8","0","1","4","10601","0"
"1950","8","0","1","5","10601","0"
"2025","9","0","1","0","10601","0"
"2040","9","0","1","1","10601","0"
"2055","9","0","1","2","10601","0"
"2070","9","0","1","3","10601","0"
"2085","9","0","1","4","10601","0"
"2100","9","0","1","5","10601","0"
"2175","10","0","1","0","10601","0"
"2190","10","0","1","1","10601","0"
"2205","10","0","1","2","10601","0"
"2220","10","0","1","3","10601","0"
"2235","10","0","1","4","10601","0"
"2250","10","0","1","5","10601","0"
"150","1","0","3","0","10602","0"
"180","1","0","3","1","10602","0"
"210","1","0","3","2","10602","0"
"240","1","0","3","3","10602","0"
"270","1","0","3","4","10602","0"
"300","1","0","3","5","10602","0"
"450","2","0","3","0","10602","0"
"480","2","0","3","1","10602","0"
"510","2","0","3","2","10602","0"
"540","2","0","3","3","10602","0"
"570","2","0","3","4","10602","0"
"600","2","0","3","5","10602","0"
"750","3","0","3","0","10602","0"
"780","3","0","3","1","10602","0"
"810","3","0","3","2","10602","0"
"840","3","0","3","3","10602","0"
"870","3","0","3","4","10602","0"
"900","3","0","3","5","10602","0"
"1050","4","0","3","0","10602","0"
"1080","4","0","3","1","10602","0"
"1110","4","0","3","2","10602","0"
"1140","4","0","3","3","10602","0"
"1170","4","0","3","4","10602","0"
"1200","4","0","3","5","10602","0"
"1350","5","0","3","0","10602","0"
"1380","5","0","3","1","10602","0"
"1410","5","0","3","2","10602","0"
"1440","5","0","3","3","10602","0"
"1470","5","0","3","4","10602","0"
"1500","5","0","3","5","10602","0"
"1575","6","0","3","0","10602","0"
"1590","6","0","3","1","10602","0"
"1605","6","0","3","2","10602","0"
"1620","6","0","3","3","10602","0"
"1635","6","0","3","4","10602","0"
"1650","6","0","3","5","10602","0"
"1725","7","0","3","0","10602","0"
"1740","7","0","3","1","10602","0"
"1755","7","0","3","2","10602","0"
"1770","7","0","3","3","10602","0"
"1785","7","0","3","4","10602","0"
"1800","7","0","3","5","10602","0"
"1875","8","0","3","0","10602","0"
"1890","8","0","3","1","10602","0"
"1905","8","0","3","2","10602","0"
"1920","8","0","3","3","10602","0"
"1935","8","0","3","4","10602","0"
"1950","8","0","3","5","10602","0"
"2025","9","0","3","0","10602","0"
"2040","9","0","3","1","10602","0"
"2055","9","0","3","2","10602","0"
"2070","9","0","3","3","10602","0"
"2085","9","0","3","4","10602","0"
"2100","9","0","3","5","10602","0"
"2175","10","0","3","0","10602","0"
"2190","10","0","3","1","10602","0"
"2205","10","0","3","2","10602","0"
"2220","10","0","3","3","10602","0"
"2235","10","0","3","4","10602","0"
"2250","10","0","3","5","10602","0"
"150","1","0","4","0","10603","0"
"180","1","0","4","1","10603","0"
"210","1","0","4","2","10603","0"
"240","1","0","4","3","10603","0"
"270","1","0","4","4","10603","0"
"300","1","0","4","5","10603","0"
"450","2","0","4","0","10603","0"
"480","2","0","4","1","10603","0"
"510","2","0","4","2","10603","0"
"540","2","0","4","3","10603","0"
"570","2","0","4","4","10603","0"
"600","2","0","4","5","10603","0"
"750","3","0","4","0","10603","0"
"780","3","0","4","1","10603","0"
"810","3","0","4","2","10603","0"
"840","3","0","4","3","10603","0"
"870","3","0","4","4","10603","0"
"900","3","0","4","5","10603","0"
"1050","4","0","4","0","10603","0"
"1080","4","0","4","1","10603","0"
"1110","4","0","4","2","10603","0"
"1140","4","0","4","3","10603","0"
"1170","4","0","4","4","10603","0"
"1200","4","0","4","5","10603","0"
"1350","5","0","4","0","10603","0"
"1380","5","0","4","1","10603","0"
"1410","5","0","4","2","10603","0"
"1440","5","0","4","3","10603","0"
"1470","5","0","4","4","10603","0"
"1500","5","0","4","5","10603","0"
"1575","6","0","4","0","10603","0"
"1590","6","0","4","1","10603","0"
"1605","6","0","4","2","10603","0"
"1620","6","0","4","3","10603","0"
"1635","6","0","4","4","10603","0"
"1650","6","0","4","5","10603","0"
"1725","7","0","4","0","10603","0"
"1740","7","0","4","1","10603","0"
"1755","7","0","4","2","10603","0"
"1770","7","0","4","3","10603","0"
"1785","7","0","4","4","10603","0"
"1800","7","0","4","5","10603","0"
"1875","8","0","4","0","10603","0"
"1890","8","0","4","1","10603","0"
"1905","8","0","4","2","10603","0"
"1920","8","0","4","3","10603","0"
"1935","8","0","4","4","10603","0"
"1950","8","0","4","5","10603","0"
"2025","9","0","4","0","10603","0"
"2040","9","0","4","1","10603","0"
"2055","9","0","4","2","10603","0"
"2070","9","0","4","3","10603","0"
"2085","9","0","4","4","10603","0"
"2100","9","0","4","5","10603","0"
"2175","10","0","4","0","10603","0"
"2190","10","0","4","1","10603","0"
"2205","10","0","4","2","10603","0"
"2220","10","0","4","3","10603","0"
"2235","10","0","4","4","10603","0"
"2250","10","0","4","5","10603","0"
"200","1","0","13","0","10604","0"
"240","1","0","13","1","10604","0"
"280","1","0","13","2","10604","0"
"320","1","0","13","3","10604","0"
"360","1","0","13","4","10604","0"
"400","1","0","13","5","10604","0"
"600","2","0","13","0","10604","0"
"640","2","0","13","1","10604","0"
"680","2","0","13","2","10604","0"
"720","2","0","13","3","10604","0"
"760","2","0","13","4","10604","0"
"800","2","0","13","5","10604","0"
"1000","3","0","13","0","10604","0"
"1040","3","0","13","1","10604","0"
"1080","3","0","13","2","10604","0"
"1120","3","0","13","3","10604","0"
"1160","3","0","13","4","10604","0"
"1200","3","0","13","5","10604","0"
"1400","4","0","13","0","10604","0"
"1440","4","0","13","1","10604","0"
"1480","4","0","13","2","10604","0"
"1520","4","0","13","3","10604","0"
"1560","4","0","13","4","10604","0"
"1600","4","0","13","5","10604","0"
"1800","5","0","13","0","10604","0"
"1840","5","0","13","1","10604","0"
"1880","5","0","13","2","10604","0"
"1920","5","0","13","3","10604","0"
"1960","5","0","13","4","10604","0"
"2000","5","0","13","5","10604","0"
"2100","6","0","13","0","10604","0"
"2120","6","0","13","1","10604","0"
"2140","6","0","13","2","10604","0"
"2160","6","0","13","3","10604","0"
"2180","6","0","13","4","10604","0"
"2200","6","0","13","5","10604","0"
"2300","7","0","13","0","10604","0"
"2320","7","0","13","1","10604","0"
"2340","7","0","13","2","10604","0"
"2360","7","0","13","3","10604","0"
"2380","7","0","13","4","10604","0"
"2400","7","0","13","5","10604","0"
"2500","8","0","13","0","10604","0"
"2520","8","0","13","1","10604","0"
"2540","8","0","13","2","10604","0"
"2560","8","0","13","3","10604","0"
"2580","8","0","13","4","10604","0"
"2600","8","0","13","5","10604","0"
"2700","9","0","13","0","10604","0"
"2720","9","0","13","1","10604","0"
"2740","9","0","13","2","10604","0"
"2760","9","0","13","3","10604","0"
"2780","9","0","13","4","10604","0"
"2800","9","0","13","5","10604","0"
"2900","10","0","13","0","10604","0"
"2920","10","0","13","1","10604","0"
"2940","10","0","13","2","10604","0"
"2960","10","0","13","3","10604","0"
"2980","10","0","13","4","10604","0"
"3000","10","0","13","5","10604","0"
"150","1","0","1","0","10701","0"
"180","1","0","1","1","10701","0"
"210","1","0","1","2","10701","0"
"240","1","0","1","3","10701","0"
"270","1","0","1","4","10701","0"
"300","1","0","1","5","10701","0"
"450","2","0","1","0","10701","0"
"480","2","0","1","1","10701","0"
"510","2","0","1","2","10701","0"
"540","2","0","1","3","10701","0"
"570","2","0","1","4","10701","0"
"600","2","0","1","5","10701","0"
"750","3","0","1","0","10701","0"
"780","3","0","1","1","10701","0"
"810","3","0","1","2","10701","0"
"840","3","0","1","3","10701","0"
"870","3","0","1","4","10701","0"
"900","3","0","1","5","10701","0"
"1050","4","0","1","0","10701","0"
"1080","4","0","1","1","10701","0"
"1110","4","0","1","2","10701","0"
"1140","4","0","1","3","10701","0"
"1170","4","0","1","4","10701","0"
"1200","4","0","1","5","10701","0"
"1350","5","0","1","0","10701","0"
"1380","5","0","1","1","10701","0"
"1410","5","0","1","2","10701","0"
"1440","5","0","1","3","10701","0"
"1470","5","0","1","4","10701","0"
"1500","5","0","1","5","10701","0"
"1575","6","0","1","0","10701","0"
"1590","6","0","1","1","10701","0"
"1605","6","0","1","2","10701","0"
"1620","6","0","1","3","10701","0"
"1635","6","0","1","4","10701","0"
"1650","6","0","1","5","10701","0"
"1725","7","0","1","0","10701","0"
"1740","7","0","1","1","10701","0"
"1755","7","0","1","2","10701","0"
"1770","7","0","1","3","10701","0"
"1785","7","0","1","4","10701","0"
"1800","7","0","1","5","10701","0"
"1875","8","0","1","0","10701","0"
"1890","8","0","1","1","10701","0"
"1905","8","0","1","2","10701","0"
"1920","8","0","1","3","10701","0"
"1935","8","0","1","4","10701","0"
"1950","8","0","1","5","10701","0"
"2025","9","0","1","0","10701","0"
"2040","9","0","1","1","10701","0"
"2055","9","0","1","2","10701","0"
"2070","9","0","1","3","10701","0"
"2085","9","0","1","4","10701","0"
"2100","9","0","1","5","10701","0"
"2175","10","0","1","0","10701","0"
"2190","10","0","1","1","10701","0"
"2205","10","0","1","2","10701","0"
"2220","10","0","1","3","10701","0"
"2235","10","0","1","4","10701","0"
"2250","10","0","1","5","10701","0"
"150","1","0","3","0","10702","0"
"180","1","0","3","1","10702","0"
"210","1","0","3","2","10702","0"
"240","1","0","3","3","10702","0"
"270","1","0","3","4","10702","0"
"300","1","0","3","5","10702","0"
"450","2","0","3","0","10702","0"
"480","2","0","3","1","10702","0"
"510","2","0","3","2","10702","0"
"540","2","0","3","3","10702","0"
"570","2","0","3","4","10702","0"
"600","2","0","3","5","10702","0"
"750","3","0","3","0","10702","0"
"780","3","0","3","1","10702","0"
"810","3","0","3","2","10702","0"
"840","3","0","3","3","10702","0"
"870","3","0","3","4","10702","0"
"900","3","0","3","5","10702","0"
"1050","4","0","3","0","10702","0"
"1080","4","0","3","1","10702","0"
"1110","4","0","3","2","10702","0"
"1140","4","0","3","3","10702","0"
"1170","4","0","3","4","10702","0"
"1200","4","0","3","5","10702","0"
"1350","5","0","3","0","10702","0"
"1380","5","0","3","1","10702","0"
