f4f0f310685cfe336af506dd8694eecc2f82782869a64c735f18bb78bb12bcce,b53646cf1ef8dcc5298b590261f078e1e5f352fbd7a1da7586e1a7f9b044ff06,994d2df8755660cedd0fbb7b6a507fa1c4ceb7af082d659c03f73699ca9ba49e,15a2044578aa738c6f2c2d0436457210252f00423992dba11ee0c2de8f2309ab,baea566145a7b5626ff774877b84193ba699d779c85613976704b6cba228a283,5bd157e08010df47a706f05c59f50b1b2b20b3cdf198f71b96c23598ebd0d8d5,f17e495600ffa8fb9fa3b9975afee061f2d3a127e2a188b66148603af2335154,e665c0bc55f78257bd061a51a1c7dad81fa1e1f165fe66e1e54d710eea13c017,79183d7069354f8e1bed69b5a042467cf41b3b2a31f3d2dfc2f039ec091c4c8d,afa40dc4bcd9c58298cf5a5bf0a09e30e6a788ef7749fde422de061ca09a2eb3,aee9a77a353090536d72d3248bf7c0a3dce6bd62d439a7adc552bae37e1399a4
"100","","","","","","1","32","","1021307","1021307055"
"se_10067600","","0","","","","se_obtent_10213_drama_eat","23","","1021307","1021307056"
"0","","","","","","0","93","","1021307","1021307057"
"vo_obtent_1021307","","0","","","0","vo_obtent_1021307_02","21","","1021307","1021307058"
"2.8","","","","","","0","93","","1021307","1021307059"
"vo_obtent_1021307","","0","","","0","vo_obtent_1021307_03","21","","1021307","1021307060"
"2.6","","","","","","0","93","","1021307","1021307061"
"2","","","","","","","26","","1021307","1021307062"
"vo_obtent_1021307","","0","","","0","vo_obtent_1021307_04","21","","1021307","1021307063"
"2.5","","","","","","0","93","","1021307","1021307064"
"1021307066","","","","","","","101","","1021307","1021307065"
"10","","","","","","0","32","","1021307","1021307066"
"100","","","","","","0","32","","1021307","1021307067"
"20","","","","","","1","32","","1021307","1021307068"
"200","","","","","","1","32","","1021307","1021307069"
"300","","","","","","1","32","","1021307","1021307070"
"se_obtent_10213_drama_eat","","","","","","0","24","","1021307","1021307071"
"0","","","","","","0","22","","1021307","1021307072"
"vo_obtent_1021307","","0","","","0","vo_obtent_1021307_05","21","","1021307","1021307073"
"bgm_MC319A","","","","","","bgm_MC319A","25","","1021307","1021307074"
"se_10067600","","0","","","","se_obtent_10213_drama_break_1","23","","1021307","1021307075"
"3.5","","","","","","0","93","","1021307","1021307076"
"1021307078","","","","","","","101","","1021307","1021307077"
"20","","","","","","break_2","37","","1021307","1021307078"
"200","","","","","","break_2","37","","1021307","1021307079"
"300","","","","","","break_2","37","","1021307","1021307080"
"se_obtent_10213_drama_break_1","","","","","","0","24","","1021307","1021307081"
"0","","","","","","0","22","","1021307","1021307082"
"vo_obtent_1021307","","0","","","0","vo_obtent_1021307_06","21","","1021307","1021307083"
"se_10067600","","0","","","","se_obtent_10213_drama_break_2","23","","1021307","1021307084"
"4","","","","","","0","93","","1021307","1021307085"
"1021307087","","","","","","","101","","1021307","1021307086"
"20","","","","","","break_3","37","","1021307","1021307087"
"200","","","","","","break_3","37","","1021307","1021307088"
"300","","","","","","break_3","37","","1021307","1021307089"
"se_obtent_10213_drama_break_2","","","","","","0","24","","1021307","1021307090"
"0","","","","","","0","22","","1021307","1021307091"
"vo_obtent_1021307","","0","","","0","vo_obtent_1021307_07","21","","1021307","1021307092"
"se_10067600","","0","","","","se_obtent_10213_drama_break_3","23","","1021307","1021307093"
"5","","","","","","0","93","","1021307","1021307094"
"1021307096","","","","","","","101","","1021307","1021307095"
"300","","","","","","break_4","37","","1021307","1021307096"
"21","","","","","","1","32","","1021307","1021307097"
"0.2","","","","","","0","93","","1021307","1021307098"
"0","","","","","","","141","","1021307","1021307099"
"0.1","","","","","","0","93","","1021307","1021307100"
"","","","","","","","92","","1021307","1021307101"
"1021307103","","","","","","","101","","1021307","1021307102"
"se_obtent_10213_drama_break_3","","","","","","0","24","","1021307","1021307103"
"0","","","","","","0","22","","1021307","1021307104"
"22","","","","","","1","32","","1021307","1021307105"
"0.4","","","","","","0","93","","1021307","1021307106"
"1","","0","","1","0","1","31","1","1021311","1021311001"
"3","","0","","1","0","3","31","1","1021311","1021311002"
"6","","0","","1","0","6","31","1","1021311","1021311003"
"10","","0","","0","0","10","31","1","1021311","1021311004"
"20","","0","","0","0","20","31","1","1021311","1021311005"
"21","","0","","0","0","21","31","1","1021311","1021311006"
"22","","0","","0","0","22","31","1","1021311","1021311007"
"111","","0","","0","0","100","31","1","1021311","1021311008"
"211","","0","","0","0","200","31","1","1021311","1021311009"
"311","","0","","0","0","300","31","1","1021311","1021311010"
"1","empty","27","0","1","0","1","5","-14","1021311","1021311011"
"3","empty","28","0","1","0","2","5","-14","1021311","1021311012"
"3","empty","26","0","1","0","3","5","-14","1021311","1021311013"
"11","empty","25","0","1","0","4","5","-14","1021311","1021311014"
"13","empty","24","0","1","0","5","5","-14","1021311","1021311015"
"11","empty","13","0","1","-10","6","5","-24","1021311","1021311016"
"13","empty","12","0","1","-10","7","5","-24","1021311","1021311017"
"0","empty","29","0","1","0","8","5","-14","1021311","1021311018"
"0","empty","10","0","1","-5","9","5","-19","1021311","1021311019"
"6","","0.54","0","0","0.4","0.87","6","1","1021311","1021311020"
"7","","0.54","0","0","0.4","0.87","6","1","1021311","1021311021"
"9","","0.54","0","0","0.4","0.87","6","1","1021311","1021311022"
"1","","","","","","","141","","1021311","1021311023"
"0","","","","","","","91","","1021311","1021311024"
"0.033","","","","","","0","93","","1021311","1021311025"
"se_10067600","","0","","","","se_obtent_10213_drama_cook_nela","23","","1021311","1021311026"
"1","","0","0","0","","nefy_cook","3","","1021311","1021311027"
"2","","0","0","0","","nefy_cook","3","","1021311","1021311028"
"3","","0","0","0","","nefy_end","3","","1021311","1021311029"
"4","","0","0","0","","nefy_cook","3","","1021311","1021311030"
"5","","0","0","0","","nefy_white","3","","1021311","1021311031"
"6","","0","0","0","","nefy_cook","3","","1021311","1021311032"
"7","","0","0","0","","nefy_white","3","","1021311","1021311033"
"8","","0","0","0","","nefy_cook","3","","1021311","1021311034"
"9","","0","0","0","","nefy_cook_w","3","","1021311","1021311035"
"3","","","","","","0","93","","1021311","1021311036"
"vo_obtent_1021311","","0","","","0","vo_obtent_1021311_01","21","","1021311","1021311037"
"2.366","","","","","","0","93","","1021311","1021311038"
"1021311040","","","","","","","101","","1021311","1021311039"
"se_obtent_10213_drama_cook_nela","","","","","","0","24","","1021311","1021311040"
"0","","","","","","0","22","","1021311","1021311041"
"1","","1","0","0","1","1","6","0","1021311","1021311042"
"2","","1","0","0","1","1","6","0","1021311","1021311043"
"3","","1","0","0","1","1","6","0","1021311","1021311044"
"4","","1","0","0","1","1","6","0","1021311","1021311045"
"5","","1","0","0","1","1","6","0","1021311","1021311046"
"6","","1","0","0","1","1","6","0","1021311","1021311047"
"7","","1","0","0","1","1","6","0","1021311","1021311048"
"8","","1","0","0","1","1","6","0","1021311","1021311049"
"9","","1","0","0","1","1","6","0","1021311","1021311050"
"1","","","","","","eat","37","","1021311","1021311051"
"3","","","","","","0","32","","1021311","1021311052"
"6","","","","","","0","32","","1021311","1021311053"
"10","","","","","","1","32","","1021311","1021311054"
"100","","","","","","1","32","","1021311","1021311055"
"se_10067600","","0","","","","se_obtent_10213_drama_eat","23","","1021311","1021311056"
"0","","","","","","0","93","","1021311","1021311057"
"vo_obtent_1021311","","0","","","0","vo_obtent_1021311_02","21","","1021311","1021311058"
"2.8","","","","","","0","93","","1021311","1021311059"
"vo_obtent_1021311","","0","","","0","vo_obtent_1021311_03","21","","1021311","1021311060"
"2.6","","","","","","0","93","","1021311","1021311061"
"2","","","","","","","26","","1021311","1021311062"
"vo_obtent_1021311","","0","","","0","vo_obtent_1021311_04","21","","1021311","1021311063"
"2.5","","","","","","0","93","","1021311","1021311064"
"1021311066","","","","","","","101","","1021311","1021311065"
"10","","","","","","0","32","","1021311","1021311066"
"100","","","","","","0","32","","1021311","1021311067"
"20","","","","","","1","32","","1021311","1021311068"
"200","","","","","","1","32","","1021311","1021311069"
"300","","","","","","1","32","","1021311","1021311070"
"se_obtent_10213_drama_eat","","","","","","0","24","","1021311","1021311071"
"0","","","","","","0","22","","1021311","1021311072"
"vo_obtent_1021311","","0","","","0","vo_obtent_1021311_05","21","","1021311","1021311073"
"bgm_MC319A","","","","","","bgm_MC319A","25","","1021311","1021311074"
"se_10067600","","0","","","","se_obtent_10213_drama_break_1","23","","1021311","1021311075"
"3.5","","","","","","0","93","","1021311","1021311076"
"1021311078","","","","","","","101","","1021311","1021311077"
"20","","","","","","break_2","37","","1021311","1021311078"
"200","","","","","","break_2","37","","1021311","1021311079"
"300","","","","","","break_2","37","","1021311","1021311080"
"se_obtent_10213_drama_break_1","","","","","","0","24","","1021311","1021311081"
"0","","","","","","0","22","","1021311","1021311082"
"vo_obtent_1021311","","0","","","0","vo_obtent_1021311_06","21","","1021311","1021311083"
"se_10067600","","0","","","","se_obtent_10213_drama_break_2","23","","1021311","1021311084"
"4","","","","","","0","93","","1021311","1021311085"
"1021311087","","","","","","","101","","1021311","1021311086"
"20","","","","","","break_3","37","","1021311","1021311087"
"200","","","","","","break_3","37","","1021311","1021311088"
"300","","","","","","break_3","37","","1021311","1021311089"
"se_obtent_10213_drama_break_2","","","","","","0","24","","1021311","1021311090"
"0","","","","","","0","22","","1021311","1021311091"
"vo_obtent_1021311","","0","","","0","vo_obtent_1021311_07","21","","1021311","1021311092"
"se_10067600","","0","","","","se_obtent_10213_drama_break_3","23","","1021311","1021311093"
"5","","","","","","0","93","","1021311","1021311094"
"1021311096","","","","","","","101","","1021311","1021311095"
"300","","","","","","break_4","37","","1021311","1021311096"
"21","","","","","","1","32","","1021311","1021311097"
"0.2","","","","","","0","93","","1021311","1021311098"
"0","","","","","","","141","","1021311","1021311099"
"0.1","","","","","","0","93","","1021311","1021311100"
"","","","","","","","92","","1021311","1021311101"
"1021311103","","","","","","","101","","1021311","1021311102"
"se_obtent_10213_drama_break_3","","","","","","0","24","","1021311","1021311103"
"0","","","","","","0","22","","1021311","1021311104"
"22","","","","","","1","32","","1021311","1021311105"
"0.4","","","","","","0","93","","1021311","1021311106"
"1","","0","","1","0","1","31","1","1021312","1021312001"
"3","","0","","1","0","3","31","1","1021312","1021312002"
"6","","0","","1","0","6","31","1","1021312","1021312003"
"10","","0","","0","0","10","31","1","1021312","1021312004"
"20","","0","","0","0","20","31","1","1021312","1021312005"
"21","","0","","0","0","21","31","1","1021312","1021312006"
"22","","0","","0","0","22","31","1","1021312","1021312007"
"112","","0","","0","0","100","31","1","1021312","1021312008"
"212","","0","","0","0","200","31","1","1021312","1021312009"
"312","","0","","0","0","300","31","1","1021312","1021312010"
"1","empty","27","0","1","0","1","5","-14","1021312","1021312011"
"3","empty","28","0","1","0","2","5","-14","1021312","1021312012"
"3","empty","26","0","1","0","3","5","-14","1021312","1021312013"
"11","empty","25","0","1","0","4","5","-14","1021312","1021312014"
"13","empty","24","0","1","0","5","5","-14","1021312","1021312015"
"11","empty","13","0","1","-10","6","5","-24","1021312","1021312016"
"13","empty","12","0","1","-10","7","5","-24","1021312","1021312017"
"0","empty","29","0","1","0","8","5","-14","1021312","1021312018"
"0","empty","10","0","1","-5","9","5","-19","1021312","1021312019"
"6","","0.54","0","0","0.4","0.87","6","1","1021312","1021312020"
"7","","0.54","0","0","0.4","0.87","6","1","1021312","1021312021"
"9","","0.54","0","0","0.4","0.87","6","1","1021312","1021312022"
"1","","","","","","","141","","1021312","1021312023"
"0","","","","","","","91","","1021312","1021312024"
"0.033","","","","","","0","93","","1021312","1021312025"
"se_10067600","","0","","","","se_obtent_10213_drama_cook_nela","23","","1021312","1021312026"
"1","","0","0","0","","nefy_cook","3","","1021312","1021312027"
"2","","0","0","0","","nefy_cook","3","","1021312","1021312028"
"3","","0","0","0","","nefy_end","3","","1021312","1021312029"
"4","","0","0","0","","nefy_cook","3","","1021312","1021312030"
"5","","0","0","0","","nefy_white","3","","1021312","1021312031"
"6","","0","0","0","","nefy_cook","3","","1021312","1021312032"
"7","","0","0","0","","nefy_white","3","","1021312","1021312033"
"8","","0","0","0","","nefy_cook","3","","1021312","1021312034"
"9","","0","0","0","","nefy_cook_w","3","","1021312","1021312035"
"3","","","","","","0","93","","1021312","1021312036"
"vo_obtent_1021312","","0","","","0","vo_obtent_1021312_01","21","","1021312","1021312037"
"2.366","","","","","","0","93","","1021312","1021312038"
"1021312040","","","","","","","101","","1021312","1021312039"
"se_obtent_10213_drama_cook_nela","","","","","","0","24","","1021312","1021312040"
"0","","","","","","0","22","","1021312","1021312041"
"1","","1","0","0","1","1","6","0","1021312","1021312042"
"2","","1","0","0","1","1","6","0","1021312","1021312043"
"3","","1","0","0","1","1","6","0","1021312","1021312044"
"4","","1","0","0","1","1","6","0","1021312","1021312045"
"5","","1","0","0","1","1","6","0","1021312","1021312046"
"6","","1","0","0","1","1","6","0","1021312","1021312047"
"7","","1","0","0","1","1","6","0","1021312","1021312048"
"8","","1","0","0","1","1","6","0","1021312","1021312049"
"9","","1","0","0","1","1","6","0","1021312","1021312050"
"1","","","","","","eat","37","","1021312","1021312051"
"3","","","","","","0","32","","1021312","1021312052"
"6","","","","","","0","32","","1021312","1021312053"
"10","","","","","","1","32","","1021312","1021312054"
"100","","","","","","1","32","","1021312","1021312055"
"se_10067600","","0","","","","se_obtent_10213_drama_eat","23","","1021312","1021312056"
"0","","","","","","0","93","","1021312","1021312057"
"vo_obtent_1021312","","0","","","0","vo_obtent_1021312_02","21","","1021312","1021312058"
"2.8","","","","","","0","93","","1021312","1021312059"
"vo_obtent_1021312","","0","","","0","vo_obtent_1021312_03","21","","1021312","1021312060"
"2.6","","","","","","0","93","","1021312","1021312061"
"2","","","","","","","26","","1021312","1021312062"
"vo_obtent_1021312","","0","","","0","vo_obtent_1021312_04","21","","1021312","1021312063"
"2.5","","","","","","0","93","","1021312","1021312064"
"1021312066","","","","","","","101","","1021312","1021312065"
"10","","","","","","0","32","","1021312","1021312066"
"100","","","","","","0","32","","1021312","1021312067"
"20","","","","","","1","32","","1021312","1021312068"
"200","","","","","","1","32","","1021312","1021312069"
"300","","","","","","1","32","","1021312","1021312070"
"se_obtent_10213_drama_eat","","","","","","0","24","","1021312","1021312071"
"0","","","","","","0","22","","1021312","1021312072"
"vo_obtent_1021312","","0","","","0","vo_obtent_1021312_05","21","","1021312","1021312073"
"bgm_MC319A","","","","","","bgm_MC319A","25","","1021312","1021312074"
"se_10067600","","0","","","","se_obtent_10213_drama_break_1","23","","1021312","1021312075"
"3.5","","","","","","0","93","","1021312","1021312076"
"1021312078","","","","","","","101","","1021312","1021312077"
"20","","","","","","break_2","37","","1021312","1021312078"
"200","","","","","","break_2","37","","1021312","1021312079"
"300","","","","","","break_2","37","","1021312","1021312080"
"se_obtent_10213_drama_break_1","","","","","","0","24","","1021312","1021312081"
"0","","","","","","0","22","","1021312","1021312082"
"vo_obtent_1021312","","0","","","0","vo_obtent_1021312_06","21","","1021312","1021312083"
"se_10067600","","0","","","","se_obtent_10213_drama_break_2","23","","1021312","1021312084"
"4","","","","","","0","93","","1021312","1021312085"
"1021312087","","","","","","","101","","1021312","1021312086"
"20","","","","","","break_3","37","","1021312","1021312087"
"200","","","","","","break_3","37","","1021312","1021312088"
"300","","","","","","break_3","37","","1021312","1021312089"
"se_obtent_10213_drama_break_2","","","","","","0","24","","1021312","1021312090"
"0","","","","","","0","22","","1021312","1021312091"
"vo_obtent_1021312","","0","","","0","vo_obtent_1021312_07","21","","1021312","1021312092"
"se_10067600","","0","","","","se_obtent_10213_drama_break_3","23","","1021312","1021312093"
"5","","","","","","0","93","","1021312","1021312094"
"1021312096","","","","","","","101","","1021312","1021312095"
"300","","","","","","break_4","37","","1021312","1021312096"
"21","","","","","","1","32","","1021312","1021312097"
"0.2","","","","","","0","93","","1021312","1021312098"
"0","","","","","","","141","","1021312","1021312099"
"0.1","","","","","","0","93","","1021312","1021312100"
"","","","","","","","92","","1021312","1021312101"
"1021312103","","","","","","","101","","1021312","1021312102"
"se_obtent_10213_drama_break_3","","","","","","0","24","","1021312","1021312103"
"0","","","","","","0","22","","1021312","1021312104"
"22","","","","","","1","32","","1021312","1021312105"
"0.4","","","","","","0","93","","1021312","1021312106"
"1","","0","","1","0","1","31","1","1021313","1021313001"
"3","","0","","1","0","3","31","1","1021313","1021313002"
"6","","0","","1","0","6","31","1","1021313","1021313003"
"10","","0","","0","0","10","31","1","1021313","1021313004"
"20","","0","","0","0","20","31","1","1021313","1021313005"
"21","","0","","0","0","21","31","1","1021313","1021313006"
"22","","0","","0","0","22","31","1","1021313","1021313007"
"113","","0","","0","0","100","31","1","1021313","1021313008"
"213","","0","","0","0","200","31","1","1021313","1021313009"
"313","","0","","0","0","300","31","1","1021313","1021313010"
"1","empty","27","0","1","0","1","5","-14","1021313","1021313011"
"3","empty","28","0","1","0","2","5","-14","1021313","1021313012"
"3","empty","26","0","1","0","3","5","-14","1021313","1021313013"
"11","empty","25","0","1","0","4","5","-14","1021313","1021313014"
"13","empty","24","0","1","0","5","5","-14","1021313","1021313015"
"11","empty","13","0","1","-10","6","5","-24","1021313","1021313016"
"13","empty","12","0","1","-10","7","5","-24","1021313","1021313017"
"0","empty","29","0","1","0","8","5","-14","1021313","1021313018"
"0","empty","10","0","1","-5","9","5","-19","1021313","1021313019"
"6","","0.54","0","0","0.4","0.87","6","1","1021313","1021313020"
"7","","0.54","0","0","0.4","0.87","6","1","1021313","1021313021"
"9","","0.54","0","0","0.4","0.87","6","1","1021313","1021313022"
"1","","","","","","","141","","1021313","1021313023"
"0","","","","","","","91","","1021313","1021313024"
"0.033","","","","","","0","93","","1021313","1021313025"
"se_10067600","","0","","","","se_obtent_10213_drama_cook_nela","23","","1021313","1021313026"
"1","","0","0","0","","nefy_cook","3","","1021313","1021313027"
"2","","0","0","0","","nefy_cook","3","","1021313","1021313028"
"3","","0","0","0","","nefy_end","3","","1021313","1021313029"
"4","","0","0","0","","nefy_cook","3","","1021313","1021313030"
"5","","0","0","0","","nefy_white","3","","1021313","1021313031"
"6","","0","0","0","","nefy_cook","3","","1021313","1021313032"
"7","","0","0","0","","nefy_white","3","","1021313","1021313033"
"8","","0","0","0","","nefy_cook","3","","1021313","1021313034"
"9","","0","0","0","","nefy_cook_w","3","","1021313","1021313035"
"3","","","","","","0","93","","1021313","1021313036"
"vo_obtent_1021313","","0","","","0","vo_obtent_1021313_01","21","","1021313","1021313037"
"2.366","","","","","","0","93","","1021313","1021313038"
"1021313040","","","","","","","101","","1021313","1021313039"
"se_obtent_10213_drama_cook_nela","","","","","","0","24","","1021313","1021313040"
"0","","","","","","0","22","","1021313","1021313041"
"1","","1","0","0","1","1","6","0","1021313","1021313042"
"2","","1","0","0","1","1","6","0","1021313","1021313043"
"3","","1","0","0","1","1","6","0","1021313","1021313044"
"4","","1","0","0","1","1","6","0","1021313","1021313045"
"5","","1","0","0","1","1","6","0","1021313","1021313046"
"6","","1","0","0","1","1","6","0","1021313","1021313047"
"7","","1","0","0","1","1","6","0","1021313","1021313048"
"8","","1","0","0","1","1","6","0","1021313","1021313049"
"9","","1","0","0","1","1","6","0","1021313","1021313050"
"1","","","","","","eat","37","","1021313","1021313051"
"3","","","","","","0","32","","1021313","1021313052"
"6","","","","","","0","32","","1021313","1021313053"
"10","","","","","","1","32","","1021313","1021313054"
"100","","","","","","1","32","","1021313","1021313055"
"se_10067600","","0","","","","se_obtent_10213_drama_eat_jun","23","","1021313","1021313056"
"0","","","","","","0","93","","1021313","1021313057"
"vo_obtent_1021313","","0","","","0","vo_obtent_1021313_02","21","","1021313","1021313058"
"2.8","","","","","","0","93","","1021313","1021313059"
"vo_obtent_1021313","","0","","","0","vo_obtent_1021313_03","21","","1021313","1021313060"
"2.6","","","","","","0","93","","1021313","1021313061"
"2","","","","","","","26","","1021313","1021313062"
"vo_obtent_1021313","","0","","","0","vo_obtent_1021313_04","21","","1021313","1021313063"
"2.5","","","","","","0","93","","1021313","1021313064"
"1021313066","","","","","","","101","","1021313","1021313065"
"10","","","","","","0","32","","1021313","1021313066"
"100","","","","","","0","32","","1021313","1021313067"
"20","","","","","","1","32","","1021313","1021313068"
"200","","","","","","1","32","","1021313","1021313069"
"300","","","","","","1","32","","1021313","1021313070"
"se_obtent_10213_drama_eat_jun","","","","","","0","24","","1021313","1021313071"
"0","","","","","","0","22","","1021313","1021313072"
"vo_obtent_1021313","","0","","","0","vo_obtent_1021313_05","21","","1021313","1021313073"
"bgm_MC319A","","","","","","bgm_MC319A","25","","1021313","1021313074"
"se_10067600","","0","","","","se_obtent_10213_drama_break_1_jun","23","","1021313","1021313075"
"3.5","","","","","","0","93","","1021313","1021313076"
"1021313078","","","","","","","101","","1021313","1021313077"
"20","","","","","","break_2","37","","1021313","1021313078"
"200","","","","","","break_2","37","","1021313","1021313079"
"300","","","","","","break_2","37","","1021313","1021313080"
"se_obtent_10213_drama_break_1_jun","","","","","","0","24","","1021313","1021313081"
"0","","","","","","0","22","","1021313","1021313082"
"vo_obtent_1021313","","0","","","0","vo_obtent_1021313_06","21","","1021313","1021313083"
"se_10067600","","0","","","","se_obtent_10213_drama_break_2_jun","23","","1021313","1021313084"
"4","","","","","","0","93","","1021313","1021313085"
"1021313087","","","","","","","101","","1021313","1021313086"
"20","","","","","","break_3_13","37","","1021313","1021313087"
"200","","","","","","break_3","37","","1021313","1021313088"
"300","","","","","","break_3","37","","1021313","1021313089"
"se_obtent_10213_drama_break_2_jun","","","","","","0","24","","1021313","1021313090"
"0","","","","","","0","22","","1021313","1021313091"
"vo_obtent_1021313","","0","","","0","vo_obtent_1021313_07","21","","1021313","1021313092"
"se_10067600","","0","","","","se_obtent_10213_drama_break_3_jun","23","","1021313","1021313093"
"5","","","","","","0","93","","1021313","1021313094"
"1021313096","","","","","","","101","","1021313","1021313095"
"300","","","","","","break_4","37","","1021313","1021313096"
"21","","","","","","1","32","","1021313","1021313097"
"0.2","","","","","","0","93","","1021313","1021313098"
"0","","","","","","","141","","1021313","1021313099"
"0.1","","","","","","0","93","","1021313","1021313100"
"","","","","","","","92","","1021313","1021313101"
"1021313103","","","","","","","101","","1021313","1021313102"
"se_obtent_10213_drama_break_3_jun","","","","","","0","24","","1021313","1021313103"
"0","","","","","","0","22","","1021313","1021313104"
"22","","","","","","1","32","","1021313","1021313105"
"0.4","","","","","","0","93","","1021313","1021313106"
"1","","0","","1","0","1","31","1","1021314","1021314001"
"3","","0","","1","0","3","31","1","1021314","1021314002"
"6","","0","","1","0","6","31","1","1021314","1021314003"
"10","","0","","0","0","10","31","1","1021314","1021314004"
"20","","0","","0","0","20","31","1","1021314","1021314005"
"21","","0","","0","0","21","31","1","1021314","1021314006"
"22","","0","","0","0","22","31","1","1021314","1021314007"
"114","","0","","0","0","100","31","1","1021314","1021314008"
"214","","0","","0","0","200","31","1","1021314","1021314009"
"314","","0","","0","0","300","31","1","1021314","1021314010"
"1","empty","27","0","1","0","1","5","-14","1021314","1021314011"
"3","empty","28","0","1","0","2","5","-14","1021314","1021314012"
"3","empty","26","0","1","0","3","5","-14","1021314","1021314013"
"11","empty","25","0","1","0","4","5","-14","1021314","1021314014"
"13","empty","24","0","1","0","5","5","-14","1021314","1021314015"
"11","empty","13","0","1","-10","6","5","-24","1021314","1021314016"
"13","empty","12","0","1","-10","7","5","-24","1021314","1021314017"
"0","empty","29","0","1","0","8","5","-14","1021314","1021314018"
"0","empty","10","0","1","-5","9","5","-19","1021314","1021314019"
"6","","0.54","0","0","0.4","0.87","6","1","1021314","1021314020"
"7","","0.54","0","0","0.4","0.87","6","1","1021314","1021314021"
"9","","0.54","0","0","0.4","0.87","6","1","1021314","1021314022"
"1","","","","","","","141","","1021314","1021314023"
"0","","","","","","","91","","1021314","1021314024"
"0.033","","","","","","0","93","","1021314","1021314025"
"se_10067600","","0","","","","se_obtent_10213_drama_cook_nela","23","","1021314","1021314026"
"1","","0","0","0","","nefy_cook","3","","1021314","1021314027"
"2","","0","0","0","","nefy_cook","3","","1021314","1021314028"
"3","","0","0","0","","nefy_end","3","","1021314","1021314029"
"4","","0","0","0","","nefy_cook","3","","1021314","1021314030"
"5","","0","0","0","","nefy_white","3","","1021314","1021314031"
"6","","0","0","0","","nefy_cook","3","","1021314","1021314032"
"7","","0","0","0","","nefy_white","3","","1021314","1021314033"
"8","","0","0","0","","nefy_cook","3","","1021314","1021314034"
"9","","0","0","0","","nefy_cook_w","3","","1021314","1021314035"
"3","","","","","","0","93","","1021314","1021314036"
"vo_obtent_1021314","","0","","","0","vo_obtent_1021314_01","21","","1021314","1021314037"
"2.366","","","","","","0","93","","1021314","1021314038"
"1021314040","","","","","","","101","","1021314","1021314039"
"se_obtent_10213_drama_cook_nela","","","","","","0","24","","1021314","1021314040"
"0","","","","","","0","22","","1021314","1021314041"
"1","","1","0","0","1","1","6","0","1021314","1021314042"
"2","","1","0","0","1","1","6","0","1021314","1021314043"
"3","","1","0","0","1","1","6","0","1021314","1021314044"
"4","","1","0","0","1","1","6","0","1021314","1021314045"
"5","","1","0","0","1","1","6","0","1021314","1021314046"
"6","","1","0","0","1","1","6","0","1021314","1021314047"
"7","","1","0","0","1","1","6","0","1021314","1021314048"
"8","","1","0","0","1","1","6","0","1021314","1021314049"
"9","","1","0","0","1","1","6","0","1021314","1021314050"
"1","","","","","","eat","37","","1021314","1021314051"
"3","","","","","","0","32","","1021314","1021314052"
"6","","","","","","0","32","","1021314","1021314053"
"10","","","","","","1","32","","1021314","1021314054"
"100","","","","","","1","32","","1021314","1021314055"
"se_10067600","","0","","","","se_obtent_10213_drama_eat","23","","1021314","1021314056"
"0","","","","","","0","93","","1021314","1021314057"
"vo_obtent_1021314","","0","","","0","vo_obtent_1021314_02","21","","1021314","1021314058"
"2.8","","","","","","0","93","","1021314","1021314059"
"vo_obtent_1021314","","0","","","0","vo_obtent_1021314_03","21","","1021314","1021314060"
"2.6","","","","","","0","93","","1021314","1021314061"
"2","","","","","","","26","","1021314","1021314062"
"vo_obtent_1021314","","0","","","0","vo_obtent_1021314_04","21","","1021314","1021314063"
"2.5","","","","","","0","93","","1021314","1021314064"
"1021314066","","","","","","","101","","1021314","1021314065"
"10","","","","","","0","32","","1021314","1021314066"
"100","","","","","","0","32","","1021314","1021314067"
"20","","","","","","1","32","","1021314","1021314068"
"200","","","","","","1","32","","1021314","1021314069"
"300","","","","","","1","32","","1021314","1021314070"
"se_obtent_10213_drama_eat","","","","","","0","24","","1021314","1021314071"
"0","","","","","","0","22","","1021314","1021314072"
"vo_obtent_1021314","","0","","","0","vo_obtent_1021314_05","21","","1021314","1021314073"
"bgm_MC319A","","","","","","bgm_MC319A","25","","1021314","1021314074"
"se_10067600","","0","","","","se_obtent_10213_drama_break_1","23","","1021314","1021314075"
"3.5","","","","","","0","93","","1021314","1021314076"
"1021314078","","","","","","","101","","1021314","1021314077"
"20","","","","","","break_2","37","","1021314","1021314078"
"200","","","","","","break_2","37","","1021314","1021314079"
"300","","","","","","break_2","37","","1021314","1021314080"
"se_obtent_10213_drama_break_1","","","","","","0","24","","1021314","1021314081"
"0","","","","","","0","22","","1021314","1021314082"
"vo_obtent_1021314","","0","","","0","vo_obtent_1021314_06","21","","1021314","1021314083"
"se_10067600","","0","","","","se_obtent_10213_drama_break_2","23","","1021314","1021314084"
"4","","","","","","0","93","","1021314","1021314085"
"1021314087","","","","","","","101","","1021314","1021314086"
"20","","","","","","break_3","37","","1021314","1021314087"
"200","","","","","","break_3","37","","1021314","1021314088"
"300","","","","","","break_3","37","","1021314","1021314089"
"se_obtent_10213_drama_break_2","","","","","","0","24","","1021314","1021314090"
"0","","","","","","0","22","","1021314","1021314091"
"vo_obtent_1021314","","0","","","0","vo_obtent_1021314_07","21","","1021314","1021314092"
"se_10067600","","0","","","","se_obtent_10213_drama_break_3","23","","1021314","1021314093"
