80217f8dd7f0790a0e737b631f06817b553c00cf93ddb261b406631c378e7c22,f2df6e411b205621ada61781ccd5b4f1b4793e2f97ef58b59c0fd9311ea63678,fc9bad8b12f1457c2e2aeb7785149acb73c37cad3e5c32f24465dfba27195572,ffeb60de9453ac41206c30ea90bcfb5ab5a8cf5b71dacea80326236e0a5ee4a4,bb52a01f1f10fc350efbdb0b19542932b02de0a606a300a3f70f4587bf57464d,f59e4e11e5c45496a57f58d23bee5a69060381b845cce3a325a1989a1fd27a0f,7babb46d42bc1f2b89b978ca60c3d2d3f320269907a0b0b128acb1fc30d60ba2,7cb42a0e48504e009a2cc6eccb99303c805247fddcb8a63fa0ce029876e36bd3,330fd01773fddd395a6b999705d660b9a4ad0684d87a4ef5b49d990a03e50ecf,0718ba1b2d7d81b8c8c08e844fca0b916c85888503ae8302279aeb08feafff17
"でんきん","1","でこぴん","でんぷん","0","0","2320009","0","0","でんせん"
"360","1","340","720","0","0","2320010","0","0","960"
"6分の1","1","4分の1","8分の1","0","0","2320011","0","0","2分の1"
"サイン","1","コサイン","タンジェント","0","0","2320013","0","0","コタンジェント"
"かけ算の答え","1","足し算の答え","割り算の答え","0","0","2320014","0","0","引き算の答え"
"臭素液","1","炭素液","ヨウ素液","0","0","2320016","0","0","水素液"
"ヘンリーの法則","1","ヘスの法則","キルヒホッフの法則","0","0","2320017","0","0","ドルトンの法則"
"とんぼ座","1","ちょう座","はえ座","0","0","2320018","0","0","ばった座"
"地球","1","木星","太陽","0","0","2320020","0","0","月"
"春","1","夏","冬","0","0","2320021","0","0","秋"
"カリウム","1","トリウム","ヘリウム","0","0","2320022","0","0","バリウム"
"イオン","1","トオン","ネオン","0","0","2320025","0","0","フオン"
"小数","1","総数","整数","0","0","2320026","0","0","自然対数"
"リンボーダンス","1","ソシアルダンス","インピーダンス","0","0","2320029","0","0","フラダンス"
"純銀","1","水化銀","水銀","0","0","2320030","0","0","水溶銀"
"1回","1","4回","2回","0","0","2320031","0","0","12回"
"魚群","1","地熱","月","0","0","2320032","0","0","海流"
"N","1","Nt","Na","0","0","2320033","0","0","Ne"
"K","1","Cl","Ca","0","0","2320034","0","0","Ka"
"結氷","1","結節","結晶","0","0","2320035","0","0","結膜"
"2回","1","3回","1回","0","0","2320036","0","0","4回"
"分父","1","分兄","分母","0","0","2320037","0","0","分姉"
"水素","1","臭素","酸素","0","0","2320040","0","0","炭素"
"休火山","1","弱火山","死火山","0","0","2320041","0","0","伏火山"
"アスラスト","1","アスミスト","アスベスト","0","0","2320042","0","0","アスガスト"
"ガンマ","1","ゼータ","デルタ","0","0","2320043","0","0","シグマ"
"さそり座","1","かに座","みずがめ座","0","0","2320044","0","0","しし座"
"みずがめ座","1","さそり座","しし座","0","0","2320045","0","0","かに座"
"頂点","1","辺","母線","0","0","2320046","0","0","面"
"3","1","5","2","0","0","2320049","0","0","7"
"15キロ","1","20キロ","25キロ","0","0","2320050","0","0","33キロ"
"点線","1","電線","前線","0","0","2320051","0","0","無線"
"鉄","1","ニッケル","アルミニウム","0","0","2320053","0","0","チタン"
"恒星","1","衛星","惑星","0","0","2320054","0","0","超新星"
"昼夜","1","時間","季節","0","0","2320056","0","0","日付"
"ミューズ","1","リューズ","ヒューズ","0","0","2320057","0","0","シューズ"
"赤","1","青","緑","0","0","2320058","0","0","白"
"パスカル","1","トル","ニュートン","0","0","2320059","0","0","ジュール"
"ファクトリアル","1","コンビネーション","インテグラル","0","0","2320060","0","0","インターセクション"
"1本","1","4本","2本","0","0","2320061","0","0","16本"
"リマ","1","キョウカ","全員同じ","0","0","2321001","0","0","ペコリーヌ"
"オーエド","1","セントールス","オーマ","0","0","2321002","0","0","ランドソル"
"オーマ","1","オーエド","セントールス","0","0","2321003","0","0","エルビス島"
"オーマ","1","セントールス","オーエド","0","0","2321004","0","0","サレンディア"
"2000","1","1000","2500","0","0","2321005","0","0","1500"
"アルヘナ","1","アルガン","アルベド","0","0","2330001","0","0","アルキン"
"16","1","20","18","0","0","2330002","0","0","22"
"しし座","1","みずがめ座","おうし座","0","0","2330004","0","0","おひつじ座"
"シリウス","1","カノープス","アークトゥルス","0","0","2330005","0","0","ベテルギウス"
"海王星","1","木星","天王星","0","0","2330007","0","0","土星"
"ベントナイト","1","マイカナイト","モアサナイト","0","0","2330008","0","0","カオリナイト"
"やもり座","1","かえる座","とかげ座","0","0","2330010","0","0","いもり座"
"BC","1","CC","AC","0","0","2330011","0","0","DC"
"赤色が青くなる","1","どちらも変化しない","青色が赤くなる","0","0","2330012","0","0","どちらも白くなる"
"外心","1","垂心","重心","0","0","2330015","0","0","内心"
"橙","1","透明","緑","0","0","2330016","0","0","青"
"5本","1","7本","9本","0","0","2330017","0","0","13本"
"16戦目","1","23戦目","31戦目","0","0","2330018","0","0","9戦目"
"みなみのまる座","1","みなみのしかく座","みなみのさんかく座","0","0","2330020","0","0","みなみのひしがた座"
"アクルックス","1","ベクルックス","ポルックス","0","0","2330021","0","0","アンタレス"
"アンドロギュノス座","1","アンドロイド座","アンドロメダ座","0","0","2330022","0","0","アイスキュロス座"
"オリエンタリズム","1","ポリリズム","サーカディアンリズム","0","0","2330023","0","0","インターナショナリズム"
"示準化石","1","歯石化石","示相化石","0","0","2330024","0","0","自然化石"
"ラスカー","1","ミュラー","スカラー","0","0","2330026","0","0","リヤー"
"アセチレン","1","銀","アンモニア","0","0","2330027","0","0","ダイヤモンド"
"989","1","991","997","0","0","2330028","0","0","993"
"イクシオトキシン","1","テトロドトキシン","アスタキサンチン","0","0","2330029","0","0","パフトキシン"
"インダクタンス","1","ジーメンス","コンダクタンス","0","0","2330030","0","0","ヘンリー"
"ラムダ","1","ガンマ","シグマ","0","0","2330031","0","0","デルタ"
"おおぐま座","1","こいぬ座","こぐま座","0","0","2330032","0","0","おおいぬ座"
"カリウム","1","ナトリウム","カルシウム","0","0","2330033","0","0","マグネシウム"
"三畳紀","1","ジュラ紀","ペルム紀","0","0","2330034","0","0","白亜紀"
"モリブデン","1","テルル","テクネチウム","0","0","2330035","0","0","ロジウム"
"アルスマグナ","1","マグナカルタ","フォッサマグナ","0","0","2330036","0","0","マグカップ"
"ヤシロスコープ","1","ムシロスコープ","オシロスコープ","0","0","2330037","0","0","タシロスコープ"
"1里","1","1尺","1分","0","0","2330038","0","0","1銭"
"0気圧","1","10気圧","1気圧","0","0","2330040","0","0","1013気圧"
"NaOH","1","MgO","NaCl","0","0","2330041","0","0","SiO2"
"3個","1","4個","2個","0","0","2330042","0","0","1個"
"7","1","8","10","0","0","2330043","0","0","9"
"窒素","1","二酸化炭素","酸素","0","0","2330045","0","0","水素"
"地球","1","月","金星","0","0","2330047","0","0","木星"
"スプロール現象","1","クリープ現象","ブロッケン現象","0","0","2330048","0","0","ヒートアイランド現象"
"支点","1","力点","作用点","0","0","2330049","0","0","交点"
"ジェーン現象","1","デューン現象","フェーン現象","0","0","2330051","0","0","ビューン現象"
"水星","1","火星","太陽","0","0","2330053","0","0","月"
"熱圏","1","中間圏","成層圏","0","0","2330056","0","0","対流圏"
"水星","1","火星","金星","0","0","2330057","0","0","土星"
"偽分数","1","倍分数","仮分数","0","0","2330058","0","0","偉分数"
"4分の1","1","5分の1","6分の1","0","0","2330061","0","0","7分の1"
"ミステリオン海岸","1","ブリザ海岸","マルジェン海岸","0","0","2331001","0","0","オーエド海岸"
"4","1","5","4.5","0","0","2331002","0","0","3"
"アキノ","1","コッコロ","マコト","0","0","2331003","0","0","モニカ"
"ナンセイ湿地","1","タリア湿地","ドロテア湿地","0","0","2331004","0","0","ジュノー湿地"
"カウダ岬","1","エスタ岬","プロピーナ岬","0","0","2331005","0","0","フテラ岬"
"シャトルバス","1","路線バス","ユニットバス","0","0","2410002","0","0","ワンマンバス"
"自転車","1","救急車","新幹線","0","0","2410003","0","0","潜水艦"
"メタボライズシンドローム","1","メタボンスシンドローム","メタボリックシンドローム","0","0","2410004","0","0","メタボットシンドローム"
"ネットサイクリング","1","ネットランニング","ネットサーフィン","0","0","2410005","0","0","ネットドライビング"
"ショールーミング","1","サミング","ストリーミング","0","0","2410006","0","0","ハッキング"
"闇ファイバー","1","炎ファイバー","光ファイバー","0","0","2410007","0","0","水ファイバー"
"初心者ドライバー","1","若手ドライバー","ペーパードライバー","0","0","2410008","0","0","新人ドライバー"
"スイートピー","1","エーデルワイス","カーネーション","0","0","2410009","0","0","チューリップ"
"お直し","1","お達し","お通し","0","0","2410011","0","0","お察し"
"バブルレス","1","アイガード","シャンプーハット","0","0","2410012","0","0","バスドーナッツ"
"夜なべ","1","夜逃げ","夜泣き","0","0","2410014","0","0","夜更し"
"プール","1","海","花火","0","0","2410015","0","0","山"
"フォルテ","1","タルト","カルテ","0","0","2410016","0","0","カルテット"
"遠遠法","1","近近法","遠近法","0","0","2410017","0","0","正距方位図法"
"シートベルト","1","チャイルドシート","ヘルメット","0","0","2410018","0","0","鎧"
"株主集会","1","特別総会","株主総会","0","0","2410019","0","0","緊急集会"
"上下無用","1","天地有情","天地無用","0","0","2410020","0","0","天下御免"
"人間タッグ","1","人間ピッグ","人間ドック","0","0","2410022","0","0","人間サッグ"
"自動車教育所","1","自動車教会所","自動車教習所","0","0","2410024","0","0","自動車教養所"
"飛行機","1","グライダー","ヘリコプター","0","0","2410025","0","0","気球"
"グレートウォール","1","チャイニーズウォール","ファイアウォール","0","0","2410026","0","0","クライミングウォール"
"スプリングタイム","1","ホットタイム","サマータイム","0","0","2410027","0","0","エコロジータイム"
"ゴールドシート","1","グリーンシート","シルバーシート","0","0","2410028","0","0","ブルーシート"
"べっこう飴","1","ニッキ飴","千歳飴","0","0","2410030","0","0","金太郎飴"
"むら針","1","けん針","まち針","0","0","2410031","0","0","ぐん針"
"秋","1","春","夏","0","0","2410032","0","0","冬"
"花瓶","1","火炎瓶","魔法瓶","0","0","2410033","0","0","牛乳瓶"
"鏡閉じ","1","鏡上げ","鏡開き","0","0","2410036","0","0","鏡下げ"
"ストロング交差点","1","スピーディー交差点","スクランブル交差点","0","0","2410037","0","0","スパゲッティ交差点"
"イクラが大好き","1","いつも外出している","子育てに積極的","0","0","2410038","0","0","俳句が趣味"
"残暑見舞い","1","暑中見舞い","年賀状","0","0","2410039","0","0","不幸の手紙"
"おばあさん","1","おかあさん","おじいさん","0","0","2410040","0","0","おとうさん"
"ペーパークッキー","1","ラッキークッキー","フォーチュンクッキー","0","0","2410041","0","0","ゴッドクッキー"
"まげわっぱ","1","しょっつる","きりたんぽ","0","0","2410042","0","0","いぶりがっこ"
"乱切り","1","せん切り","みじん切り","0","0","2410048","0","0","輪切り"
"しろ胡椒","1","くろ胡椒","ゆず胡椒","0","0","2410050","0","0","しお胡椒"
"たこ焼き","1","いか焼き","たい焼き","0","0","2410051","0","0","卵焼き"
"赤く変色する","1","ボロボロ崩れる","水分が出てくる","0","0","2410052","0","0","味が無くなる"
"さくら","1","すみれ","れんげ","0","0","2410053","0","0","もみじ"
"グリンピース","1","ツナ","牛肉","0","0","2410054","0","0","タケノコ"
"ジョッキ","1","タンブラー","デミタス","0","0","2410055","0","0","ソーサー"
"ぜんざい","1","きんつば","くず餅","0","0","2410056","0","0","水ようかん"
"うどん","1","ラーメン","そば","0","0","2410057","0","0","きしめん"
"ポーチドエッグ","1","サニーサイドアップ","スクランブルエッグ","0","0","2410058","0","0","プレーンオムレツ"
"サビ","1","ガリ","ネタ","0","0","2410059","0","0","サラ"
"マリネリウス財閥","1","メイケオール結社","メルクリウス財団","0","0","2411001","0","0","ムシエラルゴ商社"
"オニギリすごろく","1","アドベンチャー","キャラバン","0","0","2411002","0","0","レッツ！テオゴニア！"
"ジュエル","1","マナ","ルピ","0","0","2411003","0","0","ソル"
"スズメ","1","タマキ","アユミ","0","0","2411004","0","0","リノ"
"一括スキップ","1","予定表","予定帳","0","0","2411005","0","0","デイリー帳"
"茶髪","1","黒髪","白髪","0","0","2420001","0","0","金髪"
"気象予想士","1","気象予告士","気象予報士","0","0","2420002","0","0","気象予言士"
"ジェネレーション","1","ジェネラル","ジェネリック","0","0","2420003","0","0","ジェネシス"
"1","1","3","7","0","0","2420004","0","0","9"
"ソーサー","1","茶托","コースター","0","0","2420005","0","0","はかま"
"お茶の間会議","1","世間話会議","井戸端会議","0","0","2420006","0","0","作戦会議"
"四天王","1","十二神将","七福神","0","0","2420008","0","0","八部衆"
"TW","1","TO","WC","0","0","2420009","0","0","WT"
"終末保険","1","終期保険","終身保険","0","0","2420011","0","0","延長保険"
"レシピエント","1","グレーダー","ドナー","0","0","2420012","0","0","パタンナー"
"裁判官","1","弁護士","検察官","0","0","2420013","0","0","司法書士"
"元旦","1","春分の日","大晦日","0","0","2420014","0","0","クリスマスイブ"
"シワス式海岸","1","リアル式海岸","リアス式海岸","0","0","2420016","0","0","イグアス式海岸"
"たら梅雨","1","ばら梅雨","から梅雨","0","0","2420017","0","0","さら梅雨"
"水害","1","氷害","冷害","0","0","2420018","0","0","かんがい"
"トムボーイ","1","カウボーイ","ベルボーイ","0","0","2420019","0","0","ボールボーイ"
"ケーキ","1","クレープ","ドーナツ","0","0","2420020","0","0","アイスクリーム"
"27回","1","54回","108回","0","0","2420021","0","0","216回"
"デフレーション","1","スタグネーション","インフレーション","0","0","2420023","0","0","デノミネーション"
"憲法試験","1","違法試験","司法試験","0","0","2420025","0","0","忍法試験"
"気温の高い地域","1","海に近い地域","雪の多い地域","0","0","2420028","0","0","乾燥している地域"
"気温が低い状態","1","面積が狭い状態","人口が減った状態","0","0","2420029","0","0","地震が起こる状態"
"ウォッシュボウル","1","サラダボウル","フィンガーボウル","0","0","2420030","0","0","クリーニングボウル"
"？","1","！？","！","0","0","2420031","0","0","※"
"小さじ","1","茶さじ","大さじ","0","0","2420032","0","0","どれも同じ"
"子供専門","1","役者専門","ペット専門","0","0","2420033","0","0","美容師専門"
"サングラス","1","オペラグラス","ステンドグラス","0","0","2420035","0","0","ハリメグラス"
"小麦粉","1","白玉粉","片栗粉","0","0","2420036","0","0","葛粉"
"しょっつる","1","アンチョビ","くさや","0","0","2420039","0","0","みがきにしん"
"豚","1","鶏","牛","0","0","2420040","0","0","羊"
"煙","1","鉛","塩","0","0","2420042","0","0","縁"
"揚げ餃子","1","焼き餃子","水餃子","0","0","2420046","0","0","蒸し餃子"
"ビールグラス","1","ステンドグラス","レモングラス","0","0","2420048","0","0","ワイングラス"
"ジャガイモ","1","小麦","米","0","0","2420049","0","0","大豆"
"牛肉","1","豚肉","鶏肉","0","0","2420051","0","0","羊肉"
"鶏肉","1","かきあげ","卵","0","0","2420052","0","0","ねぎ"
"冬","1","春","夏","0","0","2420053","0","0","秋"
"10cc","1","3cc","5cc","0","0","2420054","0","0","12cc"
"アガリ","1","ムラサキ","シャリ","0","0","2420055","0","0","シロ"
"カプリチオ","1","カプレーゼ","カプチーノ","0","0","2420056","0","0","カプサイシン"
"揚げ物","1","味噌汁","炒め物","0","0","2420057","0","0","冷や奴"
"客船巻き","1","馬車巻き","軍艦巻き","0","0","2420058","0","0","気球巻き"
"麦茶","1","焼酎","緑茶","0","0","2420059","0","0","日本酒"
"ウェルダン","1","ミディアムレア","レア","0","0","2420060","0","0","ミディアム"
"マシュマロ","1","ソーセージ","ホイップクリーム","0","0","2420061","0","0","ストロベリージャム"
"Precious Journey","1","Lost Princess","Mirage Game","0","0","2421001","0","0","Connecting Happy！！"
"Precious Journey","1","Connecting Happy！！","茜色の寄り道","0","0","2421002","0","0","つなぐもの"
"3人","1","4人","5人","0","0","2421003","0","0","2人"
"マサカズ","1","カズヒコ","カズマサ","0","0","2421004","0","0","フィッシャーマン・ジーク"
"鉄","1","木材","お菓子","0","0","2421005","0","0","魔物"
"GPS","1","SSD","CPU","0","0","2430001","0","0","DOS"
"膝枕","1","腕枕","北枕","0","0","2430002","0","0","抱き枕"
"4．4平方メートル","1","5．5平方メートル","3．3平方メートル","0","0","2430003","0","0","6．6平方メートル"
"3親等","1","9親等","6親等","0","0","2430004","0","0","10親等"
"A3","1","A4","B5","0","0","2430005","0","0","B4"
"ドナー","1","グレーダー","レシピエント","0","0","2430006","0","0","パタンナー"
"遺訓分","1","遺令分","遺留分","0","0","2430007","0","0","遺愛分"
"小学校","1","税務署","保健所","0","0","2430008","0","0","銀行"
"個人年金保険","1","家族傷害保険","自賠責保険","0","0","2430009","0","0","火災保険 "
"ガス","1","電気","水道","0","0","2430010","0","0","固定電話"
"すぐに効き目が出る薬","1","高くてなかなか手に入らない薬","周りを糖分でくるんだ薬","0","0","2430011","0","0","遠くの病院でもらう薬"
"固定資産","1","行動資産","流動資産","0","0","2430015","0","0","確定資産"
"誕生日","1","敬老の日","成人式","0","0","2430016","0","0","銀婚式"
"カラス講","1","クラゲ講","ネズミ講","0","0","2430017","0","0","カマキリ講"
"A4","1","B4","A3","0","0","2430018","0","0","B5"
"案内標識","1","警戒標識","規制標識","0","0","2430019","0","0","指示標識"
"眼帯","1","時間帯","岩田帯","0","0","2430020","0","0","亜寒帯"
"50キロ","1","40キロ","30キロ","0","0","2430021","0","0","20キロ"
"車体の色","1","運転手の制服の色","ナンバープレートの色","0","0","2430022","0","0","割引チケットの色"
"立春","1","土用","節分","0","0","2430023","0","0","夏至"
"1人","1","3人","2人","0","0","2430024","0","0","0人"
"ROAD","1","COUNTRY","ROUTE","0","0","2430025","0","0","NUMBER"
"住民票","1","課税証明書","戸籍謄本","0","0","2430026","0","0","印鑑登録証明書"
"御不浄","1","御洗浄","御手洗","0","0","2430027","0","0","御内儀"
"都入り","1","お蔵入り","お国入り","0","0","2430028","0","0","藪入り"
"脱獄","1","地獄","疑獄","0","0","2430029","0","0","牢獄"
"北東","1","北","北西","0","0","2430030","0","0","東"
"ぼさつ","1","ひっさつ","おさつ","0","0","2430031","0","0","いきさつ"
"子宝手帳","1","臨月手帳","母子健康手帳","0","0","2430032","0","0","育児手帳"
"もみじ肉","1","ぼたん肉","さくら肉","0","0","2430034","0","0","つつじ肉"
"ピッチャー液","1","ライト液","バッター液","0","0","2430041","0","0","キャッチャー液"
"しゃぶしゃぶ","1","肉じゃが","すきやき","0","0","2430042","0","0","ジンギスカン"
"長ネギ","1","シイタケ","しらたき","0","0","2430043","0","0","白菜"
"ジャガイモ","1","サトイモ","サツマイモ","0","0","2430044","0","0","コンニャクイモ"
"サツマイモ","1","ジャガイモ","コンニャクイモ","0","0","2430046","0","0","サトイモ"
"マグロ","1","シャケ","カツオ","0","0","2430047","0","0","イワシ"
"クジラ","1","マグロ","サメ","0","0","2430048","0","0","イルカ"
"ダイコン","1","ハクサイ","ネギ","0","0","2430049","0","0","オクラ"
"真水","1","酢","塩水","0","0","2430052","0","0","泥水"
"ピーターパン","1","ピタパン","ピータン","0","0","2430053","0","0","ピーカン"
"グラッセ","1","スフレ","ピューレ","0","0","2430054","0","0","パテ"
"テリーヌ","1","エシャロット","クルトン","0","0","2430056","0","0","プラリネ"
"杉むき","1","松むき","桂むき","0","0","2430058","0","0","樫むき"
"ようかん","1","わらび餅","ういろう","0","0","2430060","0","0","きんつば"
"ラザニア","1","オムレツ","パエリア","0","0","2430061","0","0","ブイヤベース"
"駆けだしの冒険者","1","冒険の始まり","冒険への初立","0","0","2431001","0","0","裸の冒険者"
"美の饗宴","1","ユキのビューティーチェック","ユキの審美会","0","0","2431002","0","0","美の伝道者"
"緑竜の骸嶺","1","蒼海の孤塔","毒瘴の闇稜","0","0","2431003","0","0","断崖の遺跡"
"ムイミの思い出","1","追憶のメモリー","追想のデフラグ","0","0","2431004","0","0","ノウェムの過ぎ去りし日々"
"GREEDY LOVE","1","Seize The Day！","私色STORY","0","0","2431005","0","0","フェアリーテイルは夢の中"
"ファイン","1","フィーネ","フォルテ","0","0","2510003","0","0","フォックス"
"チェロ","1","バイオリン","コントラバス","0","0","2510004","0","0","ビオラ"
"g","1","d","f","0","0","2510005","0","0","i"
"作曲者","1","最年長","指揮者","0","0","2510006","0","0","第一バイオリン"
"ごぶさた","1","ひさしぶり","しばらく","0","0","2510007","0","0","このあいだはどうも"
"Cuter Voice","1","Commercial Voice","Character Voice","0","0","2510008","0","0","Create Voice"
"キラーソフト","1","スタートソフト","ローンチソフト","0","0","2510009","0","0","バンドルソフト"
"縦ロール","1","盛り髪","アホ毛","0","0","2510010","0","0","ちょこ毛"
"将棋","1","チェス","オセロ","0","0","2510012","0","0","どれも同じ"
"飛車","1","角行","王将","0","0","2510013","0","0","歩兵"
"そよ風","1","北風","木枯らし","0","0","2510014","0","0","爆風"
"ハリケーン","1","タイフーン","スコール","0","0","2510015","0","0","モンスーン"
"なぎ","1","とろ","しけ","0","0","2510016","0","0","ふち"
"バビン","1","ブビン","ボビン","0","0","2510018","0","0","ベビン"
"ボヘミア","1","プレミア","カシミア","0","0","2510019","0","0","クリミア"
"シャンプー","1","リンス","トリートメント","0","0","2510022","0","0","ボディーソープ"
"チーク","1","ヒトカラ","マスカラ","0","0","2510023","0","0","マラカス"
"ステップ","1","スリット","ステッチ","0","0","2510025","0","0","スカッド"
"バインダー","1","バイプレーヤー","バイヤー","0","0","2510027","0","0","バイト"
"軟水","1","上水","硬水","0","0","2510028","0","0","井戸水"
"テンプテーション","1","エクトプラズム","ポルターガイスト","0","0","2510029","0","0","リインカーネーション"
"トランプ","1","麻雀牌","サイコロ","0","0","2510030","0","0","将棋の駒"
"将棋","1","麻雀","囲碁","0","0","2510031","0","0","五目並べ"
"バイオハザード","1","マネーハザード","モラルハザード","0","0","2510032","0","0","ライフハザード"
"バリン","1","ラパン","バラン","0","0","2510033","0","0","ハッパ"
"包丁をよく冷やす","1","包丁を油まみれにする","包丁を軽く温める","0","0","2510035","0","0","包丁をさびつかせる"
"チュチュ","1","キュキュ","シュシュ","0","0","2510038","0","0","リュリュ"
"パニール","1","ストール","デニール","0","0","2510039","0","0","プリーツ"
"除湿液","1","除名液","除光液","0","0","2510040","0","0","除算液"
"ベージュ","1","コサージュ","ルージュ","0","0","2510041","0","0","ミラージュ"
"アンチクルージング","1","アンチクレンジング","アンチエイジング","0","0","2510042","0","0","アンチドレッシング"
"スリーカード","1","フラッシュ","ワンペア","0","0","2510043","0","0","フルハウス"
"ロン","1","ポン","ツモ","0","0","2510044","0","0","チー"
"7月7日","1","6月6日","8月8日","0","0","2510046","0","0","5月5日"
"A","1","B","C","0","0","2510047","0","0","D"
"耳打ち","1","舌打ち","峰打ち","0","0","2510048","0","0","頭打ち"
"トラック","1","深夜バス","タクシー","0","0","2510050","0","0","タンカー"
"タチバナ","1","キク","ヒマワリ","0","0","2510051","0","0","キリ"
"味の強い順番","1","カロリーの高い順番","使っている量の多い順番","0","0","2510053","0","0","高価な食材の順番"
"ドライヤー","1","プレイヤー","フライヤー","0","0","2510054","0","0","セットリスト"
"デジタルジョーカー","1","ダンスジョグ","ディスクジョッキー","0","0","2510056","0","0","ドリームジャスティス"
"側転","1","回転","暗転","0","0","2510057","0","0","バク転"
"ビッグバンド","1","ハズバンド","ブラスバンド","0","0","2510058","0","0","ブロードバンド"
"金","1","銀","歩","0","0","2510059","0","0","角"
"ジャズ音","1","ロック音","ラップ音","0","0","2510060","0","0","エンカ音"
"職員室","1","保健室","プール","0","0","2511001","0","0","体育館"
"4.5","1","6.5","5.5","0","0","2511002","0","0","3.5"
"レイ","1","シオリ","ヒヨリ","0","0","2511003","0","0","サレン"
"どこでもチエルちゃん","1","いつでもチエルちゃん","おしゃべりチエルちゃん","0","0","2511004","0","0","ちぇる～ん☆チエルちゃん"
"リッチモンド・タワー","1","クレジッタ・ビルディング","クレジッタ・タワー","0","0","2511005","0","0","タワー・オブ・クレジッタ"
"6月27日","1","7月7日","7月2日","0","0","2520001","0","0","6月22日"
"皮切り","1","身切り","骨切り","0","0","2520002","0","0","髪切り"
"さわり","1","まわし","にぎり","0","0","2520004","0","0","はなし"
"自由鉤","1","自分鉤","自在鉤","0","0","2520006","0","0","天狗鉤"
"チャチャ","1","チェチェ","チュチュ","0","0","2520007","0","0","チョチョ"
"ライトフィッシング","1","ヘビーフィッシング","フライフィッシング","0","0","2520009","0","0","ヘアーフィッシング"
"糸","1","浮き","重り","0","0","2520010","0","0","針"
"生語り","1","直語り","素語り","0","0","2520011","0","0","静語り"
"露点","1","屋点","野点","0","0","2520012","0","0","支点"
"ステージ","1","グランジ","フリンジ","0","0","2520013","0","0","ブリッジ"
"セパレート","1","セールスランキング","セレクトショップ","0","0","2520015","0","0","セレモニー"
"レギンス","1","オーバーニーソックス","プルオーバー","0","0","2520016","0","0","スコート"
"コーンフレーク","1","オートミール","グラノーラ","0","0","2520018","0","0","ポリッジ"
"ワイアード","1","ブリザード","ティアード","0","0","2520020","0","0","プレイヤード"
"ティーザー広告","1","シズル広告","サブリミナル広告","0","0","2520022","0","0","テスティモニアル広告"
"5本","1","8本","4本","0","0","2520023","0","0","6本"
"トリオ","1","デュオ","クインテット","0","0","2520024","0","0","カルテット"
"メゾアルト","1","バリトン","メゾソプラノ","0","0","2520025","0","0","テノール"
"マドラス","1","タータン","アーガイル","0","0","2520026","0","0","ギンガム"
"先負","1","大安","先勝","0","0","2520028","0","0","仏滅"
"S","1","T","R","0","0","2520029","0","0","U"
"麻雀","1","花札","囲碁","0","0","2520033","0","0","将棋"
"7月1日","1","9月1日","8月1日","0","0","2520034","0","0","6月1日"
"まぶた","1","尻","足の裏","0","0","2520035","0","0","膝"
"ようかん売り","1","すあま売り","ういろう売り","0","0","2520037","0","0","ぎゅうひ売り"
"クラウド","1","フレーム","バルーン","0","0","2520038","0","0","サークル"
"ダイヤのキング","1","スペードのキング","ハートのキング","0","0","2520039","0","0","クラブのキング"
"ルビー","1","ターコイズ","アメシスト","0","0","2520040","0","0","ラピスラズリ"
"地球暦 ","1","太陰暦","太陽暦 ","0","0","2520042","0","0","御化暦"
"11年目","1","21年目","1年目","0","0","2520043","0","0","31年目"
"長編み","1","細編み","メリヤス編み","0","0","2520044","0","0","鎖編み"
"字一色","1","大三元","天和","0","0","2520045","0","0","四暗刻"
"ストレート","1","フルハウス","フラッシュ","0","0","2520047","0","0","ファイブカード"
"川","1","瀞","海","0","0","2520048","0","0","山"
"ラシェ","1","カシェ","サシェ","0","0","2520049","0","0","リシェ"
"南東","1","北西","北東","0","0","2520050","0","0","南西"
"クルーザーネック","1","クルブシネック","クルーネック","0","0","2520051","0","0","クルクルネック"
"ピーチカラー","1","パールカラー","アースカラー","0","0","2520052","0","0","ドールカラー"
"かっぱ","1","せっさ","かっさ","0","0","2520054","0","0","せっぱ"
"キープオン","1","ページオン","ロールオン","0","0","2520055","0","0","ピースオン"
"ウーファー","1","サイドカー","チョーカー","0","0","2520056","0","0","ストーカー"
"24組","1","30組","26組","0","0","2520058","0","0","20組"
"クインテット","1","トリオ","カルテット","0","0","2520059","0","0","デュオ"
"クロノグラフ","1","バロメーター","メトロノーム","0","0","2520060","0","0","オシロスコープ"
"うつ","1","のむ","さす","0","0","2520061","0","0","きく"
"天露の金甘水","1","雲海の魔物肉","ゴールデン無限おにぎり","0","0","2521001","0","0","至高のドラゴンテイルおでん"
"ご飯","1","肉","卵","0","0","2521002","0","0","蜜"
"キャンプ道具","1","だいじょぶマイフレンドくん1号","土鍋","0","0","2521003","0","0","弓"
"竜の卵","1","竜の翼","龍の卵","0","0","2521004","0","0","龍の翼"
"龍の卵をカジノ王から盗む","1","ホマレにいたずらをする","ホマレの部屋で写真を撮る","0","0","2521005","0","0","カヤと掃除をする"
"シャドータイピング","1","ノールックタイピング","タッチタイピング","0","0","2530001","0","0","スーパータイピング"
"ソルトプール","1","ソルトスポット","タイドプール","0","0","2530002","0","0","スイートスポット"
"キャットトゥース","1","キャメルトゥース","ハウンドトゥース","0","0","2530003","0","0","シャークトゥース"
