6c4e15e33799146e6246870319dc2c331e1a732e27e5c6217874f953d23dd673,fbe5d82f6be7d86ea9c843fda8f16fb2bbcff1c69110726efeb0cf81e58b537b,2b67bf7fa3a55b4d85b4cc97e0fd7f1b1fd6b84f41a8065d2fbb8e63aa143afd,2beb0f0a5236f3be650335620b070f7dc41a119699a8686ed34d43a858dd9dc4,f7cb8a8ab6f542be38ff6fdd5b7b1feb6f276d7dda3fca0d4286d510b9f96b06,e9a3e7fe6fb0a392f236c8bdd60f4d3ffd16c3c84ec438b11c29865fe4e7ae22,2c3b3f32500744a661501dab4b20a476d47baeaefcabf20f60a1ad3b695b28d2,74655d98eaa34cadf14778436d940d91c4ecdceccb084bf5a41f4438903bfab1,302eccc2327609db129a577086b34a143f5063708d5d49179cbc60031383ec6d,35776e1134a91de2d770c28cddb17a3358acb96564f5e01a45412fd5b96f3ba6
"14","0","1140023","8","1","0","0","23","0","なかよし部のみなさん、"
"14","0","1140024","0","4","1","0","24","2.125",""
"14","0","1140025","8","1","0","0","25","0","親切にしてくれたクラスメイトのみんなのことが思い浮かんでくる。\n\n"
"14","0","1140026","0","4","1","0","26","6.375",""
"14","vo_10011600_1405","1140027","0","2","0","vo_10011600","27","0",""
"14","0","1140028","8","1","0","0","28","0","聖テレサ女学院のみなさん、\n"
"14","0","1140029","0","4","1","0","29","2.875",""
"14","0","1140030","8","1","0","0","30","0","本当に"
"14","0","1140031","0","4","1","0","31","1.375",""
"14","0","1140032","8","1","0","0","32","0","ありがとうございました！"
"14","0","1140033","0","4","1","0","33","2.5",""
