ded148c683a1b8ffc9c4d749ac420349da8f81e651d13fc1b8c4c2b5336cd646,279ae35b87c962ee85221c5a2c12c372ebad0d82a01eb18ceb7c162df31d1642,2ca58603b41615da2f21337e0a306a281a53bae44afbbd67e0f3d0ef07a403ac,4a54900e9b4f1e499d5b416d5a4cafeb8ecaeb78cca577c58ca63e126518e906,268dd0b9e3ce138413bd68fb9202204f61f0651d9f6a7ef2b40c6164a9a1223c,da5da3e2ffa0ea06e0b31a06beda74dafcb55c6afbd3424f065d7aa89e74d392,e832c0c5a61dc75df15b67205eea84995a50c781f287176e4d955210d91306a6,0b64d7bbf484b6656fb542ac6e86eba8abe16486d9a6c2dffce5bebadc307dd7,92a77eeb9e3fdac6a87ba9b266c1ae995026dbb5cb9285aad79d2e4abbd863a7
"28002039","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1100","298"
"28002039","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","15000000","299"
"28002039","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","300"
"26003028","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","301"
"26003028","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","750000","302"
"18001005","2030/12/31 23:59:59","2018/01/01 5:00:00","93001","-1","1","6","250","303"
"18001006","2030/12/31 23:59:59","2018/01/01 5:00:00","93001","-1","1","6","250","304"
"26002032","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1000","305"
"28002040","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1100","306"
"28002040","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","15000000","307"
"28002040","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","308"
"26003029","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","309"
"26003029","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","750000","310"
"26002033","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1000","311"
"26002034","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1000","312"
"21003002","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","313"
"21103002","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","314"
"26003030","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","315"
"26003030","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","750000","316"
"28002041","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1100","317"
"28002041","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","15000000","318"
"28002041","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","319"
"26003031","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","320"
"26003031","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","750000","321"
"26003032","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","322"
"26003032","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","750000","323"
"26003033","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","324"
"26003033","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","750000","325"
"26003034","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","326"
"26003034","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","750000","327"
"28002042","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1100","328"
"28002042","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","15000000","329"
"28002042","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","330"
"26002035","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1000","331"
"26002036","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1000","332"
"26002037","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1000","333"
"26002038","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1000","334"
"21005040","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","100","336"
"28002043","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1100","337"
"28002043","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","15000000","338"
"28002043","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","339"
"28002044","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","1100","340"
"28002044","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","15000000","341"
"28002044","2030/12/31 23:59:59","2018/01/01 5:00:00","90007","-1","1","2","1500","342"
"27004003","2030/12/31 23:59:59","2018/01/01 5:00:00","4101404","-1","1","18","1","343"
"26003035","2030/12/31 23:59:59","2018/01/01 5:00:00","91002","-1","1","8","50","1001"
"26003035","2030/12/31 23:59:59","2018/01/01 5:00:00","94002","-1","1","12","750000","1002"
"11001001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","39","1","5","30","10001003"
"11001001","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","39","1","12","30000","10001004"
"11001001","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","39","1","8","10","10001005"
"11003001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","39","1","5","40","10001006"
"11003001","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","39","1","2","2","10001007"
"11003001","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","39","1","8","10","10001008"
"13002001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","39","1","5","20","10001009"
"18004001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","39","1","5","20","10001010"
"16006001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","39","1","5","25","10001011"
"16007001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","39","1","5","25","10001012"
"16007001","2022/12/16 4:59:59","2020/11/16 5:00:00","22001","39","1","2","3","10001013"
"11004001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","39","1","5","30","10001014"
"11004001","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","39","1","2","2","10001015"
"11004001","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","39","1","2","500","10001016"
"11005001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","39","1","5","40","10001017"
"11005001","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","39","1","12","30000","10001018"
"11005001","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","39","1","2","500","10001019"
"11001001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","39","1","5","60","10001023"
"14001001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","39","1","5","40","10001024"
"14001001","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","39","1","12","80000","10001025"
"14001001","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","39","1","2","2","10001026"
"14003001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","39","1","5","50","10001027"
"14003001","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","39","1","12","140000","10001028"
"14003001","2022/12/16 4:59:59","2020/11/16 5:00:00","22002","39","1","2","4","10001029"
"11001001","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","39","1","12","30000","10001030"
"11001001","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","39","1","8","10","10001031"
"11003001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","39","1","5","80","10001032"
"11003001","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","39","1","2","2","10001033"
"11003001","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","39","1","8","10","10001034"
"13002001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","39","1","5","40","10001035"
"18004001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","39","1","5","40","10001036"
"16006001","2024/02/14 23:59:59","2022/12/16 5:00:00","0","39","1","5","50","10001037"
"16007001","2024/02/14 23:59:59","2022/12/16 5:00:00","0","39","1","5","50","10001038"
"16007001","2024/02/14 23:59:59","2022/12/16 5:00:00","22001","39","1","2","3","10001039"
"11004001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","39","1","5","60","10001040"
"11004001","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","39","1","2","2","10001041"
"11004001","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","39","1","2","500","10001042"
"11005001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","39","1","5","80","10001043"
"11005001","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","39","1","12","30000","10001044"
"11005001","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","39","1","2","500","10001045"
"14001001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","39","1","5","80","10001046"
"14001001","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","39","1","12","80000","10001047"
"14001001","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","39","1","2","2","10001048"
"14003001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","39","1","5","100","10001049"
"14003001","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","39","1","12","140000","10001050"
"14003001","2030/12/31 23:59:59","2022/12/16 5:00:00","22002","39","1","2","4","10001051"
"11101001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","39","1","5","20","10001114"
"11101001","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","39","1","2","2","10001115"
"11001002","2022/12/16 4:59:59","2020/11/16 5:00:00","0","39","1","5","30","10001121"
"11001002","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","39","1","12","30000","10001122"
"11001002","2022/12/16 4:59:59","2020/11/16 5:00:00","23001","39","1","2","6","10001123"
"11101001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","39","1","5","40","10001152"
"11101001","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","39","1","2","2","10001153"
"11001002","2030/12/31 23:59:59","2022/12/16 5:00:00","0","39","1","5","60","10001154"
"11001002","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","39","1","12","30000","10001155"
"11001002","2030/12/31 23:59:59","2022/12/16 5:00:00","23001","39","1","2","6","10001156"
"11001001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","54","40","5","30","10040003"
"11001001","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","54","40","12","40000","10040004"
"11001001","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","54","40","8","10","10040005"
"11003001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","54","40","5","45","10040006"
"11003001","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","54","40","2","6","10040007"
"11003001","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","54","40","8","10","10040008"
"13002001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","54","40","5","20","10040009"
"18004001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","54","40","5","20","10040010"
"16006001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","54","40","5","25","10040011"
"16007001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","54","40","5","25","10040012"
"16007001","2022/12/16 4:59:59","2020/11/16 5:00:00","22001","54","40","2","3","10040013"
"11004001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","54","40","5","30","10040014"
"11004001","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","54","40","2","6","10040015"
"11004001","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","54","40","2","500","10040016"
"11005001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","54","40","5","45","10040017"
"11005001","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","54","40","12","40000","10040018"
"11005001","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","54","40","2","500","10040019"
"11001001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","54","40","5","60","10040023"
"14001001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","54","40","5","45","10040024"
"14001001","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","54","40","12","100000","10040025"
"14001001","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","54","40","2","3","10040026"
"14003001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","54","40","5","55","10040027"
"14003001","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","54","40","12","180000","10040028"
"14003001","2022/12/16 4:59:59","2020/11/16 5:00:00","22002","54","40","2","4","10040029"
"11001001","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","54","40","12","40000","10040030"
"11001001","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","54","40","8","10","10040031"
"11003001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","54","40","5","90","10040032"
"11003001","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","54","40","2","6","10040033"
"11003001","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","54","40","8","10","10040034"
"13002001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","54","40","5","40","10040035"
"18004001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","54","40","5","40","10040036"
"16006001","2024/02/14 23:59:59","2022/12/16 5:00:00","0","54","40","5","50","10040037"
"16007001","2024/02/14 23:59:59","2022/12/16 5:00:00","0","54","40","5","50","10040038"
"16007001","2024/02/14 23:59:59","2022/12/16 5:00:00","22001","54","40","2","3","10040039"
"11004001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","54","40","5","60","10040040"
"11004001","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","54","40","2","6","10040041"
"11004001","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","54","40","2","500","10040042"
"11005001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","54","40","5","90","10040043"
"11005001","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","54","40","12","40000","10040044"
"11005001","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","54","40","2","500","10040045"
"14001001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","54","40","5","90","10040046"
"14001001","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","54","40","12","100000","10040047"
"14001001","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","54","40","2","3","10040048"
"14003001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","54","40","5","110","10040049"
"14003001","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","54","40","12","180000","10040050"
"14003001","2030/12/31 23:59:59","2022/12/16 5:00:00","22002","54","40","2","4","10040051"
"11101001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","54","40","5","20","10040114"
"11101001","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","54","40","2","3","10040115"
"11001002","2022/12/16 4:59:59","2020/11/16 5:00:00","0","54","40","5","35","10040121"
"11001002","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","54","40","12","40000","10040122"
"11001002","2022/12/16 4:59:59","2020/11/16 5:00:00","23001","54","40","2","6","10040123"
"11101001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","54","40","5","40","10040152"
"11101001","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","54","40","2","3","10040153"
"11001002","2030/12/31 23:59:59","2022/12/16 5:00:00","0","54","40","5","70","10040154"
"11001002","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","54","40","12","40000","10040155"
"11001002","2030/12/31 23:59:59","2022/12/16 5:00:00","23001","54","40","2","6","10040156"
"11001001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","74","55","5","35","10055003"
"11001001","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","74","55","12","50000","10055004"
"11001001","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","74","55","8","10","10055005"
"11003001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","74","55","5","45","10055006"
"11003001","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","74","55","2","10","10055007"
"11003001","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","74","55","8","10","10055008"
"13002001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","74","55","5","20","10055009"
"18004001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","74","55","5","20","10055010"
"16006001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","74","55","5","30","10055011"
"16007001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","74","55","5","30","10055012"
"16007001","2022/12/16 4:59:59","2020/11/16 5:00:00","22001","74","55","2","3","10055013"
"11004001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","74","55","5","35","10055014"
"11004001","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","74","55","2","10","10055015"
"11004001","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","74","55","2","500","10055016"
"11005001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","74","55","5","45","10055017"
"11005001","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","74","55","12","50000","10055018"
"11005001","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","74","55","2","500","10055019"
"11001001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","74","55","5","70","10055023"
"14001001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","74","55","5","45","10055024"
"14001001","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","74","55","12","120000","10055025"
"14001001","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","74","55","2","4","10055026"
"14003001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","74","55","5","60","10055027"
"14003001","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","74","55","12","220000","10055028"
"14003001","2022/12/16 4:59:59","2020/11/16 5:00:00","22002","74","55","2","4","10055029"
"11001001","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","74","55","12","50000","10055030"
"11001001","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","74","55","8","10","10055031"
"11003001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","74","55","5","90","10055032"
"11003001","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","74","55","2","10","10055033"
"11003001","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","74","55","8","10","10055034"
"13002001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","74","55","5","40","10055035"
"18004001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","74","55","5","40","10055036"
"16006001","2024/02/14 23:59:59","2022/12/16 5:00:00","0","74","55","5","60","10055037"
"16007001","2024/02/14 23:59:59","2022/12/16 5:00:00","0","74","55","5","60","10055038"
"16007001","2024/02/14 23:59:59","2022/12/16 5:00:00","22001","74","55","2","3","10055039"
"11004001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","74","55","5","70","10055040"
"11004001","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","74","55","2","10","10055041"
"11004001","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","74","55","2","500","10055042"
"11005001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","74","55","5","90","10055043"
"11005001","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","74","55","12","50000","10055044"
"11005001","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","74","55","2","500","10055045"
"14001001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","74","55","5","90","10055046"
"14001001","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","74","55","12","120000","10055047"
"14001001","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","74","55","2","4","10055048"
"14003001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","74","55","5","120","10055049"
"14003001","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","74","55","12","220000","10055050"
"14003001","2030/12/31 23:59:59","2022/12/16 5:00:00","22002","74","55","2","4","10055051"
"11101001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","74","55","5","20","10055114"
"11101001","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","74","55","2","4","10055115"
"11001002","2022/12/16 4:59:59","2020/11/16 5:00:00","0","74","55","5","35","10055121"
"11001002","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","74","55","12","50000","10055122"
"11001002","2022/12/16 4:59:59","2020/11/16 5:00:00","23001","74","55","2","6","10055123"
"11101001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","74","55","5","40","10055152"
"11101001","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","74","55","2","4","10055153"
"11001002","2030/12/31 23:59:59","2022/12/16 5:00:00","0","74","55","5","70","10055154"
"11001002","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","74","55","12","50000","10055155"
"11001002","2030/12/31 23:59:59","2022/12/16 5:00:00","23001","74","55","2","6","10055156"
"11001001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","94","75","5","35","10075003"
"11001001","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","94","75","12","60000","10075004"
"11001001","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","94","75","8","10","10075005"
"11003001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","94","75","5","50","10075006"
"11003001","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","94","75","2","14","10075007"
"11003001","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","94","75","8","10","10075008"
"13002001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","94","75","5","25","10075009"
"18004001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","94","75","5","25","10075010"
"16006001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","94","75","5","30","10075011"
"16007001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","94","75","5","30","10075012"
"16007001","2022/12/16 4:59:59","2020/11/16 5:00:00","22001","94","75","2","3","10075013"
"11004001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","94","75","5","35","10075014"
"11004001","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","94","75","2","14","10075015"
"11004001","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","94","75","2","500","10075016"
"11005001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","94","75","5","50","10075017"
"11005001","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","94","75","12","60000","10075018"
"11005001","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","94","75","2","500","10075019"
"11001001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","94","75","5","70","10075023"
"14001001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","94","75","5","45","10075024"
"14001001","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","94","75","12","150000","10075025"
"14001001","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","94","75","2","5","10075026"
"14003001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","94","75","5","60","10075027"
"14003001","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","94","75","12","250000","10075028"
"14003001","2022/12/16 4:59:59","2020/11/16 5:00:00","22002","94","75","2","4","10075029"
"11001001","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","94","75","12","60000","10075030"
"11001001","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","94","75","8","10","10075031"
"11003001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","94","75","5","100","10075032"
"11003001","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","94","75","2","14","10075033"
"11003001","2030/12/31 23:59:59","2022/12/16 5:00:00","91002","94","75","8","10","10075034"
"13002001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","94","75","5","50","10075035"
"18004001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","94","75","5","50","10075036"
"16006001","2024/02/14 23:59:59","2022/12/16 5:00:00","0","94","75","5","60","10075037"
"16007001","2024/02/14 23:59:59","2022/12/16 5:00:00","0","94","75","5","60","10075038"
"16007001","2024/02/14 23:59:59","2022/12/16 5:00:00","22001","94","75","2","3","10075039"
"11004001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","94","75","5","70","10075040"
"11004001","2030/12/31 23:59:59","2022/12/16 5:00:00","20002","94","75","2","14","10075041"
"11004001","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","94","75","2","500","10075042"
"11005001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","94","75","5","100","10075043"
"11005001","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","94","75","12","60000","10075044"
"11005001","2030/12/31 23:59:59","2022/12/16 5:00:00","90007","94","75","2","500","10075045"
"14001001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","94","75","5","90","10075046"
"14001001","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","94","75","12","150000","10075047"
"14001001","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","94","75","2","5","10075048"
"14003001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","94","75","5","120","10075049"
"14003001","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","94","75","12","250000","10075050"
"14003001","2030/12/31 23:59:59","2022/12/16 5:00:00","22002","94","75","2","4","10075051"
"11101001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","94","75","5","25","10075114"
"11101001","2022/12/16 4:59:59","2020/11/16 5:00:00","20003","94","75","2","5","10075115"
"11001002","2022/12/16 4:59:59","2020/11/16 5:00:00","0","94","75","5","35","10075121"
"11001002","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","94","75","12","60000","10075122"
"11001002","2022/12/16 4:59:59","2020/11/16 5:00:00","23001","94","75","2","6","10075123"
"11101001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","94","75","5","50","10075152"
"11101001","2030/12/31 23:59:59","2022/12/16 5:00:00","20003","94","75","2","5","10075153"
"11001002","2030/12/31 23:59:59","2022/12/16 5:00:00","0","94","75","5","70","10075154"
"11001002","2030/12/31 23:59:59","2022/12/16 5:00:00","94002","94","75","12","60000","10075155"
"11001002","2030/12/31 23:59:59","2022/12/16 5:00:00","23001","94","75","2","6","10075156"
"11001001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","119","95","5","40","10095003"
"11001001","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","119","95","12","70000","10095004"
"11001001","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","119","95","8","10","10095005"
"11003001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","119","95","5","50","10095006"
"11003001","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","119","95","2","18","10095007"
"11003001","2022/12/16 4:59:59","2020/11/16 5:00:00","91002","119","95","8","10","10095008"
"13002001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","119","95","5","25","10095009"
"18004001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","119","95","5","25","10095010"
"16006001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","119","95","5","30","10095011"
"16007001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","119","95","5","30","10095012"
"16007001","2022/12/16 4:59:59","2020/11/16 5:00:00","22001","119","95","2","3","10095013"
"11004001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","119","95","5","40","10095014"
"11004001","2022/12/16 4:59:59","2020/11/16 5:00:00","20002","119","95","2","18","10095015"
"11004001","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","119","95","2","500","10095016"
"11005001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","119","95","5","50","10095017"
"11005001","2022/12/16 4:59:59","2020/11/16 5:00:00","94002","119","95","12","60000","10095018"
"11005001","2022/12/16 4:59:59","2020/11/16 5:00:00","90007","119","95","2","500","10095019"
"11001001","2030/12/31 23:59:59","2022/12/16 5:00:00","0","119","95","5","80","10095023"
"14001001","2022/12/16 4:59:59","2020/11/16 5:00:00","0","119","95","5","50","10095024"
