847d1baabc72a1d6643691e8a83572f193b5433c6afa8c0ec7137c39d97108c4,f52362898b48628eb38b625de898fec0e28fc197c7d7ee960f1214fb2f0b0d5f,74e757f1514a4278e851df4917176e518375c1375c7e73802efacb41b6e065f1,d258b74fba357726ed10b57720619eafbacc9644c4dfc1c5456b5f6b73673b4c,f280be45ef6880481fb87e82241583146864f6cfec00c410d0e321f1bf88898a,663eb2dd517f98040a604e3a0c7d4d90bf254e59ac087dece8d30ddcb4ae8401,66c954a680e1dc97970461bec8a938640d4c0feea27d6195e103bd64a246f0c8,8dd78b166dfa8dd4df16cc02fc666ac7afada5e4ea5262f80139b76091635fde,d926c1cbf2ec0e8e55fd05fee626ab358e723e788e173458e2a058dfc9bd087e,a964f3bc3ca8dd42bdd3500881a56ed8f234c25c62d07761e11e490f41669f83,8ac05dbe241e146026bdb1e87ae997f39ae9cea5a48924ad2729fdf12c959ea8
"-950","5","2","0","0.3","22","idle","18940004","894","9","-180"
"-180","31","1","","1","-1100","","18940005","894","6","1"
"-180","31","2","","1","-1250","","18940006","894","125","1"
"-180","31","3","","1","-950","","18940007","894","125","1"
"10","2","1050","","","-180","","18940008","894","127011",""
"10","2","900","","","-180","","18940009","894","1",""
"10","2","1200","","","-180","","18940010","894","2",""
"10","33","1050","","","-180","","18940011","894","1",""
"10","33","900","","","-180","","18940012","894","2",""
"10","33","1200","","","-180","","18940013","894","3",""
"","93","","","","","","18940014","894","2.1",""
"0","21","vo_fpc_89401","","","","","18940015","894","vo_fpc",""
"","23","se_fpc_water_random","","","","","18950001","895","se_10053800",""
"-1100","5","22","0","1.66","22","48_kyaru_floatRing","18950002","895","22","-180"
"-180","31","1","","1","-1100","","18950003","895","102","1"
"10","2","1050","","","-180","","18950004","895","22",""
"10","33","1050","","","-180","","18950005","895","1",""
"","93","","","","","","18950006","895","2.1",""
"0","21","vo_fpc_89501","","","","","18950007","895","vo_fpc",""
"","23","se_fpc_water_random","","","","","18960001","896","se_10053800",""
"-1100","5","21","0","1.66","22","02_neneka_floatRing","18960002","896","21","-180"
"-180","31","1","","1","-1100","","18960003","896","102","1"
"10","2","1050","","","-180","","18960004","896","21",""
"10","33","1050","","","-180","","18960005","896","1",""
"","93","","","","","","18960006","896","2.5",""
"0","21","vo_fpc_89601","","","","","18960007","896","vo_fpc",""
"-900","1","126811","0","1.75","33","01_yukari_idle","19010001","901","1","-250"
"-900","5","3","0","1.75","34","01_yukari_idle","19010002","901","3","-250"
"-900","5","2","0","1.75","32","cmn_boat_idle","19010003","901","2","-250"
"-250","31","126811","","1","-900","","19010004","901","101","1"
"","23","se_fpc_water_random","","","1","","19010005","901","se_10053800",""
"","91","0","","","","","19010006","901","19010004",""
"5.29411764705882","2","0","","","-250","","19010007","901","126811","12"
"5.29411764705882","2","0","","","-250","","19010008","901","3","12"
"5.29411764705882","2","0","","","-250","","19010009","901","2","12"
"5.29411764705882","33","0","","","-250","","19010010","901","126811","12"
"","91","","","","","","19010011","901","",""
"01_yukari_talk_loop","3","01_yukari_talk","0.1","0.1","0","","19010012","901","126811","1"
"01_yukari_talk_loop","3","01_yukari_talk","0.1","0.1","0","","19010013","901","3","1"
"","3","cmn_boat_idle","","0.1","1","","19010014","901","2",""
"","93","0","","","","","19010015","901","4",""
"0","21","vo_fpc_20100","","","","","19010016","901","vo_fpc",""
"1","11","ぷはぁ～…","0","0","10","0.5","19010017","901","126811","0"
"","91","","","","","","19010018","901","0",""
"","93","0","","","","","19010019","901","0.5",""
"0","21","vo_fpc_20101","","","","","19010020","901","vo_fpc",""
"1","11","真夏のビーチで飲むのもいいけど\n真冬にこうしてプールで飲むってのも\nぜーたくでいいわねぇ…","0","0","10","0.5","19010021","901","126811","0"
"","91","","","","","","19010022","901","0",""
"","93","0","","","","","19010023","901","0.5",""
"0","21","vo_fpc_20102","","","","","19010024","901","vo_fpc",""
"1","11","せーきひ麦ひゅわとうりゃ麦、\n追加で入荷してもらうように\nアキノさんにらのんでおこーっと…","0","0","10","0.5","19010025","901","126811","0"
"","91","","","","","","19010026","901","0",""
"","93","0","","","","","19010027","901","0.5",""
"","3","01_yukari_talk2_loop","","0.1","1","","19010028","901","126811",""
"","3","01_yukari_talk2_loop","","0.1","1","","19010029","901","3",""
"","3","cmn_boat_idle","","0.1","1","","19010030","901","2",""
"0","21","vo_fpc_20103","","","","","19010031","901","vo_fpc",""
"1","11","それにひてもなんかぐらぐらするわね～\nプールなのにビッグウェーブでも\nきてるのかしら…って、うぷっ！","0","0","10","0.5","19010032","901","126811","0"
"","91","","","","","","19010033","901","0",""
"01_yukari_sick_1_loop","3","01_yukari_sick_1","0.1","0.1","0","","19010034","901","126811","1"
"01_yukari_sick_1_loop","3","01_yukari_sick_1","0.1","0.1","0","","19010035","901","3","1"
"","3","cmn_boat_idle","","0.1","1","","19010036","901","2",""
"","93","0","","","","","19010037","901","2",""
"01_yukari_sick_2_loop","3","01_yukari_sick_2","0.1","0.1","0","","19010038","901","126811","1"
"01_yukari_sick_2_loop","3","01_yukari_sick_2","0.1","0.1","0","","19010039","901","3","1"
"","3","cmn_boat_idle","","0.1","1","","19010040","901","2",""
"0","21","vo_fpc_20104","","","","","19010041","901","vo_fpc",""
"1","11","あ、だめ…\n私にもビッグウェーブが…\nた、耐えるのよ、ユカリぃ…","0","0","10","0.5","19010042","901","126811","0"
"","91","","","","","","19010043","901","0",""
"","93","0","","","","","19010044","901","0.5",""
"4.52488687782805","2","1000","","","-250","","19010045","901","126811",""
"4.52488687782805","2","1000","","","-250","","19010046","901","3",""
"4.52488687782805","2","1000","","","-250","","19010047","901","2",""
"4.52488687782805","33","1000","","","-250","","19010048","901","126811",""
"","91","","","","","","19010049","901","0",""
"-780","5","1","0","1.75","22","02_neneka_floatRing","19020001","902","21","-180"
"-780","5","2","0","1.6625","12","02_neneka_floatRing","19020002","902","21","-125"
"-780","5","3","0","1.8375","32","02_neneka_floatRing","19020003","902","21","-250"
"-780","5","4","0","1.75","22","02_neneka_floatRing","19020004","902","21","-180"
"-780","5","5","0","1.6625","12","02_neneka_floatRing","19020005","902","21","-125"
"-780","5","6","0","1.8375","32","02_neneka_floatRing","19020006","902","21","-250"
"-180","31","1","","1","-780","","19020007","902","102","1"
"-125","31","2","","1","-780","","19020008","902","102","1"
"-250","31","3","","1","-780","","19020009","902","102","1"
"-180","31","4","","1","-780","","19020010","902","102","1"
"-125","31","5","","1","-780","","19020011","902","102","1"
"-250","31","6","","1","-780","","19020012","902","102","1"
"","23","se_fpc_water_random","","","1","","19020013","902","se_10053800",""
"","91","","","","","","19020014","902","19020012",""
"4.58823529411765","2","0","","","-180","","19020015","902","1","12"
"4.58823529411765","33","0","","","-180","","19020016","902","1","12"
"","91","","","","","","19020017","902","19020015",""
"0","21","vo_fpc_20200","","","","","19020018","902","vo_fpc",""
"1","11","ふむ…","0","0","10","0.5","19020019","902","1","0"
"","91","","","","","","19020020","902","0",""
"","93","0","","","","","19020021","902","0.5",""
"3.70588235294118","2","150","","","-180","","19020022","902","1","12"
"3.70588235294118","33","150","","","-180","","19020023","902","1","12"
"","3","02_neneka_floatRing","","0.1","1","","19020024","902","2",""
"3.70588235294118","2","-150","","","-125","","19020025","902","2","12"
"3.70588235294118","33","-150","","","-125","","19020026","902","2","12"
"","91","","","","","","19020027","902","19020025",""
"0","21","vo_fpc_20201","","","","","19020028","902","vo_fpc",""
"1","11","ただ流される、などという\n世の凡夫たちのような行いの\n何が楽しいのかと思っていましたが…","0","0","10","0.5","19020029","902","2","0"
"","91","","","","","","19020030","902","0",""
"","93","0","","","","","19020031","902","0.5",""
"3.11764705882353","2","250","","","-180","","19020032","902","1","12"
"3.11764705882353","33","250","","","-180","","19020033","902","1","12"
"3.11764705882353","2","0","","","-125","","19020034","902","2","12"
"3.11764705882353","33","0","","","-125","","19020035","902","2","12"
"","3","02_neneka_floatRing","","0.1","1","","19020036","902","3",""
"3.11764705882353","2","-250","","","-250","","19020037","902","3","12"
"3.11764705882353","33","-250","","","-250","","19020038","902","3","12"
"","91","","","","","","19020039","902","19020037",""
"0","21","vo_fpc_20202","","","","","19020040","902","vo_fpc",""
"1","11","これはこれで乙なものですね…\n今度ノウェムでも連れてきて\n流してみましょうか。","0","0","10","0.5","19020041","902","3","0"
"","93","1","","","","","19020042","902","4.5",""
"","93","0","","","","","19020043","902","0.9",""
"","91","","","","","","19020044","902","19020041",""
"","3","02_neneka_floatRing","","0.1","1","","19020045","902","4",""
"7.37556561085973","2","850","","","-180","","19020046","902","4",""
"7.37556561085973","33","850","","","-180","","19020047","902","4",""
"","93","0","","","","","19020048","902","0.2",""
"","3","02_neneka_floatRing","","0.1","1","","19020049","902","5",""
"2.71493212669683","2","850","","","-180","","19020050","902","1","12"
"2.71493212669683","33","850","","","-180","","19020051","902","1","12"
"","93","0","","","","","19020052","902","0.2",""
"3.84615384615385","2","850","","","-125","","19020053","902","2","12"
"3.84615384615385","33","850","","","-125","","19020054","902","2","12"
"","93","0","","","","","19020055","902","0.1",""
"4.97737556561086","2","850","","","-250","","19020056","902","3","12"
"4.97737556561086","33","850","","","-250","","19020057","902","3","12"
"","93","0","","","","","19020058","902","1.5",""
"6.26923076923077","2","850","","","-125","","19020059","902","5",""
"6.26923076923077","33","850","","","-125","","19020060","902","5",""
"","93","0","","","","","19020061","902","1",""
"","3","02_neneka_floatRing","","0.1","1","","19020062","902","6",""
"6.63800904977376","2","850","","","-250","","19020063","902","6",""
"6.63800904977376","33","850","","","-250","","19020064","902","6",""
"","91","","","","","","19020065","902","0",""
"","93","0","","","","","19020066","902","1",""
"","91","","","","","","19020067","902","0",""
"-750","1","113211","0","1.4875","12","03_cmn_walk_styk_N2","19030001","903","1","-15"
"750","1","113311","0","1.4875","12","03_cmn_run_def_N","19030002","903","1","-15"
"","23","se_fpc_water_random","","","1","","19030003","903","se_10053800",""
"","91","0","","","","","19030004","903","19030002",""
"3.52941176470588","2","-150","","","-15","","19030005","903","113211",""
"","93","0","","","","","19030006","903","1.5",""
"2.71493212669683","2","150","","","-15","","19030007","903","113311",""
"","91","","","","","","19030008","903","19030005",""
"","3","03_cmn_idol_def_N","","0.1","1","","19030009","903","113211",""
"","91","","","","","","19030010","903","19030007",""
"","3","03_nanaka_gufufu","","0.3","1","","19030011","903","113311",""
"","93","0","","","","","19030012","903","0.3",""
"0","21","vo_fpc_20300","","","","","19030013","903","vo_fpc",""
"1","11","ぐっふっふ、\nさすがアンナたそ♪","0","0","10","0.5","19030014","903","113311","0"
"","91","","","","","","19030015","903","0",""
"","93","0","","","","","19030016","903","0.5",""
"0","21","vo_fpc_20301","","","","","19030017","903","vo_fpc",""
"1","11","ナナカちゃんセレクトの伝説のスク水を\n完璧に着こなしておりますなあ！","0","0","10","0.5","19030018","903","113311","0"
"","91","","","","","","19030019","903","0",""
"","93","0","","","","","19030020","903","0.5",""
"","3","03_anna_shy","","0.1","1","","19030021","903","113211",""
"0","21","vo_fpc_20302","","","","","19030022","903","vo_fpc",""
"1","11","なっ、これは他に持ってないから\n仕方なくだなあ…","0","0","10","0.5","19030023","903","113211","0"
"","91","","","","","","19030024","903","0",""
"","93","0","","","","","19030025","903","0.5",""
"0","21","vo_fpc_20303","","","","","19030026","903","vo_fpc",""
"1","11","だいじょぶだいじょぶ、\n似合ってるのはホントだってば！","0","0","10","0.5","19030027","903","113311","0"
"","91","","","","","","19030028","903","0",""
"","93","0","","","","","19030029","903","0.5",""
"0","21","vo_fpc_20304","","","","","19030030","903","vo_fpc",""
"1","11","それともぉ…\nこっちの水着と交換してみる？","0","0","10","0.5","19030031","903","113311","0"
"","91","","","","","","19030032","903","0",""
"","93","0","","","","","19030033","903","0.5",""
"03_anna_pui_loop","3","03_anna_pui_in","","0.1","0","","19030034","903","113211","1"
"0","21","vo_fpc_20305","","","","","19030035","903","vo_fpc",""
"1","11","それはそれで恥ずかしいじゃないか！","0","0","10","0.5","19030036","903","113211","0"
"","91","","","","","","19030037","903","0",""
"","93","0","","","","","19030038","903","0.5",""
"0","21","vo_fpc_20306","","","","","19030039","903","vo_fpc",""
"1","11","わ、我には友が選んでくれた\nこのスク水で十分だ！","0","0","10","0.5","19030040","903","113211","0"
"","91","","","","","","19030041","903","0",""
"","93","0","","","","","19030042","903","0.5",""
"","4","1","","0.1","1","","19030043","903","113311",""
"","4","1","","0.1","1","","19030044","903","113211",""
"","3","03_cmn_run_def_N","","0.1","1","","19030045","903","113311",""
"","3","03_cmn_walk_styk_N2","","0.1","1","","19030046","903","113211",""
"2.71493212669683","2","750","","","-15","","19030047","903","113311",""
"3.52941176470588","2","-750","","","-15","","19030048","903","113211",""
"","91","","","","","","19030049","903","0",""
"-910","1","122811","0","1.75","22","04_misogi_flutterKick_loop","19040001","904","1","-180"
"-910","1","122911","0","1.75","12","04_mimi_flutterKick_loop","19040002","904","1","-125"
"-910","1","122711","0","1.75","22","04_kyouka_flutterKick_loop","19040003","904","1","-180"
"-910","1","129311","0","1.75","23","04_yuni_flutterKick_loop","19040004","904","1","-180"
"-910","5","1","0","1.75","22","cmn_swm_flutterKick_floatBoad","19040005","904","1","-180"
"-50","5","3","0","1.75","24","empty","19040006","904","3","-180"
"-180","31","1","","1","-910","","19040007","904","1","1"
"-180","31","11","","0","-910","","19040008","904","4","1"
"-125","31","2","","1","-910","","19040009","904","7","1"
"-125","31","21","","0","-910","","19040010","904","4","1"
"-180","31","3","","1","-910","","19040011","904","1","1"
"-180","31","31","","0","-910","","19040012","904","4","1"
"-180","31","4","","1","-910","","19040013","904","1","1"
"-180","31","41","","0","-50","","19040014","904","4","1"
"0","31","1006","","0","-180","","19040015","904","1006","1"
"","23","se_fpc_water_random","","","1","","19040016","904","se_10053800",""
"","91","0","","","","","19040017","904","19040015",""
"5.81447963800905","2","375","","","-180","","19040018","904","122811","12"
"5.81447963800905","33","375","","","-180","","19040019","904","1","12"
"5.81447963800905","33","375","","","-180","","19040020","904","11","12"
"","91","","","","","","19040021","904","",""
"","32","0","","","","","19040022","904","1",""
"","32","1","","","","","19040023","904","11",""
"04_misogi_float_loop","3","04_misogi_float_in","0.1","0.1","0","","19040024","904","122811","1"
"","93","0","","","","","19040025","904","0.9",""
"0","21","vo_fpc_20400","","","","","19040026","904","vo_fpc",""
"1","11","わーい！　ミソギがいっちばーん！\nオニさんこっちらー！","0","0","10","0.5","19040027","904","122811","0"
"","91","","","","","","19040028","904","0",""
"","93","0","","","","","19040029","904","0.5",""
"5.94117647058824","2","100","","","-125","","19040030","904","122911","12"
"5.94117647058824","33","100","","","-125","","19040031","904","2","12"
"5.94117647058824","33","100","","","-125","","19040032","904","21","12"
"","93","0","","","","","19040033","904","2",""
"0","21","vo_fpc_20401","","","","","19040034","904","vo_fpc",""
"1","11","逃げろ逃げろ～！","0","0","10","0.5","19040035","904","122911","0"
"","91","","","","","","19040036","904","19040032",""
"","32","0","","","","","19040037","904","2",""
"","32","1","","","","","19040038","904","21",""
"04_mimi_float_loop","3","04_mimi_float_in","0.1","0.1","0","","19040039","904","122911","1"
"5.40441176470588","2","-175","","","-180","","19040040","904","122711","12"
"5.40441176470588","33","-175","","","-180","","19040041","904","3","12"
"5.40441176470588","33","-175","","","-180","","19040042","904","31","12"
"","93","0","","","","","19040043","904","2",""
"0","21","vo_fpc_20402","","","","","19040044","904","vo_fpc",""
"1","11","も～！　二人とも待ってよ～！","0","0","10","0","19040045","904","122711","0"
"","91","","","","","","19040046","904","19040042",""
"","32","0","","","","","19040047","904","3",""
"","32","1","","","","","19040048","904","31",""
"04_kyouka_float_loop","3","04_kyouka_float_in","0.1","0.1","0","","19040049","904","122711","1"
"","93","0","","","","","19040050","904","1.2",""
"","32","1","","","","","19040051","904","1006",""
"","93","0","","","","","19040052","904","0.8",""
"","32","1","","","","","19040053","904","1",""
"","32","0","","","","","19040054","904","11",""
"","32","1","","","","","19040055","904","2",""
"","32","0","","","","","19040056","904","21",""
"","32","1","","","","","19040057","904","3",""
"","32","0","","","","","19040058","904","31",""
"04_misogi_flutterKick_loop","3","04_misogi_flutterKick_in","0.1","0.1","0","","19040059","904","122811","1"
"2.82805429864253","2","1000","","","-180","","19040060","904","122811",""
"2.82805429864253","33","1000","","","-180","","19040061","904","1",""
"","93","0","","","","","19040062","904","0.1",""
"04_mimi_flutterKick_loop","3","04_mimi_flutterKick_in","0.1","0.1","0","","19040063","904","122911","1"
"4.07239819004525","2","1000","","","-125","","19040064","904","122911",""
"4.07239819004525","33","1000","","","-125","","19040065","904","2",""
"","93","0","","","","","19040066","904","0.1",""
"04_kyouka_flutterKick_loop","3","04_kyouka_flutterKick_in","0.1","0.1","0","","19040067","904","122711","1"
"5.31674208144796","2","1000","","","-180","","19040068","904","122711",""
"5.31674208144796","33","1000","","","-180","","19040069","904","3",""
"","93","0","","","","","19040070","904","0.1",""
"5.05882352941176","2","-50","","","-180","","19040071","904","129311",""
"5.05882352941176","33","-50","","","-180","","19040072","904","4",""
"5.05882352941176","2","-50","","","-180","","19040073","904","1",""
"","93","0","","","","","19040074","904","2",""
"0","21","vo_fpc_20403","","","","","19040075","904","vo_fpc",""
"1","11","わーい♪","0","0","10","0.5","19040076","904","129311","0"
"","93","0","","","","","19040077","904","2.75882352941176",""
"04_yuni_flutterKick_pause_loop","3","04_yuni_flutterKick_pause_in","0.1","0.1","0","","19040078","904","3","1"
"04_yuni_flutterKick_pause_loop","3","04_yuni_flutterKick_pause_in","0.1","0.1","0","","19040079","904","129311","1"
"04_yuni_flutterKick_pause_loop","3","04_yuni_flutterKick_pause_in","0.1","0.1","0","","19040080","904","1","1"
"","93","0","","","","","19040081","904","0.3",""
"0","21","vo_fpc_20404","","","","","19040082","904","vo_fpc",""
"","32","0","","","","","19040083","904","4",""
"","32","1","","","","","19040084","904","41",""
"","93","0","","","","","19040085","904","5",""
"","3","empty","","0.1","0","","19040086","904","3",""
"04_yuni_flutterKick_loop","3","04_yuni_flutterKick_in","0.1","0.2","0","","19040087","904","129311","1"
"cmn_swm_flutterKick_floatBoad","3","04_yuni_flutterKick_in","0.1","0.2","0","","19040088","904","1","1"
"","32","1","","","","","19040089","904","4",""
"","32","0","","","","","19040090","904","41",""
"6.17647058823529","2","1000","","","-180","","19040091","904","129311",""
"6.17647058823529","2","1000","","","-180","","19040092","904","1",""
"6.17647058823529","33","1000","","","-180","","19040093","904","4",""
"","93","0","","","","","19040094","904","0.3",""
"0","21","vo_fpc_20405","","","","","19040095","904","vo_fpc",""
"1","11","わーいわーい♪","0","0","10","0.5","19040096","904","129311","0"
"","91","","","","","","19040097","904","19040091",""
"-910","1","117111","0","1.75","12","cmn_swm_flutterKick","19050001","905","1","-125"
"-910","1","117011","0","1.75","22","cmn_swm_flutterKick","19050002","905","1","-180"
"750","1","107611","0","1.4875","12","cmn_walk_r","19050003","905","1","-15"
"-125","31","1","","1","-910","","19050004","905","7","1"
"-125","31","11","","0","-910","","19050005","905","4","1"
"-180","31","2","","1","-910","","19050006","905","1","1"
"-180","31","21","","0","-910","","19050007","905","4","1"
"","23","se_fpc_water_random","","","1","","19050008","905","se_10053800",""
"","91","0","","","","","19050009","905","19050007",""
"5.35294117647059","2","0","","","-125","","19050010","905","117111","12"
"5.35294117647059","33","0","","","-125","","19050011","905","1","12"
"5.35294117647059","33","0","","","-125","","19050012","905","11","12"
"","91","","","","","","19050013","905","",""
"","32","0","","","","","19050014","905","1",""
"","32","1","","","","","19050015","905","11",""
"05_shizuru_search_loop","3","05_shizuru_search_in","0.1","0.1","0","","19050016","905","117111","1"
"","93","0","","","","","19050017","905","1",""
"0","21","vo_fpc_20500","","","","","19050018","905","vo_fpc",""
"1","11","うーん…おかしいなあ…\nここらへんで弟くんの「気」を\n感じたんだけど…","0","0","10","0.5","19050019","905","117111","0"
"","93","1","","","","","19050020","905","1.81764705882353",""
"3.88235294117647","2","-250","","","-180","","19050021","905","117011","12"
"3.88235294117647","33","-250","","","-180","","19050022","905","2","12"
"3.88235294117647","33","-250","","","-180","","19050023","905","21","12"
"","93","0","","","","","19050024","905","2.38235294117647",""
"","93","0","","","","","19050025","905","1.5",""
"","91","","","","","","19050026","905","19050019",""
"","91","","","","","","19050027","905","19050021",""
"05_eriko_talk_loop","3","05_eriko_talk_in","0.1","0.1","0","","19050028","905","117011","1"
"","32","0","","","","","19050029","905","2",""
"","32","1","","","","","19050030","905","21",""
"0","21","vo_fpc_20501","","","","","19050031","905","vo_fpc",""
"1","11","あのおかたのオーラの残滓…\n確かにこのあたりなのですが…","0","0","10","0.5","19050032","905","117011","0"
"","93","1","","","","","19050033","905","2.15294117647059",""
"2.64705882352941","2","300","","","-15","","19050034","905","107611","0"
"","93","0","","","","","19050035","905","1.14705882352941",""
"","93","0","","","","","19050036","905","1.5",""
"","91","","","","","","19050037","905","19050032",""
"","91","","","","","","19050038","905","19050034",""
"","3","05_kokkoro_talk","","0.2","1","","19050039","905","107611",""
"0","21","vo_fpc_20502","","","","","19050040","905","vo_fpc",""
"1","11","シズルさまにエリコさま、\nどうかされたのですか？","0","0","10","0.5","19050041","905","107611","0"
"","91","","","","","","19050042","905","0",""
"","93","0","","","","","19050043","905","0.5",""
"05_shizuru_greet_loop","3","05_shizuru_greet_in","0.1","0.1","0","","19050044","905","117111","1"
"0","21","vo_fpc_20503","","","","","19050045","905","vo_fpc",""
"1","11","あ、コッコロちゃん♪\nそっかー、コッコロちゃんに残った\n弟くんの「気」を感じちゃったんだね♪","0","0","10","0.5","19050046","905","117111","0"
"","91","","","","","","19050047","905","0",""
"","93","0","","","","","19050048","905","0.5",""
"05_eriko_pressure_loop","3","05_eriko_pressure_in","0.1","0.1","0","","19050049","905","117011","1"
"0","21","vo_fpc_20504","","","","","19050050","905","vo_fpc",""
"1","11","なんですか、その気持ちの悪い根拠は。\nそれよりも、あの方はどこにおられるのか\n知っているのでしょう？\n隠し立ては許しませんよ。","0","0","10","0.5","19050051","905","117011","0"
"","91","","","","","","19050052","905","0",""
"","93","0","","","","","19050053","905","0.5",""
"","3","05_kokkoro_talk2","","0.3","1","","19050054","905","107611",""
"0","21","vo_fpc_20505","","","","","19050055","905","vo_fpc",""
"1","11","隠し立てなど、そんな。","0","0","10","0.5","19050056","905","107611","0"
"","91","","","","","","19050057","905","0",""
"","93","0","","","","","19050058","905","0.5",""
"05_kokkoro_point_loop","3","05_kokkoro_point_in","0.1","0.1","0","","19050059","905","107611","1"
"0","21","vo_fpc_20506","","","","","19050060","905","vo_fpc",""
"1","11","主さまは先ほどあちらの方に\n流れていかれましたが…","0","0","10","0.5","19050061","905","107611","0"
"","91","","","","","","19050062","905","0",""
"","93","0","","","","","19050063","905","0.5",""
"05_shizuru_smile_loop","3","05_shizuru_smile_in","0.1","0.1","0","","19050064","905","117111","1"
"0","21","vo_fpc_20507","","","","","19050065","905","vo_fpc",""
"1","11","あっちね！\nよーし、お姉ちゃんが\n今すぐ助けにいくからね！","0","0","10","0.5","19050066","905","117111","0"
"","91","","","","","","19050067","905","0",""
"","93","0","","","","","19050068","905","0.5",""
"05_eriko_sad_loop","3","05_eriko_sad_in","0.1","0.1","0","","19050069","905","117011","1"
"0","21","vo_fpc_20508","","","","","19050070","905","vo_fpc",""
"1","11","ああ、なんということ…\n私が今お助けに向かいます！","0","0","10","0.5","19050071","905","117011","0"
"","91","","","","","","19050072","905","0",""
"","93","0","","","","","19050073","905","0.5",""
"05_shizuru_flutterKick_loop","3","05_shizuru_flutterKick_in","0.1","0.1","0","","19050074","905","117111","1"
"2.66169816342827","2","1000","","","-125","","19050075","905","117111",""
"2.66169816342827","33","1000","","","-125","","19050076","905","1",""
"","32","1","","","","","19050077","905","1",""
"","32","0","","","","","19050078","905","11",""
"","93","0","","","","","19050079","905","0.1",""
"05_eriko_flutterKick_loop","3","05_eriko_flutterKick_in","0.1","0.1","0","","19050080","905","117011","1"
"3.14228255404726","2","1000","","","-180","","19050081","905","117011",""
"3.14228255404726","33","1000","","","-180","","19050082","905","2",""
"","32","1","","","","","19050083","905","2",""
"","32","0","","","","","19050084","905","21",""
"","91","","","","","","19050085","905","19050081",""
"05_kokkoro_talk3_loop","3","05_kokkoro_talk3_in","0.1","0.1","0","","19050086","905","107611","1"
"0","21","vo_fpc_20509","","","","","19050087","905","vo_fpc",""
"1","11","行ってしまわれました…","0","0","10","0.5","19050088","905","107611","0"
"","91","","","","","","19050089","905","0",""
"","93","0","","","","","19050090","905","0.5",""
"0","21","vo_fpc_20510","","","","","19050091","905","vo_fpc",""
"1","11","あのお二人が揃われると\n何が起こるか心配ですね…","0","0","10","0.5","19050092","905","107611","0"
"","91","","","","","","19050093","905","0",""
"","93","0","","","","","19050094","905","0.5",""
"0","21","vo_fpc_20511","","","","","19050095","905","vo_fpc",""
"1","11","主さまの前で暴走されぬよう\nわたくしが見張っておかねば…！","0","0","10","0.5","19050096","905","107611","0"
"","91","","","","","","19050097","905","0",""
"","93","0","","","","","19050098","905","0.5",""
"1.65912518853695","2","850","","","-15","","19050099","905","107611","0"
"","3","05_kokkoro_run","","0.2","1","","19050100","905","107611",""
"0","21","vo_fpc_20512","","","","","19050101","905","vo_fpc",""
"1","11","主さまー！","0","0","10","0.5","19050102","905","107611","0"
"","91","","","","","","19050103","905","0",""
"","93","0","","","","","19050104","905","0.5",""
"","91","","","","","","19050105","905","19050099",""
"-850","1","126911","0","1.75","22","cmn_float","19060001","906","1","-180"
"-850","1","117311","0","1.75","12","cmn_float","19060002","906","1","-125"
"-180","31","11","","1","-850","","19060003","906","6","1"
"-180","31","10071","","0","-850","","19060004","906","1007","1"
"-125","31","21","","1","-850","","19060005","906","6","1"
"-125","31","10072","","0","-850","","19060006","906","1007","1"
"-125","31","10081","","0","-850","","19060007","906","1008","1"
"","23","se_fpc_water_random","","","1","","19060008","906","se_10053800",""
"","91","0","","","","","19060009","906","19060007",""
"6.25","2","0","","","-180","","19060010","906","126911","12"
"6.25","33","0","","","-180","","19060011","906","11","12"
"6.25","33","0","","","-180","","19060012","906","10071","12"
"","93","0","","","","","19060013","906","3",""
"0","21","vo_fpc_20600","","","","","19060014","906","vo_fpc",""
"","3","06_cmn_float_sing","","0.2","1","","19060015","906","126911",""
"","32","1","","","","","19060016","906","10071",""
"","91","","","","","","19060017","906","19060010",""
"","3","cmn_float","","0.2","1","","19060018","906","126911",""
"0","21","vo_fpc_20601","","","","","19060019","906","vo_fpc",""
"1","11","たまには、こういう所も\n悪くないかも…","0","0","10","0.5","19060020","906","126911","0"
"","91","","","","","","19060021","906","0",""
"","93","0","","","","","19060022","906","0.5",""
"5.14705882352941","2","-150","","","-125","","19060023","906","117311","12"
"5.14705882352941","33","-150","","","-125","","19060024","906","21","12"
"5.14705882352941","33","-150","","","-125","","19060025","906","10072","12"
"5.14705882352941","33","-150","","","-125","","19060026","906","10081","12"
"5.14705882352941","2","150","","","-180","","19060027","906","126911","12"
"5.14705882352941","33","150","","","-180","","19060028","906","11","12"
"5.14705882352941","33","150","","","-180","","19060029","906","10071","12"
"","93","0","","","","","19060030","906","2.5",""
"0","21","vo_fpc_20602","","","","","19060031","906","vo_fpc",""
"","3","06_cmn_float_sing","","0.2","1","","19060032","906","126911",""
"","3","06_cmn_float_sing","","0.2","1","","19060033","906","117311",""
"","32","0","","","","","19060034","906","10071",""
"","32","1","","","","","19060035","906","10071",""
"","32","1","","","","","19060036","906","10072",""
"","91","","","","","","19060037","906","19060029",""
"","4","1","","","","","19060038","906","126911",""
"0","33","180","","","-180","","19060039","906","11",""
"06_ranpha_float_shy","3","06_ranpha_float_notice","0.1","0.1","0","","19060040","906","126911","1"
"","3","cmn_float","0.1","","1","","19060041","906","117311",""
"0","21","vo_fpc_20603","","","","","19060042","906","vo_fpc",""
"1","11","あっ…","0","0","10","0.5","19060043","906","126911","0"
