4a98a5effe7f2821c2d7e99a11a2e1f8b8521434a38cc463124419d48a72e5ee,fe9f3eb8d853a061bcc3b236818a64f6d423871e710f92d3b3f2788aa77231dd,7bb8068a7b073d1bb50a2e16642285110759df8481254966d38470e51abac775,c47873d33bb04c804f03c941a195aeb5ee017c456d1513f2d7ce0701bf212bef,925919276cc7d5a08adcd1aab418eb1c01cc5fc597f318cb2bc3ac2784a3cac7,116e9a2805b00d1bfd05d1e4e8f65b8d05146452918e5b1e251cd0cb35d999b9,46d193643153c5259b9c90ad7f82efa5de76146b51816daac7727f2f8b0e4faf,ad5a3385174abbe02dda750ec806f73719b7f1ae0a002e8cd260c29cc87a23b0,42e47fc8e809c15295c83b32ab638f84c20f43bba0c91eb2857c876e6a3ebea4,5bcdd7bd025c7b61ebf8e970d5a16d2c66a6648b05b8365e0fda518005aa1403,c53f489785c1670711aa9076ee74618cd904a38db0c36369a2cbf780a1ed9a75,c9ef935e06984f2489568efb176132dac62ade34f85bb20f836753e232acef4f,f0df819e3ded1b3e0b0f1b1bd69edfa46ea74aa1b2a04db82576c61363f01d3d,d24addf0fdb2546b465db963bdd434056c06db7175d67a23781740235c8c05e8
"1","0","5.506","-363","190801","2021/04/30 12:00:00","ギルド管理協会です！\n討伐証をお持ちでしたら、\n報酬交換できますよ","2021/05/18 14:59:59","1","2","カリン","10066","55","10066006"
"2","0","1.216","-363","190801","2021/04/30 12:00:00","お疲れ様です！\nここでは、討伐証と報酬を\n交換することができます！","2021/05/18 14:59:59","2","1","カリン","10066","55","10066007"
"3","0","1.539","-363","190801","2021/04/30 12:00:00","お疲れ様でした\n討伐証の交換、\nお忘れないように！","2021/05/18 14:59:59","2","1","カリン","10066","56","10066008"
"4","0","1.875","-363","190801","2021/04/30 12:00:00","終わっちゃいましたねー\n討伐証は努力の証！\n報酬と交換しましょう！","2021/05/18 14:59:59","2","1","カリン","10066","56","10066009"
"101","8","5.918","-285","106601","2021/04/30 12:00:00","","2021/05/18 14:59:59","4","3","イノリ","10066","51","10066010"
"111","8","5.918","-285","116501","2021/04/30 12:00:00","","2021/05/18 14:59:59","4","3","イノリ（タイムトラベル）","10066","51","10066011"
"201","8","7.248","-285","116601","2021/04/30 12:00:00","","2021/05/18 14:59:59","1","2","カヤ（タイムトラベル）","10066","51","10066012"
"112","8","0","-285","116501","2021/04/30 12:00:00","","2021/05/18 14:59:59","2","2","イノリ（タイムトラベル）","10066","51","10066013"
"202","8","13.267","-285","116601","2021/04/30 12:00:00","","2021/05/18 14:59:59","5","2","カヤ（タイムトラベル）","10066","51","10066014"
"113","8","3.177","-285","116501","2021/04/30 12:00:00","","2021/05/18 14:59:59","1","2","イノリ（タイムトラベル）","10066","51","10066015"
"203","8","6.698","-285","116601","2021/04/30 12:00:00","","2021/05/18 14:59:59","6","1","カヤ（タイムトラベル）","10066","51","10066016"
"104","8","3.927","-285","106601","2021/04/30 12:00:00","","2021/05/18 14:59:59","1","3","イノリ","10066","52","10066017"
"114","8","3.927","-285","116501","2021/04/30 12:00:00","","2021/05/18 14:59:59","3","2","イノリ（タイムトラベル）","10066","52","10066018"
"204","8","0","-285","116601","2021/04/30 12:00:00","","2021/05/18 14:59:59","1","1","カヤ（タイムトラベル）","10066","52","10066019"
"105","8","4.997","-285","106601","2021/04/30 12:00:00","","2021/05/18 14:59:59","4","3","イノリ","10066","52","10066020"
"115","8","4.997","-285","116501","2021/04/30 12:00:00","","2021/05/18 14:59:59","3","3","イノリ（タイムトラベル）","10066","52","10066021"
"205","8","6.717","-285","116601","2021/04/30 12:00:00","","2021/05/18 14:59:59","1","2","カヤ（タイムトラベル）","10066","52","10066022"
"106","8","0","-285","106601","2021/04/30 12:00:00","","2021/05/18 14:59:59","3","3","イノリ","10066","52","10066023"
"116","8","0","-285","116501","2021/04/30 12:00:00","","2021/05/18 14:59:59","3","3","イノリ（タイムトラベル）","10066","52","10066024"
"206","8","0","-285","116601","2021/04/30 12:00:00","","2021/05/18 14:59:59","1","1","カヤ（タイムトラベル）","10066","52","10066025"
"1","0","3.414","-416.5","190801","2021/05/18 12:00:00","ミッションをクリアすると、\n報酬がもらえますよ！\n頑張ってください","2021/05/27 14:59:59","1","2","カリン","10067","53","10067001"
"2","0","3.099","-416.5","190801","2021/05/18 12:00:00","ミッションをクリアして、\n報酬をゲットしましょう！","2021/05/27 14:59:59","1","2","カリン","10067","53","10067002"
"3","0","2.801","-416.5","190801","2021/05/18 12:00:00","受け取ることができる\n報酬があるようです\n確認してみてください","2021/05/27 14:59:59","1","2","カリン","10067","54","10067003"
"4","0","0","-416.5","190801","2021/05/18 12:00:00","報酬がもらえますよ！\nチェックしてみてください","2021/05/27 14:59:59","2","2","カリン","10067","54","10067004"
"5","0","0","-416.5","190801","2021/05/18 12:00:00","イベントお疲れ様です！\n皆さんのご活躍ぶりには\nいつも感謝しています","2021/05/27 14:59:59","1","1","カリン","10067","57","10067005"
"1","0","5.506","-363","190801","2021/05/18 12:00:00","ギルド管理協会です！\n討伐証をお持ちでしたら、\n報酬交換できますよ","2021/05/27 14:59:59","1","2","カリン","10067","55","10067006"
"2","0","1.216","-363","190801","2021/05/18 12:00:00","お疲れ様です！\nここでは、討伐証と報酬を\n交換することができます！","2021/05/27 14:59:59","2","1","カリン","10067","55","10067007"
"3","0","1.539","-363","190801","2021/05/18 12:00:00","お疲れ様でした\n討伐証の交換、\nお忘れないように！","2021/05/27 14:59:59","2","1","カリン","10067","56","10067008"
"4","0","1.875","-363","190801","2021/05/18 12:00:00","終わっちゃいましたねー\n討伐証は努力の証！\n報酬と交換しましょう！","2021/05/27 14:59:59","2","1","カリン","10067","56","10067009"
"101","8","4.004","-285","103301","2021/05/18 12:00:00","","2021/05/27 14:59:59","4","1","マヒル","10067","51","10067101"
"201","8","5.52","-285","102601","2021/05/18 12:00:00","","2021/05/27 14:59:59","1","5","リン","10067","51","10067102"
"301","8","3.438","-285","105201","2021/05/18 12:00:00","","2021/05/27 14:59:59","5","1","リマ","10067","51","10067103"
"401","8","4.628","-285","103801","2021/05/18 12:00:00","","2021/05/27 14:59:59","4","1","シオリ","10067","51","10067104"
"102","8","5.483","-285","103301","2021/05/18 12:00:00","","2021/05/27 14:59:59","1","2","マヒル","10067","51","10067105"
"202","8","6.927","-285","102601","2021/05/18 12:00:00","","2021/05/27 14:59:59","4","1","リン","10067","51","10067106"
"302","8","4.387","-285","105201","2021/05/18 12:00:00","","2021/05/27 14:59:59","1","2","リマ","10067","51","10067107"
"402","8","3.582","-285","103801","2021/05/18 12:00:00","","2021/05/27 14:59:59","1","2","シオリ","10067","51","10067108"
"103","8","0","-285","103301","2021/05/18 12:00:00","","2021/05/27 14:59:59","1","1","マヒル","10067","51","10067109"
"203","8","5.699","-285","102601","2021/05/18 12:00:00","","2021/05/27 14:59:59","1","2","リン","10067","51","10067110"
"303","8","0","-285","105201","2021/05/18 12:00:00","","2021/05/27 14:59:59","2","2","リマ","10067","51","10067111"
"403","8","0","-285","103801","2021/05/18 12:00:00","","2021/05/27 14:59:59","2","2","シオリ","10067","51","10067112"
"104","8","10.586","-285","103301","2021/05/18 12:00:00","","2021/05/27 14:59:59","1","2","マヒル","10067","52","10067113"
"204","8","0","-285","102601","2021/05/18 12:00:00","","2021/05/27 14:59:59","5","5","リン","10067","52","10067114"
"304","8","5.407","-285","105201","2021/05/18 12:00:00","","2021/05/27 14:59:59","2","1","リマ","10067","52","10067115"
"404","8","0","-285","103801","2021/05/18 12:00:00","","2021/05/27 14:59:59","2","2","シオリ","10067","52","10067116"
"105","8","7.692","-285","103301","2021/05/18 12:00:00","","2021/05/27 14:59:59","7","2","マヒル","10067","52","10067117"
"205","8","4.989","-285","102601","2021/05/18 12:00:00","","2021/05/27 14:59:59","1","2","リン","10067","52","10067118"
"305","8","0","-285","105201","2021/05/18 12:00:00","","2021/05/27 14:59:59","1","1","リマ","10067","52","10067119"
"405","8","7.758","-285","103801","2021/05/18 12:00:00","","2021/05/27 14:59:59","2","5","シオリ","10067","52","10067120"
"106","8","6.587","-285","103301","2021/05/18 12:00:00","","2021/05/27 14:59:59","1","2","マヒル","10067","52","10067121"
"206","8","0","-285","102601","2021/05/18 12:00:00","","2021/05/27 14:59:59","2","2","リン","10067","52","10067122"
"306","8","0","-285","105201","2021/05/18 12:00:00","","2021/05/27 14:59:59","2","2","リマ","10067","52","10067123"
"406","8","0","-285","103801","2021/05/18 12:00:00","","2021/05/27 14:59:59","2","2","シオリ","10067","52","10067124"
"1","0","3.414","-416.5","190801","2021/05/31 12:00:00","ミッションをクリアすると、\n報酬がもらえますよ！\n頑張ってください","2021/06/18 14:59:59","1","2","カリン","10068","53","10068001"
"2","0","3.099","-416.5","190801","2021/05/31 12:00:00","ミッションをクリアして、\n報酬をゲットしましょう！","2021/06/18 14:59:59","1","2","カリン","10068","53","10068002"
"3","0","2.801","-416.5","190801","2021/05/31 12:00:00","受け取ることができる\n報酬があるようです\n確認してみてください","2021/06/18 14:59:59","1","2","カリン","10068","54","10068003"
"4","0","0","-416.5","190801","2021/05/31 12:00:00","報酬がもらえますよ！\nチェックしてみてください","2021/06/18 14:59:59","2","2","カリン","10068","54","10068004"
"5","0","0","-416.5","190801","2021/05/31 12:00:00","イベントお疲れ様です！\n皆さんのご活躍ぶりには\nいつも感謝しています","2021/06/18 14:59:59","1","1","カリン","10068","57","10068005"
"1","0","5.506","-363","190801","2021/05/31 12:00:00","ギルド管理協会です！\n討伐証をお持ちでしたら、\n報酬交換できますよ","2021/06/18 14:59:59","1","2","カリン","10068","55","10068006"
"2","0","1.216","-363","190801","2021/05/31 12:00:00","お疲れ様です！\nここでは、討伐証と報酬を\n交換することができます！","2021/06/18 14:59:59","2","1","カリン","10068","55","10068007"
"3","0","1.539","-363","190801","2021/05/31 12:00:00","お疲れ様でした\n討伐証の交換、\nお忘れないように！","2021/06/18 14:59:59","2","1","カリン","10068","56","10068008"
"4","0","1.875","-363","190801","2021/05/31 12:00:00","終わっちゃいましたねー\n討伐証は努力の証！\n報酬と交換しましょう！","2021/06/18 14:59:59","2","1","カリン","10068","56","10068009"
"101","8","0","-285","116701","2021/05/31 12:00:00","","2021/06/18 14:59:59","2","2","アオイ（作業服）","10068","51","10068101"
"201","8","0","-285","116901","2021/05/31 12:00:00","","2021/06/18 14:59:59","2","2","ミフユ（作業服）","10068","51","10068102"
"301","8","0","-285","116801","2021/05/31 12:00:00","","2021/06/18 14:59:59","3","3","タマキ（作業服）","10068","51","10068103"
"102","8","3","-285","116701","2021/05/31 12:00:00","","2021/06/18 14:59:59","5","2","アオイ（作業服）","10068","51","10068104"
"202","8","9.45","-285","116901","2021/05/31 12:00:00","","2021/06/18 14:59:59","4","2","ミフユ（作業服）","10068","51","10068105"
"302","8","4.5","-285","116801","2021/05/31 12:00:00","","2021/06/18 14:59:59","1","4","タマキ（作業服）","10068","51","10068106"
"103","8","4.75","-285","116701","2021/05/31 12:00:00","","2021/06/18 14:59:59","2","5","アオイ（作業服）","10068","51","10068107"
"203","8","0","-285","116901","2021/05/31 12:00:00","","2021/06/18 14:59:59","2","2","ミフユ（作業服）","10068","51","10068108"
"303","8","4.12","-285","116801","2021/05/31 12:00:00","","2021/06/18 14:59:59","1","2","タマキ（作業服）","10068","51","10068109"
"104","8","5.85","-285","116701","2021/05/31 12:00:00","","2021/06/18 14:59:59","2","5","アオイ（作業服）","10068","52","10068110"
"204","8","4.4","-285","116901","2021/05/31 12:00:00","","2021/06/18 14:59:59","1","2","ミフユ（作業服）","10068","52","10068111"
"304","8","4","-285","116801","2021/05/31 12:00:00","","2021/06/18 14:59:59","1","2","タマキ（作業服）","10068","52","10068112"
"105","8","6.39","-285","116701","2021/05/31 12:00:00","","2021/06/18 14:59:59","1","2","アオイ（作業服）","10068","52","10068113"
"205","8","0","-285","116901","2021/05/31 12:00:00","","2021/06/18 14:59:59","1","1","ミフユ（作業服）","10068","52","10068114"
"305","8","0","-285","116801","2021/05/31 12:00:00","","2021/06/18 14:59:59","2","2","タマキ（作業服）","10068","52","10068115"
"106","8","5.5","-285","116701","2021/05/31 12:00:00","","2021/06/18 14:59:59","2","5","アオイ（作業服）","10068","52","10068116"
"206","8","0","-285","116901","2021/05/31 12:00:00","","2021/06/18 14:59:59","2","2","ミフユ（作業服）","10068","52","10068117"
"306","8","7.7","-285","116801","2021/05/31 12:00:00","","2021/06/18 14:59:59","1","2","タマキ（作業服）","10068","52","10068118"
"1","0","3.414","-416.5","190801","2021/06/18 12:00:00","ミッションをクリアすると、\n報酬がもらえますよ！\n頑張ってください","2021/06/27 14:59:59","1","2","カリン","10069","53","10069001"
"2","0","3.099","-416.5","190801","2021/06/18 12:00:00","ミッションをクリアして、\n報酬をゲットしましょう！","2021/06/27 14:59:59","1","2","カリン","10069","53","10069002"
"3","0","2.801","-416.5","190801","2021/06/18 12:00:00","受け取ることができる\n報酬があるようです\n確認してみてください","2021/06/27 14:59:59","1","2","カリン","10069","54","10069003"
"4","0","0","-416.5","190801","2021/06/18 12:00:00","報酬がもらえますよ！\nチェックしてみてください","2021/06/27 14:59:59","2","2","カリン","10069","54","10069004"
"5","0","0","-416.5","190801","2021/06/18 12:00:00","イベントお疲れ様です！\n皆さんのご活躍ぶりには\nいつも感謝しています","2021/06/27 14:59:59","1","1","カリン","10069","57","10069005"
"1","0","5.506","-363","190801","2021/06/18 12:00:00","ギルド管理協会です！\n討伐証をお持ちでしたら、\n報酬交換できますよ","2021/06/27 14:59:59","1","2","カリン","10069","55","10069006"
"2","0","1.216","-363","190801","2021/06/18 12:00:00","お疲れ様です！\nここでは、討伐証と報酬を\n交換することができます！","2021/06/27 14:59:59","2","1","カリン","10069","55","10069007"
"3","0","1.539","-363","190801","2021/06/18 12:00:00","お疲れ様でした\n討伐証の交換、\nお忘れないように！","2021/06/27 14:59:59","2","1","カリン","10069","56","10069008"
"4","0","1.875","-363","190801","2021/06/18 12:00:00","終わっちゃいましたねー\n討伐証は努力の証！\n報酬と交換しましょう！","2021/06/27 14:59:59","2","1","カリン","10069","56","10069009"
"101","8","12.688","-285","101101","2021/06/18 12:00:00","","2021/06/27 14:59:59","2","6","リノ","10069","51","10069101"
"111","8","12.688","-285","112901","2021/06/18 12:00:00","","2021/06/27 14:59:59","2","6","リノ（ワンダー）","10069","51","10069102"
"201","8","9.506","-285","105501","2021/06/18 12:00:00","","2021/06/27 14:59:59","4","5","アユミ","10069","51","10069103"
"211","8","9.506","-285","113001","2021/06/18 12:00:00","","2021/06/27 14:59:59","4","5","アユミ（ワンダー）","10069","51","10069104"
"311","8","7.071","-285","900103","2021/06/18 12:00:00","","2021/06/27 14:59:59","3","1","ヒヨリ（ワンダー）","10069","51","10069106"
"401","30","8.59","-285","906601","2021/06/18 12:00:00","","2021/06/27 14:59:59","6","4","イノリ","10069","51","10069107"
"501","-8","11.933","-285","106701","2021/06/18 12:00:00","","2021/06/27 14:59:59","1","2","ホマレ","10069","51","10069108"
"102","8","10.355","-285","101101","2021/06/18 12:00:00","","2021/06/27 14:59:59","1","2","リノ","10069","51","10069109"
"112","8","10.355","-285","112901","2021/06/18 12:00:00","","2021/06/27 14:59:59","1","2","リノ（ワンダー）","10069","51","10069110"
"202","8","6.107","-285","105501","2021/06/18 12:00:00","","2021/06/27 14:59:59","6","1","アユミ","10069","51","10069111"
"212","8","6.107","-285","113001","2021/06/18 12:00:00","","2021/06/27 14:59:59","6","1","アユミ（ワンダー）","10069","51","10069112"
"302","8","6.516","-285","100101","2021/06/18 12:00:00","","2021/06/27 14:59:59","1","2","ヒヨリ","10069","51","10069113"
"312","8","6.516","-285","900103","2021/06/18 12:00:00","","2021/06/27 14:59:59","1","2","ヒヨリ（ワンダー）","10069","51","10069114"
"402","30","10.04","-285","906601","2021/06/18 12:00:00","","2021/06/27 14:59:59","5","7","イノリ","10069","51","10069115"
"502","-8","0","-285","106701","2021/06/18 12:00:00","","2021/06/27 14:59:59","2","2","ホマレ","10069","51","10069116"
"113","8","9.009","-285","112901","2021/06/18 12:00:00","","2021/06/27 14:59:59","4","3","リノ（ワンダー）","10069","51","10069118"
"213","8","0","-285","113001","2021/06/18 12:00:00","","2021/06/27 14:59:59","4","4","アユミ（ワンダー）","10069","51","10069120"
"313","8","5.681","-285","900103","2021/06/18 12:00:00","","2021/06/27 14:59:59","6","2","ヒヨリ（ワンダー）","10069","51","10069122"
"403","30","12.143","-285","906601","2021/06/18 12:00:00","","2021/06/27 14:59:59","1","4","イノリ","10069","51","10069123"
"503","-8","12.817","-285","106701","2021/06/18 12:00:00","","2021/06/27 14:59:59","1","3","ホマレ","10069","51","10069124"
"104","8","0","-285","101101","2021/06/18 12:00:00","","2021/06/27 14:59:59","1","1","リノ","10069","52","10069125"
"114","8","0","-285","112901","2021/06/18 12:00:00","","2021/06/27 14:59:59","1","1","リノ（ワンダー）","10069","52","10069126"
"204","8","8.895","-285","105501","2021/06/18 12:00:00","","2021/06/27 14:59:59","1","2","アユミ","10069","52","10069127"
"214","8","8.895","-285","113001","2021/06/18 12:00:00","","2021/06/27 14:59:59","1","2","アユミ（ワンダー）","10069","52","10069128"
"304","8","5.1","-285","100101","2021/06/18 12:00:00","","2021/06/27 14:59:59","2","1","ヒヨリ","10069","52","10069129"
"314","8","5.1","-285","900103","2021/06/18 12:00:00","","2021/06/27 14:59:59","2","1","ヒヨリ（ワンダー）","10069","52","10069130"
"404","30","12.162","-285","906601","2021/06/18 12:00:00","","2021/06/27 14:59:59","2","5","イノリ","10069","52","10069131"
"504","-8","0","-285","106701","2021/06/18 12:00:00","","2021/06/27 14:59:59","1","1","ホマレ","10069","52","10069132"
"105","8","7.23","-285","101101","2021/06/18 12:00:00","","2021/06/27 14:59:59","2","5","リノ","10069","52","10069133"
"115","8","7.23","-285","112901","2021/06/18 12:00:00","","2021/06/27 14:59:59","2","5","リノ（ワンダー）","10069","52","10069134"
"205","8","7.989","-285","105501","2021/06/18 12:00:00","","2021/06/27 14:59:59","1","2","アユミ","10069","52","10069135"
"215","8","7.989","-285","113001","2021/06/18 12:00:00","","2021/06/27 14:59:59","1","2","アユミ（ワンダー）","10069","52","10069136"
"305","8","3.524","-285","100101","2021/06/18 12:00:00","","2021/06/27 14:59:59","2","1","ヒヨリ","10069","52","10069137"
"315","8","3.524","-285","900103","2021/06/18 12:00:00","","2021/06/27 14:59:59","2","1","ヒヨリ（ワンダー）","10069","52","10069138"
"405","30","5.52","-285","906601","2021/06/18 12:00:00","","2021/06/27 14:59:59","6","2","イノリ","10069","52","10069139"
"505","-8","6.533","-285","106701","2021/06/18 12:00:00","","2021/06/27 14:59:59","1","2","ホマレ","10069","52","10069140"
"106","8","0","-285","101101","2021/06/18 12:00:00","","2021/06/27 14:59:59","1","1","リノ","10069","52","10069141"
"116","8","0","-285","112901","2021/06/18 12:00:00","","2021/06/27 14:59:59","1","1","リノ（ワンダー）","10069","52","10069142"
"206","8","0","-285","105501","2021/06/18 12:00:00","","2021/06/27 14:59:59","1","1","アユミ","10069","52","10069143"
"216","8","0","-285","113001","2021/06/18 12:00:00","","2021/06/27 14:59:59","1","1","アユミ（ワンダー）","10069","52","10069144"
"306","8","13.262","-285","100101","2021/06/18 12:00:00","","2021/06/27 14:59:59","1","2","ヒヨリ","10069","52","10069145"
"316","8","13.262","-285","900103","2021/06/18 12:00:00","","2021/06/27 14:59:59","1","2","ヒヨリ（ワンダー）","10069","52","10069146"
"406","30","0","-285","906601","2021/06/18 12:00:00","","2021/06/27 14:59:59","2","2","イノリ","10069","52","10069147"
"506","-8","0","-285","106701","2021/06/18 12:00:00","","2021/06/27 14:59:59","2","2","ホマレ","10069","52","10069148"
"1","0","3.414","-416.5","190801","2021/06/30 12:00:00","ミッションをクリアすると、\n報酬がもらえますよ！\n頑張ってください","2021/07/18 14:59:59","1","2","カリン","10070","53","10070001"
"2","0","3.099","-416.5","190801","2021/06/30 12:00:00","ミッションをクリアして、\n報酬をゲットしましょう！","2021/07/18 14:59:59","1","2","カリン","10070","53","10070002"
"3","0","2.801","-416.5","190801","2021/06/30 12:00:00","受け取ることができる\n報酬があるようです\n確認してみてください","2021/07/18 14:59:59","1","2","カリン","10070","54","10070003"
"4","0","0","-416.5","190801","2021/06/30 12:00:00","報酬がもらえますよ！\nチェックしてみてください","2021/07/18 14:59:59","2","2","カリン","10070","54","10070004"
"5","0","0","-416.5","190801","2021/06/30 12:00:00","イベントお疲れ様です！\n皆さんのご活躍ぶりには\nいつも感謝しています","2021/07/18 14:59:59","1","1","カリン","10070","57","10070005"
"1","0","5.506","-363","190801","2021/06/30 12:00:00","ギルド管理協会です！\n討伐証をお持ちでしたら、\n報酬交換できますよ","2021/07/18 14:59:59","1","2","カリン","10070","55","10070006"
"2","0","1.216","-363","190801","2021/06/30 12:00:00","お疲れ様です！\nここでは、討伐証と報酬を\n交換することができます！","2021/07/18 14:59:59","2","1","カリン","10070","55","10070007"
"3","0","1.539","-363","190801","2021/06/30 12:00:00","お疲れ様でした\n討伐証の交換、\nお忘れないように！","2021/07/18 14:59:59","2","1","カリン","10070","56","10070008"
"4","0","1.875","-363","190801","2021/06/30 12:00:00","終わっちゃいましたねー\n討伐証は努力の証！\n報酬と交換しましょう！","2021/07/18 14:59:59","2","1","カリン","10070","56","10070009"
"101","8","9.696","-285","102701","2021/06/30 12:00:00","","2021/07/18 14:59:59","1","2","エリコ","10070","51","10070101"
"111","8","9.696","-285","117001","2021/06/30 12:00:00","","2021/07/18 14:59:59","1","2","エリコ（サマー）","10070","51","10070102"
"201","8","0","-285","104901","2021/06/30 12:00:00","","2021/07/18 14:59:59","2","2","シズル","10070","51","10070103"
"211","8","3.132","-285","117101","2021/06/30 12:00:00","","2021/07/18 14:59:59","1","2","シズル（サマー）","10070","51","10070104"
"102","8","5.448","-285","102701","2021/06/30 12:00:00","","2021/07/18 14:59:59","2","1","エリコ","10070","51","10070105"
"112","8","5.448","-285","117001","2021/06/30 12:00:00","","2021/07/18 14:59:59","2","1","エリコ（サマー）","10070","51","10070106"
"202","8","3.804","-285","104901","2021/06/30 12:00:00","","2021/07/18 14:59:59","1","2","シズル","10070","51","10070107"
"212","8","3.804","-285","117101","2021/06/30 12:00:00","","2021/07/18 14:59:59","1","2","シズル（サマー）","10070","51","10070108"
"103","8","5.9","-285","102701","2021/06/30 12:00:00","","2021/07/18 14:59:59","1","5","エリコ","10070","51","10070109"
"113","8","5.9","-285","117001","2021/06/30 12:00:00","","2021/07/18 14:59:59","1","5","エリコ（サマー）","10070","51","10070110"
"203","8","0","-285","104901","2021/06/30 12:00:00","","2021/07/18 14:59:59","2","2","シズル","10070","51","10070111"
"213","8","0","-285","117101","2021/06/30 12:00:00","","2021/07/18 14:59:59","2","2","シズル（サマー）","10070","51","10070112"
"104","8","8.47","-285","102701","2021/06/30 12:00:00","","2021/07/18 14:59:59","1","2","エリコ","10070","52","10070113"
"114","8","8.47","-285","117001","2021/06/30 12:00:00","","2021/07/18 14:59:59","1","2","エリコ（サマー）","10070","52","10070114"
"204","8","3.816","-285","104901","2021/06/30 12:00:00","","2021/07/18 14:59:59","4","1","シズル","10070","52","10070115"
"214","8","3.816","-285","117101","2021/06/30 12:00:00","","2021/07/18 14:59:59","4","1","シズル（サマー）","10070","52","10070116"
"105","8","0","-285","102701","2021/06/30 12:00:00","","2021/07/18 14:59:59","5","5","エリコ","10070","52","10070117"
"115","8","0","-285","117001","2021/06/30 12:00:00","","2021/07/18 14:59:59","5","5","エリコ（サマー）","10070","52","10070118"
"205","8","0","-285","104901","2021/06/30 12:00:00","","2021/07/18 14:59:59","2","2","シズル","10070","52","10070119"
"215","8","3.736","-285","117101","2021/06/30 12:00:00","","2021/07/18 14:59:59","2","1","シズル（サマー）","10070","52","10070120"
"106","8","6.505","-285","102701","2021/06/30 12:00:00","","2021/07/18 14:59:59","1","2","エリコ","10070","52","10070121"
"116","8","6.505","-285","117001","2021/06/30 12:00:00","","2021/07/18 14:59:59","1","2","エリコ（サマー）","10070","52","10070122"
"206","8","5.702","-285","104901","2021/06/30 12:00:00","","2021/07/18 14:59:59","5","2","シズル","10070","52","10070123"
"216","8","5.702","-285","117101","2021/06/30 12:00:00","","2021/07/18 14:59:59","5","2","シズル（サマー）","10070","52","10070124"
"1","0","3.414","-416.5","190801","2021/07/18 12:00:00","ミッションをクリアすると、\n報酬がもらえますよ！\n頑張ってください","2021/07/27 14:59:59","1","2","カリン","10071","53","10071001"
"2","0","3.099","-416.5","190801","2021/07/18 12:00:00","ミッションをクリアして、\n報酬をゲットしましょう！","2021/07/27 14:59:59","1","2","カリン","10071","53","10071002"
"3","0","2.801","-416.5","190801","2021/07/18 12:00:00","受け取ることができる\n報酬があるようです\n確認してみてください","2021/07/27 14:59:59","1","2","カリン","10071","54","10071003"
"4","0","0","-416.5","190801","2021/07/18 12:00:00","報酬がもらえますよ！\nチェックしてみてください","2021/07/27 14:59:59","2","2","カリン","10071","54","10071004"
"5","0","0","-416.5","190801","2021/07/18 12:00:00","イベントお疲れ様です！\n皆さんのご活躍ぶりには\nいつも感謝しています","2021/07/27 14:59:59","1","1","カリン","10071","57","10071005"
"1","0","5.506","-363","190801","2021/07/18 12:00:00","ギルド管理協会です！\n討伐証をお持ちでしたら、\n報酬交換できますよ","2021/07/27 14:59:59","1","2","カリン","10071","55","10071006"
"2","0","1.216","-363","190801","2021/07/18 12:00:00","お疲れ様です！\nここでは、討伐証と報酬を\n交換することができます！","2021/07/27 14:59:59","2","1","カリン","10071","55","10071007"
"3","0","1.539","-363","190801","2021/07/18 12:00:00","お疲れ様でした\n討伐証の交換、\nお忘れないように！","2021/07/27 14:59:59","2","1","カリン","10071","56","10071008"
"4","0","1.875","-363","190801","2021/07/18 12:00:00","終わっちゃいましたねー\n討伐証は努力の証！\n報酬と交換しましょう！","2021/07/27 14:59:59","2","1","カリン","10071","56","10071009"
"111","-8","14.15","-285","113101","2021/07/18 12:00:00","","2021/07/27 14:59:59","4","5","ルカ（サマー）","10071","51","10071102"
"211","8","9.48","-285","113301","2021/07/18 12:00:00","","2021/07/27 14:59:59","5","2","ナナカ（サマー）","10071","51","10071104"
"311","8","0","-285","113201","2021/07/18 12:00:00","","2021/07/27 14:59:59","3","3","アンナ（サマー）","10071","51","10071106"
"102","-8","9.376","-285","105601","2021/07/18 12:00:00","","2021/07/27 14:59:59","1","2","ルカ","10071","51","10071107"
"112","-8","9.376","-285","113101","2021/07/18 12:00:00","","2021/07/27 14:59:59","1","2","ルカ（サマー）","10071","51","10071108"
"202","8","0","-285","101301","2021/07/18 12:00:00","","2021/07/27 14:59:59","3","3","ナナカ","10071","51","10071109"
"212","8","0","-285","113301","2021/07/18 12:00:00","","2021/07/27 14:59:59","3","3","ナナカ（サマー）","10071","51","10071110"
"302","8","8.18","-285","100901","2021/07/18 12:00:00","","2021/07/27 14:59:59","4","1","アンナ","10071","51","10071111"
"312","8","8.18","-285","113201","2021/07/18 12:00:00","","2021/07/27 14:59:59","4","1","アンナ（サマー）","10071","51","10071112"
"103","-8","0","-285","105601","2021/07/18 12:00:00","","2021/07/27 14:59:59","4","4","ルカ","10071","51","10071113"
"113","-8","0","-285","113101","2021/07/18 12:00:00","","2021/07/27 14:59:59","4","4","ルカ（サマー）","10071","51","10071114"
"203","8","10.33","-285","101301","2021/07/18 12:00:00","","2021/07/27 14:59:59","4","5","ナナカ","10071","51","10071115"
"213","8","10.33","-285","113301","2021/07/18 12:00:00","","2021/07/27 14:59:59","4","5","ナナカ（サマー）","10071","51","10071116"
"303","8","0","-285","100901","2021/07/18 12:00:00","","2021/07/27 14:59:59","4","4","アンナ","10071","51","10071117"
"313","8","0","-285","113201","2021/07/18 12:00:00","","2021/07/27 14:59:59","4","4","アンナ（サマー）","10071","51","10071118"
