a6fdfb0d044a672771302f25e7fb8a2e29c9d2b56710c9b0a843b3d35a6a6b5b,8522edd9f9b3b411872cf85dee1cbb114a88633092b6fec6225209661eb09cb4,3c1cfab8035b668a9f968181ea91965c5ac673dd6753c7a970ad094967c7fb52,8f89c25bc601ed97acfd36150f29c8ca8886635b6b8875caf2927a5cd2146719,3357c10d6b8fb08bea40c0f5147b5f8d3cf4873d11cff3a83936b3d274f0136b,d602a3e956d1b1dd9aefc6d3bdfd0eab8924fda68cb74f64e3424b7ee7943e5a,3eba5402f151939f41e9c4a31117396c6cbce9265c92b3aec18be94a30812764,c6133549b3911018383b7ed1f4cc44d75883c8773911eae23676c590c1c2d486,cffc11f0837d0281575fec805c82a1fe69f83ad7bc40b51212c098f12c8b87d5,72f46782262de3c4abe02e025d89352b4bdee27f1ec9075efc67b3552b661504,34f13b96bee2ce1bdd79dafb423fc7fe53fb42f6b67093212ee79b8d4915e1b1
"nyx_203_yukari_03","3","","12030035","1","","0.5","203","","3",""
"nyx_203_yukari_03","103431","","12030036","1","","0.5","203","","3",""
"それ～もっと飲め～\nうふふ～麦しゅわに\n不可能はないわ～♪","103431","","12030037","10","","","203","","11",""
"","0","","12030038","","","","203","","91",""
"","0.1","","12030039","","","","203","","93",""
"nyx_203_yukari_06","3","1","12030040","0","","0.2","203","","3","nyx_203_yukari_05"
"nyx_203_yukari_06","103431","1","12030041","0","","0.2","203","","3","nyx_203_yukari_05"
"","0.5","","12030042","","","","203","","93",""
"nyx_lookup","103231","1","12030043","0","","0.2","203","0.2","3","nyx_cmn_05"
"","2","","12030044","","","","203","","93",""
"1","103231","","12030045","1","","","203","","12",""
"1","3","","12030046","","","","203","","4",""
"1","103431","","12030047","","","","203","","4",""
"nyx_203_yukari_04","3","","12030048","0","","0.2","203","","3",""
"nyx_203_yukari_04","103431","","12030049","0","","0.2","203","","3",""
"-245","3","0","12030050","-10","","","203","","2","0.67"
"-245","103431","0","12030051","-10","","","203","","2","0.67"
"","0.67","","12030052","","","","203","","93",""
"","0.83","","12030053","","","","203","","93",""
"-265","3","0","12030054","-10","","","203","","2","0.5"
"-265","103431","0","12030055","-10","","","203","","2","0.5"
"","0.5","","12030056","","","","203","","93",""
"-328","3","0","12030057","-10","","","203","","2","0.67"
"-328","103431","0","12030058","-10","","","203","","2","0.67"
"nyx_cmn_04","103231","","12030059","1","","0.2","203","","3",""
"nyx_lookup","104831","1","12030060","0","","0.2","203","0.2","3","nyx_idle_sad"
"","0.67","","12030061","","","","203","","93",""
"-330","3","0","12030062","-10","","","203","","2","0.67"
"-330","103431","0","12030063","-10","","","203","","2","0.67"
"","0.67","","12030064","","","","203","","93",""
"nyx_203_yukari_05","3","1","12030065","0","","0.2","203","","3","nyx_203_yukari_06"
"nyx_203_yukari_05","103431","1","12030066","0","","0.2","203","","3","nyx_203_yukari_06"
"","0.66","","12030067","","","","203","","93",""
"12","104831","","12030068","1","","","203","","12",""
"","2","","12030069","","","","203","","93",""
"9","103431","","12030070","1","","","203","","12",""
"nyx_lookup","104631","1","12030071","0","","0.2","203","0.2","3","nyx_talk_sad"
"0","3","","12030072","","","","203","","4",""
"0","103431","","12030073","","","","203","","4",""
"nyx_203_yukari_04","3","","12030074","0","","0.2","203","","3",""
"nyx_203_yukari_04","103431","","12030075","0","","0.2","203","","3",""
"-285","3","0","12030076","-10","","","203","","2","0.67"
"-285","103431","0","12030077","-10","","","203","","2","0.67"
"","0.67","","12030078","","","","203","","93",""
"","0.83","","12030079","","","","203","","93",""
"-265","3","0","12030080","-10","","","203","","2","0.5"
"-265","103431","0","12030081","-10","","","203","","2","0.5"
"","0.5","","12030082","","","","203","","93",""
"-202","3","0","12030083","-10","","","203","","2","0.67"
"-202","103431","0","12030084","-10","","","203","","2","0.67"
"5","104631","","12030085","1","","","203","","12",""
"","0.67","","12030086","","","","203","","93",""
"-200","3","0","12030087","-10","","","203","","2","0.67"
"-200","103431","0","12030088","-10","","","203","","2","0.67"
"","0.67","","12030089","","","","203","","93",""
"nyx_203_yukari_05","3","","12030090","1","","0.2","203","","3",""
"nyx_203_yukari_05","103431","","12030091","1","","0.2","203","","3",""
"","0.66","","12030092","","","","203","","93",""
"nyx_idle_sad","104631","","12030093","1","","0.2","203","","3",""
"6","103431","","12030094","1","","","203","","12",""
"0","3","","12030095","","","","203","","4",""
"0","103431","","12030096","","","","203","","4",""
"","1","","12030097","","","","203","","93",""
"","12030039","","12030098","","","","203","","101",""
"104831","1","28.5","12040001","110","nyx_204_mifuyu_01","1.2","204","1","1","121.8"
"2","2","28.5","12040002","120","nyx_204_mifuyu_01","1.2","204","1","5","121.8"
"103431","1","-286.1","12040003","110","nyx_idle_normal","1.2","204","0","1","-278"
"104631","1","-286.1","12040004","140","nyx_idle_normal","1.2","204","1","1","283.5"
"103231","1","-286.1","12040005","110","nyx_idle_normal","1.2","204","0","1","-413"
"1","2","1","12040006","0","","1","204","","31","0"
"3","3","-278","12040007","130","nyx_yagura_up_harf","1.2","204","0","5","109"
"2","14","1","12040008","-111","","1","204","","31","34"
"bgm_M347","bgm_M347","","12040009","","","","204","","25",""
"","2","","12040010","","","","204","","93",""
"nyx_204_mifuyu_01","104831","","12040011","1","","0.2","204","","3",""
"nyx_204_mifuyu_01","2","","12040012","1","","0.2","204","","3",""
"とうとう完成…\nしてしまったわね…","104831","","12040013","10","","0","204","","11",""
"","0.2","","12040014","","","","204","","93",""
"nyx_lookup","104631","1","12040015","0","","0.2","204","0.2","3","nyx_204_akino_01_loop"
"","0.5","","12040016","","","","204","","93",""
"nyx_204_mifuyu_02","104831","","12040017","1","","0.2","204","","3",""
"nyx_204_mifuyu_02","2","","12040018","1","","0.2","204","","3",""
"","12040013","","12040019","","","","204","","91",""
"設計段階より\n明らかに機能が\n増やされてるわ…","104831","","12040020","10","","0","204","","11",""
"","1.5","","12040021","","","","204","","93",""
"nyx_lookup","103431","1","12040022","0","","0.2","204","0.2","3","nyx_lookup_loop"
"","12040020","","12040023","","","","204","","91",""
"","0.2","","12040024","","","","204","","93",""
"nyx_204_akino_01","103231","","12040025","0","","0.2","204","","3",""
"驚いたでしょう！\nこれこそが私たちの\nアイデアの結晶！","103231","","12040026","10","","","204","","11",""
"","1","","12040027","","","","204","","93",""
"nyx_204_akino_02","103231","","12040028","1","","0.2","204","","3",""
"","12040026","","12040029","","","","204","","91",""
"","0.5","","12040030","","","","204","","93",""
"ええ、驚いたわ…\nまさかこんなにも\n好き勝手やるなんて","104831","","12040031","10","","0","204","","11",""
"","0.2","","12040032","","","","204","","93",""
"nyx_204_mifuyu_03","104831","","12040033","1","","0.2","204","0.2","3",""
"nyx_204_mifuyu_03","2","","12040034","1","","0.2","204","0.2","3",""
"","3","","12040035","","","","204","","93",""
"","12040031","","12040036","","","","204","","91",""
"nyx_talk_sad","104631","","12040037","1","","","204","","3",""
"ど、どうして\n震えてるにゃ？\nミフユ…","104631","","12040038","10","","","204","","11",""
"","0","","12040039","","","","204","","91",""
"nyx_204_mifuyu_04","104831","1","12040040","0","","0.3","204","0.3","3","nyx_204_mifuyu_05"
"nyx_204_mifuyu_04","2","1","12040041","0","","0.3","204","0.3","3","nyx_204_mifuyu_05"
"当たり前です！\nなんですかこの\n無駄だらけな機能！","104831","","12040042","10","","0","204","","11",""
"","0.6","","12040043","","","","204","","93",""
"cmn_shock_def_N","104631","1","12040044","0","","0.3","204","0.2","3","nyx_idle_surprise2"
"cmn_shock_def_N","103431","1","12040045","0","","0.3","204","0.2","3","nyx_idle_sad"
"cmn_shock_def_N","103231","1","12040046","0","","0.3","204","0.2","3","nyx_idle_surprise1"
"","1.5","","12040047","","","","204","","93",""
"","12040042","","12040048","","","","204","","91",""
"どこを見ても\n無駄ばかり…\n非効率すぎる…！","104831","","12040049","10","","0","204","","11",""
"","0","","12040050","","","","204","","91",""
"nyx_talk_sad","103431","","12040051","1","","0.3","204","0.3","3",""
"お、落ち着いて\nミフユさん…\n仕方がなかったの…","103431","","12040052","10","","","204","","11",""
"","0","","12040053","","","","204","","91",""
"こんなの\n落ち着けるわけ\nないでしょーっ！","104831","","12040054","10","","0","204","","11",""
"","2.7","","12040055","","","","204","","93",""
"nyx_cmn_03","103431","","12040056","1","","0.3","204","0.3","3",""
"nyx_204_mifuyu_07","104831","1","12040057","0","","0.3","204","0.3","3","nyx_204_mifuyu_06"
"nyx_204_mifuyu_07","2","1","12040058","0","","0.3","204","0.3","3","nyx_204_mifuyu_06"
"","12040052","","12040059","","","","204","","91",""
"","0.5","","12040060","","","","204","","93",""
"0","103431","","12040061","1","","","204","","4",""
"","0.5","","12040062","","","","204","","93",""
"2","103431","","12040063","1","","","204","","12",""
"","1.5","","12040064","","","","204","","93",""
"17","104631","","12040065","1","","","204","","12",""
"nyx_talk_sad","104631","","12040066","1","","0.3","204","0.3","3",""
"","1.5","","12040067","","","","204","","93",""
"1","103431","","12040068","1","","","204","","4",""
"nyx_idle_sad","104631","","12040069","1","","0.3","204","0.3","3",""
"","0.2","","12040070","","","","204","","93",""
"7","103231","","12040071","1","","","204","","12",""
"nyx_talk_joy1","103231","1","12040072","0","","0.3","204","0.2","3","cmn_pose02_def_N"
"","0.1","","12040073","","","","204","","93",""
"nyx_talk_sad","103431","","12040074","1","","0.3","204","0.3","3",""
"","2","","12040075","","","","204","","93",""
"15","104831","","12040076","1","","","204","","12",""
"","2","","12040077","","","","204","","93",""
"1","12040061","","12040078","","","","204","","101",""
"111031","1","-277","13010001","110","nyx_301_yuni_01","1.2","301","0","1","-135"
"1","3","1","13010002","0","","1","301","","31","0"
"2","17","1","13010003","40","","1","301","","31","-195"
"3","18","1","13010004","40","","0","301","","31","-195"
"4","19","1","13010005","40","","0","301","","31","-195"
"bgm_M347","bgm_M347","","13010006","","","","301","","25",""
"","2","","13010007","","","","301","","93",""
"なかよしX…\nあれは実に\n浪漫の結晶だった…","111031","","13010008","10","","","301","","11",""
"1","0","","13010009","","","","301","","91",""
"あのイノベーション\nから得た刺激は形に\n遺しておくべきだ…","111031","","13010010","10","","","301","","11",""
"1","0","","13010011","","","","301","","91",""
"","0.6","","13010012","","","","301","","93",""
"nyx_103_yuni_02","111031","","13010013","1","","0.2","301","","3",""
"というわけで\nなかよしXの残骸を\n集めてみたわけだが","111031","","13010014","10","","","301","","11",""
"1","0","","13010015","","","","301","","91",""
"cmn_pose02_def_N","111031","","13010016","0","","0.2","301","0.2","3","nyx_idle_normal"
"これらをリペアして\n単に組み直したとて\n模造品でしかない","111031","","13010017","10","","","301","","11",""
"1","0","","13010018","","","","301","","91",""
"nyx_103_yuni_03","111031","1","13010019","0","","0.2","301","","3","nyx_103_yuni_04"
"独自の改修を施すぞ\n機体の縮小化そして\n各種機能を改良だ","111031","","13010020","10","","","301","","11",""
"1","0","","13010021","","","","301","","91",""
"cmn_pose02_def_N","111031","","13010022","1","","0.2","301","","3",""
"ふむ、すなわち\nたい焼きに麦しゅわ\nだが…","111031","","13010023","10","","","301","","11",""
"","0","","13010024","","","","301","","91",""
"","0.5","","13010025","","","","301","","93",""
"nyx_301_yuni_03","111031","","13010026","1","","0.2","301","","3",""
"いや、そもそもなぜ\nたい焼き麦しゅわが\n組み込まれていたか","111031","","13010027","10","","","301","","11",""
"1","0","","13010028","","","","301","","91",""
"…理解に苦しむな\nまずそこから考える\n必要がありそうだ","111031","","13010029","10","","","301","","11",""
"1","0","","13010030","","","","301","","91",""
"nyx_301_yuni_01","111031","","13010031","1","","0.2","301","","3",""
"なんたる難題だろう\nぼくの知的探求心が\n疼いてきたと言える","111031","","13010032","10","","","301","","11",""
"","0","","13010033","","","","301","","91",""
"","2","","13010034","","","","301","","93",""
"1","111031","","13010035","","","","301","","4",""
"cmn_walk_def_N","111031","","13010036","1","","0.2","301","","3",""
"-230","111031","","13010037","-277","","","301","","2","1.5"
"","1.5","","13010038","","","","301","","93",""
"nyx_301_yuni_02","111031","1","13010039","0","","0.2","301","0.2","3","nyx_idle_normal"
"","3","","13010040","","","","301","","93",""
"0","111031","","13010041","","","","301","","4",""
"cmn_walk_def_N","111031","","13010042","1","","0.2","301","","3",""
"-95","111031","","13010043","-277","","","301","","2","1.5"
"","1.5","","13010044","","","","301","","93",""
"12","111031","","13010045","1","","","301","","12",""
"nyx_301_yuni_02","111031","1","13010046","0","","0.2","301","0.2","3","nyx_idle_normal"
"","0.4","","13010047","","","","301","","93",""
"1","3","","13010048","","","","301","","32",""
"","2.6","","13010049","","","","301","","93",""
"1","111031","","13010050","","","","301","","4",""
"cmn_walk_def_N","111031","","13010051","1","","0.2","301","","3",""
"-230","111031","","13010052","-277","","","301","","2","1.5"
"","1.5","","13010053","","","","301","","93",""
"13","111031","","13010054","1","","","301","","12",""
"nyx_301_yuni_02","111031","1","13010055","0","","0.2","301","0.2","3","nyx_idle_normal"
"","3","","13010056","","","","301","","93",""
"0","111031","","13010057","","","","301","","4",""
"cmn_walk_def_N","111031","","13010058","1","","0.2","301","","3",""
"-95","111031","","13010059","-277","","","301","","2","1.5"
"","1.5","","13010060","","","","301","","93",""
"nyx_301_yuni_02","111031","1","13010061","0","","0.2","301","0.2","3","nyx_idle_normal"
"","0.4","","13010062","","","","301","","93",""
"1","4","","13010063","","","","301","","32",""
"","2.6","","13010064","","","","301","","93",""
"1","111031","","13010065","","","","301","","4",""
"cmn_walk_def_N","111031","","13010066","1","","0.2","301","","3",""
"-230","111031","","13010067","-277","","","301","","2","1.5"
"","1.5","","13010068","","","","301","","93",""
"nyx_301_yuni_02","111031","1","13010069","0","","0.2","301","0.2","3","nyx_idle_normal"
"","3","","13010070","","","","301","","93",""
"0","111031","","13010071","","","","301","","4",""
"cmn_walk_def_N","111031","","13010072","1","","0.2","301","","3",""
"165","111031","","13010073","-277","","","301","","2","4"
"","4","","13010074","","","","301","","93",""
"12","111031","","13010075","1","","","301","","12",""
"nyx_301_yuni_02","111031","1","13010076","0","","0.2","301","0.2","3","nyx_idle_normal"
"","3","","13010077","","","","301","","93",""
"1","111031","","13010078","","","","301","","4",""
"cmn_walk_def_N","111031","","13010079","1","","0.2","301","","3",""
"-230","111031","","13010080","-277","","","301","","2","4"
"","4","","13010081","","","","301","","93",""
"17","111031","","13010082","1","","","301","","12",""
"cmn_pose02_def_N","111031","1","13010083","0","","0.2","301","0.2","3","nyx_idle_normal"
"","4","","13010084","","","","301","","93",""
"0","111031","","13010085","","","","301","","4",""
"cmn_walk_def_N","111031","","13010086","1","","0.2","301","","3",""
"165","111031","","13010087","-277","","","301","","2","4"
"","4","","13010088","","","","301","","93",""
"nyx_301_yuni_02","111031","0","13010089","0","","0.2","301","0.2","3","nyx_303_yuni_01"
"","2.4","","13010090","","","","301","","93",""
"7","111031","","13010091","1","","","301","","12",""
"","1.6","","13010092","","","","301","","93",""
"1","111031","","13010093","","","","301","","4",""
"cmn_walk_def_N","111031","","13010094","1","","0.2","301","","3",""
"-230","111031","","13010095","-277","","","301","","2","4"
"","4","","13010096","","","","301","","93",""
"2","111031","","13010097","1","","","301","","12",""
"nyx_301_yuni_02","111031","1","13010098","0","","0.2","301","0.2","3","cmn_pose02_def_N"
"","4","","13010099","","","","301","","93",""
"","13010071","","13010100","","","","301","","101",""
"111031","1","-277","13020001","110","nyx_idle_normal","1.2","302","1","1","4000"
"2","2","-277","13020002","120","NoItem","1.2","302","1","5","-200"
"1","3","1","13020003","0","","1","302","","31","0"
"3","20","1","13020004","-110","","0","302","","31","-240"
"4","21","1.2","13020005","40","","1","302","","31","-195"
"bgm_M347","bgm_M347","","13020006","","","","302","","25",""
"","2","","13020007","","","","302","","93",""
"nyx_302_yuni_01","111031","1","13020008","0","","","302","0.2","3","nyx_idle_normal"
"-200","111031","","13020009","-277","","","302","","2","0"
"-200","2","","13020010","-279","","","302","","2","0"
"…ぷはーっ！","111031","","13020011","10","","","302","","11",""
"","0","","13020012","","","","302","","93",""
"1","3","","13020013","","","","302","","32",""
"","13020011","","13020014","","","","302","","91",""
"いかんいかん\n資材の山に埋もれて\nしまうところだった","111031","","13020015","10","","","302","","11",""
"","0","","13020016","","","","302","","91",""
"nyx_302_yuni_02","2","1","13020017","0","","0.2","302","","3","NoItem"
"nyx_302_yuni_02","111031","1","13020018","0","","0.2","302","0.2","3","nyx_idle_normal"
"だが怪我の功名、\n探していた部品を\n偶然にも発見できた","111031","","13020019","10","","","302","","11",""
"","5","","13020020","","","","302","","93",""
"0","111031","","13020021","","","","302","","4",""
"nyx_cmn_03","111031","","13020022","1","","0.2","302","","3",""
"ふむ…これは僥倖\nかくなる上は再び\n潜航してみるか…","111031","","13020023","10","","","302","","11",""
"","0","","13020024","","","","302","","91",""
"nyx_301_yuni_01","111031","","13020025","1","","0.2","302","","3",""
"存外意義あるものだ\n資材ダイビングとか\nいう新種の探索行は","111031","","13020026","10","","","302","","11",""
"1","0","","13020027","","","","302","","91",""
"まあ万一溺れたとて\n後輩たちの誰ぞが\nきっと気付くだろう","111031","","13020028","10","","","302","","11",""
"1","0","","13020029","","","","302","","91",""
"nyx_302_yuni_03","111031","1","13020030","0","","0.2","302","","3","nyx_302_yuni_04"
"是非もなし\nいざ往かん！","111031","","13020031","10","","","302","","11",""
"1","0","","13020032","","","","302","","91",""
"","1.5","","13020033","","","","302","","93",""
"む。奥に入りすぎた\nこれは…出られぬ！\n誰かー！　誰か―！","111031","","13020034","10","","","302","","11",""
"","0","","13020035","","","","302","","91",""
"","6","","13020036","","","","302","","93",""
"2","111031","","13020037","1","","","302","","12",""
"","4","","13020038","","","","302","","93",""
"4","111031","","13020039","1","","","302","","12",""
"","4","","13020040","","","","302","","93",""
"","13020036","","13020041","","","","302","","101",""
"111031","1","-221.5","13030001","110","nyx_303_yuni_07","1.2","303","1","1","49"
"1","4","1","13030002","0","","1","303","","31","0"
"bgm_M347","bgm_M347","","13030003","","","","303","","25",""
"","2","","13030004","","","","303","","93",""
"ふむ、紆余曲折は\nあったが無事完成…\nといったところか","111031","","13030005","10","","","303","","11",""
"","0","","13030006","","","","303","","91",""
"nyx_303_yuni_01_noshadow","111031","","13030007","1","","0.2","303","","3",""
"ふふふ…我ながら\n納得の出来栄え…","111031","","13030008","10","","","303","","11",""
"","0","","13030009","","","","303","","91",""
"外観の完成度も\nさることながら\n特筆すべきは機能だ","111031","","13030010","10","","","303","","11",""
"","0","","13030011","","","","303","","91",""
"nyx_303_yuni_03","111031","","13030012","1","","0.2","303","","3",""
"試しに動作試験を\nしてみるとしよう","111031","","13030013","10","","","303","","11",""
"","0","","13030014","","","","303","","91",""
"nyx_303_yuni_02","111031","1","13030015","0","","0.2","303","0.2","3","nyx_303_yuni_04"
"","3","","13030016","","","","303","","93",""
"nyx_303_yuni_07","111031","","13030017","1","","0.2","303","","3",""
"ふむ…\n表情映写の動作に\n問題はないようだ","111031","","13030018","10","","","303","","11",""
"","0","","13030019","","","","303","","91",""
"nyx_303_yuni_09","111031","1","13030020","0","","0.2","303","0.2","3","nyx_303_yuni_04"
"次はいずれの機能を\n試してみるか…","111031","","13030021","10","","","303","","11",""
"","0","","13030022","","","","303","","91",""
"","0.5","","13030023","","","","303","","93",""
"とりあえず適当な\nスイッチを…おっと\nこのボタンはいかん","111031","","13030024","10","","","303","","11",""
"","1.5","","13030025","","","","303","","93",""
"nyx_303_yuni_02","111031","","13030026","0","","0.2","303","","3",""
"","1","","13030027","","","","303","","93",""
"nyx_303_yuni_06","111031","1","13030028","0","","0.2","303","","3","nyx_303_yuni_05"
"","2","","13030029","","","","303","","93",""
"…危ない危ない\n自爆装置を起動して\nしまうところだった","111031","","13030030","10","","","303","","11",""
"","0.1","","13030031","","","","303","","93",""
"nyx_303_yuni_08","111031","","13030032","1","","0.2","303","","3",""
"","13030030","","13030033","","","","303","","91",""
"","2","","13030034","","","","303","","93",""
"nyx_303_yuni_09","111031","1","13030035","0","","0.2","303","0.2","3","nyx_303_yuni_04"
"","2","","13030036","","","","303","","93",""
"nyx_303_yuni_02","111031","1","13030037","0","","0.2","303","0.2","3","nyx_303_yuni_03"
"","1.8","","13030038","","","","303","","93",""
"6","111031","","13030039","1","","","303","","12",""
"","3.2","","13030040","","","","303","","93",""
"nyx_303_yuni_09","111031","1","13030041","0","","0.2","303","0.2","3","nyx_303_yuni_04"
"","2","","13030042","","","","303","","93",""
"nyx_303_yuni_02","111031","1","13030043","0","","0.2","303","0.2","3","nyx_303_yuni_08"
"","1.8","","13030044","","","","303","","93",""
"2","111031","","13030045","1","","","303","","12",""
"","1.2","","13030046","","","","303","","93",""
"","13030034","","13030047","","","","303","","101",""
