a076f279f732ad466ebe15d8f7ed16c70345f451d6d726dea36d9037b5baa9b5,925dc90a8dc8fca2f1b51d3995c1772ad3539e8513f3af4ef31be718833741f9,b2b1639a829aa6085e6ab1a4a2f808a8ca1b34888b256e8c0e54a9c557badc14,8c4f48197b0ec63d95b1f424026f5a9a5e6873ba22ef0a9f030b8937328a361e,8efb5753bd9326863432bab3709e73345e54f2a3a9223598f8deb74ad818cd05,55046323d8a443f6f53f2f023c1cc038fc4b251785c4bd66a4e0f04a2fa612f7,0fabade1945d221d85fda45ac124f0eb8491b92d76b988adad1f2b8c3facb5e8,759b6dbe0017c39a85087fba70491ecd758a02b04a850619bf962537375541d7,3731fdb36d5d3068a42f85510713655a6adf85d04a68fb9ff51f60c6d40c3f15,144fea374b9f04f41f32ced3a903998982b387c994f157b136066760a21dc24f,2793fd85b243ad457da36202a6676e5046a2cc9b707bdf3c4adc8c4cac586561,9e6621877bd97bec829f10c9c492bbd89c604ba2b8613710250411beaecd410c,9bec1e1e3a9fa42997bb055fde10a5c584ce5d9c8e0ca2f3394c5c3a565ed0e8,49900c35d70193f0ae7f5d637ec246fc74d6e02c99fe357c53c71f595b42237d,54611f817467cfa77669ceb491e477522b5e2507a6776c8e5bc52596ed10a97f,19b0b4d3838afbd35877b683b018865fc0a8decceaf724b310bbb224fc9e91d4,af125769e55718674644bd8839c229c4add2220af29548c56e378aa0882290fa,7008aaa52cbc59f2d1ae0adfca010a00fc33c9fb557fb64106f0ffeb64db26a5,2a75b7503f81a0ad2220e494d6a80b3877d93e24feb5822e358879c3230ac138
"1","","5104322","238","1","2","0","610104401","5104321","1.3","10104","3","600","0","5","0","5.5","0","610104004"
"1","","5104323","238","2","1","-40","0","0","1.5","10104","0","600","0","5","40","1.5","0","610104005"
"1","","0","238","3","1","-40","0","0","1.5","10104","0","0","0","5","0","1.5","0","610104006"
"1","","5078322","181","1","1","-45","0","5078321","1.55","10105","0","0","0","5","62","1.5","0","610105004"
"1","","5078323","181","2","4","-45","0","0","1.55","10105","0","0","0","5","0","1.5","490","610105005"
"1","","0","181","3","1","-45","0","0","1.55","10105","0","0","0","5","0","1.5","0","610105006"
"1","","5106322","240","1","3","0","610106401","5106321","1.2","10106","3","600","0","5","0","5.5","12","610106004"
"1","","5106323","240","2","1","0","610106402","0","1.2","10106","0","600","0","5","60","1.5","0","610106005"
"1","","0","240","3","1","0","0","0","1.2","10106","0","0","0","5","0","1.5","0","610106006"
"1","","5080322","184","1","2","-70","610107401","5080321","1.4","10107","3","600","0","5","0","5.5","0","610107004"
"1","","5080323","184","2","1","-70","610107402","0","1.5","10107","0","0","0","5","60","1.5","0","610107005"
"1","","0","184","3","1","-70","0","0","1.5","10107","0","0","0","5","0","1.5","0","610107006"
"1","","5108322","243","1","1","-35","610108401","5108321","1.55","10108","3","600","0","5","80","5.5","0","610108004"
"1","","5108323","243","2","1","-35","610108402","0","1.55","10108","0","600","0","5","60","1.5","0","610108005"
"1","","0","243","3","1","-35","0","0","1.55","10108","0","0","0","5","0","1.5","0","610108006"
"1","","5082322","187","1","3","-20","610109401","5082321","2","10109","3","600","0","5","0","5.5","20","610109004"
"1","","5082323","187","2","1","-20","0","0","2","10109","0","0","0","5","69","1.5","0","610109005"
"1","","0","187","3","1","-20","0","0","2","10109","0","0","0","5","0","1.5","0","610109006"
"1","","5110322","246","1","5","-50","610110401","5110321","1","10110","3","600","0","5","69","5.5","10000000","610110004"
"1","","5110323","246","2","2","-50","610110402","0","0.85","10110","0","600","0","5","0","1.5","0","610110005"
"1","","0","246","3","1","-50","0","0","1","10110","0","0","0","5","0","1.5","0","610110006"
"1","","5111322","246","1","1","-78","610111401","5111321","1.35","10111","3","600","0","5","60","5.5","0","610111004"
"1","","5111323","246","2","2","-55","610111402","0","1.2","10111","0","600","0","5","0","1.5","0","610111005"
"1","","0","246","3","1","-78","0","0","1.35","10111","0","0","0","5","0","1.5","0","610111006"
"1","","5084322","190","1","2","5","610112401","5084321","1.35","10112","3","600","0","5","0","5.5","0","610112004"
"1","","5084323","190","2","3","5","0","0","1.35","10112","0","600","0","5","0","1.5","10","610112005"
"1","","0","190","3","1","5","0","0","1.35","10112","0","0","0","5","0","1.5","0","610112006"
"1","","5085322","190","1","2","-20","610113401","5085321","0.95","10113","3","600","0","5","0","5.5","0","610113004"
"1","","5085323","190","2","1","-20","0","0","1.2","10113","0","600","0","5","68","1.5","0","610113005"
"1","","0","190","3","1","-20","0","0","1.2","10113","0","0","0","5","0","1.5","0","610113006"
"1","","5114322","249","1","3","20","610114401","5114321","1.25","10114","3","600","0","5","0","5.5","16","610114004"
"1","","5114323","249","2","1","20","610114402","0","1.25","10114","0","600","0","5","58","1.5","0","610114005"
"1","","0","249","3","1","20","0","0","1.25","10114","0","0","0","5","0","1.5","0","610114006"
"1","","5088322","193","1","3","-70","610115401","5088321","1.4","10115","3","600","0","5","0","5.5","15","610115004"
"1","","5088323","193","2","1","-70","610115402","0","1.5","10115","0","0","0","5","72","1.5","0","610115005"
"1","","0","193","3","1","-70","0","0","1.5","10115","0","0","0","5","0","1.5","0","610115006"
"1","","5116322","252","1","1","-25","610116401","5116321","1.85","10116","3","600","0","5","74","5.5","0","610116004"
"1","","5116323","252","2","1","-25","610116402","0","1.85","10116","0","0","0","5","53","1.5","0","610116005"
"1","","0","252","3","1","-25","0","0","1.85","10116","0","0","0","5","0","1.5","0","610116006"
"1","","5090322","196","1","1","-45","0","5090321","1.18","10117","3","600","0","5","86","5.5","0","610117004"
"1","","5090323","196","2","4","-45","0","0","1.18","10117","0","0","0","5","0","1.5","300","610117005"
"1","","0","196","3","1","-45","0","0","1.18","10117","0","0","0","5","0","1.5","0","610117006"
"1","","5118322","255","1","1","-20","610118401","5118321","1.25","10118","3","600","0","5","69","5.5","0","610118004"
"1","","5118323","255","2","1","-20","610118402","0","1.25","10118","0","600","0","5","42","1.5","0","610118005"
"1","","0","255","3","1","-20","0","0","1.25","10118","0","0","0","5","0","1.5","0","610118006"
"1","","5092322","199","1","1","-50","0","5092321","1.4","10119","3","600","0","5","70","5.5","0","610119004"
"1","","5092323","199","2","2","-20","610119402","0","1.15","10119","0","600","0","5","0","1.5","0","610119005"
"1","","0","199","3","1","-50","0","0","1.4","10119","0","0","0","5","0","1.5","0","610119006"
"1","","5120322","255","1","1","-35","610120401","5120321","1.55","10120","3","600","0","5","71","5.5","0","610120004"
"1","","5120323","255","2","2","-35","610120402","0","1.2","10120","0","600","0","5","0","1.5","0","610120005"
"1","","0","255","3","1","-35","0","0","1.55","10120","0","0","0","5","0","1.5","0","610120006"
"1","","5094322","200","1","3","-50","610121401","5094321","2.2","10121","3","600","0","5","0","5.5","10","610121004"
"1","","5094323","200","2","1","-50","0","0","2.2","10121","0","0","0","5","68","1.5","0","610121005"
"1","","0","200","3","1","-50","0","0","2.2","10121","0","0","0","5","0","1.5","0","610121006"
"1","","5122322","255","1","1","40","610122401","5122321","1.7","10122","3","600","0","5","68","5.5","0","610122004"
"1","","5122323","255","2","2","20","610122402","0","1","10122","4.5","600","0","5","0","1.5","0","610122005"
"1","","0","255","3","1","40","0","0","1.7","10122","0","0","0","5","0","1.5","0","610122006"
"1","","5096322","200","1","1","-120","0","5096321","1.3","10123","3","600","0","5","80","5.5","0","610123004"
"1","","5096323","200","2","2","-80","610123402","0","1","10123","0","600","0","5","0","1.5","0","610123005"
"1","","0","200","3","1","-120","0","0","1.3","10123","0","0","0","5","0","1.5","0","610123006"
"1","","5124322","255","1","2","-20","610124401","5124321","0.83","10124","3","600","0","5","0","5.5","0","610124004"
"1","","5124323","255","2","1","-20","0","0","0.83","10124","0","600","0","5","66","1.5","0","610124005"
"1","","0","255","3","1","-20","0","0","0.83","10124","0","0","0","5","0","1.5","0","610124006"
"1","","5098322","200","1","2","-120","610125401","5098321","1.3","10125","3","600","0","5","0","5.5","0","610125004"
"1","","5098323","200","2","2","-80","610125402","0","1.1","10125","0","600","0","5","0","1.5","0","610125005"
"1","","0","200","3","1","-85","0","0","1.3","10125","0","0","0","5","0","1.5","0","610125006"
"1","","5126322","255","1","1","-25","610126401","5126321","1.5","10126","3","600","0","5","83","5.5","0","610126004"
"1","","5126323","255","2","2","-25","610126402","0","1.3","10126","3","600","0","5","0","1.5","0","610126005"
"1","","0","255","3","1","-25","0","0","1.5","10126","0","0","0","5","0","1.5","0","610126006"
"1","","5100322","200","1","2","-50","610127401","5100321","1.1","10127","3","600","0","5","0","5.5","0","610127004"
"1","","5100323","200","2","1","-70","0","0","1.5","10127","0","600","0","5","64","1.5","0","610127005"
"1","","0","200","3","1","-70","0","0","1.5","10127","0","0","0","5","0","1.5","0","610127006"
"1","","5128322","255","1","3","-25","610128401","5128321","1.85","10128","3","600","0","5","0","5.5","15","610128004"
"1","","5128323","255","2","1","-25","610128402","0","1.85","10128","0","0","0","5","62","1.5","0","610128005"
"1","","0","255","3","1","-25","0","0","1.85","10128","0","0","0","5","0","1.5","0","610128006"
"1","","5102322","200","1","1","-85","0","5102321","1.25","10129","3","600","0","5","66","5.5","0","610129004"
"1","","5102323","200","2","2","-80","610129402","0","1.1","10129","0","600","0","5","0","1.5","0","610129005"
"1","","0","200","3","1","-85","0","0","1.25","10129","0","0","0","5","0","1.5","0","610129006"
"1","","5130322","255","1","1","0","0","5130321","1.2","10130","3","600","0","5","78","5.5","0","610130004"
"1","","5130323","255","2","2","0","610130402","0","1","10130","0","600","0","5","0","1.5","0","610130005"
"1","","0","255","3","1","0","0","0","1.2","10130","0","0","0","5","0","1.5","0","610130006"
"1","","5104322","200","1","2","0","610131401","5104321","1.3","10131","3","600","0","5","0","5.5","0","610131004"
"1","","5104323","200","2","1","-40","0","0","1.5","10131","0","600","0","5","40","1.5","0","610131005"
"1","","0","200","3","1","-40","0","0","1.5","10131","0","0","0","5","0","1.5","0","610131006"
"1","","5132322","255","1","3","-60","610132401","5132321","1","10132","3","600","0","5","0","5.5","15","610132004"
"1","","5132323","255","2","1","-60","610132402","0","1","10132","0","0","0","5","70","1.5","0","610132005"
"1","","0","255","3","1","-60","0","0","1","10132","0","0","0","5","0","1.5","0","610132006"
"1","","5106322","200","1","3","0","610133401","5106321","1.2","10133","3","600","0","5","0","5.5","12","610133004"
"1","","5106323","200","2","1","0","610133402","0","1.2","10133","0","600","0","5","60","1.5","0","610133005"
"1","","0","200","3","1","0","0","0","1.2","10133","0","0","0","5","0","1.5","0","610133006"
"1","","5134322","255","1","1","-50","0","5134321","1.85","10134","3","600","0","5","55","5.5","0","610134004"
"1","","5134323","255","2","3","-50","610134402","0","1.85","10134","3","600","0","5","0","1.5","30","610134005"
"1","","0","255","3","1","-50","0","0","1.85","10134","0","0","0","5","0","1.5","0","610134006"
"1","","5108322","200","1","1","-35","610135401","5108321","1.55","10135","3","600","0","5","85","5.5","0","610135004"
"1","","5108323","200","2","1","-35","610135402","0","1.55","10135","0","600","0","5","70","1.5","0","610135005"
"1","","0","200","3","1","-35","0","0","1.55","10135","0","0","0","5","0","1.5","0","610135006"
"1","","5136322","255","1","2","0","610136401","5136321","1.1","10136","3","600","0","5","0","5.5","0","610136004"
"1","","5136323","255","2","1","-50","0","0","1.5","10136","0","600","0","5","84","1.5","0","610136005"
"1","","0","255","3","1","-50","0","0","1.5","10136","0","0","0","5","0","1.5","0","610136006"
"1","","5137322","255","1","1","0","0","5137321","0.85","10137","0","0","0","5","75","5.5","0","610137004"
"1","","5137323","255","2","1","0","0","0","0.85","10137","0","0","0","5","50","1.5","0","610137005"
"1","","0","255","3","1","0","0","0","0.85","10137","0","0","0","5","0","1.5","0","610137006"
"1","","5110322","200","1","5","-50","610138401","5110321","1","10138","3","600","0","5","69","5.5","2000000","610138004"
"1","","5110323","200","2","2","-50","610138402","0","0.85","10138","0","600","0","5","0","1.5","0","610138005"
"1","","0","200","3","1","-50","0","0","1","10138","0","0","0","5","0","1.5","0","610138006"
"1","","5111322","200","1","1","-78","610139401","5111321","1.35","10139","3","600","0","5","62","5.5","0","610139004"
"1","","5111323","200","2","2","-55","610139402","0","1.2","10139","0","600","0","5","0","1.5","0","610139005"
"1","","0","200","3","1","-78","0","0","1.35","10139","0","0","0","5","0","1.5","0","610139006"
"1","","5140322","255","1","1","0","0","5140321","1.4","10140","3","600","0","5","86","5.5","0","610140004"
"1","","5140323","255","2","1","0","0","0","1.4","10140","0","0","0","5","52","1.5","0","610140005"
"1","","0","255","3","1","0","0","0","1.4","10140","0","0","0","5","0","1.5","0","610140006"
"1","","5114322","200","1","3","20","610141401","5114321","1.25","10141","3","600","0","5","0","5.5","16","610141004"
"1","","5114323","200","2","1","20","610141402","0","1.25","10141","0","600","0","5","58","1.5","0","610141005"
"1","","0","200","3","1","20","0","0","1.25","10141","0","0","0","5","0","1.5","0","610141006"
"1","","5142322","255","1","1","-33","0","5142321","1.45","10142","3","600","0","5","76","5.5","0","610142004"
"1","","5142323","255","2","2","-40","610142402","0","1.23","10142","3","600","0","5","0","1.5","0","610142005"
"1","","0","255","3","1","-33","0","0","1.45","10142","0","0","0","5","0","1.5","0","610142006"
"1","","5116322","200","1","1","-25","610143401","5116321","1.85","10143","3","600","0","5","72","5.5","0","610143004"
"1","","5116323","200","2","1","-25","610143402","0","1.85","10143","0","0","0","5","52","1.5","0","610143005"
"1","","0","200","3","1","-25","0","0","1.85","10143","0","0","0","5","0","1.5","0","610143006"
"1","","5144322","255","1","1","-33","0","5144321","1","10144","3","600","0","5","65","5.5","0","610144004"
"1","","5144323","255","2","2","-40","610144402","0","1","10144","3","600","0","5","0","1.5","0","610144005"
"1","","0","255","3","1","-33","0","0","1","10144","0","0","0","5","0","1.5","0","610144006"
"1","","5118322","200","1","1","-20","610145401","5118321","1.25","10145","3","600","0","5","74","5.5","0","610145004"
"1","","5118323","200","2","1","-20","610145402","0","1.25","10145","0","600","0","5","52","1.5","0","610145005"
"1","","0","200","3","1","-20","0","0","1.25","10145","0","0","0","5","0","1.5","0","610145006"
"1","","5146322","255","1","2","-45","610146401","5146321","0.87","10146","3","600","0","5","0","5.5","0","610146004"
"1","","5146323","255","2","1","-45","0","0","1.18","10146","0","0","0","5","58","1.5","0","610146005"
"1","","0","255","3","1","-45","0","0","1.18","10146","0","0","0","5","0","1.5","0","610146006"
"1","","5120322","200","1","1","-35","610147401","5120321","1.55","10147","0","600","0","5","76","5.5","0","610147004"
"1","","5120323","200","2","2","-35","610147402","0","1.2","10147","4","600","0","5","0","1.5","0","610147005"
"1","","0","200","3","1","-35","0","0","1.55","10147","0","0","0","5","0","1.5","0","610147006"
"1","","5148322","255","1","2","-50","610148401","5148321","1.4","10148","3","600","0","5","0","5.5","0","610148004"
"1","","5148323","255","2","1","-50","0","0","1.7","10148","0","0","0","5","72","1.5","0","610148005"
"1","","0","255","3","1","-50","0","0","1.7","10148","0","0","0","5","0","1.5","0","610148006"
"1","","5122322","200","1","1","40","610149401","5122321","1.7","10149","3","600","0","5","68","5.5","0","610149004"
"1","","5122323","200","2","2","20","610149402","0","1","10149","4.5","600","0","5","0","1.5","0","610149005"
"1","","0","200","3","1","40","0","0","1.7","10149","0","0","0","5","0","1.5","0","610149006"
"1","","5150322","255","1","1","-33","0","5150321","1.35","10150","0","0","0","5","71","5.5","0","610150004"
"1","","5150323","255","2","1","-33","0","0","1.35","10150","0","0","0","5","50","1.5","0","610150005"
"1","","0","255","3","1","-33","0","0","1.35","10150","0","0","0","5","0","1.5","0","610150006"
"1","","5124322","200","1","2","-20","610151401","5124321","0.83","10151","3","600","0","5","0","5.5","0","610151004"
"1","","5124323","200","2","1","-20","0","0","0.83","10151","0","600","0","5","66","1.5","0","610151005"
"1","","0","200","3","1","-20","0","0","0.83","10151","0","0","0","5","0","1.5","0","610151006"
"1","","5152322","255","1","2","20","610152401","5152321","0.7","10152","4.8","600","0","5","0","5.5","0","610152004"
"1","","5152323","255","2","1","30","0","0","0.96","10152","0","0","0","5","81","1.5","0","610152005"
"1","","0","255","3","1","30","0","0","0.96","10152","0","0","0","5","0","1.5","0","610152006"
"1","","5017321","200","1","2","50","610153401","0","0.9","10153","3","600","0","5","0","1.5","0","610153004"
"1","","5017322","200","2","1","84","0","0","1","10153","0","0","0","5","69","1.5","0","610153005"
"1","","0","200","3","1","84","0","0","1","10153","0","0","0","5","0","1.5","0","610153006"
"1","","5154322","255","1","1","-33","0","5154321","1.25","10154","3","600","0","5","68","5.5","0","610154004"
"1","","5154323","255","2","2","-10","610154402","0","1","10154","3","600","0","5","0","1.5","0","610154005"
"1","","0","255","3","1","-33","0","0","1.25","10154","0","0","0","5","0","1.5","0","610154006"
"1","","5126322","255","1","1","-25","610126401","5126321","1.5","10155","3","600","0","5","83","5.5","0","610126004"
"1","","5126323","255","2","2","-25","610126402","0","1.3","10155","3","600","0","5","0","1.5","0","610126005"
"1","","0","255","3","1","-25","0","0","1.5","10155","0","0","0","5","0","1.5","0","610126006"
"1","","5156322","255","1","2","5","610156401","5156321","0.85","10156","3","600","0","5","0","5.5","0","610156004"
"1","","5156323","255","2","1","-10","0","0","1.11","10156","3","600","0","5","75","1.5","0","610156005"
"1","","0","255","3","1","-10","0","0","1.11","10156","0","0","0","5","0","1.5","0","610156006"
"1","","5128322","255","1","3","-25","610128401","5128321","1.85","10157","3","600","0","5","0","5.5","15","610128004"
"1","","5128323","255","2","1","-25","610128402","0","1.85","10157","0","0","0","5","62","1.5","0","610128005"
"1","","0","255","3","1","-25","0","0","1.85","10157","0","0","0","5","0","1.5","0","610128006"
"1","","5158322","255","1","2","-40","610158401","5158321","1.5","10158","3","600","0","5","0","5.5","0","610158004"
"1","","5158323","255","2","1","-33","0","0","1.75","10158","0","0","0","5","65","1.5","0","610158005"
"1","","0","255","3","1","-33","0","0","1.75","10158","0","0","0","5","0","1.5","0","610158006"
"1","","5130322","255","1","1","0","0","5130321","1.2","10159","3","600","0","5","78","5.5","0","610130004"
"1","","5130323","255","2","2","0","610130402","0","1","10159","4.5","600","0","5","0","1.5","0","610130005"
"1","","0","255","3","1","0","0","0","1.2","10159","0","0","0","5","0","1.5","0","610130006"
"1","","5160322","255","1","3","-35","610160401","5160321","1.4","10160","4.8","600","0","5","0","5.5","20","610160004"
"1","","5160323","255","2","1","-35","0","0","1.4","10160","0","0","0","5","70","1.5","0","610160005"
"1","","0","255","3","1","-35","0","0","1.4","10160","0","0","0","5","0","1.5","0","610160006"
"1","","5132322","255","1","3","-60","610132401","5132321","1","10161","3","600","0","5","0","5.5","15","610132004"
"1","","5132323","255","2","1","-60","610132402","0","1","10161","0","0","0","5","70","1.5","0","610132005"
"1","","0","255","3","1","-60","0","0","1","10161","0","0","0","5","0","1.5","0","610132006"
"1","","5134322","255","1","1","-50","0","5134321","1.85","10163","3","600","0","5","55","5.5","0","610134004"
"1","","5134323","255","2","3","-50","610134402","0","1.85","10163","3","600","0","5","0","1.5","30","610134005"
"1","","0","255","3","1","-50","0","0","1.85","10163","0","0","0","5","0","1.5","0","610134006"
"1","","5136322","255","1","2","0","610136401","5136321","1.1","10164","3","600","0","5","0","5.5","0","610136004"
"1","","5136323","255","2","1","-50","0","0","1.5","10164","0","600","0","5","84","1.5","0","610136005"
"1","","0","255","3","1","-50","0","0","1.5","10164","0","0","0","5","0","1.5","0","610136006"
"1","","5137322","255","1","1","0","0","5137321","0.85","10165","0","0","0","5","75","5.5","0","610137004"
"1","","5137323","255","2","1","0","0","0","0.85","10165","0","0","0","5","50","1.5","0","610137005"
"1","","0","255","3","1","0","0","0","0.85","10165","0","0","0","5","0","1.5","0","610137006"
"1","","5140322","255","1","1","0","0","5140321","1.4","10166","3","600","0","5","86","5.5","0","610140004"
"1","","5140323","255","2","1","0","0","0","1.4","10166","0","0","0","5","52","1.5","0","610140005"
"1","","0","255","3","1","0","0","0","1.4","10166","0","0","0","5","0","1.5","0","610140006"
"1","","5142322","255","1","1","-33","0","5142321","1.45","10167","3","600","0","5","76","5.5","0","610142004"
"1","","5142323","255","2","2","-40","610142402","0","1.23","10167","3","600","0","5","0","1.5","0","610142005"
"1","","0","255","3","1","-33","0","0","1.45","10167","0","0","0","5","0","1.5","0","610142006"
"1","","5144322","255","1","1","-33","0","5144321","1","10168","3","600","0","5","65","5.5","0","610144004"
"1","","5144323","255","2","2","-40","610144402","0","1","10168","3","600","0","5","0","1.5","0","610144005"
"1","","0","255","3","1","-33","0","0","1","10168","0","0","0","5","0","1.5","0","610144006"
"1","","5146322","255","1","2","-45","610146401","5146321","0.87","10169","3","600","0","5","0","5.5","0","610146004"
"1","","5146323","255","2","1","-45","0","0","1.18","10169","0","0","0","5","58","1.5","0","610146005"
"1","","0","255","3","1","-45","0","0","1.18","10169","0","0","0","5","0","1.5","0","610146006"
