019a457c18cd0830bd4ef0e0632725bc4aa3ef1b811f5eb393da8568b05a0195,612f41570cf7644ea75db0bcacda05ffba5d4e6fb5d2cb17f57898c053c88669,121c8e8f4c141786e92e2c7cb1929394726b70212cbac39caab6168af3c77918,63b1911a3150a06fa96791f799c151104ef4d478f409b26a4a27120c3cead371,6e799e3ed7735b265fac4cfc5bd4514b636162c30995936b24b23b897985a417,6ca60a47a639118574b4326dde830df7568f826fd25b955c1a06c2665d603150,6648d1a4ae9195236d4612a6d0ea521e86577a9db044ce4f1a7e5083d6149e5e,088ada6554edc746156c48608c11c809d0e315a16cbf522dca887c8b4176d039,062cc568e2b21a5504c67120a76262db75e3bea884b8af7c06f3c7c3d3a46cd4,d24b319f35a757c0233df622d7b6925bb758c834856455dad73146fe7afd0570,a01564bff67be042ee4dfb5e849adc779d5f3ccc0d3562fed841384962ba799e
"0","","","0","21","","vo_wac_14114","14114","","vo_wac_14114_000","14114067"
"1","0","0","10","11","1","100911","14114","0.5","私の生誕祝い、だと……！？\nくっ、そのようなことをされたら、\n魔瞳の封印が解けてしまう！\nし、鎮まれ、鎮まりたまえ……！","14114068"
"","","","","91","","0","14114","","","14114069"
"","0.2","","1","3","","100911","14114","","wac_birthday_idle_sad","14114070"
"","0.2","","1","3","","105611","14114","","wac_birthday_talk_smile","14114071"
"0","","","0","21","","vo_wac_14114","14114","","vo_wac_14114_001","14114072"
"1","0","0","10","11","1","105611","14114","0.5","はは、その目に封印された\n誰かさんも、うれし涙は出るんだね？\n手間暇かけて、ケーキを\n準備したかいがあったよ。","14114073"
"","","","","91","","0","14114","","","14114074"
"","0.2","","1","3","","105611","14114","","wac_birthday_idle_smile","14114075"
"","0.2","","1","3","","100911","14114","","wac_birthday_talk_anger","14114076"
"0","","","0","21","","vo_wac_14114","14114","","vo_wac_14114_002","14114077"
"1","0","0","10","11","1","100911","14114","0.5","べ、別に泣いてなどいないぞっ！？\n今はちょっとその、顔についた\n絵の具を拭ってるだけで……！\n見られるのが恥ずかしいわけでは……","14114078"
"","","","","91","","0","14114","","","14114079"
"","0.2","","1","3","","100911","14114","","wac_birthday_talk_smile","14114080"
"0","","","0","21","","vo_wac_14114","14114","","vo_wac_14114_003","14114081"
"1","0","0","10","11","1","100911","14114","0.5","で、でもその……みんな、ありがとう！\n内なる封印が解かれそうなほどの……\n望外の喜びだ！　だから……\n大切に食べる！　味わって食べるぞ！","14114082"
"","","","","91","","0","14114","","","14114083"
"","","","","22","","0","14114","","","14114084"
"","","","","25","","bgm_M321","14314","","bgm_M321_2C","14314001"
"-1000","2","0","250","1","-70","1","14314","wac_birthday_idle_normal","101711","14314002"
"200","2","1","256","1","-270","1","14314","wac_birthday_idle_normal","104311","14314003"
"320","2","1","258","1","-310","1","14314","wac_birthday_idle_wish","101011","14314004"
"450","2","1","257","1","-290","1","14314","wac_birthday_idle_smile","101411","14314005"
"","","","","13","","101711","14314","","300","14314006"
"","","","","13","","104311","14314","","300","14314007"
"0","0","","0","31","1","501","14314","","501","14314008"
"0","1","","0","31","1","600","14314","","600","14314009"
"0","0","","0","31","1","602","14314","","602","14314010"
"0","0","","0","31","1","603","14314","","603","14314011"
"60","1","","30","31","1","604","14314","","604","14314012"
"0","1","","0","31","1","613","14314","","613","14314013"
"0","0","","0","31","1","700","14314","","700","14314014"
"0","0","","0","31","1","701","14314","","701","14314015"
"0","0","","0","31","1","702","14314","","702","14314016"
"0","0","","0","31","1","800","14314","","800","14314017"
"60","1","","30","31","1","915","14314","","915","14314018"
"","","","","93","","1","14314","","","14314019"
"wac_birthday_reaction_05","0.2","0.2","0","3","1","101011","14314","","wac_birthday_reaction_03","14314020"
"","","","","93","","0.1","14314","","","14314021"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","104311","14314","","wac_birthday_reaction_02","14314022"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","101411","14314","","wac_birthday_reaction_01","14314023"
"","","","","93","","0.3","14314","","","14314024"
"","0.2","","1","3","","101711","14314","","wac_birthday_run_01","14314025"
"3","","","-70","2","","101711","14314","","0","14314026"
"","","","","93","","2.5","14314","","","14314027"
"","","","","32","","602","14314","","1","14314028"
"","","","","93","","0.6","14314","","","14314029"
"","","","","32","","501","14314","","1","14314030"
"","","","","32","","600","14314","","0","14314031"
"","","","","32","","613","14314","","0","14314032"
"","","","","32","","604","14314","","0","14314033"
"","","","","32","","701","14314","","1","14314034"
"0.01","","","0","33","","915","14314","","0","14314035"
"wac_birthday_wish_02","0.2","0.2","0","3","1","101711","14314","","wac_birthday_blowout_02","14314036"
"0.01","","","-330","2","","101711","14314","","-200","14314037"
"","0.2","","1","3","","104311","14314","","wac_birthday_idle_normal","14314038"
"0.01","","","-320","2","","104311","14314","","180","14314039"
"","0.2","","1","3","","101011","14314","","wac_birthday_idle_wish","14314040"
"0.01","","","-360","2","","101011","14314","","300","14314041"
"","0.2","","1","3","","101411","14314","","wac_birthday_idle_smile","14314042"
"0.01","","","-340","2","","101411","14314","","430","14314043"
"","","","","93","","0","14314","","","14314044"
"","","","","32","","800","14314","","1","14314045"
"","","","","93","","0.7","14314","","","14314046"
"","","","","32","","702","14314","","1","14314047"
"","","","","93","","0.5","14314","","","14314048"
"","","","0","23","","se_common","14314","","se_sys_login_birthday_blow_candle","14314049"
"","","","","32","","701","14314","","0","14314050"
"","","","","93","","0.4","14314","","","14314051"
"","","","0","23","","se_common","14314","","se_sys_login_birthday_cracker","14314052"
"","","","","32","","700","14314","","1","14314053"
"","","","0","23","","se_common","14314","","se_sys_login_birthday_calendar_applause","14314054"
"wac_birthday_idle_normal","0.2","0.2","0","3","1","104311","14314","","wac_birthday_clap","14314055"
"","","","","93","","0.1","14314","","","14314056"
"wac_birthday_idle_wish","0.2","0.2","0","3","1","101011","14314","","wac_birthday_clap_to_wish","14314057"
"","","","","93","","0.1","14314","","","14314058"
"wac_birthday_idle_smile","0.2","0.2","0","3","1","101411","14314","","wac_birthday_clap","14314059"
"","","","","93","","2","14314","","","14314060"
"","","","","131","","1","14314","","","14314061"
"0","","","0","21","","vo_wac_14314","14314","","vo_wac_14314_000","14314062"
"1","0","0","10","11","1","101711","14314","0.5","わぁっ、この誕生日ケーキ……！\nみんなで作ってくれたさ～？\nこんなでっかいケーキ、\n見たことないさー！","14314063"
"","","","","91","","0","14314","","","14314064"
"","0.2","","1","3","","101711","14314","","wac_birthday_idle_kyapi","14314065"
"","0.2","","1","3","","104311","14314","","wac_birthday_talk_doya","14314066"
"0","","","0","21","","vo_wac_14314","14314","","vo_wac_14314_001","14314067"
"1","0","0","10","11","1","104311","14314","0.5","へへ、慣れないことしちまったけど、\nあたしもちょっと手伝ったんだぜ。\nその、いちご切ったりとかさ……\nほんのちょっとだけだけどな！","14314068"
"","","","","91","","0","14314","","","14314069"
"","0.2","","1","3","","104311","14314","","wac_birthday_idle_doya","14314070"
"","0.2","","1","3","","101711","14314","","wac_birthday_talk_smile","14314071"
"0","","","0","21","","vo_wac_14314","14314","","vo_wac_14314_002","14314072"
"1","0","0","10","11","1","101711","14314","0.5","えへへ、言葉にできないくらい\nうれしいさ～！　この気持ちを\nみんなに伝えるには……\n歌って踊るしかないさー！","14314073"
"","","","","91","","0","14314","","","14314074"
"","0.2","","1","3","","101711","14314","","wac_birthday_talk_kyapi","14314075"
"0","","","0","21","","vo_wac_14314","14314","","vo_wac_14314_003","14314076"
"1","0","0","10","11","1","101711","14314","0.5","ほら、みんなも歌ってほしいさ～！\nそうしてくれたら私、\n今までで一番の踊りを\n披露して見せるから！","14314077"
"","","","","91","","0","14314","","","14314078"
"","","","","22","","0","14314","","","14314079"
"","","","","25","","bgm_M321","14714","","bgm_M321_2C","14714001"
"-1000","2","0","250","1","-70","1","14714","wac_birthday_idle_normal","105611","14714002"
"170","2","1","256","1","-260","1","14714","wac_birthday_idle_doya","100911","14714003"
"250","2","1","259","1","-310","1","14714","wac_birthday_idle_normal","105111","14714004"
"370","2","1","257","1","-270","1","14714","wac_birthday_idle_wish","102711","14714005"
"500","2","1","258","1","-310","1","14714","wac_birthday_idle_smile","101311","14714006"
"","","","","13","","105611","14714","","300","14714007"
"","","","","13","","100911","14714","","300","14714008"
"0","0","","0","31","1","501","14714","","501","14714009"
"0","1","","0","31","1","600","14714","","600","14714010"
"0","0","","0","31","1","602","14714","","602","14714011"
"0","0","","0","31","1","603","14714","","603","14714012"
"60","1","","30","31","1","604","14714","","604","14714013"
"0","1","","0","31","1","613","14714","","613","14714014"
"0","0","","0","31","1","700","14714","","700","14714015"
"0","0","","0","31","1","701","14714","","701","14714016"
"0","0","","0","31","1","702","14714","","702","14714017"
"0","0","","0","31","1","800","14714","","800","14714018"
"60","1","","30","31","1","916","14714","","916","14714019"
"","","","","93","","1","14714","","","14714020"
"wac_birthday_reaction_04","0.2","0.2","0","3","1","105111","14714","","wac_birthday_reaction_01","14714021"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","100911","14714","","wac_birthday_reaction_02","14714022"
"","","","","93","","0.1","14714","","","14714023"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","102711","14714","","wac_birthday_reaction_05","14714024"
"wac_birthday_reaction_05","0.2","0.2","0","3","1","101311","14714","","wac_birthday_reaction_03","14714025"
"","","","","93","","0.3","14714","","","14714026"
"","0.2","","1","3","","105611","14714","","wac_birthday_run_01","14714027"
"3","","","-70","2","","105611","14714","","0","14714028"
"","","","","93","","2.5","14714","","","14714029"
"","","","","32","","602","14714","","1","14714030"
"","","","","93","","0.6","14714","","","14714031"
"","","","","32","","501","14714","","1","14714032"
"","","","","32","","600","14714","","0","14714033"
"","","","","32","","613","14714","","0","14714034"
"","","","","32","","604","14714","","0","14714035"
"","","","","32","","701","14714","","1","14714036"
"0.01","","","0","33","","916","14714","","0","14714037"
"wac_birthday_wish_01","0.2","0.2","0","3","1","105611","14714","","wac_birthday_blowout_01","14714038"
"0.01","","","-330","2","","105611","14714","","-200","14714039"
"","0.2","","1","3","","100911","14714","","wac_birthday_idle_doya","14714040"
"0.01","","","-320","2","","100911","14714","","150","14714041"
"","0.2","","1","3","","105111","14714","","wac_birthday_idle_normal","14714042"
"0.01","","","-360","2","","105111","14714","","260","14714043"
"","0.2","","1","3","","102711","14714","","wac_birthday_idle_wish","14714044"
"0.01","","","-320","2","","102711","14714","","380","14714045"
"","0.2","","1","3","","101311","14714","","wac_birthday_idle_smile","14714046"
"0.01","","","-340","2","","101311","14714","","500","14714047"
"","","","","93","","0","14714","","","14714048"
"","","","","32","","800","14714","","1","14714049"
"","","","","93","","0.7","14714","","","14714050"
"","","","","32","","702","14714","","1","14714051"
"","","","","93","","0.5","14714","","","14714052"
"","","","0","23","","se_common","14714","","se_sys_login_birthday_blow_candle","14714053"
"","","","","32","","701","14714","","0","14714054"
"","","","","93","","0.4","14714","","","14714055"
"","","","0","23","","se_common","14714","","se_sys_login_birthday_cracker","14714056"
"","","","","32","","700","14714","","1","14714057"
"","","","0","23","","se_common","14714","","se_sys_login_birthday_calendar_applause","14714058"
"wac_birthday_idle_doya","0.2","0.2","0","3","1","100911","14714","","wac_birthday_clap","14714059"
"wac_birthday_idle_wish","0.2","0.2","0","3","1","102711","14714","","wac_birthday_clap_to_wish","14714060"
"","","","","93","","0.1","14714","","","14714061"
"wac_birthday_idle_normal","0.2","0.2","0","3","1","105111","14714","","wac_birthday_clap","14714062"
"","","","","93","","0.1","14714","","","14714063"
"wac_birthday_idle_smile","0.2","0.2","0","3","1","101311","14714","","wac_birthday_clap","14714064"
"","","","","93","","2","14714","","","14714065"
"","","","","131","","1","14714","","","14714066"
"0","","","0","21","","vo_wac_14714","14714","","vo_wac_14714_000","14714067"
"1","0","0","10","11","1","105611","14714","0.5","おっと……こいつは驚いた。\nまさかこんな仕込みをしていたなんて。\nアンタらの誕生日は覚えてたが、\n自分のはすっかり忘れちまってたよ。","14714068"
"","","","","91","","0","14714","","","14714069"
"","0.2","","1","3","","105611","14714","","wac_birthday_idle_smile","14714070"
"","0.2","","1","3","","100911","14714","","wac_birthday_talk_doya","14714071"
"0","","","0","21","","vo_wac_14714","14714","","vo_wac_14714_001","14714072"
"1","0","0","10","11","1","100911","14714","0.5","ふっ、ルカには日ごろ世話になってる\nからな！　生誕を祝うのは当然だ！\nちなみに私はローソクを立てたぞ！\n見ろ、完璧なバランスだろう！？","14714073"
"","","","","91","","0","14714","","","14714074"
"","0.2","","1","3","","100911","14714","","wac_birthday_idle_doya","14714075"
"","0.2","","1","3","","105611","14714","","wac_birthday_talk_smile","14714076"
"0","","","0","21","","vo_wac_14714","14714","","vo_wac_14714_002","14714077"
"1","0","0","10","11","1","105611","14714","0.5","ああ、たしかに、こいつはすごい。\nまるで絵の中から飛び出してきた\nみたいじゃないか……ありがとう。\n大切にいただくとするよ。","14714078"
"","","","","91","","0","14714","","","14714079"
"","0.2","","1","3","","105611","14714","","wac_birthday_talk_doya","14714080"
"0","","","0","21","","vo_wac_14714","14714","","vo_wac_14714_003","14714081"
"1","0","0","10","11","1","105611","14714","0.5","そら、アンタたちも食べな。\nせっかく用意してくれた\nごちそうなんだ。みんなで\n景気よく楽しもうじゃないか♪","14714082"
"","","","","91","","0","14714","","","14714083"
"","","","","22","","0","14714","","","14714084"
"","","","","25","","bgm_M321","16114","","bgm_M321_2C","16114001"
"-1000","2","0","250","1","-70","1","16114","wac_birthday_idle_normal","106811","16114002"
"230","2","1","256","1","-270","1","16114","wac_birthday_idle_smile","101111","16114003"
"410","2","1","257","1","-310","1","16114","wac_birthday_idle_normal","104911","16114004"
"","","","","13","","106811","16114","","300","16114005"
"","","","","13","","101111","16114","","300","16114006"
"","","","","13","","104911","16114","","300","16114007"
"0","0","","0","31","1","501","16114","","501","16114008"
"0","1","","0","31","1","600","16114","","600","16114009"
"0","0","","0","31","1","602","16114","","602","16114010"
"0","0","","0","31","1","603","16114","","603","16114011"
"60","1","","30","31","1","604","16114","","604","16114012"
"0","1","","0","31","1","613","16114","","613","16114013"
"0","0","","0","31","1","700","16114","","700","16114014"
"0","0","","0","31","1","701","16114","","701","16114015"
"0","0","","0","31","1","702","16114","","702","16114016"
"0","0","","0","31","1","800","16114","","800","16114017"
"60","1","","30","31","1","917","16114","","917","16114018"
"","","","","93","","1","16114","","","16114019"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","104911","16114","","wac_birthday_reaction_05","16114020"
"","","","","93","","0.1","16114","","","16114021"
"wac_birthday_reaction_05","0.2","0.2","0","3","1","101111","16114","","wac_birthday_reaction_03","16114022"
"","","","","93","","0.3","16114","","","16114023"
"","0.2","","1","3","","106811","16114","","wac_birthday_run_01","16114024"
"3","","","-70","2","","106811","16114","","0","16114025"
"","","","","93","","2.5","16114","","","16114026"
"","","","","32","","602","16114","","1","16114027"
"","","","","93","","0.6","16114","","","16114028"
"","","","","32","","501","16114","","1","16114029"
"","","","","32","","600","16114","","0","16114030"
"","","","","32","","613","16114","","0","16114031"
"","","","","32","","604","16114","","0","16114032"
"","","","","32","","701","16114","","1","16114033"
"0.01","","","0","33","","917","16114","","0","16114034"
"wac_birthday_wish_01","0.2","0.2","0","3","1","106811","16114","","wac_birthday_blowout_01","16114035"
"0.01","","","-330","2","","106811","16114","","-200","16114036"
"","0.2","","1","3","","101111","16114","","wac_birthday_idle_smile","16114037"
"0.01","","","-320","2","","101111","16114","","180","16114038"
"","0.2","","1","3","","104911","16114","","wac_birthday_idle_normal","16114039"
"0.01","","","-340","2","","104911","16114","","320","16114040"
"","","","","93","","0","16114","","","16114041"
"","","","","32","","800","16114","","1","16114042"
"","","","","93","","0.7","16114","","","16114043"
"","","","","32","","702","16114","","1","16114044"
"","","","","93","","0.5","16114","","","16114045"
"","","","0","23","","se_common","16114","","se_sys_login_birthday_blow_candle","16114046"
"","","","","32","","701","16114","","0","16114047"
"","","","","93","","0.4","16114","","","16114048"
"","","","0","23","","se_common","16114","","se_sys_login_birthday_cracker","16114049"
"","","","","32","","700","16114","","1","16114050"
"","","","0","23","","se_common","16114","","se_sys_login_birthday_calendar_applause","16114051"
"wac_birthday_idle_smile","0.2","0.2","0","3","1","101111","16114","","wac_birthday_clap","16114052"
"","","","","93","","0.1","16114","","","16114053"
"wac_birthday_idle_normal","0.2","0.2","0","3","1","104911","16114","","wac_birthday_clap","16114054"
"","","","","93","","2","16114","","","16114055"
"","","","","131","","1","16114","","","16114056"
"0","","","0","21","","vo_wac_16114","16114","","vo_wac_16114_000","16114057"
"1","0","0","10","11","1","106811","16114","0.5","これはこれは……驚いたね。\n立派なケーキじゃないか。\nわざわざ用意してくれたんだ？\n嬉しいことしてくれるねえ。","16114058"
"","","","","91","","0","16114","","","16114059"
"","0.2","","1","3","","106811","16114","","wac_birthday_idle_normal","16114060"
"","0.2","","1","3","","101111","16114","","wac_birthday_talk_smile","16114061"
"0","","","0","21","","vo_wac_16114","16114","","vo_wac_16114_001","16114062"
"1","0","0","10","11","1","101111","16114","0.5","マスターにはいつもお世話に\nなってますもんね♪\nお兄ちゃんと私たちみんなで\n作っちゃいました！","16114063"
"","","","","91","","0","16114","","","16114064"
"","0.2","","1","3","","101111","16114","","wac_birthday_idle_smile","16114065"
"","0.2","","1","3","","104911","16114","","wac_birthday_talk_wish","16114066"
"0","","","0","21","","vo_wac_16114","16114","","vo_wac_16114_002","16114067"
"1","0","0","10","11","1","104911","16114","0.5","クレープ屋さんで培った技術を\nふんだんにつぎ込んだ\nお姉ちゃんと弟くんとの愛の傑作だよ！\nさぁ、マスター。食べて食べて。","16114068"
"","","","","91","","0","16114","","","16114069"
"","0.2","","1","3","","104911","16114","","wac_birthday_idle_wish","16114070"
"","0.2","","1","3","","101111","16114","","wac_birthday_talk_doya","16114071"
"0","","","0","21","","vo_wac_16114","16114","","vo_wac_16114_003","16114072"
"1","0","0","10","11","1","101111","16114","0.5","妹も！　妹もいましたからね！\nお姉ちゃん！","16114073"
"","","","","91","","0","16114","","","16114074"
"","0.2","","1","3","","101111","16114","","wac_birthday_idle_doya","16114075"
"","0.2","","1","3","","106811","16114","","wac_birthday_talk_smile","16114076"
"0","","","0","21","","vo_wac_16114","16114","","vo_wac_16114_004","16114077"
"1","0","0","10","11","1","106811","16114","0.5","はは、これはアタシだけじゃあ\n食べきれないなあ。\nもちろん、手伝ってくれるん\nだよね、少年？","16114078"
"","","","","91","","0","16114","","","16114079"
"","","","","22","","0","16114","","","16114080"
"","","","","25","","bgm_M321","16414","","bgm_M321_2C","16414001"
"-1000","2","0","250","1","-70","1","16414","wac_birthday_idle_normal","105311","16414002"
"170","2","1","256","1","-260","1","16414","wac_birthday_idle_doya","103011","16414003"
"270","2","1","259","1","-310","1","16414","wac_birthday_idle_smile","100811","16414004"
"400","2","1","257","1","-270","1","16414","wac_birthday_idle_normal","104511","16414005"
"500","2","1","258","1","-310","1","16414","wac_birthday_idle_wish","105511","16414006"
"","","","","13","","105311","16414","","300","16414007"
"","","","","13","","103011","16414","","300","16414008"
"0","0","","0","31","1","501","16414","","501","16414009"
"0","1","","0","31","1","600","16414","","600","16414010"
"0","0","","0","31","1","602","16414","","602","16414011"
"0","0","","0","31","1","603","16414","","603","16414012"
"60","1","","30","31","1","604","16414","","604","16414013"
"0","1","","0","31","1","613","16414","","613","16414014"
"0","0","","0","31","1","700","16414","","700","16414015"
"0","0","","0","31","1","701","16414","","701","16414016"
"0","0","","0","31","1","702","16414","","702","16414017"
"0","0","","0","31","1","800","16414","","800","16414018"
"60","1","","30","31","1","918","16414","","918","16414019"
"","","","","93","","1","16414","","","16414020"
"wac_birthday_reaction_05","0.2","0.2","0","3","1","100811","16414","","wac_birthday_reaction_03","16414021"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","103011","16414","","wac_birthday_reaction_01","16414022"
"","","","","93","","0.1","16414","","","16414023"
"wac_birthday_reaction_04","0.2","0.2","0","3","1","104511","16414","","wac_birthday_reaction_01","16414024"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","105511","16414","","wac_birthday_reaction_05","16414025"
"","","","","93","","0.3","16414","","","16414026"
"","0.2","","1","3","","105311","16414","","wac_birthday_run_01","16414027"
"3","","","-70","2","","105311","16414","","0","16414028"
"","","","","93","","2.5","16414","","","16414029"
"","","","","32","","602","16414","","1","16414030"
"","","","","93","","0.6","16414","","","16414031"
"","","","","32","","501","16414","","1","16414032"
"","","","","32","","600","16414","","0","16414033"
"","","","","32","","613","16414","","0","16414034"
"","","","","32","","604","16414","","0","16414035"
"","","","","32","","701","16414","","1","16414036"
"0.01","","","0","33","","918","16414","","0","16414037"
"wac_birthday_wish_01","0.2","0.2","0","3","1","105311","16414","","wac_birthday_blowout_03","16414038"
"0.01","","","-330","2","","105311","16414","","-200","16414039"
"","0.2","","1","3","","103011","16414","","wac_birthday_idle_doya","16414040"
"0.01","","","-320","2","","103011","16414","","150","16414041"
"","0.2","","1","3","","100811","16414","","wac_birthday_idle_smile","16414042"
"0.01","","","-360","2","","100811","16414","","260","16414043"
"","0.2","","1","3","","104511","16414","","wac_birthday_idle_normal","16414044"
"0.01","","","-320","2","","104511","16414","","390","16414045"
"","0.2","","1","3","","105511","16414","","wac_birthday_idle_wish","16414046"
"0.01","","","-340","2","","105511","16414","","490","16414047"
"","","","","93","","0","16414","","","16414048"
"","","","","32","","800","16414","","1","16414049"
"","","","","93","","0.7","16414","","","16414050"
"","","","","32","","702","16414","","1","16414051"
"","","","","93","","0.5","16414","","","16414052"
"","","","0","23","","se_common","16414","","se_sys_login_birthday_blow_candle","16414053"
"","","","","32","","701","16414","","0","16414054"
"","","","","93","","0.4","16414","","","16414055"
"","","","0","23","","se_common","16414","","se_sys_login_birthday_cracker","16414056"
"","","","","32","","700","16414","","1","16414057"
"","","","0","23","","se_common","16414","","se_sys_login_birthday_calendar_applause","16414058"
"wac_birthday_idle_doya","0.2","0.2","0","3","1","103011","16414","","wac_birthday_clap","16414059"
"wac_birthday_idle_normal","0.2","0.2","0","3","1","104511","16414","","wac_birthday_clap","16414060"
"","","","","93","","0.1","16414","","","16414061"
"wac_birthday_idle_smile","0.2","0.2","0","3","1","100811","16414","","wac_birthday_clap","16414062"
"","","","","93","","0.1","16414","","","16414063"
"wac_birthday_idle_wish","0.2","0.2","0","3","1","105511","16414","","wac_birthday_clap_to_wish","16414064"
"","","","","93","","2","16414","","","16414065"
"","","","","131","","1","16414","","","16414066"
"0","","","0","21","","vo_wac_16414","16414","","vo_wac_16414_000","16414067"
"1","0","0","10","11","1","105311","16414","0.5","私の誕生日祝い、だと……？\nな、なんと巨大なケーキだ！\nそれにとんでもなく香しい匂いが……！\nこれを私のために……？","16414068"
"","","","","91","","0","16414","","","16414069"
"","0.2","","1","3","","105311","16414","","wac_birthday_idle_smile","16414070"
"","0.2","","1","3","","103011","16414","","wac_birthday_talk_kyapi","16414071"
"0","","","0","21","","vo_wac_16414","16414","","vo_wac_16414_001","16414072"
"1","0","0","10","11","1","103011","16414","0.5","イエース！　スウィートなものを\nコレデモカとテンコ盛りにした、\nスペシャルスウィートケーキデス！\nお召し上がりクダサーイ！","16414073"
"","","","","91","","0","16414","","","16414074"
"","0.2","","1","3","","103011","16414","","wac_birthday_idle_kyapi","16414075"
"","0.2","","1","3","","105311","16414","","wac_birthday_talk_sad","16414076"
"0","","","0","21","","vo_wac_16414","16414","","vo_wac_16414_002","16414077"
"1","0","0","10","11","1","105311","16414","0.5","いったいどれだけ砂糖を使ったんだ！？\n尋常じゃなく甘い匂いがする……\nくぅっ、甘味は控え目にと歯医者さんに\n言われたばかりなのに……！","16414078"
"","","","","91","","0","16414","","","16414079"
"","0.2","","1","3","","105311","16414","","wac_birthday_talk_doya","16414080"
"0","","","0","21","","vo_wac_16414","16414","","vo_wac_16414_003","16414081"
"1","0","0","10","11","1","105311","16414","0.5","し、しかし……部下の気持ちを\n無下にしてはいけないな！\nうむ、それなら完食もやむなしだ！\n早速いただくとしよう！","16414082"
"","","","","91","","0","16414","","","16414083"
"","","","","22","","0","16414","","","16414084"
"","","","","25","","bgm_M321","16614","","bgm_M321_2C","16614001"
"-1000","2","0","250","1","-70","1","16614","wac_birthday_idle_normal","102711","16614002"
"170","2","1","256","1","-260","1","16614","wac_birthday_idle_smile","105611","16614003"
"270","2","1","259","1","-310","1","16614","wac_birthday_idle_doya","100911","16614004"
"380","2","1","257","1","-270","1","16614","wac_birthday_idle_normal","105111","16614005"
"510","2","1","258","1","-310","1","16614","wac_birthday_idle_kyapi","101311","16614006"
"","","","","13","","102711","16614","","300","16614007"
"","","","","13","","105611","16614","","300","16614008"
"0","0","","0","31","1","501","16614","","501","16614009"
"0","1","","0","31","1","600","16614","","600","16614010"
"0","0","","0","31","1","602","16614","","602","16614011"
"0","0","","0","31","1","603","16614","","603","16614012"
"60","1","","30","31","1","604","16614","","604","16614013"
"0","1","","0","31","1","613","16614","","613","16614014"
"0","0","","0","31","1","700","16614","","700","16614015"
"0","0","","0","31","1","701","16614","","701","16614016"
"0","0","","0","31","1","702","16614","","702","16614017"
"0","0","","0","31","1","800","16614","","800","16614018"
"60","1","","30","31","1","919","16614","","919","16614019"
"","","","","93","","1","16614","","","16614020"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","100911","16614","","wac_birthday_reaction_01","16614021"
"wac_birthday_reaction_03","0.2","0.2","0","3","1","105611","16614","","wac_birthday_reaction_02","16614022"
"","","","","93","","0.1","16614","","","16614023"
"wac_birthday_reaction_04","0.2","0.2","0","3","1","105111","16614","","wac_birthday_reaction_01","16614024"
"wac_birthday_reaction_05","0.2","0.2","0","3","1","101311","16614","","wac_birthday_reaction_03","16614025"
"","","","","93","","0.3","16614","","","16614026"
"","0.2","","1","3","","102711","16614","","wac_birthday_run_01","16614027"
"3","","","-70","2","","102711","16614","","0","16614028"
"","","","","93","","2.5","16614","","","16614029"
"","","","","32","","602","16614","","1","16614030"
"","","","","93","","0.6","16614","","","16614031"
"","","","","32","","501","16614","","1","16614032"
"","","","","32","","600","16614","","0","16614033"
"","","","","32","","613","16614","","0","16614034"
"","","","","32","","604","16614","","0","16614035"
"","","","","32","","701","16614","","1","16614036"
"0.01","","","0","33","","919","16614","","0","16614037"
"wac_birthday_eriko_wish_04","0.2","0.2","0","3","1","102711","16614","","wac_birthday_eriko_blowout_03","16614038"
"0.01","","","-330","2","","102711","16614","","-200","16614039"
"","0.2","","1","3","","105611","16614","","wac_birthday_idle_smile","16614040"
"0.01","","","-320","2","","105611","16614","","150","16614041"
"","0.2","","1","3","","100911","16614","","wac_birthday_idle_doya","16614042"
"0.01","","","-360","2","","100911","16614","","250","16614043"
"","0.2","","1","3","","105111","16614","","wac_birthday_idle_normal","16614044"
"0.01","","","-320","2","","105111","16614","","370","16614045"
"","0.2","","1","3","","101311","16614","","wac_birthday_idle_kyapi","16614046"
"0.01","","","-340","2","","101311","16614","","490","16614047"
"","","","","93","","0","16614","","","16614048"
"","","","","32","","800","16614","","1","16614049"
"","","","","93","","0.7","16614","","","16614050"
"","","","","32","","702","16614","","1","16614051"
"","","","","93","","0.5","16614","","","16614052"
"","","","0","23","","se_common","16614","","se_sys_login_birthday_blow_candle","16614053"
"","","","","32","","701","16614","","0","16614054"
"","","","","93","","0.4","16614","","","16614055"
"","","","0","23","","se_common","16614","","se_sys_login_birthday_cracker","16614056"
"","","","","32","","700","16614","","1","16614057"
"","","","0","23","","se_common","16614","","se_sys_login_birthday_calendar_applause","16614058"
"wac_birthday_idle_smile","0.2","0.2","0","3","1","105611","16614","","wac_birthday_clap","16614059"
"wac_birthday_idle_normal","0.2","0.2","0","3","1","105111","16614","","wac_birthday_clap","16614060"
"","","","","93","","0.1","16614","","","16614061"
"wac_birthday_idle_doya","0.2","0.2","0","3","1","100911","16614","","wac_birthday_clap","16614062"
