f0f4147d4f699ab1627afc46b839261b982af58ec32ed98749cef17c1b5ca730,6ac7ab8a607c63fe5f9d2d158c68af124f3716db74160df52b4e3499f1eb293d,be96198b83966120aa2683fc7c5105cbce615ca3120d3c1e3fdba1b897ac63d3,c7afde2d6cbe120a8b2a4ce039d583a3b9e56b34e47b0b4a707c246ea8422f97,b2f1850fa5933e412771c42e3c2b703869870892c342a02a5eb9ee1f0f9daa0c,19042606c54b9c54cc093132dbd69a41a4b591e9632efc491e2fc06a42ec3099,6d21bad235b604af2aa693e0408da6fdb07e9541db1c053516369cab6a12a6cd,d882940dd326dbf4ed5a488c3562453a5e5d5c9d858a87f2f54c92ee6fa02f90,a5132a56085a86bae043c057686ab07b32acb876506ed4f063233f52bbbad59c,b658ead2d5eecf24115faaa06a9ec0ea6237dfa4af42335e311ed4412a2630f1,b8a03f776b751a4db47a7453a3581e7d78e03422052e4566e341e1aeca99dae4
"0.2","1007005","svd_idle_memory","3","1","","","113511","","1007005074",""
"0","1007005","7","12","1","","","113411","","1007005075","0"
"0.2","1007005","svd_talk_thinking","3","1","1","","113411","","1007005076",""
"","1007005","","93","","","","3","","1007005077",""
"0.2","1007005","svd_idle_thinking","3","1","1","","113411","","1007005078",""
"0","1007005","6","12","1","","","113511","","1007005079","0"
"0.2","1007005","svd_talk_normal","3","1","","","113511","","1007005080",""
"","1007005","","93","","","","3","","1007005081",""
"0.2","1007005","svd_idle_normal","3","1","","","113511","","1007005082",""
"0","1007005","9","12","1","","","113411","","1007005083","0"
"0.2","1007005","svd_talk_memory","3","1","1","","113411","","1007005084",""
"","1007005","","93","","","","3","","1007005085",""
"0.2","1007005","svd_idle_memory","3","1","1","","113411","","1007005086",""
"","1007005","","101","","","","1007005071","","1007005087",""
"1","1007005","1","6","1","0","1","333","","1007005088","0"
"","1007005","1","4","","","","113511","","1007005089",""
"0.2","1007005","svd_run","3","1","","","113511","","1007005090",""
"","1007005","-750","2","-300","0","0.8","113511","","1007005091",""
"","1007005","0","4","","","","113411","","1007005092",""
"0.2","1007005","svd_run","3","1","","","113411","","1007005093",""
"","1007005","750","2","-300","0","0.8","113411","","1007005094",""
"","1007005","","93","","","","0.6","","1007005095",""
"0.2","1007005","1","6","1","0","1","113511","","1007005096","0"
"0.2","1007005","1","6","1","0","1","113411","","1007005097","0"
"","1007005","","91","","","","0","","1007005098",""
"2.08","1007006","113511","5","100","-300","-750","2","svd_idle_normal","1007006001","0"
"2.08","1007006","113411","5","100","-300","650","1","svd_idle_normal","1007006002","1"
"1","1007006","333","5","0","0","0","3","svd_white_loop","1007006003","0"
"0","1007006","1","6","1","0","1","333","","1007006004","0"
"","1007006","2","7","0","","0","113511","","1007006005",""
"","1007006","-750","2","-300","0","0.5","113511","","1007006006",""
"0","1007006","1","6","1","0","1","113411","","1007006007","0"
"0","1007006","17","31","-140","0.8","-40","7","","1007006008",""
"","1007006","2","34","0","","0","17","","1007006009",""
"","1007006","","93","","","","1","","1007006010",""
"0.8","1007006","1","6","1","0.4","1","333","","1007006011","0"
"0.2","1007006","svd_idle_see_sad_pre2","3","0","1","svd_idle_see_sad2","113511","","1007006012","0"
"","1007006","-600","2","-300","0","1.1","113511","","1007006013",""
"","1007006","","93","","","","1","","1007006014",""
"","1007006","1","32","","","","17","","1007006015",""
"","1007006","","91","","","","0","","1007006016",""
"","1007006","240","94","260","80","0","113511","","1007006017",""
"","1007006","0","32","","","","17","","1007006018",""
"0","1007006","15","12","1","","","113511","","1007006019","0"
"0.2","1007006","svd_walk_sad2","3","1","","","113511","","1007006020",""
"","1007006","0","7","2","","0","113511","","1007006021",""
"","1007006","-250","2","-300","0","2","113511","","1007006022",""
"","1007006","","93","","","","2","","1007006023",""
"0.2","1007006","svd_idle_sad","3","1","","","113511","","1007006024",""
"","1007006","","93","","","","0.5","","1007006025",""
"","1007006","","91","","","","0","","1007006026",""
"0.2","1007006","svd_talk_sad","3","1","","","113511","","1007006027",""
"","1007006","vo_svd_0621","21","0","","0","vo_svd","","1007006028",""
"0","1007006","一匹も釣れないとは…\n本当に不甲斐ないですわ…","11","6","0","0","113511","1","1007006029","0"
"","1007006","","91","","","","0","","1007006030",""
"0.2","1007006","svd_idle_sad","3","1","","","113511","","1007006031",""
"0.2","1007006","svd_walk_glad","3","1","","","113411","","1007006032",""
"","1007006","250","2","-300","0","2","113411","","1007006033",""
"0.4","1007006","1","6","1","1","1","113411","","1007006034","0"
"","1007006","","93","","","","2","","1007006035",""
"0.2","1007006","svd_idle_normal","3","1","","","113411","","1007006036",""
"","1007006","","93","","","","0.4","","1007006037",""
"0.2","1007006","svd_talk_memory","3","1","","","113411","","1007006038",""
"","1007006","vo_svd_0622","21","0","","0","vo_svd","","1007006039",""
"0","1007006","でも、魚を釣ってるときの\n弟くんかっこよかったね…","11","6","0","0","113411","1","1007006040","0"
"","1007006","","91","","","","0","","1007006041",""
"0.2","1007006","svd_idle_memory","3","1","","","113411","","1007006042",""
"0.2","1007006","svd_talk_memory","3","1","","","113511","","1007006043",""
"","1007006","vo_svd_0623","21","0","","0","vo_svd","","1007006044",""
"0","1007006","えぇ…あんな顔をした\nあのおかたに釣られるなら\n魚も本望でしょう…","11","6","0","0","113511","1","1007006045","0"
"","1007006","","91","","","","0","","1007006046",""
"0.2","1007006","svd_idle_memory","3","1","","","113511","","1007006047",""
"0.2","1007006","svd_talk_normal","3","1","","","113411","","1007006048",""
"","1007006","vo_svd_0624","21","0","","0","vo_svd","","1007006049",""
"0","1007006","でも次は私たちが\nご馳走したいよね！","11","6","0","0","113411","1","1007006050","0"
"","1007006","","91","","","","0","","1007006051",""
"0.2","1007006","svd_idle_normal","3","1","","","113411","","1007006052",""
"0.2","1007006","svd_talk_sad","3","1","","","113511","","1007006053",""
"","1007006","vo_svd_0625","21","0","","0","vo_svd","","1007006054",""
"0","1007006","しかし釣りは思いのほか\n難しいですわ…\nそうなると…","11","5","0","0","113511","1","1007006055","0"
"","1007006","","91","","","","0","","1007006056",""
"0.2","1007006","svd_idle_sad","3","1","","","113511","","1007006057",""
"0.2","1007006","svd_surprise","3","0","1","svd_talk_joy2","113411","","1007006058","0.2"
"","1007006","vo_svd_0626","21","0","","0","vo_svd","","1007006059",""
"0","1007006","…！　素潜り！\n素潜りならいける気がするよ！","11","6","0","0","113411","1","1007006060","0"
"","1007006","","91","","","","0","","1007006061",""
"0.2","1007006","svd_idle_joy2","3","1","","","113411","","1007006062",""
"0.2","1007006","svd_surprise","3","0","1","svd_talk_wish","113511","","1007006063","0.2"
"","1007006","vo_svd_0627","21","0","","0","vo_svd","","1007006064",""
"0","1007006","なるほど！\nさっそく参りましょう！\n深海の主を狩りに！","11","6","0","0","113511","1","1007006065","0"
"","1007006","","93","","","","3","","1007006066",""
"0.2","1007006","svd_attack_standby","3","0","1","svd_attack_idle","113511","","1007006067","0.2"
"","1007006","","91","","","","1007006065","","1007006068",""
"","1007006","","93","","","","0","","1007006069",""
"0.2","1007006","svd_attack_finish","3","0","1","svd_idle_normal","113511","","1007006070","0.2"
"","1007006","","93","","","","0.4","","1007006071",""
"","1007006","","102","","","","","","1007006072",""
"","1007006","","93","","","","1","","1007006073",""
"0","1007006","11","12","1","","","113511","","1007006074","0"
"0.2","1007006","svd_cmn_think","3","0","1","svd_idle_thinking","113511","","1007006075","0.2"
"","1007006","","93","","","","3","","1007006076",""
"0.2","1007006","svd_idle_thinking","3","1","","","113511","","1007006077",""
"0","1007006","4","12","1","","","113411","","1007006078","0"
"0.2","1007006","svd_surprise","3","0","1","svd_idle_surprise1","113411","","1007006079","0.2"
"","1007006","","93","","","","3","","1007006080",""
"0.2","1007006","svd_idle_surprise1","3","1","1","","113411","","1007006081",""
"0","1007006","1","12","1","","","113511","","1007006082","0"
"0.2","1007006","svd_talk_sad","3","1","","","113511","","1007006083",""
"","1007006","","93","","","","3","","1007006084",""
"0.2","1007006","svd_idle_sad","3","1","","","113511","","1007006085",""
"0","1007006","7","12","1","","","113411","","1007006086","0"
"0.2","1007006","svd_talk_normal","3","1","1","","113411","","1007006087",""
"","1007006","","93","","","","3","","1007006088",""
"0.2","1007006","svd_idle_normal","3","1","1","","113411","","1007006089",""
"","1007006","","101","","","","1007006074","","1007006090",""
"1","1007006","1","6","1","0","1","333","","1007006091","0"
"","1007006","1","4","","","","113511","","1007006092",""
"0.2","1007006","svd_run","3","1","","","113511","","1007006093",""
"","1007006","-750","2","-300","0","0.8","113511","","1007006094",""
"","1007006","0","4","","","","113411","","1007006095",""
"0.2","1007006","svd_run","3","1","","","113411","","1007006096",""
"","1007006","750","2","-300","0","0.8","113411","","1007006097",""
"","1007006","","93","","","","0.6","","1007006098",""
"0.2","1007006","1","6","1","0","1","113511","","1007006099","0"
"0.2","1007006","1","6","1","0","1","113411","","1007006100","0"
"","1007006","","91","","","","0","","1007006101",""
"2.08","1007007","113511","5","100","-560","-250","1","svd_idle_normal","1007007001","0"
"2.08","1007007","113411","5","100","-560","250","2","svd_idle_normal","1007007002","1"
"1","1007007","333","5","0","0","0","3","svd_white_loop","1007007003","0"
"0","1007007","1","6","1","0","1","333","","1007007004","0"
"0","1007007","1","6","1","0","1","113511","","1007007005","0"
"0","1007007","1","6","1","0","1","113411","","1007007006","0"
"","1007007","","93","","","","1","","1007007007",""
"0.8","1007007","1","6","1","0.4","1","333","","1007007008","0"
"0.2","1007007","svd_jump2","3","0","1","svd_idle_normal","113511","","1007007009","0.2"
"0.2","1007007","svd_jump2","3","0","1","svd_idle_normal","113411","","1007007010","0.2"
"","1007007","","93","","","","0.3","","1007007011",""
"","1007007","-250","2","-300","0","0.75","113511","","1007007012",""
"","1007007","250","2","-300","0","0.75","113411","","1007007013",""
"0.4","1007007","1","6","1","1","1","113511","","1007007014","0"
"0.4","1007007","1","6","1","1","1","113411","","1007007015","0"
"0","1007007","6","12","0.2","","","113511","","1007007016","0"
"0","1007007","6","12","0.2","","","113411","","1007007017","0"
"","1007007","","93","","","","1.2","","1007007018",""
"","1007007","","91","","","","0","","1007007019",""
"0.2","1007007","svd_idle_normal","3","1","","","113411","","1007007020",""
"0.2","1007007","svd_talk_joy2","3","1","","","113511","","1007007021",""
"","1007007","vo_svd_0721","21","0","","0","vo_svd","","1007007022",""
"0","1007007","お姉ちゃんも弟くんの\n楽しそうな顔が見られて\nうれしかったよ！","11","7","0","0","113511","1","1007007023","0"
"","1007007","","91","","","","0","","1007007024",""
"0.2","1007007","svd_idle_joy2","3","1","","","113511","","1007007025",""
"0.2","1007007","svd_talk_memory","3","1","","","113411","","1007007026",""
"","1007007","vo_svd_0722","21","0","","0","vo_svd","","1007007027",""
"0","1007007","そもそも、あなた様からの\nボールを落とすなんて、絶対に\nあってはいけませんわ…","11","6","0","0","113411","1","1007007028","0"
"","1007007","","91","","","","0","","1007007029",""
"0.2","1007007","svd_idle_memory","3","1","","","113411","","1007007030",""
"0.2","1007007","svd_talk_joy2","3","1","","","113511","","1007007031",""
"","1007007","vo_svd_0723","21","0","","0","vo_svd","","1007007032",""
"0","1007007","その通り！\nどんな場所に来ようと\n必ず打ち返してみせるよ！","11","6","0","0","113511","1","1007007033","0"
"","1007007","","91","","","","0","","1007007034",""
"0.2","1007007","svd_idle_joy2","3","1","","","113511","","1007007035",""
"0.2","1007007","svd_talk_sad","3","1","","","113411","","1007007036",""
"","1007007","vo_svd_0724","21","0","","0","vo_svd","","1007007037",""
"0","1007007","ですが、あなた様からの\n贈り物と考えると、そのまま\n受け止めたくなる誘惑も…","11","6","0","0","113411","1","1007007038","0"
"","1007007","","91","","","","0","","1007007039",""
"0.2","1007007","svd_idle_sad","3","1","","","113411","","1007007040",""
"0.2","1007007","svd_talk_anger","3","1","","","113511","","1007007041",""
"","1007007","vo_svd_0725","21","0","","0","vo_svd","","1007007042",""
"0","1007007","ダメだよ！　誘惑を振り切って\n私たちはボールを返すの！\nそれが…","11","7","0","0","113511","1","1007007043","0"
"","1007007","","93","","","","4.2","","1007007044",""
"0.2","1007007","svd_talk_sad","3","1","","","113511","","1007007045",""
"","1007007","","91","","","","1007007043","","1007007046",""
"0.2","1007007","svd_idle_sad","3","1","","","113511","","1007007047",""
"0.2","1007007","svd_talk_sad","3","1","","","113411","","1007007048",""
"","1007007","vo_svd_0726","21","0","","0","vo_svd","","1007007049",""
"0","1007007","ビーチバレー…\nなんて酷なスポーツ…","11","5","0","0","113411","1","1007007050","0"
"","1007007","","91","","","","0","","1007007051",""
"0.2","1007007","svd_idle_sad","3","1","","","113411","","1007007052",""
"","1007007","","102","","","","","","1007007053",""
"","1007007","","93","","","","1","","1007007054",""
"0","1007007","13","12","1","","","113511","","1007007055","0"
"0.2","1007007","svd_talk_normal","3","1","","","113511","","1007007056",""
"","1007007","","93","","","","3","","1007007057",""
"0.2","1007007","svd_idle_normal","3","1","","","113511","","1007007058",""
"0","1007007","12","12","1","","","113411","","1007007059","0"
"0.2","1007007","svd_talk_sad","3","1","1","","113411","","1007007060",""
"","1007007","","93","","","","3","","1007007061",""
"0.2","1007007","svd_idle_sad","3","1","1","","113411","","1007007062",""
"0","1007007","4","12","1","","","113511","","1007007063","0"
"0.2","1007007","svd_talk_anger","3","1","","","113511","","1007007064",""
"","1007007","","93","","","","3","","1007007065",""
"0.2","1007007","svd_idle_wish","3","1","","","113511","","1007007066",""
"0","1007007","11","12","1","","","113411","","1007007067","0"
"0.2","1007007","svd_talk_wish","3","1","1","","113411","","1007007068",""
"","1007007","","93","","","","3","","1007007069",""
"0.2","1007007","svd_idle_wish","3","1","1","","113411","","1007007070",""
"","1007007","","101","","","","1007007055","","1007007071",""
"1","1007007","1","6","1","0","1","333","","1007007072","0"
"","1007007","1","4","","","","113511","","1007007073",""
"0.2","1007007","svd_run","3","1","","","113511","","1007007074",""
"","1007007","-750","2","-300","0","0.8","113511","","1007007075",""
"","1007007","0","4","","","","113411","","1007007076",""
"0.2","1007007","svd_run","3","1","","","113411","","1007007077",""
"","1007007","750","2","-300","0","0.8","113411","","1007007078",""
"","1007007","","93","","","","0.6","","1007007079",""
"0.2","1007007","1","6","1","0","1","113511","","1007007080","0"
"0.2","1007007","1","6","1","0","1","113411","","1007007081","0"
"","1007007","","91","","","","0","","1007007082",""
"2.08","1007008","113511","5","100","-300","-650","2","svd_idle_normal","1007008001","0"
"2.08","1007008","113411","5","100","-300","650","1","svd_idle_normal","1007008002","1"
"1","1007008","333","5","0","0","0","3","svd_white_loop","1007008003","0"
"0","1007008","1","6","1","0","1","333","","1007008004","0"
"0","1007008","1","6","1","0","1","113511","","1007008005","0"
"0","1007008","1","6","1","0","1","113411","","1007008006","0"
"","1007008","","93","","","","1","","1007008007",""
"0.8","1007008","1","6","1","0.4","1","333","","1007008008","0"
"0.2","1007008","svd_walk_sad","3","1","","","113511","","1007008009",""
"","1007008","-250","2","-300","0","2","113511","","1007008010",""
"0.4","1007008","1","6","1","1","1","113511","","1007008011","0"
"0.2","1007008","svd_walk_sad","3","1","","","113411","","1007008012",""
"","1007008","250","2","-300","0","2","113411","","1007008013",""
"0.4","1007008","1","6","1","1","1","113411","","1007008014","0"
"","1007008","","93","","","","2","","1007008015",""
"","1007008","","91","","","","0","","1007008016",""
"0.2","1007008","svd_idle_sad","3","1","","","113411","","1007008017",""
"0.2","1007008","svd_idle_sad","3","1","","","113511","","1007008018",""
"","1007008","","93","","","","0.6","","1007008019",""
"0.2","1007008","svd_talk_sad","3","1","","","113511","","1007008020",""
"","1007008","vo_svd_0821","21","0","","0","vo_svd","","1007008021",""
"0","1007008","ついに…\n終わってしまったのですね…","11","6","0","0","113511","1","1007008022","0"
"","1007008","","91","","","","0","","1007008023",""
"0.2","1007008","svd_idle_sad","3","1","","","113511","","1007008024",""
"0.2","1007008","svd_talk_sad","3","1","","","113411","","1007008025",""
"","1007008","vo_svd_0822","21","0","","0","vo_svd","","1007008026",""
"0","1007008","弟くんのがんばりを\n見届けられて\nうれしい気持ちと…","11","6","0","0","113411","1","1007008027","0"
"","1007008","","91","","","","0","","1007008028",""
"0.2","1007008","svd_idle_sad","3","1","","","113411","","1007008029",""
"0.2","1007008","svd_talk_sad","3","1","","","113511","","1007008030",""
"","1007008","vo_svd_0823","21","0","","0","vo_svd","","1007008031",""
"0","1007008","もう戻らない一度きりの夏への\n切なさが…","11","6","0","0","113511","1","1007008032","0"
"","1007008","","91","","","","0","","1007008033",""
"0.2","1007008","svd_idle_sad","3","1","","","113511","","1007008034",""
"0.2","1007008","svd_talk_anger","3","1","","","113411","","1007008035",""
"","1007008","vo_svd_0824","21","0","","0","vo_svd","","1007008036",""
"0","1007008","ダメ！　エリコちゃん！\n教室に向かう弟くんを\n笑って見送ろう！","11","6","0","0","113411","1","1007008037","0"
"","1007008","","93","","","","4","","1007008038",""
"0.2","1007008","svd_talk_guts2","3","0","1","svd_idle_guts2","113411","","1007008039","0.2"
"","1007008","","91","","","","1007008037","","1007008040",""
"0.2","1007008","svd_idle_wish","3","1","","","113411","","1007008041",""
"0.2","1007008","svd_talk_thinking","3","1","","","113511","","1007008042",""
"","1007008","vo_svd_0825","21","0","","0","vo_svd","","1007008043",""
"0","1007008","そうですね…！\nそれこそがあのおかたのため。","11","6","0","0","113511","1","1007008044","0"
"","1007008","","93","","","","3.5","","1007008045",""
"0.2","1007008","svd_talk_guts2","3","0","1","svd_idle_guts2","113511","","1007008046","0.2"
"","1007008","","91","","","","1007008044","","1007008047",""
"0.2","1007008","svd_idle_wish","3","1","","","113511","","1007008048",""
"0.2","1007008","svd_cmn_smile1","3","0","1","svd_idle_wish","113411","","1007008049","0.2"
"","1007008","vo_svd_0826","21","0","","0","vo_svd","","1007008050",""
"0","1007008","いってらっしゃい！\n弟くん！","11","7","0","0","113411","1","1007008051","0"
"","1007008","","91","","","","0","","1007008052",""
"0.2","1007008","svd_idle_wish","3","1","","","113411","","1007008053",""
"0.2","1007008","svd_talk_wish2","3","1","","","113511","","1007008054",""
"","1007008","vo_svd_0827","21","0","","0","vo_svd","","1007008055",""
"0","1007008","私たちはいつでもどこでも\nあなた様を見守って\nおりますわ…！","11","7","0","0","113511","1","1007008056","0"
"","1007008","","93","","","","3","","1007008057",""
"0.2","1007008","svd_obsession2","3","0","1","svd_idle_wish2","113511","","1007008058","0.2"
"","1007008","","91","","","","1007008056","","1007008059",""
"","1007008","","102","","","","","","1007008060",""
"","1007008","","93","","","","1","","1007008061",""
"0","1007008","10","12","1","","","113411","","1007008062","0"
"0.2","1007008","svd_talk_normal","3","1","","","113411","","1007008063",""
"","1007008","","93","","","","3","","1007008064",""
"0.2","1007008","svd_idle_normal","3","1","","","113411","","1007008065",""
"0","1007008","12","12","1","","","113511","","1007008066","0"
"0.2","1007008","svd_talk_sad","3","1","1","","113511","","1007008067",""
"","1007008","","93","","","","3","","1007008068",""
"0.2","1007008","svd_idle_sad","3","1","1","","113511","","1007008069",""
"0","1007008","7","12","1","","","113411","","1007008070","0"
"0.2","1007008","svd_talk_guts2","3","0","1","svd_idle_guts2","113411","","1007008071","0.2"
"","1007008","","93","","","","3","","1007008072",""
"0.2","1007008","svd_idle_guts2","3","1","","","113411","","1007008073",""
"0","1007008","7","12","1","","","113511","","1007008074","0"
"0.2","1007008","svd_talk_wish","3","1","1","","113511","","1007008075",""
"","1007008","","93","","","","3","","1007008076",""
"0.2","1007008","svd_idle_wish","3","1","1","","113511","","1007008077",""
"","1007008","","101","","","","1007008062","","1007008078",""
"1","1007008","1","6","1","0","1","333","","1007008079","0"
"","1007008","1","4","","","","113511","","1007008080",""
"0.2","1007008","svd_run","3","1","","","113511","","1007008081",""
"","1007008","-750","2","-300","0","0.8","113511","","1007008082",""
"","1007008","0","4","","","","113411","","1007008083",""
"0.2","1007008","svd_run","3","1","","","113411","","1007008084",""
"","1007008","750","2","-300","0","0.8","113411","","1007008085",""
"","1007008","","93","","","","0.6","","1007008086",""
"0.2","1007008","1","6","1","0","1","113511","","1007008087","0"
"0.2","1007008","1","6","1","0","1","113411","","1007008088","0"
"","1007008","","91","","","","0","","1007008089",""
