80527df01fd79d52ed3d2bad0a43694385ecadb0a7b170e51999ee74c23407e8,35096cdb56801f8980aac1d0809d811c915cc858ba6d497e958e68b84eb2c2e6,90c69aab93de433c3b1bd4b9c57266bc92cf521bf5a8709d6023245954e2508f,985909673d26259752dd34aa1353bae8597f7f9f97670d2113dbd127bf413c5d,b3ddb53fe6c2a40ada395b0e5e34dc94c7d8a5588deb209074a13a84d4eee7b1,154673aebe02329bc154940271dd365aa1c3cbae66769f9613afb8bdadad2779,e8a5ecbc0ff8c57fab4b6433a47074fa933fe0b9983fa670bd3982f5eb78067c,1ca6d0753fa3f68245935bf18fe4ba8d75ecbb3eb0493aa28e099a34501481ba,4bd87c135eb9edd48800500e6bb78d5c8ae37fe0d439828f5ebd489eab764f4b,df42d1d6ea281c457a963f1fe3b6bdd27b63728df5e0797c1f7b475edf00cdeb,f227090fb0624f0fc4b5b35dbb142582a52457e1e64a792b2f77f7c7da6bc830
"nyx_203_yukari_03","1","","12030035","","","","3","203","3","0.5"
"nyx_203_yukari_03","1","","12030036","","","","103431","203","3","0.5"
"それ～もっと飲め～\nうふふ～麦しゅわに\n不可能はないわ～♪","10","","12030037","","","","103431","203","11",""
"","","","12030038","","","","0","203","91",""
"","","","12030039","","","","0.1","203","93",""
"nyx_203_yukari_06","0","","12030040","nyx_203_yukari_05","1","","3","203","3","0.2"
"nyx_203_yukari_06","0","","12030041","nyx_203_yukari_05","1","","103431","203","3","0.2"
"","","","12030042","","","","0.5","203","93",""
"nyx_lookup","0","0.2","12030043","nyx_cmn_05","1","","103231","203","3","0.2"
"","","","12030044","","","","2","203","93",""
"1","1","","12030045","","","","103231","203","12",""
"1","","","12030046","","","","3","203","4",""
"1","","","12030047","","","","103431","203","4",""
"nyx_203_yukari_04","0","","12030048","","","","3","203","3","0.2"
"nyx_203_yukari_04","0","","12030049","","","","103431","203","3","0.2"
"-245","-10","","12030050","0.67","0","","3","203","2",""
"-245","-10","","12030051","0.67","0","","103431","203","2",""
"","","","12030052","","","","0.67","203","93",""
"","","","12030053","","","","0.83","203","93",""
"-265","-10","","12030054","0.5","0","","3","203","2",""
"-265","-10","","12030055","0.5","0","","103431","203","2",""
"","","","12030056","","","","0.5","203","93",""
"-328","-10","","12030057","0.67","0","","3","203","2",""
"-328","-10","","12030058","0.67","0","","103431","203","2",""
"nyx_cmn_04","1","","12030059","","","","103231","203","3","0.2"
"nyx_lookup","0","0.2","12030060","nyx_idle_sad","1","","104831","203","3","0.2"
"","","","12030061","","","","0.67","203","93",""
"-330","-10","","12030062","0.67","0","","3","203","2",""
"-330","-10","","12030063","0.67","0","","103431","203","2",""
"","","","12030064","","","","0.67","203","93",""
"nyx_203_yukari_05","0","","12030065","nyx_203_yukari_06","1","","3","203","3","0.2"
"nyx_203_yukari_05","0","","12030066","nyx_203_yukari_06","1","","103431","203","3","0.2"
"","","","12030067","","","","0.66","203","93",""
"12","1","","12030068","","","","104831","203","12",""
"","","","12030069","","","","2","203","93",""
"9","1","","12030070","","","","103431","203","12",""
"nyx_lookup","0","0.2","12030071","nyx_talk_sad","1","","104631","203","3","0.2"
"0","","","12030072","","","","3","203","4",""
"0","","","12030073","","","","103431","203","4",""
"nyx_203_yukari_04","0","","12030074","","","","3","203","3","0.2"
"nyx_203_yukari_04","0","","12030075","","","","103431","203","3","0.2"
"-285","-10","","12030076","0.67","0","","3","203","2",""
"-285","-10","","12030077","0.67","0","","103431","203","2",""
"","","","12030078","","","","0.67","203","93",""
"","","","12030079","","","","0.83","203","93",""
"-265","-10","","12030080","0.5","0","","3","203","2",""
"-265","-10","","12030081","0.5","0","","103431","203","2",""
"","","","12030082","","","","0.5","203","93",""
"-202","-10","","12030083","0.67","0","","3","203","2",""
"-202","-10","","12030084","0.67","0","","103431","203","2",""
"5","1","","12030085","","","","104631","203","12",""
"","","","12030086","","","","0.67","203","93",""
"-200","-10","","12030087","0.67","0","","3","203","2",""
"-200","-10","","12030088","0.67","0","","103431","203","2",""
"","","","12030089","","","","0.67","203","93",""
"nyx_203_yukari_05","1","","12030090","","","","3","203","3","0.2"
"nyx_203_yukari_05","1","","12030091","","","","103431","203","3","0.2"
"","","","12030092","","","","0.66","203","93",""
"nyx_idle_sad","1","","12030093","","","","104631","203","3","0.2"
"6","1","","12030094","","","","103431","203","12",""
"0","","","12030095","","","","3","203","4",""
"0","","","12030096","","","","103431","203","4",""
"","","","12030097","","","","1","203","93",""
"","","","12030098","","","","12030039","203","101",""
"104831","110","1","12040001","121.8","28.5","nyx_204_mifuyu_01","1","204","1","1.2"
"2","120","1","12040002","121.8","28.5","nyx_204_mifuyu_01","2","204","5","1.2"
"103431","110","0","12040003","-278","-286.1","nyx_idle_normal","1","204","1","1.2"
"104631","140","1","12040004","283.5","-286.1","nyx_idle_normal","1","204","1","1.2"
"103231","110","0","12040005","-413","-286.1","nyx_idle_normal","1","204","1","1.2"
"1","0","","12040006","0","1","","2","204","31","1"
"3","130","0","12040007","109","-278","nyx_yagura_up_harf","3","204","5","1.2"
"2","-111","","12040008","34","1","","14","204","31","1"
"bgm_M347","","","12040009","","","","bgm_M347","204","25",""
"","","","12040010","","","","2","204","93",""
"nyx_204_mifuyu_01","1","","12040011","","","","104831","204","3","0.2"
"nyx_204_mifuyu_01","1","","12040012","","","","2","204","3","0.2"
"とうとう完成…\nしてしまったわね…","10","","12040013","","","","104831","204","11","0"
"","","","12040014","","","","0.2","204","93",""
"nyx_lookup","0","0.2","12040015","nyx_204_akino_01_loop","1","","104631","204","3","0.2"
"","","","12040016","","","","0.5","204","93",""
"nyx_204_mifuyu_02","1","","12040017","","","","104831","204","3","0.2"
"nyx_204_mifuyu_02","1","","12040018","","","","2","204","3","0.2"
"","","","12040019","","","","12040013","204","91",""
"設計段階より\n明らかに機能が\n増やされてるわ…","10","","12040020","","","","104831","204","11","0"
"","","","12040021","","","","1.5","204","93",""
"nyx_lookup","0","0.2","12040022","nyx_lookup_loop","1","","103431","204","3","0.2"
"","","","12040023","","","","12040020","204","91",""
"","","","12040024","","","","0.2","204","93",""
"nyx_204_akino_01","0","","12040025","","","","103231","204","3","0.2"
"驚いたでしょう！\nこれこそが私たちの\nアイデアの結晶！","10","","12040026","","","","103231","204","11",""
"","","","12040027","","","","1","204","93",""
"nyx_204_akino_02","1","","12040028","","","","103231","204","3","0.2"
"","","","12040029","","","","12040026","204","91",""
"","","","12040030","","","","0.5","204","93",""
"ええ、驚いたわ…\nまさかこんなにも\n好き勝手やるなんて","10","","12040031","","","","104831","204","11","0"
"","","","12040032","","","","0.2","204","93",""
"nyx_204_mifuyu_03","1","0.2","12040033","","","","104831","204","3","0.2"
"nyx_204_mifuyu_03","1","0.2","12040034","","","","2","204","3","0.2"
"","","","12040035","","","","3","204","93",""
"","","","12040036","","","","12040031","204","91",""
"nyx_talk_sad","1","","12040037","","","","104631","204","3",""
"ど、どうして\n震えてるにゃ？\nミフユ…","10","","12040038","","","","104631","204","11",""
"","","","12040039","","","","0","204","91",""
"nyx_204_mifuyu_04","0","0.3","12040040","nyx_204_mifuyu_05","1","","104831","204","3","0.3"
"nyx_204_mifuyu_04","0","0.3","12040041","nyx_204_mifuyu_05","1","","2","204","3","0.3"
"当たり前です！\nなんですかこの\n無駄だらけな機能！","10","","12040042","","","","104831","204","11","0"
"","","","12040043","","","","0.6","204","93",""
"cmn_shock_def_N","0","0.2","12040044","nyx_idle_surprise2","1","","104631","204","3","0.3"
"cmn_shock_def_N","0","0.2","12040045","nyx_idle_sad","1","","103431","204","3","0.3"
"cmn_shock_def_N","0","0.2","12040046","nyx_idle_surprise1","1","","103231","204","3","0.3"
"","","","12040047","","","","1.5","204","93",""
"","","","12040048","","","","12040042","204","91",""
"どこを見ても\n無駄ばかり…\n非効率すぎる…！","10","","12040049","","","","104831","204","11","0"
"","","","12040050","","","","0","204","91",""
"nyx_talk_sad","1","0.3","12040051","","","","103431","204","3","0.3"
"お、落ち着いて\nミフユさん…\n仕方がなかったの…","10","","12040052","","","","103431","204","11",""
"","","","12040053","","","","0","204","91",""
"こんなの\n落ち着けるわけ\nないでしょーっ！","10","","12040054","","","","104831","204","11","0"
"","","","12040055","","","","2.7","204","93",""
"nyx_cmn_03","1","0.3","12040056","","","","103431","204","3","0.3"
"nyx_204_mifuyu_07","0","0.3","12040057","nyx_204_mifuyu_06","1","","104831","204","3","0.3"
"nyx_204_mifuyu_07","0","0.3","12040058","nyx_204_mifuyu_06","1","","2","204","3","0.3"
"","","","12040059","","","","12040052","204","91",""
"","","","12040060","","","","0.5","204","93",""
"0","1","","12040061","","","","103431","204","4",""
"","","","12040062","","","","0.5","204","93",""
"2","1","","12040063","","","","103431","204","12",""
"","","","12040064","","","","1.5","204","93",""
"17","1","","12040065","","","","104631","204","12",""
"nyx_talk_sad","1","0.3","12040066","","","","104631","204","3","0.3"
"","","","12040067","","","","1.5","204","93",""
"1","1","","12040068","","","","103431","204","4",""
"nyx_idle_sad","1","0.3","12040069","","","","104631","204","3","0.3"
"","","","12040070","","","","0.2","204","93",""
"7","1","","12040071","","","","103231","204","12",""
"nyx_talk_joy1","0","0.2","12040072","cmn_pose02_def_N","1","","103231","204","3","0.3"
"","","","12040073","","","","0.1","204","93",""
"nyx_talk_sad","1","0.3","12040074","","","","103431","204","3","0.3"
"","","","12040075","","","","2","204","93",""
"15","1","","12040076","","","","104831","204","12",""
"","","","12040077","","","","2","204","93",""
"1","","","12040078","","","","12040061","204","101",""
"111031","110","0","13010001","-135","-277","nyx_301_yuni_01","1","301","1","1.2"
"1","0","","13010002","0","1","","3","301","31","1"
"2","40","","13010003","-195","1","","17","301","31","1"
"3","40","","13010004","-195","1","","18","301","31","0"
"4","40","","13010005","-195","1","","19","301","31","0"
"bgm_M347","","","13010006","","","","bgm_M347","301","25",""
"","","","13010007","","","","2","301","93",""
"なかよしX…\nあれは実に\n浪漫の結晶だった…","10","","13010008","","","","111031","301","11",""
"1","","","13010009","","","","0","301","91",""
"あのイノベーション\nから得た刺激は形に\n遺しておくべきだ…","10","","13010010","","","","111031","301","11",""
"1","","","13010011","","","","0","301","91",""
"","","","13010012","","","","0.6","301","93",""
"nyx_103_yuni_02","1","","13010013","","","","111031","301","3","0.2"
"というわけで\nなかよしXの残骸を\n集めてみたわけだが","10","","13010014","","","","111031","301","11",""
"1","","","13010015","","","","0","301","91",""
"cmn_pose02_def_N","0","0.2","13010016","nyx_idle_normal","","","111031","301","3","0.2"
"これらをリペアして\n単に組み直したとて\n模造品でしかない","10","","13010017","","","","111031","301","11",""
"1","","","13010018","","","","0","301","91",""
"nyx_103_yuni_03","0","","13010019","nyx_103_yuni_04","1","","111031","301","3","0.2"
"独自の改修を施すぞ\n機体の縮小化そして\n各種機能を改良だ","10","","13010020","","","","111031","301","11",""
"1","","","13010021","","","","0","301","91",""
"cmn_pose02_def_N","1","","13010022","","","","111031","301","3","0.2"
"ふむ、すなわち\nたい焼きに麦しゅわ\nだが…","10","","13010023","","","","111031","301","11",""
"","","","13010024","","","","0","301","91",""
"","","","13010025","","","","0.5","301","93",""
"nyx_301_yuni_03","1","","13010026","","","","111031","301","3","0.2"
"いや、そもそもなぜ\nたい焼き麦しゅわが\n組み込まれていたか","10","","13010027","","","","111031","301","11",""
"1","","","13010028","","","","0","301","91",""
"…理解に苦しむな\nまずそこから考える\n必要がありそうだ","10","","13010029","","","","111031","301","11",""
"1","","","13010030","","","","0","301","91",""
"nyx_301_yuni_01","1","","13010031","","","","111031","301","3","0.2"
"なんたる難題だろう\nぼくの知的探求心が\n疼いてきたと言える","10","","13010032","","","","111031","301","11",""
"","","","13010033","","","","0","301","91",""
"","","","13010034","","","","2","301","93",""
"1","","","13010035","","","","111031","301","4",""
"cmn_walk_def_N","1","","13010036","","","","111031","301","3","0.2"
"-230","-277","","13010037","1.5","","","111031","301","2",""
"","","","13010038","","","","1.5","301","93",""
"nyx_301_yuni_02","0","0.2","13010039","nyx_idle_normal","1","","111031","301","3","0.2"
"","","","13010040","","","","3","301","93",""
"0","","","13010041","","","","111031","301","4",""
"cmn_walk_def_N","1","","13010042","","","","111031","301","3","0.2"
"-95","-277","","13010043","1.5","","","111031","301","2",""
"","","","13010044","","","","1.5","301","93",""
"12","1","","13010045","","","","111031","301","12",""
"nyx_301_yuni_02","0","0.2","13010046","nyx_idle_normal","1","","111031","301","3","0.2"
"","","","13010047","","","","0.4","301","93",""
"1","","","13010048","","","","3","301","32",""
"","","","13010049","","","","2.6","301","93",""
"1","","","13010050","","","","111031","301","4",""
"cmn_walk_def_N","1","","13010051","","","","111031","301","3","0.2"
"-230","-277","","13010052","1.5","","","111031","301","2",""
"","","","13010053","","","","1.5","301","93",""
"13","1","","13010054","","","","111031","301","12",""
"nyx_301_yuni_02","0","0.2","13010055","nyx_idle_normal","1","","111031","301","3","0.2"
"","","","13010056","","","","3","301","93",""
"0","","","13010057","","","","111031","301","4",""
"cmn_walk_def_N","1","","13010058","","","","111031","301","3","0.2"
"-95","-277","","13010059","1.5","","","111031","301","2",""
"","","","13010060","","","","1.5","301","93",""
"nyx_301_yuni_02","0","0.2","13010061","nyx_idle_normal","1","","111031","301","3","0.2"
"","","","13010062","","","","0.4","301","93",""
"1","","","13010063","","","","4","301","32",""
"","","","13010064","","","","2.6","301","93",""
"1","","","13010065","","","","111031","301","4",""
"cmn_walk_def_N","1","","13010066","","","","111031","301","3","0.2"
"-230","-277","","13010067","1.5","","","111031","301","2",""
"","","","13010068","","","","1.5","301","93",""
"nyx_301_yuni_02","0","0.2","13010069","nyx_idle_normal","1","","111031","301","3","0.2"
"","","","13010070","","","","3","301","93",""
"0","","","13010071","","","","111031","301","4",""
"cmn_walk_def_N","1","","13010072","","","","111031","301","3","0.2"
"165","-277","","13010073","4","","","111031","301","2",""
"","","","13010074","","","","4","301","93",""
"12","1","","13010075","","","","111031","301","12",""
"nyx_301_yuni_02","0","0.2","13010076","nyx_idle_normal","1","","111031","301","3","0.2"
"","","","13010077","","","","3","301","93",""
"1","","","13010078","","","","111031","301","4",""
"cmn_walk_def_N","1","","13010079","","","","111031","301","3","0.2"
"-230","-277","","13010080","4","","","111031","301","2",""
"","","","13010081","","","","4","301","93",""
"17","1","","13010082","","","","111031","301","12",""
"cmn_pose02_def_N","0","0.2","13010083","nyx_idle_normal","1","","111031","301","3","0.2"
"","","","13010084","","","","4","301","93",""
"0","","","13010085","","","","111031","301","4",""
"cmn_walk_def_N","1","","13010086","","","","111031","301","3","0.2"
"165","-277","","13010087","4","","","111031","301","2",""
"","","","13010088","","","","4","301","93",""
"nyx_301_yuni_02","0","0.2","13010089","nyx_303_yuni_01","0","","111031","301","3","0.2"
"","","","13010090","","","","2.4","301","93",""
"7","1","","13010091","","","","111031","301","12",""
"","","","13010092","","","","1.6","301","93",""
"1","","","13010093","","","","111031","301","4",""
"cmn_walk_def_N","1","","13010094","","","","111031","301","3","0.2"
"-230","-277","","13010095","4","","","111031","301","2",""
"","","","13010096","","","","4","301","93",""
"2","1","","13010097","","","","111031","301","12",""
"nyx_301_yuni_02","0","0.2","13010098","cmn_pose02_def_N","1","","111031","301","3","0.2"
"","","","13010099","","","","4","301","93",""
"","","","13010100","","","","13010071","301","101",""
"111031","110","1","13020001","4000","-277","nyx_idle_normal","1","302","1","1.2"
"2","120","1","13020002","-200","-277","NoItem","2","302","5","1.2"
"1","0","","13020003","0","1","","3","302","31","1"
"3","-110","","13020004","-240","1","","20","302","31","0"
"4","40","","13020005","-195","1.2","","21","302","31","1"
"bgm_M347","","","13020006","","","","bgm_M347","302","25",""
"","","","13020007","","","","2","302","93",""
"nyx_302_yuni_01","0","0.2","13020008","nyx_idle_normal","1","","111031","302","3",""
"-200","-277","","13020009","0","","","111031","302","2",""
"-200","-279","","13020010","0","","","2","302","2",""
"…ぷはーっ！","10","","13020011","","","","111031","302","11",""
"","","","13020012","","","","0","302","93",""
"1","","","13020013","","","","3","302","32",""
"","","","13020014","","","","13020011","302","91",""
"いかんいかん\n資材の山に埋もれて\nしまうところだった","10","","13020015","","","","111031","302","11",""
"","","","13020016","","","","0","302","91",""
"nyx_302_yuni_02","0","","13020017","NoItem","1","","2","302","3","0.2"
"nyx_302_yuni_02","0","0.2","13020018","nyx_idle_normal","1","","111031","302","3","0.2"
"だが怪我の功名、\n探していた部品を\n偶然にも発見できた","10","","13020019","","","","111031","302","11",""
"","","","13020020","","","","5","302","93",""
"0","","","13020021","","","","111031","302","4",""
"nyx_cmn_03","1","","13020022","","","","111031","302","3","0.2"
"ふむ…これは僥倖\nかくなる上は再び\n潜航してみるか…","10","","13020023","","","","111031","302","11",""
"","","","13020024","","","","0","302","91",""
"nyx_301_yuni_01","1","","13020025","","","","111031","302","3","0.2"
"存外意義あるものだ\n資材ダイビングとか\nいう新種の探索行は","10","","13020026","","","","111031","302","11",""
"1","","","13020027","","","","0","302","91",""
"まあ万一溺れたとて\n後輩たちの誰ぞが\nきっと気付くだろう","10","","13020028","","","","111031","302","11",""
"1","","","13020029","","","","0","302","91",""
"nyx_302_yuni_03","0","","13020030","nyx_302_yuni_04","1","","111031","302","3","0.2"
"是非もなし\nいざ往かん！","10","","13020031","","","","111031","302","11",""
"1","","","13020032","","","","0","302","91",""
"","","","13020033","","","","1.5","302","93",""
"む。奥に入りすぎた\nこれは…出られぬ！\n誰かー！　誰か―！","10","","13020034","","","","111031","302","11",""
"","","","13020035","","","","0","302","91",""
"","","","13020036","","","","6","302","93",""
"2","1","","13020037","","","","111031","302","12",""
"","","","13020038","","","","4","302","93",""
"4","1","","13020039","","","","111031","302","12",""
"","","","13020040","","","","4","302","93",""
"","","","13020041","","","","13020036","302","101",""
"111031","110","1","13030001","49","-221.5","nyx_303_yuni_07","1","303","1","1.2"
"1","0","","13030002","0","1","","4","303","31","1"
"bgm_M347","","","13030003","","","","bgm_M347","303","25",""
"","","","13030004","","","","2","303","93",""
"ふむ、紆余曲折は\nあったが無事完成…\nといったところか","10","","13030005","","","","111031","303","11",""
"","","","13030006","","","","0","303","91",""
"nyx_303_yuni_01_noshadow","1","","13030007","","","","111031","303","3","0.2"
"ふふふ…我ながら\n納得の出来栄え…","10","","13030008","","","","111031","303","11",""
"","","","13030009","","","","0","303","91",""
"外観の完成度も\nさることながら\n特筆すべきは機能だ","10","","13030010","","","","111031","303","11",""
"","","","13030011","","","","0","303","91",""
"nyx_303_yuni_03","1","","13030012","","","","111031","303","3","0.2"
"試しに動作試験を\nしてみるとしよう","10","","13030013","","","","111031","303","11",""
"","","","13030014","","","","0","303","91",""
"nyx_303_yuni_02","0","0.2","13030015","nyx_303_yuni_04","1","","111031","303","3","0.2"
"","","","13030016","","","","3","303","93",""
"nyx_303_yuni_07","1","","13030017","","","","111031","303","3","0.2"
"ふむ…\n表情映写の動作に\n問題はないようだ","10","","13030018","","","","111031","303","11",""
"","","","13030019","","","","0","303","91",""
"nyx_303_yuni_09","0","0.2","13030020","nyx_303_yuni_04","1","","111031","303","3","0.2"
"次はいずれの機能を\n試してみるか…","10","","13030021","","","","111031","303","11",""
"","","","13030022","","","","0","303","91",""
"","","","13030023","","","","0.5","303","93",""
"とりあえず適当な\nスイッチを…おっと\nこのボタンはいかん","10","","13030024","","","","111031","303","11",""
"","","","13030025","","","","1.5","303","93",""
"nyx_303_yuni_02","0","","13030026","","","","111031","303","3","0.2"
"","","","13030027","","","","1","303","93",""
"nyx_303_yuni_06","0","","13030028","nyx_303_yuni_05","1","","111031","303","3","0.2"
"","","","13030029","","","","2","303","93",""
"…危ない危ない\n自爆装置を起動して\nしまうところだった","10","","13030030","","","","111031","303","11",""
"","","","13030031","","","","0.1","303","93",""
"nyx_303_yuni_08","1","","13030032","","","","111031","303","3","0.2"
"","","","13030033","","","","13030030","303","91",""
"","","","13030034","","","","2","303","93",""
"nyx_303_yuni_09","0","0.2","13030035","nyx_303_yuni_04","1","","111031","303","3","0.2"
"","","","13030036","","","","2","303","93",""
"nyx_303_yuni_02","0","0.2","13030037","nyx_303_yuni_03","1","","111031","303","3","0.2"
"","","","13030038","","","","1.8","303","93",""
"6","1","","13030039","","","","111031","303","12",""
"","","","13030040","","","","3.2","303","93",""
"nyx_303_yuni_09","0","0.2","13030041","nyx_303_yuni_04","1","","111031","303","3","0.2"
"","","","13030042","","","","2","303","93",""
"nyx_303_yuni_02","0","0.2","13030043","nyx_303_yuni_08","1","","111031","303","3","0.2"
"","","","13030044","","","","1.8","303","93",""
"2","1","","13030045","","","","111031","303","12",""
"","","","13030046","","","","1.2","303","93",""
"","","","13030047","","","","13030034","303","101",""
