d505e7e3161e44135d397d0ec78bee28336a79c5eeb1f97a92236bb44bd407c9,3554f261260f65e4aa2b6cae3ed676529d967bb114e22a5bd1c7abf43eda70ec,bb19a44146a66dbf9f63f48337e01ba9afd3eb8152693d35f1788d0257b454a4,b5bb7dd1348534b377e17754fc7ed553842ff8df7a77c0980c41b083b0e89cf3,5a14f8d75fb1045f586281ac9801e18a3b03e713f54da20668d7e6a8effacd03,9b58b0073117ce6bc75be549ba7d15a654dd8b5373e23ad3f635643db62548b7,795ba3d6884e40c3adf9fc5f66b0a9f2be304e0e994473d0cd9c0822cbf6a36e,458c75ed0da358e08a730c3959dd2e9b1fd6f3450d11cd818b7086fce692cf76,eb792ff1c44ce4cffe711962faa0dbe3e9c47fc5d5ca20b726f1a448dc52b363
"298","1100","8","28002039","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","91002"
"299","15000000","12","28002039","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","94002"
"300","1500","2","28002039","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","90007"
"301","50","8","26003028","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","91002"
"302","750000","12","26003028","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","94002"
"303","250","6","18001005","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","93001"
"304","250","6","18001006","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","93001"
"305","1000","8","26002032","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","91002"
"306","1100","8","28002040","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","91002"
"307","15000000","12","28002040","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","94002"
"308","1500","2","28002040","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","90007"
"309","50","8","26003029","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","91002"
"310","750000","12","26003029","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","94002"
"311","1000","8","26002033","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","91002"
"312","1000","8","26002034","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","91002"
"313","100","8","21003002","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","91002"
"314","50","8","21103002","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","91002"
"315","50","8","26003030","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","91002"
"316","750000","12","26003030","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","94002"
"317","1100","8","28002041","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","91002"
"318","15000000","12","28002041","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","94002"
"319","1500","2","28002041","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","90007"
"320","50","8","26003031","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","91002"
"321","750000","12","26003031","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","94002"
"322","50","8","26003032","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","91002"
"323","750000","12","26003032","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","94002"
"324","50","8","26003033","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","91002"
"325","750000","12","26003033","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","94002"
"326","50","8","26003034","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","91002"
"327","750000","12","26003034","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","94002"
"328","1100","8","28002042","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","91002"
"329","15000000","12","28002042","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","94002"
"330","1500","2","28002042","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","90007"
"331","1000","8","26002035","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","91002"
"332","1000","8","26002036","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","91002"
"333","1000","8","26002037","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","91002"
"336","100","8","21005040","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","91002"
"337","1100","8","28002043","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","91002"
"338","15000000","12","28002043","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","94002"
"339","1500","2","28002043","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","90007"
"340","1100","8","28002044","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","91002"
"341","15000000","12","28002044","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","94002"
"342","1500","2","28002044","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","90007"
"343","1","18","27004003","-1","2030/12/31 23:59:59","1","2018/01/01 5:00:00","4101404"
"10001003","30","5","11001001","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","0"
"10001004","30000","12","11001001","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","94002"
"10001005","10","8","11001001","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","91002"
"10001006","40","5","11003001","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","0"
"10001007","2","2","11003001","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","20002"
"10001008","10","8","11003001","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","91002"
"10001009","20","5","13002001","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","0"
"10001010","20","5","18004001","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","0"
"10001011","25","5","16006001","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","0"
"10001012","25","5","16007001","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","0"
"10001013","3","2","16007001","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","22001"
"10001014","30","5","11004001","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","0"
"10001015","2","2","11004001","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","20002"
"10001016","500","2","11004001","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","90007"
"10001017","40","5","11005001","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","0"
"10001018","30000","12","11005001","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","94002"
"10001019","500","2","11005001","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","90007"
"10001023","60","5","11001001","39","2030/12/31 23:59:59","1","2022/12/16 5:00:00","0"
"10001024","40","5","14001001","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","0"
"10001025","80000","12","14001001","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","94002"
"10001026","2","2","14001001","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","20003"
"10001027","50","5","14003001","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","0"
"10001028","140000","12","14003001","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","94002"
"10001029","4","2","14003001","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","22002"
"10001030","30000","12","11001001","39","2030/12/31 23:59:59","1","2022/12/16 5:00:00","94002"
"10001031","10","8","11001001","39","2030/12/31 23:59:59","1","2022/12/16 5:00:00","91002"
"10001032","80","5","11003001","39","2030/12/31 23:59:59","1","2022/12/16 5:00:00","0"
"10001033","2","2","11003001","39","2030/12/31 23:59:59","1","2022/12/16 5:00:00","20002"
"10001034","10","8","11003001","39","2030/12/31 23:59:59","1","2022/12/16 5:00:00","91002"
"10001035","40","5","13002001","39","2030/12/31 23:59:59","1","2022/12/16 5:00:00","0"
"10001036","40","5","18004001","39","2030/12/31 23:59:59","1","2022/12/16 5:00:00","0"
"10001037","50","5","16006001","39","2024/02/14 23:59:59","1","2022/12/16 5:00:00","0"
"10001038","50","5","16007001","39","2024/02/14 23:59:59","1","2022/12/16 5:00:00","0"
"10001039","3","2","16007001","39","2024/02/14 23:59:59","1","2022/12/16 5:00:00","22001"
"10001040","60","5","11004001","39","2030/12/31 23:59:59","1","2022/12/16 5:00:00","0"
"10001041","2","2","11004001","39","2030/12/31 23:59:59","1","2022/12/16 5:00:00","20002"
"10001042","500","2","11004001","39","2030/12/31 23:59:59","1","2022/12/16 5:00:00","90007"
"10001043","80","5","11005001","39","2030/12/31 23:59:59","1","2022/12/16 5:00:00","0"
"10001044","30000","12","11005001","39","2030/12/31 23:59:59","1","2022/12/16 5:00:00","94002"
"10001045","500","2","11005001","39","2030/12/31 23:59:59","1","2022/12/16 5:00:00","90007"
"10001046","80","5","14001001","39","2030/12/31 23:59:59","1","2022/12/16 5:00:00","0"
"10001047","80000","12","14001001","39","2030/12/31 23:59:59","1","2022/12/16 5:00:00","94002"
"10001048","2","2","14001001","39","2030/12/31 23:59:59","1","2022/12/16 5:00:00","20003"
"10001049","100","5","14003001","39","2030/12/31 23:59:59","1","2022/12/16 5:00:00","0"
"10001050","140000","12","14003001","39","2030/12/31 23:59:59","1","2022/12/16 5:00:00","94002"
"10001051","4","2","14003001","39","2030/12/31 23:59:59","1","2022/12/16 5:00:00","22002"
"10001114","20","5","11101001","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","0"
"10001115","2","2","11101001","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","20003"
"10001121","30","5","11001002","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","0"
"10001122","30000","12","11001002","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","94002"
"10001123","6","2","11001002","39","2022/12/16 4:59:59","1","2020/11/16 5:00:00","23001"
"10001152","40","5","11101001","39","2030/12/31 23:59:59","1","2022/12/16 5:00:00","0"
"10001153","2","2","11101001","39","2030/12/31 23:59:59","1","2022/12/16 5:00:00","20003"
"10001154","60","5","11001002","39","2030/12/31 23:59:59","1","2022/12/16 5:00:00","0"
"10001155","30000","12","11001002","39","2030/12/31 23:59:59","1","2022/12/16 5:00:00","94002"
"10001156","6","2","11001002","39","2030/12/31 23:59:59","1","2022/12/16 5:00:00","23001"
"10040003","30","5","11001001","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","0"
"10040004","40000","12","11001001","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","94002"
"10040005","10","8","11001001","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","91002"
"10040006","45","5","11003001","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","0"
"10040007","6","2","11003001","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","20002"
"10040008","10","8","11003001","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","91002"
"10040009","20","5","13002001","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","0"
"10040010","20","5","18004001","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","0"
"10040011","25","5","16006001","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","0"
"10040012","25","5","16007001","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","0"
"10040013","3","2","16007001","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","22001"
"10040014","30","5","11004001","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","0"
"10040015","6","2","11004001","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","20002"
"10040016","500","2","11004001","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","90007"
"10040017","45","5","11005001","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","0"
"10040018","40000","12","11005001","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","94002"
"10040019","500","2","11005001","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","90007"
"10040023","60","5","11001001","54","2030/12/31 23:59:59","40","2022/12/16 5:00:00","0"
"10040024","45","5","14001001","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","0"
"10040025","100000","12","14001001","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","94002"
"10040026","3","2","14001001","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","20003"
"10040027","55","5","14003001","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","0"
"10040028","180000","12","14003001","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","94002"
"10040029","4","2","14003001","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","22002"
"10040030","40000","12","11001001","54","2030/12/31 23:59:59","40","2022/12/16 5:00:00","94002"
"10040031","10","8","11001001","54","2030/12/31 23:59:59","40","2022/12/16 5:00:00","91002"
"10040032","90","5","11003001","54","2030/12/31 23:59:59","40","2022/12/16 5:00:00","0"
"10040033","6","2","11003001","54","2030/12/31 23:59:59","40","2022/12/16 5:00:00","20002"
"10040034","10","8","11003001","54","2030/12/31 23:59:59","40","2022/12/16 5:00:00","91002"
"10040035","40","5","13002001","54","2030/12/31 23:59:59","40","2022/12/16 5:00:00","0"
"10040036","40","5","18004001","54","2030/12/31 23:59:59","40","2022/12/16 5:00:00","0"
"10040037","50","5","16006001","54","2024/02/14 23:59:59","40","2022/12/16 5:00:00","0"
"10040038","50","5","16007001","54","2024/02/14 23:59:59","40","2022/12/16 5:00:00","0"
"10040039","3","2","16007001","54","2024/02/14 23:59:59","40","2022/12/16 5:00:00","22001"
"10040040","60","5","11004001","54","2030/12/31 23:59:59","40","2022/12/16 5:00:00","0"
"10040041","6","2","11004001","54","2030/12/31 23:59:59","40","2022/12/16 5:00:00","20002"
"10040042","500","2","11004001","54","2030/12/31 23:59:59","40","2022/12/16 5:00:00","90007"
"10040043","90","5","11005001","54","2030/12/31 23:59:59","40","2022/12/16 5:00:00","0"
"10040044","40000","12","11005001","54","2030/12/31 23:59:59","40","2022/12/16 5:00:00","94002"
"10040045","500","2","11005001","54","2030/12/31 23:59:59","40","2022/12/16 5:00:00","90007"
"10040046","90","5","14001001","54","2030/12/31 23:59:59","40","2022/12/16 5:00:00","0"
"10040047","100000","12","14001001","54","2030/12/31 23:59:59","40","2022/12/16 5:00:00","94002"
"10040048","3","2","14001001","54","2030/12/31 23:59:59","40","2022/12/16 5:00:00","20003"
"10040049","110","5","14003001","54","2030/12/31 23:59:59","40","2022/12/16 5:00:00","0"
"10040050","180000","12","14003001","54","2030/12/31 23:59:59","40","2022/12/16 5:00:00","94002"
"10040051","4","2","14003001","54","2030/12/31 23:59:59","40","2022/12/16 5:00:00","22002"
"10040114","20","5","11101001","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","0"
"10040115","3","2","11101001","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","20003"
"10040121","35","5","11001002","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","0"
"10040122","40000","12","11001002","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","94002"
"10040123","6","2","11001002","54","2022/12/16 4:59:59","40","2020/11/16 5:00:00","23001"
"10040152","40","5","11101001","54","2030/12/31 23:59:59","40","2022/12/16 5:00:00","0"
"10040153","3","2","11101001","54","2030/12/31 23:59:59","40","2022/12/16 5:00:00","20003"
"10040154","70","5","11001002","54","2030/12/31 23:59:59","40","2022/12/16 5:00:00","0"
"10040155","40000","12","11001002","54","2030/12/31 23:59:59","40","2022/12/16 5:00:00","94002"
"10040156","6","2","11001002","54","2030/12/31 23:59:59","40","2022/12/16 5:00:00","23001"
"10055003","35","5","11001001","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","0"
"10055004","50000","12","11001001","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","94002"
"10055005","10","8","11001001","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","91002"
"10055006","45","5","11003001","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","0"
"10055007","10","2","11003001","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","20002"
"10055008","10","8","11003001","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","91002"
"10055009","20","5","13002001","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","0"
"10055010","20","5","18004001","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","0"
"10055011","30","5","16006001","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","0"
"10055012","30","5","16007001","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","0"
"10055013","3","2","16007001","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","22001"
"10055014","35","5","11004001","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","0"
"10055015","10","2","11004001","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","20002"
"10055016","500","2","11004001","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","90007"
"10055017","45","5","11005001","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","0"
"10055018","50000","12","11005001","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","94002"
"10055019","500","2","11005001","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","90007"
"10055023","70","5","11001001","74","2030/12/31 23:59:59","55","2022/12/16 5:00:00","0"
"10055024","45","5","14001001","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","0"
"10055025","120000","12","14001001","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","94002"
"10055026","4","2","14001001","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","20003"
"10055027","60","5","14003001","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","0"
"10055028","220000","12","14003001","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","94002"
"10055029","4","2","14003001","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","22002"
"10055030","50000","12","11001001","74","2030/12/31 23:59:59","55","2022/12/16 5:00:00","94002"
"10055031","10","8","11001001","74","2030/12/31 23:59:59","55","2022/12/16 5:00:00","91002"
"10055032","90","5","11003001","74","2030/12/31 23:59:59","55","2022/12/16 5:00:00","0"
"10055033","10","2","11003001","74","2030/12/31 23:59:59","55","2022/12/16 5:00:00","20002"
"10055034","10","8","11003001","74","2030/12/31 23:59:59","55","2022/12/16 5:00:00","91002"
"10055035","40","5","13002001","74","2030/12/31 23:59:59","55","2022/12/16 5:00:00","0"
"10055036","40","5","18004001","74","2030/12/31 23:59:59","55","2022/12/16 5:00:00","0"
"10055037","60","5","16006001","74","2024/02/14 23:59:59","55","2022/12/16 5:00:00","0"
"10055038","60","5","16007001","74","2024/02/14 23:59:59","55","2022/12/16 5:00:00","0"
"10055039","3","2","16007001","74","2024/02/14 23:59:59","55","2022/12/16 5:00:00","22001"
"10055040","70","5","11004001","74","2030/12/31 23:59:59","55","2022/12/16 5:00:00","0"
"10055041","10","2","11004001","74","2030/12/31 23:59:59","55","2022/12/16 5:00:00","20002"
"10055042","500","2","11004001","74","2030/12/31 23:59:59","55","2022/12/16 5:00:00","90007"
"10055043","90","5","11005001","74","2030/12/31 23:59:59","55","2022/12/16 5:00:00","0"
"10055044","50000","12","11005001","74","2030/12/31 23:59:59","55","2022/12/16 5:00:00","94002"
"10055045","500","2","11005001","74","2030/12/31 23:59:59","55","2022/12/16 5:00:00","90007"
"10055046","90","5","14001001","74","2030/12/31 23:59:59","55","2022/12/16 5:00:00","0"
"10055047","120000","12","14001001","74","2030/12/31 23:59:59","55","2022/12/16 5:00:00","94002"
"10055048","4","2","14001001","74","2030/12/31 23:59:59","55","2022/12/16 5:00:00","20003"
"10055049","120","5","14003001","74","2030/12/31 23:59:59","55","2022/12/16 5:00:00","0"
"10055050","220000","12","14003001","74","2030/12/31 23:59:59","55","2022/12/16 5:00:00","94002"
"10055051","4","2","14003001","74","2030/12/31 23:59:59","55","2022/12/16 5:00:00","22002"
"10055114","20","5","11101001","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","0"
"10055115","4","2","11101001","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","20003"
"10055121","35","5","11001002","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","0"
"10055122","50000","12","11001002","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","94002"
"10055123","6","2","11001002","74","2022/12/16 4:59:59","55","2020/11/16 5:00:00","23001"
"10055152","40","5","11101001","74","2030/12/31 23:59:59","55","2022/12/16 5:00:00","0"
"10055153","4","2","11101001","74","2030/12/31 23:59:59","55","2022/12/16 5:00:00","20003"
"10055154","70","5","11001002","74","2030/12/31 23:59:59","55","2022/12/16 5:00:00","0"
"10055155","50000","12","11001002","74","2030/12/31 23:59:59","55","2022/12/16 5:00:00","94002"
"10055156","6","2","11001002","74","2030/12/31 23:59:59","55","2022/12/16 5:00:00","23001"
"10075003","35","5","11001001","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","0"
"10075004","60000","12","11001001","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","94002"
"10075005","10","8","11001001","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","91002"
"10075006","50","5","11003001","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","0"
"10075007","14","2","11003001","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","20002"
"10075008","10","8","11003001","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","91002"
"10075009","25","5","13002001","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","0"
"10075010","25","5","18004001","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","0"
"10075011","30","5","16006001","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","0"
"10075012","30","5","16007001","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","0"
"10075013","3","2","16007001","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","22001"
"10075014","35","5","11004001","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","0"
"10075015","14","2","11004001","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","20002"
"10075016","500","2","11004001","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","90007"
"10075017","50","5","11005001","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","0"
"10075018","60000","12","11005001","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","94002"
"10075019","500","2","11005001","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","90007"
"10075023","70","5","11001001","94","2030/12/31 23:59:59","75","2022/12/16 5:00:00","0"
"10075024","45","5","14001001","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","0"
"10075025","150000","12","14001001","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","94002"
"10075026","5","2","14001001","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","20003"
"10075027","60","5","14003001","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","0"
"10075028","250000","12","14003001","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","94002"
"10075029","4","2","14003001","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","22002"
"10075030","60000","12","11001001","94","2030/12/31 23:59:59","75","2022/12/16 5:00:00","94002"
"10075031","10","8","11001001","94","2030/12/31 23:59:59","75","2022/12/16 5:00:00","91002"
"10075032","100","5","11003001","94","2030/12/31 23:59:59","75","2022/12/16 5:00:00","0"
"10075033","14","2","11003001","94","2030/12/31 23:59:59","75","2022/12/16 5:00:00","20002"
"10075034","10","8","11003001","94","2030/12/31 23:59:59","75","2022/12/16 5:00:00","91002"
"10075035","50","5","13002001","94","2030/12/31 23:59:59","75","2022/12/16 5:00:00","0"
"10075036","50","5","18004001","94","2030/12/31 23:59:59","75","2022/12/16 5:00:00","0"
"10075037","60","5","16006001","94","2024/02/14 23:59:59","75","2022/12/16 5:00:00","0"
"10075038","60","5","16007001","94","2024/02/14 23:59:59","75","2022/12/16 5:00:00","0"
"10075039","3","2","16007001","94","2024/02/14 23:59:59","75","2022/12/16 5:00:00","22001"
"10075040","70","5","11004001","94","2030/12/31 23:59:59","75","2022/12/16 5:00:00","0"
"10075041","14","2","11004001","94","2030/12/31 23:59:59","75","2022/12/16 5:00:00","20002"
"10075042","500","2","11004001","94","2030/12/31 23:59:59","75","2022/12/16 5:00:00","90007"
"10075043","100","5","11005001","94","2030/12/31 23:59:59","75","2022/12/16 5:00:00","0"
"10075044","60000","12","11005001","94","2030/12/31 23:59:59","75","2022/12/16 5:00:00","94002"
"10075045","500","2","11005001","94","2030/12/31 23:59:59","75","2022/12/16 5:00:00","90007"
"10075046","90","5","14001001","94","2030/12/31 23:59:59","75","2022/12/16 5:00:00","0"
"10075047","150000","12","14001001","94","2030/12/31 23:59:59","75","2022/12/16 5:00:00","94002"
"10075048","5","2","14001001","94","2030/12/31 23:59:59","75","2022/12/16 5:00:00","20003"
"10075049","120","5","14003001","94","2030/12/31 23:59:59","75","2022/12/16 5:00:00","0"
"10075050","250000","12","14003001","94","2030/12/31 23:59:59","75","2022/12/16 5:00:00","94002"
"10075051","4","2","14003001","94","2030/12/31 23:59:59","75","2022/12/16 5:00:00","22002"
"10075114","25","5","11101001","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","0"
"10075115","5","2","11101001","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","20003"
"10075121","35","5","11001002","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","0"
"10075122","60000","12","11001002","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","94002"
"10075123","6","2","11001002","94","2022/12/16 4:59:59","75","2020/11/16 5:00:00","23001"
"10075152","50","5","11101001","94","2030/12/31 23:59:59","75","2022/12/16 5:00:00","0"
"10075153","5","2","11101001","94","2030/12/31 23:59:59","75","2022/12/16 5:00:00","20003"
"10075154","70","5","11001002","94","2030/12/31 23:59:59","75","2022/12/16 5:00:00","0"
"10075155","60000","12","11001002","94","2030/12/31 23:59:59","75","2022/12/16 5:00:00","94002"
"10075156","6","2","11001002","94","2030/12/31 23:59:59","75","2022/12/16 5:00:00","23001"
"10095003","40","5","11001001","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","0"
"10095004","70000","12","11001001","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","94002"
"10095005","10","8","11001001","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","91002"
"10095006","50","5","11003001","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","0"
"10095007","18","2","11003001","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","20002"
"10095008","10","8","11003001","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","91002"
"10095009","25","5","13002001","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","0"
"10095010","25","5","18004001","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","0"
"10095011","30","5","16006001","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","0"
"10095012","30","5","16007001","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","0"
"10095013","3","2","16007001","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","22001"
"10095014","40","5","11004001","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","0"
"10095015","18","2","11004001","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","20002"
"10095016","500","2","11004001","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","90007"
"10095017","50","5","11005001","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","0"
"10095018","60000","12","11005001","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","94002"
"10095019","500","2","11005001","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","90007"
"10095023","80","5","11001001","119","2030/12/31 23:59:59","95","2022/12/16 5:00:00","0"
"10095024","50","5","14001001","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","0"
"10095025","170000","12","14001001","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","94002"
"10095026","6","2","14001001","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","20003"
"10095027","65","5","14003001","119","2022/12/16 4:59:59","95","2020/11/16 5:00:00","0"
