ef3d2b9ed01e3e237a963c9ea885d9597bc74a7a3494f6f9e491b7ecd93afb91,41ad48bdaeeb68ef22f8b7ed1c8cb781593e45b8d04bfe89e7b9ddfae4cd0b8e,59145d39f007413c2a5486b57b754cf742ca7e27bda876843f940f5708a2cd2b,429b8a8b295294ca6784eea5dfaf0d05104f1d395e1c62ae080b6532a5e8790b,b6db9ea4de9b51e738eb49ce9874253e1c29cceb6a894d6380b8924bf7b54e56,30c74d33df9f3d24a73828a4a39c3b10c237a8cd738a429293174ec6ff46c7b1,824a0578c7c7fbe3c1b40d254938fbc21f6a61b66d55a0878f49226f2bb4f275,20947e18f308ca086a5d0718cfb1952dc05e6f3ef87cebe1d005107122ac0a1a,bb5337053feaa8dd57475614bcaaa4be3c8e00561358b8534c2156885e79b349,f4965fe432992ab7cf27ab5119bf745ab6c19deed6b78db13081e3373470aedc,b89321b64b6c9e20517d1ee3d5e184bd8b7a525eb0fc5eb50e3e97405281aaf6
"","","5146062","91","","0","62156","","","",""
"","wish_talk_joy","5146062","3","","131011","62157","0.2","1","",""
"0","vo_apg_0214","5146062","21","","vo_apg","62158","","0","",""
"1","なんやよう分からへんけど…\n楽しんでくれたならよかったわ～♪","5146062","11","1","131011","62159","0","10","0","0"
"","","5146062","91","","0","62160","","","",""
"","0","5146062","22","","0","62161","","","",""
"","wish_idle_joy","5146062","3","","131011","62162","0.2","1","",""
"0","10","5146062","12","0","100911","62163","-30","2","0","0"
"0","7","5146062","12","0","131011","62164","0","2","0","0"
"","0","5146062","93","","2","62165","","","",""
"","","5146062","101","","62167","62166","","","",""
"","0.2","5146062","22","","0","62167","","","",""
"-10","106611","5146063","1","-288","1","63001","1.8","110","walk_surprise_sad_blue","1"
"-10","1066","5146063","5","-288","3","63002","1.8","111","walk_surprise_sad_blue","1"
"260","130911","5146063","1","-288","1","63003","1.8","100","idle_normal_noface","1"
"260","99","5146063","5","-288","1","63004","1.8","101","idle_normal_kururu","1"
"-420","126411","5146063","1","-268","1","63005","1.8","103","empty","0"
"-420","98","5146063","5","-268","1","63006","1.8","113","empty","0"
"","210","5146063","13","","106611","63007","","","",""
"","200","5146063","13","","130911","63008","","","",""
"","203","5146063","13","","126411","63009","","","",""
"0","7","5146063","5","-174","7","63010","0.85","15","idle","0"
"0","20","5146063","5","156","20","63011","1","210","empty","0"
"0","22","5146063","5","66","22","63012","1","211","empty","0"
"0","211","5146063","5","153","21","63013","1","60","empty","0"
"0","212","5146063","5","0","21","63014","1","190","empty","0"
"0","1","5146063","31","1","1","63015","1","0","",""
"-57.7","2","5146063","31","1","2","63016","1","0","",""
"","black","5146063","37","","2","63017","","","",""
"0","10","5146063","31","1","10","63018","0","0","",""
"-268","16","5146063","31","1","16","63019","0","-420","",""
"0","20","5146063","31","1","20","63020","1","0","",""
"","20","5146063","36","","20","63021","","","",""
"","22","5146063","36","","20","63022","","","",""
"","0","5146063","91","","0","63023","","","",""
"","0","5146063","102","","0","63024","","0","",""
"","0","5146063","93","","0.4","63025","","","",""
"","iris_out","5146063","37","","2","63026","","","",""
"2.5","-260","5146063","2","0","106611","63027","","-288","",""
"2.5","-260","5146063","2","0","1066","63028","","-288","",""
"","0","5146063","93","","2.5","63029","","","",""
"","sad_idle_blue","5146063","3","","106611","63030","0.2","1","",""
"","sad_idle_blue","5146063","3","0","1066","63031","0.2","1","",""
"","0","5146063","93","","0.1","63032","","","",""
"","tired_talk1","5146063","3","","106611","63033","0.2","1","",""
"","tired_talk1","5146063","3","","1066","63034","0.2","1","",""
"0","vo_apg_0301","5146063","21","","vo_apg","63035","","0","",""
"1","ふうううう…ヤ、ヤバかったです…\nこんなゴッツいコースターを作っといて\nなーにが楽しい楽しい\nグランドリームパーク♪　ですか！","5146063","11","1","106611","63036","0","10","0","0"
"","","5146063","91","","0","63037","","","",""
"","tired_talk2","5146063","3","","106611","63038","0.2","1","",""
"","tired_talk2","5146063","3","","1066","63039","0.2","1","",""
"0","vo_apg_0302","5146063","21","","vo_apg","63040","","0","",""
"1","あんなに激しいなんてきいてねーです…\n危うく中身がちょっと\n出ちまうとこでしたよ…","5146063","11","1","106611","63041","0","10","0","0"
"","","5146063","91","","0","63042","","","",""
"","tired_idle","5146063","3","","106611","63043","0.2","1","",""
"","tired_idle","5146063","3","","1066","63044","0.2","1","",""
"","talk_normal","5146063","3","","130911","63045","0.2","1","",""
"","talk_normal","5146063","3","","99","63046","0.2","1","",""
"0","vo_apg_0303","5146063","21","","vo_apg","63047","","0","",""
"1","イノリさん♪\n当園のアトラクションはどうでしたか？\n楽しんでいただけてますですか？","5146063","11","1","130911","63048","0","10","0","0"
"","","5146063","91","","0","63049","","","",""
"","idle_normal","5146063","3","","130911","63050","0.2","1","",""
"","coaster_3_in","5146063","3","","211","63051","0","0","",""
"","0","5146063","4","","106611","63052","","","",""
"","0","5146063","4","","1066","63053","","","",""
"doya_talk_nervous_furimuki","doya_in_nervous_furimuki","5146063","3","1","106611","63054","0","0","","0"
"doya_talk_nervous_furimuki","doya_in_nervous_furimuki","5146063","3","1","1066","63055","0","0","","0"
"0","vo_apg_0304","5146063","21","","vo_apg","63056","","0","",""
"1","ふっ…まあ？　あたしにかかれば\nこんなザコザココースターなんて\nお兄さんくらいちょろいですよ","5146063","11","1","106611","63057","0","10","0","0"
"","","5146063","91","","0","63058","","","",""
"","cool_talk_dere","5146063","3","","106611","63059","0.2","1","",""
"","cool_talk_dere","5146063","3","","1066","63060","0.2","1","",""
"0","vo_apg_0305","5146063","21","","vo_apg","63061","","0","",""
"1","もっとスリルがほしいとこですが、\nま、こんなもんですよねー！","5146063","11","1","106611","63062","0","10","0","0"
"","","5146063","91","","0","63063","","","",""
"","cool_idle_doya","5146063","3","","106611","63064","0.2","1","",""
"","cool_idle_doya","5146063","3","","1066","63065","0.2","1","",""
"","coaster_3_out","5146063","3","","211","63066","0","0","",""
"","kururu_sad_talk","5146063","3","","130911","63067","0.2","1","",""
"","kururu_sad_talk","5146063","3","","99","63068","0.2","1","",""
"0","vo_apg_0306","5146063","21","","vo_apg","63069","","0","",""
"1","そうですか～、それは残念です…\nお客さんに楽しんでもらうためには\n手段は選んでいられません…\nクローチェさーん！","5146063","11","1","130911","63070","0","10","0","0"
"","","5146063","91","","0","63071","","","",""
"","0","5146063","22","","0","63072","","","",""
"","idle_normal_noface","5146063","3","","130911","63073","0.2","1","",""
"","idle_normal_kururu","5146063","3","","99","63074","0.2","1","",""
"","cool_idle_surprise","5146063","3","","106611","63075","0.2","1","",""
"","cool_idle_surprise","5146063","3","","1066","63076","0.2","1","",""
"kuroche_pose_talk_anger","kuroche_appear","5146063","3","1","126411","63077","0","0","","0"
"kuroche_pose_talk_anger","kuroche_appear","5146063","3","1","98","63078","0","0","","0"
"","0","5146063","93","","0.5","63079","","","",""
"","15","5146063","122","","15","63080","","0.5","",""
"","1","5146063","32","","16","63081","","","",""
"","inori_dodge_in","5146063","3","","106611","63082","0","0","",""
"","inori_dodge_in","5146063","3","","1066","63083","0","0","",""
"","0","5146063","93","","0.6","63084","","","",""
"0","vo_apg_0307","5146063","21","","vo_apg","63085","","0","",""
"1","はーいっ！\n…ふむふむ、なるほど…\n話は聞かせてもらいましたっ！\nここはわたしにお任せくださいっ！","5146063","11","1","126411","63086","20","10","0","0"
"","","5146063","91","","0","63087","","","",""
"","kuroche_pose_idle_doya","5146063","3","","126411","63088","0.2","1","",""
"inori_anger_talk","inori_dodge_out","5146063","3","1","106611","63089","0.1","0","","0"
"inori_anger_talk","inori_dodge_out","5146063","3","1","1066","63090","0.1","0","","0"
"0","vo_apg_0308","5146063","21","","vo_apg","63091","","0","",""
"1","は？　いや、こっちは全然\n話がみえねーんですけど…","5146063","11","1","106611","63092","0","10","0","0"
"","","5146063","91","","0","63093","","","",""
"","inori_anger_idle","5146063","3","","106611","63094","0.2","1","",""
"","inori_anger_idle","5146063","3","","1066","63095","0.2","1","",""
"","kururu_guid_talk","5146063","3","","130911","63096","0.2","1","",""
"","kururu_guid_talk","5146063","3","","99","63097","0.2","1","",""
"0","vo_apg_0309","5146063","21","","vo_apg","63098","","0","",""
"1","ではでは、イノリさんには\nスリル溢れる空の旅を\n楽しんでいただきます！\nということで、お願いします！","5146063","11","1","130911","63099","0","10","0","0"
"","","5146063","91","","0","63100","","","",""
"","idle_normal_noface","5146063","3","","130911","63101","0.2","1","",""
"","idle_normal_kururu","5146063","3","","99","63102","0.2","1","",""
"","low","5146063","37","","16","63103","","","",""
"","se_10055900_chroche_01","5146063","23","","se_10055900","63104","","1","",""
"inori_jitabata_loop","inori_jitabata_in","5146063","3","1","106611","63105","0.2","0","","0"
"inori_jitabata_loop","inori_jitabata_in","5146063","3","1","1066","63106","0.2","0","","0"
"kuroche_catch_loop","kuroche_catch_in","5146063","3","1","126411","63107","0.2","0","","0"
"kuroche_catch_loop","kuroche_catch_in","5146063","3","1","98","63108","0.2","0","","0"
"0","vo_apg_0310","5146063","21","","vo_apg","63109","","0","",""
"1","ではではっ♪\nしっかりつかまっててくださいね～っ♪","5146063","11","1","126411","63110","112","10","0","-27"
"","","5146063","91","","0","63111","","","",""
"","0","5146063","22","","0","63112","","","",""
"","0.2","5146063","24","","se_10055900_chroche_01","63113","","","",""
"","se_10055900_chroche_02","5146063","23","","se_10055900","63114","","0","",""
"","high","5146063","37","","16","63115","","","",""
"","5","5146063","122","","5","63116","","1","",""
"","0","5146063","93","","1","63117","","","",""
"","inori_jitabata_takeoff","5146063","3","","106611","63118","0","0","",""
"","inori_jitabata_takeoff","5146063","3","","1066","63119","0","0","",""
"","kuroche_catch_takeoff","5146063","3","","126411","63120","0","0","",""
"","kuroche_catch_takeoff","5146063","3","","98","63121","0","0","",""
"","100","5146063","122","","100","63122","","0.5","",""
"","0","5146063","93","","0.4","63123","","","",""
"","0","5146063","4","","130911","63124","","","",""
"","kururu_furimuki_watch","5146063","3","","130911","63125","0","0","",""
"","empty","5146063","3","","99","63126","0","0","",""
"","0","5146063","93","","1.5","63127","","","",""
"","fade_in","5146063","37","","2","63128","","","",""
"","0","5146063","93","","1.5","63129","","","",""
"","empty","5146063","3","","98","63130","0","0","",""
"","se_10055900_chroche_03","5146063","23","","se_10055900","63131","","1","",""
"","coaster_4_in","5146063","3","","212","63132","0","0","",""
"","se_10055900_photo","5146063","23","","se_10055900","63133","","0","",""
"","0","5146063","93","","0.3","63134","","","",""
"","30","5146063","122","","30","63135","","0.5","",""
"0","vo_apg_0311","5146063","21","","vo_apg","63136","","0","",""
"","0311_in","5146063","3","","20","63137","0","0","",""
"","1","5146063","93","","3.6","63138","","","",""
"","0311_mid","5146063","3","","20","63139","0","0","",""
"","","5146063","92","","","63140","","","",""
"","0311_out","5146063","3","","20","63141","0","0","",""
"","0","5146063","93","","0.2","63142","","","",""
"","30","5146063","122","","30","63143","","0.5","",""
"0","vo_apg_0312","5146063","21","","vo_apg","63144","","0","",""
"","0312_in","5146063","3","","20","63145","0","0","",""
"","1","5146063","93","","2.4","63146","","","",""
"","0312_mid","5146063","3","","20","63147","0","0","",""
"","","5146063","92","","","63148","","","",""
"","0312_out","5146063","3","","20","63149","0","0","",""
"","0","5146063","93","","0.2","63150","","","",""
"","scale15","5146063","37","","20","63151","","","",""
"","coaster_4_change","5146063","3","","212","63152","0","0","",""
"0","vo_apg_0313","5146063","21","","vo_apg","63153","","0","",""
"0","0","5146063","2","0","20","63154","","76","",""
"","empty","5146063","3","","20","63155","0","1","",""
"","0313_in","5146063","3","","22","63156","0","0","",""
"","1","5146063","93","","2.4","63157","","","",""
"","0313_mid","5146063","3","","22","63158","0","1","",""
"","","5146063","92","","","63159","","","",""
"","0313_out","5146063","3","","22","63160","0","0","",""
"","0","5146063","93","","0.2","63161","","","",""
"","0","5146063","22","","0","63162","","","",""
"","0.5","5146063","24","","se_10055900_chroche_03","63163","","","",""
"","white","5146063","37","","2","63164","","","",""
"","0","5146063","93","","2","63165","","","",""
"","scale1","5146063","37","","20","63166","","","",""
"","empty","5146063","3","","212","63167","0","0","",""
"","kururu_wish_idle_joy","5146063","3","","130911","63168","0.2","1","",""
"","idle_normal","5146063","3","","99","63169","0.2","1","",""
"","see_guru","5146063","3","","106611","63170","0.2","1","",""
"","see_guru","5146063","3","","1066","63171","0.2","1","",""
"","idle_normal_joy","5146063","3","","126411","63172","0.2","1","",""
"","1","5146063","4","","130911","63173","","","",""
"0","225","5146063","2","0","130911","63174","","-278","",""
"0","0","5146063","2","0","106611","63175","","-288","",""
"0","0","5146063","2","0","1066","63176","","-288","",""
"0","-225","5146063","2","0","126411","63177","","-278","",""
"","0","5146063","93","","2","63178","","","",""
"","joy_talk","5146063","3","","126411","63179","0.2","1","",""
"0","vo_apg_0314","5146063","21","","vo_apg","63180","","0","",""
"1","はい！\nスリル満点と評判の\n空の旅、いかがでしたか？","5146063","11","1","126411","63181","0","10","0","0"
"","","5146063","91","","0","63182","","","",""
"","idle_normal_joy","5146063","3","","126411","63183","0.2","1","",""
"0","23","5146063","33","0","2","63184","","-108","",""
"","iris_end_1","5146063","37","","2","63185","","","",""
"","gakkari","5146063","3","","106611","63186","0.2","0","",""
"","gakkari","5146063","3","","1066","63187","0.2","0","",""
"0","vo_apg_0315","5146063","21","","vo_apg","63188","","0","",""
"0","うぷ…もう、こりごりですよ…","5146063","11","0","106611","63189","23","4","1.1","-31"
"","0","5146063","93","","6","63190","","","",""
"","iris_end_2","5146063","37","","2","63191","","","",""
"","0","5146063","93","","1","63192","","","",""
"","","5146063","101","","63194","63193","","","",""
"","0.2","5146063","22","","0","63194","","","",""
"-130","105811","5146064","1","-480","1","64001","1.8","106","walk_normal","1"
"-130","1058","5146064","5","-480","6","64002","1.8","107","walk_normal","1"
"130","131511","5146064","1","-480","1","64003","1.8","103","walk_normal","1"
"290","130911","5146064","1","-278","1","64004","1.8","100","idle_normal_noface","1"
"290","99","5146064","5","-278","1","64005","1.8","101","idle_normal_kururu","1"
"","206","5146064","13","","105811","64006","","","",""
"","203","5146064","13","","131511","64007","","","",""
"","200","5146064","13","","130911","64008","","","",""
"0","8","5146064","5","-174","8","64009","0.85","15","idle","0"
"-242","20","5146064","5","-53","20","64010","1","210","empty","0"
"-128","22","5146064","5","-194","22","64011","1","211","empty","0"
"0","1","5146064","31","1","1","64012","1","0","",""
"-57.7","2","5146064","31","1","2","64013","0","0","",""
"0","12","5146064","31","1","12","64014","0","0","",""
"0","13","5146064","31","1","13","64015","0","0","",""
"0","20","5146064","31","1","20","64016","1","0","",""
"","105811","5146064","36","","20","64017","","","",""
"","131511","5146064","36","","20","64018","","","",""
"","20","5146064","36","","20","64019","","","",""
"","22","5146064","36","","20","64020","","","",""
"","0","5146064","91","","0","64021","","","",""
"","0","5146064","102","","0","64022","","0","",""
"","1","5146064","32","","13","64023","","","",""
"","scale15","5146064","37","","20","64024","","","",""
"","","5146064","93","","2","64025","","","",""
"0","vo_apg_0401","5146064","21","","vo_apg","64026","","0","",""
"","0401_in","5146064","3","","22","64027","0","0","",""
"","1","5146064","93","","2.7","64028","","","",""
"","0401_mid","5146064","3","","22","64029","0","0","",""
"","","5146064","92","","","64030","","","",""
"","0401_out","5146064","3","","22","64031","0","0","",""
"","0","5146064","93","","0.2","64032","","","",""
"0","129","5146064","2","0","22","64033","","-194","",""
"0","vo_apg_0402","5146064","21","","vo_apg","64034","","0","",""
"","0402_in","5146064","3","","22","64035","0","0","",""
"","1","5146064","93","","2.9","64036","","","",""
"","0402_mid","5146064","3","","22","64037","0","0","",""
"","","5146064","92","","","64038","","","",""
"","0402_out","5146064","3","","22","64039","0","0","",""
"","0","5146064","93","","0.2","64040","","","",""
"","0","5146064","22","","0","64041","","","",""
"","empty","5146064","3","","22","64042","0","1","",""
"","0","5146064","93","","0.5","64043","","","",""
"","1","5146064","32","","2","64044","","","",""
"","fade_in","5146064","37","","2","64045","","","",""
"","0","5146064","93","","1","64046","","","",""
"","0","5146064","32","","13","64047","","","",""
"","scale1","5146064","37","","20","64048","","","",""
"0","-194","5146064","2","0","105811","64049","","-298","",""
"0","-194","5146064","2","0","1058","64050","","-298","",""
"0","-34","5146064","2","0","131511","64051","","-288","",""
"","iris_out","5146064","37","","2","64052","","","",""
"2","-385","5146064","2","0","105811","64053","","-298","",""
"2","-385","5146064","2","0","1058","64054","","-298","",""
"2","-225","5146064","2","0","131511","64055","","-288","",""
"","0","5146064","93","","2","64056","","","",""
"","0","5146064","4","","105811","64057","","","",""
"","0","5146064","4","","1058","64058","","","",""
"","0","5146064","4","","131511","64059","","","",""
"","idle_normal","5146064","3","","105811","64060","0.2","1","",""
"","idle_normal","5146064","3","0","1058","64061","0.2","1","",""
"","idle_normal","5146064","3","","131511","64062","0.2","1","",""
"","0","5146064","93","","0.5","64063","","","",""
"","talk_normal","5146064","3","","130911","64064","0.2","1","",""
"","talk_normal","5146064","3","","99","64065","0.2","1","",""
"0","vo_apg_0403","5146064","21","","vo_apg","64066","","0","",""
"1","はい、お疲れさまでしたー♪\n観覧車は楽しんでくださいましたか～？","5146064","11","1","130911","64067","0","10","0","0"
"","","5146064","91","","0","64068","","","",""
"","kururu_wish_talk_joy","5146064","3","","130911","64069","0.2","1","",""
"","kururu_wish_talk_joy","5146064","3","","99","64070","0.2","1","",""
"0","vo_apg_0404","5146064","21","","vo_apg","64071","","0","",""
"1","ジオ・テオゴニアの素晴らしい景色が\n遠くまで見渡せたと思いますです♪","5146064","11","1","130911","64072","0","10","0","0"
"","","5146064","91","","0","64073","","","",""
"","idle_normal_noface","5146064","3","","130911","64074","0.2","1","",""
"","idle_normal_kururu","5146064","3","","99","64075","0.2","1","",""
"guts2_talk_joy","guts2_in_joy","5146064","3","1","105811","64076","0.2","0","","0"
"guts2_talk_joy","guts2_in_joy","5146064","3","1","1058","64077","0.2","0","","0"
"0","vo_apg_0405","5146064","21","","vo_apg","64078","","0","",""
"1","はい！　とっても\nおいしそうでした☆","5146064","11","1","105811","64079","0","10","0","0"
"","","5146064","91","","0","64080","","","",""
"","guts2_idle_joy","5146064","3","","105811","64081","0.2","1","",""
"","guts2_idle_joy","5146064","3","","1058","64082","0.2","1","",""
"","memory_talk","5146064","3","","131511","64083","0.5","1","",""
"0","vo_apg_0406","5146064","21","","vo_apg","64084","","0","",""
"1","おなか。\nぐるる…","5146064","11","1","131511","64085","0","10","0","0"
"","","5146064","91","","0","64086","","","",""
"","memory_idle","5146064","3","","131511","64087","0.2","1","",""
"","joy_talk","5146064","3","","130911","64088","0.2","1","",""
"","joy_talk","5146064","3","","99","64089","0.2","1","",""
"0","vo_apg_0407","5146064","21","","vo_apg","64090","","0","",""
"1","ですよねー♪\n美しい景色ってほんとに\nおいしそうで…おいしそう？","5146064","11","1","130911","64091","0","10","0","0"
"","","5146064","91","","0","64092","","","",""
"","kururu_joy_slow","5146064","3","","130911","64093","0.5","1","",""
"","anger_idle_anger","5146064","3","","131511","64094","0.5","1","",""
"0","vo_apg_0408","5146064","21","","vo_apg","64095","","0","",""
"1","だっしゅ","5146064","11","1","131511","64096","0","10","0","0"
"","","5146064","91","","0","64097","","","",""
"","walk_jog_dere","5146064","3","","131511","64098","0.2","1","",""
"3","1100","5146064","2","0","131511","64099","","-288","",""
"","0","5146064","93","","0.5","64100","","","",""
"anger_talk_normal2","notice_in_normal2","5146064","3","1","105811","64101","0.2","0","","0.2"
"anger_talk_normal2","notice_in_normal2","5146064","3","1","1058","64102","0.2","0","","0.2"
"0","vo_apg_0409","5146064","21","","vo_apg","64103","","0","",""
"1","あっ、待ってください\nプレシアちゃん～！\nわたしも行きます！","5146064","11","1","105811","64104","0","10","0","0"
"","","5146064","91","","0","64105","","","",""
"","0","5146064","22","","0","64106","","","",""
"","run_dash_doya","5146064","3","","105811","64107","0.2","1","",""
"","run_dash_doya","5146064","3","","1058","64108","0.2","1","",""
"1.8","1100","5146064","2","0","105811","64109","","-298","",""
"1.8","1100","5146064","2","0","1058","64110","","-298","",""
"","0","5146064","93","","1.8","64111","","","",""
"","0","5146064","4","","130911","64112","","","",""
"anger_talk_surprise2_shy","hawawa","5146064","3","1","130911","64113","0","0","","0.2"
"0","vo_apg_0410","5146064","21","","vo_apg","64114","","0","",""
"1","はわわっ！？　景色じゃなくて\nグルメを物色してましたですっ！？","5146064","11","1","130911","64115","0","10","0","0"
"","","5146064","91","","0","64116","","","",""
"","0","5146064","22","","0","64117","","","",""
"","0","5146064","93","","0.1","64118","","","",""
"","alter","5146064","37","","1","64119","","","",""
"","1","5146064","32","","12","64120","","","",""
"","0","5146064","93","","0.4","64121","","","",""
"1","1","5146064","6","0","8","64122","0","1","","0"
"0","-725","5146064","2","0","105811","64123","","-278","",""
"0","-725","5146064","2","0","1058","64124","","-278","",""
"0","-925","5146064","2","0","131511","64125","","-278","",""
"","run_dash_peko","5146064","3","","105811","64126","0","1","",""
"","run_dash_peko","5146064","3","","1058","64127","0","1","",""
"","run_dash_presia","5146064","3","","131511","64128","0","1","",""
"","empty","5146064","3","","130911","64129","0","1","",""
"10","1185","5146064","2","0","105811","64130","","-278","",""
"10","1185","5146064","2","0","1058","64131","","-278","",""
"10","985","5146064","2","0","131511","64132","","-278","",""
"","0","5146064","93","","0.3","64133","","","",""
"","0","5146064","93","","0.8","64134","","","",""
"0","vo_apg_0411","5146064","21","","vo_apg","64135","","0","",""
"0","まずはあの屋台から～☆","5146064","11","0","105811","64136","40","10","1","0"
"","0","5146064","93","","3","64137","","","",""
"0","vo_apg_0412","5146064","21","","vo_apg","64138","","0","",""
"0","ぜんぶ\nたべるよ","5146064","11","0","131511","64139","40","8","1.3","0"
"","0","5146064","93","","0.3","64140","","","",""
"","0","5146064","93","","3.6","64141","","","",""
"","","5146064","101","","64143","64142","","","",""
"","0.2","5146064","22","","0","64143","","","",""
"-225","131011","5146065","1","-278","1","65001","1.8","110","wish_idle_normal_lookup","0"
"-225","99","5146065","5","-278","1","65002","1.8","111","idle_normal","0"
"-225","98","5146065","5","-278","1","65003","1.8","109","idle_normal","0"
"225","130911","5146065","1","-278","1","65004","1.8","101","idle_normal_noface","1"
"225","97","5146065","5","-278","1","65005","1.8","102","idle_normal_kururu","1"
"225","96","5146065","5","-278","1","65006","1.8","100","idle_normal","1"
"-920","106011","5146065","1","-305","1","65007","1.85","105","empty","0"
"-920","1060","5146065","5","-305","4","65008","1.85","106","empty","0"
"","210","5146065","13","","131011","65009","","","",""
"","201","5146065","13","","130911","65010","","","",""
"","205","5146065","13","","106011","65011","","","",""
"0","8","5146065","5","-174","8","65012","0.85","15","idle","0"
"0","1","5146065","31","1","1","65013","1","0","",""
"","0","5146065","91","","0","65014","","","",""
"","0","5146065","102","","0","65015","","0","",""
"","0","5146065","93","","1","65016","","","",""
"","wish_idle_joy_lookup","5146065","3","","131011","65017","0.2","1","",""
"0","vo_apg_0501","5146065","21","","vo_apg","65018","","0","",""
"1","くる～\nくる～","5146065","11","1","131011","65019","0","10","0","0"
"","","5146065","91","","0","65020","","","",""
"","talk_normal_surprise","5146065","3","","130911","65021","0.2","1","",""
"","talk_normal_surprise","5146065","3","","97","65022","0.2","1","",""
"0","vo_apg_0502","5146065","21","","vo_apg","65023","","0","",""
"1","どうしたんですか\nマホちゃんさん？","5146065","11","1","130911","65024","0","10","0","0"
"","","5146065","91","","0","65025","","","",""
"","idle_normal_noface","5146065","3","","130911","65026","0.2","1","",""
"","idle_normal_kururu","5146065","3","","97","65027","0.2","1","",""
"","sad_talk_normalR","5146065","3","","131011","65028","0.2","1","",""
"0","vo_apg_0503","5146065","21","","vo_apg","65029","","0","",""
"1","ん、観覧車かいらしな～って。\nくるくる～って","5146065","11","1","131011","65030","0","10","0","0"
"","","5146065","91","","0","65031","","","",""
"notice_loop_normal2","notice_in_normal2","5146065","3","1","131011","65032","0.2","0","","0"
"0","vo_apg_0504","5146065","21","","vo_apg","65033","","0","",""
"1","せや♪","5146065","11","1","131011","65034","0","10","0","0"
"","","5146065","91","","0","65035","","","",""
"","kururu_wish_idle_light","5146065","3","","130911","65036","0.2","1","",""
"","kururu_wish_idle_light","5146065","3","","97","65037","0.2","1","",""
"maho_kururinpa_loop","maho_kururinpa_in","5146065","3","1","131011","65038","0","0","","0"
"maho_kururinpa_loopF","maho_kururinpa_inF","5146065","3","1","99","65039","0","0","","0"
"maho_kururinpa_loopB","maho_kururinpa_inB","5146065","3","1","98","65040","0","0","","0"
"0","vo_apg_0505","5146065","21","","vo_apg","65041","","0","",""
"1","みらくるまほりんくるりんぱ～♪","5146065","11","1","131011","65042","0","10","0","0"
"","","5146065","91","","0","65043","","","",""
"","kururu_wish_talk_joy","5146065","3","","130911","65044","0.2","1","",""
"0","vo_apg_0506","5146065","21","","vo_apg","65045","","0","",""
"1","わあっ♪\nなんですなんですっ？\nそれとってもかわいいですます～♪","5146065","11","1","130911","65046","0","10","0","0"
"","","5146065","91","","0","65047","","","",""
"idle_normal","maho_kururinpa_out","5146065","3","1","131011","65048","0","0","","0.2"
"idle_normal","maho_kururinpa_outF","5146065","3","1","99","65049","0","0","","0.2"
"idle_normal","maho_kururinpa_outB","5146065","3","1","98","65050","0","0","","0.2"
"kururu_kururinpa_loop","kururu_sad_talk_surprise_to_kururinpa","5146065","3","0","130911","65051","0.2","0","","0"
"kururu_kururinpa_loopF","kururu_sad_talk_surprise_to_kururinpaF","5146065","3","0","97","65052","0.2","0","","0"
"kururu_kururinpa_loopB","kururu_sad_talk_surprise_to_kururinpaB","5146065","3","0","96","65053","0.2","0","","0"
"0","vo_apg_0507","5146065","21","","vo_apg","65054","","0","",""
"1","えっとえっと\nみらくるまほりんくるりんぱ～♪\n…こんな感じですか？","5146065","11","1","130911","65055","0","10","0","0"
"","","5146065","91","","0","65056","","","",""
"idle_normal_noface","kururu_kururinpa_out","5146065","3","1","130911","65057","0","0","","0"
"idle_normal_kururu","kururu_kururinpa_outF","5146065","3","1","97","65058","0","0","","0"
"idle_normal","kururu_kururinpa_outB","5146065","3","1","96","65059","0","0","","0"
"","joy_talk","5146065","3","","131011","65060","0.2","1","",""
"0","vo_apg_0508","5146065","21","","vo_apg","65061","","0","",""
"1","上手やわあ♪\nまほりんのとこ、\n自分の名前でもう一回♪","5146065","11","1","131011","65062","0","10","0","0"
"","","5146065","91","","0","65063","","","",""
"","idle_normal","5146065","3","","131011","65064","0.2","1","",""
"kururu_kururinpa_loop","kururu_hello_fast_to_kururinpa","5146065","3","0","130911","65065","0.2","0","","0"
"kururu_kururinpa_loopF","kururu_hello_fast_to_kururinpaF","5146065","3","0","97","65066","0.2","0","","0"
"kururu_kururinpa_loopB","kururu_hello_fast_to_kururinpaB","5146065","3","0","96","65067","0.2","0","","0"
"0","vo_apg_0509","5146065","21","","vo_apg","65068","","0","",""
"1","はーい♪\nみらくるくるるんくるりんぱ～♪","5146065","11","1","130911","65069","0","10","0","0"
"","","5146065","91","","0","65070","","","",""
"idle_normal_noface","kururu_kururinpa_out","5146065","3","1","130911","65071","0","0","","0"
"idle_normal_kururu","kururu_kururinpa_outF","5146065","3","1","97","65072","0","0","","0"
"idle_normal","kururu_kururinpa_outB","5146065","3","1","96","65073","0","0","","0"
"sad_talk_normalR","smile2","5146065","3","1","131011","65074","0.2","0","","0.2"
"sad_talk_normalR","smile2","5146065","3","1","99","65075","0.2","0","","0.2"
"sad_talk_normalR","smile2","5146065","3","1","98","65076","0.2","0","","0.2"
"0","vo_apg_0510","5146065","21","","vo_apg","65077","","0","",""
"1","うふふ♪\nくる多いなぁ♪","5146065","11","1","131011","65078","0","10","0","0"
"","","5146065","91","","0","65079","","","",""
"maho_kurukuru_loop","maho_kurukuru_in","5146065","3","1","131011","65080","0.2","0","","0"
"maho_kurukuru_loopF","maho_kurukuru_inF","5146065","3","1","99","65081","0.2","0","","0"
