072491247dec5bb3cdaeb0ca21bb9efb8e1b4fd799ef6ebba3666c74c3502f29,8a6380526600f13a4c58260a62ee16c111d4e414f1365b3084dbac66107bf308,ec7a11f98e21643d127e94098757add0b6fad8f422ff647aefe9c43902f38e49,a6ab99a57dc82b38257ee34b6c5e65d2751722f55a4075890c35b8611f9580d8,1b43d9fbff6ec98457f29c164857afa0c1464b432e58a50f8d9f21d7cab84bd4
"物理防御力（ダウン不可）アップ","74005404","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","236"
"魔法防御力（ダウン不可）アップ","74005404","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","237"
"ＨＰ吸収ダウン","74005404","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","9","238"
"バトル時間制限","74005405","バトル時間が60秒になる。","limit_time","239"
"ダメージ減衰","74005405","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","240"
"ＴＰ上昇上限付与","74005405","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","241"
"物理防御力（ダウン不可）アップ","74005405","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","242"
"魔法防御力（ダウン不可）アップ","74005405","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","243"
"ＨＰ吸収ダウン","74005405","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","9","244"
"ダメージ減衰","74005501","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","245"
"ＴＰ上昇上限付与","74005501","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","246"
"物理防御力（ダウン不可）アップ","74005501","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","247"
"魔法防御力（ダウン不可）アップ","74005501","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","248"
"ＨＰ吸収ダウン","74005501","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","9","249"
"ＴＰダウンカット","74005501","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","250"
"モンスター追加","74005502","ゴーレム、ウパルパが追加される。","add_shadow","251"
"ダメージ減衰","74005502","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","252"
"ＴＰ上昇上限付与","74005502","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","253"
"物理防御力（ダウン不可）アップ","74005502","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","254"
"魔法防御力（ダウン不可）アップ","74005502","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","255"
"ＨＰ吸収ダウン","74005502","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","9","256"
"ＴＰダウンカット","74005502","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","257"
"モンスター追加","74005503","ミヤコ、アオイが追加される。","add_shadow","258"
"ダメージ減衰","74005503","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","259"
"ＴＰ上昇上限付与","74005503","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","260"
"物理防御力（ダウン不可）アップ","74005503","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","261"
"魔法防御力（ダウン不可）アップ","74005503","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","262"
"ＨＰ吸収ダウン","74005503","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","9","263"
"ＴＰダウンカット","74005503","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","264"
"モンスター追加","74005504","ルナポッドが追加される。","add_shadow","265"
"ダメージ減衰","74005504","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","266"
"ＴＰ上昇上限付与","74005504","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","267"
"物理防御力（ダウン不可）アップ","74005504","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","268"
"魔法防御力（ダウン不可）アップ","74005504","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","269"
"ＨＰ吸収ダウン","74005504","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","9","270"
"ＴＰダウンカット","74005504","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","271"
"バトル時間制限","74005505","バトル時間が60秒になる。","limit_time","272"
"ダメージ減衰","74005505","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","273"
"ＴＰ上昇上限付与","74005505","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","274"
"物理防御力（ダウン不可）アップ","74005505","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","275"
"魔法防御力（ダウン不可）アップ","74005505","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","276"
"ＨＰ吸収ダウン","74005505","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","9","277"
"ＴＰダウンカット","74005505","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","278"
"シャドウ強化","74006102","ハツネ（サマー）、サレン（サマー）、スズナ、キョウカのシャドウに専用装備が追加される。","star6_shadow","279"
"シャドウ強化","74006103","スズナ、キョウカのシャドウが★6になる。","star6_shadow","280"
"編成キャラ数制限","74006103","編成可能キャラ数が4キャラになる。","limit_chara_num","281"
"編成キャラ数制限","74006104","編成可能キャラ数が4キャラになる。","limit_chara_num","282"
"物理無効バリア","74006104","バトル開始時、すべてのシャドウに物理無効バリアを展開する。","27","283"
"魔法無効バリア","74006104","バトル開始時、すべてのシャドウに魔法無効バリアを展開する。","28","284"
"編成キャラ数制限","74006105","編成可能キャラ数が4キャラになる。","limit_chara_num","285"
"物理無効バリア","74006105","バトル開始時、すべてのシャドウに物理無効バリアを展開する。","27","286"
"魔法無効バリア","74006105","バトル開始時、すべてのシャドウに魔法無効バリアを展開する。","28","287"
"シャドウ強化","74006202","レイ（ニューイヤー）、シズル（ノワール）、シズル、ネアのシャドウに専用装備が追加される。","star6_shadow","288"
"シャドウ強化","74006203","レイ（ニューイヤー）、シズルのシャドウが★6になる。","star6_shadow","289"
"編成キャラ数制限","74006203","編成可能キャラ数が4キャラになる。","limit_chara_num","290"
"編成キャラ数制限","74006204","編成可能キャラ数が4キャラになる。","limit_chara_num","291"
"ＴＰ回復","74006204","バトル開始時、すべてのシャドウのＴＰを特大回復。","energy_recover","292"
"編成キャラ数制限","74006205","編成可能キャラ数が4キャラになる。","limit_chara_num","293"
"ＴＰ回復","74006205","バトル開始時、すべてのシャドウのＴＰを特大回復させ、ＴＰ継続回復状態を付与する。","energy_recover","294"
"物理防御力（ダウン不可）アップ","74006301","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","295"
"魔法防御力（ダウン不可）アップ","74006301","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","296"
"ＴＰダウンカット","74006301","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","boss_tp_down_cut","297"
"魔法ダメージカット","74006302","バトル開始時、すべてのモンスターが魔法ダメージ30％カット状態になる。","boss_magic_cut","298"
"物理防御力（ダウン不可）アップ","74006302","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","299"
"魔法防御力（ダウン不可）アップ","74006302","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","300"
"ＴＰダウンカット","74006302","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","boss_tp_down_cut","301"
"魔法ダメージカット","74006303","バトル開始時、すべてのモンスターが魔法ダメージ60％カット状態になる。","boss_magic_cut","302"
"物理防御力（ダウン不可）アップ","74006303","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","303"
"魔法防御力（ダウン不可）アップ","74006303","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","304"
"ＴＰダウンカット","74006303","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","boss_tp_down_cut","305"
"ボス行動パターン変化","74006304","ボスモンスターの行動パターンが変化する。","boss_ub_enhance","306"
"魔法ダメージカット","74006304","バトル開始時、すべてのモンスターが魔法ダメージ90％カット状態になる。","boss_magic_cut","307"
"物理防御力（ダウン不可）アップ","74006304","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","308"
"魔法防御力（ダウン不可）アップ","74006304","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","309"
"ＴＰダウンカット","74006304","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","boss_tp_down_cut","310"
"ボス行動パターン変化","74006305","ボスモンスターの行動パターンが変化する。","boss_ub_enhance","311"
"魔法ダメージカット","74006305","バトル開始時、すべてのモンスターが魔法ダメージ90％カット状態になる。","boss_magic_cut","312"
"物理防御力（ダウン不可）アップ","74006305","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","313"
"魔法防御力（ダウン不可）アップ","74006305","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","314"
"ＴＰダウンカット","74006305","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","boss_tp_down_cut","315"
"物理防御力（ダウン不可）アップ","74006401","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","316"
"魔法防御力（ダウン不可）アップ","74006401","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","317"
"物理ダメージカット","74006402","バトル開始時、すべてのモンスターが物理ダメージ30％カット状態になる。","boss_physics_cut","318"
"物理防御力（ダウン不可）アップ","74006402","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","319"
"魔法防御力（ダウン不可）アップ","74006402","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","320"
"物理ダメージカット","74006403","バトル開始時、すべてのモンスターが物理ダメージ60％カット状態になる。","boss_physics_cut","321"
"物理防御力（ダウン不可）アップ","74006403","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","322"
"魔法防御力（ダウン不可）アップ","74006403","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","323"
"モンスター追加","74006404","ジャングルガード、マコトのシャドウ、エリコのシャドウ、スタンプが追加される。","add_shadow","324"
"ボス行動パターン変化","74006404","ボスモンスターの行動パターンが変化する。","boss_ub_enhance","325"
"物理ダメージカット","74006404","バトル開始時、すべてのモンスターが物理ダメージ90％カット状態になる。","boss_physics_cut","326"
"物理防御力（ダウン不可）アップ","74006404","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","327"
"魔法防御力（ダウン不可）アップ","74006404","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","328"
"ボス行動パターン変化","74006405","ボスモンスターの行動パターンが変化する。","boss_ub_enhance","329"
"物理ダメージカット","74006405","バトル開始時、すべてのモンスターが物理ダメージ90％カット状態になる。","boss_physics_cut","330"
"物理防御力（ダウン不可）アップ","74006405","バトル開始時、ボスモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","331"
"魔法防御力（ダウン不可）アップ","74006405","バトル開始時、ボスモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","332"
"ＴＰダウンカット","74006405","バトル開始時、ボスモンスターがＴＰダウン50％カット状態になる。","boss_tp_down_cut","333"
"ダメージ減衰","74006501","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","334"
"ＴＰ上昇上限付与","74006501","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","335"
"物理防御力（ダウン不可）アップ","74006501","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","336"
"魔法防御力（ダウン不可）アップ","74006501","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","337"
"ＨＰ吸収ダウン","74006501","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","9","338"
"ＴＰダウンカット","74006501","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","339"
"全属性ボーナス特大アップ","74006502","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","33","340"
"ダメージ減衰","74006502","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","341"
"ＴＰ上昇上限付与","74006502","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","342"
"物理防御力（ダウン不可）アップ","74006502","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","343"
"魔法防御力（ダウン不可）アップ","74006502","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","344"
"ＨＰ吸収ダウン","74006502","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","9","345"
"ＴＰダウンカット","74006502","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","346"
"全属性ボーナス特大アップ","74006503","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","33","347"
"ダメージ減衰","74006503","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","348"
"ＴＰ上昇上限付与","74006503","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","349"
"物理防御力（ダウン不可）アップ","74006503","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","350"
"魔法防御力（ダウン不可）アップ","74006503","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","351"
"ＨＰ吸収ダウン","74006503","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","9","352"
"ＴＰダウンカット","74006503","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","353"
"全属性ボーナス特大アップ","74006504","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","33","354"
"ダメージ減衰","74006504","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","355"
"ＴＰ上昇上限付与","74006504","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","356"
"物理防御力（ダウン不可）アップ","74006504","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","357"
"魔法防御力（ダウン不可）アップ","74006504","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","358"
"ＨＰ吸収ダウン","74006504","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","9","359"
"ＴＰダウンカット","74006504","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","360"
"バトル時間制限","74006505","バトル時間が60秒になる。","limit_time","361"
"全属性ボーナス特大アップ","74006505","同属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。","33","362"
"ダメージ減衰","74006505","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","18","363"
"ＴＰ上昇上限付与","74006505","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","17","364"
"物理防御力（ダウン不可）アップ","74006505","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","boss_def_lower_limit","365"
"魔法防御力（ダウン不可）アップ","74006505","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","boss_magic_def_lower_limit","366"
"ＨＰ吸収ダウン","74006505","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","9","367"
"ＴＰダウンカット","74006505","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","boss_tp_down_cut","368"
