4fcad05330ce61851f5370cc700da1a8e94c057c3cd4d1ce727b79aae540387e,12b5c3a3f839ad4eb5b5a48f9d7c7b74313be8fb38243064d2ab31edbc176cfc,ff6c2fa0b24d433f8237f4cc3aad8f1a4a2ce17aae3aebf16bb2a3519c6c7861,ae0b66a6ec8e5eab0419722de8910aa3a44518e8964852b7dcd34aaaf4c14558,03b45913c706074338e6c02d3b15d403e012a189426906ba3574c8d41fa84191,66832edab9e3e279b38a3c6b15ed918531d91e6ffb284bc7686b0f0b3a979539,66fc6de1332fc1dcfd51967b2b5c75b2f222cfbced83e1aa020c48e789799e35
"3","840","0","3","3","0","10702"
"4","870","0","3","3","0","10702"
"5","900","0","3","3","0","10702"
"0","1050","0","3","4","0","10702"
"1","1080","0","3","4","0","10702"
"2","1110","0","3","4","0","10702"
"3","1140","0","3","4","0","10702"
"4","1170","0","3","4","0","10702"
"5","1200","0","3","4","0","10702"
"0","1350","0","3","5","0","10702"
"1","1380","0","3","5","0","10702"
"2","1410","0","3","5","0","10702"
"3","1440","0","3","5","0","10702"
"4","1470","0","3","5","0","10702"
"5","1500","0","3","5","0","10702"
"0","150","0","4","1","0","10703"
"1","180","0","4","1","0","10703"
"2","210","0","4","1","0","10703"
"3","240","0","4","1","0","10703"
"4","270","0","4","1","0","10703"
"5","300","0","4","1","0","10703"
"0","450","0","4","2","0","10703"
"1","480","0","4","2","0","10703"
"2","510","0","4","2","0","10703"
"3","540","0","4","2","0","10703"
"4","570","0","4","2","0","10703"
"5","600","0","4","2","0","10703"
"0","750","0","4","3","0","10703"
"1","780","0","4","3","0","10703"
"2","810","0","4","3","0","10703"
"3","840","0","4","3","0","10703"
"4","870","0","4","3","0","10703"
"5","900","0","4","3","0","10703"
"0","1050","0","4","4","0","10703"
"1","1080","0","4","4","0","10703"
"2","1110","0","4","4","0","10703"
"3","1140","0","4","4","0","10703"
"4","1170","0","4","4","0","10703"
"5","1200","0","4","4","0","10703"
"0","1350","0","4","5","0","10703"
"1","1380","0","4","5","0","10703"
"2","1410","0","4","5","0","10703"
"3","1440","0","4","5","0","10703"
"4","1470","0","4","5","0","10703"
"5","1500","0","4","5","0","10703"
"0","1000","0","9","1","0","10704"
"1","1200","0","9","1","0","10704"
"2","1400","0","9","1","0","10704"
"3","1600","0","9","1","0","10704"
"4","1800","0","9","1","0","10704"
"5","2000","0","9","1","0","10704"
"0","3000","0","9","2","0","10704"
"1","3200","0","9","2","0","10704"
"2","3400","0","9","2","0","10704"
"3","3600","0","9","2","0","10704"
"4","3800","0","9","2","0","10704"
"5","4000","0","9","2","0","10704"
"0","5000","0","9","3","0","10704"
"1","5200","0","9","3","0","10704"
"2","5400","0","9","3","0","10704"
"3","5600","0","9","3","0","10704"
"4","5800","0","9","3","0","10704"
"5","6000","0","9","3","0","10704"
"0","7000","0","9","4","0","10704"
"1","7200","0","9","4","0","10704"
"2","7400","0","9","4","0","10704"
"3","7600","0","9","4","0","10704"
"4","7800","0","9","4","0","10704"
"5","8000","0","9","4","0","10704"
"0","9000","0","9","5","0","10704"
"1","9200","0","9","5","0","10704"
"2","9400","0","9","5","0","10704"
"3","9600","0","9","5","0","10704"
"4","9800","0","9","5","0","10704"
"5","10000","0","9","5","0","10704"
"0","150","0","1","1","0","10801"
"1","180","0","1","1","0","10801"
"2","210","0","1","1","0","10801"
"3","240","0","1","1","0","10801"
"4","270","0","1","1","0","10801"
"5","300","0","1","1","0","10801"
"0","450","0","1","2","0","10801"
"1","480","0","1","2","0","10801"
"2","510","0","1","2","0","10801"
"3","540","0","1","2","0","10801"
"4","570","0","1","2","0","10801"
"5","600","0","1","2","0","10801"
"0","750","0","1","3","0","10801"
"1","780","0","1","3","0","10801"
"2","810","0","1","3","0","10801"
"3","840","0","1","3","0","10801"
"4","870","0","1","3","0","10801"
"5","900","0","1","3","0","10801"
"0","1050","0","1","4","0","10801"
"1","1080","0","1","4","0","10801"
"2","1110","0","1","4","0","10801"
"3","1140","0","1","4","0","10801"
"4","1170","0","1","4","0","10801"
"5","1200","0","1","4","0","10801"
"0","1350","0","1","5","0","10801"
"1","1380","0","1","5","0","10801"
"2","1410","0","1","5","0","10801"
"3","1440","0","1","5","0","10801"
"4","1470","0","1","5","0","10801"
"5","1500","0","1","5","0","10801"
"0","300","0","2","1","0","10802"
"1","360","0","2","1","0","10802"
"2","420","0","2","1","0","10802"
"3","480","0","2","1","0","10802"
"4","540","0","2","1","0","10802"
"5","600","0","2","1","0","10802"
"0","900","0","2","2","0","10802"
"1","960","0","2","2","0","10802"
"2","1020","0","2","2","0","10802"
"3","1080","0","2","2","0","10802"
"4","1140","0","2","2","0","10802"
"5","1200","0","2","2","0","10802"
"0","1500","0","2","3","0","10802"
"1","1560","0","2","3","0","10802"
"2","1620","0","2","3","0","10802"
"3","1680","0","2","3","0","10802"
"4","1740","0","2","3","0","10802"
"5","1800","0","2","3","0","10802"
"0","2100","0","2","4","0","10802"
"1","2160","0","2","4","0","10802"
"2","2220","0","2","4","0","10802"
"3","2280","0","2","4","0","10802"
"4","2340","0","2","4","0","10802"
"5","2400","0","2","4","0","10802"
"0","2700","0","2","5","0","10802"
"1","2760","0","2","5","0","10802"
"2","2820","0","2","5","0","10802"
"3","2880","0","2","5","0","10802"
"4","2940","0","2","5","0","10802"
"5","3000","0","2","5","0","10802"
"0","1000","0","8","1","0","10803"
"1","1200","0","8","1","0","10803"
"2","1400","0","8","1","0","10803"
"3","1600","0","8","1","0","10803"
"4","1800","0","8","1","0","10803"
"5","2000","0","8","1","0","10803"
"0","3000","0","8","2","0","10803"
"1","3200","0","8","2","0","10803"
"2","3400","0","8","2","0","10803"
"3","3600","0","8","2","0","10803"
"4","3800","0","8","2","0","10803"
"5","4000","0","8","2","0","10803"
"0","5000","0","8","3","0","10803"
"1","5200","0","8","3","0","10803"
"2","5400","0","8","3","0","10803"
"3","5600","0","8","3","0","10803"
"4","5800","0","8","3","0","10803"
"5","6000","0","8","3","0","10803"
"0","7000","0","8","4","0","10803"
"1","7200","0","8","4","0","10803"
"2","7400","0","8","4","0","10803"
"3","7600","0","8","4","0","10803"
"4","7800","0","8","4","0","10803"
"5","8000","0","8","4","0","10803"
"0","9000","0","8","5","0","10803"
"1","9200","0","8","5","0","10803"
"2","9400","0","8","5","0","10803"
"3","9600","0","8","5","0","10803"
"4","9800","0","8","5","0","10803"
"5","10000","0","8","5","0","10803"
"0","1000","0","9","1","0","10804"
"1","1200","0","9","1","0","10804"
"2","1400","0","9","1","0","10804"
"3","1600","0","9","1","0","10804"
"4","1800","0","9","1","0","10804"
"5","2000","0","9","1","0","10804"
"0","3000","0","9","2","0","10804"
"1","3200","0","9","2","0","10804"
"2","3400","0","9","2","0","10804"
"3","3600","0","9","2","0","10804"
"4","3800","0","9","2","0","10804"
"5","4000","0","9","2","0","10804"
"0","5000","0","9","3","0","10804"
"1","5200","0","9","3","0","10804"
"2","5400","0","9","3","0","10804"
"3","5600","0","9","3","0","10804"
"4","5800","0","9","3","0","10804"
"5","6000","0","9","3","0","10804"
"0","7000","0","9","4","0","10804"
"1","7200","0","9","4","0","10804"
"2","7400","0","9","4","0","10804"
"3","7600","0","9","4","0","10804"
"4","7800","0","9","4","0","10804"
"5","8000","0","9","4","0","10804"
"0","9000","0","9","5","0","10804"
"1","9200","0","9","5","0","10804"
"2","9400","0","9","5","0","10804"
"3","9600","0","9","5","0","10804"
"4","9800","0","9","5","0","10804"
"5","10000","0","9","5","0","10804"
