6edd5cf0657720897f6efe5276f38abf619ec623bfcbf843db9463ef1b122e71,a6da362cf2c119292a619f4567c9fa59fa7be7f2ad520101dc49ac69f2b86a84,64a6791c22b427d1626bb1ea7b9e368f7fadf35158ed9ba9a1eeec22fb337c77,008b9db6fb4f54d897d4926623c67f4de4a462d4e9587dc9c37256234979a5fe,15f25c1099298398cc4a89426d9fa663875174aeb602bb716933821b067e7120,6b1021b7d1eb32bac0c1c5b80b6c9942bb75d956398496c6274b6d0551df3c71,eeefcfcf3c6ae3a4887cb1269f5e6cfc0152384784b55bf59635a86b097e2ee5,33a5619c7494416a305ac1aec8cbe53da7f08386468632687aa37baa58af65ef,b14d2554691b252aa8a38416929742c35c39a9374f53344740154a552f6ca298,988d576723acf84b564159722c60bb3ff8ce02eed5ba17288671523a68e6394d,74ac88dc932764f4134e9808373d7d135d5e2adb616bab5d4221209fd82d5334,8c25bb8fc52ef60fcc104fe678c0b49f89f48fa2595470bccb619d64601afd93,5cfb4f8d8046a4a605e0fcde82bf0b017316312951075bf9525efa96d918897e,1988acaffa1d5125078afa6204dfab2833e711dc11f2fda937b77acf353f58f5,351e0d9c866a6877a81e00259cca5a2c46cf51c42661e3f3fcedde860b9a7237,bd96df3b85d6f242390f6d84ee00ef23e9db39d01d23cb574873ef08bde27c1a,b4769079546f126cf08b03fdf6f5cd774ea20907093ca10450c4341f1e5ce343,984469bc8f7ee9c8350719560219509cebeb67febfd4fab72ccf55c38376172b,cbb9a026053b7ceda2570622c934da5127030bc4fc1109d25e64343e690f7d69
"31310","41310","2","0","30000000","0","0","131001","12","40","0","0","94000","1","0","0","0","0","1131001"
"31311","41311","2","0","20000000","0","0","131101","12","120","0","0","94000","1","0","0","0","0","1131101"
"31312","41312","2","0","30000000","0","0","131201","12","40","0","0","94000","1","0","0","0","0","1131201"
"31316","41316","2","0","30000000","0","0","131601","12","40","0","0","94000","1","0","0","0","0","1131601"
"31317","41317","2","0","30000000","0","0","131701","12","40","0","0","94000","1","0","0","0","0","1131701"
"31318","41318","2","0","20000000","0","0","131801","12","120","0","0","94000","1","0","0","0","0","1131801"
"31319","41319","2","0","30000000","0","0","131901","12","40","0","0","94000","1","0","0","0","0","1131901"
"31320","41320","2","0","30000000","0","0","132001","12","40","0","0","94000","1","0","0","0","0","1132001"
"31321","41321","2","0","30000000","0","0","132101","12","40","0","0","94000","1","0","0","0","0","1132101"
"31322","41322","2","0","30000000","0","0","132201","12","40","0","0","94000","1","0","0","0","0","1132201"
"31801","41801","2","0","30000000","0","0","180101","12","40","0","0","94000","1","0","0","0","0","1180101"
"31802","41802","2","0","30000000","0","0","180201","12","40","0","0","94000","1","0","0","0","0","1180201"
"31803","41803","2","0","30000000","0","0","180301","12","40","0","0","94000","1","0","0","0","0","1180301"
"31804","41804","2","0","30000000","0","0","180401","12","40","0","0","94000","1","0","0","0","0","1180401"
"31805","41805","2","0","30000000","0","0","180501","12","40","0","0","94000","1","0","0","0","0","1180501"
"31806","41806","2","0","30000000","0","0","180601","12","40","0","0","94000","1","0","0","0","0","1180601"
"31807","41807","2","0","30000000","0","0","180701","12","40","0","0","94000","1","0","0","0","0","1180701"
"31808","41808","2","0","30000000","0","0","180801","12","40","0","0","94000","1","0","0","0","0","1180801"
"31809","41809","2","0","30000000","0","0","180901","12","40","0","0","94000","1","0","0","0","0","1180901"
"31810","41810","2","0","30000000","0","0","181001","12","40","0","0","94000","1","0","0","0","0","1181001"
"31811","41811","2","0","30000000","0","0","181101","12","40","0","0","94000","1","0","0","0","0","1181101"
"31812","41812","2","0","30000000","0","0","181201","12","40","0","0","94000","1","0","0","0","0","1181201"
