27753e76b85c859bfae86c2c5579e7771844461d2be1e2fd6f59ab2b3d238d6d,80db138bb4113d7cc33a5406d0b85e7c6953dd2eee4efe5af3ba6628270673a9,2b82803253cfcb2d5deca2ca69c29d53a1209794da45bbef4ddd99bc1c595e2e,e3ad83585f8d6f2ecdf402b86084f81458764f4c97f4aa559b3765ec0e2c9de1,c7f243f9f3034a006eec79a8d41797796ea6462df1a9fec5d11b37c9d484c263,6950d81d9385d8e51b6a673beb0c79cec9becf59205bc45b60f8fe9c960eb56c,03c9c2277d80f680a9b6505aeac1db3976cfdf0ce86070341363c46459674218,7be1c2280831b936c92822761df8213b0ab32e9cfe912b771ad72ee105e90f32,0529fc33666abc736e3fcb8f2a3addd49c2ff1c5d6ce4fdc284b69c324928114,3a7c84738ff6f46dc14f9a3215808272ea7a2192fd49c08cc65205d6db8c4b02,76dd5bbdce3a22fdaf739bd64aaf6f773d17fd78c1c2c996e1254f4bcf50f01f
"901","","2","","0","","","","","93","19010037"
"901","1","126811","0","01_yukari_sick_2","","0.1","01_yukari_sick_2_loop","0.1","3","19010038"
"901","1","3","0","01_yukari_sick_2","","0.1","01_yukari_sick_2_loop","0.1","3","19010039"
"901","","2","1","cmn_boat_idle","","0.1","","","3","19010040"
"901","","vo_fpc","","vo_fpc_20104","","","0","","21","19010041"
"901","0","126811","10","あ、だめ…\n私にもビッグウェーブが…\nた、耐えるのよ、ユカリぃ…","0.5","0","1","0","11","19010042"
"901","","0","","","","","","","91","19010043"
"901","","0.5","","0","","","","","93","19010044"
"901","","126811","-250","1000","","","4.52488687782805","","2","19010045"
"901","","3","-250","1000","","","4.52488687782805","","2","19010046"
"901","","2","-250","1000","","","4.52488687782805","","2","19010047"
"901","","126811","-250","1000","","","4.52488687782805","","33","19010048"
"901","","0","","","","","","","91","19010049"
"902","-180","21","22","1","02_neneka_floatRing","1.75","-780","0","5","19020001"
"902","-125","21","12","2","02_neneka_floatRing","1.6625","-780","0","5","19020002"
"902","-250","21","32","3","02_neneka_floatRing","1.8375","-780","0","5","19020003"
"902","-180","21","22","4","02_neneka_floatRing","1.75","-780","0","5","19020004"
"902","-125","21","12","5","02_neneka_floatRing","1.6625","-780","0","5","19020005"
"902","-250","21","32","6","02_neneka_floatRing","1.8375","-780","0","5","19020006"
"902","1","102","-780","1","","1","-180","","31","19020007"
"902","1","102","-780","2","","1","-125","","31","19020008"
"902","1","102","-780","3","","1","-250","","31","19020009"
"902","1","102","-780","4","","1","-180","","31","19020010"
"902","1","102","-780","5","","1","-125","","31","19020011"
"902","1","102","-780","6","","1","-250","","31","19020012"
"902","","se_10053800","1","se_fpc_water_random","","","","","23","19020013"
"902","","19020012","","","","","","","91","19020014"
"902","12","1","-180","0","","","4.58823529411765","","2","19020015"
"902","12","1","-180","0","","","4.58823529411765","","33","19020016"
"902","","19020015","","","","","","","91","19020017"
"902","","vo_fpc","","vo_fpc_20200","","","0","","21","19020018"
"902","0","1","10","ふむ…","0.5","0","1","0","11","19020019"
"902","","0","","","","","","","91","19020020"
"902","","0.5","","0","","","","","93","19020021"
"902","12","1","-180","150","","","3.70588235294118","","2","19020022"
"902","12","1","-180","150","","","3.70588235294118","","33","19020023"
"902","","2","1","02_neneka_floatRing","","0.1","","","3","19020024"
"902","12","2","-125","-150","","","3.70588235294118","","2","19020025"
"902","12","2","-125","-150","","","3.70588235294118","","33","19020026"
"902","","19020025","","","","","","","91","19020027"
"902","","vo_fpc","","vo_fpc_20201","","","0","","21","19020028"
"902","0","2","10","ただ流される、などという\n世の凡夫たちのような行いの\n何が楽しいのかと思っていましたが…","0.5","0","1","0","11","19020029"
"902","","0","","","","","","","91","19020030"
"902","","0.5","","0","","","","","93","19020031"
"902","12","1","-180","250","","","3.11764705882353","","2","19020032"
"902","12","1","-180","250","","","3.11764705882353","","33","19020033"
"902","12","2","-125","0","","","3.11764705882353","","2","19020034"
"902","12","2","-125","0","","","3.11764705882353","","33","19020035"
"902","","3","1","02_neneka_floatRing","","0.1","","","3","19020036"
"902","12","3","-250","-250","","","3.11764705882353","","2","19020037"
"902","12","3","-250","-250","","","3.11764705882353","","33","19020038"
"902","","19020037","","","","","","","91","19020039"
"902","","vo_fpc","","vo_fpc_20202","","","0","","21","19020040"
"902","0","3","10","これはこれで乙なものですね…\n今度ノウェムでも連れてきて\n流してみましょうか。","0.5","0","1","0","11","19020041"
"902","","4.5","","1","","","","","93","19020042"
"902","","0.9","","0","","","","","93","19020043"
"902","","19020041","","","","","","","91","19020044"
"902","","4","1","02_neneka_floatRing","","0.1","","","3","19020045"
"902","","4","-180","850","","","7.37556561085973","","2","19020046"
"902","","4","-180","850","","","7.37556561085973","","33","19020047"
"902","","0.2","","0","","","","","93","19020048"
"902","","5","1","02_neneka_floatRing","","0.1","","","3","19020049"
"902","12","1","-180","850","","","2.71493212669683","","2","19020050"
"902","12","1","-180","850","","","2.71493212669683","","33","19020051"
"902","","0.2","","0","","","","","93","19020052"
"902","12","2","-125","850","","","3.84615384615385","","2","19020053"
"902","12","2","-125","850","","","3.84615384615385","","33","19020054"
"902","","0.1","","0","","","","","93","19020055"
"902","12","3","-250","850","","","4.97737556561086","","2","19020056"
"902","12","3","-250","850","","","4.97737556561086","","33","19020057"
"902","","1.5","","0","","","","","93","19020058"
"902","","5","-125","850","","","6.26923076923077","","2","19020059"
"902","","5","-125","850","","","6.26923076923077","","33","19020060"
"902","","1","","0","","","","","93","19020061"
"902","","6","1","02_neneka_floatRing","","0.1","","","3","19020062"
"902","","6","-250","850","","","6.63800904977376","","2","19020063"
"902","","6","-250","850","","","6.63800904977376","","33","19020064"
"902","","0","","","","","","","91","19020065"
"902","","1","","0","","","","","93","19020066"
"902","","0","","","","","","","91","19020067"
"903","-15","1","12","113211","03_cmn_walk_styk_N2","1.4875","-750","0","1","19030001"
"903","-15","1","12","113311","03_cmn_run_def_N","1.4875","750","0","1","19030002"
"903","","se_10053800","1","se_fpc_water_random","","","","","23","19030003"
"903","","19030002","","0","","","","","91","19030004"
"903","","113211","-15","-150","","","3.52941176470588","","2","19030005"
"903","","1.5","","0","","","","","93","19030006"
"903","","113311","-15","150","","","2.71493212669683","","2","19030007"
"903","","19030005","","","","","","","91","19030008"
"903","","113211","1","03_cmn_idol_def_N","","0.1","","","3","19030009"
"903","","19030007","","","","","","","91","19030010"
"903","","113311","1","03_nanaka_gufufu","","0.3","","","3","19030011"
"903","","0.3","","0","","","","","93","19030012"
"903","","vo_fpc","","vo_fpc_20300","","","0","","21","19030013"
"903","0","113311","10","ぐっふっふ、\nさすがアンナたそ♪","0.5","0","1","0","11","19030014"
"903","","0","","","","","","","91","19030015"
"903","","0.5","","0","","","","","93","19030016"
"903","","vo_fpc","","vo_fpc_20301","","","0","","21","19030017"
"903","0","113311","10","ナナカちゃんセレクトの伝説のスク水を\n完璧に着こなしておりますなあ！","0.5","0","1","0","11","19030018"
"903","","0","","","","","","","91","19030019"
"903","","0.5","","0","","","","","93","19030020"
"903","","113211","1","03_anna_shy","","0.1","","","3","19030021"
"903","","vo_fpc","","vo_fpc_20302","","","0","","21","19030022"
"903","0","113211","10","なっ、これは他に持ってないから\n仕方なくだなあ…","0.5","0","1","0","11","19030023"
"903","","0","","","","","","","91","19030024"
"903","","0.5","","0","","","","","93","19030025"
"903","","vo_fpc","","vo_fpc_20303","","","0","","21","19030026"
"903","0","113311","10","だいじょぶだいじょぶ、\n似合ってるのはホントだってば！","0.5","0","1","0","11","19030027"
"903","","0","","","","","","","91","19030028"
"903","","0.5","","0","","","","","93","19030029"
"903","","vo_fpc","","vo_fpc_20304","","","0","","21","19030030"
"903","0","113311","10","それともぉ…\nこっちの水着と交換してみる？","0.5","0","1","0","11","19030031"
"903","","0","","","","","","","91","19030032"
"903","","0.5","","0","","","","","93","19030033"
"903","1","113211","0","03_anna_pui_in","","0.1","03_anna_pui_loop","","3","19030034"
"903","","vo_fpc","","vo_fpc_20305","","","0","","21","19030035"
"903","0","113211","10","それはそれで恥ずかしいじゃないか！","0.5","0","1","0","11","19030036"
"903","","0","","","","","","","91","19030037"
"903","","0.5","","0","","","","","93","19030038"
"903","","vo_fpc","","vo_fpc_20306","","","0","","21","19030039"
"903","0","113211","10","わ、我には友が選んでくれた\nこのスク水で十分だ！","0.5","0","1","0","11","19030040"
"903","","0","","","","","","","91","19030041"
"903","","0.5","","0","","","","","93","19030042"
"903","","113311","1","1","","0.1","","","4","19030043"
"903","","113211","1","1","","0.1","","","4","19030044"
"903","","113311","1","03_cmn_run_def_N","","0.1","","","3","19030045"
"903","","113211","1","03_cmn_walk_styk_N2","","0.1","","","3","19030046"
"903","","113311","-15","750","","","2.71493212669683","","2","19030047"
"903","","113211","-15","-750","","","3.52941176470588","","2","19030048"
"903","","0","","","","","","","91","19030049"
"904","-180","1","22","122811","04_misogi_flutterKick_loop","1.75","-910","0","1","19040001"
"904","-125","1","12","122911","04_mimi_flutterKick_loop","1.75","-910","0","1","19040002"
"904","-180","1","22","122711","04_kyouka_flutterKick_loop","1.75","-910","0","1","19040003"
"904","-180","1","23","129311","04_yuni_flutterKick_loop","1.75","-910","0","1","19040004"
"904","-180","1","22","1","cmn_swm_flutterKick_floatBoad","1.75","-910","0","5","19040005"
"904","-180","3","24","3","empty","1.75","-50","0","5","19040006"
"904","1","1","-910","1","","1","-180","","31","19040007"
"904","1","4","-910","11","","0","-180","","31","19040008"
"904","1","7","-910","2","","1","-125","","31","19040009"
"904","1","4","-910","21","","0","-125","","31","19040010"
"904","1","1","-910","3","","1","-180","","31","19040011"
"904","1","4","-910","31","","0","-180","","31","19040012"
"904","1","1","-910","4","","1","-180","","31","19040013"
"904","1","4","-50","41","","0","-180","","31","19040014"
"904","1","1006","-180","1006","","0","0","","31","19040015"
"904","","se_10053800","1","se_fpc_water_random","","","","","23","19040016"
"904","","19040015","","0","","","","","91","19040017"
"904","12","122811","-180","375","","","5.81447963800905","","2","19040018"
"904","12","1","-180","375","","","5.81447963800905","","33","19040019"
"904","12","11","-180","375","","","5.81447963800905","","33","19040020"
"904","","","","","","","","","91","19040021"
"904","","1","","0","","","","","32","19040022"
"904","","11","","1","","","","","32","19040023"
"904","1","122811","0","04_misogi_float_in","","0.1","04_misogi_float_loop","0.1","3","19040024"
"904","","0.9","","0","","","","","93","19040025"
"904","","vo_fpc","","vo_fpc_20400","","","0","","21","19040026"
"904","0","122811","10","わーい！　ミソギがいっちばーん！\nオニさんこっちらー！","0.5","0","1","0","11","19040027"
"904","","0","","","","","","","91","19040028"
"904","","0.5","","0","","","","","93","19040029"
"904","12","122911","-125","100","","","5.94117647058824","","2","19040030"
"904","12","2","-125","100","","","5.94117647058824","","33","19040031"
"904","12","21","-125","100","","","5.94117647058824","","33","19040032"
"904","","2","","0","","","","","93","19040033"
"904","","vo_fpc","","vo_fpc_20401","","","0","","21","19040034"
"904","0","122911","10","逃げろ逃げろ～！","0.5","0","1","0","11","19040035"
"904","","19040032","","","","","","","91","19040036"
"904","","2","","0","","","","","32","19040037"
"904","","21","","1","","","","","32","19040038"
"904","1","122911","0","04_mimi_float_in","","0.1","04_mimi_float_loop","0.1","3","19040039"
"904","12","122711","-180","-175","","","5.40441176470588","","2","19040040"
"904","12","3","-180","-175","","","5.40441176470588","","33","19040041"
"904","12","31","-180","-175","","","5.40441176470588","","33","19040042"
"904","","2","","0","","","","","93","19040043"
"904","","vo_fpc","","vo_fpc_20402","","","0","","21","19040044"
"904","0","122711","10","も～！　二人とも待ってよ～！","0","0","1","0","11","19040045"
"904","","19040042","","","","","","","91","19040046"
"904","","3","","0","","","","","32","19040047"
"904","","31","","1","","","","","32","19040048"
"904","1","122711","0","04_kyouka_float_in","","0.1","04_kyouka_float_loop","0.1","3","19040049"
"904","","1.2","","0","","","","","93","19040050"
"904","","1006","","1","","","","","32","19040051"
"904","","0.8","","0","","","","","93","19040052"
"904","","1","","1","","","","","32","19040053"
"904","","11","","0","","","","","32","19040054"
"904","","2","","1","","","","","32","19040055"
"904","","21","","0","","","","","32","19040056"
"904","","3","","1","","","","","32","19040057"
"904","","31","","0","","","","","32","19040058"
"904","1","122811","0","04_misogi_flutterKick_in","","0.1","04_misogi_flutterKick_loop","0.1","3","19040059"
"904","","122811","-180","1000","","","2.82805429864253","","2","19040060"
"904","","1","-180","1000","","","2.82805429864253","","33","19040061"
"904","","0.1","","0","","","","","93","19040062"
"904","1","122911","0","04_mimi_flutterKick_in","","0.1","04_mimi_flutterKick_loop","0.1","3","19040063"
"904","","122911","-125","1000","","","4.07239819004525","","2","19040064"
"904","","2","-125","1000","","","4.07239819004525","","33","19040065"
"904","","0.1","","0","","","","","93","19040066"
"904","1","122711","0","04_kyouka_flutterKick_in","","0.1","04_kyouka_flutterKick_loop","0.1","3","19040067"
"904","","122711","-180","1000","","","5.31674208144796","","2","19040068"
"904","","3","-180","1000","","","5.31674208144796","","33","19040069"
"904","","0.1","","0","","","","","93","19040070"
"904","","129311","-180","-50","","","5.05882352941176","","2","19040071"
"904","","4","-180","-50","","","5.05882352941176","","33","19040072"
"904","","1","-180","-50","","","5.05882352941176","","2","19040073"
"904","","2","","0","","","","","93","19040074"
"904","","vo_fpc","","vo_fpc_20403","","","0","","21","19040075"
"904","0","129311","10","わーい♪","0.5","0","1","0","11","19040076"
"904","","2.75882352941176","","0","","","","","93","19040077"
"904","1","3","0","04_yuni_flutterKick_pause_in","","0.1","04_yuni_flutterKick_pause_loop","0.1","3","19040078"
"904","1","129311","0","04_yuni_flutterKick_pause_in","","0.1","04_yuni_flutterKick_pause_loop","0.1","3","19040079"
"904","1","1","0","04_yuni_flutterKick_pause_in","","0.1","04_yuni_flutterKick_pause_loop","0.1","3","19040080"
"904","","0.3","","0","","","","","93","19040081"
"904","","vo_fpc","","vo_fpc_20404","","","0","","21","19040082"
"904","","4","","0","","","","","32","19040083"
"904","","41","","1","","","","","32","19040084"
"904","","5","","0","","","","","93","19040085"
"904","","3","0","empty","","0.1","","","3","19040086"
"904","1","129311","0","04_yuni_flutterKick_in","","0.2","04_yuni_flutterKick_loop","0.1","3","19040087"
"904","1","1","0","04_yuni_flutterKick_in","","0.2","cmn_swm_flutterKick_floatBoad","0.1","3","19040088"
"904","","4","","1","","","","","32","19040089"
"904","","41","","0","","","","","32","19040090"
"904","","129311","-180","1000","","","6.17647058823529","","2","19040091"
"904","","1","-180","1000","","","6.17647058823529","","2","19040092"
"904","","4","-180","1000","","","6.17647058823529","","33","19040093"
"904","","0.3","","0","","","","","93","19040094"
"904","","vo_fpc","","vo_fpc_20405","","","0","","21","19040095"
"904","0","129311","10","わーいわーい♪","0.5","0","1","0","11","19040096"
"904","","19040091","","","","","","","91","19040097"
"905","-125","1","12","117111","cmn_swm_flutterKick","1.75","-910","0","1","19050001"
"905","-180","1","22","117011","cmn_swm_flutterKick","1.75","-910","0","1","19050002"
"905","-15","1","12","107611","cmn_walk_r","1.4875","750","0","1","19050003"
"905","1","7","-910","1","","1","-125","","31","19050004"
"905","1","4","-910","11","","0","-125","","31","19050005"
"905","1","1","-910","2","","1","-180","","31","19050006"
"905","1","4","-910","21","","0","-180","","31","19050007"
"905","","se_10053800","1","se_fpc_water_random","","","","","23","19050008"
"905","","19050007","","0","","","","","91","19050009"
"905","12","117111","-125","0","","","5.35294117647059","","2","19050010"
"905","12","1","-125","0","","","5.35294117647059","","33","19050011"
"905","12","11","-125","0","","","5.35294117647059","","33","19050012"
"905","","","","","","","","","91","19050013"
"905","","1","","0","","","","","32","19050014"
"905","","11","","1","","","","","32","19050015"
"905","1","117111","0","05_shizuru_search_in","","0.1","05_shizuru_search_loop","0.1","3","19050016"
"905","","1","","0","","","","","93","19050017"
"905","","vo_fpc","","vo_fpc_20500","","","0","","21","19050018"
"905","0","117111","10","うーん…おかしいなあ…\nここらへんで弟くんの「気」を\n感じたんだけど…","0.5","0","1","0","11","19050019"
"905","","1.81764705882353","","1","","","","","93","19050020"
"905","12","117011","-180","-250","","","3.88235294117647","","2","19050021"
"905","12","2","-180","-250","","","3.88235294117647","","33","19050022"
"905","12","21","-180","-250","","","3.88235294117647","","33","19050023"
"905","","2.38235294117647","","0","","","","","93","19050024"
"905","","1.5","","0","","","","","93","19050025"
"905","","19050019","","","","","","","91","19050026"
"905","","19050021","","","","","","","91","19050027"
"905","1","117011","0","05_eriko_talk_in","","0.1","05_eriko_talk_loop","0.1","3","19050028"
"905","","2","","0","","","","","32","19050029"
"905","","21","","1","","","","","32","19050030"
"905","","vo_fpc","","vo_fpc_20501","","","0","","21","19050031"
"905","0","117011","10","あのおかたのオーラの残滓…\n確かにこのあたりなのですが…","0.5","0","1","0","11","19050032"
"905","","2.15294117647059","","1","","","","","93","19050033"
"905","0","107611","-15","300","","","2.64705882352941","","2","19050034"
"905","","1.14705882352941","","0","","","","","93","19050035"
"905","","1.5","","0","","","","","93","19050036"
"905","","19050032","","","","","","","91","19050037"
"905","","19050034","","","","","","","91","19050038"
"905","","107611","1","05_kokkoro_talk","","0.2","","","3","19050039"
"905","","vo_fpc","","vo_fpc_20502","","","0","","21","19050040"
"905","0","107611","10","シズルさまにエリコさま、\nどうかされたのですか？","0.5","0","1","0","11","19050041"
"905","","0","","","","","","","91","19050042"
"905","","0.5","","0","","","","","93","19050043"
"905","1","117111","0","05_shizuru_greet_in","","0.1","05_shizuru_greet_loop","0.1","3","19050044"
"905","","vo_fpc","","vo_fpc_20503","","","0","","21","19050045"
"905","0","117111","10","あ、コッコロちゃん♪\nそっかー、コッコロちゃんに残った\n弟くんの「気」を感じちゃったんだね♪","0.5","0","1","0","11","19050046"
"905","","0","","","","","","","91","19050047"
"905","","0.5","","0","","","","","93","19050048"
"905","1","117011","0","05_eriko_pressure_in","","0.1","05_eriko_pressure_loop","0.1","3","19050049"
"905","","vo_fpc","","vo_fpc_20504","","","0","","21","19050050"
"905","0","117011","10","なんですか、その気持ちの悪い根拠は。\nそれよりも、あの方はどこにおられるのか\n知っているのでしょう？\n隠し立ては許しませんよ。","0.5","0","1","0","11","19050051"
"905","","0","","","","","","","91","19050052"
"905","","0.5","","0","","","","","93","19050053"
"905","","107611","1","05_kokkoro_talk2","","0.3","","","3","19050054"
"905","","vo_fpc","","vo_fpc_20505","","","0","","21","19050055"
"905","0","107611","10","隠し立てなど、そんな。","0.5","0","1","0","11","19050056"
"905","","0","","","","","","","91","19050057"
"905","","0.5","","0","","","","","93","19050058"
"905","1","107611","0","05_kokkoro_point_in","","0.1","05_kokkoro_point_loop","0.1","3","19050059"
"905","","vo_fpc","","vo_fpc_20506","","","0","","21","19050060"
"905","0","107611","10","主さまは先ほどあちらの方に\n流れていかれましたが…","0.5","0","1","0","11","19050061"
"905","","0","","","","","","","91","19050062"
"905","","0.5","","0","","","","","93","19050063"
"905","1","117111","0","05_shizuru_smile_in","","0.1","05_shizuru_smile_loop","0.1","3","19050064"
"905","","vo_fpc","","vo_fpc_20507","","","0","","21","19050065"
"905","0","117111","10","あっちね！\nよーし、お姉ちゃんが\n今すぐ助けにいくからね！","0.5","0","1","0","11","19050066"
"905","","0","","","","","","","91","19050067"
"905","","0.5","","0","","","","","93","19050068"
"905","1","117011","0","05_eriko_sad_in","","0.1","05_eriko_sad_loop","0.1","3","19050069"
"905","","vo_fpc","","vo_fpc_20508","","","0","","21","19050070"
"905","0","117011","10","ああ、なんということ…\n私が今お助けに向かいます！","0.5","0","1","0","11","19050071"
"905","","0","","","","","","","91","19050072"
"905","","0.5","","0","","","","","93","19050073"
"905","1","117111","0","05_shizuru_flutterKick_in","","0.1","05_shizuru_flutterKick_loop","0.1","3","19050074"
"905","","117111","-125","1000","","","2.66169816342827","","2","19050075"
"905","","1","-125","1000","","","2.66169816342827","","33","19050076"
"905","","1","","1","","","","","32","19050077"
"905","","11","","0","","","","","32","19050078"
"905","","0.1","","0","","","","","93","19050079"
"905","1","117011","0","05_eriko_flutterKick_in","","0.1","05_eriko_flutterKick_loop","0.1","3","19050080"
"905","","117011","-180","1000","","","3.14228255404726","","2","19050081"
"905","","2","-180","1000","","","3.14228255404726","","33","19050082"
"905","","2","","1","","","","","32","19050083"
"905","","21","","0","","","","","32","19050084"
"905","","19050081","","","","","","","91","19050085"
"905","1","107611","0","05_kokkoro_talk3_in","","0.1","05_kokkoro_talk3_loop","0.1","3","19050086"
"905","","vo_fpc","","vo_fpc_20509","","","0","","21","19050087"
"905","0","107611","10","行ってしまわれました…","0.5","0","1","0","11","19050088"
"905","","0","","","","","","","91","19050089"
"905","","0.5","","0","","","","","93","19050090"
"905","","vo_fpc","","vo_fpc_20510","","","0","","21","19050091"
"905","0","107611","10","あのお二人が揃われると\n何が起こるか心配ですね…","0.5","0","1","0","11","19050092"
"905","","0","","","","","","","91","19050093"
"905","","0.5","","0","","","","","93","19050094"
"905","","vo_fpc","","vo_fpc_20511","","","0","","21","19050095"
"905","0","107611","10","主さまの前で暴走されぬよう\nわたくしが見張っておかねば…！","0.5","0","1","0","11","19050096"
"905","","0","","","","","","","91","19050097"
"905","","0.5","","0","","","","","93","19050098"
"905","0","107611","-15","850","","","1.65912518853695","","2","19050099"
"905","","107611","1","05_kokkoro_run","","0.2","","","3","19050100"
"905","","vo_fpc","","vo_fpc_20512","","","0","","21","19050101"
"905","0","107611","10","主さまー！","0.5","0","1","0","11","19050102"
"905","","0","","","","","","","91","19050103"
"905","","0.5","","0","","","","","93","19050104"
"905","","19050099","","","","","","","91","19050105"
"906","-180","1","22","126911","cmn_float","1.75","-850","0","1","19060001"
"906","-125","1","12","117311","cmn_float","1.75","-850","0","1","19060002"
"906","1","6","-850","11","","1","-180","","31","19060003"
"906","1","1007","-850","10071","","0","-180","","31","19060004"
"906","1","6","-850","21","","1","-125","","31","19060005"
"906","1","1007","-850","10072","","0","-125","","31","19060006"
"906","1","1008","-850","10081","","0","-125","","31","19060007"
"906","","se_10053800","1","se_fpc_water_random","","","","","23","19060008"
"906","","19060007","","0","","","","","91","19060009"
"906","12","126911","-180","0","","","6.25","","2","19060010"
"906","12","11","-180","0","","","6.25","","33","19060011"
"906","12","10071","-180","0","","","6.25","","33","19060012"
"906","","3","","0","","","","","93","19060013"
"906","","vo_fpc","","vo_fpc_20600","","","0","","21","19060014"
"906","","126911","1","06_cmn_float_sing","","0.2","","","3","19060015"
"906","","10071","","1","","","","","32","19060016"
"906","","19060010","","","","","","","91","19060017"
"906","","126911","1","cmn_float","","0.2","","","3","19060018"
"906","","vo_fpc","","vo_fpc_20601","","","0","","21","19060019"
"906","0","126911","10","たまには、こういう所も\n悪くないかも…","0.5","0","1","0","11","19060020"
"906","","0","","","","","","","91","19060021"
"906","","0.5","","0","","","","","93","19060022"
"906","12","117311","-125","-150","","","5.14705882352941","","2","19060023"
"906","12","21","-125","-150","","","5.14705882352941","","33","19060024"
"906","12","10072","-125","-150","","","5.14705882352941","","33","19060025"
"906","12","10081","-125","-150","","","5.14705882352941","","33","19060026"
"906","12","126911","-180","150","","","5.14705882352941","","2","19060027"
"906","12","11","-180","150","","","5.14705882352941","","33","19060028"
"906","12","10071","-180","150","","","5.14705882352941","","33","19060029"
"906","","2.5","","0","","","","","93","19060030"
"906","","vo_fpc","","vo_fpc_20602","","","0","","21","19060031"
"906","","126911","1","06_cmn_float_sing","","0.2","","","3","19060032"
"906","","117311","1","06_cmn_float_sing","","0.2","","","3","19060033"
"906","","10071","","0","","","","","32","19060034"
"906","","10071","","1","","","","","32","19060035"
"906","","10072","","1","","","","","32","19060036"
"906","","19060029","","","","","","","91","19060037"
"906","","126911","","1","","","","","4","19060038"
"906","","11","-180","180","","","0","","33","19060039"
"906","1","126911","0","06_ranpha_float_notice","","0.1","06_ranpha_float_shy","0.1","3","19060040"
"906","","117311","1","cmn_float","","","","0.1","3","19060041"
"906","","vo_fpc","","vo_fpc_20603","","","0","","21","19060042"
"906","0","126911","10","あっ…","0.5","0","1","0","11","19060043"
"906","","0","","","","","","","91","19060044"
"906","","0.5","","0","","","","","93","19060045"
"906","1","117311","0","06_chika_float_notice_in","","0.1","06_chika_float_notice","0.1","3","19060046"
"906","","vo_fpc","","vo_fpc_20604","","","0","","21","19060047"
"906","0","117311","10","ごめんなさい、素敵な歌だったから\nつい合わせてしまって…\nお邪魔でしたよね。","0.5","0","1","0","11","19060048"
"906","","0","","","","","","","91","19060049"
"906","","0.5","","0","","","","","93","19060050"
"906","","vo_fpc","","vo_fpc_20605","","","0","","21","19060051"
"906","0","126911","10","ううん…\nそっちも、とても素敵な歌…\nだから、よければもう少し、\nこのまま…","0.5","0","1","0","11","19060052"
"906","","0","","","","","","","91","19060053"
"906","","0.5","","0","","","","","93","19060054"
"906","","117311","1","06_chika_float_smile","","0.2","","","3","19060055"
"906","","vo_fpc","","vo_fpc_20606","","","0","","21","19060056"
"906","0","117311","10","はい。","0.5","0","1","0","11","19060057"
"906","","0","","","","","","","91","19060058"
"906","","0.5","","0","","","","","93","19060059"
"906","","vo_fpc","","vo_fpc_20607","","","0","","21","19060060"
"906","","126911","1","06_cmn_float_sing","","0.2","","","3","19060061"
"906","","117311","1","06_cmn_float_sing","","0.2","","","3","19060062"
"906","","10071","","0","","","","","32","19060063"
"906","","10071","","1","","","","","32","19060064"
"906","","10081","","1","","","","","32","19060065"
"906","","2","","0","","","","","93","19060066"
"906","","126911","-180","850","","","4.11764705882353","","2","19060067"
"906","","11","-180","880","","","4.11764705882353","","33","19060068"
"906","","10071","-180","880","","","4.11764705882353","","33","19060069"
"906","","117311","-125","850","","","5.88235294117647","","2","19060070"
"906","","21","-125","850","","","5.88235294117647","","33","19060071"
"906","","10081","-125","850","","","5.88235294117647","","33","19060072"
"906","","1.5","","0","","","","","93","19060073"
"906","","10071","","0","","","","","32","19060074"
"906","","10071","","1","","","","","32","19060075"
"906","","10081","","0","","","","","32","19060076"
"906","","10081","","1","","","","","32","19060077"
"906","","19060070","","","","","","","91","19060078"
"907","-125","1","12","127111","07_shinobu_search","1.75","-850","0","1","19070001"
"907","-180","1","22","113111","07_ruka_float","1.75","-850","0","1","19070002"
"907","-180","4","22","4","07_dokuro_float","1.75","-850","0","5","19070003"
"907","1","5","-850","11","","1","-125","","31","19070004"
"907","1","4","-850","21","","1","-180","","31","19070005"
"907","1","4","-850","31","","1","-180","","31","19070006"
"907","","se_10053800","1","se_fpc_water_random","","","","","23","19070007"
"907","","19070006","","0","","","","","91","19070008"
"907","","127111","1","07_shinobu_search","","0.1","","","3","19070009"
"907","12","127111","-125","325","","","8.38806396344946","","2","19070010"
"907","12","11","-125","325","","","8.38806396344946","","33","19070011"
"907","","","","","","","","","91","19070012"
"907","1","127111","0","07_shinobu_talk_in","","0.1","07_shinobu_talk_loop","0.1","3","19070013"
"907","","1","","0","","","","","93","19070014"
"907","","vo_fpc","","vo_fpc_20700","","","0","","21","19070015"
"907","0","127111","10","お父さん、どこに行ったのかしら？\nまた何か事件を起こしてないといいけど…","0.5","0","1","0","11","19070016"
"907","","0","","","","","","","91","19070017"
"907","","0.5","","0","","","","","93","19070018"
"907","12","113111","-180","-150","","","4.11764705882353","","2","19070019"
"907","12","21","-180","-150","","","4.11764705882353","","33","19070020"
"907","","","","","","","","","91","19070021"
"907","","113111","1","07_ruka_float2","","0.1","","","3","19070022"
"907","","vo_fpc","","vo_fpc_20701","","","0","","21","19070023"
"907","0","113111","10","くっ、まさかこんな場所でしゃれこうべに\nでくわすなんてね…","0.5","0","1","0","11","19070024"
"907","","0","","","","","","","91","19070025"
"907","","0.5","","0","","","","","93","19070026"
"907","","vo_fpc","","vo_fpc_20702","","","0","","21","19070027"
"907","0","113111","10","アイツの前で取り乱して、\nつい蹴っ飛ばしちまったが…","0.5","0","1","0","11","19070028"
"907","","0","","","","","","","91","19070029"
"907","","0.5","","0","","","","","93","19070030"
