aa14f8866f2da1c279975c5d68086687688e1579ef3e8e53f066bab117cc4066,973db3a0e3017b48693bd26f99054ef6162ce57ae625d4ef2c95a3772634a2bf,c5b6a79cce2181e1200644e35569b41b1bb8d20a645332322714ae6c711c1cc7,c2902a30f2b1bc4409597d70d4af0ca082eaba4d11d3d8bcde8a3be514596eb5,14a056c25106bfb74c77ec2a6ac9be8ced07bce9e70fb9fb25cd1ee5cd5d6022,7588f5cf856aebeb5a55a3239fe6383b3872771052a6ba4b0e8f658584674768,b057303caef1db1a6d54c13e8a362204d4dba63d3c920c1ad7eef2286c4af33d,11539e36dcd186ba6f2be5b17254e4fd0a053903d71edd716b06ee820127c0e2,67d57a1436345c07854c77a1a63579c1a6ba6033b90ece3e3b9676235c78179f,960b2846eaac2b80fae6dbf40511bbe1304c2d5414e0d31456bad3df147997a3,a9beff82f7e77828804616fb9844c24e82c8f3324fb99c5b6b3e41745ec336c4,4357c7c426895aab76056f89086e4070046d58dcfd6e74fb9d875e5c501c96b3
"179","ペコリーヌ","0","17","0","0","0","80003","105801","6","あと９日！　もうすぐですよ♪\nえへへ、楽しみで楽しみで\nごはんが進みますね☆",""
"180","キャル","0","24","2","0","0","80003","106001","6","ごはんが進みますね☆\nじゃなーい！\nいくらなんでも食べ過ぎよ！\n記念日、迎えられなくなるわよ！？",""
"181","コッコロ","0","17","1","0","0","80003","105901","6","大丈夫ですよキャルさま\n食事はわたくしたちの\n歩んできた道そのもの\nなのですから",""
"182","ペコリーヌ","0","18","0","0","0","80003","105801","6","さっすがコッコロちゃん\nいいことを言いますね！\nそう、わたしたち\n【美食殿】の活動目的は─",""
"183","キャル","0","25","2","0","0","80003","106001","6","─みんなで楽しく食事をすること\nでしょ？\nあれだけ食べ歩いてきたんだから\n分かってるわよ",""
"184","コッコロ","0","18","1","0","0","80003","105901","6","はい…そうでございますね♪\nそれにしてもわたくしたち\n本当にいろいろなものを\n食べ歩いてきましたね…",""
"185","キャル","0","26","2","0","0","80003","106001","6","そうね…ほんっとうにね…\n毒まみれのニセドラゴンとか\n恐竜…は逃げられちゃったっけ\nあとワニゴ…ワニの魔物とかね",""
"186","キャル","0","27","2","0","0","80003","106001","6","そして、とうとう本物の\nドラゴンまで相手に\nしちゃったのよね、あたしたちって",""
"187","キャル","0","28","2","0","0","80003","106001","6","信じられない強さだったわね\nあのドラゴン…やっぱり\n作戦はしっかり立てていかないと\nダメよね",""
"188","ペコリーヌ","0","19","0","0","0","80003","105801","6","えへへ…☆\nキャルちゃんが色んなことを\n覚えていてくれて\nうれしいです♪",""
"189","コッコロ","0","19","1","0","0","80003","105901","6","わたくしも鮮明に覚えておりますよ\n主さまもきっと…♪",""
"190","キャル","0","29","2","0","0","80003","106001","6","あったり前でしょ！\n忘れないわよ、あんな滅茶苦茶な\nものばかり食べさせられて！\n…忘れられるわけ、ないじゃない",""
"191","キャル","0","30","0","0","0","80003","106001","7","ねえちょっと、ちょっと待って！？\nカリンから、2.5周年記念の\n生放送に出演してほしいって\n言われたんだけど！",""
"192","キャル","0","31","0","0","0","80003","106001","7","なんでそういう大事なことを\n急に言うわけ！？\nそんなの聞いてないわよ～！？",""
"193","キャル","0","32","0","0","0","80003","106001","7","いっぱい人に見られちゃうのよね？\nなんであたしがそんなこと…",""
"194","キャル","0","33","0","0","0","80003","106001","7","あー\nあー\n…声、これで大丈夫かしら？",""
"195","キャル","0","34","0","0","0","80003","106001","7","聞き取りにくいかもしれないわね…\nもうちょっと明るい方がいいかも\nえっと…こんな感じ？",""
"196","キャル","0","35","0","0","0","80003","106001","7","オイッスー☆",""
"197","キャル","0","36","0","0","0","80003","106001","7","……\nいや、ないわ\nいつもどおりが一番ね、うん",""
"198","キャル","0","37","0","0","0","80003","106001","7","もう、記念の生放送なんて\n超責任重大なやつじゃない…\nもしなにか失敗とかしたら…",""
"199","キャル","0","38","0","0","0","80003","106001","7","ど、どど、どうしよう！？\n緊張してきちゃった…！！",""
"200","コッコロ","0","20","0","0","0","80003","105901","8","主さま、わたくし\nペコリーヌさまとキャルさまと共に\n2.5周年を祝う生放送に\n出演する大役を仰せつかりました",""
"201","コッコロ","0","21","0","0","0","80003","105901","8","多くの方々に\n『プリンセスコネクト！\nRe:Dive』の魅力をお伝えする\n重要な役割でございます",""
"202","コッコロ","0","22","0","0","0","80003","105901","8","わたくし、全身全霊をもって\n生放送に取り組みたいと\n思っております",""
"203","コッコロ","0","23","0","0","0","80003","105901","8","ですが、もしかしたら\nセリフを噛んでしまったり\n段取りを間違えてしまったり\nするかもしれません…",""
"204","コッコロ","0","24","0","0","0","80003","105901","8","そのようなことがないよう\n練習はしっかりしておかなくては\nまずはこちらから…",""
"205","コッコロ","0","25","0","0","0","80003","105901","8","オイッスー☆",""
"206","コッコロ","0","26","0","0","0","80003","105901","8","先ほどキャルさまが練習されて\nいるのをお見かけしたので\nわたくしもと思いまして…\nいかがでしょうか？",""
"207","コッコロ","0","27","0","0","0","80003","105901","8","良い感じ、ですか？\n…ふふ、ありがとうございます\n主さまのあたたかいお言葉があれば\nわたくしは百人力でございます",""
"208","コッコロ","0","28","0","0","0","80003","105901","8","この大役を無事に成し遂げ\n主さまに素敵な2.5周年を\n迎えていただけるよう…\nわたくし、尽力いたしますね",""
"209","ペコリーヌ","0","20","0","0","0","80003","105801","9","オイッスー☆",""
"210","ペコリーヌ","0","21","0","0","0","80003","105801","9","…う～ん、今のはちょっと\n違う感じがしますね\n堅苦しかったかもしれません",""
"211","ペコリーヌ","0","22","0","0","0","80003","105801","9","あと６日で2.5周年ですか…",""
"212","ペコリーヌ","0","23","0","0","0","80003","105801","9","この年月がオイッスーの\n歴史なんだと思うと\nじ～んとしちゃいます！\nやばいですね☆",""
"213","ペコリーヌ","0","24","0","0","0","80003","105801","9","生放送で最高のオイッスー☆　を\nみなさんにお届けするために\n頑張らないと！\nそれじゃあもう一度…",""
"214","ペコリーヌ","0","25","0","0","0","80003","105801","9","オイッスー☆",""
"215","ペコリーヌ","0","26","0","0","0","80003","105801","9","…うう～ん、どうしてでしょう\nまだ何かが違う気がします…\nもしかしたら\nおなかが空きすぎてるとか？",""
"216","ペコリーヌ","0","27","0","0","0","80003","105801","9","今さっき食べたばっかりですけど\nおなかが減っては\n良いオイッスー☆　は\n出せませんよね！",""
"217","ペコリーヌ","0","28","0","0","0","80003","105801","9","そうと決まれば、コッコロちゃんと\nキャルちゃんを誘って\nごはんにしましょう！\n善は急げです！",""
"218","ペコリーヌ","0","29","0","0","0","80003","105801","9","あ、二人が丁度いいところに！\nオイッス～☆　…ああ！！\n今の、今のですよ～♪",""
"219","ペコリーヌ","0","30","0","0","0","80003","105801","9","なるほど、どんな時も\n自然体が一番ってことですね！\nこの調子で、生放送も\n頑張っちゃいます♪",""
"220","ペコリーヌ","0","31","0","0","0","80003","105801","10","2.5周年まで残り５日ですが\nその前にもうすぐ生放送ですよ！\nコッコロちゃん\n準備の方はどうですか？",""
"221","コッコロ","0","29","1","0","0","80003","105901","10","はい。わたくし、しっかりと\n備えてまいりました\n万事抜かりはございません",""
"222","ペコリーヌ","0","32","0","0","0","80003","105801","10","おお～すごい自信を感じます…！\nいい生放送になりそうですね☆\n……あれ？　なんだかこの辺り\n揺れていませんか？",""
"223","キャル","0","39","2","0","0","80003","106001","10","…………",""
"224","コッコロ","0","30","1","0","0","80003","105901","10","キャルさま？\nお風邪をひかれたんでしょうか\nひどい震えですが…",""
"225","キャル","0","40","2","0","0","80003","106001","10","かかかか風邪じゃないわよ！\nここここれはただ\nななな生放送が楽しみ過ぎて\nワワワワクワクが止まらないだけ！",""
"226","ペコリーヌ","0","33","0","0","0","80003","105801","10","大丈夫ですかキャルちゃん！？\nそうだ、これを飲んでください！",""
"227","キャル","0","41","2","0","0","80003","106001","10","きき気がきくじゃない、ありがとっ\nごくっ、んく…ぶはぁっ！？\nちょっと何飲ませたの！？\n辛っ！　苦ぁ！？　甘ぁっ！？",""
"228","ペコリーヌ","0","34","0","0","0","80003","105801","10","これは魔物のエキスに薬草に\nその他色んなものを混ぜた\n特製の栄養ドリンクです！",""
"229","ペコリーヌ","0","35","0","0","0","80003","105801","10","これを飲めば体ぽかぽかで\n元気いっぱいですよ♪",""
"230","キャル","0","42","2","0","0","80003","106001","10","このアホリーヌ！\n風邪じゃないって言ったでしょ！？\nどさくさに紛れて\nそんな恐ろしいもん飲ませんな～！",""
"231","コッコロ","0","31","1","0","0","80003","105901","10","キャルさま\n震えが収まっておりますね\nよかったです…\nわたくし、心配いたしました",""
"232","キャル","0","43","2","0","0","80003","106001","10","え？　ああ、ホントね…って\nだから風邪じゃないって\n言ってるのに…\nまあいいわこの際なんでも",""
"233","ペコリーヌ","0","36","0","0","0","80003","105801","10","えっへへ～♪　いつも通りの\nキャルちゃんに戻りましたし\n素敵な生放送が出来そうですね！\n今から楽しみです☆",""
"234","カリン","0","6","0","0","0","80003","190801","11","ランドソルのみなさま、こんにちは\n生放送の会場設営を担当しています\n【ギルド管理協会】のカリンです",""
"235","カリン","0","7","0","0","0","80003","190801","11","【美食殿】のみなさんは\nまもなく始まる生放送に向けて\n最後の調整のため\n席を外しています",""
"236","カリン","0","8","0","0","0","80003","190801","11","頑張っている３人の\n邪魔をするわけには\nいきませんので、ご容赦ください",""
"237","カリン","0","9","0","0","0","80003","190801","11","ですので、本日は私から\n【美食殿】のみなさんの様子を\nお伝えさせていただこうと思います",""
"238","カリン","0","10","0","0","0","80003","190801","11","まずはペコリーヌさんですが…\n何やら大量のおにぎりを\n食べているようです\nえっと…栄養は大事ですよね",""
"239","カリン","0","11","0","0","0","80003","190801","11","次にコッコロさんですが\nこちらは発声練習をしています",""
"240","カリン","0","12","0","0","0","80003","190801","11","一生懸命、小さなお口を開けて\n声を出す姿が応援したくなりますね",""
"241","カリン","0","13","0","0","0","80003","190801","11","そしてキャルさんは…\nこれは…堂々としたものですね\n何もせず、ただ立ち尽くして…",""
"242","カリン","0","14","0","0","0","80003","190801","11","あれ？\nもしかして緊張で気を失って…？",""
"243","カリン","0","15","0","0","0","80003","190801","11","…ええと\n【美食殿】のみなさんは\nやる気十分なようですね！",""
"244","カリン","0","16","0","0","0","80003","190801","11","３人とも生放送を\nいいものにしようと\n全力で頑張ってくれていますので\nどうかご期待ください",""
"245","カリン","0","17","0","0","0","80003","190801","11","それでは\nまた明日お会いしましょう♪",""
"246","キャル","0","44","0","0","0","80003","106001","12","2.5周年まであと３日！\nそして生放送は明日！\nなんかいよいよって感じね…",""
"247","ペコリーヌ","0","37","2","0","0","80003","105801","12","３人でい～っぱい練習しましたし\nきっと大丈夫ですよ☆",""
"248","コッコロ","0","32","1","0","0","80003","105901","12","ペコリーヌさまに\n大丈夫と言ってもらえると\nとても心強いですね",""
"249","キャル","0","45","0","0","0","80003","106001","12","信じすぎちゃだめよコロ助\nこいつはなーんにも\n考えてないだけなんだから",""
"250","ペコリーヌ","0","38","2","0","0","80003","105801","12","ひどいですよぉキャルちゃ～ん！",""
"251","コッコロ","0","33","1","0","0","80003","105901","12","ふふ。お二人とも\n普段通りの様子で\n安心いたしました",""
"252","ペコリーヌ","0","39","2","0","0","80003","105801","12","はいっ☆\n生放送でもなんでも\n全力全開、わたしらしく\nぶつかっていくだけです！",""
"253","キャル","0","46","0","0","0","80003","106001","12","そうね。おめでたいことなんだし\nここまで来たんなら\n楽しめるだけ\n楽しむしかないわよね！",""
"254","コッコロ","0","34","1","0","0","80003","105901","12","わたくしも、普段よりも心が\n熱くなっております\nこの胸の気持ちをお伝えできるよう\n精一杯努力いたします…！",""
"255","ペコリーヌ","0","40","2","0","0","80003","105801","12","それでは、いきましょう！\n明日の生放送、絶対に\n成功させましょうね☆",""
"256","ペコリーヌ","0","41","0","0","0","80003","105801","13","えっと、最初のひと言は…あれ？\nキャルちゃん、わたし\n何て言うんでしたっけ？",""
"257","キャル","0","47","2","0","0","80003","106001","13","は！？\nなにいきなりど忘れしてるの！？\nっていうかあんた、台本は！？",""
"258","ペコリーヌ","0","42","0","0","0","80003","105801","13","忘れてきちゃいました☆",""
"259","キャル","0","48","2","0","0","80003","106001","13","忘れてきちゃいました☆\nで済ませられると思ってんの！？\nほら、あたし二冊持ってきたから\nこれ使いなさい！",""
"260","コッコロ","0","35","1","0","0","80003","105901","13","マイクとは、こんな高い位置に\nあるものなのですね…！\n背伸びをすれば、何とか…\nう～ん、うぅ～ん…！",""
"261","キャル","0","49","2","0","0","80003","106001","13","あぁもう\n少し下げればいいでしょ！？\nこれくらいでいい？\nまったく、世話が焼けるわね…",""
"262","ペコリーヌ","0","43","0","0","0","80003","105801","13","あれ？\nキャルちゃん、後ろ髪が\nはねちゃってますよ？",""
"263","キャル","0","50","2","0","0","80003","106001","13","え？　うそっ！？\nちゃんと確かめてきたのに！\nどこどこ！？",""
"264","コッコロ","0","36","1","0","0","80003","105901","13","キャルさま、動かないで\nくださいまし。今くしで…\nはい、直りましたよ",""
"265","キャル","0","51","2","0","0","80003","106001","13","あ、ありがと…はぁ。生放送\n本番までもうすぐなのに\nこんなことしてる場合じゃ\nないわよね",""
"266","コッコロ","0","37","1","0","0","80003","105901","13","はい、時間は残りわずかです\nですが、慌ただしく\n動き回るこの時間も\nなんだか楽しくて…♪",""
"267","キャル","0","52","2","0","0","80003","106001","13","コロ助、あんた…って\nそうじゃなくて！\n胸にジンワリきてる\n暇なんかないでしょ…！？",""
"268","ペコリーヌ","0","44","0","0","0","80003","105801","13","あはは♪\nキャルちゃんの動きが\nとっても面白いです♪\nやばいですね☆",""
"269","コッコロ","0","38","1","0","0","80003","105901","13","ふふ\nきっと面白い生放送になると\nわたくし、確信しております",""
"270","ペコリーヌ","0","45","0","0","0","80003","105801","13","絶対絶対、間違いありません！\n見てくれるみなさんが\n笑顔になれる時間を\nお届けしましょう！",""
"271","キャル","0","53","2","0","0","80003","106001","13","そんなの当然でしょ！\n誰が見たって面白いって\n言ってもらえるように\nあれだけ準備したんだから！",""
"272","ペコリーヌ","0","46","0","0","0","80003","105801","13","それでは\n記念日直前生放送！\n楽しみにしててくださいね☆",""
"273","カリン","0","18","0","0","0","80003","190801","14","こんにちは\n【ギルド管理協会】のカリンです",""
"274","カリン","0","19","0","0","0","80003","190801","14","昨日の生放送は\nいかがだったでしょうか？",""
"275","カリン","0","20","0","0","0","80003","190801","14","たくさんの笑顔と喜びと\nそして驚きを受け取って\nいただけたのではないかと思います",""
"276","カリン","0","21","0","0","0","80003","190801","14","そしていよいよ\n明日は2.5周年の当日\n待ちに待った記念日を\n迎えることとなります",""
"277","カリン","0","22","0","0","0","80003","190801","14","【美食殿】のみなさんも\n張り切って様々な準備を\nされていますよ",""
"278","カリン","0","23","0","0","0","80003","190801","14","【ギルド管理協会】も\n万全のサポート体制で\n協力してまいりたいと思います",""
"279","カリン","0","24","0","0","0","80003","190801","14","…ふふ、本当に楽しみですね\n【ギルド管理協会】の職員として\nだけではなく、私個人としても…",""
"280","カリン","0","25","0","0","0","80003","190801","14","この記念日を迎えられることが\n心から楽しみですし\n幸せを感じています",""
"281","カリン","0","26","0","0","0","80003","190801","14","きっと【美食殿】のみなさんは\nそれ以上に心を弾ませて\nいることでしょう",""
"282","カリン","0","27","0","0","0","80003","190801","14","それでは\n明日からの2.5周年を\nどうぞ、お楽しみに…♪",""
"283","ペコリーヌ","0","47","0","0","0","80003","105801","15","準備はいいですかっ？\n…いっきますよー！",""
"284","キャル","0","54","2","0","0","80003","106001","15","祝！",""
"285","コッコロ","0","39","1","0","0","80003","105901","15","2.5周年！",""
"286","ペコリーヌ","0","48","0","0","0","80003","105801","15","おめでとうございま～す☆",""
"287","キャル","0","55","2","0","0","80003","106001","15","少し前まではまだまだ先じゃない\nとか言ってたけど\n本当にあっという間だったわね",""
"288","コッコロ","0","40","1","0","0","80003","105901","15","光陰矢の如し…\nとはこのことでございますね\nでも、今日という日を無事に\n迎えることができて良かったです",""
"289","ペコリーヌ","0","49","0","0","0","80003","105801","15","コッコロちゃん！　キャルちゃん！\n落ち着くには\nまだ早いですよ！\n盛り上がるのはこれからです☆",""
"290","キャル","0","56","2","0","0","80003","106001","15","ほんとあんたはいつも\n全力全開ねー\nでもそうね、記念日なんだし\nパーっといきましょ！",""
"291","コッコロ","0","41","1","0","0","80003","105901","15","ええ、わたくしも全力全開で\nまいります…！\n主さま、さあ\nどうぞ手を取ってくださいまし…♪",""
"292","キャル","0","57","2","0","0","80003","106001","15","あんたもコロ助も、浮かれて\n転ぶんじゃないわよ？\n…仕方ないから、あたしも\n手を繋いであげるわよ",""
"293","ペコリーヌ","0","50","0","0","0","80003","105801","15","あー！　二人ともずるいです！\nわたしもっ、ギュー♪",""
"294","キャル","0","58","2","0","0","80003","106001","15","ちょっ、ペコリーヌ！\nくっつき過ぎよ！",""
"295","ペコリーヌ","0","51","0","0","0","80003","105801","15","記念日だから\n平気平気♪\nやばいですね☆",""
"296","キャル","0","59","2","0","0","80003","106001","15","意味分かんないわよ！",""
"297","コッコロ","0","42","1","0","0","80003","105901","15","ふふ。このめでたき日に\n喜びがあふれておりますね\n主さまは…いかがでしょうか？",""
"298","コッコロ","0","43","1","0","0","80003","105901","15","喜んでいただけているならば\nわたくしはとてもとても\n幸せでございます",""
"299","ペコリーヌ","0","52","0","0","0","80003","105801","15","さぁ、2.5周年を\n楽しみ尽くしますよ☆\nまだまだ食べたいものもありますし\nやりたいこともたくさんです！",""
"300","キャル","0","60","2","0","0","80003","106001","15","分かった、分かったから\n引っ張るんじゃないわよ！\n…そんな掴まなくても\nちゃんとついていくから",""
"301","コッコロ","0","44","1","0","0","80003","105901","15","ペコリーヌさま…キャルさま…\n主さま…共にまいりましょう\nどこまでも…！",""
"302","ペコリーヌ","0","53","0","0","0","80003","105801","15","はい！　それでは2.5周年\n食べつくしツアーへ！\nそして、その先の未来へ\n向かって出発しましょう！",""
"303","ペコリーヌ・コッコロ・キャル","0","54","0","0","1","80003","105801","15","2.5周年\nありがとうございます！","105901,45,106001,61"
"304","カリン","0","1","1","1","0","60002","190804","0","新年を迎え、新たに始まる一日を\nおみくじで占ってみませんか？\n良い運勢であるほど、\n沢山のプレゼントが貰えますよ♪",""
"305","","1","0","2","1","0","60002","0","0","今日の運勢は姫吉！　どんな不可能も可能にできちゃう！　　　　仲間と食卓を囲めばさらに運気上昇よ！　ただし魔物料理以外！",""
"306","","1","0","2","1","0","60002","0","0","今日の運勢は姫吉！　やること全てが最高潮！　やばいですね☆　ラッキーアイテムはおにぎり！　お腹一杯で幸せが続くでしょう！",""
"307","","1","0","2","1","0","60002","0","0","今日の運勢は姫吉！　最強の運勢でどんなドジも跳ね除けます！　大切な人と一緒に、最高の一日になること間違いなし！",""
"308","","1","0","2","1","0","60002","0","0","今日の運勢は姫吉！　どんな挑戦も上手くいく、最高の運勢です！理想の自分に変身できる絶好の機会！　新しい一歩を踏み出そう！",""
"309","","1","0","2","2","0","60002","0","0","今日の運勢は姫吉！　やること全てが上手くいく最高の一日！　　あなたの活躍に先生もにっこりです。いい子いい子♪",""
"310","","2","0","2","1","0","60002","0","0","今日の運勢は大吉！　お裁縫好きな女の子のお墨付きです！　　　お世話したがりの妹にめいっぱい愛されちゃうかも！？",""
"311","","2","0","2","1","0","60002","0","0","今日の運勢は大吉！　ラッキーカラーは赤！　　　　　　　　　　湧き上がるアイデアの数々に、高笑いが止まりませんわ！",""
"312","","2","0","2","1","0","60002","0","0","今日の運勢は大吉！　ラッキーワードは「ちぇる～ん♪」　　　　出会う人みんなに言ってあげると、ハッピーになれますよ！",""
"313","","2","0","2","1","0","60002","0","0","今日の運勢は大吉！　運勢はバッチリで無敵状態！　　　　　　　龍眼で全てを見通して、思い通りの一日を過ごしましょう！",""
"314","","2","0","2","2","0","60002","0","0","今日の運勢は大吉！　悩んでいたことが解決しそうです！　　　　たまには勉強も仕事も忘れて、心あたたまる家族と過ごしましょ！",""
"315","","3","0","2","1","0","60002","0","0","今日の運勢は中吉！　家の中でゆっくり過ごすのがよさそう！　　ラッキーアイテムはゲームよ！　ベストスコアを更新できるかも？",""
"316","","3","0","2","1","0","60002","0","0","今日の運勢は中吉！　上手くなりたいことに積極的に挑戦してみてサックス好きの妹が、手取り足取りサポートしてくれるかも～？",""
"317","","3","0","2","1","0","60002","0","0","今日の運勢は中吉！　仕事運が急上昇中です！　　　　　　　　　きっと「煉獄に舞う一陣の疾風」の如き活躍ができますよ！",""
"318","","3","0","2","1","0","60002","0","0","今日の運勢は中吉！　日頃の努力が報われます！　　　　　　　　親しい友人がいるなら報告してみて。一緒に喜んでくれるはずだ。",""
"319","","3","0","2","1","0","60002","0","0","今日の運勢は中吉！　商売運が上がってきています！　　　　　　ラッキーアイテムはたい焼き！　和菓子パワーで売上アップです！",""
"320","","3","0","2","1","0","60002","0","0","今日の運勢は中吉！　チャンスを待つと良い結果に！　　　　　　ラッキーアイテムのプリンを食べて、運を呼び込みましょう！",""
"321","","3","0","2","2","0","60002","0","0","今日の運勢は中吉！　運気が着々と上昇中！　　　　　　　　　　精霊の加護を受けたかのごとく、色々な事がうまくいきますよ♪",""
"322","","4","0","2","1","0","60002","0","0","今日の運勢は小吉！　まだ見ぬ危険が隠れているかも！　　　　　でも安心しろ！　提督が貴公を守ってくれるはずだぞ！",""
"323","","4","0","2","1","0","60002","0","0","今日の運勢は小吉！　いろんな事件が起こる一日になりそう！　　状況をよく観察してみようじゃないか！　まさに探偵のごとくね！",""
"324","","4","0","2","1","0","60002","0","0","今日の運勢は小吉！　気の向くままに過ごすのが幸せへの近道！　美味い魚を食べて猫を眺めて、自然体で過ごすのはどうだい？",""
"325","","4","0","2","1","0","60002","0","0","今日の運勢は小吉！　運気は高いけども、ハプニングには注意！　出かけた先で、「ふしんしゃ」扱いされてしまうかも……",""
"326","","4","0","2","1","0","60002","0","0","今日の運勢は小吉！　同腹一心の友だちが見つかるかも！　　　　キーワードは「ユニちゃんズ」、記憶に刻みましょう！",""
"327","","4","0","2","1","0","60002","0","0","今日の運勢は小吉！　周りに流されず、マイペースな一日を！　　ただし寝すぎには注意ぐうたらし過ぎず適度な運動を、だってさ～",""
"328","","4","0","2","2","0","60002","0","0","今日の運勢は小吉！　根を詰めずにリラックスすると運気向上！　ラッキーパーソンはアイドル。歌があなたを幸せにしてくれます♪",""
"329","カリン","0","2","3","0","0","60002","190804","0","おみくじの結果はどうでしたか？\n新たに始まる一日が、あなたに\nとって良い日になりますように\nまた明日も遊びに来て下さいね♪",""
"330","カリン","0","3","3","0","0","60002","190804","7","おみくじは楽しんで頂けましたか？\nあなたの新たなる年が\n素晴らしいものになるよう、\n心からお祈りいたします",""
"331","コッコロ","0","1","4","0","0","80005","105901","1","ささ、シェフィさまはこちらへ…",""
"332","シェフィ","0","1","0","0","0","80005","106401","1","コッコロさん、どこへ行くの…？\n…え？",""
"333","ペコリーヌ","0","1","3","0","0","80005","105801","1","『おめでとうございます！\nわ～パチパチー！』\n…という感じでどうですかね！？",""
"334","コッコロ","0","2","4","0","0","80005","105901","1","ではわたくしも\n後ろからクラッカーを鳴らして\n応戦いたします\nああ、当日が待ち遠しいですね",""
"335","シェフィ","0","2","0","0","0","80005","106401","1","ええと…\n二人とも何をしているの？",""
"336","キャル","0","1","1","0","0","80005","106001","1","シェフィは初めてだもんね\nあの日が近いからって\n予行練習してんのよ\n気が早いわよね～",""
"337","シェフィ","0","3","0","0","0","80005","106401","1","あの日…？",""
"338","ペコリーヌ","0","2","3","0","0","80005","105801","1","その通りです…\nいよいよ記念すべきあの日が\n近づいてきましたよ！",""
"339","ペコリーヌ","0","3","3","0","0","80005","105801","1","『プリンセスコネクト！\nRe:Dive』3.5周年！",""
"340","カリン","0","1","2","0","0","80005","190801","1","やばいですね☆",""
"341","キャル","0","2","1","0","0","80005","106001","1","って、なにしれっと\n参加してんのよカリン！",""
"342","カリン","0","2","2","0","0","80005","190801","1","ふふ、いいじゃないですか\n【ギルド管理協会】として\n私もみなさんと一緒に\nお祝いをさせてください！",""
"343","カリン","0","3","2","0","0","80005","190801","1","それに…記念日が近づけば\nとっておきの情報を\nお届けしますから♪",""
"344","ペコリーヌ","0","4","3","0","0","80005","105801","1","というわけで\n今日からシェフィちゃんも一緒に\nカウントダウンしちゃいましょう！\n3.5周年まで…",""
"345","シェフィ","0","4","0","0","0","80005","106401","1","えっ！？　ええとええと…！\nあ、あと14日…！",""
"346","ペコリーヌ","0","5","3","0","0","80005","105801","2","3.5周年まであと13日\n豪華に、そして盛大に\nお祝いしたいですね☆",""
"347","コッコロ","0","3","1","0","0","80005","105901","2","豪華といえば前にとある貴族さまが\n舞踏会を開かれたそうで\n主さまがそのお手伝いを\nしておりました",""
"348","コッコロ","0","4","1","0","0","80005","105901","2","そこで美しい所作を学ばれたので\nわたくしも教えていただきました\nしゃなり、しゃなり…\nいかがでしょう？",""
"349","ペコリーヌ","0","6","3","0","0","80005","105801","2","すっごく上手ですよ☆\nまるでお姫様みたいです\nせっかくなのでわたしも\nしゃなりしゃなり",""
"350","コッコロ","0","5","1","0","0","80005","105901","2","さすがでございます\nペコリーヌさま",""
"351","キャル","0","3","0","0","0","80005","106001","2","いや、あんたは\nできなきゃダメでしょ\n本物のお姫様なんだし",""
"352","シェフィ","0","5","2","0","0","80005","106401","2","しゃなり、しゃなり…\nふふ、案外できるものね",""
"353","ペコリーヌ","0","7","3","0","0","80005","105801","2","わぁ！\nシェフィちゃん\n姿勢がとってもキレイです♪",""
"354","コッコロ","0","6","1","0","0","80005","105901","2","さ、次はキャルさまの\n番でございますよ",""
"355","キャル","0","4","0","0","0","80005","106001","2","あ、あたしはいいわよ！\nそういうの全然分かんないし…",""
"356","シェフィ","0","6","2","0","0","80005","106401","2","大丈夫\nやってみると結構楽しいわよ\nほらほらっ",""
"357","キャル","0","5","0","0","0","80005","106001","2","そ、そこまで言うなら…\nしゃなにゅわきゃあっ！",""
"358","キャル","0","6","0","0","0","80005","106001","2","いたたた…もぉお～！\nなんであたしがこんな目に～！",""
"359","コッコロ","0","7","1","0","0","80005","105901","2","まぁまぁ\n記念日までに練習すれば\nできるようになるかもしれません\nよろしければお教えいたしますよ",""
"360","キャル","0","7","0","0","0","80005","106001","2","よし！\nあんたたちができて\nあたしだけできないのはしゃくだし\nやってやろうじゃないの！！",""
"361","コッコロ","0","8","1","0","0","80005","105901","3","3.5周年まであと12日\n記念日当日はもちろんですが\nその日を待つ時間というのも\n心躍ります",""
"362","ペコリーヌ","0","8","3","0","0","80005","105801","3","分かりますっ！\nどんな特別な料理を食べられるのか\n考えるだけでワクワクしますよね！",""
"363","コッコロ","0","9","1","0","0","80005","105901","3","特別な料理といえば、お祭りですね\nそういえば主さまは学生として\n聖学祭に参加されたこと\nがあるとか…",""
"364","シェフィ","0","7","2","0","0","80005","106401","3","聖学祭…って、なにかしら？",""
"365","コッコロ","0","10","1","0","0","80005","105901","3","聖テレサ女学院の祭典ですよ\n二つのチームが競い合い\n青春を満喫するのが趣旨のようです",""
"366","キャル","0","8","0","0","0","80005","106001","3","それってカルミナの\nサプライズライブがあった\nお祭りよね？\nちょっと見たかったかも…",""
"367","キャル","0","9","0","0","0","80005","106001","3","カルミナの後の\nライブも好評だったらしいじゃない\n確か、なかよし部\nだったっけ…？",""
"368","ペコリーヌ","0","9","3","0","0","80005","105801","3","なかよし部…\n仲が良さそうな名前で\nやばいですね☆",""
"369","キャル","0","10","0","0","0","80005","106001","3","いや、そのまんますぎでしょ…",""
"370","シェフィ","0","8","2","0","0","80005","106401","3","聖学祭かぁ…なんだか楽しそうね\nそれになかよし部の人たちも\n気になるわ",""
