e80344d8cc95e8362ac59ccd290663c35aedce4d65dc1f5a52f46861f5568d94,f604739e7ff6ecc62f249d6f80c563608d193db424fb915b241f92432abf1e4a,9ae5bdd8157dd931d75b769d35de118db760d60cfdcbbb068a4e1aeb4dd7b692,8f929083549b8b46d57836c276ff934ed27ee3c2bb34510a2d45b13528c63179,7b0ad2e04da3b762bf45075ebf4f9cdb6decf185dd792be5626c6f5be1fc9822
"15035","15","100","104","168"
"15036","15","100","371","173"
"15037","15","100","104","178"
"15038","15","100","36","181"
"15039","15","100","127","185"
"15040","15","100","68","190"
"15041","15","101","256","194"
"15042","15","100","182","197"
"15043","15","100","132","201"
"15044","15","100","78","206"
"15045","15","100","224","209"
"15046","15","100","4","214"
"15047","15","100","102","217"
"15048","15","400","159","220"
"15049","15","100","104","223"
"15050","15","100","135","228"
"15051","15","101","185","232"
"15052","15","100","377","236"
"15053","15","100","133","240"
"15054","15","100","255","243"
"15055","15","101","361","246"
"15056","15","100","293","249"
"15057","15","500","-1","254"
"15058","15","101","201","257"
"15059","15","100","375","261"
"15060","15","101","229","266"
"15061","15","100","364","270"
"15062","15","100","496","275"
"15063","15","100","458","278"
"15064","15","100","216","282"
"15065","15","200","627","285"
"15066","15","100","117","288"
"15067","15","100","289","291"
"15068","15","100","151","296"
"15069","15","100","745","299"
"15070","15","101","452","304"
"15071","15","100","545","307"
"15072","15","100","830","311"
"15073","15","400","615","316"
"15074","15","100","650","321"
"15075","15","100","752","325"
"15076","15","101","494","329"
"15077","15","100","724","333"
"15078","15","100","530","337"
"15079","15","100","449","341"
"15080","15","100","667","345"
"15081","15","101","715","349"
"15082","15","100","670","354"
"15083","15","100","450","359"
"15084","15","100","790","363"
"15085","15","101","410","367"
"15086","15","100","822","371"
"15087","15","100","374","376"
"15088","15","500","-1","379"
"15089","15","101","374","382"
"15090","15","100","663","385"
"15091","15","100","593","390"
"15092","15","100","910","395"
"15093","15","101","589","399"
"15094","15","100","495","403"
"15095","15","100","981","407"
"15096","15","100","790","412"
"15097","15","100","1063","416"
"15098","15","100","613","420"
"15099","15","101","554","423"
"15100","15","100","168","428"
"15101","15","100","373","432"
"15102","15","101","482","435"
"15103","15","100","355","439"
"15104","15","100","285","444"
"15105","15","100","150","449"
"15106","15","100","121","454"
"15107","15","100","277","458"
"15108","15","101","483","463"
"15109","15","100","331","467"
"15110","15","100","105","471"
"15111","15","100","255","474"
"15112","15","100","446","478"
"15113","15","400","825","481"
"15114","15","100","778","484"
"15115","15","101","563","489"
"15116","15","510","-1","494"
"15117","15","100","362","499"
"15118","15","101","551","504"
"15119","15","100","722","508"
"15120","15","100","1014","513"
"15121","15","100","915","517"
"15122","15","100","850","521"
"15123","15","100","702","526"
"15124","15","100","539","531"
"15125","15","101","583","536"
"15126","15","100","720","540"
"15127","15","100","578","544"
"15128","15","100","507","547"
"15129","15","100","426","552"
"15130","15","100","586","556"
"15131","15","101","381","560"
"15132","15","100","521","565"
"15133","15","100","771","569"
"15134","15","100","635","572"
"15135","15","101","738","575"
"15136","15","100","480","578"
"15137","15","100","354","583"
"15138","15","100","405","586"
"15139","15","100","560","590"
"15140","15","100","836","595"
"15141","15","510","-1","598"
"15142","15","200","631","603"
"15143","15","100","920","608"
"15144","15","101","848","612"
"15145","15","100","1051","616"
"15146","15","100","1090","620"
"15147","15","100","1163","624"
"15148","15","101","986","628"
"15149","15","100","1135","633"
"15150","15","100","961","637"
"15151","15","100","996","640"
"15152","15","400","834","644"
"15153","15","100","1054","649"
"15154","15","100","758","652"
"15155","15","101","990","655"
"15156","15","100","913","660"
"15157","15","100","672","665"
"15158","15","100","897","669"
"15159","15","101","777","673"
"15160","15","100","837","676"
"15161","15","100","882","680"
"15162","15","101","912","684"
"15163","15","100","839","689"
"15164","15","100","729","694"
"15165","15","100","550","697"
"15166","15","100","281","702"
"15167","15","100","653","706"
"15168","15","101","379","709"
"15169","15","100","649","712"
"15170","15","100","752","716"
"15171","15","100","790","719"
"15172","15","100","866","723"
"15173","15","101","823","728"
"15174","15","100","875","732"
"15175","15","510","-1","736"
"15176","15","100","465","741"
"15177","15","101","375","745"
"15178","15","100","418","750"
"15179","15","100","101","753"
"15180","15","100","433","758"
"15181","15","100","62","763"
"15182","15","101","272","768"
"15183","15","100","63","773"
"15184","15","100","175","777"
"15185","15","101","419","782"
"15186","15","100","136","785"
"15187","15","100","39","789"
"15188","15","100","229","793"
"15189","15","101","337","797"
"15190","15","100","602","800"
"15191","15","101","566","805"
"15192","15","100","497","808"
"15193","15","100","676","811"
"15194","15","100","805","815"
"15195","15","100","630","820"
"15196","15","101","517","825"
"15197","15","100","807","830"
"15198","15","100","666","835"
"15199","15","100","270","840"
"15200","15","101","526","844"
"16001","16","100","250","30"
"16002","16","100","463","33"
"16003","16","101","165","40"
"16004","16","100","303","44"
"16005","16","100","396","48"
"16006","16","100","534","53"
"16007","16","100","685","57"
"16008","16","101","761","61"
"16009","16","100","446","66"
"16010","16","100","17","69"
"16011","16","100","390","72"
"16012","16","100","421","75"
"16013","16","100","649","78"
"16014","16","101","842","81"
"16015","16","100","905","85"
"16016","16","100","1128","88"
"16017","16","400","744","93"
"16018","16","100","445","96"
"16019","16","100","836","99"
"16020","16","100","658","102"
"16021","16","101","379","106"
"16022","16","100","76","110"
"16023","16","100","115","115"
"16024","16","101","361","119"
"16025","16","100","739","122"
"16026","16","100","644","127"
"16027","16","101","966","132"
"16028","16","100","1110","136"
"16029","16","100","759","141"
"16030","16","100","496","145"
"16031","16","500","550","150"
"16032","16","100","525","155"
"16033","16","100","378","160"
"16034","16","101","374","163"
"16035","16","100","548","168"
"16036","16","100","506","173"
"16037","16","100","616","178"
"16038","16","100","404","181"
"16039","16","100","258","185"
"16040","16","100","411","190"
"16041","16","101","315","194"
"16042","16","100","137","197"
"16043","16","100","46","201"
"16044","16","100","237","206"
"16045","16","100","385","209"
"16046","16","100","251","214"
"16047","16","100","212","217"
"16048","16","400","262","220"
"16049","16","100","169","223"
"16050","16","100","464","228"
"16051","16","101","744","232"
"16052","16","100","560","236"
"16053","16","100","341","240"
"16054","16","100","357","243"
"16055","16","101","297","246"
"16056","16","100","368","249"
"16057","16","500","-1","254"
"16058","16","101","528","257"
"16059","16","100","272","261"
"16060","16","101","158","266"
"16061","16","100","432","270"
"16062","16","100","327","275"
"16063","16","100","181","278"
"16064","16","100","294","282"
"16065","16","200","496","285"
"16066","16","100","542","288"
"16067","16","100","290","291"
"16068","16","100","36","296"
"16069","16","100","117","299"
"16070","16","101","344","304"
"16071","16","100","308","307"
"16072","16","100","498","311"
"16073","16","400","418","316"
"16074","16","100","106","321"
"16075","16","100","187","325"
"16076","16","101","524","329"
"16077","16","100","812","333"
"16078","16","100","895","337"
"16079","16","100","1114","341"
"16080","16","100","966","345"
"16081","16","101","658","349"
"16082","16","100","745","354"
"16083","16","100","872","359"
"16084","16","100","1193","363"
"16085","16","101","992","367"
"16086","16","100","864","371"
"16087","16","100","991","376"
"16088","16","500","-1","379"
"16089","16","101","982","382"
"16090","16","100","885","385"
"16091","16","100","1166","390"
"16092","16","100","1071","395"
"16093","16","101","870","399"
"16094","16","100","1156","403"
"16095","16","100","842","407"
"16096","16","100","1112","412"
"16097","16","100","914","416"
"16098","16","100","804","420"
"16099","16","101","1116","423"
"16100","16","100","1008","428"
"16101","16","100","928","432"
"16102","16","101","582","435"
"16103","16","100","393","439"
"16104","16","100","318","444"
"16105","16","100","556","449"
"16106","16","100","592","454"
"16107","16","100","935","458"
"16108","16","101","800","463"
"16109","16","100","974","467"
"16110","16","100","1123","471"
"16111","16","100","1041","474"
"16112","16","100","577","478"
"16113","16","400","82","481"
"16114","16","100","465","484"
"16115","16","101","362","489"
"16116","16","510","-1","494"
"16117","16","100","745","499"
"16118","16","101","792","504"
"16119","16","100","884","508"
"16120","16","100","810","513"
"16121","16","100","987","517"
"16122","16","100","774","521"
"16123","16","100","443","526"
"16124","16","100","321","531"
"16125","16","101","9","536"
"16126","16","100","151","540"
"16127","16","100","238","544"
"16128","16","100","402","547"
"16129","16","100","270","552"
"16130","16","100","13","556"
"16131","16","101","161","560"
"16132","16","100","119","565"
"16133","16","100","407","569"
"16134","16","100","137","572"
"16135","16","101","312","575"
"16136","16","100","435","578"
"16137","16","100","491","583"
"16138","16","100","620","586"
"16139","16","100","562","590"
"16140","16","100","267","595"
"16141","16","510","-1","598"
"16142","16","200","72","603"
"16143","16","100","410","608"
"16144","16","101","651","612"
"16145","16","100","588","616"
"16146","16","100","926","620"
"16147","16","100","616","624"
"16148","16","101","563","628"
"16149","16","100","247","633"
"16150","16","100","492","637"
"16151","16","100","522","640"
"16152","16","400","237","644"
"16153","16","100","273","649"
"16154","16","100","434","652"
"16155","16","101","366","655"
"16156","16","100","153","660"
"16157","16","100","43","665"
"16158","16","100","319","669"
"16159","16","101","202","673"
"16160","16","100","549","676"
"16161","16","100","720","680"
"16162","16","101","601","684"
"16163","16","100","918","689"
"16164","16","100","1193","694"
"16165","16","100","1063","697"
"16166","16","100","1139","702"
"16167","16","100","826","706"
"16168","16","101","1142","709"
"16169","16","100","853","712"
"16170","16","100","575","716"
"16171","16","100","384","719"
"16172","16","100","39","723"
"16173","16","101","268","728"
"16174","16","100","225","732"
"16175","16","510","-1","736"
"16176","16","100","456","741"
"16177","16","101","227","745"
"16178","16","100","398","750"
"16179","16","100","63","753"
"16180","16","100","3","758"
"16181","16","100","265","763"
"16182","16","101","175","768"
"16183","16","100","478","773"
"16184","16","100","623","777"
"16185","16","101","689","782"
"16186","16","100","598","785"
"16187","16","100","710","789"
"16188","16","100","842","793"
"16189","16","101","1101","797"
"16190","16","100","1036","800"
"16191","16","101","949","805"
"16192","16","100","607","808"
"16193","16","100","836","811"
"16194","16","100","740","815"
"16195","16","100","1009","820"
"16196","16","101","872","825"
"16197","16","100","672","830"
"16198","16","100","767","835"
"16199","16","100","532","840"
"16200","16","101","333","844"
"17001","17","100","650","30"
"17002","17","100","566","34"
"17003","17","101","676","40"
"17004","17","100","584","44"
"17005","17","100","747","48"
"17006","17","100","550","53"
"17007","17","100","457","57"
"17008","17","101","859","61"
"17009","17","100","618","66"
"17010","17","100","744","69"
"17011","17","100","1042","72"
"17012","17","100","786","75"
"17013","17","100","620","78"
"17014","17","101","558","81"
"17015","17","100","830","85"
"17016","17","100","728","88"
"17017","17","100","558","93"
"17018","17","100","761","96"
"17019","17","100","721","99"
"17020","17","100","895","102"
"17021","17","101","520","106"
"17022","17","100","63","110"
"17023","17","100","281","115"
"17024","17","101","539","119"
"17025","17","100","988","122"
"17026","17","100","854","127"
"17027","17","101","467","132"
"17028","17","100","57","136"
"17029","17","100","391","141"
"17030","17","100","284","145"
"17031","17","500","650","150"
"17032","17","100","153","155"
"17033","17","100","494","160"
"17034","17","101","234","163"
"17035","17","100","544","168"
"17036","17","100","656","173"
"17037","17","100","479","178"
"17038","17","100","173","181"
"17039","17","400","508","185"
"17040","17","100","409","190"
"17041","17","101","561","194"
"17042","17","100","657","197"
"17043","17","100","720","201"
"17044","17","100","557","206"
"17045","17","100","522","209"
"17046","17","100","864","214"
"17047","17","100","606","217"
"17048","17","400","410","220"
"17049","17","100","179","223"
"17050","17","100","383","228"
"17051","17","101","573","232"
"17052","17","100","701","236"
"17053","17","100","748","240"
"17054","17","100","736","243"
"17055","17","101","900","246"
"17056","17","100","696","249"
"17057","17","500","-1","254"
"17058","17","101","823","257"
"17059","17","100","623","261"
"17060","17","101","324","266"
"17061","17","100","217","270"
"17062","17","100","62","275"
"17063","17","100","384","278"
"17064","17","100","516","282"
"17065","17","200","601","285"
"17066","17","100","457","288"
"17067","17","100","776","291"
"17068","17","100","453","296"
"17069","17","100","563","299"
"17070","17","101","320","304"
"17071","17","100","446","307"
"17072","17","100","371","311"
"17073","17","400","274","316"
"17074","17","100","606","321"
"17075","17","100","319","325"
"17076","17","101","432","329"
"17077","17","100","227","333"
"17078","17","100","36","337"
"17079","17","100","101","341"
"17080","17","100","424","345"
"17081","17","101","718","349"
"17082","17","100","850","354"
"17083","17","100","717","359"
"17084","17","100","1007","363"
"17085","17","101","790","367"
"17086","17","100","837","371"
"17087","17","100","791","376"
"17088","17","500","-1","379"
"17089","17","101","1016","382"
"17090","17","100","826","385"
"17091","17","100","751","390"
"17092","17","100","600","395"
"17093","17","101","260","399"
"17094","17","100","384","403"
"17095","17","100","280","407"
"17096","17","100","360","412"
"17097","17","100","540","416"
"17098","17","100","696","420"
"17099","17","101","586","423"
"17100","17","100","616","428"
"17101","17","100","454","432"
"17102","17","101","334","435"
"17103","17","100","666","439"
"17104","17","100","570","444"
"17105","17","100","685","449"
"17106","17","100","928","454"
"17107","17","100","856","458"
"17108","17","101","694","463"
"17109","17","100","639","467"
"17110","17","100","782","471"
"17111","17","100","660","474"
"17112","17","100","739","478"
"17113","17","400","515","481"
"17114","17","100","688","484"
"17115","17","101","411","489"
"17116","17","510","-1","494"
"17117","17","100","730","499"
"17118","17","101","393","504"
"17119","17","100","629","508"
"17120","17","100","497","513"
"17121","17","100","753","517"
"17122","17","100","572","521"
"17123","17","100","795","526"
"17124","17","100","680","531"
"17125","17","101","992","536"
"17126","17","100","831","540"
"17127","17","100","636","544"
"17128","17","100","812","547"
"17129","17","100","966","552"
"17130","17","100","1053","556"
"17131","17","101","1166","560"
"17132","17","100","879","565"
"17133","17","100","789","569"
"17134","17","100","509","572"
"17135","17","101","309","575"
"17136","17","100","446","578"
"17137","17","100","332","583"
"17138","17","100","255","586"
"17139","17","100","82","590"
"17140","17","100","148","595"
"17141","17","510","-1","598"
"17142","17","200","134","603"
"17143","17","100","55","608"
"17144","17","101","281","612"
"17145","17","100","120","616"
"17146","17","100","371","620"
"17147","17","100","209","624"
"17148","17","101","262","628"
"17149","17","100","340","633"
"17150","17","100","175","637"
"17151","17","100","422","640"
"17152","17","400","299","644"
"17153","17","100","539","649"
"17154","17","100","846","652"
"17155","17","101","615","655"
"17156","17","100","637","660"
"17157","17","100","552","665"
"17158","17","100","379","669"
"17159","17","101","169","673"
"17160","17","100","12","676"
"17161","17","100","198","680"
"17162","17","101","281","684"
"17163","17","100","166","689"
"17164","17","100","246","694"
"17165","17","100","381","697"
"17166","17","100","585","702"
"17167","17","100","857","706"
"17168","17","101","655","709"
"17169","17","100","1018","712"
"17170","17","100","901","716"
"17171","17","100","725","719"
"17172","17","100","627","723"
"17173","17","101","944","728"
"17174","17","100","870","732"
"17175","17","510","-1","736"
"17176","17","100","832","741"
"17177","17","101","913","745"
"17178","17","100","655","750"
"17179","17","100","411","753"
"17180","17","100","317","758"
"17181","17","100","423","763"
"17182","17","101","657","768"
"17183","17","100","363","773"
"17184","17","100","482","777"
"17185","17","101","768","782"
"17186","17","100","1059","785"
"17187","17","100","884","789"
"17188","17","100","662","793"
"17189","17","101","741","797"
"17190","17","100","908","800"
"17191","17","101","753","805"
"17192","17","100","1026","808"
"17193","17","100","827","811"
"17194","17","100","857","815"
"17195","17","100","706","820"
"17196","17","101","925","825"
"17197","17","100","1108","830"
"17198","17","100","846","835"
"17199","17","100","635","840"
"17200","17","101","457","844"
"18001","18","100","350","30"
"18002","18","100","729","34"
"18003","18","101","512","40"
"18004","18","100","813","44"
"18005","18","100","329","48"
"18006","18","100","659","53"
"18007","18","100","339","57"
"18008","18","101","268","61"
"18009","18","100","499","66"
"18010","18","100","993","69"
"18011","18","100","513","72"
"18012","18","100","888","75"
"18013","18","100","652","78"
"18014","18","101","715","81"
"18015","18","100","506","85"
"18016","18","100","546","88"
"18017","18","100","443","93"
"18018","18","100","740","96"
"18019","18","100","942","99"
"18020","18","100","878","102"
"18021","18","101","618","106"
"18022","18","100","942","110"
"18023","18","100","731","115"
"18024","18","101","836","119"
"18025","18","100","749","122"
"18026","18","100","794","127"
"18027","18","101","916","132"
"18028","18","100","1045","136"
"18029","18","100","578","141"
"18030","18","100","241","145"
"18031","18","500","550","150"
"18032","18","100","961","155"
"18033","18","100","639","160"
"18034","18","101","777","163"
"18035","18","100","1002","168"
"18036","18","100","820","173"
"18037","18","100","688","178"
"18038","18","100","1126","181"
"18039","18","100","756","185"
"18040","18","100","471","190"
"18041","18","101","701","194"
"18042","18","100","357","197"
"18043","18","100","711","201"
"18044","18","100","375","206"
"18045","18","100","257","209"
"18046","18","100","700","214"
"18047","18","100","466","217"
"18048","18","400","772","220"
"18049","18","100","384","223"
"18050","18","100","222","228"
"18051","18","101","384","232"
"18052","18","100","287","236"
"18053","18","100","595","240"
"18054","18","100","511","243"
"18055","18","101","652","246"
"18056","18","100","711","249"
"18057","18","101","266","254"
"18058","18","101","545","257"
"18059","18","100","549","261"
"18060","18","500","-1","266"
"18061","18","100","127","270"
"18062","18","100","44","275"
"18063","18","100","309","278"
"18064","18","100","391","282"
"18065","18","200","432","285"
"18066","18","100","251","288"
"18067","18","100","284","291"
"18068","18","100","517","296"
"18069","18","100","736","299"
"18070","18","101","613","304"
"18071","18","100","811","307"
"18072","18","100","946","311"
"18073","18","400","841","316"
"18074","18","100","393","321"
"18075","18","100","719","325"
"18076","18","101","834","329"
"18077","18","100","410","333"
"18078","18","100","656","337"
"18079","18","100","645","341"
"18080","18","100","495","345"
"18081","18","101","670","349"
"18082","18","100","341","354"
"18083","18","100","105","359"
"18084","18","100","484","363"
"18085","18","101","321","367"
"18086","18","100","328","371"
"18087","18","100","0","376"
"18088","18","500","-1","379"
"18089","18","101","621","382"
"18090","18","100","192","385"
"18091","18","100","484","390"
"18092","18","100","543","395"
"18093","18","101","652","399"
"18094","18","100","492","403"
"18095","18","100","751","407"
"18096","18","400","458","412"
"18097","18","100","389","416"
"18098","18","100","124","420"
"18099","18","101","605","423"
"18100","18","100","198","428"
"18101","18","100","498","432"
"18102","18","101","371","435"
"18103","18","100","813","439"
"18104","18","100","1074","444"
"18105","18","100","810","449"
"18106","18","100","1007","454"
"18107","18","100","800","458"
"18108","18","101","500","463"
"18109","18","100","771","467"
"18110","18","100","688","471"
"18111","18","100","877","474"
"18112","18","100","1128","478"
"18113","18","400","688","481"
"18114","18","100","499","484"
"18115","18","101","677","489"
"18116","18","510","-1","494"
"18117","18","100","1138","499"
"18118","18","101","865","504"
"18119","18","100","658","508"
"18120","18","100","526","513"
"18121","18","100","912","517"
"18122","18","100","961","521"
"18123","18","100","595","526"
"18124","18","100","301","531"
"18125","18","101","523","536"
"18126","18","100","673","540"
"18127","18","100","523","544"
"18128","18","100","750","547"
"18129","18","100","606","552"
"18130","18","100","422","556"
"18131","18","101","611","560"
"18132","18","100","697","565"
"18133","18","100","499","569"
"18134","18","100","300","572"
"18135","18","101","730","575"
"18136","18","100","477","578"
"18137","18","100","512","583"
"18138","18","100","345","586"
"18139","18","100","409","590"
"18140","18","100","824","595"
"18141","18","510","-1","598"
"18142","18","200","284","603"
"18143","18","100","49","608"
"18144","18","101","166","612"
"18145","18","100","365","616"
"18146","18","100","212","620"
"18147","18","100","117","624"
"18148","18","101","58","628"
"18149","18","100","321","633"
"18150","18","100","60","637"
"18151","18","100","25","640"
"18152","18","400","452","644"
"18153","18","100","852","649"
"18154","18","100","597","652"
"18155","18","101","566","655"
"18156","18","100","151","660"
"18157","18","100","59","665"
"18158","18","100","113","669"
"18159","18","101","278","673"
"18160","18","100","234","676"
"18161","18","100","111","680"
"18162","18","101","481","684"
"18163","18","100","317","689"
"18164","18","100","765","694"
"18165","18","100","1090","697"
"18166","18","100","648","702"
"18167","18","100","617","706"
"18168","18","101","943","709"
"18169","18","100","992","712"
"18170","18","100","911","716"
"18171","18","100","640","719"
"18172","18","100","736","723"
"18173","18","101","502","728"
"18174","18","100","616","732"
"18175","18","510","-1","736"
"18176","18","100","139","741"
"18177","18","101","338","745"
"18178","18","100","659","750"
"18179","18","100","780","753"
"18180","18","100","396","758"
"18181","18","100","485","763"
"18182","18","101","591","768"
"18183","18","100","322","773"
"18184","18","100","428","777"
"18185","18","101","321","782"
"18186","18","100","494","785"
"18187","18","100","452","789"
"18188","18","100","642","793"
"18189","18","101","449","797"
"18190","18","100","392","800"
"18191","18","101","683","805"
"18192","18","100","568","808"
"18193","18","100","732","811"
"18194","18","100","462","815"
"18195","18","100","426","820"
"18196","18","101","194","825"
"18197","18","100","317","830"
"18198","18","100","732","835"
"18199","18","100","341","840"
"18200","18","101","764","844"
"19001","19","100","200","30"
"19002","19","100","403","34"
"19003","19","101","510","40"
"19004","19","100","637","44"
"19005","19","100","1016","48"
"19006","19","100","717","53"
"19007","19","100","655","57"
"19008","19","101","770","61"
"19009","19","100","651","66"
"19010","19","100","731","69"
"19011","19","100","674","72"
"19012","19","100","291","75"
"19013","19","100","180","78"
"19014","19","101","250","81"
"19015","19","100","399","85"
"19016","19","100","217","88"
"19017","19","100","318","93"
"19018","19","100","349","96"
"19019","19","100","655","99"
"19020","19","100","598","102"
"19021","19","101","518","106"
"19022","19","100","314","110"
"19023","19","100","712","115"
"19024","19","101","650","119"
"19025","19","100","1122","122"
"19026","19","400","830","127"
"19027","19","101","407","132"
"19028","19","100","184","136"
"19029","19","100","369","141"
"19030","19","100","629","145"
"19031","19","500","650","150"
"19032","19","100","573","155"
"19033","19","100","257","160"
"19034","19","101","193","163"
"19035","19","100","150","168"
"19036","19","100","248","173"
"19037","19","100","639","178"
"19038","19","100","398","181"
"19039","19","100","276","185"
"19040","19","100","211","190"
"19041","19","101","256","194"
"19042","19","100","378","197"
"19043","19","100","507","201"
"19044","19","100","563","206"
"19045","19","100","432","209"
"19046","19","100","579","214"
"19047","19","100","327","217"
"19048","19","400","315","220"
"19049","19","100","225","223"
"19050","19","100","617","228"
"19051","19","101","815","232"
"19052","19","100","507","236"
"19053","19","100","673","240"
"19054","19","100","924","243"
"19055","19","101","380","246"
"19056","19","100","828","249"
"19057","19","500","-1","254"
"19058","19","101","785","257"
"19059","19","100","689","261"
"19060","19","101","478","266"
"19061","19","100","196","270"
"19062","19","100","44","275"
"19063","19","100","314","278"
"19064","19","100","83","282"
"19065","19","100","368","285"
"19066","19","100","538","288"
"19067","19","100","908","291"
"19068","19","100","1130","296"
"19069","19","200","412","299"
"19070","19","101","609","304"
"19071","19","100","713","307"
"19072","19","100","280","311"
"19073","19","400","215","316"
"19074","19","100","173","321"
"19075","19","100","344","325"
"19076","19","101","255","329"
"19077","19","100","361","333"
"19078","19","100","610","337"
"19079","19","100","956","341"
"19080","19","100","815","345"
"19081","19","101","581","349"
"19082","19","100","1071","354"
"19083","19","100","674","359"
"19084","19","100","789","363"
"19085","19","101","690","367"
"19086","19","100","358","371"
"19087","19","100","626","376"
"19088","19","500","-1","379"
"19089","19","101","787","382"
"19090","19","100","741","385"
"19091","19","100","536","390"
"19092","19","100","281","395"
"19093","19","101","472","399"
"19094","19","100","282","403"
"19095","19","100","319","407"
"19096","19","100","734","412"
"19097","19","100","354","416"
"19098","19","100","782","420"
"19099","19","101","800","423"
"19100","19","100","557","428"
"19101","19","100","690","432"
"19102","19","101","570","435"
"19103","19","100","728","439"
"19104","19","100","660","444"
"19105","19","100","871","449"
"19106","19","100","826","454"
"19107","19","100","871","458"
"19108","19","101","723","463"
"19109","19","100","680","467"
"19110","19","100","618","471"
"19111","19","100","510","474"
"19112","19","100","414","478"
"19113","19","400","469","481"
"19114","19","100","197","484"
"19115","19","101","580","489"
"19116","19","510","-1","494"
"19117","19","100","283","499"
"19118","19","101","190","504"
"19119","19","100","342","508"
"19120","19","100","753","513"
"19121","19","100","340","517"
"19122","19","100","645","521"
"19123","19","100","413","526"
"19124","19","100","253","531"
"19125","19","101","150","536"
"19126","19","100","216","540"
"19127","19","100","377","544"
"19128","19","100","267","547"
"19129","19","100","385","552"
"19130","19","100","250","556"
"19131","19","101","273","560"
"19132","19","100","565","565"
"19133","19","100","306","569"
"19134","19","100","176","572"
"19135","19","101","532","575"
"19136","19","100","463","578"
"19137","19","100","254","583"
"19138","19","100","210","586"
"19139","19","100","473","590"
"19140","19","100","633","595"
"19141","19","510","-1","598"
"19142","19","200","421","603"
"19143","19","100","521","608"
"19144","19","101","748","612"
"19145","19","100","399","616"
"19146","19","100","653","620"
"19147","19","100","890","624"
"19148","19","101","975","628"
"19149","19","100","691","633"
"19150","19","100","932","637"
"19151","19","100","752","640"
"19152","19","400","515","644"
"19153","19","100","821","649"
"19154","19","100","517","652"
"19155","19","101","433","655"
"19156","19","100","181","660"
"19157","19","100","123","665"
"19158","19","100","550","669"
"19159","19","101","318","673"
"19160","19","100","205","676"
"19161","19","100","318","680"
"19162","19","101","198","684"
"19163","19","100","502","689"
"19164","19","100","386","694"
"19165","19","100","568","697"
"19166","19","100","808","702"
"19167","19","100","950","706"
"19168","19","101","648","709"
"19169","19","100","966","712"
"19170","19","100","838","716"
"19171","19","100","583","719"
"19172","19","100","291","723"
"19173","19","101","385","728"
"19174","19","100","625","732"
"19175","19","510","-1","736"
"19176","19","100","390","741"
"19177","19","101","184","745"
"19178","19","100","119","750"
"19179","19","100","100","753"
"19180","19","100","467","758"
"19181","19","100","364","763"
"19182","19","101","451","768"
"19183","19","100","306","773"
"19184","19","100","318","777"
"19185","19","101","486","782"
"19186","19","100","586","785"
"19187","19","100","499","789"
"19188","19","100","684","793"
"19189","19","101","753","797"
"19190","19","100","854","800"
"19191","19","101","668","805"
"19192","19","100","752","808"
"19193","19","100","830","811"
"19194","19","100","867","815"
"19195","19","100","627","820"
"19196","19","101","392","825"
"19197","19","100","638","830"
"19198","19","100","787","835"
"19199","19","100","643","840"
"19200","19","101","427","844"
"50001","50","100","314","30"
"50002","50","100","490","33"
"50003","50","100","345","35"
"50004","50","100","420","35"
"50005","50","100","623","35"
"50006","50","100","838","35"
"50007","50","100","931","37"
"50008","50","100","713","38"
"50009","50","100","475","38"
"50010","50","100","606","40"
"50011","50","100","488","41"
"50012","50","100","643","44"
"50013","50","100","577","46"
"50014","50","100","784","48"
"50015","50","101","931","51"
"50016","50","100","703","54"
"50017","50","100","876","54"
"50018","50","100","936","56"
"50019","50","100","766","56"
"50020","50","100","622","58"
"50021","50","100","550","58"
"50022","50","100","476","60"
"50023","50","100","551","61"
"50024","50","100","587","62"
"50025","50","100","532","62"
"50026","50","100","570","64"
"50027","50","100","488","66"
"50028","50","100","628","68"
"50029","50","100","552","68"
"50030","50","100","620","69"
"50031","50","100","709","72"
"50032","50","100","659","74"
"50033","50","100","757","74"
"50034","50","100","632","74"
"50035","50","100","563","77"
"50036","50","100","702","80"
"50037","50","100","641","81"
"50038","50","100","567","84"
"50039","50","100","517","86"
"50040","50","100","428","89"
"50041","50","100","288","90"
"50042","50","100","221","91"
"50043","50","100","351","91"
"50044","50","101","391","93"
"50045","50","100","352","93"
"50046","50","100","243","95"
"50047","50","100","125","97"
"50048","50","100","219","100"
"50049","50","100","489","101"
"50050","50","100","62","104"
"50051","50","100","486","105"
"50052","50","100","326","107"
"50053","50","100","105","107"
"50054","50","100","356","107"
"50055","50","100","108","107"
"50056","50","100","497","109"
"50057","50","100","806","111"
"50058","50","100","347","114"
"50059","50","100","119","116"
"50060","50","100","313","117"
"50061","50","100","687","120"
"50062","50","100","883","122"
"50063","50","100","987","125"
"50064","50","100","579","127"
"50065","50","100","439","129"
"50066","50","100","508","132"
"50067","50","100","610","133"
"50068","50","100","777","135"
"50069","50","100","557","138"
"50070","50","100","871","141"
"50071","50","100","1153","144"
"50072","50","100","1122","146"
"50073","50","100","757","147"
"50074","50","100","543","149"
"50075","50","100","489","151"
"50076","50","101","734","152"
"50077","50","100","634","154"
"50078","50","100","977","156"
"50079","50","100","1160","158"
"50080","50","100","816","161"
"50081","50","100","1107","161"
"50082","50","100","922","161"
"50083","50","100","601","161"
"50084","50","100","263","163"
"50085","50","300","515","165"
"50086","50","100","49","168"
"50087","50","100","13","168"
"50088","50","100","454","171"
