34dc28084d6dbd22dca707284e6cf833bd1d77de2675ef0fd39b19efefc58ce7,a146d9230590b30a208160f695924eeae482c77b3046fff5b4a6608a9c5c4041,6a1100fdc6a20f07c8761ca99637a41c1a60751efcc4d0e8279bcc86f663ca48,c7915a575b4eca405fd80bd024745e6435b5ecc685866d46ff6c04952b0a5a32,0eb9997b6edc5dcbfef802702dceba8c36b444945a41f97c69098c4e55e47ebf,9def07ba3b31da6de672805a0f72e06439c9c639a1207e3c353135b15908b8ea,c59a0eed761934320a146aed427bd7414b8df2135d243bcb3844bb8ebcc589fa,a09eae06b84986b61908eb4da696c735968baf37e1355f4c74d1db9835d5dbfc,8a996d851b7369e8663968689c8f3051a34061a0fa1bf11fbf95e1d268dc94c3,87ec6850c63cd309fc977a99e1a7d916b999a8a263dd3a861a7d1bf837fca486,a7f3b72c26d68ae65a0c440cabf3515cd54c488de105637f2a252e016c381393
"131120045","0.2","3","round_monster_idle","","","3","1","","3112",""
"131120046","","0.4","0","","","93","","","3112",""
"131120047","","1000001","0","0","","2","-250","","3112","0"
"131120048","","1000001","escape","","","3","1","","3112",""
"131120049","","1000001","-600","0","","2","-250","","3112","1"
"131120050","","1","0","","","93","","","3112",""
"131120051","0.2","1000001","1","0","","6","1","","3112","1"
"131120052","","0.4","0","","","93","","","3112",""
"131120053","","2","0","","","113","","","3112",""
"131130001","0","311300","311300","1","","31","345.4","","3113","0"
"131130002","","0","","","","91","","","3113",""
"131130003","0.2","1000001","wait_gradeUp","","","3","0","","3113",""
"131130004","","311300","1","","","32","","","3113",""
"131130005","","0.1","0","","","93","","","3113",""
"131130006","","3","0","","","32","","","3113",""
"131130007","","0.8","0","","","93","","","3113",""
"131130008","0","1.05","1.05","0","","123","1.05","","3113","1.05"
"131130009","","5","5","","","122","0.5","","3113",""
"131130010","","1.1","0","","","93","","","3113",""
"131130011","0","1.05","1.05","0","","123","1.05","","3113","1.05"
"131130012","","10","10","","","122","0.5","","3113",""
"131130013","","0.8","0","","","93","","","3113",""
"131130014","0.2","1000001","glad_dot_light","","","3","0","","3113",""
"131130015","","0.1","0","","","93","","","3113",""
"131130016","5","0.907","0.907","0.4","","123","0.907","","3113","0.907"
"131130017","","1","0","","","93","","","3113",""
"131130018","0.2","1000001","disappoint","","","3","0","","3113",""
"131130019","","1","0","","","93","","","3113",""
"131130020","","2","","","","113","","","3113",""
"131140001","0","311400","311400","1","","31","345.4","","3114","0"
"131140002","","0","","","","91","","","3114",""
"131140003","0","1.05","1.05","7.4","","123","1.05","","3114","1.05"
"131140004","0.2","1000001","wait","","","3","0","","3114",""
"131140005","","311400","1","","","32","","","3114",""
"131140006","","0.1","0","","","93","","","3114",""
"131140007","","2","0","","","32","","","3114",""
"131140008","","3.4","0","","","93","","","3114",""
"131140009","5","0.95","0.95","3.2","","123","0.95","","3114","0.95"
"131140010","0.1","1000001","shock_short_in","1","","3","0","0","3114","shock_short_loop"
"131140011","","1.4","0","","","93","","","3114",""
"131140012","0.2","1000001","disappoint","","","3","0","","3114",""
"131140013","","0.7","0","","","93","","","3114",""
"131140014","","2","","","","113","","","3114",""
"131210001","0","312100","312100","1","","31","345.4","","3121","0"
"131210002","","0","","","","91","","","3121",""
"131210003","0","1.05","1.05","7.4","","123","1.05","","3121","1.05"
"131210004","0.2","1000001","wait","","","3","0","","3121",""
"131210005","","2","1","","","35","","","3121",""
"131210006","","se_travel","se_travel_treasure_big_rock","","","23","0","","3121",""
"131210007","","3.7","0","","","93","","","3121",""
"131210008","","312100","1","","","32","","","3121",""
"131210009","","15","15","","","122","0.65","","3121",""
"131210010","","0.5","0","","","93","","","3121",""
"131210011","","20","20","","","122","3.2","","3121",""
"131210012","0.2","1000001","shock_jump_short","","","3","0","","3121",""
"131210013","","0","0","","","91","","","3121",""
"131210014","0","1000001","escape","","","3","1","","3121",""
"131210015","","1000001","-880","0","","2","-240","","3121","2"
"131210016","","0.8","0","","","93","","","3121",""
"131210017","","2","","","","113","","","3121",""
"131220001","0.2","1000001","idle","","","3","1","","3122",""
"131220002","0","312200","11","1","","31","345","","3122","-65"
"131220003","0","312201","12","1","","31","345","","3122","-65"
"131220004","","0","","","","91","","","3122",""
"131220005","0","1.05","1.05","6.8","","123","1.05","0","3122","1.05"
"131220006","0.2","1000001","wait","","","3","0","","3122",""
"131220007","","2","1","","","35","","","3122",""
"131220008","","4","0","","","93","","","3122",""
"131220009","0","0.95","0.95","0.4","","123","0.95","","3122","0.95"
"131220010","","11","1","","","32","","","3122",""
"131220011","","12","1","","","32","","","3122",""
"131220012","","1000001","arrow_panic","","","3","0","","3122",""
"131220013","","2.7","0","","","93","","","3122",""
"131220014","","2","0","","","113","","","3122",""
"131230001","0","6","6","1","","31","345.4","","3123","0"
"131230002","0","7","7","1","","31","345.4","","3123","0"
"131230003","0","310000","310000","1","","31","345.4","","3123","0"
"131230004","0","312300","312300","1","","31","345.4","","3123","0"
"131230005","1","990001","990001","1","","31","345.4","","3123","0"
"131230006","1.1","4","14","-180","reward_loop","5","14","0","3123","345"
"131230007","","0","","","","91","","","3123",""
"131230008","0","1.05","1.05","7.4","","123","1.05","","3123","1.05"
"131230009","0.2","1000001","wait","","","3","0","","3123",""
"131230010","","2","1","","","35","","","3123",""
"131230011","","4.9","0","","","93","","","3123",""
"131230012","","30","30","","","122","0.4","","3123",""
"131230013","","312300","1","","","32","","","3123",""
"131230014","","6","1","","","32","","","3123",""
"131230015","","0.1","0","","","93","","","3123",""
"131230016","","2","0","","","32","","","3123",""
"131230017","","3","0","","","32","","","3123",""
"131230018","","1000001","dotEyes_noEmotion","","","3","0","","3123",""
"131230019","","vo_travel_round_event","vo_travel_round_event_3123","","","21","0","","3123","0"
"131230020","","2.5","0","","","93","","","3123",""
"131230021","","7","1","","","32","","","3123",""
"131230022","","0.1","0","","","93","","","3123",""
"131230023","","6","0","","","32","","","3123",""
"131230024","","0.2","0","","","93","","","3123",""
"131230025","0","0.95","0.95","0.3","","123","0.95","","3123","0.95"
"131230026","","310000","1","","","32","","","3123",""
"131230027","","0.2","0","","","93","","","3123",""
"131230028","","50","50","","","122","0.6","","3123",""
"131230029","","1.6","0","","","93","","","3123",""
"131230030","","2","","","","113","","","3123",""
"131240001","0","312400","312400","1","","31","345.4","","3124","0"
"131240002","0","8","8","1","","31","345.4","","3124","0"
"131240003","","8","0","","","35","","","3124",""
"131240004","","8","1","","","32","","","3124",""
"131240005","1","990002","990002","1","","31","345.4","","3124","0"
"131240006","0.5","2","3124","-240","empty","5","56","0","3124","345.4"
"131240007","","0","","","","91","","","3124",""
"131240008","0","1.05","1.05","7.4","","123","1.05","","3124","1.05"
"131240009","0.2","1000001","wait","","","3","0","","3124",""
"131240010","","2","1","","","35","","","3124",""
"131240011","","5.4","0","","","93","","","3124",""
"131240012","","312400","1","","","32","","","3124",""
"131240013","","0.1","0","","","93","","","3124",""
"131240014","","2","0","","","32","","","3124",""
"131240015","0","0.95","0.95","0.4","","123","0.95","","3124","0.95"
"131240016","0.2","1000001","glad","","","3","0","","3124",""
"131240017","0","3124","drop","","","3","0","","3124",""
"131240018","","0.7","0","","","93","","","3124",""
"131240019","0.2","1000001","joy_short","","","3","0","","3124",""
"131240020","","0.7","0","","","93","","","3124",""
"131240021","0","3124","shock","","","3","0","","3124",""
"131240022","","0.8","0","","","93","","","3124",""
"131240023","0.2","1000001","shock_jump_mimic","0","","3","0","","3124",""
"131240024","","2.4","0","","","93","","","3124",""
"131240025","","2","","","","113","","","3124",""
"132000001","0","320000","320000","1","","31","345.4","","3200","0"
"132000002","0","110","110","1","","31","345.4","","3200","0"
"132000003","0","111","111","1","","31","345.4","","3200","0"
"132000004","1","990001","990001","1","","31","345.4","","3200","0"
"132000005","","0","","","","91","","","3200",""
"132000006","0","1.05","1.05","7.4","","123","1.05","","3200","1.05"
"132000007","0.2","1000001","wait","","","3","0","","3200",""
"132000008","","2","1","","","35","","","3200",""
"132000009","","5.4","0","","","93","","","3200",""
"132000010","0.2","1000001","glad","","","3","0","","3200",""
"132000011","","320000","1","","","32","","","3200",""
"132000012","","1","0","","","93","","","3200",""
"132000013","5","0.95","0.95","0.8","","123","0.95","","3200","0.95"
"132000014","","110","1","","","32","","","3200",""
"132000015","","111","1","","","32","","","3200",""
"132000016","","0.1","0","","","93","","","3200",""
"132000017","","2","0","","","32","","","3200",""
"132000018","","3","0","","","32","","","3200",""
"132000019","","1.1","0","","","93","","","3200",""
"132000020","0.2","1000001","joy_round3_in","1","","3","0","0","3200","joy_round3_loop"
"132000021","","0.5","0","","","93","","","3200",""
"132000022","","998","1","","","32","","","3200",""
"132000023","","5.2","0","","","93","","","3200",""
"132000024","","1","","","","113","","","3200",""
"132010001","0","320000","320000","1","","31","345.4","","3201","0"
"132010002","0","110","110","1","","31","345.4","","3201","0"
"132010003","0","111","111","1","","31","345.4","","3201","0"
"132010004","1","990002","990002","1","","31","345.4","","3201","0"
"132010005","","0","","","","91","","","3201",""
"132010006","0","1.05","1.05","7.4","","123","1.05","","3201","1.05"
"132010007","0.2","1000001","wait","","","3","0","","3201",""
"132010008","","2","1","","","35","","","3201",""
"132010009","","5.4","0","","","93","","","3201",""
"132010010","0.2","1000001","glad","","","3","0","","3201",""
"132010011","","320000","1","","","32","","","3201",""
"132010012","","1","0","","","93","","","3201",""
"132010013","5","0.95","0.95","0.8","","123","0.95","","3201","0.95"
"132010014","","110","1","","","32","","","3201",""
"132010015","","111","1","","","32","","","3201",""
"132010016","","0.1","0","","","93","","","3201",""
"132010017","","2","0","","","32","","","3201",""
"132010018","","3","0","","","32","","","3201",""
"132010019","","1.1","0","","","93","","","3201",""
"132010020","0.2","1000001","joy_round3_in","1","","3","0","0","3201","joy_round3_loop"
"132010021","","0.5","0","","","93","","","3201",""
"132010022","","998","1","","","32","","","3201",""
"132010023","","5.2","0","","","93","","","3201",""
"132010024","","1","","","","113","","","3201",""
"132020001","0","320000","320000","1","","31","345.4","","3202","0"
"132020002","0","320001","320001","1","","31","345.4","","3202","0"
"132020003","0","110","110","1","","31","345.4","","3202","0"
"132020004","0","111","111","1","","31","345.4","","3202","0"
"132020005","1","990003","990003","1","","31","345.4","","3202","0"
"132020006","","0","","","","91","","","3202",""
"132020007","0","1.05","1.05","7.4","","123","1.05","","3202","1.05"
"132020008","0.2","1000001","wait","","","3","0","","3202",""
"132020009","","320001","1","","","32","","","3202",""
"132020010","","0.1","0","","","93","","","3202",""
"132020011","","2","0","","","32","","","3202",""
"132020012","","5.3","0","","","93","","","3202",""
"132020013","0.2","1000001","glad","","","3","0","","3202",""
"132020014","","320000","1","","","32","","","3202",""
"132020015","","1","0","","","93","","","3202",""
"132020016","5","0.95","0.95","0.8","","123","0.95","","3202","0.95"
"132020017","","110","1","","","32","","","3202",""
"132020018","","111","1","","","32","","","3202",""
"132020019","","0.1","0","","","93","","","3202",""
"132020020","","320001","0","","","32","","","3202",""
"132020021","","3","0","","","32","","","3202",""
"132020022","","1.1","0","","","93","","","3202",""
"132020023","0.2","1000001","joy_round3_in","1","","3","0","0","3202","joy_round3_loop"
"132020024","","0.5","0","","","93","","","3202",""
"132020025","","998","1","","","32","","","3202",""
"132020026","","5.2","0","","","93","","","3202",""
"132020027","","1","","","","113","","","3202",""
"132110001","0","6","6","1","","31","345.4","","3211","0"
"132110002","0","7","7","1","","31","345.4","","3211","0"
"132110003","0","8","8","1","","31","345.4","","3211","0"
"132110004","0","111","111","1","","31","345.4","","3211","0"
"132110005","0","110","110","1","","31","345.4","","3211","0"
"132110006","0","321100","321100","1","","31","345.4","","3211","0"
"132110007","0","321101","321101","1","","31","345.4","","3211","0"
"132110008","0","321102","321102","1","","31","345.4","","3211","0"
"132110009","1.3","3","13","0","appear","5","55","0","3211","8000"
"132110010","0.89","2","100711","-250","03_run","1","56","1","3211","8000"
"132110011","","0","","","","91","","","3211",""
"132110012","0","13","1","0","","6","1","0","3211","1"
"132110013","","13","95","0","","2","-250","","3211","0"
"132110014","","100711","1100","0","","2","-250","","3211","0"
"132110015","0","1.05","1.05","7.4","","123","1.05","","3211","1.05"
"132110016","0.2","1000001","wait","","","3","0","","3211",""
"132110017","","2","1","","","35","","","3211",""
"132110018","","4.9","0","","","93","","","3211",""
"132110019","0","0.95","0.95","0.3","","123","0.95","","3211","0.95"
"132110020","","se_travel","se_travel_treasure_ghost_special_success","","","23","0","","3211",""
"132110021","","8","1","","","32","","","3211",""
"132110022","","8","0","","","35","","","3211",""
"132110023","","6","1","","","32","","","3211",""
"132110024","","0.1","0","","","93","","","3211",""
"132110025","","2","0","","","32","","","3211",""
"132110026","","3","0","","","32","","","3211",""
"132110027","0.2","1000001","dotEyes","","","3","0","","3211",""
"132110028","","0.3","0","","","93","","","3211",""
"132110029","","13","appear","","","3","0","","3211",""
"132110030","0","13","1","1","","6","1","0","3211","1"
"132110031","","0.67","0","","","93","","","3211",""
"132110032","","1000001","shock_jump","","","3","0","","3211",""
"132110033","","1000001","70","0","","2","-250","","3211","1"
"132110034","","1.1","0","","","93","","","3211",""
"132110035","","1000001","escape","","","3","1","","3211",""
"132110036","","1000001","-350","0","","2","-250","","3211","1.2"
"132110037","","13","march_pudding","","","3","0","","3211",""
"132110038","","7","1","","","32","","","3211",""
"132110039","","0.1","0","","","93","","","3211",""
"132110040","","6","0","","","32","","","3211",""
"132110041","","0.3","0","","","93","","","3211",""
"132110042","","321100","1","","","32","","","3211",""
"132110043","","0.4","0","","","93","","","3211",""
"132110044","","100711","630","0","","2","-250","","3211","1.1"
"132110045","","0.9","0","","","93","","","3211",""
"132110046","","vo_travel_round_event","vo_travel_round_event_3211","","","21","1","","3211","0"
"132110047","","0.2","0","","","93","","","3211",""
"132110048","","100711","03_idle","","","3","1","0","3211",""
"132110049","","0.3","0","","","93","","","3211",""
"132110050","0.2","100711","03_attack","","","3","0","0.2","3211","03_idle"
"132110051","","321101","1","","","32","","","3211",""
"132110052","","1000001","run","","","3","1","","3211",""
"132110053","","1000001","0","","","4","","","3211",""
"132110054","","1000001","70","0","","2","-250","","3211","2"
"132110055","","0.6","0","","","93","","","3211",""
"132110056","","321102","1","","","32","","","3211",""
"132110057","","110","1","","","32","","","3211",""
"132110058","","111","1","","","32","","","3211",""
"132110059","","0.1","0","","","93","","","3211",""
"132110060","","7","0","","","32","","","3211",""
"132110061","","1.2","0","","","93","","","3211",""
"132110062","","8","0","","","32","","","3211",""
"132110063","","0.1","0","","","93","","","3211",""
"132110064","0.2","100711","03_joy_short","","","3","0","","3211",""
"132110065","0.2","1000001","joy_round3_in","1","","3","0","0.2","3211","joy_round3_loop"
"132110066","","998","1","","","32","","","3211",""
"132110067","","0.7","0","","","93","","","3211",""
"132110068","","13","pudding_loop","","","3","1","","3211",""
"132110069","","4.5","0","","","93","","","3211",""
"132110070","","1","","","","113","","","3211",""
"132120001","0.2","1000001","idle","","","3","1","","3212",""
"132120002","0","301200","13","1","","31","0","","3212","0"
"132120003","0","101","14","1","","31","0","","3212","0"
"132120004","0","301204","16","1","","31","260","","3212","-150"
"132120005","0","301204","19","1","","31","320","","3212","-120"
"132120006","0","301205","17","1","","31","0","","3212","0"
"132120007","0","6","18","1","","31","345.4","","3212","0"
"132120008","0","301201","20","1","","31","345.4","","3212","0"
"132120009","0","301202","21","1","","31","345.4","","3212","0"
"132120010","0","111","111","1","","31","345.4","","3212","0"
"132120011","","111","0","","","35","","","3212",""
"132120012","0","110","110","1","","31","345.4","","3212","0"
"132120013","1","1","3","-234","round_monster_walk","5","55","0","3212","9340"
"132120014","","0","","","","91","","","3212",""
"132120015","0","3","1","0","","6","1","0","3212","1"
"132120016","0","3","345","0","","2","-234","0","3212","0"
"132120017","0","1.05","1.05","7.4","","123","1.05","0","3212","1.05"
"132120018","0.2","1000001","wait","","","3","0","","3212",""
"132120019","","2","1","","","35","","","3212",""
"132120020","0","301203","15","1","","31","0","","3212","0"
"132120021","0.89","2","1000003","-250","<weapon>_run","1","57","0","3212","9340"
"132120022","0.89","2","1000004","-290","<weapon>_run","1","58","0","3212","9340"
"132120023","","4.3","0","","","93","","","3212",""
"132120024","0","0.95","0.95","0.4","","123","0.95","","3212","0.95"
"132120025","","21","1","","","32","","","3212",""
"132120026","","21","0","","","35","","","3212",""
"132120027","","se_travel","se_travel_treasure_success_monster_helper_2","","","23","","","3212",""
"132120028","","18","1","","","32","","","3212",""
"132120029","","0.1","0","","","93","","","3212",""
"132120030","","2","0","","","32","","","3212",""
"132120031","0.3","3","1","1","","6","1","0","3212","1"
"132120032","","13","1","","","32","","","3212",""
"132120033","","3","round_monster_appear","","","3","0","","3212",""
"132120034","","1000001","back","","","3","0","","3212",""
"132120035","","0.67","0","","","93","","","3212",""
"132120036","0.1","3","round_monster_walk","","","3","0","","3212",""
"132120037","","3","220","0","","2","-234","","3212","1.4"
"132120038","","20","1","","","32","","","3212",""
"132120039","","0.1","0","","","93","","","3212",""
"132120040","","18","0","","","32","","","3212",""
"132120041","","0.5","0","","","93","","","3212",""
"132120042","","1000003","1","","","4","","","3212",""
"132120043","","1000003","1545","0","","2","-240","","3212","0"
"132120044","","1000004","1","","","4","","","3212",""
"132120045","","1000004","1635","0","","2","-280","","3212","0"
"132120046","","0.5","0","","","93","","","3212",""
"132120047","0.3","3","round_monster_attack","","","3","0","","3212",""
"132120048","","0.5","0","","","93","","","3212",""
"132120049","","17","1","","","32","","","3212",""
"132120050","0.1","1000001","back_loop","","","3","0","","3212",""
"132120051","","0.5","0","","","93","","","3212",""
"132120052","","1000003","920","0","","2","-240","","3212","0"
"132120053","","1000003","620","0","","2","-240","","3212","0.16"
"132120054","0.2","1000003","<weapon>_run","","","3","0","","3212",""
"132120055","","0.16","0","","","93","","","3212",""
"132120056","0.2","1000003","<weapon>_attack_skipQuest","","","3","0","","3212",""
"132120057","","0.1","0","","","93","","","3212",""
"132120058","","3","280","0","","2","-234","","3212","0"
"132120059","","3","1","","","4","","","3212",""
"132120060","0","3","round_monster_die","","","3","0","","3212",""
"132120061","","16","1","","","32","","","3212",""
"132120062","","0.15","0","","","93","","","3212",""
"132120063","","1000004","910","0","","2","-280","","3212","0"
"132120064","","1000004","710","0","","2","-280","","3212","0.16"
"132120065","0.2","1000004","<weapon>_run","","","3","0","","3212",""
"132120066","","0.16","0","","","93","","","3212",""
"132120067","0.2","1000004","<weapon>_attack_skipQuest","","","3","0","","3212",""
"132120068","","0.1","0","","","93","","","3212",""
"132120069","","0.1","0","","","93","","","3212",""
"132120070","0","3","round_monster_die","","","3","0","","3212",""
"132120071","","19","1","","","32","","","3212",""
"132120072","","0.4","0","","","93","","","3212",""
"132120073","","1000001","20","0","","2","-240","","3212","0"
"132120074","0","1000001","back_origin","","","3","0","","3212",""
"132120075","0.2","1000001","surprise","","","3","0","","3212",""
"132120076","0.2","1000003","<weapon>_idle","","","3","1","","3212",""
"132120077","","0.2","0","","","93","","","3212",""
"132120078","","110","1","","","32","","","3212",""
"132120079","","111","1","","","32","","","3212",""
"132120080","","0.2","0","","","93","","","3212",""
"132120081","0.2","1000004","<weapon>_idle","","","3","1","","3212",""
"132120082","","0.46","0","","","93","","","3212",""
"132120083","0.6","3","1","0","","6","1","","3212","1"
"132120084","","18","1","","","32","","","3212",""
"132120085","","0.02","0","","","93","","","3212",""
"132120086","","20","0","","","32","","","3212",""
"132120087","","21","0","","","32","","","3212",""
"132120088","0.2","1000001","joy_round3_in","1","","3","0","","3212","joy_round3_loop"
"132120089","","0.1","0","","","93","","","3212",""
"132120090","0","1000003","<weapon>_joy_short","","","3","0","","3212",""
"132120091","","0.1","0","","","93","","","3212",""
"132120092","0","1000004","<weapon>_joy_short","","","3","0","","3212",""
"132120093","","0.9","0","","","93","","","3212",""
"132120094","","998","1","","","32","","","3212",""
"132120095","","3.8","0","","","93","","","3212",""
"132120096","","1","0","","","113","","","3212",""
"132130001","0","321300","321300","1","","31","345.4","","3213","0"
"132130002","0","111","111","1","","31","345.4","","3213","0"
"132130003","","111","0","","","35","","","3213",""
"132130004","0","110","110","1","","31","345.4","","3213","0"
"132130005","","0","","","","91","","","3213",""
"132130006","0.2","1000001","wait_gradeUp","","","3","0","","3213",""
"132130007","","321300","1","","","32","","","3213",""
"132130008","","0.1","0","","","93","","","3213",""
"132130009","","2","0","","","32","","","3213",""
"132130010","","0.8","0","","","93","","","3213",""
"132130011","0","1.05","1.05","0","","123","1.05","","3213","1.05"
"132130012","","5","5","","","122","0.5","","3213",""
"132130013","","1.1","0","","","93","","","3213",""
"132130014","0","1.05","1.05","0","","123","1.05","","3213","1.05"
"132130015","","10","10","","","122","0.5","","3213",""
"132130016","","0.8","0","","","93","","","3213",""
"132130017","0.2","1000001","glad_dot_light","","","3","0","","3213",""
"132130018","","0.1","0","","","93","","","3213",""
"132130019","5","0.907","0.907","0.4","","123","0.907","","3213","0.907"
"132130020","","1.5","0","","","93","","","3213",""
"132130021","","20","20","","","122","0.7","","3213",""
"132130022","","1.4","0","","","93","","","3213",""
"132130023","","110","1","","","32","","","3213",""
"132130024","","111","1","","","32","","","3213",""
"132130025","","1.2","0","","","93","","","3213",""
"132130026","0.2","1000001","joy_round3_in","1","","3","0","0","3213","joy_round3_loop"
"132130027","","0.3","0","","","93","","","3213",""
"132130028","","998","1","","","32","","","3213",""
"132130029","","3.8","0","","","93","","","3213",""
"132130030","","1","","","","113","","","3213",""
"132140001","0","321400","321400","1","","31","345.4","","3214","0"
"132140002","0.89","2","103111","-240","05_idle","1","57","1","3214","1088"
"132140003","0","110","110","1","","31","345.4","","3214","0"
"132140004","0","111","111","1","","31","345.4","","3214","0"
"132140005","","0","","","","91","","","3214",""
"132140006","0","1.05","1.05","7.4","","123","1.05","","3214","1.05"
"132140007","0.2","1000001","wait","","","3","0","","3214",""
"132140008","","321400","1","","","32","","","3214",""
"132140009","","0.1","0","","","93","","","3214",""
"132140010","","2","0","","","32","","","3214",""
"132140011","","3.4","0","","","93","","","3214",""
"132140012","5","0.95","0.95","3.2","","123","0.95","","3214","0.95"
"132140013","0.2","1000001","shock_jump_aura","","","3","0","","3214",""
"132140014","","0.1","0","","","93","","","3214",""
"132140015","","1000001","70","2","","2","-240","","3214","0.6"
"132140016","","0.5","0","","","93","","","3214",""
"132140017","0","103111","05_run_gamestart","","","3","1","","3214",""
"132140018","","103111","586","0","","2","-240","","3214","0.5"
"132140019","","0.5","0","","","93","","","3214",""
"132140020","0.2","103111","05_idle","","","3","1","","3214",""
"132140021","","0.5","0","","","93","","","3214",""
"132140022","0.2","103111","shinobu_exorcise","1","","3","0","0","3214","05_idle"
"132140023","","vo_travel_round_event","vo_travel_round_event_3214","","","21","0","","3214","0"
"132140024","","1","0","","","93","","","3214",""
"132140025","","110","1","","","32","","","3214",""
"132140026","","111","1","","","32","","","3214",""
"132140027","","0.1","0","","","93","","","3214",""
"132140028","","3","0","","","32","","","3214",""
"132140029","","1.1","0","","","93","","","3214",""
"132140030","0.2","1000001","joy_round3_in","1","","3","0","0","3214","joy_round3_loop"
"132140031","0.2","103111","05_joy_short","","","3","0","","3214",""
"132140032","","0.5","0","","","93","","","3214",""
"132140033","","998","1","","","32","","","3214",""
"132140034","","3.8","0","","","93","","","3214",""
"132140035","","1","","","","113","","","3214",""
"132150001","1","321500","321500","1","","31","345.4","","3215","0"
"132150002","1","321501","321501","1","","31","345.4","","3215","0"
"132150003","0","120","120","1","","31","345.4","","3215","0"
"132150004","0","121","121","1","","31","345.4","","3215","0"
"132150005","1","990001","990001","1","","31","345.4","","3215","0"
"132150006","","0","","","","91","","","3215",""
"132150007","0","1.05","1.05","7.4","","123","1.05","","3215","1.05"
"132150008","0.2","1000001","wait_wakuwaku","","","3","0","","3215",""
"132150009","","2","1","","","35","","","3215",""
"132150010","","5.2","0","","","93","","","3215",""
"132150011","5","0.95","0.95","0.8","","123","0.95","","3215","0.95"
"132150012","","120","1","","","32","","","3215",""
"132150013","","121","1","","","32","","","3215",""
"132150014","","0.1","0","","","93","","","3215",""
"132150015","","321501","0","","","32","","","3215",""
"132150016","","2","0","","","32","","","3215",""
"132150017","","3","0","","","32","","","3215",""
"132150018","","998","1","","","32","","","3215",""
"132150019","","0.4","0","","","93","","","3215",""
"132150020","0.2","1000001","dance","","","3","1","","3215",""
"132150021","","4.8","0","","","93","","","3215",""
"132150022","","1","","","","113","","","3215",""
"132160001","0","6","6","1","","31","345.4","","3216","0"
"132160002","0","8","8","1","","31","345.4","","3216","0"
"132160003","0","110","110","1","","31","345.4","","3216","0"
"132160004","0","111","111","1","","31","345.4","","3216","0"
"132160005","0","301600","301600","1","","31","345.4","","3216","-80"
"132160006","1","990002","990002","1","","31","345.4","","3216","0"
"132160007","","0","","","","91","","","3216",""
"132160008","0","1.05","1.05","7.4","","123","1.05","","3216","1.05"
"132160009","0.2","1000001","wait","","","3","0","","3216",""
"132160010","","2","1","","","35","","","3216",""
"132160011","","5.4","0","","","93","","","3216",""
"132160012","0","0.95","0.95","0.4","","123","0.95","","3216","0.95"
"132160013","","8","1","","","32","","","3216",""
"132160014","","8","0","","","35","","","3216",""
"132160015","","301600","1","","","32","","","3216",""
"132160016","","6","1","","","32","","","3216",""
"132160017","","111","1","","","32","","","3216",""
"132160018","","111","0","","","35","","","3216",""
"132160019","","0.1","0","","","93","","","3216",""
"132160020","","2","0","","","32","","","3216",""
"132160021","","3","0","","","32","","","3216",""
"132160022","0.1","1000001","glad","","","3","0","","3216",""
"132160023","","0.1","0","","","93","","","3216",""
"132160024","","8","1","","","35","","","3216",""
"132160025","","110","1","","","32","","","3216",""
"132160026","","se_travel","se_travel_treasure_special_success_butterfly","","","23","0","","3216",""
"132160027","","1.5","0","","","93","","","3216",""
"132160028","","998","1","","","32","","","3216",""
"132160029","0.2","1000001","joy_round3_in","1","","3","0","","3216","joy_round3_loop"
"132160030","","5.2","0","","","93","","","3216",""
"132160031","","1","","","","113","","","3216",""
"132170001","0","310000","310000","1","","31","345.4","","3217","0"
"132170002","0","310001","310001","1","","31","0","","3217","0"
"132170003","0","301700","301700","1","","31","345.4","","3217","0"
"132170004","0","301701","301701","1","","31","740","","3217","-115"
"132170005","0","301702","301702","1","","31","345.4","","3217","0"
"132170006","0","120","120","1","","31","345.4","","3217","0"
"132170007","0","321700","321700","1","","31","345.4","","3217","0"
"132170008","0.44","5","15","-235","empty","5","100","0","3217","610"
"132170009","0.44","5","16","-235","empty","5","55","0","3217","610"
"132170010","","0","","","","91","","","3217",""
"132170011","0","1.05","1.05","7.4","","123","1.05","","3217","1.05"
"132170012","0.2","1000001","wait","","","3","0","","3217",""
"132170013","","2","1","","","35","","","3217",""
"132170014","","5.4","0","","","93","","","3217",""
"132170015","0","0.95","0.95","0.3","","123","0.95","","3217","0.95"
"132170016","","310000","1","","","32","","","3217",""
"132170017","","310001","1","","","32","","","3217",""
"132170018","","0.2","0","","","93","","","3217",""
"132170019","","50","50","","","122","0.6","","3217",""
"132170020","0.2","1000001","shock","","","3","0","","3217",""
"132170021","","1.6","0","","","93","","","3217",""
"132170022","","301700","1","","","32","","","3217",""
"132170023","","1.2","0","","","93","","","3217",""
"132170024","","se_travel","se_travel_treasure_croce_ui","","","23","0","","3217",""
"132170025","","15","punch","","","3","0","","3217",""
"132170026","","16","punch_B","","","3","0","","3217",""
"132170027","","0.2","0","","","93","","","3217",""
"132170028","11","1.05","1.05","0.1","","123","1.05","","3217","1.05"
"132170029","","0.1","0","","","93","","","3217",""
"132170030","0","0.95","0.95","0.3","","123","0.95","","3217","0.95"
"132170031","","1","0","","","93","","","3217",""
"132170032","","se_travel","se_travel_treasure_croce_door","","","23","0","","3217",""
"132170033","","0.4","0","","","93","","","3217",""
"132170034","","301701","1","","","32","","","3217",""
"132170035","","0.9","0","","","93","","","3217",""
