7e715013268e9d9a09ba7041f807e9945330ba3476467de3b06994de82d8d1dd,a5351c5af92142190d4aaf6feb5ba035cc10131c25fe7e4a1252d3f33a29c775,61af30da4a95b329de45e1256c66a66ef57005ae61d43ba2960c006b91b84ec1,c4543adab99c1a3e900e4f1079acd097ccac36b4e87ff309a1c5ac7b835881f7,80742250d486d6b6c9404a5db16700aefdd50d9d2e26638b491c100dfa788595,78ddef1d9c2d4eeac0002c8f47094169c1b23a7b4ef0857a093e531cc4fdf566,0db36a3d43ea0bca43f508f2e08d44524f510da57d65a770e321d09644d32936,c0f28357a724d9a90ea90f306be1bb2593681a5c31130dd5767a849b52aed4c6,cd786c8d1a8445e9b42a9fe7738f3143b4901094b218da6ed7aed3f8739f3d0d
"0","1","320120206","0.65","3","11","0","522","43.5"
"502012206","2","320120207","0.7","1","50","0","523","-98"
"502012208","3","320120207","1","2","72","0","524","0"
"0","1","320120207","0.65","3","13","0","525","49"
"0","1","320120208","1.2","1","30","0","526","10"
"0","1","320120209","0.9","1","40","0","527","40"
"0","1","320120210","1.1","1","-35","0","528","-20"
"502012301","2","320120306","0.7","1","40","0","529","-74"
"502012303","3","320120306","1","2","67","0","530","10"
"0","1","320120306","0.65","3","11","0","531","43.5"
"502012306","2","320120307","0.7","1","50","0","532","-98"
"502012308","3","320120307","1","2","72","0","533","0"
"0","1","320120307","0.65","3","13","0","534","49"
"0","1","320120308","1.2","1","30","0","535","10"
"0","1","320120309","0.9","1","40","0","536","40"
"0","1","320120310","1.1","1","-35","0","537","-20"
"502012401","2","320120406","0.7","1","40","0","538","-74"
"502012403","3","320120406","1","2","67","0","539","10"
"0","1","320120406","0.65","3","11","0","540","43.5"
"502012406","2","320120407","0.7","1","50","0","541","-98"
"502012408","3","320120407","1","2","72","0","542","0"
"0","1","320120407","0.65","3","13","0","543","49"
"0","1","320120408","1.2","1","30","0","544","10"
"0","1","320120409","0.9","1","40","0","545","40"
"0","1","320120410","1.1","1","-35","0","546","-20"
"502012501","2","320120506","0.7","1","40","0","547","-74"
"502012503","3","320120506","1","2","67","0","548","10"
"0","1","320120506","0.65","3","11","0","549","43.5"
"502012506","2","320120507","0.7","1","50","0","550","-98"
"502012508","3","320120507","1","2","72","0","551","0"
"0","1","320120507","0.65","3","13","0","552","49"
"0","1","320120508","1.2","1","30","0","553","10"
"0","1","320120509","0.9","1","40","0","554","40"
"0","1","320120510","1.1","1","-35","0","555","-20"
