0828c3a6d60b24f22336bcaff44ee1e7028f47b737047e2cd57f4def4e51ed99,4005ca77c040606733f43de1214bad717dae4cb127c44465dcd188c409cb90ae,bb717c071c1b4c6cb3ffa89b58db82d8661dfca7606d732eeeebae8ce7440627,18525f658d37cbba455a5b3c6ffb33fefe522eed38bc53cc69a26759ff01a8c0,84c82582bad477b2984b20e8e0adb647df2e858c80d422cb98abf3378676c023,6e074fdfe49ab7e531a5495edbd206c1c8e6e43c47f37095826543e876509a77,744eb978c1b466f5aa782de4c92c1279cc97aa081182e968f383c4e8e0dd01c2,8e764655a1580273ef7ccae567aea7ca4f0f80ae7bb12acf11e27c178324267a,286317b5e71e1fdbf29820a2c96588ddcd85fb732f8b65038b4ba1f390c6c7e4,1d075905652884ad36eac8b4bef04a7decc9eb0c41bed5d1763d9f2c9fd22c92,c82c4fd27d23e43c9845fb48163687c706708a2996ea9da565671ed9452da12c
"","131120045","round_monster_idle","","3","0.2","3","1","","3112",""
"","131120046","0","","0.4","","93","","","3112",""
"","131120047","0","","1000001","","2","-250","0","3112","0"
"","131120048","escape","","1000001","","3","1","","3112",""
"","131120049","-600","","1000001","","2","-250","1","3112","0"
"","131120050","0","","1","","93","","","3112",""
"","131120051","1","","1000001","0.2","6","1","1","3112","0"
"","131120052","0","","0.4","","93","","","3112",""
"","131120053","0","","2","","113","","","3112",""
"","131130001","311300","","311300","0","31","345.4","0","3113","1"
"","131130002","","","0","","91","","","3113",""
"","131130003","wait_gradeUp","","1000001","0.2","3","0","","3113",""
"","131130004","1","","311300","","32","","","3113",""
"","131130005","0","","0.1","","93","","","3113",""
"","131130006","0","","3","","32","","","3113",""
"","131130007","0","","0.8","","93","","","3113",""
"","131130008","1.05","","1.05","0","123","1.05","1.05","3113","0"
"","131130009","5","","5","","122","0.5","","3113",""
"","131130010","0","","1.1","","93","","","3113",""
"","131130011","1.05","","1.05","0","123","1.05","1.05","3113","0"
"","131130012","10","","10","","122","0.5","","3113",""
"","131130013","0","","0.8","","93","","","3113",""
"","131130014","glad_dot_light","","1000001","0.2","3","0","","3113",""
"","131130015","0","","0.1","","93","","","3113",""
"","131130016","0.907","","0.907","5","123","0.907","0.907","3113","0.4"
"","131130017","0","","1","","93","","","3113",""
"","131130018","disappoint","","1000001","0.2","3","0","","3113",""
"","131130019","0","","1","","93","","","3113",""
"","131130020","","","2","","113","","","3113",""
"","131140001","311400","","311400","0","31","345.4","0","3114","1"
"","131140002","","","0","","91","","","3114",""
"","131140003","1.05","","1.05","0","123","1.05","1.05","3114","7.4"
"","131140004","wait","","1000001","0.2","3","0","","3114",""
"","131140005","1","","311400","","32","","","3114",""
"","131140006","0","","0.1","","93","","","3114",""
"","131140007","0","","2","","32","","","3114",""
"","131140008","0","","3.4","","93","","","3114",""
"","131140009","0.95","","0.95","5","123","0.95","0.95","3114","3.2"
"0","131140010","shock_short_in","","1000001","0.1","3","0","shock_short_loop","3114","1"
"","131140011","0","","1.4","","93","","","3114",""
"","131140012","disappoint","","1000001","0.2","3","0","","3114",""
"","131140013","0","","0.7","","93","","","3114",""
"","131140014","","","2","","113","","","3114",""
"","131210001","312100","","312100","0","31","345.4","0","3121","1"
"","131210002","","","0","","91","","","3121",""
"","131210003","1.05","","1.05","0","123","1.05","1.05","3121","7.4"
"","131210004","wait","","1000001","0.2","3","0","","3121",""
"","131210005","1","","2","","35","","","3121",""
"","131210006","se_travel_treasure_big_rock","","se_travel","","23","0","","3121",""
"","131210007","0","","3.7","","93","","","3121",""
"","131210008","1","","312100","","32","","","3121",""
"","131210009","15","","15","","122","0.65","","3121",""
"","131210010","0","","0.5","","93","","","3121",""
"","131210011","20","","20","","122","3.2","","3121",""
"","131210012","shock_jump_short","","1000001","0.2","3","0","","3121",""
"","131210013","0","","0","","91","","","3121",""
"","131210014","escape","","1000001","0","3","1","","3121",""
"","131210015","-880","","1000001","","2","-240","2","3121","0"
"","131210016","0","","0.8","","93","","","3121",""
"","131210017","","","2","","113","","","3121",""
"","131220001","idle","","1000001","0.2","3","1","","3122",""
"","131220002","11","","312200","0","31","345","-65","3122","1"
"","131220003","12","","312201","0","31","345","-65","3122","1"
"","131220004","","","0","","91","","","3122",""
"0","131220005","1.05","","1.05","0","123","1.05","1.05","3122","6.8"
"","131220006","wait","","1000001","0.2","3","0","","3122",""
"","131220007","1","","2","","35","","","3122",""
"","131220008","0","","4","","93","","","3122",""
"","131220009","0.95","","0.95","0","123","0.95","0.95","3122","0.4"
"","131220010","1","","11","","32","","","3122",""
"","131220011","1","","12","","32","","","3122",""
"","131220012","arrow_panic","","1000001","","3","0","","3122",""
"","131220013","0","","2.7","","93","","","3122",""
"","131220014","0","","2","","113","","","3122",""
"","131230001","6","","6","0","31","345.4","0","3123","1"
"","131230002","7","","7","0","31","345.4","0","3123","1"
"","131230003","310000","","310000","0","31","345.4","0","3123","1"
"","131230004","312300","","312300","0","31","345.4","0","3123","1"
"","131230005","990001","","990001","1","31","345.4","0","3123","1"
"0","131230006","14","reward_loop","4","1.1","5","14","345","3123","-180"
"","131230007","","","0","","91","","","3123",""
"","131230008","1.05","","1.05","0","123","1.05","1.05","3123","7.4"
"","131230009","wait","","1000001","0.2","3","0","","3123",""
"","131230010","1","","2","","35","","","3123",""
"","131230011","0","","4.9","","93","","","3123",""
"","131230012","30","","30","","122","0.4","","3123",""
"","131230013","1","","312300","","32","","","3123",""
"","131230014","1","","6","","32","","","3123",""
"","131230015","0","","0.1","","93","","","3123",""
"","131230016","0","","2","","32","","","3123",""
"","131230017","0","","3","","32","","","3123",""
"","131230018","dotEyes_noEmotion","","1000001","","3","0","","3123",""
"","131230019","vo_travel_round_event_3123","","vo_travel_round_event","","21","0","0","3123",""
"","131230020","0","","2.5","","93","","","3123",""
"","131230021","1","","7","","32","","","3123",""
"","131230022","0","","0.1","","93","","","3123",""
"","131230023","0","","6","","32","","","3123",""
"","131230024","0","","0.2","","93","","","3123",""
"","131230025","0.95","","0.95","0","123","0.95","0.95","3123","0.3"
"","131230026","1","","310000","","32","","","3123",""
"","131230027","0","","0.2","","93","","","3123",""
"","131230028","50","","50","","122","0.6","","3123",""
"","131230029","0","","1.6","","93","","","3123",""
"","131230030","","","2","","113","","","3123",""
"","131240001","312400","","312400","0","31","345.4","0","3124","1"
"","131240002","8","","8","0","31","345.4","0","3124","1"
"","131240003","0","","8","","35","","","3124",""
"","131240004","1","","8","","32","","","3124",""
"","131240005","990002","","990002","1","31","345.4","0","3124","1"
"0","131240006","3124","empty","2","0.5","5","56","345.4","3124","-240"
"","131240007","","","0","","91","","","3124",""
"","131240008","1.05","","1.05","0","123","1.05","1.05","3124","7.4"
"","131240009","wait","","1000001","0.2","3","0","","3124",""
"","131240010","1","","2","","35","","","3124",""
"","131240011","0","","5.4","","93","","","3124",""
"","131240012","1","","312400","","32","","","3124",""
"","131240013","0","","0.1","","93","","","3124",""
"","131240014","0","","2","","32","","","3124",""
"","131240015","0.95","","0.95","0","123","0.95","0.95","3124","0.4"
"","131240016","glad","","1000001","0.2","3","0","","3124",""
"","131240017","drop","","3124","0","3","0","","3124",""
"","131240018","0","","0.7","","93","","","3124",""
"","131240019","joy_short","","1000001","0.2","3","0","","3124",""
"","131240020","0","","0.7","","93","","","3124",""
"","131240021","shock","","3124","0","3","0","","3124",""
"","131240022","0","","0.8","","93","","","3124",""
"","131240023","shock_jump_mimic","","1000001","0.2","3","0","","3124","0"
"","131240024","0","","2.4","","93","","","3124",""
"","131240025","","","2","","113","","","3124",""
"","132000001","320000","","320000","0","31","345.4","0","3200","1"
"","132000002","110","","110","0","31","345.4","0","3200","1"
"","132000003","111","","111","0","31","345.4","0","3200","1"
"","132000004","990001","","990001","1","31","345.4","0","3200","1"
"","132000005","","","0","","91","","","3200",""
"","132000006","1.05","","1.05","0","123","1.05","1.05","3200","7.4"
"","132000007","wait","","1000001","0.2","3","0","","3200",""
"","132000008","1","","2","","35","","","3200",""
"","132000009","0","","5.4","","93","","","3200",""
"","132000010","glad","","1000001","0.2","3","0","","3200",""
"","132000011","1","","320000","","32","","","3200",""
"","132000012","0","","1","","93","","","3200",""
"","132000013","0.95","","0.95","5","123","0.95","0.95","3200","0.8"
"","132000014","1","","110","","32","","","3200",""
"","132000015","1","","111","","32","","","3200",""
"","132000016","0","","0.1","","93","","","3200",""
"","132000017","0","","2","","32","","","3200",""
"","132000018","0","","3","","32","","","3200",""
"","132000019","0","","1.1","","93","","","3200",""
"0","132000020","joy_round3_in","","1000001","0.2","3","0","joy_round3_loop","3200","1"
"","132000021","0","","0.5","","93","","","3200",""
"","132000022","1","","998","","32","","","3200",""
"","132000023","0","","5.2","","93","","","3200",""
"","132000024","","","1","","113","","","3200",""
"","132010001","320000","","320000","0","31","345.4","0","3201","1"
"","132010002","110","","110","0","31","345.4","0","3201","1"
"","132010003","111","","111","0","31","345.4","0","3201","1"
"","132010004","990002","","990002","1","31","345.4","0","3201","1"
"","132010005","","","0","","91","","","3201",""
"","132010006","1.05","","1.05","0","123","1.05","1.05","3201","7.4"
"","132010007","wait","","1000001","0.2","3","0","","3201",""
"","132010008","1","","2","","35","","","3201",""
"","132010009","0","","5.4","","93","","","3201",""
"","132010010","glad","","1000001","0.2","3","0","","3201",""
"","132010011","1","","320000","","32","","","3201",""
"","132010012","0","","1","","93","","","3201",""
"","132010013","0.95","","0.95","5","123","0.95","0.95","3201","0.8"
"","132010014","1","","110","","32","","","3201",""
"","132010015","1","","111","","32","","","3201",""
"","132010016","0","","0.1","","93","","","3201",""
"","132010017","0","","2","","32","","","3201",""
"","132010018","0","","3","","32","","","3201",""
"","132010019","0","","1.1","","93","","","3201",""
"0","132010020","joy_round3_in","","1000001","0.2","3","0","joy_round3_loop","3201","1"
"","132010021","0","","0.5","","93","","","3201",""
"","132010022","1","","998","","32","","","3201",""
"","132010023","0","","5.2","","93","","","3201",""
"","132010024","","","1","","113","","","3201",""
"","132020001","320000","","320000","0","31","345.4","0","3202","1"
"","132020002","320001","","320001","0","31","345.4","0","3202","1"
"","132020003","110","","110","0","31","345.4","0","3202","1"
"","132020004","111","","111","0","31","345.4","0","3202","1"
"","132020005","990003","","990003","1","31","345.4","0","3202","1"
"","132020006","","","0","","91","","","3202",""
"","132020007","1.05","","1.05","0","123","1.05","1.05","3202","7.4"
"","132020008","wait","","1000001","0.2","3","0","","3202",""
"","132020009","1","","320001","","32","","","3202",""
"","132020010","0","","0.1","","93","","","3202",""
"","132020011","0","","2","","32","","","3202",""
"","132020012","0","","5.3","","93","","","3202",""
"","132020013","glad","","1000001","0.2","3","0","","3202",""
"","132020014","1","","320000","","32","","","3202",""
"","132020015","0","","1","","93","","","3202",""
"","132020016","0.95","","0.95","5","123","0.95","0.95","3202","0.8"
"","132020017","1","","110","","32","","","3202",""
"","132020018","1","","111","","32","","","3202",""
"","132020019","0","","0.1","","93","","","3202",""
"","132020020","0","","320001","","32","","","3202",""
"","132020021","0","","3","","32","","","3202",""
"","132020022","0","","1.1","","93","","","3202",""
"0","132020023","joy_round3_in","","1000001","0.2","3","0","joy_round3_loop","3202","1"
"","132020024","0","","0.5","","93","","","3202",""
"","132020025","1","","998","","32","","","3202",""
"","132020026","0","","5.2","","93","","","3202",""
"","132020027","","","1","","113","","","3202",""
"","132110001","6","","6","0","31","345.4","0","3211","1"
"","132110002","7","","7","0","31","345.4","0","3211","1"
"","132110003","8","","8","0","31","345.4","0","3211","1"
"","132110004","111","","111","0","31","345.4","0","3211","1"
"","132110005","110","","110","0","31","345.4","0","3211","1"
"","132110006","321100","","321100","0","31","345.4","0","3211","1"
"","132110007","321101","","321101","0","31","345.4","0","3211","1"
"","132110008","321102","","321102","0","31","345.4","0","3211","1"
"0","132110009","13","appear","3","1.3","5","55","8000","3211","0"
"1","132110010","100711","03_run","2","0.89","1","56","8000","3211","-250"
"","132110011","","","0","","91","","","3211",""
"0","132110012","1","","13","0","6","1","1","3211","0"
"","132110013","95","","13","","2","-250","0","3211","0"
"","132110014","1100","","100711","","2","-250","0","3211","0"
"","132110015","1.05","","1.05","0","123","1.05","1.05","3211","7.4"
"","132110016","wait","","1000001","0.2","3","0","","3211",""
"","132110017","1","","2","","35","","","3211",""
"","132110018","0","","4.9","","93","","","3211",""
"","132110019","0.95","","0.95","0","123","0.95","0.95","3211","0.3"
"","132110020","se_travel_treasure_ghost_special_success","","se_travel","","23","0","","3211",""
"","132110021","1","","8","","32","","","3211",""
"","132110022","0","","8","","35","","","3211",""
"","132110023","1","","6","","32","","","3211",""
"","132110024","0","","0.1","","93","","","3211",""
"","132110025","0","","2","","32","","","3211",""
"","132110026","0","","3","","32","","","3211",""
"","132110027","dotEyes","","1000001","0.2","3","0","","3211",""
"","132110028","0","","0.3","","93","","","3211",""
"","132110029","appear","","13","","3","0","","3211",""
"0","132110030","1","","13","0","6","1","1","3211","1"
"","132110031","0","","0.67","","93","","","3211",""
"","132110032","shock_jump","","1000001","","3","0","","3211",""
"","132110033","70","","1000001","","2","-250","1","3211","0"
"","132110034","0","","1.1","","93","","","3211",""
"","132110035","escape","","1000001","","3","1","","3211",""
"","132110036","-350","","1000001","","2","-250","1.2","3211","0"
"","132110037","march_pudding","","13","","3","0","","3211",""
"","132110038","1","","7","","32","","","3211",""
"","132110039","0","","0.1","","93","","","3211",""
"","132110040","0","","6","","32","","","3211",""
"","132110041","0","","0.3","","93","","","3211",""
"","132110042","1","","321100","","32","","","3211",""
"","132110043","0","","0.4","","93","","","3211",""
"","132110044","630","","100711","","2","-250","1.1","3211","0"
"","132110045","0","","0.9","","93","","","3211",""
"","132110046","vo_travel_round_event_3211","","vo_travel_round_event","","21","1","0","3211",""
"","132110047","0","","0.2","","93","","","3211",""
"0","132110048","03_idle","","100711","","3","1","","3211",""
"","132110049","0","","0.3","","93","","","3211",""
"0.2","132110050","03_attack","","100711","0.2","3","0","03_idle","3211",""
"","132110051","1","","321101","","32","","","3211",""
"","132110052","run","","1000001","","3","1","","3211",""
"","132110053","0","","1000001","","4","","","3211",""
"","132110054","70","","1000001","","2","-250","2","3211","0"
"","132110055","0","","0.6","","93","","","3211",""
"","132110056","1","","321102","","32","","","3211",""
"","132110057","1","","110","","32","","","3211",""
"","132110058","1","","111","","32","","","3211",""
"","132110059","0","","0.1","","93","","","3211",""
"","132110060","0","","7","","32","","","3211",""
"","132110061","0","","1.2","","93","","","3211",""
"","132110062","0","","8","","32","","","3211",""
"","132110063","0","","0.1","","93","","","3211",""
"","132110064","03_joy_short","","100711","0.2","3","0","","3211",""
"0.2","132110065","joy_round3_in","","1000001","0.2","3","0","joy_round3_loop","3211","1"
"","132110066","1","","998","","32","","","3211",""
"","132110067","0","","0.7","","93","","","3211",""
"","132110068","pudding_loop","","13","","3","1","","3211",""
"","132110069","0","","4.5","","93","","","3211",""
"","132110070","","","1","","113","","","3211",""
"","132120001","idle","","1000001","0.2","3","1","","3212",""
"","132120002","13","","301200","0","31","0","0","3212","1"
"","132120003","14","","101","0","31","0","0","3212","1"
"","132120004","16","","301204","0","31","260","-150","3212","1"
"","132120005","19","","301204","0","31","320","-120","3212","1"
"","132120006","17","","301205","0","31","0","0","3212","1"
"","132120007","18","","6","0","31","345.4","0","3212","1"
"","132120008","20","","301201","0","31","345.4","0","3212","1"
"","132120009","21","","301202","0","31","345.4","0","3212","1"
"","132120010","111","","111","0","31","345.4","0","3212","1"
"","132120011","0","","111","","35","","","3212",""
"","132120012","110","","110","0","31","345.4","0","3212","1"
"0","132120013","3","round_monster_walk","1","1","5","55","9340","3212","-234"
"","132120014","","","0","","91","","","3212",""
"0","132120015","1","","3","0","6","1","1","3212","0"
"0","132120016","345","","3","0","2","-234","0","3212","0"
"0","132120017","1.05","","1.05","0","123","1.05","1.05","3212","7.4"
"","132120018","wait","","1000001","0.2","3","0","","3212",""
"","132120019","1","","2","","35","","","3212",""
"","132120020","15","","301203","0","31","0","0","3212","1"
"0","132120021","1000003","<weapon>_run","2","0.89","1","57","9340","3212","-250"
"0","132120022","1000004","<weapon>_run","2","0.89","1","58","9340","3212","-290"
"","132120023","0","","4.3","","93","","","3212",""
"","132120024","0.95","","0.95","0","123","0.95","0.95","3212","0.4"
"","132120025","1","","21","","32","","","3212",""
"","132120026","0","","21","","35","","","3212",""
"","132120027","se_travel_treasure_success_monster_helper_2","","se_travel","","23","","","3212",""
"","132120028","1","","18","","32","","","3212",""
"","132120029","0","","0.1","","93","","","3212",""
"","132120030","0","","2","","32","","","3212",""
"0","132120031","1","","3","0.3","6","1","1","3212","1"
"","132120032","1","","13","","32","","","3212",""
"","132120033","round_monster_appear","","3","","3","0","","3212",""
"","132120034","back","","1000001","","3","0","","3212",""
"","132120035","0","","0.67","","93","","","3212",""
"","132120036","round_monster_walk","","3","0.1","3","0","","3212",""
"","132120037","220","","3","","2","-234","1.4","3212","0"
"","132120038","1","","20","","32","","","3212",""
"","132120039","0","","0.1","","93","","","3212",""
"","132120040","0","","18","","32","","","3212",""
"","132120041","0","","0.5","","93","","","3212",""
"","132120042","1","","1000003","","4","","","3212",""
"","132120043","1545","","1000003","","2","-240","0","3212","0"
"","132120044","1","","1000004","","4","","","3212",""
"","132120045","1635","","1000004","","2","-280","0","3212","0"
"","132120046","0","","0.5","","93","","","3212",""
"","132120047","round_monster_attack","","3","0.3","3","0","","3212",""
"","132120048","0","","0.5","","93","","","3212",""
"","132120049","1","","17","","32","","","3212",""
"","132120050","back_loop","","1000001","0.1","3","0","","3212",""
"","132120051","0","","0.5","","93","","","3212",""
"","132120052","920","","1000003","","2","-240","0","3212","0"
"","132120053","620","","1000003","","2","-240","0.16","3212","0"
"","132120054","<weapon>_run","","1000003","0.2","3","0","","3212",""
"","132120055","0","","0.16","","93","","","3212",""
"","132120056","<weapon>_attack_skipQuest","","1000003","0.2","3","0","","3212",""
"","132120057","0","","0.1","","93","","","3212",""
"","132120058","280","","3","","2","-234","0","3212","0"
"","132120059","1","","3","","4","","","3212",""
"","132120060","round_monster_die","","3","0","3","0","","3212",""
"","132120061","1","","16","","32","","","3212",""
"","132120062","0","","0.15","","93","","","3212",""
"","132120063","910","","1000004","","2","-280","0","3212","0"
"","132120064","710","","1000004","","2","-280","0.16","3212","0"
"","132120065","<weapon>_run","","1000004","0.2","3","0","","3212",""
"","132120066","0","","0.16","","93","","","3212",""
"","132120067","<weapon>_attack_skipQuest","","1000004","0.2","3","0","","3212",""
"","132120068","0","","0.1","","93","","","3212",""
"","132120069","0","","0.1","","93","","","3212",""
"","132120070","round_monster_die","","3","0","3","0","","3212",""
"","132120071","1","","19","","32","","","3212",""
"","132120072","0","","0.4","","93","","","3212",""
"","132120073","20","","1000001","","2","-240","0","3212","0"
"","132120074","back_origin","","1000001","0","3","0","","3212",""
"","132120075","surprise","","1000001","0.2","3","0","","3212",""
"","132120076","<weapon>_idle","","1000003","0.2","3","1","","3212",""
"","132120077","0","","0.2","","93","","","3212",""
"","132120078","1","","110","","32","","","3212",""
"","132120079","1","","111","","32","","","3212",""
"","132120080","0","","0.2","","93","","","3212",""
"","132120081","<weapon>_idle","","1000004","0.2","3","1","","3212",""
"","132120082","0","","0.46","","93","","","3212",""
"","132120083","1","","3","0.6","6","1","1","3212","0"
"","132120084","1","","18","","32","","","3212",""
"","132120085","0","","0.02","","93","","","3212",""
"","132120086","0","","20","","32","","","3212",""
"","132120087","0","","21","","32","","","3212",""
"","132120088","joy_round3_in","","1000001","0.2","3","0","joy_round3_loop","3212","1"
"","132120089","0","","0.1","","93","","","3212",""
"","132120090","<weapon>_joy_short","","1000003","0","3","0","","3212",""
"","132120091","0","","0.1","","93","","","3212",""
"","132120092","<weapon>_joy_short","","1000004","0","3","0","","3212",""
"","132120093","0","","0.9","","93","","","3212",""
"","132120094","1","","998","","32","","","3212",""
"","132120095","0","","3.8","","93","","","3212",""
"","132120096","0","","1","","113","","","3212",""
"","132130001","321300","","321300","0","31","345.4","0","3213","1"
"","132130002","111","","111","0","31","345.4","0","3213","1"
"","132130003","0","","111","","35","","","3213",""
"","132130004","110","","110","0","31","345.4","0","3213","1"
"","132130005","","","0","","91","","","3213",""
"","132130006","wait_gradeUp","","1000001","0.2","3","0","","3213",""
"","132130007","1","","321300","","32","","","3213",""
"","132130008","0","","0.1","","93","","","3213",""
"","132130009","0","","2","","32","","","3213",""
"","132130010","0","","0.8","","93","","","3213",""
"","132130011","1.05","","1.05","0","123","1.05","1.05","3213","0"
"","132130012","5","","5","","122","0.5","","3213",""
"","132130013","0","","1.1","","93","","","3213",""
"","132130014","1.05","","1.05","0","123","1.05","1.05","3213","0"
"","132130015","10","","10","","122","0.5","","3213",""
"","132130016","0","","0.8","","93","","","3213",""
"","132130017","glad_dot_light","","1000001","0.2","3","0","","3213",""
"","132130018","0","","0.1","","93","","","3213",""
"","132130019","0.907","","0.907","5","123","0.907","0.907","3213","0.4"
"","132130020","0","","1.5","","93","","","3213",""
"","132130021","20","","20","","122","0.7","","3213",""
"","132130022","0","","1.4","","93","","","3213",""
"","132130023","1","","110","","32","","","3213",""
"","132130024","1","","111","","32","","","3213",""
"","132130025","0","","1.2","","93","","","3213",""
"0","132130026","joy_round3_in","","1000001","0.2","3","0","joy_round3_loop","3213","1"
"","132130027","0","","0.3","","93","","","3213",""
"","132130028","1","","998","","32","","","3213",""
"","132130029","0","","3.8","","93","","","3213",""
"","132130030","","","1","","113","","","3213",""
"","132140001","321400","","321400","0","31","345.4","0","3214","1"
"1","132140002","103111","05_idle","2","0.89","1","57","1088","3214","-240"
"","132140003","110","","110","0","31","345.4","0","3214","1"
"","132140004","111","","111","0","31","345.4","0","3214","1"
"","132140005","","","0","","91","","","3214",""
"","132140006","1.05","","1.05","0","123","1.05","1.05","3214","7.4"
"","132140007","wait","","1000001","0.2","3","0","","3214",""
"","132140008","1","","321400","","32","","","3214",""
"","132140009","0","","0.1","","93","","","3214",""
"","132140010","0","","2","","32","","","3214",""
"","132140011","0","","3.4","","93","","","3214",""
"","132140012","0.95","","0.95","5","123","0.95","0.95","3214","3.2"
"","132140013","shock_jump_aura","","1000001","0.2","3","0","","3214",""
"","132140014","0","","0.1","","93","","","3214",""
"","132140015","70","","1000001","","2","-240","0.6","3214","2"
"","132140016","0","","0.5","","93","","","3214",""
"","132140017","05_run_gamestart","","103111","0","3","1","","3214",""
"","132140018","586","","103111","","2","-240","0.5","3214","0"
"","132140019","0","","0.5","","93","","","3214",""
"","132140020","05_idle","","103111","0.2","3","1","","3214",""
"","132140021","0","","0.5","","93","","","3214",""
"0","132140022","shinobu_exorcise","","103111","0.2","3","0","05_idle","3214","1"
"","132140023","vo_travel_round_event_3214","","vo_travel_round_event","","21","0","0","3214",""
"","132140024","0","","1","","93","","","3214",""
"","132140025","1","","110","","32","","","3214",""
"","132140026","1","","111","","32","","","3214",""
"","132140027","0","","0.1","","93","","","3214",""
"","132140028","0","","3","","32","","","3214",""
"","132140029","0","","1.1","","93","","","3214",""
"0","132140030","joy_round3_in","","1000001","0.2","3","0","joy_round3_loop","3214","1"
"","132140031","05_joy_short","","103111","0.2","3","0","","3214",""
"","132140032","0","","0.5","","93","","","3214",""
"","132140033","1","","998","","32","","","3214",""
"","132140034","0","","3.8","","93","","","3214",""
"","132140035","","","1","","113","","","3214",""
"","132150001","321500","","321500","1","31","345.4","0","3215","1"
"","132150002","321501","","321501","1","31","345.4","0","3215","1"
"","132150003","120","","120","0","31","345.4","0","3215","1"
"","132150004","121","","121","0","31","345.4","0","3215","1"
"","132150005","990001","","990001","1","31","345.4","0","3215","1"
"","132150006","","","0","","91","","","3215",""
"","132150007","1.05","","1.05","0","123","1.05","1.05","3215","7.4"
"","132150008","wait_wakuwaku","","1000001","0.2","3","0","","3215",""
"","132150009","1","","2","","35","","","3215",""
"","132150010","0","","5.2","","93","","","3215",""
"","132150011","0.95","","0.95","5","123","0.95","0.95","3215","0.8"
"","132150012","1","","120","","32","","","3215",""
"","132150013","1","","121","","32","","","3215",""
"","132150014","0","","0.1","","93","","","3215",""
"","132150015","0","","321501","","32","","","3215",""
"","132150016","0","","2","","32","","","3215",""
"","132150017","0","","3","","32","","","3215",""
"","132150018","1","","998","","32","","","3215",""
"","132150019","0","","0.4","","93","","","3215",""
"","132150020","dance","","1000001","0.2","3","1","","3215",""
"","132150021","0","","4.8","","93","","","3215",""
"","132150022","","","1","","113","","","3215",""
"","132160001","6","","6","0","31","345.4","0","3216","1"
"","132160002","8","","8","0","31","345.4","0","3216","1"
"","132160003","110","","110","0","31","345.4","0","3216","1"
"","132160004","111","","111","0","31","345.4","0","3216","1"
"","132160005","301600","","301600","0","31","345.4","-80","3216","1"
"","132160006","990002","","990002","1","31","345.4","0","3216","1"
"","132160007","","","0","","91","","","3216",""
"","132160008","1.05","","1.05","0","123","1.05","1.05","3216","7.4"
"","132160009","wait","","1000001","0.2","3","0","","3216",""
"","132160010","1","","2","","35","","","3216",""
"","132160011","0","","5.4","","93","","","3216",""
"","132160012","0.95","","0.95","0","123","0.95","0.95","3216","0.4"
"","132160013","1","","8","","32","","","3216",""
"","132160014","0","","8","","35","","","3216",""
"","132160015","1","","301600","","32","","","3216",""
"","132160016","1","","6","","32","","","3216",""
"","132160017","1","","111","","32","","","3216",""
"","132160018","0","","111","","35","","","3216",""
"","132160019","0","","0.1","","93","","","3216",""
"","132160020","0","","2","","32","","","3216",""
"","132160021","0","","3","","32","","","3216",""
"","132160022","glad","","1000001","0.1","3","0","","3216",""
"","132160023","0","","0.1","","93","","","3216",""
"","132160024","1","","8","","35","","","3216",""
"","132160025","1","","110","","32","","","3216",""
"","132160026","se_travel_treasure_special_success_butterfly","","se_travel","","23","0","","3216",""
"","132160027","0","","1.5","","93","","","3216",""
"","132160028","1","","998","","32","","","3216",""
"","132160029","joy_round3_in","","1000001","0.2","3","0","joy_round3_loop","3216","1"
"","132160030","0","","5.2","","93","","","3216",""
"","132160031","","","1","","113","","","3216",""
"","132170001","310000","","310000","0","31","345.4","0","3217","1"
"","132170002","310001","","310001","0","31","0","0","3217","1"
"","132170003","301700","","301700","0","31","345.4","0","3217","1"
"","132170004","301701","","301701","0","31","740","-115","3217","1"
"","132170005","301702","","301702","0","31","345.4","0","3217","1"
"","132170006","120","","120","0","31","345.4","0","3217","1"
"","132170007","321700","","321700","0","31","345.4","0","3217","1"
"0","132170008","15","empty","5","0.44","5","100","610","3217","-235"
"0","132170009","16","empty","5","0.44","5","55","610","3217","-235"
"","132170010","","","0","","91","","","3217",""
"","132170011","1.05","","1.05","0","123","1.05","1.05","3217","7.4"
"","132170012","wait","","1000001","0.2","3","0","","3217",""
"","132170013","1","","2","","35","","","3217",""
"","132170014","0","","5.4","","93","","","3217",""
"","132170015","0.95","","0.95","0","123","0.95","0.95","3217","0.3"
"","132170016","1","","310000","","32","","","3217",""
"","132170017","1","","310001","","32","","","3217",""
"","132170018","0","","0.2","","93","","","3217",""
"","132170019","50","","50","","122","0.6","","3217",""
"","132170020","shock","","1000001","0.2","3","0","","3217",""
"","132170021","0","","1.6","","93","","","3217",""
"","132170022","1","","301700","","32","","","3217",""
"","132170023","0","","1.2","","93","","","3217",""
"","132170024","se_travel_treasure_croce_ui","","se_travel","","23","0","","3217",""
"","132170025","punch","","15","","3","0","","3217",""
"","132170026","punch_B","","16","","3","0","","3217",""
"","132170027","0","","0.2","","93","","","3217",""
"","132170028","1.05","","1.05","11","123","1.05","1.05","3217","0.1"
"","132170029","0","","0.1","","93","","","3217",""
"","132170030","0.95","","0.95","0","123","0.95","0.95","3217","0.3"
"","132170031","0","","1","","93","","","3217",""
"","132170032","se_travel_treasure_croce_door","","se_travel","","23","0","","3217",""
"","132170033","0","","0.4","","93","","","3217",""
"","132170034","1","","301701","","32","","","3217",""
"","132170035","0","","0.9","","93","","","3217",""
