2ba1174a200c7d5fec687aa0f41b101a8e79a76d13c4789c1866d89b91fc01f8,628ba6ad543cc423580619b98dc3ddf7489ff7a697bec2d197c1f14f3d679cb0,9a3496e424b19e5c88a180bc24719f1a9a30ce3fa3827d885a6d9856b8a33dd5,1a7cf1a058000e5d3b0e6bffeb24623561a14458c0d02cc593b75fd97c62261e,168369f1f6e4b5d1e5980630e9d78bb85fdca3d33c76fb0220a045abb52463d4,20c84d975a4b4ec11ce649a7fb5d330639ab3e3d230aaba4cd6df7ccc3053883,4bdc301e1ddf3d1e9ba55f57b10a9f550fb0761cd854ae248188fc0d1454b542,d3cd3a461bac871822222b6ba04cb58804bddf0f225e9a47c96f7c4404919028,0aecf594db1561cbf0e8c3b5f3efb73232d363f22adb2dcf63aa5108994d3c1d,9193c64c21c53fa9413dcab038e4c25a07d643458de2e2b333dedf285539531b,5fa0f3fb7d8417636f702f5be1b35f0d7a6464ac75e5096c52bc36d0a018fa69
"21","0","","vo_lsv","1009804","","","vo_lsv_0426","0","1009804052",""
"11","1","0","100411","1009804","1","0","確かに！\nにいちゃんだったら、\nどんなものを作りたい？","10","1009804053","0"
"91","","","0","1009804","","","","","1009804054",""
"3","","0.2","100411","1009804","","","lsv_idle_joy","1","1009804055",""
"3","lsv_look_idle_normal","0","102011","1009804","1","0.2","lsv_choice","0","1009804056",""
"3","lsv_look_idle_normal","0","103611","1009804","1","0.2","lsv_choice","0","1009804057",""
"3","lsv_look_idle_normal","0","100411","1009804","1","0.2","lsv_choice","0","1009804058",""
"93","","","0.1","1009804","","","0","","1009804059",""
"2","0.33","","102011","1009804","2","0.2","-452","-235","1009804060",""
"2","0.33","","103611","1009804","2","0.2","420","-220","1009804061",""
"2","0.33","","100411","1009804","2","0.2","545","-250","1009804062",""
"22","","0.2","0","1009804","","","0","1","1009804063",""
"103","","","米粒に絵を描きたい。","1009804","","","1009804067","0","1009804064",""
"103","","","おっきなオモチャを作りたい。","1009804","","","1009804091","0","1009804065",""
"103","","","ぬいぐるみを作りたい。","1009804","","","1009804114","0","1009804066",""
"3","lsv_idle_normal","0","102011","1009804","1","0.2","lsv_choice","0","1009804067",""
"3","lsv_idle_normal","0","103611","1009804","1","0.2","lsv_choice","0","1009804068",""
"3","lsv_idle_normal","0","100411","1009804","1","0.2","lsv_choice","0","1009804069",""
"93","","","0.1","1009804","","","0","","1009804070",""
"2","0.33","","102011","1009804","2","0.2","-200","-235","1009804071",""
"2","0.33","","103611","1009804","2","0.2","100","-220","1009804072",""
"2","0.33","","100411","1009804","2","0.2","270","-250","1009804073",""
"93","","","0.7","1009804","","","0","","1009804074",""
"3","","0.2","102011","1009804","","","lsv_talk_surprise_R2","1","1009804075",""
"21","0","","vo_lsv","1009804","","","vo_lsv_0427","0","1009804076",""
"11","1","0","102011","1009804","1","0","ええっ、そんなにちっちゃく？\nおにいちゃん、すっご～い！","10","1009804077","0"
"91","","","0","1009804","","","","","1009804078",""
"3","","0.2","102011","1009804","","","lsv_idle_normal_joyR","1","1009804079",""
"3","lsv_talk_arm_crossed_loop_joy","0","103611","1009804","1","0.2","lsv_talk_arm_crossed_joy","0","1009804080",""
"21","0","","vo_lsv","1009804","","","vo_lsv_0428","0","1009804081",""
"11","1","0","103611","1009804","1","0","かなりの手先の器用さと\n集中力を求められますね…\nまさに職人技です。","10","1009804082","0"
"91","","","0","1009804","","","","","1009804083",""
"3","","0.2","103611","1009804","","","lsv_idle_arm_crossed","1","1009804084",""
"3","","0.2","100411","1009804","","","lsv_talk_bitter","1","1009804085",""
"21","0","","vo_lsv","1009804","","","vo_lsv_0429","0","1009804086",""
"11","1","0","100411","1009804","1","0","考えただけでミソギには\n難しそうだな～\n…だから応援だけにするねっ♪","10","1009804087","0"
"91","","","0","1009804","","","","","1009804088",""
"3","","0.2","100411","1009804","","","lsv_idle_bitter","1","1009804089",""
"101","","","1009804137","1009804","","","","","1009804090",""
"3","lsv_idle_normal","0","102011","1009804","1","0.2","lsv_choice","0","1009804091",""
"3","lsv_idle_normal","0","103611","1009804","1","0.2","lsv_choice","0","1009804092",""
"3","lsv_idle_normal","0","100411","1009804","1","0.2","lsv_choice","0","1009804093",""
"93","","","0.1","1009804","","","0","","1009804094",""
"2","0.33","","102011","1009804","2","0.2","-200","-235","1009804095",""
"2","0.33","","103611","1009804","2","0.2","100","-220","1009804096",""
"2","0.33","","100411","1009804","2","0.2","270","-250","1009804097",""
"93","","","0.7","1009804","","","0","","1009804098",""
"3","lsv_exactly_joy_loop","0","100411","1009804","1","0.2","lsv_exactly_joy_in","0","1009804099",""
"21","0","","vo_lsv","1009804","","","vo_lsv_0430","0","1009804100",""
"11","1","0","100411","1009804","1","0","それ、いいっ！　いいよ！\nにいちゃん、わかってるー！\nそういうのロマンだよね！","10","1009804101","0"
"91","","","0","1009804","","","","","1009804102",""
"3","","0.2","100411","1009804","","","lsv_idle_wish_joy","1","1009804103",""
"3","","0.2","103611","1009804","","","lsv_talk_thinking_anger","1","1009804104",""
"21","0","","vo_lsv","1009804","","","vo_lsv_0431","0","1009804105",""
"11","1","0","103611","1009804","1","0","ミソギ、好きそうだよね。\n…でも、どれくらい\n大きいのかな？","10","1009804106","0"
"91","","","0","1009804","","","","","1009804107",""
"3","","0.2","103611","1009804","","","lsv_idle_thinking_anger","1","1009804108",""
"3","","0.2","102011","1009804","","","lsv_talk_memory_dere2","1","1009804109",""
"21","0","","vo_lsv","1009804","","","vo_lsv_0432","0","1009804110",""
"11","1","0","102011","1009804","1","0","う～ん…\nお城よりおっきいかも！\nかっこいいね～♪","10","1009804111","0"
"91","","","0","1009804","","","","","1009804112",""
"101","","","1009804137","1009804","","","","","1009804113",""
"3","lsv_idle_normal","0","102011","1009804","1","0.2","lsv_choice","0","1009804114",""
"3","lsv_idle_normal","0","103611","1009804","1","0.2","lsv_choice","0","1009804115",""
"3","lsv_idle_normal","0","100411","1009804","1","0.2","lsv_choice","0","1009804116",""
"93","","","0.1","1009804","","","0","","1009804117",""
"2","0.33","","102011","1009804","2","0.2","-200","-235","1009804118",""
"2","0.33","","103611","1009804","2","0.2","100","-220","1009804119",""
"2","0.33","","100411","1009804","2","0.2","270","-250","1009804120",""
"93","","","0.7","1009804","","","0","","1009804121",""
"3","lsv_talk_arm_crossed_loop_joy","0","103611","1009804","1","0.2","lsv_talk_arm_crossed_joy","0","1009804122",""
"21","0","","vo_lsv","1009804","","","vo_lsv_0433","0","1009804123",""
"11","1","0","103611","1009804","1","0","……\nいい着眼点ですね。","10","1009804124","0"
"91","","","0","1009804","","","","","1009804125",""
"3","","0.2","103611","1009804","","","lsv_idle_arm_crossed_joy","1","1009804126",""
"3","lsv_talk_surprise","0","100411","1009804","1","0.2","lsv_surprise","0","1009804127",""
"21","0","","vo_lsv","1009804","","","vo_lsv_0434","0","1009804128",""
"11","1","0","100411","1009804","1","0","なんか、すごい納得してる！？\nま、ぬいぐるみがいいのは\nなんとなくわかるけどねー","10","1009804129","0"
"91","","","0","1009804","","","","","1009804130",""
"3","","0.2","100411","1009804","","","lsv_idle_surprise","1","1009804131",""
"3","","0.2","102011","1009804","","","lsv_talk_joy3","1","1009804132",""
"21","0","","vo_lsv","1009804","","","vo_lsv_0435","0","1009804133",""
"11","1","0","102011","1009804","1","0","じゃあ、今からみんなで\n作ってみようよ～\nとってもかわいいぬいぐるみ♪","10","1009804134","0"
"91","","","0","1009804","","","","","1009804135",""
"101","","","1009804137","1009804","","","","","1009804136",""
"91","","","0","1009804","","","","","1009804137",""
"102","","","","1009804","","","","","1009804138",""
"22","","","0","1009804","","","0.2","","1009804139",""
"93","","","0.2","1009804","","","","","1009804140",""
"12","0","0","102011","1009804","0","0","8","1","1009804141","0"
"3","","0.2","102011","1009804","","","lsv_talk_guts2_joy_loop","1","1009804142",""
"93","","","3","1009804","","","0","","1009804143",""
"3","","0.2","102011","1009804","","","lsv_idle_normal_joyR","1","1009804144",""
"12","0","0","103611","1009804","0","0","7","1","1009804145","0"
"3","","0.2","103611","1009804","","","lsv_talk_surprise_kira","1","1009804146",""
"93","","","3","1009804","","","0","","1009804147",""
"3","","0.2","103611","1009804","","","lsv_idle_joy","1","1009804148",""
"12","0","0","100411","1009804","0","0","2","1","1009804149","0"
"3","lsv_talk_cool_bitter_loop","0","100411","1009804","1","0.2","lsv_talk_cool_bitter","0","1009804150",""
"93","","","3","1009804","","","0","","1009804151",""
"3","","0.2","100411","1009804","","","lsv_idle_cool","1","1009804152",""
"101","","","1009804141","1009804","","","","","1009804153",""
"6","1","1","333","1009804","0","0","1","1","1009804154",""
"4","","","102011","1009804","","","1","","1009804155",""
"3","","0.2","102011","1009804","","","lsv_run","1","1009804156",""
"2","0.8","","102011","1009804","0","","-750","-235","1009804157",""
"4","","","103611","1009804","","","0","","1009804158",""
"3","","0.2","103611","1009804","","","lsv_run","1","1009804159",""
"2","0.8","","103611","1009804","0","","750","-220","1009804160",""
"4","","","100411","1009804","","","0","","1009804161",""
"3","","0.2","100411","1009804","","","lsv_run","1","1009804162",""
"2","0.8","","100411","1009804","0","","850","-250","1009804163",""
"93","","","0.6","1009804","","","","","1009804164",""
"6","1","0.2","102011","1009804","0","0","1","1","1009804165",""
"6","1","0.2","103611","1009804","0","0","1","1","1009804166",""
"6","1","0.2","100411","1009804","0","0","1","1","1009804167",""
"91","","","0","1009804","","","","","1009804168",""
"1","-650","1.95","1","1009805","-235","0","100411","102","1009805001","lsv_idle_normal"
"1","650","1.95","1","1009805","-220","1","102011","100","1009805002","lsv_idle_normal"
"1","750","1.95","1","1009805","-250","1","103611","101","1009805003","lsv_idle_normal"
"5","0","1","1","1009805","0","0","333","0","1009805004","lsv_white_loop"
"6","1","0","333","1009805","0","0","1","1","1009805005",""
"6","1","0","100411","1009805","0","0","1","1","1009805006",""
"6","1","0","102011","1009805","0","0","1","1","1009805007",""
"6","1","0","103611","1009805","0","0","1","1","1009805008",""
"93","","","1","1009805","","","0","","1009805009",""
"6","1","0.8","333","1009805","0.4","0","1","1","1009805010",""
"3","","0.2","100411","1009805","","","lsv_run","1","1009805011",""
"2","1","","100411","1009805","0","","-200","-235","1009805012",""
"6","1","0.4","100411","1009805","1","0","1","1","1009805013",""
"3","","0.2","102011","1009805","","","lsv_walk_surprise","1","1009805014",""
"2","2","","102011","1009805","0","","100","-220","1009805015",""
"6","1","0.4","102011","1009805","1","0","1","1","1009805016",""
"3","","0.2","103611","1009805","","","lsv_walk_surprise","1","1009805017",""
"2","2","","103611","1009805","0","","270","-250","1009805018",""
"6","1","0.4","103611","1009805","1","0","1","1","1009805019",""
"93","","","1","1009805","","","0","","1009805020",""
"3","","0.2","100411","1009805","","","lsv_idle_joy_normal","1","1009805021",""
"93","","","1","1009805","","","0","","1009805022",""
"3","","0.2","102011","1009805","","","lsv_idle_normal","1","1009805023",""
"3","","0.2","103611","1009805","","","lsv_idle_normal","1","1009805024",""
"93","","","0.6","1009805","","","0","","1009805025",""
"3","lsv_talk_guts1_loop","0","100411","1009805","1","0.2","lsv_talk_guts1","0","1009805026",""
"21","0","","vo_lsv","1009805","","","vo_lsv_0521","0","1009805027",""
"11","1","0","100411","1009805","1","0","罠をしかけた結果はっぴょー！\n結果は～…？","10","1009805028","0"
"91","","","0","1009805","","","","","1009805029",""
"3","","0.2","100411","1009805","","","lsv_talk_anger_dead","1","1009805030",""
"21","0","","vo_lsv","1009805","","","vo_lsv_0522","0","1009805031",""
"11","1","0","100411","1009805","1","0","一匹も\n捕まえられませんでした！\nがっくし！","10","1009805032","0"
"91","","","0","1009805","","","","","1009805033",""
"3","","0.2","100411","1009805","","","lsv_idle_anger1","1","1009805034",""
"3","","0.2","102011","1009805","","","lsv_talk_normal_sad","1","1009805035",""
"21","0","","vo_lsv","1009805","","","vo_lsv_0523","0","1009805036",""
"11","1","0","102011","1009805","1","0","残念だったね～\nやっぱり罠が少なかったの\nかなぁ？","10","1009805037","0"
"91","","","0","1009805","","","","","1009805038",""
"3","","0.2","102011","1009805","","","lsv_idle_normal","1","1009805039",""
"3","","0.2","103611","1009805","","","lsv_talk_joy1_sad","1","1009805040",""
"21","0","","vo_lsv","1009805","","","vo_lsv_0524","0","1009805041",""
"11","1","0","103611","1009805","1","0","というか、カブトムシを\n捕まえたら\n何をするつもりだったの？","10","1009805042","0"
"91","","","0","1009805","","","","","1009805043",""
"3","","0.2","103611","1009805","","","lsv_idle_normal","1","1009805044",""
"3","lsv_talk_arm_crossed_loop_anger","0","100411","1009805","1","0.2","lsv_talk_arm_crossed_anger","0","1009805045",""
"21","0","","vo_lsv","1009805","","","vo_lsv_0525","0","1009805046",""
"11","1","0","100411","1009805","1","0","ふっふっふ…！\nそれはもちろん！\n…考えてなかったなー","10","1009805047","0"
"91","","","0","1009805","","","","","1009805048",""
"3","","0.2","100411","1009805","","","lsv_idle_arm_crossed_anger","1","1009805049",""
"3","","0.2","102011","1009805","","","lsv_idle_bitter","1","1009805050",""
"3","","0.2","103611","1009805","","","lsv_talk_tsun_sad","1","1009805051",""
"21","0","","vo_lsv","1009805","","","vo_lsv_0526","0","1009805052",""
"11","1","0","103611","1009805","1","0","ええっ？\n一応、自由研究だって\nいうから付き合ったのに…！","10","1009805053","0"
"91","","","0","1009805","","","","","1009805054",""
"3","","0.2","103611","1009805","","","lsv_idle_wish_sad","1","1009805055",""
"3","","0.2","100411","1009805","","","lsv_talk_cool_bitter_loop","1","1009805056",""
"21","0","","vo_lsv","1009805","","","vo_lsv_0527","0","1009805057",""
"11","1","0","100411","1009805","1","0","あ、あはははー\n…ちなみに、にいちゃんなら\nどんなことをしたい？","10","1009805058","0"
"91","","","0","1009805","","","","","1009805059",""
"3","","0.2","100411","1009805","","","lsv_idle_cool","1","1009805060",""
"3","lsv_look_idle_normal","0","100411","1009805","1","0.2","lsv_choice","0","1009805061",""
"3","lsv_look_idle_normal","0","102011","1009805","1","0.2","lsv_choice","0","1009805062",""
"3","lsv_look_idle_normal","0","103611","1009805","1","0.2","lsv_choice","0","1009805063",""
"93","","","0.1","1009805","","","0","","1009805064",""
"2","0.33","","100411","1009805","2","0.2","-452","-235","1009805065",""
"2","0.33","","102011","1009805","2","0.2","420","-220","1009805066",""
"2","0.33","","103611","1009805","2","0.2","545","-250","1009805067",""
"22","","0.2","0","1009805","","","0","1","1009805068",""
"103","","","カブトムシバトル！","1009805","","","1009805072","0","1009805069",""
"103","","","観察日記を書く。","1009805","","","1009805103","0","1009805070",""
"103","","","捕まえることがロマン。","1009805","","","1009805127","0","1009805071",""
"3","lsv_idle_normal","0","100411","1009805","1","0.2","lsv_choice","0","1009805072",""
"3","lsv_idle_normal","0","102011","1009805","1","0.2","lsv_choice","0","1009805073",""
"3","lsv_idle_normal","0","103611","1009805","1","0.2","lsv_choice","0","1009805074",""
"93","","","0.1","1009805","","","0","","1009805075",""
"2","0.33","","100411","1009805","2","0.2","-200","-235","1009805076",""
"2","0.33","","102011","1009805","2","0.2","100","-220","1009805077",""
"2","0.33","","103611","1009805","2","0.2","270","-250","1009805078",""
"93","","","0.7","1009805","","","0","","1009805079",""
"3","lsv_exactly_joy_loop","0","100411","1009805","1","0.2","lsv_exactly_joy_in","0","1009805080",""
"3","","0.2","103611","1009805","","","lsv_idle_normal","1","1009805081",""
"21","0","","vo_lsv","1009805","","","vo_lsv_0528","0","1009805082",""
"11","1","0","100411","1009805","1","0","カブトムシといえば\nそれだよね！","10","1009805083","0"
"91","","","0","1009805","","","","","1009805084",""
"3","","0.2","100411","1009805","","","lsv_idle_joy","1","1009805085",""
"3","","0.2","103611","1009805","","","lsv_talk_thinking_anger","1","1009805086",""
"21","0","","vo_lsv","1009805","","","vo_lsv_0529","0","1009805087",""
"11","1","0","103611","1009805","1","0","うーん…カブトムシの\n強さを調べるとかなら\n自由研究になりそう…かも？","10","1009805088","0"
"91","","","0","1009805","","","","","1009805089",""
"3","","0.2","103611","1009805","","","lsv_idle_sad_normal","1","1009805090",""
"3","","0.2","102011","1009805","","","lsv_talk_joy1_normal","1","1009805091",""
"21","0","","vo_lsv","1009805","","","vo_lsv_0530","0","1009805092",""
"11","1","0","102011","1009805","1","0","でも、あんまり\n無茶なバトルはさせちゃ\nダメだよ？　ミミと約束ねっ。","10","1009805093","0"
"91","","","0","1009805","","","","","1009805094",""
"3","","0.2","102011","1009805","","","lsv_idle_normal_joyR","1","1009805095",""
"3","lsv_idle_normal","0","103611","1009805","1","0.2","lsv_handsup_joy2","0","1009805096",""
"3","lsv_idle_joy","0","100411","1009805","1","0.2","lsv_handsup_joy","0","1009805097",""
"21","0","","vo_lsv","1009805","","","vo_lsv_0531","0","1009805098",""
"11","1","0","103611","1009805","1","0","はーい！","10","1009805099","0"
"11","1","0","100411","1009805","1","0","はーい！","10","1009805100","0"
"91","","","0","1009805","","","","","1009805101",""
"101","","","1009805152","1009805","","","","","1009805102",""
"3","lsv_idle_normal","0","100411","1009805","1","0.2","lsv_choice","0","1009805103",""
"3","lsv_idle_normal","0","102011","1009805","1","0.2","lsv_choice","0","1009805104",""
"3","lsv_idle_normal","0","103611","1009805","1","0.2","lsv_choice","0","1009805105",""
"93","","","0.1","1009805","","","0","","1009805106",""
"2","0.33","","100411","1009805","2","0.2","-200","-235","1009805107",""
"2","0.33","","102011","1009805","2","0.2","100","-220","1009805108",""
"2","0.33","","103611","1009805","2","0.2","270","-250","1009805109",""
"93","","","0.7","1009805","","","0","","1009805110",""
"3","lsv_talk_arm_crossed_loop_joy","0","103611","1009805","1","0.2","lsv_talk_arm_crossed_joy","0","1009805111",""
"21","0","","vo_lsv","1009805","","","vo_lsv_0532","0","1009805112",""
"11","1","0","103611","1009805","1","0","それならわかります。\nきちんとした観察をすれば\n自然とお勉強になりますし。","10","1009805113","0"
"91","","","0","1009805","","","","","1009805114",""
"3","","0.2","103611","1009805","","","lsv_idle_arm_crossed_joy","1","1009805115",""
"3","","0.2","102011","1009805","","","lsv_talk_joy3_blink","1","1009805116",""
"21","0","","vo_lsv","1009805","","","vo_lsv_0533","0","1009805117",""
"11","1","0","102011","1009805","1","0","観察だったら\n海でもやったよね。\n楽しかったな～♪","10","1009805118","0"
"91","","","0","1009805","","","","","1009805119",""
"3","","0.2","102011","1009805","","","lsv_idle_normal_joyR","1","1009805120",""
"3","lsv_talk_guts2_anger_loop","0","100411","1009805","1","0.2","lsv_talk_guts2_anger","0","1009805121",""
"21","0","","vo_lsv","1009805","","","vo_lsv_0534","0","1009805122",""
"11","1","0","100411","1009805","1","0","そっか、あれならできそう！\nよーし、観察日記書くぞー！\n目指せっ、全カブトムシ制覇！","10","1009805123","0"
"91","","","0","1009805","","","","","1009805124",""
"3","","0.2","100411","1009805","","","lsv_idle_guts2_joy","1","1009805125",""
"101","","","1009805152","1009805","","","","","1009805126",""
"3","lsv_idle_normal","0","100411","1009805","1","0.2","lsv_choice","0","1009805127",""
"3","lsv_idle_normal","0","102011","1009805","1","0.2","lsv_choice","0","1009805128",""
"3","lsv_idle_normal","0","103611","1009805","1","0.2","lsv_choice","0","1009805129",""
"93","","","0.1","1009805","","","0","","1009805130",""
"2","0.33","","100411","1009805","2","0.2","-200","-235","1009805131",""
"2","0.33","","102011","1009805","2","0.2","100","-220","1009805132",""
"2","0.33","","103611","1009805","2","0.2","270","-250","1009805133",""
"93","","","0.7","1009805","","","0","","1009805134",""
"3","","0.2","102011","1009805","","","lsv_talk_surprise","1","1009805135",""
"3","","0.2","103611","1009805","","","lsv_idle_normal","1","1009805136",""
"21","0","","vo_lsv","1009805","","","vo_lsv_0535","0","1009805137",""
"11","1","0","102011","1009805","1","0","捕まえるのがいいんだ～\nミソギちゃんもそうなの？","10","1009805138","0"
"91","","","0","1009805","","","","","1009805139",""
"3","","0.2","102011","1009805","","","lsv_idle_surprise","1","1009805140",""
"3","lsv_talk_arm_crossed_loop_anger","0","100411","1009805","1","0.2","lsv_talk_arm_crossed_anger","0","1009805141",""
"21","0","","vo_lsv","1009805","","","vo_lsv_0536","0","1009805142",""
"11","1","0","100411","1009805","1","0","…ふっ、やるね。\nそれでこそ、\nミソギのにいちゃんだよ。","10","1009805143","0"
"91","","","0","1009805","","","","","1009805144",""
"3","","0.2","100411","1009805","","","lsv_idle_arm_crossed_anger","1","1009805145",""
"3","","0.2","103611","1009805","","","lsv_talk_thinking_anger","1","1009805146",""
"21","0","","vo_lsv","1009805","","","vo_lsv_0537","0","1009805147",""
"11","1","0","103611","1009805","1","0","なんだか通じ合ってる…！\n…ロマンも自由研究の\nテーマになるのかな？","10","1009805148","0"
"91","","","0","1009805","","","","","1009805149",""
"3","","0.2","103611","1009805","","","lsv_idle_thinking_anger","1","1009805150",""
"101","","","1009805152","1009805","","","","","1009805151",""
"91","","","0","1009805","","","","","1009805152",""
"102","","","","1009805","","","","","1009805153",""
"22","","","0","1009805","","","0.2","","1009805154",""
"93","","","0.2","1009805","","","","","1009805155",""
"12","0","0","100411","1009805","0","0","7","1","1009805156","0"
"3","lsv_surprise3_kira_loop","0","100411","1009805","1","0.2","lsv_surprise3_kira","0","1009805157",""
"93","","","3","1009805","","","0","","1009805158",""
"3","","0.2","100411","1009805","","","lsv_idle_cool","1","1009805159",""
"12","0","0","103611","1009805","0","0","11","1","1009805160","0"
"3","lsv_talk_guts1_loop","0","103611","1009805","1","0.2","lsv_talk_guts1","0","1009805161",""
"93","","","3","1009805","","","0","","1009805162",""
"3","","0.2","103611","1009805","","","lsv_idle_joy","1","1009805163",""
"12","0","0","102011","1009805","0","0","5","1","1009805164","0"
"3","","0.2","102011","1009805","","","lsv_talk_wish_surprise","1","1009805165",""
"93","","","3","1009805","","","0","","1009805166",""
"3","","0.2","102011","1009805","","","lsv_idle_normal_joyR","1","1009805167",""
"101","","","1009805156","1009805","","","","","1009805168",""
"6","1","1","333","1009805","0","0","1","1","1009805169",""
"4","","","100411","1009805","","","1","","1009805170",""
"3","","0.2","100411","1009805","","","lsv_run","1","1009805171",""
"2","0.8","","100411","1009805","0","","-750","-235","1009805172",""
"4","","","102011","1009805","","","0","","1009805173",""
"3","","0.2","102011","1009805","","","lsv_run","1","1009805174",""
"2","0.8","","102011","1009805","0","","750","-220","1009805175",""
"4","","","103611","1009805","","","0","","1009805176",""
"3","","0.2","103611","1009805","","","lsv_run","1","1009805177",""
"2","0.8","","103611","1009805","0","","850","-250","1009805178",""
"93","","","0.6","1009805","","","","","1009805179",""
"6","1","0.2","100411","1009805","0","0","1","1","1009805180",""
"6","1","0.2","102011","1009805","0","0","1","1","1009805181",""
"6","1","0.2","103611","1009805","0","0","1","1","1009805182",""
"91","","","0","1009805","","","","","1009805183",""
"1","-200","1.95","1","1009806","-495","0","122711","102","1009806001","lsv_idle_normal"
"1","100","1.95","1","1009806","-480","1","122911","100","1009806002","lsv_idle_normal"
"1","270","1.95","1","1009806","-510","1","122811","101","1009806003","lsv_idle_normal"
"5","0","1","1","1009806","0","0","333","0","1009806004","lsv_white_loop"
"6","1","0","333","1009806","0","0","1","1","1009806005",""
"6","1","0","122711","1009806","0","0","1","1","1009806006",""
"6","1","0","122911","1009806","0","0","1","1","1009806007",""
"6","1","0","122811","1009806","0","0","1","1","1009806008",""
"93","","","1","1009806","","","0","","1009806009",""
"6","1","0.8","333","1009806","0.4","0","1","1","1009806010",""
"3","lsv_idle_normal","0.2","122711","1009806","1","0.2","lsv_jump2","0","1009806011",""
"3","lsv_idle_normal","0.2","122911","1009806","1","0.2","lsv_jump2","0","1009806012",""
"3","lsv_idle_normal","0.2","122811","1009806","1","0.2","lsv_jump2","0","1009806013",""
"93","","","0.3","1009806","","","","","1009806014",""
"2","0.75","","122711","1009806","0","","-200","-235","1009806015",""
"2","0.75","","122911","1009806","0","","100","-220","1009806016",""
"2","0.75","","122811","1009806","0","","270","-250","1009806017",""
"6","1","0.4","122711","1009806","1","0","1","1","1009806018",""
"6","1","0.4","122911","1009806","1","0","1","1","1009806019",""
"6","1","0.4","122811","1009806","1","0","1","1","1009806020",""
"12","0","0","122711","1009806","","0","6","0.2","1009806021",""
"12","0","0","122911","1009806","","0","6","0.2","1009806022",""
"12","0","0","122811","1009806","","0","6","0.2","1009806023",""
"93","","","2","1009806","","","0","","1009806024",""
"3","","0.2","122711","1009806","","","lsv_talk_normal","1","1009806025",""
"21","0","","vo_lsv","1009806","","","vo_lsv_0621","0","1009806026",""
"11","1","0","122711","1009806","1","0","海もよかったけど、\nプールはプールで楽しいよね。","10","1009806027","0"
"91","","","0","1009806","","","","","1009806028",""
"3","","0.2","122711","1009806","","","lsv_idle_normal","1","1009806029",""
"3","lsv_idle_normal","0","122811","1009806","1","0.2","lsv_agree1","0","1009806030",""
"3","lsv_idle_normal_joyR","0","122911","1009806","1","0.2","lsv_agree2","0","1009806031",""
"21","0","","vo_lsv","1009806","","","vo_lsv_0622","0","1009806032",""
"11","1","0","122811","1009806","1","0","ねー♪","10","1009806033","0"
"11","1","0","122911","1009806","1","0","ねー♪","10","1009806034","0"
"91","","","0","1009806","","","","","1009806035",""
"3","lsv_talk_arm_crossed_loop_joy","0","122711","1009806","1","0.2","lsv_talk_arm_crossed_joy","0","1009806036",""
"21","0","","vo_lsv","1009806","","","vo_lsv_0623","0","1009806037",""
"11","1","0","122711","1009806","1","0","危険はないし、\n涼しくなれたし。\nあれくらいがちょうどいいよ。","10","1009806038","0"
"91","","","0","1009806","","","","","1009806039",""
"3","","0.2","122711","1009806","","","lsv_idle_arm_crossed_joy","1","1009806040",""
"3","","0.2","122911","1009806","","","lsv_talk_wish_joy","1","1009806041",""
"21","0","","vo_lsv","1009806","","","vo_lsv_0624","0","1009806042",""
"11","1","0","122911","1009806","1","0","キョウカちゃん、\nプールが大好きなんだね～♪","10","1009806043","0"
"91","","","0","1009806","","","","","1009806044",""
"3","","0.2","122911","1009806","","","lsv_idle_wish_joy","1","1009806045",""
"3","lsv_talk_cool_normal2_loop","0","122811","1009806","1","0.2","lsv_talk_cool_normal2","0","1009806046",""
"21","0","","vo_lsv","1009806","","","vo_lsv_0625","0","1009806047",""
"11","1","0","122811","1009806","1","0","次は大きいプールで\n思いっきり泳ぐのもいいよね！\nで、泳いだあとには～…","10","1009806048","0"
"91","","","0","1009806","","","","","1009806049",""
"3","","0.2","122811","1009806","","","lsv_idle_cool","1","1009806050",""
"3","lsv_look_idle_normal","0","122711","1009806","1","0.2","lsv_choice","0","1009806051",""
"3","lsv_look_idle_normal","0","122911","1009806","1","0.2","lsv_choice","0","1009806052",""
"3","lsv_look_idle_normal","0","122811","1009806","1","0.2","lsv_choice","0","1009806053",""
"93","","","0.1","1009806","","","0","","1009806054",""
"2","0.33","","122711","1009806","2","0.2","-452","-235","1009806055",""
"2","0.33","","122911","1009806","2","0.2","420","-220","1009806056",""
"2","0.33","","122811","1009806","2","0.2","545","-250","1009806057",""
"22","","0.2","0","1009806","","","0","1","1009806058",""
"103","","","アイスを食べよう。","1009806","","","1009806062","0","1009806059",""
"103","","","焼きそばを食べよう。","1009806","","","1009806086","0","1009806060",""
"103","","","ラムネを飲もう。","1009806","","","1009806109","0","1009806061",""
"3","lsv_idle_normal","0","122711","1009806","1","0.2","lsv_choice","0","1009806062",""
"3","lsv_idle_normal","0","122911","1009806","1","0.2","lsv_choice","0","1009806063",""
"3","lsv_idle_normal","0","122811","1009806","1","0.2","lsv_choice","0","1009806064",""
"93","","","0.1","1009806","","","0","","1009806065",""
"2","0.33","","122711","1009806","2","0.2","-200","-235","1009806066",""
"2","0.33","","122911","1009806","2","0.2","100","-220","1009806067",""
"2","0.33","","122811","1009806","2","0.2","270","-250","1009806068",""
"93","","","0.7","1009806","","","0","","1009806069",""
"3","","0.2","122711","1009806","","","lsv_talk_memory_dere2","1","1009806070",""
"21","0","","vo_lsv","1009806","","","vo_lsv_0626","0","1009806071",""
