8c3c3b04aa78ba1fb2975072bd604a0d451f51d6ce76ff72b31e572f749fb390,938a15cb4fabc79024b2784c7e25efbf875857476bdaa2057f8043d34ebf24fe,997c2daac8cb7dd81ab33180bdb183fe0ae69caecc3fb104aae488ff8bddba61,de8ef5b310dca14583939d6ef43b46f6bf5777b892c3eface48aa64b9865b58d,8632144713c6543765c6d84522c7386fd37dad9214477f51377862ec140658c8
"-1","11","-21.8","5","30050306"
"-2.8","13","-23.6","5","30050307"
"-1.3","13","-19.8","5","30050308"
"-1.2","12","-18","5","30050309"
"-4.1","11","-16.1","5","30050310"
"-2.2","11","-15.4","5","30050311"
"-1.9","12","-16.4","5","30050312"
"-6.1","13","-16.4","5","30050313"
"-14","11","-12","5","30050314"
"-12","11","-10.6","5","30050315"
"-7.6","12","-16.2","5","30050316"
"-7.7","11","-9.8","5","30050317"
"-11","13","-14","5","30050318"
"-10","13","-14","5","30050319"
"-12","13","-14","5","30050320"
"-14","12","-14.1","5","30050321"
"-6.4","11","-8.9","5","30050322"
"-5.9","11","-10.5","5","30050323"
"-9","11","-8.8","5","30050324"
"-9.6","12","-5.6","5","30050325"
"-8","12","-5","5","30050326"
"-6.1","12","-5.5","5","30050327"
"-7.9","13","-6","5","30050328"
"-3.7","11","-5.7","5","30050329"
"-2.2","12","-9","5","30050330"
"-2.2","12","-12","5","30050331"
"-0.2","12","-10","5","30050332"
"0.3","12","-11.9","5","30050333"
"-1","13","-13","5","30050334"
"1.2","13","-10.9","5","30050335"
"-3","13","-11","5","30050336"
"1","11","-16","5","30050337"
"3.6","11","-15.3","5","30050338"
"4","11","-13","5","30050339"
"3","13","-14","5","30050340"
"4","11","-10.2","5","30050341"
"4","12","-8.9","5","30050342"
"-0.1","12","-5.2","5","30050343"
"1","12","-3.2","5","30050344"
"4.7","11","-3.3","5","30050346"
"4.2","11","-1","5","30050347"
"-9","13","4","5","30050348"
"-10","12","7","5","30050349"
"-8","12","7","5","30050350"
"-6","11","7","5","30050351"
"-4","11","6","5","30050352"
"-7","11","0","5","30050353"
"-5","11","0","5","30050354"
"-1","13","6","5","30050355"
"-2.3","12","6","5","30050356"
"4","11","10.8","5","30050357"
"6.5","12","8.5","5","30050358"
"5.8","12","6.8","5","30050359"
"6","13","5","5","30050360"
"6","11","2.8","5","30050361"
"2.1","11","2.7","5","30050362"
"-12","12","-4","5","30050363"
"-12","11","-6","5","30050364"
"-10","13","-3","5","30050365"
"-11","13","-4","5","30050366"
"1.8","11","5.6","5","30050367"
"3.5","13","15.8","5","30050368"
"0.9","13","18.6","5","30050369"
"4.1","11","18.7","5","30050370"
"0.6","12","13.5","5","30050371"
"-1","13","14.8","5","30050372"
"-1","13","16","5","30050373"
"-2","11","15","5","30050374"
"-2","11","19","5","30050375"
"-1","11","19","5","30050376"
"-7.5","12","13.1","5","30050377"
"-5","11","13","5","30050378"
"-9","13","16","5","30050379"
"-8","13","15","5","30050380"
"-9","12","14","5","30050381"
"-10","11","15.8","5","30050382"
"-10","11","17.6","5","30050383"
"-10.2","12","19.5","5","30050384"
"-13.6","12","13.8","5","30050390"
"-13.5","12","10.7","5","30050391"
"-10.7","11","10.6","5","30050392"
"-10","11","12","5","30050393"
"-14.1","12","18","5","30050394"
"-14","13","20","5","30050395"
"-13","13","19","5","30050396"
"-15","13","21","5","30050397"
"-18.2","12","18.7","5","30050398"
"-20","11","18.7","5","30050399"
"-20","12","14.7","5","30050400"
"-20","11","13","5","30050401"
"-19.9","11","10.9","5","30050402"
"-20","13","12","5","30050403"
"-20","13","16","5","30050404"
"-22.9","11","14","5","30050405"
"-22.8","13","15","5","30050406"
"-23","12","19","5","30050407"
"-23","11","21","5","30050408"
"-23","13","22","5","30050409"
"-23","13","20","5","30050410"
"-21.2","12","23.6","5","30050411"
"-18.2","12","23.6","5","30050412"
"-5.7","991006","-20.8","5","30050413"
"-5.7","991006","-19","5","30050414"
"-0.4","11","-3.2","5","30050416"
"-2.1","12","-3.3","5","30050417"
"1","12","-0.4","5","30050418"
"-0.4","11","-0.5","5","30050419"
"-2.1","12","-0.5","5","30050420"
"1","991005","-1.8","5","30050421"
"-0.8","991005","-1.8","5","30050422"
"-2.3","991005","-1.8","5","30050423"
"-13.1","991005","15.2","5","30050424"
"-15.3","991005","15.2","5","30050425"
"-17.4","991005","15.2","5","30050426"
"-14","13","16","5","30050427"
"-16","13","16","5","30050428"
"-18","13","16","5","30050429"
"-19.2","12","7.8","5","30050430"
"-22.8","13","10.6","5","30050431"
"-22.7","11","9.5","5","30050432"
"-4.8","991001","16.5","5","30050433"
"-4.8","991002","17.5","5","30050434"
"1.4","991001","7.7","5","30050435"
"1.4","991002","8.3","5","30050436"
"1.5","991002","16","5","30050437"
"1.3","991003","15.6","5","30050438"
"-17.1","991001","5.5","5","30050439"
"-17.1","991002","6.5","5","30050440"
"-23.6","11","7","6","30060001"
"-21.3","12","17.2","6","30060003"
"-21.8","13","6.4","6","30060005"
"-21.8","13","8.4","6","30060006"
"-21","11","4","6","30060007"
"-15.7","11","1.6","6","30060008"
"-16.7","11","3.5","6","30060009"
"-21.9","13","1.5","6","30060010"
"-23.7","13","2.7","6","30060011"
"-23.7","13","-3","6","30060012"
"-22.8","12","-5.9","6","30060018"
"-21.6","11","-10.5","6","30060019"
"-19.7","13","-11.5","6","30060020"
"-19.7","13","-13.5","6","30060021"
"-19.7","13","-9.5","6","30060022"
"-23.8","12","-16.1","6","30060023"
"-23.7","11","-18.7","6","30060024"
"-21.8","11","-21","6","30060025"
"-3.8","13","-10.9","6","30060036"
"-11.1","12","-10.3","6","30060043"
"-14.3","12","-11.6","6","30060044"
"-4.8","12","-15.1","6","30060045"
"1.3","11","-10","6","30060054"
"-6.3","12","4.1","6","30060062"
"-4.2","11","12.7","6","30060064"
"-2.9","11","11.9","6","30060065"
"-7.4","13","15.5","6","30060067"
"-9.7","13","16.4","6","30060068"
"-25","11","18.1","6","30060073"
"-16.7","13","17.5","6","30060077"
"-10.9","990002","23.4","6","30060079"
"-23.7","990001","5","6","30060080"
"-10.6","990001","-13","6","30060081"
"-13","11","1.8","6","30060083"
"-10.5","13","10.6","6","30060085"
"-16.7","13","8.5","6","30060086"
"-14.2","12","11.6","6","30060087"
"-14.2","12","9.7","6","30060088"
"-3.7","13","-0.5","6","30060089"
"-3.7","13","0.6","6","30060090"
"-7.3","12","-6.5","6","30060091"
"-6.1","12","-5.4","6","30060092"
"-6.1","13","-6.7","6","30060093"
"-7.5","13","-5.5","6","30060094"
"-5.8","13","-10.9","6","30060095"
"-7.2","11","-11.1","6","30060097"
"-12.3","12","-19.5","6","30060098"
"-10.4","12","-19.5","6","30060099"
"-8.9","13","-18","6","30060100"
"-11.4","13","-16.5","6","30060101"
"-21.5","13","-17.4","6","30060102"
"-20.1","13","-16","6","30060103"
"-20.1","12","-17.4","6","30060104"
"-21.9","13","-2.1","6","30060106"
"-21.9","11","21.2","6","30060107"
"-24.2","11","20.3","6","30060108"
"-1.8","12","16.8","6","30060115"
"-10.6","11","1","6","30060116"
"-10.6","11","2.5","6","30060117"
"0.1","13","9","6","30060118"
"0.1","13","7.5","6","30060119"
"-0.6","11","4.8","6","30060120"
"-1.8","12","19.4","6","30060121"
"-1.8","12","21.7","6","30060122"
"-1.7","13","20.5","6","30060123"
"-1.7","13","18.1","6","30060124"
"2.2","11","15.8","6","30060125"
"1.2","13","19.5","6","30060126"
"1.2","13","21","6","30060127"
"1.2","13","22.5","6","30060128"
"-11.5","13","20","6","30060130"
"-10.1","11","-4","6","30060132"
"-22.8","12","-8","6","30060135"
"-13.6","11","-18.8","6","30060137"
"-11.1","11","-14.3","6","30060138"
"-12","12","-4","6","30060139"
"-16.7","13","10.4","6","30060140"
"-21.6","11","-12.6","6","30060141"
"-19","11","-25.2","6","30060145"
"-1.9","13","-4.8","6","30060146"
"-2.2","11","-7.2","6","30060148"
"1.4","11","14.2","6","30060150"
"-1.7","11","8.5","6","30060151"
"-2.6","11","10","6","30060152"
"-5.2","12","9.5","6","30060153"
"-10","13","12.5","6","30060154"
"-6","13","12.8","6","30060155"
"-5.6","12","16.6","6","30060156"
"-7","12","23","6","30060157"
"-5.6","11","19.7","6","30060158"
"-5.6","11","21.7","6","30060159"
"-18.8","12","5.5","6","30060161"
"-18.7","11","7.5","6","30060162"
"-18.8","12","9.5","6","30060163"
"-18.6","11","11.5","6","30060164"
"-18.7","13","13.3","6","30060165"
"-19.4","13","15.3","6","30060166"
"-21.3","12","-16","6","30060167"
"-14.8","13","-6","6","30060168"
"-14.8","12","-4.5","6","30060169"
"-14.8","13","-3","6","30060170"
"-14.8","12","-1.5","6","30060171"
"-13.6","11","-7.6","6","30060172"
"-8.1","11","-14.3","6","30060175"
"-6.8","11","-15.8","6","30060176"
"-20.6","13","-25","6","30060179"
"-17.4","13","-25.1","6","30060180"
"-23.6","11","10","6","30060181"
"-15.9","13","20.9","6","30060182"
"-15.9","13","22.9","6","30060183"
"-12.6","11","22.7","6","30060184"
"-9.6","990001","7","6","30060186"
"-19.7","991005","-20.8","6","30060187"
"-18.7","991005","-20.8","6","30060188"
"-17.7","991005","-20.8","6","30060189"
"-16.7","991005","-20.8","6","30060190"
"-2.8","991006","-0.8","6","30060191"
"-2.8","991006","0.2","6","30060192"
"-2.8","991006","1.2","6","30060193"
"-4.7","991005","18.2","6","30060194"
"-5.7","991005","18.2","6","30060195"
"-6.7","991005","18.2","6","30060196"
"-7.7","991005","18.2","6","30060197"
"-10.2","12","-7.7","6","30060198"
"-16.6","12","-8.2","6","30060199"
"-17","11","-10.4","6","30060200"
"-17.4","11","-13","6","30060201"
"-19","12","-4.3","6","30060202"
"-17.8","11","-6.2","6","30060203"
"-18.2","11","-8.1","6","30060204"
"-21.3","12","15.1","6","30060205"
"-21.3","12","11.9","6","30060206"
"-19.4","13","17.1","6","30060207"
"-18.7","991005","16.2","6","30060208"
"-19.7","991005","16.2","6","30060209"
"-20.7","991005","16.2","6","30060210"
"-21.7","991005","16.2","6","30060211"
"-22.7","991005","16.2","6","30060212"
"-14.1","11","-23.3","6","30060213"
"-14.1","11","-21.3","6","30060214"
"-2.8","13","-9.5","6","30060216"
"0.1","11","-11.2","6","30060217"
"-2","11","-13.9","6","30060218"
"2","12","-7.5","6","30060221"
"-1.9","13","-0.5","6","30060222"
"-1.9","13","0.6","6","30060223"
"2.9","11","-1.2","6","30060224"
"-3","11","-3.3","6","30060225"
"-0.1","11","-3","6","30060227"
"3.2","11","1.7","6","30060228"
"0.7","11","4.1","6","30060229"
"1.8","12","11.6","6","30060230"
"4.2","11","19.8","6","30060231"
"4.2","11","23","6","30060232"
"-9.9","13","8.9","6","30060233"
"-10.5","13","5.6","6","30060234"
"-9.9","13","4.5","6","30060235"
"-19.5","11","21.3","6","30060236"
"-19.4","13","-22","6","30060243"
"-17.4","13","-22","6","30060244"
"-18.4","13","-20","6","30060245"
"-20.7","991004","-6.6","6","30060246"
"-21.2","991003","-6.6","6","30060247"
"-21.6","991003","-14.3","6","30060248"
"-20.3","991004","-14.3","6","30060249"
"-5.2","991001","-13.1","6","30060250"
"-5.2","991002","-12.7","6","30060251"
"-4.2","991001","-6.6","6","30060252"
"-4.2","991002","-5.2","6","30060253"
"-7.2","991002","2.8","6","30060254"
"-7.2","991001","1.4","6","30060255"
"-4.2","991001","5.9","6","30060256"
"-4.2","991002","6.3","6","30060257"
"-13.6","991003","17.8","6","30060258"
"-12.3","991004","17.8","6","30060259"
"-13.2","991001","4.4","6","30060260"
"-13.2","991002","5.8","6","30060261"
"-21.2","990001","19","7","30070003"
"-21.2","990001","-4","7","30070004"
"3","991003","5.8","7","30070019"
"3.4","991002","6.1","7","30070020"
"-22","21","-11.2","7","30070035"
"-18.8","21","-8.4","7","30070038"
"-14","22","-15.6","7","30070040"
"-14","22","-7.4","7","30070041"
"-11.7","21","-10.4","7","30070042"
"-12.8","21","-19.5","7","30070046"
"-11.4","21","-21","7","30070047"
"-8.1","22","-20","7","30070048"
"-6.5","23","-18.7","7","30070050"
"-7.8","21","-13.9","7","30070051"
"-6.3","23","-10.5","7","30070052"
"-11","21","-5.8","7","30070055"
"-6.3","23","-8.5","7","30070058"
"-4.8","21","-17","7","30070062"
"-5","22","-12.5","7","30070064"
"-2.7","21","-19","7","30070067"
"-2.4","23","-15.5","7","30070068"
"1.2","21","-18.8","7","30070069"
"2.3","21","-17.2","7","30070070"
"0.4","21","-22","7","30070072"
"-2.4","23","-13.5","7","30070077"
"5.7","21","-19","7","30070078"
"9.2","21","-17.6","7","30070079"
"3.5","22","-12.8","7","30070080"
"9.5","21","-11.7","7","30070081"
"0","22","-5.6","7","30070088"
"7.2","21","-7.6","7","30070090"
"0.8","23","1","7","30070096"
"-0.9","21","2.6","7","30070097"
"1.1","21","7.2","7","30070099"
"4.1","21","2.5","7","30070102"
"4.7","21","15.7","7","30070108"
"3.3","21","13.7","7","30070110"
"-1.7","21","8.6","7","30070113"
"-6.7","21","10.8","7","30070114"
"0.1","22","10.5","7","30070115"
"-5","22","15","7","30070116"
"-0.3","23","13.9","7","30070117"
"-10.6","23","11","7","30070119"
"-13.6","21","14.9","7","30070123"
"-19.2","23","16.5","7","30070124"
"-18.5","23","12.4","7","30070125"
"-13.9","21","8.9","7","30070127"
"-21.8","21","15","7","30070131"
"-19.3","23","11.6","7","30070132"
"-21.8","22","9.5","7","30070133"
"-21.6","21","4.3","7","30070134"
"-21.1","21","0","7","30070136"
"-19.3","23","3.1","7","30070137"
"-18.8","23","5.8","7","30070138"
"-17.2","23","4.1","7","30070139"
"-15.5","21","1.9","7","30070141"
"-14.1","22","5.9","7","30070143"
"-13.4","23","0.2","7","30070144"
"-11.4","23","3.7","7","30070145"
"-4.9","23","0.7","7","30070147"
"-7.5","21","-0.6","7","30070148"
"-2.5","21","-1.2","7","30070154"
"-15.3","22","-5","7","30070157"
"-17.7","21","-5.6","7","30070158"
"-22","21","-1.9","7","30070159"
"-21.9","22","-6.8","7","30070160"
"-17.7","21","-15","7","30070163"
"-21.6","23","-15.1","7","30070165"
"7.1","21","5.1","7","30070167"
"3.1","23","6.9","7","30070168"
"-2.3","23","4.4","7","30070171"
"-5","21","4","7","30070172"
"-4.2","990001","-10","7","30070173"
"4.8","990001","-6","7","30070174"
"-20.1","991001","13","7","30070179"
"-19.6","991004","13.3","7","30070181"
"-7.7","991005","-5.8","7","30070186"
"-6.7","991005","-5.8","7","30070187"
"-5.6","991005","-5.8","7","30070188"
"-4.6","991005","-5.8","7","30070189"
"0","22","-4.1","7","30070190"
"1.7","22","-4.1","7","30070191"
"1.7","22","-5.6","7","30070192"
"-0.6","991005","-4.8","7","30070193"
"0.4","991005","-4.8","7","30070194"
"1.4","991005","-4.8","7","30070195"
"2.4","991005","-4.8","7","30070196"
"3.3","21","17.7","7","30070197"
"4.2","991006","13.3","7","30070198"
"4.2","991006","14.4","7","30070199"
"4.2","991006","15.6","7","30070200"
"4.2","991006","16.8","7","30070201"
"4.2","991006","18","7","30070202"
"-1.2","23","14.5","7","30070203"
"-6.7","21","6.8","7","30070204"
"-5.2","21","8.8","7","30070205"
"-5.8","991006","11","7","30070206"
"-5.8","991006","9.8","7","30070207"
"-5.8","991006","8.6","7","30070208"
"-5.8","991006","7.4","7","30070209"
"-5.8","991006","6.3","7","30070210"
"-13.4","23","-1.8","7","30070211"
"6.9","22","11.1","7","30070212"
"8","22","15.4","7","30070213"
"0.3","21","17.9","7","30070224"
"-7.9","21","22.3","7","30070227"
"-18.7","21","21.7","7","30070232"
"-16.4","21","17","7","30070233"
"-9.7","21","17.1","7","30070234"
"-11.9","23","22.4","7","30070236"
"-16.1","22","22","7","30070237"
"-0.4","23","15.2","7","30070240"
"3.4","22","21.2","7","30070241"
"-3.4","22","22.7","7","30070245"
"6.7","23","-2.5","7","30070247"
"6.6","23","-1.5","7","30070249"
"7.2","23","-1.9","7","30070250"
"-11.8","23","4.7","7","30070254"
"-10.8","23","4.4","7","30070255"
"7.2","22","1.4","7","30070256"
"-18.5","23","10.8","7","30070257"
"6.1","23","-16.5","7","30070258"
"-6.4","22","-6.6","7","30070259"
"-7.4","22","-5","7","30070260"
"-5.3","22","-5","7","30070261"
"-11.5","23","11.5","7","30070262"
"-10.7","23","11.9","7","30070263"
"-18.5","23","17.4","7","30070264"
"-21.9","23","-14.4","7","30070265"
"-22.2","23","-15","7","30070266"
"-4.2","22","15.8","7","30070267"
"-12.3","23","22.7","7","30070268"
"5.5","23","-9.5","7","30070269"
"1.6","23","-9.5","7","30070270"
"3.3","22","-21.9","7","30070271"
"-22.5","990001","17.1","8","30080013"
"-19","991004","-8.2","8","30080074"
"-22.5","990001","-16","8","30080076"
"-9.4","991003","2.8","8","30080193"
"-8.3","991004","2.8","8","30080194"
"-16.6","991001","11.8","8","30080204"
"-16.6","991002","12.2","8","30080205"
"-20.6","991003","-8.2","8","30080209"
"-4.5","990001","-11","8","30080213"
"1.7","991003","-6.4","8","30080214"
"2.2","991004","-6.4","8","30080215"
"-15.2","991001","-22.2","8","30080221"
"-15.2","991002","-21.8","8","30080222"
"-18.6","991001","-0.2","8","30080223"
"-18.6","991002","0.2","8","30080224"
"-10.6","991001","-22.7","8","30080233"
"-10.6","991002","-21.3","8","30080234"
"-2.7","990001","12","8","30080235"
"-16.7","991006","-4.2","8","30080236"
"-16.7","991006","-5.7","8","30080237"
"24.3","23","-25.5","8","30080238"
"24.5","21","-25.2","8","30080239"
"-22.7","23","8.5","8","30080240"
"-20.3","21","13.8","8","30080241"
"-22.7","21","5","8","30080242"
"-22.7","23","6.5","8","30080244"
"24.4","22","-25.4","8","30080245"
"-19.2","22","4.5","8","30080246"
"-15.6","21","2.9","8","30080250"
"-17.8","21","3","8","30080251"
"-13.4","22","8.2","8","30080252"
"-11.7","23","5.4","8","30080254"
"-11.7","23","3.5","8","30080255"
"-10.8","21","1.5","8","30080256"
"-11.2","21","-1.6","8","30080257"
"-13.8","22","1.5","8","30080259"
"-21.3","22","1.6","8","30080260"
"-22.8","21","1.6","8","30080261"
"-24","22","-0.5","8","30080262"
"-24","22","-2.7","8","30080263"
"-16","23","-4","8","30080264"
"-16","23","-5","8","30080265"
"-16","23","-6","8","30080266"
"-18","23","-4","8","30080267"
"-18","23","-5","8","30080268"
"-18","23","-6","8","30080269"
"-21","21","-7","8","30080270"
"-19.8","22","-5.5","8","30080271"
"-17.1","22","-9.3","8","30080272"
"-17.2","22","-12.2","8","30080274"
"-22","21","-10","8","30080275"
"-22","21","-12","8","30080276"
"-16.8","22","-14.4","8","30080277"
"-15.9","21","-16.6","8","30080278"
"-16","21","-19.5","8","30080279"
"-14","22","-19","8","30080281"
"-13","22","-17","8","30080282"
"-13.8","21","-24","8","30080284"
"-20.6","21","-23.1","8","30080286"
"-17.7","21","-23.1","8","30080287"
"-22","22","-20","8","30080288"
"-22","22","-22","8","30080289"
"-19.3","23","-23.2","8","30080290"
"-11.5","22","-23.6","8","30080292"
"-12.4","21","-20.1","8","30080294"
"-8.4","22","-19","8","30080297"
"-6.6","23","-20.7","8","30080300"
"-5.4","22","-23.7","8","30080303"
"-2.9","21","-23.8","8","30080305"
"-1","21","-21.8","8","30080306"
"-1.2","22","-18","8","30080309"
"-4.1","21","-16.1","8","30080310"
"-2.2","21","-15","8","30080311"
"-6.1","23","-16.4","8","30080313"
"-11.8","21","-10.6","8","30080315"
"-7.6","22","-16.2","8","30080316"
"-11","23","-14","8","30080318"
"-10","23","-14","8","30080319"
"-12","23","-14","8","30080320"
"-14","22","-14.1","8","30080321"
"-6","21","-9.7","8","30080323"
"-9.5","21","-8","8","30080324"
"-6","22","-5.8","8","30080327"
"-8.8","23","-4.8","8","30080328"
"-3.7","21","-5.7","8","30080329"
"-2.2","22","-9","8","30080330"
"-1.7","22","-11.8","8","30080331"
"0.1","22","-9.8","8","30080332"
"-1","23","-13","8","30080334"
"0.2","23","-10.9","8","30080335"
"-2.6","23","-10.7","8","30080336"
"1","21","-16","8","30080337"
"3.6","21","-15.3","8","30080338"
"2.1","23","-5.9","8","30080340"
"4","21","-10.2","8","30080341"
"-0.1","22","-5.2","8","30080343"
"0.3","22","-2.9","8","30080344"
"4.7","21","-3.3","8","30080346"
"4.2","21","-1","8","30080347"
"-9.2","23","4.2","8","30080348"
"-10","22","7","8","30080349"
"-6","21","7","8","30080351"
"-7","21","0","8","30080353"
"-4.9","21","0","8","30080354"
"-2.9","22","5.8","8","30080356"
"4","21","10.8","8","30080357"
"2.1","21","3","8","30080362"
"-12","22","-4","8","30080363"
"-12","21","-6","8","30080364"
"-9.6","23","-3","8","30080365"
"-10.5","23","-4.6","8","30080366"
"1.8","21","5.6","8","30080367"
"3.5","23","15.8","8","30080368"
"0.9","23","18.7","8","30080369"
"4.1","21","18.7","8","30080370"
"0.6","22","13.5","8","30080371"
"-1","23","15.8","8","30080373"
"-2","21","19","8","30080375"
"-8.5","21","22.5","8","30080376"
"-7.5","22","13.1","8","30080377"
"-5","21","13","8","30080378"
"-9","23","16","8","30080379"
"-8","23","15","8","30080380"
"-10.2","22","19.5","8","30080384"
"-11.2","21","11.1","8","30080392"
"-13.3","23","15.9","8","30080395"
"-13.3","23","14.5","8","30080396"
"-15","23","21","8","30080397"
"-18.3","22","18.1","8","30080398"
"-19.9","21","10.2","8","30080402"
"-22.8","23","15","8","30080406"
"-23.3","22","18.7","8","30080407"
"-22.9","21","21.3","8","30080408"
"-21.2","22","23.6","8","30080411"
"-18.2","22","23.6","8","30080412"
"-5.7","991006","-20.6","8","30080413"
"-5.7","991006","-19.3","8","30080414"
"-2.1","22","-2.9","8","30080417"
"0.3","22","-0.9","8","30080418"
"-2.1","22","-0.9","8","30080420"
"1","991005","-1.8","8","30080421"
"-0.8","991005","-1.8","8","30080422"
"-2.3","991005","-1.8","8","30080423"
"-13.1","991005","15.2","8","30080424"
"-15.3","991005","15.2","8","30080425"
"-17.4","991005","15.2","8","30080426"
"-19.2","22","7.8","8","30080430"
"-22.7","23","10.5","8","30080431"
"-19.9","21","16.7","8","30080432"
"-4.8","991001","16.5","8","30080433"
"-4.8","991002","17.5","8","30080434"
"1.4","991001","7.7","8","30080435"
"1.4","991002","8.3","8","30080436"
"1.5","991002","16","8","30080437"
"1.3","991003","15.6","8","30080438"
"-17.1","991001","5.5","8","30080439"
"-17.1","991002","6.5","8","30080440"
"-15.6","23","-9.2","8","30080441"
"-14.5","23","-11.3","8","30080442"
"-13.6","23","-9.3","8","30080443"
"-6.6","23","-19.7","8","30080444"
"-6.6","23","-18.7","8","30080445"
"-5.1","23","-20.7","8","30080446"
"-5.1","23","-19.7","8","30080447"
"-5.1","23","-18.7","8","30080448"
"4.9","23","4.5","8","30080449"
"4.9","23","6.5","8","30080450"
"4.9","23","5.5","8","30080451"
"4.9","23","7.5","8","30080452"
"-9.2","23","14.7","8","30080453"
"-2.8","22","9.7","8","30080455"
"-5.6","23","9.5","8","30080456"
"-8.4","23","8.4","8","30080457"
"-7.6","23","11.6","8","30080458"
"-15.4","23","14.5","8","30080459"
"-15.4","23","15.9","8","30080460"
"-17.5","23","14.5","8","30080461"
"-17.5","23","15.9","8","30080462"
"-5","22","21","8","30080463"
"-12.6","22","22.6","8","30080464"
"-8.4","22","-10.7","8","30080465"
"-6.9","21","-12.9","8","30080466"
"-23.8","21","7","9","30090001"
"-21.3","22","17.2","9","30090003"
"-21.8","23","6.4","9","30090005"
"-21.8","23","8.4","9","30090006"
"-21","21","4","9","30090007"
"-15.7","21","1.6","9","30090008"
"-16.9","21","3.5","9","30090009"
"-21.9","23","1.5","9","30090010"
"-23.7","23","2.7","9","30090011"
"-23.7","23","-3","9","30090012"
"-22.8","22","-5.9","9","30090018"
"-21.8","21","-10.5","9","30090019"
"-19.7","23","-11.5","9","30090020"
"-19.7","23","-13.5","9","30090021"
"-19.7","23","-9.5","9","30090022"
"-23.8","22","-16.1","9","30090023"
"-23.8","21","-18.7","9","30090024"
"-21.8","21","-21","9","30090025"
"-3.8","23","-10.9","9","30090036"
"-11.1","22","-10.3","9","30090043"
"-14.3","22","-11.6","9","30090044"
"-4.8","22","-15.1","9","30090045"
"1.3","21","-10","9","30090054"
"-6.3","22","4.1","9","30090062"
"-4.2","21","12.7","9","30090064"
"-2.9","21","11.9","9","30090065"
"-7.4","23","15.5","9","30090067"
"-9.7","23","16.4","9","30090068"
"-25","21","18.1","9","30090073"
"-16.7","23","17.5","9","30090077"
"-10.9","990002","23.4","9","30090079"
"-23.7","990001","5","9","30090080"
"-10.6","990001","-13","9","30090081"
"-13","21","1.8","9","30090083"
"-10.5","23","10.6","9","30090085"
"-16.7","23","8.5","9","30090086"
"-14.2","22","11.6","9","30090087"
"-14.2","22","9.7","9","30090088"
"-3.7","23","-0.5","9","30090089"
"-3.7","23","0.6","9","30090090"
"-7.3","22","-6.5","9","30090091"
"-6.1","22","-5.4","9","30090092"
"-6.1","23","-6.7","9","30090093"
"-7.5","23","-5.5","9","30090094"
"-5.8","23","-10.9","9","30090095"
"-7.2","21","-11.1","9","30090097"
"-12.3","22","-19.5","9","30090098"
"-10.4","22","-19.5","9","30090099"
"-8.9","23","-18","9","30090100"
"-11.4","23","-16.5","9","30090101"
"-21.5","23","-17.4","9","30090102"
"-20.1","23","-16","9","30090103"
"-20.1","22","-17.4","9","30090104"
"-21.9","23","-2.1","9","30090106"
"-21.9","21","21.2","9","30090107"
"-24.2","21","20.3","9","30090108"
"-1.8","22","16.8","9","30090115"
"-10.8","21","1","9","30090116"
"-10.8","21","2.5","9","30090117"
"0.1","23","9","9","30090118"
"0.1","23","7.5","9","30090119"
"-0.6","21","4.8","9","30090120"
"-1.8","22","19.4","9","30090121"
"-1.8","22","21.7","9","30090122"
"-1.7","23","20.5","9","30090123"
"-1.7","23","18.1","9","30090124"
"2.2","21","15.8","9","30090125"
"1.2","23","19.5","9","30090126"
"1.2","23","21","9","30090127"
"1.2","23","22.5","9","30090128"
"-11.5","23","20","9","30090130"
"-10.1","21","-4","9","30090132"
"-22.8","22","-8","9","30090135"
"-13.7","21","-18.9","9","30090137"
"-11.1","21","-14.3","9","30090138"
"-12","22","-4","9","30090139"
"-16.7","23","10.4","9","30090140"
"-21.8","21","-12.6","9","30090141"
"-19","21","-25.2","9","30090145"
"-1.9","23","-4.8","9","30090146"
"-2.2","21","-7.2","9","30090148"
"1.4","21","14.2","9","30090150"
"-1.9","21","8.5","9","30090151"
"-2.9","21","10","9","30090152"
"-5.2","22","9.5","9","30090153"
"-10","23","12.5","9","30090154"
"-6","23","12.8","9","30090155"
"-5.6","22","16.6","9","30090156"
"-7","22","23","9","30090157"
"-5.8","21","19.7","9","30090158"
"-5.8","21","21.7","9","30090159"
"-18.8","22","5.5","9","30090161"
"-19","21","7.5","9","30090162"
"-18.8","22","9.5","9","30090163"
"-19","21","11.5","9","30090164"
"-18.7","23","13.3","9","30090165"
"-19.4","22","15.3","9","30090166"
"-21.3","22","-16","9","30090167"
"-14.8","23","-6","9","30090168"
"-14.8","22","-4.5","9","30090169"
"-14.8","23","-3","9","30090170"
"-14.8","22","-1.5","9","30090171"
"-13.6","21","-7.6","9","30090172"
"-8.1","21","-14.3","9","30090175"
"-6.8","21","-15.8","9","30090176"
"-20.6","23","-25","9","30090179"
"-17.4","23","-25.1","9","30090180"
"-23.8","21","10","9","30090181"
"-15.9","23","20.9","9","30090182"
"-15.9","23","22.9","9","30090183"
"-12.6","21","22.7","9","30090184"
"-9.6","990001","7","9","30090186"
"-19.7","991005","-20.8","9","30090187"
"-18.7","991005","-20.8","9","30090188"
"-17.7","991005","-20.8","9","30090189"
"-16.7","991005","-20.8","9","30090190"
"-2.8","991006","-0.8","9","30090191"
"-2.8","991006","0.2","9","30090192"
"-2.8","991006","1.2","9","30090193"
