4ac31644ae14219ce2de4b7d5085685135472db02e915cddd35ba86084e67cae,4a5c258dec8897c7211d6e96b47e22bd44fadf9cf9a32bab217fee3f319711be,f442c7356f0075449a3022541e325caeb74139a6e0a612058458aee30dea0437,3fc21db33982433a3604380e079cd2ac26ad4297175ef32799df1511688b45a8,6a1f498268843f332675fba5684aabd3a5bf36bc73758248532bdc9082c711b2,c44d985be652f38bd22d1f6c457e2d3b0d8609f08fc964793ec1dcf5f27a06c4,bae9664cdb89cce60593ff33399a96767b6bda6e9c498d1eeea79c3c744f4544,4a1c3de2c2e5398c96d50aba64a3752e90dd12e25dfc4307507f2c3995eac6f9,9506c10232544c58afa7b2ee415a5b619e5b231feec74ae8d85e44d4e3159b51,bbda6a02301fa93114de602e2e17d1e5f5cf1cdc652c07a88615f826770b6a79,50b13ef19b42b2f2cce5d575fc26e360bb378124a77cf07fc14766b3ae241273,167659741df9b581dce627629592f0523b568ca9f97d1e6ac77457c5db84c31c,442726995fe52028e5057d11415d43d61616be8fb900d642cf11b15f3e8d8267,5ef1edf93756bf5f085aee2c0e29408c1479da5332e4cba31cd57905f845181e,b5dc37d2281d637df7df7a100bb5f2cb447153d983074b4def5f2c1eea263023,fdd816db12ba54d8ef130f137b6229436e4b6bed9a6d849e523de92227ebbe02,35556916f90ea1398be99395e7055517e622fd54e97edfaa703305c1cee3184d,a8e002499a49c047a5976f531a8644b3f2dfa5a41e35c7925c56533a3eaf9021,0bec971faf0d78b5c0f49ccf2fe2ae0401de33015c1e59872f6ea2386a359326
"10104","1.5","40","2","1","1.5","5","238","0","-40","1","5104323","0","","600","0","0","0","610104005"
"10104","1.5","0","3","1","1.5","5","238","0","-40","1","0","0","","0","0","0","0","610104006"
"10105","1.55","62","1","1","1.5","5","181","0","-45","1","5078322","0","","0","0","0","5078321","610105004"
"10105","1.55","0","2","1","1.5","5","181","0","-45","4","5078323","0","","0","490","0","0","610105005"
"10105","1.55","0","3","1","1.5","5","181","0","-45","1","0","0","","0","0","0","0","610105006"
"10106","1.2","0","1","1","5.5","5","240","0","0","3","5106322","3","","600","12","610106401","5106321","610106004"
"10106","1.2","60","2","1","1.5","5","240","0","0","1","5106323","0","","600","0","610106402","0","610106005"
"10106","1.2","0","3","1","1.5","5","240","0","0","1","0","0","","0","0","0","0","610106006"
"10107","1.4","0","1","1","5.5","5","184","0","-70","2","5080322","3","","600","0","610107401","5080321","610107004"
"10107","1.5","60","2","1","1.5","5","184","0","-70","1","5080323","0","","0","0","610107402","0","610107005"
"10107","1.5","0","3","1","1.5","5","184","0","-70","1","0","0","","0","0","0","0","610107006"
"10108","1.55","80","1","1","5.5","5","243","0","-35","1","5108322","3","","600","0","610108401","5108321","610108004"
"10108","1.55","60","2","1","1.5","5","243","0","-35","1","5108323","0","","600","0","610108402","0","610108005"
"10108","1.55","0","3","1","1.5","5","243","0","-35","1","0","0","","0","0","0","0","610108006"
"10109","2","0","1","1","5.5","5","187","0","-20","3","5082322","3","","600","20","610109401","5082321","610109004"
"10109","2","69","2","1","1.5","5","187","0","-20","1","5082323","0","","0","0","0","0","610109005"
"10109","2","0","3","1","1.5","5","187","0","-20","1","0","0","","0","0","0","0","610109006"
"10110","1","69","1","1","5.5","5","246","0","-50","5","5110322","3","","600","10000000","610110401","5110321","610110004"
"10110","0.85","0","2","1","1.5","5","246","0","-50","2","5110323","0","","600","0","610110402","0","610110005"
"10110","1","0","3","1","1.5","5","246","0","-50","1","0","0","","0","0","0","0","610110006"
"10111","1.35","60","1","1","5.5","5","246","0","-78","1","5111322","3","","600","0","610111401","5111321","610111004"
"10111","1.2","0","2","1","1.5","5","246","0","-55","2","5111323","0","","600","0","610111402","0","610111005"
"10111","1.35","0","3","1","1.5","5","246","0","-78","1","0","0","","0","0","0","0","610111006"
"10112","1.35","0","1","1","5.5","5","190","0","5","2","5084322","3","","600","0","610112401","5084321","610112004"
"10112","1.35","0","2","1","1.5","5","190","0","5","3","5084323","0","","600","10","0","0","610112005"
"10112","1.35","0","3","1","1.5","5","190","0","5","1","0","0","","0","0","0","0","610112006"
"10113","0.95","0","1","1","5.5","5","190","0","-20","2","5085322","3","","600","0","610113401","5085321","610113004"
"10113","1.2","68","2","1","1.5","5","190","0","-20","1","5085323","0","","600","0","0","0","610113005"
"10113","1.2","0","3","1","1.5","5","190","0","-20","1","0","0","","0","0","0","0","610113006"
"10114","1.25","0","1","1","5.5","5","249","0","20","3","5114322","3","","600","16","610114401","5114321","610114004"
"10114","1.25","58","2","1","1.5","5","249","0","20","1","5114323","0","","600","0","610114402","0","610114005"
"10114","1.25","0","3","1","1.5","5","249","0","20","1","0","0","","0","0","0","0","610114006"
"10115","1.4","0","1","1","5.5","5","193","0","-70","3","5088322","3","","600","15","610115401","5088321","610115004"
"10115","1.5","72","2","1","1.5","5","193","0","-70","1","5088323","0","","0","0","610115402","0","610115005"
"10115","1.5","0","3","1","1.5","5","193","0","-70","1","0","0","","0","0","0","0","610115006"
"10116","1.85","74","1","1","5.5","5","252","0","-25","1","5116322","3","","600","0","610116401","5116321","610116004"
"10116","1.85","53","2","1","1.5","5","252","0","-25","1","5116323","0","","0","0","610116402","0","610116005"
"10116","1.85","0","3","1","1.5","5","252","0","-25","1","0","0","","0","0","0","0","610116006"
"10117","1.18","86","1","1","5.5","5","196","0","-45","1","5090322","3","","600","0","0","5090321","610117004"
"10117","1.18","0","2","1","1.5","5","196","0","-45","4","5090323","0","","0","300","0","0","610117005"
"10117","1.18","0","3","1","1.5","5","196","0","-45","1","0","0","","0","0","0","0","610117006"
"10118","1.25","69","1","1","5.5","5","255","0","-20","1","5118322","3","","600","0","610118401","5118321","610118004"
"10118","1.25","42","2","1","1.5","5","255","0","-20","1","5118323","0","","600","0","610118402","0","610118005"
"10118","1.25","0","3","1","1.5","5","255","0","-20","1","0","0","","0","0","0","0","610118006"
"10119","1.4","70","1","1","5.5","5","199","0","-50","1","5092322","3","","600","0","0","5092321","610119004"
"10119","1.15","0","2","1","1.5","5","199","0","-20","2","5092323","0","","600","0","610119402","0","610119005"
"10119","1.4","0","3","1","1.5","5","199","0","-50","1","0","0","","0","0","0","0","610119006"
"10120","1.55","71","1","1","5.5","5","255","0","-35","1","5120322","3","","600","0","610120401","5120321","610120004"
"10120","1.2","0","2","1","1.5","5","255","0","-35","2","5120323","0","","600","0","610120402","0","610120005"
"10120","1.55","0","3","1","1.5","5","255","0","-35","1","0","0","","0","0","0","0","610120006"
"10121","2.2","0","1","1","5.5","5","200","0","-50","3","5094322","3","","600","10","610121401","5094321","610121004"
"10121","2.2","68","2","1","1.5","5","200","0","-50","1","5094323","0","","0","0","0","0","610121005"
"10121","2.2","0","3","1","1.5","5","200","0","-50","1","0","0","","0","0","0","0","610121006"
"10122","1.7","68","1","1","5.5","5","255","0","40","1","5122322","3","","600","0","610122401","5122321","610122004"
"10122","1","0","2","1","1.5","5","255","0","20","2","5122323","4.5","","600","0","610122402","0","610122005"
"10122","1.7","0","3","1","1.5","5","255","0","40","1","0","0","","0","0","0","0","610122006"
"10123","1.3","80","1","1","5.5","5","200","0","-120","1","5096322","3","","600","0","0","5096321","610123004"
"10123","1","0","2","1","1.5","5","200","0","-80","2","5096323","0","","600","0","610123402","0","610123005"
"10123","1.3","0","3","1","1.5","5","200","0","-120","1","0","0","","0","0","0","0","610123006"
"10124","0.83","0","1","1","5.5","5","255","0","-20","2","5124322","3","","600","0","610124401","5124321","610124004"
"10124","0.83","66","2","1","1.5","5","255","0","-20","1","5124323","0","","600","0","0","0","610124005"
"10124","0.83","0","3","1","1.5","5","255","0","-20","1","0","0","","0","0","0","0","610124006"
"10125","1.3","0","1","1","5.5","5","200","0","-120","2","5098322","3","","600","0","610125401","5098321","610125004"
"10125","1.1","0","2","1","1.5","5","200","0","-80","2","5098323","0","","600","0","610125402","0","610125005"
"10125","1.3","0","3","1","1.5","5","200","0","-85","1","0","0","","0","0","0","0","610125006"
"10126","1.5","83","1","1","5.5","5","255","0","-25","1","5126322","3","","600","0","610126401","5126321","610126004"
"10126","1.3","0","2","1","1.5","5","255","0","-25","2","5126323","3","","600","0","610126402","0","610126005"
"10126","1.5","0","3","1","1.5","5","255","0","-25","1","0","0","","0","0","0","0","610126006"
"10127","1.1","0","1","1","5.5","5","200","0","-50","2","5100322","3","","600","0","610127401","5100321","610127004"
"10127","1.5","64","2","1","1.5","5","200","0","-70","1","5100323","0","","600","0","0","0","610127005"
"10127","1.5","0","3","1","1.5","5","200","0","-70","1","0","0","","0","0","0","0","610127006"
"10128","1.85","0","1","1","5.5","5","255","0","-25","3","5128322","3","","600","15","610128401","5128321","610128004"
"10128","1.85","62","2","1","1.5","5","255","0","-25","1","5128323","0","","0","0","610128402","0","610128005"
"10128","1.85","0","3","1","1.5","5","255","0","-25","1","0","0","","0","0","0","0","610128006"
"10129","1.25","66","1","1","5.5","5","200","0","-85","1","5102322","3","","600","0","0","5102321","610129004"
"10129","1.1","0","2","1","1.5","5","200","0","-80","2","5102323","0","","600","0","610129402","0","610129005"
"10129","1.25","0","3","1","1.5","5","200","0","-85","1","0","0","","0","0","0","0","610129006"
"10130","1.2","78","1","1","5.5","5","255","0","0","1","5130322","3","","600","0","0","5130321","610130004"
"10130","1","0","2","1","1.5","5","255","0","0","2","5130323","0","","600","0","610130402","0","610130005"
"10130","1.2","0","3","1","1.5","5","255","0","0","1","0","0","","0","0","0","0","610130006"
"10131","1.3","0","1","1","5.5","5","200","0","0","2","5104322","3","","600","0","610131401","5104321","610131004"
"10131","1.5","40","2","1","1.5","5","200","0","-40","1","5104323","0","","600","0","0","0","610131005"
"10131","1.5","0","3","1","1.5","5","200","0","-40","1","0","0","","0","0","0","0","610131006"
"10132","1","0","1","1","5.5","5","255","0","-60","3","5132322","3","","600","15","610132401","5132321","610132004"
"10132","1","70","2","1","1.5","5","255","0","-60","1","5132323","0","","0","0","610132402","0","610132005"
"10132","1","0","3","1","1.5","5","255","0","-60","1","0","0","","0","0","0","0","610132006"
"10133","1.2","0","1","1","5.5","5","200","0","0","3","5106322","3","","600","12","610133401","5106321","610133004"
"10133","1.2","60","2","1","1.5","5","200","0","0","1","5106323","0","","600","0","610133402","0","610133005"
"10133","1.2","0","3","1","1.5","5","200","0","0","1","0","0","","0","0","0","0","610133006"
"10134","1.85","55","1","1","5.5","5","255","0","-50","1","5134322","3","","600","0","0","5134321","610134004"
"10134","1.85","0","2","1","1.5","5","255","0","-50","3","5134323","3","","600","30","610134402","0","610134005"
"10134","1.85","0","3","1","1.5","5","255","0","-50","1","0","0","","0","0","0","0","610134006"
"10135","1.55","85","1","1","5.5","5","200","0","-35","1","5108322","3","","600","0","610135401","5108321","610135004"
"10135","1.55","70","2","1","1.5","5","200","0","-35","1","5108323","0","","600","0","610135402","0","610135005"
"10135","1.55","0","3","1","1.5","5","200","0","-35","1","0","0","","0","0","0","0","610135006"
"10136","1.1","0","1","1","5.5","5","255","0","0","2","5136322","3","","600","0","610136401","5136321","610136004"
"10136","1.5","84","2","1","1.5","5","255","0","-50","1","5136323","0","","600","0","0","0","610136005"
"10136","1.5","0","3","1","1.5","5","255","0","-50","1","0","0","","0","0","0","0","610136006"
"10137","0.85","75","1","1","5.5","5","255","0","0","1","5137322","0","","0","0","0","5137321","610137004"
"10137","0.85","50","2","1","1.5","5","255","0","0","1","5137323","0","","0","0","0","0","610137005"
"10137","0.85","0","3","1","1.5","5","255","0","0","1","0","0","","0","0","0","0","610137006"
"10138","1","69","1","1","5.5","5","200","0","-50","5","5110322","3","","600","2000000","610138401","5110321","610138004"
"10138","0.85","0","2","1","1.5","5","200","0","-50","2","5110323","0","","600","0","610138402","0","610138005"
"10138","1","0","3","1","1.5","5","200","0","-50","1","0","0","","0","0","0","0","610138006"
"10139","1.35","62","1","1","5.5","5","200","0","-78","1","5111322","3","","600","0","610139401","5111321","610139004"
"10139","1.2","0","2","1","1.5","5","200","0","-55","2","5111323","0","","600","0","610139402","0","610139005"
"10139","1.35","0","3","1","1.5","5","200","0","-78","1","0","0","","0","0","0","0","610139006"
"10140","1.4","86","1","1","5.5","5","255","0","0","1","5140322","3","","600","0","0","5140321","610140004"
"10140","1.4","52","2","1","1.5","5","255","0","0","1","5140323","0","","0","0","0","0","610140005"
"10140","1.4","0","3","1","1.5","5","255","0","0","1","0","0","","0","0","0","0","610140006"
"10141","1.25","0","1","1","5.5","5","200","0","20","3","5114322","3","","600","16","610141401","5114321","610141004"
"10141","1.25","58","2","1","1.5","5","200","0","20","1","5114323","0","","600","0","610141402","0","610141005"
"10141","1.25","0","3","1","1.5","5","200","0","20","1","0","0","","0","0","0","0","610141006"
"10142","1.45","76","1","1","5.5","5","255","0","-33","1","5142322","3","","600","0","0","5142321","610142004"
"10142","1.23","0","2","1","1.5","5","255","0","-40","2","5142323","3","","600","0","610142402","0","610142005"
"10142","1.45","0","3","1","1.5","5","255","0","-33","1","0","0","","0","0","0","0","610142006"
"10143","1.85","72","1","1","5.5","5","200","0","-25","1","5116322","3","","600","0","610143401","5116321","610143004"
"10143","1.85","52","2","1","1.5","5","200","0","-25","1","5116323","0","","0","0","610143402","0","610143005"
"10143","1.85","0","3","1","1.5","5","200","0","-25","1","0","0","","0","0","0","0","610143006"
"10144","1","65","1","1","5.5","5","255","0","-33","1","5144322","3","","600","0","0","5144321","610144004"
"10144","1","0","2","1","1.5","5","255","0","-40","2","5144323","3","","600","0","610144402","0","610144005"
"10144","1","0","3","1","1.5","5","255","0","-33","1","0","0","","0","0","0","0","610144006"
"10145","1.25","74","1","1","5.5","5","200","0","-20","1","5118322","3","","600","0","610145401","5118321","610145004"
"10145","1.25","52","2","1","1.5","5","200","0","-20","1","5118323","0","","600","0","610145402","0","610145005"
"10145","1.25","0","3","1","1.5","5","200","0","-20","1","0","0","","0","0","0","0","610145006"
"10146","0.87","0","1","1","5.5","5","255","0","-45","2","5146322","3","","600","0","610146401","5146321","610146004"
"10146","1.18","58","2","1","1.5","5","255","0","-45","1","5146323","0","","0","0","0","0","610146005"
"10146","1.18","0","3","1","1.5","5","255","0","-45","1","0","0","","0","0","0","0","610146006"
"10147","1.55","76","1","1","5.5","5","200","0","-35","1","5120322","0","","600","0","610147401","5120321","610147004"
"10147","1.2","0","2","1","1.5","5","200","0","-35","2","5120323","4","","600","0","610147402","0","610147005"
"10147","1.55","0","3","1","1.5","5","200","0","-35","1","0","0","","0","0","0","0","610147006"
"10148","1.4","0","1","1","5.5","5","255","0","-50","2","5148322","3","","600","0","610148401","5148321","610148004"
"10148","1.7","72","2","1","1.5","5","255","0","-50","1","5148323","0","","0","0","0","0","610148005"
"10148","1.7","0","3","1","1.5","5","255","0","-50","1","0","0","","0","0","0","0","610148006"
"10149","1.7","68","1","1","5.5","5","200","0","40","1","5122322","3","","600","0","610149401","5122321","610149004"
"10149","1","0","2","1","1.5","5","200","0","20","2","5122323","4.5","","600","0","610149402","0","610149005"
"10149","1.7","0","3","1","1.5","5","200","0","40","1","0","0","","0","0","0","0","610149006"
"10150","1.35","71","1","1","5.5","5","255","0","-33","1","5150322","0","","0","0","0","5150321","610150004"
"10150","1.35","50","2","1","1.5","5","255","0","-33","1","5150323","0","","0","0","0","0","610150005"
"10150","1.35","0","3","1","1.5","5","255","0","-33","1","0","0","","0","0","0","0","610150006"
