3eca17f0c060bb31d9984ec8931b40c5234ce59ab1bd323d7085b3c889bb8bfe,e07ea03563a2f6629ba63f3ce98614e0c1c68cc00a8e17ae5261b960386961c3,b44573c0bed67e55657fdf8c33a5298c68155e53fef3dc15adda81f05d214c50,9e66727c5926294d20d9fb1e37cc791281457240d2f2807c69ace2ff44a73651,299132c256e5295845e4078cceec50bd970d178b3aa840d25e3cd4fca4594f92,929f328b86f70cf5fe8745342127795f3fe7a62f053e7ad8cbbc25054818301a,acf0b04b7be9caaae621955da5cf47f9a72923a8bbc4ef91dc5b5ac7f609d62d,452a205d2ac0ae734062f99f4f30adcd345ddc29cc7c243526149048619aa699,55fb7290c01c68c1523d3d667952075bc24783ff1a9ae2d2cadf9ebd27b86427,383ee562f386893097ab5167a7d767191d9bc2745294995168d2663f65d96561,d2d92837259f232494600a827fadc3e68d45372e02c808e4d70ec5167b8a7f04
"204","cgg_talk_surprise1","","0.2","0","102811","1","0","3","cgg_surprise","204020"
"204","","","0.2","1.4","102811","","","12","4","204021"
"204","","","","","3","","","93","0","204022"
"204","","","0.2","1","102811","","","3","cgg_idle_def","204023"
"204","","","0.2","1","1","","","3","cgg_idle_reaction3","204024"
"204","","","0.2","1.4","1","","","12","11","204025"
"204","","","","","3","","","93","0","204026"
"204","","","0.2","1","1","","","3","cgg_idle_normal","204027"
"204","","","0.2","1","102811","","","3","cgg_talk_joy3_blink","204028"
"204","","","0.2","1.4","102811","","","12","10","204029"
"204","","","","","3","","","93","0","204030"
"204","","","","","204015","","","101","0","204031"
"204","","","","","0","","","22","0.5","204032"
"204","1","","0.1","1","1","0","0","6","1","204033"
"204","1","","0.1","1","102811","0","0","6","1","204034"
"204","","","","","0.1","","","93","0","204035"
"204","","","0","1","1","","","3","cgg_idle_normal","204036"
"204","","","0","1","102811","","","3","cgg_idle_def","204037"
"205","-420","cgg_idle_normal","160","100","1","-230","0","5","1","205001"
"205","420","cgg_idle_def","1.6","100","1","-230","1","1","102511","205002"
"205","1","","0.1","1","1","1","0","6","1","205003"
"205","1","","0.1","1","102511","1","0","6","1","205004"
"205","","","","","0.2","","","93","0","205005"
"205","0","","","0","vo_minigame_1007","","","21","vo_minigame_1007_top_talk_11_017","205006"
"205","0","0","0","6","102511","0","0","11","なんででしょう～！？\nさっきから同じグッズ\nしか出ません～！\nドジのせいですか！？","205007"
"205","cgg_idle_surprise2","","0.2","0","1","1","0","3","cgg_surprise2","205008"
"205","cgg_talk_surprise1","","0.2","0","102511","1","0","3","cgg_surprise","205009"
"205","","","","","5.5","","","93","0","205010"
"205","cgg_idle_shock","","0.2","0","1","1","0","3","cgg_shock","205011"
"205","","","0.2","1","102511","1","0","3","cgg_talk_sad2","205012"
"205","","","","","205007","","","91","","205013"
"205","","","","","0.5","","","93","0","205014"
"205","","","0.2","1","102511","","","3","cgg_idle_def","205015"
"205","","","0.2","1","1","","","3","cgg_idle_reaction4","205016"
"205","","","0.2","1.4","1","","","12","2","205017"
"205","","","","","3","","","93","0","205018"
"205","","","0.2","1","1","","","3","cgg_idle_normal","205019"
"205","","","0.2","1","102511","","","3","cgg_idle_tsun","205020"
"205","","","0.2","1.4","102511","","","12","5","205021"
"205","","","","","3","","","93","0","205022"
"205","","","0.2","1","102511","","","3","cgg_idle_def","205023"
"205","","","0.2","1","1","","","3","cgg_idle_surprise_sad","205024"
"205","","","0.2","1.4","1","","","12","1","205025"
"205","","","","","3","","","93","0","205026"
"205","","","0.2","1","1","","","3","cgg_idle_normal","205027"
"205","","","0.2","1","102511","","","3","cgg_talk_sad2","205028"
"205","","","0.2","1.4","102511","","","12","15","205029"
"205","","","","","3","","","93","0","205030"
"205","","","","","205015","","","101","0","205031"
"205","","","","","0","","","22","0.5","205032"
"205","1","","0.1","1","1","0","0","6","1","205033"
"205","1","","0.1","1","102511","0","0","6","1","205034"
"205","","","","","0.1","","","93","0","205035"
"205","","","0","1","1","","","3","cgg_idle_normal","205036"
"205","","","0","1","102511","","","3","cgg_idle_def","205037"
"206","-420","cgg_idle_normal","160","100","1","-230","0","5","1","206001"
"206","420","cgg_idle_def","1.6","100","1","-230","1","1","110911","206002"
"206","1","","0.1","1","1","1","0","6","1","206003"
"206","1","","0.1","1","110911","1","0","6","1","206004"
"206","","","","","0.2","","","93","0","206005"
"206","0","","","0","vo_minigame_1007","","","21","vo_minigame_1007_top_talk_12_018","206006"
"206","0","0","0","6","110911","0","0","11","そこそこ揃いましたね\nカルミナそこそこ侍の\n称号をあげますので\nほら、無心で回す！","206007"
"206","cgg_idle_doya","","0.2","0","1","1","0","3","cgg_talk_doya","206008"
"206","","","0.2","1","110911","","","3","cgg_talk_joy1_normal","206009"
"206","","","","","2.3","","","93","0","206010"
"206","","","0.2","1","1","","","3","cgg_idle_surprise2","206011"
"206","","","0.2","1","110911","","","3","cgg_talk_joy3_blink2","206012"
"206","","","","","3.2","","","93","0","206013"
"206","cgg_idle_reaction1","","0.2","0","1","1","0","3","cgg_talk_handsup","206014"
"206","cgg_idle_guts_anger","","0.2","0","110911","1","0","3","cgg_talk_guts_anger_NoBlink","206015"
"206","","","","","206007","","","91","","206016"
"206","","","","","0.5","","","93","0","206017"
"206","","","0.2","1","110911","","","3","cgg_idle_def","206018"
"206","cgg_idle_doya","","0.2","0","1","1","0","3","cgg_talk_doya","206019"
"206","","","0.2","1.4","1","","","12","10","206020"
"206","","","","","3","","","93","0","206021"
"206","","","0.2","1","1","","","3","cgg_idle_normal","206022"
"206","","","0.2","1","110911","","","3","cgg_talk_sad","206023"
"206","","","0.2","1.4","110911","","","12","5","206024"
"206","","","","","3","","","93","0","206025"
"206","","","0.2","1","110911","","","3","cgg_idle_def","206026"
"206","cgg_idle_surprise2","","0.2","0","1","1","0","3","cgg_surprise2","206027"
"206","","","0.2","1.4","1","","","12","4","206028"
"206","","","","","3","","","93","0","206029"
"206","","","0.2","1","1","","","3","cgg_idle_normal","206030"
"206","cgg_idle_guts_anger","","0.2","0","110911","1","0","3","cgg_talk_guts_anger","206031"
"206","","","0.2","1.4","110911","","","12","11","206032"
"206","","","","","3","","","93","0","206033"
"206","","","","","206018","","","101","0","206034"
"206","","","","","0","","","22","0.5","206035"
"206","1","","0.1","1","1","0","0","6","1","206036"
"206","1","","0.1","1","110911","0","0","6","1","206037"
"206","","","","","0.1","","","93","0","206038"
"206","","","0","1","1","","","3","cgg_idle_normal","206039"
"206","","","0","1","110911","","","3","cgg_idle_def","206040"
"301","-420","cgg_idle_normal","160","100","1","-230","0","5","1","301001"
"301","420","cgg_idle_def","1.6","100","1","-230","1","1","105811","301002"
"301","1","","0.1","1","1","1","0","6","1","301003"
"301","1","","0.1","1","105811","1","0","6","1","301004"
"301","","","","","0.2","","","93","0","301005"
"301","0","","","0","vo_minigame_1007","","3","21","vo_minigame_1007_top_talk_13_019","301006"
"301","0","0","0","6","105811","0","0","11","やばいですね☆\nオールコンプリート\nですよ♪\nパチパチパチ～☆","301007"
"301","","","0.2","1","1","","","3","cgg_idle_reaction1","301008"
"301","cgg_talk_surprise_kira","","0.2","0","105811","1","0","3","cgg_surprise_kira","301009"
"301","","","","","1.7","","","93","0","301010"
"301","cgg_idle_nod","","0.2","0","1","1","0","3","cgg_talk_nod","301011"
"301","","","0.2","1","105811","","","3","cgg_talk_joy1_normal","301012"
"301","","","","","1.8","","","93","0","301013"
"301","cgg_idle_reaction3","","0.2","0","1","1","0","3","cgg_joy","301014"
"301","cgg_idle_def","","0.2","0","105811","1","0.2","3","cgg_handclap_def_N","301015"
"301","","","","","301007","","","91","","301016"
"301","","","","","0.5","","","93","0","301017"
"301","cgg_idle_doya","","0.2","0","1","1","0","3","cgg_talk_doya","301018"
"301","","","0.2","1.4","1","","","12","10","301019"
"301","","","","","3","","","93","0","301020"
"301","","","0.2","1","1","","","3","cgg_idle_normal","301021"
"301","cgg_talk_surprise_kira","","0.2","0","105811","1","0","3","cgg_surprise_kira","301022"
"301","","","0.2","1.4","105811","","","12","7","301023"
"301","","","","","3","","","93","0","301024"
"301","","","0.2","1","105811","","","3","cgg_idle_def","301025"
"301","","","0.2","1","1","","","3","cgg_idle_surprise3","301026"
"301","","","0.2","1.4","1","","","12","6","301027"
"301","","","","","3","","","93","0","301028"
"301","","","0.2","1","1","","","3","cgg_idle_normal","301029"
"301","","","0.1","1","105811","","","3","cgg_idle_joy3","301030"
"301","","","0.2","1.4","105811","","","12","10","301031"
"301","","","","","3","","","93","0","301032"
"301","","","0.2","1","105811","","","3","cgg_idle_def","301033"
"301","","","","","301018","","","101","0","301034"
"301","","","","","0","","","22","0.5","301035"
"301","1","","0.1","1","1","0","0","6","1","301036"
"301","1","","0.1","1","105811","0","0","6","1","301037"
"301","","","","","0.1","","","93","0","301038"
"301","","","0","1","1","","","3","cgg_idle_normal","301039"
"301","","","0","1","105811","","","3","cgg_idle_def","301040"
"302","-420","cgg_idle_normal","160","100","1","-230","0","5","1","302001"
"302","420","cgg_idle_def","1.6","100","1","-230","1","1","105911","302002"
"302","1","","0.1","1","1","1","0","6","1","302003"
"302","1","","0.1","1","105911","1","0","6","1","302004"
"302","","","","","0.2","","","93","0","302005"
"302","0","","","0","vo_minigame_1007","","","21","vo_minigame_1007_top_talk_14_020","302006"
"302","0","0","0","6","105911","0","0","11","主さま…\n見事な収集ぶりで\nございました\nさすがでございます","302007"
"302","","","0.2","1","1","","","3","cgg_idle_reaction5","302008"
"302","","","0.2","1","105911","","","3","cgg_talk_joy3","302009"
"302","","","","","4.5","","","93","0","302010"
"302","cgg_idle_doya","","0.2","0","1","1","0","3","cgg_talk_doya","302011"
"302","","","0.2","1","105911","","","3","cgg_talk_wish","302012"
"302","","","","","302007","","","91","","302013"
"302","","","","","0.5","","","93","0","302014"
"302","","","0.2","1","105911","","","3","cgg_idle_def","302015"
"302","cgg_idle_nod","","0.2","0","1","1","0","3","cgg_talk_nod","302016"
"302","","","0.2","1.4","1","","","12","6","302017"
"302","","","","","3","","","93","0","302018"
"302","","","0.2","1","1","","","3","cgg_idle_normal","302019"
"302","","","0.2","1","105911","","","3","cgg_talk_joy3_blink","302020"
"302","","","0.2","1.4","105911","","","12","7","302021"
"302","","","","","3","","","93","0","302022"
"302","","","0.2","1","105911","","","3","cgg_idle_def","302023"
"302","","","0.2","1","1","","","3","cgg_idle_reaction3","302024"
"302","","","0.2","1.4","1","","","12","10","302025"
"302","","","","","3","","","93","0","302026"
"302","","","0.2","1","1","","","3","cgg_idle_normal","302027"
"302","cgg_idle_guts","","0.2","0","105911","1","0","3","cgg_talk_guts","302028"
"302","","","0.2","1.4","105911","","","12","11","302029"
"302","","","","","3","","","93","0","302030"
"302","","","","","302015","","","101","0","302031"
"302","","","","","0","","","22","0.5","302032"
"302","1","","0.1","1","1","0","0","6","1","302033"
"302","1","","0.1","1","105911","0","0","6","1","302034"
"302","","","","","0.1","","","93","0","302035"
"302","","","0","1","1","","","3","cgg_idle_normal","302036"
"302","","","0","1","105911","","","3","cgg_idle_def","302037"
"303","-420","cgg_idle_normal","160","100","1","-230","0","5","1","303001"
"303","420","cgg_idle_def","1.6","100","1","-230","1","1","106011","303002"
"303","1","","0.1","1","1","1","0","6","1","303003"
"303","1","","0.1","1","106011","1","0","6","1","303004"
"303","","","","","0.2","","","93","0","303005"
"303","0","","","0","vo_minigame_1007","","","21","vo_minigame_1007_top_talk_15_021","303006"
"303","0","0","0","6","106011","0","0","11","へぇ、全部揃えちゃう\nなんて、あんたも\n頑張ったじゃない\nま、褒めてあげるわ","303007"
"303","cgg_idle_doya","","0.2","0","1","1","0","3","cgg_talk_doya","303008"
"303","cgg_talk_surprise1","","0.2","0","106011","1","0","3","cgg_surprise","303009"
"303","","","","","3","","","93","0","303010"
"303","","","0.2","1","106011","","","3","cgg_talk_joy1_normal","303011"
"303","","","","","2.1","","","93","0","303012"
"303","cgg_idle_reaction1","","0.2","0","1","1","0","3","cgg_talk_handsup","303013"
"303","cgg_idle_doya","","0.2","0","106011","1","0","3","cgg_talk_doya","303014"
"303","","","","","303007","","","91","","303015"
"303","","","","","0.5","","","93","0","303016"
"303","","","0.2","1","106011","","","3","cgg_idle_def","303017"
"303","cgg_idle_doya","","0.2","0","1","1","0","3","cgg_talk_doya","303018"
"303","","","0.2","1.4","1","","","12","6","303019"
"303","","","","","3","","","93","0","303020"
"303","","","0.2","1","1","","","3","cgg_idle_normal","303021"
"303","cgg_talk_surprise1","","0.2","0","106011","1","0","3","cgg_surprise","303022"
"303","","","0.2","1.4","106011","","","12","4","303023"
"303","","","","","3","","","93","0","303024"
"303","","","0.2","1","106011","","","3","cgg_idle_def","303025"
"303","cgg_idle_guts2","","0.2","0","1","1","0","3","cgg_talk_guts2","303026"
"303","","","0.2","1.4","1","","","12","7","303027"
"303","","","","","3","","","93","0","303028"
"303","","","0.2","1","1","","","3","cgg_idle_normal","303029"
"303","","","0.2","1","106011","","","3","cgg_idle_bitter","303030"
"303","","","0.2","1.4","106011","","","12","1","303031"
"303","","","","","3","","","93","0","303032"
"303","","","","","303017","","","101","0","303033"
"303","","","","","0","","","22","0.5","303034"
"303","1","","0.1","1","1","0","0","6","1","303035"
"303","1","","0.1","1","106011","0","0","6","1","303036"
"303","","","","","0.1","","","93","0","303037"
"303","","","0","1","1","","","3","cgg_idle_normal","303038"
"303","","","0","1","106011","","","3","cgg_idle_def","303039"
"304","-420","cgg_idle_normal","160","100","1","-230","0","5","1","304001"
"304","420","cgg_idle_def","1.6","100","1","-230","1","1","106411","304002"
"304","1","","0.1","1","1","1","0","6","1","304003"
"304","1","","0.1","1","106411","1","0","6","1","304004"
"304","","","","","0.2","","","93","0","304005"
"304","0","","","0","vo_minigame_1007","","","21","vo_minigame_1007_top_talk_16_022","304006"
"304","0","0","0","5","106411","0","0","11","すごいわね…\n全部のグッズが\n並んでいるのを見ると\n壮観だわ","304007"
"304","cgg_idle_doya","","0.2","0","1","1","0","3","cgg_talk_doya","304008"
"304","cgg_talk_surprise_dere","","0.2","0","106411","2","0","3","cgg_surprise_dere","304009"
"304","","","","","5.2","","","93","0","304010"
"304","","","0.2","1","106411","","","3","cgg_talk_joy3","304011"
"304","","","","","304007","","","91","","304012"
"304","","","","","0.5","","","93","0","304013"
"304","","","0.2","1","106411","","","3","cgg_idle_def","304014"
"304","","","0.2","1","1","","","3","cgg_idle_surprise3","304015"
"304","","","0.2","1.4","1","","","12","6","304016"
"304","","","","","3","","","93","0","304017"
"304","","","0.2","1","1","","","3","cgg_idle_normal","304018"
"304","","","0.2","1","106411","","","3","cgg_talk_joy1","304019"
"304","","","0.2","1.4","106411","","","12","10","304020"
"304","","","","","3","","","93","0","304021"
"304","","","0.2","1","106411","","","3","cgg_idle_def","304022"
"304","cgg_idle_doya","","0.2","0","1","1","0","3","cgg_talk_doya","304023"
"304","","","0.2","1.4","1","","","12","6","304024"
"304","","","","","3","","","93","0","304025"
"304","","","0.2","1","1","","","3","cgg_idle_normal","304026"
"304","cgg_talk_surprise_kira","","0.2","0","106411","1","0","3","cgg_surprise_kira","304027"
"304","","","0.2","1.4","106411","","","12","7","304028"
"304","","","","","3","","","93","0","304029"
"304","","","","","304015","","","101","0","304030"
"304","","","","","0","","","22","0.5","304031"
"304","1","","0.1","1","1","0","0","6","1","304032"
"304","1","","0.1","1","106411","0","0","6","1","304033"
"304","","","","","0.1","","","93","0","304034"
"304","","","0","1","1","","","3","cgg_idle_normal","304035"
"304","","","0","1","106411","","","3","cgg_idle_def","304036"
"305","-420","cgg_idle_normal","160","100","1","-230","0","5","1","305001"
"305","420","cgg_idle_def","1.6","100","1","-230","1","1","110911","305002"
"305","1","","0.1","1","1","1","0","6","1","305003"
"305","1","","0.1","1","110911","1","0","6","1","305004"
"305","","","","","0.2","","","93","0","305005"
"305","0","","","0","vo_minigame_1007","","","21","vo_minigame_1007_top_talk_17_023","305006"
"305","0","0","0","6","110911","0","0","11","フルコンプおめです！\nようやく始まりますね\n先輩の果てしなく長い\nカルミナすこすこ道が","305007"
"305","cgg_idle_doya","","0.2","0","1","1","0","3","cgg_talk_doya","305008"
"305","","","0.2","1","110911","","","3","cgg_talk_joy1","305009"
"305","","","","","1.9","","","93","0","305010"
"305","","","0.2","1","1","","","3","cgg_idle_nod","305011"
"305","","","0.2","1","110911","","","3","cgg_talk_joy3_dere","305012"
"305","","","","","305007","","","91","","305013"
"305","","","","","0.5","","","93","0","305014"
"305","","","0.2","1","110911","","","3","cgg_idle_def","305015"
"305","cgg_idle_doya","","0.2","0","1","1","0","3","cgg_talk_doya","305016"
"305","","","0.2","1.4","1","","","12","6","305017"
"305","","","","","3","","","93","0","305018"
"305","","","0.2","1","1","","","3","cgg_idle_normal","305019"
"305","","","0.2","1","110911","","","3","cgg_talk_joy3","305020"
"305","","","0.2","1.4","110911","","","12","10","305021"
"305","","","","","3","","","93","0","305022"
"305","","","0.2","1","110911","","","3","cgg_idle_def","305023"
"305","","","0.2","1","1","","","3","cgg_idle_reaction3","305024"
"305","","","0.2","1.4","1","","","12","10","305025"
"305","","","","","3","","","93","0","305026"
"305","","","0.2","1","1","","","3","cgg_idle_normal","305027"
"305","cgg_idle_arm_crossed","","0.2","0","110911","1","0","3","cgg_talk_arm_crossed","305028"
"305","","","0.2","1.4","110911","","","12","7","305029"
"305","","","","","3","","","93","0","305030"
"305","","","","","305015","","","101","0","305031"
"305","","","","","0","","","22","0.5","305032"
"305","1","","0.1","1","1","0","0","6","1","305033"
"305","1","","0.1","1","110911","0","0","6","1","305034"
"305","","","","","0.1","","","93","0","305035"
"305","","","0","1","1","","","3","cgg_idle_normal","305036"
"305","","","0","1","110911","","","3","cgg_idle_def","305037"
"306","-420","cgg_idle_normal","160","100","1","-230","0","5","1","306001"
"306","290","cgg_idle_def","1.6","100","1","-230","1","1","117211","306002"
"306","405","cgg_idle_def","1.6","101","1","-230","1","1","117311","306003"
"306","520","cgg_idle_def","1.6","102","1","-230","1","1","117411","306004"
"306","1","","0.1","1","1","1","0","6","1","306005"
"306","1","","0.1","1","117211","1","0","6","1","306006"
"306","1","","0.1","1","117311","1","0","6","1","306007"
"306","1","","0.1","1","117411","1","0","6","1","306008"
"306","","","","","0.2","","","93","0","306009"
"306","0","","","0","vo_minigame_1007","","","21","vo_minigame_1007_top_talk_18_024","306010"
"306","0","0","0","7","117211","0","0","11","私たちのグッズを\n全部集めてくれて\nありがとう♪","306011"
"306","","","0.2","1","1","","","3","cgg_idle_reaction1","306012"
"306","","","0.2","1","117211","","","3","cgg_talk_joy1_normal","306013"
"306","","","","","2.4","","","93","0","306014"
"306","cgg_idle_reaction3","","0.2","0","1","1","0","3","cgg_joy","306015"
"306","","","0.2","1","117211","","","3","cgg_talk_surprise_nozomi","306016"
"306","","","","","306011","","","91","","306017"
"306","","","0.2","1","117211","","","3","cgg_idle_def","306018"
"306","0","","","0","vo_minigame_1007","","","21","vo_minigame_1007_top_talk_18_025","306019"
"306","0","0","0","5","117311","0","0","11","全部集めてしまう\nなんて、驚きました\nおめでとうございます","306020"
"306","cgg_idle_doya","","0.2","0","1","1","0","3","cgg_talk_doya","306021"
"306","","","0.2","1","117311","","","3","cgg_talk_surprise1","306022"
"306","","","","","4.5","","","93","0","306023"
"306","","","0.2","1","1","","","3","cgg_idle_reaction5","306024"
"306","","","0.2","1","117311","","","3","cgg_talk_wish","306025"
"306","","","","","306020","","","91","","306026"
"306","","","0.2","1","117311","","","3","cgg_idle_def","306027"
"306","0","","","0","vo_minigame_1007","","","21","vo_minigame_1007_top_talk_18_026","306028"
"306","0","0","0","5","117411","0","0","11","せっかく\n揃えたんですから\nその…大事にして\nくださいよ！","306029"
"306","","","0.2","1","1","","","3","cgg_idle_surprise1","306030"
"306","","","0.2","1","117411","","","3","cgg_idle_tsun","306031"
"306","","","","","4.3","","","93","0","306032"
"306","cgg_idle_guts2","","0.2","0","1","1","0","3","cgg_talk_guts2","306033"
"306","","","0.2","1","117411","","","3","cgg_talk_joy1","306034"
"306","","","","","306029","","","91","","306035"
"306","","","","","0.5","","","93","0","306036"
"306","","","0.2","1","117411","","","3","cgg_idle_def","306037"
"306","","","0.2","1","1","","","3","cgg_idle_normal","306038"
"306","","","0.2","1","117211","","","3","cgg_talk_joy1","306039"
"306","","","0.2","1.4","117211","","","12","10","306040"
"306","","","","","3","","","93","0","306041"
"306","","","0.2","1","117211","","","3","cgg_idle_def","306042"
"306","","","0.2","1","117311","","","3","cgg_talk_wish","306043"
"306","","","0.2","1.4","117311","","","12","7","306044"
"306","","","","","3","","","93","0","306045"
"306","","","0.2","1","117311","","","3","cgg_idle_def","306046"
"306","cgg_idle_guts","","0.2","0","117411","1","0","3","cgg_talk_guts","306047"
"306","","","0.2","1.4","117411","","","12","4","306048"
"306","","","","","3","","","93","0","306049"
"306","","","0.2","1","117411","","","3","cgg_idle_def","306050"
"306","","","0.2","1","1","","","3","cgg_idle_reaction3","306051"
"306","","","0.2","1.4","1","","","12","6","306052"
"306","","","","","3","","","93","0","306053"
"306","","","","","306038","","","101","0","306054"
"306","","","","","0","","","22","0.5","306055"
"306","1","","0.1","1","1","0","0","6","1","306056"
"306","1","","0.1","1","117211","0","0","6","1","306057"
"306","1","","0.1","1","117311","0","0","6","1","306058"
"306","1","","0.1","1","117411","0","0","6","1","306059"
"306","","","","","0.1","","","93","0","306060"
"306","","","0","1","1","","","3","cgg_idle_normal","306061"
"306","","","0","1","117211","","","3","cgg_idle_def","306062"
"306","","","0","1","117311","","","3","cgg_idle_def","306063"
"306","","","0","1","117411","","","3","cgg_idle_def","306064"
