7c2a4a1a74933f1a7c66e80366903f9c478ee5d72323eff0f9b5097eb24646f5,85931c3eefcb447970f47b05c5dd55b74dfbb852f9bad4bb4a9035c3e81cf72d,591588b0eaea477a988b21562123cf2e8344b05bec3ab7dd56ba8cf08089df4e,8a6118426c1bae6ef3a1fae72b1ebc57e444bb6ffda76cee568d0b8ae591c5c3,547917069f780c83a3d5d4b5a58d2f6f4b88651f33857483ed7bf3c8c81a1e7f,aaf509cfc4d2e04e9d0061aa64870e60c5efb09c2992ca02cd62d603fe625b9f,1a48e2ea87bc5e9a73fd1160faa0ec08187dab084dcddbe73bf5dc1745828346,06e34f58c09472e169c4b12f288e76499948957a8f100e750771d86c8fd41259,12edc12ea4b1f25e4f1e002ef30e7a0ecb60aa44ee871f58986b0898ca83c58a,d1f58395679b15e8d7fd1f85e24e2a6040bac2ca3676c3a4e85bb11ee659475f,7b2271b631615de9f6b1c1cd1549cfaafd1d4283f0189c09a8bfdd34bd9f48bb
"","","3","204","","","","93","0","204018",""
"","1","1","204","","0.2","","3","cgg_idle_normal","204019",""
"","0","102811","204","1","0.2","0","3","cgg_surprise","204020","cgg_talk_surprise1"
"","1.4","102811","204","","0.2","","12","4","204021",""
"","","3","204","","","","93","0","204022",""
"","1","102811","204","","0.2","","3","cgg_idle_def","204023",""
"","1","1","204","","0.2","","3","cgg_idle_reaction3","204024",""
"","1.4","1","204","","0.2","","12","11","204025",""
"","","3","204","","","","93","0","204026",""
"","1","1","204","","0.2","","3","cgg_idle_normal","204027",""
"","1","102811","204","","0.2","","3","cgg_talk_joy3_blink","204028",""
"","1.4","102811","204","","0.2","","12","10","204029",""
"","","3","204","","","","93","0","204030",""
"","","204015","204","","","","101","0","204031",""
"","","0","204","","","","22","0.5","204032",""
"","1","1","204","0","0.1","0","6","1","204033","1"
"","1","102811","204","0","0.1","0","6","1","204034","1"
"","","0.1","204","","","","93","0","204035",""
"","1","1","204","","0","","3","cgg_idle_normal","204036",""
"","1","102811","204","","0","","3","cgg_idle_def","204037",""
"cgg_idle_normal","100","1","205","-230","160","0","5","1","205001","-420"
"cgg_idle_def","100","1","205","-230","1.6","1","1","102511","205002","420"
"","1","1","205","1","0.1","0","6","1","205003","1"
"","1","102511","205","1","0.1","0","6","1","205004","1"
"","","0.2","205","","","","93","0","205005",""
"","0","vo_minigame_1007","205","","","","21","vo_minigame_1007_top_talk_11_017","205006","0"
"0","6","102511","205","0","0","0","11","なんででしょう～！？\nさっきから同じグッズ\nしか出ません～！\nドジのせいですか！？","205007","0"
"","0","1","205","1","0.2","0","3","cgg_surprise2","205008","cgg_idle_surprise2"
"","0","102511","205","1","0.2","0","3","cgg_surprise","205009","cgg_talk_surprise1"
"","","5.5","205","","","","93","0","205010",""
"","0","1","205","1","0.2","0","3","cgg_shock","205011","cgg_idle_shock"
"","1","102511","205","1","0.2","0","3","cgg_talk_sad2","205012",""
"","","205007","205","","","","91","","205013",""
"","","0.5","205","","","","93","0","205014",""
"","1","102511","205","","0.2","","3","cgg_idle_def","205015",""
"","1","1","205","","0.2","","3","cgg_idle_reaction4","205016",""
"","1.4","1","205","","0.2","","12","2","205017",""
"","","3","205","","","","93","0","205018",""
"","1","1","205","","0.2","","3","cgg_idle_normal","205019",""
"","1","102511","205","","0.2","","3","cgg_idle_tsun","205020",""
"","1.4","102511","205","","0.2","","12","5","205021",""
"","","3","205","","","","93","0","205022",""
"","1","102511","205","","0.2","","3","cgg_idle_def","205023",""
"","1","1","205","","0.2","","3","cgg_idle_surprise_sad","205024",""
"","1.4","1","205","","0.2","","12","1","205025",""
"","","3","205","","","","93","0","205026",""
"","1","1","205","","0.2","","3","cgg_idle_normal","205027",""
"","1","102511","205","","0.2","","3","cgg_talk_sad2","205028",""
"","1.4","102511","205","","0.2","","12","15","205029",""
"","","3","205","","","","93","0","205030",""
"","","205015","205","","","","101","0","205031",""
"","","0","205","","","","22","0.5","205032",""
"","1","1","205","0","0.1","0","6","1","205033","1"
"","1","102511","205","0","0.1","0","6","1","205034","1"
"","","0.1","205","","","","93","0","205035",""
"","1","1","205","","0","","3","cgg_idle_normal","205036",""
"","1","102511","205","","0","","3","cgg_idle_def","205037",""
"cgg_idle_normal","100","1","206","-230","160","0","5","1","206001","-420"
"cgg_idle_def","100","1","206","-230","1.6","1","1","110911","206002","420"
"","1","1","206","1","0.1","0","6","1","206003","1"
"","1","110911","206","1","0.1","0","6","1","206004","1"
"","","0.2","206","","","","93","0","206005",""
"","0","vo_minigame_1007","206","","","","21","vo_minigame_1007_top_talk_12_018","206006","0"
"0","6","110911","206","0","0","0","11","そこそこ揃いましたね\nカルミナそこそこ侍の\n称号をあげますので\nほら、無心で回す！","206007","0"
"","0","1","206","1","0.2","0","3","cgg_talk_doya","206008","cgg_idle_doya"
"","1","110911","206","","0.2","","3","cgg_talk_joy1_normal","206009",""
"","","2.3","206","","","","93","0","206010",""
"","1","1","206","","0.2","","3","cgg_idle_surprise2","206011",""
"","1","110911","206","","0.2","","3","cgg_talk_joy3_blink2","206012",""
"","","3.2","206","","","","93","0","206013",""
"","0","1","206","1","0.2","0","3","cgg_talk_handsup","206014","cgg_idle_reaction1"
"","0","110911","206","1","0.2","0","3","cgg_talk_guts_anger_NoBlink","206015","cgg_idle_guts_anger"
"","","206007","206","","","","91","","206016",""
"","","0.5","206","","","","93","0","206017",""
"","1","110911","206","","0.2","","3","cgg_idle_def","206018",""
"","0","1","206","1","0.2","0","3","cgg_talk_doya","206019","cgg_idle_doya"
"","1.4","1","206","","0.2","","12","10","206020",""
"","","3","206","","","","93","0","206021",""
"","1","1","206","","0.2","","3","cgg_idle_normal","206022",""
"","1","110911","206","","0.2","","3","cgg_talk_sad","206023",""
"","1.4","110911","206","","0.2","","12","5","206024",""
"","","3","206","","","","93","0","206025",""
"","1","110911","206","","0.2","","3","cgg_idle_def","206026",""
"","0","1","206","1","0.2","0","3","cgg_surprise2","206027","cgg_idle_surprise2"
"","1.4","1","206","","0.2","","12","4","206028",""
"","","3","206","","","","93","0","206029",""
"","1","1","206","","0.2","","3","cgg_idle_normal","206030",""
"","0","110911","206","1","0.2","0","3","cgg_talk_guts_anger","206031","cgg_idle_guts_anger"
"","1.4","110911","206","","0.2","","12","11","206032",""
"","","3","206","","","","93","0","206033",""
"","","206018","206","","","","101","0","206034",""
"","","0","206","","","","22","0.5","206035",""
"","1","1","206","0","0.1","0","6","1","206036","1"
"","1","110911","206","0","0.1","0","6","1","206037","1"
"","","0.1","206","","","","93","0","206038",""
"","1","1","206","","0","","3","cgg_idle_normal","206039",""
"","1","110911","206","","0","","3","cgg_idle_def","206040",""
"cgg_idle_normal","100","1","301","-230","160","0","5","1","301001","-420"
"cgg_idle_def","100","1","301","-230","1.6","1","1","105811","301002","420"
"","1","1","301","1","0.1","0","6","1","301003","1"
"","1","105811","301","1","0.1","0","6","1","301004","1"
"","","0.2","301","","","","93","0","301005",""
"","0","vo_minigame_1007","301","","","3","21","vo_minigame_1007_top_talk_13_019","301006","0"
"0","6","105811","301","0","0","0","11","やばいですね☆\nオールコンプリート\nですよ♪\nパチパチパチ～☆","301007","0"
"","1","1","301","","0.2","","3","cgg_idle_reaction1","301008",""
"","0","105811","301","1","0.2","0","3","cgg_surprise_kira","301009","cgg_talk_surprise_kira"
"","","1.7","301","","","","93","0","301010",""
"","0","1","301","1","0.2","0","3","cgg_talk_nod","301011","cgg_idle_nod"
"","1","105811","301","","0.2","","3","cgg_talk_joy1_normal","301012",""
"","","1.8","301","","","","93","0","301013",""
"","0","1","301","1","0.2","0","3","cgg_joy","301014","cgg_idle_reaction3"
"","0","105811","301","1","0.2","0.2","3","cgg_handclap_def_N","301015","cgg_idle_def"
"","","301007","301","","","","91","","301016",""
"","","0.5","301","","","","93","0","301017",""
"","0","1","301","1","0.2","0","3","cgg_talk_doya","301018","cgg_idle_doya"
"","1.4","1","301","","0.2","","12","10","301019",""
"","","3","301","","","","93","0","301020",""
"","1","1","301","","0.2","","3","cgg_idle_normal","301021",""
"","0","105811","301","1","0.2","0","3","cgg_surprise_kira","301022","cgg_talk_surprise_kira"
"","1.4","105811","301","","0.2","","12","7","301023",""
"","","3","301","","","","93","0","301024",""
"","1","105811","301","","0.2","","3","cgg_idle_def","301025",""
"","1","1","301","","0.2","","3","cgg_idle_surprise3","301026",""
"","1.4","1","301","","0.2","","12","6","301027",""
"","","3","301","","","","93","0","301028",""
"","1","1","301","","0.2","","3","cgg_idle_normal","301029",""
"","1","105811","301","","0.1","","3","cgg_idle_joy3","301030",""
"","1.4","105811","301","","0.2","","12","10","301031",""
"","","3","301","","","","93","0","301032",""
"","1","105811","301","","0.2","","3","cgg_idle_def","301033",""
"","","301018","301","","","","101","0","301034",""
"","","0","301","","","","22","0.5","301035",""
"","1","1","301","0","0.1","0","6","1","301036","1"
"","1","105811","301","0","0.1","0","6","1","301037","1"
"","","0.1","301","","","","93","0","301038",""
"","1","1","301","","0","","3","cgg_idle_normal","301039",""
"","1","105811","301","","0","","3","cgg_idle_def","301040",""
"cgg_idle_normal","100","1","302","-230","160","0","5","1","302001","-420"
"cgg_idle_def","100","1","302","-230","1.6","1","1","105911","302002","420"
"","1","1","302","1","0.1","0","6","1","302003","1"
"","1","105911","302","1","0.1","0","6","1","302004","1"
"","","0.2","302","","","","93","0","302005",""
"","0","vo_minigame_1007","302","","","","21","vo_minigame_1007_top_talk_14_020","302006","0"
"0","6","105911","302","0","0","0","11","主さま…\n見事な収集ぶりで\nございました\nさすがでございます","302007","0"
"","1","1","302","","0.2","","3","cgg_idle_reaction5","302008",""
"","1","105911","302","","0.2","","3","cgg_talk_joy3","302009",""
"","","4.5","302","","","","93","0","302010",""
"","0","1","302","1","0.2","0","3","cgg_talk_doya","302011","cgg_idle_doya"
"","1","105911","302","","0.2","","3","cgg_talk_wish","302012",""
"","","302007","302","","","","91","","302013",""
"","","0.5","302","","","","93","0","302014",""
"","1","105911","302","","0.2","","3","cgg_idle_def","302015",""
"","0","1","302","1","0.2","0","3","cgg_talk_nod","302016","cgg_idle_nod"
"","1.4","1","302","","0.2","","12","6","302017",""
"","","3","302","","","","93","0","302018",""
"","1","1","302","","0.2","","3","cgg_idle_normal","302019",""
"","1","105911","302","","0.2","","3","cgg_talk_joy3_blink","302020",""
"","1.4","105911","302","","0.2","","12","7","302021",""
"","","3","302","","","","93","0","302022",""
"","1","105911","302","","0.2","","3","cgg_idle_def","302023",""
"","1","1","302","","0.2","","3","cgg_idle_reaction3","302024",""
"","1.4","1","302","","0.2","","12","10","302025",""
"","","3","302","","","","93","0","302026",""
"","1","1","302","","0.2","","3","cgg_idle_normal","302027",""
"","0","105911","302","1","0.2","0","3","cgg_talk_guts","302028","cgg_idle_guts"
"","1.4","105911","302","","0.2","","12","11","302029",""
"","","3","302","","","","93","0","302030",""
"","","302015","302","","","","101","0","302031",""
"","","0","302","","","","22","0.5","302032",""
"","1","1","302","0","0.1","0","6","1","302033","1"
"","1","105911","302","0","0.1","0","6","1","302034","1"
"","","0.1","302","","","","93","0","302035",""
"","1","1","302","","0","","3","cgg_idle_normal","302036",""
"","1","105911","302","","0","","3","cgg_idle_def","302037",""
"cgg_idle_normal","100","1","303","-230","160","0","5","1","303001","-420"
"cgg_idle_def","100","1","303","-230","1.6","1","1","106011","303002","420"
"","1","1","303","1","0.1","0","6","1","303003","1"
"","1","106011","303","1","0.1","0","6","1","303004","1"
"","","0.2","303","","","","93","0","303005",""
"","0","vo_minigame_1007","303","","","","21","vo_minigame_1007_top_talk_15_021","303006","0"
"0","6","106011","303","0","0","0","11","へぇ、全部揃えちゃう\nなんて、あんたも\n頑張ったじゃない\nま、褒めてあげるわ","303007","0"
"","0","1","303","1","0.2","0","3","cgg_talk_doya","303008","cgg_idle_doya"
"","0","106011","303","1","0.2","0","3","cgg_surprise","303009","cgg_talk_surprise1"
"","","3","303","","","","93","0","303010",""
"","1","106011","303","","0.2","","3","cgg_talk_joy1_normal","303011",""
"","","2.1","303","","","","93","0","303012",""
"","0","1","303","1","0.2","0","3","cgg_talk_handsup","303013","cgg_idle_reaction1"
"","0","106011","303","1","0.2","0","3","cgg_talk_doya","303014","cgg_idle_doya"
"","","303007","303","","","","91","","303015",""
"","","0.5","303","","","","93","0","303016",""
"","1","106011","303","","0.2","","3","cgg_idle_def","303017",""
"","0","1","303","1","0.2","0","3","cgg_talk_doya","303018","cgg_idle_doya"
"","1.4","1","303","","0.2","","12","6","303019",""
"","","3","303","","","","93","0","303020",""
"","1","1","303","","0.2","","3","cgg_idle_normal","303021",""
"","0","106011","303","1","0.2","0","3","cgg_surprise","303022","cgg_talk_surprise1"
"","1.4","106011","303","","0.2","","12","4","303023",""
"","","3","303","","","","93","0","303024",""
"","1","106011","303","","0.2","","3","cgg_idle_def","303025",""
"","0","1","303","1","0.2","0","3","cgg_talk_guts2","303026","cgg_idle_guts2"
"","1.4","1","303","","0.2","","12","7","303027",""
"","","3","303","","","","93","0","303028",""
"","1","1","303","","0.2","","3","cgg_idle_normal","303029",""
"","1","106011","303","","0.2","","3","cgg_idle_bitter","303030",""
"","1.4","106011","303","","0.2","","12","1","303031",""
"","","3","303","","","","93","0","303032",""
"","","303017","303","","","","101","0","303033",""
"","","0","303","","","","22","0.5","303034",""
"","1","1","303","0","0.1","0","6","1","303035","1"
"","1","106011","303","0","0.1","0","6","1","303036","1"
"","","0.1","303","","","","93","0","303037",""
"","1","1","303","","0","","3","cgg_idle_normal","303038",""
"","1","106011","303","","0","","3","cgg_idle_def","303039",""
"cgg_idle_normal","100","1","304","-230","160","0","5","1","304001","-420"
"cgg_idle_def","100","1","304","-230","1.6","1","1","106411","304002","420"
"","1","1","304","1","0.1","0","6","1","304003","1"
"","1","106411","304","1","0.1","0","6","1","304004","1"
"","","0.2","304","","","","93","0","304005",""
"","0","vo_minigame_1007","304","","","","21","vo_minigame_1007_top_talk_16_022","304006","0"
"0","5","106411","304","0","0","0","11","すごいわね…\n全部のグッズが\n並んでいるのを見ると\n壮観だわ","304007","0"
"","0","1","304","1","0.2","0","3","cgg_talk_doya","304008","cgg_idle_doya"
"","0","106411","304","2","0.2","0","3","cgg_surprise_dere","304009","cgg_talk_surprise_dere"
"","","5.2","304","","","","93","0","304010",""
"","1","106411","304","","0.2","","3","cgg_talk_joy3","304011",""
"","","304007","304","","","","91","","304012",""
"","","0.5","304","","","","93","0","304013",""
"","1","106411","304","","0.2","","3","cgg_idle_def","304014",""
"","1","1","304","","0.2","","3","cgg_idle_surprise3","304015",""
"","1.4","1","304","","0.2","","12","6","304016",""
"","","3","304","","","","93","0","304017",""
"","1","1","304","","0.2","","3","cgg_idle_normal","304018",""
"","1","106411","304","","0.2","","3","cgg_talk_joy1","304019",""
"","1.4","106411","304","","0.2","","12","10","304020",""
"","","3","304","","","","93","0","304021",""
"","1","106411","304","","0.2","","3","cgg_idle_def","304022",""
"","0","1","304","1","0.2","0","3","cgg_talk_doya","304023","cgg_idle_doya"
"","1.4","1","304","","0.2","","12","6","304024",""
"","","3","304","","","","93","0","304025",""
"","1","1","304","","0.2","","3","cgg_idle_normal","304026",""
"","0","106411","304","1","0.2","0","3","cgg_surprise_kira","304027","cgg_talk_surprise_kira"
"","1.4","106411","304","","0.2","","12","7","304028",""
"","","3","304","","","","93","0","304029",""
"","","304015","304","","","","101","0","304030",""
"","","0","304","","","","22","0.5","304031",""
"","1","1","304","0","0.1","0","6","1","304032","1"
"","1","106411","304","0","0.1","0","6","1","304033","1"
"","","0.1","304","","","","93","0","304034",""
"","1","1","304","","0","","3","cgg_idle_normal","304035",""
"","1","106411","304","","0","","3","cgg_idle_def","304036",""
"cgg_idle_normal","100","1","305","-230","160","0","5","1","305001","-420"
"cgg_idle_def","100","1","305","-230","1.6","1","1","110911","305002","420"
"","1","1","305","1","0.1","0","6","1","305003","1"
"","1","110911","305","1","0.1","0","6","1","305004","1"
"","","0.2","305","","","","93","0","305005",""
"","0","vo_minigame_1007","305","","","","21","vo_minigame_1007_top_talk_17_023","305006","0"
"0","6","110911","305","0","0","0","11","フルコンプおめです！\nようやく始まりますね\n先輩の果てしなく長い\nカルミナすこすこ道が","305007","0"
"","0","1","305","1","0.2","0","3","cgg_talk_doya","305008","cgg_idle_doya"
"","1","110911","305","","0.2","","3","cgg_talk_joy1","305009",""
"","","1.9","305","","","","93","0","305010",""
"","1","1","305","","0.2","","3","cgg_idle_nod","305011",""
"","1","110911","305","","0.2","","3","cgg_talk_joy3_dere","305012",""
"","","305007","305","","","","91","","305013",""
"","","0.5","305","","","","93","0","305014",""
"","1","110911","305","","0.2","","3","cgg_idle_def","305015",""
"","0","1","305","1","0.2","0","3","cgg_talk_doya","305016","cgg_idle_doya"
"","1.4","1","305","","0.2","","12","6","305017",""
"","","3","305","","","","93","0","305018",""
"","1","1","305","","0.2","","3","cgg_idle_normal","305019",""
"","1","110911","305","","0.2","","3","cgg_talk_joy3","305020",""
"","1.4","110911","305","","0.2","","12","10","305021",""
"","","3","305","","","","93","0","305022",""
"","1","110911","305","","0.2","","3","cgg_idle_def","305023",""
"","1","1","305","","0.2","","3","cgg_idle_reaction3","305024",""
"","1.4","1","305","","0.2","","12","10","305025",""
"","","3","305","","","","93","0","305026",""
"","1","1","305","","0.2","","3","cgg_idle_normal","305027",""
"","0","110911","305","1","0.2","0","3","cgg_talk_arm_crossed","305028","cgg_idle_arm_crossed"
"","1.4","110911","305","","0.2","","12","7","305029",""
"","","3","305","","","","93","0","305030",""
"","","305015","305","","","","101","0","305031",""
"","","0","305","","","","22","0.5","305032",""
"","1","1","305","0","0.1","0","6","1","305033","1"
"","1","110911","305","0","0.1","0","6","1","305034","1"
"","","0.1","305","","","","93","0","305035",""
"","1","1","305","","0","","3","cgg_idle_normal","305036",""
"","1","110911","305","","0","","3","cgg_idle_def","305037",""
"cgg_idle_normal","100","1","306","-230","160","0","5","1","306001","-420"
"cgg_idle_def","100","1","306","-230","1.6","1","1","117211","306002","290"
"cgg_idle_def","101","1","306","-230","1.6","1","1","117311","306003","405"
"cgg_idle_def","102","1","306","-230","1.6","1","1","117411","306004","520"
"","1","1","306","1","0.1","0","6","1","306005","1"
"","1","117211","306","1","0.1","0","6","1","306006","1"
"","1","117311","306","1","0.1","0","6","1","306007","1"
"","1","117411","306","1","0.1","0","6","1","306008","1"
"","","0.2","306","","","","93","0","306009",""
"","0","vo_minigame_1007","306","","","","21","vo_minigame_1007_top_talk_18_024","306010","0"
"0","7","117211","306","0","0","0","11","私たちのグッズを\n全部集めてくれて\nありがとう♪","306011","0"
"","1","1","306","","0.2","","3","cgg_idle_reaction1","306012",""
"","1","117211","306","","0.2","","3","cgg_talk_joy1_normal","306013",""
"","","2.4","306","","","","93","0","306014",""
"","0","1","306","1","0.2","0","3","cgg_joy","306015","cgg_idle_reaction3"
"","1","117211","306","","0.2","","3","cgg_talk_surprise_nozomi","306016",""
"","","306011","306","","","","91","","306017",""
"","1","117211","306","","0.2","","3","cgg_idle_def","306018",""
"","0","vo_minigame_1007","306","","","","21","vo_minigame_1007_top_talk_18_025","306019","0"
"0","5","117311","306","0","0","0","11","全部集めてしまう\nなんて、驚きました\nおめでとうございます","306020","0"
"","0","1","306","1","0.2","0","3","cgg_talk_doya","306021","cgg_idle_doya"
"","1","117311","306","","0.2","","3","cgg_talk_surprise1","306022",""
"","","4.5","306","","","","93","0","306023",""
"","1","1","306","","0.2","","3","cgg_idle_reaction5","306024",""
"","1","117311","306","","0.2","","3","cgg_talk_wish","306025",""
"","","306020","306","","","","91","","306026",""
"","1","117311","306","","0.2","","3","cgg_idle_def","306027",""
"","0","vo_minigame_1007","306","","","","21","vo_minigame_1007_top_talk_18_026","306028","0"
"0","5","117411","306","0","0","0","11","せっかく\n揃えたんですから\nその…大事にして\nくださいよ！","306029","0"
"","1","1","306","","0.2","","3","cgg_idle_surprise1","306030",""
"","1","117411","306","","0.2","","3","cgg_idle_tsun","306031",""
"","","4.3","306","","","","93","0","306032",""
"","0","1","306","1","0.2","0","3","cgg_talk_guts2","306033","cgg_idle_guts2"
"","1","117411","306","","0.2","","3","cgg_talk_joy1","306034",""
"","","306029","306","","","","91","","306035",""
"","","0.5","306","","","","93","0","306036",""
"","1","117411","306","","0.2","","3","cgg_idle_def","306037",""
"","1","1","306","","0.2","","3","cgg_idle_normal","306038",""
"","1","117211","306","","0.2","","3","cgg_talk_joy1","306039",""
"","1.4","117211","306","","0.2","","12","10","306040",""
"","","3","306","","","","93","0","306041",""
"","1","117211","306","","0.2","","3","cgg_idle_def","306042",""
"","1","117311","306","","0.2","","3","cgg_talk_wish","306043",""
"","1.4","117311","306","","0.2","","12","7","306044",""
"","","3","306","","","","93","0","306045",""
"","1","117311","306","","0.2","","3","cgg_idle_def","306046",""
"","0","117411","306","1","0.2","0","3","cgg_talk_guts","306047","cgg_idle_guts"
"","1.4","117411","306","","0.2","","12","4","306048",""
"","","3","306","","","","93","0","306049",""
"","1","117411","306","","0.2","","3","cgg_idle_def","306050",""
"","1","1","306","","0.2","","3","cgg_idle_reaction3","306051",""
"","1.4","1","306","","0.2","","12","6","306052",""
"","","3","306","","","","93","0","306053",""
"","","306038","306","","","","101","0","306054",""
"","","0","306","","","","22","0.5","306055",""
"","1","1","306","0","0.1","0","6","1","306056","1"
"","1","117211","306","0","0.1","0","6","1","306057","1"
"","1","117311","306","0","0.1","0","6","1","306058","1"
"","1","117411","306","0","0.1","0","6","1","306059","1"
"","","0.1","306","","","","93","0","306060",""
"","1","1","306","","0","","3","cgg_idle_normal","306061",""
"","1","117211","306","","0","","3","cgg_idle_def","306062",""
"","1","117311","306","","0","","3","cgg_idle_def","306063",""
"","1","117411","306","","0","","3","cgg_idle_def","306064",""
