28e2e255d3e0937e8cc8e8782afa032a19b529abe58b6070bf1319129e47033e,202bd7a64b54d6771ac3028f89eecd4f04ea3c608437d4da16c9b6d29de06ad0,8fb3f19a496abe53fabd4aa3f569ddeb6dae27d9546d9f2a68969e2e9eb42008,91498976d6d80ff7200a3f17a054a85e9a7112364cf997b624c16b2c5a6df06c,3336f48a6eceffb56675b7a1486ef2e2bc4f449203cecb287a9cda05d1a94256,a20f18fa4c9bcc49195c09eb8e180dbd0bff8200235cec04e486a55dcb076434,dec3e84a6e007093d582c9e511100dc7f29fce5e3985b76ef97b30d35b574d6c,b5ce7aad8d142ba9e28b16fbfaa8a65d6d547b08354b565b7f2b1392d822894a,47b93b469fd650beec9d2a786456d37b553fafc1c9aab406cc5ddc26d8bbe654,96f1010064a813ac57d36aae7dd12c3a763f30bf035fc0306808ebb4cf2cfaff,9f0f9ac029b5932ab372e62081812f3597d8eaf09c5a15dbdb10146e70232fd5,df58df8a2a9666b29fcc4d1f193731b364caf065cac97db2a76c07ad3cd3b7b6,0dbabebfb1f23377eb07a1efc7f7264095d3e19f0190187047234218efa90988,761574e8cc567af4158c5fb5f7f810f84903208190f5307773ef3edec4d81275,dea761924d7646a4485eb501b0816be07208f25283923ed6ff86b5aab324bee2,fdbcf216f6463a4810452e1e0322d9fe43e6582ac85c886a8cecc8e3e820866a,ed2590c85a2dd24ecc751f85081088d909ab83ffe3964794e00148aa670747fd,3206a86b720c99be67b7a2586f8591702bb9a04b1ee2da65092f5f23b369dc28,9c7a024724091c30b55e2399dbf6746d990b7aa8cb90b8da0950bec10bc13721,b10796c927e950dd1bf9fa9bfaafe4b5dc0a3fe14bea5cdad9bb18d278665b59,076f534b61423a43cb7821be22ab59121f47ef0b4642f51ceb5ce396080d22a4
"豪炎槍プロミネンス","5","105165","0","槍","0","0","0","0","0","28.2","0","0.6","0","0","0","0","0","0","0","0"
"星核槍エルツボルグ","5","105166","0","槍","1","0","0","0","0","25.4","0","0","0","0","0","30","0","0","0","0"
"聖鹿槍アルマベナード","5","105167","0","弓","0.6","0","0","0","0","27.8","0","0","0","0","0","50","0","0","0","0"
"ネクロディムアックス","5","105191","0","斧","0","0","0","0.4","0","24","0","0","0","0.2","0","0","0","0","0","0"
"神判の聖斧","5","105192","0","斧","0","0","0","0","0","24","0.6","0","0","0","0","0","2","0","0","0"
"ガイアアクス","5","105193","0","斧","0","0","0","0","0","26","0","0","0","0","0","12","2.4","0","0","0"
"神轟斧テラブレイク","5","105194","0","斧","0","0","0","0","0","28","0","0","0","0","20","0","2.4","0","0","0"
"機操斧コアブレイカー","5","105195","0","斧","0","0","0","0","0","30.2","0","0.2","0","0","0","0","0","0","0","0"
"ターコイズ・ノア","5","105196","0","斧","0","0","0","0","0","34","0","0","0","0","0","0","0","0","0","0"
"炎羆帝の爪戦斧","5","105197","0","斧","0","0","0","0","0","30","0","0","0","0","0","40","4","0","0","0"
"ゼノスフィアロッド","5","105221","20","攻撃杖","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0.6"
"ジェネシスロッド","5","105222","22","攻撃杖","0","0","4","0","0","0","0","0","2.4","0","0","0","0","0","0","0"
"ケラウノスワンド","5","105223","23.6","攻撃杖","0","0","0","0","0","0","0.4","0","2.8","0","0","0","0","0","0","0"
"黒蛇龍の杖","5","105224","25.6","攻撃杖","0","0","2","0","0","0","0","0","3.2","0","0","0","0","0","0","0"
"月淵杖サクリファイス","5","105225","29.2","攻撃杖","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"清雅なる翠蝶杖","5","105226","30.8","攻撃杖","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"黒蛇の魔炎杖","5","105227","34.4","攻撃杖","0","0","0","0","0","0","0","0","2.4","0","0","0","0","0","0","0"
"フレイアムルロッド","5","105251","19","回復杖","0","0","0","0","0","0","0","0.8","0","0","24","0","0","0","1.2","0"
"神花の聖杖","5","105252","18.4","回復杖","0.4","0","2","0","0","0","0","0.6","0","0","0","0","0","0","0","0.4"
"アトランティスロッド","5","105253","20","回復杖","0.6","0","0","0","0","0","0","0.8","0","0","24","0","0","0","0","0"
"天杖ステラスフィア","5","105254","22","回復杖","0.6","0","0","0","0","0","0","0.8","0","0","0","12","0","0","0","0"
"世界樹の枝杖","5","105255","25.4","回復杖","0.4","0","0","0","0","0","0","0.4","0","0","0","0","0","0","1","0"
"炎鳥杖レイズフレア","5","105256","30.4","回復杖","0.2","0","0","0","0","0","0","0.4","0","0","0","0","0","0","0.2","0"
"白蛇の水聖杖","5","105257","27.2","回復杖","0.8","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"ファンタズムメイル","5","105281","0","軽装鎧","1.2","0","0","0","0","6.4","0.6","0.8","0","0","0","20","0","0","0","0"
"九天の鎧","5","105282","0","軽装鎧","1.2","0","0","0","0","8.4","0","1.2","0","0","0","16","0","0","0","0"
"レイジクイーンドレス","5","105283","0","軽装鎧","1.4","0","0","0","0","8.8","0","1","0","0","0","16","0","0","0","0"
"閃華の舞鎧","5","105284","0","軽装鎧","1.2","0","2.4","0","0","9.6","0","1.2","0","0","0","0","0","0","0","0"
"麗装ソウルローゼス","5","105285","0","軽装鎧","1.6","0","0","0","0","14","0","0.4","0","0","0","0","1.8","0","0","0"
"極南天の烈蒼鎧","5","105286","0","軽装鎧","1.2","0","0","0","0","16.2","0","0.8","0","0","0","0","0","0","0","0"
"聖光のリリープレート","5","105287","0","軽装鎧","0.6","0","0","0","0","18.4","0","1","0","0","0","0","4","0","0","0"
"蒼輝の鎧","5","105311","0","重装鎧","2","0","0","0","0","0","0","1.8","0","0","0","24","0","0","0","0"
"聖櫻の鎧","5","105312","0","重装鎧","2.2","0","0","0","0","0","0","2","0","0","20","0","0","0","0","0"
"煌金の王鎧","5","105313","0","重装鎧","2.4","0","0","0","0","0","0","1.6","0","0","0","10","0","0","0","0.2"
"烈風の俊鎧","5","105314","0","重装鎧","2.4","0","0","0","0","0","0","2","0","0","0","14","0","0","0","0"
"熾白銀の鏡鎧","5","105315","0","重装鎧","1.8","0","0","0","0","0","0","2.6","0","0","10","20","0","0","0","0"
"極北天の覇焔鎧","5","105316","0","重装鎧","3.2","0","0","0","0","0","0","1.8","0","0","0","15","0","0","0","0"
"覇王樹の棘針鎧","5","105317","0","重装鎧","3","0","0","0","0","0","0","1.8","0","0","0","42","0","0","0","0"
"イージスコート","5","105341","0","服","0.8","0","0","0","0","6.8","0","0.4","0","2","0","20","0","0","0","0"
"メイデンクロース","5","105342","0","服","1.2","0","0","0","0","0","0","2","0","0","0","32","0","0.4","0","0"
"鬼焔の闘衣","5","105343","0","服","1","0","0","0","0","13","0","0.8","0","0","0","0","2","0","0","0"
"極黒の冥衣","5","105344","0","服","1","0","0","0","0","13.2","0","0.8","0","0","0","0","2.4","0","0","0"
"流蒼装アズールロンド","5","105345","0","服","1.2","0","0","0","0","13.6","0","0.4","0","1","0","0","0","0","0","0"
"極東天の碧風装","5","105346","0","服","1.4","0","0","0","0","12.4","0","1","0","0","30","0","0","0","0","0"
"白霞の純花装","5","105347","0","服","1.2","0","0","0","0","13.6","0","1","0","0","0","0","2.4","0.4","0","0"
"純潔の巫女装束","5","105371","4","魔法服","1","0","0","0","0","0","0.6","1.4","0","0","0","24","0","0","0","0"
"エンプレスローブ","5","105372","8.6","魔法服","1","0","0","0","0","0","0","1.4","1.6","0","0","0","0","0","0","0"
"エクゾマギアローブ","5","105373","9.6","魔法服","0.8","0","0","0","0","0","0","1.4","2","0","0","0","0","0","0","0"
"爽氷の天衣","5","105374","8.6","魔法服","1.2","0","0","0","0","0","0","1.4","0","0","0","16","0","0","0","0"
"星詠みの聖霊衣","5","105375","9.2","魔法服","1","0","0","0","0","0","0","1.6","2.6","0","0","0","0","0","0","0"
"極西天の聖導衣","5","105376","10.4","魔法服","0.8","0","0","0","0","0","0","1.8","3","0","0","0","0","0","0","0"
"緋天のチューリップドレス","5","105377","12","魔法服","1.2","0","0","0","0","0","0","1.8","1.6","0","0","0","0","0","0","0"
"星詠みの円盾","5","105401","0","盾","1","0","0","0","0","10.8","0","0.6","0","0","0","0","0","0.4","0","0"
"熾白銀の鏡盾","5","105402","0","盾","1.8","0","0","0","0","0","0","2.8","0","0","0","16","0","0","0","0"
"聖円環ヘブンリーロータス","5","105403","0","盾","1.8","0","0","0","0","0","0","3.4","0","0","0","24","0","0","0","0"
"インファナルグリーブ","5","105431","0","靴","1.6","0","0","0","0","6","0","1.2","0","0","0","12","2","0","0","0"
"天翔の金靴","5","105432","0","靴","0.8","0","0","0","0","14","0","0.6","0","0","0","0","0","0.4","0","0"
"極翼天の聖靴","5","105433","0","靴","1.2","0","0","0","0","0","0","3.6","0","0","0","20","0","0","0","0"
"ブラッドルビーヒール","5","105462","4.8","魔法靴","1.2","0","0","0","0","0","0","1.8","0","0","0","12","0","0","0.8","0"
"熾白銀の鏡脚","5","105463","5.2","魔法靴","1.4","0","0","0","0","0","0","2.2","0","0","0","14","0","0","0","0"
"プライドオブローゼス","5","105464","5.6","魔法靴","1.8","0","0","0","0","0","0","2.8","0","0","0","0","0","0","0","0"
"ロイヤルガードハット","5","105491","0","帽子","1","0","0","0","0","12","0","0.8","0","0.6","0","0","0","0","0","0"
"忘哭の冠","5","105521","9.6","魔法帽子","0.6","0","0","0","0","0","0","1","1.6","0","0","20","0","0","0","0"
"白祈の聖冠","5","105522","4.4","魔法帽子","1.2","0","2.4","0","0","0","0","2","0","0","0","0","0","0","0","0"
"プロスペリティベール","5","105523","4.6","魔法帽子","1.6","0","0","0","0","0","0.4","1.8","0","0","0","0","0","0","0","0"
"極翼天の賢聖帽","5","105524","7.2","魔法帽子","1.4","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0"
"ミレニアムイヤリング","5","105551","0","攻撃アクセサリ","0","0","0","0","0","12.8","0","0","0","2","0","14","2","0","0","0"
"赫怒竜のペンダント","5","105552","0","攻撃アクセサリ","0","0","5","0","0","16.8","0","0","0","0","0","0","2.6","0","0","0"
"闘神の荒腕","5","105553","0","攻撃アクセサリ","0","0","0","0","0","20.4","0","0","0","0","0","0","4.8","0","0","0"
"花簪焔火牡丹","5","105554","0","攻撃アクセサリ","0","0","0","0","0","20.8","0","0","0","0","0","0","5.6","0","0","0"
"緋竜の爪火輪","5","105555","0","攻撃アクセサリ","0","0","0","0","0","19.6","0","0","0","0.6","0","0","5.8","0","0","0"
"ルビーローズチョーカー","5","105556","0","攻撃アクセサリ","0","0","0","0","0","21","0","0","0","0","0","10","5.8","0","0","0"
"紅鳥のクラリオンブローチ","5","105557","0","攻撃アクセサリ","0","0","0","0","0","22","0","0","0","0","0","0","7.6","0","0","0"
"精霊王の護石","5","105581","0","防御アクセサリ","2","0","0","0","0","0","0","1.2","0","0","20","40","0","0","0","0"
"人魚姫の霊涙","5","105582","0","防御アクセサリ","2.4","0","0","0","0","0","0","1.6","0","0","0","12","0","0","0.4","0"
"英盾王の腕輪","5","105583","0","防御アクセサリ","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0.4"
"海龍神の髪飾り","5","105584","0","防御アクセサリ","2","0","0","0","0","0","0","2.4","0","0","20","0","0","0","0","0"
"神盾輪ウォールブレス","5","105585","0","防御アクセサリ","2.8","0","0","0","0","0","0","1.8","0","0","0","10","0","0","0","0"
"エルフィンチョーカー","5","105586","0","防御アクセサリ","1.8","0","0","0","0","0","0","2.2","0","0","0","12","0","0.6","0","0"
"翆奏のハープブローチ","5","105587","0","防御アクセサリ","2.6","0","0","0","0","0","0","2.6","0","0","0","0","0","0","0","0"
"海神の耳飾り","5","105611","15.6","魔法アクセサリ","0","0","0","0","0","0","0","0","1.6","0","0","0","0","0","0","0.6"
"聖獣の祈念","5","105612","16.8","魔法アクセサリ","0","0","0","0","0","0","0","0","2","0","0","28","0","0","0","0"
"ソフォスブレスレット","5","105613","18.4","魔法アクセサリ","0","0","0","0","0","0","0","0","2.8","0","24","0","0","0","0","0"
"細氷姫の結び紐","5","105614","19.6","魔法アクセサリ","0","0","0","0","0","0","0","0","3.2","0","0","6","0","0","0","0"
"深結晶ゼノクリスタル","5","105615","20.2","魔法アクセサリ","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"ケイオティックチョーカー","5","105616","20.6","魔法アクセサリ","0","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0"
"蒼夜のノクターンブローチ","5","105617","21","魔法アクセサリ","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0"
"輝光剣アダマス","6","106011","0","剣","0","0","0","0","0","38.2","0","0","0","0","0","31","4.2","0","0","0"
"チョコスティックブレード","6","106012","0","剣","0","0","0","0","0","43.2","0","0","0","0","0","15","4","0","0","0"
"炎天赤日の剣","6","106013","0","剣","0","0","0","0","0","47","0","0","0","0","0","11","3.6","0","0","0"
"紅玉刀スカーレットムーン","6","106041","0","刀","0","0","0","0","0","41.2","0","0","0","0","0","0","5.2","0","0","0"
"ソフタイスシュベールト","6","106042","0","刀","0","0","0","0","0","43.2","0","0","0","0","0","0","7.4","0","0","0"
"薫風花散","6","106043","0","刀","0","0","0","0","0","43","0","0","0","1","0","0","7.8","0","0","0"
"翠風刃エメラルドエッジ","6","106071","0","短剣","0","0","0","0","0","39.6","0","0","0","0","0","0","8.4","0","0","0"
"チョコバナナダガー","6","106072","0","短剣","0","0","0","0","0","39.8","0","0","0","0","0","50","3","0","0","0"
"紫霧の短剣","6","106073","0","短剣","0","0","0","0","0","42.4","0","0","0","0","0","0","2.4","1","0","0"
"オパルスパージフィスト","6","106101","0","拳","0.4","0","0","0","0","34.8","0","0.8","0","0","0","0","6","0","0","0"
"シューナックル","6","106102","0","拳","0.4","0","0","0","0","45","0","0","0","0","0","0","0","0","0","0"
"砂塵瀑布の手甲","6","106103","0","拳","1.2","0","0","0","0","44","0","0","0","0","0","0","0","0","0","0"
"蒼神弓マーシーサピロス","6","106131","0","弓","1","0","0","0","0","28.8","0","2","0","0","0","0","0","0","0","0"
"キャンディーシュガーボウ","6","106132","0","弓","0","0","0","0","0","39","0","1.6","0","0","0","0","0","0","0","0"
"白雨の流転弓","6","106133","0","弓","0","0","0","0","0","39.2","0","2","0","0","0","0","1.6","0","0","0"
"クリスタロススパイク","6","106161","0","槍","0","0","0","0","0","39.8","0","0.8","0","0","0","0","0","0","0","0"
"ショコラートランス","6","106162","0","槍","1.4","0","0","0","0","40","0","0","0","0","0","0","0","0","0","0"
"迅雷一閃の槍","6","106163","0","槍","0.6","0","0","0","0","43","0","0.6","0","0","0","0","2","0","0","0"
"黄銅の裂戦斧","6","106191","0","斧","0","0","0","0","0","43.8","0","0","0","0","0","0","0","0","0","0"
"クレープアックス","6","106192","0","斧","0","0","0","0","0","47","0","0","0","0","0","0","0","0","0","0"
"極天の光帯斧","6","106193","0","斧","0","0","1.8","0","0","48.6","0","0","0","0","0","0","0","0","0","0"
"黒真珠の闇獄杖","6","106221","38","攻撃杖","0","0","0","0","0","0","0","0","5.8","0","0","0","0","0","0","0"
"ロリポップステッキ","6","106222","40.4","攻撃杖","0","0","0","0","0","0","0","0","6.6","0","0","0","0","0","0","0"
"月闇の弧月杖","6","106223","42.8","攻撃杖","0","0","0","0","0","0","0","0","7.2","0","0","0","0","0","0","0"
"白真珠の光天杖","6","106251","29","回復杖","0.6","0","0","0","0","0","0","0.8","0","0","0","69","0","0","0","0"
"トリプルアイスロッド","6","106252","30","回復杖","1.2","0","0","0","0","0","0","1.4","0","0","0","35","0","0","0","0"
"氷雪華晶の杖","6","106253","28.4","回復杖","1.4","0","0","0","0","0","0","1.8","0","0","0","50","0","0","0","0"
"白金の煌鱗鎧","6","106281","0","軽装鎧","1.8","0","0","0","0","15.6","0","1.4","0","0","0","0","0","0","0","0"
"チョコレートメイル","6","106282","0","軽装鎧","2.6","0","0","0","0","15.8","0","1","0","0","0","0","0","0","0","0"
"宵桜の紫鎧","6","106283","0","軽装鎧","1.2","0","0","0","0","24","0","1","0","0","0","0","2","0","0","0"
"金無垢の聖彫重甲","6","106311","0","重装鎧","2.8","0","3","0","0","0","0","2.2","0","0","0","37","0","0","0","0"
"ロゼストロベリーアーマー","6","106312","0","重装鎧","3","0","4","0","0","0","0","2.4","0","0","0","32","0","0","0","0"
"桜花の八重鎧","6","106313","0","重装鎧","3.2","0","4","0","0","0","0","2.4","0","0","0","43","0","0","0","0"
"ピンクコーラルドレス","6","106341","0","服","0.8","0","0","0","0","22.6","0","0.8","0","0","0","0","2","0","0","0"
"ファンシーマカロンドレス","6","106342","0","服","1.2","0","0","0","0","21.8","0","1.2","0","0","0","0","0","0","0","0"
"薄紅桜花の聖衣","6","106343","0","服","1.4","0","0","0","0","22","0","1.2","0","0","0","0","2","0","0","0"
"黒瑪瑙の祈装衣","6","106371","17.4","魔法服","1","0","0","0","0","0","0","1.4","2","0","0","0","0","0","0","0"
"マジックパンケーキローブ","6","106372","9.8","魔法服","2","0","0","0","0","0","0","2.8","0","0","0","0","0","0","0","0"
"白雪桜の魔装","6","106373","20","魔法服","1.2","0","0","0","0","0","0","1.6","2","0","0","0","0","0","0","0"
"アイオライトシールド","6","106401","0","盾","2.4","0","0","0","0","7.4","0","2.4","0","0","0","0","0","0","0","0"
"ミントアイスヒール","6","106431","0","靴","2.2","0","0","0","0","4.8","0","3.6","0","0","0","0","0","0","0","0"
"ムーンクリスタルヒール","6","106461","8.6","魔法靴","1.6","0","0","0","0","0","0","2.4","0","0","0","25","0","0","0","0"
"桜吹雪の編上靴","6","106462","10","魔法靴","1.8","0","0","0","0","0","0","2.6","0","0","0","35","0","0","0","0"
"不散桜の鍔広帽","6","106491","0","帽子","2.2","0","0","0","0","6.2","0","3.8","0","0","0","0","0","0","0","0"
"シーツタルトベレー","6","106521","24.4","魔法帽子","0.8","0","0","0","0","0","0","0.6","2.4","0","0","0","0","0","0","0"
"神紅輪ルビーローズ","6","106551","0","攻撃アクセサリ","0","0","0","0","0","24.8","0","0","0","0","0","19","8","0","0","0"
"ポップコーンネックレス","6","106552","0","攻撃アクセサリ","0","0","0","0","0","27.4","0","0","0","0","0","20","8.2","0","0","0"
"獄天の耳飾り","6","106553","0","攻撃アクセサリ","0","0","0","0","0","30","0","0","0","0","0","18","8.8","0","0","0"
"常盤の緑環","6","106581","0","防御アクセサリ","3","0","0","0","0","0","0","3","0","0","19","0","0","0","0","0"
"マカロンペンダント","6","106582","0","防御アクセサリ","3.4","0","0","0","0","0","0","3.2","0","0","0","7","0","0","0","0"
"旋風の耳飾り","6","106583","0","防御アクセサリ","3.4","0","0","0","0","0","0","3.4","0","0","0","22","0","0","0","0"
"白聖石ダイヤモンドスター","6","106611","26.4","魔法アクセサリ","0","0","0","0","0","0","0","0","4.8","0","0","0","0","0","0","0"
"ドーナツチョーカー","6","106612","26.8","魔法アクセサリ","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0"
"恵雨の耳飾り","6","106613","28","魔法アクセサリ","0","0","0","0","0","0","0","0","7.2","0","20","0","0","0","0","0"
"チェリーブロッサム","7","107011","0","剣","0","0","0","0","0","53.6","0","0","0","0","0","8","3.6","0","0","0"
"クリオネブレード","7","107012","0","剣","0","0","0","0","0","56.2","0","0","0","0","0","17","3.2","0","0","0"
"ライオットスパイク","7","107013","0","剣","0","0","0","0","0","57.2","0","0","0","0","0","34","2.8","0","0","0"
"宵刀影桜","7","107041","0","刀","0","0","0","0","0","52","0","0","0","0","0","0","8.4","0","0","0"
"オルカソード","7","107042","0","刀","1","0","0","0","0","51.6","0","0","0","0","0","0","6.2","0","0","0"
"チェインフューリーソード","7","107043","0","刀","0","0","0","0","0","59.4","0","0","0","0","0","0","6.2","0","0","0"
"チェリーペタルダガー","7","107071","0","短剣","0","0","0","0","0","50.8","0","0","0","0","0","13","8","0","0","0"
"シャークダガー","7","107072","0","短剣","0","0","0","0","0","55.6","0","0","0","0","0","0","8.2","0","0","0"
"サンダーパンクダガー","7","107073","0","短剣","0","0","0","0","0","59","0","0","0","0","0","0","7","0","0","0"
"桜花の貫き手","7","107101","0","拳","0.8","0","0","0","0","49.6","0","0","0","0","0","24","0","0","0","0"
"タートルガントレット","7","107102","0","拳","1.2","0","0","0","0","47.8","0","1.2","0","0","0","0","0","0","0","0"
"メリケンニャックル","7","107103","0","拳","0","0","0","0","0","62.4","0","0","0","0","0","0","0","0","0","0"
"枝垂れの桜花弓","7","107131","0","弓","1","0","0","0","0","46.2","0","1","0","0","0","0","0","0","0","0"
"クラウンフィッシュボウ","7","107132","0","弓","0","0","0","0","0","51.2","0","1.4","0","0","0","0","3","0","0","0"
"クライムハントボウ","7","107133","0","弓","0.4","0","0","0","0","52.8","0","1.2","0","0","0","0","3.4","0","0","0"
"散桜の颯槍","7","107161","0","槍","0.6","0","0","0","0","44.2","0","1.8","0","0","0","0","0","0","0","0"
"クラブシザースピアー","7","107162","0","槍","2","0","0","0","0","45.8","0","0.8","0","0","0","0","0","0","0","0"
"スカルゴシックランス","7","107163","0","槍","1.8","0","0","0","0","49.4","0","0.8","0","0","0","0","0","0","0","0"
"桜伐り","7","107191","0","斧","0","0","0","0","0","56.2","0","0","0","0","0","0","0","0","0","0"
"ホエールアックス","7","107192","0","斧","0","0","0","0","0","54","0","0","0","0","0","51","0","0","0","0"
"スカルゴシックランス","7","107193","0","斧","0","0","0","0","0","54.6","0","0","0","0","0","48","5","0","0","0"
"チェリッシュロッド","7","107221","45.8","攻撃杖","0","0","0","0","0","0","0","0","10.4","0","0","0","0","0","0","0"
"ジュエルシェルロッド","7","107222","50.4","攻撃杖","0","0","0","0","0","0","0","0","9.4","0","0","0","0","0","0","0"
"パドロックセプター","7","107223","55.4","攻撃杖","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0"
"桜華の舞杖","7","107251","40.2","回復杖","1.2","0","0","0","0","0","0","1.8","0","0","0","10","0","0","0","0"
"ジェリーフィッシュロッド","7","107252","38.6","回復杖","1.2","0","0","0","0","0","0","1.6","0","0","0","64","0","0","0","0"
"パンクプリンセスロッド","7","107253","42","回復杖","0.8","0","0","0","0","0","0","1.4","0","0","0","84","0","0","0","0"
"サマーライトビキニアーマー","7","107281","0","軽装鎧","2.2","0","0","0","0","28","0","1.6","0","0","0","0","3.6","0","0","0"
"ゴシックドレープアーマー","7","107282","0","軽装鎧","2.2","0","0","0","0","29.6","0","1.8","0","0","0","0","4.4","0","0","0"
"ピュアスノウメイル","7","107283","0","軽装鎧","2","0","0","0","0","29.8","0","2.6","0","0","0","0","4.4","0","0","0"
"ビーチフローターメイル","7","107311","0","重装鎧","4","0","4","0","0","0","0","3.6","0","0","0","68","0","0","0","0"
"ゴシックメイデン","7","107312","0","重装鎧","4.4","0","0","0","0","0","0","4","0","0","0","86","0","0","0","0"
"クリスタルアイスメイル","7","107313","0","重装鎧","5.2","0","0","0","0","0","0","4","0","0","0","80","0","0","0","0"
"朝顔の夏影浴衣","7","107341","0","服","1.8","0","0","0","0","32.8","0","1.4","0","0","0","0","0","0","0","0"
"パンキッシュガール","7","107342","0","服","3","0","0","0","0","24.8","0","2.4","0","0","0","0","0","0","0","0"
"ホワイトオーロラドレス","7","107343","0","服","1.6","0","0","0","0","29.8","0","2","0","0","0","64","0","0","0","0"
"パラソルワンピース","7","107371","33.4","魔法服","1","0","0","0","0","0","0","1.4","3.4","0","0","0","0","0","0","0"
"ゴシックブルーローズ","7","107372","33.8","魔法服","1.2","0","0","0","0","0","0","1.6","4","0","0","0","0","0","0","0"
"ダイヤモンドダストローブ","7","107373","36.4","魔法服","1.2","0","0","0","0","0","0","1.8","3.6","0","0","0","0","0","0","0"
"ハイビスカスサンダル","7","107461","16","魔法靴","2.4","0","0","0","0","0","0","2.6","0","0","0","69","0","0","0","0"
"スタッズドブラック","7","107462","16.4","魔法靴","2.6","0","0","0","0","0","0","2.8","0","0","0","75","0","0","0","0"
"フロストコラムヒール","7","107463","16.6","魔法靴","2.6","0","0","0","0","0","0","3","0","0","0","92","0","0","0","0"
"サンフラワーストローハット","7","107491","0","帽子","1.2","0","0","0","0","36.8","0","1.2","0","0","0","0","0","0","0","0"
"ピアスドブラック","7","107492","0","帽子","1","0","0","0","0","38.8","0","1.6","0","0","0","0","0","0","0","0"
"スノウフレークベレー","7","107493","0","帽子","0","0","0","0","0","43","0","0","0","0","0","105","0","0","0","0"
"桜舞の八重簪","7","107551","0","攻撃アクセサリ","0","0","0","0","0","42","0","0","0","0","0","0","6","0","0","0"
"ルビーハイビスカスの髪飾り","7","107552","0","攻撃アクセサリ","0","0","0","0","0","45","0","0","0","0","0","18","2.2","0","0","0"
"パンクニードルバングル","7","107553","0","攻撃アクセサリ","0","0","0","0","0","49.4","0","0","0","0","0","0","3.6","0","0","0"
"桜花の月夜簪","7","107581","0","防御アクセサリ","3.8","0","0","0","0","0","0","3.8","0","0","0","63","0","0","0","0"
"パールココナッツの髪飾り","7","107582","0","防御アクセサリ","4.8","0","0","0","0","0","0","4.8","0","0","0","0","0","0","0","0"
"エメラルドゴシックバングル","7","107583","0","防御アクセサリ","5.2","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0"
"仙桜の祝簪","7","107611","39","魔法アクセサリ","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0"
"オパールシェルの髪飾り","7","107612","40.2","魔法アクセサリ","0","0","0","0","0","0","0","1.6","0","0","0","0","0","0","0","0"
"ロッキンチェインバングル","7","107613","48.2","魔法アクセサリ","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0"
"氷輝剣グラースブレード","8","108011","0","剣","0","0","0","0","0","66","0","0","0","0","0","20","3.6","0","0","0"
"音界剣グランデピアニオス","8","108012","0","剣","0","0","0","0","0","70.4","0","0","0","0","0","20","2.4","0","0","0"
"オアシスガードブレード","8","108013","0","剣","0","0","0","0","0","72.8","0","0","0","0","0","40","0.6","0","0","0"
"ローズインペリアルソード","8","108014","0","剣","0","0","0","0","0","76.4","0","0","0","0","0","40","0.6","0","0","0"
"氷雪刀グラキエッジ","8","108041","0","刀","0","0","0","0","0","66.8","0","0","0","0","0","8","4.6","0","0","0"
"創音刀ゲルトナ","8","108042","0","刀","0","0","0","0","0","71.2","0","0","0","0","0","8","3.2","0","0","0"
"クイックサンドシャムシール","8","108043","0","刀","0","0","0","0","0","76","0","0","0","0","0","10","0.8","0","0","0"
"クルーエルローズブレード","8","108044","0","刀","0","0","0","0","0","79.8","0","0","0","0","0","10","0.8","0","0","0"
"氷牙スティーリアダガー","8","108071","0","短剣","0","0","0","0","0","67","0","0","0","0","0","0","6","0","0","0"
"刻音刃クレフトオン","8","108072","0","短剣","0","0","0","0","0","71.8","0","0","0","0","0","0","4","0","0","0"
"ダークデザートエッジ","8","108073","0","短剣","0","0","0","0","0","77","0","0","0","0","0","0","1","0","0","0"
"ソーンオブローゼズ","8","108074","0","短剣","0","0","0","0","0","80.8","0","0","0","0","0","0","1","0","0","0"
"氷塊拳グラセナックル","8","108101","0","拳","0","0","0","0","0","70","0","0","0","0","0","0","0","0","0","0"
"叫鳴拳バイオラフィスト","8","108102","0","拳","0","0","0","0","0","73.8","0","0","0","0","0","0","0","0","0","0"
"ヘリテージジャマダハル","8","108103","0","拳","0","0","0","0","0","77.6","0","0","0","0","0","0","0","0","0","0"
"ローズペタルナックル","8","108104","0","拳","0","0","0","0","0","81.2","0","0","0","0","0","0","0","0","0","0"
"氷聖弓コンヘラシオン","8","108131","0","弓","0","0","0","0","0","64.6","0","0.8","0","0","0","0","2.8","0","0","0"
"巧音弓スネアアーク","8","108132","0","弓","0","0","0","0","0","69.8","0","0.6","0","0","0","0","2","0","0","0"
"オリエンタルハリケーンボウ","8","108133","0","弓","0","0","0","0","0","75.4","0","0.4","0","0","0","0","0.4","0","0","0"
