7776b497c3bbc5f9ec794e219f58d4169b39f559071742c886d9f2c0655df7e3,affceae8a15ac481e7b9f82b22f69b12b3f5c2f2f09dee5b9b8fda4dfca2cf1a,d957c0ce3506f05d0d06945faa7d11e2eaa0e83e7f257d0e55178643de2511ac,2d18e8c56bc1c4ddd9067b446a24c349ce488b13d8370ac4e61af9da9de9ad76,f1c8ab3c55320864aab739295920091c02d98f6b070899e9366f5837dfcfafb2,e2135512e06afe84549b01176507e67a453ed63d848cabf503b0e5fa0a8131bf,3cf0d7b7c483687e9c394aa61f9f2fcb21a4a4fc75b06bb75ab41dee25e8cdf6,b5b2efa3542e2729da9890b23234c45200b8d7d363a6111d94bf0fd249574853,6782f4467fc9026d99d621255f48fc4fa6525609d2eeb7a66d8a49e9ffdbbfc0,7a1c5d29eeb5f84befd4436015e8a836f84bd368fc082bf531081d67b498aa32,5d95057117ab6fb239293cbe198e456558b0a6b6dacaaa0da1c06d80244f516d
"1083","3","","travel_exdrama_r_104_fishingBig","0","1","1","0","1010830004","travel_exdrama_r_104_fishingIdle","0"
"1083","32","","1","","10403","","","1010830005","",""
"1083","32","","1","","10001","","","1010830006","",""
"1083","93","","0","","3","","","1010830007","",""
"1083","32","","0","","10403","","","1010830008","",""
"1083","32","","0","","10001","","","1010830009","",""
"1084","4","","1","","1000002","","","1010840001","",""
"1084","3","","travel_exdrama_r_104_fishing_finish","0","1000001","0","0","1010840002","","0"
"1084","3","","travel_exdrama_r_finish_A_front","0","1000002","0","0","1010840003","","0"
"1084","3","","travel_exdrama_r_104_fishing_finish","0","1","0","0.2","1010840004","","0"
