0091fd6d3051cf1c3b789aeddf7a0f8e90bf6fe094c25d5f0b789b20802dafab,c8615c8f847ee26c9121c2eeeba37a6a00fac6e2083fb7e8a38cb290bfe1f722,e6230f84a16e2edbb5e853ecf890d55823016010c0963a9bdc8bb07f3f57eb1a,ce7a29af6f18fa8e1480e22ba8c258e4660f22314a26e0d460f3683f63259351,11d5226613c8d8f09a93a06986f9499bf34e9ca27604ec0fcf2a4d0469b27a75,acdc2b99204b9b2cea3626454987213797ce154462145dc0c134b45d8aef29b1,c42af77b626f7d725c233b74e755e2e92c585924a45e6ff95db080a2cb61580d,47e355547cb54a41d66485d2eb6c51f464fe56b7dcca98edd57fcab649b22915,a11956d93342a16cc116bfec8cec3e22881aa66351a702d0009df0dfc17db7a6,d4d636dcc37cfbb7e641d2d4f1dde5c6c13cc5612e61d5f95fb2687011a6219e,dff03e48e5f901d6c77cee3a8796bcbac0d254a95e33319cd5a12a5798ba7c18,68ce8016076740a8ddd8b36ecbd75a0fe240a430e6a5218aaa6d93d8fcdfb19f,9b50becd42f19f0be0462ff53b2b411a1cd41c4977a8103450375ba04b497a3f,ca419b271f1478b9605a45849bc97c0750ed5c8d87af3525b1668b25b7e8df92,2c6488c4a59c536387e2a82f94494b545bd9f5d9683cf82c0c833563756ce849,26fe962ebad32f45c6cd555f86179bd4e098bb2ae64e7d062e35e2643d8f9644,0bcf7b482f44742ad4e9e9cd026041bdcdf6747c83285a1a82beeefea3767200,4b1f07f52497b66a7f99cda4defb73242b6031a0e47cb3d3df7d54e7e11836d0,33f3f77174de7d93b2522cbef9eeff107d16d71cca5c3749b464961d55cccbdb
"10103","0","0","2.4","1","1.5","0","-55","0","3","0","610103006","5","","0","0","1","0","178"
"10104","5104321","600","1.3","2","5.5","0","0","0","1","3","610104004","5","","5104322","0","1","610104401","238"
"10104","0","600","1.5","1","1.5","40","-40","0","2","0","610104005","5","","5104323","0","1","0","238"
"10104","0","0","1.5","1","1.5","0","-40","0","3","0","610104006","5","","0","0","1","0","238"
"10105","5078321","0","1.55","1","1.5","62","-45","0","1","0","610105004","5","","5078322","0","1","0","181"
"10105","0","0","1.55","4","1.5","0","-45","0","2","0","610105005","5","","5078323","490","1","0","181"
"10105","0","0","1.55","1","1.5","0","-45","0","3","0","610105006","5","","0","0","1","0","181"
"10106","5106321","600","1.2","3","5.5","0","0","0","1","3","610106004","5","","5106322","12","1","610106401","240"
"10106","0","600","1.2","1","1.5","60","0","0","2","0","610106005","5","","5106323","0","1","610106402","240"
"10106","0","0","1.2","1","1.5","0","0","0","3","0","610106006","5","","0","0","1","0","240"
"10107","5080321","600","1.4","2","5.5","0","-70","0","1","3","610107004","5","","5080322","0","1","610107401","184"
"10107","0","0","1.5","1","1.5","60","-70","0","2","0","610107005","5","","5080323","0","1","610107402","184"
"10107","0","0","1.5","1","1.5","0","-70","0","3","0","610107006","5","","0","0","1","0","184"
"10108","5108321","600","1.55","1","5.5","80","-35","0","1","3","610108004","5","","5108322","0","1","610108401","243"
"10108","0","600","1.55","1","1.5","60","-35","0","2","0","610108005","5","","5108323","0","1","610108402","243"
"10108","0","0","1.55","1","1.5","0","-35","0","3","0","610108006","5","","0","0","1","0","243"
"10109","5082321","600","2","3","5.5","0","-20","0","1","3","610109004","5","","5082322","20","1","610109401","187"
"10109","0","0","2","1","1.5","69","-20","0","2","0","610109005","5","","5082323","0","1","0","187"
"10109","0","0","2","1","1.5","0","-20","0","3","0","610109006","5","","0","0","1","0","187"
"10110","5110321","600","1","5","5.5","69","-50","0","1","3","610110004","5","","5110322","10000000","1","610110401","246"
"10110","0","600","0.85","2","1.5","0","-50","0","2","0","610110005","5","","5110323","0","1","610110402","246"
"10110","0","0","1","1","1.5","0","-50","0","3","0","610110006","5","","0","0","1","0","246"
"10111","5111321","600","1.35","1","5.5","60","-78","0","1","3","610111004","5","","5111322","0","1","610111401","246"
"10111","0","600","1.2","2","1.5","0","-55","0","2","0","610111005","5","","5111323","0","1","610111402","246"
"10111","0","0","1.35","1","1.5","0","-78","0","3","0","610111006","5","","0","0","1","0","246"
"10112","5084321","600","1.35","2","5.5","0","5","0","1","3","610112004","5","","5084322","0","1","610112401","190"
"10112","0","600","1.35","3","1.5","0","5","0","2","0","610112005","5","","5084323","10","1","0","190"
"10112","0","0","1.35","1","1.5","0","5","0","3","0","610112006","5","","0","0","1","0","190"
"10113","5085321","600","0.95","2","5.5","0","-20","0","1","3","610113004","5","","5085322","0","1","610113401","190"
"10113","0","600","1.2","1","1.5","68","-20","0","2","0","610113005","5","","5085323","0","1","0","190"
"10113","0","0","1.2","1","1.5","0","-20","0","3","0","610113006","5","","0","0","1","0","190"
"10114","5114321","600","1.25","3","5.5","0","20","0","1","3","610114004","5","","5114322","16","1","610114401","249"
"10114","0","600","1.25","1","1.5","58","20","0","2","0","610114005","5","","5114323","0","1","610114402","249"
"10114","0","0","1.25","1","1.5","0","20","0","3","0","610114006","5","","0","0","1","0","249"
"10115","5088321","600","1.4","3","5.5","0","-70","0","1","3","610115004","5","","5088322","15","1","610115401","193"
"10115","0","0","1.5","1","1.5","72","-70","0","2","0","610115005","5","","5088323","0","1","610115402","193"
"10115","0","0","1.5","1","1.5","0","-70","0","3","0","610115006","5","","0","0","1","0","193"
"10116","5116321","600","1.85","1","5.5","74","-25","0","1","3","610116004","5","","5116322","0","1","610116401","252"
"10116","0","0","1.85","1","1.5","53","-25","0","2","0","610116005","5","","5116323","0","1","610116402","252"
"10116","0","0","1.85","1","1.5","0","-25","0","3","0","610116006","5","","0","0","1","0","252"
"10117","5090321","600","1.18","1","5.5","86","-45","0","1","3","610117004","5","","5090322","0","1","0","196"
"10117","0","0","1.18","4","1.5","0","-45","0","2","0","610117005","5","","5090323","300","1","0","196"
"10117","0","0","1.18","1","1.5","0","-45","0","3","0","610117006","5","","0","0","1","0","196"
"10118","5118321","600","1.25","1","5.5","69","-20","0","1","3","610118004","5","","5118322","0","1","610118401","255"
"10118","0","600","1.25","1","1.5","42","-20","0","2","0","610118005","5","","5118323","0","1","610118402","255"
"10118","0","0","1.25","1","1.5","0","-20","0","3","0","610118006","5","","0","0","1","0","255"
"10119","5092321","600","1.4","1","5.5","70","-50","0","1","3","610119004","5","","5092322","0","1","0","199"
"10119","0","600","1.15","2","1.5","0","-20","0","2","0","610119005","5","","5092323","0","1","610119402","199"
"10119","0","0","1.4","1","1.5","0","-50","0","3","0","610119006","5","","0","0","1","0","199"
"10120","5120321","600","1.55","1","5.5","71","-35","0","1","3","610120004","5","","5120322","0","1","610120401","255"
"10120","0","600","1.2","2","1.5","0","-35","0","2","0","610120005","5","","5120323","0","1","610120402","255"
"10120","0","0","1.55","1","1.5","0","-35","0","3","0","610120006","5","","0","0","1","0","255"
"10121","5094321","600","2.2","3","5.5","0","-50","0","1","3","610121004","5","","5094322","10","1","610121401","200"
"10121","0","0","2.2","1","1.5","68","-50","0","2","0","610121005","5","","5094323","0","1","0","200"
"10121","0","0","2.2","1","1.5","0","-50","0","3","0","610121006","5","","0","0","1","0","200"
"10122","5122321","600","1.7","1","5.5","68","40","0","1","3","610122004","5","","5122322","0","1","610122401","255"
"10122","0","600","1","2","1.5","0","20","0","2","4.5","610122005","5","","5122323","0","1","610122402","255"
"10122","0","0","1.7","1","1.5","0","40","0","3","0","610122006","5","","0","0","1","0","255"
"10123","5096321","600","1.3","1","5.5","80","-120","0","1","3","610123004","5","","5096322","0","1","0","200"
"10123","0","600","1","2","1.5","0","-80","0","2","0","610123005","5","","5096323","0","1","610123402","200"
"10123","0","0","1.3","1","1.5","0","-120","0","3","0","610123006","5","","0","0","1","0","200"
"10124","5124321","600","0.83","2","5.5","0","-20","0","1","3","610124004","5","","5124322","0","1","610124401","255"
"10124","0","600","0.83","1","1.5","66","-20","0","2","0","610124005","5","","5124323","0","1","0","255"
"10124","0","0","0.83","1","1.5","0","-20","0","3","0","610124006","5","","0","0","1","0","255"
"10125","5098321","600","1.3","2","5.5","0","-120","0","1","3","610125004","5","","5098322","0","1","610125401","200"
"10125","0","600","1.1","2","1.5","0","-80","0","2","0","610125005","5","","5098323","0","1","610125402","200"
"10125","0","0","1.3","1","1.5","0","-85","0","3","0","610125006","5","","0","0","1","0","200"
"10126","5126321","600","1.5","1","5.5","83","-25","0","1","3","610126004","5","","5126322","0","1","610126401","255"
"10126","0","600","1.3","2","1.5","0","-25","0","2","3","610126005","5","","5126323","0","1","610126402","255"
"10126","0","0","1.5","1","1.5","0","-25","0","3","0","610126006","5","","0","0","1","0","255"
"10127","5100321","600","1.1","2","5.5","0","-50","0","1","3","610127004","5","","5100322","0","1","610127401","200"
"10127","0","600","1.5","1","1.5","64","-70","0","2","0","610127005","5","","5100323","0","1","0","200"
"10127","0","0","1.5","1","1.5","0","-70","0","3","0","610127006","5","","0","0","1","0","200"
"10128","5128321","600","1.85","3","5.5","0","-25","0","1","3","610128004","5","","5128322","15","1","610128401","255"
"10128","0","0","1.85","1","1.5","62","-25","0","2","0","610128005","5","","5128323","0","1","610128402","255"
"10128","0","0","1.85","1","1.5","0","-25","0","3","0","610128006","5","","0","0","1","0","255"
"10129","5102321","600","1.25","1","5.5","66","-85","0","1","3","610129004","5","","5102322","0","1","0","200"
"10129","0","600","1.1","2","1.5","0","-80","0","2","0","610129005","5","","5102323","0","1","610129402","200"
"10129","0","0","1.25","1","1.5","0","-85","0","3","0","610129006","5","","0","0","1","0","200"
"10130","5130321","600","1.2","1","5.5","78","0","0","1","3","610130004","5","","5130322","0","1","0","255"
"10130","0","600","1","2","1.5","0","0","0","2","0","610130005","5","","5130323","0","1","610130402","255"
"10130","0","0","1.2","1","1.5","0","0","0","3","0","610130006","5","","0","0","1","0","255"
"10131","5104321","600","1.3","2","5.5","0","0","0","1","3","610131004","5","","5104322","0","1","610131401","200"
"10131","0","600","1.5","1","1.5","40","-40","0","2","0","610131005","5","","5104323","0","1","0","200"
"10131","0","0","1.5","1","1.5","0","-40","0","3","0","610131006","5","","0","0","1","0","200"
"10132","5132321","600","1","3","5.5","0","-60","0","1","3","610132004","5","","5132322","15","1","610132401","255"
"10132","0","0","1","1","1.5","70","-60","0","2","0","610132005","5","","5132323","0","1","610132402","255"
"10132","0","0","1","1","1.5","0","-60","0","3","0","610132006","5","","0","0","1","0","255"
"10133","5106321","600","1.2","3","5.5","0","0","0","1","3","610133004","5","","5106322","12","1","610133401","200"
"10133","0","600","1.2","1","1.5","60","0","0","2","0","610133005","5","","5106323","0","1","610133402","200"
"10133","0","0","1.2","1","1.5","0","0","0","3","0","610133006","5","","0","0","1","0","200"
"10134","5134321","600","1.85","1","5.5","55","-50","0","1","3","610134004","5","","5134322","0","1","0","255"
"10134","0","600","1.85","3","1.5","0","-50","0","2","3","610134005","5","","5134323","30","1","610134402","255"
"10134","0","0","1.85","1","1.5","0","-50","0","3","0","610134006","5","","0","0","1","0","255"
"10135","5108321","600","1.55","1","5.5","85","-35","0","1","3","610135004","5","","5108322","0","1","610135401","200"
"10135","0","600","1.55","1","1.5","70","-35","0","2","0","610135005","5","","5108323","0","1","610135402","200"
"10135","0","0","1.55","1","1.5","0","-35","0","3","0","610135006","5","","0","0","1","0","200"
"10136","5136321","600","1.1","2","5.5","0","0","0","1","3","610136004","5","","5136322","0","1","610136401","255"
"10136","0","600","1.5","1","1.5","84","-50","0","2","0","610136005","5","","5136323","0","1","0","255"
"10136","0","0","1.5","1","1.5","0","-50","0","3","0","610136006","5","","0","0","1","0","255"
"10137","5137321","0","0.85","1","5.5","75","0","0","1","0","610137004","5","","5137322","0","1","0","255"
"10137","0","0","0.85","1","1.5","50","0","0","2","0","610137005","5","","5137323","0","1","0","255"
"10137","0","0","0.85","1","1.5","0","0","0","3","0","610137006","5","","0","0","1","0","255"
"10138","5110321","600","1","5","5.5","69","-50","0","1","3","610138004","5","","5110322","2000000","1","610138401","200"
"10138","0","600","0.85","2","1.5","0","-50","0","2","0","610138005","5","","5110323","0","1","610138402","200"
"10138","0","0","1","1","1.5","0","-50","0","3","0","610138006","5","","0","0","1","0","200"
"10139","5111321","600","1.35","1","5.5","62","-78","0","1","3","610139004","5","","5111322","0","1","610139401","200"
"10139","0","600","1.2","2","1.5","0","-55","0","2","0","610139005","5","","5111323","0","1","610139402","200"
"10139","0","0","1.35","1","1.5","0","-78","0","3","0","610139006","5","","0","0","1","0","200"
"10140","5140321","600","1.4","1","5.5","86","0","0","1","3","610140004","5","","5140322","0","1","0","255"
"10140","0","0","1.4","1","1.5","52","0","0","2","0","610140005","5","","5140323","0","1","0","255"
"10140","0","0","1.4","1","1.5","0","0","0","3","0","610140006","5","","0","0","1","0","255"
"10141","5114321","600","1.25","3","5.5","0","20","0","1","3","610141004","5","","5114322","16","1","610141401","200"
"10141","0","600","1.25","1","1.5","58","20","0","2","0","610141005","5","","5114323","0","1","610141402","200"
"10141","0","0","1.25","1","1.5","0","20","0","3","0","610141006","5","","0","0","1","0","200"
"10142","5142321","600","1.45","1","5.5","76","-33","0","1","3","610142004","5","","5142322","0","1","0","255"
"10142","0","600","1.23","2","1.5","0","-40","0","2","3","610142005","5","","5142323","0","1","610142402","255"
"10142","0","0","1.45","1","1.5","0","-33","0","3","0","610142006","5","","0","0","1","0","255"
"10143","5116321","600","1.85","1","5.5","72","-25","0","1","3","610143004","5","","5116322","0","1","610143401","200"
"10143","0","0","1.85","1","1.5","52","-25","0","2","0","610143005","5","","5116323","0","1","610143402","200"
"10143","0","0","1.85","1","1.5","0","-25","0","3","0","610143006","5","","0","0","1","0","200"
"10144","5144321","600","1","1","5.5","65","-33","0","1","3","610144004","5","","5144322","0","1","0","255"
"10144","0","600","1","2","1.5","0","-40","0","2","3","610144005","5","","5144323","0","1","610144402","255"
"10144","0","0","1","1","1.5","0","-33","0","3","0","610144006","5","","0","0","1","0","255"
"10145","5118321","600","1.25","1","5.5","74","-20","0","1","3","610145004","5","","5118322","0","1","610145401","200"
"10145","0","600","1.25","1","1.5","52","-20","0","2","0","610145005","5","","5118323","0","1","610145402","200"
"10145","0","0","1.25","1","1.5","0","-20","0","3","0","610145006","5","","0","0","1","0","200"
"10146","5146321","600","0.87","2","5.5","0","-45","0","1","3","610146004","5","","5146322","0","1","610146401","255"
"10146","0","0","1.18","1","1.5","58","-45","0","2","0","610146005","5","","5146323","0","1","0","255"
"10146","0","0","1.18","1","1.5","0","-45","0","3","0","610146006","5","","0","0","1","0","255"
"10147","5120321","600","1.55","1","5.5","76","-35","0","1","0","610147004","5","","5120322","0","1","610147401","200"
"10147","0","600","1.2","2","1.5","0","-35","0","2","4","610147005","5","","5120323","0","1","610147402","200"
"10147","0","0","1.55","1","1.5","0","-35","0","3","0","610147006","5","","0","0","1","0","200"
"10148","5148321","600","1.4","2","5.5","0","-50","0","1","3","610148004","5","","5148322","0","1","610148401","255"
"10148","0","0","1.7","1","1.5","72","-50","0","2","0","610148005","5","","5148323","0","1","0","255"
"10148","0","0","1.7","1","1.5","0","-50","0","3","0","610148006","5","","0","0","1","0","255"
"10149","5122321","600","1.7","1","5.5","68","40","0","1","3","610149004","5","","5122322","0","1","610149401","200"
"10149","0","600","1","2","1.5","0","20","0","2","4.5","610149005","5","","5122323","0","1","610149402","200"
"10149","0","0","1.7","1","1.5","0","40","0","3","0","610149006","5","","0","0","1","0","200"
"10150","5150321","0","1.35","1","5.5","71","-33","0","1","0","610150004","5","","5150322","0","1","0","255"
"10150","0","0","1.35","1","1.5","50","-33","0","2","0","610150005","5","","5150323","0","1","0","255"
"10150","0","0","1.35","1","1.5","0","-33","0","3","0","610150006","5","","0","0","1","0","255"
"10151","5124321","600","0.83","2","5.5","0","-20","0","1","3","610151004","5","","5124322","0","1","610151401","200"
"10151","0","600","0.83","1","1.5","66","-20","0","2","0","610151005","5","","5124323","0","1","0","200"
"10151","0","0","0.83","1","1.5","0","-20","0","3","0","610151006","5","","0","0","1","0","200"
"10152","5152321","600","0.7","2","5.5","0","20","0","1","4.8","610152004","5","","5152322","0","1","610152401","255"
"10152","0","0","0.96","1","1.5","81","30","0","2","0","610152005","5","","5152323","0","1","0","255"
"10152","0","0","0.96","1","1.5","0","30","0","3","0","610152006","5","","0","0","1","0","255"
"10153","0","600","0.9","2","1.5","0","50","0","1","3","610153004","5","","5017321","0","1","610153401","200"
"10153","0","0","1","1","1.5","69","84","0","2","0","610153005","5","","5017322","0","1","0","200"
"10153","0","0","1","1","1.5","0","84","0","3","0","610153006","5","","0","0","1","0","200"
"10154","5154321","600","1.25","1","5.5","68","-33","0","1","3","610154004","5","","5154322","0","1","0","255"
"10154","0","600","1","2","1.5","0","-10","0","2","3","610154005","5","","5154323","0","1","610154402","255"
"10154","0","0","1.25","1","1.5","0","-33","0","3","0","610154006","5","","0","0","1","0","255"
"10155","5126321","600","1.5","1","5.5","83","-25","0","1","3","610126004","5","","5126322","0","1","610126401","255"
"10155","0","600","1.3","2","1.5","0","-25","0","2","3","610126005","5","","5126323","0","1","610126402","255"
"10155","0","0","1.5","1","1.5","0","-25","0","3","0","610126006","5","","0","0","1","0","255"
"10156","5156321","600","0.85","2","5.5","0","5","0","1","3","610156004","5","","5156322","0","1","610156401","255"
"10156","0","600","1.11","1","1.5","75","-10","0","2","3","610156005","5","","5156323","0","1","0","255"
"10156","0","0","1.11","1","1.5","0","-10","0","3","0","610156006","5","","0","0","1","0","255"
"10157","5128321","600","1.85","3","5.5","0","-25","0","1","3","610128004","5","","5128322","15","1","610128401","255"
"10157","0","0","1.85","1","1.5","62","-25","0","2","0","610128005","5","","5128323","0","1","610128402","255"
"10157","0","0","1.85","1","1.5","0","-25","0","3","0","610128006","5","","0","0","1","0","255"
"10158","5158321","600","1.5","2","5.5","0","-40","0","1","3","610158004","5","","5158322","0","1","610158401","255"
"10158","0","0","1.75","1","1.5","65","-33","0","2","0","610158005","5","","5158323","0","1","0","255"
"10158","0","0","1.75","1","1.5","0","-33","0","3","0","610158006","5","","0","0","1","0","255"
"10159","5130321","600","1.2","1","5.5","78","0","0","1","3","610130004","5","","5130322","0","1","0","255"
"10159","0","600","1","2","1.5","0","0","0","2","4.5","610130005","5","","5130323","0","1","610130402","255"
"10159","0","0","1.2","1","1.5","0","0","0","3","0","610130006","5","","0","0","1","0","255"
"10160","5160321","600","1.4","3","5.5","0","-35","0","1","4.8","610160004","5","","5160322","20","1","610160401","255"
"10160","0","0","1.4","1","1.5","70","-35","0","2","0","610160005","5","","5160323","0","1","0","255"
"10160","0","0","1.4","1","1.5","0","-35","0","3","0","610160006","5","","0","0","1","0","255"
"10161","5132321","600","1","3","5.5","0","-60","0","1","3","610132004","5","","5132322","15","1","610132401","255"
"10161","0","0","1","1","1.5","70","-60","0","2","0","610132005","5","","5132323","0","1","610132402","255"
"10161","0","0","1","1","1.5","0","-60","0","3","0","610132006","5","","0","0","1","0","255"
"10163","5134321","600","1.85","1","5.5","55","-50","0","1","3","610134004","5","","5134322","0","1","0","255"
"10163","0","600","1.85","3","1.5","0","-50","0","2","3","610134005","5","","5134323","30","1","610134402","255"
"10163","0","0","1.85","1","1.5","0","-50","0","3","0","610134006","5","","0","0","1","0","255"
"10164","5136321","600","1.1","2","5.5","0","0","0","1","3","610136004","5","","5136322","0","1","610136401","255"
"10164","0","600","1.5","1","1.5","84","-50","0","2","0","610136005","5","","5136323","0","1","0","255"
"10164","0","0","1.5","1","1.5","0","-50","0","3","0","610136006","5","","0","0","1","0","255"
"10165","5137321","0","0.85","1","5.5","75","0","0","1","0","610137004","5","","5137322","0","1","0","255"
"10165","0","0","0.85","1","1.5","50","0","0","2","0","610137005","5","","5137323","0","1","0","255"
"10165","0","0","0.85","1","1.5","0","0","0","3","0","610137006","5","","0","0","1","0","255"
"10166","5140321","600","1.4","1","5.5","86","0","0","1","3","610140004","5","","5140322","0","1","0","255"
"10166","0","0","1.4","1","1.5","52","0","0","2","0","610140005","5","","5140323","0","1","0","255"
"10166","0","0","1.4","1","1.5","0","0","0","3","0","610140006","5","","0","0","1","0","255"
"10167","5142321","600","1.45","1","5.5","76","-33","0","1","3","610142004","5","","5142322","0","1","0","255"
"10167","0","600","1.23","2","1.5","0","-40","0","2","3","610142005","5","","5142323","0","1","610142402","255"
"10167","0","0","1.45","1","1.5","0","-33","0","3","0","610142006","5","","0","0","1","0","255"
"10168","5144321","600","1","1","5.5","65","-33","0","1","3","610144004","5","","5144322","0","1","0","255"
"10168","0","600","1","2","1.5","0","-40","0","2","3","610144005","5","","5144323","0","1","610144402","255"
"10168","0","0","1","1","1.5","0","-33","0","3","0","610144006","5","","0","0","1","0","255"
"10169","5146321","600","0.87","2","5.5","0","-45","0","1","3","610146004","5","","5146322","0","1","610146401","255"
"10169","0","0","1.18","1","1.5","58","-45","0","2","0","610146005","5","","5146323","0","1","0","255"
"10169","0","0","1.18","1","1.5","0","-45","0","3","0","610146006","5","","0","0","1","0","255"
"10170","5148321","600","1.4","2","5.5","0","-50","0","1","3","610148004","5","","5148322","0","1","610148401","255"
"10170","0","0","1.7","1","1.5","72","-50","0","2","0","610148005","5","","5148323","0","1","0","255"
"10170","0","0","1.7","1","1.5","0","-50","0","3","0","610148006","5","","0","0","1","0","255"
"10171","5150321","0","1.35","1","5.5","71","-33","0","1","0","610150004","5","","5150322","0","1","0","255"
"10171","0","0","1.35","1","1.5","50","-33","0","2","0","610150005","5","","5150323","0","1","0","255"
"10171","0","0","1.35","1","1.5","0","-33","0","3","0","610150006","5","","0","0","1","0","255"
"10172","5152321","600","0.7","2","5.5","0","20","0","1","4.8","610152004","5","","5152322","0","1","610152401","255"
"10172","0","0","0.96","1","1.5","81","30","0","2","0","610152005","5","","5152323","0","1","0","255"
"10172","0","0","0.96","1","1.5","0","30","0","3","0","610152006","5","","0","0","1","0","255"
"10173","5154321","600","1.25","1","5.5","68","-33","0","1","3","610154004","5","","5154322","0","1","0","255"
"10173","0","600","1","2","1.5","0","-10","0","2","3","610154005","5","","5154323","0","1","610154402","255"
"10173","0","0","1.25","1","1.5","0","-33","0","3","0","610154006","5","","0","0","1","0","255"
"10174","5035321","600","2.5","2","5.5","0","5","0","1","3","610062004","5","","5035322","0","1","610062401","255"
"10174","0","600","2.5","2","1.5","0","5","0","2","0","610062005","5","","5035323","0","1","610062402","255"
"10174","0","0","2.5","1","1.5","0","5","0","3","0","610062006","5","","0","0","1","0","255"
"10175","5036321","600","0.4","1","5.5","73","-50","0","1","3","610063004","5","","5036322","0","1","0","255"
"10175","0","600","0.4","1","1.5","37","-50","0","2","0","610063005","5","","5036323","0","1","0","255"
"10175","0","0","0.4","1","1.5","0","-50","0","3","0","610063006","5","","0","0","1","0","255"
