38c16ea57cfd1b81aed7a2a31d837342145464504b4e93f8a57627a6ca8950db,bfa384fb544b0335ca0ee4a6b6f9c42a17bd0b89c991b3ef7635b80891e9c586,5816a1564cb17ff23d71e2125a41f8d35b0bd3887948a0e6071248fa75a9a58b,fe2b9b5403c46bedf54693568d4fd6fa22d3af950d1b4560d969f205586910a0,e7ae47b76bd21df91fb34f7d386ffe6defd32e18ec2bc5364fe167d5c122241e
"-23.4","11","-1.4","30050305","5"
"-21.8","11","-1","30050306","5"
"-23.6","13","-2.8","30050307","5"
"-19.8","13","-1.3","30050308","5"
"-18","12","-1.2","30050309","5"
"-16.1","11","-4.1","30050310","5"
"-15.4","11","-2.2","30050311","5"
"-16.4","12","-1.9","30050312","5"
"-16.4","13","-6.1","30050313","5"
"-12","11","-14","30050314","5"
"-10.6","11","-12","30050315","5"
"-16.2","12","-7.6","30050316","5"
"-9.8","11","-7.7","30050317","5"
"-14","13","-11","30050318","5"
"-14","13","-10","30050319","5"
"-14","13","-12","30050320","5"
"-14.1","12","-14","30050321","5"
"-8.9","11","-6.4","30050322","5"
"-10.5","11","-5.9","30050323","5"
"-8.8","11","-9","30050324","5"
"-5.6","12","-9.6","30050325","5"
"-5","12","-8","30050326","5"
"-5.5","12","-6.1","30050327","5"
"-6","13","-7.9","30050328","5"
"-5.7","11","-3.7","30050329","5"
"-9","12","-2.2","30050330","5"
"-12","12","-2.2","30050331","5"
"-10","12","-0.2","30050332","5"
"-11.9","12","0.3","30050333","5"
"-13","13","-1","30050334","5"
"-10.9","13","1.2","30050335","5"
"-11","13","-3","30050336","5"
"-16","11","1","30050337","5"
"-15.3","11","3.6","30050338","5"
"-13","11","4","30050339","5"
"-14","13","3","30050340","5"
"-10.2","11","4","30050341","5"
"-8.9","12","4","30050342","5"
"-5.2","12","-0.1","30050343","5"
"-3.2","12","1","30050344","5"
"-3.3","11","4.7","30050346","5"
"-1","11","4.2","30050347","5"
"4","13","-9","30050348","5"
"7","12","-10","30050349","5"
"7","12","-8","30050350","5"
"7","11","-6","30050351","5"
"6","11","-4","30050352","5"
"0","11","-7","30050353","5"
"0","11","-5","30050354","5"
"6","13","-1","30050355","5"
"6","12","-2.3","30050356","5"
"10.8","11","4","30050357","5"
"8.5","12","6.5","30050358","5"
"6.8","12","5.8","30050359","5"
"5","13","6","30050360","5"
"2.8","11","6","30050361","5"
"2.7","11","2.1","30050362","5"
"-4","12","-12","30050363","5"
"-6","11","-12","30050364","5"
"-3","13","-10","30050365","5"
"-4","13","-11","30050366","5"
"5.6","11","1.8","30050367","5"
"15.8","13","3.5","30050368","5"
"18.6","13","0.9","30050369","5"
"18.7","11","4.1","30050370","5"
"13.5","12","0.6","30050371","5"
"14.8","13","-1","30050372","5"
"16","13","-1","30050373","5"
"15","11","-2","30050374","5"
"19","11","-2","30050375","5"
"19","11","-1","30050376","5"
"13.1","12","-7.5","30050377","5"
"13","11","-5","30050378","5"
"16","13","-9","30050379","5"
"15","13","-8","30050380","5"
"14","12","-9","30050381","5"
"15.8","11","-10","30050382","5"
"17.6","11","-10","30050383","5"
"19.5","12","-10.2","30050384","5"
"13.8","12","-13.6","30050390","5"
"10.7","12","-13.5","30050391","5"
"10.6","11","-10.7","30050392","5"
"12","11","-10","30050393","5"
"18","12","-14.1","30050394","5"
"20","13","-14","30050395","5"
"19","13","-13","30050396","5"
"21","13","-15","30050397","5"
"18.7","12","-18.2","30050398","5"
"18.7","11","-20","30050399","5"
"14.7","12","-20","30050400","5"
"13","11","-20","30050401","5"
"10.9","11","-19.9","30050402","5"
"12","13","-20","30050403","5"
"16","13","-20","30050404","5"
"14","11","-22.9","30050405","5"
"15","13","-22.8","30050406","5"
"19","12","-23","30050407","5"
"21","11","-23","30050408","5"
"22","13","-23","30050409","5"
"20","13","-23","30050410","5"
"23.6","12","-21.2","30050411","5"
"23.6","12","-18.2","30050412","5"
"-20.8","991006","-5.7","30050413","5"
"-19","991006","-5.7","30050414","5"
"-3.2","11","-0.4","30050416","5"
"-3.3","12","-2.1","30050417","5"
"-0.4","12","1","30050418","5"
"-0.5","11","-0.4","30050419","5"
"-0.5","12","-2.1","30050420","5"
"-1.8","991005","1","30050421","5"
"-1.8","991005","-0.8","30050422","5"
"-1.8","991005","-2.3","30050423","5"
"15.2","991005","-13.1","30050424","5"
"15.2","991005","-15.3","30050425","5"
"15.2","991005","-17.4","30050426","5"
"16","13","-14","30050427","5"
"16","13","-16","30050428","5"
"16","13","-18","30050429","5"
"7.8","12","-19.2","30050430","5"
"10.6","13","-22.8","30050431","5"
"9.5","11","-22.7","30050432","5"
"16.5","991001","-4.8","30050433","5"
"17.5","991002","-4.8","30050434","5"
"7.7","991001","1.4","30050435","5"
"8.3","991002","1.4","30050436","5"
"16","991002","1.5","30050437","5"
"15.6","991003","1.3","30050438","5"
"5.5","991001","-17.1","30050439","5"
"6.5","991002","-17.1","30050440","5"
"7","11","-23.6","30060001","6"
"17.2","12","-21.3","30060003","6"
"6.4","13","-21.8","30060005","6"
"8.4","13","-21.8","30060006","6"
"4","11","-21","30060007","6"
"1.6","11","-15.7","30060008","6"
"3.5","11","-16.7","30060009","6"
"1.5","13","-21.9","30060010","6"
"2.7","13","-23.7","30060011","6"
"-3","13","-23.7","30060012","6"
"-5.9","12","-22.8","30060018","6"
"-10.5","11","-21.6","30060019","6"
"-11.5","13","-19.7","30060020","6"
"-13.5","13","-19.7","30060021","6"
"-9.5","13","-19.7","30060022","6"
"-16.1","12","-23.8","30060023","6"
"-18.7","11","-23.7","30060024","6"
"-21","11","-21.8","30060025","6"
"-10.9","13","-3.8","30060036","6"
"-10.3","12","-11.1","30060043","6"
"-11.6","12","-14.3","30060044","6"
"-15.1","12","-4.8","30060045","6"
"-10","11","1.3","30060054","6"
"4.1","12","-6.3","30060062","6"
"12.7","11","-4.2","30060064","6"
"11.9","11","-2.9","30060065","6"
"15.5","13","-7.4","30060067","6"
"16.4","13","-9.7","30060068","6"
"18.1","11","-25","30060073","6"
"17.5","13","-16.7","30060077","6"
"23.4","990002","-10.9","30060079","6"
"5","990001","-23.7","30060080","6"
"-13","990001","-10.6","30060081","6"
"1.8","11","-13","30060083","6"
"10.6","13","-10.5","30060085","6"
"8.5","13","-16.7","30060086","6"
"11.6","12","-14.2","30060087","6"
"9.7","12","-14.2","30060088","6"
"-0.5","13","-3.7","30060089","6"
"0.6","13","-3.7","30060090","6"
"-6.5","12","-7.3","30060091","6"
"-5.4","12","-6.1","30060092","6"
"-6.7","13","-6.1","30060093","6"
"-5.5","13","-7.5","30060094","6"
"-10.9","13","-5.8","30060095","6"
"-11.1","11","-7.2","30060097","6"
"-19.5","12","-12.3","30060098","6"
"-19.5","12","-10.4","30060099","6"
"-18","13","-8.9","30060100","6"
"-16.5","13","-11.4","30060101","6"
"-17.4","13","-21.5","30060102","6"
"-16","13","-20.1","30060103","6"
"-17.4","12","-20.1","30060104","6"
"-2.1","13","-21.9","30060106","6"
"21.2","11","-21.9","30060107","6"
"20.3","11","-24.2","30060108","6"
"16.8","12","-1.8","30060115","6"
"1","11","-10.6","30060116","6"
"2.5","11","-10.6","30060117","6"
"9","13","0.1","30060118","6"
"7.5","13","0.1","30060119","6"
"4.8","11","-0.6","30060120","6"
"19.4","12","-1.8","30060121","6"
"21.7","12","-1.8","30060122","6"
"20.5","13","-1.7","30060123","6"
"18.1","13","-1.7","30060124","6"
"15.8","11","2.2","30060125","6"
"19.5","13","1.2","30060126","6"
"21","13","1.2","30060127","6"
"22.5","13","1.2","30060128","6"
"20","13","-11.5","30060130","6"
"-4","11","-10.1","30060132","6"
"-8","12","-22.8","30060135","6"
"-18.8","11","-13.6","30060137","6"
"-14.3","11","-11.1","30060138","6"
"-4","12","-12","30060139","6"
"10.4","13","-16.7","30060140","6"
"-12.6","11","-21.6","30060141","6"
"-25.2","11","-19","30060145","6"
"-4.8","13","-1.9","30060146","6"
"-7.2","11","-2.2","30060148","6"
"14.2","11","1.4","30060150","6"
"8.5","11","-1.7","30060151","6"
"10","11","-2.6","30060152","6"
"9.5","12","-5.2","30060153","6"
"12.5","13","-10","30060154","6"
"12.8","13","-6","30060155","6"
"16.6","12","-5.6","30060156","6"
"23","12","-7","30060157","6"
"19.7","11","-5.6","30060158","6"
"21.7","11","-5.6","30060159","6"
"5.5","12","-18.8","30060161","6"
"7.5","11","-18.7","30060162","6"
"9.5","12","-18.8","30060163","6"
"11.5","11","-18.6","30060164","6"
"13.3","13","-18.7","30060165","6"
"15.3","13","-19.4","30060166","6"
"-16","12","-21.3","30060167","6"
"-6","13","-14.8","30060168","6"
"-4.5","12","-14.8","30060169","6"
"-3","13","-14.8","30060170","6"
"-1.5","12","-14.8","30060171","6"
"-7.6","11","-13.6","30060172","6"
"-14.3","11","-8.1","30060175","6"
"-15.8","11","-6.8","30060176","6"
"-25","13","-20.6","30060179","6"
"-25.1","13","-17.4","30060180","6"
"10","11","-23.6","30060181","6"
"20.9","13","-15.9","30060182","6"
"22.9","13","-15.9","30060183","6"
"22.7","11","-12.6","30060184","6"
"7","990001","-9.6","30060186","6"
"-20.8","991005","-19.7","30060187","6"
"-20.8","991005","-18.7","30060188","6"
"-20.8","991005","-17.7","30060189","6"
"-20.8","991005","-16.7","30060190","6"
"-0.8","991006","-2.8","30060191","6"
"0.2","991006","-2.8","30060192","6"
"1.2","991006","-2.8","30060193","6"
"18.2","991005","-4.7","30060194","6"
"18.2","991005","-5.7","30060195","6"
"18.2","991005","-6.7","30060196","6"
"18.2","991005","-7.7","30060197","6"
"-7.7","12","-10.2","30060198","6"
"-8.2","12","-16.6","30060199","6"
"-10.4","11","-17","30060200","6"
"-13","11","-17.4","30060201","6"
"-4.3","12","-19","30060202","6"
"-6.2","11","-17.8","30060203","6"
"-8.1","11","-18.2","30060204","6"
"15.1","12","-21.3","30060205","6"
"11.9","12","-21.3","30060206","6"
"17.1","13","-19.4","30060207","6"
"16.2","991005","-18.7","30060208","6"
"16.2","991005","-19.7","30060209","6"
"16.2","991005","-20.7","30060210","6"
"16.2","991005","-21.7","30060211","6"
"16.2","991005","-22.7","30060212","6"
"-23.3","11","-14.1","30060213","6"
"-21.3","11","-14.1","30060214","6"
"-9.5","13","-2.8","30060216","6"
"-11.2","11","0.1","30060217","6"
"-13.9","11","-2","30060218","6"
"-7.5","12","2","30060221","6"
"-0.5","13","-1.9","30060222","6"
"0.6","13","-1.9","30060223","6"
"-1.2","11","2.9","30060224","6"
"-3.3","11","-3","30060225","6"
"-3","11","-0.1","30060227","6"
"1.7","11","3.2","30060228","6"
"4.1","11","0.7","30060229","6"
"11.6","12","1.8","30060230","6"
"19.8","11","4.2","30060231","6"
"23","11","4.2","30060232","6"
"8.9","13","-9.9","30060233","6"
"5.6","13","-10.5","30060234","6"
"4.5","13","-9.9","30060235","6"
"21.3","11","-19.5","30060236","6"
"-22","13","-19.4","30060243","6"
"-22","13","-17.4","30060244","6"
"-20","13","-18.4","30060245","6"
"-6.6","991004","-20.7","30060246","6"
"-6.6","991003","-21.2","30060247","6"
"-14.3","991003","-21.6","30060248","6"
"-14.3","991004","-20.3","30060249","6"
"-13.1","991001","-5.2","30060250","6"
"-12.7","991002","-5.2","30060251","6"
"-6.6","991001","-4.2","30060252","6"
"-5.2","991002","-4.2","30060253","6"
"2.8","991002","-7.2","30060254","6"
"1.4","991001","-7.2","30060255","6"
"5.9","991001","-4.2","30060256","6"
"6.3","991002","-4.2","30060257","6"
"17.8","991003","-13.6","30060258","6"
"17.8","991004","-12.3","30060259","6"
"4.4","991001","-13.2","30060260","6"
"5.8","991002","-13.2","30060261","6"
"19","990001","-21.2","30070003","7"
"-4","990001","-21.2","30070004","7"
"5.8","991003","3","30070019","7"
"6.1","991002","3.4","30070020","7"
"-11.2","21","-22","30070035","7"
"-8.4","21","-18.8","30070038","7"
"-15.6","22","-14","30070040","7"
"-7.4","22","-14","30070041","7"
"-10.4","21","-11.7","30070042","7"
"-19.5","21","-12.8","30070046","7"
"-21","21","-11.4","30070047","7"
"-20","22","-8.1","30070048","7"
"-18.7","23","-6.5","30070050","7"
"-13.9","21","-7.8","30070051","7"
"-10.5","23","-6.3","30070052","7"
"-5.8","21","-11","30070055","7"
"-8.5","23","-6.3","30070058","7"
"-17","21","-4.8","30070062","7"
"-12.5","22","-5","30070064","7"
"-19","21","-2.7","30070067","7"
"-15.5","23","-2.4","30070068","7"
"-18.8","21","1.2","30070069","7"
"-17.2","21","2.3","30070070","7"
"-22","21","0.4","30070072","7"
"-13.5","23","-2.4","30070077","7"
"-19","21","5.7","30070078","7"
"-17.6","21","9.2","30070079","7"
"-12.8","22","3.5","30070080","7"
"-11.7","21","9.5","30070081","7"
"-5.6","22","0","30070088","7"
"-7.6","21","7.2","30070090","7"
"1","23","0.8","30070096","7"
"2.6","21","-0.9","30070097","7"
"7.2","21","1.1","30070099","7"
"2.5","21","4.1","30070102","7"
"15.7","21","4.7","30070108","7"
"13.7","21","3.3","30070110","7"
"8.6","21","-1.7","30070113","7"
"10.8","21","-6.7","30070114","7"
"10.5","22","0.1","30070115","7"
"15","22","-5","30070116","7"
"13.9","23","-0.3","30070117","7"
"11","23","-10.6","30070119","7"
"14.9","21","-13.6","30070123","7"
"16.5","23","-19.2","30070124","7"
"12.4","23","-18.5","30070125","7"
"8.9","21","-13.9","30070127","7"
"15","21","-21.8","30070131","7"
"11.6","23","-19.3","30070132","7"
"9.5","22","-21.8","30070133","7"
"4.3","21","-21.6","30070134","7"
"0","21","-21.1","30070136","7"
"3.1","23","-19.3","30070137","7"
"5.8","23","-18.8","30070138","7"
"4.1","23","-17.2","30070139","7"
"1.9","21","-15.5","30070141","7"
"5.9","22","-14.1","30070143","7"
"0.2","23","-13.4","30070144","7"
"3.7","23","-11.4","30070145","7"
"0.7","23","-4.9","30070147","7"
"-0.6","21","-7.5","30070148","7"
"-1.2","21","-2.5","30070154","7"
"-5","22","-15.3","30070157","7"
"-5.6","21","-17.7","30070158","7"
"-1.9","21","-22","30070159","7"
"-6.8","22","-21.9","30070160","7"
"-15","21","-17.7","30070163","7"
"-15.1","23","-21.6","30070165","7"
"5.1","21","7.1","30070167","7"
"6.9","23","3.1","30070168","7"
"4.4","23","-2.3","30070171","7"
"4","21","-5","30070172","7"
"-10","990001","-4.2","30070173","7"
"-6","990001","4.8","30070174","7"
"13","991001","-20.1","30070179","7"
"13.3","991004","-19.6","30070181","7"
"-5.8","991005","-7.7","30070186","7"
"-5.8","991005","-6.7","30070187","7"
"-5.8","991005","-5.6","30070188","7"
"-5.8","991005","-4.6","30070189","7"
"-4.1","22","0","30070190","7"
"-4.1","22","1.7","30070191","7"
"-5.6","22","1.7","30070192","7"
"-4.8","991005","-0.6","30070193","7"
"-4.8","991005","0.4","30070194","7"
"-4.8","991005","1.4","30070195","7"
"-4.8","991005","2.4","30070196","7"
"17.7","21","3.3","30070197","7"
"13.3","991006","4.2","30070198","7"
"14.4","991006","4.2","30070199","7"
"15.6","991006","4.2","30070200","7"
"16.8","991006","4.2","30070201","7"
"18","991006","4.2","30070202","7"
"14.5","23","-1.2","30070203","7"
"6.8","21","-6.7","30070204","7"
"8.8","21","-5.2","30070205","7"
"11","991006","-5.8","30070206","7"
"9.8","991006","-5.8","30070207","7"
"8.6","991006","-5.8","30070208","7"
"7.4","991006","-5.8","30070209","7"
"6.3","991006","-5.8","30070210","7"
"-1.8","23","-13.4","30070211","7"
"11.1","22","6.9","30070212","7"
"15.4","22","8","30070213","7"
"17.9","21","0.3","30070224","7"
"22.3","21","-7.9","30070227","7"
"21.7","21","-18.7","30070232","7"
"17","21","-16.4","30070233","7"
"17.1","21","-9.7","30070234","7"
"22.4","23","-11.9","30070236","7"
"22","22","-16.1","30070237","7"
"15.2","23","-0.4","30070240","7"
"21.2","22","3.4","30070241","7"
"22.7","22","-3.4","30070245","7"
"-2.5","23","6.7","30070247","7"
"-1.5","23","6.6","30070249","7"
"-1.9","23","7.2","30070250","7"
"4.7","23","-11.8","30070254","7"
"4.4","23","-10.8","30070255","7"
"1.4","22","7.2","30070256","7"
"10.8","23","-18.5","30070257","7"
"-16.5","23","6.1","30070258","7"
"-6.6","22","-6.4","30070259","7"
"-5","22","-7.4","30070260","7"
"-5","22","-5.3","30070261","7"
"11.5","23","-11.5","30070262","7"
"11.9","23","-10.7","30070263","7"
"17.4","23","-18.5","30070264","7"
"-14.4","23","-21.9","30070265","7"
"-15","23","-22.2","30070266","7"
"15.8","22","-4.2","30070267","7"
"22.7","23","-12.3","30070268","7"
"-9.5","23","5.5","30070269","7"
"-9.5","23","1.6","30070270","7"
"-21.9","22","3.3","30070271","7"
"17.1","990001","-22.5","30080013","8"
"-8.2","991004","-19","30080074","8"
"-16","990001","-22.5","30080076","8"
"2.8","991003","-9.4","30080193","8"
"2.8","991004","-8.3","30080194","8"
"11.8","991001","-16.6","30080204","8"
"12.2","991002","-16.6","30080205","8"
"-8.2","991003","-20.6","30080209","8"
"-11","990001","-4.5","30080213","8"
"-6.4","991003","1.7","30080214","8"
"-6.4","991004","2.2","30080215","8"
"-22.2","991001","-15.2","30080221","8"
"-21.8","991002","-15.2","30080222","8"
"-0.2","991001","-18.6","30080223","8"
"0.2","991002","-18.6","30080224","8"
"-22.7","991001","-10.6","30080233","8"
"-21.3","991002","-10.6","30080234","8"
"12","990001","-2.7","30080235","8"
"-4.2","991006","-16.7","30080236","8"
"-5.7","991006","-16.7","30080237","8"
"-25.5","23","24.3","30080238","8"
"-25.2","21","24.5","30080239","8"
"8.5","23","-22.7","30080240","8"
"13.8","21","-20.3","30080241","8"
"5","21","-22.7","30080242","8"
"6.5","23","-22.7","30080244","8"
"-25.4","22","24.4","30080245","8"
"4.5","22","-19.2","30080246","8"
"2.9","21","-15.6","30080250","8"
"3","21","-17.8","30080251","8"
"8.2","22","-13.4","30080252","8"
"5.4","23","-11.7","30080254","8"
"3.5","23","-11.7","30080255","8"
"1.5","21","-10.8","30080256","8"
"-1.6","21","-11.2","30080257","8"
"1.5","22","-13.8","30080259","8"
"1.6","22","-21.3","30080260","8"
"1.6","21","-22.8","30080261","8"
"-0.5","22","-24","30080262","8"
"-2.7","22","-24","30080263","8"
"-4","23","-16","30080264","8"
"-5","23","-16","30080265","8"
"-6","23","-16","30080266","8"
"-4","23","-18","30080267","8"
"-5","23","-18","30080268","8"
"-6","23","-18","30080269","8"
"-7","21","-21","30080270","8"
"-5.5","22","-19.8","30080271","8"
"-9.3","22","-17.1","30080272","8"
"-12.2","22","-17.2","30080274","8"
"-10","21","-22","30080275","8"
"-12","21","-22","30080276","8"
"-14.4","22","-16.8","30080277","8"
"-16.6","21","-15.9","30080278","8"
"-19.5","21","-16","30080279","8"
"-19","22","-14","30080281","8"
"-17","22","-13","30080282","8"
"-24","21","-13.8","30080284","8"
"-23.1","21","-20.6","30080286","8"
"-23.1","21","-17.7","30080287","8"
"-20","22","-22","30080288","8"
"-22","22","-22","30080289","8"
"-23.2","23","-19.3","30080290","8"
"-23.6","22","-11.5","30080292","8"
"-20.1","21","-12.4","30080294","8"
"-19","22","-8.4","30080297","8"
"-20.7","23","-6.6","30080300","8"
"-23.7","22","-5.4","30080303","8"
"-23.8","21","-2.9","30080305","8"
"-21.8","21","-1","30080306","8"
"-18","22","-1.2","30080309","8"
"-16.1","21","-4.1","30080310","8"
"-15","21","-2.2","30080311","8"
"-16.4","23","-6.1","30080313","8"
"-10.6","21","-11.8","30080315","8"
"-16.2","22","-7.6","30080316","8"
"-14","23","-11","30080318","8"
"-14","23","-10","30080319","8"
"-14","23","-12","30080320","8"
"-14.1","22","-14","30080321","8"
"-9.7","21","-6","30080323","8"
"-8","21","-9.5","30080324","8"
"-5.8","22","-6","30080327","8"
"-4.8","23","-8.8","30080328","8"
"-5.7","21","-3.7","30080329","8"
"-9","22","-2.2","30080330","8"
"-11.8","22","-1.7","30080331","8"
"-9.8","22","0.1","30080332","8"
"-13","23","-1","30080334","8"
"-10.9","23","0.2","30080335","8"
"-10.7","23","-2.6","30080336","8"
"-16","21","1","30080337","8"
"-15.3","21","3.6","30080338","8"
"-5.9","23","2.1","30080340","8"
"-10.2","21","4","30080341","8"
"-5.2","22","-0.1","30080343","8"
"-2.9","22","0.3","30080344","8"
"-3.3","21","4.7","30080346","8"
"-1","21","4.2","30080347","8"
"4.2","23","-9.2","30080348","8"
"7","22","-10","30080349","8"
"7","21","-6","30080351","8"
"0","21","-7","30080353","8"
"0","21","-4.9","30080354","8"
"5.8","22","-2.9","30080356","8"
"10.8","21","4","30080357","8"
"3","21","2.1","30080362","8"
"-4","22","-12","30080363","8"
"-6","21","-12","30080364","8"
"-3","23","-9.6","30080365","8"
"-4.6","23","-10.5","30080366","8"
"5.6","21","1.8","30080367","8"
"15.8","23","3.5","30080368","8"
"18.7","23","0.9","30080369","8"
"18.7","21","4.1","30080370","8"
"13.5","22","0.6","30080371","8"
"15.8","23","-1","30080373","8"
"19","21","-2","30080375","8"
"22.5","21","-8.5","30080376","8"
"13.1","22","-7.5","30080377","8"
"13","21","-5","30080378","8"
"16","23","-9","30080379","8"
"15","23","-8","30080380","8"
"19.5","22","-10.2","30080384","8"
"11.1","21","-11.2","30080392","8"
"15.9","23","-13.3","30080395","8"
"14.5","23","-13.3","30080396","8"
"21","23","-15","30080397","8"
"18.1","22","-18.3","30080398","8"
"10.2","21","-19.9","30080402","8"
"15","23","-22.8","30080406","8"
"18.7","22","-23.3","30080407","8"
"21.3","21","-22.9","30080408","8"
"23.6","22","-21.2","30080411","8"
"23.6","22","-18.2","30080412","8"
"-20.6","991006","-5.7","30080413","8"
"-19.3","991006","-5.7","30080414","8"
"-2.9","22","-2.1","30080417","8"
"-0.9","22","0.3","30080418","8"
"-0.9","22","-2.1","30080420","8"
"-1.8","991005","1","30080421","8"
"-1.8","991005","-0.8","30080422","8"
"-1.8","991005","-2.3","30080423","8"
"15.2","991005","-13.1","30080424","8"
"15.2","991005","-15.3","30080425","8"
"15.2","991005","-17.4","30080426","8"
"7.8","22","-19.2","30080430","8"
"10.5","23","-22.7","30080431","8"
"16.7","21","-19.9","30080432","8"
"16.5","991001","-4.8","30080433","8"
"17.5","991002","-4.8","30080434","8"
"7.7","991001","1.4","30080435","8"
"8.3","991002","1.4","30080436","8"
"16","991002","1.5","30080437","8"
"15.6","991003","1.3","30080438","8"
"5.5","991001","-17.1","30080439","8"
"6.5","991002","-17.1","30080440","8"
"-9.2","23","-15.6","30080441","8"
"-11.3","23","-14.5","30080442","8"
"-9.3","23","-13.6","30080443","8"
"-19.7","23","-6.6","30080444","8"
"-18.7","23","-6.6","30080445","8"
"-20.7","23","-5.1","30080446","8"
"-19.7","23","-5.1","30080447","8"
"-18.7","23","-5.1","30080448","8"
"4.5","23","4.9","30080449","8"
"6.5","23","4.9","30080450","8"
"5.5","23","4.9","30080451","8"
"7.5","23","4.9","30080452","8"
"14.7","23","-9.2","30080453","8"
"9.7","22","-2.8","30080455","8"
"9.5","23","-5.6","30080456","8"
"8.4","23","-8.4","30080457","8"
"11.6","23","-7.6","30080458","8"
"14.5","23","-15.4","30080459","8"
"15.9","23","-15.4","30080460","8"
"14.5","23","-17.5","30080461","8"
"15.9","23","-17.5","30080462","8"
"21","22","-5","30080463","8"
"22.6","22","-12.6","30080464","8"
"-10.7","22","-8.4","30080465","8"
"-12.9","21","-6.9","30080466","8"
"7","21","-23.8","30090001","9"
"17.2","22","-21.3","30090003","9"
"6.4","23","-21.8","30090005","9"
"8.4","23","-21.8","30090006","9"
"4","21","-21","30090007","9"
"1.6","21","-15.7","30090008","9"
"3.5","21","-16.9","30090009","9"
"1.5","23","-21.9","30090010","9"
"2.7","23","-23.7","30090011","9"
"-3","23","-23.7","30090012","9"
"-5.9","22","-22.8","30090018","9"
"-10.5","21","-21.8","30090019","9"
"-11.5","23","-19.7","30090020","9"
"-13.5","23","-19.7","30090021","9"
"-9.5","23","-19.7","30090022","9"
"-16.1","22","-23.8","30090023","9"
"-18.7","21","-23.8","30090024","9"
"-21","21","-21.8","30090025","9"
"-10.9","23","-3.8","30090036","9"
"-10.3","22","-11.1","30090043","9"
"-11.6","22","-14.3","30090044","9"
"-15.1","22","-4.8","30090045","9"
"-10","21","1.3","30090054","9"
"4.1","22","-6.3","30090062","9"
"12.7","21","-4.2","30090064","9"
"11.9","21","-2.9","30090065","9"
"15.5","23","-7.4","30090067","9"
"16.4","23","-9.7","30090068","9"
"18.1","21","-25","30090073","9"
"17.5","23","-16.7","30090077","9"
"23.4","990002","-10.9","30090079","9"
"5","990001","-23.7","30090080","9"
"-13","990001","-10.6","30090081","9"
"1.8","21","-13","30090083","9"
"10.6","23","-10.5","30090085","9"
"8.5","23","-16.7","30090086","9"
"11.6","22","-14.2","30090087","9"
"9.7","22","-14.2","30090088","9"
"-0.5","23","-3.7","30090089","9"
"0.6","23","-3.7","30090090","9"
"-6.5","22","-7.3","30090091","9"
"-5.4","22","-6.1","30090092","9"
"-6.7","23","-6.1","30090093","9"
"-5.5","23","-7.5","30090094","9"
"-10.9","23","-5.8","30090095","9"
"-11.1","21","-7.2","30090097","9"
"-19.5","22","-12.3","30090098","9"
"-19.5","22","-10.4","30090099","9"
"-18","23","-8.9","30090100","9"
"-16.5","23","-11.4","30090101","9"
"-17.4","23","-21.5","30090102","9"
"-16","23","-20.1","30090103","9"
"-17.4","22","-20.1","30090104","9"
"-2.1","23","-21.9","30090106","9"
"21.2","21","-21.9","30090107","9"
"20.3","21","-24.2","30090108","9"
"16.8","22","-1.8","30090115","9"
"1","21","-10.8","30090116","9"
"2.5","21","-10.8","30090117","9"
"9","23","0.1","30090118","9"
"7.5","23","0.1","30090119","9"
"4.8","21","-0.6","30090120","9"
"19.4","22","-1.8","30090121","9"
"21.7","22","-1.8","30090122","9"
"20.5","23","-1.7","30090123","9"
"18.1","23","-1.7","30090124","9"
"15.8","21","2.2","30090125","9"
"19.5","23","1.2","30090126","9"
"21","23","1.2","30090127","9"
"22.5","23","1.2","30090128","9"
"20","23","-11.5","30090130","9"
"-4","21","-10.1","30090132","9"
"-8","22","-22.8","30090135","9"
"-18.9","21","-13.7","30090137","9"
"-14.3","21","-11.1","30090138","9"
"-4","22","-12","30090139","9"
"10.4","23","-16.7","30090140","9"
"-12.6","21","-21.8","30090141","9"
"-25.2","21","-19","30090145","9"
"-4.8","23","-1.9","30090146","9"
"-7.2","21","-2.2","30090148","9"
"14.2","21","1.4","30090150","9"
"8.5","21","-1.9","30090151","9"
"10","21","-2.9","30090152","9"
"9.5","22","-5.2","30090153","9"
"12.5","23","-10","30090154","9"
"12.8","23","-6","30090155","9"
"16.6","22","-5.6","30090156","9"
"23","22","-7","30090157","9"
"19.7","21","-5.8","30090158","9"
"21.7","21","-5.8","30090159","9"
"5.5","22","-18.8","30090161","9"
"7.5","21","-19","30090162","9"
"9.5","22","-18.8","30090163","9"
"11.5","21","-19","30090164","9"
"13.3","23","-18.7","30090165","9"
"15.3","22","-19.4","30090166","9"
"-16","22","-21.3","30090167","9"
"-6","23","-14.8","30090168","9"
"-4.5","22","-14.8","30090169","9"
"-3","23","-14.8","30090170","9"
"-1.5","22","-14.8","30090171","9"
"-7.6","21","-13.6","30090172","9"
"-14.3","21","-8.1","30090175","9"
"-15.8","21","-6.8","30090176","9"
"-25","23","-20.6","30090179","9"
"-25.1","23","-17.4","30090180","9"
"10","21","-23.8","30090181","9"
"20.9","23","-15.9","30090182","9"
"22.9","23","-15.9","30090183","9"
"22.7","21","-12.6","30090184","9"
"7","990001","-9.6","30090186","9"
"-20.8","991005","-19.7","30090187","9"
"-20.8","991005","-18.7","30090188","9"
"-20.8","991005","-17.7","30090189","9"
"-20.8","991005","-16.7","30090190","9"
"-0.8","991006","-2.8","30090191","9"
