0a97798ed9ca0e9706a5fd3ff475afcda0bc12a3a61e7b9c1c1d3f781bc4b512,a906406d695f996940382b8b4bf065d444f3baffc3fae29bf5770d95ddacaacc,12cda3b652e98faba888d662c70efb9692fedff213eff69cd99d8a5667e9ad1f,d68430f31e530b4c6783de6ca5e97e581ae258d4db1cf990d60ed3593d032c58,84d4d8113d5ad934ffde555d8057f05a08259c7e62415f49e2896a15928a05aa,258ac719b67443b7a163055ba546a297ba4b8527d864644ad3d2e37f065caa13,d5a53a969e928e38c83ae9086e54a11e05b68a1295aa7ddb9b98c8ecf1c3f235,3de4ef021495f141882ed5d9ae69441e74471c888ffb50606cb5c1d2b7ea25c8,587e3b2acc97ac83fd2a0f42e937919e133134fc6d92d2c9a1dd226b799aaf85,bdd5280b2fda127f0a98cdfb8a3ed0be7e4b1ac9230efb6ed68d24c87001cf43,f5e27528355b9e90e868de7f6f386a5d91eb49c25c82f42f635356c472a6466f
"1","7","11","1","31","1","","","0","0","7003"
"","7","","2","93","","","","","","7004"
"","7","psy_fairy_talk","1","3","0.2","","","","1","7005"
"","7","vo_minigame_1008_drama_9902","vo_minigame_1008","21","","","","0","0","7006"
"0","7","キュキュッ！","1","11","0","0.5","0","1","6","7007"
"","7","","0","91","","","","","","7008"
"","7","psy_fairy_idle","1","3","0.2","","","","1","7009"
"","7","psy_miyako_talk3","119931","3","0.2","","","","1","7010"
"","7","vo_minigame_1008_drama_0702","vo_minigame_1008","21","","","","0","0","7011"
"0","7","うるさいの！　じゃまするななの！\nミヤコは究極のプリンを考えるのに\n忙しいの！","119931","11","0","1","0","1","6","7012"
"","7","1","3","93","","","","","","7013"
"1","7","psy_miyako_arm_crossed_in","119931","3","0.2","","0","psy_miyako_arm_crossed_loop","0","7014"
"","7","","7012","91","","","","","","7015"
"","7","0","0","22","","","","","","7016"
"","7","psy_fairy_talk","1","3","0.2","","","","1","7017"
"","7","vo_minigame_1008_drama_9903","vo_minigame_1008","21","","","","0","0","7018"
"0","7","キュ～キュ～！","1","11","0","0.5","0","1","6","7019"
"","7","","0","91","","","","","","7020"
"","7","psy_fairy_idle","1","3","0.2","","","","1","7021"
"","7","psy_miyako_anger2","119931","3","0.2","","","","1","7022"
"","7","vo_minigame_1008_drama_0704","vo_minigame_1008","21","","","","0","0","7023"
"0","7","そんなこと言われても知らないの！","119931","11","0","0.5","0","1","6","7024"
"","7","","0","91","","","","","","7025"
"","7","0","0","22","","","","","","7026"
"","7","psy_miyako_thinking3","119931","3","0.2","","","","1","7027"
"","7","vo_minigame_1008_drama_0705","vo_minigame_1008","21","","","","0","0","7028"
"0","7","ん～～……\nでも、試してみるのもよさそうなの。\nミヤコはやさしいから\nオマエの言うことを聞いてやるの！","119931","11","0","0.5","0","1","5","7029"
"","7","1","5","93","","","","","","7030"
"1","7","psy_miyako_doya_in","119931","3","0.2","","0","psy_miyako_doya_loop","0","7031"
"","7","","7029","91","","","","","","7032"
"","7","0","0","22","","","","","","7033"
"","7","","1","93","","","","","","7034"
"","7","","0","91","","","","","","7035"
"-200","8","119931","1","1","1.7","psy_miyako_start","0","-300","100","8001"
"-210","8","100411","1","1","1.7","psy_walk2","1","225","100","8002"
"-220","8","103631","1","1","1.7","psy_walk3","1","480","105","8003"
"-235","8","102011","1","1","1.7","psy_walk_glad","1","340","110","8004"
"1","8","11","1","31","1","","","0","0","8005"
"-200","8","1","1","5","1.7","psy_smoke_start","0","-300","101","8006"
"0","8","110","100411","2","","","","2","-210","8007"
"0","8","365","103631","2","","","","2.2","-220","8008"
"0","8","225","102011","2","","","","2.3","-235","8009"
"","8","","2","93","","","","","","8010"
"","8","psy_idle_normal","100411","3","0.2","","","","1","8011"
"","8","","0.2","93","","","","","","8012"
"","8","psy_idle_normal","103631","3","0.2","","","","1","8013"
"","8","","0.1","93","","","","","","8014"
"","8","psy_talk_joy1","102011","3","0.2","","","","1","8015"
"","8","vo_minigame_1008_drama_0806","vo_minigame_1008","21","","","","0","0","8016"
"0","8","おにいちゃん、遊びにきたよ～\nあれ～？　お留守なのかな？","102011","11","0","0.5","0","1","8","8017"
"","8","","0","91","","","","","","8018"
"","8","psy_idle_joy1","102011","3","0.2","","","","1","8019"
"1","8","psy_miyako_appear","119931","3","0","","0.2","psy_miyako_talk1","0","8020"
"0","8","psy_smoke_appear","1","3","0","","0","psy_smoke_start","0","8021"
"","8","vo_minigame_1008_drama_0801","vo_minigame_1008","21","","","","0","0","8022"
"0","8","ん？　アイツに何か用なの？","119931","11","0","0.5","0","1","6","8023"
"","8","","0","91","","","","","","8024"
"","8","0","0","22","","","","","","8025"
"","8","psy_miyako_idle","119931","3","0.2","","","","1","8026"
"","8","psy_talk_surprise2","103631","3","0.2","","","","1","8027"
"","8","vo_minigame_1008_drama_0807","vo_minigame_1008","21","","","","0","0","8028"
"0","8","きゃ～！？　おばけ！！","103631","11","0","0.5","0","1","8","8029"
"","8","","0","91","","","","","","8030"
"","8","psy_idle_surprise2","103631","3","0.2","","","","1","8031"
"","8","psy_talk_joy2","100411","3","0.2","","","","1","8032"
"","8","vo_minigame_1008_drama_0808","vo_minigame_1008","21","","","","0","0","8033"
"0","8","すごーい！\nにいちゃんがしかけたイタズラかな？\nにいちゃん、隠れてないで出てきなよ～","100411","11","0","0.5","0","1","8","8034"
"","8","","0","91","","","","","","8035"
"","8","psy_idle_joy2","100411","3","0.2","","","","1","8036"
"","8","psy_miyako_panic2","119931","3","0.2","","","","1","8037"
"","8","vo_minigame_1008_drama_0802","vo_minigame_1008","21","","","","0","0","8038"
"0","8","ミヤコはイタズラじゃないの。\n幽霊なの。\nあとアイツは今はいないの。","119931","11","0","1","0","1","6","8039"
"","8","1","3","93","","","","","","8040"
"","8","psy_miyako_talk2","119931","3","0.2","","","","1","8041"
"","8","","8039","91","","","","","","8042"
"","8","0","0","22","","","","","","8043"
"","8","psy_miyako_idle","119931","3","0.2","","","","1","8044"
"","8","psy_talk_wish","100411","3","0.2","","","","1","8045"
"","8","vo_minigame_1008_drama_0809","vo_minigame_1008","21","","","","0","0","8046"
"0","8","いないの？\nそれなら今のうちにイタズラを……","100411","11","0","0.5","0","1","8","8047"
"","8","","0","91","","","","","","8048"
"","8","psy_idle_wish","100411","3","0.2","","","","1","8049"
"","8","psy_talk_anger","103631","3","0.2","","","","1","8050"
"","8","vo_minigame_1008_drama_0810","vo_minigame_1008","21","","","","0","0","8051"
"0","8","お店でそんなことしちゃダメでしょ！\nというか、なんでミソギは平気なの？\n幽霊が出たんだよ？","103631","11","0","0.5","0","1","8","8052"
"","8","","0","91","","","","","","8053"
"","8","psy_idle_anger","103631","3","0.2","","","","1","8054"
"","8","psy_talk_normal","100411","3","0.2","","","","1","8055"
"","8","0","100411","4","","","","","","8056"
"","8","vo_minigame_1008_drama_0811","vo_minigame_1008","21","","","","0","0","8057"
"0","8","だってにいちゃんの友だちみたいだし。\nそれに全然怖くないもん。","100411","11","0","0.5","0","1","8","8058"
"","8","","0","91","","","","","","8059"
"","8","1","100411","4","","","","","","8060"
"","8","psy_idle_normal","100411","3","0.2","","","","1","8061"
"","8","psy_talk_joy1","102011","3","0.2","","","","1","8062"
"","8","vo_minigame_1008_drama_0812","vo_minigame_1008","21","","","","0","0","8063"
"0","8","おにいちゃんが帰ってくるまで\n一緒に遊ぼ～","102011","11","0","0.5","0","1","8","8064"
"","8","","0","91","","","","","","8065"
"","8","psy_idle_joy1","102011","3","0.2","","","","1","8066"
"","8","psy_miyako_anger3","119931","3","0.2","","","","1","8067"
"","8","vo_minigame_1008_drama_0803","vo_minigame_1008","21","","","","0","0","8068"
"0","8","遊ばないの。\nミヤコはプリン作りで忙しいの！","119931","11","0","0.5","0","1","6","8069"
"","8","","0","91","","","","","","8070"
"","8","0","0","22","","","","","","8071"
"","8","psy_miyako_idle_anger","119931","3","0.2","","","","1","8072"
"","8","psy_talk_joy2","102011","3","0.2","","","","1","8073"
"","8","vo_minigame_1008_drama_0813","vo_minigame_1008","21","","","","0","0","8074"
"0","8","プリン作り？　わぁ、楽しそう～\nミミも一緒にやっていい？","102011","11","0","0.5","0","1","8","8075"
"","8","","0","91","","","","","","8076"
"","8","psy_idle_joy2","102011","3","0.2","","","","1","8077"
"1","8","psy_miyako_doya_in","119931","3","0.2","","0","psy_miyako_doya_loop","0","8078"
"","8","vo_minigame_1008_drama_0804","vo_minigame_1008","21","","","","0","0","8079"
"0","8","ミヤコの言うこと聞くなら\n手伝わせてやってもいいの。","119931","11","0","0.5","0","1","6","8080"
"","8","","0","91","","","","","","8081"
"","8","0","0","22","","","","","","8082"
"","8","psy_miyako_doya_idle","119931","3","0.2","","","","1","8083"
"1","8","psy_jump","102011","3","0.2","","0.4","psy_idle_joy1","0","8084"
"","8","vo_minigame_1008_drama_0814","vo_minigame_1008","21","","","","0","0","8085"
"0","8","わ～い！　やった～！","102011","11","0","0.5","0","1","8","8086"
"","8","","0","91","","","","","","8087"
"","8","psy_talk_joy2","100411","3","0.2","","","","1","8088"
"","8","vo_minigame_1008_drama_0815","vo_minigame_1008","21","","","","0","0","8089"
"0","8","にいちゃんにイタズラする用のプリン\n作っちゃお～！","100411","11","0","0.5","0","1","8","8090"
"","8","","0","91","","","","","","8091"
"","8","psy_idle_joy2","100411","3","0.2","","","","1","8092"
"","8","psy_talk_sad","103631","3","0.2","","","","1","8093"
"","8","vo_minigame_1008_drama_0816","vo_minigame_1008","21","","","","0","0","8094"
"0","8","そ、そんな……\n幽霊とプリン作りなんて……","103631","11","0","0.5","0","1","8","8095"
"","8","","0","91","","","","","","8096"
"","8","psy_idle_sad","103631","3","0.2","","","","1","8097"
"","8","psy_talk_normal","100411","3","0.2","","","","1","8098"
"","8","0","100411","4","","","","","","8099"
"","8","0","102011","4","","","","","","8100"
"","8","vo_minigame_1008_drama_0817","vo_minigame_1008","21","","","","0","0","8101"
"0","8","キョウカはやらないの？","100411","11","0","0.5","0","1","8","8102"
"","8","","0","91","","","","","","8103"
"","8","psy_idle_normal","100411","3","0.2","","","","1","8104"
"","8","psy_talk_joy2","102011","3","0.2","","","","1","8105"
"","8","vo_minigame_1008_drama_0818","vo_minigame_1008","21","","","","0","0","8106"
"0","8","ミミ、キョウカちゃんと一緒に\nプリン作りたいな～","102011","11","0","0.5","0","1","8","8107"
"","8","","0","91","","","","","","8108"
"","8","psy_idle_joy2","102011","3","0.2","","","","1","8109"
"","8","psy_talk_sad","103631","3","0.2","","","","1","8110"
"","8","vo_minigame_1008_drama_0819","vo_minigame_1008","21","","","","0","0","8111"
"0","8","うぅ……わかったよ、\n私も一緒に作ります。","103631","11","0","0.5","0","1","8","8112"
"","8","","0","91","","","","","","8113"
"","8","psy_idle_sad","103631","3","0.2","","","","1","8114"
"","8","psy_miyako_joy1","119931","3","0.2","","","","1","8115"
"","8","vo_minigame_1008_drama_0805","vo_minigame_1008","21","","","","0","0","8116"
"0","8","やったの！\n手下が一気に３人も増えたの！","119931","11","0","0.5","0","1","6","8117"
"","8","","0","91","","","","","","8118"
"","8","0","0","22","","","","","","8119"
"","8","","1","93","","","","","","8120"
"","8","","0","91","","","","","","8121"
"-200","9","119931","1","1","1.7","psy_miyako_idle","0","-300","100","9001"
"-220","9","1","1","5","1.7","psy_idle_normal","1","185","100","9002"
"1","9","11","1","31","1","","","0","0","9003"
"","9","","1","93","","","","","","9004"
"","9","psy_miyako_thinking4","119931","3","0.2","","","","1","9005"
"","9","vo_minigame_1008_drama_0901","vo_minigame_1008","21","","","","0","0","9006"
"0","9","むぅ……おいしいプリンを作るのは\nなかなか難しいの。\nミヤコのアイデアもなくなりそうなの！","119931","11","0","1","0","1","5","9007"
"","9","1","6","93","","","","","","9008"
"","9","psy_miyako_sad2","119931","3","0.2","","","","1","9009"
"","9","","9007","91","","","","","","9010"
"","9","0","0","22","","","","","","9011"
"","9","psy_miyako_talk_joy1","119931","3","0.2","","","","1","9012"
"","9","vo_minigame_1008_drama_0902","vo_minigame_1008","21","","","","0","0","9013"
"0","9","オマエ、たくさん知り合いいるの。\n何かプリンのヒントになるようなものを\n持ってくるの！","119931","11","0","0.5","0","1","6","9014"
"","9","1","6","93","","","","","","9015"
"1","9","psy_miyako_guts2_in","119931","3","0.2","","0","psy_miyako_guts2_loop","0","9016"
"","9","","9014","91","","","","","","9017"
"","9","0","0","22","","","","","","9018"
"0","9","11","1","12","0","0","0","0","1","9019"
"1","9","psy_talk_guts2","1","3","0.2","","0","psy_idle_guts2","0","9020"
"","9","","2","93","","","","","","9021"
"","9","0","1","4","","","","","","9022"
"","9","psy_run","1","3","0.2","","","","1","9023"
"0","9","1000","1","2","","","","3","-220","9024"
"","9","","4","93","","","","","","9025"
"","9","1","1","4","","","","","","9026"
"","9","psy_item01_run","1","3","0.2","","","","1","9027"
"0","9","185","1","2","","","","3","-220","9028"
"","9","","3","93","","","","","","9029"
"1","9","psy_item01_up","1","3","0.2","","0","psy_item01_up_loop","0","9030"
"","9","","0.5","93","","","","","","9031"
"","9","9033","手錠とムチを持ってきた。","103","","","","","0","9032"
"","9","psy_miyako_anger2","119931","3","0.2","","","","1","9033"
"","9","vo_minigame_1008_drama_0903","vo_minigame_1008","21","","","","0","0","9034"
"0","9","い、いきなり何を持ってくるの！\nオマエはヘンタイなの！？\n見損なったの！","119931","11","0","0.5","0","1","6","9035"
"","9","","0","91","","","","","","9036"
"","9","0","0","22","","","","","","9037"
"0","9","10","1","12","0","0","0","0","2","9038"
"","9","psy_item01_up_loop_talk","1","3","0.2","","","","1","9039"
"","9","","3","93","","","","","","9040"
"","9","psy_item01_up_loop","1","3","0.2","","","","1","9041"
"","9","psy_miyako_thinking4","119931","3","0.2","","","","1","9042"
"","9","vo_minigame_1008_drama_0904","vo_minigame_1008","21","","","","0","0","9043"
"0","9","…………え？\n手錠とムチを持ってる知り合いが\nいるの？\nオマエ、本当に大丈夫なの？","119931","11","0","0.5","0","1","5","9044"
"","9","1","6","93","","","","","","9045"
"","9","psy_miyako_talk4","119931","3","0.2","","","","1","9046"
"","9","","9044","91","","","","","","9047"
"","9","0","0","22","","","","","","9048"
"","9","","1","93","","","","","","9049"
"","9","","0","91","","","","","","9050"
"-200","10","119931","1","1","1.7","psy_miyako_idle","0","-300","100","10001"
"-220","10","1","1","5","1.7","psy_idle_normal","1","1000","100","10002"
"1","10","11","1","31","1","","","0","0","10003"
"","10","","2","93","","","","","","10004"
"","10","psy_item02_run","1","3","0.2","","","","1","10005"
"0","10","185","1","2","","","","3","-220","10006"
"","10","","3","93","","","","","","10007"
"1","10","psy_item02_up","1","3","0.2","","0","psy_item02_up_loop","0","10008"
"","10","","0.5","93","","","","","","10009"
"","10","10011","ヒントになりそうなものだよ。","103","","","","","0","10010"
"","10","psy_miyako_anger3","119931","3","0.2","","","","1","10011"
"","10","vo_minigame_1008_drama_1001","vo_minigame_1008","21","","","","0","0","10012"
"0","10","また変なもの持ってきたら許さないの！\n……ん？　木の実？\nまともなもの持ってきたの！\n褒めてやるの！","119931","11","0","0.5","0","1","5","10013"
"","10","1","4","93","","","","","","10014"
"","10","psy_miyako_talk2","119931","3","0.2","","","","1","10015"
"","10","1","2.5","93","","","","","","10016"
"","10","psy_miyako_talk_joy1","119931","3","0.2","","","","1","10017"
"","10","","10013","91","","","","","","10018"
"","10","0","0","22","","","","","","10019"
"","10","psy_miyako_thinking1","119931","3","0.2","","","","1","10020"
"","10","vo_minigame_1008_drama_1002","vo_minigame_1008","21","","","","0","0","10021"
"0","10","でもなんの実なの？\nドングリはわかるけど、\nこっちの赤い実は知らないの。","119931","11","0","0.5","0","1","5","10022"
"","10","","0","91","","","","","","10023"
"","10","0","0","22","","","","","","10024"
"0","10","6","1","12","0","0","0","0","3","10025"
"","10","psy_item02_up_loop_talk","1","3","0.2","","","","1","10026"
"","10","","3","93","","","","","","10027"
"","10","psy_item02_up_loop","1","3","0.2","","","","1","10028"
"","10","psy_miyako_sad1","119931","3","0.2","","","","1","10029"
"","10","vo_minigame_1008_drama_1003","vo_minigame_1008","21","","","","0","0","10030"
"0","10","食べると火を吹く実？\nなんでそんな危ない物持ってきたの！\nやっぱりオマエは使えないの～！","119931","11","0","0.5","0","1","6","10031"
"","10","1","3","93","","","","","","10032"
"","10","psy_miyako_anger2","119931","3","0.2","","","","1","10033"
"","10","","10031","91","","","","","","10034"
"","10","0","0","22","","","","","","10035"
"","10","","1","93","","","","","","10036"
"","10","","0","91","","","","","","10037"
"-200","11","119931","1","1","1.7","psy_miyako_idle","0","-300","100","11001"
"-220","11","1","1","5","1.7","psy_idle_normal","1","1000","100","11002"
"1","11","11","1","31","1","","","0","0","11003"
"","11","","2","93","","","","","","11004"
"","11","psy_item03_run","1","3","0.2","","","","1","11005"
"0","11","185","1","2","","","","3","-220","11006"
"","11","","3","93","","","","","","11007"
"1","11","psy_item03_up","1","3","0.2","","0","psy_item03_up_loop","0","11008"
"","11","","0.5","93","","","","","","11009"
"","11","11011","ヒントになりそうなものだよ。","103","","","","","0","11010"
"","11","psy_miyako_talk3","119931","3","0.2","","","","1","11011"
"","11","vo_minigame_1008_drama_1101","vo_minigame_1008","21","","","","0","0","11012"
"0","11","３度目の正直ってやつなの？\n今度こそまともなもの持ってこないと\nオマエをプリンにしてやるの。","119931","11","0","1","0","1","6","11013"
"","11","1","4","93","","","","","","11014"
"","11","psy_miyako_panic3","119931","3","0.2","","","","1","11015"
"","11","","11013","91","","","","","","11016"
"","11","0","0","22","","","","","","11017"
"","11","psy_miyako_thinking1","119931","3","0.2","","","","1","11018"
"","11","vo_minigame_1008_drama_1102","vo_minigame_1008","21","","","","0","0","11019"
"0","11","それで、オマエが手に持ってる紙は\nなんなの？\nおいしいプリンのレシピなの？","119931","11","0","0.5","0","1","6","11020"
"","11","","0","91","","","","","","11021"
"","11","0","0","22","","","","","","11022"
"","11","11024","台本とシフト表","103","","","","","0","11023"
"","11","psy_miyako_talk4","119931","3","0.2","","","","1","11024"
"","11","vo_minigame_1008_drama_1103","vo_minigame_1008","21","","","","0","0","11025"
"0","11","……プリン作りに\nまったく役立たないの。\nオマエに頼ったミヤコが間違ってたの。","119931","11","0","0.5","0","1","6","11026"
"","11","","0","91","","","","","","11027"
"","11","0","0","22","","","","","","11028"
"","11","psy_miyako_sad1","119931","3","0.2","","","","1","11029"
"","11","vo_minigame_1008_drama_1104","vo_minigame_1008","21","","","","0","0","11030"
"0","11","これもオマエの知り合いに関係あるの？\nオマエの知り合いは\n変なヤツばっかりなの！","119931","11","0","0.5","0","1","6","11031"
"","11","","0","91","","","","","","11032"
"","11","0","0","22","","","","","","11033"
"","11","psy_miyako_talk_joy1","119931","3","0.2","","","","1","11034"
"","11","vo_minigame_1008_drama_1105","vo_minigame_1008","21","","","","0","0","11035"
"0","11","でもミヤコはやさしいから、\nオマエの使えないヒントからでも\nおいしいプリンを作ってやるの！\n感謝するの！","119931","11","0","0.5","0","1","6","11036"
"","11","1","5","93","","","","","","11037"
"1","11","psy_miyako_doya_in","119931","3","0.2","","0","psy_miyako_doya_loop","0","11038"
"","11","","11036","91","","","","","","11039"
"","11","0","0","22","","","","","","11040"
"","11","","1.5","93","","","","","","11041"
"","11","","0","91","","","","","","11042"
