b3c06937656b94071a9b08d64f8ec761a3080af2e4d980f6d30486f89cd3e34a,ecbb8508a220ddf3192feb47347c33bd9b845b671e6c93cf2b699b6f7fef24c9,62ec406d28872c6bbabeebce8f602e41817d3a0ba00b5891e1fce6aa87e21c46,3860cafcc4266165cb47c78f3c7eec05a47a4e3ebc7e93772b46486a5693f3e0,393d0b3f001193c25be8feab7ef91d672ec1499aec6ff5225caada5793d08531,240f5ec4e3fbfc000da9c8f00132422ec7a997cf716ab4ef945ddc6decf0df52,88077139479d3e4c1023a1f5b687a7c0289f355b3350e4e3694648fb486c0835,520fe6514405c65734339c3e4492cdb65a6cf8c01f359a190313f825de3bcae2
"324","0","1074","187","2022/03/24 11:59:59","3","2022/03/15 15:00:00","121401"
"325","0","0","188","2022/03/28 11:59:59","3","2022/03/24 12:00:00","117201"
"326","0","0","189","2022/03/31 11:59:59","3","2022/03/28 12:00:00","109101"
"327","0","1075","190","2022/04/03 18:59:59","3","2022/03/31 12:00:00","180401"
"328","0","1075","190","2022/04/03 18:59:59","3","2022/03/31 12:00:00","180201"
"329","0","0","190","2022/04/03 18:59:59","3","2022/03/31 12:00:00","118101"
"330","0","0","190","2022/04/03 18:59:59","3","2022/03/31 12:00:00","180801"
"331","0","0","190","2022/04/03 18:59:59","3","2022/03/31 12:00:00","106701"
"332","0","0","190","2022/04/03 18:59:59","3","2022/03/31 12:00:00","180701"
"333","0","0","190","2022/04/03 18:59:59","3","2022/03/31 12:00:00","180301"
"334","0","0","190","2022/04/03 18:59:59","3","2022/03/31 12:00:00","180601"
"335","0","0","190","2022/04/03 18:59:59","3","2022/03/31 12:00:00","180101"
"336","0","0","190","2022/04/03 18:59:59","3","2022/03/31 12:00:00","106801"
"337","0","0","190","2022/04/03 18:59:59","3","2022/03/31 12:00:00","180501"
"338","0","0","190","2022/04/03 18:59:59","3","2022/03/31 12:00:00","107001"
"339","0","0","190","2022/04/03 18:59:59","3","2022/03/31 12:00:00","106101"
"340","0","0","190","2022/04/03 18:59:59","3","2022/03/31 12:00:00","107101"
"341","0","1076","191","2022/04/11 11:59:59","3","2022/04/03 19:00:00","121501"
"342","0","0","192","2022/04/15 14:59:59","3","2022/04/11 12:00:00","116201"
"343","0","0","192","2022/04/15 14:59:59","3","2022/04/11 12:00:00","116301"
"344","0","1077","193","2022/04/22 11:59:59","3","2022/04/15 15:00:00","121601"
"345","0","0","194","2022/04/30 11:59:59","3","2022/04/22 12:00:00","118001"
"346","0","1078","195","2022/05/03 18:59:59","3","2022/04/30 12:00:00","180901"
"347","0","0","195","2022/05/03 18:59:59","3","2022/04/30 12:00:00","118101"
"348","0","0","195","2022/05/03 18:59:59","3","2022/04/30 12:00:00","180801"
"349","0","0","195","2022/05/03 18:59:59","3","2022/04/30 12:00:00","106701"
"350","0","0","195","2022/05/03 18:59:59","3","2022/04/30 12:00:00","180701"
"351","0","0","195","2022/05/03 18:59:59","3","2022/04/30 12:00:00","180301"
"352","0","0","195","2022/05/03 18:59:59","3","2022/04/30 12:00:00","180601"
"353","0","0","195","2022/05/03 18:59:59","3","2022/04/30 12:00:00","180101"
"354","0","0","195","2022/05/03 18:59:59","3","2022/04/30 12:00:00","106801"
"355","0","0","195","2022/05/03 18:59:59","3","2022/04/30 12:00:00","180201"
"356","0","0","195","2022/05/03 18:59:59","3","2022/04/30 12:00:00","180501"
"357","0","0","195","2022/05/03 18:59:59","3","2022/04/30 12:00:00","180401"
"358","0","0","195","2022/05/03 18:59:59","3","2022/04/30 12:00:00","107001"
"359","0","0","195","2022/05/03 18:59:59","3","2022/04/30 12:00:00","106101"
"360","0","0","195","2022/05/03 18:59:59","3","2022/04/30 12:00:00","107101"
"361","0","1079","196","2022/05/11 11:59:59","3","2022/05/03 19:00:00","122001"
"362","0","0","197","2022/05/15 14:59:59","3","2022/05/11 12:00:00","116501"
"363","0","0","197","2022/05/15 14:59:59","3","2022/05/11 12:00:00","116601"
"364","0","1080","198","2022/05/24 11:59:59","3","2022/05/15 15:00:00","121901"
"365","0","0","199","2022/05/28 11:59:59","3","2022/05/24 12:00:00","117701"
"366","0","1081","200","2022/05/31 11:59:59","3","2022/05/28 12:00:00","106101"
"367","0","1081","200","2022/05/31 11:59:59","3","2022/05/28 12:00:00","107001"
"368","0","0","200","2022/05/31 11:59:59","3","2022/05/28 12:00:00","180901"
"369","0","0","200","2022/05/31 11:59:59","3","2022/05/28 12:00:00","118101"
"370","0","0","200","2022/05/31 11:59:59","3","2022/05/28 12:00:00","180801"
"371","0","0","200","2022/05/31 11:59:59","3","2022/05/28 12:00:00","106701"
"372","0","0","200","2022/05/31 11:59:59","3","2022/05/28 12:00:00","180701"
"373","0","0","200","2022/05/31 11:59:59","3","2022/05/28 12:00:00","180301"
"374","0","0","200","2022/05/31 11:59:59","3","2022/05/28 12:00:00","180601"
"375","0","0","200","2022/05/31 11:59:59","3","2022/05/28 12:00:00","180101"
"376","0","0","200","2022/05/31 11:59:59","3","2022/05/28 12:00:00","106801"
"377","0","0","200","2022/05/31 11:59:59","3","2022/05/28 12:00:00","180201"
"378","0","0","200","2022/05/31 11:59:59","3","2022/05/28 12:00:00","180501"
"379","0","0","200","2022/05/31 11:59:59","3","2022/05/28 12:00:00","180401"
"380","0","0","200","2022/05/31 11:59:59","3","2022/05/28 12:00:00","107101"
"381","0","1082","201","2022/06/09 11:59:59","3","2022/05/31 12:00:00","122201"
"382","0","0","202","2022/06/15 14:59:59","3","2022/06/09 12:00:00","116701"
"383","0","0","202","2022/06/15 14:59:59","3","2022/06/09 12:00:00","116901"
"384","0","1083","203","2022/06/24 11:59:59","3","2022/06/15 15:00:00","122301"
"385","0","0","204","2022/06/30 11:59:59","3","2022/06/24 12:00:00","119901"
"386","0","1084","205","2022/07/08 11:59:59","3","2022/06/30 12:00:00","122501"
"387","0","0","206","2022/07/11 11:59:59","3","2022/07/08 12:00:00","117001"
"388","0","0","207","2022/07/15 14:59:59","3","2022/07/11 12:00:00","120701"
"389","0","0","207","2022/07/15 14:59:59","3","2022/07/11 12:00:00","120901"
"390","0","1085","208","2022/07/25 11:59:59","3","2022/07/15 15:00:00","122601"
"391","0","0","209","2022/07/28 11:59:59","3","2022/07/25 12:00:00","107901"
"392","0","0","209","2022/07/28 11:59:59","3","2022/07/25 12:00:00","107701"
"393","0","0","210","2022/07/31 11:59:59","3","2022/07/28 12:00:00","110301"
"394","0","0","210","2022/07/31 11:59:59","3","2022/07/28 12:00:00","110001"
"395","0","1086","211","2022/08/09 11:59:59","3","2022/07/31 12:00:00","122901"
"396","0","0","212","2022/08/12 11:59:59","3","2022/08/09 12:00:00","117201"
"397","0","0","213","2022/08/15 14:59:59","3","2022/08/12 12:00:00","121001"
"398","0","0","213","2022/08/15 14:59:59","3","2022/08/12 12:00:00","121101"
"399","0","1087","214","2022/08/23 11:59:59","3","2022/08/15 15:00:00","122701"
"400","0","0","215","2022/08/26 11:59:59","3","2022/08/23 12:00:00","113101"
"401","0","0","215","2022/08/26 11:59:59","3","2022/08/23 12:00:00","113401"
"402","0","0","216","2022/08/31 11:59:59","3","2022/08/26 12:00:00","110601"
"403","0","0","216","2022/08/31 11:59:59","3","2022/08/26 12:00:00","110401"
"404","0","1088","217","2022/09/03 18:59:59","3","2022/08/31 12:00:00","123001"
"405","0","0","217","2022/09/03 18:59:59","3","2022/08/31 12:00:00","180901"
"406","0","0","217","2022/09/03 18:59:59","3","2022/08/31 12:00:00","118101"
"407","0","0","217","2022/09/03 18:59:59","3","2022/08/31 12:00:00","180801"
"408","0","0","217","2022/09/03 18:59:59","3","2022/08/31 12:00:00","106701"
"409","0","0","217","2022/09/03 18:59:59","3","2022/08/31 12:00:00","180701"
"410","0","0","217","2022/09/03 18:59:59","3","2022/08/31 12:00:00","180301"
"411","0","0","217","2022/09/03 18:59:59","3","2022/08/31 12:00:00","180601"
"412","0","0","217","2022/09/03 18:59:59","3","2022/08/31 12:00:00","180101"
"413","0","0","217","2022/09/03 18:59:59","3","2022/08/31 12:00:00","106801"
"414","0","0","217","2022/09/03 18:59:59","3","2022/08/31 12:00:00","180201"
"415","0","0","217","2022/09/03 18:59:59","3","2022/08/31 12:00:00","180501"
"416","0","0","217","2022/09/03 18:59:59","3","2022/08/31 12:00:00","180401"
"417","0","0","217","2022/09/03 18:59:59","3","2022/08/31 12:00:00","107001"
"418","0","0","217","2022/09/03 18:59:59","3","2022/08/31 12:00:00","106101"
"419","0","0","217","2022/09/03 18:59:59","3","2022/08/31 12:00:00","107101"
"420","0","1089","218","2022/09/12 11:59:59","3","2022/09/03 19:00:00","123101"
"421","0","0","219","2022/09/15 14:59:59","3","2022/09/12 12:00:00","118001"
"422","0","1090","220","2022/09/22 11:59:59","3","2022/09/15 15:00:00","123201"
"423","0","1091","221","2022/09/30 11:59:59","3","2022/09/22 12:00:00","123301"
"424","0","1092","222","2022/10/11 11:59:59","3","2022/09/30 12:00:00","123601"
"425","0","0","223","2022/10/15 14:59:59","3","2022/10/11 12:00:00","117701"
"426","0","1093","224","2022/10/25 11:59:59","3","2022/10/15 15:00:00","123701"
"427","0","0","225","2022/10/28 11:59:59","3","2022/10/25 12:00:00","108101"
"428","0","0","225","2022/10/28 11:59:59","3","2022/10/25 12:00:00","108301"
"429","0","0","226","2022/10/31 11:59:59","3","2022/10/28 12:00:00","111101"
"430","0","0","226","2022/10/31 11:59:59","3","2022/10/28 12:00:00","113901"
"431","0","1094","227","2022/11/08 11:59:59","3","2022/10/31 12:00:00","123801"
"432","0","0","228","2022/11/11 11:59:59","3","2022/11/08 12:00:00","121501"
"433","0","0","229","2022/11/15 14:59:59","3","2022/11/11 12:00:00","107801"
"434","0","0","229","2022/11/15 14:59:59","3","2022/11/11 12:00:00","107501"
"435","0","1095","230","2022/11/24 11:59:59","3","2022/11/15 15:00:00","123901"
"436","0","1096","231","2022/11/27 11:59:59","3","2022/11/24 12:00:00","180601"
"437","0","1096","231","2022/11/27 11:59:59","3","2022/11/24 12:00:00","180101"
"438","0","0","231","2022/11/27 11:59:59","3","2022/11/24 12:00:00","123001"
"439","0","0","231","2022/11/27 11:59:59","3","2022/11/24 12:00:00","180901"
"440","0","0","231","2022/11/27 11:59:59","3","2022/11/24 12:00:00","118101"
"441","0","0","231","2022/11/27 11:59:59","3","2022/11/24 12:00:00","180801"
"442","0","0","231","2022/11/27 11:59:59","3","2022/11/24 12:00:00","106701"
"443","0","0","231","2022/11/27 11:59:59","3","2022/11/24 12:00:00","180701"
"444","0","0","231","2022/11/27 11:59:59","3","2022/11/24 12:00:00","180301"
"445","0","0","231","2022/11/27 11:59:59","3","2022/11/24 12:00:00","106801"
"446","0","0","231","2022/11/27 11:59:59","3","2022/11/24 12:00:00","180201"
"447","0","0","231","2022/11/27 11:59:59","3","2022/11/24 12:00:00","180501"
"448","0","0","231","2022/11/27 11:59:59","3","2022/11/24 12:00:00","180401"
"449","0","0","231","2022/11/27 11:59:59","3","2022/11/24 12:00:00","107001"
"450","0","0","231","2022/11/27 11:59:59","3","2022/11/24 12:00:00","106101"
"451","0","0","231","2022/11/27 11:59:59","3","2022/11/24 12:00:00","107101"
"452","0","0","232","2022/11/30 11:59:59","3","2022/11/27 12:00:00","108401"
"453","0","0","232","2022/11/30 11:59:59","3","2022/11/27 12:00:00","108601"
"454","0","1097","233","2022/12/09 11:59:59","3","2022/11/30 12:00:00","124001"
"455","0","0","234","2022/12/16 11:59:59","3","2022/12/09 12:00:00","119901"
"456","0","0","235","2022/12/23 11:59:59","3","2022/12/16 12:00:00","111501"
"457","0","0","235","2022/12/23 11:59:59","3","2022/12/16 12:00:00","114401"
"458","0","1098","236","2022/12/31 11:59:59","3","2022/12/23 12:00:00","124201"
"459","0","1099","237","2023/01/03 18:59:59","3","2022/12/31 12:00:00","181001"
"460","0","0","237","2023/01/03 18:59:59","3","2022/12/31 12:00:00","123001"
"461","0","0","237","2023/01/03 18:59:59","3","2022/12/31 12:00:00","180901"
"462","0","0","237","2023/01/03 18:59:59","3","2022/12/31 12:00:00","118101"
"463","0","0","237","2023/01/03 18:59:59","3","2022/12/31 12:00:00","180801"
"464","0","0","237","2023/01/03 18:59:59","3","2022/12/31 12:00:00","106701"
"465","0","0","237","2023/01/03 18:59:59","3","2022/12/31 12:00:00","180701"
"466","0","0","237","2023/01/03 18:59:59","3","2022/12/31 12:00:00","180301"
"467","0","0","237","2023/01/03 18:59:59","3","2022/12/31 12:00:00","180601"
"468","0","0","237","2023/01/03 18:59:59","3","2022/12/31 12:00:00","180101"
"469","0","0","237","2023/01/03 18:59:59","3","2022/12/31 12:00:00","106801"
"470","0","0","237","2023/01/03 18:59:59","3","2022/12/31 12:00:00","180201"
"471","0","0","237","2023/01/03 18:59:59","3","2022/12/31 12:00:00","180501"
"472","0","0","237","2023/01/03 18:59:59","3","2022/12/31 12:00:00","180401"
"473","0","0","237","2023/01/03 18:59:59","3","2022/12/31 12:00:00","107001"
"474","0","0","237","2023/01/03 18:59:59","3","2022/12/31 12:00:00","106101"
"475","0","0","237","2023/01/03 18:59:59","3","2022/12/31 12:00:00","107101"
"476","0","1100","238","2023/01/10 11:59:59","3","2023/01/03 19:00:00","124601"
"477","0","0","239","2023/01/15 14:59:59","3","2023/01/10 12:00:00","120701"
"478","0","0","239","2023/01/15 14:59:59","3","2023/01/10 12:00:00","120901"
"479","0","1101","240","2023/01/24 11:59:59","3","2023/01/15 15:00:00","124501"
"480","0","0","241","2023/01/31 11:59:59","3","2023/01/24 12:00:00","112001"
"481","0","0","241","2023/01/31 11:59:59","3","2023/01/24 12:00:00","111801"
"482","0","0","241","2023/01/31 11:59:59","3","2023/01/24 12:00:00","111901"
"483","0","0","241","2023/01/31 11:59:59","3","2023/01/24 12:00:00","115001"
"484","0","0","241","2023/01/31 11:59:59","3","2023/01/24 12:00:00","108801"
"485","0","0","241","2023/01/31 11:59:59","3","2023/01/24 12:00:00","108701"
"486","0","1102","242","2023/02/09 11:59:59","3","2023/01/31 12:00:00","124801"
"487","0","0","243","2023/02/12 11:59:59","3","2023/02/09 12:00:00","116401"
"488","0","0","243","2023/02/12 11:59:59","3","2023/02/09 12:00:00","121301"
"489","0","0","243","2023/02/12 11:59:59","3","2023/02/09 12:00:00","121401"
"490","0","0","243","2023/02/12 11:59:59","3","2023/02/09 12:00:00","121601"
"491","0","0","243","2023/02/12 11:59:59","3","2023/02/09 12:00:00","122001"
"492","0","0","243","2023/02/12 11:59:59","3","2023/02/09 12:00:00","121901"
"493","0","0","243","2023/02/12 11:59:59","3","2023/02/09 12:00:00","122201"
"494","0","0","243","2023/02/12 11:59:59","3","2023/02/09 12:00:00","122301"
"495","0","0","244","2023/02/15 14:59:59","3","2023/02/12 12:00:00","122601"
"496","0","0","244","2023/02/15 14:59:59","3","2023/02/12 12:00:00","122701"
"497","0","0","244","2023/02/15 14:59:59","3","2023/02/12 12:00:00","123101"
"498","0","0","244","2023/02/15 14:59:59","3","2023/02/12 12:00:00","123201"
"499","0","0","244","2023/02/15 14:59:59","3","2023/02/12 12:00:00","123701"
"500","0","0","244","2023/02/15 14:59:59","3","2023/02/12 12:00:00","123901"
"501","0","0","244","2023/02/15 14:59:59","3","2023/02/12 12:00:00","124201"
"502","0","1103","245","2023/02/24 11:59:59","3","2023/02/15 15:00:00","125001"
"503","0","0","246","2023/02/22 14:59:59","3","2023/02/15 15:00:00","121001"
"504","0","0","246","2023/02/22 14:59:59","3","2023/02/15 15:00:00","121101"
"505","0","0","246","2023/02/22 14:59:59","3","2023/02/15 15:00:00","115501"
"506","0","0","246","2023/02/22 14:59:59","3","2023/02/15 15:00:00","109101"
"507","0","0","247","2023/02/28 11:59:59","3","2023/02/24 12:00:00","122501"
"508","0","1104","248","2023/03/03 18:59:59","3","2023/02/28 12:00:00","118201"
"509","0","0","248","2023/03/03 18:59:59","3","2023/02/28 12:00:00","181001"
"510","0","0","248","2023/03/03 18:59:59","3","2023/02/28 12:00:00","123001"
"511","0","0","248","2023/03/03 18:59:59","3","2023/02/28 12:00:00","180901"
"512","0","0","248","2023/03/03 18:59:59","3","2023/02/28 12:00:00","118101"
"513","0","0","248","2023/03/03 18:59:59","3","2023/02/28 12:00:00","180801"
"514","0","0","248","2023/03/03 18:59:59","3","2023/02/28 12:00:00","106701"
"515","0","0","248","2023/03/03 18:59:59","3","2023/02/28 12:00:00","180701"
"516","0","0","248","2023/03/03 18:59:59","3","2023/02/28 12:00:00","180301"
"517","0","0","248","2023/03/03 18:59:59","3","2023/02/28 12:00:00","180601"
"518","0","0","248","2023/03/03 18:59:59","3","2023/02/28 12:00:00","180101"
"519","0","0","248","2023/03/03 18:59:59","3","2023/02/28 12:00:00","106801"
"520","0","0","248","2023/03/03 18:59:59","3","2023/02/28 12:00:00","180201"
"521","0","0","248","2023/03/03 18:59:59","3","2023/02/28 12:00:00","180501"
"522","0","0","248","2023/03/03 18:59:59","3","2023/02/28 12:00:00","180401"
"523","0","0","248","2023/03/03 18:59:59","3","2023/02/28 12:00:00","107001"
"524","0","0","248","2023/03/03 18:59:59","3","2023/02/28 12:00:00","106101"
"525","0","0","248","2023/03/03 18:59:59","3","2023/02/28 12:00:00","107101"
"526","0","1105","249","2023/03/10 11:59:59","3","2023/03/03 19:00:00","125101"
"527","0","1106","250","2023/03/17 11:59:59","3","2023/03/10 12:00:00","125201"
"528","0","1107","251","2023/03/27 11:59:59","3","2023/03/17 12:00:00","120001"
"529","0","0","252","2023/03/31 11:59:59","3","2023/03/27 12:00:00","122901"
"530","0","1108","253","2023/04/07 11:59:59","3","2023/03/31 12:00:00","125301"
"531","0","0","254","2023/04/10 11:59:59","3","2023/04/07 12:00:00","121501"
"532","0","1109","255","2023/04/17 11:59:59","3","2023/04/10 12:00:00","125401"
"533","0","1110","256","2023/04/25 11:59:59","3","2023/04/17 12:00:00","125801"
"534","0","0","257","2023/04/30 11:59:59","3","2023/04/25 12:00:00","123301"
"535","0","1111","258","2023/05/10 11:59:59","3","2023/04/30 12:00:00","125501"
"536","0","0","259","2023/05/15 14:59:59","3","2023/05/10 12:00:00","123601"
"537","0","1112","260","2023/05/24 11:59:59","3","2023/05/15 15:00:00","125601"
"538","0","1113","261","2023/05/27 11:59:59","3","2023/05/24 12:00:00","180301"
"539","0","0","261","2023/05/27 11:59:59","3","2023/05/24 12:00:00","118201"
"540","0","0","261","2023/05/27 11:59:59","3","2023/05/24 12:00:00","181001"
"541","0","0","261","2023/05/27 11:59:59","3","2023/05/24 12:00:00","123001"
"542","0","0","261","2023/05/27 11:59:59","3","2023/05/24 12:00:00","180901"
"543","0","0","261","2023/05/27 11:59:59","3","2023/05/24 12:00:00","118101"
"544","0","0","261","2023/05/27 11:59:59","3","2023/05/24 12:00:00","180801"
"545","0","0","261","2023/05/27 11:59:59","3","2023/05/24 12:00:00","106701"
"546","0","0","261","2023/05/27 11:59:59","3","2023/05/24 12:00:00","180701"
"547","0","0","261","2023/05/27 11:59:59","3","2023/05/24 12:00:00","180601"
"548","0","0","261","2023/05/27 11:59:59","3","2023/05/24 12:00:00","180101"
"549","0","0","261","2023/05/27 11:59:59","3","2023/05/24 12:00:00","106801"
"550","0","0","261","2023/05/27 11:59:59","3","2023/05/24 12:00:00","180201"
"551","0","0","261","2023/05/27 11:59:59","3","2023/05/24 12:00:00","180501"
"552","0","0","261","2023/05/27 11:59:59","3","2023/05/24 12:00:00","180401"
"553","0","0","261","2023/05/27 11:59:59","3","2023/05/24 12:00:00","107001"
"554","0","0","261","2023/05/27 11:59:59","3","2023/05/24 12:00:00","106101"
"555","0","0","261","2023/05/27 11:59:59","3","2023/05/24 12:00:00","107101"
"556","0","0","262","2023/05/31 11:59:59","3","2023/05/27 12:00:00","123801"
"557","0","1114","263","2023/06/09 11:59:59","3","2023/05/31 12:00:00","126201"
"558","0","0","264","2023/06/15 14:59:59","3","2023/06/09 12:00:00","124001"
"559","0","1115","265","2023/06/23 11:59:59","3","2023/06/15 15:00:00","126301"
"560","0","0","266","2023/06/30 11:59:59","3","2023/06/23 12:00:00","124601"
"561","0","0","266","2023/06/30 11:59:59","3","2023/06/23 12:00:00","124501"
"562","0","1116","267","2023/07/03 18:59:59","3","2023/06/30 12:00:00","126401"
"563","0","0","267","2023/07/03 18:59:59","3","2023/06/30 12:00:00","118201"
"564","0","0","267","2023/07/03 18:59:59","3","2023/06/30 12:00:00","181001"
"565","0","0","267","2023/07/03 18:59:59","3","2023/06/30 12:00:00","123001"
"566","0","0","267","2023/07/03 18:59:59","3","2023/06/30 12:00:00","180901"
"567","0","0","267","2023/07/03 18:59:59","3","2023/06/30 12:00:00","118101"
"568","0","0","267","2023/07/03 18:59:59","3","2023/06/30 12:00:00","180801"
"569","0","0","267","2023/07/03 18:59:59","3","2023/06/30 12:00:00","106701"
"570","0","0","267","2023/07/03 18:59:59","3","2023/06/30 12:00:00","180701"
"571","0","0","267","2023/07/03 18:59:59","3","2023/06/30 12:00:00","180301"
"572","0","0","267","2023/07/03 18:59:59","3","2023/06/30 12:00:00","180601"
"573","0","0","267","2023/07/03 18:59:59","3","2023/06/30 12:00:00","180101"
"574","0","0","267","2023/07/03 18:59:59","3","2023/06/30 12:00:00","106801"
"575","0","0","267","2023/07/03 18:59:59","3","2023/06/30 12:00:00","180201"
"576","0","0","267","2023/07/03 18:59:59","3","2023/06/30 12:00:00","180501"
"577","0","0","267","2023/07/03 18:59:59","3","2023/06/30 12:00:00","180401"
"578","0","0","267","2023/07/03 18:59:59","3","2023/06/30 12:00:00","107001"
"579","0","0","267","2023/07/03 18:59:59","3","2023/06/30 12:00:00","106101"
"580","0","0","267","2023/07/03 18:59:59","3","2023/06/30 12:00:00","107101"
"581","0","1117","268","2023/07/12 11:59:59","3","2023/07/03 19:00:00","126601"
"582","0","0","269","2023/07/15 14:59:59","3","2023/07/12 12:00:00","122501"
"583","0","1118","270","2023/07/25 11:59:59","3","2023/07/15 15:00:00","126801"
"584","0","0","271","2023/07/31 11:59:59","3","2023/07/25 12:00:00","107501"
"585","0","0","271","2023/07/31 11:59:59","3","2023/07/25 12:00:00","107801"
"586","0","0","271","2023/07/31 11:59:59","3","2023/07/25 12:00:00","110301"
"587","0","0","271","2023/07/31 11:59:59","3","2023/07/25 12:00:00","110001"
"588","0","1119","272","2023/08/09 11:59:59","3","2023/07/31 12:00:00","126901"
"589","0","0","273","2023/08/12 11:59:59","3","2023/08/09 12:00:00","122901"
"590","0","0","274","2023/08/15 14:59:59","3","2023/08/12 12:00:00","124801"
"591","0","0","274","2023/08/15 14:59:59","3","2023/08/12 12:00:00","125001"
"592","0","1120","275","2023/08/22 11:59:59","3","2023/08/15 15:00:00","127101"
"593","0","0","276","2023/08/26 11:59:59","3","2023/08/22 12:00:00","107701"
"594","0","0","276","2023/08/26 11:59:59","3","2023/08/22 12:00:00","107901"
"595","0","0","276","2023/08/26 11:59:59","3","2023/08/22 12:00:00","110601"
"596","0","0","276","2023/08/26 11:59:59","3","2023/08/22 12:00:00","110401"
"597","0","0","277","2023/08/31 11:59:59","3","2023/08/26 12:00:00","117201"
"598","0","0","277","2023/08/31 11:59:59","3","2023/08/26 12:00:00","117001"
"599","0","0","277","2023/08/31 11:59:59","3","2023/08/26 12:00:00","113101"
"600","0","0","277","2023/08/31 11:59:59","3","2023/08/26 12:00:00","113401"
"601","0","1121","278","2023/09/03 18:59:59","3","2023/08/31 12:00:00","126501"
"602","0","0","278","2023/09/03 18:59:59","3","2023/08/31 12:00:00","126401"
"603","0","0","278","2023/09/03 18:59:59","3","2023/08/31 12:00:00","118201"
"604","0","0","278","2023/09/03 18:59:59","3","2023/08/31 12:00:00","181001"
"605","0","0","278","2023/09/03 18:59:59","3","2023/08/31 12:00:00","123001"
"606","0","0","278","2023/09/03 18:59:59","3","2023/08/31 12:00:00","180901"
"607","0","0","278","2023/09/03 18:59:59","3","2023/08/31 12:00:00","118101"
"608","0","0","278","2023/09/03 18:59:59","3","2023/08/31 12:00:00","180801"
"609","0","0","278","2023/09/03 18:59:59","3","2023/08/31 12:00:00","106701"
"610","0","0","278","2023/09/03 18:59:59","3","2023/08/31 12:00:00","180701"
"611","0","0","278","2023/09/03 18:59:59","3","2023/08/31 12:00:00","180301"
"612","0","0","278","2023/09/03 18:59:59","3","2023/08/31 12:00:00","180601"
"613","0","0","278","2023/09/03 18:59:59","3","2023/08/31 12:00:00","180101"
"614","0","0","278","2023/09/03 18:59:59","3","2023/08/31 12:00:00","106801"
"615","0","0","278","2023/09/03 18:59:59","3","2023/08/31 12:00:00","180201"
"616","0","0","278","2023/09/03 18:59:59","3","2023/08/31 12:00:00","180501"
"617","0","0","278","2023/09/03 18:59:59","3","2023/08/31 12:00:00","180401"
"618","0","0","278","2023/09/03 18:59:59","3","2023/08/31 12:00:00","107001"
"619","0","0","278","2023/09/03 18:59:59","3","2023/08/31 12:00:00","106101"
"620","0","0","278","2023/09/03 18:59:59","3","2023/08/31 12:00:00","107101"
"621","0","1122","279","2023/09/12 11:59:59","3","2023/09/03 19:00:00","127201"
"622","0","0","280","2023/09/15 14:59:59","3","2023/09/12 12:00:00","118001"
"623","0","0","280","2023/09/15 14:59:59","3","2023/09/12 12:00:00","123301"
"624","0","1123","281","2023/09/25 11:59:59","3","2023/09/15 15:00:00","127301"
"625","0","0","282","2023/09/30 11:59:59","3","2023/09/25 12:00:00","120001"
"626","0","1124","283","2023/10/10 11:59:59","3","2023/09/30 12:00:00","127501"
"627","0","0","284","2023/10/15 14:59:59","3","2023/10/10 12:00:00","123601"
"628","0","1125","285","2023/10/23 11:59:59","3","2023/10/15 15:00:00","127601"
"629","0","0","286","2023/10/26 11:59:59","3","2023/10/23 12:00:00","108101"
"630","0","0","286","2023/10/26 11:59:59","3","2023/10/23 12:00:00","108301"
"631","0","0","286","2023/10/26 11:59:59","3","2023/10/23 12:00:00","111101"
"632","0","0","286","2023/10/26 11:59:59","3","2023/10/23 12:00:00","113901"
"633","0","0","286","2023/10/26 11:59:59","3","2023/10/23 12:00:00","117701"
"634","0","0","287","2023/10/31 11:59:59","3","2023/10/26 12:00:00","125301"
"635","0","1126","288","2023/11/10 11:59:59","3","2023/10/31 12:00:00","126001"
"636","0","0","289","2023/11/15 14:59:59","3","2023/11/10 12:00:00","123801"
"637","0","1127","290","2023/11/24 11:59:59","3","2023/11/15 15:00:00","126101"
"638","0","1128","291","2023/11/27 11:59:59","3","2023/11/24 12:00:00","180501"
"639","0","0","291","2023/11/27 11:59:59","3","2023/11/24 12:00:00","126501"
"640","0","0","291","2023/11/27 11:59:59","3","2023/11/24 12:00:00","126401"
"641","0","0","291","2023/11/27 11:59:59","3","2023/11/24 12:00:00","118201"
"642","0","0","291","2023/11/27 11:59:59","3","2023/11/24 12:00:00","181001"
"643","0","0","291","2023/11/27 11:59:59","3","2023/11/24 12:00:00","123001"
"644","0","0","291","2023/11/27 11:59:59","3","2023/11/24 12:00:00","180901"
"645","0","0","291","2023/11/27 11:59:59","3","2023/11/24 12:00:00","118101"
"646","0","0","291","2023/11/27 11:59:59","3","2023/11/24 12:00:00","180801"
"647","0","0","291","2023/11/27 11:59:59","3","2023/11/24 12:00:00","106701"
"648","0","0","291","2023/11/27 11:59:59","3","2023/11/24 12:00:00","180701"
"649","0","0","291","2023/11/27 11:59:59","3","2023/11/24 12:00:00","180301"
"650","0","0","291","2023/11/27 11:59:59","3","2023/11/24 12:00:00","180601"
"651","0","0","291","2023/11/27 11:59:59","3","2023/11/24 12:00:00","180101"
"652","0","0","291","2023/11/27 11:59:59","3","2023/11/24 12:00:00","106801"
"653","0","0","291","2023/11/27 11:59:59","3","2023/11/24 12:00:00","180201"
"654","0","0","291","2023/11/27 11:59:59","3","2023/11/24 12:00:00","180401"
