17a140d95a091efd999cb1954ccf40ef702e40f963b3dfe48353c33238222a75,b8650164d7740fd2d1d8b0ecf42118592f01f170404b10941b1a69f4821fa534,1fc93b156c938db7af647e2a769207841e84ac68c60bcd3bf8809a3bcba72062,c043a45507ca275a1398a8342658ac88c8c06185fd8d260c1e6dc060663df50f,a9e665057dcec7f13dcd780eb515de33d4e36f0b5e9fb9c857ce59f2b0151c12,6bfc87f3a88140e412666976c47482a7bb7d42507be7d4163bf2b78e0bbf9f0e,8c3231ced43a67b71caebd845140b5a6a82ef482cadb777369cbcb7a9a1f9cce,7bf28cb68686cb46bbd2eeb374066dd524fc738ee6c3473ac31377cc0555fa87,cb58d673e6df4fa4baa1c0b9dfabb5aba09893120ea128d8116fc08424c18856,88dbb452d51029b51359fcac043dfc0f95d92eaf17f52429523f29b46dee3c90,3eb3091386315e5021c96508d651bad9b3d0362dedcc8eb6bd68d1089b2dad48
"","0","1007405124","","1007405","","","","グッスリポーション","103","1007405076"
"","0","1007405166","","1007405","","","","ハッタリポーション","103","1007405077"
"0","0","mhp_sit_out","1","1007405","0.2","","mhp_idle_normal","117531","3","1007405078"
"","","0","","1007405","","","","0.6","93","1007405079"
"0","0","mhp_sit_out","1","1007405","0.2","","mhp_idle_normal","111011","3","1007405080"
"","","0","","1007405","","","","0.2","93","1007405081"
"","1","mhp_walk","0","1007405","0.2","","","111011","3","1007405082"
"","-220","35","0","1007405","","","1.5","111011","2","1007405083"
"","-220","35","0","1007405","","","1.5","31","2","1007405084"
"","-220","35","0","1007405","","","1.5","11","2","1007405085"
"","-220","35","0","1007405","","","1.5","12","2","1007405086"
"","","0","","1007405","","","","0.3","93","1007405087"
"0","0","mhp_handover_in","1","1007405","0.2","","mhp_handover_loop","117531","3","1007405088"
"0","1","1","1","1007405","0","","1","21","6","1007405089"
"0","1","1","1","1007405","0","","1","22","6","1007405090"
"0","0","mhp_handover_in","1","1007405","0.2","","mhp_handover_loop","21","3","1007405091"
"0","0","mhp_item_EX0001_handover_in","1","1007405","0.2","","mhp_item_EX0001_handover_loop","22","3","1007405092"
"","","0","","1007405","","","","1.2","93","1007405093"
"0","0","mhp_handover_receive_in","1","1007405","0.2","","mhp_handover_receive_loop","111011","3","1007405094"
"0","1","1","1","1007405","0","","1","11","6","1007405095"
"0","1","1","1","1007405","0","","1","12","6","1007405096"
"0","0","mhp_receive_yuni_in","1","1007405","0.2","","mhp_receive_yuni_loop","11","3","1007405097"
"0","0","mhp_item_EX0001_receive_in","1","1007405","0.2","","mhp_item_EX0001_receive_loop","12","3","1007405098"
"","","0","","1007405","","","","0.6","93","1007405099"
"0","1","1","1","1007405","0.4","","1","22","6","1007405100"
"","","0","","1007405","","","","0.4","93","1007405101"
"0","0","mhp_handover_out","1","1007405","0.2","","mhp_idle_normal","117531","3","1007405102"
"0","0","mhp_handover_out","1","1007405","0.2","","NoItem_idle","21","3","1007405103"
"0","0","mhp_item_EX0001_handover_out","1","1007405","0.2","","NoItem_idle","22","3","1007405104"
"","","0","","1007405","","","","0.4","93","1007405105"
"0","0","mhp_handover_receive_out","1","1007405","0.2","","mhp_idle_normal","111011","3","1007405106"
"0","0","mhp_receive_yuni_out","1","1007405","0.2","","NoItem_idle","11","3","1007405107"
"0","0","mhp_item_EX0001_receive_out","1","1007405","0.2","","NoItem_idle","12","3","1007405108"
"","","","","1007405","","","","2","93","1007405109"
"","1","mhp_talk_joy2","","1007405","0.2","","","111011","3","1007405110"
"","0","vo_mhp_1111","","1007405","","","0","vo_mhp_1007405","21","1007405111"
"0","8","わ～い、いつものポーションだぁ～！","0","1007405","0","0.5","1","111011","11","1007405112"
"","","","","1007405","","","","0","91","1007405113"
"","1","mhp_idle_joy2","","1007405","0.2","","","111011","3","1007405114"
"","1","mhp_talk_worry","","1007405","0.2","","","117531","3","1007405115"
"","0","vo_mhp_1112","","1007405","","","0","vo_mhp_1007405","21","1007405116"
"0","6","分かってるのかしら、この子……\n言っとくけどソレ、応急処置よ？\nあくまで自分の体力を\n前借りするだけなんだからね？","0","1007405","0","0.5","1","117531","11","1007405117"
"","","","","1007405","","","","0","91","1007405118"
"","1","mhp_talk_wish2","","1007405","0.2","","","117531","3","1007405119"
"","0","vo_mhp_1113","","1007405","","","0","vo_mhp_1007405","21","1007405120"
"0","5","たとえば一時間元気に活動したら、\nそのあと利子付きで\n三時間は確実にぐったりしちゃうの。\nだから用量用法は慎重に守りなさい？","0","1007405","0","0.5","1","117531","11","1007405121"
"","","","","1007405","","","","0","91","1007405122"
"","","","","1007405","","","","1007405213","101","1007405123"
"0","0","mhp_sit_out","1","1007405","0.2","","mhp_idle_normal","117531","3","1007405124"
"","","0","","1007405","","","","0.6","93","1007405125"
"0","0","mhp_sit_out","1","1007405","0.2","","mhp_idle_normal","111011","3","1007405126"
"","","0","","1007405","","","","0.2","93","1007405127"
"","1","mhp_walk","0","1007405","0.2","","","111011","3","1007405128"
"","-220","35","0","1007405","","","1.5","111011","2","1007405129"
"","-220","35","0","1007405","","","1.5","31","2","1007405130"
"","-220","35","0","1007405","","","1.5","11","2","1007405131"
"","-220","35","0","1007405","","","1.5","12","2","1007405132"
"","","0","","1007405","","","","0.3","93","1007405133"
"0","0","mhp_handover_in","1","1007405","0.2","","mhp_handover_loop","117531","3","1007405134"
"0","1","1","1","1007405","0","","1","21","6","1007405135"
"0","1","1","1","1007405","0","","1","22","6","1007405136"
"0","0","mhp_handover_in","1","1007405","0.2","","mhp_handover_loop","21","3","1007405137"
"0","0","mhp_item_EX0002_handover_in","1","1007405","0.2","","mhp_item_EX0002_handover_loop","22","3","1007405138"
"","","0","","1007405","","","","1.2","93","1007405139"
"0","0","mhp_handover_receive_in","1","1007405","0.2","","mhp_handover_receive_loop","111011","3","1007405140"
"0","1","1","1","1007405","0","","1","11","6","1007405141"
"0","1","1","1","1007405","0","","1","12","6","1007405142"
"0","0","mhp_receive_yuni_in","1","1007405","0.2","","mhp_receive_yuni_loop","11","3","1007405143"
"0","0","mhp_item_EX0002_receive_in","1","1007405","0.2","","mhp_item_EX0002_receive_loop","12","3","1007405144"
"","","0","","1007405","","","","0.6","93","1007405145"
"0","1","1","1","1007405","0.4","","1","22","6","1007405146"
"","","0","","1007405","","","","0.4","93","1007405147"
"0","0","mhp_handover_out","1","1007405","0.2","","mhp_idle_normal","117531","3","1007405148"
"0","0","mhp_handover_out","1","1007405","0.2","","NoItem_idle","21","3","1007405149"
"0","0","mhp_item_EX0002_handover_out","1","1007405","0.2","","NoItem_idle","22","3","1007405150"
"","","0","","1007405","","","","0.4","93","1007405151"
"0","0","mhp_handover_receive_out","1","1007405","0.2","","mhp_idle_normal","111011","3","1007405152"
"0","0","mhp_receive_yuni_out","1","1007405","0.2","","NoItem_idle","11","3","1007405153"
"0","0","mhp_item_EX0002_receive_out","1","1007405","0.2","","NoItem_idle","12","3","1007405154"
"","","","","1007405","","","","2","93","1007405155"
"","1","mhp_talk_anger2","","1007405","0.2","","","111011","3","1007405156"
"","0","vo_mhp_1114","","1007405","","","0","vo_mhp_1007405","21","1007405157"
"0","6","ぐっすり……？\nおい、待て主治医。\n寝過ぎで悩む患者をさらに寝かせるとは、\n貴様、気でもちぇるったか。","0","1007405","0","0.5","1","111011","11","1007405158"
"","","","","1007405","","","","0","91","1007405159"
"","1","mhp_idle_sad","","1007405","0.2","","","111011","3","1007405160"
"","1","mhp_talk_worry","","1007405","0.2","","","117531","3","1007405161"
"","0","vo_mhp_1115","","1007405","","","0","vo_mhp_1007405","21","1007405162"
"0","6","充分な睡眠時間を確保しているのに\n寝足りないなら、それは眠りが浅いの。\nだから逆に、眠りの質を高めなさい。","0","1007405","0","0.5","1","117531","11","1007405163"
"","","","","1007405","","","","0","91","1007405164"
"","","","","1007405","","","","1007405213","101","1007405165"
"0","0","mhp_sit_out","1","1007405","0.2","","mhp_idle_normal","117531","3","1007405166"
"","","0","","1007405","","","","0.6","93","1007405167"
"0","0","mhp_sit_out","1","1007405","0.2","","mhp_idle_normal","111011","3","1007405168"
"","","0","","1007405","","","","0.2","93","1007405169"
"","1","mhp_walk","0","1007405","0.2","","","111011","3","1007405170"
"","-220","35","0","1007405","","","1.5","111011","2","1007405171"
"","-220","35","0","1007405","","","1.5","31","2","1007405172"
"","-220","35","0","1007405","","","1.5","11","2","1007405173"
"","-220","35","0","1007405","","","1.5","12","2","1007405174"
"","","0","","1007405","","","","0.3","93","1007405175"
"0","0","mhp_handover_in","1","1007405","0.2","","mhp_handover_loop","117531","3","1007405176"
"0","1","1","1","1007405","0","","1","21","6","1007405177"
"0","1","1","1","1007405","0","","1","22","6","1007405178"
"0","0","mhp_handover_in","1","1007405","0.2","","mhp_handover_loop","21","3","1007405179"
"0","0","mhp_item_EX0003_handover_in","1","1007405","0.2","","mhp_item_EX0003_handover_loop","22","3","1007405180"
"","","0","","1007405","","","","1.2","93","1007405181"
"0","0","mhp_handover_receive_in","1","1007405","0.2","","mhp_handover_receive_loop","111011","3","1007405182"
"0","1","1","1","1007405","0","","1","11","6","1007405183"
"0","1","1","1","1007405","0","","1","12","6","1007405184"
"0","0","mhp_receive_yuni_in","1","1007405","0.2","","mhp_receive_yuni_loop","11","3","1007405185"
"0","0","mhp_item_EX0003_receive_in","1","1007405","0.2","","mhp_item_EX0003_receive_loop","12","3","1007405186"
"","","0","","1007405","","","","0.6","93","1007405187"
"0","1","1","1","1007405","0.4","","1","22","6","1007405188"
"","","0","","1007405","","","","0.4","93","1007405189"
"0","0","mhp_handover_out","1","1007405","0.2","","mhp_idle_normal","117531","3","1007405190"
"0","0","mhp_handover_out","1","1007405","0.2","","NoItem_idle","21","3","1007405191"
"0","0","mhp_item_EX0003_handover_out","1","1007405","0.2","","NoItem_idle","22","3","1007405192"
"","","0","","1007405","","","","0.4","93","1007405193"
"0","0","mhp_handover_receive_out","1","1007405","0.2","","mhp_idle_normal","111011","3","1007405194"
"0","0","mhp_receive_yuni_out","1","1007405","0.2","","NoItem_idle","11","3","1007405195"
"0","0","mhp_item_EX0003_receive_out","1","1007405","0.2","","NoItem_idle","12","3","1007405196"
"","","0","","1007405","","","","2","93","1007405197"
"","1","mhp_anna_ahahaStand_loop","","1007405","0.2","","","117531","3","1007405198"
"","0","vo_mhp_1116","","1007405","","","0","vo_mhp_1007405","21","1007405199"
"0","4","ほーっほっほ、これを飲みなさい！\nこの薬学王ミツキが開発した万能薬よ！\n何でもあなたが望む効果を発揮するわ！","0","1007405","0","0.5","1","117531","11","1007405200"
"","","1","","1007405","","","","2.5","93","1007405201"
"","1","mhp_talk_joy1","","1007405","0.2","","","117531","3","1007405202"
"","","","","1007405","","","","1007405200","91","1007405203"
"","1","mhp_idle_joy1","","1007405","0.2","","","117531","3","1007405204"
"","1","mhp_talk_surprise2","","1007405","0.2","","","111011","3","1007405205"
"","0","vo_mhp_1117","","1007405","","","0","vo_mhp_1007405","21","1007405206"
"0","8","まじで！　ミツキングすげえ！","0","1007405","0","0.5","1","111011","11","1007405207"
"","","0","","1007405","","","","0","91","1007405208"
"","1","mhp_idle_surprise2","","1007405","0.2","","","111011","3","1007405209"
"","1","mhp_idle_thinking","","1007405","0.2","","","117531","3","1007405210"
"","0","vo_mhp_1118","","1007405","","","0","vo_mhp_1007405","21","1007405211"
"0","6","（というのはハッタリでただの偽薬よ。\nユニちゃんの病名は過眠症じゃなくて、\nただの怠け癖。薬じゃ治らないわ）","0","1007405","0","0.5","1","117531","11","1007405212"
"","","","","1007405","","","","0","91","1007405213"
"","1","mhp_idle_normal","","1007405","0.2","","","117531","3","1007405214"
"","1","mhp_talk_wish","","1007405","0.2","","","111011","3","1007405215"
"","0","vo_mhp_1119","","1007405","","","0","vo_mhp_1007405","21","1007405216"
"0","6","おお、ミツキ師かたじけない！\nよし、これでついごろごろして\n無駄に失われる時間がなくなるぞ！","0","1007405","","0.5","1","111011","11","1007405217"
"","","","","1007405","","","","0","91","1007405218"
"","1","mhp_idle_joy1","","1007405","0.2","","","111011","3","1007405219"
"","1","mhp_talk_sad","","1007405","0.2","","","117531","3","1007405220"
"","0","vo_mhp_1120","","1007405","","","0","vo_mhp_1007405","21","1007405221"
"0","6","どうかしら。\nそれは自分次第と言ったところね。\n応援してるわ、お大事に。","0","1007405","","0.5","1","117531","11","1007405222"
"","","","","1007405","","","","0","91","1007405223"
"","","0","","1007405","","","","0","22","1007405224"
"","1","mhp_idle_normal","","1007405","0.2","","","117531","3","1007405225"
"","1","mhp_walk_glad","0","1007405","0.2","","","111011","3","1007405226"
"","","1","","1007405","","","","111011","4","1007405227"
"","-220","-1000","0","1007405","","","5","111011","2","1007405228"
"","","","","1007405","","","","0","91","1007405229"
"0","100","111011","-240","1007406","1.7","mhp_idle_normal","-1000","1","1","1007406001"
"1","100","117531","-220","1007406","1.7","mhp_sit_idle","185","1","1","1007406002"
"1","100","117631","-200","1007406","1.7","mhp_sit_idle","365","1","1","1007406003"
"","-240","1","0.85","1007406","1","","-154","1","31","1007406004"
"","0","130","1","1007406","0","","0","30","31","1007406005"
"","0","112","1","1007406","0","","0","12","31","1007406006"
"0","110","11","-220","1007406","1.7","NoItem","-200","1","5","1007406007"
"0","105","12","-220","1007406","1.7","NoItem","-200","1","5","1007406008"
"1","110","21","-220","1007406","1.7","NoItem","185","1","5","1007406009"
"1","105","22","-220","1007406","1.7","NoItem","185","1","5","1007406010"
"0","1","1","0","1007406","0","","1","11","6","1007406011"
"0","1","1","0","1007406","0","","1","12","6","1007406012"
"0","1","1","0","1007406","0","","1","21","6","1007406013"
"0","1","1","0","1007406","0","","1","22","6","1007406014"
"","","","","1007406","","","","0","91","1007406015"
"","1","mhp_sit_talk_normal","","1007406","0.2","","","117531","3","1007406016"
"","0","vo_mhp_1201","","1007406","","","0","vo_mhp_1007406","21","1007406017"
"0","8","ユニちゃん、どうぞー","0","1007406","0","0.5","0","117531","11","1007406018"
"","","","","1007406","","","","0","91","1007406019"
"","1","mhp_sit_idle","","1007406","0.2","","","117531","3","1007406020"
"","1","mhp_walk","","1007406","0.2","","","111011","3","1007406021"
"","-220","-200","0","1007406","","","4","111011","2","1007406022"
"","","","","1007406","","","","0","91","1007406023"
"0.2","0","mhp_sit_in_2","1","1007406","0.2","","mhp_sit_idle_2","111011","3","1007406024"
"","","0","","1007406","","","","1","93","1007406025"
"","1","mhp_sit_talk_normal","","1007406","0.2","","","111011","3","1007406026"
"","0","vo_mhp_1202","","1007406","","","0","vo_mhp_1007406","21","1007406027"
"0","7","やあミツキ師、待たせたね。\nギルドマスターのユニだよ。","0","1007406","0","0.5","1","111011","11","1007406028"
"","","","","1007406","","","","0","91","1007406029"
"","1","mhp_sit_idle_2","","1007406","0.2","","","111011","3","1007406030"
"","1","mhp_sit_talk_thinking","","1007406","0.2","","","117531","3","1007406031"
"","0","vo_mhp_1203","","1007406","","","0","vo_mhp_1007406","21","1007406032"
"0","7","とくに待っていた覚えはないのだけど、\nまあいいわ、ようこそ私の診察室へ。","0","1007406","0","0.5","1","117531","11","1007406033"
"","","","","1007406","","","","0","91","1007406034"
"","1","mhp_sit_talk_normal","","1007406","0.2","","","117531","3","1007406035"
"","0","vo_mhp_1204","","1007406","","","0","vo_mhp_1007406","21","1007406036"
"0","5","さて、ユニちゃん──ああ失礼、\n今は学位持ちだったわね。\nユニ博士とお呼びするべきかしら？","0","1007406","0","0.5","1","117531","11","1007406037"
"","","","","1007406","","","","0","91","1007406038"
"","1","mhp_sit_idle","","1007406","0.2","","","117531","3","1007406039"
"","1","mhp_sit_talk_thinking2","","1007406","0.2","","","111011","3","1007406040"
"","0","vo_mhp_1205","","1007406","","","0","vo_mhp_1007406","21","1007406041"
"0","6","いや、結構。\n学院の都合で押しつけられた\n名誉学位などニックネームにも同義だ。","0","1007406","0","0.5","1","111011","11","1007406042"
"","","","","1007406","","","","0","91","1007406043"
"","1","mhp_sit_idle_2","","1007406","0.2","","","111011","3","1007406044"
"","1","mhp_sit_talk_normal","","1007406","0.2","","","117531","3","1007406045"
"","0","vo_mhp_1206","","1007406","","","0","vo_mhp_1007406","21","1007406046"
"0","6","ふふ……聖テレサ女学院、だっけ？\n里の外にまるで興味のなかったあなたが\n今では立派な伝統校の一員だものねえ。","0","1007406","0","0.5","1","117531","11","1007406047"
"","","","","1007406","","","","0","91","1007406048"
"","1","mhp_sit_idle","","1007406","0.2","","","117531","3","1007406049"
"","1","mhp_sit_talk_joy1","","1007406","0.2","","","111011","3","1007406050"
"","0","vo_mhp_1207","","1007406","","","0","vo_mhp_1007406","21","1007406051"
"0","5","是非もなし。\nこの脆弱な体で\n一丁前に社会生活を送れているのは、\n一重にミツキ師の助力にほかならない。","0","1007406","0","0.5","1","111011","11","1007406052"
"","","","","1007406","","","","0","91","1007406053"
"","1","mhp_sit_talk_worry","","1007406","0.2","","","111011","3","1007406054"
"","0","vo_mhp_1208","","1007406","","","0","vo_mhp_1007406","21","1007406055"
"0","6","ぼくはいつか言おうと思っていたのだ。\n御身には深く感謝している。ぺこり。","0","1007406","0","0.5","1","111011","11","1007406056"
"","","1","","1007406","","","","5.5","93","1007406057"
"0","0","mhp_yuni_pekori","1","1007406","0.2","","mhp_sit_idle_2","111011","3","1007406058"
"","","0","","1007406","","","","1","93","1007406059"
"","","","","1007406","","","","1007406056","91","1007406060"
"","1","mhp_sit_idle_2","","1007406","0.2","","","111011","3","1007406061"
"","1","mhp_sit_talk_memory","","1007406","0.2","","","117531","3","1007406062"
"","0","vo_mhp_1209","","1007406","","","0","vo_mhp_1007406","21","1007406063"
"0","6","や、やあねえ、急になに言ってるの！\n私はただ自分の仕事をしているだけよ。","0","1007406","0","0.5","1","117531","11","1007406064"
"","","","","1007406","","","","0","91","1007406065"
"","1","mhp_sit_idle","","1007406","0.2","","","117531","3","1007406066"
"","1","mhp_sit_talk_sad","","1007406","0.2","","","111011","3","1007406067"
"","0","vo_mhp_1210","","1007406","","","0","vo_mhp_1007406","21","1007406068"
"0","6","さにあらず。\n里を下りて独りぼっちだったぼくを、\nミツキ師は何かにつけて構ってくれた。","0","1007406","0","0.5","1","111011","11","1007406069"
"","","","","1007406","","","","0","91","1007406070"
"","1","mhp_sit_talk_wish","","1007406","0.2","","","111011","3","1007406071"
"","0","vo_mhp_1211","","1007406","","","0","vo_mhp_1007406","21","1007406072"
"0","6","「隻眼の悪魔」の柄ではなかろうが、\nあえて言わせてほしい。\nぼくは御身を、ランドソルにおける\n新たな家族とさえ思っているんだ。","0","1007406","0","0.5","1","111011","11","1007406073"
"","","","","1007406","","","","0","91","1007406074"
"","1","mhp_sit_idle_wish","","1007406","0.2","","","111011","3","1007406075"
"","1","mhp_sit_talk_sad","","1007406","0.2","","","117531","3","1007406076"
"","0","vo_mhp_1212","","1007406","","","0","vo_mhp_1007406","21","1007406077"
"0","8","ユニちゃん……","0","1007406","0","0.5","1","117531","11","1007406078"
"","","","","1007406","","","","0","91","1007406079"
"","1","mhp_sit_idle_sad","","1007406","0.2","","","117531","3","1007406080"
"","1","mhp_sit_talk_thinking2","","1007406","0.2","","","111011","3","1007406081"
"","0","vo_mhp_1213","","1007406","","","0","vo_mhp_1007406","21","1007406082"
"0","5","端的に換言すれば、母だ。","0","1007406","0","1","1","111011","11","1007406083"
"","","","","1007406","","","","0","91","1007406084"
"","1","mhp_sit_idle_thinking2","","1007406","0.2","","","111011","3","1007406085"
"","1","mhp_sit_talk_wish2","","1007406","0.2","","","117531","3","1007406086"
"","0","vo_mhp_1214","","1007406","","","0","vo_mhp_1007406","21","1007406087"
"0","8","ユニ……ちゃん……？","0","1007406","0","0.5","1","117531","11","1007406088"
"","","","","1007406","","","","0","91","1007406089"
"","1","mhp_sit_idle_wish2","","1007406","0.2","","","117531","3","1007406090"
"","1","mhp_sit_talk_normal","","1007406","0.2","","","111011","3","1007406091"
"","0","vo_mhp_1215","","1007406","","","0","vo_mhp_1007406","21","1007406092"
"0","6","そこでひとつ相談なのだが、\n今後は御身のことを\nママと呼ぶのはどうだろうか。","0","1007406","0","0.5","1","111011","11","1007406093"
"","","","","1007406","","","","0","91","1007406094"
"","1","mhp_sit_idle_wish","","1007406","0.2","","","111011","3","1007406095"
"","1","mhp_sit_talk_anger2","","1007406","0.2","","","117531","3","1007406096"
"","0","vo_mhp_1216","","1007406","","","0","vo_mhp_1007406","21","1007406097"
"0","7","ど、どうもこうもないわよ！？\nあんたねえ、\nせめてお姉ちゃんにしなさいよ！","0","1007406","0","0.5","1","117531","11","1007406098"
"","","","","1007406","","","","0","91","1007406099"
"","1","mhp_sit_idle_anger2","","1007406","0.2","","","117531","3","1007406100"
"","1","mhp_sit_talk_memory","","1007406","0.2","","","111011","3","1007406101"
"","0","vo_mhp_1217","","1007406","","","0","vo_mhp_1007406","21","1007406102"
"0","8","ママ、ポーションちょうだい。","0","1007406","0","0.5","1","111011","11","1007406103"
"","","","","1007406","","","","0","91","1007406104"
"","1","mhp_sit_idle_joy1","","1007406","0.2","","","111011","3","1007406105"
"","1","mhp_sit_talk_anger2","","1007406","0.2","","","117531","3","1007406106"
"","0","vo_mhp_1218","","1007406","","","0","vo_mhp_1007406","21","1007406107"
"0","7","うるさい！\nあんたもう里に帰りなさい！\nユキ、お客さんつまみ出して！\n次の方ー！　次の方どうぞー！","0","1007406","0","0.5","1","117531","11","1007406108"
"","","1","","1007406","","","","3.5","93","1007406109"
"","1","mhp_sit_idle_surprise2","","1007406","0.2","","","117631","3","1007406110"
"","","","","1007406","","","","1007406108","91","1007406111"
"","","0","","1007406","","","","0","22","1007406112"
"","","","","1007406","","","","1","93","1007406113"
"","","1","1","1007406","1","","","112","32","1007406114"
"","","","","1007406","","","","1","93","1007406115"
"","","1","1","1007406","1","","","130","32","1007406116"
"","","","","1007406","","","","4","93","1007406117"
"","","0","1","1007406","1","","","130","32","1007406118"
"0","100","102511","-200","1007407","1.7","mhp_idle_normal","-1000","1","1","1007407001"
"1","100","117531","-220","1007407","1.7","mhp_sit_idle","185","1","1","1007407002"
"1","100","117631","-200","1007407","1.7","mhp_sit_idle","365","1","1","1007407003"
"","-240","1","0.85","1007407","1","","-154","1","31","1007407004"
"0","110","11","-220","1007407","1.7","NoItem","-200","1","5","1007407005"
"0","105","12","-220","1007407","1.7","NoItem","-200","1","5","1007407006"
"1","110","21","-220","1007407","1.7","NoItem","185","1","5","1007407007"
"1","105","22","-220","1007407","1.7","NoItem","185","1","5","1007407008"
"0","1","1","0","1007407","0","","1","11","6","1007407009"
"0","1","1","0","1007407","0","","1","12","6","1007407010"
"0","1","1","0","1007407","0","","1","21","6","1007407011"
"0","1","1","0","1007407","0","","1","22","6","1007407012"
"0","110","31","-220","1007407","1.7","NoItem","-1000","1","5","1007407013"
"","","","","1007407","","","","0","91","1007407014"
"","1","mhp_sit_talk_normal","","1007407","0.2","","","117531","3","1007407015"
"","0","vo_mhp_2001","","1007407","","","0","vo_mhp_1007407","21","1007407016"
"0","8","次の方どうぞー","0","1007407","0","0.5","0","117531","11","1007407017"
"","","","","1007407","","","","0","91","1007407018"
"","1","mhp_sit_idle","","1007407","0.2","","","117531","3","1007407019"
"","1","mhp_walk","","1007407","0.2","","","102511","3","1007407020"
"","-220","-400","0","1007407","","","3","102511","2","1007407021"
"","","","","1007407","","","","3","93","1007407022"
"","1","mhp_talk_sad","","1007407","0.2","","","102511","3","1007407023"
"","0","vo_mhp_2002","","1007407","","","0","vo_mhp_1007407","21","1007407024"
"10","4","は、はい、失礼しまきゃあ！\nいたたた、ご、ごめんなさい……！","0","1007407","0","0.5","1","102511","11","1007407025"
"","","1","","1007407","","","","2","93","1007407026"
"","","se_10031400_panic","","1007407","","","","se_10031400","23","1007407027"
"","0","mhp_suzume_fall_in","","1007407","0.2","","","102511","3","1007407028"
"","","","","1007407","","","","3","93","1007407029"
"0.2","0","mhp_suzume_fall_out","1","1007407","0.2","","mhp_idle_sad","102511","3","1007407030"
"","","","","1007407","","","","2","93","1007407031"
"","","","","1007407","","","","1007407025","91","1007407032"
"","1","mhp_suzume_walk_sad","","1007407","0.2","","","102511","3","1007407033"
"","-220","-200","0","1007407","","","2","102511","2","1007407034"
"","","","","1007407","","","","0","91","1007407035"
"0.2","0","mhp_suzume_sit_in_sad","1","1007407","0.2","","mhp_suzume_sit_idle_sad2","102511","3","1007407036"
"","","0","","1007407","","","","1","93","1007407037"
"","1","mhp_sit_idle_sad","","1007407","0.2","","","117631","3","1007407038"
"","0","vo_mhp_2003","","1007407","","","0","vo_mhp_1007407","21","1007407039"
"0","8","（……あの人今\n何もないとこで転ばなかった？）","0","1007407","0","0.5","1","117631","11","1007407040"
"","","","","1007407","","","","0","91","1007407041"
"","1","mhp_sit_idle","","1007407","0.2","","","117631","3","1007407042"
"","1","mhp_sit_talk_normal","","1007407","0.2","","","117531","3","1007407043"
"","0","vo_mhp_2004","","1007407","","","0","vo_mhp_1007407","21","1007407044"
"0","6","ええと、スズメさんね。\n今日はどうされました？\n転倒して足を痛めた、とかかしら？","0","1007407","0","0.5","1","117531","11","1007407045"
"","","","","1007407","","","","0","91","1007407046"
"","1","mhp_sit_idle","","1007407","0.2","","","117531","3","1007407047"
"","1","mhp_sit_talk_wish","","1007407","0.2","","","102511","3","1007407048"
"","0","vo_mhp_2005","","1007407","","","0","vo_mhp_1007407","21","1007407049"
"0","4","い、いえ、実は……\nド、ドジを治してほしいんです！","0","1007407","0","0.5","1","102511","11","1007407050"
"","","","","1007407","","","","0","91","1007407051"
"","","0","","1007407","","","","2","93","1007407052"
"","1","mhp_sit_idle_wish","","1007407","0.2","","","102511","3","1007407053"
"","1","mhp_sit_talk_surprise2","","1007407","0.2","","","117531","3","1007407054"
"","0","vo_mhp_2006","","1007407","","","0","vo_mhp_1007407","21","1007407055"
"0","7","…………はっ、ごめんなさい。\nあまりに予想外のことで\n思考が停止してしまったわ……","0","1007407","0","0.5","1","117531","11","1007407056"
"","","1","","1007407","","","","2","93","1007407057"
"","1","mhp_sit_talk_sad","","1007407","0.2","","","117531","3","1007407058"
"","","","","1007407","","","","1007407056","91","1007407059"
"","1","mhp_sit_idle","","1007407","0.2","","","117531","3","1007407060"
"","1","mhp_sit_talk_sad","","1007407","0.2","","","102511","3","1007407061"
"","0","vo_mhp_2007","","1007407","","","0","vo_mhp_1007407","21","1007407062"
"0","6","や、やっぱりこんな非常識なこと\nお医者さんに頼んだりしちゃ\nダメですよね……","0","1007407","0","0.5","1","102511","11","1007407063"
"","","","","1007407","","","","0","91","1007407064"
"","1","mhp_sit_idle_sad","","1007407","0.2","","","102511","3","1007407065"
"","1","mhp_sit_talk_thinking","","1007407","0.2","","","117531","3","1007407066"
"","0","vo_mhp_2008","","1007407","","","0","vo_mhp_1007407","21","1007407067"
"0","5","……闇医者とはいえ\n私にも面子というものがあるわ\nやるだけやってあげるわ\nそうね、あなたには――","0","1007407","0","0.5","1","117531","11","1007407068"
"","","","","1007407","","","","0","91","1007407069"
"","0","1007407073","","1007407","","","","ドジナオールを処方するわ。","103","1007407070"
"","0","1007407115","","1007407","","","","魔丸ドジ殺しを処方するわ。","103","1007407071"
"","0","1007407157","","1007407","","","","このドジ矯正サポーターを着けなさい。","103","1007407072"
"","1","mhp_sit_idle","0","1007407","0.2","","","117531","3","1007407073"
"","1","mhp_sit_talk_surprise2","0","1007407","0.2","","","102511","3","1007407074"
"","0","vo_mhp_2009","","1007407","","","0","vo_mhp_1007407","21","1007407075"
"0","8","そ、そんな薬があるんですか！","0","1007407","0","0.5","1","102511","11","1007407076"
"","","","","1007407","","","","0","91","1007407077"
"0","0","mhp_sit_out","1","1007407","0.2","","mhp_idle_normal","117531","3","1007407078"
"","","0","","1007407","","","","0.6","93","1007407079"
"0","0","mhp_sit_out","1","1007407","0.2","","mhp_idle_normal","102511","3","1007407080"
