798fd7c4b49fc6e1cb86dc4c04801c26a848966fae44eb69307b482fc7453745,f0021078d296ffbfd0aecaaa2e4b9db88aacba9c390a4d282b482148b7a77822,bb9447cf45522a954b0d41749ff57e252514b1a6585c1b5cda38a81472ff48cb,509100027322b2f758f2d163211355bf052dfa0d865513b682f7a4c26ddf6009,25a29b315aa069f05c905c7d2b2f26a221f404cfe68bdbac528f476a8391ee19,c3855c85e7fd0628d19c0dfa6c54bc9705bc6ed9f0e5a7d4d68d04819cdb4205,aa2d6d1497803e80f0f96d2ffe0377b0ba4988438951cd18b08e0cbf36560983,dc4a37016d43d55570014bc6acc44d8658480c0e09375935f5d7f2c2b38c4e03,46ac5f75c899ced1d3ce84ca37c14bde9dedb89dc2515a72f83df1c16446a753,72f7d8a1a433cd7a98e88bd49d68e74e3fecb1b7b3786b78462f04edf140bea9,5c695d4e395745daea53aeadb1fa0b408aa2da20d06631cc78eba9f118d4e1f6,9c0dbeaed0ec94bdfa1fcb7ee5ba962c8cf3cde9d763b89aba44c23ab86b50e9
"3.4","0","4","0","0","0","0","1","52","0","1005901","100590152"
"0","vo_ske","2","0","0","vo_ske_0608","0","0","53","0","1005901","100590153"
"0","0","1","11","2","0","212","0","54","0","1005901","100590154"
"2.7","0","4","0","0","0","0","1","55","0","1005901","100590155"
"0","0","1","11","1","0","339","0","56","212","1005901","100590156"
"1","0","4","0","0","0","0","1","57","0","1005901","100590157"
"0","0","1","12","0.7","0","82","0","58","0","1005901","100590158"
"1.9","0","4","0","0","0","0","1","59","0","1005901","100590159"
"0","0","1","12","1.6","0","313","0","60","82","1005901","100590160"
"4","0","4","0","0","0","0","1","61","0","1005901","100590161"
"0","vo_ske","2","0","0","vo_ske_0609","0","0","62","0","1005901","100590162"
"0","0","1","13","2","0","238","0","63","0","1005901","100590163"
"3.8","0","4","0","0","0","0","1","64","0","1005901","100590164"
"0","vo_ske","2","0","0","vo_ske_0610","0","0","65","0","1005901","100590165"
"0","0","1","14","0.7","0","114","0","66","0","1005901","100590166"
"1.4","0","4","0","0","0","0","1","67","0","1005901","100590167"
"0","0","1","14","1.7","0","336","0","68","114","1005901","100590168"
"4.2","0","4","0","0","0","0","1","69","0","1005901","100590169"
"0.8","0","4","0","0","0","0","1","1","0","1005902","100590201"
"0","vo_ske","2","0","0","vo_ske_0701","0","0","2","0","1005902","100590202"
"0","0","1","1","2.3","0","310","0","3","0","1005902","100590203"
"3.6","0","4","0","0","0","0","1","4","0","1005902","100590204"
"0","vo_ske","2","0","0","vo_ske_0702","0","0","5","0","1005902","100590205"
"0","0","1","2","0.9","0","120","0","6","0","1005902","100590206"
"1.6","0","4","0","0","0","0","1","7","0","1005902","100590207"
"0","0","1","2","0.7","0","210","0","8","120","1005902","100590208"
"1.6","0","4","0","0","0","0","1","9","0","1005902","100590209"
"0","0","1","2","0.9","0","290","0","10","210","1005902","100590210"
"1.5","0","4","0","0","0","0","1","11","0","1005902","100590211"
"0","0","1","3","1.9","0","250","0","12","0","1005902","100590212"
"3.5","0","4","0","0","0","0","1","13","0","1005902","100590213"
"0","vo_ske","2","0","0","vo_ske_0703","0","0","14","0","1005902","100590214"
"0","0","1","4","1.2","0","135","0","15","0","1005902","100590215"
"2.1","0","4","0","0","0","0","1","16","0","1005902","100590216"
"0","0","1","4","1.6","0","328","0","17","135","1005902","100590217"
"1.6","0","4","0","0","0","0","1","18","0","1005902","100590218"
"0","0","1","5","0.6","0","114","0","19","0","1005902","100590219"
"2.5","0","4","0","0","0","0","1","20","0","1005902","100590220"
"0","vo_ske","2","0","0","vo_ske_0704","0","0","21","0","1005902","100590221"
"0","0","1","5","0.7","0","200","0","22","114","1005902","100590222"
"2.4","0","4","0","0","0","0","1","23","0","1005902","100590223"
"0","0","1","5","1.1","0","318","0","24","200","1005902","100590224"
"1.1","0","4","0","0","0","0","1","25","0","1005902","100590225"
"0","0","1","6","1.5","0","183","0","26","0","1005902","100590226"
"2","0","4","0","0","0","0","1","27","0","1005902","100590227"
"0","0","1","6","1.4","0","340","0","28","183","1005902","100590228"
"2.9","0","4","0","0","0","0","1","29","0","1005902","100590229"
"0","vo_ske","2","0","0","vo_ske_0705","0","0","30","0","1005902","100590230"
"0","0","1","7","0.6","0","85","0","31","0","1005902","100590231"
"1.4","0","4","0","0","0","0","1","32","0","1005902","100590232"
"0","0","1","7","2","0","340","0","33","85","1005902","100590233"
"5.2","0","4","0","0","0","0","1","34","0","1005902","100590234"
"0","vo_ske","2","0","0","vo_ske_0706","0","0","35","0","1005902","100590235"
"0","0","1","8","1.226","0","116","0","36","0","1005902","100590236"
"1.934","0","4","0","0","0","0","1","37","0","1005902","100590237"
"0","0","1","8","1.42","0","281","0","38","116","1005902","100590238"
"1.552","0","4","0","0","0","0","1","39","0","1005902","100590239"
"0","0","1","8","0.6","0","357","0","40","281","1005902","100590240"
"0.6","0","4","0","0","0","0","1","41","0","1005902","100590241"
"0","0","1","9","1.2","0","180","0","42","0","1005902","100590242"
"3","0","4","0","0","0","0","1","43","0","1005902","100590243"
"0","vo_ske","2","0","0","vo_ske_0707","0","0","44","0","1005902","100590244"
"0","0","1","9","1","0","284","0","45","180","1005902","100590245"
"2","0","4","0","0","0","0","1","46","0","1005902","100590246"
"0","0","1","9","0.9","0","402","0","47","284","1005902","100590247"
"3.1","0","4","0","0","0","0","1","48","0","1005902","100590248"
"0","vo_ske","2","0","0","vo_ske_0708","0","0","49","0","1005902","100590249"
"0","0","1","10","1.1","0","168","0","50","0","1005902","100590250"
"2.4","0","4","0","0","0","0","1","51","0","1005902","100590251"
"0","vo_ske","2","0","0","vo_ske_0709","0","0","52","0","1005902","100590252"
"0","0","1","11","2.5","0","340","0","53","0","1005902","100590253"
"3.4","0","4","0","0","0","0","1","54","0","1005902","100590254"
"0","vo_ske","2","0","0","vo_ske_0710","0","0","55","0","1005902","100590255"
"0","0","1","12","1.4","0","150","0","56","0","1005902","100590256"
"2.1","0","4","0","0","0","0","1","57","0","1005902","100590257"
"0","0","1","12","1.3","0","302","0","58","150","1005902","100590258"
"3.2","0","4","0","0","0","0","1","59","0","1005902","100590259"
"0","vo_ske","2","0","0","vo_ske_0711","0","0","60","0","1005902","100590260"
"0","0","1","13","0.8","0","63","0","61","0","1005902","100590261"
"1.9","0","4","0","0","0","0","1","62","0","1005902","100590262"
"0","0","1","13","1.7","0","305","0","63","63","1005902","100590263"
"3.5","0","4","0","0","0","0","1","64","0","1005902","100590264"
"0","vo_ske","2","0","0","vo_ske_0712","0","0","65","0","1005902","100590265"
"0","0","1","14","1","0","95","0","66","0","1005902","100590266"
"1.9","0","4","0","0","0","0","1","67","0","1005902","100590267"
"0","0","1","14","1.6","0","362","0","68","95","1005902","100590268"
"4.1","0","4","0","0","0","0","1","69","0","1005902","100590269"
"0.8","0","4","0","0","0","0","1","1","0","1005903","100590301"
"0","vo_ske","2","0","0","vo_ske_0801","0","0","2","0","1005903","100590302"
"0","0","1","1","2.2","0","231","0","3","0","1005903","100590303"
"3.4","0","4","0","0","0","0","1","4","0","1005903","100590304"
"0","vo_ske","2","0","0","vo_ske_0802","0","0","5","0","1005903","100590305"
"0","0","1","2","0.465","0","39","0","6","0","1005903","100590306"
"0.998","0","4","0","0","0","0","1","7","0","1005903","100590307"
"0","0","1","2","1.722","0","284","0","8","39","1005903","100590308"
"3.024","0","4","0","0","0","0","1","9","0","1005903","100590309"
"0","0","1","2","0.8","0","388","0","10","284","1005903","100590310"
"0.8","0","4","0","0","0","0","1","11","0","1005903","100590311"
"0","0","1","3","0.9","0","168","0","12","0","1005903","100590312"
"2.5","0","4","0","0","0","0","1","13","0","1005903","100590313"
"0","0","1","3","1","0","262","0","14","168","1005903","100590314"
"1.8","0","4","0","0","0","0","1","15","0","1005903","100590315"
"0","0","1","3","1.2","0","388","0","16","262","1005903","100590316"
"1.2","0","4","0","0","0","0","1","17","0","1005903","100590317"
"0","0","1","4","0.828","0","145","0","18","0","1005903","100590318"
"3.156","0","4","0","0","0","0","1","19","0","1005903","100590319"
"0","vo_ske","2","0","0","vo_ske_0803","0","0","20","0","1005903","100590320"
"0","0","1","5","1.2","0","134","0","21","0","1005903","100590321"
"2.3","0","4","0","0","0","0","1","22","0","1005903","100590322"
"0","0","1","5","1.8","0","347","0","23","134","1005903","100590323"
"3.4","0","4","0","0","0","0","1","24","0","1005903","100590324"
"0","0","1","6","1.9","0","257","0","25","0","1005903","100590325"
"4.3","0","4","0","0","0","0","1","26","0","1005903","100590326"
"0","vo_ske","2","0","0","vo_ske_0804","0","0","27","0","1005903","100590327"
"0","0","1","7","1.067","0","133","0","28","0","1005903","100590328"
"1.523","0","4","0","0","0","0","1","29","0","1005903","100590329"
"0","0","1","7","0.674","0","210","0","30","133","1005903","100590330"
"2.337","0","4","0","0","0","0","1","31","0","1005903","100590331"
"0","vo_ske","2","0","0","vo_ske_0805","0","0","32","0","1005903","100590332"
"0","0","1","7","1.1","0","330","0","33","210","1005903","100590333"
"1.1","0","4","0","0","0","0","1","34","0","1005903","100590334"
"0","0","1","8","0.675","0","110","0","35","0","1005903","100590335"
"1.662","0","4","0","0","0","0","1","36","0","1005903","100590336"
"0","0","1","8","2","0","350","0","37","110","1005903","100590337"
"4.3","0","4","0","0","0","0","1","38","0","1005903","100590338"
"0","vo_ske","2","0","0","vo_ske_0806","0","0","39","0","1005903","100590339"
"0","0","1","9","1.3","0","140","0","40","0","1005903","100590340"
"2.5","0","4","0","0","0","0","1","41","0","1005903","100590341"
"0","0","1","9","1.7","0","370","0","42","140","1005903","100590342"
"1.7","0","4","0","0","0","0","1","43","0","1005903","100590343"
"0","0","1","10","0.5","0","83","0","44","0","1005903","100590344"
"3.5","0","4","0","0","0","0","1","45","0","1005903","100590345"
"0","vo_ske","2","0","0","vo_ske_0807","0","0","46","0","1005903","100590346"
"0","0","1","11","2","0","222","0","47","0","1005903","100590347"
"3.2","0","4","0","0","0","0","1","48","0","1005903","100590348"
"0","0","1","11","1.1","0","385","0","49","222","1005903","100590349"
"1.1","0","4","0","0","0","0","1","50","0","1005903","100590350"
"0","0","1","12","0.8","0","102","0","51","0","1005903","100590351"
"2.4","0","4","0","0","0","0","1","52","0","1005903","100590352"
"0","0","1","12","1.7","0","328","0","53","102","1005903","100590353"
"4.6","0","4","0","0","0","0","1","54","0","1005903","100590354"
"0","vo_ske","2","0","0","vo_ske_0808","0","0","55","0","1005903","100590355"
"0","0","1","13","0.4","0","89","0","56","0","1005903","100590356"
"2","0","4","0","0","0","0","1","57","0","1005903","100590357"
"0","0","1","13","2.3","0","360","0","58","89","1005903","100590358"
"3.2","0","4","0","0","0","0","1","59","0","1005903","100590359"
"0","0","1","14","0.9","0","120","0","60","0","1005903","100590360"
"3.2","0","4","0","0","0","0","1","61","0","1005903","100590361"
"0","vo_ske","2","0","0","vo_ske_0809","0","0","62","0","1005903","100590362"
"0","0","1","14","0.8","0","318","0","63","120","1005903","100590363"
"3.3","0","4","0","0","0","0","1","64","0","1005903","100590364"
"0.8","0","4","0","0","0","0","1","1","0","1005904","100590401"
"0","vo_ske","2","0","0","vo_ske_0901","0","0","2","0","1005904","100590402"
"0","0","1","1","1.325","0","113","0","3","0","1005904","100590403"
"2.008","0","4","0","0","0","0","1","4","0","1005904","100590404"
"0","0","1","1","1.863","0","365","0","5","113","1005904","100590405"
"3.699","0","4","0","0","0","0","1","6","0","1005904","100590406"
"0","vo_ske","2","0","0","vo_ske_0902","0","0","7","0","1005904","100590407"
"0","0","1","2","1.3","0","151","0","8","0","1005904","100590408"
"2.1","0","4","0","0","0","0","1","9","0","1005904","100590409"
"0","0","1","2","1.8","0","375","0","10","151","1005904","100590410"
"1.8","0","4","0","0","0","0","1","11","0","1005904","100590411"
"0","0","1","3","0.7","0","71","0","12","0","1005904","100590412"
"1.6","0","4","0","0","0","0","1","13","0","1005904","100590413"
"0","0","1","3","2.2","0","351","0","14","71","1005904","100590414"
"4.8","0","4","0","0","0","0","1","15","0","1005904","100590415"
"0","vo_ske","2","0","0","vo_ske_0903","0","0","16","0","1005904","100590416"
"0","0","1","4","2.3","0","304","0","17","0","1005904","100590417"
"3","0","4","0","0","0","0","1","18","0","1005904","100590418"
"0","0","1","4","0.8","0","389","0","19","304","1005904","100590419"
"1.3","0","4","0","0","0","0","1","20","0","1005904","100590420"
"0","0","1","5","2.8","0","342","0","21","0","1005904","100590421"
"4.9","0","4","0","0","0","0","1","22","0","1005904","100590422"
"0","vo_ske","2","0","0","vo_ske_0904","0","0","23","0","1005904","100590423"
"0","0","1","6","0.9","0","125","0","24","0","1005904","100590424"
"1.9","0","4","0","0","0","0","1","25","0","1005904","100590425"
"0","0","1","6","0.8","0","215","0","26","125","1005904","100590426"
"1.4","0","4","0","0","0","0","1","27","0","1005904","100590427"
"0","0","1","6","1.7","0","395","0","28","215","1005904","100590428"
"1.7","0","4","0","0","0","0","1","29","0","1005904","100590429"
"0","0","1","7","0.3","0","47","0","30","0","1005904","100590430"
"1.2","0","4","0","0","0","0","1","31","0","1005904","100590431"
"0","0","1","7","2.1","0","317","0","32","47","1005904","100590432"
"4.1","0","4","0","0","0","0","1","33","0","1005904","100590433"
"0","vo_ske","2","0","0","vo_ske_0905","0","0","34","0","1005904","100590434"
"0","0","1","8","1.3","0","233","0","35","0","1005904","100590435"
"1.9","0","4","0","0","0","0","1","36","0","1005904","100590436"
"0","0","1","8","0.59","0","311","0","37","233","1005904","100590437"
"2.656","0","4","0","0","0","0","1","38","0","1005904","100590438"
"0","vo_ske","2","0","0","vo_ske_0906","0","0","39","0","1005904","100590439"
"0","0","1","9","0.8","0","97","0","40","0","1005904","100590440"
"1.7","0","4","0","0","0","0","1","41","0","1005904","100590441"
"0","0","1","9","2.1","0","350","0","42","97","1005904","100590442"
"2.1","0","4","0","0","0","0","1","43","0","1005904","100590443"
"0","0","1","10","1.4","0","170","0","44","0","1005904","100590444"
"3.3","0","4","0","0","0","0","1","45","0","1005904","100590445"
"0","0","1","10","1.1","0","300","0","46","170","1005904","100590446"
"2.2","0","4","0","0","0","0","1","47","0","1005904","100590447"
"0","0","1","10","0.6","0","395","0","48","300","1005904","100590448"
"0.6","0","4","0","0","0","0","1","49","0","1005904","100590449"
"0","0","1","11","2.1","0","253","0","50","0","1005904","100590450"
"4.7","0","4","0","0","0","0","1","51","0","1005904","100590451"
"0","vo_ske","2","0","0","vo_ske_0907","0","0","52","0","1005904","100590452"
"0","0","1","12","0.8","0","95","0","53","0","1005904","100590453"
"1.7","0","4","0","0","0","0","1","54","0","1005904","100590454"
"0","0","1","12","1.34","0","256","0","55","95","1005904","100590455"
"1.874","0","4","0","0","0","0","1","56","0","1005904","100590456"
"0","0","1","12","0.776","0","347","0","57","256","1005904","100590457"
"2.613","0","4","0","0","0","0","1","58","0","1005904","100590458"
"0","vo_ske","2","0","0","vo_ske_0908","0","0","59","0","1005904","100590459"
"0","0","1","14","1.5","0","161","0","60","0","1005904","100590460"
"2.6","0","4","0","0","0","0","1","61","0","1005904","100590461"
"0","0","1","14","2","0","399","0","62","161","1005904","100590462"
"4.5","0","4","0","0","0","0","1","63","0","1005904","100590463"
"0.8","0","4","0","0","0","0","1","1","0","1005905","100590501"
"0","vo_ske","2","0","0","vo_ske_1001","0","0","2","0","1005905","100590502"
"0","0","1","1","0.5","0","53","0","3","0","1005905","100590503"
"1.1","0","4","0","0","0","0","1","4","0","1005905","100590504"
"0","0","1","1","1.4","0","235","0","5","53","1005905","100590505"
"2.8","0","4","0","0","0","0","1","6","0","1005905","100590506"
"0","vo_ske","2","0","0","vo_ske_1002","0","0","7","0","1005905","100590507"
"0","0","1","2","1.8","0","230","0","8","0","1005905","100590508"
"2.4","0","4","0","0","0","0","1","9","0","1005905","100590509"
"0","0","1","2","1.4","0","400","0","10","230","1005905","100590510"
"3.3","0","4","0","0","0","0","1","11","0","1005905","100590511"
"0","vo_ske","2","0","0","vo_ske_1003","0","0","12","0","1005905","100590512"
"0","0","1","3","2.224","0","237","0","13","0","1005905","100590513"
"2.769","0","4","0","0","0","0","1","14","0","1005905","100590514"
"0","0","1","3","0.869","0","358","0","15","237","1005905","100590515"
"1.635","0","4","0","0","0","0","1","16","0","1005905","100590516"
"0","0","1","4","0.6","0","93","0","17","0","1005905","100590517"
"2.2","0","4","0","0","0","0","1","18","0","1005905","100590518"
"0","vo_ske","2","0","0","vo_ske_1004","0","0","19","0","1005905","100590519"
"0","0","1","4","1.3","0","237","0","20","93","1005905","100590520"
"1.8","0","4","0","0","0","0","1","21","0","1005905","100590521"
"0","0","1","4","0.9","0","342","0","22","237","1005905","100590522"
"0.9","0","4","0","0","0","0","1","23","0","1005905","100590523"
"0","0","1","5","0.9","0","166","0","24","0","1005905","100590524"
"2.7","0","4","0","0","0","0","1","25","0","1005905","100590525"
"0","0","1","5","1.059","0","327","0","26","166","1005905","100590526"
"3","0","4","0","0","0","0","1","27","0","1005905","100590527"
"0","vo_ske","2","0","0","vo_ske_1005","0","0","28","0","1005905","100590528"
"0","0","1","6","1.2","0","94","0","29","0","1005905","100590529"
"1.7","0","4","0","0","0","0","1","30","0","1005905","100590530"
"0","0","1","6","2.1","0","397","0","31","94","1005905","100590531"
"4.5","0","4","0","0","0","0","1","32","0","1005905","100590532"
"0","vo_ske","2","0","0","vo_ske_1006","0","0","33","0","1005905","100590533"
"0","0","1","7","0.566","0","47","0","34","0","1005905","100590534"
"1.552","0","4","0","0","0","0","1","35","0","1005905","100590535"
"0","0","1","7","2.318","0","362","0","36","47","1005905","100590536"
"3.724","0","4","0","0","0","0","1","37","0","1005905","100590537"
"0","0","1","8","2.077","0","260","0","38","0","1005905","100590538"
"2.729","0","4","0","0","0","0","1","39","0","1005905","100590539"
"0","0","1","8","0.66","0","327","0","40","260","1005905","100590540"
"2.832","0","4","0","0","0","0","1","41","0","1005905","100590541"
"0","vo_ske","2","0","0","vo_ske_1007","0","0","42","0","1005905","100590542"
"0","0","1","9","0.608","0","60","0","43","0","1005905","100590543"
"1.363","0","4","0","0","0","0","1","44","0","1005905","100590544"
"0","0","1","9","1.493","0","179","0","45","60","1005905","100590545"
"2.007","0","4","0","0","0","0","1","46","0","1005905","100590546"
"0","0","1","9","1.437","0","387","0","47","179","1005905","100590547"
"3.22","0","4","0","0","0","0","1","48","0","1005905","100590548"
"0","vo_ske","2","0","0","vo_ske_1008","0","0","49","0","1005905","100590549"
"0","0","1","10","1.2","0","133","0","50","0","1005905","100590550"
"2.4","0","4","0","0","0","0","1","51","0","1005905","100590551"
"0","0","1","10","1.5","0","347","0","52","133","1005905","100590552"
"1.5","0","4","0","0","0","0","1","53","0","1005905","100590553"
"0","0","1","11","0.4","0","104","0","54","0","1005905","100590554"
"2.7","0","4","0","0","0","0","1","55","0","1005905","100590555"
"0","0","1","11","1.6","0","331","0","56","104","1005905","100590556"
"3.7","0","4","0","0","0","0","1","57","0","1005905","100590557"
"0","vo_ske","2","0","0","vo_ske_1009","0","0","58","0","1005905","100590558"
"0","0","1","12","2.9","0","345","0","59","0","1005905","100590559"
"4","0","4","0","0","0","0","1","60","0","1005905","100590560"
"0","0","1","13","1.6","0","216","0","61","0","1005905","100590561"
"3.6","0","4","0","0","0","0","1","62","0","1005905","100590562"
"0","vo_ske","2","0","0","vo_ske_1010","0","0","63","0","1005905","100590563"
"0","0","1","14","0.7","0","121","0","64","0","1005905","100590564"
"2.1","0","4","0","0","0","0","1","65","0","1005905","100590565"
"0","0","1","14","1.9","0","360","0","66","121","1005905","100590566"
"4.4","0","4","0","0","0","0","1","67","0","1005905","100590567"
"0.8","0","4","0","0","0","0","1","1","0","1005906","100590601"
"0","vo_ske","2","0","0","vo_ske_1101","0","0","2","0","1005906","100590602"
"0","0","1","1","1","0","121","0","3","0","1005906","100590603"
"1.7","0","4","0","0","0","0","1","4","0","1005906","100590604"
"0","0","1","1","0.6","0","211","0","5","121","1005906","100590605"
"1.5","0","4","0","0","0","0","1","6","0","1005906","100590606"
"0","0","1","1","0.9","0","280","0","7","211","1005906","100590607"
"1.5","0","4","0","0","0","0","1","8","0","1005906","100590608"
"0","0","1","2","1.6","0","135","0","9","0","1005906","100590609"
"3.6","0","4","0","0","0","0","1","10","0","1005906","100590610"
"0","vo_ske","2","0","0","vo_ske_1102","0","0","11","0","1005906","100590611"
"0","0","1","2","0.9","0","260","0","12","135","1005906","100590612"
"1.8","0","4","0","0","0","0","1","13","0","1005906","100590613"
"0","0","1","2","0.7","0","320","0","14","260","1005906","100590614"
"1.9","0","4","0","0","0","0","1","15","0","1005906","100590615"
"0","0","1","2","0.2","0","346","0","16","320","1005906","100590616"
"1.5","0","4","0","0","0","0","1","17","0","1005906","100590617"
"0","0","1","3","2.1","0","190","0","18","0","1005906","100590618"
"4.1","0","4","0","0","0","0","1","19","0","1005906","100590619"
"0","vo_ske","2","0","0","vo_ske_1103","0","0","20","0","1005906","100590620"
"0","0","1","3","1.7","0","387","0","21","190","1005906","100590621"
"2.5","0","4","0","0","0","0","1","22","0","1005906","100590622"
"0","0","1","4","1.197","0","139","0","23","0","1005906","100590623"
"1.72","0","4","0","0","0","0","1","24","0","1005906","100590624"
"0","0","1","4","1.735","0","347","0","25","139","1005906","100590625"
"4.154","0","4","0","0","0","0","1","26","0","1005906","100590626"
"0","vo_ske","2","0","0","vo_ske_1104","0","0","27","0","1005906","100590627"
"0","0","1","5","2.4","0","292","0","28","0","1005906","100590628"
"3.1","0","4","0","0","0","0","1","29","0","1005906","100590629"
"0","0","1","5","0.7","0","355","0","30","292","1005906","100590630"
"0.7","0","4","0","0","0","0","1","31","0","1005906","100590631"
"0","0","1","6","1.2","0","153","0","32","0","1005906","100590632"
"1.8","0","4","0","0","0","0","1","33","0","1005906","100590633"
"0","0","1","6","1.2","0","289","0","34","153","1005906","100590634"
"3.8","0","4","0","0","0","0","1","35","0","1005906","100590635"
"0","vo_ske","2","0","0","vo_ske_1105","0","0","36","0","1005906","100590636"
"0","0","1","7","0.8","0","92","0","37","0","1005906","100590637"
"1.4","0","4","0","0","0","0","1","38","0","1005906","100590638"
"0","0","1","7","1.1","0","230","0","39","92","1005906","100590639"
"2.1","0","4","0","0","0","0","1","40","0","1005906","100590640"
"0","0","1","7","1.3","0","384","0","41","260","1005906","100590641"
"1.3","0","4","0","0","0","0","1","42","0","1005906","100590642"
"0","0","1","8","0.4","0","55","0","43","0","1005906","100590643"
"1.9","0","4","0","0","0","0","1","44","0","1005906","100590644"
"0","0","1","8","1.152","0","177","0","45","55","1005906","100590645"
"1.561","0","4","0","0","0","0","1","46","0","1005906","100590646"
"0","0","1","8","1.273","0","355","0","47","177","1005906","100590647"
"3.32","0","4","0","0","0","0","1","48","0","1005906","100590648"
"0","vo_ske","2","0","0","vo_ske_1106","0","0","49","0","1005906","100590649"
"0","0","1","9","2.7","0","300","0","50","0","1005906","100590650"
"3.8","0","4","0","0","0","0","1","51","0","1005906","100590651"
"0","0","1","10","0.894","0","79","0","52","0","1005906","100590652"
"1.455","0","4","0","0","0","0","1","53","0","1005906","100590653"
"0","0","1","10","1.334","0","263","0","54","79","1005906","100590654"
"3.699","0","4","0","0","0","0","1","55","0","1005906","100590655"
"0","vo_ske","2","0","0","vo_ske_1107","0","0","56","0","1005906","100590656"
"0","0","1","11","1.7","0","210","0","57","0","1005906","100590657"
"2.8","0","4","0","0","0","0","1","58","0","1005906","100590658"
"0","0","1","12","1.364","0","183","0","59","0","1005906","100590659"
"3.365","0","4","0","0","0","0","1","60","0","1005906","100590660"
"0","vo_ske","2","0","0","vo_ske_1108","0","0","61","0","1005906","100590661"
"0","0","1","13","0.6","0","85","0","62","0","1005906","100590662"
"2.4","0","4","0","0","0","0","1","63","0","1005906","100590663"
"0","vo_ske","2","0","0","vo_ske_1109","0","0","64","0","1005906","100590664"
"0","0","1","14","1","0","122","0","65","0","1005906","100590665"
"2","0","4","0","0","0","0","1","66","0","1005906","100590666"
"0","0","1","14","1","0","212","0","67","122","1005906","100590667"
"3.5","0","4","0","0","0","0","1","68","0","1005906","100590668"
