72963335ae86efb37f1d43e970d8fdaac43192c9ead5305c66752bd98531248a,e4380d8e7e3b5dc79cbc1b09a4e79cd3052ad5f00ee6fa7671c507e29018ff1e,bd6ef53cf5a4a9894560ba18f4c34c24a2c036cac145db161794b521e9298f26,19826b0bb9a863a1d4f6b750011f8d0c2e24ef28be58e0c31df55d35ebc925ed,275f83359a7d2a96572d1d91fd986b8f590b95132d248a81e8fe400c78477057,1e3119f490b2dcc760e7981018e3d4fd028c06718ea29912a0997873a8c2b1f5,f10f7ec7bd7f7adda30c4e7b598289d32e73bbe47e7216ca8e1d0e8a0330eeaf,67a3589bb36fc03df837d81ff445fffdd091269668965802018a8db74c098d37,23fba5fc0e1b2768ea4d65e89abd57fb953ac7f363a8306c18ee394025075ff0,2ee81cfc8ecdcf60cb3566ce9493f74399bd83165a4f0501db9fe70674e68ff3,ab66b60e02af8c06b49b21deff46febefedf50d111c81015251f6510171bd8aa,c85b4a10f2a7b9ee6920eb713b6ec45d0f2a8a1f808289e95168d0a6782c8d96,0e70c86b7d81db5b3591e427c8ca61d036d71f66b947708cb02ae249951f5e55
"だんがいをこえさんろくをすすみ","","断崖を超え　山麓を進み","20","-1","1000","154","154","","","2020-11-21 15:00:00","",""
"でびゅたんとしゃんぐりらせいやのらぶげーむ","","デビュタント・シャングリ・ラ　聖夜のラブゲーム","20","-1","1000","155","155","","","2020-12-21 15:00:00","",""
"どみねいてっどすのーまん","","ドミネイテッドスノーマン","20","-1","1000","156","156","","","2020-12-21 15:00:00","",""
"ほーりーぱっしょんろーぜず","","Holy Passion Roses","20","-1","1500","157","157","A2002026608/","","2020-12-21 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-20/1554428411?app=itunes"
"しんしゅんぐるめぷりんせすいっとうにかけたおとめたち","","新春グルメプリンセス！　一投にかけた乙女たち","20","-1","1000","158","158","","","2021-01-22 15:00:00","",""
"ぐれーととぅんぬす","","グレートトゥンヌス","20","-1","1000","159","159","","","2021-01-22 15:00:00","",""
"ぶらんにゅーさんらいず","","Brand New Sunrise","20","-1","1500","160","160","A2002026608/","","2021-01-22 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-20/1554428411?app=itunes"
"かけがえのないにちじょう","","かけがえのない日常","20","-1","1000","161","161","","","2021-02-15 15:00:00","",""
"りべつとけつい","","離別と決意","20","-1","1000","162","162","","","2021-02-15 15:00:00","",""
"くろかぜのせいれい","","黒風の精霊","20","-1","1000","163","163","","","2021-02-15 15:00:00","",""
"こころおもい","","心想い ～ココロオモイ～","20","-1","1500","164","164","A2001452543/","","2021-02-15 15:00:00","","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-lost-princess-%E3%82%88%E3%81%86%E3%81%93%E3%81%9D%E7%BE%8E%E9%A3%9F%E6%AE%BF%E3%81%B8/1458052782?app=itunes"
"しんでれられっすんはなやかなるひびはりんごのあじ","","シンデレラレッスン　華やかなる日々はリンゴの味","20","-1","1000","165","165","","","2021-03-16 15:00:00","",""
"まもののひめ","","魔物の姫","20","-1","1000","166","166","","","2021-03-16 15:00:00","",""
"こいきらりまじっく","","恋キラリマジック☆彡","18","-1","1500","167","167","A2002166099/","","2021-03-16 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-21/1566820975?app=itunes"
"はがねのまりあとせいなるがくしゃのりせえんぬ","","鋼の聖女と聖なる学舎の異端児","20","-1","1000","168","168","","","2021-04-15 15:00:00","",""
"なもなきげいじゅつ","","名もなき芸術","20","-1","1000","169","169","","","2021-04-15 15:00:00","",""
"むてきどりーみんぐ","","無敵ドリーミング","20","-1","1500","170","170","A2002166099/","","2021-04-15 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-21/1566820975?app=itunes"
"いのりえすおーえすたいむとらべるどらごんず","","イノリＳＯＳ！！　タイムトラベル・ドラゴンズ","20","-1","1000","171","171","","","2021-05-15 15:00:00","",""
"ばーすとたいむらーべ","","バースト・タイムラーベ","20","-1","1000","172","172","","","2021-05-15 15:00:00","",""
"しーずざでい","","Seize The Day！","20","-1","1500","173","173","A2002315260/","","2021-05-15 15:00:00","","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-22/1577510950?app=itunes"
"いしんでんしんあおいといふれんず","","以心電心！アオイ トイ フレンズ","20","-1","1000","174","174","","","2021-06-16 15:00:00","",""
"きゅうきょくがんぐおうめがといきんぐ","","究極玩具王 メガトイキング","20","-1","1000","175","175","","","2021-06-16 15:00:00","",""
"ぼっちのためのともだちまーち","","ぼっちのためのトモダチ行進曲","20","-1","1500","176","176","A2002315260/","","2021-06-16 15:00:00","","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-22/1577510950?app=itunes"
"さじんまうなかで","","砂塵舞う中で","20","-1","1000","177","177","","","2021-06-16 15:00:00","",""
"えんどれすさまーぷろでゅーすまなつのふたりじめぱらだいす","","エンドレスサマープロデュース　真夏のふたり占めパラダイス","20","-1","1000","178","178","","","2021-07-15 15:00:00","",""
"なつやすみのしゅくだい","","夏休みの宿題","20","-1","1000","179","179","","","2021-07-15 15:00:00","",""
"おんりーおんりーおんりーゆー","","Only Only You","20","-1","1500","180","180","A2002426296/","","2021-07-15 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-23/1587651257?app=itunes"
"かるみなさまーらいぶじゃすとあもーめんと","","カルミナサマーライブ　ジャスト ア モーメント！","20","-1","1000","181","181","","","2021-08-15 15:00:00","",""
"くいーんうたくらげ","","クイーンウタクラゲ","20","-1","1000","182","182","","","2021-08-15 15:00:00","",""
"じゃすとあもーめんと","","ジャストアモーメント！","20","-1","1500","183","183","A2002426296/","","2021-08-15 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-23/1587651257?app=itunes"
"しゃいにんぐふゅーちゃーばとるあれんじばーじょん","","Shining Future （Battle Arrange Ver.）","20","-1","1500","184","184","","","2021-08-15 15:00:00","",""
"いりーがるおーえどかるてどくたーみつきのしんさつしつ","","イリーガルオーエドカルテ　Dr.ミツキの診察室","20","-1","1000","185","185","","","2021-09-15 15:00:00","",""
"どくたーぎぐる","","ドクターギグル","20","-1","1000","186","186","","","2021-09-15 15:00:00","",""
"なるしすとれいしょん","","Narcistration♡","20","-1","1500","187","187","A2002546851/","","2021-09-15 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-24/1596344696?app=itunes"
"れぎおんうぉー","","レギオンウォー","20","2109007","1000","188","188","","","2021-09-15 15:00:00","",""
"ぶいえすれいじれぎおんあぞーるどとのたたかい","","VSレイジレギオン　アゾールドとの戦い","20","2109007","1000","189","189","","","2021-09-15 15:00:00","",""
"ぶいえすれいじれぎおんかりざとのたたかい","","VSレイジレギオン　カリザとの戦い","20","2109007","1000","190","190","","","2021-09-15 15:00:00","",""
"ぶいえすれいじれぎおんぜーんとのたたかい","","VSレイジレギオン　ゼーンとの戦い","20","2109007","1000","191","191","","","2021-09-15 15:00:00","",""
"ぶいえすれいじれぎおんみそらとのたたかい","","VSレイジレギオン　ミソラとの戦い","20","2109007","1000","192","192","","","2021-09-15 15:00:00","",""
"ぶいえすれいじれぎおんらんふぁとのたたかい","","VSレイジレギオン　ランファとの戦い","20","2109007","1000","193","193","","","2021-09-15 15:00:00","",""
"はろうぃんせいばーずすくらんぶるもふもふほかくだいさくせん","","ハロウィンセイバーズ・スクランブル！　もふもふ捕獲大作戦","20","-1","1000","194","194","","","2021-10-15 15:00:00","",""
"あいぼうのわたあめちゃん","","哀暴のわたあめちゃん","20","-1","1000","195","195","","","2021-10-15 15:00:00","",""
"はろうぃんもんすたーじゃむ","","Halloween Monster Jam ！！！","20","-1","1500","196","196","A2002546851/","","2021-10-15 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-24/1596344696?app=itunes"
"まほうしょうじょがいでんまじかるのわーるず","","魔法少女外伝　マジカル★ノワールズ！","20","-1","1000","197","197","","","2021-11-15 15:00:00","",""
"あんちびーすととりにてぃ","","アンチビースト・トリニティ","20","-1","1000","198","198","","","2021-11-15 15:00:00","",""
"ぐりーでぃらぶ","","GREEDY LOVE","20","-1","1500","199","199","A2002645259/","","2021-11-15 15:00:00","","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-25/1605736665?app=itunes"
"めりーぷりんくりすますそらまうしょうじょとまごころのおかし","","メリープリンクリスマス！　空舞う少女とまごころのお菓子","20","-1","1000","200","200","","","2021-12-15 15:00:00","",""
"ひとりぼっちのせいやのようせい","","ひとりぼっちの聖夜の妖精","20","-1","1000","201","201","","","2021-12-15 15:00:00","",""
"みやこずきっちんきゅうきょくへのみち","","ミヤコ's キッチン　究極への道","20","-1","1000","202","202","","","2021-12-15 15:00:00","",""
"ぷりんあらくりすますなの","","ぷりん・あ・ら・くりすますなの！","20","-1","1500","203","203","A2002645259/","","2021-12-15 15:00:00","","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-25/1605736665?app=itunes"
"しんしゅんびしょくめもりーずしぇふぃのおつかいだいさくせん","","新春美食メモリーズ　シェフィのおつかい大作戦！","20","-1","1000","204","204","","","2022-01-15 15:00:00","",""
"じゃぎゅうしんもーもん","","邪牛神モーモン","20","-1","1000","205","205","","","2022-01-15 15:00:00","",""
"あいすういんぐす","","Ice Wings","20","-1","1500","206","206","A2002744778/","","2022-01-15 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-26-ep/1614378087?app=itunes"
"てがかりをさがして","","手がかりを探して","20","-1","1000","207","207","","","2022-02-15 15:00:00","",""
"みんながすごすせかいへ","","みんなが過ごす世界へ","20","-1","1000","208","208","","","2022-02-15 15:00:00","",""
"おーばーろーどふぉーす","","オーバーロードフォース","20","-1","1000","209","209","","","2022-02-15 15:00:00","",""
"あしんめとっりくわーるど","","Asymmetric World","20","-1","1500","210","210","A2002744778/","","2022-02-15 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-26-ep/1614378087?app=itunes"
"みんなのおもい","","みんなの想い","20","-1","1000","211","211","","","2022-02-15 15:00:00","",""
"すいーとたいにーすてーじかけだしじょゆうとりとるれでぃ","","スイート・タイニー・ステージ！　駆け出し女優とリトルレディ","20","-1","1000","212","212","","","2022-03-15 15:00:00","",""
"あだねずみどはつてんのちゅうじ","","讐鼠・怒髪天のチュウジ","20","-1","1000","213","213","","","2022-03-15 15:00:00","",""
"はっぴーあにばーさりーすぺしゃるらんどそるくいずこねくと","","Happy Anniv. スペシャル ランドソルクイズコネクト！","20","-1","1000","214","214","","","2022-03-15 15:00:00","",""
"しんきんぐたいむ","","シンキングタイム！","20","-1","1000","215","215","","","2022-03-15 15:00:00","",""
"みゅーじかるがきこえる","","ミュージカルが聴こえる？","20","-1","1500","216","216","A2002850421/","","2022-03-15 15:00:00","","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-27-ep/1625225992?app=itunes"
"くろっしんぐとぅるーす","","Crossing Truth","20","2109012","1500","217","217","A2002696929/","","2022-03-15 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-character-song-album-vol-3/1609864796?app=itunes"
"おたからちょうだいいんびじぶるすてぃーらーず","","お宝頂戴！　インビジブル・スティーラーズ","20","-1","1000","218","218","","","2022-04-15 15:00:00","",""
"たいよくぼうくんかじのおう","","大慾暴君・カジノ王","20","-1","1000","219","219","","","2022-04-15 15:00:00","",""
"しーくれっとろんぎんぐ","","Secret Longing","20","-1","1500","220","220","A2002850421/","","2022-04-15 15:00:00","","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-27-ep/1625225992?app=itunes"
"えぴそーどおぶぱいれーつかいぞくじまののろわれしいほう","","エピソード・オブ・パイレーツ　海賊島の呪われし遺宝","20","-1","1000","221","221","","","2022-05-15 15:00:00","",""
"かいほうされしざいほうのしゅごしゃ","","解放されし財宝の守護者","20","-1","1000","222","222","","","2022-05-15 15:00:00","",""
"むてきのぱいれーつ","","無敵のパイレーツ","20","-1","1500","223","223","A2002984656/","","2022-05-15 15:00:00","","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-28/1635909695?app=itunes"
"そうごんなるねっさ","","荘厳なる熱砂","20","-1","1000","224","224","","","2022-05-15 15:00:00","",""
"えんじょいあんどりふれっしゅでこぼこがーるずきゃんぷ","","エンジョイ＆リフレッシュ！　でこぼこガールズ・キャンプ","20","-1","1000","225","225","","","2022-06-15 15:00:00","",""
"あすとらいあたけもどき","","アストライアタケモドキ","20","-1","1000","226","226","","","2022-06-15 15:00:00","",""
"さんしゃいんぱーてぃ","","さん！シャインPARTY","20","-1","1500","227","227","A2002984656/","","2022-06-15 15:00:00","","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-28/1635909695?app=itunes"
"いざゆかんれいみょうなるもりのおくへと","","いざ行かん、霊妙なる森の奥へと","20","-1","1000","228","228","","","2022-06-15 15:00:00","",""
"とぅいんくるさまーげーむなつうみにきらめくみっつのおもい","","トゥインクルサマーゲーム　夏海にきらめく三つの想い","20","-1","1000","229","229","","","2022-07-15 15:00:00","",""
"かいしょうたつのここまんだー","","海将タツノココマンダー","20","-1","1000","230","230","","","2022-07-15 15:00:00","",""
"しーくれっとすたー","","Secret Star","20","-1","1500","231","231","A2003073369/","","2022-07-15 15:00:00","","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-29/1644049661?app=itunes"
"かけろとこなつあるてぃめっとびーちふらっぐす","","駆けろ常夏！アルティメットビーチフラッグス","20","-1","1000","232","232","","","2022-07-15 15:00:00","",""
"りとるさまーめもりーずなぎさでみつけたちいさなしあわせ","","リトル・サマー・メモリーズ　渚でみつけた小さな幸せ","20","-1","1000","233","233","","","2022-08-15 15:00:00","",""
"むーんれいげーと","","ムーンレイゲート","20","-1","1000","234","234","","","2022-08-15 15:00:00","",""
"わくわくさまーたいむ","","わくわくSUMMER TIME！","20","-1","1500","235","235","A2003073369/","","2022-08-15 15:00:00","","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-29/1644049661?app=itunes"
"みゅーちゃんすくすくにっき","","みゅ～ちゃんすくすく日記","20","-1","1000","236","236","","","2022-08-15 15:00:00","",""
"まほまほみらくるじゃーにーたびするしょうじょとさいはてのたいじゅ","","マホマホ・ミラクル・ジャーニー！　旅する少女と最果ての大樹","20","-1","1000","237","237","","","2022-09-15 15:00:00","",""
"あいしつのばろめっつ","","哀執のバロメッツ","20","-1","1000","238","238","","","2022-09-15 15:00:00","",""
"はんなりおとめどうちゅう","","はんなり乙女道中","20","-1","1500","239","239","A2003192847/","","2022-09-15 15:00:00","","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-30/1656635604?app=itunes"
"ふぁぼらぶだいしゅうごうしこうのさいてんとしょうじょのひめたおしごと","","ファボ！ラブ！大集合！　至高の祭典と少女の秘めた推し事","20","-1","1000","240","240","","","2022-10-15 15:00:00","",""
"きょうらんのはいしんしゃかがみ","","狂乱の配信者・カガミ","20","-1","1000","241","241","","","2022-10-15 15:00:00","",""
"おたおたわーるど","","O-TA-O-TA WORLD","20","-1","1500","242","242","A2003192847/","","2022-10-15 15:00:00","","https://music.apple.com/jp/album/%E3%83%97%E3%83%AA%E3%83%B3%E3%82%BB%E3%82%B9%E3%82%B3%E3%83%8D%E3%82%AF%E3%83%88-re-dive-priconne-character-song-30/1656635604?app=itunes"
"とらいばるすぴりっつかかげるつるぎとほこりのかけはし","","トライバルスピリッツ　掲げる剣と誇りの架け橋","20","-1","1000","243","243","","","2022-11-15 15:00:00","",""
"おぶしだんごーれむ","","オブシダンゴーレム","20","-1","1000","244","244","","","2022-11-15 15:00:00","",""
"ないつそうる","","Knight's Soul","20","-1","1500","245","245","A2003240157/","","2022-11-15 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-31/1663442574?app=itunes"
"はっぴーはぷにんぐしあわせのふたごてんしとせいやのおくりもの","","ハッピー・ハプニング　幸せの双子天使と聖夜の贈り物","20","-1","1000","246","246","","","2022-12-15 15:00:00","",""
"あんはっぴーとれんと","","アンハッピートレント","20","-1","1000","247","247","","","2022-12-15 15:00:00","",""
"はつゆきついんあぷろーち","","はつゆきツインアプローチ","20","-1","1500","248","248","A2003240157/","","2022-12-15 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-31/1663442574?app=itunes"
"ゆけむりぼうねんきたんはつひのでにさかずきを","","湯けむり忘年奇譚　初日の出に盃を","20","-1","1000","249","249","","","2023-01-15 15:00:00","",""
"けがれしゆのかみようらん","","穢れし湯ノ神・陽卵","20","-1","1000","250","250","","","2023-01-15 15:00:00","",""
"まさゆめ","","ma.sa.yu.me.","20","-1","1500","251","251","A2003398337/","","2023-01-15 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-32-ep/1679183184?app=itunes"
"しんしゅんひがわりゆ","","新春日替わり湯","20","-1","1000","252","252","","","2023-01-15 15:00:00","",""
"しゅうえんのえりゅしおん","","終炎のエリュシオン","20","2116007","1000","253","253","","","2023-01-15 15:00:00","",""
"よみがえりしきょういたち","","甦りし脅威たち","20","2116007","1000","254","254","","","2023-01-15 15:00:00","",""
"いつわりのきゅうさいしゃ","","偽りの救済者","20","2116007","1000","255","255","","","2023-01-15 15:00:00","",""
"しゅうえんをつかさどりしまじゅつし","","終炎を司りし魔術師","20","2116007","1000","256","256","","","2023-01-15 15:00:00","",""
"りがいのちからをもとめしもの","","理外の力を求めし者","20","2116007","1000","257","257","","","2023-01-15 15:00:00","",""
"きぼうをゆめみるらくえん","","希望を夢見る楽園","20","-1","1000","258","258","","","2023-02-15 15:00:00","",""
"ふたしかなみらいでも","","不確かな未来でも","20","-1","1000","259","259","","","2023-02-15 15:00:00","",""
"らくえんのしゅごしゃ","","楽園の守護者","20","-1","1000","260","260","","","2023-02-15 15:00:00","",""
"くおんのそのをかたどるもの","","久遠の園を象る者","20","-1","1000","261","261","","","2023-02-15 15:00:00","",""
"ねばーるーずあげいん","","ネバールーズアゲイン","20","-1","1500","262","262","A2003398337/","","2023-02-15 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-32-ep/1679183184?app=itunes"
"ねことだがしのきっさてんかふぇなっしゅかっつぇにようこそ","","猫と駄菓子の喫茶店　カフェ・ナッシュカッツェにようこそ","20","-1","1000","263","263","","","2023-03-15 15:00:00","",""
"がんぷくきさいのまねきねこ","","願福寄災の招き猫","20","-1","1000","264","264","","","2023-03-15 15:00:00","",""
"にゃんだふるすうぃんぐ","","にゃんだフルスウィング","20","-1","1500","265","265","A2003506491/","","2023-03-15 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-33-ep/1688146794?app=itunes"
"でぃあーずおかえりとただいまのやくそく","","Dears　おかえりとただいまの約束","20","-1","1000","266","266","","","2023-04-15 15:00:00","",""
"だいおうしょうじょう","","ダイオウショウジョウ","20","-1","1000","267","267","","","2023-04-15 15:00:00","",""
"わたしいろすとーりー","","私色STORY","20","-1","1500","268","268","A2003506491/","","2023-04-15 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-33-ep/1688146794?app=itunes"
"まものせいたいほうこくしょ","","魔物生態報告書","20","-1","1000","269","269","","","2023-04-15 15:00:00","",""
"ばんかいろめくしんてんち","","万華色めく新天地","20","-1","1000","270","270","","","2023-04-15 15:00:00","",""
"じおておごにあのたたかい","","ジオ・テオゴニアの戦い","20","-1","1000","271","271","","","2023-04-15 15:00:00","",""
"こねくとうぃずぶるーしょうじょがそらにいたるまで","","コネクト・ウィズ・ブルー　少女が空に至るまで","20","-1","1000","272","272","","","2023-05-15 15:00:00","",""
"えいちのれんきんじゅつしもーぶ","","叡智の錬金術師・モーヴ","20","-1","1000","273","273","","","2023-05-15 15:00:00","",""
"つばさのぷろろーぐ","","ツバサのプロローグ","20","-1","1500","274","274","A2003649511/","","2023-05-15 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-34-ep/1698958405?app=itunes"
"らんどそるいちごいちえ","","ランドソル一期一会","20","-1","1000","275","275","","","2023-05-15 15:00:00","",""
"じげんだんそう","","次元断層","20","-1","1000","276","276","","","2023-05-15 15:00:00","",""
"じげんのはざまにあらわれしきょうい","","次元の狭間に現れし脅威","20","-1","1000","277","277","","","2023-05-15 15:00:00","",""
"かれいなるせかいのきょうてき","","華麗なる世界の強敵","20","-1","1000","278","278","","","2023-05-15 15:00:00","",""
"ヴぁんぱいあふぉーくろあよとびのきょうえん","","ヴァンパイアフォークロア　夜と美の饗宴","20","-1","1000","279","279","","","2023-06-15 15:00:00","",""
"へんぼうせしじゅうしゃぶらど","","変貌せし従者・ブラド","20","-1","1000","280","280","","","2023-06-15 15:00:00","",""
"ごしかるらでぃかるえたーなるうぇでぃんぐ","","Gothical Radical † Eternal Wedding","20","-1","1500","281","281","A2003743784/","","2023-06-15 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-35-ep/1706771993?app=itunes"
"ゆきのしんびかい","","ユキの審美会","20","-1","1000","282","282","","","2023-06-15 15:00:00","",""
"ぷりんせすふぁいと","","プリンセス・ファイト☆","20","-1","1000","283","283","","","2023-06-15 15:00:00","",""
"えるぴすとうのたたかい","","エルピス島の戦い","20","-1","1000","284","284","","","2023-06-15 15:00:00","",""
"おーまのみずからっぽだいさくせんひみつしゅぎしゃとたぶーのうみ","","オーマの水からっぽ大作戦　秘密主義者と禁断の海","20","-1","1000","285","285","","","2023-07-15 15:00:00","",""
"ふっかつのしろきしまくじら","","復活の白き島クジラ","20","-1","1000","286","286","","","2023-07-15 15:00:00","",""
"めたもるかれいどすこーぷ","","メタモル・カレイドスコープ","20","-1","1500","287","287","A2003743784/","","2023-07-15 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-35-ep/1706771993?app=itunes"
"ぷりんせすのひみつ","","プリンセスの秘密","20","-1","1000","288","288","","","2023-07-15 15:00:00","",""
"ぐるめちぇいさーごうしゅっぱつしんこう","","グルメチェイサー号、出発進行！","20","-1","1000","289","289","","","2023-07-15 15:00:00","",""
"せんりつゆうきかいがんさまーりぞーとすりらーず","","戦慄幽奇海岸　～サマーリゾートスリラーズ～","20","-1","1000","290","290","","","2023-08-15 15:00:00","",""
"ぐらっじれいす","","グラッジレイス","20","-1","1000","291","291","","","2023-08-15 15:00:00","",""
"あいのきずな","","アイノキズナ","20","-1","1500","292","292","A2003875539/","","2023-08-15 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-36-ep/1715601508?app=itunes"
"ぷれしゃすじゃーにー","","Precious Journey","20","2201005","1500","293","293","A2003649511/","","2023-08-15 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-34-ep/1698958405?app=itunes"
"あかねいろのよりみち","","茜色の寄り道","20","2201008","1500","294","294","A2003649511/","","2023-08-15 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-34-ep/1698958405?app=itunes"
"うぃざーでぃんぐあおはるでいずまほうがくえんときせきのかね","","ウィザーディング・アオハル・デイズ　魔法学園と奇跡の鐘","20","-1","1000","295","295","","","2023-09-15 15:00:00","",""
"はなたれしぼうまあるげーす","","放たれし暴魔・アルゲース","20","-1","1000","296","296","","","2023-09-15 15:00:00","",""
"そのはるにっきのつづきから","","その春、日記の続きから","20","-1","1500","297","297","A2003875539/","","2023-09-15 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-36-ep/1715601508?app=itunes"
"らいらえる","","ライラエル","20","2201007","1000","298","298","","","2023-09-15 15:00:00","",""
"べんきょうのじゅんびはできてる","","勉強の準備はできてる？","20","-1","1000","299","299","","","2023-09-15 15:00:00","",""
"ほうかごえでゅけーしょん","","放課後エデュケーション","20","-1","1000","300","300","","","2023-09-15 15:00:00","",""
"ろまんしんぐさらさりあさばくのはなよめとふしぎのらんぷ","","ロマンシング・サラサリア　～砂漠の花嫁と不思議のランプ～","20","-1","1000","301","301","","","2023-10-15 15:00:00","",""
"かりど","","カリド","20","-1","1000","302","302","","","2023-10-15 15:00:00","",""
"あでにうむ","","Adenium","20","-1","1500","303","303","A2004083137/","","2023-10-15 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-37/1725451556?app=itunes"
"ばんでぃしすたーず","","バンディ・シスターズ","20","2202001","1000","304","304","","","2023-10-15 15:00:00","",""
"むげんのまりっじしむ","","夢幻のマリッジ・シム","20","-1","1000","305","305","","","2023-10-15 15:00:00","",""
"まものが","","魔物が！！","20","-1","1000","306","306","","","2023-10-15 15:00:00","",""
"しんてんちのきょうてき","","新天地の強敵","20","-1","1000","307","307","","","2023-10-15 15:00:00","",""
"くりみなるるーきーてんしたちのぱらどくす","","クリミナル ルーキー　天使たちのパラドクス","20","-1","1000","308","308","","","2023-11-15 15:00:00","",""
"さいしゅうくえすとです","","最終クエストです★","20","-1","1000","309","309","","","2023-11-15 15:00:00","",""
"いりどろーたす","","イリドロータス","20","-1","1500","310","310","A2004083137/","","2023-11-15 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-37/1725451556?app=itunes"
"たびとせいちょうとはんせいのきろく","","旅と成長（と反省）の記録","20","-1","1000","311","311","","","2023-11-15 15:00:00","",""
"あるたーめいでん","","アルターメイデン","20","2201001","1000","312","312","","","2023-11-15 15:00:00","",""
"あどべんちゃー","","アドベンチャー","20","-1","1000","313","313","","","2023-11-15 15:00:00","",""
"くらいべいびーくりすますたがためのこうふくなるひ","","クライ・ベイビー・クリスマス　誰が為の幸福なる日","20","-1","1000","314","314","","","2023-12-15 15:00:00","",""
"ばじりすくあろす","","バジリスク・アロス","20","-1","1000","315","315","","","2023-12-15 15:00:00","",""
"くりすますぶれっしんぐ","","Christmas Blessing","20","-1","1500","316","316","A2004367403/","","2023-12-15 15:00:00","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-38-ep/1737858842?app=itunes"
