d92a55db880d42ec15d0462ba6238f4d707fce77973b83f9c3660d60edad9665,0addf0c4f45fcbd7d04a6154d9b2d28ff74dc2e54b341ceb76134df5df9ae458,21ef40308d4c4e65e9d19cdfa65154494c746cae482d1bbc2ff8fb899075fcef,3403e8943ee08b9370093560313d39603f3234658247601efc4b3d2d20866724,06941f58caa94c0c63cb68558fba4b89159eaad2c4360620eae614d947a73d56,f3f5eec4bc71287c1bedead1ce47eb03bf2df82cb3f89f0e1a434cdbed273a7c,eddcd92628bf86d1c143f8a628fbe4fa8a3b59eeaaa4d6d1288fe7d908d74046,d51bbee678ad9c77dc1b3b3a8d8a53059bfc645ed285672cd739b01a842cea10,49a81d6fda0d52a65df328f7bbb06f9f2cad1d979a6855677c4838f0486ecec8,91776cf2f29938e395b40e82b68a159de40f6d7dbab7c1acc966b3297dd74570,6d7cd54c6e7aca6e8bd61e565e3a4e8b75caa2651d1db0aeccb3e9081f19512c
"12019","0","","21","","vo_alces_1201","12","vo_alces","","","0"
"12020","1","0","11","1.6","すごい剣幕で聞く耳なさそうだし…\nこうなったら『透明になる薬』よ！","12","1","0","0","10"
"12021","0","","91","","","12","0","","","0"
"12022","","","3","","luis_drink","12","1","0.2","","0"
"12023","","","22","","0.5","12","0","","",""
"12024","","","93","","0","12","1.6","","",""
"12025","0","","21","","vo_alces_1202","12","vo_alces","","","0"
"12026","1","0","11","0.5","ごくんっ！！","12","1","0","0","10"
"12027","","","93","","0","12","2","","",""
"12028","","","23","","se_alces_invisible","12","se_alces","","",""
"12029","","","32","","1","12","12","","",""
"12030","1","0","6","","1","12","1","0.2","0","1"
"12031","","","93","","0","12","1.8","","",""
"12032","2","","2","","250","12","105111","","0","-190"
"12033","2","","2","","250","12","1002","","0","-190"
"12034","","","3","","mitsuki_run_dash_noface","12","105111","0.2","","1"
"12035","","","3","","mitsuki_run_dash","12","1002","0.2","","1"
"12036","","","93","","0","12","2","","",""
"12037","","","3","","mitsuki_anger_talk_noface","12","105111","0.2","","1"
"12038","","","3","","mitsuki_anger_talk","12","1002","0.2","","1"
"12039","0","","21","","vo_alces_1203","12","vo_alces","","","0"
"12040","1","0","11","0.5","追いつめたわよ錬金術師！","12","105111","0","0","10"
"12041","0","","91","","","12","0","","","0"
"12042","","","22","","0.5","12","0","","",""
"12043","sad_talk_anger","0","3","","mitsuki_look_in_noface","12","105111","0.2","1","0"
"12044","","","3","","mitsuki_look_in","12","1002","0.2","","0"
"12045","","","93","","0","12","1.5","","",""
"12046","0","","21","","vo_alces_1204","12","vo_alces","","","0"
"12047","1","0","11","1.2","…ちっ、逃がしたみたいね…","12","105111","0","0","10"
"12048","0","","91","","","12","0","","","0"
"12049","mitsuki_armcrossed_talk_noface","0","3","","mitsuki_armcrossed_in_noface","12","105111","0.2","1","0"
"12050","mitsuki_armcrossed_talk","0","3","","mitsuki_armcrossed_in","12","1002","0.2","1","0"
"12051","0","","21","","vo_alces_1205","12","vo_alces","","","0"
"12052","1","0","11","2.3","まったく、\n何の科学的根拠もないもので\n商いをするなんて…\n私は認めないわ","12","105111","0","0","10"
"12053","0","","91","","","12","0","","","0"
"12054","","","3","","mitsuki_ecstatic_talk_noface","12","105111","0.2","","1"
"12055","","","3","","mitsuki_ecstatic_talk","12","1002","0.2","","1"
"12056","0","","21","","vo_alces_1206","12","vo_alces","","","0"
"12057","1","0","11","1","……あの魔女ばあさんの孫娘か。\n油断ならないみたいね。\n【アルケス錬金堂】……！","12","105111","0","0","10"
"12058","0","","91","","","12","0","","","0"
"12059","","","22","","0.5","12","0","","",""
"12060","mitsuki_walkR_noface","0","3","","mitsuki_turnR_noface","12","105111","0.2","1","0"
"12061","mitsuki_walkR","0","3","","mitsuki_turnR","12","1002","0.2","1","0"
"12062","5","","2","","1050","12","105111","","0","-190"
"12063","5","","2","","1050","12","1002","","0","-190"
"12064","","","93","","0","12","4.5","","",""
"12065","","","3","","idle_normal_Ex0001","12","1","0.2","","1"
"12066","","","23","","se_alces_invisible","12","se_alces","","",""
"12067","","","32","","0","12","12","","",""
"12068","","","32","","1","12","12","","",""
"12069","","","93","","0","12","0.1","","",""
"12070","1","0","6","","1","12","1","0.3","1","1"
"12071","","","93","","0","12","1.5","","",""
"12072","","","23","","se_alces_breath","12","se_alces","","",""
"12073","relief_idle","0","3","","relief_in","12","1","0.2","1","0"
"12074","","","3","","relief_in","12","1001","","","0"
"12075","","","22","","0","12","0","","",""
"12076","","","93","","0","12","3","","",""
"12077","0","","101","","","12","12076","","","0"
"15001","100","0","5","walk_jog_talkjoy2","2","15","2","1.43","-130","100"
"15002","400","1","5","sit_readPaper","3","15","3","1.4","-130","101"
"15003","","","91","","0","15","0","","",""
"15004","0.8","","2","","235","15","2","","0","-130"
"15005","0","","93","","0","15","0.5","","","0"
"15006","0","","21","","vo_alces_1500","15","vo_alces","","","0"
"15007","1","0","11","0.5","お使い行ってきたよ～\nソノおばちゃ～ん","15","2","0","0","10"
"15008","","","93","","0","15","0.3","","",""
"15009","","","3","","talk_normal","15","2","0.2","","1"
"15010","","","91","","","15","15007","","",""
"15011","","","22","","0.5","15","0","","",""
"15012","","","3","","idle_normal","15","2","0.2","","1"
"15013","","","93","","0","15","1","","",""
"15014","sit_readPaper","0","3","","sit_readPaperTurn","15","3","0.2","1","0"
"15015","","","93","","0","15","0.5","","",""
"15016","0","","21","","vo_alces_1501","15","vo_alces","","","0"
"15017","1","0","11","0.5","……ソノおばちゃ～ん！","15","2","0","0","10"
"15018","","","93","","0","15","0.3","","",""
"15019","idle_normal","0","3","","smile_normal","15","2","0.2","1","0"
"15020","0","","91","","","15","15017","","","0"
"15021","","","22","","0.5","15","0","","",""
"15022","","","93","","0","15","0.5","","",""
"15023","","","3","","sad_idle_surprise","15","2","0.2","","1"
"15024","","","93","","1","15","1","","",""
"15025","sit_readPaper","0","3","","sit_readPaperTurn","15","3","0.2","1","0"
"15026","","","93","","0","15","1.2","","",""
"15027","","","3","","anger_talk_pain","15","2","0.2","","1"
"15028","0","","21","","vo_alces_1502","15","vo_alces","","","0"
"15029","1","0","11","0.5","ソノおばちゃーんっ！！！","15","2","0","0","10"
"15030","0","","91","","","15","0","","","0"
"15031","","","22","","0.5","15","0","","",""
"15032","","","3","","anger_idle_angerR","15","2","0.2","","1"
"15033","","","93","","1","15","1.2","","",""
"15034","","","23","","se_alces_emotion_quiet","15","se_alces","","",""
"15035","0","0","12","","12","15","3","10","0","1"
"15036","","","93","","0","15","2.5","","",""
"15037","","","23","","se_alces_emotion_notice","15","se_alces","","",""
"15038","0","0","12","","10","15","2","0","0","0.3"
"15039","notice_loop_talk2","0","3","","notice_in_talk2","15","2","0.2","1","0"
"15040","","","93","","0","15","1.4","","",""
"15041","","","3","","talk_normal_normal2","15","2","0.2","","1"
"15042","0","","21","","vo_alces_1503","15","vo_alces","","","0"
"15043","1","0","11","0.5","ソノおねーちゃん","15","2","0","0","10"
"15044","0","","91","","","15","0","","","0"
"15045","","","3","","idle_normal","15","2","0.2","","1"
"15046","","","3","","sit_out_smile","15","3","0.2","","1"
"15047","","","93","","1","15","0.5","","",""
"15048","sono_cool_talk","0","3","","sono_cool_in","15","3","0.2","1","0"
"15049","","","3","","surprise_idle_shy","15","2","0.2","","1"
"15050","0","","21","","vo_alces_1504","15","vo_alces","","","0"
"15051","1","0","11","2.2","はい、どうもありがとう。\nこれ、ソノおねーちゃんからの\nお小遣いね♪","15","3","0","0","10"
"15052","0","","91","","","15","0","","","0"
"15053","","","22","","0.5","15","0","","",""
"15054","sono_armcrossed_idle","0","3","","sono_armcrossed_in","15","3","0.2","1","0"
"15055","","","93","","0","15","0.5","","",""
"15056","","","23","","se_alces_emotion_sweat","15","se_alces","","",""
"15057","0","0","12","","2","15","2","0","0","1.5"
"15058","","","3","","talk_normal_nervous","15","2","0.2","","1"
"15059","","","93","","0","15","0.8","","",""
"15060","","","3","","sono_armcrossed_talk","15","3","0.2","","1"
"15061","","","93","","0","15","1.7","","",""
"15062","","","3","","iroha_idle_Ex0001","15","2","0.2","","1"
"15063","","","3","","sono_armcrossed_idle","15","3","0.2","","1"
"15064","","","93","","0","15","1","","",""
"15065","","","22","","0","15","0","","",""
"15066","","","93","","0","15","3","","",""
"15067","0","","101","","","15","15066","","","0"
"16001","150","1","5","iroha_idle_dere_glass","5","16","5","1.45","-160","103"
"16002","-160","","31","","11","16","11","0","1","150"
"16003","150","1","5","empty","1001","16","10","1.45","-160","104"
"16004","1000","1","5","sono_walk_scare","3","16","3","1.41","-160","102"
"16005","300","1","5","empty","1002","16","10","1.41","-160","103"
"16006","","","13","","130","16","3","","","110"
"16007","-50","0","1","idle_normal","132211","16","1","1.42","-150","100"
"16008","-50","0","5","empty","1003","16","10","1.42","-150","101"
"16009","","","91","","0","16","0","","",""
"16010","iroha_doya_talk_glass","0","3","","iroha_doya_in_glass","16","5","0.2","1","0"
"16011","","","93","","0","16","0.5","","",""
"16012","0","","21","","vo_alces_1600","16","vo_alces","","","0"
"16013","1","0","11","4.9","ねーねー私きれい？\n大人っぽい？\nせくしーだいなまいつ？","16","5","0","0","10"
"16014","0","","91","","","16","0","","","0"
"16015","","","3","","iroha_doya_idle_glass","16","5","0.2","","1"
"16016","","","3","","surprise_talk","16","132211","0.2","","1"
"16017","0","","21","","vo_alces_1601","16","vo_alces","","","0"
"16018","1","0","11","0.8","ど…どうしたのイロハちゃん？\n…あ、もしかしてソノさんと\n入れ替わってる？","16","132211","0","0","10"
"16019","0","","91","","","16","0","","","0"
"16020","","","3","","surprise_idle","16","132211","0.2","","1"
"16021","iroha_cool_talk_glass","0","3","","iroha_cool_in_glass","16","5","0.2","1","0"
"16022","0","","21","","vo_alces_1602","16","vo_alces","","","0"
"16023","1","0","11","1.6","そうよー私はソノよ。\nないすばでぃーでしょ？","16","5","0","0","10"
"16024","0","","91","","","16","0","","","0"
"16025","","","22","","0.5","16","0","","",""
"16026","4","","2","","300","16","3","","0","-160"
"16027","sono_armcrossed_idle","0.2","3","","sono_walk_scare","16","3","0.2","1","0"
"16028","iroha_armcrossed_talk_glass","0","3","","iroha_armcrossed_in_glass","16","5","0.2","1","0"
"16029","","","93","","0","16","0.5","","",""
"16030","surprise2_idle","0","3","","surprise2_in","16","132211","0.2","1","0"
"16031","0","","21","","vo_alces_1603","16","vo_alces","","","0"
"16032","1","0","11","3.9","じゃ、ちょっと遊んでくるわ～\n虫取…じゃなくて大人の社交場に♪","16","5","0","0","10"
"16033","0","","91","","","16","16027","","","0"
"16034","0","","91","","","16","16032","","","0"
"16035","","","22","","0.5","16","0","","",""
"16036","","","23","","se_alces_surprise","16","se_alces","","",""
"16037","iroha_shock_loop","0","3","","iroha_shock_in","16","5","0.2","1","0"
"16038","","","3","","iroha_shock_in","16","1001","0.2","","0"
"16039","","","93","","0","16","1","","",""
"16040","","","3","","sono_armcrossed_talk","16","3","0.2","","1"
"16041","0","","21","","vo_alces_1604","16","vo_alces","","","0"
"16042","1","0","11","1.7","…私のフリしてどこ行くのかしら？\nイロハちゃん？","16","3","0","0","10"
"16043","0","","91","","","16","0","","","0"
"16044","","","22","","0.5","16","0","","",""
"16045","sono_doya_idle","0","3","","sono_doya_in","16","3","0.2","1","0"
"16046","","","3","","iroha_kyorokyoro","16","5","0.2","","0"
"16047","","","93","","0","16","1.8","","",""
"16048","","","23","","se_alces_dotabata","16","se_alces","","",""
"16049","iroha_escape","0","3","","iroha_escape_in","16","5","0","1","0"
"16050","3.5","","2","","-1200","16","5","","0","-160"
"16051","","","32","","1","16","11","","",""
"16052","","","37","","sweatR_Loop","16","11","","",""
"16053","3.5","","33","","-1200","16","11","","0","-160"
"16054","","","93","","0","16","0.1","","",""
"16055","","","3","","sono_notice_in_anger","16","3","0.2","","1"
"16056","","","3","","sono_notice_in_anger","16","1002","0.2","","0"
"16057","","","93","","0","16","0.3","","",""
"16058","surprise2R_idle","0","3","","surprise2_turn","16","132211","0.2","1","0"
"16059","","","93","","0","16","0.4","","",""
"16060","","","3","","run_chase","16","3","0.2","","1"
"16061","3.5","","2","","-1050","16","3","","0","-160"
"16062","","","93","","0","16","2","","",""
"16063","","","3","","sadR_idle_nervous","16","132211","0.2","","1"
"16064","sad_idle_nervous","0","3","","sad_idle_nervous_in","16","1003","0.2","1","0"
"16065","","","93","","0","16","2","","",""
"16066","","","22","","0","16","0","","",""
"16067","","","93","","0","16","3","","",""
"16068","0","","101","","","16","16067","","","0"
"17001","-100","0","5","idle_normal","5","17","5","1.47","-190","100"
"17002","-190","","31","","1101","17","11","0","1","-100"
"17003","-100","0","5","empty","1001","17","10","1.47","-190","101"
"17004","","","13","","130","17","5","","",""
"17005","125","1","5","idle_kyapi_normal","4","17","4","1.43","-190","101"
"17006","-190","","31","","1102","17","11","0","1","125"
"17007","","","91","","0","17","0","","",""
"17008","","","23","","se_alces_breath","17","se_alces","","",""
"17009","sono_relief_talk","0","3","","sono_relief_in","17","5","0.2","1","0"
"17010","","","3","","sono_relief_in","17","1001","0.2","","0"
"17011","","","93","","0","17","0.5","","",""
"17012","0","","21","","vo_alces_1700","17","vo_alces","","","0"
"17013","1","0","11","2.4","はあ…\n元の姿に戻っちゃった…","17","5","0","0","10"
"17014","","","93","","1","17","3.5","","",""
"17015","0","","91","","","17","17013","","","0"
"17016","sono_tired_talk","0","3","","sono_ache_in","17","5","0.2","1","0"
"17017","0","","21","","vo_alces_1701","17","vo_alces","","","0"
"17018","1","0","11","3.7","うぎっ…筋肉痛やば。\nあんたどんだけ走り回ってんのよ…","17","5","0","0","10"
"17019","0","","91","","","17","0","","","0"
"17020","","","3","","sono_tired_idle","17","5","0.2","","1"
"17021","","","3","","jump_loop","17","4","0.2","","1"
"17022","0","","21","","vo_alces_1702","17","vo_alces","","","0"
"17023","1","0","11","1.4","あはははーっ！！\nイロハの体、なまってるー！！","17","4","0","0","10"
"17024","0","","91","","","17","0","","","0"
"17025","","","3","","joy_talk_normal2","17","4","0.2","","1"
"17026","0","","21","","vo_alces_1703","17","vo_alces","","","0"
"17027","1","0","11","0.3","ちょっと全力で走ってくるねー！！","17","4","0","0","10"
"17028","0","","91","","","17","0","","","0"
"17029","iroha_run_dash","0","3","","iroha_joy_to_run","17","4","0.1","1","0"
"17030","","","22","","0.5","17","0","","",""
"17031","2.1","","2","","1200","17","4","","0","-190"
"17032","","","32","","1","17","1102","","",""
"17033","","","37","","smokeL","17","1102","","",""
"17034","2.1","","33","","1200","17","1102","","0","-190"
"17035","","","93","","0","17","2","","",""
"17036","sad_talk_anger","0","3","","tired_to_sad","17","5","0.2","1","0"
"17037","0","","21","","vo_alces_1704","17","vo_alces","","","0"
"17038","1","0","11","4.3","…ん？\n後でその体にまた私戻るよ？\n無理だな。死んじゃうな","17","5","0","0","10"
"17039","0","","91","","","17","0","","","0"
"17040","","","3","","run_chase_Ex0006","17","5","0.1","","1"
"17041","3.5","","2","","1100","17","5","","0","-190"
"17042","","","32","","1","17","1101","","",""
"17043","","","37","","sweatL_Loop","17","1101","","",""
"17044","3.5","","33","","1100","17","1101","","0","-190"
"17045","0","","21","","vo_alces_1705","17","vo_alces","","","0"
"17046","1","0","11","0.5","コラ待てーっ！！","17","5","0","0","10"
"17047","","","93","","0","17","3","","",""
"17048","0","","91","","","17","0","","","0"
"17049","","","22","","0","17","0","","",""
"17050","","","93","","0","17","3","","",""
"17051","0","","101","","","17","17050","","","0"
"18001","400","1","5","sit_drink_loop","5","18","5","1.4","-130","100"
"18002","235","0","5","iroha_sad_lookup_surprise","4","18","4","1.37","-145","101"
"18003","","","91","","0","18","0","","",""
"18004","0","","21","","vo_alces_1800","18","vo_alces","","","0"
"18005","1","0","11","0.5","ごきゅっ…ごきゅっ…ごきゅっ！","18","5","0","0","10"
"18006","0","","91","","","18","0","","","0"
"18007","sit_drink_handup_talk","0","3","","sit_drink_handup_in","18","5","0.2","1","0"
"18008","","","93","","0","18","0.2","","",""
"18009","iroha_surprise_look_idle","0","3","","iroha_surprise_in","18","4","0.2","1","0"
"18010","","","93","","0","18","0.2","","",""
"18011","0","","21","","vo_alces_1801","18","vo_alces","","","0"
"18012","1","0","11","4.2","ああ、喉がよろこんでる。\n地元のブドウ朱も好きだけど、\nこっちの麦しゅわもいいわ～","18","5","0","0","10"
"18013","0","","91","","","18","0","","","0"
"18014","sit_drink_idle","0","3","","sit_drink_idle_in","18","5","0.2","1","0"
"18015","","","3","","iroha_anger_talk_lookup","18","4","0.2","","1"
"18016","0","","21","","vo_alces_1802","18","vo_alces","","","0"
"18017","1","20","11","3.8","えーイロハの喉もよろこびた～い！\nソノちゃん、イロハにも飲ませて～っ！","18","4","0","0","10"
"18018","0","","91","","","18","0","","","0"
"18019","","","3","","iroha_anger_idle_lookup","18","4","0.2","","1"
"18020","sit_drink_idle_Jitome","0","3","","sit_drink_idle_notice","18","5","0.2","1","0"
"18021","0","","21","","vo_alces_1803","18","vo_alces","","","0"
"18022","1","0","11","3.7","ふ、10年早いわ。\nぐびぐび","18","5","0","0","10"
"18023","0","","91","","","18","0","","","0"
"18024","sit_drink_yareyare","0","3","","sit_drink_idle_to_yareyare","18","5","0.2","1","0"
"18025","0","","21","","vo_alces_1804","18","vo_alces","","","0"
"18026","1","0","11","3.9","あんたもいつかわかるわよ、\n麦しゅわキメないと\nやってらんない日が来るってことがね","18","5","0","0","10"
"18027","0","","91","","","18","0","","","0"
"18028","","","22","","0","18","0","","",""
"18029","iroha_sad_lookup_shy","0","3","","iroha_anger_to_sad","18","4","0.2","1","0"
"18030","sit_drink_loop","0","3","","sit_drink_yareyare_to_loop","18","5","0.2","1","0"
"18031","","","93","","0","18","2","","",""
"18032","sit_drink_handup_idle_dead","0","3","","sit_drink_handup_in_dead","18","5","0.2","1","0"
"18033","","","93","","0","18","2","","",""
"18034","0","","21","","vo_alces_1805","18","vo_alces","","","0"
"18035","1","0","11","1.2","…うぃ～、ヒックッ","18","5","0","0","10"
"18036","0","","91","","","18","0","","","0"
"18037","","","3","","iroha_sad_talk_lookup","18","4","0.2","","1"
"18038","0","","21","","vo_alces_1806","18","vo_alces","","","0"
"18039","1","20","11","0.5","ダメな大人だ…","18","4","0","0","10"
"18040","0","","91","","","18","0","","","0"
"18041","","","3","","iroha_sad_lookup_shy","18","4","0.2","","1"
"18042","","","22","","0","18","0","","",""
"18043","","","93","","0","18","3","","",""
"18044","0","","101","","","18","18043","","","0"
"101001","-1.7","0","5","adv_luis","1","101","1","1.4","-140","100"
"101002","87","","31","","1","101","1","1","1","108.3"
"102001","-1.7","0","5","adv_luis","1","102","1","1.4","-140","100"
"102002","87","","31","","1","102","1","1","1","108.3"
"103001","-1.7","0","5","adv_luis","1","103","1","1.4","-140","100"
"103002","87","","31","","1","103","1","1","1","108.3"
"104001","90","0","5","adv_iroha","2","104","2","1.5","-190","100"
"104002","37","","31","","1","104","1","1","1","200"
"105001","90","0","5","adv_iroha","2","105","2","1.5","-190","100"
"105002","37","","31","","1","105","1","1","1","200"
"106001","90","0","5","adv_iroha","2","106","2","1.5","-190","100"
"106002","37","","31","","1","106","1","1","1","200"
"107001","350","1","5","adv_sono","3","107","3","1.38","-130","100"
"107002","-18","","31","","10","107","10","1","1","475"
"107003","125","","31","","1","107","1","1","1","460"
"108001","350","1","5","adv_sono","3","108","3","1.38","-130","100"
"108002","-18","","31","","10","108","10","1","1","475"
"108003","125","","31","","1","108","1","1","1","460"
"109001","350","1","5","adv_sono","3","109","3","1.38","-130","100"
"109002","-18","","31","","10","109","10","1","1","475"
"109003","125","","31","","1","109","1","1","1","460"
"110001","350","1","5","adv_sono","3","110","3","1.38","-130","100"
"110002","-18","","31","","10","110","10","1","1","475"
"110003","125","","31","","1","110","1","1","1","460"
"111001","-1.7","0","5","adv_luis","1","111","1","1.4","-140","100"
"111002","87","","31","","1","111","1","1","1","108.3"
"111003","","","37","","special","111","1","","",""
"112001","350","1","5","adv_sono","3","112","3","1.38","-130","100"
"112002","-18","","31","","10","112","10","1","1","475"
"112003","125","","31","","1","112","1","1","1","460"
"112004","","","37","","special","112","1","","",""
"113001","90","0","5","adv_iroha","2","113","2","1.5","-190","100"
"113002","37","","31","","1","113","1","1","1","200"
"113003","","","37","","special","113","1","","",""
"114001","90","0","5","adv_iroha","2","114","2","1.5","-190","100"
"114002","37","","31","","1","114","1","1","1","200"
"114003","","","37","","special","114","1","","",""
"115001","-1.7","0","5","adv_luis","1","115","1","1.4","-140","100"
"115002","87","","31","","1","115","1","1","1","108.3"
"115003","","","37","","special","115","1","","",""
"116001","90","0","5","adv_iroha","2","116","2","1.5","-190","100"
"116002","37","","31","","1","116","1","1","1","200"
"116003","","","37","","special","116","1","","",""
"117001","350","1","5","adv_sono","3","117","3","1.38","-130","100"
"117002","-18","","31","","10","117","10","1","1","475"
"117003","125","","31","","1","117","1","1","1","460"
"117004","","","37","","special","117","1","","",""
"118001","90","0","5","adv_iroha_kodomo","4","118","4","1.48","-190","100"
"118002","37","","31","","1","118","1","1","1","200"
"118003","","","37","","special","118","1","","",""
"119001","350","1","5","adv_sono","3","119","3","1.38","-130","100"
"119002","-18","","31","","10","119","10","1","1","475"
"119003","125","","31","","1","119","1","1","1","460"
"119004","","","37","","special","119","1","","",""
"120001","350","1","5","adv_sono","3","120","3","1.38","-130","100"
"120002","-18","","31","","10","120","10","1","1","475"
"120003","125","","31","","1","120","1","1","1","460"
"120004","","","37","","special","120","1","","",""
"121001","-1.7","0","5","adv_luis","1","121","1","1.4","-140","100"
"121002","87","","31","","1","121","1","1","1","108.3"
"121003","","","37","","special","121","1","","",""
"122001","350","1","5","adv_sono","3","122","3","1.38","-130","100"
"122002","-18","","31","","10","122","10","1","1","475"
"122003","125","","31","","1","122","1","1","1","460"
"122004","","","37","","special","122","1","","",""
"123001","350","1","5","adv_sono_otona","5","123","5","1.4","-130","100"
"123002","-18","","31","","10","123","10","1","1","475"
"123003","125","","31","","1","123","1","1","1","460"
"123004","","","37","","special","123","1","","",""
"125001","-1.7","0","5","adv_luis","1","125","1","1.4","-140","100"
"125002","87","","31","","1","125","1","1","1","108.3"
"125003","","","37","","special","125","1","","",""
"126001","90","0","5","adv_iroha_kodomo","4","126","4","1.48","-190","100"
"126002","37","","31","","1","126","1","1","1","200"
"126003","","","37","","special","126","1","","",""
"127001","90","0","5","adv_iroha","2","127","2","1.5","-190","100"
"127002","37","","31","","1","127","1","1","1","200"
"127003","","","37","","special","127","1","","",""
"128001","-1.7","0","5","adv_luis","1","128","1","1.4","-140","100"
"128002","87","","31","","1","128","1","1","1","108.3"
"128003","","","37","","special","128","1","","",""
"129001","350","1","5","adv_sono_otona","5","129","5","1.4","-130","100"
"129002","-18","","31","","10","129","10","1","1","475"
"129003","125","","31","","1","129","1","1","1","460"
"129004","","","37","","special","129","1","","",""
"130001","350","1","5","adv_sono","3","130","3","1.38","-130","100"
"130002","-18","","31","","10","130","10","1","1","475"
"130003","125","","31","","1","130","1","1","1","460"
"130004","","","37","","special","130","1","","",""
"131001","-1.7","0","5","adv_luis","1","131","1","1.4","-140","100"
"131002","87","","31","","1","131","1","1","1","108.3"
"131003","","","37","","special","131","1","","",""
"132001","90","0","5","adv_iroha","2","132","2","1.5","-190","100"
"132002","37","","31","","1","132","1","1","1","200"
"132003","","","37","","special","132","1","","",""
