958a84bba8c55793e359acacc7e19756af38645bb30bc626f00f04ef19829db4,5f8378bd128681717aefa2d96fb8b5a30db9a418202331aa683789faf3633d08,baf946eb83558c94a78c9d090152017a104eaa9b1bc2643e5a5ba20cfafc00bf,ca65dffe109bfefa8299f88457becd0959eb2280b2d57d8407b765fce89c4127,edc4684ff4676cbe0ba52cf5645edeb2800bc75754a4d1635c2412a7698a3bca,bedef33da59d4473612c224116541f1efe0db8dbeb9b2869ada8307b8057137c,0e88ec5b5f29b7376e22d50a9f57dd39bbd0aacafe21339f839476e56f98a89b,222a2e3964ab9cf2d4943205f4e41111136b42437ae5d5c09a85c3f6e4a2b98d,55c6a21fef3b3f21e30f3d1bc3148b17a810658dc59447ac979c7f69c9d7ded3,d6996924d08d62e1e63d3a2b68511cd8107fa93391678f11acce0543607185c8,cd8a69b15a181cae52e47099dec64144acf1a5f3d66cfd55d6307988bdb700ce
"3","3112","","","round_monster_idle","0.2","1","","","3","131120045"
"0.4","3112","","","0","","","","","93","131120046"
"1000001","3112","0","","0","","-250","0","","2","131120047"
"1000001","3112","","","escape","","1","","","3","131120048"
"1000001","3112","1","","-600","","-250","0","","2","131120049"
"1","3112","","","0","","","","","93","131120050"
"1000001","3112","1","","1","0.2","1","0","","6","131120051"
"0.4","3112","","","0","","","","","93","131120052"
"2","3112","","","0","","","","","113","131120053"
"311300","3113","0","","311300","0","345.4","1","","31","131130001"
"0","3113","","","","","","","","91","131130002"
"1000001","3113","","","wait_gradeUp","0.2","0","","","3","131130003"
"311300","3113","","","1","","","","","32","131130004"
"0.1","3113","","","0","","","","","93","131130005"
"3","3113","","","0","","","","","32","131130006"
"0.8","3113","","","0","","","","","93","131130007"
"1.05","3113","1.05","","1.05","0","1.05","0","","123","131130008"
"5","3113","","","5","","0.5","","","122","131130009"
"1.1","3113","","","0","","","","","93","131130010"
"1.05","3113","1.05","","1.05","0","1.05","0","","123","131130011"
"10","3113","","","10","","0.5","","","122","131130012"
"0.8","3113","","","0","","","","","93","131130013"
"1000001","3113","","","glad_dot_light","0.2","0","","","3","131130014"
"0.1","3113","","","0","","","","","93","131130015"
"0.907","3113","0.907","","0.907","5","0.907","0.4","","123","131130016"
"1","3113","","","0","","","","","93","131130017"
"1000001","3113","","","disappoint","0.2","0","","","3","131130018"
"1","3113","","","0","","","","","93","131130019"
"2","3113","","","","","","","","113","131130020"
"311400","3114","0","","311400","0","345.4","1","","31","131140001"
"0","3114","","","","","","","","91","131140002"
"1.05","3114","1.05","","1.05","0","1.05","7.4","","123","131140003"
"1000001","3114","","","wait","0.2","0","","","3","131140004"
"311400","3114","","","1","","","","","32","131140005"
"0.1","3114","","","0","","","","","93","131140006"
"2","3114","","","0","","","","","32","131140007"
"3.4","3114","","","0","","","","","93","131140008"
"0.95","3114","0.95","","0.95","5","0.95","3.2","","123","131140009"
"1000001","3114","shock_short_loop","0","shock_short_in","0.1","0","1","","3","131140010"
"1.4","3114","","","0","","","","","93","131140011"
"1000001","3114","","","disappoint","0.2","0","","","3","131140012"
"0.7","3114","","","0","","","","","93","131140013"
"2","3114","","","","","","","","113","131140014"
"312100","3121","0","","312100","0","345.4","1","","31","131210001"
"0","3121","","","","","","","","91","131210002"
"1.05","3121","1.05","","1.05","0","1.05","7.4","","123","131210003"
"1000001","3121","","","wait","0.2","0","","","3","131210004"
"2","3121","","","1","","","","","35","131210005"
"se_travel","3121","","","se_travel_treasure_big_rock","","0","","","23","131210006"
"3.7","3121","","","0","","","","","93","131210007"
"312100","3121","","","1","","","","","32","131210008"
"15","3121","","","15","","0.65","","","122","131210009"
"0.5","3121","","","0","","","","","93","131210010"
"20","3121","","","20","","3.2","","","122","131210011"
"1000001","3121","","","shock_jump_short","0.2","0","","","3","131210012"
"0","3121","","","0","","","","","91","131210013"
"1000001","3121","","","escape","0","1","","","3","131210014"
"1000001","3121","2","","-880","","-240","0","","2","131210015"
"0.8","3121","","","0","","","","","93","131210016"
"2","3121","","","","","","","","113","131210017"
"1000001","3122","","","idle","0.2","1","","","3","131220001"
"312200","3122","-65","","11","0","345","1","","31","131220002"
"312201","3122","-65","","12","0","345","1","","31","131220003"
"0","3122","","","","","","","","91","131220004"
"1.05","3122","1.05","0","1.05","0","1.05","6.8","","123","131220005"
"1000001","3122","","","wait","0.2","0","","","3","131220006"
"2","3122","","","1","","","","","35","131220007"
"4","3122","","","0","","","","","93","131220008"
"0.95","3122","0.95","","0.95","0","0.95","0.4","","123","131220009"
"11","3122","","","1","","","","","32","131220010"
"12","3122","","","1","","","","","32","131220011"
"1000001","3122","","","arrow_panic","","0","","","3","131220012"
"2.7","3122","","","0","","","","","93","131220013"
"2","3122","","","0","","","","","113","131220014"
"6","3123","0","","6","0","345.4","1","","31","131230001"
"7","3123","0","","7","0","345.4","1","","31","131230002"
"310000","3123","0","","310000","0","345.4","1","","31","131230003"
"312300","3123","0","","312300","0","345.4","1","","31","131230004"
"990001","3123","0","","990001","1","345.4","1","","31","131230005"
"4","3123","345","0","14","1.1","14","-180","reward_loop","5","131230006"
"0","3123","","","","","","","","91","131230007"
"1.05","3123","1.05","","1.05","0","1.05","7.4","","123","131230008"
"1000001","3123","","","wait","0.2","0","","","3","131230009"
"2","3123","","","1","","","","","35","131230010"
"4.9","3123","","","0","","","","","93","131230011"
"30","3123","","","30","","0.4","","","122","131230012"
"312300","3123","","","1","","","","","32","131230013"
"6","3123","","","1","","","","","32","131230014"
"0.1","3123","","","0","","","","","93","131230015"
"2","3123","","","0","","","","","32","131230016"
"3","3123","","","0","","","","","32","131230017"
"1000001","3123","","","dotEyes_noEmotion","","0","","","3","131230018"
"vo_travel_round_event","3123","0","","vo_travel_round_event_3123","","0","","","21","131230019"
"2.5","3123","","","0","","","","","93","131230020"
"7","3123","","","1","","","","","32","131230021"
"0.1","3123","","","0","","","","","93","131230022"
"6","3123","","","0","","","","","32","131230023"
"0.2","3123","","","0","","","","","93","131230024"
"0.95","3123","0.95","","0.95","0","0.95","0.3","","123","131230025"
"310000","3123","","","1","","","","","32","131230026"
"0.2","3123","","","0","","","","","93","131230027"
"50","3123","","","50","","0.6","","","122","131230028"
"1.6","3123","","","0","","","","","93","131230029"
"2","3123","","","","","","","","113","131230030"
"312400","3124","0","","312400","0","345.4","1","","31","131240001"
"8","3124","0","","8","0","345.4","1","","31","131240002"
"8","3124","","","0","","","","","35","131240003"
"8","3124","","","1","","","","","32","131240004"
"990002","3124","0","","990002","1","345.4","1","","31","131240005"
"2","3124","345.4","0","3124","0.5","56","-240","empty","5","131240006"
"0","3124","","","","","","","","91","131240007"
"1.05","3124","1.05","","1.05","0","1.05","7.4","","123","131240008"
"1000001","3124","","","wait","0.2","0","","","3","131240009"
"2","3124","","","1","","","","","35","131240010"
"5.4","3124","","","0","","","","","93","131240011"
"312400","3124","","","1","","","","","32","131240012"
"0.1","3124","","","0","","","","","93","131240013"
"2","3124","","","0","","","","","32","131240014"
"0.95","3124","0.95","","0.95","0","0.95","0.4","","123","131240015"
"1000001","3124","","","glad","0.2","0","","","3","131240016"
"3124","3124","","","drop","0","0","","","3","131240017"
"0.7","3124","","","0","","","","","93","131240018"
"1000001","3124","","","joy_short","0.2","0","","","3","131240019"
"0.7","3124","","","0","","","","","93","131240020"
"3124","3124","","","shock","0","0","","","3","131240021"
"0.8","3124","","","0","","","","","93","131240022"
"1000001","3124","","","shock_jump_mimic","0.2","0","0","","3","131240023"
"2.4","3124","","","0","","","","","93","131240024"
"2","3124","","","","","","","","113","131240025"
"320000","3200","0","","320000","0","345.4","1","","31","132000001"
"110","3200","0","","110","0","345.4","1","","31","132000002"
"111","3200","0","","111","0","345.4","1","","31","132000003"
"990001","3200","0","","990001","1","345.4","1","","31","132000004"
"0","3200","","","","","","","","91","132000005"
"1.05","3200","1.05","","1.05","0","1.05","7.4","","123","132000006"
"1000001","3200","","","wait","0.2","0","","","3","132000007"
"2","3200","","","1","","","","","35","132000008"
"5.4","3200","","","0","","","","","93","132000009"
"1000001","3200","","","glad","0.2","0","","","3","132000010"
"320000","3200","","","1","","","","","32","132000011"
"1","3200","","","0","","","","","93","132000012"
"0.95","3200","0.95","","0.95","5","0.95","0.8","","123","132000013"
"110","3200","","","1","","","","","32","132000014"
"111","3200","","","1","","","","","32","132000015"
"0.1","3200","","","0","","","","","93","132000016"
"2","3200","","","0","","","","","32","132000017"
"3","3200","","","0","","","","","32","132000018"
"1.1","3200","","","0","","","","","93","132000019"
"1000001","3200","joy_round3_loop","0","joy_round3_in","0.2","0","1","","3","132000020"
"0.5","3200","","","0","","","","","93","132000021"
"998","3200","","","1","","","","","32","132000022"
"5.2","3200","","","0","","","","","93","132000023"
"1","3200","","","","","","","","113","132000024"
"320000","3201","0","","320000","0","345.4","1","","31","132010001"
"110","3201","0","","110","0","345.4","1","","31","132010002"
"111","3201","0","","111","0","345.4","1","","31","132010003"
"990002","3201","0","","990002","1","345.4","1","","31","132010004"
"0","3201","","","","","","","","91","132010005"
"1.05","3201","1.05","","1.05","0","1.05","7.4","","123","132010006"
"1000001","3201","","","wait","0.2","0","","","3","132010007"
"2","3201","","","1","","","","","35","132010008"
"5.4","3201","","","0","","","","","93","132010009"
"1000001","3201","","","glad","0.2","0","","","3","132010010"
"320000","3201","","","1","","","","","32","132010011"
"1","3201","","","0","","","","","93","132010012"
"0.95","3201","0.95","","0.95","5","0.95","0.8","","123","132010013"
"110","3201","","","1","","","","","32","132010014"
"111","3201","","","1","","","","","32","132010015"
"0.1","3201","","","0","","","","","93","132010016"
"2","3201","","","0","","","","","32","132010017"
"3","3201","","","0","","","","","32","132010018"
"1.1","3201","","","0","","","","","93","132010019"
"1000001","3201","joy_round3_loop","0","joy_round3_in","0.2","0","1","","3","132010020"
"0.5","3201","","","0","","","","","93","132010021"
"998","3201","","","1","","","","","32","132010022"
"5.2","3201","","","0","","","","","93","132010023"
"1","3201","","","","","","","","113","132010024"
"320000","3202","0","","320000","0","345.4","1","","31","132020001"
"320001","3202","0","","320001","0","345.4","1","","31","132020002"
"110","3202","0","","110","0","345.4","1","","31","132020003"
"111","3202","0","","111","0","345.4","1","","31","132020004"
"990003","3202","0","","990003","1","345.4","1","","31","132020005"
"0","3202","","","","","","","","91","132020006"
"1.05","3202","1.05","","1.05","0","1.05","7.4","","123","132020007"
"1000001","3202","","","wait","0.2","0","","","3","132020008"
"320001","3202","","","1","","","","","32","132020009"
"0.1","3202","","","0","","","","","93","132020010"
"2","3202","","","0","","","","","32","132020011"
"5.3","3202","","","0","","","","","93","132020012"
"1000001","3202","","","glad","0.2","0","","","3","132020013"
"320000","3202","","","1","","","","","32","132020014"
"1","3202","","","0","","","","","93","132020015"
"0.95","3202","0.95","","0.95","5","0.95","0.8","","123","132020016"
"110","3202","","","1","","","","","32","132020017"
"111","3202","","","1","","","","","32","132020018"
"0.1","3202","","","0","","","","","93","132020019"
"320001","3202","","","0","","","","","32","132020020"
"3","3202","","","0","","","","","32","132020021"
"1.1","3202","","","0","","","","","93","132020022"
"1000001","3202","joy_round3_loop","0","joy_round3_in","0.2","0","1","","3","132020023"
"0.5","3202","","","0","","","","","93","132020024"
"998","3202","","","1","","","","","32","132020025"
"5.2","3202","","","0","","","","","93","132020026"
"1","3202","","","","","","","","113","132020027"
"6","3211","0","","6","0","345.4","1","","31","132110001"
"7","3211","0","","7","0","345.4","1","","31","132110002"
"8","3211","0","","8","0","345.4","1","","31","132110003"
"111","3211","0","","111","0","345.4","1","","31","132110004"
"110","3211","0","","110","0","345.4","1","","31","132110005"
"321100","3211","0","","321100","0","345.4","1","","31","132110006"
"321101","3211","0","","321101","0","345.4","1","","31","132110007"
"321102","3211","0","","321102","0","345.4","1","","31","132110008"
"3","3211","8000","0","13","1.3","55","0","appear","5","132110009"
"2","3211","8000","1","100711","0.89","56","-250","03_run","1","132110010"
"0","3211","","","","","","","","91","132110011"
"13","3211","1","0","1","0","1","0","","6","132110012"
"13","3211","0","","95","","-250","0","","2","132110013"
"100711","3211","0","","1100","","-250","0","","2","132110014"
"1.05","3211","1.05","","1.05","0","1.05","7.4","","123","132110015"
"1000001","3211","","","wait","0.2","0","","","3","132110016"
"2","3211","","","1","","","","","35","132110017"
"4.9","3211","","","0","","","","","93","132110018"
"0.95","3211","0.95","","0.95","0","0.95","0.3","","123","132110019"
"se_travel","3211","","","se_travel_treasure_ghost_special_success","","0","","","23","132110020"
"8","3211","","","1","","","","","32","132110021"
"8","3211","","","0","","","","","35","132110022"
"6","3211","","","1","","","","","32","132110023"
"0.1","3211","","","0","","","","","93","132110024"
"2","3211","","","0","","","","","32","132110025"
"3","3211","","","0","","","","","32","132110026"
"1000001","3211","","","dotEyes","0.2","0","","","3","132110027"
"0.3","3211","","","0","","","","","93","132110028"
"13","3211","","","appear","","0","","","3","132110029"
"13","3211","1","0","1","0","1","1","","6","132110030"
"0.67","3211","","","0","","","","","93","132110031"
"1000001","3211","","","shock_jump","","0","","","3","132110032"
"1000001","3211","1","","70","","-250","0","","2","132110033"
"1.1","3211","","","0","","","","","93","132110034"
"1000001","3211","","","escape","","1","","","3","132110035"
"1000001","3211","1.2","","-350","","-250","0","","2","132110036"
"13","3211","","","march_pudding","","0","","","3","132110037"
"7","3211","","","1","","","","","32","132110038"
"0.1","3211","","","0","","","","","93","132110039"
"6","3211","","","0","","","","","32","132110040"
"0.3","3211","","","0","","","","","93","132110041"
"321100","3211","","","1","","","","","32","132110042"
"0.4","3211","","","0","","","","","93","132110043"
"100711","3211","1.1","","630","","-250","0","","2","132110044"
"0.9","3211","","","0","","","","","93","132110045"
"vo_travel_round_event","3211","0","","vo_travel_round_event_3211","","1","","","21","132110046"
"0.2","3211","","","0","","","","","93","132110047"
"100711","3211","","0","03_idle","","1","","","3","132110048"
"0.3","3211","","","0","","","","","93","132110049"
"100711","3211","03_idle","0.2","03_attack","0.2","0","","","3","132110050"
"321101","3211","","","1","","","","","32","132110051"
"1000001","3211","","","run","","1","","","3","132110052"
"1000001","3211","","","0","","","","","4","132110053"
"1000001","3211","2","","70","","-250","0","","2","132110054"
"0.6","3211","","","0","","","","","93","132110055"
"321102","3211","","","1","","","","","32","132110056"
"110","3211","","","1","","","","","32","132110057"
"111","3211","","","1","","","","","32","132110058"
"0.1","3211","","","0","","","","","93","132110059"
"7","3211","","","0","","","","","32","132110060"
"1.2","3211","","","0","","","","","93","132110061"
"8","3211","","","0","","","","","32","132110062"
"0.1","3211","","","0","","","","","93","132110063"
"100711","3211","","","03_joy_short","0.2","0","","","3","132110064"
"1000001","3211","joy_round3_loop","0.2","joy_round3_in","0.2","0","1","","3","132110065"
"998","3211","","","1","","","","","32","132110066"
"0.7","3211","","","0","","","","","93","132110067"
"13","3211","","","pudding_loop","","1","","","3","132110068"
"4.5","3211","","","0","","","","","93","132110069"
"1","3211","","","","","","","","113","132110070"
"1000001","3212","","","idle","0.2","1","","","3","132120001"
"301200","3212","0","","13","0","0","1","","31","132120002"
"101","3212","0","","14","0","0","1","","31","132120003"
"301204","3212","-150","","16","0","260","1","","31","132120004"
"301204","3212","-120","","19","0","320","1","","31","132120005"
"301205","3212","0","","17","0","0","1","","31","132120006"
"6","3212","0","","18","0","345.4","1","","31","132120007"
"301201","3212","0","","20","0","345.4","1","","31","132120008"
"301202","3212","0","","21","0","345.4","1","","31","132120009"
"111","3212","0","","111","0","345.4","1","","31","132120010"
"111","3212","","","0","","","","","35","132120011"
"110","3212","0","","110","0","345.4","1","","31","132120012"
"1","3212","9340","0","3","1","55","-234","round_monster_walk","5","132120013"
"0","3212","","","","","","","","91","132120014"
"3","3212","1","0","1","0","1","0","","6","132120015"
"3","3212","0","0","345","0","-234","0","","2","132120016"
"1.05","3212","1.05","0","1.05","0","1.05","7.4","","123","132120017"
"1000001","3212","","","wait","0.2","0","","","3","132120018"
"2","3212","","","1","","","","","35","132120019"
"301203","3212","0","","15","0","0","1","","31","132120020"
"2","3212","9340","0","1000003","0.89","57","-250","<weapon>_run","1","132120021"
"2","3212","9340","0","1000004","0.89","58","-290","<weapon>_run","1","132120022"
"4.3","3212","","","0","","","","","93","132120023"
"0.95","3212","0.95","","0.95","0","0.95","0.4","","123","132120024"
"21","3212","","","1","","","","","32","132120025"
"21","3212","","","0","","","","","35","132120026"
"se_travel","3212","","","se_travel_treasure_success_monster_helper_2","","","","","23","132120027"
"18","3212","","","1","","","","","32","132120028"
"0.1","3212","","","0","","","","","93","132120029"
"2","3212","","","0","","","","","32","132120030"
"3","3212","1","0","1","0.3","1","1","","6","132120031"
"13","3212","","","1","","","","","32","132120032"
"3","3212","","","round_monster_appear","","0","","","3","132120033"
"1000001","3212","","","back","","0","","","3","132120034"
"0.67","3212","","","0","","","","","93","132120035"
"3","3212","","","round_monster_walk","0.1","0","","","3","132120036"
"3","3212","1.4","","220","","-234","0","","2","132120037"
"20","3212","","","1","","","","","32","132120038"
"0.1","3212","","","0","","","","","93","132120039"
"18","3212","","","0","","","","","32","132120040"
"0.5","3212","","","0","","","","","93","132120041"
"1000003","3212","","","1","","","","","4","132120042"
"1000003","3212","0","","1545","","-240","0","","2","132120043"
"1000004","3212","","","1","","","","","4","132120044"
"1000004","3212","0","","1635","","-280","0","","2","132120045"
"0.5","3212","","","0","","","","","93","132120046"
"3","3212","","","round_monster_attack","0.3","0","","","3","132120047"
"0.5","3212","","","0","","","","","93","132120048"
"17","3212","","","1","","","","","32","132120049"
"1000001","3212","","","back_loop","0.1","0","","","3","132120050"
"0.5","3212","","","0","","","","","93","132120051"
"1000003","3212","0","","920","","-240","0","","2","132120052"
"1000003","3212","0.16","","620","","-240","0","","2","132120053"
"1000003","3212","","","<weapon>_run","0.2","0","","","3","132120054"
"0.16","3212","","","0","","","","","93","132120055"
"1000003","3212","","","<weapon>_attack_skipQuest","0.2","0","","","3","132120056"
"0.1","3212","","","0","","","","","93","132120057"
"3","3212","0","","280","","-234","0","","2","132120058"
"3","3212","","","1","","","","","4","132120059"
"3","3212","","","round_monster_die","0","0","","","3","132120060"
"16","3212","","","1","","","","","32","132120061"
"0.15","3212","","","0","","","","","93","132120062"
"1000004","3212","0","","910","","-280","0","","2","132120063"
"1000004","3212","0.16","","710","","-280","0","","2","132120064"
"1000004","3212","","","<weapon>_run","0.2","0","","","3","132120065"
"0.16","3212","","","0","","","","","93","132120066"
"1000004","3212","","","<weapon>_attack_skipQuest","0.2","0","","","3","132120067"
"0.1","3212","","","0","","","","","93","132120068"
"0.1","3212","","","0","","","","","93","132120069"
"3","3212","","","round_monster_die","0","0","","","3","132120070"
"19","3212","","","1","","","","","32","132120071"
"0.4","3212","","","0","","","","","93","132120072"
"1000001","3212","0","","20","","-240","0","","2","132120073"
"1000001","3212","","","back_origin","0","0","","","3","132120074"
"1000001","3212","","","surprise","0.2","0","","","3","132120075"
"1000003","3212","","","<weapon>_idle","0.2","1","","","3","132120076"
"0.2","3212","","","0","","","","","93","132120077"
"110","3212","","","1","","","","","32","132120078"
"111","3212","","","1","","","","","32","132120079"
"0.2","3212","","","0","","","","","93","132120080"
"1000004","3212","","","<weapon>_idle","0.2","1","","","3","132120081"
"0.46","3212","","","0","","","","","93","132120082"
"3","3212","1","","1","0.6","1","0","","6","132120083"
"18","3212","","","1","","","","","32","132120084"
"0.02","3212","","","0","","","","","93","132120085"
"20","3212","","","0","","","","","32","132120086"
"21","3212","","","0","","","","","32","132120087"
"1000001","3212","joy_round3_loop","","joy_round3_in","0.2","0","1","","3","132120088"
"0.1","3212","","","0","","","","","93","132120089"
"1000003","3212","","","<weapon>_joy_short","0","0","","","3","132120090"
"0.1","3212","","","0","","","","","93","132120091"
"1000004","3212","","","<weapon>_joy_short","0","0","","","3","132120092"
"0.9","3212","","","0","","","","","93","132120093"
"998","3212","","","1","","","","","32","132120094"
"3.8","3212","","","0","","","","","93","132120095"
"1","3212","","","0","","","","","113","132120096"
"321300","3213","0","","321300","0","345.4","1","","31","132130001"
"111","3213","0","","111","0","345.4","1","","31","132130002"
"111","3213","","","0","","","","","35","132130003"
"110","3213","0","","110","0","345.4","1","","31","132130004"
"0","3213","","","","","","","","91","132130005"
"1000001","3213","","","wait_gradeUp","0.2","0","","","3","132130006"
"321300","3213","","","1","","","","","32","132130007"
"0.1","3213","","","0","","","","","93","132130008"
"2","3213","","","0","","","","","32","132130009"
"0.8","3213","","","0","","","","","93","132130010"
"1.05","3213","1.05","","1.05","0","1.05","0","","123","132130011"
"5","3213","","","5","","0.5","","","122","132130012"
"1.1","3213","","","0","","","","","93","132130013"
"1.05","3213","1.05","","1.05","0","1.05","0","","123","132130014"
"10","3213","","","10","","0.5","","","122","132130015"
"0.8","3213","","","0","","","","","93","132130016"
"1000001","3213","","","glad_dot_light","0.2","0","","","3","132130017"
"0.1","3213","","","0","","","","","93","132130018"
"0.907","3213","0.907","","0.907","5","0.907","0.4","","123","132130019"
"1.5","3213","","","0","","","","","93","132130020"
"20","3213","","","20","","0.7","","","122","132130021"
"1.4","3213","","","0","","","","","93","132130022"
"110","3213","","","1","","","","","32","132130023"
"111","3213","","","1","","","","","32","132130024"
"1.2","3213","","","0","","","","","93","132130025"
"1000001","3213","joy_round3_loop","0","joy_round3_in","0.2","0","1","","3","132130026"
"0.3","3213","","","0","","","","","93","132130027"
"998","3213","","","1","","","","","32","132130028"
"3.8","3213","","","0","","","","","93","132130029"
"1","3213","","","","","","","","113","132130030"
"321400","3214","0","","321400","0","345.4","1","","31","132140001"
"2","3214","1088","1","103111","0.89","57","-240","05_idle","1","132140002"
"110","3214","0","","110","0","345.4","1","","31","132140003"
"111","3214","0","","111","0","345.4","1","","31","132140004"
"0","3214","","","","","","","","91","132140005"
"1.05","3214","1.05","","1.05","0","1.05","7.4","","123","132140006"
"1000001","3214","","","wait","0.2","0","","","3","132140007"
"321400","3214","","","1","","","","","32","132140008"
"0.1","3214","","","0","","","","","93","132140009"
"2","3214","","","0","","","","","32","132140010"
"3.4","3214","","","0","","","","","93","132140011"
"0.95","3214","0.95","","0.95","5","0.95","3.2","","123","132140012"
"1000001","3214","","","shock_jump_aura","0.2","0","","","3","132140013"
"0.1","3214","","","0","","","","","93","132140014"
"1000001","3214","0.6","","70","","-240","2","","2","132140015"
"0.5","3214","","","0","","","","","93","132140016"
"103111","3214","","","05_run_gamestart","0","1","","","3","132140017"
"103111","3214","0.5","","586","","-240","0","","2","132140018"
"0.5","3214","","","0","","","","","93","132140019"
"103111","3214","","","05_idle","0.2","1","","","3","132140020"
"0.5","3214","","","0","","","","","93","132140021"
"103111","3214","05_idle","0","shinobu_exorcise","0.2","0","1","","3","132140022"
"vo_travel_round_event","3214","0","","vo_travel_round_event_3214","","0","","","21","132140023"
"1","3214","","","0","","","","","93","132140024"
"110","3214","","","1","","","","","32","132140025"
"111","3214","","","1","","","","","32","132140026"
"0.1","3214","","","0","","","","","93","132140027"
"3","3214","","","0","","","","","32","132140028"
"1.1","3214","","","0","","","","","93","132140029"
"1000001","3214","joy_round3_loop","0","joy_round3_in","0.2","0","1","","3","132140030"
"103111","3214","","","05_joy_short","0.2","0","","","3","132140031"
"0.5","3214","","","0","","","","","93","132140032"
"998","3214","","","1","","","","","32","132140033"
"3.8","3214","","","0","","","","","93","132140034"
"1","3214","","","","","","","","113","132140035"
"321500","3215","0","","321500","1","345.4","1","","31","132150001"
"321501","3215","0","","321501","1","345.4","1","","31","132150002"
"120","3215","0","","120","0","345.4","1","","31","132150003"
"121","3215","0","","121","0","345.4","1","","31","132150004"
"990001","3215","0","","990001","1","345.4","1","","31","132150005"
"0","3215","","","","","","","","91","132150006"
"1.05","3215","1.05","","1.05","0","1.05","7.4","","123","132150007"
"1000001","3215","","","wait_wakuwaku","0.2","0","","","3","132150008"
"2","3215","","","1","","","","","35","132150009"
"5.2","3215","","","0","","","","","93","132150010"
"0.95","3215","0.95","","0.95","5","0.95","0.8","","123","132150011"
"120","3215","","","1","","","","","32","132150012"
"121","3215","","","1","","","","","32","132150013"
"0.1","3215","","","0","","","","","93","132150014"
"321501","3215","","","0","","","","","32","132150015"
"2","3215","","","0","","","","","32","132150016"
"3","3215","","","0","","","","","32","132150017"
"998","3215","","","1","","","","","32","132150018"
"0.4","3215","","","0","","","","","93","132150019"
"1000001","3215","","","dance","0.2","1","","","3","132150020"
"4.8","3215","","","0","","","","","93","132150021"
"1","3215","","","","","","","","113","132150022"
"6","3216","0","","6","0","345.4","1","","31","132160001"
"8","3216","0","","8","0","345.4","1","","31","132160002"
"110","3216","0","","110","0","345.4","1","","31","132160003"
"111","3216","0","","111","0","345.4","1","","31","132160004"
"301600","3216","-80","","301600","0","345.4","1","","31","132160005"
"990002","3216","0","","990002","1","345.4","1","","31","132160006"
"0","3216","","","","","","","","91","132160007"
"1.05","3216","1.05","","1.05","0","1.05","7.4","","123","132160008"
"1000001","3216","","","wait","0.2","0","","","3","132160009"
"2","3216","","","1","","","","","35","132160010"
"5.4","3216","","","0","","","","","93","132160011"
"0.95","3216","0.95","","0.95","0","0.95","0.4","","123","132160012"
"8","3216","","","1","","","","","32","132160013"
"8","3216","","","0","","","","","35","132160014"
"301600","3216","","","1","","","","","32","132160015"
"6","3216","","","1","","","","","32","132160016"
"111","3216","","","1","","","","","32","132160017"
"111","3216","","","0","","","","","35","132160018"
"0.1","3216","","","0","","","","","93","132160019"
"2","3216","","","0","","","","","32","132160020"
"3","3216","","","0","","","","","32","132160021"
"1000001","3216","","","glad","0.1","0","","","3","132160022"
"0.1","3216","","","0","","","","","93","132160023"
"8","3216","","","1","","","","","35","132160024"
"110","3216","","","1","","","","","32","132160025"
"se_travel","3216","","","se_travel_treasure_special_success_butterfly","","0","","","23","132160026"
"1.5","3216","","","0","","","","","93","132160027"
"998","3216","","","1","","","","","32","132160028"
"1000001","3216","joy_round3_loop","","joy_round3_in","0.2","0","1","","3","132160029"
"5.2","3216","","","0","","","","","93","132160030"
"1","3216","","","","","","","","113","132160031"
"310000","3217","0","","310000","0","345.4","1","","31","132170001"
"310001","3217","0","","310001","0","0","1","","31","132170002"
"301700","3217","0","","301700","0","345.4","1","","31","132170003"
"301701","3217","-115","","301701","0","740","1","","31","132170004"
"301702","3217","0","","301702","0","345.4","1","","31","132170005"
"120","3217","0","","120","0","345.4","1","","31","132170006"
"321700","3217","0","","321700","0","345.4","1","","31","132170007"
"5","3217","610","0","15","0.44","100","-235","empty","5","132170008"
"5","3217","610","0","16","0.44","55","-235","empty","5","132170009"
"0","3217","","","","","","","","91","132170010"
"1.05","3217","1.05","","1.05","0","1.05","7.4","","123","132170011"
"1000001","3217","","","wait","0.2","0","","","3","132170012"
"2","3217","","","1","","","","","35","132170013"
"5.4","3217","","","0","","","","","93","132170014"
"0.95","3217","0.95","","0.95","0","0.95","0.3","","123","132170015"
"310000","3217","","","1","","","","","32","132170016"
"310001","3217","","","1","","","","","32","132170017"
"0.2","3217","","","0","","","","","93","132170018"
"50","3217","","","50","","0.6","","","122","132170019"
"1000001","3217","","","shock","0.2","0","","","3","132170020"
"1.6","3217","","","0","","","","","93","132170021"
"301700","3217","","","1","","","","","32","132170022"
"1.2","3217","","","0","","","","","93","132170023"
"se_travel","3217","","","se_travel_treasure_croce_ui","","0","","","23","132170024"
"15","3217","","","punch","","0","","","3","132170025"
"16","3217","","","punch_B","","0","","","3","132170026"
"0.2","3217","","","0","","","","","93","132170027"
"1.05","3217","1.05","","1.05","11","1.05","0.1","","123","132170028"
"0.1","3217","","","0","","","","","93","132170029"
"0.95","3217","0.95","","0.95","0","0.95","0.3","","123","132170030"
"1","3217","","","0","","","","","93","132170031"
"se_travel","3217","","","se_travel_treasure_croce_door","","0","","","23","132170032"
"0.4","3217","","","0","","","","","93","132170033"
"301701","3217","","","1","","","","","32","132170034"
"0.9","3217","","","0","","","","","93","132170035"
