f094b15f987fe0d1baf61a65b817b49f05a81f866c61d0de28fd87eaa62d28d2,c3e90938efaa70a6eca6dee8774f6fd864df786cd1b65f1d57151911be56564b,2b4af5ae57ae85f58477cef785f672cee7524fdb79e4a33905f5d8d1e9f444cf,9692003f3665f3b30187dc07a9e69a3ef1b2be090055047d82081afd927441b6,ac1727dc8befc591c649e348f497eae6bcd5b6a1643d6d796d4fb72b7700e9d0,9b88c06ae9d919c003bc292f3007ffbea0bbf3f990c4ae1bb342434f1425f795,6ae44c92cc3f6fa0a669bd26ac3dbbb9c88a30f7c73fcfc6342cb92a9bb4f32b,31f478b7b93cb9a94abe9e1339deaf22504d38a27b061362626b1f292cc6872a,65ac2ee39af68772234e65f0331860ff2ddacfdd0745c8cc29a1e90a05fc6124,1d6bb1ae51816526194a88e916d9d1667d373844320ae16b5b98024a95749793,fa2b8e5b83934c5a491601cc9e80a878783821cd9c0441f1e07e417cc35606dc
"1","3","","113511","1007005","svd_idle_memory","","0.2","1007005074","",""
"1","12","0","113411","1007005","7","","0","1007005075","",""
"1","3","","113411","1007005","svd_talk_thinking","1","0.2","1007005076","",""
"","93","","3","1007005","","","","1007005077","",""
"1","3","","113411","1007005","svd_idle_thinking","1","0.2","1007005078","",""
"1","12","0","113511","1007005","6","","0","1007005079","",""
"1","3","","113511","1007005","svd_talk_normal","","0.2","1007005080","",""
"","93","","3","1007005","","","","1007005081","",""
"1","3","","113511","1007005","svd_idle_normal","","0.2","1007005082","",""
"1","12","0","113411","1007005","9","","0","1007005083","",""
"1","3","","113411","1007005","svd_talk_memory","1","0.2","1007005084","",""
"","93","","3","1007005","","","","1007005085","",""
"1","3","","113411","1007005","svd_idle_memory","1","0.2","1007005086","",""
"","101","","1007005071","1007005","","","","1007005087","",""
"1","6","0","333","1007005","1","0","1","1007005088","1",""
"","4","","113511","1007005","1","","","1007005089","",""
"1","3","","113511","1007005","svd_run","","0.2","1007005090","",""
"-300","2","","113511","1007005","-750","0","","1007005091","0.8",""
"","4","","113411","1007005","0","","","1007005092","",""
"1","3","","113411","1007005","svd_run","","0.2","1007005093","",""
"-300","2","","113411","1007005","750","0","","1007005094","0.8",""
"","93","","0.6","1007005","","","","1007005095","",""
"1","6","0","113511","1007005","1","0","0.2","1007005096","1",""
"1","6","0","113411","1007005","1","0","0.2","1007005097","1",""
"","91","","0","1007005","","","","1007005098","",""
"100","5","0","2","1007006","113511","-300","2.08","1007006001","-750","svd_idle_normal"
"100","5","1","1","1007006","113411","-300","2.08","1007006002","650","svd_idle_normal"
"0","5","0","3","1007006","333","0","1","1007006003","0","svd_white_loop"
"1","6","0","333","1007006","1","0","0","1007006004","1",""
"0","7","","113511","1007006","2","","","1007006005","0",""
"-300","2","","113511","1007006","-750","0","","1007006006","0.5",""
"1","6","0","113411","1007006","1","0","0","1007006007","1",""
"-140","31","","7","1007006","17","0.8","0","1007006008","-40",""
"0","34","","17","1007006","2","","","1007006009","0",""
"","93","","1","1007006","","","","1007006010","",""
"1","6","0","333","1007006","1","0.4","0.8","1007006011","1",""
"0","3","0","113511","1007006","svd_idle_see_sad_pre2","1","0.2","1007006012","svd_idle_see_sad2",""
"-300","2","","113511","1007006","-600","0","","1007006013","1.1",""
"","93","","1","1007006","","","","1007006014","",""
"","32","","17","1007006","1","","","1007006015","",""
"","91","","0","1007006","","","","1007006016","",""
"260","94","","113511","1007006","240","80","","1007006017","0",""
"","32","","17","1007006","0","","","1007006018","",""
"1","12","0","113511","1007006","15","","0","1007006019","",""
"1","3","","113511","1007006","svd_walk_sad2","","0.2","1007006020","",""
"2","7","","113511","1007006","0","","","1007006021","0",""
"-300","2","","113511","1007006","-250","0","","1007006022","2",""
"","93","","2","1007006","","","","1007006023","",""
"1","3","","113511","1007006","svd_idle_sad","","0.2","1007006024","",""
"","93","","0.5","1007006","","","","1007006025","",""
"","91","","0","1007006","","","","1007006026","",""
"1","3","","113511","1007006","svd_talk_sad","","0.2","1007006027","",""
"0","21","","vo_svd","1007006","vo_svd_0621","","","1007006028","0",""
"6","11","0","113511","1007006","一匹も釣れないとは…\n本当に不甲斐ないですわ…","0","0","1007006029","0","1"
"","91","","0","1007006","","","","1007006030","",""
"1","3","","113511","1007006","svd_idle_sad","","0.2","1007006031","",""
"1","3","","113411","1007006","svd_walk_glad","","0.2","1007006032","",""
"-300","2","","113411","1007006","250","0","","1007006033","2",""
"1","6","0","113411","1007006","1","1","0.4","1007006034","1",""
"","93","","2","1007006","","","","1007006035","",""
"1","3","","113411","1007006","svd_idle_normal","","0.2","1007006036","",""
"","93","","0.4","1007006","","","","1007006037","",""
"1","3","","113411","1007006","svd_talk_memory","","0.2","1007006038","",""
"0","21","","vo_svd","1007006","vo_svd_0622","","","1007006039","0",""
"6","11","0","113411","1007006","でも、魚を釣ってるときの\n弟くんかっこよかったね…","0","0","1007006040","0","1"
"","91","","0","1007006","","","","1007006041","",""
"1","3","","113411","1007006","svd_idle_memory","","0.2","1007006042","",""
"1","3","","113511","1007006","svd_talk_memory","","0.2","1007006043","",""
"0","21","","vo_svd","1007006","vo_svd_0623","","","1007006044","0",""
"6","11","0","113511","1007006","えぇ…あんな顔をした\nあのおかたに釣られるなら\n魚も本望でしょう…","0","0","1007006045","0","1"
"","91","","0","1007006","","","","1007006046","",""
"1","3","","113511","1007006","svd_idle_memory","","0.2","1007006047","",""
"1","3","","113411","1007006","svd_talk_normal","","0.2","1007006048","",""
"0","21","","vo_svd","1007006","vo_svd_0624","","","1007006049","0",""
"6","11","0","113411","1007006","でも次は私たちが\nご馳走したいよね！","0","0","1007006050","0","1"
"","91","","0","1007006","","","","1007006051","",""
"1","3","","113411","1007006","svd_idle_normal","","0.2","1007006052","",""
"1","3","","113511","1007006","svd_talk_sad","","0.2","1007006053","",""
"0","21","","vo_svd","1007006","vo_svd_0625","","","1007006054","0",""
"5","11","0","113511","1007006","しかし釣りは思いのほか\n難しいですわ…\nそうなると…","0","0","1007006055","0","1"
"","91","","0","1007006","","","","1007006056","",""
"1","3","","113511","1007006","svd_idle_sad","","0.2","1007006057","",""
"0","3","0.2","113411","1007006","svd_surprise","1","0.2","1007006058","svd_talk_joy2",""
"0","21","","vo_svd","1007006","vo_svd_0626","","","1007006059","0",""
"6","11","0","113411","1007006","…！　素潜り！\n素潜りならいける気がするよ！","0","0","1007006060","0","1"
"","91","","0","1007006","","","","1007006061","",""
"1","3","","113411","1007006","svd_idle_joy2","","0.2","1007006062","",""
"0","3","0.2","113511","1007006","svd_surprise","1","0.2","1007006063","svd_talk_wish",""
"0","21","","vo_svd","1007006","vo_svd_0627","","","1007006064","0",""
"6","11","0","113511","1007006","なるほど！\nさっそく参りましょう！\n深海の主を狩りに！","0","0","1007006065","0","1"
"","93","","3","1007006","","","","1007006066","",""
"0","3","0.2","113511","1007006","svd_attack_standby","1","0.2","1007006067","svd_attack_idle",""
"","91","","1007006065","1007006","","","","1007006068","",""
"","93","","0","1007006","","","","1007006069","",""
"0","3","0.2","113511","1007006","svd_attack_finish","1","0.2","1007006070","svd_idle_normal",""
"","93","","0.4","1007006","","","","1007006071","",""
"","102","","","1007006","","","","1007006072","",""
"","93","","1","1007006","","","","1007006073","",""
"1","12","0","113511","1007006","11","","0","1007006074","",""
"0","3","0.2","113511","1007006","svd_cmn_think","1","0.2","1007006075","svd_idle_thinking",""
"","93","","3","1007006","","","","1007006076","",""
"1","3","","113511","1007006","svd_idle_thinking","","0.2","1007006077","",""
"1","12","0","113411","1007006","4","","0","1007006078","",""
"0","3","0.2","113411","1007006","svd_surprise","1","0.2","1007006079","svd_idle_surprise1",""
"","93","","3","1007006","","","","1007006080","",""
"1","3","","113411","1007006","svd_idle_surprise1","1","0.2","1007006081","",""
"1","12","0","113511","1007006","1","","0","1007006082","",""
"1","3","","113511","1007006","svd_talk_sad","","0.2","1007006083","",""
"","93","","3","1007006","","","","1007006084","",""
"1","3","","113511","1007006","svd_idle_sad","","0.2","1007006085","",""
"1","12","0","113411","1007006","7","","0","1007006086","",""
"1","3","","113411","1007006","svd_talk_normal","1","0.2","1007006087","",""
"","93","","3","1007006","","","","1007006088","",""
"1","3","","113411","1007006","svd_idle_normal","1","0.2","1007006089","",""
"","101","","1007006074","1007006","","","","1007006090","",""
"1","6","0","333","1007006","1","0","1","1007006091","1",""
"","4","","113511","1007006","1","","","1007006092","",""
"1","3","","113511","1007006","svd_run","","0.2","1007006093","",""
"-300","2","","113511","1007006","-750","0","","1007006094","0.8",""
"","4","","113411","1007006","0","","","1007006095","",""
"1","3","","113411","1007006","svd_run","","0.2","1007006096","",""
"-300","2","","113411","1007006","750","0","","1007006097","0.8",""
"","93","","0.6","1007006","","","","1007006098","",""
"1","6","0","113511","1007006","1","0","0.2","1007006099","1",""
"1","6","0","113411","1007006","1","0","0.2","1007006100","1",""
"","91","","0","1007006","","","","1007006101","",""
"100","5","0","1","1007007","113511","-560","2.08","1007007001","-250","svd_idle_normal"
"100","5","1","2","1007007","113411","-560","2.08","1007007002","250","svd_idle_normal"
"0","5","0","3","1007007","333","0","1","1007007003","0","svd_white_loop"
"1","6","0","333","1007007","1","0","0","1007007004","1",""
"1","6","0","113511","1007007","1","0","0","1007007005","1",""
"1","6","0","113411","1007007","1","0","0","1007007006","1",""
"","93","","1","1007007","","","","1007007007","",""
"1","6","0","333","1007007","1","0.4","0.8","1007007008","1",""
"0","3","0.2","113511","1007007","svd_jump2","1","0.2","1007007009","svd_idle_normal",""
"0","3","0.2","113411","1007007","svd_jump2","1","0.2","1007007010","svd_idle_normal",""
"","93","","0.3","1007007","","","","1007007011","",""
"-300","2","","113511","1007007","-250","0","","1007007012","0.75",""
"-300","2","","113411","1007007","250","0","","1007007013","0.75",""
"1","6","0","113511","1007007","1","1","0.4","1007007014","1",""
"1","6","0","113411","1007007","1","1","0.4","1007007015","1",""
"0.2","12","0","113511","1007007","6","","0","1007007016","",""
"0.2","12","0","113411","1007007","6","","0","1007007017","",""
"","93","","1.2","1007007","","","","1007007018","",""
"","91","","0","1007007","","","","1007007019","",""
"1","3","","113411","1007007","svd_idle_normal","","0.2","1007007020","",""
"1","3","","113511","1007007","svd_talk_joy2","","0.2","1007007021","",""
"0","21","","vo_svd","1007007","vo_svd_0721","","","1007007022","0",""
"7","11","0","113511","1007007","お姉ちゃんも弟くんの\n楽しそうな顔が見られて\nうれしかったよ！","0","0","1007007023","0","1"
"","91","","0","1007007","","","","1007007024","",""
"1","3","","113511","1007007","svd_idle_joy2","","0.2","1007007025","",""
"1","3","","113411","1007007","svd_talk_memory","","0.2","1007007026","",""
"0","21","","vo_svd","1007007","vo_svd_0722","","","1007007027","0",""
"6","11","0","113411","1007007","そもそも、あなた様からの\nボールを落とすなんて、絶対に\nあってはいけませんわ…","0","0","1007007028","0","1"
"","91","","0","1007007","","","","1007007029","",""
"1","3","","113411","1007007","svd_idle_memory","","0.2","1007007030","",""
"1","3","","113511","1007007","svd_talk_joy2","","0.2","1007007031","",""
"0","21","","vo_svd","1007007","vo_svd_0723","","","1007007032","0",""
"6","11","0","113511","1007007","その通り！\nどんな場所に来ようと\n必ず打ち返してみせるよ！","0","0","1007007033","0","1"
"","91","","0","1007007","","","","1007007034","",""
"1","3","","113511","1007007","svd_idle_joy2","","0.2","1007007035","",""
"1","3","","113411","1007007","svd_talk_sad","","0.2","1007007036","",""
"0","21","","vo_svd","1007007","vo_svd_0724","","","1007007037","0",""
"6","11","0","113411","1007007","ですが、あなた様からの\n贈り物と考えると、そのまま\n受け止めたくなる誘惑も…","0","0","1007007038","0","1"
"","91","","0","1007007","","","","1007007039","",""
"1","3","","113411","1007007","svd_idle_sad","","0.2","1007007040","",""
"1","3","","113511","1007007","svd_talk_anger","","0.2","1007007041","",""
"0","21","","vo_svd","1007007","vo_svd_0725","","","1007007042","0",""
"7","11","0","113511","1007007","ダメだよ！　誘惑を振り切って\n私たちはボールを返すの！\nそれが…","0","0","1007007043","0","1"
"","93","","4.2","1007007","","","","1007007044","",""
"1","3","","113511","1007007","svd_talk_sad","","0.2","1007007045","",""
"","91","","1007007043","1007007","","","","1007007046","",""
"1","3","","113511","1007007","svd_idle_sad","","0.2","1007007047","",""
"1","3","","113411","1007007","svd_talk_sad","","0.2","1007007048","",""
"0","21","","vo_svd","1007007","vo_svd_0726","","","1007007049","0",""
"5","11","0","113411","1007007","ビーチバレー…\nなんて酷なスポーツ…","0","0","1007007050","0","1"
"","91","","0","1007007","","","","1007007051","",""
"1","3","","113411","1007007","svd_idle_sad","","0.2","1007007052","",""
"","102","","","1007007","","","","1007007053","",""
"","93","","1","1007007","","","","1007007054","",""
"1","12","0","113511","1007007","13","","0","1007007055","",""
"1","3","","113511","1007007","svd_talk_normal","","0.2","1007007056","",""
"","93","","3","1007007","","","","1007007057","",""
"1","3","","113511","1007007","svd_idle_normal","","0.2","1007007058","",""
"1","12","0","113411","1007007","12","","0","1007007059","",""
"1","3","","113411","1007007","svd_talk_sad","1","0.2","1007007060","",""
"","93","","3","1007007","","","","1007007061","",""
"1","3","","113411","1007007","svd_idle_sad","1","0.2","1007007062","",""
"1","12","0","113511","1007007","4","","0","1007007063","",""
"1","3","","113511","1007007","svd_talk_anger","","0.2","1007007064","",""
"","93","","3","1007007","","","","1007007065","",""
"1","3","","113511","1007007","svd_idle_wish","","0.2","1007007066","",""
"1","12","0","113411","1007007","11","","0","1007007067","",""
"1","3","","113411","1007007","svd_talk_wish","1","0.2","1007007068","",""
"","93","","3","1007007","","","","1007007069","",""
"1","3","","113411","1007007","svd_idle_wish","1","0.2","1007007070","",""
"","101","","1007007055","1007007","","","","1007007071","",""
"1","6","0","333","1007007","1","0","1","1007007072","1",""
"","4","","113511","1007007","1","","","1007007073","",""
"1","3","","113511","1007007","svd_run","","0.2","1007007074","",""
"-300","2","","113511","1007007","-750","0","","1007007075","0.8",""
"","4","","113411","1007007","0","","","1007007076","",""
"1","3","","113411","1007007","svd_run","","0.2","1007007077","",""
"-300","2","","113411","1007007","750","0","","1007007078","0.8",""
"","93","","0.6","1007007","","","","1007007079","",""
"1","6","0","113511","1007007","1","0","0.2","1007007080","1",""
"1","6","0","113411","1007007","1","0","0.2","1007007081","1",""
"","91","","0","1007007","","","","1007007082","",""
"100","5","0","2","1007008","113511","-300","2.08","1007008001","-650","svd_idle_normal"
"100","5","1","1","1007008","113411","-300","2.08","1007008002","650","svd_idle_normal"
"0","5","0","3","1007008","333","0","1","1007008003","0","svd_white_loop"
"1","6","0","333","1007008","1","0","0","1007008004","1",""
"1","6","0","113511","1007008","1","0","0","1007008005","1",""
"1","6","0","113411","1007008","1","0","0","1007008006","1",""
"","93","","1","1007008","","","","1007008007","",""
"1","6","0","333","1007008","1","0.4","0.8","1007008008","1",""
"1","3","","113511","1007008","svd_walk_sad","","0.2","1007008009","",""
"-300","2","","113511","1007008","-250","0","","1007008010","2",""
"1","6","0","113511","1007008","1","1","0.4","1007008011","1",""
"1","3","","113411","1007008","svd_walk_sad","","0.2","1007008012","",""
"-300","2","","113411","1007008","250","0","","1007008013","2",""
"1","6","0","113411","1007008","1","1","0.4","1007008014","1",""
"","93","","2","1007008","","","","1007008015","",""
"","91","","0","1007008","","","","1007008016","",""
"1","3","","113411","1007008","svd_idle_sad","","0.2","1007008017","",""
"1","3","","113511","1007008","svd_idle_sad","","0.2","1007008018","",""
"","93","","0.6","1007008","","","","1007008019","",""
"1","3","","113511","1007008","svd_talk_sad","","0.2","1007008020","",""
"0","21","","vo_svd","1007008","vo_svd_0821","","","1007008021","0",""
"6","11","0","113511","1007008","ついに…\n終わってしまったのですね…","0","0","1007008022","0","1"
"","91","","0","1007008","","","","1007008023","",""
"1","3","","113511","1007008","svd_idle_sad","","0.2","1007008024","",""
"1","3","","113411","1007008","svd_talk_sad","","0.2","1007008025","",""
"0","21","","vo_svd","1007008","vo_svd_0822","","","1007008026","0",""
"6","11","0","113411","1007008","弟くんのがんばりを\n見届けられて\nうれしい気持ちと…","0","0","1007008027","0","1"
"","91","","0","1007008","","","","1007008028","",""
"1","3","","113411","1007008","svd_idle_sad","","0.2","1007008029","",""
"1","3","","113511","1007008","svd_talk_sad","","0.2","1007008030","",""
"0","21","","vo_svd","1007008","vo_svd_0823","","","1007008031","0",""
"6","11","0","113511","1007008","もう戻らない一度きりの夏への\n切なさが…","0","0","1007008032","0","1"
"","91","","0","1007008","","","","1007008033","",""
"1","3","","113511","1007008","svd_idle_sad","","0.2","1007008034","",""
"1","3","","113411","1007008","svd_talk_anger","","0.2","1007008035","",""
"0","21","","vo_svd","1007008","vo_svd_0824","","","1007008036","0",""
"6","11","0","113411","1007008","ダメ！　エリコちゃん！\n教室に向かう弟くんを\n笑って見送ろう！","0","0","1007008037","0","1"
"","93","","4","1007008","","","","1007008038","",""
"0","3","0.2","113411","1007008","svd_talk_guts2","1","0.2","1007008039","svd_idle_guts2",""
"","91","","1007008037","1007008","","","","1007008040","",""
"1","3","","113411","1007008","svd_idle_wish","","0.2","1007008041","",""
"1","3","","113511","1007008","svd_talk_thinking","","0.2","1007008042","",""
"0","21","","vo_svd","1007008","vo_svd_0825","","","1007008043","0",""
"6","11","0","113511","1007008","そうですね…！\nそれこそがあのおかたのため。","0","0","1007008044","0","1"
"","93","","3.5","1007008","","","","1007008045","",""
"0","3","0.2","113511","1007008","svd_talk_guts2","1","0.2","1007008046","svd_idle_guts2",""
"","91","","1007008044","1007008","","","","1007008047","",""
"1","3","","113511","1007008","svd_idle_wish","","0.2","1007008048","",""
"0","3","0.2","113411","1007008","svd_cmn_smile1","1","0.2","1007008049","svd_idle_wish",""
"0","21","","vo_svd","1007008","vo_svd_0826","","","1007008050","0",""
"7","11","0","113411","1007008","いってらっしゃい！\n弟くん！","0","0","1007008051","0","1"
"","91","","0","1007008","","","","1007008052","",""
"1","3","","113411","1007008","svd_idle_wish","","0.2","1007008053","",""
"1","3","","113511","1007008","svd_talk_wish2","","0.2","1007008054","",""
"0","21","","vo_svd","1007008","vo_svd_0827","","","1007008055","0",""
"7","11","0","113511","1007008","私たちはいつでもどこでも\nあなた様を見守って\nおりますわ…！","0","0","1007008056","0","1"
"","93","","3","1007008","","","","1007008057","",""
"0","3","0.2","113511","1007008","svd_obsession2","1","0.2","1007008058","svd_idle_wish2",""
"","91","","1007008056","1007008","","","","1007008059","",""
"","102","","","1007008","","","","1007008060","",""
"","93","","1","1007008","","","","1007008061","",""
"1","12","0","113411","1007008","10","","0","1007008062","",""
"1","3","","113411","1007008","svd_talk_normal","","0.2","1007008063","",""
"","93","","3","1007008","","","","1007008064","",""
"1","3","","113411","1007008","svd_idle_normal","","0.2","1007008065","",""
"1","12","0","113511","1007008","12","","0","1007008066","",""
"1","3","","113511","1007008","svd_talk_sad","1","0.2","1007008067","",""
"","93","","3","1007008","","","","1007008068","",""
"1","3","","113511","1007008","svd_idle_sad","1","0.2","1007008069","",""
"1","12","0","113411","1007008","7","","0","1007008070","",""
"0","3","0.2","113411","1007008","svd_talk_guts2","1","0.2","1007008071","svd_idle_guts2",""
"","93","","3","1007008","","","","1007008072","",""
"1","3","","113411","1007008","svd_idle_guts2","","0.2","1007008073","",""
"1","12","0","113511","1007008","7","","0","1007008074","",""
"1","3","","113511","1007008","svd_talk_wish","1","0.2","1007008075","",""
"","93","","3","1007008","","","","1007008076","",""
"1","3","","113511","1007008","svd_idle_wish","1","0.2","1007008077","",""
"","101","","1007008062","1007008","","","","1007008078","",""
"1","6","0","333","1007008","1","0","1","1007008079","1",""
"","4","","113511","1007008","1","","","1007008080","",""
"1","3","","113511","1007008","svd_run","","0.2","1007008081","",""
"-300","2","","113511","1007008","-750","0","","1007008082","0.8",""
"","4","","113411","1007008","0","","","1007008083","",""
"1","3","","113411","1007008","svd_run","","0.2","1007008084","",""
"-300","2","","113411","1007008","750","0","","1007008085","0.8",""
"","93","","0.6","1007008","","","","1007008086","",""
"1","6","0","113511","1007008","1","0","0.2","1007008087","1",""
"1","6","0","113411","1007008","1","0","0.2","1007008088","1",""
"","91","","0","1007008","","","","1007008089","",""
