8b9350d5163af226cab4baa0d4a30c682c545503599dea5a3c5c9e3975313ecf,80a2b653e1b4c5b96ceff5377e27979867e349bad85a467b01a24663f0c8092f,7b5e272290a38e98df0f3675a4562e0edcb3fe1f13ac1ce4564d4b13a7adaa7b,cd44eff6b53fc81e302a0d594ec3ae622d96406a345d8a23ec8024be00978717,165dbb9cb8a95ce0383bb51855d995694f018b8fd6df1a20b5e201f39adfc41b,2c2c2500dae3c2885c514a9aa749016ea5f7b40e3c687218d59d620e358b51fc,e46bba7ba804a018dd22adcaf5d920f3d72e2b2189a0a0e0f27c86841e2f8ac7,cd0b21142e00685582576709dadbcde687df0a32946142429fa3fa0ffa63b714,18a32071db28c8535fceebd8a64bdfefffcea30eb690e768bc13c5defc5800bd,9d0318427c0edfafe92bd19402a0a276c966541b05f3070ca53967d1133dc951,2978d8f3c8745914793fd753f0b24e65b0e3ebabe8282579bf9e99d6ae329244
"13.5","-180","","","","1","2","893","18930006","1750",""
"13.5","-180","","","","1","33","893","18930007","1750",""
"","","","","","1.6","93","893","18930008","",""
"0","","","","","vo_fpc","21","893","18930009","vo_fpc_89301",""
"","","","","","se_10053800","23","894","18940001","se_fpc_water_random",""
"-1100","22","0","1.75","00_kuka_float","1","1","894","18940002","127011","-180"
"-1250","22","0","0.3","idle","9","5","894","18940003","1","-180"
"-950","22","0","0.3","idle","9","5","894","18940004","2","-180"
"-180","-1100","","1","","6","31","894","18940005","1","1"
"-180","-1250","","1","","125","31","894","18940006","2","1"
"-180","-950","","1","","125","31","894","18940007","3","1"
"10","-180","","","","127011","2","894","18940008","1050",""
"10","-180","","","","1","2","894","18940009","900",""
"10","-180","","","","2","2","894","18940010","1200",""
"10","-180","","","","1","33","894","18940011","1050",""
"10","-180","","","","2","33","894","18940012","900",""
"10","-180","","","","3","33","894","18940013","1200",""
"","","","","","2.1","93","894","18940014","",""
"0","","","","","vo_fpc","21","894","18940015","vo_fpc_89401",""
"","","","","","se_10053800","23","895","18950001","se_fpc_water_random",""
"-1100","22","0","1.66","48_kyaru_floatRing","22","5","895","18950002","22","-180"
"-180","-1100","","1","","102","31","895","18950003","1","1"
"10","-180","","","","22","2","895","18950004","1050",""
"10","-180","","","","1","33","895","18950005","1050",""
"","","","","","2.1","93","895","18950006","",""
"0","","","","","vo_fpc","21","895","18950007","vo_fpc_89501",""
"","","","","","se_10053800","23","896","18960001","se_fpc_water_random",""
"-1100","22","0","1.66","02_neneka_floatRing","21","5","896","18960002","21","-180"
"-180","-1100","","1","","102","31","896","18960003","1","1"
"10","-180","","","","21","2","896","18960004","1050",""
"10","-180","","","","1","33","896","18960005","1050",""
"","","","","","2.5","93","896","18960006","",""
"0","","","","","vo_fpc","21","896","18960007","vo_fpc_89601",""
"-900","33","0","1.75","01_yukari_idle","1","1","901","19010001","126811","-250"
"-900","34","0","1.75","01_yukari_idle","3","5","901","19010002","3","-250"
"-900","32","0","1.75","cmn_boat_idle","2","5","901","19010003","2","-250"
"-250","-900","","1","","101","31","901","19010004","126811","1"
"","1","","","","se_10053800","23","901","19010005","se_fpc_water_random",""
"","","","","","19010004","91","901","19010006","0",""
"5.29411764705882","-250","","","","126811","2","901","19010007","0","12"
"5.29411764705882","-250","","","","3","2","901","19010008","0","12"
"5.29411764705882","-250","","","","2","2","901","19010009","0","12"
"5.29411764705882","-250","","","","126811","33","901","19010010","0","12"
"","","","","","","91","901","19010011","",""
"01_yukari_talk_loop","0","0.1","0.1","","126811","3","901","19010012","01_yukari_talk","1"
"01_yukari_talk_loop","0","0.1","0.1","","3","3","901","19010013","01_yukari_talk","1"
"","1","","0.1","","2","3","901","19010014","cmn_boat_idle",""
"","","","","","4","93","901","19010015","0",""
"0","","","","","vo_fpc","21","901","19010016","vo_fpc_20100",""
"1","10","0","0","0.5","126811","11","901","19010017","ぷはぁ～…","0"
"","","","","","0","91","901","19010018","",""
"","","","","","0.5","93","901","19010019","0",""
"0","","","","","vo_fpc","21","901","19010020","vo_fpc_20101",""
"1","10","0","0","0.5","126811","11","901","19010021","真夏のビーチで飲むのもいいけど\n真冬にこうしてプールで飲むってのも\nぜーたくでいいわねぇ…","0"
"","","","","","0","91","901","19010022","",""
"","","","","","0.5","93","901","19010023","0",""
"0","","","","","vo_fpc","21","901","19010024","vo_fpc_20102",""
"1","10","0","0","0.5","126811","11","901","19010025","せーきひ麦ひゅわとうりゃ麦、\n追加で入荷してもらうように\nアキノさんにらのんでおこーっと…","0"
"","","","","","0","91","901","19010026","",""
"","","","","","0.5","93","901","19010027","0",""
"","1","","0.1","","126811","3","901","19010028","01_yukari_talk2_loop",""
"","1","","0.1","","3","3","901","19010029","01_yukari_talk2_loop",""
"","1","","0.1","","2","3","901","19010030","cmn_boat_idle",""
"0","","","","","vo_fpc","21","901","19010031","vo_fpc_20103",""
"1","10","0","0","0.5","126811","11","901","19010032","それにひてもなんかぐらぐらするわね～\nプールなのにビッグウェーブでも\nきてるのかしら…って、うぷっ！","0"
"","","","","","0","91","901","19010033","",""
"01_yukari_sick_1_loop","0","0.1","0.1","","126811","3","901","19010034","01_yukari_sick_1","1"
"01_yukari_sick_1_loop","0","0.1","0.1","","3","3","901","19010035","01_yukari_sick_1","1"
"","1","","0.1","","2","3","901","19010036","cmn_boat_idle",""
"","","","","","2","93","901","19010037","0",""
"01_yukari_sick_2_loop","0","0.1","0.1","","126811","3","901","19010038","01_yukari_sick_2","1"
"01_yukari_sick_2_loop","0","0.1","0.1","","3","3","901","19010039","01_yukari_sick_2","1"
"","1","","0.1","","2","3","901","19010040","cmn_boat_idle",""
"0","","","","","vo_fpc","21","901","19010041","vo_fpc_20104",""
"1","10","0","0","0.5","126811","11","901","19010042","あ、だめ…\n私にもビッグウェーブが…\nた、耐えるのよ、ユカリぃ…","0"
"","","","","","0","91","901","19010043","",""
"","","","","","0.5","93","901","19010044","0",""
"4.52488687782805","-250","","","","126811","2","901","19010045","1000",""
"4.52488687782805","-250","","","","3","2","901","19010046","1000",""
"4.52488687782805","-250","","","","2","2","901","19010047","1000",""
"4.52488687782805","-250","","","","126811","33","901","19010048","1000",""
"","","","","","0","91","901","19010049","",""
"-780","22","0","1.75","02_neneka_floatRing","21","5","902","19020001","1","-180"
"-780","12","0","1.6625","02_neneka_floatRing","21","5","902","19020002","2","-125"
"-780","32","0","1.8375","02_neneka_floatRing","21","5","902","19020003","3","-250"
"-780","22","0","1.75","02_neneka_floatRing","21","5","902","19020004","4","-180"
"-780","12","0","1.6625","02_neneka_floatRing","21","5","902","19020005","5","-125"
"-780","32","0","1.8375","02_neneka_floatRing","21","5","902","19020006","6","-250"
"-180","-780","","1","","102","31","902","19020007","1","1"
"-125","-780","","1","","102","31","902","19020008","2","1"
"-250","-780","","1","","102","31","902","19020009","3","1"
"-180","-780","","1","","102","31","902","19020010","4","1"
"-125","-780","","1","","102","31","902","19020011","5","1"
"-250","-780","","1","","102","31","902","19020012","6","1"
"","1","","","","se_10053800","23","902","19020013","se_fpc_water_random",""
"","","","","","19020012","91","902","19020014","",""
"4.58823529411765","-180","","","","1","2","902","19020015","0","12"
"4.58823529411765","-180","","","","1","33","902","19020016","0","12"
"","","","","","19020015","91","902","19020017","",""
"0","","","","","vo_fpc","21","902","19020018","vo_fpc_20200",""
"1","10","0","0","0.5","1","11","902","19020019","ふむ…","0"
"","","","","","0","91","902","19020020","",""
"","","","","","0.5","93","902","19020021","0",""
"3.70588235294118","-180","","","","1","2","902","19020022","150","12"
"3.70588235294118","-180","","","","1","33","902","19020023","150","12"
"","1","","0.1","","2","3","902","19020024","02_neneka_floatRing",""
"3.70588235294118","-125","","","","2","2","902","19020025","-150","12"
"3.70588235294118","-125","","","","2","33","902","19020026","-150","12"
"","","","","","19020025","91","902","19020027","",""
"0","","","","","vo_fpc","21","902","19020028","vo_fpc_20201",""
"1","10","0","0","0.5","2","11","902","19020029","ただ流される、などという\n世の凡夫たちのような行いの\n何が楽しいのかと思っていましたが…","0"
"","","","","","0","91","902","19020030","",""
"","","","","","0.5","93","902","19020031","0",""
"3.11764705882353","-180","","","","1","2","902","19020032","250","12"
"3.11764705882353","-180","","","","1","33","902","19020033","250","12"
"3.11764705882353","-125","","","","2","2","902","19020034","0","12"
"3.11764705882353","-125","","","","2","33","902","19020035","0","12"
"","1","","0.1","","3","3","902","19020036","02_neneka_floatRing",""
"3.11764705882353","-250","","","","3","2","902","19020037","-250","12"
"3.11764705882353","-250","","","","3","33","902","19020038","-250","12"
"","","","","","19020037","91","902","19020039","",""
"0","","","","","vo_fpc","21","902","19020040","vo_fpc_20202",""
"1","10","0","0","0.5","3","11","902","19020041","これはこれで乙なものですね…\n今度ノウェムでも連れてきて\n流してみましょうか。","0"
"","","","","","4.5","93","902","19020042","1",""
"","","","","","0.9","93","902","19020043","0",""
"","","","","","19020041","91","902","19020044","",""
"","1","","0.1","","4","3","902","19020045","02_neneka_floatRing",""
"7.37556561085973","-180","","","","4","2","902","19020046","850",""
"7.37556561085973","-180","","","","4","33","902","19020047","850",""
"","","","","","0.2","93","902","19020048","0",""
"","1","","0.1","","5","3","902","19020049","02_neneka_floatRing",""
"2.71493212669683","-180","","","","1","2","902","19020050","850","12"
"2.71493212669683","-180","","","","1","33","902","19020051","850","12"
"","","","","","0.2","93","902","19020052","0",""
"3.84615384615385","-125","","","","2","2","902","19020053","850","12"
"3.84615384615385","-125","","","","2","33","902","19020054","850","12"
"","","","","","0.1","93","902","19020055","0",""
"4.97737556561086","-250","","","","3","2","902","19020056","850","12"
"4.97737556561086","-250","","","","3","33","902","19020057","850","12"
"","","","","","1.5","93","902","19020058","0",""
"6.26923076923077","-125","","","","5","2","902","19020059","850",""
"6.26923076923077","-125","","","","5","33","902","19020060","850",""
"","","","","","1","93","902","19020061","0",""
"","1","","0.1","","6","3","902","19020062","02_neneka_floatRing",""
"6.63800904977376","-250","","","","6","2","902","19020063","850",""
"6.63800904977376","-250","","","","6","33","902","19020064","850",""
"","","","","","0","91","902","19020065","",""
"","","","","","1","93","902","19020066","0",""
"","","","","","0","91","902","19020067","",""
"-750","12","0","1.4875","03_cmn_walk_styk_N2","1","1","903","19030001","113211","-15"
"750","12","0","1.4875","03_cmn_run_def_N","1","1","903","19030002","113311","-15"
"","1","","","","se_10053800","23","903","19030003","se_fpc_water_random",""
"","","","","","19030002","91","903","19030004","0",""
"3.52941176470588","-15","","","","113211","2","903","19030005","-150",""
"","","","","","1.5","93","903","19030006","0",""
"2.71493212669683","-15","","","","113311","2","903","19030007","150",""
"","","","","","19030005","91","903","19030008","",""
"","1","","0.1","","113211","3","903","19030009","03_cmn_idol_def_N",""
"","","","","","19030007","91","903","19030010","",""
"","1","","0.3","","113311","3","903","19030011","03_nanaka_gufufu",""
"","","","","","0.3","93","903","19030012","0",""
"0","","","","","vo_fpc","21","903","19030013","vo_fpc_20300",""
"1","10","0","0","0.5","113311","11","903","19030014","ぐっふっふ、\nさすがアンナたそ♪","0"
"","","","","","0","91","903","19030015","",""
"","","","","","0.5","93","903","19030016","0",""
"0","","","","","vo_fpc","21","903","19030017","vo_fpc_20301",""
"1","10","0","0","0.5","113311","11","903","19030018","ナナカちゃんセレクトの伝説のスク水を\n完璧に着こなしておりますなあ！","0"
"","","","","","0","91","903","19030019","",""
"","","","","","0.5","93","903","19030020","0",""
"","1","","0.1","","113211","3","903","19030021","03_anna_shy",""
"0","","","","","vo_fpc","21","903","19030022","vo_fpc_20302",""
"1","10","0","0","0.5","113211","11","903","19030023","なっ、これは他に持ってないから\n仕方なくだなあ…","0"
"","","","","","0","91","903","19030024","",""
"","","","","","0.5","93","903","19030025","0",""
"0","","","","","vo_fpc","21","903","19030026","vo_fpc_20303",""
"1","10","0","0","0.5","113311","11","903","19030027","だいじょぶだいじょぶ、\n似合ってるのはホントだってば！","0"
"","","","","","0","91","903","19030028","",""
"","","","","","0.5","93","903","19030029","0",""
"0","","","","","vo_fpc","21","903","19030030","vo_fpc_20304",""
"1","10","0","0","0.5","113311","11","903","19030031","それともぉ…\nこっちの水着と交換してみる？","0"
"","","","","","0","91","903","19030032","",""
"","","","","","0.5","93","903","19030033","0",""
"03_anna_pui_loop","0","","0.1","","113211","3","903","19030034","03_anna_pui_in","1"
"0","","","","","vo_fpc","21","903","19030035","vo_fpc_20305",""
"1","10","0","0","0.5","113211","11","903","19030036","それはそれで恥ずかしいじゃないか！","0"
"","","","","","0","91","903","19030037","",""
"","","","","","0.5","93","903","19030038","0",""
"0","","","","","vo_fpc","21","903","19030039","vo_fpc_20306",""
"1","10","0","0","0.5","113211","11","903","19030040","わ、我には友が選んでくれた\nこのスク水で十分だ！","0"
"","","","","","0","91","903","19030041","",""
"","","","","","0.5","93","903","19030042","0",""
"","1","","0.1","","113311","4","903","19030043","1",""
"","1","","0.1","","113211","4","903","19030044","1",""
"","1","","0.1","","113311","3","903","19030045","03_cmn_run_def_N",""
"","1","","0.1","","113211","3","903","19030046","03_cmn_walk_styk_N2",""
"2.71493212669683","-15","","","","113311","2","903","19030047","750",""
"3.52941176470588","-15","","","","113211","2","903","19030048","-750",""
"","","","","","0","91","903","19030049","",""
"-910","22","0","1.75","04_misogi_flutterKick_loop","1","1","904","19040001","122811","-180"
"-910","12","0","1.75","04_mimi_flutterKick_loop","1","1","904","19040002","122911","-125"
"-910","22","0","1.75","04_kyouka_flutterKick_loop","1","1","904","19040003","122711","-180"
"-910","23","0","1.75","04_yuni_flutterKick_loop","1","1","904","19040004","129311","-180"
"-910","22","0","1.75","cmn_swm_flutterKick_floatBoad","1","5","904","19040005","1","-180"
"-50","24","0","1.75","empty","3","5","904","19040006","3","-180"
"-180","-910","","1","","1","31","904","19040007","1","1"
"-180","-910","","0","","4","31","904","19040008","11","1"
"-125","-910","","1","","7","31","904","19040009","2","1"
"-125","-910","","0","","4","31","904","19040010","21","1"
"-180","-910","","1","","1","31","904","19040011","3","1"
"-180","-910","","0","","4","31","904","19040012","31","1"
"-180","-910","","1","","1","31","904","19040013","4","1"
"-180","-50","","0","","4","31","904","19040014","41","1"
"0","-180","","0","","1006","31","904","19040015","1006","1"
"","1","","","","se_10053800","23","904","19040016","se_fpc_water_random",""
"","","","","","19040015","91","904","19040017","0",""
"5.81447963800905","-180","","","","122811","2","904","19040018","375","12"
"5.81447963800905","-180","","","","1","33","904","19040019","375","12"
"5.81447963800905","-180","","","","11","33","904","19040020","375","12"
"","","","","","","91","904","19040021","",""
"","","","","","1","32","904","19040022","0",""
"","","","","","11","32","904","19040023","1",""
"04_misogi_float_loop","0","0.1","0.1","","122811","3","904","19040024","04_misogi_float_in","1"
"","","","","","0.9","93","904","19040025","0",""
"0","","","","","vo_fpc","21","904","19040026","vo_fpc_20400",""
"1","10","0","0","0.5","122811","11","904","19040027","わーい！　ミソギがいっちばーん！\nオニさんこっちらー！","0"
"","","","","","0","91","904","19040028","",""
"","","","","","0.5","93","904","19040029","0",""
"5.94117647058824","-125","","","","122911","2","904","19040030","100","12"
"5.94117647058824","-125","","","","2","33","904","19040031","100","12"
"5.94117647058824","-125","","","","21","33","904","19040032","100","12"
"","","","","","2","93","904","19040033","0",""
"0","","","","","vo_fpc","21","904","19040034","vo_fpc_20401",""
"1","10","0","0","0.5","122911","11","904","19040035","逃げろ逃げろ～！","0"
"","","","","","19040032","91","904","19040036","",""
"","","","","","2","32","904","19040037","0",""
"","","","","","21","32","904","19040038","1",""
"04_mimi_float_loop","0","0.1","0.1","","122911","3","904","19040039","04_mimi_float_in","1"
"5.40441176470588","-180","","","","122711","2","904","19040040","-175","12"
"5.40441176470588","-180","","","","3","33","904","19040041","-175","12"
"5.40441176470588","-180","","","","31","33","904","19040042","-175","12"
"","","","","","2","93","904","19040043","0",""
"0","","","","","vo_fpc","21","904","19040044","vo_fpc_20402",""
"1","10","0","0","0","122711","11","904","19040045","も～！　二人とも待ってよ～！","0"
"","","","","","19040042","91","904","19040046","",""
"","","","","","3","32","904","19040047","0",""
"","","","","","31","32","904","19040048","1",""
"04_kyouka_float_loop","0","0.1","0.1","","122711","3","904","19040049","04_kyouka_float_in","1"
"","","","","","1.2","93","904","19040050","0",""
"","","","","","1006","32","904","19040051","1",""
"","","","","","0.8","93","904","19040052","0",""
"","","","","","1","32","904","19040053","1",""
"","","","","","11","32","904","19040054","0",""
"","","","","","2","32","904","19040055","1",""
"","","","","","21","32","904","19040056","0",""
"","","","","","3","32","904","19040057","1",""
"","","","","","31","32","904","19040058","0",""
"04_misogi_flutterKick_loop","0","0.1","0.1","","122811","3","904","19040059","04_misogi_flutterKick_in","1"
"2.82805429864253","-180","","","","122811","2","904","19040060","1000",""
"2.82805429864253","-180","","","","1","33","904","19040061","1000",""
"","","","","","0.1","93","904","19040062","0",""
"04_mimi_flutterKick_loop","0","0.1","0.1","","122911","3","904","19040063","04_mimi_flutterKick_in","1"
"4.07239819004525","-125","","","","122911","2","904","19040064","1000",""
"4.07239819004525","-125","","","","2","33","904","19040065","1000",""
"","","","","","0.1","93","904","19040066","0",""
"04_kyouka_flutterKick_loop","0","0.1","0.1","","122711","3","904","19040067","04_kyouka_flutterKick_in","1"
"5.31674208144796","-180","","","","122711","2","904","19040068","1000",""
"5.31674208144796","-180","","","","3","33","904","19040069","1000",""
"","","","","","0.1","93","904","19040070","0",""
"5.05882352941176","-180","","","","129311","2","904","19040071","-50",""
"5.05882352941176","-180","","","","4","33","904","19040072","-50",""
"5.05882352941176","-180","","","","1","2","904","19040073","-50",""
"","","","","","2","93","904","19040074","0",""
"0","","","","","vo_fpc","21","904","19040075","vo_fpc_20403",""
"1","10","0","0","0.5","129311","11","904","19040076","わーい♪","0"
"","","","","","2.75882352941176","93","904","19040077","0",""
"04_yuni_flutterKick_pause_loop","0","0.1","0.1","","3","3","904","19040078","04_yuni_flutterKick_pause_in","1"
"04_yuni_flutterKick_pause_loop","0","0.1","0.1","","129311","3","904","19040079","04_yuni_flutterKick_pause_in","1"
"04_yuni_flutterKick_pause_loop","0","0.1","0.1","","1","3","904","19040080","04_yuni_flutterKick_pause_in","1"
"","","","","","0.3","93","904","19040081","0",""
"0","","","","","vo_fpc","21","904","19040082","vo_fpc_20404",""
"","","","","","4","32","904","19040083","0",""
"","","","","","41","32","904","19040084","1",""
"","","","","","5","93","904","19040085","0",""
"","0","","0.1","","3","3","904","19040086","empty",""
"04_yuni_flutterKick_loop","0","0.1","0.2","","129311","3","904","19040087","04_yuni_flutterKick_in","1"
"cmn_swm_flutterKick_floatBoad","0","0.1","0.2","","1","3","904","19040088","04_yuni_flutterKick_in","1"
"","","","","","4","32","904","19040089","1",""
"","","","","","41","32","904","19040090","0",""
"6.17647058823529","-180","","","","129311","2","904","19040091","1000",""
"6.17647058823529","-180","","","","1","2","904","19040092","1000",""
"6.17647058823529","-180","","","","4","33","904","19040093","1000",""
"","","","","","0.3","93","904","19040094","0",""
"0","","","","","vo_fpc","21","904","19040095","vo_fpc_20405",""
"1","10","0","0","0.5","129311","11","904","19040096","わーいわーい♪","0"
"","","","","","19040091","91","904","19040097","",""
"-910","12","0","1.75","cmn_swm_flutterKick","1","1","905","19050001","117111","-125"
"-910","22","0","1.75","cmn_swm_flutterKick","1","1","905","19050002","117011","-180"
"750","12","0","1.4875","cmn_walk_r","1","1","905","19050003","107611","-15"
"-125","-910","","1","","7","31","905","19050004","1","1"
"-125","-910","","0","","4","31","905","19050005","11","1"
"-180","-910","","1","","1","31","905","19050006","2","1"
"-180","-910","","0","","4","31","905","19050007","21","1"
"","1","","","","se_10053800","23","905","19050008","se_fpc_water_random",""
"","","","","","19050007","91","905","19050009","0",""
"5.35294117647059","-125","","","","117111","2","905","19050010","0","12"
"5.35294117647059","-125","","","","1","33","905","19050011","0","12"
"5.35294117647059","-125","","","","11","33","905","19050012","0","12"
"","","","","","","91","905","19050013","",""
"","","","","","1","32","905","19050014","0",""
"","","","","","11","32","905","19050015","1",""
"05_shizuru_search_loop","0","0.1","0.1","","117111","3","905","19050016","05_shizuru_search_in","1"
"","","","","","1","93","905","19050017","0",""
"0","","","","","vo_fpc","21","905","19050018","vo_fpc_20500",""
"1","10","0","0","0.5","117111","11","905","19050019","うーん…おかしいなあ…\nここらへんで弟くんの「気」を\n感じたんだけど…","0"
"","","","","","1.81764705882353","93","905","19050020","1",""
"3.88235294117647","-180","","","","117011","2","905","19050021","-250","12"
"3.88235294117647","-180","","","","2","33","905","19050022","-250","12"
"3.88235294117647","-180","","","","21","33","905","19050023","-250","12"
"","","","","","2.38235294117647","93","905","19050024","0",""
"","","","","","1.5","93","905","19050025","0",""
"","","","","","19050019","91","905","19050026","",""
"","","","","","19050021","91","905","19050027","",""
"05_eriko_talk_loop","0","0.1","0.1","","117011","3","905","19050028","05_eriko_talk_in","1"
"","","","","","2","32","905","19050029","0",""
"","","","","","21","32","905","19050030","1",""
"0","","","","","vo_fpc","21","905","19050031","vo_fpc_20501",""
"1","10","0","0","0.5","117011","11","905","19050032","あのおかたのオーラの残滓…\n確かにこのあたりなのですが…","0"
"","","","","","2.15294117647059","93","905","19050033","1",""
"2.64705882352941","-15","","","","107611","2","905","19050034","300","0"
"","","","","","1.14705882352941","93","905","19050035","0",""
"","","","","","1.5","93","905","19050036","0",""
"","","","","","19050032","91","905","19050037","",""
"","","","","","19050034","91","905","19050038","",""
"","1","","0.2","","107611","3","905","19050039","05_kokkoro_talk",""
"0","","","","","vo_fpc","21","905","19050040","vo_fpc_20502",""
"1","10","0","0","0.5","107611","11","905","19050041","シズルさまにエリコさま、\nどうかされたのですか？","0"
"","","","","","0","91","905","19050042","",""
"","","","","","0.5","93","905","19050043","0",""
"05_shizuru_greet_loop","0","0.1","0.1","","117111","3","905","19050044","05_shizuru_greet_in","1"
"0","","","","","vo_fpc","21","905","19050045","vo_fpc_20503",""
"1","10","0","0","0.5","117111","11","905","19050046","あ、コッコロちゃん♪\nそっかー、コッコロちゃんに残った\n弟くんの「気」を感じちゃったんだね♪","0"
"","","","","","0","91","905","19050047","",""
"","","","","","0.5","93","905","19050048","0",""
"05_eriko_pressure_loop","0","0.1","0.1","","117011","3","905","19050049","05_eriko_pressure_in","1"
"0","","","","","vo_fpc","21","905","19050050","vo_fpc_20504",""
"1","10","0","0","0.5","117011","11","905","19050051","なんですか、その気持ちの悪い根拠は。\nそれよりも、あの方はどこにおられるのか\n知っているのでしょう？\n隠し立ては許しませんよ。","0"
"","","","","","0","91","905","19050052","",""
"","","","","","0.5","93","905","19050053","0",""
"","1","","0.3","","107611","3","905","19050054","05_kokkoro_talk2",""
"0","","","","","vo_fpc","21","905","19050055","vo_fpc_20505",""
"1","10","0","0","0.5","107611","11","905","19050056","隠し立てなど、そんな。","0"
"","","","","","0","91","905","19050057","",""
"","","","","","0.5","93","905","19050058","0",""
"05_kokkoro_point_loop","0","0.1","0.1","","107611","3","905","19050059","05_kokkoro_point_in","1"
"0","","","","","vo_fpc","21","905","19050060","vo_fpc_20506",""
"1","10","0","0","0.5","107611","11","905","19050061","主さまは先ほどあちらの方に\n流れていかれましたが…","0"
"","","","","","0","91","905","19050062","",""
"","","","","","0.5","93","905","19050063","0",""
"05_shizuru_smile_loop","0","0.1","0.1","","117111","3","905","19050064","05_shizuru_smile_in","1"
"0","","","","","vo_fpc","21","905","19050065","vo_fpc_20507",""
"1","10","0","0","0.5","117111","11","905","19050066","あっちね！\nよーし、お姉ちゃんが\n今すぐ助けにいくからね！","0"
"","","","","","0","91","905","19050067","",""
"","","","","","0.5","93","905","19050068","0",""
"05_eriko_sad_loop","0","0.1","0.1","","117011","3","905","19050069","05_eriko_sad_in","1"
"0","","","","","vo_fpc","21","905","19050070","vo_fpc_20508",""
"1","10","0","0","0.5","117011","11","905","19050071","ああ、なんということ…\n私が今お助けに向かいます！","0"
"","","","","","0","91","905","19050072","",""
"","","","","","0.5","93","905","19050073","0",""
"05_shizuru_flutterKick_loop","0","0.1","0.1","","117111","3","905","19050074","05_shizuru_flutterKick_in","1"
"2.66169816342827","-125","","","","117111","2","905","19050075","1000",""
"2.66169816342827","-125","","","","1","33","905","19050076","1000",""
"","","","","","1","32","905","19050077","1",""
"","","","","","11","32","905","19050078","0",""
"","","","","","0.1","93","905","19050079","0",""
"05_eriko_flutterKick_loop","0","0.1","0.1","","117011","3","905","19050080","05_eriko_flutterKick_in","1"
"3.14228255404726","-180","","","","117011","2","905","19050081","1000",""
"3.14228255404726","-180","","","","2","33","905","19050082","1000",""
"","","","","","2","32","905","19050083","1",""
"","","","","","21","32","905","19050084","0",""
"","","","","","19050081","91","905","19050085","",""
"05_kokkoro_talk3_loop","0","0.1","0.1","","107611","3","905","19050086","05_kokkoro_talk3_in","1"
"0","","","","","vo_fpc","21","905","19050087","vo_fpc_20509",""
"1","10","0","0","0.5","107611","11","905","19050088","行ってしまわれました…","0"
"","","","","","0","91","905","19050089","",""
"","","","","","0.5","93","905","19050090","0",""
"0","","","","","vo_fpc","21","905","19050091","vo_fpc_20510",""
"1","10","0","0","0.5","107611","11","905","19050092","あのお二人が揃われると\n何が起こるか心配ですね…","0"
"","","","","","0","91","905","19050093","",""
"","","","","","0.5","93","905","19050094","0",""
"0","","","","","vo_fpc","21","905","19050095","vo_fpc_20511",""
"1","10","0","0","0.5","107611","11","905","19050096","主さまの前で暴走されぬよう\nわたくしが見張っておかねば…！","0"
"","","","","","0","91","905","19050097","",""
"","","","","","0.5","93","905","19050098","0",""
"1.65912518853695","-15","","","","107611","2","905","19050099","850","0"
"","1","","0.2","","107611","3","905","19050100","05_kokkoro_run",""
"0","","","","","vo_fpc","21","905","19050101","vo_fpc_20512",""
"1","10","0","0","0.5","107611","11","905","19050102","主さまー！","0"
"","","","","","0","91","905","19050103","",""
"","","","","","0.5","93","905","19050104","0",""
"","","","","","19050099","91","905","19050105","",""
"-850","22","0","1.75","cmn_float","1","1","906","19060001","126911","-180"
"-850","12","0","1.75","cmn_float","1","1","906","19060002","117311","-125"
"-180","-850","","1","","6","31","906","19060003","11","1"
"-180","-850","","0","","1007","31","906","19060004","10071","1"
"-125","-850","","1","","6","31","906","19060005","21","1"
"-125","-850","","0","","1007","31","906","19060006","10072","1"
"-125","-850","","0","","1008","31","906","19060007","10081","1"
"","1","","","","se_10053800","23","906","19060008","se_fpc_water_random",""
"","","","","","19060007","91","906","19060009","0",""
"6.25","-180","","","","126911","2","906","19060010","0","12"
"6.25","-180","","","","11","33","906","19060011","0","12"
"6.25","-180","","","","10071","33","906","19060012","0","12"
"","","","","","3","93","906","19060013","0",""
"0","","","","","vo_fpc","21","906","19060014","vo_fpc_20600",""
"","1","","0.2","","126911","3","906","19060015","06_cmn_float_sing",""
"","","","","","10071","32","906","19060016","1",""
"","","","","","19060010","91","906","19060017","",""
"","1","","0.2","","126911","3","906","19060018","cmn_float",""
"0","","","","","vo_fpc","21","906","19060019","vo_fpc_20601",""
"1","10","0","0","0.5","126911","11","906","19060020","たまには、こういう所も\n悪くないかも…","0"
"","","","","","0","91","906","19060021","",""
"","","","","","0.5","93","906","19060022","0",""
"5.14705882352941","-125","","","","117311","2","906","19060023","-150","12"
"5.14705882352941","-125","","","","21","33","906","19060024","-150","12"
"5.14705882352941","-125","","","","10072","33","906","19060025","-150","12"
"5.14705882352941","-125","","","","10081","33","906","19060026","-150","12"
"5.14705882352941","-180","","","","126911","2","906","19060027","150","12"
"5.14705882352941","-180","","","","11","33","906","19060028","150","12"
"5.14705882352941","-180","","","","10071","33","906","19060029","150","12"
"","","","","","2.5","93","906","19060030","0",""
"0","","","","","vo_fpc","21","906","19060031","vo_fpc_20602",""
"","1","","0.2","","126911","3","906","19060032","06_cmn_float_sing",""
"","1","","0.2","","117311","3","906","19060033","06_cmn_float_sing",""
"","","","","","10071","32","906","19060034","0",""
"","","","","","10071","32","906","19060035","1",""
