1842bf49456ee9a5016eb873bd501716522460a290a57835c41b90911038e40b,b10c5180d11b2e1163b570dc226d86fea7ef579ddc99d15adf67ea0d35dcf95a,5095a1bfa5d9783d385fa2e04dae83254302aac7fb8ec18b61801670c5ddc0f4,7c0bddbbc20e97a9246f44e1e5ee9d6d12d427666ca61a673ddabdab1a57c826,3c3c21474c29d1df878ae9f1f780e547870bbdad1738ccfe0bab2a90cab8d15d,1aef07d9cfa455f2a4c9703db6b7951e647deaf1cf0aa1c38d3d93be458bdc0b,dd8773d76fcb476033c15791b45e13b8238f68d7b4b14c700bbfffda7f7dbae0,25e6f8fdfc6a863f7c55f102f20f133c4535205102824af468c8d0413f1b3d59,2c4f04e83b93453dfc94d328a273140e132605236cfd7f8398438d34210cb853,13037ff4ca3451ee5b079b69afdc5d5bf68414401bec3a38414333b817ce305d
"でんぷん","0","でんせん","でんきん","0","2320009","0","0","でこぴん","1"
"720","0","960","360","0","2320010","0","0","340","1"
"8分の1","0","2分の1","6分の1","0","2320011","0","0","4分の1","1"
"タンジェント","0","コタンジェント","サイン","0","2320013","0","0","コサイン","1"
"割り算の答え","0","引き算の答え","かけ算の答え","0","2320014","0","0","足し算の答え","1"
"ヨウ素液","0","水素液","臭素液","0","2320016","0","0","炭素液","1"
"キルヒホッフの法則","0","ドルトンの法則","ヘンリーの法則","0","2320017","0","0","ヘスの法則","1"
"はえ座","0","ばった座","とんぼ座","0","2320018","0","0","ちょう座","1"
"太陽","0","月","地球","0","2320020","0","0","木星","1"
"冬","0","秋","春","0","2320021","0","0","夏","1"
"ヘリウム","0","バリウム","カリウム","0","2320022","0","0","トリウム","1"
"ネオン","0","フオン","イオン","0","2320025","0","0","トオン","1"
"整数","0","自然対数","小数","0","2320026","0","0","総数","1"
"インピーダンス","0","フラダンス","リンボーダンス","0","2320029","0","0","ソシアルダンス","1"
"水銀","0","水溶銀","純銀","0","2320030","0","0","水化銀","1"
"2回","0","12回","1回","0","2320031","0","0","4回","1"
"月","0","海流","魚群","0","2320032","0","0","地熱","1"
"Na","0","Ne","N","0","2320033","0","0","Nt","1"
"Ca","0","Ka","K","0","2320034","0","0","Cl","1"
"結晶","0","結膜","結氷","0","2320035","0","0","結節","1"
"1回","0","4回","2回","0","2320036","0","0","3回","1"
"分母","0","分姉","分父","0","2320037","0","0","分兄","1"
"酸素","0","炭素","水素","0","2320040","0","0","臭素","1"
"死火山","0","伏火山","休火山","0","2320041","0","0","弱火山","1"
"アスベスト","0","アスガスト","アスラスト","0","2320042","0","0","アスミスト","1"
"デルタ","0","シグマ","ガンマ","0","2320043","0","0","ゼータ","1"
"みずがめ座","0","しし座","さそり座","0","2320044","0","0","かに座","1"
"しし座","0","かに座","みずがめ座","0","2320045","0","0","さそり座","1"
"母線","0","面","頂点","0","2320046","0","0","辺","1"
"2","0","7","3","0","2320049","0","0","5","1"
"25キロ","0","33キロ","15キロ","0","2320050","0","0","20キロ","1"
"前線","0","無線","点線","0","2320051","0","0","電線","1"
"アルミニウム","0","チタン","鉄","0","2320053","0","0","ニッケル","1"
"惑星","0","超新星","恒星","0","2320054","0","0","衛星","1"
"季節","0","日付","昼夜","0","2320056","0","0","時間","1"
"ヒューズ","0","シューズ","ミューズ","0","2320057","0","0","リューズ","1"
"緑","0","白","赤","0","2320058","0","0","青","1"
"ニュートン","0","ジュール","パスカル","0","2320059","0","0","トル","1"
"インテグラル","0","インターセクション","ファクトリアル","0","2320060","0","0","コンビネーション","1"
"2本","0","16本","1本","0","2320061","0","0","4本","1"
"全員同じ","0","ペコリーヌ","リマ","0","2321001","0","0","キョウカ","1"
"オーマ","0","ランドソル","オーエド","0","2321002","0","0","セントールス","1"
"セントールス","0","エルビス島","オーマ","0","2321003","0","0","オーエド","1"
"オーエド","0","サレンディア","オーマ","0","2321004","0","0","セントールス","1"
"2500","0","1500","2000","0","2321005","0","0","1000","1"
"アルベド","0","アルキン","アルヘナ","0","2330001","0","0","アルガン","1"
"18","0","22","16","0","2330002","0","0","20","1"
"おうし座","0","おひつじ座","しし座","0","2330004","0","0","みずがめ座","1"
"アークトゥルス","0","ベテルギウス","シリウス","0","2330005","0","0","カノープス","1"
"天王星","0","土星","海王星","0","2330007","0","0","木星","1"
"モアサナイト","0","カオリナイト","ベントナイト","0","2330008","0","0","マイカナイト","1"
"とかげ座","0","いもり座","やもり座","0","2330010","0","0","かえる座","1"
"AC","0","DC","BC","0","2330011","0","0","CC","1"
"青色が赤くなる","0","どちらも白くなる","赤色が青くなる","0","2330012","0","0","どちらも変化しない","1"
"重心","0","内心","外心","0","2330015","0","0","垂心","1"
"緑","0","青","橙","0","2330016","0","0","透明","1"
"9本","0","13本","5本","0","2330017","0","0","7本","1"
"31戦目","0","9戦目","16戦目","0","2330018","0","0","23戦目","1"
"みなみのさんかく座","0","みなみのひしがた座","みなみのまる座","0","2330020","0","0","みなみのしかく座","1"
"ポルックス","0","アンタレス","アクルックス","0","2330021","0","0","ベクルックス","1"
"アンドロメダ座","0","アイスキュロス座","アンドロギュノス座","0","2330022","0","0","アンドロイド座","1"
"サーカディアンリズム","0","インターナショナリズム","オリエンタリズム","0","2330023","0","0","ポリリズム","1"
"示相化石","0","自然化石","示準化石","0","2330024","0","0","歯石化石","1"
"スカラー","0","リヤー","ラスカー","0","2330026","0","0","ミュラー","1"
"アンモニア","0","ダイヤモンド","アセチレン","0","2330027","0","0","銀","1"
"997","0","993","989","0","2330028","0","0","991","1"
"アスタキサンチン","0","パフトキシン","イクシオトキシン","0","2330029","0","0","テトロドトキシン","1"
"コンダクタンス","0","ヘンリー","インダクタンス","0","2330030","0","0","ジーメンス","1"
"シグマ","0","デルタ","ラムダ","0","2330031","0","0","ガンマ","1"
"こぐま座","0","おおいぬ座","おおぐま座","0","2330032","0","0","こいぬ座","1"
"カルシウム","0","マグネシウム","カリウム","0","2330033","0","0","ナトリウム","1"
"ペルム紀","0","白亜紀","三畳紀","0","2330034","0","0","ジュラ紀","1"
"テクネチウム","0","ロジウム","モリブデン","0","2330035","0","0","テルル","1"
"フォッサマグナ","0","マグカップ","アルスマグナ","0","2330036","0","0","マグナカルタ","1"
"オシロスコープ","0","タシロスコープ","ヤシロスコープ","0","2330037","0","0","ムシロスコープ","1"
"1分","0","1銭","1里","0","2330038","0","0","1尺","1"
"1気圧","0","1013気圧","0気圧","0","2330040","0","0","10気圧","1"
"NaCl","0","SiO2","NaOH","0","2330041","0","0","MgO","1"
"2個","0","1個","3個","0","2330042","0","0","4個","1"
"10","0","9","7","0","2330043","0","0","8","1"
"酸素","0","水素","窒素","0","2330045","0","0","二酸化炭素","1"
"金星","0","木星","地球","0","2330047","0","0","月","1"
"ブロッケン現象","0","ヒートアイランド現象","スプロール現象","0","2330048","0","0","クリープ現象","1"
"作用点","0","交点","支点","0","2330049","0","0","力点","1"
"フェーン現象","0","ビューン現象","ジェーン現象","0","2330051","0","0","デューン現象","1"
"太陽","0","月","水星","0","2330053","0","0","火星","1"
"成層圏","0","対流圏","熱圏","0","2330056","0","0","中間圏","1"
"金星","0","土星","水星","0","2330057","0","0","火星","1"
"仮分数","0","偉分数","偽分数","0","2330058","0","0","倍分数","1"
"6分の1","0","7分の1","4分の1","0","2330061","0","0","5分の1","1"
"マルジェン海岸","0","オーエド海岸","ミステリオン海岸","0","2331001","0","0","ブリザ海岸","1"
"4.5","0","3","4","0","2331002","0","0","5","1"
"マコト","0","モニカ","アキノ","0","2331003","0","0","コッコロ","1"
"ドロテア湿地","0","ジュノー湿地","ナンセイ湿地","0","2331004","0","0","タリア湿地","1"
"プロピーナ岬","0","フテラ岬","カウダ岬","0","2331005","0","0","エスタ岬","1"
"ユニットバス","0","ワンマンバス","シャトルバス","0","2410002","0","0","路線バス","1"
"新幹線","0","潜水艦","自転車","0","2410003","0","0","救急車","1"
"メタボリックシンドローム","0","メタボットシンドローム","メタボライズシンドローム","0","2410004","0","0","メタボンスシンドローム","1"
"ネットサーフィン","0","ネットドライビング","ネットサイクリング","0","2410005","0","0","ネットランニング","1"
"ストリーミング","0","ハッキング","ショールーミング","0","2410006","0","0","サミング","1"
"光ファイバー","0","水ファイバー","闇ファイバー","0","2410007","0","0","炎ファイバー","1"
"ペーパードライバー","0","新人ドライバー","初心者ドライバー","0","2410008","0","0","若手ドライバー","1"
"カーネーション","0","チューリップ","スイートピー","0","2410009","0","0","エーデルワイス","1"
"お通し","0","お察し","お直し","0","2410011","0","0","お達し","1"
"シャンプーハット","0","バスドーナッツ","バブルレス","0","2410012","0","0","アイガード","1"
"夜泣き","0","夜更し","夜なべ","0","2410014","0","0","夜逃げ","1"
"花火","0","山","プール","0","2410015","0","0","海","1"
"カルテ","0","カルテット","フォルテ","0","2410016","0","0","タルト","1"
"遠近法","0","正距方位図法","遠遠法","0","2410017","0","0","近近法","1"
"ヘルメット","0","鎧","シートベルト","0","2410018","0","0","チャイルドシート","1"
"株主総会","0","緊急集会","株主集会","0","2410019","0","0","特別総会","1"
"天地無用","0","天下御免","上下無用","0","2410020","0","0","天地有情","1"
"人間ドック","0","人間サッグ","人間タッグ","0","2410022","0","0","人間ピッグ","1"
"自動車教習所","0","自動車教養所","自動車教育所","0","2410024","0","0","自動車教会所","1"
"ヘリコプター","0","気球","飛行機","0","2410025","0","0","グライダー","1"
"ファイアウォール","0","クライミングウォール","グレートウォール","0","2410026","0","0","チャイニーズウォール","1"
"サマータイム","0","エコロジータイム","スプリングタイム","0","2410027","0","0","ホットタイム","1"
"シルバーシート","0","ブルーシート","ゴールドシート","0","2410028","0","0","グリーンシート","1"
"千歳飴","0","金太郎飴","べっこう飴","0","2410030","0","0","ニッキ飴","1"
"まち針","0","ぐん針","むら針","0","2410031","0","0","けん針","1"
"夏","0","冬","秋","0","2410032","0","0","春","1"
"魔法瓶","0","牛乳瓶","花瓶","0","2410033","0","0","火炎瓶","1"
"鏡開き","0","鏡下げ","鏡閉じ","0","2410036","0","0","鏡上げ","1"
"スクランブル交差点","0","スパゲッティ交差点","ストロング交差点","0","2410037","0","0","スピーディー交差点","1"
"子育てに積極的","0","俳句が趣味","イクラが大好き","0","2410038","0","0","いつも外出している","1"
"年賀状","0","不幸の手紙","残暑見舞い","0","2410039","0","0","暑中見舞い","1"
"おじいさん","0","おとうさん","おばあさん","0","2410040","0","0","おかあさん","1"
"フォーチュンクッキー","0","ゴッドクッキー","ペーパークッキー","0","2410041","0","0","ラッキークッキー","1"
"きりたんぽ","0","いぶりがっこ","まげわっぱ","0","2410042","0","0","しょっつる","1"
"みじん切り","0","輪切り","乱切り","0","2410048","0","0","せん切り","1"
"ゆず胡椒","0","しお胡椒","しろ胡椒","0","2410050","0","0","くろ胡椒","1"
"たい焼き","0","卵焼き","たこ焼き","0","2410051","0","0","いか焼き","1"
"水分が出てくる","0","味が無くなる","赤く変色する","0","2410052","0","0","ボロボロ崩れる","1"
"れんげ","0","もみじ","さくら","0","2410053","0","0","すみれ","1"
"牛肉","0","タケノコ","グリンピース","0","2410054","0","0","ツナ","1"
"デミタス","0","ソーサー","ジョッキ","0","2410055","0","0","タンブラー","1"
"くず餅","0","水ようかん","ぜんざい","0","2410056","0","0","きんつば","1"
"そば","0","きしめん","うどん","0","2410057","0","0","ラーメン","1"
"スクランブルエッグ","0","プレーンオムレツ","ポーチドエッグ","0","2410058","0","0","サニーサイドアップ","1"
"ネタ","0","サラ","サビ","0","2410059","0","0","ガリ","1"
"メルクリウス財団","0","ムシエラルゴ商社","マリネリウス財閥","0","2411001","0","0","メイケオール結社","1"
"キャラバン","0","レッツ！テオゴニア！","オニギリすごろく","0","2411002","0","0","アドベンチャー","1"
"ルピ","0","ソル","ジュエル","0","2411003","0","0","マナ","1"
"アユミ","0","リノ","スズメ","0","2411004","0","0","タマキ","1"
"予定帳","0","デイリー帳","一括スキップ","0","2411005","0","0","予定表","1"
"白髪","0","金髪","茶髪","0","2420001","0","0","黒髪","1"
"気象予報士","0","気象予言士","気象予想士","0","2420002","0","0","気象予告士","1"
"ジェネリック","0","ジェネシス","ジェネレーション","0","2420003","0","0","ジェネラル","1"
"7","0","9","1","0","2420004","0","0","3","1"
"コースター","0","はかま","ソーサー","0","2420005","0","0","茶托","1"
"井戸端会議","0","作戦会議","お茶の間会議","0","2420006","0","0","世間話会議","1"
"七福神","0","八部衆","四天王","0","2420008","0","0","十二神将","1"
"WC","0","WT","TW","0","2420009","0","0","TO","1"
"終身保険","0","延長保険","終末保険","0","2420011","0","0","終期保険","1"
"ドナー","0","パタンナー","レシピエント","0","2420012","0","0","グレーダー","1"
"検察官","0","司法書士","裁判官","0","2420013","0","0","弁護士","1"
"大晦日","0","クリスマスイブ","元旦","0","2420014","0","0","春分の日","1"
"リアス式海岸","0","イグアス式海岸","シワス式海岸","0","2420016","0","0","リアル式海岸","1"
"から梅雨","0","さら梅雨","たら梅雨","0","2420017","0","0","ばら梅雨","1"
"冷害","0","かんがい","水害","0","2420018","0","0","氷害","1"
"ベルボーイ","0","ボールボーイ","トムボーイ","0","2420019","0","0","カウボーイ","1"
"ドーナツ","0","アイスクリーム","ケーキ","0","2420020","0","0","クレープ","1"
"108回","0","216回","27回","0","2420021","0","0","54回","1"
"インフレーション","0","デノミネーション","デフレーション","0","2420023","0","0","スタグネーション","1"
"司法試験","0","忍法試験","憲法試験","0","2420025","0","0","違法試験","1"
"雪の多い地域","0","乾燥している地域","気温の高い地域","0","2420028","0","0","海に近い地域","1"
"人口が減った状態","0","地震が起こる状態","気温が低い状態","0","2420029","0","0","面積が狭い状態","1"
"フィンガーボウル","0","クリーニングボウル","ウォッシュボウル","0","2420030","0","0","サラダボウル","1"
"！","0","※","？","0","2420031","0","0","！？","1"
"大さじ","0","どれも同じ","小さじ","0","2420032","0","0","茶さじ","1"
"ペット専門","0","美容師専門","子供専門","0","2420033","0","0","役者専門","1"
"ステンドグラス","0","ハリメグラス","サングラス","0","2420035","0","0","オペラグラス","1"
"片栗粉","0","葛粉","小麦粉","0","2420036","0","0","白玉粉","1"
"くさや","0","みがきにしん","しょっつる","0","2420039","0","0","アンチョビ","1"
"牛","0","羊","豚","0","2420040","0","0","鶏","1"
"塩","0","縁","煙","0","2420042","0","0","鉛","1"
"水餃子","0","蒸し餃子","揚げ餃子","0","2420046","0","0","焼き餃子","1"
"レモングラス","0","ワイングラス","ビールグラス","0","2420048","0","0","ステンドグラス","1"
"米","0","大豆","ジャガイモ","0","2420049","0","0","小麦","1"
"鶏肉","0","羊肉","牛肉","0","2420051","0","0","豚肉","1"
"卵","0","ねぎ","鶏肉","0","2420052","0","0","かきあげ","1"
"夏","0","秋","冬","0","2420053","0","0","春","1"
"5cc","0","12cc","10cc","0","2420054","0","0","3cc","1"
"シャリ","0","シロ","アガリ","0","2420055","0","0","ムラサキ","1"
"カプチーノ","0","カプサイシン","カプリチオ","0","2420056","0","0","カプレーゼ","1"
"炒め物","0","冷や奴","揚げ物","0","2420057","0","0","味噌汁","1"
"軍艦巻き","0","気球巻き","客船巻き","0","2420058","0","0","馬車巻き","1"
"緑茶","0","日本酒","麦茶","0","2420059","0","0","焼酎","1"
"レア","0","ミディアム","ウェルダン","0","2420060","0","0","ミディアムレア","1"
"ホイップクリーム","0","ストロベリージャム","マシュマロ","0","2420061","0","0","ソーセージ","1"
"Mirage Game","0","Connecting Happy！！","Precious Journey","0","2421001","0","0","Lost Princess","1"
"茜色の寄り道","0","つなぐもの","Precious Journey","0","2421002","0","0","Connecting Happy！！","1"
"5人","0","2人","3人","0","2421003","0","0","4人","1"
"カズマサ","0","フィッシャーマン・ジーク","マサカズ","0","2421004","0","0","カズヒコ","1"
"お菓子","0","魔物","鉄","0","2421005","0","0","木材","1"
"CPU","0","DOS","GPS","0","2430001","0","0","SSD","1"
"北枕","0","抱き枕","膝枕","0","2430002","0","0","腕枕","1"
"3．3平方メートル","0","6．6平方メートル","4．4平方メートル","0","2430003","0","0","5．5平方メートル","1"
"6親等","0","10親等","3親等","0","2430004","0","0","9親等","1"
"B5","0","B4","A3","0","2430005","0","0","A4","1"
"レシピエント","0","パタンナー","ドナー","0","2430006","0","0","グレーダー","1"
"遺留分","0","遺愛分","遺訓分","0","2430007","0","0","遺令分","1"
"保健所","0","銀行","小学校","0","2430008","0","0","税務署","1"
"自賠責保険","0","火災保険 ","個人年金保険","0","2430009","0","0","家族傷害保険","1"
"水道","0","固定電話","ガス","0","2430010","0","0","電気","1"
"周りを糖分でくるんだ薬","0","遠くの病院でもらう薬","すぐに効き目が出る薬","0","2430011","0","0","高くてなかなか手に入らない薬","1"
"流動資産","0","確定資産","固定資産","0","2430015","0","0","行動資産","1"
"成人式","0","銀婚式","誕生日","0","2430016","0","0","敬老の日","1"
"ネズミ講","0","カマキリ講","カラス講","0","2430017","0","0","クラゲ講","1"
"A3","0","B5","A4","0","2430018","0","0","B4","1"
"規制標識","0","指示標識","案内標識","0","2430019","0","0","警戒標識","1"
"岩田帯","0","亜寒帯","眼帯","0","2430020","0","0","時間帯","1"
"30キロ","0","20キロ","50キロ","0","2430021","0","0","40キロ","1"
"ナンバープレートの色","0","割引チケットの色","車体の色","0","2430022","0","0","運転手の制服の色","1"
"節分","0","夏至","立春","0","2430023","0","0","土用","1"
"2人","0","0人","1人","0","2430024","0","0","3人","1"
"ROUTE","0","NUMBER","ROAD","0","2430025","0","0","COUNTRY","1"
"戸籍謄本","0","印鑑登録証明書","住民票","0","2430026","0","0","課税証明書","1"
"御手洗","0","御内儀","御不浄","0","2430027","0","0","御洗浄","1"
"お国入り","0","藪入り","都入り","0","2430028","0","0","お蔵入り","1"
"疑獄","0","牢獄","脱獄","0","2430029","0","0","地獄","1"
"北西","0","東","北東","0","2430030","0","0","北","1"
"おさつ","0","いきさつ","ぼさつ","0","2430031","0","0","ひっさつ","1"
"母子健康手帳","0","育児手帳","子宝手帳","0","2430032","0","0","臨月手帳","1"
"さくら肉","0","つつじ肉","もみじ肉","0","2430034","0","0","ぼたん肉","1"
"バッター液","0","キャッチャー液","ピッチャー液","0","2430041","0","0","ライト液","1"
"すきやき","0","ジンギスカン","しゃぶしゃぶ","0","2430042","0","0","肉じゃが","1"
"しらたき","0","白菜","長ネギ","0","2430043","0","0","シイタケ","1"
"サツマイモ","0","コンニャクイモ","ジャガイモ","0","2430044","0","0","サトイモ","1"
"コンニャクイモ","0","サトイモ","サツマイモ","0","2430046","0","0","ジャガイモ","1"
"カツオ","0","イワシ","マグロ","0","2430047","0","0","シャケ","1"
"サメ","0","イルカ","クジラ","0","2430048","0","0","マグロ","1"
"ネギ","0","オクラ","ダイコン","0","2430049","0","0","ハクサイ","1"
"塩水","0","泥水","真水","0","2430052","0","0","酢","1"
"ピータン","0","ピーカン","ピーターパン","0","2430053","0","0","ピタパン","1"
"ピューレ","0","パテ","グラッセ","0","2430054","0","0","スフレ","1"
"クルトン","0","プラリネ","テリーヌ","0","2430056","0","0","エシャロット","1"
"桂むき","0","樫むき","杉むき","0","2430058","0","0","松むき","1"
"ういろう","0","きんつば","ようかん","0","2430060","0","0","わらび餅","1"
"パエリア","0","ブイヤベース","ラザニア","0","2430061","0","0","オムレツ","1"
"冒険への初立","0","裸の冒険者","駆けだしの冒険者","0","2431001","0","0","冒険の始まり","1"
"ユキの審美会","0","美の伝道者","美の饗宴","0","2431002","0","0","ユキのビューティーチェック","1"
"毒瘴の闇稜","0","断崖の遺跡","緑竜の骸嶺","0","2431003","0","0","蒼海の孤塔","1"
"追想のデフラグ","0","ノウェムの過ぎ去りし日々","ムイミの思い出","0","2431004","0","0","追憶のメモリー","1"
"私色STORY","0","フェアリーテイルは夢の中","GREEDY LOVE","0","2431005","0","0","Seize The Day！","1"
"フォルテ","0","フォックス","ファイン","0","2510003","0","0","フィーネ","1"
"コントラバス","0","ビオラ","チェロ","0","2510004","0","0","バイオリン","1"
"f","0","i","g","0","2510005","0","0","d","1"
"指揮者","0","第一バイオリン","作曲者","0","2510006","0","0","最年長","1"
"しばらく","0","このあいだはどうも","ごぶさた","0","2510007","0","0","ひさしぶり","1"
"Character Voice","0","Create Voice","Cuter Voice","0","2510008","0","0","Commercial Voice","1"
"ローンチソフト","0","バンドルソフト","キラーソフト","0","2510009","0","0","スタートソフト","1"
"アホ毛","0","ちょこ毛","縦ロール","0","2510010","0","0","盛り髪","1"
"オセロ","0","どれも同じ","将棋","0","2510012","0","0","チェス","1"
"王将","0","歩兵","飛車","0","2510013","0","0","角行","1"
"木枯らし","0","爆風","そよ風","0","2510014","0","0","北風","1"
"スコール","0","モンスーン","ハリケーン","0","2510015","0","0","タイフーン","1"
"しけ","0","ふち","なぎ","0","2510016","0","0","とろ","1"
"ボビン","0","ベビン","バビン","0","2510018","0","0","ブビン","1"
"カシミア","0","クリミア","ボヘミア","0","2510019","0","0","プレミア","1"
"トリートメント","0","ボディーソープ","シャンプー","0","2510022","0","0","リンス","1"
"マスカラ","0","マラカス","チーク","0","2510023","0","0","ヒトカラ","1"
"ステッチ","0","スカッド","ステップ","0","2510025","0","0","スリット","1"
"バイヤー","0","バイト","バインダー","0","2510027","0","0","バイプレーヤー","1"
"硬水","0","井戸水","軟水","0","2510028","0","0","上水","1"
"ポルターガイスト","0","リインカーネーション","テンプテーション","0","2510029","0","0","エクトプラズム","1"
"サイコロ","0","将棋の駒","トランプ","0","2510030","0","0","麻雀牌","1"
"囲碁","0","五目並べ","将棋","0","2510031","0","0","麻雀","1"
"モラルハザード","0","ライフハザード","バイオハザード","0","2510032","0","0","マネーハザード","1"
"バラン","0","ハッパ","バリン","0","2510033","0","0","ラパン","1"
"包丁を軽く温める","0","包丁をさびつかせる","包丁をよく冷やす","0","2510035","0","0","包丁を油まみれにする","1"
"シュシュ","0","リュリュ","チュチュ","0","2510038","0","0","キュキュ","1"
"デニール","0","プリーツ","パニール","0","2510039","0","0","ストール","1"
"除光液","0","除算液","除湿液","0","2510040","0","0","除名液","1"
"ルージュ","0","ミラージュ","ベージュ","0","2510041","0","0","コサージュ","1"
"アンチエイジング","0","アンチドレッシング","アンチクルージング","0","2510042","0","0","アンチクレンジング","1"
"ワンペア","0","フルハウス","スリーカード","0","2510043","0","0","フラッシュ","1"
"ツモ","0","チー","ロン","0","2510044","0","0","ポン","1"
"8月8日","0","5月5日","7月7日","0","2510046","0","0","6月6日","1"
"C","0","D","A","0","2510047","0","0","B","1"
"峰打ち","0","頭打ち","耳打ち","0","2510048","0","0","舌打ち","1"
"タクシー","0","タンカー","トラック","0","2510050","0","0","深夜バス","1"
"ヒマワリ","0","キリ","タチバナ","0","2510051","0","0","キク","1"
"使っている量の多い順番","0","高価な食材の順番","味の強い順番","0","2510053","0","0","カロリーの高い順番","1"
"フライヤー","0","セットリスト","ドライヤー","0","2510054","0","0","プレイヤー","1"
"ディスクジョッキー","0","ドリームジャスティス","デジタルジョーカー","0","2510056","0","0","ダンスジョグ","1"
"暗転","0","バク転","側転","0","2510057","0","0","回転","1"
"ブラスバンド","0","ブロードバンド","ビッグバンド","0","2510058","0","0","ハズバンド","1"
"歩","0","角","金","0","2510059","0","0","銀","1"
"ラップ音","0","エンカ音","ジャズ音","0","2510060","0","0","ロック音","1"
"プール","0","体育館","職員室","0","2511001","0","0","保健室","1"
"5.5","0","3.5","4.5","0","2511002","0","0","6.5","1"
"ヒヨリ","0","サレン","レイ","0","2511003","0","0","シオリ","1"
"おしゃべりチエルちゃん","0","ちぇる～ん☆チエルちゃん","どこでもチエルちゃん","0","2511004","0","0","いつでもチエルちゃん","1"
"クレジッタ・タワー","0","タワー・オブ・クレジッタ","リッチモンド・タワー","0","2511005","0","0","クレジッタ・ビルディング","1"
"7月2日","0","6月22日","6月27日","0","2520001","0","0","7月7日","1"
"骨切り","0","髪切り","皮切り","0","2520002","0","0","身切り","1"
"にぎり","0","はなし","さわり","0","2520004","0","0","まわし","1"
"自在鉤","0","天狗鉤","自由鉤","0","2520006","0","0","自分鉤","1"
"チュチュ","0","チョチョ","チャチャ","0","2520007","0","0","チェチェ","1"
"フライフィッシング","0","ヘアーフィッシング","ライトフィッシング","0","2520009","0","0","ヘビーフィッシング","1"
"重り","0","針","糸","0","2520010","0","0","浮き","1"
"素語り","0","静語り","生語り","0","2520011","0","0","直語り","1"
"野点","0","支点","露点","0","2520012","0","0","屋点","1"
"フリンジ","0","ブリッジ","ステージ","0","2520013","0","0","グランジ","1"
"セレクトショップ","0","セレモニー","セパレート","0","2520015","0","0","セールスランキング","1"
"プルオーバー","0","スコート","レギンス","0","2520016","0","0","オーバーニーソックス","1"
"グラノーラ","0","ポリッジ","コーンフレーク","0","2520018","0","0","オートミール","1"
"ティアード","0","プレイヤード","ワイアード","0","2520020","0","0","ブリザード","1"
"サブリミナル広告","0","テスティモニアル広告","ティーザー広告","0","2520022","0","0","シズル広告","1"
"4本","0","6本","5本","0","2520023","0","0","8本","1"
"クインテット","0","カルテット","トリオ","0","2520024","0","0","デュオ","1"
"メゾソプラノ","0","テノール","メゾアルト","0","2520025","0","0","バリトン","1"
"アーガイル","0","ギンガム","マドラス","0","2520026","0","0","タータン","1"
"先勝","0","仏滅","先負","0","2520028","0","0","大安","1"
"R","0","U","S","0","2520029","0","0","T","1"
"囲碁","0","将棋","麻雀","0","2520033","0","0","花札","1"
"8月1日","0","6月1日","7月1日","0","2520034","0","0","9月1日","1"
"足の裏","0","膝","まぶた","0","2520035","0","0","尻","1"
"ういろう売り","0","ぎゅうひ売り","ようかん売り","0","2520037","0","0","すあま売り","1"
"バルーン","0","サークル","クラウド","0","2520038","0","0","フレーム","1"
"ハートのキング","0","クラブのキング","ダイヤのキング","0","2520039","0","0","スペードのキング","1"
"アメシスト","0","ラピスラズリ","ルビー","0","2520040","0","0","ターコイズ","1"
"太陽暦 ","0","御化暦","地球暦 ","0","2520042","0","0","太陰暦","1"
"1年目","0","31年目","11年目","0","2520043","0","0","21年目","1"
"メリヤス編み","0","鎖編み","長編み","0","2520044","0","0","細編み","1"
"天和","0","四暗刻","字一色","0","2520045","0","0","大三元","1"
"フラッシュ","0","ファイブカード","ストレート","0","2520047","0","0","フルハウス","1"
"海","0","山","川","0","2520048","0","0","瀞","1"
"サシェ","0","リシェ","ラシェ","0","2520049","0","0","カシェ","1"
"北東","0","南西","南東","0","2520050","0","0","北西","1"
"クルーネック","0","クルクルネック","クルーザーネック","0","2520051","0","0","クルブシネック","1"
"アースカラー","0","ドールカラー","ピーチカラー","0","2520052","0","0","パールカラー","1"
"かっさ","0","せっぱ","かっぱ","0","2520054","0","0","せっさ","1"
"ロールオン","0","ピースオン","キープオン","0","2520055","0","0","ページオン","1"
"チョーカー","0","ストーカー","ウーファー","0","2520056","0","0","サイドカー","1"
"26組","0","20組","24組","0","2520058","0","0","30組","1"
"カルテット","0","デュオ","クインテット","0","2520059","0","0","トリオ","1"
"メトロノーム","0","オシロスコープ","クロノグラフ","0","2520060","0","0","バロメーター","1"
"さす","0","きく","うつ","0","2520061","0","0","のむ","1"
"ゴールデン無限おにぎり","0","至高のドラゴンテイルおでん","天露の金甘水","0","2521001","0","0","雲海の魔物肉","1"
"卵","0","蜜","ご飯","0","2521002","0","0","肉","1"
"土鍋","0","弓","キャンプ道具","0","2521003","0","0","だいじょぶマイフレンドくん1号","1"
"龍の卵","0","龍の翼","竜の卵","0","2521004","0","0","竜の翼","1"
"ホマレの部屋で写真を撮る","0","カヤと掃除をする","龍の卵をカジノ王から盗む","0","2521005","0","0","ホマレにいたずらをする","1"
"タッチタイピング","0","スーパータイピング","シャドータイピング","0","2530001","0","0","ノールックタイピング","1"
"タイドプール","0","スイートスポット","ソルトプール","0","2530002","0","0","ソルトスポット","1"
"ハウンドトゥース","0","シャークトゥース","キャットトゥース","0","2530003","0","0","キャメルトゥース","1"
