12bf799c34b98da2bca375918801b96e27a8aa4fdfb6bdf0d079c0aed94407a7,59cbc7d1a09b9d33a29785bf8a44ad93dd2cde272efaf7051e31e3d94607c0a9,18097587df7fbf36418f742a1e5fbf673c7d6c288f5d0d76d79c54d3cc08552b,3b10ccc1ff80ef72a51e2c730e61456ac119731d730fc963b6c40d691872682a,f150047130b41e885f9fb45633ce9bfdb32a5ac170a8bbc08d0d8d05fbbc1ee3,29051fefa7e81a192f3c5ea809893520244664a1f36b3b2872fa43ee68987951,9984ce3cc5ec49e202d41e04e1debea2ce8a0b723ab8a2b77e052f5649f3c794,ae22601192de22778aa63c5814631bcf27e2c8e8fa2e00ee9ab3341cfa3d5953,b718a83bfa44ac271018f03b4ada4160780c1606af3e9058b53a70c11c1316eb,694f23b2c93db2f6e8954017cbfab90dd570ac23d1868ab27902ad73150b9156,6fb500cb356c8ca300d9f28b6059a8abd6aa95d1787867e4e9f1f31329bb91c3
"0","31","1","11","1","1","7","","","0","7003"
"","93","","","2","","7","","","","7004"
"1","3","","psy_fairy_talk","1","0.2","7","","","","7005"
"0","21","","vo_minigame_1008_drama_9902","vo_minigame_1008","","7","","","0","7006"
"6","11","0","キュキュッ！","1","0","7","0.5","0","1","7007"
"","91","","","0","","7","","","","7008"
"1","3","","psy_fairy_idle","1","0.2","7","","","","7009"
"1","3","","psy_miyako_talk3","119931","0.2","7","","","","7010"
"0","21","","vo_minigame_1008_drama_0702","vo_minigame_1008","","7","","","0","7011"
"6","11","0","うるさいの！　じゃまするななの！\nミヤコは究極のプリンを考えるのに\n忙しいの！","119931","0","7","1","0","1","7012"
"","93","","1","3","","7","","","","7013"
"0","3","1","psy_miyako_arm_crossed_in","119931","0.2","7","","0","psy_miyako_arm_crossed_loop","7014"
"","91","","","7012","","7","","","","7015"
"","22","","0","0","","7","","","","7016"
"1","3","","psy_fairy_talk","1","0.2","7","","","","7017"
"0","21","","vo_minigame_1008_drama_9903","vo_minigame_1008","","7","","","0","7018"
"6","11","0","キュ～キュ～！","1","0","7","0.5","0","1","7019"
"","91","","","0","","7","","","","7020"
"1","3","","psy_fairy_idle","1","0.2","7","","","","7021"
"1","3","","psy_miyako_anger2","119931","0.2","7","","","","7022"
"0","21","","vo_minigame_1008_drama_0704","vo_minigame_1008","","7","","","0","7023"
"6","11","0","そんなこと言われても知らないの！","119931","0","7","0.5","0","1","7024"
"","91","","","0","","7","","","","7025"
"","22","","0","0","","7","","","","7026"
"1","3","","psy_miyako_thinking3","119931","0.2","7","","","","7027"
"0","21","","vo_minigame_1008_drama_0705","vo_minigame_1008","","7","","","0","7028"
"5","11","0","ん～～……\nでも、試してみるのもよさそうなの。\nミヤコはやさしいから\nオマエの言うことを聞いてやるの！","119931","0","7","0.5","0","1","7029"
"","93","","1","5","","7","","","","7030"
"0","3","1","psy_miyako_doya_in","119931","0.2","7","","0","psy_miyako_doya_loop","7031"
"","91","","","7029","","7","","","","7032"
"","22","","0","0","","7","","","","7033"
"","93","","","1","","7","","","","7034"
"","91","","","0","","7","","","","7035"
"100","1","-200","119931","1","1.7","8","psy_miyako_start","0","-300","8001"
"100","1","-210","100411","1","1.7","8","psy_walk2","1","225","8002"
"105","1","-220","103631","1","1.7","8","psy_walk3","1","480","8003"
"110","1","-235","102011","1","1.7","8","psy_walk_glad","1","340","8004"
"0","31","1","11","1","1","8","","","0","8005"
"101","5","-200","1","1","1.7","8","psy_smoke_start","0","-300","8006"
"-210","2","0","110","100411","","8","","","2","8007"
"-220","2","0","365","103631","","8","","","2.2","8008"
"-235","2","0","225","102011","","8","","","2.3","8009"
"","93","","","2","","8","","","","8010"
"1","3","","psy_idle_normal","100411","0.2","8","","","","8011"
"","93","","","0.2","","8","","","","8012"
"1","3","","psy_idle_normal","103631","0.2","8","","","","8013"
"","93","","","0.1","","8","","","","8014"
"1","3","","psy_talk_joy1","102011","0.2","8","","","","8015"
"0","21","","vo_minigame_1008_drama_0806","vo_minigame_1008","","8","","","0","8016"
"8","11","0","おにいちゃん、遊びにきたよ～\nあれ～？　お留守なのかな？","102011","0","8","0.5","0","1","8017"
"","91","","","0","","8","","","","8018"
"1","3","","psy_idle_joy1","102011","0.2","8","","","","8019"
"0","3","1","psy_miyako_appear","119931","0","8","","0.2","psy_miyako_talk1","8020"
"0","3","0","psy_smoke_appear","1","0","8","","0","psy_smoke_start","8021"
"0","21","","vo_minigame_1008_drama_0801","vo_minigame_1008","","8","","","0","8022"
"6","11","0","ん？　アイツに何か用なの？","119931","0","8","0.5","0","1","8023"
"","91","","","0","","8","","","","8024"
"","22","","0","0","","8","","","","8025"
"1","3","","psy_miyako_idle","119931","0.2","8","","","","8026"
"1","3","","psy_talk_surprise2","103631","0.2","8","","","","8027"
"0","21","","vo_minigame_1008_drama_0807","vo_minigame_1008","","8","","","0","8028"
"8","11","0","きゃ～！？　おばけ！！","103631","0","8","0.5","0","1","8029"
"","91","","","0","","8","","","","8030"
"1","3","","psy_idle_surprise2","103631","0.2","8","","","","8031"
"1","3","","psy_talk_joy2","100411","0.2","8","","","","8032"
"0","21","","vo_minigame_1008_drama_0808","vo_minigame_1008","","8","","","0","8033"
"8","11","0","すごーい！\nにいちゃんがしかけたイタズラかな？\nにいちゃん、隠れてないで出てきなよ～","100411","0","8","0.5","0","1","8034"
"","91","","","0","","8","","","","8035"
"1","3","","psy_idle_joy2","100411","0.2","8","","","","8036"
"1","3","","psy_miyako_panic2","119931","0.2","8","","","","8037"
"0","21","","vo_minigame_1008_drama_0802","vo_minigame_1008","","8","","","0","8038"
"6","11","0","ミヤコはイタズラじゃないの。\n幽霊なの。\nあとアイツは今はいないの。","119931","0","8","1","0","1","8039"
"","93","","1","3","","8","","","","8040"
"1","3","","psy_miyako_talk2","119931","0.2","8","","","","8041"
"","91","","","8039","","8","","","","8042"
"","22","","0","0","","8","","","","8043"
"1","3","","psy_miyako_idle","119931","0.2","8","","","","8044"
"1","3","","psy_talk_wish","100411","0.2","8","","","","8045"
"0","21","","vo_minigame_1008_drama_0809","vo_minigame_1008","","8","","","0","8046"
"8","11","0","いないの？\nそれなら今のうちにイタズラを……","100411","0","8","0.5","0","1","8047"
"","91","","","0","","8","","","","8048"
"1","3","","psy_idle_wish","100411","0.2","8","","","","8049"
"1","3","","psy_talk_anger","103631","0.2","8","","","","8050"
"0","21","","vo_minigame_1008_drama_0810","vo_minigame_1008","","8","","","0","8051"
"8","11","0","お店でそんなことしちゃダメでしょ！\nというか、なんでミソギは平気なの？\n幽霊が出たんだよ？","103631","0","8","0.5","0","1","8052"
"","91","","","0","","8","","","","8053"
"1","3","","psy_idle_anger","103631","0.2","8","","","","8054"
"1","3","","psy_talk_normal","100411","0.2","8","","","","8055"
"","4","","0","100411","","8","","","","8056"
"0","21","","vo_minigame_1008_drama_0811","vo_minigame_1008","","8","","","0","8057"
"8","11","0","だってにいちゃんの友だちみたいだし。\nそれに全然怖くないもん。","100411","0","8","0.5","0","1","8058"
"","91","","","0","","8","","","","8059"
"","4","","1","100411","","8","","","","8060"
"1","3","","psy_idle_normal","100411","0.2","8","","","","8061"
"1","3","","psy_talk_joy1","102011","0.2","8","","","","8062"
"0","21","","vo_minigame_1008_drama_0812","vo_minigame_1008","","8","","","0","8063"
"8","11","0","おにいちゃんが帰ってくるまで\n一緒に遊ぼ～","102011","0","8","0.5","0","1","8064"
"","91","","","0","","8","","","","8065"
"1","3","","psy_idle_joy1","102011","0.2","8","","","","8066"
"1","3","","psy_miyako_anger3","119931","0.2","8","","","","8067"
"0","21","","vo_minigame_1008_drama_0803","vo_minigame_1008","","8","","","0","8068"
"6","11","0","遊ばないの。\nミヤコはプリン作りで忙しいの！","119931","0","8","0.5","0","1","8069"
"","91","","","0","","8","","","","8070"
"","22","","0","0","","8","","","","8071"
"1","3","","psy_miyako_idle_anger","119931","0.2","8","","","","8072"
"1","3","","psy_talk_joy2","102011","0.2","8","","","","8073"
"0","21","","vo_minigame_1008_drama_0813","vo_minigame_1008","","8","","","0","8074"
"8","11","0","プリン作り？　わぁ、楽しそう～\nミミも一緒にやっていい？","102011","0","8","0.5","0","1","8075"
"","91","","","0","","8","","","","8076"
"1","3","","psy_idle_joy2","102011","0.2","8","","","","8077"
"0","3","1","psy_miyako_doya_in","119931","0.2","8","","0","psy_miyako_doya_loop","8078"
"0","21","","vo_minigame_1008_drama_0804","vo_minigame_1008","","8","","","0","8079"
"6","11","0","ミヤコの言うこと聞くなら\n手伝わせてやってもいいの。","119931","0","8","0.5","0","1","8080"
"","91","","","0","","8","","","","8081"
"","22","","0","0","","8","","","","8082"
"1","3","","psy_miyako_doya_idle","119931","0.2","8","","","","8083"
"0","3","1","psy_jump","102011","0.2","8","","0.4","psy_idle_joy1","8084"
"0","21","","vo_minigame_1008_drama_0814","vo_minigame_1008","","8","","","0","8085"
"8","11","0","わ～い！　やった～！","102011","0","8","0.5","0","1","8086"
"","91","","","0","","8","","","","8087"
"1","3","","psy_talk_joy2","100411","0.2","8","","","","8088"
"0","21","","vo_minigame_1008_drama_0815","vo_minigame_1008","","8","","","0","8089"
"8","11","0","にいちゃんにイタズラする用のプリン\n作っちゃお～！","100411","0","8","0.5","0","1","8090"
"","91","","","0","","8","","","","8091"
"1","3","","psy_idle_joy2","100411","0.2","8","","","","8092"
"1","3","","psy_talk_sad","103631","0.2","8","","","","8093"
"0","21","","vo_minigame_1008_drama_0816","vo_minigame_1008","","8","","","0","8094"
"8","11","0","そ、そんな……\n幽霊とプリン作りなんて……","103631","0","8","0.5","0","1","8095"
"","91","","","0","","8","","","","8096"
"1","3","","psy_idle_sad","103631","0.2","8","","","","8097"
"1","3","","psy_talk_normal","100411","0.2","8","","","","8098"
"","4","","0","100411","","8","","","","8099"
"","4","","0","102011","","8","","","","8100"
"0","21","","vo_minigame_1008_drama_0817","vo_minigame_1008","","8","","","0","8101"
"8","11","0","キョウカはやらないの？","100411","0","8","0.5","0","1","8102"
"","91","","","0","","8","","","","8103"
"1","3","","psy_idle_normal","100411","0.2","8","","","","8104"
"1","3","","psy_talk_joy2","102011","0.2","8","","","","8105"
"0","21","","vo_minigame_1008_drama_0818","vo_minigame_1008","","8","","","0","8106"
"8","11","0","ミミ、キョウカちゃんと一緒に\nプリン作りたいな～","102011","0","8","0.5","0","1","8107"
"","91","","","0","","8","","","","8108"
"1","3","","psy_idle_joy2","102011","0.2","8","","","","8109"
"1","3","","psy_talk_sad","103631","0.2","8","","","","8110"
"0","21","","vo_minigame_1008_drama_0819","vo_minigame_1008","","8","","","0","8111"
"8","11","0","うぅ……わかったよ、\n私も一緒に作ります。","103631","0","8","0.5","0","1","8112"
"","91","","","0","","8","","","","8113"
"1","3","","psy_idle_sad","103631","0.2","8","","","","8114"
"1","3","","psy_miyako_joy1","119931","0.2","8","","","","8115"
"0","21","","vo_minigame_1008_drama_0805","vo_minigame_1008","","8","","","0","8116"
"6","11","0","やったの！\n手下が一気に３人も増えたの！","119931","0","8","0.5","0","1","8117"
"","91","","","0","","8","","","","8118"
"","22","","0","0","","8","","","","8119"
"","93","","","1","","8","","","","8120"
"","91","","","0","","8","","","","8121"
"100","1","-200","119931","1","1.7","9","psy_miyako_idle","0","-300","9001"
"100","5","-220","1","1","1.7","9","psy_idle_normal","1","185","9002"
"0","31","1","11","1","1","9","","","0","9003"
"","93","","","1","","9","","","","9004"
"1","3","","psy_miyako_thinking4","119931","0.2","9","","","","9005"
"0","21","","vo_minigame_1008_drama_0901","vo_minigame_1008","","9","","","0","9006"
"5","11","0","むぅ……おいしいプリンを作るのは\nなかなか難しいの。\nミヤコのアイデアもなくなりそうなの！","119931","0","9","1","0","1","9007"
"","93","","1","6","","9","","","","9008"
"1","3","","psy_miyako_sad2","119931","0.2","9","","","","9009"
"","91","","","9007","","9","","","","9010"
"","22","","0","0","","9","","","","9011"
"1","3","","psy_miyako_talk_joy1","119931","0.2","9","","","","9012"
"0","21","","vo_minigame_1008_drama_0902","vo_minigame_1008","","9","","","0","9013"
"6","11","0","オマエ、たくさん知り合いいるの。\n何かプリンのヒントになるようなものを\n持ってくるの！","119931","0","9","0.5","0","1","9014"
"","93","","1","6","","9","","","","9015"
"0","3","1","psy_miyako_guts2_in","119931","0.2","9","","0","psy_miyako_guts2_loop","9016"
"","91","","","9014","","9","","","","9017"
"","22","","0","0","","9","","","","9018"
"1","12","0","11","1","0","9","0","0","0","9019"
"0","3","1","psy_talk_guts2","1","0.2","9","","0","psy_idle_guts2","9020"
"","93","","","2","","9","","","","9021"
"","4","","0","1","","9","","","","9022"
"1","3","","psy_run","1","0.2","9","","","","9023"
"-220","2","0","1000","1","","9","","","3","9024"
"","93","","","4","","9","","","","9025"
"","4","","1","1","","9","","","","9026"
"1","3","","psy_item01_run","1","0.2","9","","","","9027"
"-220","2","0","185","1","","9","","","3","9028"
"","93","","","3","","9","","","","9029"
"0","3","1","psy_item01_up","1","0.2","9","","0","psy_item01_up_loop","9030"
"","93","","","0.5","","9","","","","9031"
"0","103","","9033","手錠とムチを持ってきた。","","9","","","","9032"
"1","3","","psy_miyako_anger2","119931","0.2","9","","","","9033"
"0","21","","vo_minigame_1008_drama_0903","vo_minigame_1008","","9","","","0","9034"
"6","11","0","い、いきなり何を持ってくるの！\nオマエはヘンタイなの！？\n見損なったの！","119931","0","9","0.5","0","1","9035"
"","91","","","0","","9","","","","9036"
"","22","","0","0","","9","","","","9037"
"2","12","0","10","1","0","9","0","0","0","9038"
"1","3","","psy_item01_up_loop_talk","1","0.2","9","","","","9039"
"","93","","","3","","9","","","","9040"
"1","3","","psy_item01_up_loop","1","0.2","9","","","","9041"
"1","3","","psy_miyako_thinking4","119931","0.2","9","","","","9042"
"0","21","","vo_minigame_1008_drama_0904","vo_minigame_1008","","9","","","0","9043"
"5","11","0","…………え？\n手錠とムチを持ってる知り合いが\nいるの？\nオマエ、本当に大丈夫なの？","119931","0","9","0.5","0","1","9044"
"","93","","1","6","","9","","","","9045"
"1","3","","psy_miyako_talk4","119931","0.2","9","","","","9046"
"","91","","","9044","","9","","","","9047"
"","22","","0","0","","9","","","","9048"
"","93","","","1","","9","","","","9049"
"","91","","","0","","9","","","","9050"
"100","1","-200","119931","1","1.7","10","psy_miyako_idle","0","-300","10001"
"100","5","-220","1","1","1.7","10","psy_idle_normal","1","1000","10002"
"0","31","1","11","1","1","10","","","0","10003"
"","93","","","2","","10","","","","10004"
"1","3","","psy_item02_run","1","0.2","10","","","","10005"
"-220","2","0","185","1","","10","","","3","10006"
"","93","","","3","","10","","","","10007"
"0","3","1","psy_item02_up","1","0.2","10","","0","psy_item02_up_loop","10008"
"","93","","","0.5","","10","","","","10009"
"0","103","","10011","ヒントになりそうなものだよ。","","10","","","","10010"
"1","3","","psy_miyako_anger3","119931","0.2","10","","","","10011"
"0","21","","vo_minigame_1008_drama_1001","vo_minigame_1008","","10","","","0","10012"
"5","11","0","また変なもの持ってきたら許さないの！\n……ん？　木の実？\nまともなもの持ってきたの！\n褒めてやるの！","119931","0","10","0.5","0","1","10013"
"","93","","1","4","","10","","","","10014"
"1","3","","psy_miyako_talk2","119931","0.2","10","","","","10015"
"","93","","1","2.5","","10","","","","10016"
"1","3","","psy_miyako_talk_joy1","119931","0.2","10","","","","10017"
"","91","","","10013","","10","","","","10018"
"","22","","0","0","","10","","","","10019"
"1","3","","psy_miyako_thinking1","119931","0.2","10","","","","10020"
"0","21","","vo_minigame_1008_drama_1002","vo_minigame_1008","","10","","","0","10021"
"5","11","0","でもなんの実なの？\nドングリはわかるけど、\nこっちの赤い実は知らないの。","119931","0","10","0.5","0","1","10022"
"","91","","","0","","10","","","","10023"
"","22","","0","0","","10","","","","10024"
"3","12","0","6","1","0","10","0","0","0","10025"
"1","3","","psy_item02_up_loop_talk","1","0.2","10","","","","10026"
"","93","","","3","","10","","","","10027"
"1","3","","psy_item02_up_loop","1","0.2","10","","","","10028"
"1","3","","psy_miyako_sad1","119931","0.2","10","","","","10029"
"0","21","","vo_minigame_1008_drama_1003","vo_minigame_1008","","10","","","0","10030"
"6","11","0","食べると火を吹く実？\nなんでそんな危ない物持ってきたの！\nやっぱりオマエは使えないの～！","119931","0","10","0.5","0","1","10031"
"","93","","1","3","","10","","","","10032"
"1","3","","psy_miyako_anger2","119931","0.2","10","","","","10033"
"","91","","","10031","","10","","","","10034"
"","22","","0","0","","10","","","","10035"
"","93","","","1","","10","","","","10036"
"","91","","","0","","10","","","","10037"
"100","1","-200","119931","1","1.7","11","psy_miyako_idle","0","-300","11001"
"100","5","-220","1","1","1.7","11","psy_idle_normal","1","1000","11002"
"0","31","1","11","1","1","11","","","0","11003"
"","93","","","2","","11","","","","11004"
"1","3","","psy_item03_run","1","0.2","11","","","","11005"
"-220","2","0","185","1","","11","","","3","11006"
"","93","","","3","","11","","","","11007"
"0","3","1","psy_item03_up","1","0.2","11","","0","psy_item03_up_loop","11008"
"","93","","","0.5","","11","","","","11009"
"0","103","","11011","ヒントになりそうなものだよ。","","11","","","","11010"
"1","3","","psy_miyako_talk3","119931","0.2","11","","","","11011"
"0","21","","vo_minigame_1008_drama_1101","vo_minigame_1008","","11","","","0","11012"
"6","11","0","３度目の正直ってやつなの？\n今度こそまともなもの持ってこないと\nオマエをプリンにしてやるの。","119931","0","11","1","0","1","11013"
"","93","","1","4","","11","","","","11014"
"1","3","","psy_miyako_panic3","119931","0.2","11","","","","11015"
"","91","","","11013","","11","","","","11016"
"","22","","0","0","","11","","","","11017"
"1","3","","psy_miyako_thinking1","119931","0.2","11","","","","11018"
"0","21","","vo_minigame_1008_drama_1102","vo_minigame_1008","","11","","","0","11019"
"6","11","0","それで、オマエが手に持ってる紙は\nなんなの？\nおいしいプリンのレシピなの？","119931","0","11","0.5","0","1","11020"
"","91","","","0","","11","","","","11021"
"","22","","0","0","","11","","","","11022"
"0","103","","11024","台本とシフト表","","11","","","","11023"
"1","3","","psy_miyako_talk4","119931","0.2","11","","","","11024"
"0","21","","vo_minigame_1008_drama_1103","vo_minigame_1008","","11","","","0","11025"
"6","11","0","……プリン作りに\nまったく役立たないの。\nオマエに頼ったミヤコが間違ってたの。","119931","0","11","0.5","0","1","11026"
"","91","","","0","","11","","","","11027"
"","22","","0","0","","11","","","","11028"
"1","3","","psy_miyako_sad1","119931","0.2","11","","","","11029"
"0","21","","vo_minigame_1008_drama_1104","vo_minigame_1008","","11","","","0","11030"
"6","11","0","これもオマエの知り合いに関係あるの？\nオマエの知り合いは\n変なヤツばっかりなの！","119931","0","11","0.5","0","1","11031"
"","91","","","0","","11","","","","11032"
"","22","","0","0","","11","","","","11033"
"1","3","","psy_miyako_talk_joy1","119931","0.2","11","","","","11034"
"0","21","","vo_minigame_1008_drama_1105","vo_minigame_1008","","11","","","0","11035"
"6","11","0","でもミヤコはやさしいから、\nオマエの使えないヒントからでも\nおいしいプリンを作ってやるの！\n感謝するの！","119931","0","11","0.5","0","1","11036"
"","93","","1","5","","11","","","","11037"
"0","3","1","psy_miyako_doya_in","119931","0.2","11","","0","psy_miyako_doya_loop","11038"
"","91","","","11036","","11","","","","11039"
"","22","","0","0","","11","","","","11040"
"","93","","","1.5","","11","","","","11041"
"","91","","","0","","11","","","","11042"
