427d3a29384f42218f2c1606b167a1db82a415d0bbd2bee49a5905daee67ea4c,e1aeca7709896a2189038fadbd492042d6469ff991b0260363b71ec4a2f03ee9,2a4eaf751a4d14f1be4002db669fbcf704c26c9e68ad17e2f4c3003e19346afe,06bd17d715d759b24591ec9f3ba32abede9af4d96be4b6bcd442e29ee115399f,57d1081b7ff7e11b4a7a76a4a24a00a04ec2b4513f07db59c38e2881cae8e24e,b0cb566c0fe1b2d8e621d44926ff3529d2468907f726a6fbd480ad9fa4ca4995,7601b3e9c0b708994d4969055bf1e3f3816672fdd793dbb1cd882e5ab2e38827,100de2b9aecc9766539ffdfd11e3f592e613278dfc1623ac0e240a5f34a451b7,9cbaf3f3882cbf98d1a87866b774533e5b43bfeb41a35e2c846d3afe0874f84e,72172f35ad8bfc3a27a46a55bc0652e63edc7c7bd58e4ed7fda0664f9922026b,dedb27bf86478d1a2fe688b6c3c291ef5ee96ead7f7b00db308a4e7611f16ff8
"","","","","91","0","1009804","","","","1009804043"
"","1","","","3","100411","1009804","0.2","lsv_idle_arm_crossed","","1009804044"
"","1","","","3","102011","1009804","0.2","lsv_look_talk_sad","","1009804045"
"0","0","","","21","vo_lsv","1009804","","vo_lsv_0425","","1009804046"
"1","10","0","1","11","102011","1009804","0","そういえば、おにいちゃんは\nお手伝いをしてくれてたから、\n何も作れなかったよね？","0","1009804047"
"","","","","91","0","1009804","","","","1009804048"
"","1","","","3","102011","1009804","0.2","lsv_look_idle_sad","","1009804049"
"","1","","","3","103611","1009804","0.2","lsv_look_idle_normal","","1009804050"
"","1","","","3","100411","1009804","0.2","lsv_talk_joy3_blink","","1009804051"
"0","0","","","21","vo_lsv","1009804","","vo_lsv_0426","","1009804052"
"1","10","0","1","11","100411","1009804","0","確かに！\nにいちゃんだったら、\nどんなものを作りたい？","0","1009804053"
"","","","","91","0","1009804","","","","1009804054"
"","1","","","3","100411","1009804","0.2","lsv_idle_joy","","1009804055"
"lsv_look_idle_normal","0","0.2","1","3","102011","1009804","0","lsv_choice","","1009804056"
"lsv_look_idle_normal","0","0.2","1","3","103611","1009804","0","lsv_choice","","1009804057"
"lsv_look_idle_normal","0","0.2","1","3","100411","1009804","0","lsv_choice","","1009804058"
"","","","","93","0.1","1009804","","0","","1009804059"
"0.33","-235","0.2","2","2","102011","1009804","","-452","","1009804060"
"0.33","-220","0.2","2","2","103611","1009804","","420","","1009804061"
"0.33","-250","0.2","2","2","100411","1009804","","545","","1009804062"
"","1","","","22","0","1009804","0.2","0","","1009804063"
"","0","","","103","米粒に絵を描きたい。","1009804","","1009804067","","1009804064"
"","0","","","103","おっきなオモチャを作りたい。","1009804","","1009804091","","1009804065"
"","0","","","103","ぬいぐるみを作りたい。","1009804","","1009804114","","1009804066"
"lsv_idle_normal","0","0.2","1","3","102011","1009804","0","lsv_choice","","1009804067"
"lsv_idle_normal","0","0.2","1","3","103611","1009804","0","lsv_choice","","1009804068"
"lsv_idle_normal","0","0.2","1","3","100411","1009804","0","lsv_choice","","1009804069"
"","","","","93","0.1","1009804","","0","","1009804070"
"0.33","-235","0.2","2","2","102011","1009804","","-200","","1009804071"
"0.33","-220","0.2","2","2","103611","1009804","","100","","1009804072"
"0.33","-250","0.2","2","2","100411","1009804","","270","","1009804073"
"","","","","93","0.7","1009804","","0","","1009804074"
"","1","","","3","102011","1009804","0.2","lsv_talk_surprise_R2","","1009804075"
"0","0","","","21","vo_lsv","1009804","","vo_lsv_0427","","1009804076"
"1","10","0","1","11","102011","1009804","0","ええっ、そんなにちっちゃく？\nおにいちゃん、すっご～い！","0","1009804077"
"","","","","91","0","1009804","","","","1009804078"
"","1","","","3","102011","1009804","0.2","lsv_idle_normal_joyR","","1009804079"
"lsv_talk_arm_crossed_loop_joy","0","0.2","1","3","103611","1009804","0","lsv_talk_arm_crossed_joy","","1009804080"
"0","0","","","21","vo_lsv","1009804","","vo_lsv_0428","","1009804081"
"1","10","0","1","11","103611","1009804","0","かなりの手先の器用さと\n集中力を求められますね…\nまさに職人技です。","0","1009804082"
"","","","","91","0","1009804","","","","1009804083"
"","1","","","3","103611","1009804","0.2","lsv_idle_arm_crossed","","1009804084"
"","1","","","3","100411","1009804","0.2","lsv_talk_bitter","","1009804085"
"0","0","","","21","vo_lsv","1009804","","vo_lsv_0429","","1009804086"
"1","10","0","1","11","100411","1009804","0","考えただけでミソギには\n難しそうだな～\n…だから応援だけにするねっ♪","0","1009804087"
"","","","","91","0","1009804","","","","1009804088"
"","1","","","3","100411","1009804","0.2","lsv_idle_bitter","","1009804089"
"","","","","101","1009804137","1009804","","","","1009804090"
"lsv_idle_normal","0","0.2","1","3","102011","1009804","0","lsv_choice","","1009804091"
"lsv_idle_normal","0","0.2","1","3","103611","1009804","0","lsv_choice","","1009804092"
"lsv_idle_normal","0","0.2","1","3","100411","1009804","0","lsv_choice","","1009804093"
"","","","","93","0.1","1009804","","0","","1009804094"
"0.33","-235","0.2","2","2","102011","1009804","","-200","","1009804095"
"0.33","-220","0.2","2","2","103611","1009804","","100","","1009804096"
"0.33","-250","0.2","2","2","100411","1009804","","270","","1009804097"
"","","","","93","0.7","1009804","","0","","1009804098"
"lsv_exactly_joy_loop","0","0.2","1","3","100411","1009804","0","lsv_exactly_joy_in","","1009804099"
"0","0","","","21","vo_lsv","1009804","","vo_lsv_0430","","1009804100"
"1","10","0","1","11","100411","1009804","0","それ、いいっ！　いいよ！\nにいちゃん、わかってるー！\nそういうのロマンだよね！","0","1009804101"
"","","","","91","0","1009804","","","","1009804102"
"","1","","","3","100411","1009804","0.2","lsv_idle_wish_joy","","1009804103"
"","1","","","3","103611","1009804","0.2","lsv_talk_thinking_anger","","1009804104"
"0","0","","","21","vo_lsv","1009804","","vo_lsv_0431","","1009804105"
"1","10","0","1","11","103611","1009804","0","ミソギ、好きそうだよね。\n…でも、どれくらい\n大きいのかな？","0","1009804106"
"","","","","91","0","1009804","","","","1009804107"
"","1","","","3","103611","1009804","0.2","lsv_idle_thinking_anger","","1009804108"
"","1","","","3","102011","1009804","0.2","lsv_talk_memory_dere2","","1009804109"
"0","0","","","21","vo_lsv","1009804","","vo_lsv_0432","","1009804110"
"1","10","0","1","11","102011","1009804","0","う～ん…\nお城よりおっきいかも！\nかっこいいね～♪","0","1009804111"
"","","","","91","0","1009804","","","","1009804112"
"","","","","101","1009804137","1009804","","","","1009804113"
"lsv_idle_normal","0","0.2","1","3","102011","1009804","0","lsv_choice","","1009804114"
"lsv_idle_normal","0","0.2","1","3","103611","1009804","0","lsv_choice","","1009804115"
"lsv_idle_normal","0","0.2","1","3","100411","1009804","0","lsv_choice","","1009804116"
"","","","","93","0.1","1009804","","0","","1009804117"
"0.33","-235","0.2","2","2","102011","1009804","","-200","","1009804118"
"0.33","-220","0.2","2","2","103611","1009804","","100","","1009804119"
"0.33","-250","0.2","2","2","100411","1009804","","270","","1009804120"
"","","","","93","0.7","1009804","","0","","1009804121"
"lsv_talk_arm_crossed_loop_joy","0","0.2","1","3","103611","1009804","0","lsv_talk_arm_crossed_joy","","1009804122"
"0","0","","","21","vo_lsv","1009804","","vo_lsv_0433","","1009804123"
"1","10","0","1","11","103611","1009804","0","……\nいい着眼点ですね。","0","1009804124"
"","","","","91","0","1009804","","","","1009804125"
"","1","","","3","103611","1009804","0.2","lsv_idle_arm_crossed_joy","","1009804126"
"lsv_talk_surprise","0","0.2","1","3","100411","1009804","0","lsv_surprise","","1009804127"
"0","0","","","21","vo_lsv","1009804","","vo_lsv_0434","","1009804128"
"1","10","0","1","11","100411","1009804","0","なんか、すごい納得してる！？\nま、ぬいぐるみがいいのは\nなんとなくわかるけどねー","0","1009804129"
"","","","","91","0","1009804","","","","1009804130"
"","1","","","3","100411","1009804","0.2","lsv_idle_surprise","","1009804131"
"","1","","","3","102011","1009804","0.2","lsv_talk_joy3","","1009804132"
"0","0","","","21","vo_lsv","1009804","","vo_lsv_0435","","1009804133"
"1","10","0","1","11","102011","1009804","0","じゃあ、今からみんなで\n作ってみようよ～\nとってもかわいいぬいぐるみ♪","0","1009804134"
"","","","","91","0","1009804","","","","1009804135"
"","","","","101","1009804137","1009804","","","","1009804136"
"","","","","91","0","1009804","","","","1009804137"
"","","","","102","","1009804","","","","1009804138"
"","","","","22","0","1009804","","0.2","","1009804139"
"","","","","93","0.2","1009804","","","","1009804140"
"0","1","0","0","12","102011","1009804","0","8","0","1009804141"
"","1","","","3","102011","1009804","0.2","lsv_talk_guts2_joy_loop","","1009804142"
"","","","","93","3","1009804","","0","","1009804143"
"","1","","","3","102011","1009804","0.2","lsv_idle_normal_joyR","","1009804144"
"0","1","0","0","12","103611","1009804","0","7","0","1009804145"
"","1","","","3","103611","1009804","0.2","lsv_talk_surprise_kira","","1009804146"
"","","","","93","3","1009804","","0","","1009804147"
"","1","","","3","103611","1009804","0.2","lsv_idle_joy","","1009804148"
"0","1","0","0","12","100411","1009804","0","2","0","1009804149"
"lsv_talk_cool_bitter_loop","0","0.2","1","3","100411","1009804","0","lsv_talk_cool_bitter","","1009804150"
"","","","","93","3","1009804","","0","","1009804151"
"","1","","","3","100411","1009804","0.2","lsv_idle_cool","","1009804152"
"","","","","101","1009804141","1009804","","","","1009804153"
"1","1","0","0","6","333","1009804","1","1","","1009804154"
"","","","","4","102011","1009804","","1","","1009804155"
"","1","","","3","102011","1009804","0.2","lsv_run","","1009804156"
"0.8","-235","","0","2","102011","1009804","","-750","","1009804157"
"","","","","4","103611","1009804","","0","","1009804158"
"","1","","","3","103611","1009804","0.2","lsv_run","","1009804159"
"0.8","-220","","0","2","103611","1009804","","750","","1009804160"
"","","","","4","100411","1009804","","0","","1009804161"
"","1","","","3","100411","1009804","0.2","lsv_run","","1009804162"
"0.8","-250","","0","2","100411","1009804","","850","","1009804163"
"","","","","93","0.6","1009804","","","","1009804164"
"1","1","0","0","6","102011","1009804","0.2","1","","1009804165"
"1","1","0","0","6","103611","1009804","0.2","1","","1009804166"
"1","1","0","0","6","100411","1009804","0.2","1","","1009804167"
"","","","","91","0","1009804","","","","1009804168"
"-650","102","0","-235","1","1","1009805","1.95","100411","lsv_idle_normal","1009805001"
"650","100","1","-220","1","1","1009805","1.95","102011","lsv_idle_normal","1009805002"
"750","101","1","-250","1","1","1009805","1.95","103611","lsv_idle_normal","1009805003"
"0","0","0","0","5","1","1009805","1","333","lsv_white_loop","1009805004"
"1","1","0","0","6","333","1009805","0","1","","1009805005"
"1","1","0","0","6","100411","1009805","0","1","","1009805006"
"1","1","0","0","6","102011","1009805","0","1","","1009805007"
"1","1","0","0","6","103611","1009805","0","1","","1009805008"
"","","","","93","1","1009805","","0","","1009805009"
"1","1","0","0.4","6","333","1009805","0.8","1","","1009805010"
"","1","","","3","100411","1009805","0.2","lsv_run","","1009805011"
"1","-235","","0","2","100411","1009805","","-200","","1009805012"
"1","1","0","1","6","100411","1009805","0.4","1","","1009805013"
"","1","","","3","102011","1009805","0.2","lsv_walk_surprise","","1009805014"
"2","-220","","0","2","102011","1009805","","100","","1009805015"
"1","1","0","1","6","102011","1009805","0.4","1","","1009805016"
"","1","","","3","103611","1009805","0.2","lsv_walk_surprise","","1009805017"
"2","-250","","0","2","103611","1009805","","270","","1009805018"
"1","1","0","1","6","103611","1009805","0.4","1","","1009805019"
"","","","","93","1","1009805","","0","","1009805020"
"","1","","","3","100411","1009805","0.2","lsv_idle_joy_normal","","1009805021"
"","","","","93","1","1009805","","0","","1009805022"
"","1","","","3","102011","1009805","0.2","lsv_idle_normal","","1009805023"
"","1","","","3","103611","1009805","0.2","lsv_idle_normal","","1009805024"
"","","","","93","0.6","1009805","","0","","1009805025"
"lsv_talk_guts1_loop","0","0.2","1","3","100411","1009805","0","lsv_talk_guts1","","1009805026"
"0","0","","","21","vo_lsv","1009805","","vo_lsv_0521","","1009805027"
"1","10","0","1","11","100411","1009805","0","罠をしかけた結果はっぴょー！\n結果は～…？","0","1009805028"
"","","","","91","0","1009805","","","","1009805029"
"","1","","","3","100411","1009805","0.2","lsv_talk_anger_dead","","1009805030"
"0","0","","","21","vo_lsv","1009805","","vo_lsv_0522","","1009805031"
"1","10","0","1","11","100411","1009805","0","一匹も\n捕まえられませんでした！\nがっくし！","0","1009805032"
"","","","","91","0","1009805","","","","1009805033"
"","1","","","3","100411","1009805","0.2","lsv_idle_anger1","","1009805034"
"","1","","","3","102011","1009805","0.2","lsv_talk_normal_sad","","1009805035"
"0","0","","","21","vo_lsv","1009805","","vo_lsv_0523","","1009805036"
"1","10","0","1","11","102011","1009805","0","残念だったね～\nやっぱり罠が少なかったの\nかなぁ？","0","1009805037"
"","","","","91","0","1009805","","","","1009805038"
"","1","","","3","102011","1009805","0.2","lsv_idle_normal","","1009805039"
"","1","","","3","103611","1009805","0.2","lsv_talk_joy1_sad","","1009805040"
"0","0","","","21","vo_lsv","1009805","","vo_lsv_0524","","1009805041"
"1","10","0","1","11","103611","1009805","0","というか、カブトムシを\n捕まえたら\n何をするつもりだったの？","0","1009805042"
"","","","","91","0","1009805","","","","1009805043"
"","1","","","3","103611","1009805","0.2","lsv_idle_normal","","1009805044"
"lsv_talk_arm_crossed_loop_anger","0","0.2","1","3","100411","1009805","0","lsv_talk_arm_crossed_anger","","1009805045"
"0","0","","","21","vo_lsv","1009805","","vo_lsv_0525","","1009805046"
"1","10","0","1","11","100411","1009805","0","ふっふっふ…！\nそれはもちろん！\n…考えてなかったなー","0","1009805047"
"","","","","91","0","1009805","","","","1009805048"
"","1","","","3","100411","1009805","0.2","lsv_idle_arm_crossed_anger","","1009805049"
"","1","","","3","102011","1009805","0.2","lsv_idle_bitter","","1009805050"
"","1","","","3","103611","1009805","0.2","lsv_talk_tsun_sad","","1009805051"
"0","0","","","21","vo_lsv","1009805","","vo_lsv_0526","","1009805052"
"1","10","0","1","11","103611","1009805","0","ええっ？\n一応、自由研究だって\nいうから付き合ったのに…！","0","1009805053"
"","","","","91","0","1009805","","","","1009805054"
"","1","","","3","103611","1009805","0.2","lsv_idle_wish_sad","","1009805055"
"","1","","","3","100411","1009805","0.2","lsv_talk_cool_bitter_loop","","1009805056"
"0","0","","","21","vo_lsv","1009805","","vo_lsv_0527","","1009805057"
"1","10","0","1","11","100411","1009805","0","あ、あはははー\n…ちなみに、にいちゃんなら\nどんなことをしたい？","0","1009805058"
"","","","","91","0","1009805","","","","1009805059"
"","1","","","3","100411","1009805","0.2","lsv_idle_cool","","1009805060"
"lsv_look_idle_normal","0","0.2","1","3","100411","1009805","0","lsv_choice","","1009805061"
"lsv_look_idle_normal","0","0.2","1","3","102011","1009805","0","lsv_choice","","1009805062"
"lsv_look_idle_normal","0","0.2","1","3","103611","1009805","0","lsv_choice","","1009805063"
"","","","","93","0.1","1009805","","0","","1009805064"
"0.33","-235","0.2","2","2","100411","1009805","","-452","","1009805065"
"0.33","-220","0.2","2","2","102011","1009805","","420","","1009805066"
"0.33","-250","0.2","2","2","103611","1009805","","545","","1009805067"
"","1","","","22","0","1009805","0.2","0","","1009805068"
"","0","","","103","カブトムシバトル！","1009805","","1009805072","","1009805069"
"","0","","","103","観察日記を書く。","1009805","","1009805103","","1009805070"
"","0","","","103","捕まえることがロマン。","1009805","","1009805127","","1009805071"
"lsv_idle_normal","0","0.2","1","3","100411","1009805","0","lsv_choice","","1009805072"
"lsv_idle_normal","0","0.2","1","3","102011","1009805","0","lsv_choice","","1009805073"
"lsv_idle_normal","0","0.2","1","3","103611","1009805","0","lsv_choice","","1009805074"
"","","","","93","0.1","1009805","","0","","1009805075"
"0.33","-235","0.2","2","2","100411","1009805","","-200","","1009805076"
"0.33","-220","0.2","2","2","102011","1009805","","100","","1009805077"
"0.33","-250","0.2","2","2","103611","1009805","","270","","1009805078"
"","","","","93","0.7","1009805","","0","","1009805079"
"lsv_exactly_joy_loop","0","0.2","1","3","100411","1009805","0","lsv_exactly_joy_in","","1009805080"
"","1","","","3","103611","1009805","0.2","lsv_idle_normal","","1009805081"
"0","0","","","21","vo_lsv","1009805","","vo_lsv_0528","","1009805082"
"1","10","0","1","11","100411","1009805","0","カブトムシといえば\nそれだよね！","0","1009805083"
"","","","","91","0","1009805","","","","1009805084"
"","1","","","3","100411","1009805","0.2","lsv_idle_joy","","1009805085"
"","1","","","3","103611","1009805","0.2","lsv_talk_thinking_anger","","1009805086"
"0","0","","","21","vo_lsv","1009805","","vo_lsv_0529","","1009805087"
"1","10","0","1","11","103611","1009805","0","うーん…カブトムシの\n強さを調べるとかなら\n自由研究になりそう…かも？","0","1009805088"
"","","","","91","0","1009805","","","","1009805089"
"","1","","","3","103611","1009805","0.2","lsv_idle_sad_normal","","1009805090"
"","1","","","3","102011","1009805","0.2","lsv_talk_joy1_normal","","1009805091"
"0","0","","","21","vo_lsv","1009805","","vo_lsv_0530","","1009805092"
"1","10","0","1","11","102011","1009805","0","でも、あんまり\n無茶なバトルはさせちゃ\nダメだよ？　ミミと約束ねっ。","0","1009805093"
"","","","","91","0","1009805","","","","1009805094"
"","1","","","3","102011","1009805","0.2","lsv_idle_normal_joyR","","1009805095"
"lsv_idle_normal","0","0.2","1","3","103611","1009805","0","lsv_handsup_joy2","","1009805096"
"lsv_idle_joy","0","0.2","1","3","100411","1009805","0","lsv_handsup_joy","","1009805097"
"0","0","","","21","vo_lsv","1009805","","vo_lsv_0531","","1009805098"
"1","10","0","1","11","103611","1009805","0","はーい！","0","1009805099"
"1","10","0","1","11","100411","1009805","0","はーい！","0","1009805100"
"","","","","91","0","1009805","","","","1009805101"
"","","","","101","1009805152","1009805","","","","1009805102"
"lsv_idle_normal","0","0.2","1","3","100411","1009805","0","lsv_choice","","1009805103"
"lsv_idle_normal","0","0.2","1","3","102011","1009805","0","lsv_choice","","1009805104"
"lsv_idle_normal","0","0.2","1","3","103611","1009805","0","lsv_choice","","1009805105"
"","","","","93","0.1","1009805","","0","","1009805106"
"0.33","-235","0.2","2","2","100411","1009805","","-200","","1009805107"
"0.33","-220","0.2","2","2","102011","1009805","","100","","1009805108"
"0.33","-250","0.2","2","2","103611","1009805","","270","","1009805109"
"","","","","93","0.7","1009805","","0","","1009805110"
"lsv_talk_arm_crossed_loop_joy","0","0.2","1","3","103611","1009805","0","lsv_talk_arm_crossed_joy","","1009805111"
"0","0","","","21","vo_lsv","1009805","","vo_lsv_0532","","1009805112"
"1","10","0","1","11","103611","1009805","0","それならわかります。\nきちんとした観察をすれば\n自然とお勉強になりますし。","0","1009805113"
"","","","","91","0","1009805","","","","1009805114"
"","1","","","3","103611","1009805","0.2","lsv_idle_arm_crossed_joy","","1009805115"
"","1","","","3","102011","1009805","0.2","lsv_talk_joy3_blink","","1009805116"
"0","0","","","21","vo_lsv","1009805","","vo_lsv_0533","","1009805117"
"1","10","0","1","11","102011","1009805","0","観察だったら\n海でもやったよね。\n楽しかったな～♪","0","1009805118"
"","","","","91","0","1009805","","","","1009805119"
"","1","","","3","102011","1009805","0.2","lsv_idle_normal_joyR","","1009805120"
"lsv_talk_guts2_anger_loop","0","0.2","1","3","100411","1009805","0","lsv_talk_guts2_anger","","1009805121"
"0","0","","","21","vo_lsv","1009805","","vo_lsv_0534","","1009805122"
"1","10","0","1","11","100411","1009805","0","そっか、あれならできそう！\nよーし、観察日記書くぞー！\n目指せっ、全カブトムシ制覇！","0","1009805123"
"","","","","91","0","1009805","","","","1009805124"
"","1","","","3","100411","1009805","0.2","lsv_idle_guts2_joy","","1009805125"
"","","","","101","1009805152","1009805","","","","1009805126"
"lsv_idle_normal","0","0.2","1","3","100411","1009805","0","lsv_choice","","1009805127"
"lsv_idle_normal","0","0.2","1","3","102011","1009805","0","lsv_choice","","1009805128"
"lsv_idle_normal","0","0.2","1","3","103611","1009805","0","lsv_choice","","1009805129"
"","","","","93","0.1","1009805","","0","","1009805130"
"0.33","-235","0.2","2","2","100411","1009805","","-200","","1009805131"
"0.33","-220","0.2","2","2","102011","1009805","","100","","1009805132"
"0.33","-250","0.2","2","2","103611","1009805","","270","","1009805133"
"","","","","93","0.7","1009805","","0","","1009805134"
"","1","","","3","102011","1009805","0.2","lsv_talk_surprise","","1009805135"
"","1","","","3","103611","1009805","0.2","lsv_idle_normal","","1009805136"
"0","0","","","21","vo_lsv","1009805","","vo_lsv_0535","","1009805137"
"1","10","0","1","11","102011","1009805","0","捕まえるのがいいんだ～\nミソギちゃんもそうなの？","0","1009805138"
"","","","","91","0","1009805","","","","1009805139"
"","1","","","3","102011","1009805","0.2","lsv_idle_surprise","","1009805140"
"lsv_talk_arm_crossed_loop_anger","0","0.2","1","3","100411","1009805","0","lsv_talk_arm_crossed_anger","","1009805141"
"0","0","","","21","vo_lsv","1009805","","vo_lsv_0536","","1009805142"
"1","10","0","1","11","100411","1009805","0","…ふっ、やるね。\nそれでこそ、\nミソギのにいちゃんだよ。","0","1009805143"
"","","","","91","0","1009805","","","","1009805144"
"","1","","","3","100411","1009805","0.2","lsv_idle_arm_crossed_anger","","1009805145"
"","1","","","3","103611","1009805","0.2","lsv_talk_thinking_anger","","1009805146"
"0","0","","","21","vo_lsv","1009805","","vo_lsv_0537","","1009805147"
"1","10","0","1","11","103611","1009805","0","なんだか通じ合ってる…！\n…ロマンも自由研究の\nテーマになるのかな？","0","1009805148"
"","","","","91","0","1009805","","","","1009805149"
"","1","","","3","103611","1009805","0.2","lsv_idle_thinking_anger","","1009805150"
"","","","","101","1009805152","1009805","","","","1009805151"
"","","","","91","0","1009805","","","","1009805152"
"","","","","102","","1009805","","","","1009805153"
"","","","","22","0","1009805","","0.2","","1009805154"
"","","","","93","0.2","1009805","","","","1009805155"
"0","1","0","0","12","100411","1009805","0","7","0","1009805156"
"lsv_surprise3_kira_loop","0","0.2","1","3","100411","1009805","0","lsv_surprise3_kira","","1009805157"
"","","","","93","3","1009805","","0","","1009805158"
"","1","","","3","100411","1009805","0.2","lsv_idle_cool","","1009805159"
"0","1","0","0","12","103611","1009805","0","11","0","1009805160"
"lsv_talk_guts1_loop","0","0.2","1","3","103611","1009805","0","lsv_talk_guts1","","1009805161"
"","","","","93","3","1009805","","0","","1009805162"
"","1","","","3","103611","1009805","0.2","lsv_idle_joy","","1009805163"
"0","1","0","0","12","102011","1009805","0","5","0","1009805164"
"","1","","","3","102011","1009805","0.2","lsv_talk_wish_surprise","","1009805165"
"","","","","93","3","1009805","","0","","1009805166"
"","1","","","3","102011","1009805","0.2","lsv_idle_normal_joyR","","1009805167"
"","","","","101","1009805156","1009805","","","","1009805168"
"1","1","0","0","6","333","1009805","1","1","","1009805169"
"","","","","4","100411","1009805","","1","","1009805170"
"","1","","","3","100411","1009805","0.2","lsv_run","","1009805171"
"0.8","-235","","0","2","100411","1009805","","-750","","1009805172"
"","","","","4","102011","1009805","","0","","1009805173"
"","1","","","3","102011","1009805","0.2","lsv_run","","1009805174"
"0.8","-220","","0","2","102011","1009805","","750","","1009805175"
"","","","","4","103611","1009805","","0","","1009805176"
"","1","","","3","103611","1009805","0.2","lsv_run","","1009805177"
"0.8","-250","","0","2","103611","1009805","","850","","1009805178"
"","","","","93","0.6","1009805","","","","1009805179"
"1","1","0","0","6","100411","1009805","0.2","1","","1009805180"
"1","1","0","0","6","102011","1009805","0.2","1","","1009805181"
"1","1","0","0","6","103611","1009805","0.2","1","","1009805182"
"","","","","91","0","1009805","","","","1009805183"
"-200","102","0","-495","1","1","1009806","1.95","122711","lsv_idle_normal","1009806001"
"100","100","1","-480","1","1","1009806","1.95","122911","lsv_idle_normal","1009806002"
"270","101","1","-510","1","1","1009806","1.95","122811","lsv_idle_normal","1009806003"
"0","0","0","0","5","1","1009806","1","333","lsv_white_loop","1009806004"
"1","1","0","0","6","333","1009806","0","1","","1009806005"
"1","1","0","0","6","122711","1009806","0","1","","1009806006"
"1","1","0","0","6","122911","1009806","0","1","","1009806007"
"1","1","0","0","6","122811","1009806","0","1","","1009806008"
"","","","","93","1","1009806","","0","","1009806009"
"1","1","0","0.4","6","333","1009806","0.8","1","","1009806010"
"lsv_idle_normal","0","0.2","1","3","122711","1009806","0.2","lsv_jump2","","1009806011"
"lsv_idle_normal","0","0.2","1","3","122911","1009806","0.2","lsv_jump2","","1009806012"
"lsv_idle_normal","0","0.2","1","3","122811","1009806","0.2","lsv_jump2","","1009806013"
"","","","","93","0.3","1009806","","","","1009806014"
"0.75","-235","","0","2","122711","1009806","","-200","","1009806015"
"0.75","-220","","0","2","122911","1009806","","100","","1009806016"
"0.75","-250","","0","2","122811","1009806","","270","","1009806017"
"1","1","0","1","6","122711","1009806","0.4","1","","1009806018"
"1","1","0","1","6","122911","1009806","0.4","1","","1009806019"
"1","1","0","1","6","122811","1009806","0.4","1","","1009806020"
"0","0.2","0","","12","122711","1009806","0","6","","1009806021"
"0","0.2","0","","12","122911","1009806","0","6","","1009806022"
"0","0.2","0","","12","122811","1009806","0","6","","1009806023"
"","","","","93","2","1009806","","0","","1009806024"
"","1","","","3","122711","1009806","0.2","lsv_talk_normal","","1009806025"
"0","0","","","21","vo_lsv","1009806","","vo_lsv_0621","","1009806026"
"1","10","0","1","11","122711","1009806","0","海もよかったけど、\nプールはプールで楽しいよね。","0","1009806027"
"","","","","91","0","1009806","","","","1009806028"
"","1","","","3","122711","1009806","0.2","lsv_idle_normal","","1009806029"
"lsv_idle_normal","0","0.2","1","3","122811","1009806","0","lsv_agree1","","1009806030"
"lsv_idle_normal_joyR","0","0.2","1","3","122911","1009806","0","lsv_agree2","","1009806031"
"0","0","","","21","vo_lsv","1009806","","vo_lsv_0622","","1009806032"
"1","10","0","1","11","122811","1009806","0","ねー♪","0","1009806033"
"1","10","0","1","11","122911","1009806","0","ねー♪","0","1009806034"
"","","","","91","0","1009806","","","","1009806035"
"lsv_talk_arm_crossed_loop_joy","0","0.2","1","3","122711","1009806","0","lsv_talk_arm_crossed_joy","","1009806036"
"0","0","","","21","vo_lsv","1009806","","vo_lsv_0623","","1009806037"
"1","10","0","1","11","122711","1009806","0","危険はないし、\n涼しくなれたし。\nあれくらいがちょうどいいよ。","0","1009806038"
"","","","","91","0","1009806","","","","1009806039"
"","1","","","3","122711","1009806","0.2","lsv_idle_arm_crossed_joy","","1009806040"
"","1","","","3","122911","1009806","0.2","lsv_talk_wish_joy","","1009806041"
"0","0","","","21","vo_lsv","1009806","","vo_lsv_0624","","1009806042"
"1","10","0","1","11","122911","1009806","0","キョウカちゃん、\nプールが大好きなんだね～♪","0","1009806043"
"","","","","91","0","1009806","","","","1009806044"
"","1","","","3","122911","1009806","0.2","lsv_idle_wish_joy","","1009806045"
"lsv_talk_cool_normal2_loop","0","0.2","1","3","122811","1009806","0","lsv_talk_cool_normal2","","1009806046"
"0","0","","","21","vo_lsv","1009806","","vo_lsv_0625","","1009806047"
"1","10","0","1","11","122811","1009806","0","次は大きいプールで\n思いっきり泳ぐのもいいよね！\nで、泳いだあとには～…","0","1009806048"
"","","","","91","0","1009806","","","","1009806049"
"","1","","","3","122811","1009806","0.2","lsv_idle_cool","","1009806050"
"lsv_look_idle_normal","0","0.2","1","3","122711","1009806","0","lsv_choice","","1009806051"
"lsv_look_idle_normal","0","0.2","1","3","122911","1009806","0","lsv_choice","","1009806052"
"lsv_look_idle_normal","0","0.2","1","3","122811","1009806","0","lsv_choice","","1009806053"
"","","","","93","0.1","1009806","","0","","1009806054"
"0.33","-235","0.2","2","2","122711","1009806","","-452","","1009806055"
"0.33","-220","0.2","2","2","122911","1009806","","420","","1009806056"
"0.33","-250","0.2","2","2","122811","1009806","","545","","1009806057"
"","1","","","22","0","1009806","0.2","0","","1009806058"
"","0","","","103","アイスを食べよう。","1009806","","1009806062","","1009806059"
"","0","","","103","焼きそばを食べよう。","1009806","","1009806086","","1009806060"
"","0","","","103","ラムネを飲もう。","1009806","","1009806109","","1009806061"
