21ee11d2b08f312fca3c948a9967ae8db8832f64d68150bbab49ce2cb807c9e3,47a6dc4701bf93c5c6f39f6e4e503da029f2bfab362f765d09711999b06ab169,259b749438990a290ff8eba7048fe84c5718fa167dfecbb5d4e5f857a2a94b8d,babcaa3163c34b17fa6f607796b3e4702879a0e5307bdf41d9b9ecdb54155932,857e8ee1c806dd91ab2a69583ab4547593aeed2e3fd3786e3cffe08685b02fd5,649cf31ffa54b458f3182c6bb4916966bfb02e7933018d54876476f99355c629,b400c37eb7e9cdd2f1bff3fa92d86b6e11c87380153b80f6f863f454eb8f95bf,f5a859b828d5183cf3bf2ad2f404237470e3682fd191e294a11ce34cae2b4f5d,4c063902401c69b9540cd0f24450124b95f8b8e8e4e4ad056a66b8ec6bbd7d7d,1647cb030d696c91be547715223123fdaa2bc10151393e3e8735d90311fb6f8c,ecc6812758b34d3210cd7757be48e766bfebdacb131ff5b6f4f922e40eec6876,0b614ab7d7d52b3324accb0212bd1bdc27d5588fd9a0fa9ccda5d7a45341bdde
"10076027","4","5076005","2021/09/30 12:00:00","1003","117801","2021/10/14 20:59:59","0","10076","0","1","5076447"
"10076028","7","5076005","2021/09/30 12:00:00","1003","117701","2021/10/14 20:59:59","0","10076","0","1","5076448"
"10076029","10","5076005","2021/09/30 12:00:00","1003","117901","2021/10/14 20:59:59","0","10076","0","1","5076449"
"10076030","13","5076005","2021/09/30 12:00:00","1003","117701","2021/10/14 20:59:59","0","10076","0","1","5076450"
"10076031","15","5076005","2021/09/30 12:00:00","1003","117701","2021/10/14 20:59:59","0","10076","0","1","5076451"
"10077001","114101","0","2021/10/18 12:00:00","1004","114101","2021/10/27 20:59:59","0","10077","0","0","5050401"
"10077002","1007703","0","2021/10/18 12:00:00","1002","100501","2021/10/27 20:59:59","0","10077","1","0","5050422"
"10077003","10","0","2021/10/18 12:00:00","1001","100501","2021/10/27 20:59:59","0","10077","0","0","5050423"
"10077004","20","0","2021/10/18 12:00:00","1001","105401","2021/10/27 20:59:59","0","10077","0","0","5050424"
"10077005","30","0","2021/10/18 12:00:00","1001","100301","2021/10/27 20:59:59","0","10077","0","0","5050425"
"10077006","2","0","2021/10/18 12:00:00","1003","105401","2021/10/27 20:59:59","0","10077","0","0","5050426"
"10077007","3","0","2021/10/18 12:00:00","1003","100301","2021/10/27 20:59:59","0","10077","0","0","5050427"
"10077008","4","0","2021/10/18 12:00:00","1003","100501","2021/10/27 20:59:59","0","10077","0","0","5050428"
"10077009","5","0","2021/10/18 12:00:00","1003","105401","2021/10/27 20:59:59","0","10077","0","0","5050429"
"10077010","6","0","2021/10/18 12:00:00","1003","100301","2021/10/27 20:59:59","0","10077","0","0","5050430"
"10077011","8","0","2021/10/18 12:00:00","1003","105401","2021/10/27 20:59:59","0","10077","0","0","5050431"
"10077012","1007703","5050001","2021/10/18 12:00:00","1002","114101","2021/10/27 20:59:59","0","10077","1","1","5050402"
"10077013","10","5050001","2021/10/18 12:00:00","1001","114101","2021/10/27 20:59:59","0","10077","0","1","5050403"
"10077014","20","5050001","2021/10/18 12:00:00","1001","113901","2021/10/27 20:59:59","0","10077","0","1","5050404"
"10077015","30","5050001","2021/10/18 12:00:00","1001","114001","2021/10/27 20:59:59","0","10077","0","1","5050405"
"10077016","2","5050001","2021/10/18 12:00:00","1003","113901","2021/10/27 20:59:59","0","10077","0","1","5050406"
"10077017","3","5050001","2021/10/18 12:00:00","1003","114001","2021/10/27 20:59:59","0","10077","0","1","5050407"
"10077018","4","5050001","2021/10/18 12:00:00","1003","114101","2021/10/27 20:59:59","0","10077","0","1","5050408"
"10077019","5","5050001","2021/10/18 12:00:00","1003","113901","2021/10/27 20:59:59","0","10077","0","1","5050409"
"10077020","6","5050001","2021/10/18 12:00:00","1003","114001","2021/10/27 20:59:59","0","10077","0","1","5050410"
"10077021","8","5050001","2021/10/18 12:00:00","1003","113901","2021/10/27 20:59:59","0","10077","0","1","5050411"
"10078001","10","0","2021/10/31 12:00:00","1001","120101","2021/11/14 20:59:59","0","10078","0","0","5078403"
"10078002","20","0","2021/10/31 12:00:00","1001","120201","2021/11/14 20:59:59","0","10078","0","0","5078404"
"10078004","2","0","2021/10/31 12:00:00","1003","120101","2021/11/14 20:59:59","0","10078","0","0","5078406"
"10078005","4","5078002","2021/10/31 12:00:00","1003","120201","2021/11/14 20:59:59","0","10078","0","0","5078407"
"10078006","10","5078004","2021/10/31 12:00:00","1001","120101","2021/11/14 20:59:59","0","10078","0","1","5078423"
"10078007","20","5078004","2021/10/31 12:00:00","1001","120201","2021/11/14 20:59:59","0","10078","0","1","5078424"
"10078008","30","0","2021/10/31 12:00:00","1001","120301","2021/11/14 20:59:59","0","10078","0","0","5078425"
"10078009","2","5078004","2021/10/31 12:00:00","1003","120101","2021/11/14 20:59:59","0","10078","0","1","5078426"
"10078010","4","5078004","2021/10/31 12:00:00","1003","120201","2021/11/14 20:59:59","0","10078","0","1","5078427"
"10078011","7","5078004","2021/10/31 12:00:00","1003","120301","2021/11/14 20:59:59","0","10078","0","1","5078428"
"10078012","1007803","0","2021/10/31 12:00:00","1002","119001","2021/11/14 20:59:59","0","10078","1","0","5078442"
"10078013","10","5078006","2021/10/31 12:00:00","1001","119001","2021/11/14 20:59:59","0","10078","0","1","5078443"
"10078014","20","5078006","2021/10/31 12:00:00","1001","119101","2021/11/14 20:59:59","0","10078","0","1","5078444"
"10078015","30","5078006","2021/10/31 12:00:00","1001","120001","2021/11/14 20:59:59","0","10078","0","1","5078445"
"10078016","2","5078006","2021/10/31 12:00:00","1003","119001","2021/11/14 20:59:59","0","10078","0","1","5078446"
"10078017","4","5078006","2021/10/31 12:00:00","1003","119101","2021/11/14 20:59:59","0","10078","0","1","5078447"
"10078018","7","5078006","2021/10/31 12:00:00","1003","120001","2021/11/14 20:59:59","0","10078","0","1","5078448"
"10078019","10","5078006","2021/10/31 12:00:00","1003","119001","2021/11/14 20:59:59","0","10078","0","1","5078449"
"10078020","13","5078006","2021/10/31 12:00:00","1003","119101","2021/11/14 20:59:59","0","10078","0","1","5078450"
"10078021","15","5078006","2021/10/31 12:00:00","1003","119001","2021/11/14 20:59:59","0","10078","0","1","5078451"
"10079001","1007903","0","2021/11/18 12:00:00","1002","114201","2021/11/25 20:59:59","0","10079","1","0","5052422"
"10079002","10","0","2021/11/18 12:00:00","1001","114201","2021/11/25 20:59:59","0","10079","0","0","5052403"
"10079003","20","0","2021/11/18 12:00:00","1001","103701","2021/11/25 20:59:59","0","10079","0","0","5052424"
"10079004","30","0","2021/11/18 12:00:00","1001","114201","2021/11/25 20:59:59","0","10079","0","0","5052405"
"10079005","2","0","2021/11/18 12:00:00","1003","114201","2021/11/25 20:59:59","0","10079","0","0","5052406"
"10079006","3","0","2021/11/18 12:00:00","1003","103701","2021/11/25 20:59:59","0","10079","0","0","5052427"
"10079007","4","0","2021/11/18 12:00:00","1003","114201","2021/11/25 20:59:59","0","10079","0","0","5052408"
"10079008","5","0","2021/11/18 12:00:00","1003","103701","2021/11/25 20:59:59","0","10079","0","0","5052429"
"10079009","6","0","2021/11/18 12:00:00","1003","114201","2021/11/25 20:59:59","0","10079","0","0","5052410"
"10079010","8","0","2021/11/18 12:00:00","1003","114201","2021/11/25 20:59:59","0","10079","0","0","5052431"
"10079011","1007903","5052002","2021/11/18 12:00:00","1002","114201","2021/11/25 20:59:59","0","10079","1","1","5052402"
"10079012","20","5052002","2021/11/18 12:00:00","1001","114301","2021/11/25 20:59:59","0","10079","0","1","5052404"
"10079013","3","5052002","2021/11/18 12:00:00","1003","114301","2021/11/25 20:59:59","0","10079","0","1","5052407"
"10079014","5","5052002","2021/11/18 12:00:00","1003","114301","2021/11/25 20:59:59","0","10079","0","1","5052409"
"10079015","8","5052002","2021/11/18 12:00:00","1003","114201","2021/11/25 20:59:59","0","10079","0","1","5052411"
"10080001","119201","0","2021/11/30 12:00:00","1004","119201","2021/12/14 20:59:59","0","10080","0","0","5080401"
"10080002","1008003","0","2021/11/30 12:00:00","1002","103301","2021/12/14 20:59:59","0","10080","1","0","5080402"
"10080003","10","0","2021/11/30 12:00:00","1001","103301","2021/12/14 20:59:59","0","10080","0","0","5080403"
"10080004","20","0","2021/11/30 12:00:00","1001","101101","2021/12/14 20:59:59","0","10080","0","0","5080404"
"10080005","30","0","2021/11/30 12:00:00","1001","100701","2021/12/14 20:59:59","0","10080","0","0","5080405"
"10080006","2","0","2021/11/30 12:00:00","1003","100701","2021/12/14 20:59:59","0","10080","0","0","5080406"
"10080007","7","0","2021/11/30 12:00:00","1003","103301","2021/12/14 20:59:59","0","10080","0","0","5080408"
"10080008","13","0","2021/11/30 12:00:00","1003","100701","2021/12/14 20:59:59","0","10080","0","0","5080410"
"10080009","15","0","2021/11/30 12:00:00","1003","100701","2021/12/14 20:59:59","0","10080","0","0","5080411"
"10080010","4","5080001","2021/11/30 12:00:00","1003","101101","2021/12/14 20:59:59","0","10080","0","1","5080407"
"10080011","10","5080001","2021/11/30 12:00:00","1003","101101","2021/12/14 20:59:59","0","10080","0","1","5080409"
"10080012","1008003","5080002","2021/11/30 12:00:00","1002","119201","2021/12/14 20:59:59","0","10080","1","1","5080422"
"10080013","10","5080002","2021/11/30 12:00:00","1001","119201","2021/12/14 20:59:59","0","10080","0","1","5080423"
"10080014","20","5080002","2021/11/30 12:00:00","1001","119301","2021/12/14 20:59:59","0","10080","0","1","5080424"
"10080015","30","5080002","2021/11/30 12:00:00","1001","119901","2021/12/14 20:59:59","0","10080","0","1","5080425"
"10080016","2","5080002","2021/11/30 12:00:00","1003","119901","2021/12/14 20:59:59","0","10080","0","1","5080426"
"10080017","4","5080002","2021/11/30 12:00:00","1003","119301","2021/12/14 20:59:59","0","10080","0","1","5080427"
"10080018","7","5080002","2021/11/30 12:00:00","1003","119201","2021/12/14 20:59:59","0","10080","0","1","5080428"
"10080019","10","5080002","2021/11/30 12:00:00","1003","119301","2021/12/14 20:59:59","0","10080","0","1","5080429"
"10080020","13","5080002","2021/11/30 12:00:00","1003","119901","2021/12/14 20:59:59","0","10080","0","1","5080430"
"10080021","15","5080002","2021/11/30 12:00:00","1003","119901","2021/12/14 20:59:59","0","10080","0","1","5080431"
"10080022","119201","5080005","2021/11/30 12:00:00","1004","119201","2021/12/14 20:59:59","0","10080","0","1","5080421"
"10080023","1008003","5080005","2021/11/30 12:00:00","1002","119201","2021/12/14 20:59:59","0","10080","1","1","5080442"
"10080024","10","5080005","2021/11/30 12:00:00","1001","119201","2021/12/14 20:59:59","0","10080","0","1","5080443"
"10080025","20","5080005","2021/11/30 12:00:00","1001","119301","2021/12/14 20:59:59","0","10080","0","1","5080444"
"10080026","30","5080005","2021/11/30 12:00:00","1001","119901","2021/12/14 20:59:59","0","10080","0","1","5080445"
"10080027","2","5080005","2021/11/30 12:00:00","1003","119901","2021/12/14 20:59:59","0","10080","0","1","5080446"
"10080028","4","5080005","2021/11/30 12:00:00","1003","119301","2021/12/14 20:59:59","0","10080","0","1","5080447"
"10080029","7","5080005","2021/11/30 12:00:00","1003","119201","2021/12/14 20:59:59","0","10080","0","1","5080448"
"10080030","10","5080005","2021/11/30 12:00:00","1003","119301","2021/12/14 20:59:59","0","10080","0","1","5080449"
"10080031","13","5080005","2021/11/30 12:00:00","1003","119901","2021/12/14 20:59:59","0","10080","0","1","5080450"
"10080032","15","5080005","2021/11/30 12:00:00","1003","119901","2021/12/14 20:59:59","0","10080","0","1","5080451"
"10081001","114601","0","2021/12/17 12:00:00","1004","114601","2021/12/24 20:59:59","0","10081","0","0","5054401"
"10081002","1008103","0","2021/12/17 12:00:00","1002","114501","2021/12/24 20:59:59","0","10081","1","0","5054402"
"10081003","10","0","2021/12/17 12:00:00","1001","114401","2021/12/24 20:59:59","0","10081","0","0","5054403"
"10081004","20","0","2021/12/17 12:00:00","1001","114501","2021/12/24 20:59:59","0","10081","0","0","5054404"
"10081005","30","0","2021/12/17 12:00:00","1001","114501","2021/12/24 20:59:59","0","10081","0","0","5054405"
"10081006","2","0","2021/12/17 12:00:00","1003","114501","2021/12/24 20:59:59","0","10081","0","0","5054406"
"10081007","3","0","2021/12/17 12:00:00","1003","114401","2021/12/24 20:59:59","0","10081","0","0","5054407"
"10081008","4","0","2021/12/17 12:00:00","1003","114501","2021/12/24 20:59:59","0","10081","0","0","5054408"
"10081009","5","0","2021/12/17 12:00:00","1003","114401","2021/12/24 20:59:59","0","10081","0","0","5054409"
"10081010","6","0","2021/12/17 12:00:00","1003","114401","2021/12/24 20:59:59","0","10081","0","0","5054410"
"10081011","8","0","2021/12/17 12:00:00","1003","114401","2021/12/24 20:59:59","0","10081","0","0","5054411"
"10082001","120801","0","2021/12/31 12:00:00","1004","120801","2022/01/14 20:59:59","0","10082","0","0","5082401"
"10082002","1008203","0","2021/12/31 12:00:00","1002","120701","2022/01/14 20:59:59","0","10082","1","0","5082402"
"10082003","1008203","5082002","2021/12/31 12:00:00","1002","120701","2022/01/14 20:59:59","0","10082","1","1","5082422"
"10082004","1008203","5082004","2021/12/31 12:00:00","1002","120701","2022/01/14 20:59:59","0","10082","1","1","5082442"
"10082005","1008203","5082005","2021/12/31 12:00:00","1002","120701","2022/01/14 20:59:59","0","10082","1","1","5082402"
"10082006","10","0","2021/12/31 12:00:00","1001","120801","2022/01/14 20:59:59","0","10082","0","0","5082403"
"10082007","10","5082002","2021/12/31 12:00:00","1001","120801","2022/01/14 20:59:59","0","10082","0","1","5082423"
"10082008","10","5082004","2021/12/31 12:00:00","1001","120801","2022/01/14 20:59:59","0","10082","0","1","5082443"
"10082009","10","5082005","2021/12/31 12:00:00","1001","120801","2022/01/14 20:59:59","0","10082","0","1","5082403"
"10082010","20","0","2021/12/31 12:00:00","1001","120902","2022/01/14 20:59:59","0","10082","0","0","5082404"
"10082011","20","5082002","2021/12/31 12:00:00","1001","120902","2022/01/14 20:59:59","0","10082","0","1","5082424"
"10082012","20","5082004","2021/12/31 12:00:00","1001","120902","2022/01/14 20:59:59","0","10082","0","1","5082444"
"10082013","20","5082005","2021/12/31 12:00:00","1001","120902","2022/01/14 20:59:59","0","10082","0","1","5082404"
"10082014","30","0","2021/12/31 12:00:00","1001","120701","2022/01/14 20:59:59","0","10082","0","0","5082405"
"10082015","30","5082002","2021/12/31 12:00:00","1001","120701","2022/01/14 20:59:59","0","10082","0","1","5082425"
"10082016","30","5082004","2021/12/31 12:00:00","1001","120701","2022/01/14 20:59:59","0","10082","0","1","5082445"
"10082017","30","5082005","2021/12/31 12:00:00","1001","120701","2022/01/14 20:59:59","0","10082","0","1","5082405"
"10082018","2","0","2021/12/31 12:00:00","1003","120701","2022/01/14 20:59:59","0","10082","0","0","5082406"
"10082019","2","5082002","2021/12/31 12:00:00","1003","120701","2022/01/14 20:59:59","0","10082","0","1","5082426"
"10082020","2","5082004","2021/12/31 12:00:00","1003","120701","2022/01/14 20:59:59","0","10082","0","1","5082446"
"10082021","2","5082005","2021/12/31 12:00:00","1003","120701","2022/01/14 20:59:59","0","10082","0","1","5082406"
"10082022","4","0","2021/12/31 12:00:00","1003","120801","2022/01/14 20:59:59","0","10082","0","0","5082407"
"10082023","4","5082002","2021/12/31 12:00:00","1003","120801","2022/01/14 20:59:59","0","10082","0","1","5082427"
"10082024","4","5082004","2021/12/31 12:00:00","1003","120801","2022/01/14 20:59:59","0","10082","0","1","5082447"
"10082025","4","5082005","2021/12/31 12:00:00","1003","120801","2022/01/14 20:59:59","0","10082","0","1","5082407"
"10082026","7","0","2021/12/31 12:00:00","1003","120902","2022/01/14 20:59:59","0","10082","0","0","5082408"
"10082027","7","5082002","2021/12/31 12:00:00","1003","120902","2022/01/14 20:59:59","0","10082","0","1","5082428"
"10082028","7","5082004","2021/12/31 12:00:00","1003","120902","2022/01/14 20:59:59","0","10082","0","1","5082448"
"10082029","7","5082005","2021/12/31 12:00:00","1003","120902","2022/01/14 20:59:59","0","10082","0","1","5082408"
"10082030","10","0","2021/12/31 12:00:00","1003","120701","2022/01/14 20:59:59","0","10082","0","0","5082409"
"10082031","10","5082002","2021/12/31 12:00:00","1003","120701","2022/01/14 20:59:59","0","10082","0","1","5082429"
"10082032","10","5082004","2021/12/31 12:00:00","1003","120701","2022/01/14 20:59:59","0","10082","0","1","5082449"
"10082033","10","5082005","2021/12/31 12:00:00","1003","120701","2022/01/14 20:59:59","0","10082","0","1","5082409"
"10082034","13","0","2021/12/31 12:00:00","1003","120801","2022/01/14 20:59:59","0","10082","0","0","5082410"
"10082035","13","5082002","2021/12/31 12:00:00","1003","120801","2022/01/14 20:59:59","0","10082","0","1","5082430"
"10082036","13","5082004","2021/12/31 12:00:00","1003","120801","2022/01/14 20:59:59","0","10082","0","1","5082450"
"10082037","13","5082005","2021/12/31 12:00:00","1003","120801","2022/01/14 20:59:59","0","10082","0","1","5082410"
"10082038","15","0","2021/12/31 12:00:00","1003","120801","2022/01/14 20:59:59","0","10082","0","0","5082411"
"10082039","15","5082002","2021/12/31 12:00:00","1003","120801","2022/01/14 20:59:59","0","10082","0","1","5082431"
"10082040","15","5082004","2021/12/31 12:00:00","1003","120801","2022/01/14 20:59:59","0","10082","0","1","5082451"
"10082041","15","5082005","2021/12/31 12:00:00","1003","120801","2022/01/14 20:59:59","0","10082","0","1","5082411"
"10083001","114701","0","2022/01/18 12:00:00","1004","114701","2022/01/25 20:59:59","0","10083","0","0","5056401"
"10083002","1008303","0","2022/01/18 12:00:00","1002","105801","2022/01/25 20:59:59","0","10083","1","0","5056402"
"10083003","1008303","5056001","2022/01/18 12:00:00","1002","111801","2022/01/25 20:59:59","0","10083","1","1","5056422"
"10083004","10","0","2022/01/18 12:00:00","1001","106001","2022/01/25 20:59:59","0","10083","0","0","5056403"
"10083005","10","5056001","2022/01/18 12:00:00","1001","112001","2022/01/25 20:59:59","0","10083","0","1","5056423"
"10083006","20","0","2022/01/18 12:00:00","1001","105901","2022/01/25 20:59:59","0","10083","0","0","5056404"
"10083007","20","5056001","2022/01/18 12:00:00","1001","111901","2022/01/25 20:59:59","0","10083","0","1","5056424"
"10083008","30","0","2022/01/18 12:00:00","1001","105801","2022/01/25 20:59:59","0","10083","0","0","5056405"
"10083009","30","5056001","2022/01/18 12:00:00","1001","111801","2022/01/25 20:59:59","0","10083","0","1","5056425"
"10083010","2","0","2022/01/18 12:00:00","1003","105801","2022/01/25 20:59:59","0","10083","0","0","5056406"
"10083011","2","5056001","2022/01/18 12:00:00","1003","111801","2022/01/25 20:59:59","0","10083","0","1","5056426"
"10083012","3","0","2022/01/18 12:00:00","1003","106001","2022/01/25 20:59:59","0","10083","0","0","5056407"
"10083013","3","5056001","2022/01/18 12:00:00","1003","112001","2022/01/25 20:59:59","0","10083","0","1","5056427"
"10083014","4","0","2022/01/18 12:00:00","1003","105901","2022/01/25 20:59:59","0","10083","0","0","5056408"
"10083015","4","5056001","2022/01/18 12:00:00","1003","111901","2022/01/25 20:59:59","0","10083","0","1","5056428"
"10083016","5","0","2022/01/18 12:00:00","1003","106101","2022/01/25 20:59:59","0","10083","0","0","5056409"
"10083017","5","5056001","2022/01/18 12:00:00","1003","114701","2022/01/25 20:59:59","0","10083","0","1","5056429"
"10083018","6","0","2022/01/18 12:00:00","1003","107001","2022/01/25 20:59:59","0","10083","0","0","5056410"
"10083019","6","5056001","2022/01/18 12:00:00","1003","115001","2022/01/25 20:59:59","0","10083","0","1","5056430"
"10083020","8","0","2022/01/18 12:00:00","1003","105801","2022/01/25 20:59:59","0","10083","0","0","5056411"
"10083021","8","5056001","2022/01/18 12:00:00","1003","111801","2022/01/25 20:59:59","0","10083","0","1","5056431"
"10084001","1008403","0","2022/01/31 12:00:00","1002","106401","2022/02/20 20:59:59","0","10084","1","0","5084402"
"10084002","10","0","2022/01/31 12:00:00","1001","106401","2022/02/20 20:59:59","0","10084","0","0","5084403"
"10084003","20","0","2022/01/31 12:00:00","1001","106001","2022/02/20 20:59:59","0","10084","0","0","5084404"
"10084004","30","0","2022/01/31 12:00:00","1001","105901","2022/02/20 20:59:59","0","10084","0","0","5084405"
"10084005","2","5084003","2022/01/31 12:00:00","1003","106001","2022/02/20 20:59:59","0","10084","0","1","5084406"
"10084006","4","5084003","2022/01/31 12:00:00","1003","105901","2022/02/20 20:59:59","0","10084","0","1","5084407"
"10084007","7","5084003","2022/01/31 12:00:00","1003","106401","2022/02/20 20:59:59","0","10084","0","1","5084408"
"10084008","1008403","5084003","2022/01/31 12:00:00","1002","106401","2022/02/20 20:59:59","0","10084","1","1","5084422"
"10084009","10","5084003","2022/01/31 12:00:00","1001","106401","2022/02/20 20:59:59","0","10084","0","1","5084423"
"10084010","20","5084003","2022/01/31 12:00:00","1001","106001","2022/02/20 20:59:59","0","10084","0","1","5084424"
"10084011","30","5084003","2022/01/31 12:00:00","1001","105901","2022/02/20 20:59:59","0","10084","0","1","5084425"
"10085001","121201","0","2022/02/07 12:00:00","1004","121201","2022/02/20 20:59:59","0","10085","0","0","5085401"
"10085002","1008503","0","2022/02/07 12:00:00","1002","121201","2022/02/20 20:59:59","0","10085","1","0","5085402"
"10085003","10","0","2022/02/07 12:00:00","1001","106001","2022/02/20 20:59:59","0","10085","0","0","5085403"
"10085004","20","0","2022/02/07 12:00:00","1001","105801","2022/02/20 20:59:59","0","10085","0","0","5085404"
"10085005","30","0","2022/02/07 12:00:00","1001","121201","2022/02/20 20:59:59","0","10085","0","0","5085405"
"10085006","10","5085005","2022/02/07 12:00:00","1003","121001","2022/02/20 20:59:59","0","10085","0","1","5085406"
"10085007","12","5085005","2022/02/07 12:00:00","1003","121101","2022/02/20 20:59:59","0","10085","0","1","5085407"
"10085008","17","5085005","2022/02/07 12:00:00","1003","121201","2022/02/20 20:59:59","0","10085","0","1","5085408"
"10085009","21","5085005","2022/02/07 12:00:00","1003","121001","2022/02/20 20:59:59","0","10085","0","1","5085411"
"10085010","1008503","5085004","2022/02/07 12:00:00","1002","121201","2022/02/20 20:59:59","0","10085","1","1","5085422"
"10085011","10","5085004","2022/02/07 12:00:00","1001","106001","2022/02/20 20:59:59","0","10085","0","1","5085423"
"10085012","20","5085004","2022/02/07 12:00:00","1001","105801","2022/02/20 20:59:59","0","10085","0","1","5085424"
"10085013","30","5085004","2022/02/07 12:00:00","1001","121201","2022/02/20 20:59:59","0","10085","0","1","5085425"
"10085014","1008503","5085005","2022/02/07 12:00:00","1002","121201","2022/02/20 20:59:59","0","10085","1","1","5085442"
"10085015","10","5085005","2022/02/07 12:00:00","1001","121101","2022/02/20 20:59:59","0","10085","0","1","5085443"
"10085016","20","5085005","2022/02/07 12:00:00","1001","121001","2022/02/20 20:59:59","0","10085","0","1","5085444"
"10085017","30","5085005","2022/02/07 12:00:00","1001","121201","2022/02/20 20:59:59","0","10085","0","1","5085445"
"10086001","115601","0","2022/02/10 12:00:00","1004","115601","2022/02/22 20:59:59","0","10086","0","0","5058401"
"10086002","1008603","0","2022/02/10 12:00:00","1002","106001","2022/02/22 20:59:59","0","10086","1","0","5058402"
"10086003","10","0","2022/02/10 12:00:00","1001","105801","2022/02/22 20:59:59","0","10086","0","0","5058403"
"10086004","20","0","2022/02/10 12:00:00","1001","106001","2022/02/22 20:59:59","0","10086","0","0","5058404"
"10086005","30","0","2022/02/10 12:00:00","1001","105901","2022/02/22 20:59:59","0","10086","0","0","5058405"
"10086006","2","0","2022/02/10 12:00:00","1003","105901","2022/02/22 20:59:59","0","10086","0","0","5058406"
"10086007","4","0","2022/02/10 12:00:00","1003","106001","2022/02/22 20:59:59","0","10086","0","0","5058407"
"10086008","7","0","2022/02/10 12:00:00","1003","105801","2022/02/22 20:59:59","0","10086","0","0","5058408"
"10087001","1008703","0","2022/02/16 12:00:00","1002","191401","2022/02/22 20:59:59","0","10087","1","0","5059402"
"10087002","1008703","5059005","2022/02/16 12:00:00","1002","115501","2022/02/22 20:59:59","0","10087","1","1","5059422"
"10087003","10","0","2022/02/16 12:00:00","1001","106001","2022/02/22 20:59:59","0","10087","0","0","5059403"
"10087004","20","0","2022/02/16 12:00:00","1001","105801","2022/02/22 20:59:59","0","10087","0","0","5059404"
"10087005","30","0","2022/02/16 12:00:00","1001","191401","2022/02/22 20:59:59","0","10087","0","0","5059405"
"10087006","30","5059005","2022/02/16 12:00:00","1001","115501","2022/02/22 20:59:59","0","10087","0","1","5059425"
"10087007","8","0","2022/02/16 12:00:00","1003","191401","2022/02/22 20:59:59","0","10087","0","0","5059408"
"10087008","8","5059005","2022/02/16 12:00:00","1003","115501","2022/02/22 20:59:59","0","10087","0","1","5059428"
"10087009","10","0","2022/02/16 12:00:00","1003","105801","2022/02/22 20:59:59","0","10087","0","0","5059406"
"10087010","12","0","2022/02/16 12:00:00","1003","106001","2022/02/22 20:59:59","0","10087","0","0","5059407"
"10087011","13","0","2022/02/16 12:00:00","1003","191401","2022/02/22 20:59:59","0","10087","0","0","5059411"
"10087012","13","5059005","2022/02/16 12:00:00","1003","115501","2022/02/22 20:59:59","0","10087","0","1","5059431"
"10088001","1008803","0","2022/02/28 12:00:00","1002","105001","2022/03/14 20:59:59","0","10088","1","0","5088402"
"10088002","1008803","5088003","2022/02/28 12:00:00","1002","121401","2022/03/14 20:59:59","0","10088","1","1","5088422"
"10088003","1008803","5088005","2022/02/28 12:00:00","1002","121401","2022/03/14 20:59:59","0","10088","1","1","5088442"
"10088004","10","0","2022/02/28 12:00:00","1001","105001","2022/03/14 20:59:59","0","10088","0","0","5088403"
"10088005","10","5088003","2022/02/28 12:00:00","1001","121401","2022/03/14 20:59:59","0","10088","0","1","5088423"
"10088006","10","5088005","2022/02/28 12:00:00","1001","121401","2022/03/14 20:59:59","0","10088","0","1","5088443"
"10088007","20","0","2022/02/28 12:00:00","1001","102101","2022/03/14 20:59:59","0","10088","0","0","5088404"
"10088008","20","5088003","2022/02/28 12:00:00","1001","121301","2022/03/14 20:59:59","0","10088","0","1","5088424"
"10088009","20","5088005","2022/02/28 12:00:00","1001","121301","2022/03/14 20:59:59","0","10088","0","1","5088444"
"10088010","30","0","2022/02/28 12:00:00","1001","105001","2022/03/14 20:59:59","0","10088","0","0","5088405"
"10088011","30","5088003","2022/02/28 12:00:00","1001","121401","2022/03/14 20:59:59","0","10088","0","1","5088425"
"10088012","30","5088005","2022/02/28 12:00:00","1001","121401","2022/03/14 20:59:59","0","10088","0","1","5088445"
"10088013","2","0","2022/02/28 12:00:00","1003","105001","2022/03/14 20:59:59","0","10088","0","0","5088406"
"10088014","2","5088003","2022/02/28 12:00:00","1003","121401","2022/03/14 20:59:59","0","10088","0","1","5088426"
"10088015","2","5088005","2022/02/28 12:00:00","1003","121401","2022/03/14 20:59:59","0","10088","0","1","5088446"
"10088016","4","0","2022/02/28 12:00:00","1003","102101","2022/03/14 20:59:59","0","10088","0","0","5088407"
"10088017","4","5088003","2022/02/28 12:00:00","1003","121301","2022/03/14 20:59:59","0","10088","0","1","5088427"
"10088018","4","5088005","2022/02/28 12:00:00","1003","121301","2022/03/14 20:59:59","0","10088","0","1","5088447"
"10088019","7","0","2022/02/28 12:00:00","1003","105001","2022/03/14 20:59:59","0","10088","0","0","5088408"
"10088020","7","5088003","2022/02/28 12:00:00","1003","121401","2022/03/14 20:59:59","0","10088","0","1","5088428"
"10088021","7","5088005","2022/02/28 12:00:00","1003","121401","2022/03/14 20:59:59","0","10088","0","1","5088448"
"10088022","10","0","2022/02/28 12:00:00","1003","102101","2022/03/14 20:59:59","0","10088","0","0","5088409"
"10088023","10","5088003","2022/02/28 12:00:00","1003","121301","2022/03/14 20:59:59","0","10088","0","1","5088429"
"10088024","10","5088005","2022/02/28 12:00:00","1003","121301","2022/03/14 20:59:59","0","10088","0","1","5088449"
