562453eb5e0ae2ae6766e26d2cde9ec3c972f7ffa7a35c4d27c1c97a5ac1c949,1bc83efaa8cbc0d89ec9f63f32363a54f06bcd7571dc214ea3174084824c616a,cfe188b5b1c026e3224b6f5fd9500cb7541ac39928d06955ecbf97391e87051c,1973c28fbde9e19a989b252d9b4a43f8d753b056c3ff574596d904622c09c306,2f7912cdba0846ef4c9963a31e10333b40051751d92504dc7eb7fa477a2bf252,885f2dc96cec72a12e25a9163c59c5a0d9968b9f17a247f874f1f3ad00ec78ea,b4dd02ff64f48f59a36700c052252a38504d557778d549dca9a938879c6bb743,ae24ed0fe8114057e9d141b53a9c7219d145eaa1d6db46983a37c3f7ae00a34e,0bf7034bc115f247b1c0a15263d53f00e685fe739235babb678a9a80c05ee499,25a64722526480cd6ed02a8a1244095af272075172170195ee84cc2bf89d43e6,b2752f52e1221c5037833f6cda7dcc916d82a97667286fc9398759aabe1c15ad,637122460b851a03d9e409b63d6ea73c95e70379598c94c7da04bf52c8f7b063,99fb1e6d3e2d14ee075f5558440973c02ec87afb4b8550da386d518b78034039,7c86cbcb9f476dbaada07f8b6000ef6fbf987f9517da499ea078091c3f10acf8,233038c566f79f1b7e24d4f235219296fbbaca00d414fb6c884d878d61083793
"スペシャルバトルのMODE2をクリアしよう","9016","81055004","2020/12/25 14:59:59","81055004","2","1","0","2020/12/16 12:00:00","0","6011","601","0","10055106","10055"
"スペシャルバトルのボスのHPを2940000まで減らそう","9018","81055005","2020/12/25 14:59:59","81055005","1","3060000","0","2020/12/16 12:00:00","1","6011","601","0","10055111","10055"
"スペシャルバトルのボスのHPを1500000まで減らそう","9018","81055006","2020/12/25 14:59:59","81055006","1","4500000","0","2020/12/16 12:00:00","1","6011","601","0","10055113","10055"
"スペシャルバトルのボスを討伐しよう","9016","81055007","2020/12/25 14:59:59","81055007","3","1","0","2020/12/16 12:00:00","0","6011","601","0","10055115","10055"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81055008","2020/12/25 14:59:59","81055008","5","1","0","2020/12/16 12:00:00","0","6011","601","0","10055118","10055"
"スペシャルバトルのボスのHPを37070000まで減らそう","9018","81056001","2021/01/18 14:59:59","81056001","1","2930000","0","2020/12/31 12:00:00","1","6011","601","0","10056103","10056"
"スペシャルバトルのボスのHPを34140000まで減らそう","9018","81056002","2021/01/18 14:59:59","81056002","1","5860000","0","2020/12/31 12:00:00","1","6011","601","0","10056104","10056"
"スペシャルバトルのMODE1をクリアしよう","9016","81056003","2021/01/18 14:59:59","81056003","1","1","0","2020/12/31 12:00:00","0","6011","601","0","10056105","10056"
"スペシャルバトルのボスのHPを28134000まで減らそう","9018","81056004","2021/01/18 14:59:59","81056004","1","11866000","0","2020/12/31 12:00:00","1","6011","601","0","10056106","10056"
"スペシャルバトルのボスのHPを25068000まで減らそう","9018","81056005","2021/01/18 14:59:59","81056005","1","14932000","0","2020/12/31 12:00:00","1","6011","601","0","10056107","10056"
"スペシャルバトルのMODE2をクリアしよう","9016","81056006","2021/01/18 14:59:59","81056006","2","1","0","2020/12/31 12:00:00","0","6011","601","0","10056108","10056"
"スペシャルバトルのボスのHPを12000000まで減らそう","9018","81056007","2021/01/18 14:59:59","81056007","1","28000000","0","2020/12/31 12:00:00","1","6011","601","0","10056109","10056"
"スペシャルバトルのボスのHPを6000000まで減らそう","9018","81056008","2021/01/18 14:59:59","81056008","1","34000000","0","2020/12/31 12:00:00","1","6011","601","0","10056110","10056"
"スペシャルバトルのボスを討伐しよう","9016","81056009","2021/01/18 14:59:59","81056009","3","1","0","2020/12/31 12:00:00","0","6011","601","0","10056111","10056"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81056010","2021/01/18 14:59:59","81056010","5","1","0","2020/12/31 12:00:00","0","6011","601","0","10056112","10056"
"チーム美食殿のシャドウを倒そう","9001","81057001","2021/01/24 14:59:59","81057001","0","4","0","2021/01/15 12:00:00","0","6011","601","0","10057103","10057"
"スペシャルバトルのボスのHPを3960000まで減らそう","9018","81057002","2021/01/24 14:59:59","81057002","1","640000","0","2021/01/15 12:00:00","1","6011","601","0","10057104","10057"
"スペシャルバトルのボスのHPを3360000まで減らそう","9018","81057003","2021/01/24 14:59:59","81057003","1","1240000","0","2021/01/15 12:00:00","1","6011","601","0","10057105","10057"
"スペシャルバトルのMODE2をクリアしよう","9016","81057004","2021/01/24 14:59:59","81057004","2","1","0","2021/01/15 12:00:00","0","6011","601","0","10057106","10057"
"スペシャルバトルのボスのHPを1840000まで減らそう","9018","81057005","2021/01/24 14:59:59","81057005","1","2760000","0","2021/01/15 12:00:00","1","6011","601","0","10057111","10057"
"スペシャルバトルのボスのHPを960000まで減らそう","9018","81057006","2021/01/24 14:59:59","81057006","1","3640000","0","2021/01/15 12:00:00","1","6011","601","0","10057113","10057"
"スペシャルバトルのボスを討伐しよう","9016","81057007","2021/01/24 14:59:59","81057007","3","1","0","2021/01/15 12:00:00","0","6011","601","0","10057115","10057"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81057008","2021/01/24 14:59:59","81057008","5","1","0","2021/01/15 12:00:00","0","6011","601","0","10057118","10057"
"ワイルドホーンを35体倒そう","9014","81058001","2021/02/24 14:59:59","81058001","0","35","0","2021/01/31 12:00:00","0","6011","601","0","10058103","10058"
"ジェネラルホーンのHPを13400000まで減らそう","9018","81058002","2021/02/24 14:59:59","81058002","1","1600000","0","2021/01/31 12:00:00","1","6011","601","0","10058104","10058"
"ジェネラルホーンのHPを11800000まで減らそう","9018","81058003","2021/02/24 14:59:59","81058003","1","3200000","0","2021/01/31 12:00:00","1","6011","601","0","10058105","10058"
"スペシャルバトルのMODE2をクリアしよう","9016","81058004","2021/02/24 14:59:59","81058004","2","1","0","2021/01/31 12:00:00","0","6011","601","0","10058106","10058"
"ジェネラルホーンのHPを6800000まで減らそう","9018","81058005","2021/02/24 14:59:59","81058005","1","8200000","0","2021/01/31 12:00:00","1","6011","601","0","10058107","10058"
"ジェネラルホーンのHPを3400000まで減らそう","9018","81058006","2021/02/24 14:59:59","81058006","1","11600000","0","2021/01/31 12:00:00","1","6011","601","0","10058108","10058"
"ジェネラルホーンを討伐しよう","9016","81058007","2021/02/24 14:59:59","81058007","3","1","0","2021/01/31 12:00:00","0","6011","601","0","10058109","10058"
"スペシャルかエキシビションのバトルでジェネラルホーンを5回以内に討伐しよう","9015","81058008","2021/02/24 14:59:59","81058008","5","1","0","2021/01/31 12:00:00","0","6011","601","0","10058110","10058"
"黒風の精霊のHPを25700000まで減らそう","9018","81059001","2021/02/24 14:59:59","81059001","1","2300000","0","2021/02/10 12:00:00","1","6011","601","0","10059103","10059"
"黒風の精霊のHPを23400000まで減らそう","9018","81059002","2021/02/24 14:59:59","81059002","1","4600000","0","2021/02/10 12:00:00","1","6011","601","0","10059104","10059"
"黒風の精霊のMODE1をクリアしよう","9016","81059003","2021/02/24 14:59:59","81059003","1","1","0","2021/02/10 12:00:00","0","6011","601","0","10059105","10059"
"コッコロとユイのシャドウとお供モンスターを倒そう","9001","81059004","2021/02/24 14:59:59","81059004","0","4","0","2021/02/10 12:00:00","0","6011","601","0","10059106","10059"
"黒風の精霊のHPを14000000まで減らそう","9018","81059005","2021/02/24 14:59:59","81059005","1","14000000","0","2021/02/10 12:00:00","1","6011","601","0","10059111","10059"
"黒風の精霊のHPを7000000まで減らそう","9018","81059006","2021/02/24 14:59:59","81059006","1","21000000","0","2021/02/10 12:00:00","1","6011","601","0","10059113","10059"
"黒風の精霊を討伐しよう","9016","81059007","2021/02/24 14:59:59","81059007","3","1","0","2021/02/10 12:00:00","0","6011","601","0","10059115","10059"
"スペシャルかエキシビションのバトルで黒風の精霊を5回以内に討伐しよう","9015","81059008","2021/02/24 14:59:59","81059008","5","1","0","2021/02/10 12:00:00","0","6011","601","0","10059118","10059"
"スペシャルバトルのボスのHPを4860000まで減らそう","9018","81060001","2021/02/25 14:59:59","81060001","1","840000","0","2021/02/16 12:00:00","1","6011","601","0","10060103","10060"
"スペシャルバトルのボスのHPを4030000まで減らそう","9018","81060002","2021/02/25 14:59:59","81060002","1","1670000","0","2021/02/16 12:00:00","1","6011","601","0","10060104","10060"
"スペシャルバトルのMODE1をクリアしよう","9016","81060003","2021/02/25 14:59:59","81060003","1","1","0","2021/02/16 12:00:00","0","6011","601","0","10060105","10060"
"カスミとシオリのシャドウを倒そう","9001","81060004","2021/02/25 14:59:59","81060004","0","2","0","2021/02/16 12:00:00","0","6011","601","0","10060106","10060"
"スペシャルバトルのボスのHPを2130000まで減らそう","9018","81060005","2021/02/25 14:59:59","81060005","1","3570000","0","2021/02/16 12:00:00","1","6011","601","0","10060111","10060"
"スペシャルバトルのボスのHPを1060000まで減らそう","9018","81060006","2021/02/25 14:59:59","81060006","1","4640000","0","2021/02/16 12:00:00","1","6011","601","0","10060113","10060"
"スペシャルバトルのボスを討伐しよう","9016","81060007","2021/02/25 14:59:59","81060007","3","1","0","2021/02/16 12:00:00","0","6011","601","0","10060115","10060"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81060008","2021/02/25 14:59:59","81060008","5","1","0","2021/02/16 12:00:00","0","6011","601","0","10060118","10060"
"MODE1のお供のモンスターを全て倒そう","9016","81061001","2021/03/18 14:59:59","81061001","1","1","0","2021/02/28 12:00:00","0","6011","601","0","10061103","10061"
"スペシャルバトルのボスのHPを37330000まで減らそう","9018","81061002","2021/03/18 14:59:59","81061002","1","2670000","0","2021/02/28 12:00:00","1","6011","601","0","10061104","10061"
"スペシャルバトルのボスのHPを34660000まで減らそう","9018","81061003","2021/03/18 14:59:59","81061003","1","5340000","0","2021/02/28 12:00:00","1","6011","601","0","10061105","10061"
"スペシャルバトルのMODE2をクリアしよう","9016","81061004","2021/03/18 14:59:59","81061004","2","1","0","2021/02/28 12:00:00","0","6011","601","0","10061106","10061"
"スペシャルバトルのボスのHPを21330000まで減らそう","9018","81061005","2021/03/18 14:59:59","81061005","1","18670000","0","2021/02/28 12:00:00","1","6011","601","0","10061111","10061"
"スペシャルバトルのボスのHPを10660000まで減らそう","9018","81061006","2021/03/18 14:59:59","81061006","1","29340000","0","2021/02/28 12:00:00","1","6011","601","0","10061113","10061"
"スペシャルバトルのボスを討伐しよう","9016","81061007","2021/03/18 14:59:59","81061007","3","1","0","2021/02/28 12:00:00","0","6011","601","0","10061115","10061"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81061008","2021/03/18 14:59:59","81061008","5","1","0","2021/02/28 12:00:00","0","6011","601","0","10061118","10061"
"ニュージェネレーションズのシャドウを倒そう","9001","81062001","2021/03/26 14:59:59","81062001","0","3","0","2021/03/08 12:00:00","0","6011","601","0","10062103","10062"
"MODE2のお供のモンスターを全て倒そう","9016","81062002","2021/03/26 14:59:59","81062002","2","1","0","2021/03/08 12:00:00","0","6011","601","0","10062104","10062"
"ラウドラパーンのHPを1920000まで減らそう","9018","81062003","2021/03/26 14:59:59","81062003","1","480000","0","2021/03/08 12:00:00","1","6011","601","0","10062105","10062"
"ラウドラパーンのHPを1440000まで減らそう","9018","81062004","2021/03/26 14:59:59","81062004","1","960000","0","2021/03/08 12:00:00","1","6011","601","0","10062106","10062"
"ラウドラパーンのHPを960000まで減らそう","9018","81062005","2021/03/26 14:59:59","81062005","1","1440000","0","2021/03/08 12:00:00","1","6011","601","0","10062111","10062"
"ラウドラパーンのHPを480000まで減らそう","9018","81062006","2021/03/26 14:59:59","81062006","1","1920000","0","2021/03/08 12:00:00","1","6011","601","0","10062113","10062"
"ラウドラパーンを討伐しよう","9016","81062007","2021/03/26 14:59:59","81062007","3","1","0","2021/03/08 12:00:00","0","6011","601","0","10062115","10062"
"スペシャルかエキシビションのバトルでラウドラパーンを5回以内に討伐しよう","9015","81062008","2021/03/26 14:59:59","81062008","5","1","0","2021/03/08 12:00:00","0","6011","601","0","10062118","10062"
"葛藤のうえきちゃんのHPを13840000まで減らそう","9018","81063001","2021/03/26 14:59:59","81063001","1","2160000","0","2021/03/16 15:00:00","1","6011","601","0","10063103","10063"
"葛藤のうえきちゃんのMODE1をクリアしよう","9016","81063002","2021/03/26 14:59:59","81063002","1","1","0","2021/03/16 15:00:00","0","6011","601","0","10063104","10063"
"葛藤のうえきちゃんのHPを9760000まで減らそう","9018","81063003","2021/03/26 14:59:59","81063003","1","6240000","0","2021/03/16 15:00:00","1","6011","601","0","10063105","10063"
"葛藤のうえきちゃんのHPを7840000まで減らそう","9018","81063004","2021/03/26 14:59:59","81063004","1","8160000","0","2021/03/16 15:00:00","1","6011","601","0","10063106","10063"
"葛藤のうえきちゃんのMODE2をクリアしよう","9016","81063005","2021/03/26 14:59:59","81063005","2","1","0","2021/03/16 15:00:00","0","6011","601","0","10063111","10063"
"葛藤のうえきちゃんのHPを2960000まで減らそう","9018","81063006","2021/03/26 14:59:59","81063006","1","13040000","0","2021/03/16 15:00:00","1","6011","601","0","10063113","10063"
"葛藤のうえきちゃんを討伐しよう","9016","81063007","2021/03/26 14:59:59","81063007","3","1","0","2021/03/16 15:00:00","0","6011","601","0","10063115","10063"
"スペシャルかエキシビションのバトルで葛藤のうえきちゃんを5回以内に討伐しよう","9015","81063008","2021/03/26 14:59:59","81063008","5","1","0","2021/03/16 15:00:00","0","6011","601","0","10063118","10063"
"スペシャルバトルのボスのHPを25990000まで減らそう","9018","81064001","2021/04/18 14:59:59","81064001","1","3210000","0","2021/03/31 12:00:00","1","6011","601","0","10064103","10064"
"スペシャルバトルのボスのHPを22780000まで減らそう","9018","81064002","2021/04/18 14:59:59","81064002","1","6420000","0","2021/03/31 12:00:00","1","6011","601","0","10064104","10064"
"スペシャルバトルのMODE1をクリアしよう","9016","81064003","2021/04/18 14:59:59","81064003","1","1","0","2021/03/31 12:00:00","0","6011","601","0","10064105","10064"
"スペシャルバトルのボスのHPを16940000まで減らそう","9018","81064004","2021/04/18 14:59:59","81064004","1","12260000","0","2021/03/31 12:00:00","1","6011","601","0","10064106","10064"
"スペシャルバトルのボスのHPを14310000まで減らそう","9018","81064005","2021/04/18 14:59:59","81064005","1","14890000","0","2021/03/31 12:00:00","1","6011","601","0","10064107","10064"
"スペシャルバトルのMODE2をクリアしよう","9016","81064006","2021/04/18 14:59:59","81064006","2","1","0","2021/03/31 12:00:00","0","6011","601","0","10064108","10064"
"スペシャルバトルのボスのHPを7790000まで減らそう","9018","81064007","2021/04/18 14:59:59","81064007","1","21410000","0","2021/03/31 12:00:00","1","6011","601","0","10064109","10064"
"スペシャルバトルのボスのHPを3890000まで減らそう","9018","81064008","2021/04/18 14:59:59","81064008","1","25310000","0","2021/03/31 12:00:00","1","6011","601","0","10064110","10064"
"スペシャルバトルのボスを討伐しよう","9016","81064009","2021/04/18 14:59:59","81064009","3","1","0","2021/03/31 12:00:00","0","6011","601","0","10064111","10064"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81064010","2021/04/18 14:59:59","81064010","5","1","0","2021/03/31 12:00:00","0","6011","601","0","10064112","10064"
"アキノ、タマキ、ユカリ、ミフユのシャドウを倒そう","9001","81065001","2021/04/27 14:59:59","81065001","0","4","0","2021/04/18 12:00:00","0","6011","601","0","10065103","10065"
"スペシャルバトルのボスのHPを7832000まで減らそう","9018","81065002","2021/04/27 14:59:59","81065002","1","968000","0","2021/04/18 12:00:00","1","6011","601","0","10065104","10065"
"スペシャルバトルのボスのHPを6864000まで減らそう","9018","81065003","2021/04/27 14:59:59","81065003","1","1936000","0","2021/04/18 12:00:00","1","6011","601","0","10065105","10065"
"スペシャルバトルのMODE2をクリアしよう","9016","81065004","2021/04/27 14:59:59","81065004","2","1","0","2021/04/18 12:00:00","0","6011","601","0","10065106","10065"
"スペシャルバトルのボスのHPを3960000まで減らそう","9018","81065005","2021/04/27 14:59:59","81065005","1","4840000","0","2021/04/18 12:00:00","1","6011","601","0","10065111","10065"
"スペシャルバトルのボスのHPを2024000まで減らそう","9018","81065006","2021/04/27 14:59:59","81065006","1","6776000","0","2021/04/18 12:00:00","1","6011","601","0","10065113","10065"
"スペシャルバトルのボスを討伐しよう","9016","81065007","2021/04/27 14:59:59","81065007","3","1","0","2021/04/18 12:00:00","0","6011","601","0","10065115","10065"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81065008","2021/04/27 14:59:59","81065008","5","1","0","2021/04/18 12:00:00","0","6011","601","0","10065118","10065"
"スペシャルバトルのボスのHPを52294000まで減らそう","9018","81066001","2021/05/18 14:59:59","81066001","1","706000","0","2021/04/30 12:00:00","1","6011","601","0","10066103","10066"
"スペシャルバトルのボスのHPを51588000まで減らそう","9018","81066002","2021/05/18 14:59:59","81066002","1","1412000","0","2021/04/30 12:00:00","1","6011","601","0","10066104","10066"
"スペシャルバトルのMODE1をクリアしよう","9016","81066003","2021/05/18 14:59:59","81066003","1","1","0","2021/04/30 12:00:00","0","6011","601","0","10066105","10066"
"ゲートキーパーとイノリとカヤのシャドウを倒そう","9001","81066004","2021/05/18 14:59:59","81066004","0","3","0","2021/04/30 12:00:00","0","6011","601","0","10066106","10066"
"スペシャルバトルのボスのHPを34628000まで減らそう","9018","81066005","2021/05/18 14:59:59","81066005","1","18372000","0","2021/04/30 12:00:00","1","6011","601","0","10066107","10066"
"スペシャルバトルのボスのHPを16256000まで減らそう","9018","81066006","2021/05/18 14:59:59","81066006","1","36744000","0","2021/04/30 12:00:00","1","6011","601","0","10066108","10066"
"スペシャルバトルのボスを討伐しよう","9016","81066007","2021/05/18 14:59:59","81066007","3","1","0","2021/04/30 12:00:00","0","6011","601","0","10066109","10066"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81066008","2021/05/18 14:59:59","81066008","5","1","0","2021/04/30 12:00:00","0","6011","601","0","10066110","10066"
"リマ、マヒル、リン、シオリのシャドウを倒そう","9001","81067001","2021/05/27 14:59:59","81067001","0","4","0","2021/05/18 12:00:00","0","6011","601","0","10067103","10067"
"スペシャルバトルのボスのHPを7683000まで減らそう","9018","81067002","2021/05/27 14:59:59","81067002","1","917000","0","2021/05/18 12:00:00","1","6011","601","0","10067104","10067"
"スペシャルバトルのボスのHPを6765000まで減らそう","9018","81067003","2021/05/27 14:59:59","81067003","1","1835000","0","2021/05/18 12:00:00","1","6011","601","0","10067105","10067"
"スペシャルバトルのMODE2をクリアしよう","9016","81067004","2021/05/27 14:59:59","81067004","2","1","0","2021/05/18 12:00:00","0","6011","601","0","10067106","10067"
"スペシャルバトルのボスのHPを3900000まで減らそう","9018","81067005","2021/05/27 14:59:59","81067005","1","4700000","0","2021/05/18 12:00:00","1","6011","601","0","10067111","10067"
"スペシャルバトルのボスのHPを1950000まで減らそう","9018","81067006","2021/05/27 14:59:59","81067006","1","6650000","0","2021/05/18 12:00:00","1","6011","601","0","10067113","10067"
"スペシャルバトルのボスを討伐しよう","9016","81067007","2021/05/27 14:59:59","81067007","3","1","0","2021/05/18 12:00:00","0","6011","601","0","10067115","10067"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81067008","2021/05/27 14:59:59","81067008","5","1","0","2021/05/18 12:00:00","0","6011","601","0","10067118","10067"
"スペシャルバトルのボスのHPを42600000まで減らそう","9018","81068001","2021/06/18 14:59:59","81068001","1","7400000","0","2021/05/31 12:00:00","1","6011","601","0","10068103","10068"
"スペシャルバトルのボスのHPを35300000まで減らそう","9018","81068002","2021/06/18 14:59:59","81068002","1","14700000","0","2021/05/31 12:00:00","1","6011","601","0","10068104","10068"
"スペシャルバトルのMODE1をクリアしよう","9016","81068003","2021/06/18 14:59:59","81068003","1","1","0","2021/05/31 12:00:00","0","6011","601","0","10068105","10068"
"アオイ、ミフユ、タマキのシャドウを倒そう","9001","81068004","2021/06/18 14:59:59","81068004","0","3","0","2021/05/31 12:00:00","0","6011","601","0","10068106","10068"
"スペシャルバトルのボスのHPを18560000まで減らそう","9018","81068005","2021/06/18 14:59:59","81068005","1","31440000","0","2021/05/31 12:00:00","1","6011","601","0","10068107","10068"
"スペシャルバトルのボスのHPを9300000まで減らそう","9018","81068006","2021/06/18 14:59:59","81068006","1","40700000","0","2021/05/31 12:00:00","1","6011","601","0","10068108","10068"
"スペシャルバトルのボスを討伐しよう","9016","81068007","2021/06/18 14:59:59","81068007","3","1","0","2021/05/31 12:00:00","0","6011","601","0","10068109","10068"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81068008","2021/06/18 14:59:59","81068008","5","1","0","2021/05/31 12:00:00","0","6011","601","0","10068110","10068"
"スペシャルバトルのボスのHPを7695000まで減らそう","9018","81069001","2021/06/27 14:59:59","81069001","1","855000","0","2021/06/18 12:00:00","1","6011","601","0","10069103","10069"
"スペシャルバトルのボスのHPを6925000まで減らそう","9018","81069002","2021/06/27 14:59:59","81069002","1","1625000","0","2021/06/18 12:00:00","1","6011","601","0","10069104","10069"
"スペシャルバトルのMODE1をクリアしよう","9016","81069003","2021/06/27 14:59:59","81069003","1","1","0","2021/06/18 12:00:00","0","6011","601","0","10069105","10069"
"リノ、アユミ、ヒヨリのシャドウを倒そう","9001","81069004","2021/06/27 14:59:59","81069004","0","3","0","2021/06/18 12:00:00","0","6011","601","0","10069106","10069"
"スペシャルバトルのボスのHPを4104000まで減らそう","9018","81069005","2021/06/27 14:59:59","81069005","1","4446000","0","2021/06/18 12:00:00","1","6011","601","0","10069111","10069"
"スペシャルバトルのボスのHPを2052000まで減らそう","9018","81069006","2021/06/27 14:59:59","81069006","1","6498000","0","2021/06/18 12:00:00","1","6011","601","0","10069113","10069"
"スペシャルバトルのボスを討伐しよう","9016","81069007","2021/06/27 14:59:59","81069007","3","1","0","2021/06/18 12:00:00","0","6011","601","0","10069115","10069"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81069008","2021/06/27 14:59:59","81069008","5","1","0","2021/06/18 12:00:00","0","6011","601","0","10069118","10069"
"スペシャルバトルのMODE1をクリアしよう","9016","81070001","2021/07/18 14:59:59","81070001","1","1","0","2021/06/30 12:00:00","0","6011","601","0","10070101","10070"
"スペシャルバトルのMODE2をクリアしよう","9016","81070002","2021/07/18 14:59:59","81070002","2","1","0","2021/06/30 12:00:00","0","6011","601","0","10070102","10070"
"夏休み最後まで残りし宿題を40%進めよう","9020","81070003","2021/07/18 14:59:59","81070003","0","40","0","2021/06/30 12:00:00","1","6011","601","0","10070103","10070"
"夏休み最後まで残りし宿題を70%進めよう","9020","81070004","2021/07/18 14:59:59","81070004","0","70","0","2021/06/30 12:00:00","1","6011","601","0","10070104","10070"
"夏休み最後まで残りし宿題を終わらせよう","9016","81070005","2021/07/18 14:59:59","81070005","3","1","0","2021/06/30 12:00:00","0","6011","601","0","10070105","10070"
"スペシャルかエキシビションのバトルで5回以内にクリアしよう","9015","81070006","2021/07/18 14:59:59","81070006","5","1","0","2021/06/30 12:00:00","0","6011","601","0","10070106","10070"
"スペシャルバトルのボスのHPを11300000まで減らそう","9018","81071001","2021/07/27 14:59:59","81071001","1","1200000","0","2021/07/18 12:00:00","1","6011","601","0","10071103","10071"
"スペシャルバトルのボスのHPを10100000まで減らそう","9018","81071002","2021/07/27 14:59:59","81071002","1","2400000","0","2021/07/18 12:00:00","1","6011","601","0","10071104","10071"
"スペシャルバトルのMODE1をクリアしよう","9016","81071003","2021/07/27 14:59:59","81071003","1","1","0","2021/07/18 12:00:00","0","6011","601","0","10071105","10071"
"スペシャルバトルのボスのHPを7800000まで減らそう","9018","81071004","2021/07/27 14:59:59","81071004","1","4700000","0","2021/07/18 12:00:00","1","6011","601","0","10071106","10071"
"スペシャルバトルのボスのHPを6600000まで減らそう","9018","81071005","2021/07/27 14:59:59","81071005","1","5900000","0","2021/07/18 12:00:00","1","6011","601","0","10071107","10071"
"スペシャルバトルのMODE2をクリアしよう","9016","81071006","2021/07/27 14:59:59","81071006","2","1","0","2021/07/18 12:00:00","0","6011","601","0","10071108","10071"
"スペシャルバトルのボスのHPを3600000まで減らそう","9018","81071007","2021/07/27 14:59:59","81071007","1","8900000","0","2021/07/18 12:00:00","1","6011","601","0","10071109","10071"
"スペシャルバトルのボスのHPを1800000まで減らそう","9018","81071008","2021/07/27 14:59:59","81071008","1","10700000","0","2021/07/18 12:00:00","1","6011","601","0","10071110","10071"
"スペシャルバトルのボスを討伐しよう","9016","81071009","2021/07/27 14:59:59","81071009","3","1","0","2021/07/18 12:00:00","0","6011","601","0","10071111","10071"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81071010","2021/07/27 14:59:59","81071010","5","1","0","2021/07/18 12:00:00","0","6011","601","0","10071112","10071"
"ウタクラゲを30体倒そう","9014","81072001","2021/08/18 14:59:59","81072001","0","30","0","2021/07/31 12:00:00","0","6011","601","0","10072101","10072"
"カルミナのシャドウを倒そう","9001","81072002","2021/08/18 14:59:59","81072002","0","3","0","2021/07/31 12:00:00","0","6011","601","0","10072102","10072"
"スペシャルバトルのボスのHPを32000000まで減らそう","9018","81072003","2021/08/18 14:59:59","81072003","1","16000000","0","2021/07/31 12:00:00","1","6011","601","0","10072103","10072"
"スペシャルバトルのボスのHPを16000000まで減らそう","9018","81072004","2021/08/18 14:59:59","81072004","1","32000000","0","2021/07/31 12:00:00","1","6011","601","0","10072104","10072"
"スペシャルバトルのボスを討伐しよう","9016","81072005","2021/08/18 14:59:59","81072005","3","1","0","2021/07/31 12:00:00","0","6011","601","0","10072105","10072"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81072006","2021/08/18 14:59:59","81072006","5","1","0","2021/07/31 12:00:00","0","6011","601","0","10072106","10072"
"スペシャルバトルのボスのHPを7630000まで減らそう","9018","81073001","2021/08/27 14:59:59","81073001","1","1170000","0","2021/08/18 12:00:00","1","6011","601","0","10073103","10073"
"スペシャルバトルのボスのHPを6450000まで減らそう","9018","81073002","2021/08/27 14:59:59","81073002","1","2350000","0","2021/08/18 12:00:00","1","6011","601","0","10073104","10073"
"スペシャルバトルのMODE1をクリアしよう","9016","81073003","2021/08/27 14:59:59","81073003","1","1","0","2021/08/18 12:00:00","0","6011","601","0","10073105","10073"
"MODE2のお供のモンスターを全て倒そう","9016","81073004","2021/08/27 14:59:59","81073004","2","1","0","2021/08/18 12:00:00","0","6011","601","0","10073106","10073"
"スペシャルバトルのボスのHPを3520000まで減らそう","9018","81073005","2021/08/27 14:59:59","81073005","1","5280000","0","2021/08/18 12:00:00","1","6011","601","0","10073111","10073"
"スペシャルバトルのボスのHPを1760000まで減らそう","9018","81073006","2021/08/27 14:59:59","81073006","1","7040000","0","2021/08/18 12:00:00","1","6011","601","0","10073113","10073"
"スペシャルバトルのボスを討伐しよう","9016","81073007","2021/08/27 14:59:59","81073007","3","1","0","2021/08/18 12:00:00","0","6011","601","0","10073115","10073"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","9015","81073008","2021/08/27 14:59:59","81073008","5","1","0","2021/08/18 12:00:00","0","6011","601","0","10073118","10073"
"ミツキとユキのシャドウとお供のモンスターを倒そう","9001","81074001","2021/09/18 14:59:59","81074001","0","4","0","2021/08/31 12:00:00","0","6011","601","0","10074101","10074"
"ターゲットを40体倒そう","9014","81074002","2021/09/18 14:59:59","81074002","0","40","0","2021/08/31 12:00:00","0","6011","601","0","10074102","10074"
"スペシャルバトルのボスのHPを29000000まで減らそう","9018","81074003","2021/09/18 14:59:59","81074003","1","14500000","0","2021/08/31 12:00:00","1","6011","601","0","10074103","10074"
"スペシャルバトルのボスのHPを14500000まで減らそう","9018","81074004","2021/09/18 14:59:59","81074004","1","29000000","0","2021/08/31 12:00:00","1","6011","601","0","10074104","10074"
