20bd58977bc26d2734e4e17588c7abd8654e3259f502c51b4c125f64a419eafe,f91df44f3167fe07b7aa3977e5f13e6d699773e92726b31020e79b093a8353dd,47b8be801783f1d313e5fddfdb64494c6a85b82f2b3991be14377020e48ce552,0ebc3800d40d60f9952975c2b4c3bea9bba5021c5fddc046f9ea6533b968edf7,4a5c3b0550cb6f84f65cd448572be11cbfb6d88f8c45332a3c94e1045da87f29,6ca43cc1b83aaa7418fdb076cea30620de512f6eecbd7e06ae23d49366f81b42,cc1ce7d2244ad8cecf3f60e927bd5fbe0fc0993f02d39509e2f2df9da12036ed,47195f55d4128ba523f6a3ad30b7c4e447f7687adf20e10ffcd795b86ecc4c39,892d983f499f49a0eb511d2ce5ce6e185fad2ae080828c0af0824ba61a38e8e0
"67","320120206","2","3","1","502012203","0","521","10"
"11","320120206","3","1","0.65","0","0","522","43.5"
"50","320120207","1","2","0.7","502012206","0","523","-98"
"72","320120207","2","3","1","502012208","0","524","0"
"13","320120207","3","1","0.65","0","0","525","49"
"30","320120208","1","1","1.2","0","0","526","10"
"40","320120209","1","1","0.9","0","0","527","40"
"-35","320120210","1","1","1.1","0","0","528","-20"
"40","320120306","1","2","0.7","502012301","0","529","-74"
"67","320120306","2","3","1","502012303","0","530","10"
"11","320120306","3","1","0.65","0","0","531","43.5"
"50","320120307","1","2","0.7","502012306","0","532","-98"
"72","320120307","2","3","1","502012308","0","533","0"
"13","320120307","3","1","0.65","0","0","534","49"
"30","320120308","1","1","1.2","0","0","535","10"
"40","320120309","1","1","0.9","0","0","536","40"
"-35","320120310","1","1","1.1","0","0","537","-20"
"40","320120406","1","2","0.7","502012401","0","538","-74"
"67","320120406","2","3","1","502012403","0","539","10"
"11","320120406","3","1","0.65","0","0","540","43.5"
"50","320120407","1","2","0.7","502012406","0","541","-98"
"72","320120407","2","3","1","502012408","0","542","0"
"13","320120407","3","1","0.65","0","0","543","49"
"30","320120408","1","1","1.2","0","0","544","10"
"40","320120409","1","1","0.9","0","0","545","40"
"-35","320120410","1","1","1.1","0","0","546","-20"
"40","320120506","1","2","0.7","502012501","0","547","-74"
"67","320120506","2","3","1","502012503","0","548","10"
"11","320120506","3","1","0.65","0","0","549","43.5"
"50","320120507","1","2","0.7","502012506","0","550","-98"
"72","320120507","2","3","1","502012508","0","551","0"
"13","320120507","3","1","0.65","0","0","552","49"
"30","320120508","1","1","1.2","0","0","553","10"
"40","320120509","1","1","0.9","0","0","554","40"
"-35","320120510","1","1","1.1","0","0","555","-20"
"40","320130106","1","2","0.7","502013101","0","556","-74"
"67","320130106","2","3","0.8","502013103","0","557","10"
"11","320130106","3","1","0.65","0","0","558","43.5"
"50","320130107","1","2","0.7","502013106","0","559","-98"
"72","320130107","2","3","0.9","502013108","0","560","50"
"13","320130107","3","1","0.65","0","0","561","49"
"30","320130108","1","1","1.2","0","0","562","10"
"40","320130109","1","1","0.8","0","0","563","40"
"-35","320130110","1","1","1.1","0","0","564","-20"
"40","320130206","1","2","0.7","502013201","0","565","-74"
"67","320130206","2","3","0.8","502013203","0","566","10"
"11","320130206","3","1","0.65","0","0","567","43.5"
"50","320130207","1","2","0.7","502013206","0","568","-98"
"72","320130207","2","3","0.9","502013208","0","569","50"
"13","320130207","3","1","0.65","0","0","570","49"
"30","320130208","1","1","1.2","0","0","571","10"
"40","320130209","1","1","0.8","0","0","572","40"
"-35","320130210","1","1","1.1","0","0","573","-20"
"40","320130306","1","2","0.7","502013301","0","574","-74"
"67","320130306","2","3","0.8","502013303","0","575","10"
"11","320130306","3","1","0.65","0","0","576","43.5"
"50","320130307","1","2","0.7","502013306","0","577","-98"
"72","320130307","2","3","0.9","502013308","0","578","50"
"13","320130307","3","1","0.65","0","0","579","49"
"30","320130308","1","1","1.2","0","0","580","10"
"40","320130309","1","1","0.8","0","0","581","40"
"-35","320130310","1","1","1.1","0","0","582","-20"
"40","320130406","1","2","0.7","502013401","0","583","-74"
"67","320130406","2","3","0.8","502013403","0","584","10"
"11","320130406","3","1","0.65","0","0","585","43.5"
"50","320130407","1","2","0.7","502013406","0","586","-98"
"72","320130407","2","3","0.9","502013408","0","587","50"
"13","320130407","3","1","0.65","0","0","588","49"
"30","320130408","1","1","1.2","0","0","589","10"
"40","320130409","1","1","0.8","0","0","590","40"
"-35","320130410","1","1","1.1","0","0","591","-20"
"40","320130506","1","2","0.7","502013501","0","592","-74"
"67","320130506","2","3","0.8","502013503","0","593","10"
"11","320130506","3","1","0.65","0","0","594","43.5"
"50","320130507","1","2","0.7","502013506","0","595","-98"
"72","320130507","2","3","0.9","502013508","0","596","50"
"13","320130507","3","1","0.65","0","0","597","49"
"30","320130508","1","1","1.2","0","0","598","10"
"40","320130509","1","1","0.8","0","0","599","40"
"-35","320130510","1","1","1.1","0","0","600","-20"
"40","320140106","1","2","0.7","502014101","0","601","-74"
"67","320140106","2","3","1","502014103","0","602","13"
"11","320140106","3","1","0.65","0","0","603","43.5"
"50","320140107","1","2","0.7","502014106","0","604","-68"
"62","320140107","2","3","0.95","502014108","0","605","30"
"13","320140107","3","1","0.65","0","0","606","29"
"10","320140108","1","1","1","0","0","607","5"
"20","320140109","1","1","0.8","0","0","608","0"
"-35","320140110","1","1","1.1","0","0","609","-20"
"40","320140206","1","2","0.7","502014201","0","610","-74"
"67","320140206","2","3","1","502014203","0","611","13"
"11","320140206","3","1","0.65","0","0","612","43.5"
"50","320140207","1","2","0.7","502014206","0","613","-68"
"62","320140207","2","3","0.95","502014208","0","614","30"
"13","320140207","3","1","0.65","0","0","615","29"
"10","320140208","1","1","1","0","0","616","5"
"20","320140209","1","1","0.8","0","0","617","0"
"-35","320140210","1","1","1.1","0","0","618","-20"
"40","320140306","1","2","0.7","502014301","0","619","-74"
"67","320140306","2","3","1","502014303","0","620","13"
"11","320140306","3","1","0.65","0","0","621","43.5"
"50","320140307","1","2","0.7","502014306","0","622","-68"
"62","320140307","2","3","0.95","502014308","0","623","30"
"13","320140307","3","1","0.65","0","0","624","29"
"10","320140308","1","1","1","0","0","625","5"
"20","320140309","1","1","0.8","0","0","626","0"
"-35","320140310","1","1","1.1","0","0","627","-20"
"40","320140406","1","2","0.7","502014401","0","628","-74"
"67","320140406","2","3","1","502014403","0","629","13"
"11","320140406","3","1","0.65","0","0","630","43.5"
"50","320140407","1","2","0.7","502014406","0","631","-68"
"62","320140407","2","3","0.95","502014408","0","632","30"
"13","320140407","3","1","0.65","0","0","633","29"
"10","320140408","1","1","1","0","0","634","5"
"20","320140409","1","1","0.8","0","0","635","0"
"-35","320140410","1","1","1.1","0","0","636","-20"
"40","320140506","1","2","0.7","502014501","0","637","-74"
"67","320140506","2","3","1","502014503","0","638","13"
"11","320140506","3","1","0.65","0","0","639","43.5"
"50","320140507","1","2","0.7","502014506","0","640","-68"
"62","320140507","2","3","0.95","502014508","0","641","30"
"13","320140507","3","1","0.65","0","0","642","29"
"10","320140508","1","1","1","0","0","643","5"
"20","320140509","1","1","0.8","0","0","644","0"
"-35","320140510","1","1","1.1","0","0","645","-20"
"40","320150106","1","2","0.7","502015101","0","646","-74"
"67","320150106","2","3","1","502015103","0","647","13"
"11","320150106","3","1","0.65","0","0","648","43.5"
"40","320150107","1","2","0.7","502015106","0","649","-74"
"67","320150107","2","3","1","502015108","0","650","10"
"11","320150107","3","1","0.65","0","0","651","43.5"
"10","320150108","1","1","1","0","0","652","5"
"20","320150109","1","1","0.8","0","0","653","0"
"-45","320150110","1","1","0.43","0","0","654","-85"
"-45","320150110","2","2","0.43","0","0","655","85"
"40","320150206","1","1","0.7","502015201","0","656","-74"
"67","320150206","2","2","1","502015203","0","657","13"
"11","320150206","3","1","0.65","0","0","658","43.5"
"40","320150207","1","2","0.7","502015206","0","659","-74"
"67","320150207","2","3","1","502015208","0","660","10"
"11","320150207","3","1","0.65","0","0","661","43.5"
"10","320150208","1","1","1","0","0","662","5"
"20","320150209","1","1","0.8","0","0","663","0"
"-45","320150210","1","1","0.43","0","0","664","-85"
"-45","320150210","2","2","0.43","0","0","665","85"
"40","320150306","1","1","0.7","502015301","0","666","-74"
"67","320150306","2","2","1","502015303","0","667","13"
"11","320150306","3","1","0.65","0","0","668","43.5"
"40","320150307","1","2","0.7","502015306","0","669","-74"
"67","320150307","2","3","1","502015308","0","670","10"
"11","320150307","3","1","0.65","0","0","671","43.5"
"10","320150308","1","1","1","0","0","672","5"
"20","320150309","1","1","0.8","0","0","673","0"
"-45","320150310","1","1","0.43","0","0","674","-85"
"-45","320150310","2","2","0.43","0","0","675","85"
"40","320150406","1","1","0.7","502015401","0","676","-74"
"67","320150406","2","2","1","502015403","0","677","13"
"11","320150406","3","1","0.65","0","0","678","43.5"
"40","320150407","1","2","0.7","502015406","0","679","-74"
"67","320150407","2","3","1","502015408","0","680","10"
"11","320150407","3","1","0.65","0","0","681","43.5"
"10","320150408","1","1","1","0","0","682","5"
"20","320150409","1","1","0.8","0","0","683","0"
"-45","320150410","1","1","0.43","0","0","684","-85"
"-45","320150410","2","2","0.43","0","0","685","85"
"40","320150506","1","1","0.7","502015501","0","686","-74"
"67","320150506","2","2","1","502015503","0","687","13"
"11","320150506","3","1","0.65","0","0","688","43.5"
"40","320150507","1","2","0.7","502015506","0","689","-74"
"67","320150507","2","3","1","502015508","0","690","10"
"11","320150507","3","1","0.65","0","0","691","43.5"
"10","320150508","1","1","1","0","0","692","5"
"20","320150509","1","1","0.8","0","0","693","0"
"-45","320150510","1","1","0.43","0","0","694","-85"
"-45","320150510","2","2","0.43","0","0","695","85"
"49","320160106","1","2","0.7","502016101","0","696","-74"
"67","320160106","2","3","0.75","502016103","0","697","13"
"11","320160106","3","1","0.65","0","0","698","43.5"
"50","320160107","1","2","0.7","502016106","0","699","59"
"62","320160107","2","3","0.9","502016108","0","700","-10"
"13","320160107","3","1","0.65","0","0","701","-49"
"10","320160108","1","1","1","0","0","702","5"
"10","320160109","1","1","0.9","0","0","703","0"
"-45","320160110","1","1","0.4","0","0","704","-85"
"-45","320160110","2","2","0.4","0","0","705","85"
"49","320160206","1","2","0.7","502016201","0","706","-74"
"67","320160206","2","2","0.75","502016203","0","707","13"
"11","320160206","3","1","0.65","0","0","708","43.5"
"50","320160207","1","2","0.7","502016206","0","709","59"
"62","320160207","2","3","0.9","502016208","0","710","-10"
"13","320160207","3","1","0.65","0","0","711","-49"
"10","320160208","1","1","1","0","0","712","5"
"10","320160209","1","1","0.9","0","0","713","0"
"-45","320160210","1","1","0.4","0","0","714","-85"
"-45","320160210","2","2","0.4","0","0","715","85"
"49","320160306","1","2","0.7","502016301","0","716","-74"
"67","320160306","2","2","0.75","502016303","0","717","13"
"11","320160306","3","1","0.65","0","0","718","43.5"
"50","320160307","1","2","0.7","502016306","0","719","59"
"62","320160307","2","3","0.9","502016308","0","720","-10"
"13","320160307","3","1","0.65","0","0","721","-49"
"10","320160308","1","1","1","0","0","722","5"
"10","320160309","1","1","0.9","0","0","723","0"
"-45","320160310","1","1","0.4","0","0","724","-85"
"-45","320160310","2","2","0.4","0","0","725","85"
"49","320160406","1","2","0.7","502016401","0","726","-74"
"67","320160406","2","2","0.75","502016403","0","727","13"
"11","320160406","3","1","0.65","0","0","728","43.5"
"50","320160407","1","2","0.7","502016406","0","729","59"
"62","320160407","2","3","0.9","502016408","0","730","-10"
"13","320160407","3","1","0.65","0","0","731","-49"
"10","320160408","1","1","1","0","0","732","5"
"10","320160409","1","1","0.9","0","0","733","0"
"-45","320160410","1","1","0.4","0","0","734","-85"
"-45","320160410","2","2","0.4","0","0","735","85"
"49","320160506","1","2","0.7","502016501","0","736","-74"
"67","320160506","2","2","0.75","502016503","0","737","13"
"11","320160506","3","1","0.65","0","0","738","43.5"
"50","320160507","1","2","0.7","502016506","0","739","59"
"62","320160507","2","3","0.9","502016508","0","740","-10"
"13","320160507","3","1","0.65","0","0","741","-49"
"10","320160508","1","1","1","0","0","742","5"
"10","320160509","1","1","0.9","0","0","743","0"
"-45","320160510","1","1","0.4","0","0","744","-85"
"-45","320160510","2","2","0.4","0","0","745","85"
"40","320170106","1","2","0.7","502017101","0","746","-74"
"67","320170106","2","3","0.7","502017103","0","747","13"
"11","320170106","3","1","0.65","0","0","748","43.5"
"50","320170107","1","2","0.7","502017106","0","749","-98"
"72","320170107","2","3","0.9","502017108","0","750","50"
"13","320170107","3","1","0.65","0","0","751","49"
"-20","320170108","1","1","0.75","0","0","752","5"
"-30","320170109","1","1","0.63","0","0","753","5"
"-45","320170110","1","2","0.4","0","0","754","-85"
"-45","320170110","2","3","0.4","0","0","755","85"
"40","320170206","1","2","0.7","502017201","0","756","-74"
"67","320170206","2","3","0.7","502017203","0","757","13"
"11","320170206","3","1","0.65","0","0","758","43.5"
"50","320170207","1","2","0.7","502017206","0","759","-98"
"72","320170207","2","3","0.9","502017208","0","760","50"
"13","320170207","3","1","0.65","0","0","761","49"
"-20","320170208","1","1","0.75","0","0","762","5"
"-30","320170209","1","1","0.63","0","0","763","5"
"-45","320170210","1","2","0.4","0","0","764","-85"
"-45","320170210","2","3","0.4","0","0","765","85"
"40","320170306","1","2","0.7","502017301","0","766","-74"
"67","320170306","2","3","0.7","502017303","0","767","13"
"11","320170306","3","1","0.65","0","0","768","43.5"
"50","320170307","1","2","0.7","502017306","0","769","-98"
"72","320170307","2","3","0.9","502017308","0","770","50"
"13","320170307","3","1","0.65","0","0","771","49"
"-20","320170308","1","1","0.75","0","0","772","5"
"-30","320170309","1","1","0.63","0","0","773","5"
"-45","320170310","1","2","0.4","0","0","774","-85"
"-45","320170310","2","3","0.4","0","0","775","85"
"40","320170406","1","2","0.7","502017401","0","776","-74"
"67","320170406","2","3","0.7","502017403","0","777","13"
"11","320170406","3","1","0.65","0","0","778","43.5"
"50","320170407","1","2","0.7","502017406","0","779","-98"
"72","320170407","2","3","0.9","502017408","0","780","50"
"13","320170407","3","1","0.65","0","0","781","49"
"-20","320170408","1","1","0.75","0","0","782","5"
"-30","320170409","1","1","0.63","0","0","783","5"
"-45","320170410","1","2","0.4","0","0","784","-85"
"-45","320170410","2","3","0.4","0","0","785","85"
"40","320170506","1","2","0.7","502017501","0","786","-74"
"67","320170506","2","3","0.7","502017503","0","787","13"
"11","320170506","3","1","0.65","0","0","788","43.5"
"50","320170507","1","2","0.7","502017506","0","789","-98"
"72","320170507","2","3","0.9","502017508","0","790","50"
"13","320170507","3","1","0.65","0","0","791","49"
"-20","320170508","1","1","0.75","0","0","792","5"
"-30","320170509","1","1","0.63","0","0","793","5"
"-45","320170510","1","2","0.4","0","0","794","-85"
"-45","320170510","2","3","0.4","0","0","795","85"
