2222d257034fc34f6dbca228daf3b4f60009261190ef6c65e99f926c916adc36,0b37126e7d14fd25229d2e7b811f3d4d46991d5dc676f53c7d37e31e33be2b4e,b3e9b716dbdc98417a206b65c220e7592ebf881a852eefe93ea99113ef81d127,4393804fee4af235e2350f42a969ccd5d1ff742f19e4abde4a91bd56e0189b0a,bc3843ac0a56f0763e345f088a0ef7aeffc08e920eababfb4efbd697d0a1772e,156b10ae7afe3b45d328db2e477f47952e505d86b5355bfa621bc6de318b2561,d478557e4908f00a2bf8bde8f7a8c1ad0311438a49a2218b3e55d8ebc12a9883,711429c48f7cd97e9004afa47f9cc78e581f111c11a1fd001c5a634d849911e0,1daf38eada544785e70d68c841ee211ed879b78111a5eb4b9216d14bafd392d3,9c1e3b85ec51301ba444d0f2228cea9e53d48c2deb7ad6459f5ff177647eee5a,a7dc477ea82835bcf847ea9add78d0fc4401b55fdba5e8eb781046dc7e66cf35,4e87844b6819a60be49f2c8e1cb3ab98e65079972eb1062c7866f99f9e97c820,ebb9daa3c18ed3a51e70f3e251b71f80350aef09f6180b9c686528f2c9403609,2272ddb8353f85fb0937e263f5ac9faa00e82a68d3ef7fa852974a0cef3f1cf5,c700a20f2921ad05ac57c2f0a3c5946ef3d7bd2e9525774862d79e4a2c24922e
"92501130","0","0","94002","1","101191","bgm_MC170","-30","-210","0","90","bgm_MC170","1","0","101191"
"92501140","0","0","94002","1","101191","bgm_MC170","-30","-210","0","90","bgm_MC170","1","0","101191"
"92501210","0","0","94002","1","101191","bgm_MC170","-30","-240","0","210","bgm_MC170","2","0","101191"
"92501220","0","0","94002","1","101191","bgm_MC170","-30","-240","0","210","bgm_MC170","2","0","101191"
"92501230","0","0","94002","1","101191","bgm_MC170","-30","-240","0","210","bgm_MC170","2","0","101191"
"92501240","0","0","94002","1","101191","bgm_MC170","-30","-240","0","210","bgm_MC170","2","0","101191"
"92501310","0","0","94002","1.1","101191","bgm_MC170","-30","-90","0","250","bgm_MC170","3","0","101191"
"92501320","0","0","94002","1.1","101191","bgm_MC170","-30","-90","0","250","bgm_MC170","3","0","101191"
"92501330","0","0","94002","1.1","101191","bgm_MC170","-30","-90","0","250","bgm_MC170","3","0","101191"
"92501340","0","0","94002","1.1","101191","bgm_MC170","-30","-90","0","250","bgm_MC170","3","0","101191"
