307f97452e1c4b8606b8d2458c1cd48f0a7b2139c2250379adeb4eb84bb64329,0c7c582059591026d29a88248f75b2bde9104c8e6f2d5a229f769b92545509ec,4486eb24ecf96894eb9d675c30b24eb1e000c0f5680a7a446c655714dcb58ecb,9e7b3dfef3d0f1d64ac23908219c3f5fbb04ded15800dcef8d583f41cb2b45ee,807e52f62c907b166f65ab71ffee9a88d2c0479dc41556f5eabf1fd47716a05c,6cc687140683be89949d3cf538d2923f8eccdb77167c7f20c8f1d905347adb2b,4d01abe19b6d9a98aa3a1abd88ec57928903d0c0f2ac22e4d9516af4dd2438b7,e9c09d9b3b8e07cc28fb26571a44a3ac70bd19f12262b3f3414d469ab2c9eb45,29bc73daf7bac237c974c8de5e31c31f7e2768759a5137b1a7e7035ca9c0fece,cfed201d344b24d10d6b5219462e41f6c95f683b0aa726a0057210a386482cfe,92614989473cca7801420fedf0d7758a0422835091a4a58bafd795bbe6edc8dd
"10","112511","","7","1","","1","あれくらいで立ち止まる気は\nなかったからね\nウヅキもミオも、絶対立ち上がるって\n信じてたよ","11","","1070046"
"","0","","7","","","","","91","","1070047"
"1","112511","0","7","","","","omp_idle_calm","3","","1070048"
"1","112411","0","7","","","","omp_talk_joy1","3","","1070049"
"0","vo_omp_7007","","7","","","0","vo_omp_7007_007","21","","1070050"
"10","112411","","7","1","","1","リンちゃん…！","11","","1070051"
"","0","","7","","","","","91","","1070052"
"","112611","","7","","","","0","4","","1070053"
"1","112411","0","7","","","","omp_psn_20","3","","1070054"
"1","112611","0","7","","","","omp_talk_joy1","3","","1070055"
"0","vo_omp_7007","","7","","","0","vo_omp_7007_008","21","","1070056"
"10","112611","","7","1","","1","へへっ、しぶりんってば\nクールぶってるくせに、熱いねぇ♪\nそんなしぶりんは、しまむーと私で\nぎゅ～っとしちゃうぞ～！","11","","1070057"
"","10","","7","","","","1","93","","1070058"
"1","112611","","7","","","","0","4","","1070059"
"-205","112611","","7","1","","0","120","2","","1070060"
"-205","112411","","7","1","","0","420","2","","1070061"
"0","112611","0","7","1","","omp_psn_13_loop","omp_psn_13","3","0.1","1070062"
"0","112411","0","7","1","","omp_psn_13_loop","omp_psn_13","3","0.1","1070063"
"0","112511","0","7","1","","omp_psn_15_loop","omp_psn_15","3","0","1070064"
"","1","","7","","","","1","93","","1070065"
"0","105831","0","7","1","","omp_idle_surprise1","omp_surprise","3","","1070066"
"0","105931","0","7","1","","omp_idle_surprise1","omp_surprise","3","","1070067"
"0","106031","0","7","1","","omp_idle_surprise2","omp_surprise","3","0.2","1070068"
"","1070057","","7","","","","","91","","1070069"
"0","vo_omp_7007","","7","","","0","vo_omp_7007_009","21","","1070070"
"10","112511","","7","1","","1","ちょっ、や、やめてよ…！","11","","1070071"
"","0","","7","","","","","91","","1070072"
"1","105831","","7","","","","1","4","","1070073"
"1","105831","0","7","","","","omp_talk_joy1","3","","1070074"
"0","vo_omp_7007","","7","","","0","vo_omp_7007_010","21","","1070075"
"10","105831","","7","1","","1","キャルちゃん、\nわたしたちもやりましょう♪","11","","1070076"
"","0","","7","","","","","91","","1070077"
"1","105831","0","7","","","","omp_idle_joy1","3","","1070078"
"1","106031","0","7","","","","omp_talk_tsun","3","","1070079"
"0","vo_omp_7007","","7","","","0","vo_omp_7007_011","21","","1070080"
"10","106031","","7","1","","1","は！？　なんでよ、イヤよ、お断りよ！\nこらっ、なんで近づいてくるのよ！？\nコロ助、助けなさいよっ！？","11","","1070081"
"","4","","7","","","","1","93","","1070082"
"1","105831","0","7","","","","omp_walk","3","","1070083"
"-205","105831","","7","1","","1","-120","2","","1070084"
"","0","","7","","","","","91","","1070085"
"1","105831","0.2","7","","","","omp_idle_joy1","3","","1070086"
"","1070081","","7","","","","","91","","1070087"
"1","105831","0","7","","","","omp_idle_joy1","3","","1070088"
"1","106031","0","7","","","","omp_idle_tsun","3","","1070089"
"1","105931","0","7","","","","omp_talk_normal","3","","1070090"
"0","vo_omp_7007","","7","","","0","vo_omp_7007_012","21","","1070091"
"10","105931","","7","1","","1","キャルさま\n逃げ道はございません\n僭越ながら、わたくしも\n参加させてもらいますので…♪","11","","1070092"
"","0","","7","","","","","91","","1070093"
"-205","105831","","7","1","","0","-120","2","","1070094"
"-205","105931","","7","1","","0","-440","2","","1070095"
"0","105831","0","7","1","","omp_psn_14_loop","omp_psn_14","3","0.1","1070096"
"0","105931","0","7","1","","omp_psn_14_loop","omp_psn_14","3","0.1","1070097"
"0","106031","0","7","1","","omp_psn_15_loop","omp_psn_15","3","0","1070098"
"0","vo_omp_7007","","7","","","0","vo_omp_7007_013","21","","1070099"
"10","105831","","7","1","","1","ぎゅう～♪","11","","1070100"
"","0","","7","","","","","91","","1070101"
"1","106031","0","7","","","","omp_psn_16_loop","3","","1070102"
"0","vo_omp_7007","","7","","","0","vo_omp_7007_014","21","","1070103"
"10","106031","","7","1","","1","ちょっ、ふざけんなっ、おぶっ！？\nペコリーヌ、力加減！\nあたしを半分にする気！？\nちょっ、なんなのよ～っ！？","11","","1070104"
"","0","","7","","","","","91","","1070105"
"1","112611","0","7","","","","omp_psn_13_loop","3","","1070106"
"0","vo_omp_7007","","7","","","0","vo_omp_7007_015","21","","1070107"
"10","112611","","7","1","","1","わー！\nキャルキャル～！","11","","1070108"
"","0","","7","","","","","91","","1070109"
"1","112611","0","7","","","","omp_psn_13_loop","3","","1070110"
"1","112411","0","7","","","","omp_psn_13_loop","3","","1070111"
"0","vo_omp_7007","","7","","","0","vo_omp_7007_016","21","","1070112"
"10","112411","","7","1","","1","あはは♪\n【美食殿】のみなさんの\nスキンシップ、大胆ですねっ！","11","","1070113"
"","0","","7","","","","","91","","1070114"
"1","112411","0","7","","","","omp_psn_13_loop","3","","1070115"
"1","112511","0","7","","","","omp_psn_15_loop","3","","1070116"
"0","vo_omp_7007","","7","","","0","vo_omp_7007_017","21","","1070117"
"10","112511","","7","1","","1","大胆とかいうレベルを\n超えてる気がするんだけど…っ！？\nちょっ、やめ…ひゃああっ！","11","","1070118"
"","5.5","","7","","","","1","93","","1070119"
"1","112511","0.1","7","","","","omp_psn_16_loop","3","","1070120"
"","1070118","","7","","","","","91","","1070121"
"","0.4","","7","","","","","93","","1070122"
"1600","1","1.8","8","-195","omp_idle_normal","200","105831","1","1","1080001"
"1500","1","1.8","8","-185","omp_talk_normal","0","105931","1","0","1080002"
"1600","1","1.8","8","-205","omp_idle_normal","-200","106031","1","0","1080003"
"0","1","1","8","1","","0","1","31","","1080004"
"","1","","8","","","","","93","","1080005"
"0","vo_omp_7008","","8","","","0","vo_omp_7008_000","21","","1080006"
"10","105931","","8","1","","1","ムーサの町…初めて訪れましたが\n素敵な町でございますね","11","","1080007"
"","0","","8","","","","","91","","1080008"
"1","105931","0","8","","","","omp_idle_normal","3","","1080009"
"1","105831","0","8","","","","omp_talk_joy1","3","","1080010"
"0","vo_omp_7008","","8","","","0","vo_omp_7008_001","21","","1080011"
"10","105831","","8","1","","1","はい♪　活気もありますし\nなにより色んな特産品が美味しそうで\nやばいですね☆","11","","1080012"
"","0","","8","","","","","91","","1080013"
"1","105831","0","8","","","","omp_idle_joy1","3","","1080014"
"1","106031","0","8","","","","omp_talk_sad","3","","1080015"
"0","vo_omp_7008","","8","","","0","vo_omp_7008_002","21","","1080016"
"10","106031","","8","1","","1","はぁ。本当にあんたの頭の中は\n食べることばっかりね","11","","1080017"
"","0","","8","","","","","91","","1080018"
"1","106031","0","8","","","","omp_idle_sad","3","","1080019"
"1","105931","0","8","","","","omp_talk_normal","3","","1080020"
"0","vo_omp_7008","","8","","","0","vo_omp_7008_003","21","","1080021"
"10","105931","","8","1","","1","ふふ、ではこの後\n食べ歩きをいたしませんか？\nわたくし、お腹が空いてしまいました","11","","1080022"
"","0","","8","","","","","91","","1080023"
"1","105931","0","8","","","","omp_idle_normal","3","","1080024"
"1","106031","0","8","","","","omp_talk_surprise1","3","","1080025"
"0","vo_omp_7008","","8","","","0","vo_omp_7008_004","21","","1080026"
"10","106031","","8","1","","1","コロ助まで！？","11","","1080027"
"","0","","8","","","","","91","","1080028"
"1","106031","0","8","","","","omp_idle_surprise1","3","","1080029"
"1","105831","0","8","","","","omp_talk_normal","3","","1080030"
"0","vo_omp_7008","","8","","","0","vo_omp_7008_005","21","","1080031"
"10","105831","","8","1","","1","キャルちゃんはどうしますか～？","11","","1080032"
"","0","","8","","","","","91","","1080033"
"","105931","","8","","","","1","4","","1080034"
"1","105831","0","8","","","","omp_idle_normal","3","","1080035"
"1","106031","0","8","","","","omp_talk_tsun","3","","1080036"
"0","vo_omp_7008","","8","","","0","vo_omp_7008_006","21","","1080037"
"10","106031","","8","1","","1","あたしだって\n美味しいもの食べたいわよ！\n…魔物料理じゃなきゃね","11","","1080038"
"","0","","8","","","","","91","","1080039"
"1","106031","0","8","","","","omp_idle_tsun","3","","1080040"
"1","105931","0","8","","","","omp_talk_normal","3","","1080041"
"0","vo_omp_7008","","8","","","0","vo_omp_7008_007","21","","1080042"
"10","105931","","8","1","","1","ふふ、わたくしたちの思いは一つ\nさすが【美食殿】でございますね♪","11","","1080043"
"","0","","8","","","","","91","","1080044"
"","105931","","8","","","","0","4","","1080045"
"1","105931","0","8","","","","omp_idle_normal","3","","1080046"
"1","105831","0","8","","","","omp_talk_joy1","3","","1080047"
"0","vo_omp_7008","","8","","","0","vo_omp_7008_008","21","","1080048"
"10","105831","","8","1","","1","えっへへ～♪\nそれじゃあ行きましょう！\nコッコロちゃん！　キャルちゃん！","11","","1080049"
"","0","","8","","","","","91","","1080050"
"","0.4","","8","","","","","93","","1080051"
"1600","1","1.8","9","-270","omp_idle_normal","300","105831","1","1","1090001"
"1700","1","1.8","9","-285","omp_idle_normal","450","105931","1","1","1090002"
"1600","1","1.8","9","-230","omp_idle_normal","-310","106031","1","1","1090003"
"1500","1","1.8","9","-190","omp_idle_normal","-45","112511","1","1","1090004"
"1600","1","1.8","9","-240","omp_idle_normal","65","112411","1","1","1090005"
"1500","1","1.8","9","-192","omp_idle_normal","205","112611","1","1","1090006"
"0","1","1","9","1","","0","1","31","","1090007"
"","0.2","","9","","","","","93","","1090008"
"1","112611","0.1","9","","","","omp_idle_normal","3","","1090009"
"1","106031","0","9","","","","omp_talk_sad","3","","1090010"
"1","112511","0.1","9","","","","omp_idle_normal","3","","1090011"
"1","105831","0.1","9","","","","omp_idle_normal","3","","1090012"
"","0.1","","9","","","","","93","","1090013"
"","1","","9","","","","","93","","1090014"
"0","vo_omp_7009","","9","","","0","vo_omp_7009_000","21","","1090015"
"10","106031","","9","1","","1","ここでのことは思い出したくないわ\nなんであんなことしちゃったのかしら…\nはぁ。ほんっとサイアク！","11","","1090016"
"","0","","9","","","","","91","","1090017"
"0","106031","0","9","","","","omp_psn_17","3","","1090018"
"0","vo_omp_7009","","9","","","0","vo_omp_7009_001","21","","1090019"
"10","106031","","9","1","","1","…きゃるきゃるーん\nなんて、にゃ","11","","1090020"
"","2","","9","","","","1","93","","1090021"
"1","106031","0.2","9","","","","omp_talk_sad","3","","1090022"
"","1090020","","9","","","","","91","","1090023"
"1","106031","0","9","","","","omp_idle_sad","3","","1090024"
"0","105831","0","9","1","","omp_idle_joy1","omp_psn_17","3","0.2","1090025"
"0","vo_omp_7009","","9","","","0","vo_omp_7009_002","21","","1090026"
"10","105831","","9","1","","1","きゃるきゃるーん♪","11","","1090027"
"","0","","9","","","","","91","","1090028"
"1","105931","0","9","1","","omp_idle_normal","omp_psn_17","3","0.2","1090029"
"0","vo_omp_7009","","9","","","0","vo_omp_7009_003","21","","1090030"
"10","105931","","9","1","","1","きゃるきゃるーん、でございますにゃ","11","","1090031"
"","0","","9","","","","","91","","1090032"
"","106031","","9","","","","0","4","","1090033"
"0","106031","0","9","1","","omp_idle_surprise1","omp_surprise","3","0","1090034"
"0","vo_omp_7009","","9","","","0","vo_omp_7009_004","21","","1090035"
"10","106031","","9","1","","1","なっ、あんたたち！？\nい、今のっ、見てっ…！？","11","","1090036"
"","0","","9","","","","","91","","1090037"
"1","112611","0","9","1","","omp_idle_joy1","omp_psn_17_other","3","0.2","1090038"
"0","vo_omp_7009","","9","","","0","vo_omp_7009_005","21","","1090039"
"10","112611","","9","1","","1","きゃっるきゃる～ん♪\n華麗に登場にゃ☆","11","","1090040"
"","0","","9","","","","","91","","1090041"
"1","106031","0","9","","","","omp_talk_anger2","3","","1090042"
"0","vo_omp_7009","","9","","","0","vo_omp_7009_006","21","","1090043"
"10","106031","","9","1","","1","殺す！　殺すわ！\n全員まとめてぶっ殺して\nあんなことしちゃったあたしも殺すわ！\nみんな消し去ってやるわよぉ～っ！","11","","1090044"
"","0","","9","","","","","91","","1090045"
"1","106031","0","9","","","","omp_idle_anger2","3","","1090046"
"1","112411","0","9","","","","omp_talk_sad","3","","1090047"
"0","vo_omp_7009","","9","","","0","vo_omp_7009_007","21","","1090048"
"10","112411","","9","1","","1","キャ、キャルちゃん。えっと、その…","11","","1090049"
"","0","","9","","","","","91","","1090050"
"1","112411","0","9","","","","omp_idle_sad","3","","1090051"
"1","112511","0","9","","","","omp_talk_normal","3","","1090052"
"0","vo_omp_7009","","9","","","0","vo_omp_7009_008","21","","1090053"
"10","112511","","9","1","","1","大変だね","11","","1090054"
"","0","","9","","","","","91","","1090055"
"1","112511","0","9","","","","omp_idle_normal","3","","1090056"
"1","106031","0","9","","","","omp_talk_tsun","3","","1090057"
"0","vo_omp_7009","","9","","","0","vo_omp_7009_009","21","","1090058"
"10","106031","","9","1","","1","あ、あんたたちは見逃してあげるわ…！\nでもあいつらはダメ！\nこの世から消し去らないとあたしが\n安心できないっ…！","11","","1090059"
"","0","","9","","","","","91","","1090060"
"1","106031","0","9","","","","omp_idle_tsun","3","","1090061"
"1","112511","0","9","","","","omp_talk_normal","3","","1090062"
"0","vo_omp_7009","","9","","","0","vo_omp_7009_010","21","","1090063"
"10","112511","","9","1","","1","でもあれ、かわいかったと思うけど","11","","1090064"
"","0","","9","","","","","91","","1090065"
"1","112511","0","9","","","","omp_idle_normal","3","","1090066"
"1","112411","0","9","","","","omp_talk_joy2","3","","1090067"
"0","vo_omp_7009","","9","","","0","vo_omp_7009_011","21","","1090068"
"10","112411","","9","1","","1","はい！　とっても素敵でした！","11","","1090069"
"","0","","9","","","","","91","","1090070"
"1","112411","0","9","","","","omp_psn_20","3","","1090071"
"1","106031","0","9","","","","omp_talk_tsun","3","","1090072"
"0","vo_omp_7009","","9","","","0","vo_omp_7009_012","21","","1090073"
"10","106031","","9","1","","1","そんなのうれしくないわよ～っ！？","11","","1090074"
"","0","","9","","","","","91","","1090075"
"1","106031","0","9","","","","omp_idle_tsun","3","","1090076"
"0","105831","0","9","1","","omp_idle_joy1","omp_psn_17","3","0.2","1090077"
"0","105931","0","9","1","","omp_idle_normal","omp_psn_17","3","0.2","1090078"
"0","112611","0","9","1","","omp_idle_joy1","omp_psn_17_other","3","0.2","1090079"
"0","vo_omp_7009","","9","","","0","vo_omp_7009_013","21","","1090080"
"10","105831","","9","1","","1","きゃるきゃるーん♪","11","","1090081"
"","0","","9","","","","","91","","1090082"
"1","106031","0","9","","","","omp_talk_anger2","3","","1090083"
"0","vo_omp_7009","","9","","","0","vo_omp_7009_014","21","","1090084"
"10","106031","","9","1","","1","絶対にぶっ殺す～～～～～～～！","11","","1090085"
"","0","","9","","","","","91","","1090086"
"","0.4","","9","","","","","93","","1090087"
