ff35ec30a7e50a4668a43e435e6582d52f9673e84a287e67eec98305ac54b98a,f7f87db83d72f6879788afab50d888c879201a47c59d172d3ade6ba3b695e98e,0dac6e201ec63f855406227ac610fd63639b477c1100d6bc9281bd95299ec845,bd6320ec92bb05871b8f745c6e9322b80b0736223b277857da38acb338c4ae64,066d365a27488a51b6d14358497acd9aef38dce17606875811c61e43d2470d69,f2fe0e1658dc0bd0b9326800335188f158d14097149ddd03ecd9407e522a2aa0,c50d7e2f68a80a1761d8391fc1207be267ec937213dd9bb57a16beec2ac6e62d,139cf14f0e4b56deff38adaa7307ea224fc6d1425cf55aa8952b941d7aabda09,3dc4721a6d4b4e4c2c2d69099f3a51f30f09a4cac1da8151f0e9709dc1354c28,95f9df115b9771c1dabe4a396198f0e9d40944ba04eccc49d30c89ad3a98d6e3,ea782b42c5af91c95ecbb00f39401fd7e36c0dde26a521a1ec0f2fa1c5af1d27
"23","","","se_fpc_water_random","","893","","se_10053800","","","18930001"
"1","23","cmn_boat_nervous","107811","-180","893","1.75","1","-850","0","18930002"
"5","22","cmn_boat_idle_l","1","-180","893","1.75","2","-850","0","18930003"
"31","-850","","1","1","893","1","116","-180","","18930004"
"2","-180","","1750","","893","","107811","13.5","","18930005"
"2","-180","","1750","","893","","1","13.5","","18930006"
"33","-180","","1750","","893","","1","13.5","","18930007"
"93","","","","","893","","1.6","","","18930008"
"21","","","vo_fpc_89301","","893","","vo_fpc","0","","18930009"
"23","","","se_fpc_water_random","","894","","se_10053800","","","18940001"
"1","22","00_kuka_float","127011","-180","894","1.75","1","-1100","0","18940002"
"5","22","idle","1","-180","894","0.3","9","-1250","0","18940003"
"5","22","idle","2","-180","894","0.3","9","-950","0","18940004"
"31","-1100","","1","1","894","1","6","-180","","18940005"
"31","-1250","","2","1","894","1","125","-180","","18940006"
"31","-950","","3","1","894","1","125","-180","","18940007"
"2","-180","","1050","","894","","127011","10","","18940008"
"2","-180","","900","","894","","1","10","","18940009"
"2","-180","","1200","","894","","2","10","","18940010"
"33","-180","","1050","","894","","1","10","","18940011"
"33","-180","","900","","894","","2","10","","18940012"
"33","-180","","1200","","894","","3","10","","18940013"
"93","","","","","894","","2.1","","","18940014"
"21","","","vo_fpc_89401","","894","","vo_fpc","0","","18940015"
"23","","","se_fpc_water_random","","895","","se_10053800","","","18950001"
"5","22","48_kyaru_floatRing","22","-180","895","1.66","22","-1100","0","18950002"
"31","-1100","","1","1","895","1","102","-180","","18950003"
"2","-180","","1050","","895","","22","10","","18950004"
"33","-180","","1050","","895","","1","10","","18950005"
"93","","","","","895","","2.1","","","18950006"
"21","","","vo_fpc_89501","","895","","vo_fpc","0","","18950007"
"23","","","se_fpc_water_random","","896","","se_10053800","","","18960001"
"5","22","02_neneka_floatRing","21","-180","896","1.66","21","-1100","0","18960002"
"31","-1100","","1","1","896","1","102","-180","","18960003"
"2","-180","","1050","","896","","21","10","","18960004"
"33","-180","","1050","","896","","1","10","","18960005"
"93","","","","","896","","2.5","","","18960006"
"21","","","vo_fpc_89601","","896","","vo_fpc","0","","18960007"
"1","33","01_yukari_idle","126811","-250","901","1.75","1","-900","0","19010001"
"5","34","01_yukari_idle","3","-250","901","1.75","3","-900","0","19010002"
"5","32","cmn_boat_idle","2","-250","901","1.75","2","-900","0","19010003"
"31","-900","","126811","1","901","1","101","-250","","19010004"
"23","1","","se_fpc_water_random","","901","","se_10053800","","","19010005"
"91","","","0","","901","","19010004","","","19010006"
"2","-250","","0","12","901","","126811","5.29411764705882","","19010007"
"2","-250","","0","12","901","","3","5.29411764705882","","19010008"
"2","-250","","0","12","901","","2","5.29411764705882","","19010009"
"33","-250","","0","12","901","","126811","5.29411764705882","","19010010"
"91","","","","","901","","","","","19010011"
"3","0","","01_yukari_talk","1","901","0.1","126811","01_yukari_talk_loop","0.1","19010012"
"3","0","","01_yukari_talk","1","901","0.1","3","01_yukari_talk_loop","0.1","19010013"
"3","1","","cmn_boat_idle","","901","0.1","2","","","19010014"
"93","","","0","","901","","4","","","19010015"
"21","","","vo_fpc_20100","","901","","vo_fpc","0","","19010016"
"11","10","0.5","ぷはぁ～…","0","901","0","126811","1","0","19010017"
"91","","","","","901","","0","","","19010018"
"93","","","0","","901","","0.5","","","19010019"
"21","","","vo_fpc_20101","","901","","vo_fpc","0","","19010020"
"11","10","0.5","真夏のビーチで飲むのもいいけど\n真冬にこうしてプールで飲むってのも\nぜーたくでいいわねぇ…","0","901","0","126811","1","0","19010021"
"91","","","","","901","","0","","","19010022"
"93","","","0","","901","","0.5","","","19010023"
"21","","","vo_fpc_20102","","901","","vo_fpc","0","","19010024"
"11","10","0.5","せーきひ麦ひゅわとうりゃ麦、\n追加で入荷してもらうように\nアキノさんにらのんでおこーっと…","0","901","0","126811","1","0","19010025"
"91","","","","","901","","0","","","19010026"
"93","","","0","","901","","0.5","","","19010027"
"3","1","","01_yukari_talk2_loop","","901","0.1","126811","","","19010028"
"3","1","","01_yukari_talk2_loop","","901","0.1","3","","","19010029"
"3","1","","cmn_boat_idle","","901","0.1","2","","","19010030"
"21","","","vo_fpc_20103","","901","","vo_fpc","0","","19010031"
"11","10","0.5","それにひてもなんかぐらぐらするわね～\nプールなのにビッグウェーブでも\nきてるのかしら…って、うぷっ！","0","901","0","126811","1","0","19010032"
"91","","","","","901","","0","","","19010033"
"3","0","","01_yukari_sick_1","1","901","0.1","126811","01_yukari_sick_1_loop","0.1","19010034"
"3","0","","01_yukari_sick_1","1","901","0.1","3","01_yukari_sick_1_loop","0.1","19010035"
"3","1","","cmn_boat_idle","","901","0.1","2","","","19010036"
"93","","","0","","901","","2","","","19010037"
"3","0","","01_yukari_sick_2","1","901","0.1","126811","01_yukari_sick_2_loop","0.1","19010038"
"3","0","","01_yukari_sick_2","1","901","0.1","3","01_yukari_sick_2_loop","0.1","19010039"
"3","1","","cmn_boat_idle","","901","0.1","2","","","19010040"
"21","","","vo_fpc_20104","","901","","vo_fpc","0","","19010041"
"11","10","0.5","あ、だめ…\n私にもビッグウェーブが…\nた、耐えるのよ、ユカリぃ…","0","901","0","126811","1","0","19010042"
"91","","","","","901","","0","","","19010043"
"93","","","0","","901","","0.5","","","19010044"
"2","-250","","1000","","901","","126811","4.52488687782805","","19010045"
"2","-250","","1000","","901","","3","4.52488687782805","","19010046"
"2","-250","","1000","","901","","2","4.52488687782805","","19010047"
"33","-250","","1000","","901","","126811","4.52488687782805","","19010048"
"91","","","","","901","","0","","","19010049"
"5","22","02_neneka_floatRing","1","-180","902","1.75","21","-780","0","19020001"
"5","12","02_neneka_floatRing","2","-125","902","1.6625","21","-780","0","19020002"
"5","32","02_neneka_floatRing","3","-250","902","1.8375","21","-780","0","19020003"
"5","22","02_neneka_floatRing","4","-180","902","1.75","21","-780","0","19020004"
"5","12","02_neneka_floatRing","5","-125","902","1.6625","21","-780","0","19020005"
"5","32","02_neneka_floatRing","6","-250","902","1.8375","21","-780","0","19020006"
"31","-780","","1","1","902","1","102","-180","","19020007"
"31","-780","","2","1","902","1","102","-125","","19020008"
"31","-780","","3","1","902","1","102","-250","","19020009"
"31","-780","","4","1","902","1","102","-180","","19020010"
"31","-780","","5","1","902","1","102","-125","","19020011"
"31","-780","","6","1","902","1","102","-250","","19020012"
"23","1","","se_fpc_water_random","","902","","se_10053800","","","19020013"
"91","","","","","902","","19020012","","","19020014"
"2","-180","","0","12","902","","1","4.58823529411765","","19020015"
"33","-180","","0","12","902","","1","4.58823529411765","","19020016"
"91","","","","","902","","19020015","","","19020017"
"21","","","vo_fpc_20200","","902","","vo_fpc","0","","19020018"
"11","10","0.5","ふむ…","0","902","0","1","1","0","19020019"
"91","","","","","902","","0","","","19020020"
"93","","","0","","902","","0.5","","","19020021"
"2","-180","","150","12","902","","1","3.70588235294118","","19020022"
"33","-180","","150","12","902","","1","3.70588235294118","","19020023"
"3","1","","02_neneka_floatRing","","902","0.1","2","","","19020024"
"2","-125","","-150","12","902","","2","3.70588235294118","","19020025"
"33","-125","","-150","12","902","","2","3.70588235294118","","19020026"
"91","","","","","902","","19020025","","","19020027"
"21","","","vo_fpc_20201","","902","","vo_fpc","0","","19020028"
"11","10","0.5","ただ流される、などという\n世の凡夫たちのような行いの\n何が楽しいのかと思っていましたが…","0","902","0","2","1","0","19020029"
"91","","","","","902","","0","","","19020030"
"93","","","0","","902","","0.5","","","19020031"
"2","-180","","250","12","902","","1","3.11764705882353","","19020032"
"33","-180","","250","12","902","","1","3.11764705882353","","19020033"
"2","-125","","0","12","902","","2","3.11764705882353","","19020034"
"33","-125","","0","12","902","","2","3.11764705882353","","19020035"
"3","1","","02_neneka_floatRing","","902","0.1","3","","","19020036"
"2","-250","","-250","12","902","","3","3.11764705882353","","19020037"
"33","-250","","-250","12","902","","3","3.11764705882353","","19020038"
"91","","","","","902","","19020037","","","19020039"
"21","","","vo_fpc_20202","","902","","vo_fpc","0","","19020040"
"11","10","0.5","これはこれで乙なものですね…\n今度ノウェムでも連れてきて\n流してみましょうか。","0","902","0","3","1","0","19020041"
"93","","","1","","902","","4.5","","","19020042"
"93","","","0","","902","","0.9","","","19020043"
"91","","","","","902","","19020041","","","19020044"
"3","1","","02_neneka_floatRing","","902","0.1","4","","","19020045"
"2","-180","","850","","902","","4","7.37556561085973","","19020046"
"33","-180","","850","","902","","4","7.37556561085973","","19020047"
"93","","","0","","902","","0.2","","","19020048"
"3","1","","02_neneka_floatRing","","902","0.1","5","","","19020049"
"2","-180","","850","12","902","","1","2.71493212669683","","19020050"
"33","-180","","850","12","902","","1","2.71493212669683","","19020051"
"93","","","0","","902","","0.2","","","19020052"
"2","-125","","850","12","902","","2","3.84615384615385","","19020053"
"33","-125","","850","12","902","","2","3.84615384615385","","19020054"
"93","","","0","","902","","0.1","","","19020055"
"2","-250","","850","12","902","","3","4.97737556561086","","19020056"
"33","-250","","850","12","902","","3","4.97737556561086","","19020057"
"93","","","0","","902","","1.5","","","19020058"
"2","-125","","850","","902","","5","6.26923076923077","","19020059"
"33","-125","","850","","902","","5","6.26923076923077","","19020060"
"93","","","0","","902","","1","","","19020061"
"3","1","","02_neneka_floatRing","","902","0.1","6","","","19020062"
"2","-250","","850","","902","","6","6.63800904977376","","19020063"
"33","-250","","850","","902","","6","6.63800904977376","","19020064"
"91","","","","","902","","0","","","19020065"
"93","","","0","","902","","1","","","19020066"
"91","","","","","902","","0","","","19020067"
"1","12","03_cmn_walk_styk_N2","113211","-15","903","1.4875","1","-750","0","19030001"
"1","12","03_cmn_run_def_N","113311","-15","903","1.4875","1","750","0","19030002"
"23","1","","se_fpc_water_random","","903","","se_10053800","","","19030003"
"91","","","0","","903","","19030002","","","19030004"
"2","-15","","-150","","903","","113211","3.52941176470588","","19030005"
"93","","","0","","903","","1.5","","","19030006"
"2","-15","","150","","903","","113311","2.71493212669683","","19030007"
"91","","","","","903","","19030005","","","19030008"
"3","1","","03_cmn_idol_def_N","","903","0.1","113211","","","19030009"
"91","","","","","903","","19030007","","","19030010"
"3","1","","03_nanaka_gufufu","","903","0.3","113311","","","19030011"
"93","","","0","","903","","0.3","","","19030012"
"21","","","vo_fpc_20300","","903","","vo_fpc","0","","19030013"
"11","10","0.5","ぐっふっふ、\nさすがアンナたそ♪","0","903","0","113311","1","0","19030014"
"91","","","","","903","","0","","","19030015"
"93","","","0","","903","","0.5","","","19030016"
"21","","","vo_fpc_20301","","903","","vo_fpc","0","","19030017"
"11","10","0.5","ナナカちゃんセレクトの伝説のスク水を\n完璧に着こなしておりますなあ！","0","903","0","113311","1","0","19030018"
"91","","","","","903","","0","","","19030019"
"93","","","0","","903","","0.5","","","19030020"
"3","1","","03_anna_shy","","903","0.1","113211","","","19030021"
"21","","","vo_fpc_20302","","903","","vo_fpc","0","","19030022"
"11","10","0.5","なっ、これは他に持ってないから\n仕方なくだなあ…","0","903","0","113211","1","0","19030023"
"91","","","","","903","","0","","","19030024"
"93","","","0","","903","","0.5","","","19030025"
"21","","","vo_fpc_20303","","903","","vo_fpc","0","","19030026"
"11","10","0.5","だいじょぶだいじょぶ、\n似合ってるのはホントだってば！","0","903","0","113311","1","0","19030027"
"91","","","","","903","","0","","","19030028"
"93","","","0","","903","","0.5","","","19030029"
"21","","","vo_fpc_20304","","903","","vo_fpc","0","","19030030"
"11","10","0.5","それともぉ…\nこっちの水着と交換してみる？","0","903","0","113311","1","0","19030031"
"91","","","","","903","","0","","","19030032"
"93","","","0","","903","","0.5","","","19030033"
"3","0","","03_anna_pui_in","1","903","0.1","113211","03_anna_pui_loop","","19030034"
"21","","","vo_fpc_20305","","903","","vo_fpc","0","","19030035"
"11","10","0.5","それはそれで恥ずかしいじゃないか！","0","903","0","113211","1","0","19030036"
"91","","","","","903","","0","","","19030037"
"93","","","0","","903","","0.5","","","19030038"
"21","","","vo_fpc_20306","","903","","vo_fpc","0","","19030039"
"11","10","0.5","わ、我には友が選んでくれた\nこのスク水で十分だ！","0","903","0","113211","1","0","19030040"
"91","","","","","903","","0","","","19030041"
"93","","","0","","903","","0.5","","","19030042"
"4","1","","1","","903","0.1","113311","","","19030043"
"4","1","","1","","903","0.1","113211","","","19030044"
"3","1","","03_cmn_run_def_N","","903","0.1","113311","","","19030045"
"3","1","","03_cmn_walk_styk_N2","","903","0.1","113211","","","19030046"
"2","-15","","750","","903","","113311","2.71493212669683","","19030047"
"2","-15","","-750","","903","","113211","3.52941176470588","","19030048"
"91","","","","","903","","0","","","19030049"
"1","22","04_misogi_flutterKick_loop","122811","-180","904","1.75","1","-910","0","19040001"
"1","12","04_mimi_flutterKick_loop","122911","-125","904","1.75","1","-910","0","19040002"
"1","22","04_kyouka_flutterKick_loop","122711","-180","904","1.75","1","-910","0","19040003"
"1","23","04_yuni_flutterKick_loop","129311","-180","904","1.75","1","-910","0","19040004"
"5","22","cmn_swm_flutterKick_floatBoad","1","-180","904","1.75","1","-910","0","19040005"
"5","24","empty","3","-180","904","1.75","3","-50","0","19040006"
"31","-910","","1","1","904","1","1","-180","","19040007"
"31","-910","","11","1","904","0","4","-180","","19040008"
"31","-910","","2","1","904","1","7","-125","","19040009"
"31","-910","","21","1","904","0","4","-125","","19040010"
"31","-910","","3","1","904","1","1","-180","","19040011"
"31","-910","","31","1","904","0","4","-180","","19040012"
"31","-910","","4","1","904","1","1","-180","","19040013"
"31","-50","","41","1","904","0","4","-180","","19040014"
"31","-180","","1006","1","904","0","1006","0","","19040015"
"23","1","","se_fpc_water_random","","904","","se_10053800","","","19040016"
"91","","","0","","904","","19040015","","","19040017"
"2","-180","","375","12","904","","122811","5.81447963800905","","19040018"
"33","-180","","375","12","904","","1","5.81447963800905","","19040019"
"33","-180","","375","12","904","","11","5.81447963800905","","19040020"
"91","","","","","904","","","","","19040021"
"32","","","0","","904","","1","","","19040022"
"32","","","1","","904","","11","","","19040023"
"3","0","","04_misogi_float_in","1","904","0.1","122811","04_misogi_float_loop","0.1","19040024"
"93","","","0","","904","","0.9","","","19040025"
"21","","","vo_fpc_20400","","904","","vo_fpc","0","","19040026"
"11","10","0.5","わーい！　ミソギがいっちばーん！\nオニさんこっちらー！","0","904","0","122811","1","0","19040027"
"91","","","","","904","","0","","","19040028"
"93","","","0","","904","","0.5","","","19040029"
"2","-125","","100","12","904","","122911","5.94117647058824","","19040030"
"33","-125","","100","12","904","","2","5.94117647058824","","19040031"
"33","-125","","100","12","904","","21","5.94117647058824","","19040032"
"93","","","0","","904","","2","","","19040033"
"21","","","vo_fpc_20401","","904","","vo_fpc","0","","19040034"
"11","10","0.5","逃げろ逃げろ～！","0","904","0","122911","1","0","19040035"
"91","","","","","904","","19040032","","","19040036"
"32","","","0","","904","","2","","","19040037"
"32","","","1","","904","","21","","","19040038"
"3","0","","04_mimi_float_in","1","904","0.1","122911","04_mimi_float_loop","0.1","19040039"
"2","-180","","-175","12","904","","122711","5.40441176470588","","19040040"
"33","-180","","-175","12","904","","3","5.40441176470588","","19040041"
"33","-180","","-175","12","904","","31","5.40441176470588","","19040042"
"93","","","0","","904","","2","","","19040043"
"21","","","vo_fpc_20402","","904","","vo_fpc","0","","19040044"
"11","10","0","も～！　二人とも待ってよ～！","0","904","0","122711","1","0","19040045"
"91","","","","","904","","19040042","","","19040046"
"32","","","0","","904","","3","","","19040047"
"32","","","1","","904","","31","","","19040048"
"3","0","","04_kyouka_float_in","1","904","0.1","122711","04_kyouka_float_loop","0.1","19040049"
"93","","","0","","904","","1.2","","","19040050"
"32","","","1","","904","","1006","","","19040051"
"93","","","0","","904","","0.8","","","19040052"
"32","","","1","","904","","1","","","19040053"
"32","","","0","","904","","11","","","19040054"
"32","","","1","","904","","2","","","19040055"
"32","","","0","","904","","21","","","19040056"
"32","","","1","","904","","3","","","19040057"
"32","","","0","","904","","31","","","19040058"
"3","0","","04_misogi_flutterKick_in","1","904","0.1","122811","04_misogi_flutterKick_loop","0.1","19040059"
"2","-180","","1000","","904","","122811","2.82805429864253","","19040060"
"33","-180","","1000","","904","","1","2.82805429864253","","19040061"
"93","","","0","","904","","0.1","","","19040062"
"3","0","","04_mimi_flutterKick_in","1","904","0.1","122911","04_mimi_flutterKick_loop","0.1","19040063"
"2","-125","","1000","","904","","122911","4.07239819004525","","19040064"
"33","-125","","1000","","904","","2","4.07239819004525","","19040065"
"93","","","0","","904","","0.1","","","19040066"
"3","0","","04_kyouka_flutterKick_in","1","904","0.1","122711","04_kyouka_flutterKick_loop","0.1","19040067"
"2","-180","","1000","","904","","122711","5.31674208144796","","19040068"
"33","-180","","1000","","904","","3","5.31674208144796","","19040069"
"93","","","0","","904","","0.1","","","19040070"
"2","-180","","-50","","904","","129311","5.05882352941176","","19040071"
"33","-180","","-50","","904","","4","5.05882352941176","","19040072"
"2","-180","","-50","","904","","1","5.05882352941176","","19040073"
"93","","","0","","904","","2","","","19040074"
"21","","","vo_fpc_20403","","904","","vo_fpc","0","","19040075"
"11","10","0.5","わーい♪","0","904","0","129311","1","0","19040076"
"93","","","0","","904","","2.75882352941176","","","19040077"
"3","0","","04_yuni_flutterKick_pause_in","1","904","0.1","3","04_yuni_flutterKick_pause_loop","0.1","19040078"
"3","0","","04_yuni_flutterKick_pause_in","1","904","0.1","129311","04_yuni_flutterKick_pause_loop","0.1","19040079"
"3","0","","04_yuni_flutterKick_pause_in","1","904","0.1","1","04_yuni_flutterKick_pause_loop","0.1","19040080"
"93","","","0","","904","","0.3","","","19040081"
"21","","","vo_fpc_20404","","904","","vo_fpc","0","","19040082"
"32","","","0","","904","","4","","","19040083"
"32","","","1","","904","","41","","","19040084"
"93","","","0","","904","","5","","","19040085"
"3","0","","empty","","904","0.1","3","","","19040086"
"3","0","","04_yuni_flutterKick_in","1","904","0.2","129311","04_yuni_flutterKick_loop","0.1","19040087"
"3","0","","04_yuni_flutterKick_in","1","904","0.2","1","cmn_swm_flutterKick_floatBoad","0.1","19040088"
"32","","","1","","904","","4","","","19040089"
"32","","","0","","904","","41","","","19040090"
"2","-180","","1000","","904","","129311","6.17647058823529","","19040091"
"2","-180","","1000","","904","","1","6.17647058823529","","19040092"
"33","-180","","1000","","904","","4","6.17647058823529","","19040093"
"93","","","0","","904","","0.3","","","19040094"
"21","","","vo_fpc_20405","","904","","vo_fpc","0","","19040095"
"11","10","0.5","わーいわーい♪","0","904","0","129311","1","0","19040096"
"91","","","","","904","","19040091","","","19040097"
"1","12","cmn_swm_flutterKick","117111","-125","905","1.75","1","-910","0","19050001"
"1","22","cmn_swm_flutterKick","117011","-180","905","1.75","1","-910","0","19050002"
"1","12","cmn_walk_r","107611","-15","905","1.4875","1","750","0","19050003"
"31","-910","","1","1","905","1","7","-125","","19050004"
"31","-910","","11","1","905","0","4","-125","","19050005"
"31","-910","","2","1","905","1","1","-180","","19050006"
"31","-910","","21","1","905","0","4","-180","","19050007"
"23","1","","se_fpc_water_random","","905","","se_10053800","","","19050008"
"91","","","0","","905","","19050007","","","19050009"
"2","-125","","0","12","905","","117111","5.35294117647059","","19050010"
"33","-125","","0","12","905","","1","5.35294117647059","","19050011"
"33","-125","","0","12","905","","11","5.35294117647059","","19050012"
"91","","","","","905","","","","","19050013"
"32","","","0","","905","","1","","","19050014"
"32","","","1","","905","","11","","","19050015"
"3","0","","05_shizuru_search_in","1","905","0.1","117111","05_shizuru_search_loop","0.1","19050016"
"93","","","0","","905","","1","","","19050017"
"21","","","vo_fpc_20500","","905","","vo_fpc","0","","19050018"
"11","10","0.5","うーん…おかしいなあ…\nここらへんで弟くんの「気」を\n感じたんだけど…","0","905","0","117111","1","0","19050019"
"93","","","1","","905","","1.81764705882353","","","19050020"
"2","-180","","-250","12","905","","117011","3.88235294117647","","19050021"
"33","-180","","-250","12","905","","2","3.88235294117647","","19050022"
"33","-180","","-250","12","905","","21","3.88235294117647","","19050023"
"93","","","0","","905","","2.38235294117647","","","19050024"
"93","","","0","","905","","1.5","","","19050025"
"91","","","","","905","","19050019","","","19050026"
"91","","","","","905","","19050021","","","19050027"
"3","0","","05_eriko_talk_in","1","905","0.1","117011","05_eriko_talk_loop","0.1","19050028"
"32","","","0","","905","","2","","","19050029"
"32","","","1","","905","","21","","","19050030"
"21","","","vo_fpc_20501","","905","","vo_fpc","0","","19050031"
"11","10","0.5","あのおかたのオーラの残滓…\n確かにこのあたりなのですが…","0","905","0","117011","1","0","19050032"
"93","","","1","","905","","2.15294117647059","","","19050033"
"2","-15","","300","0","905","","107611","2.64705882352941","","19050034"
"93","","","0","","905","","1.14705882352941","","","19050035"
"93","","","0","","905","","1.5","","","19050036"
"91","","","","","905","","19050032","","","19050037"
"91","","","","","905","","19050034","","","19050038"
"3","1","","05_kokkoro_talk","","905","0.2","107611","","","19050039"
"21","","","vo_fpc_20502","","905","","vo_fpc","0","","19050040"
"11","10","0.5","シズルさまにエリコさま、\nどうかされたのですか？","0","905","0","107611","1","0","19050041"
"91","","","","","905","","0","","","19050042"
"93","","","0","","905","","0.5","","","19050043"
"3","0","","05_shizuru_greet_in","1","905","0.1","117111","05_shizuru_greet_loop","0.1","19050044"
"21","","","vo_fpc_20503","","905","","vo_fpc","0","","19050045"
"11","10","0.5","あ、コッコロちゃん♪\nそっかー、コッコロちゃんに残った\n弟くんの「気」を感じちゃったんだね♪","0","905","0","117111","1","0","19050046"
"91","","","","","905","","0","","","19050047"
"93","","","0","","905","","0.5","","","19050048"
"3","0","","05_eriko_pressure_in","1","905","0.1","117011","05_eriko_pressure_loop","0.1","19050049"
"21","","","vo_fpc_20504","","905","","vo_fpc","0","","19050050"
"11","10","0.5","なんですか、その気持ちの悪い根拠は。\nそれよりも、あの方はどこにおられるのか\n知っているのでしょう？\n隠し立ては許しませんよ。","0","905","0","117011","1","0","19050051"
"91","","","","","905","","0","","","19050052"
"93","","","0","","905","","0.5","","","19050053"
"3","1","","05_kokkoro_talk2","","905","0.3","107611","","","19050054"
"21","","","vo_fpc_20505","","905","","vo_fpc","0","","19050055"
"11","10","0.5","隠し立てなど、そんな。","0","905","0","107611","1","0","19050056"
"91","","","","","905","","0","","","19050057"
"93","","","0","","905","","0.5","","","19050058"
"3","0","","05_kokkoro_point_in","1","905","0.1","107611","05_kokkoro_point_loop","0.1","19050059"
"21","","","vo_fpc_20506","","905","","vo_fpc","0","","19050060"
"11","10","0.5","主さまは先ほどあちらの方に\n流れていかれましたが…","0","905","0","107611","1","0","19050061"
"91","","","","","905","","0","","","19050062"
"93","","","0","","905","","0.5","","","19050063"
"3","0","","05_shizuru_smile_in","1","905","0.1","117111","05_shizuru_smile_loop","0.1","19050064"
"21","","","vo_fpc_20507","","905","","vo_fpc","0","","19050065"
"11","10","0.5","あっちね！\nよーし、お姉ちゃんが\n今すぐ助けにいくからね！","0","905","0","117111","1","0","19050066"
"91","","","","","905","","0","","","19050067"
"93","","","0","","905","","0.5","","","19050068"
"3","0","","05_eriko_sad_in","1","905","0.1","117011","05_eriko_sad_loop","0.1","19050069"
"21","","","vo_fpc_20508","","905","","vo_fpc","0","","19050070"
"11","10","0.5","ああ、なんということ…\n私が今お助けに向かいます！","0","905","0","117011","1","0","19050071"
"91","","","","","905","","0","","","19050072"
"93","","","0","","905","","0.5","","","19050073"
"3","0","","05_shizuru_flutterKick_in","1","905","0.1","117111","05_shizuru_flutterKick_loop","0.1","19050074"
"2","-125","","1000","","905","","117111","2.66169816342827","","19050075"
"33","-125","","1000","","905","","1","2.66169816342827","","19050076"
"32","","","1","","905","","1","","","19050077"
"32","","","0","","905","","11","","","19050078"
"93","","","0","","905","","0.1","","","19050079"
"3","0","","05_eriko_flutterKick_in","1","905","0.1","117011","05_eriko_flutterKick_loop","0.1","19050080"
"2","-180","","1000","","905","","117011","3.14228255404726","","19050081"
"33","-180","","1000","","905","","2","3.14228255404726","","19050082"
"32","","","1","","905","","2","","","19050083"
"32","","","0","","905","","21","","","19050084"
"91","","","","","905","","19050081","","","19050085"
"3","0","","05_kokkoro_talk3_in","1","905","0.1","107611","05_kokkoro_talk3_loop","0.1","19050086"
"21","","","vo_fpc_20509","","905","","vo_fpc","0","","19050087"
"11","10","0.5","行ってしまわれました…","0","905","0","107611","1","0","19050088"
"91","","","","","905","","0","","","19050089"
"93","","","0","","905","","0.5","","","19050090"
"21","","","vo_fpc_20510","","905","","vo_fpc","0","","19050091"
"11","10","0.5","あのお二人が揃われると\n何が起こるか心配ですね…","0","905","0","107611","1","0","19050092"
"91","","","","","905","","0","","","19050093"
"93","","","0","","905","","0.5","","","19050094"
"21","","","vo_fpc_20511","","905","","vo_fpc","0","","19050095"
"11","10","0.5","主さまの前で暴走されぬよう\nわたくしが見張っておかねば…！","0","905","0","107611","1","0","19050096"
"91","","","","","905","","0","","","19050097"
"93","","","0","","905","","0.5","","","19050098"
"2","-15","","850","0","905","","107611","1.65912518853695","","19050099"
"3","1","","05_kokkoro_run","","905","0.2","107611","","","19050100"
"21","","","vo_fpc_20512","","905","","vo_fpc","0","","19050101"
"11","10","0.5","主さまー！","0","905","0","107611","1","0","19050102"
"91","","","","","905","","0","","","19050103"
"93","","","0","","905","","0.5","","","19050104"
"91","","","","","905","","19050099","","","19050105"
"1","22","cmn_float","126911","-180","906","1.75","1","-850","0","19060001"
"1","12","cmn_float","117311","-125","906","1.75","1","-850","0","19060002"
"31","-850","","11","1","906","1","6","-180","","19060003"
"31","-850","","10071","1","906","0","1007","-180","","19060004"
"31","-850","","21","1","906","1","6","-125","","19060005"
"31","-850","","10072","1","906","0","1007","-125","","19060006"
"31","-850","","10081","1","906","0","1008","-125","","19060007"
"23","1","","se_fpc_water_random","","906","","se_10053800","","","19060008"
"91","","","0","","906","","19060007","","","19060009"
"2","-180","","0","12","906","","126911","6.25","","19060010"
"33","-180","","0","12","906","","11","6.25","","19060011"
"33","-180","","0","12","906","","10071","6.25","","19060012"
"93","","","0","","906","","3","","","19060013"
"21","","","vo_fpc_20600","","906","","vo_fpc","0","","19060014"
"3","1","","06_cmn_float_sing","","906","0.2","126911","","","19060015"
"32","","","1","","906","","10071","","","19060016"
"91","","","","","906","","19060010","","","19060017"
"3","1","","cmn_float","","906","0.2","126911","","","19060018"
"21","","","vo_fpc_20601","","906","","vo_fpc","0","","19060019"
"11","10","0.5","たまには、こういう所も\n悪くないかも…","0","906","0","126911","1","0","19060020"
"91","","","","","906","","0","","","19060021"
"93","","","0","","906","","0.5","","","19060022"
"2","-125","","-150","12","906","","117311","5.14705882352941","","19060023"
"33","-125","","-150","12","906","","21","5.14705882352941","","19060024"
"33","-125","","-150","12","906","","10072","5.14705882352941","","19060025"
"33","-125","","-150","12","906","","10081","5.14705882352941","","19060026"
"2","-180","","150","12","906","","126911","5.14705882352941","","19060027"
"33","-180","","150","12","906","","11","5.14705882352941","","19060028"
"33","-180","","150","12","906","","10071","5.14705882352941","","19060029"
