902eb12c61149acc64f4447f309a47edb0b12362597b2d2cbbe8449356d78ee0,efcbae17e80aa0d5f7cba5a0451067af8d603f362aba219542ff3bc66a8cf006,3156f5c19f5aeae71309ec9b804c97ddf4547a84218c910be657573b3480fc8f,fad1902bd090340f6b977ce904c366ae86455727e49c5a8a125a4c9a6ce0644f,0382f6965d6b0ba3c005dfac43c1ac9d650a8b9926b094383e576fb3830c6d67,99480ef9cc1cbdca722f0c8e17ccb8592e0da230fa085a6fd1d459638880d074,f3e99e8b684fa288c97ad9dc6d944c0a5439beda8ef983f46d99dfab14942cf8,c83c7e787d2c3c2e71d54763664e2918f868a616d854d0c7101ff1cb7d1e5c59,4231da4d413b251c5117da4f07dc20a1c8fb77bc51f5066b1775bb346dedf502,0283c3b950dfcbde9fe06fb82d3962ceb7cfb07b10e5fdc9edf4c247712e8b4c,c688faf78d1620f8217219eccc64a13bd5178c87282c85fc9f322958fd7cf1fa
"3112","0","0.6","","","","","93","","131120044",""
"3112","round_monster_idle","3","1","","0.2","","3","","131120045",""
"3112","0","0.4","","","","","93","","131120046",""
"3112","0","1000001","-250","0","","","2","0","131120047",""
"3112","escape","1000001","1","","","","3","","131120048",""
"3112","-600","1000001","-250","0","","","2","1","131120049",""
"3112","0","1","","","","","93","","131120050",""
"3112","1","1000001","1","0","0.2","","6","1","131120051",""
"3112","0","0.4","","","","","93","","131120052",""
"3112","0","2","","","","","113","","131120053",""
"3113","311300","311300","345.4","1","0","","31","0","131130001",""
"3113","","0","","","","","91","","131130002",""
"3113","wait_gradeUp","1000001","0","","0.2","","3","","131130003",""
"3113","1","311300","","","","","32","","131130004",""
"3113","0","0.1","","","","","93","","131130005",""
"3113","0","3","","","","","32","","131130006",""
"3113","0","0.8","","","","","93","","131130007",""
"3113","1.05","1.05","1.05","0","0","","123","1.05","131130008",""
"3113","5","5","0.5","","","","122","","131130009",""
"3113","0","1.1","","","","","93","","131130010",""
"3113","1.05","1.05","1.05","0","0","","123","1.05","131130011",""
"3113","10","10","0.5","","","","122","","131130012",""
"3113","0","0.8","","","","","93","","131130013",""
"3113","glad_dot_light","1000001","0","","0.2","","3","","131130014",""
"3113","0","0.1","","","","","93","","131130015",""
"3113","0.907","0.907","0.907","0.4","5","","123","0.907","131130016",""
"3113","0","1","","","","","93","","131130017",""
"3113","disappoint","1000001","0","","0.2","","3","","131130018",""
"3113","0","1","","","","","93","","131130019",""
"3113","","2","","","","","113","","131130020",""
"3114","311400","311400","345.4","1","0","","31","0","131140001",""
"3114","","0","","","","","91","","131140002",""
"3114","1.05","1.05","1.05","7.4","0","","123","1.05","131140003",""
"3114","wait","1000001","0","","0.2","","3","","131140004",""
"3114","1","311400","","","","","32","","131140005",""
"3114","0","0.1","","","","","93","","131140006",""
"3114","0","2","","","","","32","","131140007",""
"3114","0","3.4","","","","","93","","131140008",""
"3114","0.95","0.95","0.95","3.2","5","","123","0.95","131140009",""
"3114","shock_short_in","1000001","0","1","0.1","","3","shock_short_loop","131140010","0"
"3114","0","1.4","","","","","93","","131140011",""
"3114","disappoint","1000001","0","","0.2","","3","","131140012",""
"3114","0","0.7","","","","","93","","131140013",""
"3114","","2","","","","","113","","131140014",""
"3121","312100","312100","345.4","1","0","","31","0","131210001",""
"3121","","0","","","","","91","","131210002",""
"3121","1.05","1.05","1.05","7.4","0","","123","1.05","131210003",""
"3121","wait","1000001","0","","0.2","","3","","131210004",""
"3121","1","2","","","","","35","","131210005",""
"3121","se_travel_treasure_big_rock","se_travel","0","","","","23","","131210006",""
"3121","0","3.7","","","","","93","","131210007",""
"3121","1","312100","","","","","32","","131210008",""
"3121","15","15","0.65","","","","122","","131210009",""
"3121","0","0.5","","","","","93","","131210010",""
"3121","20","20","3.2","","","","122","","131210011",""
"3121","shock_jump_short","1000001","0","","0.2","","3","","131210012",""
"3121","0","0","","","","","91","","131210013",""
"3121","escape","1000001","1","","0","","3","","131210014",""
"3121","-880","1000001","-240","0","","","2","2","131210015",""
"3121","0","0.8","","","","","93","","131210016",""
"3121","","2","","","","","113","","131210017",""
"3122","idle","1000001","1","","0.2","","3","","131220001",""
"3122","11","312200","345","1","0","","31","-65","131220002",""
"3122","12","312201","345","1","0","","31","-65","131220003",""
"3122","","0","","","","","91","","131220004",""
"3122","1.05","1.05","1.05","6.8","0","","123","1.05","131220005","0"
"3122","wait","1000001","0","","0.2","","3","","131220006",""
"3122","1","2","","","","","35","","131220007",""
"3122","0","4","","","","","93","","131220008",""
"3122","0.95","0.95","0.95","0.4","0","","123","0.95","131220009",""
"3122","1","11","","","","","32","","131220010",""
"3122","1","12","","","","","32","","131220011",""
"3122","arrow_panic","1000001","0","","","","3","","131220012",""
"3122","0","2.7","","","","","93","","131220013",""
"3122","0","2","","","","","113","","131220014",""
"3123","6","6","345.4","1","0","","31","0","131230001",""
"3123","7","7","345.4","1","0","","31","0","131230002",""
"3123","310000","310000","345.4","1","0","","31","0","131230003",""
"3123","312300","312300","345.4","1","0","","31","0","131230004",""
"3123","990001","990001","345.4","1","1","","31","0","131230005",""
"3123","14","4","14","-180","1.1","reward_loop","5","345","131230006","0"
"3123","","0","","","","","91","","131230007",""
"3123","1.05","1.05","1.05","7.4","0","","123","1.05","131230008",""
"3123","wait","1000001","0","","0.2","","3","","131230009",""
"3123","1","2","","","","","35","","131230010",""
"3123","0","4.9","","","","","93","","131230011",""
"3123","30","30","0.4","","","","122","","131230012",""
"3123","1","312300","","","","","32","","131230013",""
"3123","1","6","","","","","32","","131230014",""
"3123","0","0.1","","","","","93","","131230015",""
"3123","0","2","","","","","32","","131230016",""
"3123","0","3","","","","","32","","131230017",""
"3123","dotEyes_noEmotion","1000001","0","","","","3","","131230018",""
"3123","vo_travel_round_event_3123","vo_travel_round_event","0","","","","21","0","131230019",""
"3123","0","2.5","","","","","93","","131230020",""
"3123","1","7","","","","","32","","131230021",""
"3123","0","0.1","","","","","93","","131230022",""
"3123","0","6","","","","","32","","131230023",""
"3123","0","0.2","","","","","93","","131230024",""
"3123","0.95","0.95","0.95","0.3","0","","123","0.95","131230025",""
"3123","1","310000","","","","","32","","131230026",""
"3123","0","0.2","","","","","93","","131230027",""
"3123","50","50","0.6","","","","122","","131230028",""
"3123","0","1.6","","","","","93","","131230029",""
"3123","","2","","","","","113","","131230030",""
"3124","312400","312400","345.4","1","0","","31","0","131240001",""
"3124","8","8","345.4","1","0","","31","0","131240002",""
"3124","0","8","","","","","35","","131240003",""
"3124","1","8","","","","","32","","131240004",""
"3124","990002","990002","345.4","1","1","","31","0","131240005",""
"3124","3124","2","56","-240","0.5","empty","5","345.4","131240006","0"
"3124","","0","","","","","91","","131240007",""
"3124","1.05","1.05","1.05","7.4","0","","123","1.05","131240008",""
"3124","wait","1000001","0","","0.2","","3","","131240009",""
"3124","1","2","","","","","35","","131240010",""
"3124","0","5.4","","","","","93","","131240011",""
"3124","1","312400","","","","","32","","131240012",""
"3124","0","0.1","","","","","93","","131240013",""
"3124","0","2","","","","","32","","131240014",""
"3124","0.95","0.95","0.95","0.4","0","","123","0.95","131240015",""
"3124","glad","1000001","0","","0.2","","3","","131240016",""
"3124","drop","3124","0","","0","","3","","131240017",""
"3124","0","0.7","","","","","93","","131240018",""
"3124","joy_short","1000001","0","","0.2","","3","","131240019",""
"3124","0","0.7","","","","","93","","131240020",""
"3124","shock","3124","0","","0","","3","","131240021",""
"3124","0","0.8","","","","","93","","131240022",""
"3124","shock_jump_mimic","1000001","0","0","0.2","","3","","131240023",""
"3124","0","2.4","","","","","93","","131240024",""
"3124","","2","","","","","113","","131240025",""
"3200","320000","320000","345.4","1","0","","31","0","132000001",""
"3200","110","110","345.4","1","0","","31","0","132000002",""
"3200","111","111","345.4","1","0","","31","0","132000003",""
"3200","990001","990001","345.4","1","1","","31","0","132000004",""
"3200","","0","","","","","91","","132000005",""
"3200","1.05","1.05","1.05","7.4","0","","123","1.05","132000006",""
"3200","wait","1000001","0","","0.2","","3","","132000007",""
"3200","1","2","","","","","35","","132000008",""
"3200","0","5.4","","","","","93","","132000009",""
"3200","glad","1000001","0","","0.2","","3","","132000010",""
"3200","1","320000","","","","","32","","132000011",""
"3200","0","1","","","","","93","","132000012",""
"3200","0.95","0.95","0.95","0.8","5","","123","0.95","132000013",""
"3200","1","110","","","","","32","","132000014",""
"3200","1","111","","","","","32","","132000015",""
"3200","0","0.1","","","","","93","","132000016",""
"3200","0","2","","","","","32","","132000017",""
"3200","0","3","","","","","32","","132000018",""
"3200","0","1.1","","","","","93","","132000019",""
"3200","joy_round3_in","1000001","0","1","0.2","","3","joy_round3_loop","132000020","0"
"3200","0","0.5","","","","","93","","132000021",""
"3200","1","998","","","","","32","","132000022",""
"3200","0","5.2","","","","","93","","132000023",""
"3200","","1","","","","","113","","132000024",""
"3201","320000","320000","345.4","1","0","","31","0","132010001",""
"3201","110","110","345.4","1","0","","31","0","132010002",""
"3201","111","111","345.4","1","0","","31","0","132010003",""
"3201","990002","990002","345.4","1","1","","31","0","132010004",""
"3201","","0","","","","","91","","132010005",""
"3201","1.05","1.05","1.05","7.4","0","","123","1.05","132010006",""
"3201","wait","1000001","0","","0.2","","3","","132010007",""
"3201","1","2","","","","","35","","132010008",""
"3201","0","5.4","","","","","93","","132010009",""
"3201","glad","1000001","0","","0.2","","3","","132010010",""
"3201","1","320000","","","","","32","","132010011",""
"3201","0","1","","","","","93","","132010012",""
"3201","0.95","0.95","0.95","0.8","5","","123","0.95","132010013",""
"3201","1","110","","","","","32","","132010014",""
"3201","1","111","","","","","32","","132010015",""
"3201","0","0.1","","","","","93","","132010016",""
"3201","0","2","","","","","32","","132010017",""
"3201","0","3","","","","","32","","132010018",""
"3201","0","1.1","","","","","93","","132010019",""
"3201","joy_round3_in","1000001","0","1","0.2","","3","joy_round3_loop","132010020","0"
"3201","0","0.5","","","","","93","","132010021",""
"3201","1","998","","","","","32","","132010022",""
"3201","0","5.2","","","","","93","","132010023",""
"3201","","1","","","","","113","","132010024",""
"3202","320000","320000","345.4","1","0","","31","0","132020001",""
"3202","320001","320001","345.4","1","0","","31","0","132020002",""
"3202","110","110","345.4","1","0","","31","0","132020003",""
"3202","111","111","345.4","1","0","","31","0","132020004",""
"3202","990003","990003","345.4","1","1","","31","0","132020005",""
"3202","","0","","","","","91","","132020006",""
"3202","1.05","1.05","1.05","7.4","0","","123","1.05","132020007",""
"3202","wait","1000001","0","","0.2","","3","","132020008",""
"3202","1","320001","","","","","32","","132020009",""
"3202","0","0.1","","","","","93","","132020010",""
"3202","0","2","","","","","32","","132020011",""
"3202","0","5.3","","","","","93","","132020012",""
"3202","glad","1000001","0","","0.2","","3","","132020013",""
"3202","1","320000","","","","","32","","132020014",""
"3202","0","1","","","","","93","","132020015",""
"3202","0.95","0.95","0.95","0.8","5","","123","0.95","132020016",""
"3202","1","110","","","","","32","","132020017",""
"3202","1","111","","","","","32","","132020018",""
"3202","0","0.1","","","","","93","","132020019",""
"3202","0","320001","","","","","32","","132020020",""
"3202","0","3","","","","","32","","132020021",""
"3202","0","1.1","","","","","93","","132020022",""
"3202","joy_round3_in","1000001","0","1","0.2","","3","joy_round3_loop","132020023","0"
"3202","0","0.5","","","","","93","","132020024",""
"3202","1","998","","","","","32","","132020025",""
"3202","0","5.2","","","","","93","","132020026",""
"3202","","1","","","","","113","","132020027",""
"3211","6","6","345.4","1","0","","31","0","132110001",""
"3211","7","7","345.4","1","0","","31","0","132110002",""
"3211","8","8","345.4","1","0","","31","0","132110003",""
"3211","111","111","345.4","1","0","","31","0","132110004",""
"3211","110","110","345.4","1","0","","31","0","132110005",""
"3211","321100","321100","345.4","1","0","","31","0","132110006",""
"3211","321101","321101","345.4","1","0","","31","0","132110007",""
"3211","321102","321102","345.4","1","0","","31","0","132110008",""
"3211","13","3","55","0","1.3","appear","5","8000","132110009","0"
"3211","100711","2","56","-250","0.89","03_run","1","8000","132110010","1"
"3211","","0","","","","","91","","132110011",""
"3211","1","13","1","0","0","","6","1","132110012","0"
"3211","95","13","-250","0","","","2","0","132110013",""
"3211","1100","100711","-250","0","","","2","0","132110014",""
"3211","1.05","1.05","1.05","7.4","0","","123","1.05","132110015",""
"3211","wait","1000001","0","","0.2","","3","","132110016",""
"3211","1","2","","","","","35","","132110017",""
"3211","0","4.9","","","","","93","","132110018",""
"3211","0.95","0.95","0.95","0.3","0","","123","0.95","132110019",""
"3211","se_travel_treasure_ghost_special_success","se_travel","0","","","","23","","132110020",""
"3211","1","8","","","","","32","","132110021",""
"3211","0","8","","","","","35","","132110022",""
"3211","1","6","","","","","32","","132110023",""
"3211","0","0.1","","","","","93","","132110024",""
"3211","0","2","","","","","32","","132110025",""
"3211","0","3","","","","","32","","132110026",""
"3211","dotEyes","1000001","0","","0.2","","3","","132110027",""
"3211","0","0.3","","","","","93","","132110028",""
"3211","appear","13","0","","","","3","","132110029",""
"3211","1","13","1","1","0","","6","1","132110030","0"
"3211","0","0.67","","","","","93","","132110031",""
"3211","shock_jump","1000001","0","","","","3","","132110032",""
"3211","70","1000001","-250","0","","","2","1","132110033",""
"3211","0","1.1","","","","","93","","132110034",""
"3211","escape","1000001","1","","","","3","","132110035",""
"3211","-350","1000001","-250","0","","","2","1.2","132110036",""
"3211","march_pudding","13","0","","","","3","","132110037",""
"3211","1","7","","","","","32","","132110038",""
"3211","0","0.1","","","","","93","","132110039",""
"3211","0","6","","","","","32","","132110040",""
"3211","0","0.3","","","","","93","","132110041",""
"3211","1","321100","","","","","32","","132110042",""
"3211","0","0.4","","","","","93","","132110043",""
"3211","630","100711","-250","0","","","2","1.1","132110044",""
"3211","0","0.9","","","","","93","","132110045",""
"3211","vo_travel_round_event_3211","vo_travel_round_event","1","","","","21","0","132110046",""
"3211","0","0.2","","","","","93","","132110047",""
"3211","03_idle","100711","1","","","","3","","132110048","0"
"3211","0","0.3","","","","","93","","132110049",""
"3211","03_attack","100711","0","","0.2","","3","03_idle","132110050","0.2"
"3211","1","321101","","","","","32","","132110051",""
"3211","run","1000001","1","","","","3","","132110052",""
"3211","0","1000001","","","","","4","","132110053",""
"3211","70","1000001","-250","0","","","2","2","132110054",""
"3211","0","0.6","","","","","93","","132110055",""
"3211","1","321102","","","","","32","","132110056",""
"3211","1","110","","","","","32","","132110057",""
"3211","1","111","","","","","32","","132110058",""
"3211","0","0.1","","","","","93","","132110059",""
"3211","0","7","","","","","32","","132110060",""
"3211","0","1.2","","","","","93","","132110061",""
"3211","0","8","","","","","32","","132110062",""
"3211","0","0.1","","","","","93","","132110063",""
"3211","03_joy_short","100711","0","","0.2","","3","","132110064",""
"3211","joy_round3_in","1000001","0","1","0.2","","3","joy_round3_loop","132110065","0.2"
"3211","1","998","","","","","32","","132110066",""
"3211","0","0.7","","","","","93","","132110067",""
"3211","pudding_loop","13","1","","","","3","","132110068",""
"3211","0","4.5","","","","","93","","132110069",""
"3211","","1","","","","","113","","132110070",""
"3212","idle","1000001","1","","0.2","","3","","132120001",""
"3212","13","301200","0","1","0","","31","0","132120002",""
"3212","14","101","0","1","0","","31","0","132120003",""
"3212","16","301204","260","1","0","","31","-150","132120004",""
"3212","19","301204","320","1","0","","31","-120","132120005",""
"3212","17","301205","0","1","0","","31","0","132120006",""
"3212","18","6","345.4","1","0","","31","0","132120007",""
"3212","20","301201","345.4","1","0","","31","0","132120008",""
"3212","21","301202","345.4","1","0","","31","0","132120009",""
"3212","111","111","345.4","1","0","","31","0","132120010",""
"3212","0","111","","","","","35","","132120011",""
"3212","110","110","345.4","1","0","","31","0","132120012",""
"3212","3","1","55","-234","1","round_monster_walk","5","9340","132120013","0"
"3212","","0","","","","","91","","132120014",""
"3212","1","3","1","0","0","","6","1","132120015","0"
"3212","345","3","-234","0","0","","2","0","132120016","0"
"3212","1.05","1.05","1.05","7.4","0","","123","1.05","132120017","0"
"3212","wait","1000001","0","","0.2","","3","","132120018",""
"3212","1","2","","","","","35","","132120019",""
"3212","15","301203","0","1","0","","31","0","132120020",""
"3212","1000003","2","57","-250","0.89","<weapon>_run","1","9340","132120021","0"
"3212","1000004","2","58","-290","0.89","<weapon>_run","1","9340","132120022","0"
"3212","0","4.3","","","","","93","","132120023",""
"3212","0.95","0.95","0.95","0.4","0","","123","0.95","132120024",""
"3212","1","21","","","","","32","","132120025",""
"3212","0","21","","","","","35","","132120026",""
"3212","se_travel_treasure_success_monster_helper_2","se_travel","","","","","23","","132120027",""
"3212","1","18","","","","","32","","132120028",""
"3212","0","0.1","","","","","93","","132120029",""
"3212","0","2","","","","","32","","132120030",""
"3212","1","3","1","1","0.3","","6","1","132120031","0"
"3212","1","13","","","","","32","","132120032",""
"3212","round_monster_appear","3","0","","","","3","","132120033",""
"3212","back","1000001","0","","","","3","","132120034",""
"3212","0","0.67","","","","","93","","132120035",""
"3212","round_monster_walk","3","0","","0.1","","3","","132120036",""
"3212","220","3","-234","0","","","2","1.4","132120037",""
"3212","1","20","","","","","32","","132120038",""
"3212","0","0.1","","","","","93","","132120039",""
"3212","0","18","","","","","32","","132120040",""
"3212","0","0.5","","","","","93","","132120041",""
"3212","1","1000003","","","","","4","","132120042",""
"3212","1545","1000003","-240","0","","","2","0","132120043",""
"3212","1","1000004","","","","","4","","132120044",""
"3212","1635","1000004","-280","0","","","2","0","132120045",""
"3212","0","0.5","","","","","93","","132120046",""
"3212","round_monster_attack","3","0","","0.3","","3","","132120047",""
"3212","0","0.5","","","","","93","","132120048",""
"3212","1","17","","","","","32","","132120049",""
"3212","back_loop","1000001","0","","0.1","","3","","132120050",""
"3212","0","0.5","","","","","93","","132120051",""
"3212","920","1000003","-240","0","","","2","0","132120052",""
"3212","620","1000003","-240","0","","","2","0.16","132120053",""
"3212","<weapon>_run","1000003","0","","0.2","","3","","132120054",""
"3212","0","0.16","","","","","93","","132120055",""
"3212","<weapon>_attack_skipQuest","1000003","0","","0.2","","3","","132120056",""
"3212","0","0.1","","","","","93","","132120057",""
"3212","280","3","-234","0","","","2","0","132120058",""
"3212","1","3","","","","","4","","132120059",""
"3212","round_monster_die","3","0","","0","","3","","132120060",""
"3212","1","16","","","","","32","","132120061",""
"3212","0","0.15","","","","","93","","132120062",""
"3212","910","1000004","-280","0","","","2","0","132120063",""
"3212","710","1000004","-280","0","","","2","0.16","132120064",""
"3212","<weapon>_run","1000004","0","","0.2","","3","","132120065",""
"3212","0","0.16","","","","","93","","132120066",""
"3212","<weapon>_attack_skipQuest","1000004","0","","0.2","","3","","132120067",""
"3212","0","0.1","","","","","93","","132120068",""
"3212","0","0.1","","","","","93","","132120069",""
"3212","round_monster_die","3","0","","0","","3","","132120070",""
"3212","1","19","","","","","32","","132120071",""
"3212","0","0.4","","","","","93","","132120072",""
"3212","20","1000001","-240","0","","","2","0","132120073",""
"3212","back_origin","1000001","0","","0","","3","","132120074",""
"3212","surprise","1000001","0","","0.2","","3","","132120075",""
"3212","<weapon>_idle","1000003","1","","0.2","","3","","132120076",""
"3212","0","0.2","","","","","93","","132120077",""
"3212","1","110","","","","","32","","132120078",""
"3212","1","111","","","","","32","","132120079",""
"3212","0","0.2","","","","","93","","132120080",""
"3212","<weapon>_idle","1000004","1","","0.2","","3","","132120081",""
"3212","0","0.46","","","","","93","","132120082",""
"3212","1","3","1","0","0.6","","6","1","132120083",""
"3212","1","18","","","","","32","","132120084",""
"3212","0","0.02","","","","","93","","132120085",""
"3212","0","20","","","","","32","","132120086",""
"3212","0","21","","","","","32","","132120087",""
"3212","joy_round3_in","1000001","0","1","0.2","","3","joy_round3_loop","132120088",""
"3212","0","0.1","","","","","93","","132120089",""
"3212","<weapon>_joy_short","1000003","0","","0","","3","","132120090",""
"3212","0","0.1","","","","","93","","132120091",""
"3212","<weapon>_joy_short","1000004","0","","0","","3","","132120092",""
"3212","0","0.9","","","","","93","","132120093",""
"3212","1","998","","","","","32","","132120094",""
"3212","0","3.8","","","","","93","","132120095",""
"3212","0","1","","","","","113","","132120096",""
"3213","321300","321300","345.4","1","0","","31","0","132130001",""
"3213","111","111","345.4","1","0","","31","0","132130002",""
"3213","0","111","","","","","35","","132130003",""
"3213","110","110","345.4","1","0","","31","0","132130004",""
"3213","","0","","","","","91","","132130005",""
"3213","wait_gradeUp","1000001","0","","0.2","","3","","132130006",""
"3213","1","321300","","","","","32","","132130007",""
"3213","0","0.1","","","","","93","","132130008",""
"3213","0","2","","","","","32","","132130009",""
"3213","0","0.8","","","","","93","","132130010",""
"3213","1.05","1.05","1.05","0","0","","123","1.05","132130011",""
"3213","5","5","0.5","","","","122","","132130012",""
"3213","0","1.1","","","","","93","","132130013",""
"3213","1.05","1.05","1.05","0","0","","123","1.05","132130014",""
"3213","10","10","0.5","","","","122","","132130015",""
"3213","0","0.8","","","","","93","","132130016",""
"3213","glad_dot_light","1000001","0","","0.2","","3","","132130017",""
"3213","0","0.1","","","","","93","","132130018",""
"3213","0.907","0.907","0.907","0.4","5","","123","0.907","132130019",""
"3213","0","1.5","","","","","93","","132130020",""
"3213","20","20","0.7","","","","122","","132130021",""
"3213","0","1.4","","","","","93","","132130022",""
"3213","1","110","","","","","32","","132130023",""
"3213","1","111","","","","","32","","132130024",""
"3213","0","1.2","","","","","93","","132130025",""
"3213","joy_round3_in","1000001","0","1","0.2","","3","joy_round3_loop","132130026","0"
"3213","0","0.3","","","","","93","","132130027",""
"3213","1","998","","","","","32","","132130028",""
"3213","0","3.8","","","","","93","","132130029",""
"3213","","1","","","","","113","","132130030",""
"3214","321400","321400","345.4","1","0","","31","0","132140001",""
"3214","103111","2","57","-240","0.89","05_idle","1","1088","132140002","1"
"3214","110","110","345.4","1","0","","31","0","132140003",""
"3214","111","111","345.4","1","0","","31","0","132140004",""
"3214","","0","","","","","91","","132140005",""
"3214","1.05","1.05","1.05","7.4","0","","123","1.05","132140006",""
"3214","wait","1000001","0","","0.2","","3","","132140007",""
"3214","1","321400","","","","","32","","132140008",""
"3214","0","0.1","","","","","93","","132140009",""
"3214","0","2","","","","","32","","132140010",""
"3214","0","3.4","","","","","93","","132140011",""
"3214","0.95","0.95","0.95","3.2","5","","123","0.95","132140012",""
"3214","shock_jump_aura","1000001","0","","0.2","","3","","132140013",""
"3214","0","0.1","","","","","93","","132140014",""
"3214","70","1000001","-240","2","","","2","0.6","132140015",""
"3214","0","0.5","","","","","93","","132140016",""
"3214","05_run_gamestart","103111","1","","0","","3","","132140017",""
"3214","586","103111","-240","0","","","2","0.5","132140018",""
"3214","0","0.5","","","","","93","","132140019",""
"3214","05_idle","103111","1","","0.2","","3","","132140020",""
"3214","0","0.5","","","","","93","","132140021",""
"3214","shinobu_exorcise","103111","0","1","0.2","","3","05_idle","132140022","0"
"3214","vo_travel_round_event_3214","vo_travel_round_event","0","","","","21","0","132140023",""
"3214","0","1","","","","","93","","132140024",""
"3214","1","110","","","","","32","","132140025",""
"3214","1","111","","","","","32","","132140026",""
"3214","0","0.1","","","","","93","","132140027",""
"3214","0","3","","","","","32","","132140028",""
"3214","0","1.1","","","","","93","","132140029",""
"3214","joy_round3_in","1000001","0","1","0.2","","3","joy_round3_loop","132140030","0"
"3214","05_joy_short","103111","0","","0.2","","3","","132140031",""
"3214","0","0.5","","","","","93","","132140032",""
"3214","1","998","","","","","32","","132140033",""
"3214","0","3.8","","","","","93","","132140034",""
"3214","","1","","","","","113","","132140035",""
"3215","321500","321500","345.4","1","1","","31","0","132150001",""
"3215","321501","321501","345.4","1","1","","31","0","132150002",""
"3215","120","120","345.4","1","0","","31","0","132150003",""
"3215","121","121","345.4","1","0","","31","0","132150004",""
"3215","990001","990001","345.4","1","1","","31","0","132150005",""
"3215","","0","","","","","91","","132150006",""
"3215","1.05","1.05","1.05","7.4","0","","123","1.05","132150007",""
"3215","wait_wakuwaku","1000001","0","","0.2","","3","","132150008",""
"3215","1","2","","","","","35","","132150009",""
"3215","0","5.2","","","","","93","","132150010",""
"3215","0.95","0.95","0.95","0.8","5","","123","0.95","132150011",""
"3215","1","120","","","","","32","","132150012",""
"3215","1","121","","","","","32","","132150013",""
"3215","0","0.1","","","","","93","","132150014",""
"3215","0","321501","","","","","32","","132150015",""
"3215","0","2","","","","","32","","132150016",""
"3215","0","3","","","","","32","","132150017",""
"3215","1","998","","","","","32","","132150018",""
"3215","0","0.4","","","","","93","","132150019",""
"3215","dance","1000001","1","","0.2","","3","","132150020",""
"3215","0","4.8","","","","","93","","132150021",""
"3215","","1","","","","","113","","132150022",""
"3216","6","6","345.4","1","0","","31","0","132160001",""
"3216","8","8","345.4","1","0","","31","0","132160002",""
"3216","110","110","345.4","1","0","","31","0","132160003",""
"3216","111","111","345.4","1","0","","31","0","132160004",""
"3216","301600","301600","345.4","1","0","","31","-80","132160005",""
"3216","990002","990002","345.4","1","1","","31","0","132160006",""
"3216","","0","","","","","91","","132160007",""
"3216","1.05","1.05","1.05","7.4","0","","123","1.05","132160008",""
"3216","wait","1000001","0","","0.2","","3","","132160009",""
"3216","1","2","","","","","35","","132160010",""
"3216","0","5.4","","","","","93","","132160011",""
"3216","0.95","0.95","0.95","0.4","0","","123","0.95","132160012",""
"3216","1","8","","","","","32","","132160013",""
"3216","0","8","","","","","35","","132160014",""
"3216","1","301600","","","","","32","","132160015",""
"3216","1","6","","","","","32","","132160016",""
"3216","1","111","","","","","32","","132160017",""
"3216","0","111","","","","","35","","132160018",""
"3216","0","0.1","","","","","93","","132160019",""
"3216","0","2","","","","","32","","132160020",""
"3216","0","3","","","","","32","","132160021",""
"3216","glad","1000001","0","","0.1","","3","","132160022",""
"3216","0","0.1","","","","","93","","132160023",""
"3216","1","8","","","","","35","","132160024",""
"3216","1","110","","","","","32","","132160025",""
"3216","se_travel_treasure_special_success_butterfly","se_travel","0","","","","23","","132160026",""
"3216","0","1.5","","","","","93","","132160027",""
"3216","1","998","","","","","32","","132160028",""
"3216","joy_round3_in","1000001","0","1","0.2","","3","joy_round3_loop","132160029",""
"3216","0","5.2","","","","","93","","132160030",""
"3216","","1","","","","","113","","132160031",""
"3217","310000","310000","345.4","1","0","","31","0","132170001",""
"3217","310001","310001","0","1","0","","31","0","132170002",""
"3217","301700","301700","345.4","1","0","","31","0","132170003",""
"3217","301701","301701","740","1","0","","31","-115","132170004",""
"3217","301702","301702","345.4","1","0","","31","0","132170005",""
"3217","120","120","345.4","1","0","","31","0","132170006",""
"3217","321700","321700","345.4","1","0","","31","0","132170007",""
"3217","15","5","100","-235","0.44","empty","5","610","132170008","0"
"3217","16","5","55","-235","0.44","empty","5","610","132170009","0"
"3217","","0","","","","","91","","132170010",""
"3217","1.05","1.05","1.05","7.4","0","","123","1.05","132170011",""
"3217","wait","1000001","0","","0.2","","3","","132170012",""
"3217","1","2","","","","","35","","132170013",""
"3217","0","5.4","","","","","93","","132170014",""
"3217","0.95","0.95","0.95","0.3","0","","123","0.95","132170015",""
"3217","1","310000","","","","","32","","132170016",""
"3217","1","310001","","","","","32","","132170017",""
"3217","0","0.2","","","","","93","","132170018",""
"3217","50","50","0.6","","","","122","","132170019",""
"3217","shock","1000001","0","","0.2","","3","","132170020",""
"3217","0","1.6","","","","","93","","132170021",""
"3217","1","301700","","","","","32","","132170022",""
"3217","0","1.2","","","","","93","","132170023",""
"3217","se_travel_treasure_croce_ui","se_travel","0","","","","23","","132170024",""
"3217","punch","15","0","","","","3","","132170025",""
"3217","punch_B","16","0","","","","3","","132170026",""
"3217","0","0.2","","","","","93","","132170027",""
"3217","1.05","1.05","1.05","0.1","11","","123","1.05","132170028",""
"3217","0","0.1","","","","","93","","132170029",""
"3217","0.95","0.95","0.95","0.3","0","","123","0.95","132170030",""
"3217","0","1","","","","","93","","132170031",""
"3217","se_travel_treasure_croce_door","se_travel","0","","","","23","","132170032",""
"3217","0","0.4","","","","","93","","132170033",""
"3217","1","301701","","","","","32","","132170034",""
